x_cm,y_cm,z_cm,temperature_C,stress_MPa,strain,pO2_atm,current_density_A_cm2,damage_index
2.222,1.333,0.0,711.18,60.442,0.000302,0.2218,0.3951,0.00013
2.222,1.333,0.263,713.32,61.427,0.000307,0.20413,0.3885,0.0
2.222,1.333,0.526,715.95,61.373,0.000307,0.2134,0.4017,0.0
2.222,1.333,0.789,719.42,58.815,0.000294,0.20172,0.4158,0.0
2.222,1.333,1.053,723.38,54.827,0.000274,0.18567,0.4172,0.0
2.222,1.333,1.316,729.16,52.635,0.000263,0.18168,0.4297,0.00085
2.222,1.333,1.579,733.63,51.79,0.000259,0.18741,0.4278,0.00239
2.222,1.333,1.842,742.17,52.906,0.000265,0.16771,0.4304,0.00087
2.222,1.333,2.105,743.89,50.695,0.000253,0.17714,0.441,0.00189
2.222,1.333,2.368,745.72,48.452,0.000242,0.16515,0.4356,0.00205
2.222,1.333,2.632,753.65,50.658,0.000253,0.149,0.4539,0.00256
2.222,1.333,2.895,757.78,49.44,0.000247,0.15155,0.4475,0.00305
2.222,1.333,3.158,759.52,45.524,0.000228,0.15194,0.4608,0.00555
2.222,1.333,3.421,767.16,45.198,0.000226,0.14658,0.4711,0.00457
2.222,1.333,3.684,770.89,42.314,0.000212,0.14169,0.4695,0.00632
2.222,1.333,3.947,772.4,44.376,0.000222,0.1341,0.4782,0.00618
2.222,1.333,4.211,777.14,42.243,0.000211,0.13766,0.4906,0.00881
2.222,1.333,4.474,780.75,44.064,0.00022,0.14189,0.4817,0.00929
2.222,1.333,4.737,786.75,41.012,0.000205,0.13828,0.5111,0.00977
2.222,1.333,5.0,785.27,38.458,0.000192,0.13341,0.4869,0.01072
2.667,1.333,0.0,710.58,60.013,0.0003,0.20911,0.4118,0.00063
2.667,1.333,0.263,710.03,58.329,0.000292,0.21062,0.4091,0.0
2.667,1.333,0.526,715.81,56.34,0.000282,0.19135,0.4147,0.00036
2.667,1.333,0.789,725.51,56.506,0.000283,0.19713,0.4254,0.00259
2.667,1.333,1.053,724.88,53.094,0.000265,0.19698,0.4208,0.00088
2.667,1.333,1.316,730.47,54.975,0.000275,0.18782,0.4279,9e-05
2.667,1.333,1.579,734.83,54.075,0.00027,0.17122,0.432,0.0
2.667,1.333,1.842,738.93,54.708,0.000274,0.1702,0.445,0.00088
2.667,1.333,2.105,741.57,51.85,0.000259,0.16688,0.4521,0.00062
2.667,1.333,2.368,747.53,48.486,0.000242,0.16031,0.4471,0.00261
2.667,1.333,2.632,750.71,43.275,0.000216,0.15976,0.4488,0.0014
2.667,1.333,2.895,751.57,46.16,0.000231,0.15671,0.4472,0.00185
2.667,1.333,3.158,756.94,47.96,0.00024,0.15198,0.4649,0.00418
2.667,1.333,3.421,763.15,48.708,0.000244,0.14464,0.4633,0.00316
2.667,1.333,3.684,768.73,45.409,0.000227,0.15082,0.4556,0.00563
2.667,1.333,3.947,772.97,42.521,0.000213,0.14059,0.4774,0.00783
2.667,1.333,4.211,776.48,43.596,0.000218,0.1307,0.4845,0.00749
2.667,1.333,4.474,780.32,37.232,0.000186,0.13202,0.4972,0.00871
2.667,1.333,4.737,784.26,41.094,0.000205,0.12796,0.4942,0.00957
2.667,1.333,5.0,789.38,41.165,0.000206,0.11825,0.4894,0.00808
3.111,1.333,0.0,704.56,58.394,0.000292,0.20808,0.4099,0.0
3.111,1.333,0.263,710.78,60.884,0.000304,0.21096,0.3841,0.00047
3.111,1.333,0.526,716.69,60.702,0.000304,0.19796,0.3948,0.00079
3.111,1.333,0.789,719.33,57.96,0.00029,0.19312,0.4128,0.00071
3.111,1.333,1.053,721.35,56.53,0.000283,0.19176,0.4175,0.00074
3.111,1.333,1.316,725.53,47.777,0.000239,0.18112,0.4234,0.0
3.111,1.333,1.579,734.31,54.283,0.000271,0.17386,0.4227,0.00139
3.111,1.333,1.842,735.66,54.559,0.000273,0.17817,0.4457,0.00224
3.111,1.333,2.105,737.25,51.329,0.000257,0.17003,0.4394,0.00129
3.111,1.333,2.368,742.33,52.155,0.000261,0.15714,0.4329,0.00143
3.111,1.333,2.632,745.2,49.751,0.000249,0.16345,0.4556,0.0014
3.111,1.333,2.895,749.47,48.508,0.000243,0.1588,0.4493,0.00203
3.111,1.333,3.158,757.55,48.333,0.000242,0.14438,0.4528,0.00356
3.111,1.333,3.421,760.0,45.939,0.00023,0.13719,0.4667,0.00485
3.111,1.333,3.684,762.92,43.732,0.000219,0.14194,0.4889,0.00683
3.111,1.333,3.947,772.06,43.702,0.000219,0.15422,0.4564,0.00563
3.111,1.333,4.211,773.22,42.451,0.000212,0.14971,0.4668,0.00588
3.111,1.333,4.474,778.06,42.866,0.000214,0.14182,0.4794,0.00827
3.111,1.333,4.737,783.7,39.264,0.000196,0.12699,0.5103,0.00843
3.111,1.333,5.0,783.42,42.323,0.000212,0.12322,0.4877,0.01123
3.556,1.333,0.0,700.84,60.646,0.000303,0.2035,0.4092,0.00072
3.556,1.333,0.263,707.67,61.343,0.000307,0.19836,0.4127,0.0006
3.556,1.333,0.526,705.17,57.39,0.000287,0.20233,0.4205,0.0
3.556,1.333,0.789,720.12,54.192,0.000271,0.20273,0.4055,0.0
3.556,1.333,1.053,721.02,53.326,0.000267,0.18776,0.4208,0.00145
3.556,1.333,1.316,724.23,53.439,0.000267,0.18137,0.4321,0.00046
3.556,1.333,1.579,729.63,51.565,0.000258,0.17471,0.4343,0.0
3.556,1.333,1.842,734.2,49.496,0.000247,0.17358,0.464,0.00302
3.556,1.333,2.105,737.76,51.953,0.00026,0.16582,0.4601,0.00146
3.556,1.333,2.368,742.95,51.202,0.000256,0.15867,0.458,0.00255
3.556,1.333,2.632,747.85,49.024,0.000245,0.16231,0.4587,0.00318
3.556,1.333,2.895,753.21,51.226,0.000256,0.15319,0.4648,0.00322
3.556,1.333,3.158,752.27,47.313,0.000237,0.15051,0.4732,0.00517
3.556,1.333,3.421,755.65,45.657,0.000228,0.14923,0.4853,0.00451
3.556,1.333,3.684,759.86,44.67,0.000223,0.13493,0.4651,0.00511
3.556,1.333,3.947,766.99,45.71,0.000229,0.13385,0.4902,0.00868
3.556,1.333,4.211,767.11,40.431,0.000202,0.13849,0.4863,0.00546
3.556,1.333,4.474,772.19,38.438,0.000192,0.12844,0.4994,0.00817
3.556,1.333,4.737,780.26,41.477,0.000207,0.13101,0.4951,0.00935
3.556,1.333,5.0,782.44,40.422,0.000202,0.1237,0.4951,0.01061
4.0,1.333,0.0,699.7,61.182,0.000306,0.2114,0.3952,0.00195
4.0,1.333,0.263,707.4,58.896,0.000294,0.19654,0.406,0.00017
4.0,1.333,0.526,710.43,61.414,0.000307,0.19508,0.4154,0.0
4.0,1.333,0.789,713.1,58.491,0.000292,0.20208,0.4113,0.0005
4.0,1.333,1.053,714.73,51.188,0.000256,0.19086,0.4061,0.00039
4.0,1.333,1.316,720.65,51.993,0.00026,0.18874,0.4327,0.00187
4.0,1.333,1.579,723.49,49.948,0.00025,0.17937,0.4301,0.0017
4.0,1.333,1.842,728.91,52.788,0.000264,0.16831,0.4157,0.00115
4.0,1.333,2.105,731.79,51.96,0.00026,0.16643,0.4258,0.00131
4.0,1.333,2.368,738.01,53.945,0.00027,0.16244,0.4499,0.00265
4.0,1.333,2.632,741.42,47.995,0.00024,0.15815,0.4589,0.00305
4.0,1.333,2.895,744.4,46.625,0.000233,0.16376,0.4688,0.00176
4.0,1.333,3.158,747.95,47.875,0.000239,0.152,0.4577,0.00258
4.0,1.333,3.421,757.91,44.255,0.000221,0.1422,0.4618,0.00515
4.0,1.333,3.684,757.44,44.754,0.000224,0.14187,0.479,0.00445
4.0,1.333,3.947,765.19,46.057,0.00023,0.14353,0.4701,0.00484
4.0,1.333,4.211,767.04,44.711,0.000224,0.13025,0.4757,0.00741
4.0,1.333,4.474,771.68,44.234,0.000221,0.13969,0.4912,0.0068
4.0,1.333,4.737,775.92,38.441,0.000192,0.13804,0.4972,0.0087
4.0,1.333,5.0,779.32,41.116,0.000206,0.12315,0.5052,0.01074
0.0,1.778,0.0,699.89,60.019,0.0003,0.21263,0.4009,0.0
0.0,1.778,0.263,705.22,63.684,0.000318,0.20927,0.395,0.00055
0.0,1.778,0.526,705.77,59.334,0.000297,0.19412,0.4067,0.00091
0.0,1.778,0.789,712.16,56.858,0.000284,0.19195,0.4163,0.0
0.0,1.778,1.053,716.81,57.847,0.000289,0.18764,0.4335,0.00195
0.0,1.778,1.316,722.27,55.902,0.00028,0.18596,0.433,0.0
0.0,1.778,1.579,724.34,55.207,0.000276,0.18661,0.433,0.0013
0.0,1.778,1.842,728.97,53.656,0.000268,0.17333,0.4431,0.00029
0.0,1.778,2.105,735.15,50.829,0.000254,0.16247,0.4548,0.00095
0.0,1.778,2.368,734.56,49.759,0.000249,0.15682,0.4342,0.00368
0.0,1.778,2.632,744.25,50.882,0.000254,0.1575,0.4528,0.00447
0.0,1.778,2.895,744.52,47.182,0.000236,0.15572,0.4414,0.00428
0.0,1.778,3.158,752.54,47.731,0.000239,0.15904,0.4631,0.00349
0.0,1.778,3.421,757.15,47.339,0.000237,0.14038,0.4634,0.00363
0.0,1.778,3.684,758.15,44.138,0.000221,0.14428,0.487,0.00359
0.0,1.778,3.947,765.07,45.124,0.000226,0.14882,0.4904,0.00641
0.0,1.778,4.211,766.55,43.235,0.000216,0.13972,0.5046,0.00531
0.0,1.778,4.474,770.04,41.363,0.000207,0.12795,0.4866,0.00763
0.0,1.778,4.737,776.48,42.617,0.000213,0.13151,0.4972,0.00945
0.0,1.778,5.0,781.67,37.502,0.000188,0.12697,0.4994,0.00903
0.444,1.778,0.0,701.41,57.49,0.000287,0.21607,0.4132,0.0
0.444,1.778,0.263,704.07,59.06,0.000295,0.208,0.405,0.0
0.444,1.778,0.526,712.17,55.672,0.000278,0.20041,0.401,0.00057
0.444,1.778,0.789,719.26,59.442,0.000297,0.19663,0.3988,0.00022
0.444,1.778,1.053,720.14,55.145,0.000276,0.18898,0.4337,0.0
0.444,1.778,1.316,726.99,51.968,0.00026,0.18002,0.4296,0.0
0.444,1.778,1.579,730.82,53.387,0.000267,0.18268,0.4335,0.00292
0.444,1.778,1.842,734.61,56.214,0.000281,0.17104,0.4523,0.00068
0.444,1.778,2.105,736.72,49.834,0.000249,0.17167,0.4436,0.00085
0.444,1.778,2.368,739.95,49.307,0.000247,0.16894,0.4326,0.00341
0.444,1.778,2.632,745.75,50.604,0.000253,0.15487,0.4401,0.0026
0.444,1.778,2.895,747.37,51.25,0.000256,0.15582,0.464,0.00428
0.444,1.778,3.158,755.57,45.391,0.000227,0.16063,0.4703,0.00397
0.444,1.778,3.421,757.31,44.816,0.000224,0.15555,0.4908,0.00491
0.444,1.778,3.684,762.01,42.18,0.000211,0.14715,0.4745,0.00589
0.444,1.778,3.947,766.15,44.188,0.000221,0.14032,0.4981,0.00617
0.444,1.778,4.211,769.19,43.664,0.000218,0.13618,0.4734,0.00607
0.444,1.778,4.474,773.87,43.94,0.00022,0.13061,0.4826,0.00754
0.444,1.778,4.737,779.92,41.919,0.00021,0.13011,0.4843,0.00679
0.444,1.778,5.0,781.1,40.221,0.000201,0.13352,0.5027,0.01065
0.889,1.778,0.0,704.18,60.531,0.000303,0.20654,0.4126,0.0
0.889,1.778,0.263,708.86,60.153,0.000301,0.19787,0.4041,0.0
0.889,1.778,0.526,714.93,55.542,0.000278,0.20381,0.4017,0.00073
0.889,1.778,0.789,715.79,57.362,0.000287,0.19191,0.4227,0.00022
0.889,1.778,1.053,721.78,52.478,0.000262,0.18377,0.4204,0.00156
0.889,1.778,1.316,722.79,57.032,0.000285,0.18395,0.4334,0.0
0.889,1.778,1.579,728.42,57.303,0.000287,0.17733,0.4313,0.00063
0.889,1.778,1.842,735.02,51.476,0.000257,0.1746,0.4366,0.00075
0.889,1.778,2.105,740.69,52.222,0.000261,0.17225,0.463,0.00254
0.889,1.778,2.368,744.46,52.157,0.000261,0.16715,0.4375,0.00242
0.889,1.778,2.632,748.45,52.6,0.000263,0.16331,0.4575,0.00438
0.889,1.778,2.895,751.56,48.172,0.000241,0.15751,0.4657,0.00505
0.889,1.778,3.158,759.29,45.973,0.00023,0.14383,0.4744,0.00467
0.889,1.778,3.421,760.18,47.268,0.000236,0.14916,0.4581,0.00496
0.889,1.778,3.684,762.42,47.917,0.00024,0.13841,0.4783,0.00403
0.889,1.778,3.947,772.32,44.38,0.000222,0.13749,0.4748,0.00681
0.889,1.778,4.211,771.98,45.873,0.000229,0.13388,0.4841,0.00921
0.889,1.778,4.474,777.4,44.139,0.000221,0.13669,0.4857,0.00931
0.889,1.778,4.737,784.14,42.537,0.000213,0.1214,0.4901,0.00842
0.889,1.778,5.0,785.08,39.952,0.0002,0.12595,0.5161,0.00971
1.333,1.778,0.0,710.86,59.523,0.000298,0.20909,0.4107,0.00179
1.333,1.778,0.263,713.08,62.395,0.000312,0.20799,0.3919,0.0
1.333,1.778,0.526,718.08,56.16,0.000281,0.1993,0.4083,0.00037
1.333,1.778,0.789,721.74,57.883,0.000289,0.19635,0.415,0.0
1.333,1.778,1.053,724.97,56.689,0.000283,0.18916,0.4351,0.0
1.333,1.778,1.316,732.81,55.438,0.000277,0.19223,0.4152,0.0011
1.333,1.778,1.579,735.42,51.524,0.000258,0.17673,0.4251,0.00159
1.333,1.778,1.842,734.62,52.791,0.000264,0.1859,0.4297,0.00087
1.333,1.778,2.105,741.41,50.521,0.000253,0.16693,0.4228,0.00264
1.333,1.778,2.368,748.1,52.397,0.000262,0.1692,0.4281,0.00298
1.333,1.778,2.632,746.0,49.988,0.00025,0.16863,0.4554,0.00354
1.333,1.778,2.895,753.3,51.395,0.000257,0.15588,0.4506,0.00357
1.333,1.778,3.158,761.31,50.248,0.000251,0.15238,0.4656,0.00549
1.333,1.778,3.421,764.01,45.528,0.000228,0.14204,0.4524,0.00368
1.333,1.778,3.684,766.54,48.143,0.000241,0.16185,0.4624,0.00561
1.333,1.778,3.947,773.23,42.985,0.000215,0.1401,0.4747,0.00588
1.333,1.778,4.211,780.37,45.834,0.000229,0.14462,0.4694,0.00744
1.333,1.778,4.474,778.36,39.764,0.000199,0.13041,0.4865,0.00912
1.333,1.778,4.737,781.99,44.035,0.00022,0.12348,0.4916,0.00768
1.333,1.778,5.0,792.1,38.595,0.000193,0.12393,0.496,0.01001
1.778,1.778,0.0,711.86,59.33,0.000297,0.21067,0.3863,0.0
1.778,1.778,0.263,713.48,58.608,0.000293,0.20492,0.417,0.00122
1.778,1.778,0.526,718.38,56.709,0.000284,0.19573,0.3984,0.00169
1.778,1.778,0.789,724.17,59.573,0.000298,0.19159,0.414,0.0
1.778,1.778,1.053,728.38,52.383,0.000262,0.18954,0.4193,0.00104
1.778,1.778,1.316,732.73,55.767,0.000279,0.17999,0.4266,0.00403
1.778,1.778,1.579,733.47,54.894,0.000274,0.1768,0.4177,0.00121
1.778,1.778,1.842,738.79,50.542,0.000253,0.16908,0.4395,0.00133
1.778,1.778,2.105,747.43,50.681,0.000253,0.17392,0.435,0.00219
1.778,1.778,2.368,749.05,48.537,0.000243,0.15898,0.4526,0.00316
1.778,1.778,2.632,755.29,48.835,0.000244,0.15974,0.4616,0.00417
1.778,1.778,2.895,756.56,50.24,0.000251,0.15976,0.4583,0.00492
1.778,1.778,3.158,759.36,46.612,0.000233,0.15606,0.4574,0.003
1.778,1.778,3.421,762.69,46.891,0.000234,0.14336,0.4844,0.00587
1.778,1.778,3.684,767.97,45.06,0.000225,0.1491,0.4778,0.00538
1.778,1.778,3.947,775.45,48.227,0.000241,0.14378,0.4711,0.00606
1.778,1.778,4.211,777.43,43.419,0.000217,0.1411,0.4727,0.00683
1.778,1.778,4.474,778.52,40.391,0.000202,0.13364,0.4932,0.00875
1.778,1.778,4.737,783.68,41.534,0.000208,0.13297,0.4914,0.00846
1.778,1.778,5.0,794.53,41.397,0.000207,0.13034,0.4889,0.01136
2.222,1.778,0.0,708.17,58.921,0.000295,0.22238,0.4008,0.0
2.222,1.778,0.263,714.59,61.528,0.000308,0.19593,0.3927,0.00084
2.222,1.778,0.526,720.06,54.658,0.000273,0.20128,0.4113,0.00068
2.222,1.778,0.789,721.86,55.99,0.00028,0.19768,0.4184,0.0
2.222,1.778,1.053,721.94,55.831,0.000279,0.1905,0.4125,0.0
2.222,1.778,1.316,728.44,56.695,0.000283,0.18916,0.4296,0.00136
2.222,1.778,1.579,733.21,56.51,0.000283,0.18412,0.4239,0.0
2.222,1.778,1.842,736.47,55.409,0.000277,0.17646,0.4364,0.0015
2.222,1.778,2.105,746.39,51.901,0.00026,0.16963,0.4264,0.0013
2.222,1.778,2.368,749.34,52.793,0.000264,0.15542,0.4481,0.00183
2.222,1.778,2.632,754.43,50.805,0.000254,0.17227,0.4631,0.00315
2.222,1.778,2.895,754.37,48.682,0.000243,0.1457,0.4427,0.00467
2.222,1.778,3.158,759.9,46.371,0.000232,0.15647,0.4703,0.00453
2.222,1.778,3.421,766.63,46.786,0.000234,0.15114,0.4626,0.00332
2.222,1.778,3.684,765.26,47.796,0.000239,0.13893,0.4825,0.00548
2.222,1.778,3.947,776.69,44.386,0.000222,0.1531,0.4962,0.00708
2.222,1.778,4.211,779.52,42.4,0.000212,0.14264,0.485,0.00676
2.222,1.778,4.474,782.26,44.42,0.000222,0.13608,0.4948,0.0079
2.222,1.778,4.737,784.39,40.175,0.000201,0.12459,0.4983,0.00843
2.222,1.778,5.0,787.2,41.117,0.000206,0.1354,0.5095,0.01111
2.667,1.778,0.0,710.0,60.78,0.000304,0.21837,0.3977,0.0
2.667,1.778,0.263,715.92,60.758,0.000304,0.20569,0.4119,0.0
2.667,1.778,0.526,717.82,59.508,0.000298,0.2088,0.4034,0.0
2.667,1.778,0.789,722.58,58.173,0.000291,0.19549,0.4269,0.00104
2.667,1.778,1.053,726.84,55.143,0.000276,0.19133,0.4104,0.0
2.667,1.778,1.316,730.07,53.708,0.000269,0.18414,0.4216,0.0
2.667,1.778,1.579,734.93,54.335,0.000272,0.18341,0.4251,0.00068
2.667,1.778,1.842,741.2,53.11,0.000266,0.17777,0.4406,0.00148
2.667,1.778,2.105,743.49,56.531,0.000283,0.16774,0.4497,0.00138
2.667,1.778,2.368,746.83,51.243,0.000256,0.16023,0.4527,0.00225
2.667,1.778,2.632,749.17,49.662,0.000248,0.16061,0.4473,0.00085
2.667,1.778,2.895,756.64,47.298,0.000236,0.16104,0.4725,0.00403
2.667,1.778,3.158,759.36,45.339,0.000227,0.15242,0.4748,0.00431
2.667,1.778,3.421,763.6,43.309,0.000217,0.14463,0.4711,0.00475
2.667,1.778,3.684,768.73,43.126,0.000216,0.14505,0.4676,0.00293
2.667,1.778,3.947,771.87,43.641,0.000218,0.13576,0.4654,0.00626
2.667,1.778,4.211,776.8,45.1,0.000225,0.13518,0.4912,0.0064
2.667,1.778,4.474,780.63,42.955,0.000215,0.12527,0.4863,0.00736
2.667,1.778,4.737,783.75,39.101,0.000196,0.13148,0.5043,0.00895
2.667,1.778,5.0,790.44,38.796,0.000194,0.1314,0.5103,0.0112
3.111,1.778,0.0,701.25,59.787,0.000299,0.21025,0.3956,0.00184
3.111,1.778,0.263,711.82,58.267,0.000291,0.20663,0.4054,0.00123
3.111,1.778,0.526,712.81,56.194,0.000281,0.20011,0.4102,0.0
3.111,1.778,0.789,721.36,51.925,0.00026,0.19651,0.4302,0.00187
3.111,1.778,1.053,719.61,53.669,0.000268,0.19208,0.4174,0.00192
3.111,1.778,1.316,726.42,52.726,0.000264,0.18727,0.4328,0.00077
3.111,1.778,1.579,732.49,55.971,0.00028,0.18514,0.4323,0.0
3.111,1.778,1.842,735.63,55.432,0.000277,0.16664,0.4523,0.00051
3.111,1.778,2.105,738.69,47.831,0.000239,0.17406,0.4355,0.0
3.111,1.778,2.368,746.52,52.037,0.00026,0.16462,0.4369,0.00177
3.111,1.778,2.632,745.9,51.915,0.00026,0.15903,0.4338,0.00284
3.111,1.778,2.895,752.94,46.886,0.000234,0.14755,0.4595,0.00164
3.111,1.778,3.158,755.7,44.118,0.000221,0.14521,0.4655,0.00488
3.111,1.778,3.421,762.7,49.6,0.000248,0.14665,0.4662,0.00487
3.111,1.778,3.684,764.22,44.889,0.000224,0.14113,0.4827,0.0036
3.111,1.778,3.947,769.6,46.763,0.000234,0.14649,0.4941,0.00645
3.111,1.778,4.211,773.19,43.329,0.000217,0.14152,0.4764,0.00531
3.111,1.778,4.474,777.88,45.054,0.000225,0.14177,0.4872,0.01009
3.111,1.778,4.737,782.52,41.979,0.00021,0.13,0.4778,0.00769
3.111,1.778,5.0,786.51,39.282,0.000196,0.13064,0.5006,0.00906
3.556,1.778,0.0,703.3,59.037,0.000295,0.20213,0.3936,0.0
3.556,1.778,0.263,706.23,57.789,0.000289,0.2165,0.4009,0.00014
3.556,1.778,0.526,712.31,57.493,0.000287,0.20821,0.409,0.0
3.556,1.778,0.789,713.7,56.709,0.000284,0.18992,0.4206,0.0
3.556,1.778,1.053,721.01,56.527,0.000283,0.19703,0.4183,0.00052
3.556,1.778,1.316,724.44,53.95,0.00027,0.17836,0.4459,0.0001
3.556,1.778,1.579,724.2,57.203,0.000286,0.17596,0.4304,0.00039
3.556,1.778,1.842,733.28,55.866,0.000279,0.17472,0.4224,0.00294
3.556,1.778,2.105,740.5,52.156,0.000261,0.16575,0.4344,0.00136
3.556,1.778,2.368,741.12,54.235,0.000271,0.16874,0.4532,0.0019
3.556,1.778,2.632,745.89,52.402,0.000262,0.1671,0.4589,0.00291
3.556,1.778,2.895,748.31,47.841,0.000239,0.15012,0.4573,0.00384
3.556,1.778,3.158,758.69,48.335,0.000242,0.15373,0.4627,0.00425
3.556,1.778,3.421,762.65,46.219,0.000231,0.14421,0.4698,0.00231
3.556,1.778,3.684,765.84,48.174,0.000241,0.14666,0.4798,0.00511
3.556,1.778,3.947,770.78,42.504,0.000213,0.143,0.4781,0.00583
3.556,1.778,4.211,769.03,40.347,0.000202,0.13465,0.4711,0.00588
3.556,1.778,4.474,772.46,42.09,0.00021,0.13343,0.4818,0.00671
3.556,1.778,4.737,784.88,39.371,0.000197,0.13128,0.4883,0.01007
3.556,1.778,5.0,783.1,38.373,0.000192,0.12395,0.4877,0.01012
4.0,1.778,0.0,698.34,59.663,0.000298,0.20163,0.3872,0.0
4.0,1.778,0.263,705.14,58.086,0.00029,0.20842,0.4079,0.00035
4.0,1.778,0.526,706.19,57.335,0.000287,0.20308,0.4094,0.00132
4.0,1.778,0.789,713.16,56.446,0.000282,0.19767,0.4219,0.00076
4.0,1.778,1.053,715.19,56.367,0.000282,0.18405,0.4378,0.00179
4.0,1.778,1.316,722.86,53.454,0.000267,0.18295,0.4332,0.00095
4.0,1.778,1.579,723.52,52.589,0.000263,0.17117,0.4376,0.00168
4.0,1.778,1.842,727.1,54.407,0.000272,0.1851,0.4213,0.00112
4.0,1.778,2.105,731.8,53.964,0.00027,0.16349,0.4471,0.00297
4.0,1.778,2.368,738.57,54.131,0.000271,0.17197,0.4463,0.00393
4.0,1.778,2.632,740.87,49.574,0.000248,0.15753,0.4636,0.00296
4.0,1.778,2.895,748.07,50.703,0.000254,0.15873,0.4447,0.00207
4.0,1.778,3.158,750.46,46.777,0.000234,0.15185,0.4712,0.00411
4.0,1.778,3.421,755.96,47.267,0.000236,0.14723,0.4619,0.00459
4.0,1.778,3.684,757.06,45.489,0.000227,0.14732,0.463,0.0061
4.0,1.778,3.947,762.83,47.716,0.000239,0.13875,0.4986,0.00588
4.0,1.778,4.211,767.31,41.935,0.00021,0.12977,0.4843,0.00719
4.0,1.778,4.474,769.96,40.484,0.000202,0.13343,0.4877,0.0086
4.0,1.778,4.737,774.79,41.163,0.000206,0.13634,0.4887,0.00832
4.0,1.778,5.0,780.8,36.155,0.000181,0.12745,0.4962,0.01032
0.0,2.222,0.0,696.61,60.154,0.000301,0.2053,0.3953,0.00024
0.0,2.222,0.263,703.31,54.06,0.00027,0.21837,0.4022,0.0
0.0,2.222,0.526,708.17,56.155,0.000281,0.19927,0.4084,0.0
0.0,2.222,0.789,710.04,56.837,0.000284,0.18981,0.4126,0.0
0.0,2.222,1.053,712.71,52.498,0.000262,0.19976,0.4097,0.00183
0.0,2.222,1.316,720.89,55.253,0.000276,0.17545,0.4258,9e-05
0.0,2.222,1.579,723.26,49.324,0.000247,0.17467,0.4336,0.00054
0.0,2.222,1.842,726.04,52.489,0.000262,0.17978,0.4439,0.00215
0.0,2.222,2.105,732.01,53.055,0.000265,0.16539,0.4523,0.0
0.0,2.222,2.368,738.39,52.864,0.000264,0.16937,0.4434,0.00106
0.0,2.222,2.632,742.89,52.535,0.000263,0.1657,0.4553,0.00405
0.0,2.222,2.895,745.83,46.662,0.000233,0.16756,0.4646,0.00329
0.0,2.222,3.158,752.79,46.557,0.000233,0.15845,0.4569,0.00251
0.0,2.222,3.421,756.07,44.931,0.000225,0.14687,0.4699,0.0039
0.0,2.222,3.684,756.51,46.975,0.000235,0.1416,0.4763,0.00408
0.0,2.222,3.947,761.96,44.626,0.000223,0.13623,0.4603,0.00556
0.0,2.222,4.211,763.1,43.137,0.000216,0.13225,0.4835,0.0067
0.0,2.222,4.474,774.28,41.98,0.00021,0.13623,0.4902,0.00975
0.0,2.222,4.737,774.82,42.189,0.000211,0.12188,0.4872,0.00788
0.0,2.222,5.0,784.35,38.29,0.000191,0.12818,0.5087,0.0086
0.444,2.222,0.0,702.5,61.585,0.000308,0.20035,0.4167,0.0
0.444,2.222,0.263,707.22,59.607,0.000298,0.20583,0.4082,5e-05
0.444,2.222,0.526,712.97,59.987,0.0003,0.1965,0.3983,0.0
0.444,2.222,0.789,719.6,56.124,0.000281,0.19722,0.4132,0.00018
0.444,2.222,1.053,724.12,55.893,0.000279,0.17551,0.4115,0.00205
0.444,2.222,1.316,724.47,56.929,0.000285,0.18884,0.446,0.0
0.444,2.222,1.579,728.51,51.38,0.000257,0.17938,0.4258,0.00079
0.444,2.222,1.842,731.69,55.064,0.000275,0.17233,0.4381,0.00276
0.444,2.222,2.105,740.82,51.062,0.000255,0.17275,0.4526,0.00349
0.444,2.222,2.368,742.65,52.092,0.00026,0.16794,0.4386,0.00258
0.444,2.222,2.632,744.28,51.101,0.000256,0.15452,0.445,0.00096
0.444,2.222,2.895,751.61,48.066,0.00024,0.158,0.4697,0.00414
0.444,2.222,3.158,755.28,47.436,0.000237,0.1568,0.4747,0.00483
0.444,2.222,3.421,756.77,43.611,0.000218,0.14119,0.4584,0.00504
0.444,2.222,3.684,761.31,41.681,0.000208,0.1463,0.4632,0.00501
0.444,2.222,3.947,764.23,44.424,0.000222,0.14753,0.4843,0.00552
0.444,2.222,4.211,773.08,45.509,0.000228,0.13869,0.4895,0.00802
0.444,2.222,4.474,773.9,41.749,0.000209,0.1319,0.4834,0.00843
0.444,2.222,4.737,776.77,36.896,0.000184,0.12392,0.4972,0.01009
0.444,2.222,5.0,786.36,39.054,0.000195,0.12187,0.4886,0.00974
0.889,2.222,0.0,707.06,59.006,0.000295,0.20797,0.4048,0.00048
0.889,2.222,0.263,706.32,58.24,0.000291,0.20843,0.4074,0.0
0.889,2.222,0.526,716.25,55.851,0.000279,0.2022,0.3937,0.00167
0.889,2.222,0.789,715.15,55.392,0.000277,0.19206,0.4118,0.00205
0.889,2.222,1.053,721.61,52.797,0.000264,0.18488,0.4175,0.00043
0.889,2.222,1.316,728.35,58.852,0.000294,0.18105,0.4323,0.0
0.889,2.222,1.579,732.5,57.031,0.000285,0.1851,0.421,0.00222
0.889,2.222,1.842,734.34,50.714,0.000254,0.16703,0.4476,0.00344
0.889,2.222,2.105,737.43,51.678,0.000258,0.17021,0.4423,0.00144
0.889,2.222,2.368,747.89,49.333,0.000247,0.16299,0.4575,0.0019
