timestamp,building_id,electricity_kwh,gas_kwh,heating_kwh,cooling_kwh,lighting_kwh,plug_load_kwh,fans_kwh,total_kwh,indoor_temp_c,indoor_rh_pct,co2_ppm,tvoc_ppb,pm25_ug_m3
2024-01-26T03:00:00,BLD-00014,207.932,0.0,577.098,0.0,2.482,2.559,0.908,207.932,18.68,55.3,477.0,137.0,16.6
2024-01-26T04:00:00,BLD-00014,215.813,0.0,599.912,0.0,2.438,2.511,0.895,215.813,17.5,49.4,516.0,100.0,13.4
2024-01-26T05:00:00,BLD-00014,201.447,0.0,558.251,0.0,2.529,2.609,0.921,201.447,18.67,47.3,530.0,106.0,10.3
2024-01-26T06:00:00,BLD-00014,183.504,0.0,507.068,0.0,2.517,2.596,0.918,183.504,18.98,49.5,504.0,149.0,14.8
2024-01-26T07:00:00,BLD-00014,175.368,0.0,484.651,0.0,2.394,2.464,0.882,175.368,18.19,52.2,518.0,99.0,13.8
2024-01-26T08:00:00,BLD-00014,172.927,0.0,467.391,0.0,3.919,4.095,1.327,172.927,19.23,50.2,700.0,137.0,13.8
2024-01-26T09:00:00,BLD-00014,164.283,0.0,441.8,0.0,4.051,4.237,1.365,164.283,19.0,52.8,691.0,151.0,17.4
2024-01-26T10:00:00,BLD-00014,147.281,0.0,393.196,0.0,4.055,4.241,1.366,147.281,19.68,46.1,736.0,140.0,14.9
2024-01-26T11:00:00,BLD-00014,142.902,0.0,377.722,0.0,4.494,4.71,1.494,142.902,18.75,43.6,796.0,171.0,15.8
2024-01-26T12:00:00,BLD-00014,148.804,0.0,395.775,0.0,4.318,4.522,1.443,148.804,18.29,47.2,743.0,183.0,10.8
2024-01-26T13:00:00,BLD-00014,144.037,0.0,381.888,0.0,4.358,4.564,1.455,144.037,19.11,50.9,772.0,169.0,16.9
2024-01-26T14:00:00,BLD-00014,136.499,0.0,359.471,0.0,4.488,4.703,1.493,136.499,18.85,45.1,763.0,169.0,17.6
2024-01-26T15:00:00,BLD-00014,150.837,0.0,403.909,0.0,3.973,4.153,1.342,150.837,19.03,49.7,707.0,195.0,13.3
2024-01-26T16:00:00,BLD-00014,161.341,0.0,432.873,0.0,4.129,4.319,1.388,161.341,19.31,46.2,727.0,191.0,8.8
2024-01-26T17:00:00,BLD-00014,160.381,0.0,431.484,0.0,3.928,4.104,1.329,160.381,17.98,49.3,704.0,146.0,15.5
2024-01-26T18:00:00,BLD-00014,172.321,0.0,464.416,0.0,4.103,4.292,1.38,172.321,18.46,49.6,732.0,180.0,12.5
2024-01-26T19:00:00,BLD-00014,175.383,0.0,483.461,0.0,2.577,2.66,0.935,175.383,19.25,44.6,522.0,97.0,8.2
2024-01-26T20:00:00,BLD-00014,187.401,0.0,518.376,0.0,2.491,2.568,0.91,187.401,18.92,55.6,496.0,143.0,12.7
2024-01-26T21:00:00,BLD-00014,197.663,0.0,547.538,0.0,2.515,2.593,0.917,197.663,18.04,50.1,516.0,144.0,15.7
2024-01-26T22:00:00,BLD-00014,207.45,0.0,574.915,0.0,2.601,2.686,0.942,207.45,17.83,45.3,542.0,169.0,8.8
2024-01-26T23:00:00,BLD-00014,222.178,0.0,618.361,0.0,2.399,2.469,0.883,222.178,17.19,54.9,510.0,162.0,14.0
2024-01-27T00:00:00,BLD-00014,211.53,0.0,587.413,0.0,2.477,2.553,0.906,211.53,18.41,50.5,524.0,157.0,16.0
2024-01-27T01:00:00,BLD-00014,218.829,0.0,608.64,0.0,2.421,2.493,0.89,218.829,18.21,47.9,501.0,108.0,12.3
2024-01-27T02:00:00,BLD-00014,226.296,0.0,629.868,0.0,2.437,2.51,0.894,226.296,17.54,53.2,472.0,141.0,8.8
2024-01-27T03:00:00,BLD-00014,222.132,0.0,617.171,0.0,2.556,2.637,0.929,222.132,17.79,44.8,495.0,171.0,11.0
2024-01-27T04:00:00,BLD-00014,215.063,0.0,596.737,0.0,2.591,2.675,0.939,215.063,17.78,51.2,547.0,112.0,16.7
2024-01-27T05:00:00,BLD-00014,198.423,0.0,549.721,0.0,2.513,2.591,0.917,198.423,18.61,46.1,503.0,100.0,9.8
2024-01-27T06:00:00,BLD-00014,187.188,0.0,517.582,0.0,2.519,2.598,0.918,187.188,17.93,47.6,489.0,117.0,14.5
2024-01-27T07:00:00,BLD-00014,181.919,0.0,502.902,0.0,2.463,2.538,0.902,181.919,19.08,46.6,515.0,131.0,16.0
2024-01-27T08:00:00,BLD-00014,166.416,0.0,458.067,0.0,2.543,2.624,0.925,166.416,18.83,44.0,515.0,145.0,15.9
2024-01-27T09:00:00,BLD-00014,150.814,0.0,413.034,0.0,2.611,2.696,0.945,150.814,18.57,51.5,521.0,174.0,8.2
2024-01-27T10:00:00,BLD-00014,149.504,0.0,410.059,0.0,2.497,2.574,0.912,149.504,19.33,46.0,497.0,155.0,13.3
2024-01-27T11:00:00,BLD-00014,146.467,0.0,398.751,0.0,2.887,2.991,1.026,146.467,18.11,44.2,535.0,144.0,9.8
2024-01-27T12:00:00,BLD-00014,143.187,0.0,389.03,0.0,2.939,3.047,1.041,143.187,18.83,56.4,581.0,141.0,16.5
2024-01-27T13:00:00,BLD-00014,143.007,0.0,389.228,0.0,2.833,2.934,1.01,143.007,19.61,46.3,530.0,153.0,13.6
2024-01-27T14:00:00,BLD-00014,133.78,0.0,362.447,0.0,2.896,3.0,1.028,133.78,18.99,50.9,538.0,183.0,15.2
2024-01-27T15:00:00,BLD-00014,147.555,0.0,404.504,0.0,2.495,2.572,0.911,147.555,18.8,50.2,501.0,132.0,12.5
2024-01-27T16:00:00,BLD-00014,149.551,0.0,410.059,0.0,2.517,2.596,0.918,149.551,18.46,49.3,513.0,143.0,16.3
2024-01-27T17:00:00,BLD-00014,160.118,0.0,439.419,0.0,2.64,2.728,0.954,160.118,19.31,48.1,522.0,158.0,8.5
2024-01-27T18:00:00,BLD-00014,169.721,0.0,468.383,0.0,2.414,2.485,0.888,169.721,18.12,47.8,485.0,154.0,12.8
2024-01-27T19:00:00,BLD-00014,176.491,0.0,487.627,0.0,2.428,2.501,0.892,176.491,18.89,46.4,511.0,109.0,13.2
2024-01-27T20:00:00,BLD-00014,197.79,0.0,547.34,0.0,2.598,2.682,0.941,197.79,18.19,46.9,541.0,135.0,9.2
2024-01-27T21:00:00,BLD-00014,200.629,0.0,555.474,0.0,2.594,2.678,0.94,200.629,18.4,50.1,494.0,97.0,9.4
2024-01-27T22:00:00,BLD-00014,214.686,0.0,596.539,0.0,2.461,2.535,0.901,214.686,18.06,48.1,498.0,167.0,15.9
2024-01-27T23:00:00,BLD-00014,217.566,0.0,603.681,0.0,2.622,2.708,0.948,217.566,18.05,52.4,494.0,116.0,11.7
2024-01-28T00:00:00,BLD-00014,218.266,0.0,606.855,0.0,2.448,2.522,0.898,218.266,17.22,56.1,522.0,107.0,12.1
2024-01-28T01:00:00,BLD-00014,227.792,0.0,634.43,0.0,2.395,2.465,0.882,227.792,17.61,44.6,476.0,135.0,11.1
2024-01-28T02:00:00,BLD-00014,226.787,0.0,631.256,0.0,2.439,2.513,0.895,226.787,17.58,52.7,469.0,154.0,13.7
2024-01-28T03:00:00,BLD-00014,213.233,0.0,591.579,0.0,2.581,2.664,0.936,213.233,17.71,52.3,487.0,98.0,13.0
2024-01-28T04:00:00,BLD-00014,202.12,0.0,559.441,0.0,2.638,2.725,0.953,202.12,18.79,47.2,531.0,143.0,8.1
2024-01-28T05:00:00,BLD-00014,198.264,0.0,549.324,0.0,2.504,2.582,0.914,198.264,17.69,47.2,504.0,121.0,16.1
2024-01-28T06:00:00,BLD-00014,195.339,0.0,540.595,0.0,2.559,2.641,0.93,195.339,18.17,50.1,514.0,117.0,10.5
2024-01-28T07:00:00,BLD-00014,187.001,0.0,516.987,0.0,2.528,2.607,0.921,187.001,17.62,45.2,492.0,123.0,10.9
2024-01-28T08:00:00,BLD-00014,167.955,0.0,461.837,0.0,2.636,2.723,0.953,167.955,18.12,54.6,525.0,125.0,13.8
2024-01-28T09:00:00,BLD-00014,155.846,0.0,427.318,0.0,2.625,2.711,0.949,155.846,18.63,44.4,546.0,110.0,10.3
2024-01-28T10:00:00,BLD-00014,146.567,0.0,401.727,0.0,2.488,2.565,0.909,146.567,18.36,44.4,487.0,108.0,13.8
2024-01-28T11:00:00,BLD-00014,146.295,0.0,397.759,0.0,2.961,3.071,1.047,146.295,19.47,47.1,570.0,166.0,9.7
2024-01-28T12:00:00,BLD-00014,147.972,0.0,403.314,0.0,2.848,2.95,1.014,147.972,18.64,49.8,552.0,119.0,10.9
2024-01-28T13:00:00,BLD-00014,138.008,0.0,373.754,0.0,3.01,3.123,1.061,138.008,18.45,51.6,560.0,172.0,9.1
2024-01-28T14:00:00,BLD-00014,140.16,0.0,380.301,0.0,2.951,3.06,1.044,140.16,19.23,45.4,551.0,174.0,7.9
2024-01-28T15:00:00,BLD-00014,141.918,0.0,388.038,0.0,2.548,2.629,0.927,141.918,19.25,50.1,493.0,114.0,16.2
2024-01-28T16:00:00,BLD-00014,150.185,0.0,411.249,0.0,2.609,2.694,0.945,150.185,19.36,40.9,510.0,138.0,7.8
2024-01-28T17:00:00,BLD-00014,151.161,0.0,415.217,0.0,2.434,2.507,0.894,151.161,19.24,47.9,485.0,157.0,14.1
2024-01-28T18:00:00,BLD-00014,170.161,0.0,468.383,0.0,2.6,2.685,0.942,170.161,18.26,52.8,538.0,108.0,11.3
2024-01-28T19:00:00,BLD-00014,176.858,0.0,487.23,0.0,2.643,2.73,0.954,176.858,17.95,51.8,543.0,139.0,9.6
2024-01-28T20:00:00,BLD-00014,194.91,0.0,539.206,0.0,2.584,2.667,0.937,194.91,17.85,51.7,504.0,119.0,14.9
2024-01-28T21:00:00,BLD-00014,198.078,0.0,549.324,0.0,2.426,2.498,0.891,198.078,18.92,47.8,472.0,104.0,14.1
2024-01-28T22:00:00,BLD-00014,216.125,0.0,600.904,0.0,2.423,2.495,0.89,216.125,18.0,43.3,511.0,99.0,11.8
2024-01-28T23:00:00,BLD-00014,223.603,0.0,621.932,0.0,2.473,2.549,0.905,223.603,18.4,47.5,484.0,169.0,8.1
2024-01-29T00:00:00,BLD-00014,215.31,0.0,598.325,0.0,2.46,2.535,0.901,215.31,18.28,47.2,483.0,166.0,13.3
2024-01-29T01:00:00,BLD-00014,225.718,0.0,627.487,0.0,2.546,2.626,0.926,225.718,18.44,50.7,538.0,131.0,15.3
2024-01-29T02:00:00,BLD-00014,218.48,0.0,606.855,0.0,2.538,2.618,0.924,218.48,17.82,50.4,537.0,123.0,15.0
2024-01-29T03:00:00,BLD-00014,209.757,0.0,581.66,0.0,2.579,2.662,0.936,209.757,18.06,47.4,519.0,109.0,13.7
2024-01-29T04:00:00,BLD-00014,213.197,0.0,591.976,0.0,2.506,2.584,0.915,213.197,18.23,56.8,521.0,157.0,8.9
2024-01-29T05:00:00,BLD-00014,207.745,0.0,576.106,0.0,2.55,2.631,0.927,207.745,18.33,47.2,529.0,96.0,15.5
2024-01-29T06:00:00,BLD-00014,189.245,0.0,522.74,0.0,2.625,2.711,0.949,189.245,17.9,47.5,524.0,154.0,9.8
2024-01-29T07:00:00,BLD-00014,176.256,0.0,485.841,0.0,2.594,2.678,0.94,176.256,18.75,50.2,502.0,137.0,13.1
2024-01-29T08:00:00,BLD-00014,179.479,0.0,484.849,0.0,4.106,4.295,1.381,179.479,17.99,45.6,717.0,161.0,9.2
2024-01-29T09:00:00,BLD-00014,170.628,0.0,459.853,0.0,4.063,4.249,1.369,170.628,18.81,55.6,698.0,207.0,12.2
2024-01-29T10:00:00,BLD-00014,156.03,0.0,418.391,0.0,4.026,4.209,1.358,156.03,19.01,51.5,744.0,170.0,9.3
2024-01-29T11:00:00,BLD-00014,150.81,0.0,400.735,0.0,4.432,4.644,1.476,150.81,19.03,52.1,789.0,145.0,13.5
2024-01-29T12:00:00,BLD-00014,145.105,0.0,384.666,0.0,4.398,4.608,1.466,145.105,19.61,47.2,778.0,153.0,13.6
2024-01-29T13:00:00,BLD-00014,144.031,0.0,382.285,0.0,4.296,4.498,1.437,144.031,18.98,52.6,745.0,198.0,9.9
2024-01-29T14:00:00,BLD-00014,144.85,0.0,384.07,0.0,4.379,4.587,1.461,144.85,18.6,46.2,783.0,188.0,9.4
2024-01-29T15:00:00,BLD-00014,141.73,0.0,378.317,0.0,3.91,4.085,1.324,141.73,18.44,47.8,699.0,175.0,9.9
2024-01-29T16:00:00,BLD-00014,158.524,0.0,426.326,0.0,3.906,4.081,1.323,158.524,18.22,52.2,716.0,167.0,16.4
2024-01-29T17:00:00,BLD-00014,161.404,0.0,433.865,0.0,4.008,4.191,1.353,161.404,19.39,46.0,688.0,172.0,10.2
2024-01-29T18:00:00,BLD-00014,176.867,0.0,477.509,0.0,4.088,4.275,1.376,176.867,18.84,44.5,704.0,191.0,17.1
2024-01-29T19:00:00,BLD-00014,181.34,0.0,500.521,0.0,2.571,2.653,0.933,181.34,18.0,46.5,507.0,106.0,9.6
2024-01-29T20:00:00,BLD-00014,193.982,0.0,536.429,0.0,2.602,2.687,0.943,193.982,17.69,45.0,514.0,163.0,14.1
2024-01-29T21:00:00,BLD-00014,194.532,0.0,538.413,0.0,2.541,2.622,0.925,194.532,17.45,53.7,510.0,174.0,13.5
2024-01-29T22:00:00,BLD-00014,200.91,0.0,556.466,0.0,2.566,2.648,0.932,200.91,18.89,49.7,512.0,171.0,16.7
2024-01-29T23:00:00,BLD-00014,207.466,0.0,575.709,0.0,2.49,2.567,0.91,207.466,17.92,46.7,521.0,155.0,16.3
2024-01-30T00:00:00,BLD-00014,219.674,0.0,610.426,0.0,2.515,2.593,0.917,219.674,17.12,44.5,536.0,147.0,15.9
2024-01-30T01:00:00,BLD-00014,218.18,0.0,606.458,0.0,2.47,2.546,0.904,218.18,18.46,47.3,480.0,163.0,14.5
2024-01-30T02:00:00,BLD-00014,216.021,0.0,599.713,0.0,2.556,2.637,0.929,216.021,18.54,49.6,535.0,112.0,11.1
2024-01-30T03:00:00,BLD-00014,211.829,0.0,588.604,0.0,2.427,2.5,0.891,211.829,17.68,48.4,470.0,118.0,8.3
2024-01-30T04:00:00,BLD-00014,205.3,0.0,570.154,0.0,2.397,2.467,0.883,205.3,17.92,53.7,461.0,149.0,15.5
2024-01-30T05:00:00,BLD-00014,204.933,0.0,568.17,0.0,2.535,2.615,0.923,204.933,17.35,50.1,529.0,125.0,10.4
2024-01-30T06:00:00,BLD-00014,197.502,0.0,547.34,0.0,2.476,2.551,0.906,197.502,18.69,48.5,519.0,138.0,15.5
2024-01-30T07:00:00,BLD-00014,175.581,0.0,483.659,0.0,2.631,2.718,0.951,175.581,18.36,50.1,546.0,141.0,16.4
2024-01-30T08:00:00,BLD-00014,179.096,0.0,484.849,0.0,3.944,4.122,1.334,179.096,18.56,44.4,708.0,183.0,13.5
2024-01-30T09:00:00,BLD-00014,164.208,0.0,441.205,0.0,4.108,4.297,1.382,164.208,18.07,50.9,739.0,147.0,11.4
2024-01-30T10:00:00,BLD-00014,154.199,0.0,413.431,0.0,3.986,4.166,1.346,154.199,19.57,49.8,718.0,132.0,8.5
2024-01-30T11:00:00,BLD-00014,142.195,0.0,375.54,0.0,4.519,4.736,1.501,142.195,18.66,46.5,791.0,207.0,10.7
2024-01-30T12:00:00,BLD-00014,145.938,0.0,387.245,0.0,4.369,4.576,1.458,145.938,18.3,46.2,760.0,218.0,9.0
2024-01-30T13:00:00,BLD-00014,135.651,0.0,358.082,0.0,4.335,4.54,1.448,135.651,19.25,47.0,768.0,208.0,12.8
2024-01-30T14:00:00,BLD-00014,144.136,0.0,382.682,0.0,4.282,4.483,1.432,144.136,19.71,51.1,772.0,210.0,11.7
2024-01-30T15:00:00,BLD-00014,140.076,0.0,373.556,0.0,3.915,4.091,1.326,140.076,19.19,42.8,686.0,169.0,14.4
2024-01-30T16:00:00,BLD-00014,157.761,0.0,422.755,0.0,4.112,4.302,1.383,157.761,19.38,50.6,704.0,190.0,16.0
2024-01-30T17:00:00,BLD-00014,159.203,0.0,427.913,0.0,3.958,4.137,1.338,159.203,18.17,45.4,696.0,137.0,11.5
2024-01-30T18:00:00,BLD-00014,173.726,0.0,468.383,0.0,4.11,4.299,1.382,173.726,18.67,50.4,754.0,213.0,10.8
2024-01-30T19:00:00,BLD-00014,175.568,0.0,484.651,0.0,2.479,2.555,0.907,175.568,19.09,51.0,501.0,171.0,13.8
2024-01-30T20:00:00,BLD-00014,183.235,0.0,505.679,0.0,2.609,2.694,0.944,183.235,19.13,44.9,542.0,144.0,8.0
2024-01-30T21:00:00,BLD-00014,200.787,0.0,555.672,0.0,2.632,2.719,0.951,200.787,17.99,48.0,499.0,173.0,13.6
2024-01-30T22:00:00,BLD-00014,206.46,0.0,571.94,0.0,2.623,2.709,0.949,206.46,17.96,54.9,541.0,166.0,16.0
2024-01-30T23:00:00,BLD-00014,222.461,0.0,617.568,0.0,2.637,2.724,0.953,222.461,17.86,51.2,530.0,173.0,16.7
2024-01-31T00:00:00,BLD-00014,213.332,0.0,591.778,0.0,2.593,2.677,0.94,213.332,17.22,51.6,492.0,103.0,11.2
2024-01-31T01:00:00,BLD-00014,217.801,0.0,605.665,0.0,2.427,2.5,0.892,217.801,18.13,54.2,514.0,170.0,15.0
2024-01-31T02:00:00,BLD-00014,227.587,0.0,633.042,0.0,2.513,2.592,0.917,227.587,18.48,47.4,530.0,166.0,12.6
2024-01-31T03:00:00,BLD-00014,218.483,0.0,606.458,0.0,2.599,2.683,0.941,218.483,17.9,49.8,516.0,139.0,8.6
2024-01-31T04:00:00,BLD-00014,205.264,0.0,568.567,0.0,2.617,2.702,0.947,205.264,17.83,57.0,509.0,131.0,14.0
2024-01-31T05:00:00,BLD-00014,204.905,0.0,568.765,0.0,2.435,2.508,0.894,204.905,17.54,48.2,509.0,158.0,8.9
2024-01-31T06:00:00,BLD-00014,183.137,0.0,505.283,0.0,2.626,2.713,0.95,183.137,19.01,45.2,517.0,159.0,9.9
2024-01-31T07:00:00,BLD-00014,179.517,0.0,495.76,0.0,2.504,2.582,0.914,179.517,19.14,49.1,518.0,118.0,10.4
2024-01-31T08:00:00,BLD-00014,170.157,0.0,459.059,0.0,3.981,4.161,1.345,170.157,18.16,50.8,716.0,167.0,13.2
2024-01-31T09:00:00,BLD-00014,167.466,0.0,450.529,0.0,4.106,4.295,1.381,167.466,18.83,50.4,749.0,181.0,10.0
2024-01-31T10:00:00,BLD-00014,149.066,0.0,398.552,0.0,4.017,4.2,1.355,149.066,19.3,48.6,725.0,192.0,16.4
2024-01-31T11:00:00,BLD-00014,140.398,0.0,371.374,0.0,4.375,4.583,1.46,140.398,19.78,47.0,789.0,177.0,8.8
2024-01-31T12:00:00,BLD-00014,149.257,0.0,396.569,0.0,4.392,4.601,1.465,149.257,19.12,46.6,758.0,142.0,16.1
2024-01-31T13:00:00,BLD-00014,146.666,0.0,389.427,0.0,4.354,4.56,1.453,146.666,18.65,43.1,782.0,191.0,9.4
2024-01-31T14:00:00,BLD-00014,149.212,0.0,396.767,0.0,4.344,4.549,1.45,149.212,19.19,45.8,757.0,144.0,12.5
2024-01-31T15:00:00,BLD-00014,144.94,0.0,386.451,0.0,4.064,4.25,1.369,144.94,18.78,46.4,721.0,144.0,11.6
2024-01-31T16:00:00,BLD-00014,153.865,0.0,412.439,0.0,3.991,4.172,1.348,153.865,19.45,46.5,686.0,166.0,8.7
2024-01-31T17:00:00,BLD-00014,170.806,0.0,460.051,0.0,4.109,4.298,1.382,170.806,18.77,52.7,734.0,163.0,9.1
2024-01-31T18:00:00,BLD-00014,170.085,0.0,458.464,0.0,4.039,4.223,1.361,170.085,18.01,51.5,727.0,198.0,13.7
2024-01-31T19:00:00,BLD-00014,176.362,0.0,486.039,0.0,2.609,2.694,0.945,176.362,18.56,50.7,533.0,167.0,7.6
2024-01-31T20:00:00,BLD-00014,188.514,0.0,520.558,0.0,2.639,2.726,0.953,188.514,17.76,47.4,538.0,103.0,14.7
2024-01-31T21:00:00,BLD-00014,193.312,0.0,534.445,0.0,2.613,2.698,0.946,193.312,17.89,55.1,523.0,109.0,11.1
2024-01-31T22:00:00,BLD-00014,201.211,0.0,557.259,0.0,2.576,2.659,0.935,201.211,18.65,51.7,537.0,144.0,9.7
2024-01-31T23:00:00,BLD-00014,220.293,0.0,613.005,0.0,2.395,2.465,0.882,220.293,17.98,50.7,479.0,105.0,8.2
2024-01-01T00:00:00,BLD-00015,163.792,0.0,734.119,0.0,7.075,7.276,2.617,163.792,19.64,44.4,503.0,101.0,15.4
2024-01-01T01:00:00,BLD-00015,149.727,0.0,663.75,0.0,7.079,7.28,2.618,149.727,19.47,38.7,510.0,134.0,7.7
2024-01-01T02:00:00,BLD-00015,152.089,0.0,670.09,0.0,7.542,7.776,2.753,152.089,19.87,45.6,525.0,100.0,10.6
2024-01-01T03:00:00,BLD-00015,149.399,0.0,658.044,0.0,7.423,7.649,2.718,149.399,19.41,50.4,477.0,157.0,10.5
2024-01-01T04:00:00,BLD-00015,149.273,0.0,661.848,0.0,7.048,7.247,2.609,149.273,19.43,49.2,453.0,146.0,11.9
2024-01-01T05:00:00,BLD-00015,107.064,0.0,446.938,0.0,7.375,7.598,2.704,107.064,20.34,47.6,520.0,106.0,7.9
2024-01-01T06:00:00,BLD-00015,105.414,0.0,443.134,0.0,6.999,7.195,2.594,105.414,19.45,44.7,504.0,148.0,13.2
2024-01-01T07:00:00,BLD-00015,79.004,0.0,310.638,0.0,7.036,7.235,2.605,79.004,20.03,44.6,471.0,97.0,7.9
2024-01-01T08:00:00,BLD-00015,58.029,0.0,143.274,0.0,12.329,12.896,4.149,58.029,21.39,48.0,741.0,152.0,10.8
2024-01-01T09:00:00,BLD-00015,59.879,0.0,148.345,0.0,12.683,13.274,4.252,59.879,21.03,40.3,736.0,186.0,8.5
2024-01-01T10:00:00,BLD-00015,34.505,0.0,27.26,0.0,12.193,12.75,4.109,34.505,20.47,42.3,721.0,189.0,10.6
2024-01-01T11:00:00,BLD-00015,30.243,0.0,0.0,0.0,12.697,13.289,4.256,30.243,21.44,46.7,737.0,178.0,14.0
2024-01-01T12:00:00,BLD-00015,30.708,0.0,0.0,0.0,12.894,13.5,4.314,30.708,20.72,51.1,780.0,149.0,16.9
2024-01-01T13:00:00,BLD-00015,29.059,0.0,0.0,0.0,12.196,12.753,4.11,29.059,20.95,43.9,695.0,205.0,16.5
2024-01-01T14:00:00,BLD-00015,29.578,0.0,0.0,0.0,12.416,12.988,4.174,29.578,20.54,43.0,701.0,155.0,11.9
2024-01-01T15:00:00,BLD-00015,30.247,0.0,0.0,0.0,12.699,13.291,4.257,30.247,20.63,43.3,745.0,211.0,12.5
2024-01-01T16:00:00,BLD-00015,43.886,0.0,65.931,0.0,12.891,13.496,4.313,43.886,20.84,37.1,773.0,189.0,9.8
2024-01-01T17:00:00,BLD-00015,35.119,0.0,91.289,0.0,7.03,7.228,2.603,35.119,21.28,46.5,493.0,129.0,11.8
2024-01-01T18:00:00,BLD-00015,51.214,0.0,166.73,0.0,7.456,7.684,2.728,51.214,20.4,48.8,507.0,150.0,14.8
2024-01-01T19:00:00,BLD-00015,69.665,0.0,266.261,0.0,6.84,7.025,2.548,69.665,20.04,45.9,468.0,89.0,11.0
2024-01-01T20:00:00,BLD-00015,92.277,0.0,372.131,0.0,7.449,7.676,2.726,92.277,20.51,46.2,503.0,158.0,13.5
2024-01-01T21:00:00,BLD-00015,112.155,0.0,474.832,0.0,7.168,7.377,2.644,112.155,19.72,44.6,518.0,127.0,9.3
2024-01-01T22:00:00,BLD-00015,131.632,0.0,568.023,0.0,7.524,7.757,2.748,131.632,19.4,41.0,497.0,156.0,12.5
2024-01-01T23:00:00,BLD-00015,139.752,0.0,608.596,0.0,7.526,7.759,2.748,139.752,20.57,44.2,486.0,108.0,13.3
2024-01-02T00:00:00,BLD-00015,150.824,0.0,665.018,0.0,7.436,7.662,2.722,150.824,19.33,46.3,530.0,168.0,15.0
2024-01-02T01:00:00,BLD-00015,162.027,0.0,723.976,0.0,7.187,7.396,2.649,162.027,19.52,41.9,513.0,102.0,13.9
2024-01-02T02:00:00,BLD-00015,145.541,0.0,638.392,0.0,7.454,7.682,2.727,145.541,20.6,44.1,476.0,137.0,7.1
2024-01-02T03:00:00,BLD-00015,142.509,0.0,623.177,0.0,7.459,7.687,2.729,142.509,19.31,44.5,479.0,154.0,14.5
2024-01-02T04:00:00,BLD-00015,122.194,0.0,524.28,0.0,7.231,7.444,2.662,122.194,19.64,48.2,478.0,130.0,12.6
2024-01-02T05:00:00,BLD-00015,108.651,0.0,460.251,0.0,6.919,7.11,2.571,108.651,20.58,44.1,449.0,111.0,13.9
2024-01-02T06:00:00,BLD-00015,99.148,0.0,412.07,0.0,6.976,7.171,2.588,99.148,20.43,43.0,500.0,92.0,11.6
2024-01-02T07:00:00,BLD-00015,71.477,0.0,272.6,0.0,7.07,7.272,2.615,71.477,20.27,44.6,484.0,128.0,11.5
2024-01-02T08:00:00,BLD-00015,84.766,0.0,277.038,0.0,12.323,12.889,4.147,84.766,20.4,46.5,754.0,210.0,16.7
2024-01-02T09:00:00,BLD-00015,52.478,0.0,116.648,0.0,12.233,12.793,4.121,52.478,20.86,52.1,717.0,170.0,14.0
2024-01-02T10:00:00,BLD-00015,30.083,0.0,2.536,0.0,12.415,12.987,4.174,30.083,21.48,46.6,754.0,148.0,10.6
2024-01-02T11:00:00,BLD-00015,29.897,0.0,0.0,0.0,12.551,13.132,4.214,29.897,20.45,37.0,735.0,199.0,14.8
2024-01-02T12:00:00,BLD-00015,29.151,0.0,0.0,0.0,12.235,12.794,4.122,29.151,21.7,43.0,743.0,209.0,9.9
2024-01-02T13:00:00,BLD-00015,29.599,0.0,0.0,0.0,12.425,12.998,4.177,29.599,21.2,37.4,738.0,168.0,14.0
2024-01-02T14:00:00,BLD-00015,29.911,0.0,0.0,0.0,12.557,13.139,4.215,29.911,20.44,45.1,736.0,207.0,11.6
2024-01-02T15:00:00,BLD-00015,36.217,0.0,30.43,0.0,12.65,13.239,4.243,36.217,20.45,49.0,766.0,158.0,14.1
2024-01-02T16:00:00,BLD-00015,30.359,0.0,0.0,0.0,12.747,13.342,4.271,30.359,20.87,52.2,762.0,148.0,17.1
2024-01-02T17:00:00,BLD-00015,52.622,0.0,180.677,0.0,6.871,7.058,2.557,52.622,21.33,46.3,445.0,120.0,9.3
2024-01-02T18:00:00,BLD-00015,53.12,0.0,176.873,0.0,7.404,7.629,2.713,53.12,20.71,42.1,490.0,154.0,6.8
2024-01-02T19:00:00,BLD-00015,94.398,0.0,386.712,0.0,7.112,7.316,2.627,94.398,20.65,40.7,508.0,169.0,13.0
2024-01-02T20:00:00,BLD-00015,102.125,0.0,427.285,0.0,6.948,7.141,2.58,102.125,20.27,44.0,484.0,134.0,12.9
2024-01-02T21:00:00,BLD-00015,128.766,0.0,555.978,0.0,7.33,7.549,2.691,128.766,19.41,38.6,512.0,148.0,14.1
2024-01-02T22:00:00,BLD-00015,146.755,0.0,649.169,0.0,7.055,7.255,2.611,146.755,19.25,39.2,466.0,167.0,10.6
2024-01-02T23:00:00,BLD-00015,151.203,0.0,672.625,0.0,6.952,7.145,2.581,151.203,20.22,49.8,467.0,143.0,13.9
2024-01-03T00:00:00,BLD-00015,154.582,0.0,689.742,0.0,6.933,7.125,2.575,154.582,19.29,41.9,463.0,116.0,10.4
2024-01-03T01:00:00,BLD-00015,160.558,0.0,718.904,0.0,6.994,7.19,2.593,160.558,19.41,48.0,500.0,154.0,15.2
2024-01-03T02:00:00,BLD-00015,166.018,0.0,742.36,0.0,7.32,7.538,2.688,166.018,19.09,50.6,508.0,99.0,14.7
