condition_id,temperature_C,pH2_anode,pH2O_anode,pO2_cathode,pressure_atm,current_density_A_per_cm2,voltage_V,ocv_V,overpotential_ohmic_V,overpotential_activation_anode_V,overpotential_activation_cathode_V,overpotential_concentration_V,total_overpotential_V,R_ohmic_ohm_cm2,R_ct_anode_ohm_cm2,R_ct_cathode_ohm_cm2,R_total_ohm_cm2,f_peak_anode_Hz,f_peak_cathode_Hz,delta_mu_O2_J_per_mol,anode_oxidation_risk_score,anode_ni_oxidation_flag
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.88128,0.2,1.137352,0.279963,0.325907,0.622017,0.040394,1.268281,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.581,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.93636,0.2,1.137352,0.297461,0.336108,0.63269,0.044734,1.310993,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.586,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,0.99144,0.2,1.137352,0.314958,0.345774,0.642755,0.049547,1.353034,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.591,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.04652,0.2,1.137352,0.332456,0.354956,0.652277,0.054952,1.394641,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.595,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.1016,0.2,1.137352,0.349954,0.363698,0.661311,0.061114,1.436077,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.6,0
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.15668,0.2,1.137352,0.367451,0.372041,0.669905,0.068278,1.477675,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.604,1
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.21176,0.2,1.137352,0.384949,0.380016,0.678101,0.076837,1.519903,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.607,1
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.26684,0.2,1.137352,0.402447,0.387656,0.685932,0.087469,1.563503,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.611,1
T750_H270_H2O30_O2100,750,0.7,0.3,1.0,1.0,1.32192,0.2,1.137352,0.419944,0.394985,0.693431,0.101507,1.609868,0.317678,1.238753,6.804614,8.361045,0.12848,0.046779,77188.266,0.615,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.0,1.0656,1.0656,0.0,0.0,0.0,0.0,0.0,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,411259.124,0.525,0
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.0486,0.811479,1.0656,0.015439,0.037851,0.199146,0.001685,0.254121,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,313183.286,0.544,0
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.0972,0.649804,1.0656,0.030878,0.074087,0.307395,0.003437,0.415796,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,250786.178,0.562,0
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.1458,0.53049,1.0656,0.046317,0.107621,0.37591,0.005261,0.53511,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,204738.0,0.578,0
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.1944,0.433085,1.0656,0.061757,0.138035,0.425559,0.007165,0.632515,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,167145.447,0.593,0
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.243,0.349471,1.0656,0.077196,0.16538,0.4644,0.009154,0.71613,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,134875.118,0.606,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.2916,0.275518,1.0656,0.092635,0.189938,0.496273,0.011237,0.790082,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,106333.725,0.618,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.3402,0.208756,1.0656,0.108074,0.21206,0.523288,0.013423,0.856844,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,80567.553,0.628,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.3888,0.2,1.0656,0.123513,0.232087,0.546725,0.015724,0.918048,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.637,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.4374,0.2,1.0656,0.138952,0.250322,0.567419,0.018151,0.974844,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.646,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.486,0.2,1.0656,0.154391,0.267021,0.585945,0.02072,1.028077,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.653,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.5346,0.2,1.0656,0.16983,0.282399,0.602712,0.023447,1.078388,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.66,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.5832,0.2,1.0656,0.18527,0.296632,0.618025,0.026355,1.126281,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.667,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.6318,0.2,1.0656,0.200709,0.309868,0.632115,0.029468,1.17216,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.673,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.6804,0.2,1.0656,0.216148,0.322229,0.645165,0.032818,1.21636,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.678,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.729,0.2,1.0656,0.231587,0.33382,0.657316,0.036443,1.259166,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.683,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.7776,0.2,1.0656,0.247026,0.344725,0.668684,0.040394,1.300828,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.688,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.8262,0.2,1.0656,0.262465,0.355018,0.679364,0.044734,1.341581,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.692,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.8748,0.2,1.0656,0.277904,0.364762,0.689434,0.049547,1.381649,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.696,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.9234,0.2,1.0656,0.293344,0.374012,0.698961,0.054952,1.421269,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.7,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,0.972,0.2,1.0656,0.308783,0.382812,0.708,0.061114,1.460708,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.704,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,1.0206,0.2,1.0656,0.324222,0.391205,0.716598,0.068278,1.500303,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.707,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,1.0692,0.2,1.0656,0.339661,0.399224,0.724797,0.076837,1.540519,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.711,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,1.1178,0.2,1.0656,0.3551,0.406902,0.732631,0.087469,1.582102,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.714,1
T750_H250_H2O50_O221,750,0.5,0.5,0.21,1.0,1.1664,0.2,1.0656,0.370539,0.414266,0.740132,0.101507,1.626445,0.317678,1.569661,10.051912,11.93925,0.101394,0.031667,77188.266,0.717,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,424535.465,0.525,0
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.0486,0.897495,1.1,0.015439,0.037851,0.147529,0.001685,0.202505,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,346380.604,0.544,0
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.0972,0.74711,1.1,0.030878,0.074087,0.244489,0.003437,0.35289,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,288340.445,0.562,0
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.1458,0.630865,1.1,0.046317,0.107621,0.309935,0.005261,0.469135,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,243476.848,0.578,0
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.1944,0.53465,1.1,0.061757,0.138035,0.358393,0.007165,0.56535,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,206343.687,0.593,0
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.243,0.45161,1.1,0.077196,0.16538,0.39666,0.009154,0.64839,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,174294.981,0.606,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.2916,0.377976,1.1,0.092635,0.189938,0.428215,0.011237,0.722024,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,145876.5,0.618,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.3402,0.311408,1.1,0.108074,0.21206,0.455035,0.013423,0.788592,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,120185.324,0.628,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.3888,0.250331,1.1,0.123513,0.232087,0.478345,0.015724,0.849669,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,96613.103,0.637,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.4374,0.2,1.1,0.138952,0.250322,0.498952,0.018151,0.906377,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.646,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.486,0.2,1.1,0.154391,0.267021,0.517415,0.02072,0.959547,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.653,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.5346,0.2,1.1,0.16983,0.282399,0.534135,0.023447,1.009811,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.66,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.5832,0.2,1.1,0.18527,0.296632,0.549413,0.026355,1.057669,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.667,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.6318,0.2,1.1,0.200709,0.309868,0.563476,0.029468,1.103521,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.673,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.6804,0.2,1.1,0.216148,0.322229,0.576503,0.032818,1.147698,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.678,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.729,0.2,1.1,0.231587,0.33382,0.588636,0.036443,1.190486,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.683,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.7776,0.2,1.1,0.247026,0.344725,0.59999,0.040394,1.232134,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.688,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.8262,0.2,1.1,0.262465,0.355018,0.610658,0.044734,1.272875,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.692,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.8748,0.2,1.1,0.277904,0.364762,0.620718,0.049547,1.312932,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.696,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.9234,0.2,1.1,0.293344,0.374012,0.630237,0.054952,1.352544,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.7,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,0.972,0.2,1.1,0.308783,0.382812,0.639268,0.061114,1.391976,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.704,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,1.0206,0.2,1.1,0.324222,0.391205,0.64786,0.068278,1.431564,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.707,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,1.0692,0.2,1.1,0.339661,0.399224,0.656053,0.076837,1.471775,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.711,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,1.1178,0.2,1.1,0.3551,0.406902,0.663882,0.087469,1.513354,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.714,1
T750_H250_H2O50_O2100,750,0.5,0.5,1.0,1.0,1.1664,0.2,1.1,0.370539,0.414266,0.67138,0.101507,1.557692,0.317678,1.569661,6.804614,8.691952,0.101394,0.046779,77188.266,0.717,1
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.0,1.165515,1.165515,0.0,0.0,0.0,0.0,0.0,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,449820.527,0.25,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.07524,0.941146,1.165515,0.022572,0.022838,0.177192,0.001767,0.224369,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,363227.244,0.259,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.15048,0.786767,1.165515,0.045144,0.045336,0.284663,0.003605,0.378748,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,303645.935,0.267,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.22572,0.670119,1.165515,0.067716,0.067199,0.354963,0.005518,0.495396,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,258626.601,0.276,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.30096,0.573069,1.165515,0.090288,0.088202,0.406442,0.007515,0.592446,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,221171.086,0.285,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.3762,0.487958,1.165515,0.11286,0.108201,0.446896,0.009601,0.677558,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,188323.019,0.293,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.45144,0.411003,1.165515,0.135432,0.127126,0.480169,0.011786,0.754513,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,158622.957,0.301,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.52668,0.340059,1.165515,0.158004,0.144965,0.508408,0.014079,0.825456,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,131242.935,0.308,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.60192,0.273773,1.165515,0.180576,0.161746,0.532928,0.016492,0.891742,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,105660.334,0.315,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.67716,0.211217,1.165515,0.203148,0.177522,0.554591,0.019038,0.954298,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,81517.409,0.322,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.7524,0.2,1.165515,0.22572,0.192356,0.57399,0.021732,1.013799,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.329,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.82764,0.2,1.165515,0.248292,0.20632,0.591554,0.024593,1.070759,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.335,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.90288,0.2,1.165515,0.270864,0.219484,0.607598,0.027643,1.125588,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.341,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,0.97812,0.2,1.165515,0.293436,0.231913,0.622363,0.030908,1.178621,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.346,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.05336,0.2,1.165515,0.316008,0.243672,0.63604,0.034422,1.230141,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.352,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.1286,0.2,1.165515,0.33858,0.254817,0.648776,0.038224,1.280397,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.357,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.20384,0.2,1.165515,0.361152,0.265401,0.660692,0.042368,1.329613,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.362,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.27908,0.2,1.165515,0.383724,0.27547,0.671888,0.04692,1.378002,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.366,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.35432,0.2,1.165515,0.406296,0.285067,0.682446,0.051969,1.425778,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.371,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.42956,0.2,1.165515,0.428868,0.294231,0.692434,0.057638,1.473171,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.375,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.5048,0.2,1.165515,0.45144,0.302995,0.701911,0.0641,1.520446,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.379,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.58004,0.2,1.165515,0.474012,0.31139,0.710926,0.071615,1.567943,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.383,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.65528,0.2,1.165515,0.496584,0.319444,0.719523,0.080592,1.616143,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.387,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.73052,0.2,1.165515,0.519156,0.327181,0.727738,0.091743,1.665818,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.391,0
T800_H290_H2O10_O221,800,0.9,0.1,0.21,1.0,1.80576,0.2,1.165515,0.541728,0.334625,0.735603,0.106468,1.718425,0.3,0.608606,5.46435,6.372956,0.261507,0.058252,77188.266,0.394,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,463129.598,0.25,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.07524,1.024268,1.2,0.022572,0.022838,0.128555,0.001767,0.175732,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,395307.317,0.259,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.15048,0.884447,1.2,0.045144,0.045336,0.221468,0.003605,0.315553,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,341344.688,0.267,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.22572,0.772319,1.2,0.067716,0.067199,0.287248,0.005518,0.427681,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,298069.746,0.276,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.30096,0.677106,1.2,0.090288,0.088202,0.336889,0.007515,0.522894,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,261323.338,0.285,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.3762,0.5929,1.2,0.11286,0.108201,0.376439,0.009601,0.6071,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,228824.537,0.293,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.45144,0.516452,1.2,0.135432,0.127126,0.409204,0.011786,0.683548,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,199320.279,0.301,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.52668,0.44582,1.2,0.158004,0.144965,0.437132,0.014079,0.75418,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,172060.482,0.308,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.60192,0.379739,1.2,0.180576,0.161746,0.461447,0.016492,0.820261,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,146556.805,0.315,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.67716,0.317324,1.2,0.203148,0.177522,0.482969,0.019038,0.882676,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,122468.404,0.322,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.7524,0.257925,1.2,0.22572,0.192356,0.502267,0.021732,0.942075,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,99543.904,0.329,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.82764,0.20104,1.2,0.248292,0.20632,0.519754,0.024593,0.99896,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77589.662,0.335,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.90288,0.2,1.2,0.270864,0.219484,0.535741,0.027643,1.053731,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.341,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,0.97812,0.2,1.2,0.293436,0.231913,0.550462,0.030908,1.106719,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.346,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.05336,0.2,1.2,0.316008,0.243672,0.564102,0.034422,1.158204,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.352,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.1286,0.2,1.2,0.33858,0.254817,0.576809,0.038224,1.208431,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.357,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.20384,0.2,1.2,0.361152,0.265401,0.588702,0.042368,1.257623,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.362,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.27908,0.2,1.2,0.383724,0.27547,0.599879,0.04692,1.305992,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.366,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.35432,0.2,1.2,0.406296,0.285067,0.61042,0.051969,1.353752,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.371,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.42956,0.2,1.2,0.428868,0.294231,0.620394,0.057638,1.401131,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.375,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.5048,0.2,1.2,0.45144,0.302995,0.629859,0.0641,1.448394,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.379,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.58004,0.2,1.2,0.474012,0.31139,0.638864,0.071615,1.495881,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.383,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.65528,0.2,1.2,0.496584,0.319444,0.647452,0.080592,1.544072,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.387,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.73052,0.2,1.2,0.519156,0.327181,0.655659,0.091743,1.59374,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.391,0
T800_H290_H2O10_O2100,800,0.9,0.1,1.0,1.0,1.80576,0.2,1.2,0.541728,0.334625,0.663518,0.106468,1.646339,0.3,0.608606,3.699076,4.607683,0.261507,0.086051,77188.266,0.394,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.0,1.103097,1.103097,0.0,0.0,0.0,0.0,0.0,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,425730.638,0.396,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.06732,0.890735,1.103097,0.020196,0.02811,0.162288,0.001767,0.212362,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,343771.436,0.409,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.13464,0.737416,1.103097,0.040392,0.055596,0.266088,0.003605,0.365681,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,284599.324,0.423,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.20196,0.619688,1.103097,0.060588,0.081948,0.335355,0.005518,0.483409,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,239163.163,0.435,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.26928,0.521536,1.103097,0.080784,0.106833,0.386429,0.007515,0.581561,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,201282.254,0.448,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.3366,0.435732,1.103097,0.10098,0.130096,0.426688,0.009601,0.667364,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,168167.168,0.459,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.40392,0.358569,1.103097,0.121176,0.151715,0.459852,0.011786,0.744528,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,138386.429,0.47,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.47124,0.287866,1.103097,0.141372,0.171756,0.488024,0.014079,0.815231,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,111099.31,0.48,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.53856,0.222206,1.103097,0.161568,0.19033,0.5125,0.016492,0.880891,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,85758.456,0.489,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.60588,0.2,1.103097,0.181764,0.207567,0.534133,0.019038,0.942502,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.498,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.6732,0.2,1.103097,0.20196,0.223597,0.553511,0.021732,1.000801,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.506,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.74052,0.2,1.103097,0.222156,0.238544,0.571059,0.024593,1.056352,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.513,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.80784,0.2,1.103097,0.242352,0.252521,0.58709,0.027643,1.109607,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.52,0
T800_H270_H2O30_O221,800,0.7,0.3,0.21,1.0,0.87516,0.2,1.103097,0.262548,0.265629,0.601847,0.030908,1.160932,0.3,0.838336,5.46435,6.602686,0.189846,0.058252,77188.266,0.527,0
