material,category,temperature_C,stress_MPa,time_h,creep_strain
Ti64,metal,500.0,150.0,1000.0,1e-08
Ti64,metal,500.0,300.0,0.01,1e-08
Ti64,metal,500.0,300.0,0.03,1e-08
Ti64,metal,500.0,300.0,0.1,1e-08
Ti64,metal,500.0,300.0,0.3,1e-08
Ti64,metal,500.0,300.0,1.0,1e-08
Ti64,metal,500.0,300.0,3.0,1e-08
Ti64,metal,500.0,300.0,10.0,1e-08
Ti64,metal,500.0,300.0,30.0,1e-08
Ti64,metal,500.0,300.0,100.0,1e-08
Ti64,metal,500.0,300.0,300.0,1e-08
Ti64,metal,500.0,300.0,1000.0,1e-08
Ti64,metal,650.0,50.0,0.01,1e-08
Ti64,metal,650.0,50.0,0.03,1e-08
Ti64,metal,650.0,50.0,0.1,1e-08
Ti64,metal,650.0,50.0,0.3,1e-08
Ti64,metal,650.0,50.0,1.0,1e-08
Ti64,metal,650.0,50.0,3.0,1e-08
Ti64,metal,650.0,50.0,10.0,1e-08
Ti64,metal,650.0,50.0,30.0,1e-08
Ti64,metal,650.0,50.0,100.0,1e-08
Ti64,metal,650.0,50.0,300.0,1e-08
Ti64,metal,650.0,50.0,1000.0,1e-08
Ti64,metal,650.0,150.0,0.01,1e-08
Ti64,metal,650.0,150.0,0.03,1e-08
Ti64,metal,650.0,150.0,0.1,1e-08
Ti64,metal,650.0,150.0,0.3,1e-08
Ti64,metal,650.0,150.0,1.0,1e-08
Ti64,metal,650.0,150.0,3.0,1e-08
Ti64,metal,650.0,150.0,10.0,1e-08
Ti64,metal,650.0,150.0,30.0,1e-08
Ti64,metal,650.0,150.0,100.0,1e-08
Ti64,metal,650.0,150.0,300.0,1e-08
Ti64,metal,650.0,150.0,1000.0,1e-08
Ti64,metal,650.0,300.0,0.01,1e-08
Ti64,metal,650.0,300.0,0.03,1e-08
Ti64,metal,650.0,300.0,0.1,1e-08
Ti64,metal,650.0,300.0,0.3,1e-08
Ti64,metal,650.0,300.0,1.0,1e-08
Ti64,metal,650.0,300.0,3.0,1e-08
Ti64,metal,650.0,300.0,10.0,1e-08
Ti64,metal,650.0,300.0,30.0,1e-08
Ti64,metal,650.0,300.0,100.0,1e-08
Ti64,metal,650.0,300.0,300.0,1e-08
Ti64,metal,650.0,300.0,1000.0,1e-08
Ti64,metal,800.0,50.0,0.01,1e-08
Ti64,metal,800.0,50.0,0.03,1e-08
Ti64,metal,800.0,50.0,0.1,1e-08
Ti64,metal,800.0,50.0,0.3,1e-08
Ti64,metal,800.0,50.0,1.0,1e-08
Ti64,metal,800.0,50.0,3.0,1e-08
Ti64,metal,800.0,50.0,10.0,1e-08
Ti64,metal,800.0,50.0,30.0,1e-08
Ti64,metal,800.0,50.0,100.0,1e-08
Ti64,metal,800.0,50.0,300.0,1e-08
Ti64,metal,800.0,50.0,1000.0,1e-08
Ti64,metal,800.0,150.0,0.01,1e-08
Ti64,metal,800.0,150.0,0.03,1e-08
Ti64,metal,800.0,150.0,0.1,1e-08
Ti64,metal,800.0,150.0,0.3,1e-08
Ti64,metal,800.0,150.0,1.0,1e-08
Ti64,metal,800.0,150.0,3.0,1e-08
Ti64,metal,800.0,150.0,10.0,1e-08
Ti64,metal,800.0,150.0,30.0,1e-08
Ti64,metal,800.0,150.0,100.0,1e-08
Ti64,metal,800.0,150.0,300.0,1e-08
Ti64,metal,800.0,150.0,1000.0,1e-08
Ti64,metal,800.0,300.0,0.01,1e-08
Ti64,metal,800.0,300.0,0.03,1e-08
Ti64,metal,800.0,300.0,0.1,1e-08
Ti64,metal,800.0,300.0,0.3,1e-08
Ti64,metal,800.0,300.0,1.0,1e-08
Ti64,metal,800.0,300.0,3.0,1e-08
Ti64,metal,800.0,300.0,10.0,1e-08
Ti64,metal,800.0,300.0,30.0,1e-08
Ti64,metal,800.0,300.0,100.0,1e-08
Ti64,metal,800.0,300.0,300.0,1e-08
Ti64,metal,800.0,300.0,1000.0,1e-08
SiC,ceramic,20.0,10.0,0.01,1e-08
SiC,ceramic,20.0,10.0,0.03,1e-08
SiC,ceramic,20.0,10.0,0.1,1e-08
SiC,ceramic,20.0,10.0,0.3,1e-08
SiC,ceramic,20.0,10.0,1.0,1e-08
SiC,ceramic,20.0,10.0,3.0,1e-08
SiC,ceramic,20.0,10.0,10.0,1e-08
SiC,ceramic,20.0,10.0,30.0,1e-08
SiC,ceramic,20.0,10.0,100.0,1e-08
SiC,ceramic,20.0,10.0,300.0,1e-08
SiC,ceramic,20.0,10.0,1000.0,1e-08
SiC,ceramic,20.0,30.0,0.01,1e-08
SiC,ceramic,20.0,30.0,0.03,1e-08
SiC,ceramic,20.0,30.0,0.1,1e-08
SiC,ceramic,20.0,30.0,0.3,1e-08
SiC,ceramic,20.0,30.0,1.0,1e-08
SiC,ceramic,20.0,30.0,3.0,1e-08
SiC,ceramic,20.0,30.0,10.0,1e-08
SiC,ceramic,20.0,30.0,30.0,1e-08
SiC,ceramic,20.0,30.0,100.0,1e-08
SiC,ceramic,20.0,30.0,300.0,1e-08
SiC,ceramic,20.0,30.0,1000.0,1e-08
SiC,ceramic,20.0,60.0,0.01,1e-08
SiC,ceramic,20.0,60.0,0.03,1e-08
SiC,ceramic,20.0,60.0,0.1,1e-08
SiC,ceramic,20.0,60.0,0.3,1e-08
SiC,ceramic,20.0,60.0,1.0,1e-08
SiC,ceramic,20.0,60.0,3.0,1e-08
SiC,ceramic,20.0,60.0,10.0,1e-08
SiC,ceramic,20.0,60.0,30.0,1e-08
SiC,ceramic,20.0,60.0,100.0,1e-08
SiC,ceramic,20.0,60.0,300.0,1e-08
SiC,ceramic,20.0,60.0,1000.0,1e-08
SiC,ceramic,220.0,10.0,0.01,1e-08
SiC,ceramic,220.0,10.0,0.03,1e-08
SiC,ceramic,220.0,10.0,0.1,1e-08
SiC,ceramic,220.0,10.0,0.3,1e-08
SiC,ceramic,220.0,10.0,1.0,1e-08
SiC,ceramic,220.0,10.0,3.0,1e-08
SiC,ceramic,220.0,10.0,10.0,1e-08
SiC,ceramic,220.0,10.0,30.0,1e-08
SiC,ceramic,220.0,10.0,100.0,1e-08
SiC,ceramic,220.0,10.0,300.0,1e-08
SiC,ceramic,220.0,10.0,1000.0,1e-08
SiC,ceramic,220.0,30.0,0.01,1e-08
SiC,ceramic,220.0,30.0,0.03,1e-08
SiC,ceramic,220.0,30.0,0.1,1e-08
SiC,ceramic,220.0,30.0,0.3,1e-08
SiC,ceramic,220.0,30.0,1.0,1e-08
SiC,ceramic,220.0,30.0,3.0,1e-08
SiC,ceramic,220.0,30.0,10.0,1e-08
SiC,ceramic,220.0,30.0,30.0,1e-08
SiC,ceramic,220.0,30.0,100.0,1e-08
SiC,ceramic,220.0,30.0,300.0,1e-08
SiC,ceramic,220.0,30.0,1000.0,1e-08
SiC,ceramic,220.0,60.0,0.01,1e-08
SiC,ceramic,220.0,60.0,0.03,1e-08
SiC,ceramic,220.0,60.0,0.1,1e-08
SiC,ceramic,220.0,60.0,0.3,1e-08
SiC,ceramic,220.0,60.0,1.0,1e-08
SiC,ceramic,220.0,60.0,3.0,1e-08
SiC,ceramic,220.0,60.0,10.0,1e-08
SiC,ceramic,220.0,60.0,30.0,1e-08
SiC,ceramic,220.0,60.0,100.0,1e-08
SiC,ceramic,220.0,60.0,300.0,1e-08
SiC,ceramic,220.0,60.0,1000.0,1e-08
SiC,ceramic,420.0,10.0,0.01,1e-08
SiC,ceramic,420.0,10.0,0.03,1e-08
SiC,ceramic,420.0,10.0,0.1,1e-08
SiC,ceramic,420.0,10.0,0.3,1e-08
SiC,ceramic,420.0,10.0,1.0,1e-08
SiC,ceramic,420.0,10.0,3.0,1e-08
SiC,ceramic,420.0,10.0,10.0,1e-08
SiC,ceramic,420.0,10.0,30.0,1e-08
SiC,ceramic,420.0,10.0,100.0,1e-08
SiC,ceramic,420.0,10.0,300.0,1e-08
SiC,ceramic,420.0,10.0,1000.0,1e-08
SiC,ceramic,420.0,30.0,0.01,1e-08
SiC,ceramic,420.0,30.0,0.03,1e-08
SiC,ceramic,420.0,30.0,0.1,1e-08
SiC,ceramic,420.0,30.0,0.3,1e-08
SiC,ceramic,420.0,30.0,1.0,1e-08
SiC,ceramic,420.0,30.0,3.0,1e-08
SiC,ceramic,420.0,30.0,10.0,1e-08
SiC,ceramic,420.0,30.0,30.0,1e-08
SiC,ceramic,420.0,30.0,100.0,1e-08
SiC,ceramic,420.0,30.0,300.0,1e-08
SiC,ceramic,420.0,30.0,1000.0,1e-08
SiC,ceramic,420.0,60.0,0.01,1e-08
SiC,ceramic,420.0,60.0,0.03,1e-08
SiC,ceramic,420.0,60.0,0.1,1e-08
SiC,ceramic,420.0,60.0,0.3,1e-08
SiC,ceramic,420.0,60.0,1.0,1e-08
SiC,ceramic,420.0,60.0,3.0,1e-08
SiC,ceramic,420.0,60.0,10.0,1e-08
SiC,ceramic,420.0,60.0,30.0,1e-08
SiC,ceramic,420.0,60.0,100.0,1e-08
SiC,ceramic,420.0,60.0,300.0,1e-08
SiC,ceramic,420.0,60.0,1000.0,1e-08
SiC,ceramic,620.0,10.0,0.01,1e-08
SiC,ceramic,620.0,10.0,0.03,1e-08
SiC,ceramic,620.0,10.0,0.1,1e-08
SiC,ceramic,620.0,10.0,0.3,1e-08
SiC,ceramic,620.0,10.0,1.0,1e-08
SiC,ceramic,620.0,10.0,3.0,1e-08
SiC,ceramic,620.0,10.0,10.0,1e-08
SiC,ceramic,620.0,10.0,30.0,1e-08
SiC,ceramic,620.0,10.0,100.0,1e-08
SiC,ceramic,620.0,10.0,300.0,1e-08
SiC,ceramic,620.0,10.0,1000.0,1e-08
SiC,ceramic,620.0,30.0,0.01,1e-08
SiC,ceramic,620.0,30.0,0.03,1e-08
SiC,ceramic,620.0,30.0,0.1,1e-08
SiC,ceramic,620.0,30.0,0.3,1e-08
SiC,ceramic,620.0,30.0,1.0,1e-08
SiC,ceramic,620.0,30.0,3.0,1e-08
SiC,ceramic,620.0,30.0,10.0,1e-08
SiC,ceramic,620.0,30.0,30.0,1e-08
SiC,ceramic,620.0,30.0,100.0,1e-08
SiC,ceramic,620.0,30.0,300.0,1e-08
SiC,ceramic,620.0,30.0,1000.0,1e-08
SiC,ceramic,620.0,60.0,0.01,1e-08
SiC,ceramic,620.0,60.0,0.03,1e-08
SiC,ceramic,620.0,60.0,0.1,1e-08
SiC,ceramic,620.0,60.0,0.3,1e-08
SiC,ceramic,620.0,60.0,1.0,1e-08
SiC,ceramic,620.0,60.0,3.0,1e-08
SiC,ceramic,620.0,60.0,10.0,1e-08
SiC,ceramic,620.0,60.0,30.0,1e-08
SiC,ceramic,620.0,60.0,100.0,1e-08
SiC,ceramic,620.0,60.0,300.0,1e-08
SiC,ceramic,620.0,60.0,1000.0,1e-08
SiC,ceramic,820.0,10.0,0.01,1e-08
SiC,ceramic,820.0,10.0,0.03,1e-08
SiC,ceramic,820.0,10.0,0.1,1e-08
SiC,ceramic,820.0,10.0,0.3,1e-08
SiC,ceramic,820.0,10.0,1.0,1e-08
SiC,ceramic,820.0,10.0,3.0,1e-08
SiC,ceramic,820.0,10.0,10.0,1e-08
SiC,ceramic,820.0,10.0,30.0,1e-08
SiC,ceramic,820.0,10.0,100.0,1e-08
SiC,ceramic,820.0,10.0,300.0,1e-08
SiC,ceramic,820.0,10.0,1000.0,1e-08
SiC,ceramic,820.0,30.0,0.01,1e-08
SiC,ceramic,820.0,30.0,0.03,1e-08
SiC,ceramic,820.0,30.0,0.1,1e-08
SiC,ceramic,820.0,30.0,0.3,1e-08
SiC,ceramic,820.0,30.0,1.0,1e-08
SiC,ceramic,820.0,30.0,3.0,1e-08
SiC,ceramic,820.0,30.0,10.0,1e-08
SiC,ceramic,820.0,30.0,30.0,1e-08
SiC,ceramic,820.0,30.0,100.0,1e-08
SiC,ceramic,820.0,30.0,300.0,1e-08
SiC,ceramic,820.0,30.0,1000.0,1e-08
SiC,ceramic,820.0,60.0,0.01,1e-08
SiC,ceramic,820.0,60.0,0.03,1e-08
SiC,ceramic,820.0,60.0,0.1,1e-08
SiC,ceramic,820.0,60.0,0.3,1e-08
SiC,ceramic,820.0,60.0,1.0,1e-08
SiC,ceramic,820.0,60.0,3.0,1e-08
SiC,ceramic,820.0,60.0,10.0,1e-08
SiC,ceramic,820.0,60.0,30.0,1e-08
SiC,ceramic,820.0,60.0,100.0,1e-08
SiC,ceramic,820.0,60.0,300.0,1e-08
SiC,ceramic,820.0,60.0,1000.0,1e-08
SiC,ceramic,1020.0,10.0,0.01,1e-08
SiC,ceramic,1020.0,10.0,0.03,1e-08
SiC,ceramic,1020.0,10.0,0.1,1e-08
SiC,ceramic,1020.0,10.0,0.3,1e-08
SiC,ceramic,1020.0,10.0,1.0,1e-08
SiC,ceramic,1020.0,10.0,3.0,1e-08
SiC,ceramic,1020.0,10.0,10.0,1e-08
SiC,ceramic,1020.0,10.0,30.0,1e-08
SiC,ceramic,1020.0,10.0,100.0,1e-08
SiC,ceramic,1020.0,10.0,300.0,1e-08
SiC,ceramic,1020.0,10.0,1000.0,1e-08
SiC,ceramic,1020.0,30.0,0.01,1e-08
SiC,ceramic,1020.0,30.0,0.03,1e-08
SiC,ceramic,1020.0,30.0,0.1,1e-08
SiC,ceramic,1020.0,30.0,0.3,1e-08
SiC,ceramic,1020.0,30.0,1.0,1e-08
SiC,ceramic,1020.0,30.0,3.0,1e-08
SiC,ceramic,1020.0,30.0,10.0,1e-08
SiC,ceramic,1020.0,30.0,30.0,1e-08
SiC,ceramic,1020.0,30.0,100.0,1e-08
SiC,ceramic,1020.0,30.0,300.0,1e-08
SiC,ceramic,1020.0,30.0,1000.0,1e-08
SiC,ceramic,1020.0,60.0,0.01,1e-08
SiC,ceramic,1020.0,60.0,0.03,1e-08
SiC,ceramic,1020.0,60.0,0.1,1e-08
SiC,ceramic,1020.0,60.0,0.3,1e-08
SiC,ceramic,1020.0,60.0,1.0,1e-08
SiC,ceramic,1020.0,60.0,3.0,1e-08
SiC,ceramic,1020.0,60.0,10.0,1e-08
SiC,ceramic,1020.0,60.0,30.0,1e-08
SiC,ceramic,1020.0,60.0,100.0,1e-08
SiC,ceramic,1020.0,60.0,300.0,1e-08
SiC,ceramic,1020.0,60.0,1000.0,1e-08
YSZ,ceramic,20.0,10.0,0.01,1e-08
YSZ,ceramic,20.0,10.0,0.03,1e-08
YSZ,ceramic,20.0,10.0,0.1,1e-08
YSZ,ceramic,20.0,10.0,0.3,1e-08
YSZ,ceramic,20.0,10.0,1.0,1e-08
YSZ,ceramic,20.0,10.0,3.0,1e-08
YSZ,ceramic,20.0,10.0,10.0,1e-08
YSZ,ceramic,20.0,10.0,30.0,1e-08
YSZ,ceramic,20.0,10.0,100.0,1e-08
YSZ,ceramic,20.0,10.0,300.0,1e-08
YSZ,ceramic,20.0,10.0,1000.0,1e-08
YSZ,ceramic,20.0,30.0,0.01,1e-08
YSZ,ceramic,20.0,30.0,0.03,1e-08
YSZ,ceramic,20.0,30.0,0.1,1e-08
YSZ,ceramic,20.0,30.0,0.3,1e-08
YSZ,ceramic,20.0,30.0,1.0,1e-08
YSZ,ceramic,20.0,30.0,3.0,1e-08
YSZ,ceramic,20.0,30.0,10.0,1e-08
YSZ,ceramic,20.0,30.0,30.0,1e-08
YSZ,ceramic,20.0,30.0,100.0,1e-08
YSZ,ceramic,20.0,30.0,300.0,1e-08
YSZ,ceramic,20.0,30.0,1000.0,1e-08
YSZ,ceramic,20.0,60.0,0.01,1e-08
YSZ,ceramic,20.0,60.0,0.03,1e-08
YSZ,ceramic,20.0,60.0,0.1,1e-08
YSZ,ceramic,20.0,60.0,0.3,1e-08
YSZ,ceramic,20.0,60.0,1.0,1e-08
YSZ,ceramic,20.0,60.0,3.0,1e-08
YSZ,ceramic,20.0,60.0,10.0,1e-08
YSZ,ceramic,20.0,60.0,30.0,1e-08
YSZ,ceramic,20.0,60.0,100.0,1e-08
YSZ,ceramic,20.0,60.0,300.0,1e-08
YSZ,ceramic,20.0,60.0,1000.0,1e-08
YSZ,ceramic,220.0,10.0,0.01,1e-08
YSZ,ceramic,220.0,10.0,0.03,1e-08
YSZ,ceramic,220.0,10.0,0.1,1e-08
YSZ,ceramic,220.0,10.0,0.3,1e-08
YSZ,ceramic,220.0,10.0,1.0,1e-08
YSZ,ceramic,220.0,10.0,3.0,1e-08
YSZ,ceramic,220.0,10.0,10.0,1e-08
YSZ,ceramic,220.0,10.0,30.0,1e-08
YSZ,ceramic,220.0,10.0,100.0,1e-08
YSZ,ceramic,220.0,10.0,300.0,1e-08
YSZ,ceramic,220.0,10.0,1000.0,1e-08
YSZ,ceramic,220.0,30.0,0.01,1e-08
YSZ,ceramic,220.0,30.0,0.03,1e-08
YSZ,ceramic,220.0,30.0,0.1,1e-08
YSZ,ceramic,220.0,30.0,0.3,1e-08
YSZ,ceramic,220.0,30.0,1.0,1e-08
YSZ,ceramic,220.0,30.0,3.0,1e-08
YSZ,ceramic,220.0,30.0,10.0,1e-08
YSZ,ceramic,220.0,30.0,30.0,1e-08
YSZ,ceramic,220.0,30.0,100.0,1e-08
YSZ,ceramic,220.0,30.0,300.0,1e-08
YSZ,ceramic,220.0,30.0,1000.0,1e-08
YSZ,ceramic,220.0,60.0,0.01,1e-08
YSZ,ceramic,220.0,60.0,0.03,1e-08
YSZ,ceramic,220.0,60.0,0.1,1e-08
YSZ,ceramic,220.0,60.0,0.3,1e-08
YSZ,ceramic,220.0,60.0,1.0,1e-08
YSZ,ceramic,220.0,60.0,3.0,1e-08
YSZ,ceramic,220.0,60.0,10.0,1e-08
YSZ,ceramic,220.0,60.0,30.0,1e-08
YSZ,ceramic,220.0,60.0,100.0,1e-08
YSZ,ceramic,220.0,60.0,300.0,1e-08
YSZ,ceramic,220.0,60.0,1000.0,1e-08
YSZ,ceramic,420.0,10.0,0.01,1e-08
YSZ,ceramic,420.0,10.0,0.03,1e-08
YSZ,ceramic,420.0,10.0,0.1,1e-08
YSZ,ceramic,420.0,10.0,0.3,1e-08
YSZ,ceramic,420.0,10.0,1.0,1e-08
YSZ,ceramic,420.0,10.0,3.0,1e-08
YSZ,ceramic,420.0,10.0,10.0,1e-08
YSZ,ceramic,420.0,10.0,30.0,1e-08
YSZ,ceramic,420.0,10.0,100.0,1e-08
YSZ,ceramic,420.0,10.0,300.0,1e-08
YSZ,ceramic,420.0,10.0,1000.0,1e-08
YSZ,ceramic,420.0,30.0,0.01,1e-08
YSZ,ceramic,420.0,30.0,0.03,1e-08
YSZ,ceramic,420.0,30.0,0.1,1e-08
YSZ,ceramic,420.0,30.0,0.3,1e-08
YSZ,ceramic,420.0,30.0,1.0,1e-08
YSZ,ceramic,420.0,30.0,3.0,1e-08
YSZ,ceramic,420.0,30.0,10.0,1e-08
YSZ,ceramic,420.0,30.0,30.0,1e-08
YSZ,ceramic,420.0,30.0,100.0,1e-08
YSZ,ceramic,420.0,30.0,300.0,1e-08
YSZ,ceramic,420.0,30.0,1000.0,1e-08
YSZ,ceramic,420.0,60.0,0.01,1e-08
YSZ,ceramic,420.0,60.0,0.03,1e-08
YSZ,ceramic,420.0,60.0,0.1,1e-08
YSZ,ceramic,420.0,60.0,0.3,1e-08
YSZ,ceramic,420.0,60.0,1.0,1e-08
YSZ,ceramic,420.0,60.0,3.0,1e-08
YSZ,ceramic,420.0,60.0,10.0,1e-08
YSZ,ceramic,420.0,60.0,30.0,1e-08
YSZ,ceramic,420.0,60.0,100.0,1e-08
YSZ,ceramic,420.0,60.0,300.0,1e-08
YSZ,ceramic,420.0,60.0,1000.0,1e-08
YSZ,ceramic,620.0,10.0,0.01,1e-08
YSZ,ceramic,620.0,10.0,0.03,1e-08
YSZ,ceramic,620.0,10.0,0.1,1e-08
YSZ,ceramic,620.0,10.0,0.3,1e-08
YSZ,ceramic,620.0,10.0,1.0,1e-08
YSZ,ceramic,620.0,10.0,3.0,1e-08
YSZ,ceramic,620.0,10.0,10.0,1e-08
YSZ,ceramic,620.0,10.0,30.0,1e-08
YSZ,ceramic,620.0,10.0,100.0,1e-08
YSZ,ceramic,620.0,10.0,300.0,1e-08
YSZ,ceramic,620.0,10.0,1000.0,1e-08
YSZ,ceramic,620.0,30.0,0.01,1e-08
YSZ,ceramic,620.0,30.0,0.03,1e-08
YSZ,ceramic,620.0,30.0,0.1,1e-08
YSZ,ceramic,620.0,30.0,0.3,1e-08
YSZ,ceramic,620.0,30.0,1.0,1e-08
YSZ,ceramic,620.0,30.0,3.0,1e-08
YSZ,ceramic,620.0,30.0,10.0,1e-08
YSZ,ceramic,620.0,30.0,30.0,1e-08
YSZ,ceramic,620.0,30.0,100.0,1e-08
YSZ,ceramic,620.0,30.0,300.0,1e-08
YSZ,ceramic,620.0,30.0,1000.0,1e-08
YSZ,ceramic,620.0,60.0,0.01,1e-08
YSZ,ceramic,620.0,60.0,0.03,1e-08
YSZ,ceramic,620.0,60.0,0.1,1e-08
YSZ,ceramic,620.0,60.0,0.3,1e-08
YSZ,ceramic,620.0,60.0,1.0,1e-08
YSZ,ceramic,620.0,60.0,3.0,1e-08
YSZ,ceramic,620.0,60.0,10.0,1e-08
YSZ,ceramic,620.0,60.0,30.0,1e-08
YSZ,ceramic,620.0,60.0,100.0,1e-08
YSZ,ceramic,620.0,60.0,300.0,1e-08
YSZ,ceramic,620.0,60.0,1000.0,1e-08
YSZ,ceramic,820.0,10.0,0.01,1e-08
YSZ,ceramic,820.0,10.0,0.03,1e-08
YSZ,ceramic,820.0,10.0,0.1,1e-08
YSZ,ceramic,820.0,10.0,0.3,1e-08
YSZ,ceramic,820.0,10.0,1.0,1e-08
YSZ,ceramic,820.0,10.0,3.0,1e-08
YSZ,ceramic,820.0,10.0,10.0,1e-08
YSZ,ceramic,820.0,10.0,30.0,1e-08
YSZ,ceramic,820.0,10.0,100.0,1e-08
YSZ,ceramic,820.0,10.0,300.0,1e-08
YSZ,ceramic,820.0,10.0,1000.0,1e-08
YSZ,ceramic,820.0,30.0,0.01,1e-08
YSZ,ceramic,820.0,30.0,0.03,1e-08
YSZ,ceramic,820.0,30.0,0.1,1e-08
YSZ,ceramic,820.0,30.0,0.3,1e-08
YSZ,ceramic,820.0,30.0,1.0,1e-08
YSZ,ceramic,820.0,30.0,3.0,1e-08
YSZ,ceramic,820.0,30.0,10.0,1e-08
YSZ,ceramic,820.0,30.0,30.0,1e-08
YSZ,ceramic,820.0,30.0,100.0,1e-08
YSZ,ceramic,820.0,30.0,300.0,1e-08
YSZ,ceramic,820.0,30.0,1000.0,1e-08
YSZ,ceramic,820.0,60.0,0.01,1e-08
YSZ,ceramic,820.0,60.0,0.03,1e-08
YSZ,ceramic,820.0,60.0,0.1,1e-08
YSZ,ceramic,820.0,60.0,0.3,1e-08
YSZ,ceramic,820.0,60.0,1.0,1e-08
YSZ,ceramic,820.0,60.0,3.0,1e-08
YSZ,ceramic,820.0,60.0,10.0,1e-08
YSZ,ceramic,820.0,60.0,30.0,1e-08
YSZ,ceramic,820.0,60.0,100.0,1e-08
YSZ,ceramic,820.0,60.0,300.0,1e-08
YSZ,ceramic,820.0,60.0,1000.0,1e-08
YSZ,ceramic,1020.0,10.0,0.01,1e-08
YSZ,ceramic,1020.0,10.0,0.03,1e-08
YSZ,ceramic,1020.0,10.0,0.1,1e-08
YSZ,ceramic,1020.0,10.0,0.3,1e-08
YSZ,ceramic,1020.0,10.0,1.0,1e-08
YSZ,ceramic,1020.0,10.0,3.0,1e-08
YSZ,ceramic,1020.0,10.0,10.0,1e-08
YSZ,ceramic,1020.0,10.0,30.0,1e-08
YSZ,ceramic,1020.0,10.0,100.0,1e-08
YSZ,ceramic,1020.0,10.0,300.0,1e-08
YSZ,ceramic,1020.0,10.0,1000.0,1e-08
YSZ,ceramic,1020.0,30.0,0.01,1e-08
YSZ,ceramic,1020.0,30.0,0.03,1e-08
YSZ,ceramic,1020.0,30.0,0.1,1e-08
YSZ,ceramic,1020.0,30.0,0.3,1e-08
YSZ,ceramic,1020.0,30.0,1.0,1e-08
YSZ,ceramic,1020.0,30.0,3.0,1e-08
YSZ,ceramic,1020.0,30.0,10.0,1e-08
YSZ,ceramic,1020.0,30.0,30.0,1e-08
YSZ,ceramic,1020.0,30.0,100.0,1e-08
YSZ,ceramic,1020.0,30.0,300.0,1e-08
YSZ,ceramic,1020.0,30.0,1000.0,1e-08
YSZ,ceramic,1020.0,60.0,0.01,1e-08
YSZ,ceramic,1020.0,60.0,0.03,1e-08
YSZ,ceramic,1020.0,60.0,0.1,1e-08
YSZ,ceramic,1020.0,60.0,0.3,1e-08
YSZ,ceramic,1020.0,60.0,1.0,1e-08
YSZ,ceramic,1020.0,60.0,3.0,1e-08
YSZ,ceramic,1020.0,60.0,10.0,1e-08
YSZ,ceramic,1020.0,60.0,30.0,1e-08
YSZ,ceramic,1020.0,60.0,100.0,1e-08
YSZ,ceramic,1020.0,60.0,300.0,1e-08
YSZ,ceramic,1020.0,60.0,1000.0,1e-08
PEEK,polymer,-40.0,2.0,0.01,1e-08
PEEK,polymer,-40.0,2.0,0.03,1e-08
PEEK,polymer,-40.0,2.0,0.1,1e-08
PEEK,polymer,-40.0,2.0,0.3,1e-08
PEEK,polymer,-40.0,2.0,1.0,1e-08
PEEK,polymer,-40.0,2.0,3.0,1e-08
PEEK,polymer,-40.0,2.0,10.0,1e-08
PEEK,polymer,-40.0,2.0,30.0,1e-08
PEEK,polymer,-40.0,2.0,100.0,1e-08
PEEK,polymer,-40.0,5.0,0.01,1e-08
PEEK,polymer,-40.0,5.0,0.03,1e-08
PEEK,polymer,-40.0,5.0,0.1,1e-08
PEEK,polymer,-40.0,5.0,0.3,1e-08
PEEK,polymer,-40.0,5.0,1.0,1e-08
PEEK,polymer,-40.0,5.0,3.0,1e-08
PEEK,polymer,-40.0,5.0,10.0,1e-08
PEEK,polymer,-40.0,5.0,30.0,1e-08
PEEK,polymer,-40.0,5.0,100.0,1e-08
PEEK,polymer,-40.0,10.0,0.01,1e-08
PEEK,polymer,-40.0,10.0,0.03,1e-08
PEEK,polymer,-40.0,10.0,0.1,1e-08
PEEK,polymer,-40.0,10.0,0.3,1e-08
PEEK,polymer,-40.0,10.0,1.0,1e-08
PEEK,polymer,-40.0,10.0,3.0,1e-08
PEEK,polymer,-40.0,10.0,10.0,1e-08
PEEK,polymer,-40.0,10.0,30.0,1e-08
PEEK,polymer,-40.0,10.0,100.0,1e-08
PEEK,polymer,0.0,2.0,0.01,1e-08
PEEK,polymer,0.0,2.0,0.03,1e-08
PEEK,polymer,0.0,2.0,0.1,1e-08
PEEK,polymer,0.0,2.0,0.3,1e-08
PEEK,polymer,0.0,2.0,1.0,1e-08
PEEK,polymer,0.0,2.0,3.0,1e-08
PEEK,polymer,0.0,2.0,10.0,1e-08
PEEK,polymer,0.0,2.0,30.0,1e-08
PEEK,polymer,0.0,2.0,100.0,1e-08
PEEK,polymer,0.0,5.0,0.01,1e-08
PEEK,polymer,0.0,5.0,0.03,1e-08
PEEK,polymer,0.0,5.0,0.1,1e-08
PEEK,polymer,0.0,5.0,0.3,1e-08
PEEK,polymer,0.0,5.0,1.0,1e-08
PEEK,polymer,0.0,5.0,3.0,1e-08
PEEK,polymer,0.0,5.0,10.0,1e-08
PEEK,polymer,0.0,5.0,30.0,1e-08
PEEK,polymer,0.0,5.0,100.0,1e-08
PEEK,polymer,0.0,10.0,0.01,1e-08
PEEK,polymer,0.0,10.0,0.03,1e-08
PEEK,polymer,0.0,10.0,0.1,1e-08
PEEK,polymer,0.0,10.0,0.3,1e-08
PEEK,polymer,0.0,10.0,1.0,1e-08
PEEK,polymer,0.0,10.0,3.0,1e-08
PEEK,polymer,0.0,10.0,10.0,1e-08
PEEK,polymer,0.0,10.0,30.0,1e-08
