material,diffusion_mechanism,activation_barrier_eV,attempt_frequency_Hz,applied_stress_MPa,grain_size_nm,temperature_K,migration_path_length_A,coordination_number,elastic_modulus_GPa
Cu,surface_diffusion,0.11038188948847202,20237776365006.812,329.4436328834661,361.37403826316233,473.2653199772127,3.4603395100274805,7,120.66391318933616
Cu,surface_diffusion,0.45937375123664725,6163565854479.595,26.958341894885052,577.5806071258069,919.7395686079457,2.3971733851872146,9,86.42327220750916
Fe,surface_diffusion,0.45872506567019117,35610571508024.375,199.93323151829705,217.2546348081731,912.1596162060949,2.897513335720742,11,197.503117068424
Mg,surface_diffusion,0.1,15624629311316.033,159.56975776709663,113.65810529379733,945.0717446190698,3.259638190106865,11,160.59429190755307
Zn,pipe_diffusion,0.1,18046664228020.51,329.85224107354594,107.5299227338485,804.5911681506136,2.268914542283242,4,257.07076129206183
Cu,interstitial_migration,0.1,99323937236210.34,431.2190716889982,484.61739974761866,686.9026742076828,3.7004112029142466,10,284.85840572404686
Mg,pipe_diffusion,0.1,63282201204562.6,257.12713953098756,98.78147409278631,878.4601907432739,5.128916001888493,6,65.24292988988296
Fe,vacancy_migration,0.8445010191104017,21459439715840.84,345.798557051005,251.92183637978982,965.7910089755743,2.359277413844293,7,61.694287547528326
Zn,pipe_diffusion,0.1,66288488150391.79,460.89887825175447,456.1814057191367,634.7081915174472,2.23699380959891,7,53.520321376219634
Fe,vacancy_migration,1.0448831327786978,65803074903239.72,318.0682652140655,195.65276746709526,453.6588685017447,4.016284015426693,5,178.68612348892236
Ni,interstitial_migration,0.1,69552102642913.15,234.01734646136353,221.31483892216318,1141.1448492695279,5.1190442211164875,8,99.97603643120982
Fe,surface_diffusion,0.6413838946679103,74686191601844.34,42.62014889807697,320.62930652555406,892.0625150292228,3.633914124620194,4,289.9962270594188
Zn,interstitial_migration,0.1,85588509291391.31,306.4929310318442,473.5020570684794,1029.1139715107633,5.004358121769544,4,249.33111585006262
Mg,grain_boundary_diffusion,0.3064556254109703,69015359969049.32,218.10438211131157,263.6910780523921,353.34550809117945,4.5838878197857245,8,175.97429957314566
Mg,vacancy_migration,0.4074455005337427,34061398805649.598,52.59414243948585,329.60939995399673,452.04968230642646,5.359432013598342,11,194.67946385996714
Cu,interstitial_migration,0.20741594547905995,2140580190578.2954,67.64981875641746,478.88312783040715,575.2483762065717,4.067994332850471,9,290.3677211311873
Cu,interstitial_migration,0.1,95709348753997.12,262.2594713279048,23.031143717578615,962.6138370436062,2.8956325261644573,11,70.869026174277
Mg,grain_boundary_diffusion,0.3657964125175399,65757630933623.08,129.61409753356546,316.04294933111754,918.9124870619116,2.6542629893451486,4,197.36080515106227
Fe,surface_diffusion,0.34966236053243965,80648430372775.06,185.97747886884986,91.54377268144597,1071.289369021596,3.776461478067898,4,277.38789769377536
Mg,pipe_diffusion,0.1,60142490227528.14,415.5033944948873,711.768542072232,1166.5078579452631,4.746323712085151,10,276.10122597611206
Fe,pipe_diffusion,0.4425206047164008,51299299301502.88,363.2799540947625,343.55938592060835,1015.4365656930576,2.401257962278454,11,142.40107440344116
Ti,vacancy_migration,1.1148149996390746,15172474854743.123,226.37532592901795,780.2062575333022,682.9124993709906,3.3160504551357306,8,129.20128329141437
Ni,pipe_diffusion,0.3782088688623373,33580678138436.105,375.77315371905314,88.67480831808946,1155.226074180202,4.77575651193127,7,251.43395546910207
Ni,pipe_diffusion,0.665657011757544,37904927533139.38,67.69102165472802,380.25937335534,1029.3689394615271,2.9707775938229384,5,282.4163165751121
Ti,vacancy_migration,1.5623151429701534,40288295563844.53,288.0927062536362,570.5291765234329,535.7189026878505,5.962782263596722,6,214.76496262398788
Ni,grain_boundary_diffusion,1.187730782755274,21127291129291.027,13.80802863113506,812.3230953741701,569.9782935914675,4.103828397072163,8,297.3908204572849
Mg,surface_diffusion,0.1,54410855454550.6,366.657330632953,411.4167581581089,864.8460491988573,2.352937301142538,8,109.29611538681601
Ti,vacancy_migration,1.6294230417360744,40785082049275.64,400.25482289784395,493.7001920302608,1024.9335239807192,4.970372738568921,4,132.9443772511618
Ni,grain_boundary_diffusion,0.4236627406764736,5388892829425.861,451.2267696027603,236.56969306526207,471.87200798332447,2.884263460188867,10,151.12910220586568
Ti,surface_diffusion,0.8285278949030199,24173826861025.676,97.51974236652472,845.3534310218357,1036.4408113436314,4.191603827948436,4,133.71907336988343
Al,pipe_diffusion,0.1,49530082566357.195,427.7337645580527,59.66715506370178,1093.7661850486816,3.4472294721419607,4,189.166921584251
Mg,interstitial_migration,0.1,76728992521760.0,478.52814824015496,251.8727330489956,1114.5896591408784,4.026277248228837,11,270.3031831163784
Ti,surface_diffusion,0.6262306935617775,16862648826178.498,253.52176846835482,158.47134886886224,596.7253980345465,4.808454200686742,4,196.82929303367524
Ti,pipe_diffusion,0.7682581916183563,72197273796110.05,157.40041306701835,326.8921779847959,930.3466198289641,4.674052725871287,7,65.10766928815943
Ti,surface_diffusion,0.6501997006343769,15285945758773.465,162.61265026573685,98.71098978849696,494.27211068869116,3.3251933618426923,5,75.60328078169962
Ni,vacancy_migration,1.098891226985497,21565278137976.035,162.57372311557512,636.3879730579818,1050.6062217660474,4.41825065841695,5,113.91091788974066
Mg,pipe_diffusion,0.1,48955294662523.23,474.16329151808117,547.7215924693674,575.7675554401505,3.943878589855236,7,233.17142284920033
Al,interstitial_migration,0.1,55530816219619.83,457.5225630723266,310.82284934883484,967.6801740779331,4.509660445081181,5,179.44704262014235
Zn,interstitial_migration,0.1,51227009699899.414,244.04173859857232,387.6239151675171,1048.2386553429335,2.5673992876769685,4,261.49203616366026
Mg,pipe_diffusion,0.1,76157085635174.75,478.2543731173725,779.1121858007245,1008.3625524515385,4.395094816534466,11,185.4741252802218
Fe,interstitial_migration,0.4244525580533838,99135383375759.3,61.36965977215447,544.706364532573,850.086076672374,3.8219126063804434,10,119.76059678256505
Fe,grain_boundary_diffusion,0.8012734657129932,72444196398931.58,483.0060480638027,947.5610829541932,915.3613900392841,4.472203233341489,10,291.7471578589808
Fe,grain_boundary_diffusion,0.7850859099894233,76948157112179.27,461.12485062518766,38.48310894825842,300.00836637802627,3.361109848675428,7,132.71295121816127
Fe,interstitial_migration,0.1,34259598532100.945,372.8044642499218,451.88616773879977,910.7417307429004,5.078174184060996,7,254.16968481898084
Al,grain_boundary_diffusion,0.1,2627169735300.389,483.6929938318466,812.9974291993965,369.73025936735746,3.0052518349017747,10,239.89822068449362
Mg,pipe_diffusion,0.1,84905668342739.75,403.2726123121024,20.10214541239274,559.0509062713606,5.447867024628432,5,161.2344245019852
Al,surface_diffusion,0.2419146315610124,66620922428782.25,138.61250371094113,917.2487889194234,649.1415681109825,5.980124900024142,8,190.46159367980061
Zn,grain_boundary_diffusion,0.19323155734884984,11277676399126.666,224.54886274124635,684.8815099665577,718.9632526159853,5.429754233879352,7,105.91880301373473
Zn,pipe_diffusion,0.35411185253021316,78983164357755.45,8.801261850672482,249.4509397526524,687.8737582547545,4.50356086215531,8,60.68838443732326
Al,grain_boundary_diffusion,0.3425184405190301,9839338901581.926,169.29867712717638,796.5607893959942,1010.9789220556204,5.291076406029342,8,98.12019194260542
Al,grain_boundary_diffusion,0.16970277613287674,59887703638103.35,325.4191794184533,152.7184597844859,1141.4068036658166,5.108914080006631,4,185.72850258608756
Mg,interstitial_migration,0.1,28350272534011.055,235.10606058211948,135.52359703937248,372.3032414994283,4.581071788989331,6,156.8204270318319
Zn,interstitial_migration,0.1,89803276643393.47,185.18107777882958,221.08814557930086,334.16522486662154,5.528371914995976,9,71.36650574128687
Fe,pipe_diffusion,0.6956843442555801,89962568955788.02,112.06608983003935,115.08320629317794,1158.5153994845568,4.709286351845897,8,164.96137959056196
Al,interstitial_migration,0.1,67242947673109.33,259.6640582755479,319.7792497280504,937.0786827024949,3.034700961117977,8,149.3789378853089
Zn,interstitial_migration,0.1091286082368952,65047005458983.21,124.82504637915137,942.1208835781077,1158.512215016325,5.478467993799477,6,190.02628741803363
Ti,pipe_diffusion,1.0284138615790166,40939631259472.97,121.52872030235396,599.7308576183815,1014.3818877969783,5.865247432877943,4,236.44942585468104
Cu,surface_diffusion,0.1,88945128051097.25,396.4911178624189,102.36816657368107,693.7264404937569,5.637996171762865,6,202.79084069790773
Cu,interstitial_migration,0.1,18511411075785.688,297.66920361117604,906.3524002098432,617.8688406866888,3.0149948815795677,9,285.1219342423125
Cu,interstitial_migration,0.24970382861351187,67313687725837.27,32.07893097149556,872.9918217883275,762.3073129950171,3.727126943404123,7,78.44043042771915
Zn,surface_diffusion,0.1,43647229291824.82,247.14265570242455,120.39480532587307,404.70620091969556,4.619792448392577,4,299.96785956853347
Mg,pipe_diffusion,0.16984552300679975,31478465812317.55,271.54144455289145,570.2308584820081,395.19461416943136,5.601248564362534,10,220.64453427252067
Mg,pipe_diffusion,0.1,50456668802883.305,247.11796320380643,38.359471997154046,855.1648661483299,4.835900583757356,6,242.8143049794688
Zn,interstitial_migration,0.1,1028360964898.1194,423.3862907954366,909.6931337790614,1121.36638023883,4.02585033881469,11,296.3511958701579
Ni,surface_diffusion,0.41719095113371746,52400619672724.945,119.26371965873017,467.4015661206387,469.3884388089109,2.537870211282221,10,253.55683201826773
Cu,interstitial_migration,0.1,41780340161522.1,425.4654137166205,640.2628272605982,426.94197022535445,2.681182337008135,8,56.05646560319983
Ni,pipe_diffusion,0.3504193717905586,50498037431066.12,330.094138921288,278.13077318957556,519.3467810232421,4.677883595246423,7,266.3439030255274
Ni,interstitial_migration,0.16622668397990442,39569929595424.19,187.05256747815324,664.7259153046967,886.8997714968554,2.0604297823508175,10,280.66932992459084
Ti,pipe_diffusion,0.5770728300582237,72891931078001.52,401.43318619877306,392.6922949941777,484.1881766816943,4.72914848705479,10,68.48717246742532
Fe,pipe_diffusion,1.049011266677038,48474848818261.72,87.25520119543478,633.7494030166451,879.5708393281701,2.9819364285890986,6,76.06943945788656
Ti,surface_diffusion,0.7981469847840232,1205983278452.29,172.9130818928396,680.3734879558715,484.2225071596114,5.726127205638316,6,162.55348273914427
Ni,pipe_diffusion,0.6032979517324877,18843131530027.656,200.32750088651585,708.9805741185866,809.2277707675569,4.041582490080396,10,201.9303510654923
Al,surface_diffusion,0.11648634776661242,67691778747442.08,158.77906980984235,157.05969999488113,303.93631119088155,2.275430150430166,5,106.2804842667856
Ni,surface_diffusion,0.6059938726334678,27999699426015.906,46.959928584037804,660.1824117398779,754.6895571287557,4.6323955392300125,10,91.68331195133581
Cu,grain_boundary_diffusion,0.45158733610717894,17348869710222.605,196.47246948327697,955.9075221924908,694.3883530000904,5.964571094972548,9,257.21564329188794
Cu,pipe_diffusion,0.1453979970678441,4636090701685.641,317.7415077732441,114.82023125906422,1105.765332740705,5.195850101027885,5,100.09177368578719
Ti,pipe_diffusion,0.8116623645665781,46501555505586.79,304.0352238495408,117.06810203313,890.4131216323557,3.1480007163158796,5,156.44546901604497
Mg,surface_diffusion,0.3024997067369641,55133806821934.016,88.85040739476646,995.2295125700424,977.6889238159642,3.26955829453309,5,118.9957584177977
Zn,pipe_diffusion,0.1723426640399066,45082632566887.22,76.41408886294614,42.40699719817646,522.1305706386325,5.933122410300696,5,124.4159486895534
Fe,pipe_diffusion,0.7282741249248849,27564775446813.21,206.24109963463815,942.126544951987,765.092016429651,3.533442076540148,11,292.699537318168
Ni,grain_boundary_diffusion,0.88602495473784,71841393911834.14,62.97120817626134,197.34295783977734,560.5227198052826,2.440977946722266,4,218.11998739562668
Cu,surface_diffusion,0.38573661232772194,8022827529023.626,92.11456513599198,617.4154012324021,346.9001957488529,4.381431119255895,4,80.59120719150607
Zn,grain_boundary_diffusion,0.16873886340639316,26828338214556.066,319.43920280326375,950.2621967657262,343.87036981837974,4.916666811242338,6,142.80873361852986
Fe,surface_diffusion,0.8792422954329517,90428789421656.19,26.66539491929448,717.7217065706113,788.9640243339677,5.994777012121773,8,238.24986885840534
Fe,interstitial_migration,0.31646738250311823,38003156226457.484,280.8316684714896,734.4024209371827,1048.1996852474817,2.55151287692779,8,185.47023844317027
Ni,grain_boundary_diffusion,1.1486814294266725,76457876519682.16,11.110319759969178,343.6132912168381,1078.8337213509521,5.8127303876435406,10,63.56709268310921
Ni,grain_boundary_diffusion,0.4305604216473932,16718852342438.963,253.65925033982444,138.25820038289066,1084.437435856405,2.8246593785248284,5,141.08115127885043
Mg,vacancy_migration,0.3040212765859365,73588737388559.61,147.92558260602206,172.91724785362217,752.7616171309478,3.4471101377549362,5,268.4223408475209
Ni,pipe_diffusion,0.34652011330106597,2745509484468.446,262.79749491418676,147.55647658332092,1123.2218322374088,4.148296863613304,10,262.0572831382122
Mg,interstitial_migration,0.1,72178320991337.98,331.06172031764396,517.5429566442422,953.1579804267641,2.5707231259247503,7,165.811036370952
Mg,interstitial_migration,0.14179901847983378,91590517247839.3,18.975243130440745,159.36926635635845,412.60454368453696,5.528202067863862,9,102.70422948842116
Fe,surface_diffusion,0.600181214475167,83652576120630.3,117.04631808303596,199.39751185147028,1175.8182495254373,3.676464869075356,9,280.34185067487965
Ti,vacancy_migration,1.4489990092820288,77233892252530.2,208.24520618453496,965.836029053407,839.2773819189973,4.540204280809957,10,275.90776509427633
Mg,pipe_diffusion,0.1,9243817249499.328,489.9856448045251,369.5447358079349,452.1603550481517,4.537147658484191,6,132.3189323056144
Al,pipe_diffusion,0.24698663976953794,73159487059546.48,140.4070156044564,628.1498584754964,624.899327727139,5.9098210733398435,9,145.38471061838663
Ti,interstitial_migration,0.1,13726608188184.484,412.77034575367725,185.37358358991898,350.04586276811136,3.5461706526963246,8,106.08679659294114
Al,pipe_diffusion,0.3694301333654339,90308540106112.97,37.80079444733953,293.5326126433027,379.283565640698,4.753412798160913,10,254.38277630112628
Al,interstitial_migration,0.1,78850029723638.9,288.1544099445283,489.41782515214663,1061.3634288807114,2.7641806426211812,10,90.74306636983158
Ni,grain_boundary_diffusion,0.5518985217439323,9727309780977.613,410.79418074290686,845.6157694592642,963.2816361490366,2.2326121119594005,10,195.44376494444214
Al,interstitial_migration,0.18337939895576058,15972784753996.434,59.41869445024556,420.8089171804944,544.5748080484731,2.5782434144887887,4,230.53687968569915
Fe,surface_diffusion,0.23376843221923801,1471144966920.5967,375.5958947786571,158.86025143246454,1019.0120833383935,4.996754076141931,11,270.68420974556113
Al,interstitial_migration,0.1,13526041955242.22,253.82999822561547,421.5968437988459,704.493097777241,4.441231126160384,11,193.1919757193899
Mg,surface_diffusion,0.12366551754009748,77979927676865.97,185.92465135197943,726.8356575724991,749.9851784443516,3.0860663109322855,4,269.0519315969099
Fe,interstitial_migration,0.1,13952212428781.69,433.39188896917295,269.9103385409648,455.10235092132655,2.5482081510082324,7,173.447192564102
Cu,grain_boundary_diffusion,0.46136909295309536,44962409002030.94,184.51487819129892,673.1007404968692,1144.4968007188668,3.820741512137533,5,140.94038874543395
Al,pipe_diffusion,0.11545636676531924,22843948523216.746,355.05204729641565,885.981398194215,762.5142412947056,2.940680956498447,11,105.70013435212005
Ni,grain_boundary_diffusion,0.6926461460294147,24941664500492.082,192.00751486359212,627.0263859358714,696.0298377036048,2.3156130903383287,8,266.5288445563226
Fe,interstitial_migration,0.16251331079915557,28924694829883.395,168.1703192603834,775.204204956158,944.6648974381545,5.540215012119862,8,120.40093727576233
