material,defect_type,crystal_structure,formation_energy_eV,temperature_K,defect_concentration,supercell_size,k_points,exchange_correlation,cutoff_energy_eV,convergence_threshold
Al,substitutional,fcc,0.7255247497230777,532.9131675280717,0.003165254851613288,216,11x10x9,HSE06,503.4843789662538,3.537202458865898e-05
Al,vacancy,fcc,0.8554052340226812,312.77697102455136,0.0025770623556365282,64,8x10x5,PBE,782.3372588700655,2.443481527864211e-05
Zn,dislocation,fcc,1.0784462572696665,393.3807091822707,0.002954924941101336,108,4x9x11,HSE06,468.18500463265684,3.906706555692038e-05
Zn,dislocation,fcc,1.235279270153806,1014.6130052393664,0.00576531254249552,64,8x4x8,PBE,494.398642363695,1.5210930838433026e-05
Mg,dislocation,bcc,1.3519721922728845,814.0792655666223,0.008634452346316056,512,11x9x10,PBEsol,663.9973800541269,3.948807287329809e-05
Ni,substitutional,hcp,1.351979032268212,411.9796981667041,0.005996373003180497,108,7x10x7,LDA,577.3756411344176,3.277870751844888e-05
Fe,dislocation,fcc,2.001237852300965,584.069893830437,0.004910706606926432,108,7x7x10,PBEsol,711.7460681340478,5.272718408016826e-05
Ni,interstitial,fcc,4.393793183849201,944.3862241875516,0.006073636843513867,108,5x9x8,PBEsol,511.3070643275079,4.014640875399543e-05
Zn,interstitial,fcc,2.032459023405681,420.4003304945712,0.009533118368656144,512,5x7x5,HSE06,686.1456460915558,2.784308308467822e-05
Fe,grain_boundary,bcc,1.775747596302517,425.3875341402417,0.00866240407875619,512,4x8x11,LDA,526.7616550882499,2.7412660393949257e-05
Ni,vacancy,fcc,2.086100417137342,623.708005100761,0.006872656200263369,64,5x4x8,LDA,490.33585288935683,1.842645074907225e-05
Fe,interstitial,bcc,4.873776686014745,564.5250844544404,0.004463817273505626,216,8x4x4,PBE,627.5932777216491,5.361644538190027e-05
Cu,vacancy,fcc,1.568700257719037,547.1992828091148,0.004744874706557594,216,8x11x5,PBEsol,685.7838735543128,4.501813813347656e-05
Zn,substitutional,fcc,0.45199020294931314,463.5872379850748,0.005041824286342466,64,7x10x10,PBE,582.0302542081538,1.719182565848855e-05
Zn,substitutional,bcc,0.5828415671365281,990.9881559429039,0.0011405449053052924,64,4x7x4,PBEsol,722.709427859507,2.5928869839037268e-05
Cu,grain_boundary,fcc,1.0663616297693839,790.8851551905418,0.0013350299388965477,64,11x9x9,HSE06,595.4169865761029,5.2895430835267426e-05
Ti,vacancy,hcp,2.2801748214810416,416.1775756282156,0.00742324526858271,64,6x5x11,HSE06,454.2645868641511,2.6744755984990957e-05
Mg,grain_boundary,hcp,0.9263363060687565,814.9547656053927,0.009323549068195474,216,7x9x6,LDA,511.65218830970787,9.313655330067743e-05
Al,interstitial,hcp,3.4280961267883567,1176.9953795746278,0.009756043589647368,216,6x10x7,HSE06,707.1505454534845,7.542766414935839e-05
Ni,substitutional,hcp,1.2831439122551511,931.3491913186494,0.004593977212283971,512,9x8x10,PBEsol,510.0680449952272,4.039807429169496e-05
Ti,vacancy,hcp,2.3408904008197284,730.0806194218222,0.0035534844583949895,108,10x7x5,LDA,537.2206930078603,6.702666253518675e-05
Al,grain_boundary,hcp,0.892044508150402,369.27226470721564,0.006707979489404915,216,9x9x4,HSE06,540.7719082927107,4.5168776389259786e-05
Zn,grain_boundary,hcp,0.8432761809037886,948.652600824011,0.005140719675395222,64,11x4x10,PBEsol,702.6586197409595,5.8661072611941294e-05
Ni,dislocation,fcc,2.102589953742177,315.7483925886497,0.0004909974450677643,64,4x4x4,HSE06,797.9099818295624,9.668933293695918e-05
Ti,substitutional,fcc,1.9984287759509796,967.5157160926408,0.006752633144782813,216,5x9x5,PBE,703.695591862798,6.235503759466503e-05
Zn,interstitial,bcc,2.5236666059739927,856.4565189123479,0.007814839425458337,512,9x8x7,HSE06,780.1228054944725,3.06939104900083e-05
Al,vacancy,hcp,0.827604344838194,940.9981846594428,0.0017597269439032022,108,8x4x11,HSE06,768.4575520723367,9.76325163957576e-05
Ni,substitutional,fcc,1.2411704575421536,816.5362225106841,0.0035084254524801115,512,6x8x6,PBE,793.6357855866056,2.9932646717199403e-05
Zn,vacancy,bcc,0.8087289619043363,1090.871871309237,0.0019674756566706825,512,5x8x7,LDA,670.7280174520188,3.0857100117481606e-05
Fe,dislocation,fcc,2.396381253816917,761.934454113398,0.001073116719690666,64,7x8x8,LDA,466.73943128223107,9.244940819180084e-05
Ti,interstitial,bcc,4.505500683600135,506.4541519389438,0.0021838128150033116,216,4x10x9,PBE,465.4464816553105,6.948598627505626e-05
Mg,substitutional,fcc,0.6865906450960148,396.32622078993427,0.007807212342412116,512,8x10x9,HSE06,431.320668191823,5.776975071021045e-05
Cu,interstitial,bcc,3.5726706030652924,726.6686376970719,0.008756975590733473,108,11x5x8,HSE06,550.1285383092055,6.304858150569079e-05
Al,vacancy,hcp,1.0080001765413,664.6774283177967,0.005960839911180995,108,11x4x4,PBEsol,430.7182737146936,4.195689715909301e-05
Al,dislocation,fcc,1.536532412971408,867.1575763983373,0.009884916354383561,64,9x6x9,PBEsol,508.68703955927185,8.177962315210546e-05
Al,grain_boundary,bcc,1.066561017989051,677.036301543677,0.005146103341692637,216,10x10x4,PBEsol,428.0274782884758,6.6059301803782455e-06
Zn,dislocation,hcp,1.2534036896359555,1058.6509342105774,0.004459420311978219,216,10x4x5,PBE,600.0135662278432,1.3653372591677891e-05
Mg,substitutional,fcc,0.7069264361672305,1073.0391143922548,0.003448352899231842,512,4x7x5,HSE06,652.0074722475309,4.2320911238246854e-05
Ti,dislocation,bcc,2.2432589312320466,704.709279465348,0.003453300256018474,108,4x10x4,HSE06,740.6325600068949,8.651517267353532e-05
Ti,substitutional,hcp,1.800097612261058,691.7634517688707,0.005252013787222173,512,4x4x6,PBE,692.887682524889,2.4068877475286646e-05
Zn,interstitial,fcc,2.24314678897543,820.3965431009606,0.005976726766249135,108,5x8x9,PBEsol,543.4970042171554,9.956887249076058e-05
Cu,vacancy,fcc,1.7370741734898882,1020.7362898737753,0.004511849567908617,512,7x5x4,HSE06,487.0899595195609,2.578368647075722e-05
Mg,interstitial,hcp,2.553468655639333,1108.8009313973976,0.0045656320445599885,216,6x4x10,LDA,562.5328923855071,9.273195293861974e-05
Fe,interstitial,bcc,4.292143432048936,325.40588368563573,0.008551798284369756,216,6x5x10,PBE,469.9139951533464,6.51550014874662e-05
Fe,vacancy,bcc,2.440341290445398,304.3815668899529,0.004127369805543114,64,8x11x11,LDA,555.7559118667493,7.352865722479948e-05
Zn,interstitial,bcc,2.3593684648377518,337.4038634450327,0.002068769962765397,64,11x11x11,HSE06,535.4027517701892,1.7020894646627276e-06
Mg,substitutional,bcc,0.7389732410577725,1109.1215843845355,0.00623781351714987,216,11x7x7,LDA,759.0129306088336,9.086836312136769e-05
Cu,dislocation,hcp,1.8529905449642055,480.82020571697024,0.008051386968337895,216,8x6x6,PBE,550.8030847834979,9.652793154868077e-05
Zn,grain_boundary,hcp,0.8618744705832855,899.3524494724178,0.008226752027335792,64,7x10x8,PBEsol,666.9327398670773,1.343262816830591e-05
Al,interstitial,bcc,3.367849250838955,782.8730475541033,0.00859954720111991,64,6x6x7,PBEsol,429.159380748662,6.305645753709166e-05
Ti,vacancy,hcp,2.39509521090514,1140.9781951582622,0.0020661375053160924,512,5x7x7,LDA,435.7892491241549,4.238042446518444e-05
Ti,interstitial,hcp,4.642072437509416,702.7526007295573,0.0010198156479615567,512,6x11x5,HSE06,493.47617953014543,6.428098110960602e-05
Mg,vacancy,bcc,1.021868178695231,414.3994417803216,0.004275991011741761,216,8x9x10,PBE,431.5719420153649,1.997546056419716e-05
Zn,vacancy,hcp,0.8955464748798846,654.7714451399172,0.008482183082400402,216,9x9x4,HSE06,621.6750604019164,5.920233016458664e-05
Ti,vacancy,hcp,2.4491018381853586,737.8344891591805,0.0033411214386511764,64,6x6x11,PBEsol,468.21521955929035,4.528770435155694e-05
Al,substitutional,bcc,0.7184794384250561,568.643788267467,0.006723946217464013,512,4x9x11,HSE06,703.8080594867777,2.1392830234658848e-05
Ni,grain_boundary,fcc,1.4943672060505457,557.4809298281345,0.0072279639914319465,64,9x5x9,HSE06,541.0116965202069,7.254567387297418e-05
Fe,grain_boundary,bcc,1.6727536060362747,510.9330816100879,0.00123654130752836,216,4x6x11,LDA,617.9298702693727,2.770450412150294e-05
Cu,vacancy,hcp,1.2454248263178949,402.28143482704746,4.017983113598153e-05,216,6x7x10,HSE06,666.7862813948727,2.087057144846543e-05
Ti,interstitial,hcp,4.7665888511070005,1139.8736253441166,0.006374387409611008,512,5x6x11,PBE,447.20241064774996,7.589737755539783e-05
Mg,interstitial,bcc,3.0433821041496882,1151.568204592135,0.005798134646183035,108,11x7x6,HSE06,481.14927036569384,7.48172049195297e-05
Zn,substitutional,bcc,0.5237358110817872,314.2666580086887,0.007299505269338926,216,8x8x5,PBEsol,421.130357563441,6.29582783032552e-05
Al,substitutional,hcp,0.8833551037052702,805.4350569409748,0.0017089662493558011,216,8x4x11,HSE06,444.0569131675866,3.956208656859546e-05
Mg,vacancy,bcc,0.8997845127320424,531.1470339526667,0.0009260736952097615,512,10x10x6,PBEsol,462.3406146205774,2.510081905977566e-05
Ni,dislocation,fcc,2.0307227141433333,301.1412692239412,0.008940177971970144,512,8x5x7,HSE06,534.8849961625143,4.082378095467066e-05
Cu,grain_boundary,fcc,1.1323142985701926,995.556075083853,0.008031901945815679,216,5x4x8,PBEsol,544.6429273701558,4.1235435559211644e-05
Zn,dislocation,hcp,1.156262930231078,1187.340751762426,0.007807040064803936,512,8x6x7,HSE06,553.5089831909637,9.723585421198117e-05
Fe,dislocation,hcp,1.9502677986012347,899.2477448866763,0.002155913062620141,64,11x6x5,PBE,466.71493407346964,7.994463484022477e-05
Ni,dislocation,fcc,1.6243297361259645,603.7293411416747,0.00018179284096464868,216,7x8x6,HSE06,796.2995237572875,8.839949310517088e-05
Fe,substitutional,fcc,1.4567008433521476,387.6390561972038,0.003031354545989842,64,10x5x8,PBE,734.216089817483,9.619966308489503e-05
Ti,dislocation,fcc,2.5702931472626673,1044.1810624560258,0.005626991573604522,64,9x11x11,PBE,440.9985316756851,5.401103001603846e-05
Cu,interstitial,fcc,3.285091187406367,1156.5321657514835,0.003197888772549203,512,5x9x9,HSE06,681.2799139101948,3.148309432278621e-06
Fe,vacancy,bcc,2.2058836885121185,638.5714218926599,0.0036740378122575227,64,4x10x9,LDA,691.3689949197753,3.2329003076812305e-05
Al,dislocation,fcc,1.4956635759861472,882.9480489785508,0.0002939651315910803,64,7x4x10,PBEsol,576.9341832200862,6.71984176048914e-05
Al,substitutional,hcp,0.7612545375961145,333.80960658958253,0.007172097289020531,108,9x10x11,LDA,565.7736187873326,7.64820076719709e-05
Ti,dislocation,hcp,2.9282820155639624,1042.0653628199364,0.004177667961162786,216,11x4x5,PBE,799.7345119934017,1.8358089896309136e-05
Zn,substitutional,hcp,0.624959446871054,702.7502230293856,0.009550274173197074,216,7x4x11,LDA,496.09800738572153,4.751062782341948e-05
Ti,interstitial,hcp,4.769277960354639,354.0977004705562,0.009159433690149026,512,11x9x6,PBE,415.7670340481452,7.438956212672547e-05
Zn,grain_boundary,bcc,0.6338175767155751,777.0471052911428,0.0002793826715746004,108,11x6x9,PBE,506.4431824677197,8.348597431875994e-05
Mg,vacancy,hcp,1.0240864796142388,698.6559096731395,0.005614822340953311,512,5x8x4,LDA,752.9764765390327,2.114759972485676e-05
Ni,vacancy,hcp,1.96982326436438,672.3596078222968,0.0029931849441823446,512,7x10x4,HSE06,479.66275903882683,4.3054623951809766e-05
Ni,vacancy,hcp,2.13181485785481,1189.533510049414,0.004653310035227958,108,11x11x4,LDA,597.1585142338411,1.8906577918108302e-05
Zn,substitutional,bcc,0.6279846855335391,997.1873578137158,0.005621885393522023,216,8x11x9,PBEsol,685.4608297974971,2.5987769779272975e-05
Ni,substitutional,bcc,1.3345564156443324,1171.9332215200238,0.004842647180337069,108,5x10x5,PBE,413.14267909615853,5.041781349300351e-05
Zn,vacancy,fcc,0.8477483519156713,612.5596268751281,0.0026530199965042437,108,6x7x11,PBEsol,740.7877014223367,3.6304282374564225e-05
Mg,substitutional,fcc,0.7925114588727892,1041.5067434621978,0.006475550435906062,512,11x9x7,PBE,691.0252141728803,6.335736761813471e-05
Ti,substitutional,hcp,1.7299480194210826,1053.0567175294073,0.001637592961633549,216,9x10x4,PBE,786.4085836520834,1.3932803774178615e-05
Zn,vacancy,hcp,0.8304582086598493,481.0577090599915,0.0008015539618871271,512,6x10x7,LDA,623.8467422578896,2.8655173902191434e-05
Fe,interstitial,fcc,4.637520870866702,757.6311317772235,0.0023297854846561676,216,4x6x5,HSE06,650.925654804105,4.769817792222974e-05
Ti,grain_boundary,fcc,1.952347804878149,1057.4539137820339,0.005546650291620239,64,6x10x5,HSE06,649.3646925345058,9.70849124021211e-05
Al,grain_boundary,fcc,1.0054395261869995,377.50449945573644,0.005591807427973222,512,6x4x4,PBE,593.4855329562853,3.0165729961105152e-05
Fe,interstitial,fcc,4.0410160424484,347.6423420119364,0.00754957046531072,216,9x8x7,LDA,727.4987241536767,1.2552222873654083e-05
Mg,grain_boundary,hcp,0.8046162688615408,305.2782550984452,0.000786020174667645,512,8x7x11,LDA,601.2174990228086,6.654907075500974e-05
Cu,dislocation,bcc,1.5356963216311428,723.6308995419554,0.0004924347550614253,512,9x11x6,HSE06,646.4962597322449,4.8804974877468515e-05
Fe,dislocation,fcc,2.379930712725254,795.6214423235821,0.009444692415132497,108,5x5x6,LDA,614.7436586010474,9.372045158901308e-05
Fe,substitutional,bcc,1.483489653761179,905.5432997022758,0.0053047117790521,216,5x11x6,LDA,445.29248930365014,4.1230274122468685e-05
Mg,substitutional,bcc,0.6794821236088225,611.0912419876734,0.007433201457765544,216,4x8x5,PBE,655.7499202171102,3.446187932182051e-05
Zn,grain_boundary,fcc,0.8365503093268001,504.06080420852527,0.00602021154839155,216,10x8x7,LDA,758.5026865886316,6.888556411364341e-05
Cu,interstitial,hcp,3.3274956349945595,667.869386527675,0.00428976067597761,216,9x9x5,PBE,518.4707062235994,5.7656097639658116e-05
Al,substitutional,bcc,0.7370187655812332,575.1805147611371,0.0007293801301544524,64,9x9x4,LDA,723.0809476176228,2.538847647698789e-05
Ni,grain_boundary,fcc,1.5298993141580597,774.8216601828153,0.006554704348428172,216,8x8x4,PBEsol,560.3528540511642,3.0441939874136982e-05
Ti,substitutional,hcp,1.945212798024184,1022.8909109196838,0.00561920768545889,512,8x5x5,PBEsol,521.8092756605533,3.4610920756636223e-06
Zn,dislocation,hcp,1.2268318996276775,1036.1671449142382,0.009299287709693502,512,8x7x4,PBE,575.4671088126302,2.2609046679367884e-05
Cu,substitutional,hcp,0.8745973704778753,694.0033295696579,0.002308115167480331,64,10x6x9,PBE,414.06279681940055,5.793197148945608e-05
Mg,grain_boundary,fcc,0.7949700059251626,1140.1095947248668,0.003446621360673991,64,8x5x8,HSE06,576.7631379915704,1.514174485160045e-05
Cu,substitutional,fcc,1.0949943168857683,729.3988359245335,0.009945648002588563,216,6x4x8,PBE,445.67351209485287,5.231355352048911e-05
Zn,dislocation,fcc,1.1690310890038946,1123.6504241770995,0.00465258912578359,512,9x8x10,PBEsol,717.1360181094109,9.066992227300834e-05
Mg,dislocation,fcc,1.2167732475707371,401.556490065196,0.008700379230276136,512,6x11x9,PBEsol,406.00901679222653,3.1958616219004346e-05
Cu,interstitial,hcp,3.2720295535981583,752.8201992734878,0.0031600422880339826,64,5x7x9,LDA,625.7134006933727,4.1618987491450705e-05
Cu,dislocation,fcc,1.801755699799222,533.8149745540443,0.0025473622026380358,512,6x8x6,LDA,719.8767448011165,7.420799073452723e-05
Cu,grain_boundary,fcc,1.162245326024046,346.86516559914276,0.00012920367345654765,64,4x7x7,PBEsol,774.2997046098201,6.0163705902313585e-05
Mg,dislocation,bcc,1.130920505626917,353.9326397889733,0.005176477051073024,216,8x7x11,PBEsol,761.645464191802,1.6496392128158384e-05
Zn,substitutional,hcp,0.44261151742981997,839.1099397922108,0.0007182817021305023,64,9x10x8,HSE06,694.191355333299,9.921540169454428e-05
Fe,interstitial,bcc,4.504990546615856,510.5305387014464,0.0020071202693755885,108,11x4x7,PBE,601.2290401086436,9.208543558053637e-06
Ti,interstitial,hcp,4.154898564220519,471.99506042203046,0.007687873043030883,64,5x10x7,HSE06,741.7820332741614,1.4835621360049424e-06
Mg,dislocation,fcc,1.323699457004632,893.4216485509596,0.005107319161487377,108,5x4x9,HSE06,722.6831230980246,1.3619748231202783e-06
Cu,vacancy,hcp,1.7318358432106065,865.9858299719747,0.007628716175562445,512,4x9x6,PBE,593.226498077321,4.2190996370459935e-05
Ti,substitutional,hcp,1.6531271504108715,979.5543733345645,0.006723595773126419,108,7x11x11,HSE06,484.11047116074457,5.702297190507414e-05
Ni,substitutional,fcc,1.1018699039315265,553.6124827583394,0.007220109486369497,216,7x5x6,LDA,779.0494634082668,4.80419157362402e-05
Cu,dislocation,fcc,1.9698687118227136,575.0836471525652,0.0059302340269733545,216,11x4x4,LDA,454.60120483343286,2.3638404387075735e-05
Fe,interstitial,fcc,3.2863003068449963,306.38687924539846,0.008194162911433961,64,4x10x9,HSE06,603.5767124037145,3.258534905740793e-05
Mg,substitutional,hcp,0.7594679601337545,922.171592401706,0.009028390241052611,216,7x5x9,LDA,424.27322758027293,4.1920903527248033e-05
Mg,dislocation,hcp,1.1952107595588808,618.2176112690476,0.0013255570712245297,64,11x4x9,PBE,737.0138033407206,3.1017611182207815e-05
Zn,grain_boundary,fcc,0.8298284194678941,1069.1571232096298,0.008022227885349729,108,9x7x5,HSE06,666.8147428501416,9.12461118390422e-05
Al,vacancy,hcp,0.8646878521013183,631.8326316035652,0.0069005682135826075,216,8x10x7,PBEsol,483.2927234432858,2.5797811728226584e-05
Cu,vacancy,hcp,1.5557549525889212,318.95200520068806,0.00036521800757389984,512,4x5x10,HSE06,717.0649907006468,6.0776504805531586e-05
Ti,substitutional,bcc,1.8868398635294252,708.7929777887227,0.00863443671520315,216,11x4x9,PBEsol,773.0592402169914,3.892282183567935e-05
Ni,vacancy,bcc,2.102421872820463,1090.4272209591118,0.0052730242443568215,108,9x5x11,PBE,582.0496924131078,5.6035289690357716e-05
Cu,interstitial,fcc,3.4290645975463367,909.3844063052799,0.007785380284736574,216,11x5x5,HSE06,769.7977131096211,5.2652579353300546e-05
Ni,dislocation,bcc,2.0931702121032725,464.362617227791,0.005740177775142388,64,10x10x11,LDA,562.729058959386,4.6546347558008616e-05
Cu,dislocation,hcp,1.4187378778826596,377.2148564095405,0.0009102635636804985,64,10x7x5,HSE06,528.0440564023604,8.399693750085258e-05
Zn,vacancy,bcc,0.8214163398224208,535.5042299737559,0.0006708439528640804,108,8x10x6,PBEsol,675.3605162837428,1.6686791577895536e-05
Ti,dislocation,hcp,2.643542609028337,814.7077702130583,0.009074724300287908,512,6x5x5,PBEsol,706.2609346820732,7.910149004580225e-06
Al,interstitial,hcp,3.217685106415286,798.7135470224468,0.005271945795697506,64,11x10x7,PBEsol,773.4372574805006,7.227599439757848e-05
Mg,grain_boundary,fcc,0.9442792570855681,393.5634383211506,0.00962369079922883,108,6x6x9,HSE06,692.3712143732133,2.9484125014512906e-05
Ni,interstitial,bcc,4.762225240499109,929.3816290397733,0.007111507048335844,512,8x8x6,LDA,538.5064166138994,8.096619002687074e-05
Cu,substitutional,bcc,0.9607243411199475,710.4895739963325,0.003978335741958866,512,5x4x10,HSE06,637.0272731059307,3.8612504805239435e-05
Al,interstitial,hcp,3.2238675222457402,981.7935538200342,0.008097894268568726,64,6x10x11,PBEsol,778.9227596947849,3.7532755508706105e-05
Cu,interstitial,bcc,3.203968302994594,665.9728741964734,0.0038322615211226992,64,10x11x8,LDA,741.7032246215758,7.838190909887785e-05
Fe,substitutional,fcc,1.5816895071163923,1121.0291049910402,0.009460810105070244,64,5x9x7,LDA,743.3881010393052,5.509265625396188e-05
Al,interstitial,hcp,2.96019249942937,341.4622527079208,0.0054392353336900155,216,9x10x9,PBEsol,701.4722062171961,9.684311140420554e-05
Mg,dislocation,bcc,1.2903676470379577,350.40207804510015,0.0048015981716949116,512,8x4x4,HSE06,506.114035634421,9.049135345379904e-05
Cu,substitutional,bcc,0.9709246691773559,1035.3004351478676,0.004088521379694455,64,10x6x5,LDA,593.9434958864415,3.614451646558024e-05
Ti,interstitial,bcc,4.9109179555235025,688.4258962057584,0.007636267067813049,64,9x4x4,LDA,513.4028761083757,9.489409039860779e-05
Al,dislocation,fcc,1.446685896525966,357.8274506591499,0.006428122724048591,216,7x6x8,PBEsol,655.7545685816392,1.3774604480053068e-05
Ni,dislocation,fcc,2.1942774080663656,328.0922043048728,0.009668688637383642,216,7x9x11,PBE,789.050641773021,6.107582979526971e-05
Cu,vacancy,fcc,1.584537033110846,734.1205877244777,0.0070289615740569645,216,7x9x10,LDA,621.4711334157734,1.965011592415243e-05
Fe,grain_boundary,fcc,1.5383387166090894,344.8029013707394,0.0026857322618987567,512,7x7x9,PBEsol,539.9213418046318,4.305802478451315e-05
Fe,substitutional,fcc,1.7090393239277695,999.599262673974,0.005567263844764854,64,8x5x9,HSE06,750.1452959603043,7.07448700047568e-05
Al,dislocation,hcp,1.4648654488269977,635.8866321946141,0.004932981682766833,512,6x5x5,LDA,519.2230287179239,4.283139864216163e-05
Ti,vacancy,fcc,2.3191084641398363,662.5069806418455,0.005888513891292076,512,9x5x8,HSE06,631.9065829737092,6.227458111357994e-05
Zn,vacancy,bcc,0.9717654718688564,322.22756791750015,0.008102781046042352,216,11x6x4,HSE06,407.35239591009685,6.92742134462317e-05
Al,interstitial,fcc,3.2453860472003697,664.0675720124116,0.0036367508804514485,108,11x10x4,PBE,435.8080787187369,4.3944049166308216e-05
Ti,dislocation,fcc,2.5715166930593245,789.0652669784376,0.0030483043670604605,64,7x5x7,PBE,459.39327320211373,5.5875769878947305e-05
Zn,vacancy,hcp,0.8233655276305726,465.0648137487657,0.004317170481223691,216,8x6x8,PBE,511.8405730580527,1.3613399097847472e-05
Cu,interstitial,fcc,3.478953519933077,605.6945584332984,0.00707977031918519,64,8x6x10,PBE,757.0445312176588,4.640633991002652e-05
Mg,substitutional,fcc,0.7727971420771231,1185.3586685973055,0.009607186801946504,216,9x7x11,PBE,553.4138049735908,8.382540082639816e-05
Zn,substitutional,bcc,0.510080960997888,602.5442319700678,0.0030853836566142813,64,8x7x5,LDA,405.10617060715896,8.728363378936653e-05
Fe,substitutional,bcc,1.4370805875249908,372.95360748984285,0.007164813362606342,512,8x11x6,PBE,722.9911742607635,1.1826234407838407e-05
Mg,grain_boundary,fcc,0.8301049215696347,491.4542695172458,0.0060362542907943986,64,11x10x7,LDA,733.1574379548917,1.338380207380395e-05
Ti,interstitial,bcc,4.710374497573739,594.2478902292255,0.006067286542655661,108,10x7x5,LDA,699.3443333714479,7.860893025682721e-05
Ni,substitutional,bcc,1.5057607288780552,955.7536411134992,0.003549102388583152,512,4x8x5,HSE06,508.89621700241787,3.903191503739279e-05
Al,substitutional,fcc,0.7893639859993375,1010.1365437818424,0.0035104052636369884,64,4x5x6,PBEsol,567.1629935181638,7.509222809609875e-05
Ti,vacancy,fcc,2.5293458079529842,933.5430003310639,0.009456789696970995,512,4x10x8,PBE,670.2576255459554,5.471496980102244e-05
Ni,interstitial,bcc,3.8134314145395853,948.5546615973435,0.005003551258388794,512,11x9x4,PBEsol,519.2157328377804,4.1797560302103345e-05
Ni,substitutional,fcc,1.4343255698952706,960.8448274776439,0.0037116898049042906,216,4x7x4,PBE,566.979313558585,7.333722214131063e-05
Fe,vacancy,fcc,2.567107411367299,343.05493125633495,0.008501869280105271,108,4x5x8,HSE06,667.2077810050239,1.8491549103454217e-05
Ti,vacancy,hcp,2.508166292103716,469.11322991857486,0.006248329191788534,216,8x10x11,PBE,736.2414491092768,4.7815052898843965e-05
Ni,grain_boundary,fcc,1.4971135711571901,383.0421041064865,0.007295439768802649,512,7x4x4,PBEsol,760.4710492869423,7.531623241388384e-05
Ni,grain_boundary,fcc,1.6522264862521763,1054.0859431074264,0.008827934214565342,108,4x8x11,PBE,575.3194432132664,2.7006637678120515e-05
Ti,vacancy,hcp,2.378575449819545,916.8964701341622,0.007790274933846453,64,4x7x7,PBE,667.7541694679477,4.8222199622439327e-05
Fe,grain_boundary,fcc,1.448245092916712,549.6840613208813,0.006428377699570663,216,8x8x11,PBE,528.9041575277938,9.745619134793727e-05
Cu,dislocation,bcc,1.7916573242644787,562.4293153450416,0.00266972598169962,216,8x9x10,PBEsol,698.8898580354348,3.185862882778839e-05
Mg,vacancy,fcc,1.1625004843019482,1142.3947611016,0.006781546892864928,512,4x7x8,PBE,439.99409899351065,4.321041269803624e-06
Zn,dislocation,hcp,1.191405095403375,985.8294489351459,0.005374254525248107,108,5x11x10,PBE,457.83188409583386,6.983058167478793e-05
Cu,grain_boundary,fcc,1.1146528488622132,1137.7495777582267,5.4484537953534226e-05,512,9x11x10,HSE06,683.0141750981775,4.680609533709487e-05
Ni,dislocation,hcp,2.116549731637991,1123.1548090636725,0.002087310479671152,512,7x8x11,PBEsol,722.3430821336249,9.898392317351483e-05
Cu,vacancy,bcc,1.605528141845685,572.3763065731331,0.006624056227267623,64,10x7x9,PBE,626.0130099903799,6.729871327386398e-05
Al,grain_boundary,bcc,0.9981987334203581,852.4613505069518,0.0008780886995579234,64,10x4x5,LDA,715.1723753751068,8.419963281744471e-05
Ti,grain_boundary,bcc,1.663735997331256,600.7938035341032,0.0002583983550624148,216,8x8x5,PBEsol,652.988880964591,2.9541284650871376e-05
Ni,dislocation,hcp,2.0920416135498527,607.741044217254,0.009242260129991759,216,8x7x4,LDA,641.4324988492251,9.346118251968912e-05
Al,substitutional,bcc,0.7605193171934655,467.9206493282772,0.0026943276469347144,108,8x10x7,PBE,442.7965044698493,7.222653679932722e-05
Mg,interstitial,hcp,2.127654619822564,764.3512906728811,0.002535684038818647,64,5x10x10,PBEsol,622.6929231036871,8.561932124060589e-05
Ni,substitutional,hcp,1.1162168382063216,385.550883149308,0.0020054900086158237,108,8x10x10,PBE,482.9877752235509,9.067916901778077e-05
Al,vacancy,bcc,0.9814715941788664,418.56941966876775,0.006802697300683987,108,11x5x10,PBE,405.4559383343524,3.101873512514053e-05
Al,dislocation,hcp,1.101129055512648,669.470505916285,0.002314255783288305,108,10x11x5,PBE,629.9356151439499,4.082520197571192e-05
Ni,dislocation,bcc,2.14384445610288,567.97873830502,0.005997444429667595,512,6x4x5,HSE06,617.4382299645168,6.572401437265949e-05
Ni,dislocation,fcc,2.4201279677037224,1099.035876302237,0.0010475016784450546,216,5x10x8,LDA,628.485563845919,8.272755151132819e-05
Fe,substitutional,fcc,1.6504281408682593,935.4523031742277,0.004905053630789328,108,4x6x6,HSE06,703.5983049962911,4.838584218450196e-05
Al,substitutional,fcc,0.8018990396909367,655.2977850945147,0.004922669616691381,216,10x4x10,PBE,643.6115778827664,7.712903932763432e-05
Cu,grain_boundary,hcp,1.232055997658733,692.6200035278855,0.009719536501752796,64,7x6x4,PBEsol,745.3965801851273,7.747973658449191e-05
Al,dislocation,bcc,1.30422577079368,1179.680652942373,0.0003744920114191138,64,8x8x9,HSE06,590.1436270723474,3.69879312795574e-05
Cu,vacancy,fcc,1.474137092098511,426.78174355577517,0.0062498127603079125,64,5x7x6,HSE06,431.5922397464927,6.963644938659771e-05
Mg,substitutional,bcc,0.7335676233832629,1048.4165333194073,0.0015039559142172036,512,11x8x7,PBE,410.4633369293679,6.914474547093501e-05
Ti,interstitial,hcp,4.392211701397818,1115.2644509993752,0.005162961984177405,216,9x10x8,PBE,701.5122404345661,4.527416033858472e-05
