building_id,building_name,address,latitude,longitude,building_type,primary_use,occupancy_class,construction_year,construction_period,architectural_style,heritage_status,gross_floor_area_m2,footprint_area_m2,number_of_floors,building_height_m,floor_to_ceiling_height_m,building_length_m,building_width_m,total_wall_area_m2,total_window_area_m2,window_wall_ratio,roof_area_m2,usable_roof_area_m2,building_volume_m3,shape_factor,has_basement,number_of_units,material_structure,material_facade,material_insulation,material_windows,material_roof,thermal_u_value_wall,thermal_u_value_roof,thermal_u_value_floor,thermal_u_value_window,thermal_r_value_wall,thermal_r_value_roof,thermal_r_value_floor,thermal_r_value_window,thermal_thermal_mass_kj_k_m2,thermal_air_leakage_m3_h_m2,thermal_thermal_bridge_coefficient,thermal_solar_heat_gain_coefficient,thermal_infiltration_rate_ach,quality_overall_condition,quality_condition_score,quality_maintenance_backlog_cost_eur,quality_structure_condition,quality_structure_remaining_life_years,quality_envelope_condition,quality_envelope_remaining_life_years,quality_roof_condition,quality_roof_remaining_life_years,quality_windows_condition,quality_windows_remaining_life_years,quality_hvac_condition,quality_hvac_remaining_life_years,quality_electrical_condition,quality_electrical_remaining_life_years,quality_plumbing_condition,quality_plumbing_remaining_life_years,energy_rating,leed_certification,breeam_rating,last_major_renovation,retrofit_potential
BLD_00091,"Hicks, Porter and Williams House","8729 Mark Ridge Suite 269, Brittneyhaven, MP 67310",52.898885,82.984419,office,government,B,1870,pre_1920,Georgian,none,18494.02,1422.62,13,44.7,3.4,47.9,29.7,6934.1,2314.16,0.334,1697.74,1033.07,63564.59,0.375,False,1,timber,stone,mineral_wool,single_glazed,pitched_tile,2.354,1.925,1.388,4.827,0.425,0.519,0.72,0.207,384.7,11.5,0.103,0.46,0.23,poor,1,12369202,poor,51,fair,44,poor,55,fair,34,fair,34,poor,59,poor,46,F,None,None,0,high
BLD_00092,"Hart, Wells and Smith House","9409 Baker Shoal, Lake Brett, NJ 22850",50.722546,157.705352,healthcare,care_facility,I,1974,1946_1979,Post-Modern,none,11080.17,1108.02,10,39.0,3.9,39.8,27.8,5271.16,1455.94,0.276,1319.38,957.33,43172.51,0.476,False,1,steel,concrete,fiberglass,single_glazed,metal_standing_seam,1.108,1.295,0.825,2.832,0.903,0.772,1.212,0.353,285.5,11.62,0.084,0.41,0.85,excellent,5,372452,excellent,12,excellent,9,excellent,11,very_good,18,very_good,20,excellent,10,very_good,19,F,None,None,2017,medium
BLD_00093,"Harvey, Randall and Hernandez Center","130 Edwards Drive, Vaughnchester, NY 80648",36.595626,-146.562989,healthcare,care_facility,I,1972,1946_1979,Brutalist,none,13460.03,4486.68,3,10.3,3.4,80.3,55.9,2806.04,778.34,0.277,5318.14,3237.97,46227.03,0.208,False,1,concrete,concrete,fiberglass,single_glazed,flat_membrane,1.77,0.827,1.478,3.646,0.565,1.209,0.677,0.274,106.3,7.14,0.052,0.34,0.12,good,3,1204953,good,28,good,33,good,36,fair,43,fair,37,good,25,good,25,E,None,None,1998,medium
BLD_00094,"Taylor, Clark and Nguyen Building","2785 Lowe Ways Suite 973, West Angela, IN 39509",-12.421042,-68.718582,healthcare,clinic,I,2014,2011_present,Biophilic,none,26277.15,4379.53,6,19.4,3.2,102.9,42.6,5651.58,1670.88,0.296,5357.99,3856.85,85083.23,0.215,True,1,composite,composite_panel,aerogel,triple_glazed,green_roof,0.222,0.136,0.25,1.579,4.505,7.353,4.0,0.633,156.2,7.08,0.054,0.62,0.92,excellent,5,100763,very_good,22,excellent,12,excellent,11,very_good,22,very_good,19,excellent,9,excellent,8,B,None,None,0,minimal
BLD_00095,"Bush, Stewart and Bailey Tower","USNV Roberts, FPO AP 89187",55.811691,23.846761,mixed_use,mixed_commercial_residential,Mixed,1986,1980_1999,High-Tech,none,3790.05,252.67,15,48.0,3.2,20.5,12.3,3153.86,1039.93,0.33,289.46,195.38,12136.11,0.832,False,1,steel,glass,fiberglass,low_e_double,metal_standing_seam,0.839,0.565,0.733,3.372,1.192,1.77,1.364,0.297,299.5,1.96,0.089,0.42,0.47,very_good,4,1313717,excellent,10,excellent,10,good,26,very_good,21,good,33,good,28,excellent,11,D,None,None,0,low
BLD_00096,Cardenas-Blevins Tower,"41574 Lewis Views Suite 842, New Joycebury, IA 07154",89.807186,105.100730,office,government,B,1866,pre_1920,Art Nouveau,none,10574.66,2643.66,4,14.9,3.7,62.2,42.5,3122.55,778.69,0.249,3096.53,2584.12,39422.92,0.295,False,1,timber,brick,mineral_wool,single_glazed,pitched_tile,1.513,2.721,1.725,5.707,0.661,0.368,0.58,0.175,424.4,7.55,0.21,0.44,1.14,poor,1,10250183,fair,45,fair,33,poor,45,poor,55,poor,42,poor,59,poor,42,F,None,None,0,high
BLD_00097,Little Inc House,"712 Tamara Estate Suite 773, Manuelton, PW 12226",85.100107,128.235499,residential,apartment,R,1937,1920_1945,Modernist,none,2307.01,576.75,4,15.2,3.8,34.4,16.8,1556.19,420.15,0.27,738.28,635.65,8768.6,0.675,False,48,concrete,stucco,none,single_glazed,pitched_tile,1.638,2.05,1.596,4.968,0.611,0.488,0.627,0.201,253.6,14.44,0.05,0.31,0.5,fair,2,2232179,fair,40,poor,40,fair,35,good,24,good,34,good,30,poor,59,F,None,None,2015,high
BLD_00098,Nichols Ltd House,"62067 Sharon Well, Nancytown, ME 74944",71.808320,-122.393381,healthcare,medical_office,I,1943,1920_1945,Modernist,listed,8474.07,1210.58,7,22.8,3.3,52.0,23.3,3434.28,1082.28,0.315,1461.02,1067.27,27619.99,0.405,True,1,steel,stucco,mineral_wool,single_glazed,pitched_tile,2.002,2.422,1.268,5.644,0.5,0.413,0.789,0.177,245.4,14.02,0.08,0.61,1.15,very_good,4,2587736,excellent,12,very_good,22,excellent,8,excellent,8,very_good,21,good,30,excellent,9,E,None,None,0,medium
BLD_00099,Mitchell-Hays Building,"87431 Martin Mount Suite 205, Ashleyborough, HI 80580",81.456650,37.695985,industrial,distribution,F,1920,pre_1920,Victorian,none,17169.27,17169.27,1,6.0,6.0,171.8,100.0,3271.86,947.45,0.29,21094.33,14605.06,103371.35,0.191,True,1,timber,stone,none,single_glazed,pitched_tile,1.572,2.577,1.459,5.701,0.636,0.388,0.685,0.175,90.3,10.4,0.156,0.44,0.55,good,3,5550936,good,32,good,26,good,31,good,31,fair,33,good,26,very_good,17,F,None,None,2003,high
BLD_00100,Robertson-Miller House,"75304 Young Terrace, Stephanieport, OR 95250",63.780593,-173.860487,industrial,workshop,F,2003,2000_2010,Sustainable,none,9744.45,3248.15,3,19.3,6.4,84.1,38.6,4727.04,1298.09,0.275,4215.09,3279.46,62567.17,0.485,True,1,steel,metal_panel,xps,low_e_double,green_roof,0.293,0.257,0.447,1.894,3.413,3.891,2.237,0.528,73.9,10.17,0.052,0.46,0.48,excellent,5,167646,very_good,19,excellent,8,excellent,10,excellent,10,excellent,8,excellent,10,very_good,20,B,Gold,None,0,minimal
