FirmID,Firm_Name,Subsector,Location_Zone,Year_Established,Firm_Age,Firm_Size,Employees,Total_Assets_USD,Ownership_Type,FDI_Presence,FDI_Type,FDI_Origin_Country,FDI_Ownership_Percentage,Years_With_FDI,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,Employee_Training_Hours,IoT_Adoption,RD_Spend_Ratio,Automation_Level,Liquidity_Ratio,Debt_Equity_Ratio,ROI_Percentage,ROA_Percentage,Revenue_USD,Revenue_Growth_Rate,Export_Intensity,Market_Share_Percentage,Operational_Efficiency,Employee_Productivity_USD,Tax_Incentives_Score,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Bureaucratic_Efficiency,Trade_Policy_Support,Govt_Policy_Score,Policy_Effectiveness_Index,EEG_Beneficiary,Pioneer_Tax_Status,Power_Access_Hours_Daily,Generator_Reliance,Port_Distance_KM,ISO_Certified,NAFDAC_Compliant,Halal_Certified,FDI_Inflow_Lagos_BillionUSD,Corruption_Perception_Index,Ease_Doing_Business_Rank,Avg_Power_Reliability_Hours,Logistics_Quality_Index,FDI_Policy_Interaction,Innovation_Policy_Interaction
FIRM_116,Beverages_FIRM_116,Beverages,Ikorodu,1990,34,SME,51,944886.5,Joint Venture,1,M&A,France,77.21,2,3.79,4.16,2.42,2.97,0.581,25.5,1,0.0206,1,1.14,0.78,24.17,16.44,353080.62,16.26,0.191,3.28,9.34,6923.15,7.0,1.73,5.09,6.48,2.23,5.21,3.8,54.25,0,1,11.7,0.513,54.0,0,1,1,1.2,24,131,3.2,2.8,3.8,9.17
FIRM_117,GrainMilling_FIRM_117,Grain Milling,Badagry,2011,13,SME,150,1086806.06,Local,0,None,None,0.0,0,3.47,2.8,2.25,3.65,0.437,49.8,0,0.0775,5,1.41,1.98,15.63,13.28,10685956.05,14.16,0.0,3.39,6.1,71239.71,6.31,3.83,1.01,4.28,1.19,5.55,3.6,51.45,0,0,12.3,0.487,13.5,0,0,0,1.2,24,131,3.2,2.8,0.0,8.12
FIRM_118,MeatProcessing_FIRM_118,Meat Processing,Apapa,1989,35,SME,226,1652467.59,Family Business,0,None,None,0.0,0,3.46,2.45,1.99,2.99,0.226,57.2,0,0.0971,2,2.14,2.32,7.3,9.6,2927483.85,8.26,0.111,4.57,5.58,12953.47,2.72,4.81,2.0,3.83,3.48,3.84,3.5,50.04,1,0,11.8,0.51,56.7,0,1,0,1.2,24,131,3.2,2.8,0.0,6.97
FIRM_119,BakeryProducts_FIRM_119,Bakery Products,Ikorodu,2023,1,SME,80,701850.17,Family Business,0,None,None,0.0,0,3.14,2.87,3.83,3.8,0.365,173.3,0,0.0261,4,1.08,2.07,18.03,15.33,4762403.97,4.15,0.0,2.44,7.88,59530.05,1.08,4.43,3.53,4.58,2.47,4.38,3.22,45.98,0,0,9.1,0.619,22.3,0,1,0,1.2,24,131,3.2,2.8,0.0,12.33
FIRM_120,BakeryProducts_FIRM_120,Bakery Products,Ikeja,1983,41,SME,199,4713188.19,Joint Venture,1,M&A,France,93.1,13,3.19,4.11,3.73,3.04,0.391,108.9,1,0.1056,5,1.75,0.25,8.59,9.3,6290895.96,28.66,0.0,4.36,4.45,31612.54,5.81,3.31,1.94,5.58,3.76,4.65,3.65,52.12,0,0,21.5,0.103,17.1,1,1,0,1.2,24,131,3.2,2.8,3.65,13.6
FIRM_121,Beverages_FIRM_121,Beverages,Ikorodu,2022,2,SME,210,2122540.96,Foreign-Owned,1,Joint Venture,UK,87.78,2,3.37,4.16,3.93,4.0,0.451,32.6,1,0.0419,3,2.73,1.81,19.72,9.01,13133015.05,18.24,0.211,3.78,7.58,62538.17,2.35,3.67,1.97,6.14,4.95,4.24,3.17,45.31,0,0,8.5,0.646,33.0,1,1,0,1.2,24,131,3.2,2.8,3.17,12.45
FIRM_122,DairyProducts_FIRM_122,Dairy Products,Ikorodu,2002,22,SME,16,3785118.34,Foreign-Owned,0,None,None,0.0,0,3.1,3.08,3.44,2.75,0.524,173.2,0,0.1145,3,0.55,2.27,15.38,3.96,4925713.92,0.09,0.074,0.4,5.73,307857.12,4.7,3.73,4.12,6.05,5.09,4.16,3.96,56.55,0,0,23.9,0.004,20.2,0,1,0,1.2,24,131,3.2,2.8,0.0,13.62
FIRM_123,Beverages_FIRM_123,Beverages,Ikorodu,2005,19,SME,204,3192787.96,Public Listed,1,Joint Venture,South Africa,11.76,2,4.09,3.67,3.14,3.95,0.819,56.9,0,0.0203,5,1.95,0.61,14.47,12.55,11715343.02,9.38,0.258,2.57,8.64,57428.15,6.25,6.1,4.33,4.82,1.73,4.57,4.36,62.31,0,0,9.9,0.588,25.3,0,1,1,1.2,24,131,3.2,2.8,4.36,13.68
FIRM_124,Sugar&Confectionery_FIRM_124,Sugar & Confectionery,Epe,2017,7,SME,32,1406241.09,Joint Venture,1,Greenfield,USA,92.42,1,4.41,4.18,3.61,4.14,0.226,196.4,1,0.093,2,2.8,1.61,12.58,8.73,7442947.9,18.82,0.565,3.75,8.74,232592.12,6.66,4.75,3.48,5.91,4.2,5.11,4.38,62.61,0,0,14.8,0.383,58.1,0,1,0,1.2,24,131,3.2,2.8,4.38,15.8
FIRM_125,Sugar&Confectionery_FIRM_125,Sugar & Confectionery,Ikeja,2009,15,SME,217,3495595.31,Local,0,None,None,0.0,0,2.47,3.51,1.26,1.62,0.415,108.3,0,0.0239,4,0.58,1.76,8.44,7.21,6033513.35,5.52,0.0,0.49,3.83,27804.21,3.17,3.79,2.88,4.65,2.55,4.38,3.35,47.91,0,0,16.6,0.31,13.3,0,0,0,1.2,24,131,3.2,2.8,0.0,4.22
FIRM_126,Oils&Fats_FIRM_126,Oils & Fats,Badagry,1995,29,SME,82,4456671.28,Foreign-Owned,1,Joint Venture,Netherlands,90.93,4,4.79,4.74,4.93,3.81,0.499,51.2,0,0.0105,2,1.77,0.92,14.64,12.44,7281493.67,18.98,0.33,1.82,8.56,88798.7,5.1,4.62,2.0,2.81,2.99,5.2,4.18,59.75,0,0,18.0,0.251,45.0,0,1,0,1.2,24,131,3.2,2.8,4.18,20.63
FIRM_127,DairyProducts_FIRM_127,Dairy Products,Epe,2008,16,SME,58,149114.99,Family Business,1,Joint Venture,South Africa,59.59,7,4.6,3.2,4.11,3.46,0.532,48.8,1,0.0898,5,1.64,0.35,4.02,15.12,8823877.73,30.04,0.158,4.81,9.54,152135.82,5.09,5.4,5.06,1.8,4.05,2.34,4.69,66.99,0,0,19.8,0.175,51.7,0,1,0,1.2,24,131,3.2,2.8,4.69,19.27
FIRM_128,MeatProcessing_FIRM_128,Meat Processing,Ikeja,2005,19,SME,109,2120541.0,Family Business,1,Greenfield,China,65.12,6,3.09,3.24,3.69,2.96,0.284,115.5,1,0.0248,5,0.76,1.96,20.02,10.2,5912727.08,26.15,0.304,0.91,8.23,54245.2,2.68,4.53,4.15,2.85,4.03,5.06,4.27,60.95,0,0,19.5,0.187,55.9,0,1,1,1.2,24,131,3.2,2.8,4.27,15.75
FIRM_129,FishProcessing_FIRM_129,Fish Processing,Ikorodu,2021,3,SME,131,551830.22,Joint Venture,1,Joint Venture,France,55.26,3,4.42,4.41,3.83,4.43,0.237,33.1,0,0.0221,5,2.5,1.6,14.36,22.09,7528622.1,7.63,0.286,1.07,4.92,57470.4,4.86,3.62,1.96,4.19,6.01,4.53,4.13,59.05,0,0,22.8,0.052,31.1,0,1,1,1.2,24,131,3.2,2.8,4.13,15.83
FIRM_130,Beverages_FIRM_130,Beverages,Lagos Island,2014,10,SME,53,1614185.85,Local,0,None,None,0.0,0,1.98,3.21,2.61,2.94,0.21,194.8,0,0.0737,1,1.79,0.28,19.72,5.69,5394408.23,4.2,0.0,3.87,6.45,101781.29,5.73,3.5,2.42,3.2,3.42,3.34,3.87,55.25,0,0,13.3,0.445,20.3,1,1,1,1.2,24,131,3.2,2.8,0.0,10.1
FIRM_131,Oils&Fats_FIRM_131,Oils & Fats,Ikorodu,2022,2,SME,189,4966662.72,Public Listed,0,None,None,0.0,0,3.17,3.71,2.06,3.6,0.592,96.6,0,0.0909,1,0.79,1.11,5.83,9.9,847064.35,12.11,0.0,2.62,5.56,4481.82,3.66,4.14,3.8,6.46,3.63,5.28,3.68,52.5,0,1,19.9,0.169,48.5,0,1,1,1.2,24,131,3.2,2.8,0.0,7.55
FIRM_132,DairyProducts_FIRM_132,Dairy Products,Epe,2009,15,SME,61,3136351.29,Foreign-Owned,1,Joint Venture,France,87.25,8,3.61,3.09,3.15,3.27,0.411,49.7,0,0.1133,5,1.85,0.71,16.93,16.31,2942921.04,15.02,0.221,4.77,8.41,48244.61,2.23,2.54,3.21,4.43,5.72,2.53,3.3,47.13,0,0,23.6,0.015,12.8,0,1,0,1.2,24,131,3.2,2.8,3.3,10.41
FIRM_133,Sugar&Confectionery_FIRM_133,Sugar & Confectionery,Ikorodu,2020,4,SME,84,4693996.8,Family Business,0,None,None,0.0,0,3.34,2.57,2.2,2.03,0.32,48.7,0,0.1102,4,3.43,1.01,9.28,13.63,8886029.77,21.85,0.0,3.81,4.46,105786.07,2.21,6.08,2.64,4.81,1.04,3.45,3.1,44.34,0,1,17.3,0.278,53.3,0,1,0,1.2,24,131,3.2,2.8,0.0,6.82
FIRM_134,Beverages_FIRM_134,Beverages,Epe,2015,9,SME,159,433540.72,Foreign-Owned,0,None,None,0.0,0,2.38,3.26,2.75,3.17,0.506,152.6,0,0.0617,1,2.65,1.5,10.17,10.71,5183876.83,9.23,0.097,2.43,7.17,32603.0,3.53,4.14,3.11,6.45,3.61,3.1,3.17,45.34,0,0,11.3,0.531,49.9,0,1,0,1.2,24,131,3.2,2.8,0.0,8.74
FIRM_135,Beverages_FIRM_135,Beverages,Lagos Island,2007,17,SME,174,2038399.62,Family Business,1,Greenfield,UK,82.92,14,3.11,4.1,4.98,3.97,0.831,48.3,1,0.009,3,3.32,0.92,17.09,14.54,2899961.47,14.8,0.235,3.58,10.0,16666.45,3.54,2.62,2.32,4.53,3.97,6.82,3.79,54.13,0,1,20.5,0.144,2.6,0,0,0,1.2,24,131,3.2,2.8,3.79,18.87
FIRM_136,AnimalFeeds_FIRM_136,Animal Feeds,Ikorodu,1980,44,SME,186,4934103.68,Public Listed,1,Joint Venture,UK,85.43,1,3.37,3.87,4.75,4.48,0.334,99.7,1,0.1143,3,1.71,2.5,16.87,13.07,1375480.84,-10.7,0.156,0.86,9.05,7395.06,3.09,2.22,2.82,4.45,4.54,1.77,3.0,42.8,0,1,21.0,0.126,57.0,1,1,0,1.2,24,131,3.2,2.8,3.0,14.22
FIRM_137,MeatProcessing_FIRM_137,Meat Processing,Ikorodu,1997,27,SME,29,3951594.6,Foreign-Owned,1,M&A,South Africa,48.25,4,3.32,4.24,4.01,3.72,0.218,20.6,1,0.0069,4,2.31,0.65,24.64,13.52,7213791.53,-0.85,0.443,0.94,7.01,248751.43,2.67,5.81,2.68,6.84,3.4,1.79,2.92,41.66,0,0,11.6,0.517,31.3,0,1,0,1.2,24,131,3.2,2.8,2.92,11.7
FIRM_138,BakeryProducts_FIRM_138,Bakery Products,Epe,1992,32,SME,133,2588671.25,Family Business,0,None,None,0.0,0,3.54,3.73,2.94,3.98,0.41,27.6,0,0.0473,3,2.65,0.4,15.39,13.84,5940797.0,17.52,0.378,3.48,5.99,44667.65,3.49,2.73,2.74,4.58,4.04,3.28,3.28,46.9,1,0,19.4,0.193,2.4,0,1,0,1.2,24,131,3.2,2.8,0.0,9.65
FIRM_139,Oils&Fats_FIRM_139,Oils & Fats,Badagry,2007,17,SME,216,2903897.7,Family Business,1,Joint Venture,India,67.91,3,3.33,4.0,3.38,4.01,0.567,150.5,1,0.101,2,1.75,0.84,16.73,14.03,1854812.4,16.23,0.246,1.18,6.98,8587.09,3.74,4.16,2.47,6.19,2.46,2.63,2.88,41.12,0,0,14.7,0.388,27.8,0,1,0,1.2,24,131,3.2,2.8,2.88,9.73
FIRM_140,BakeryProducts_FIRM_140,Bakery Products,Badagry,1984,40,SME,65,2554332.71,Public Listed,1,M&A,India,73.46,13,3.82,4.6,2.97,3.66,0.641,11.9,1,0.0395,3,3.1,1.17,14.75,16.64,6542571.61,-2.61,0.625,2.04,10.0,100654.95,6.53,4.01,3.48,3.56,2.91,6.1,4.58,65.37,1,0,12.7,0.469,55.9,1,1,1,1.2,24,131,3.2,2.8,4.58,13.58
FIRM_141,Seasoning&Condiments_FIRM_141,Seasoning & Condiments,Ikorodu,2017,7,SME,217,2346727.82,Local,1,Joint Venture,UK,48.68,6,3.44,4.06,4.15,4.25,0.687,31.7,0,0.1001,5,2.79,0.74,13.52,15.89,12274736.91,10.04,0.0,1.4,8.42,56565.61,3.94,3.3,7.0,7.0,3.89,4.5,3.94,56.27,0,0,19.9,0.172,39.3,0,1,1,1.2,24,131,3.2,2.8,3.94,16.37
FIRM_142,Seasoning&Condiments_FIRM_142,Seasoning & Condiments,Ikorodu,1986,38,SME,16,721524.26,Public Listed,1,Joint Venture,India,79.8,5,3.66,4.16,4.27,4.09,0.343,131.4,1,0.1197,3,2.87,1.55,13.21,5.34,484261.01,14.81,0.092,0.55,9.28,30266.31,7.0,5.31,4.45,4.18,4.18,5.79,5.09,72.74,0,0,9.0,0.624,36.4,0,0,0,1.2,24,131,3.2,2.8,5.09,21.76
FIRM_143,BakeryProducts_FIRM_143,Bakery Products,Apapa,2014,10,SME,239,4646349.89,Foreign-Owned,1,Greenfield,France,43.83,5,3.59,2.79,4.66,3.25,0.614,145.9,1,0.0379,3,0.81,0.13,18.33,9.68,14153805.8,12.15,0.249,4.36,8.83,59220.94,6.45,2.29,3.52,4.88,4.19,6.32,4.31,61.64,0,0,18.1,0.246,3.4,0,1,0,1.2,24,131,3.2,2.8,4.31,20.1
FIRM_144,BakeryProducts_FIRM_144,Bakery Products,Ikeja,2009,15,SME,102,2755057.99,Joint Venture,0,None,None,0.0,0,2.64,3.61,3.45,2.86,0.431,190.1,0,0.015,4,0.83,0.59,13.45,8.96,3022709.95,19.06,0.124,4.21,8.08,29634.41,4.62,4.73,4.68,3.78,4.87,3.05,4.36,62.29,0,1,16.2,0.325,21.9,0,1,0,1.2,24,131,3.2,2.8,0.0,15.03
FIRM_145,MeatProcessing_FIRM_145,Meat Processing,Badagry,2006,18,SME,62,3918237.34,Joint Venture,0,None,None,0.0,0,2.72,3.58,1.82,3.63,0.821,16.4,0,0.02,3,1.15,1.59,12.25,6.96,309962.48,13.8,0.0,3.79,5.79,4999.39,3.83,1.17,4.6,5.07,5.16,2.0,3.28,46.88,0,0,23.2,0.035,13.9,0,1,0,1.2,24,131,3.2,2.8,0.0,5.99
FIRM_146,DairyProducts_FIRM_146,Dairy Products,Badagry,1996,28,SME,126,4731289.79,Family Business,1,Joint Venture,France,49.87,3,3.63,3.61,3.51,4.72,0.249,34.8,0,0.0237,5,2.13,0.31,13.84,9.57,1909595.7,6.3,0.176,1.89,6.97,15155.52,4.75,1.0,2.86,3.79,2.13,3.37,3.05,43.61,1,0,19.0,0.21,15.1,1,0,1,1.2,24,131,3.2,2.8,3.05,10.7
FIRM_147,Seasoning&Condiments_FIRM_147,Seasoning & Condiments,Apapa,1987,37,SME,50,3914461.56,Public Listed,0,None,None,0.0,0,2.63,1.73,2.18,3.1,0.464,188.7,0,0.0287,1,1.26,0.26,13.62,7.93,6922355.64,9.15,0.0,3.63,7.74,138447.11,3.81,2.39,3.74,4.45,4.35,2.72,3.43,48.94,0,0,8.3,0.655,54.8,0,1,0,1.2,24,131,3.2,2.8,0.0,7.47
FIRM_148,OtherFoodProducts_FIRM_148,Other Food Products,Badagry,2010,14,SME,239,430138.64,Family Business,0,None,None,0.0,0,4.03,3.09,2.71,3.37,0.842,75.4,1,0.0881,3,0.8,0.75,19.17,7.98,1175441.63,11.2,0.225,1.78,6.93,4918.17,2.66,3.38,2.69,4.89,4.44,4.16,3.41,48.68,0,0,15.1,0.369,43.1,0,1,0,1.2,24,131,3.2,2.8,0.0,9.22
FIRM_149,Beverages_FIRM_149,Beverages,Apapa,2018,6,SME,238,2525167.88,Joint Venture,0,None,None,0.0,0,3.58,3.38,2.01,2.04,0.774,164.6,0,0.0299,2,1.75,0.45,9.84,10.81,2402806.32,21.32,0.0,2.58,8.15,10095.82,3.53,3.88,2.74,6.48,1.0,3.98,2.78,39.65,0,0,19.7,0.179,15.5,0,1,1,1.2,24,131,3.2,2.8,0.0,5.57
FIRM_150,Seasoning&Condiments_FIRM_150,Seasoning & Condiments,Ikeja,2019,5,SME,142,2228892.63,Local,0,None,None,0.0,0,2.94,3.95,3.23,3.02,0.187,143.2,1,0.1094,5,3.49,1.25,9.14,19.88,9913525.9,6.63,0.0,4.02,9.02,69813.56,3.9,7.0,2.96,3.45,3.87,3.79,4.34,62.06,0,0,16.5,0.311,38.6,0,1,0,1.2,24,131,3.2,2.8,0.0,14.03
FIRM_151,GrainMilling_FIRM_151,Grain Milling,Badagry,2003,21,SME,187,4653181.19,Public Listed,1,M&A,UK,76.13,11,3.77,3.58,3.47,3.85,0.749,78.2,0,0.0858,2,3.4,0.52,9.87,15.45,10475872.28,2.69,0.354,3.11,9.92,56020.71,3.17,5.06,4.9,4.29,2.53,3.22,3.76,53.78,0,1,22.1,0.08,58.0,0,1,1,1.2,24,131,3.2,2.8,3.76,13.08
FIRM_152,BakeryProducts_FIRM_152,Bakery Products,Badagry,1984,40,SME,175,4297787.68,Local,1,Greenfield,South Africa,23.57,14,2.84,4.06,3.08,4.05,0.244,32.0,0,0.0167,4,1.95,2.25,19.1,9.21,11016981.65,11.22,0.339,4.27,7.94,62954.18,7.0,5.46,4.28,5.23,4.81,4.62,4.82,68.9,1,0,15.4,0.36,30.9,1,1,0,1.2,24,131,3.2,2.8,4.82,14.86
FIRM_153,Fruits&VegetablesProcessing_FIRM_153,Fruits & Vegetables Processing,Epe,1983,41,SME,169,1090450.25,Public Listed,1,Greenfield,France,65.1,3,3.58,4.12,3.17,4.02,0.6,154.9,1,0.0319,1,2.91,2.06,15.8,13.9,6573914.99,4.95,0.167,2.78,8.69,38898.91,4.33,5.35,2.82,4.82,2.97,3.36,3.67,52.38,0,0,20.6,0.141,15.6,0,1,0,1.2,24,131,3.2,2.8,3.67,11.64
FIRM_154,AnimalFeeds_FIRM_154,Animal Feeds,Badagry,2006,18,SME,33,4021133.44,Foreign-Owned,0,None,None,0.0,0,3.18,2.7,2.97,2.29,0.64,154.2,1,0.0607,1,1.08,1.24,10.65,3.63,5956413.77,18.82,0.0,2.96,5.67,180497.39,3.46,5.31,3.32,4.31,4.38,4.17,4.05,57.92,0,0,22.5,0.061,37.1,0,1,0,1.2,24,131,3.2,2.8,0.0,12.06
FIRM_155,AnimalFeeds_FIRM_155,Animal Feeds,Badagry,1997,27,SME,97,4748941.8,Public Listed,0,None,None,0.0,0,2.88,2.57,3.27,2.39,0.764,65.2,1,0.0358,5,3.4,1.01,8.05,6.24,5335307.32,9.72,0.0,3.58,7.72,55003.17,3.76,2.85,4.93,3.43,3.89,3.57,3.93,56.14,0,0,19.6,0.185,20.5,0,1,1,1.2,24,131,3.2,2.8,0.0,12.83
FIRM_156,FishProcessing_FIRM_156,Fish Processing,Apapa,2000,24,SME,241,1210131.95,Family Business,0,None,None,0.0,0,3.25,3.17,2.97,3.05,0.339,143.5,0,0.1187,4,2.69,1.37,15.68,8.08,4282472.45,17.93,0.025,4.2,6.9,17769.6,3.45,4.28,5.82,6.21,3.87,3.73,3.82,54.62,0,0,17.9,0.253,39.0,0,1,0,1.2,24,131,3.2,2.8,0.0,11.35
FIRM_157,Fruits&VegetablesProcessing_FIRM_157,Fruits & Vegetables Processing,Ikorodu,2022,2,SME,124,2358554.24,Family Business,1,Joint Venture,France,84.45,2,3.59,4.01,3.65,3.68,0.846,43.2,0,0.0208,4,2.54,0.59,15.94,21.08,13568267.16,1.49,0.038,2.88,7.98,109421.51,5.52,1.33,2.72,3.84,2.98,4.22,3.49,49.83,0,0,16.1,0.328,30.9,1,1,1,1.2,24,131,3.2,2.8,3.49,12.72
FIRM_158,Seasoning&Condiments_FIRM_158,Seasoning & Condiments,Epe,2000,24,SME,169,3950773.99,Foreign-Owned,1,Greenfield,France,22.38,5,4.39,3.89,3.68,3.33,0.794,27.8,0,0.0733,5,3.26,1.66,17.94,9.19,5930394.65,11.97,0.067,0.35,6.64,35091.09,2.0,2.23,4.21,5.82,2.99,2.78,2.73,39.02,0,0,20.8,0.134,43.0,0,1,1,1.2,24,131,3.2,2.8,2.73,10.05
FIRM_159,Fruits&VegetablesProcessing_FIRM_159,Fruits & Vegetables Processing,Ikorodu,1986,38,SME,215,923376.86,Joint Venture,0,None,None,0.0,0,2.69,3.86,3.38,3.09,0.538,43.2,0,0.1012,4,2.45,2.18,12.8,5.85,8516046.0,15.38,0.138,0.92,8.85,39609.52,5.35,3.7,1.91,4.5,2.19,3.94,3.43,49.02,0,0,18.6,0.224,50.5,0,1,0,1.2,24,131,3.2,2.8,0.0,11.59
FIRM_160,Fruits&VegetablesProcessing_FIRM_160,Fruits & Vegetables Processing,Lagos Island,2006,18,SME,12,993351.43,Local,0,None,None,0.0,0,2.85,3.39,2.8,2.83,0.597,76.5,0,0.0079,1,3.01,2.41,9.04,11.52,6854350.76,11.51,0.245,4.26,8.68,571195.9,3.25,3.82,1.69,2.58,2.39,4.09,3.44,49.2,0,0,23.4,0.024,43.6,0,1,1,1.2,24,131,3.2,2.8,0.0,9.64
FIRM_161,Sugar&Confectionery_FIRM_161,Sugar & Confectionery,Ikorodu,2000,24,SME,199,462125.41,Foreign-Owned,1,M&A,UK,11.51,8,3.83,3.81,3.86,3.18,0.503,12.6,1,0.0721,1,3.17,1.26,10.95,16.58,4912989.01,13.76,0.291,1.64,5.99,24688.39,3.47,2.5,5.27,4.94,2.5,6.31,3.85,55.02,0,0,21.9,0.086,15.8,0,1,1,1.2,24,131,3.2,2.8,3.85,14.88
FIRM_162,GrainMilling_FIRM_162,Grain Milling,Apapa,1985,39,SME,62,1253466.43,Joint Venture,1,Joint Venture,USA,45.23,6,3.41,3.0,3.47,4.34,0.606,166.7,1,0.0088,5,3.44,1.53,9.74,10.27,8327629.67,16.01,0.253,4.61,8.31,134316.61,5.07,3.71,2.49,5.33,1.43,3.75,3.19,45.51,0,0,17.3,0.279,22.7,0,1,0,1.2,24,131,3.2,2.8,3.19,11.05
FIRM_163,Beverages_FIRM_163,Beverages,Lagos Island,2001,23,SME,149,3096484.53,Joint Venture,0,None,None,0.0,0,3.14,3.65,2.47,3.02,0.323,97.3,0,0.0669,5,1.3,2.1,20.82,5.0,7827043.78,18.94,0.0,2.27,6.89,52530.5,4.46,4.94,3.04,7.0,1.0,4.45,3.15,44.98,0,0,16.4,0.318,3.4,0,1,0,1.2,24,131,3.2,2.8,0.0,7.78
FIRM_164,Beverages_FIRM_164,Beverages,Ikorodu,2012,12,SME,168,1793543.33,Family Business,1,Greenfield,USA,20.68,7,4.61,2.95,2.83,3.99,0.504,197.8,1,0.007,1,0.97,2.37,16.55,8.84,8301199.03,12.39,0.383,3.64,10.0,49411.9,6.47,6.68,1.0,5.37,3.61,3.49,3.98,56.85,0,0,15.7,0.344,5.7,0,1,0,1.2,24,131,3.2,2.8,3.98,11.24
FIRM_165,FishProcessing_FIRM_165,Fish Processing,Badagry,2001,23,SME,122,212640.65,Family Business,0,None,None,0.0,0,3.27,2.6,2.45,2.94,0.393,60.4,0,0.1139,2,1.96,1.79,9.5,12.66,2918580.8,26.16,0.01,4.0,4.18,23922.79,5.04,4.72,5.25,7.0,3.84,4.96,4.13,59.05,0,0,23.5,0.02,8.5,0,1,0,1.2,24,131,3.2,2.8,0.0,10.13
FIRM_166,MeatProcessing_FIRM_166,Meat Processing,Badagry,2014,10,SME,186,1420925.36,Joint Venture,0,None,None,0.0,0,3.84,2.91,1.83,3.58,0.438,37.6,0,0.1156,1,3.45,2.12,10.89,9.23,3212272.32,-0.65,0.01,2.84,5.09,17270.28,5.95,4.8,3.48,3.36,4.47,5.66,4.83,69.05,0,0,18.8,0.216,54.6,0,1,1,1.2,24,131,3.2,2.8,0.0,8.86
FIRM_167,AnimalFeeds_FIRM_167,Animal Feeds,Epe,2022,2,SME,145,4215996.53,Local,1,M&A,France,19.82,2,4.28,3.31,3.63,4.49,0.575,45.8,0,0.1161,4,2.06,2.45,21.52,17.42,3644721.52,-2.91,0.379,1.65,9.54,25136.01,4.01,4.42,1.0,5.38,4.74,2.22,3.17,45.24,0,0,21.1,0.121,8.8,0,1,0,1.2,24,131,3.2,2.8,3.17,11.49
FIRM_168,MeatProcessing_FIRM_168,Meat Processing,Ikorodu,2010,14,SME,176,79030.4,Foreign-Owned,1,M&A,Netherlands,64.13,14,4.79,4.13,3.86,3.43,0.548,177.5,0,0.0887,4,2.01,1.15,8.77,17.24,4199292.58,8.03,0.112,1.32,6.48,23859.62,5.38,5.94,1.0,4.65,3.89,4.24,3.97,56.69,0,0,23.1,0.037,14.3,0,1,1,1.2,24,131,3.2,2.8,3.97,15.31
FIRM_169,Beverages_FIRM_169,Beverages,Epe,2000,24,SME,133,2707452.78,Family Business,0,None,None,0.0,0,2.64,3.27,3.05,4.21,0.614,122.1,0,0.0241,5,2.46,1.97,11.02,9.15,4205483.3,16.48,0.0,4.11,9.36,31620.18,4.31,6.93,1.87,4.41,1.54,2.68,3.49,49.81,0,0,9.4,0.606,30.9,0,1,1,1.2,24,131,3.2,2.8,0.0,10.63
FIRM_170,FishProcessing_FIRM_170,Fish Processing,Apapa,2017,7,SME,66,4301953.71,Public Listed,1,Joint Venture,India,47.23,7,4.23,3.63,3.23,2.98,0.374,35.6,1,0.0687,1,2.93,1.03,12.34,8.9,1138477.5,7.69,0.397,4.67,9.69,17249.66,5.34,1.94,3.6,6.57,4.17,6.89,3.9,55.65,0,1,12.2,0.493,52.8,0,1,0,1.2,24,131,3.2,2.8,3.9,12.57
FIRM_171,Sugar&Confectionery_FIRM_171,Sugar & Confectionery,Badagry,1985,39,SME,90,129817.0,Family Business,1,M&A,UK,67.95,3,4.21,3.36,3.89,4.71,0.669,135.8,1,0.0971,2,1.41,0.16,22.1,11.75,11945448.18,12.13,0.115,1.21,7.23,132727.2,1.43,1.77,2.73,5.67,2.46,3.76,2.41,34.47,0,0,22.2,0.074,45.3,1,1,0,1.2,24,131,3.2,2.8,2.41,9.4
FIRM_172,MeatProcessing_FIRM_172,Meat Processing,Ikorodu,1991,33,SME,81,494019.55,Family Business,0,None,None,0.0,0,2.03,3.12,2.79,2.98,0.259,136.2,0,0.0213,5,1.21,2.35,10.53,13.06,5186616.59,11.44,0.082,4.97,5.59,64032.3,4.82,1.35,2.39,4.79,3.83,5.43,3.51,50.08,0,0,12.5,0.48,11.3,0,1,0,1.2,24,131,3.2,2.8,0.0,9.8
FIRM_173,Beverages_FIRM_173,Beverages,Badagry,1988,36,SME,102,2820988.82,Joint Venture,1,Joint Venture,India,84.91,10,3.86,2.98,4.57,4.15,0.26,12.9,1,0.0706,2,1.78,1.43,8.18,15.01,5830397.93,5.45,0.279,2.11,9.79,57160.76,3.73,4.25,2.2,4.05,2.38,6.23,3.79,54.15,0,0,20.6,0.141,49.5,0,1,0,1.2,24,131,3.2,2.8,3.79,17.34
FIRM_174,FishProcessing_FIRM_174,Fish Processing,Badagry,1994,30,SME,187,3881275.68,Local,1,Greenfield,South Africa,66.65,9,4.5,3.56,3.71,4.34,0.568,163.8,0,0.1119,2,3.4,0.62,16.46,10.43,3245167.01,10.87,0.331,3.41,9.29,17353.83,4.23,2.56,2.6,3.86,2.1,4.45,3.35,47.81,0,0,10.7,0.555,9.0,1,0,1,1.2,24,131,3.2,2.8,3.35,12.41
