firm_id,survey_year,reporting_year,macro_year,firm_id,firm_size,firm_age,employees,total_assets_million_naira,subsector,ownership_type,firm_resources_score,firm_age_category,fdi_presence,fdi_type,fdi_amount_million_usd,fdi_origin_country,knowledge_absorption_score,task_performance_score,innovation_score,firm_resources_score,fdi_intensity,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,roi_percent,roa_percent,export_intensity_percent,market_share_percent,operational_efficiency_score,overall_performance_index,export_oriented,gp_tax_incentives_effectiveness,gp_regulatory_stability,gp_infrastructure_support,gp_ease_of_doing_business,gp_corruption_experience,gp_policy_consistency,gp_government_support_programs,policy_effectiveness_index,macro_nigeria_total_fdi_billion_usd,macro_lagos_total_fdi_billion_usd,macro_lagos_food_processing_fdi_million_usd,macro_greenfield_fdi_ratio,macro_ma_fdi_ratio,macro_jv_fdi_ratio,macro_fdi_from_south_africa_million_usd,macro_fdi_from_uk_million_usd,macro_fdi_from_usa_million_usd,macro_fdi_from_netherlands_million_usd,macro_fdi_from_china_million_usd,macro_gdp_growth_rate,macro_inflation_rate,macro_exchange_rate_naira_usd,macro_interest_rate,macro_unemployment_rate,macro_ease_of_doing_business_rank,macro_ease_of_doing_business_score,macro_corruption_perception_index,macro_regulatory_quality_index,macro_government_effectiveness_index,macro_corporate_tax_rate,macro_infrastructure_quality_score,macro_pioneer_status_grants,macro_sector_gdp_billion_naira,macro_sector_employment_thousands,macro_sector_exports_million_usd,macro_number_of_firms,macro_capacity_utilization_percent,macro_average_firm_size_employees,macro_power_supply_hours_per_day,macro_logistics_performance_index,macro_internet_penetration_percent,macro_port_efficiency_score,macro_road_quality_index,macro_financial_inclusion_rate,macro_credit_to_private_sector_percent_gdp,macro_sector_average_roa,macro_sector_average_roi,macro_total_sector_revenue_billion_naira,macro_total_sector_assets_billion_naira,macro_average_debt_equity_ratio,macro_sector_export_revenue_million_usd,macro_data_collection_date,macro_last_updated,macro_year,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,knowledge_absorption_x_policy,ka_acquire_external_knowledge,ka_assimilate_new_info,ka_transform_knowledge,ka_exploit_knowledge_commercially,tp_work_quality_standards,tp_efficient_task_completion,tp_productivity_levels,tp_goal_achievement,inn_product_innovation,inn_process_innovation,inn_marketing_innovation,inn_organizational_innovation,fr_skilled_labor_ratio,fr_rd_spend_ratio,fr_iot_adoption,fr_liquidity_ratio,survey_date,respondent_position,response_completeness,response_time_minutes,technology_adoption_level
FIRM_221,2024,2023,2023,FIRM_221,SME,50,75,999.0,Meat Processing,Local Private,1.74,Established (>20 years),0,,0.0,,2.99,3.94,3.01,1.74,0.0,0.0,0.0,0.0,0.0,22.51,14.52,26.8,4.0,6.9,4.39,1,3.2,5.1,3.8,2.4,6.0,1.8,3.8,3.16,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,9.448,1.9350474383742933,3.1699670669757105,3.830256899042433,3.018868611429014,4.449614632332244,4.832831687407162,2.4203390307587744,4.051542520698789,2.0431481348722005,3.6919868585353366,4.270035900718138,2.0336802069740227,15.892720671719232,0.6816312267526575,1,1.3262281871352908,2024-03-10 04:24:52.976588629,Business Development Manager,0.9772141995701682,14,Medium
FIRM_222,2024,2023,2023,FIRM_222,SME,6,48,999.0,Fruits & Vegetables,Local Private,2.66,Growing (6-10 years),0,,0.0,,3.59,3.39,2.53,2.66,0.0,0.0,0.0,0.0,0.0,21.59,15.52,2.4,8.26,7.0,4.47,0,3.8,2.5,1.6,1.8,4.6,2.5,2.6,2.6,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,9.334,3.916030651260893,3.82223120175764,2.066563040122644,4.550730687065687,3.5173252089092726,3.5997804291717577,3.167828985675783,3.257937918431427,1.7739460390889497,3.037420942381958,2.2386217720755943,3.0729742886107414,76.28977672219963,0.3233162770381259,1,1.1575853679543608,2024-03-10 10:26:05.217391304,CEO,0.9302450058498106,17,Medium
FIRM_223,2024,2022,2022,FIRM_223,SME,1,40,684.77,Grain Milling,Local Private,1.38,Young (≤5 years),1,Greenfield,6.88,USA,3.08,3.22,2.69,1.38,1.005,3.64,3.658,3.25,59.1,17.97,14.71,0.1,1.71,5.6,2.96,0,1.9,3.4,4.0,2.8,2.5,3.5,4.4,3.64,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.64,3.658,3.25,59.1,11.211,2.8135511586532487,3.0191201985200653,3.8368998793793754,2.645257067246398,3.743818286756497,2.772688112205439,3.5272219288577857,2.850839684845488,2.643659321627508,2.03170595052483,3.5321371897477087,2.5674168526605827,25.464881954688085,0.5514971428440084,0,4.009476614259267,2024-03-10 16:27:17.458193980,CEO,0.869565918180002,4,Very Low
FIRM_224,2024,2023,2023,FIRM_224,Large,8,659,11254.24,Fish Processing,Foreign,2.21,Growing (6-10 years),0,,0.0,,3.9,3.98,3.1,2.21,0.0,0.0,0.0,0.0,0.0,21.6,17.29,6.3,0.45,8.6,4.14,0,3.0,4.3,4.2,4.1,6.7,2.7,3.7,3.33,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,12.987,3.31743440958844,3.2860449657493938,4.484138726571298,4.525894179742493,4.595477988525314,3.914631738982615,3.589098081472042,3.831120425446568,2.361952241509861,4.052032762738716,1.0,5.0,24.71404666178188,5.501672356578116,0,5.0,2024-03-10 22:28:29.698996656,CEO,0.9696348328801784,17,Medium
FIRM_225,2024,2022,2022,FIRM_225,SME,17,125,999.0,Fish Processing,Local Private,1.47,Mature (11-20 years),0,,0.0,,3.43,3.92,3.16,1.47,0.0,0.0,0.0,0.0,0.0,26.44,17.75,9.8,2.47,6.5,4.4,0,3.7,1.3,1.6,3.7,4.0,3.0,3.0,2.9,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,9.947,4.48977650260434,3.4286434227770046,2.0897096743800274,3.6998912989922967,3.0277018588494498,5.0,3.356725371987075,4.3056830731575815,3.6978437798957664,2.5697990804969857,3.425396365224973,2.9640950546234595,70.39525892872622,1.468606057541267,0,1.2794444853994178,2024-03-11 04:29:41.939799331,Operations Manager,0.9564740612379814,9,Low
FIRM_226,2024,2022,2022,FIRM_226,SME,43,74,999.0,Fruits & Vegetables,Local Private,1.21,Established (>20 years),0,,0.0,,2.77,3.22,1.71,1.21,0.0,0.0,0.0,0.0,0.0,18.4,12.6,12.5,9.46,7.8,4.45,1,2.7,5.8,1.6,2.2,1.5,3.1,2.4,3.47,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,9.612,3.9174714526924257,2.698468780952969,2.274247461087163,2.1805550601584462,2.961729088932205,2.889668354769904,3.8166558248767375,3.1930351368439025,1.0406632283399424,2.2579633311138165,1.8156567437997708,1.7361843903645702,28.41407403367498,0.9076877172093668,0,3.065108815947961,2024-03-11 10:30:54.180602007,Finance Manager,0.929115412739384,8,Very Low
FIRM_227,2024,2024,2024,FIRM_227,SME,6,10,999.0,Fruits & Vegetables,Local Private,3.3,Growing (6-10 years),1,M&A,82.27,South Africa,3.63,3.41,2.95,3.3,8.235,3.5,28.822,3.46,59.1,14.26,10.94,1.7,2.51,6.7,2.67,0,5.2,4.7,2.2,3.1,3.2,2.5,2.0,3.5,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.5,28.822,3.46,59.1,12.705,2.985175481675334,3.918577041794088,4.015895320159152,3.594119434393137,3.449840404192397,3.34697606331421,4.054284604654249,2.80059042372496,2.945491476330752,2.9398739117760417,3.038080178378767,2.879237810390768,67.96486100765495,4.133310596954659,1,2.390728192906651,2024-03-11 16:32:06.421404682,Finance Manager,0.927182963700067,10,Medium
FIRM_228,2024,2023,2023,FIRM_228,Large,19,250,25157.03,Grain Milling,Joint Venture,0.88,Mature (11-20 years),0,,0.0,,2.62,4.01,2.91,0.88,0.0,0.0,0.0,0.0,0.0,16.49,9.59,2.4,5.92,5.2,2.79,0,2.2,1.0,1.3,4.2,2.9,4.1,3.9,3.11,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,8.148,2.48704621966777,3.0407505034698903,3.344345779743083,1.6199787938787005,4.42302731061159,3.8915122266710167,4.087710036367464,3.6448931413990273,3.4583364232117053,2.2784701726331384,2.42747233993632,3.467422871074099,37.33732580386349,1.0050214786869378,0,1.3203364237126716,2024-03-11 22:33:18.662207358,CEO,0.8631219408626392,9,Low
FIRM_229,2024,2024,2024,FIRM_229,SME,3,20,999.0,Meat Processing,Local Private,1.02,Young (≤5 years),0,,0.0,,3.03,3.2,4.03,1.02,0.0,0.0,0.0,0.0,0.0,24.68,16.42,5.7,0.48,8.1,4.16,0,4.9,3.7,2.0,3.1,3.2,2.5,1.9,3.27,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,0.0,0.0,0.0,0.0,9.908,1.478547678936556,3.239980059261987,3.596328647715571,3.800406413464828,2.8883923547138943,3.562266605695983,2.7113569530657387,3.647538802733692,4.756647436561955,2.724312656209511,4.152455410762218,4.506027551537271,31.058638644716897,0.8159622511275055,0,2.282033130555214,2024-03-12 04:34:30.903010034,General Manager,0.9483773422860812,32,Very Low
FIRM_230,2024,2023,2023,FIRM_230,SME,42,33,999.0,Grain Milling,Local Private,2.63,Established (>20 years),0,,0.0,,3.19,3.08,2.51,2.63,0.0,0.0,0.0,0.0,0.0,23.39,17.52,3.2,1.07,8.1,4.2,0,5.6,2.5,2.5,2.1,3.6,1.9,4.8,3.4,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,10.846,2.624677344606064,2.7039554377740416,3.406530294760447,4.008185186391192,2.100706641133659,2.91238749373588,3.2726759216569623,4.028991776532699,2.4182340289065247,3.40964852940712,1.7381207868260902,2.469492840055153,9.86920260733948,0.4645767827624845,1,5.0,2024-03-12 10:35:43.143812709,Business Development Manager,0.986686773363145,37,Medium
FIRM_231,2024,2024,2024,FIRM_231,SME,29,50,999.0,Dairy Products,Joint Venture,1.64,Established (>20 years),1,Greenfield,6.49,South Africa,2.73,4.16,2.9,1.64,0.65,4.04,2.626,3.46,59.1,22.92,17.04,15.8,5.02,9.3,5.12,1,4.3,2.7,3.5,5.8,3.8,5.8,2.0,4.04,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,4.04,2.626,3.46,59.1,11.029,3.031095808937845,1.6063664388432828,3.4516263288353297,2.826115235478357,3.5293046849546004,4.38530049936133,4.45581028950155,4.269756742818693,3.2244586043525167,3.413507565321514,3.3903669273180146,1.575814823378724,62.198988526346746,0.9489771798360368,0,2.5754074801545723,2024-03-12 16:36:55.384615385,General Manager,0.8639867378832037,22,Very Low
FIRM_232,2024,2023,2023,FIRM_232,SME,9,18,999.0,Beverages,Foreign,3.06,Growing (6-10 years),1,M&A,7.49,Germany,2.75,4.25,2.38,3.06,0.75,3.43,2.573,2.98,59.1,18.82,12.75,5.1,2.75,5.4,3.01,0,3.6,3.7,3.0,3.3,3.8,3.0,3.2,3.43,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.43,2.573,2.98,59.1,9.433,2.410256378279053,3.2662805661798817,1.9061750845200252,3.398838156764466,4.131044479946552,5.0,4.215717750059098,3.664350891236504,1.096137207437635,2.291952940216934,2.392541790373813,3.735153310287883,80.0,0.7615967654138027,1,2.187833649286804,2024-03-12 22:38:07.625418060,CEO,0.8895267175973357,49,Medium
FIRM_233,2024,2023,2023,FIRM_233,SME,32,38,999.0,Grain Milling,Local Private,3.04,Established (>20 years),0,,0.0,,4.25,3.87,1.99,3.04,0.0,0.0,0.0,0.0,0.0,20.85,14.95,12.9,2.14,7.3,3.89,1,4.1,4.6,2.7,2.3,4.1,1.0,2.4,3.0,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,12.75,3.0949944263261564,5.0,4.042585935959304,4.863325947000229,4.520157049843298,3.737292021316735,2.4017124388151485,4.813301988876559,1.0,2.66106516434613,2.52586397418937,1.757461164690314,41.17824027082704,2.262088898568182,1,3.860614666384636,2024-03-13 04:39:19.866220736,General Manager,0.9853461960163148,16,Medium
FIRM_234,2024,2023,2023,FIRM_234,SME,12,18,449.59,Sugar & Confectionery,Foreign,2.5,Mature (11-20 years),1,M&A,5.32,Germany,3.56,3.53,3.23,2.5,1.183,3.29,3.892,2.98,59.1,17.1,10.61,7.0,5.86,7.8,3.6,0,3.3,2.6,2.4,3.7,5.0,4.6,3.4,3.29,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.29,3.892,2.98,59.1,11.712,3.261481506367015,3.9492230015286167,4.152630993184996,2.8954026365904504,3.522103182748761,2.9671521971848,3.7811839202817614,3.834540846721176,3.7447743757817,4.06689970429322,2.4977607175248697,2.6074601026432638,75.15428828869027,0.6838054833956815,0,5.0,2024-03-13 10:40:32.107023412,Operations Manager,0.8926515864729689,2,Very Low
FIRM_235,2024,2022,2022,FIRM_235,SME,30,20,999.0,Beverages,Local Private,0.63,Established (>20 years),1,M&A,69.4,India,2.94,2.87,2.74,0.63,6.947,3.1,21.536,3.25,59.1,19.01,14.81,11.9,4.97,8.1,4.24,1,1.4,2.6,1.5,3.4,3.2,4.6,3.4,3.1,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.1,21.536,3.25,59.1,9.114,3.0201152145535373,3.386517734185924,2.893548330338775,2.45287393035472,3.5531440357303983,2.515727632462568,1.917419800500152,3.4921440963958603,2.894439706351929,3.546760105960547,1.7697595850564758,2.768141563040105,21.666976748795005,1.7217108504576222,0,1.0584566285750092,2024-03-13 16:41:44.347826087,General Manager,0.9480915508269888,11,Low
FIRM_236,2024,2024,2024,FIRM_236,SME,13,10,999.0,Fish Processing,Local Private,1.45,Mature (11-20 years),1,Greenfield,37.58,USA,3.36,3.64,3.67,1.45,3.762,3.07,11.549,3.46,59.1,13.36,9.86,3.2,2.81,6.3,2.47,0,2.6,3.7,3.6,2.0,5.9,3.6,3.9,3.07,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.07,11.549,3.46,59.1,10.315,2.679997935341232,3.2159764195542127,3.060870745167524,4.485330721970079,4.492340440553448,3.7805831868548263,3.537547921648296,2.7330595845383034,4.078512689798423,4.967558535413688,2.6844911375026617,2.9373298920299025,46.88576814236753,0.1363267848396437,0,3.159694968756933,2024-03-13 22:42:56.588628763,Operations Manager,0.9302227247414716,19,Very Low
FIRM_237,2024,2023,2023,FIRM_237,Large,13,254,22016.55,Meat Processing,Local Private,0.79,Mature (11-20 years),1,M&A,18.56,Netherlands,3.34,3.9,2.99,0.79,0.084,3.7,0.311,2.98,59.1,21.72,14.48,14.2,2.37,8.8,4.3,1,3.8,3.9,3.5,3.6,2.5,3.9,1.7,3.7,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.7,0.311,2.98,59.1,12.358,3.3349237375733822,3.4157261249684323,1.72200324769985,4.870069752424636,2.678154980182748,4.3727141403213805,5.0,3.5424042878102995,1.5265971110302508,4.162115356367375,2.6310869556659964,3.620248011366902,26.53852350081385,0.4246277013126166,0,1.867315259869732,2024-03-14 04:44:08.829431438,CEO,0.9394491407505792,10,Very Low
FIRM_238,2024,2022,2022,FIRM_238,SME,9,11,999.0,Fish Processing,Local Private,1.75,Growing (6-10 years),1,Joint Venture,12.52,South Africa,3.55,3.43,3.22,1.75,1.253,3.21,4.022,3.25,59.1,19.6,13.03,2.6,3.44,7.0,3.48,0,2.7,1.9,2.2,4.5,5.1,5.7,2.6,3.21,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.21,4.022,3.25,59.1,11.396,3.5535525196555278,3.782983380622647,3.5628292804160515,3.302956537478278,3.5668875348901943,3.932617422546768,2.7416858261848107,3.4981678327533183,3.4199021395287525,4.1298637617039455,2.9653642732474026,2.3847291459422517,67.80164029888037,1.0464890792303876,0,2.5842583826900296,2024-03-14 10:45:21.070234114,Business Development Manager,0.912368335236588,21,Low
FIRM_239,2024,2023,2023,FIRM_239,SME,20,15,999.0,Oil & Fats,Foreign,2.04,Mature (11-20 years),1,M&A,5.27,India,3.16,3.66,3.04,2.04,0.528,3.09,1.632,2.98,59.1,24.31,16.46,6.3,0.24,5.9,3.64,0,3.3,5.4,1.7,3.3,6.5,1.9,4.5,3.09,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.09,1.632,2.98,59.1,9.764,2.327680738045723,2.5734310292838085,3.6148516975427296,4.109170428326685,3.9142543339550335,3.5983173113568023,2.832541563606734,4.276182877768882,4.7688178405438535,1.8509183045897784,2.792955660262149,2.753643673049915,30.0543503204654,5.527630766627263,0,4.079926048736724,2024-03-14 16:46:33.311036789,General Manager,0.8949987205830566,29,Medium
FIRM_240,2024,2022,2022,FIRM_240,Large,14,683,44736.23,Bakery Products,Local Private,2.45,Mature (11-20 years),0,,0.0,,3.98,3.84,3.42,2.45,0.0,0.0,0.0,0.0,0.0,25.52,16.42,1.9,3.34,7.8,4.43,0,4.4,2.4,4.6,1.4,4.0,3.3,4.1,3.46,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,13.771,4.328745903797016,4.18002518626821,3.0440280847006203,4.3731807324247045,4.069531232771021,3.1875098437474856,4.111223825258287,3.977490174440113,3.319705608357266,3.78747431647008,3.57779400457346,2.9871566823455504,45.966446257797145,0.947226626938181,1,1.9907893020603855,2024-03-14 22:47:45.551839465,General Manager,0.8572800176094503,10,Medium
FIRM_241,2024,2024,2024,FIRM_241,SME,19,15,999.0,Beverages,Local Private,1.7,Mature (11-20 years),1,Greenfield,5.23,South Africa,3.46,2.9,3.27,1.7,0.524,3.64,1.907,3.46,59.1,24.32,17.91,5.2,6.06,8.1,4.96,0,4.0,4.5,3.2,3.8,4.5,5.5,1.0,3.64,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.64,1.907,3.46,59.1,12.594,3.1211294941725907,3.900766920808871,4.111918023883453,2.7060126139692926,3.4941159840854703,2.835485457097337,2.265758787832283,2.99237852702043,3.1765815055910487,3.0522038784727803,3.715859477652106,3.134638161766909,61.23734290768043,2.1817294843269184,0,2.3447419250530643,2024-03-15 04:48:57.792642141,Business Development Manager,0.9616421408941246,44,Low
FIRM_242,2024,2024,2024,FIRM_242,SME,2,249,999.0,Fruits & Vegetables,Foreign,3.71,Young (≤5 years),1,Greenfield,69.69,South Africa,3.21,3.7,2.54,3.71,6.976,4.43,30.904,3.46,59.1,24.57,15.95,3.1,2.37,5.4,3.69,0,5.1,3.8,3.3,4.1,2.8,5.7,3.8,4.43,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,4.43,30.904,3.46,59.1,14.22,3.2150796983558783,3.902730007995554,2.7993304921180537,2.911755331705705,3.8206646070235046,4.184325928427418,2.993795976091969,3.803352631846623,2.90855608082435,2.6041163768155755,1.5443143459894189,3.0880444572371304,74.08648418157684,0.588976289064671,1,4.95256916191851,2024-03-15 10:50:10.033444816,CEO,0.961914019329134,59,Medium
FIRM_243,2024,2024,2024,FIRM_243,Large,31,516,35580.63,Dairy Products,Foreign,2.04,Established (>20 years),1,Greenfield,51.11,India,3.84,3.66,2.91,2.04,0.144,3.43,0.494,3.46,59.1,30.2,23.31,2.5,0.78,9.2,5.51,0,4.2,4.0,3.4,2.9,3.5,2.7,2.3,3.43,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.43,0.494,3.46,59.1,13.171,3.766571538605246,3.706933017166809,3.6081453333042406,4.284699610523788,2.307003587952206,4.23964013496991,3.977152910065402,4.102918703037433,1.3291185428740877,3.251213806479276,3.655649750649848,3.392405197700322,75.75401931982199,0.2717163686651884,0,3.4769681498525857,2024-03-15 16:51:22.274247492,CEO,0.9506088610118084,53,Very Low
