firm_id,firm_size,has_fdi,years_fdi,fdi_type,ka1_technical_manuals,ka2_staff_training,ka3_adapt_technology,ka4_commercialize_knowledge,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3yr,innovation_iot,innovation_automation,innovation_quality_mgmt,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permit_ease,skilled_workforce_pct,training_hours_annual,modern_equipment,reinvestment_rate_pct,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,knowledge_absorption,task_performance,innovation_score,government_policy,firm_resources,overall_performance
LRG018,Large,1,1.0,Technology transfer,5,4,4,4,4,4,4,4,2.8,6,0,1,1,4,5,5,3,80.9,32,1,12.6,21.5,7.1,22.9,84.3,5.3,4.25,4.0,0.7894496717685447,4.25,0.2509808485473325,0.4389546673272978
LRG019,Large,0,,,1,2,2,2,3,3,3,3,3.3,4,1,0,0,6,6,5,7,82.5,17,0,14.6,8.8,5.0,7.6,60.8,0.1,1.75,3.0,0.5750192902738462,6.0,-0.2923156150257722,-0.9479014316902068
LRG020,Large,1,15.0,Joint venture,4,3,2,2,5,5,4,5,6.7,2,1,0,1,5,7,6,5,64.1,70,1,30.7,25.2,20.6,16.5,88.9,7.1,2.75,4.75,1.2150874129679714,5.75,0.6700671558971805,1.2980507237986532
LRG021,Large,1,5.0,Technology transfer,4,4,4,4,4,4,3,4,3.2,4,0,0,1,4,4,3,5,65.3,41,1,33.4,16.2,13.0,27.8,98.0,6.1,4.0,3.75,0.34023805136341634,4.0,0.17200609776154058,0.8240280451561353
LRG022,Large,1,5.0,Equity,4,4,3,4,3,3,2,3,3.8,4,0,0,1,5,4,4,5,33.9,40,1,30.7,9.7,14.0,1.1,85.3,4.9,3.75,2.75,0.5170308453335175,4.5,0.1204624258059312,0.023433188735152072
LRG023,Large,1,3.0,Joint venture,3,4,4,4,5,4,4,5,2.4,1,1,1,0,4,4,4,4,92.8,23,1,8.6,17.5,22.2,19.4,88.4,5.8,3.75,4.5,-0.2328064653859806,4.0,0.5946238382736738,1.056304067650846
LRG024,Large,1,10.0,Equity,4,4,3,3,4,5,3,4,3.5,6,0,1,0,5,5,5,5,95.0,46,1,31.7,13.3,10.2,5.2,82.1,5.2,3.5,4.0,0.7903921581515834,5.0,1.0378052468080081,0.006921794243887766
LRG025,Large,0,,,3,3,3,2,3,5,4,4,3.1,4,0,0,0,6,4,4,5,56.7,32,0,3.3,17.6,9.6,40.3,76.0,5.3,2.75,4.0,0.3107725857017327,4.75,-0.39245724536237947,0.5712220438499773
LRG026,Large,0,,,2,2,2,2,4,5,4,5,2.7,1,0,0,1,6,5,6,4,61.2,44,1,25.2,25.7,9.9,24.3,85.0,4.6,2.0,4.5,-0.14441006840092974,5.25,0.37760547986863924,0.7090475724210265
LRG027,Large,0,,,4,4,4,4,3,4,3,4,1.3,5,1,0,1,5,6,4,5,53.7,18,1,15.1,9.3,1.2,2.7,79.3,4.5,4.0,3.5,0.16658883194173296,5.0,0.10487295512206364,-0.6841412355823022
LRG028,Large,1,2.0,Joint venture,4,4,4,4,4,4,3,4,3.5,7,0,0,0,5,3,4,3,80.7,32,1,28.6,20.8,11.3,23.8,80.0,6.0,4.0,3.75,0.7659552398043952,3.75,0.4783826596350308,0.6206163703367364
LRG029,Large,0,,,2,2,2,2,3,3,4,3,4.3,4,1,0,1,4,3,6,3,81.9,40,1,7.3,3.1,12.0,10.1,75.9,5.9,2.0,3.25,1.0749897201394285,4.0,0.5620681433110447,-0.23081818316956315
LRG030,Large,1,3.0,Joint venture,5,5,5,5,3,3,3,4,3.8,5,0,1,1,2,3,4,2,48.9,62,1,32.4,20.7,13.7,0.0,85.8,6.6,5.0,3.25,0.9032254734838223,2.75,0.5937703772377556,0.4963804168866097
LRG031,Large,1,6.0,Technology transfer,4,4,4,4,5,5,5,5,4.5,7,1,1,0,6,6,5,5,81.1,31,1,11.3,13.5,17.5,32.1,75.9,7.0,4.0,5.0,1.471241442918724,5.5,0.5333460240016187,0.7922688084231737
LRG032,Large,0,,,2,2,2,3,3,3,4,3,2.2,5,0,0,1,4,3,2,3,60.8,48,1,12.7,10.3,7.0,1.0,74.0,6.7,2.25,3.25,0.22646224964813869,3.0,0.4156577812781278,-0.32144392856932413
LRG033,Large,0,,,2,3,3,2,3,3,3,3,3.4,5,1,0,1,6,6,5,4,66.7,35,1,10.0,7.4,5.4,0.0,46.1,4.3,2.5,3.0,0.9906793840858346,5.25,0.582817355162086,-1.0079585899815453
LRG034,Large,1,1.0,Technology transfer,4,5,5,5,4,5,4,3,3.6,4,0,0,1,5,2,4,2,81.9,63,1,9.0,22.0,18.1,4.7,89.8,8.4,4.75,4.0,0.4580999140101505,3.25,1.1643693547837248,0.9842001138985066
LRG035,Large,1,4.0,Joint venture,5,5,5,4,3,4,4,4,2.2,6,1,1,1,4,4,5,5,72.2,49,1,23.8,24.4,10.5,30.8,87.9,6.8,4.75,3.75,0.8179726510471899,4.5,0.7106501956478035,0.9582842334295482
LRG036,Large,0,,,4,3,3,3,3,3,4,3,2.9,6,0,1,0,5,5,5,4,63.4,5,1,32.4,14.5,9.7,3.6,81.0,0.1,3.25,3.25,0.8189151374302284,4.75,-0.42388682444120307,-0.32815862493444675
LRG037,Large,1,2.0,Equity,4,4,3,4,4,4,4,3,2.1,4,0,1,1,3,3,4,4,71.8,48,1,40.0,12.4,13.2,5.2,79.3,8.2,3.75,3.75,0.22143370233364337,3.5,0.8216209538148427,0.2718264378083423
LRG038,Large,1,1.0,Technology transfer,4,5,5,5,5,5,4,4,2.5,10,0,1,1,3,3,3,2,89.6,63,1,23.8,29.5,19.8,26.8,91.7,6.5,4.75,4.5,1.4245686943897269,2.75,1.2223988387532179,1.5588842848407256
LRG039,Large,0,,,3,3,3,4,2,1,3,3,2.7,3,0,0,1,4,4,5,3,71.3,24,1,26.9,8.7,10.4,3.8,85.1,2.8,3.25,2.25,0.012031868153440178,4.0,-0.1648503370299504,-0.27981789594222556
LRG040,Large,1,2.0,Joint venture,4,4,4,4,4,4,4,4,3.7,6,0,0,1,3,5,5,5,78.3,45,1,24.9,5.4,7.8,33.5,98.0,6.4,4.0,4.0,1.0546388627236971,4.5,0.49648641525730164,0.28975548821142105
LRG041,Large,0,,,2,2,2,1,3,3,3,3,1.1,3,1,1,1,5,4,4,3,45.9,33,1,22.0,16.0,3.2,19.8,71.6,2.8,1.75,3.0,-0.04878403593600411,4.0,-0.003616917454618243,-0.30130788743085446
LRG042,Large,0,,,3,3,4,4,2,2,2,3,3.8,4,0,0,0,4,3,4,4,59.3,5,1,15.3,7.0,8.8,0.0,69.7,3.4,3.5,2.25,0.5170308453335175,3.75,-0.25866263028664427,-0.6243654092787523
LRG043,Large,1,2.0,Equity,4,4,5,5,5,4,5,5,4.0,2,0,1,0,4,2,3,4,88.5,70,1,24.6,22.7,14.2,38.5,98.0,5.2,4.5,4.75,0.2142040668537684,3.25,1.3543976950513883,1.212542935288417
LRG044,Large,1,8.0,Management contract,4,4,4,4,5,4,4,5,2.5,4,1,1,1,7,6,5,4,75.6,39,1,27.3,15.3,12.2,28.6,70.0,8.7,4.0,4.5,0.5446113382291242,5.5,0.5466096011299811,0.5829548487620474
LRG045,Large,1,4.0,Management contract,3,3,2,2,3,4,3,3,1.5,3,0,1,1,4,3,3,1,84.9,56,1,18.4,20.8,15.6,2.2,76.1,5.0,2.5,3.25,0.06907782671073018,2.75,0.9331992539636724,0.40510361469370304
LRG046,Large,1,4.0,Equity,3,3,3,4,5,5,5,5,3.1,6,0,0,1,6,4,4,5,95.0,49,1,22.4,26.8,15.7,29.9,98.0,5.8,3.25,5.0,0.6725302955048491,4.75,1.2036130140795696,1.3435437389688525
LRG047,Large,1,9.0,Joint venture,5,5,5,5,4,4,4,4,2.8,7,0,1,0,5,4,5,3,90.6,65,1,22.5,11.5,13.2,50.9,95.7,4.0,5.0,4.0,0.7650127534213564,4.25,1.096712771464969,0.8425055807510086
LRG048,Large,1,4.0,Equity,4,3,3,3,4,5,4,5,3.4,7,1,1,0,5,5,5,4,76.4,55,1,29.6,15.4,17.1,41.7,88.4,6.7,3.25,4.5,1.1471213206402044,4.75,0.9473976106675437,1.1145063993812576
LRG049,Large,0,,,2,2,2,1,4,5,5,4,2.1,0,1,0,0,5,5,5,3,57.3,32,1,9.5,11.5,9.5,26.1,57.9,5.1,1.75,4.5,-0.7073974905213359,4.5,0.3966084921563684,-0.0911519666549453
LRG050,Large,1,2.0,Equity,5,5,5,5,3,3,3,3,0.9,10,1,1,1,2,3,3,1,36.7,39,1,22.6,29.2,17.3,16.8,79.4,5.8,5.0,3.0,1.1584370170515363,2.25,-0.20706549911913533,1.0880855733674804
LRG051,Large,1,4.0,Technology transfer,4,3,3,4,5,5,5,5,2.8,6,0,1,0,4,7,7,5,72.5,60,1,38.3,14.4,11.8,13.8,80.9,4.5,3.5,5.0,0.5841338985197982,5.75,0.9134290397513015,0.18977745771779989
LRG052,Large,1,3.0,Joint venture,4,4,4,4,4,4,4,4,2.9,4,1,1,1,5,6,7,5,70.1,28,1,32.3,14.0,15.6,40.9,88.0,2.6,4.0,4.0,0.6624732008758585,5.75,0.09506831298114327,0.7209210392237296
LRG053,Large,1,7.0,Joint venture,5,4,5,4,4,4,4,4,4.1,6,0,0,1,6,4,4,4,80.9,58,1,33.8,21.3,18.7,57.7,74.3,7.1,4.5,4.0,1.1725007253704312,4.5,0.6266707903969506,1.485579281180623
LRG054,Large,1,12.0,Technology transfer,3,3,3,2,5,5,4,4,2.5,6,0,0,1,5,6,5,3,72.7,37,1,23.2,14.9,8.5,51.5,75.7,9.2,2.75,4.5,0.4957375015347476,4.75,0.6703394101656636,0.8230577335041127
LRG055,Large,1,2.0,Technology transfer,5,5,5,5,5,5,4,5,5.3,4,0,1,1,6,5,5,3,70.2,65,1,25.6,18.5,13.1,29.0,63.2,4.3,5.0,4.75,1.3696443767562643,4.75,1.002066412796406,0.3892232936530143
LRG056,Large,1,3.0,Technology transfer,4,5,5,5,3,4,3,4,1.0,6,1,0,1,7,5,6,6,48.3,52,1,31.0,9.1,16.6,19.1,94.7,8.6,4.75,3.5,0.2590712898582404,6.0,0.4954207719701247,0.7338578711104917
LRG057,Large,1,9.0,Equity,4,4,4,4,4,4,4,4,4.9,4,0,1,1,4,5,6,5,60.9,58,1,35.5,30.9,17.6,0.2,79.2,6.4,4.0,4.0,1.0464667408607835,5.0,0.7689920300365685,0.9572793923288128
LRG058,Large,1,10.0,Equity,4,4,4,4,4,5,3,4,3.0,5,0,1,1,4,6,6,6,82.1,51,1,7.4,9.9,12.3,2.8,85.9,5.8,4.0,4.0,0.6675017481903538,5.5,0.7956184155578149,0.03641113410938818
LRG059,Large,1,5.0,Joint venture,5,4,4,4,4,4,4,4,4.3,4,0,1,0,5,5,5,5,95.0,29,1,12.5,15.7,10.1,21.7,84.0,5.0,4.25,4.0,0.6643581736419355,5.0,0.961313925958568,0.3376119625343408
LRG060,Large,1,8.0,Technology transfer,4,4,4,3,3,4,3,4,3.4,3,0,1,1,4,4,4,5,73.5,40,1,33.5,17.0,15.8,32.3,67.2,2.6,3.75,3.5,0.42360590103397155,4.25,0.4241167974898927,0.4574624575047367
LRG061,Large,1,5.0,Joint venture,4,4,3,4,4,4,4,5,4.7,6,1,1,0,6,6,6,5,79.9,58,1,20.8,29.9,18.2,21.3,68.9,8.0,3.75,4.25,1.5546092925892794,5.75,1.0395428993385114,1.2295782270893656
LRG062,Large,1,4.0,Equity,4,4,4,5,5,5,5,5,2.8,7,0,1,1,4,3,3,3,89.3,52,1,17.6,10.9,10.3,16.6,75.9,5.0,4.25,5.0,1.1756442999188494,3.25,1.1490828987031312,0.003063919845099322
LRG063,Large,0,,,3,3,3,2,3,3,3,4,1.2,5,1,0,0,3,3,3,2,52.8,49,1,8.0,25.9,3.7,21.5,63.3,2.1,2.75,3.25,0.13712336628004934,2.75,0.4013564088521858,-0.045446991646461835
LRG064,Large,1,7.0,Equity,5,4,4,4,5,5,5,5,5.0,7,0,0,1,7,6,7,6,80.5,55,1,18.6,23.3,15.9,28.2,92.4,8.6,4.25,5.0,1.4132529979783952,6.5,0.8833009192874328,1.3092605379228472
LRG065,Large,1,6.0,Joint venture,5,5,5,4,4,4,3,5,3.2,6,1,1,0,5,4,5,3,63.9,38,1,11.8,20.9,15.5,37.4,74.5,2.0,4.75,4.0,1.1126273076640256,4.25,0.3439314711901227,0.7080361458138
LRG066,Large,1,1.0,Equity,3,4,4,4,3,3,3,4,3.6,4,1,1,0,5,5,6,4,88.0,40,1,39.7,11.7,10.3,46.9,98.0,2.2,3.75,3.25,0.663415687258897,5.0,0.7887832174393666,0.5679673925818632
LRG067,Large,0,,,3,3,3,2,3,2,3,3,4.0,6,0,0,1,6,6,6,6,67.3,36,0,17.8,17.8,10.2,13.4,84.3,3.3,2.75,2.75,0.9377194864600011,6.0,-0.1426361274962931,0.19490228951966934
LRG068,Large,0,,,3,3,3,3,4,4,4,4,1.3,1,0,1,1,5,5,5,4,69.5,7,1,17.5,8.1,7.2,0.0,85.7,4.9,3.0,4.0,-0.35161081441575337,4.75,-0.03944861271297996,-0.37289818732054614
LRG069,Large,1,1.0,Technology transfer,4,4,4,3,4,3,4,3,4.0,4,1,1,1,7,4,4,3,63.3,70,1,27.7,25.2,3.5,21.4,82.6,6.4,3.75,3.5,0.9865933231543778,4.5,0.7908060017243373,0.4226050913104249
LRG070,Large,1,1.0,Equity,5,4,4,5,4,4,4,4,2.6,4,1,0,0,3,5,5,3,85.6,55,1,30.7,11.8,11.3,8.8,98.0,5.2,4.5,4.0,0.16344525739331475,4.0,1.1264387407283027,0.2539364041124492
LRG071,Large,1,7.0,Management contract,4,5,5,5,4,4,4,3,3.1,8,0,1,1,3,6,5,5,95.0,65,1,30.6,18.5,12.8,19.1,81.4,10.7,4.75,3.75,1.2396037785567122,4.75,1.3003551065363121,0.8523146355930535
LRG072,Large,1,2.0,Joint venture,4,4,4,4,4,4,3,4,3.4,7,0,1,0,5,4,4,4,59.9,31,1,31.6,15.5,11.4,38.4,83.6,5.1,4.0,3.75,0.9418055473914579,4.25,0.36121383034570576,0.6366637323278271
LRG073,Large,1,7.0,Equity,3,3,4,4,2,2,3,2,1.5,6,1,1,1,3,6,6,6,69.9,65,1,18.0,12.5,4.9,47.6,78.0,3.9,3.5,2.25,0.8170301646641511,5.25,0.6372302083048939,0.20608845187293823
LRG074,Large,0,,,3,3,2,1,3,2,4,2,1.6,6,0,0,0,4,5,6,5,68.5,62,0,15.6,18.8,0.2,6.9,80.4,1.7,2.25,2.75,0.025232537330848848,5.0,-0.04313647006027399,-0.4938703768883891
LRG075,Large,1,1.0,Technology transfer,4,4,3,4,4,4,5,5,4.9,4,0,1,1,5,5,4,5,86.8,34,1,29.2,20.8,11.9,17.8,91.6,6.4,3.75,4.5,1.25178251410953,4.75,0.891156272642217,0.7298125165142826
LRG076,Large,1,1.0,Equity,2,2,2,3,5,5,4,5,4.4,6,0,1,1,4,4,4,4,66.6,59,1,18.8,25.7,18.1,0.0,82.3,7.6,2.25,4.75,1.2608971223554821,4.0,0.4795629261425838,0.9060280567683947
LRG077,Large,1,7.0,Technology transfer,4,4,4,4,5,5,5,5,3.2,5,0,1,1,3,3,4,4,32.5,50,1,23.0,7.3,20.0,34.3,81.6,9.0,4.0,5.0,0.726432679513721,3.5,-0.0072682824081647945,0.9184046613987591
LRG078,Large,1,1.0,Equity,3,3,3,3,5,4,4,4,3.6,7,1,1,1,5,4,5,5,95.0,31,1,26.2,25.2,18.3,7.0,95.7,3.0,3.0,4.25,1.4113680252123182,4.75,0.9855438347706682,0.8779074162660504
LRG079,Large,1,13.0,Equity,4,4,5,5,4,4,5,5,2.9,5,0,1,1,5,6,7,6,86.4,56,1,29.3,33.0,10.7,28.9,92.6,5.7,4.5,4.5,0.6380362825286702,6.0,1.0865766260682912,1.235858440174821
LRG080,Large,0,,,1,1,1,1,4,5,4,3,4.1,3,1,1,0,5,6,6,5,38.9,45,0,3.8,10.5,5.4,17.3,71.3,5.2,1.0,4.0,0.6298641606657566,5.5,-0.6158450369981167,-0.2816398886013842
LRG081,Large,1,7.0,Equity,4,3,3,2,3,4,3,3,3.1,7,0,1,1,6,6,5,6,65.9,43,1,28.7,30.2,13.5,31.8,61.0,6.4,3.0,3.25,1.2640406969039004,5.75,0.4727882513697257,0.9691538964975763
LRG082,Large,0,,,1,1,1,1,3,3,3,2,2.8,6,0,1,0,5,4,3,2,88.5,49,1,16.1,12.8,10.0,21.5,69.5,3.3,1.0,2.75,0.7894496717685447,3.5,1.099983652524337,-0.05693971383247789
LRG083,Large,1,3.0,Joint venture,5,5,5,5,4,3,5,4,4.7,4,1,0,0,3,5,4,4,95.0,30,1,28.7,9.4,14.6,21.1,91.5,6.9,5.0,4.0,0.9875358095374165,4.0,0.973428880364618,0.5320394258723036
LRG084,Large,1,1.0,Equity,4,5,5,4,4,4,4,4,2.4,5,1,1,1,3,4,3,4,89.1,32,1,29.2,16.2,4.9,18.9,98.0,4.2,4.5,4.0,0.9013405007177451,3.5,0.6082733559874034,0.18581767406696
LRG085,Large,0,,,3,3,3,3,3,4,4,3,4.4,2,1,0,0,3,3,4,4,62.4,37,0,30.9,19.1,5.5,14.1,57.6,7.0,3.0,3.5,0.5373817027492492,3.5,-0.633426531632164,-0.07329536263767378
LRG086,Large,1,7.0,Joint venture,4,3,4,4,4,4,3,4,1.5,1,0,1,1,3,2,6,3,76.2,50,1,33.8,11.4,12.4,28.4,78.9,7.6,3.75,3.75,-0.49799565634113274,3.5,0.49524553073689825,0.4917252151016411
LRG087,Large,1,4.0,Joint venture,5,4,4,5,5,5,4,4,5.3,6,1,0,1,3,3,3,2,73.0,41,1,33.8,14.8,15.9,51.4,83.3,3.5,4.5,4.5,1.7314020865593807,2.75,0.46062598855889314,0.9143613058792686
LRG088,Large,1,13.0,Equity,3,3,2,3,5,5,5,5,2.9,7,1,0,1,6,5,5,4,91.9,60,1,34.5,22.4,18.1,18.0,98.0,4.4,2.75,5.0,0.9997939923317866,5.0,1.287454278573625,1.043270627452959
LRG089,Large,0,,,2,2,2,2,4,4,4,3,2.2,5,0,1,0,6,4,4,5,51.9,41,1,20.3,14.0,10.1,27.2,75.6,2.0,2.0,3.75,0.22646224964813869,4.75,-0.037599492094857245,0.06729831977177823
LRG090,Large,1,2.0,Technology transfer,3,4,4,4,4,4,4,4,1.0,2,0,0,1,2,4,6,3,62.9,60,1,23.3,20.3,14.3,39.5,73.1,7.2,3.75,4.0,-0.6697599029967389,3.75,0.3355916813155968,0.9651775437929868
LRG091,Large,0,,,3,3,3,3,3,3,4,4,2.0,3,0,1,1,4,5,4,4,80.2,34,1,25.0,14.6,9.3,17.7,78.7,1.3,3.0,3.5,0.011089381770401557,4.25,0.39351357632228035,-0.09315289352377816
LRG092,Large,1,5.0,Management contract,4,3,4,4,4,4,4,4,2.1,1,0,1,1,5,3,4,4,74.3,57,1,28.9,19.3,15.7,29.1,79.1,5.1,3.75,4.0,-0.32120286237103124,4.0,0.9705129902213059,0.7895237393343271
LRG093,Large,0,,,3,3,3,3,4,4,4,3,1.8,7,1,0,0,3,3,3,4,85.7,30,0,15.5,12.2,10.8,5.2,61.3,5.0,3.0,3.75,0.6756738700532673,3.25,-0.1485351279312507,-0.2709369911013447
LRG094,Large,1,7.0,Joint venture,5,5,5,5,5,5,4,5,3.1,3,0,0,1,5,3,5,4,64.9,75,1,26.2,18.6,14.8,43.9,77.3,6.3,5.0,4.75,0.12989373080017447,4.25,0.6139334068346637,0.9881912938605163
LRG095,Large,0,,,3,3,3,3,5,4,4,4,3.6,7,1,0,0,1,2,4,1,64.2,25,1,17.7,9.2,9.4,24.4,98.0,5.0,3.0,4.25,1.0007364787148252,2.0,0.3894446383362199,0.28335714584051575
LRG096,Large,1,5.0,Technology transfer,4,4,3,3,4,4,4,3,3.5,7,1,1,0,4,5,5,5,61.2,75,1,16.2,26.5,12.8,31.8,88.6,3.5,3.5,3.75,1.1765867863018882,4.75,0.5873101116550379,0.9620888913161203
LRG097,Large,1,2.0,Equity,4,4,4,4,5,5,5,4,3.7,4,1,0,1,2,4,5,4,75.1,50,1,33.3,13.8,16.4,22.0,89.3,7.6,4.0,4.75,0.6928811529205807,3.75,0.6719026102461296,0.8051424402271972
LRG098,Large,1,2.0,Management contract,4,4,4,4,5,4,4,4,2.0,3,1,1,1,4,4,4,3,52.8,33,1,23.4,24.0,14.6,39.5,85.0,4.8,4.0,4.25,0.21640515501914806,3.75,0.07805423430197322,1.1082468051257637
LRG099,Large,1,3.0,Joint venture,4,4,4,4,4,4,4,4,2.2,6,0,0,1,5,6,3,5,67.7,66,1,39.4,17.0,14.5,6.7,87.5,5.2,4.0,4.0,0.40734110454969685,4.75,0.6466363355825258,0.4342711652528801
LRG100,Large,1,5.0,Joint venture,4,4,4,5,4,4,5,4,5.5,4,0,0,1,3,4,6,5,53.5,52,1,10.0,18.8,18.9,0.0,87.4,6.5,4.25,4.25,1.0179437615821385,4.5,0.5135928091876052,0.6932410602311395
