Gc_YSZ_threshold_J_per_m2,Gc_GDC_LSCF_threshold_J_per_m2,P_joint_failure_independent_rho_0,P_joint_failure_correlated_rho_05,delta_correlated_minus_independent
1.696296,0.883673,0.0342,0.0784,0.0442
1.696296,0.910204,0.04085,0.08645,0.0456
1.696296,0.936735,0.04695,0.09245,0.0455
1.696296,0.963265,0.05265,0.09875,0.0461
1.696296,0.989796,0.05925,0.10405,0.0448
1.696296,1.016327,0.0657,0.1095,0.0438
1.696296,1.042857,0.0727,0.1138,0.0411
1.696296,1.069388,0.0786,0.1181,0.0395
1.696296,1.095918,0.08605,0.12125,0.0352
1.696296,1.122449,0.0921,0.1233,0.0312
1.696296,1.14898,0.09865,0.12515,0.0265
1.696296,1.17551,0.10435,0.12695,0.0226
1.696296,1.202041,0.10905,0.1281,0.01905
1.696296,1.228571,0.11285,0.12895,0.0161
1.696296,1.255102,0.1175,0.12945,0.01195
1.696296,1.281633,0.1201,0.1299,0.0098
1.696296,1.308163,0.1221,0.13005,0.00795
1.696296,1.334694,0.12405,0.1301,0.00605
1.696296,1.361224,0.12545,0.1302,0.00475
1.696296,1.387755,0.1267,0.1302,0.0035
1.696296,1.414286,0.12745,0.13025,0.0028
1.696296,1.440816,0.128,0.1303,0.0023
1.696296,1.467347,0.1287,0.13035,0.00165
1.696296,1.493878,0.12905,0.13035,0.0013
1.696296,1.520408,0.12935,0.13035,0.001
1.696296,1.546939,0.12955,0.13035,0.0008
1.696296,1.573469,0.1296,0.13035,0.00075
1.696296,1.6,0.1298,0.13035,0.00055
1.737037,0.3,0.0001,0.0002,0.0001
1.737037,0.326531,0.0001,0.00025,0.00015
1.737037,0.353061,0.0001,0.00035,0.00025
1.737037,0.379592,0.0001,0.00055,0.00045
1.737037,0.406122,0.0002,0.0009,0.0007
1.737037,0.432653,0.0003,0.00135,0.00105
1.737037,0.459184,0.00045,0.00235,0.0019
1.737037,0.485714,0.00055,0.00325,0.0027
1.737037,0.512245,0.00065,0.00475,0.0041
1.737037,0.538776,0.0009,0.0067,0.0058
1.737037,0.565306,0.00135,0.00935,0.008
1.737037,0.591837,0.00225,0.01235,0.0101
1.737037,0.618367,0.0034,0.0163,0.0129
1.737037,0.644898,0.0055,0.0205,0.015
1.737037,0.671429,0.0074,0.0263,0.0189
1.737037,0.697959,0.01005,0.0311,0.02105
1.737037,0.72449,0.01275,0.0378,0.02505
1.737037,0.75102,0.0161,0.04535,0.02925
1.737037,0.777551,0.0198,0.0534,0.0336
1.737037,0.804082,0.0243,0.0621,0.0378
1.737037,0.830612,0.0296,0.07095,0.04135
1.737037,0.857143,0.0352,0.0805,0.0453
1.737037,0.883673,0.04125,0.089,0.04775
1.737037,0.910204,0.0488,0.0991,0.0503
1.737037,0.936735,0.056,0.10605,0.05005
1.737037,0.963265,0.06275,0.11395,0.0512
1.737037,0.989796,0.07075,0.1208,0.05005
1.737037,1.016327,0.07825,0.1274,0.04915
1.737037,1.042857,0.0864,0.13285,0.04645
1.737037,1.069388,0.0934,0.13795,0.04455
1.737037,1.095918,0.10235,0.142,0.03965
1.737037,1.122449,0.1096,0.14465,0.03505
1.737037,1.14898,0.11725,0.1472,0.02995
1.737037,1.17551,0.12375,0.1496,0.02585
1.737037,1.202041,0.12925,0.15085,0.0216
1.737037,1.228571,0.13365,0.15185,0.0182
1.737037,1.255102,0.1388,0.15245,0.01365
1.737037,1.281633,0.14165,0.1532,0.01155
1.737037,1.308163,0.1441,0.15345,0.00935
1.737037,1.334694,0.14635,0.1535,0.00715
1.737037,1.361224,0.1481,0.1536,0.0055
1.737037,1.387755,0.14935,0.1536,0.00425
1.737037,1.414286,0.1503,0.1537,0.0034
1.737037,1.440816,0.1509,0.15375,0.00285
1.737037,1.467347,0.15185,0.15385,0.002
1.737037,1.493878,0.15225,0.1539,0.00165
1.737037,1.520408,0.15255,0.1539,0.00135
1.737037,1.546939,0.1528,0.1539,0.0011
1.737037,1.573469,0.15285,0.1539,0.00105
1.737037,1.6,0.15305,0.1539,0.00085
1.777778,0.3,0.0001,0.0002,0.0001
1.777778,0.326531,0.0001,0.00025,0.00015
1.777778,0.353061,0.0001,0.00035,0.00025
1.777778,0.379592,0.0001,0.00055,0.00045
1.777778,0.406122,0.00025,0.00095,0.0007
1.777778,0.432653,0.00035,0.0014,0.00105
1.777778,0.459184,0.00055,0.0025,0.00195
1.777778,0.485714,0.00075,0.00345,0.0027
1.777778,0.512245,0.00085,0.0051,0.00425
1.777778,0.538776,0.0011,0.0071,0.006
1.777778,0.565306,0.0016,0.00985,0.00825
1.777778,0.591837,0.0026,0.01325,0.01065
1.777778,0.618367,0.00415,0.01755,0.0134
1.777778,0.644898,0.00645,0.02225,0.0158
1.777778,0.671429,0.0085,0.029,0.0205
1.777778,0.697959,0.01165,0.03435,0.0227
1.777778,0.72449,0.01505,0.04215,0.0271
1.777778,0.75102,0.01905,0.05065,0.0316
1.777778,0.777551,0.0235,0.0599,0.0364
1.777778,0.804082,0.0284,0.07,0.0416
1.777778,0.830612,0.0347,0.0804,0.0457
1.777778,0.857143,0.0415,0.0913,0.0498
1.777778,0.883673,0.04875,0.10135,0.0526
1.777778,0.910204,0.0577,0.11315,0.05545
1.777778,0.936735,0.0661,0.1219,0.0558
1.777778,0.963265,0.0743,0.13105,0.05675
1.777778,0.989796,0.08355,0.1394,0.05585
1.777778,1.016327,0.09225,0.14765,0.0554
1.777778,1.042857,0.10175,0.1543,0.05255
1.777778,1.069388,0.1099,0.16055,0.05065
1.777778,1.095918,0.1197,0.16515,0.04545
1.777778,1.122449,0.1286,0.16855,0.03995
1.777778,1.14898,0.13745,0.17205,0.0346
1.777778,1.17551,0.1449,0.17475,0.02985
1.777778,1.202041,0.15145,0.17625,0.0248
1.777778,1.228571,0.15675,0.1779,0.02115
1.777778,1.255102,0.16275,0.17865,0.0159
1.777778,1.281633,0.16615,0.17965,0.0135
1.777778,1.308163,0.16895,0.18005,0.0111
1.777778,1.334694,0.17185,0.18015,0.0083
1.777778,1.361224,0.1739,0.1803,0.0064
1.777778,1.387755,0.1754,0.18035,0.00495
1.777778,1.414286,0.1767,0.18045,0.00375
1.777778,1.440816,0.17755,0.1806,0.00305
1.777778,1.467347,0.1785,0.18075,0.00225
1.777778,1.493878,0.17895,0.1808,0.00185
1.777778,1.520408,0.17925,0.1808,0.00155
1.777778,1.546939,0.1795,0.1808,0.0013
1.777778,1.573469,0.17955,0.1808,0.00125
1.777778,1.6,0.17975,0.1808,0.00105
1.818519,0.3,0.0001,0.0002,0.0001
1.818519,0.326531,0.0001,0.00025,0.00015
1.818519,0.353061,0.0001,0.00035,0.00025
1.818519,0.379592,0.0001,0.00055,0.00045
1.818519,0.406122,0.0003,0.00095,0.00065
1.818519,0.432653,0.0004,0.00145,0.00105
1.818519,0.459184,0.0006,0.00255,0.00195
1.818519,0.485714,0.0008,0.0036,0.0028
1.818519,0.512245,0.00095,0.0055,0.00455
1.818519,0.538776,0.00125,0.00765,0.0064
1.818519,0.565306,0.0019,0.01065,0.00875
1.818519,0.591837,0.00315,0.01445,0.0113
1.818519,0.618367,0.00495,0.0189,0.01395
1.818519,0.644898,0.00765,0.02395,0.0163
1.818519,0.671429,0.00995,0.03135,0.0214
1.818519,0.697959,0.0134,0.037,0.0236
1.818519,0.72449,0.0172,0.0455,0.0283
1.818519,0.75102,0.0218,0.05495,0.03315
1.818519,0.777551,0.0268,0.0658,0.039
1.818519,0.804082,0.0324,0.07745,0.04505
1.818519,0.830612,0.0394,0.08965,0.05025
1.818519,0.857143,0.0476,0.10195,0.05435
1.818519,0.883673,0.05625,0.11365,0.0574
1.818519,0.910204,0.06595,0.1269,0.06095
1.818519,0.936735,0.07595,0.137,0.06105
1.818519,0.963265,0.0855,0.14775,0.06225
1.818519,0.989796,0.0963,0.15775,0.06145
1.818519,1.016327,0.1061,0.1678,0.0617
1.818519,1.042857,0.1169,0.17645,0.05955
1.818519,1.069388,0.1259,0.1837,0.0578
1.818519,1.095918,0.13725,0.18925,0.052
1.818519,1.122449,0.1474,0.1938,0.0464
1.818519,1.14898,0.15765,0.19825,0.0406
1.818519,1.17551,0.16595,0.2014,0.03545
1.818519,1.202041,0.17355,0.20325,0.0297
1.818519,1.228571,0.17985,0.2051,0.02525
1.818519,1.255102,0.18675,0.2063,0.01955
1.818519,1.281633,0.19075,0.2075,0.01675
1.818519,1.308163,0.1941,0.2081,0.014
1.818519,1.334694,0.19755,0.20825,0.0107
1.818519,1.361224,0.19985,0.2085,0.00865
1.818519,1.387755,0.20165,0.2086,0.00695
1.818519,1.414286,0.20315,0.2087,0.00555
1.818519,1.440816,0.20405,0.20885,0.0048
1.818519,1.467347,0.205,0.209,0.004
1.818519,1.493878,0.20545,0.20905,0.0036
1.818519,1.520408,0.20575,0.2091,0.00335
1.818519,1.546939,0.2061,0.2091,0.003
1.818519,1.573469,0.20625,0.2091,0.00285
1.818519,1.6,0.2065,0.2091,0.0026
1.859259,0.3,0.0001,0.0002,0.0001
1.859259,0.326531,0.0001,0.00025,0.00015
1.859259,0.353061,0.0001,0.00035,0.00025
1.859259,0.379592,0.0001,0.0006,0.0005
1.859259,0.406122,0.0003,0.001,0.0007
1.859259,0.432653,0.0004,0.0015,0.0011
1.859259,0.459184,0.00065,0.00265,0.002
1.859259,0.485714,0.00095,0.00375,0.0028
1.859259,0.512245,0.00115,0.0057,0.00455
1.859259,0.538776,0.0016,0.00785,0.00625
1.859259,0.565306,0.00245,0.01115,0.0087
1.859259,0.591837,0.00405,0.01515,0.0111
1.859259,0.618367,0.00605,0.02005,0.014
1.859259,0.644898,0.0088,0.02585,0.01705
1.859259,0.671429,0.0113,0.0339,0.0226
1.859259,0.697959,0.01515,0.04035,0.0252
1.859259,0.72449,0.0194,0.0495,0.0301
1.859259,0.75102,0.025,0.05985,0.03485
1.859259,0.777551,0.0305,0.0719,0.0414
1.859259,0.804082,0.0372,0.08495,0.04775
1.859259,0.830612,0.0451,0.0986,0.0535
1.859259,0.857143,0.0549,0.11255,0.05765
1.859259,0.883673,0.0649,0.1259,0.061
1.859259,0.910204,0.07595,0.1407,0.06475
1.859259,0.936735,0.0876,0.1525,0.0649
1.859259,0.963265,0.09895,0.1654,0.06645
1.859259,0.989796,0.11165,0.1772,0.06555
1.859259,1.016327,0.1234,0.1892,0.0658
1.859259,1.042857,0.13585,0.19925,0.0634
1.859259,1.069388,0.1464,0.2078,0.0614
1.859259,1.095918,0.15965,0.21465,0.055
1.859259,1.122449,0.17095,0.22045,0.0495
1.859259,1.14898,0.18215,0.22605,0.0439
1.859259,1.17551,0.1915,0.22965,0.03815
1.859259,1.202041,0.20045,0.23175,0.0313
1.859259,1.228571,0.2074,0.23405,0.02665
1.859259,1.255102,0.21515,0.23565,0.0205
1.859259,1.281633,0.21965,0.237,0.01735
1.859259,1.308163,0.2232,0.23785,0.01465
1.859259,1.334694,0.22695,0.2382,0.01125
1.859259,1.361224,0.22965,0.2385,0.00885
1.859259,1.387755,0.23165,0.2386,0.00695
1.859259,1.414286,0.23355,0.2387,0.00515
1.859259,1.440816,0.2346,0.2389,0.0043
1.859259,1.467347,0.23565,0.23905,0.0034
1.859259,1.493878,0.2362,0.2391,0.0029
1.859259,1.520408,0.2365,0.23915,0.00265
1.859259,1.546939,0.2369,0.23915,0.00225
1.859259,1.573469,0.2371,0.23915,0.00205
1.859259,1.6,0.2374,0.23915,0.00175
1.9,0.3,0.00015,0.0002,5e-05
1.9,0.326531,0.00015,0.00025,0.0001
1.9,0.353061,0.00015,0.00035,0.0002
1.9,0.379592,0.00015,0.00065,0.0005
1.9,0.406122,0.00035,0.0011,0.00075
1.9,0.432653,0.00055,0.0016,0.00105
1.9,0.459184,0.0009,0.0028,0.0019
1.9,0.485714,0.00125,0.00405,0.0028
1.9,0.512245,0.0016,0.00605,0.00445
1.9,0.538776,0.0022,0.00835,0.00615
1.9,0.565306,0.0031,0.0118,0.0087
1.9,0.591837,0.00485,0.01595,0.0111
1.9,0.618367,0.00695,0.02115,0.0142
1.9,0.644898,0.01015,0.0277,0.01755
1.9,0.671429,0.0135,0.0364,0.0229
1.9,0.697959,0.01765,0.04335,0.0257
1.9,0.72449,0.02235,0.0535,0.03115
1.9,0.75102,0.0287,0.0649,0.0362
1.9,0.777551,0.03505,0.07825,0.0432
1.9,0.804082,0.04265,0.0928,0.05015
1.9,0.830612,0.0516,0.1079,0.0563
1.9,0.857143,0.06275,0.12385,0.0611
1.9,0.883673,0.074,0.1384,0.0644
1.9,0.910204,0.08685,0.15505,0.0682
1.9,0.936735,0.0998,0.16825,0.06845
1.9,0.963265,0.1128,0.18315,0.07035
1.9,0.989796,0.12735,0.1973,0.06995
1.9,1.016327,0.14045,0.21085,0.0704
1.9,1.042857,0.15435,0.223,0.06865
1.9,1.069388,0.166,0.23305,0.06705
1.9,1.095918,0.18065,0.2414,0.06075
1.9,1.122449,0.1934,0.24865,0.05525
1.9,1.14898,0.20565,0.25515,0.0495
1.9,1.17551,0.21615,0.25925,0.0431
1.9,1.202041,0.22575,0.2619,0.03615
1.9,1.228571,0.2337,0.2645,0.0308
1.9,1.255102,0.2424,0.26645,0.02405
1.9,1.281633,0.24725,0.26805,0.0208
1.9,1.308163,0.25125,0.2692,0.01795
1.9,1.334694,0.25525,0.2698,0.01455
1.9,1.361224,0.25825,0.2702,0.01195
1.9,1.387755,0.2607,0.2703,0.0096
1.9,1.414286,0.26285,0.2704,0.00755
1.9,1.440816,0.26405,0.27065,0.0066
1.9,1.467347,0.2653,0.2708,0.0055
1.9,1.493878,0.26585,0.27085,0.005
1.9,1.520408,0.26635,0.2709,0.00455
1.9,1.546939,0.26675,0.2709,0.00415
1.9,1.573469,0.26695,0.2709,0.00395
1.9,1.6,0.26725,0.2709,0.00365
1.940741,0.3,0.00015,0.0002,5e-05
1.940741,0.326531,0.00015,0.00025,0.0001
1.940741,0.353061,0.00015,0.0004,0.00025
1.940741,0.379592,0.00015,0.0007,0.00055
1.940741,0.406122,0.0004,0.00115,0.00075
1.940741,0.432653,0.0008,0.0017,0.0009
1.940741,0.459184,0.0012,0.0029,0.0017
1.940741,0.485714,0.0016,0.0042,0.0026
1.940741,0.512245,0.002,0.0062,0.0042
1.940741,0.538776,0.0027,0.0085,0.0058
1.940741,0.565306,0.0039,0.0122,0.0083
1.940741,0.591837,0.0058,0.01655,0.01075
1.940741,0.618367,0.00825,0.02185,0.0136
1.940741,0.644898,0.01185,0.02855,0.0167
1.940741,0.671429,0.01575,0.03765,0.0219
1.940741,0.697959,0.02045,0.0452,0.02475
1.940741,0.72449,0.02605,0.0562,0.03015
1.940741,0.75102,0.0331,0.0683,0.0352
1.940741,0.777551,0.04045,0.0827,0.04225
1.940741,0.804082,0.04935,0.0989,0.04955
1.940741,0.830612,0.05935,0.1157,0.05635
1.940741,0.857143,0.0716,0.13335,0.06175
1.940741,0.883673,0.0846,0.1497,0.0651
1.940741,0.910204,0.0994,0.16815,0.06875
1.940741,0.936735,0.11395,0.18435,0.0704
1.940741,0.963265,0.12855,0.20095,0.0724
1.940741,0.989796,0.14435,0.2173,0.07295
1.940741,1.016327,0.1591,0.23245,0.07335
1.940741,1.042857,0.1751,0.24645,0.07135
1.940741,1.069388,0.1886,0.258,0.0694
1.940741,1.095918,0.20505,0.26795,0.0629
1.940741,1.122449,0.21915,0.27675,0.0576
1.940741,1.14898,0.23275,0.2843,0.05155
1.940741,1.17551,0.2443,0.2889,0.0446
1.940741,1.202041,0.2548,0.2922,0.0374
1.940741,1.228571,0.2643,0.2953,0.031
1.940741,1.255102,0.27385,0.298,0.02415
1.940741,1.281633,0.2793,0.30035,0.02105
1.940741,1.308163,0.2837,0.3019,0.0182
1.940741,1.334694,0.28795,0.30275,0.0148
1.940741,1.361224,0.2912,0.3032,0.012
1.940741,1.387755,0.29395,0.3034,0.00945
1.940741,1.414286,0.2963,0.3035,0.0072
1.940741,1.440816,0.29775,0.30375,0.006
1.940741,1.467347,0.29935,0.3039,0.00455
1.940741,1.493878,0.29995,0.304,0.00405
1.940741,1.520408,0.3005,0.3041,0.0036
1.940741,1.546939,0.30095,0.3041,0.00315
1.940741,1.573469,0.30115,0.3041,0.00295
1.940741,1.6,0.30145,0.3041,0.00265
1.981481,0.3,0.00015,0.0002,5e-05
1.981481,0.326531,0.00015,0.00025,0.0001
1.981481,0.353061,0.00015,0.0004,0.00025
1.981481,0.379592,0.00015,0.00075,0.0006
1.981481,0.406122,0.0004,0.0012,0.0008
1.981481,0.432653,0.00085,0.0018,0.00095
1.981481,0.459184,0.00125,0.003,0.00175
1.981481,0.485714,0.0019,0.0043,0.0024
1.981481,0.512245,0.00235,0.0063,0.00395
1.981481,0.538776,0.00325,0.0086,0.00535
1.981481,0.565306,0.00465,0.0124,0.00775
1.981481,0.591837,0.00665,0.0169,0.01025
1.981481,0.618367,0.00945,0.02255,0.0131
1.981481,0.644898,0.01335,0.0297,0.01635
1.981481,0.671429,0.0178,0.03935,0.02155
1.981481,0.697959,0.02285,0.04775,0.0249
1.981481,0.72449,0.02965,0.0594,0.02975
1.981481,0.75102,0.0373,0.07205,0.03475
1.981481,0.777551,0.0454,0.08755,0.04215
1.981481,0.804082,0.0554,0.10485,0.04945
1.981481,0.830612,0.0668,0.1236,0.0568
1.981481,0.857143,0.08085,0.1434,0.06255
1.981481,0.883673,0.09465,0.1615,0.06685
1.981481,0.910204,0.1106,0.1819,0.0713
1.981481,0.936735,0.1265,0.19995,0.07345
1.981481,0.963265,0.14315,0.21905,0.0759
1.981481,0.989796,0.16045,0.2377,0.07725
1.981481,1.016327,0.17695,0.25485,0.0779
1.981481,1.042857,0.195,0.2707,0.0757
1.981481,1.069388,0.21015,0.2842,0.07405
1.981481,1.095918,0.2283,0.2958,0.0675
1.981481,1.122449,0.24365,0.30595,0.0623
1.981481,1.14898,0.2584,0.31485,0.05645
1.981481,1.17551,0.27165,0.32055,0.0489
1.981481,1.202041,0.2831,0.3247,0.0416
1.981481,1.228571,0.2934,0.32845,0.03505
1.981481,1.255102,0.3038,0.3316,0.0278
1.981481,1.281633,0.30955,0.3348,0.02525
1.981481,1.308163,0.3146,0.33655,0.02195
1.981481,1.334694,0.3193,0.3376,0.0183
1.981481,1.361224,0.32285,0.3382,0.01535
1.981481,1.387755,0.32575,0.3384,0.01265
1.981481,1.414286,0.3285,0.33855,0.01005
1.981481,1.440816,0.33005,0.33885,0.0088
1.981481,1.467347,0.332,0.339,0.007
1.981481,1.493878,0.33275,0.3391,0.00635
1.981481,1.520408,0.33335,0.3392,0.00585
1.981481,1.546939,0.3338,0.3392,0.0054
1.981481,1.573469,0.33405,0.3392,0.00515
1.981481,1.6,0.33435,0.3392,0.00485
2.022222,0.3,0.00015,0.0002,5e-05
2.022222,0.326531,0.00015,0.00025,0.0001
2.022222,0.353061,0.00015,0.0004,0.00025
2.022222,0.379592,0.00015,0.00075,0.0006
2.022222,0.406122,0.0004,0.00125,0.00085
2.022222,0.432653,0.00085,0.0019,0.00105
2.022222,0.459184,0.0013,0.0032,0.0019
2.022222,0.485714,0.002,0.00455,0.00255
2.022222,0.512245,0.0026,0.0066,0.004
2.022222,0.538776,0.0035,0.00905,0.00555
2.022222,0.565306,0.00505,0.013,0.00795
2.022222,0.591837,0.00725,0.01755,0.0103
2.022222,0.618367,0.0102,0.0234,0.0132
2.022222,0.644898,0.0143,0.03105,0.01675
2.022222,0.671429,0.01915,0.04135,0.0222
2.022222,0.697959,0.02475,0.0502,0.02545
2.022222,0.72449,0.0322,0.0625,0.0303
2.022222,0.75102,0.04055,0.07645,0.0359
2.022222,0.777551,0.04965,0.093,0.04335
2.022222,0.804082,0.06085,0.11145,0.0506
2.022222,0.830612,0.07335,0.1317,0.05835
2.022222,0.857143,0.0893,0.1532,0.0639
2.022222,0.883673,0.1046,0.17295,0.06835
2.022222,0.910204,0.12255,0.19525,0.0727
2.022222,0.936735,0.1406,0.21515,0.07455
2.022222,0.963265,0.1591,0.2367,0.0776
2.022222,0.989796,0.17805,0.25795,0.0799
2.022222,1.016327,0.19635,0.27765,0.0813
2.022222,1.042857,0.21625,0.29525,0.079
2.022222,1.069388,0.23375,0.31075,0.077
2.022222,1.095918,0.2535,0.3241,0.0706
2.022222,1.122449,0.27065,0.3361,0.06545
2.022222,1.14898,0.2871,0.3465,0.0594
2.022222,1.17551,0.3016,0.35335,0.05175
2.022222,1.202041,0.31405,0.35845,0.0444
2.022222,1.228571,0.3256,0.363,0.0374
2.022222,1.255102,0.33695,0.36685,0.0299
2.022222,1.281633,0.34345,0.37035,0.0269
2.022222,1.308163,0.34925,0.37265,0.0234
2.022222,1.334694,0.35455,0.37395,0.0194
2.022222,1.361224,0.3585,0.37455,0.01605
2.022222,1.387755,0.3618,0.37495,0.01315
2.022222,1.414286,0.3647,0.3753,0.0106
2.022222,1.440816,0.3665,0.3756,0.0091
2.022222,1.467347,0.36855,0.37585,0.0073
2.022222,1.493878,0.3694,0.376,0.0066
2.022222,1.520408,0.3701,0.3761,0.006
2.022222,1.546939,0.37065,0.3761,0.00545
2.022222,1.573469,0.3712,0.3761,0.0049
2.022222,1.6,0.3715,0.3761,0.0046
2.062963,0.3,0.00015,0.0002,5e-05
2.062963,0.326531,0.00015,0.00025,0.0001
2.062963,0.353061,0.00015,0.0004,0.00025
2.062963,0.379592,0.0002,0.00075,0.00055
2.062963,0.406122,0.0005,0.00125,0.00075
2.062963,0.432653,0.00095,0.0019,0.00095
2.062963,0.459184,0.0014,0.0032,0.0018
2.062963,0.485714,0.00215,0.00455,0.0024
2.062963,0.512245,0.00275,0.00665,0.0039
2.062963,0.538776,0.0038,0.0091,0.0053
2.062963,0.565306,0.00545,0.0132,0.00775
2.062963,0.591837,0.0079,0.0178,0.0099
2.062963,0.618367,0.0109,0.02405,0.01315
2.062963,0.644898,0.01565,0.03175,0.0161
2.062963,0.671429,0.0208,0.04255,0.02175
2.062963,0.697959,0.02695,0.052,0.02505
2.062963,0.72449,0.03515,0.0652,0.03005
2.062963,0.75102,0.04415,0.0798,0.03565
2.062963,0.777551,0.0541,0.0974,0.0433
2.062963,0.804082,0.0665,0.11745,0.05095
2.062963,0.830612,0.08035,0.1389,0.05855
2.062963,0.857143,0.09795,0.16235,0.0644
2.062963,0.883673,0.1153,0.1842,0.0689
2.062963,0.910204,0.1349,0.2085,0.0736
2.062963,0.936735,0.15485,0.2308,0.07595
2.062963,0.963265,0.1749,0.2548,0.0799
2.062963,0.989796,0.19645,0.2782,0.08175
2.062963,1.016327,0.21685,0.2999,0.08305
2.062963,1.042857,0.239,0.31985,0.08085
2.062963,1.069388,0.2587,0.3376,0.0789
2.062963,1.095918,0.2809,0.3524,0.0715
2.062963,1.122449,0.3,0.36585,0.06585
2.062963,1.14898,0.31775,0.3777,0.05995
2.062963,1.17551,0.3344,0.38555,0.05115
2.062963,1.202041,0.348,0.39185,0.04385
2.062963,1.228571,0.36085,0.39725,0.0364
2.062963,1.255102,0.37295,0.40165,0.0287
2.062963,1.281633,0.38055,0.4058,0.02525
2.062963,1.308163,0.3873,0.40845,0.02115
2.062963,1.334694,0.3931,0.40995,0.01685
2.062963,1.361224,0.39755,0.41075,0.0132
2.062963,1.387755,0.40135,0.4114,0.01005
2.062963,1.414286,0.40435,0.41175,0.0074
2.062963,1.440816,0.4063,0.41205,0.00575
2.062963,1.467347,0.40855,0.4123,0.00375
2.062963,1.493878,0.4095,0.41245,0.00295
2.062963,1.520408,0.41035,0.41255,0.0022
2.062963,1.546939,0.41105,0.41255,0.0015
2.062963,1.573469,0.4116,0.41255,0.00095
2.062963,1.6,0.4119,0.41255,0.00065
2.103704,0.3,0.00015,0.0002,5e-05
2.103704,0.326531,0.0002,0.00025,5e-05
2.103704,0.353061,0.0002,0.0004,0.0002
2.103704,0.379592,0.0003,0.00075,0.00045
2.103704,0.406122,0.0006,0.00135,0.00075
2.103704,0.432653,0.00105,0.002,0.00095
2.103704,0.459184,0.00155,0.0033,0.00175
2.103704,0.485714,0.00235,0.00465,0.0023
2.103704,0.512245,0.00295,0.0068,0.00385
2.103704,0.538776,0.00415,0.00925,0.0051
2.103704,0.565306,0.006,0.0135,0.0075
2.103704,0.591837,0.0091,0.01815,0.00905
2.103704,0.618367,0.0126,0.02485,0.01225
2.103704,0.644898,0.0177,0.03285,0.01515
2.103704,0.671429,0.02335,0.04415,0.0208
2.103704,0.697959,0.03015,0.05435,0.0242
2.103704,0.72449,0.03915,0.06855,0.0294
2.103704,0.75102,0.04865,0.08385,0.0352
2.103704,0.777551,0.0594,0.10245,0.04305
2.103704,0.804082,0.07315,0.12395,0.0508
2.103704,0.830612,0.08815,0.14745,0.0593
2.103704,0.857143,0.10695,0.17235,0.0654
2.103704,0.883673,0.12555,0.19655,0.071
2.103704,0.910204,0.14665,0.22265,0.076
2.103704,0.936735,0.16865,0.2474,0.07875
2.103704,0.963265,0.19055,0.2735,0.08295
2.103704,0.989796,0.2144,0.29935,0.08495
2.103704,1.016327,0.2366,0.3238,0.0872
2.103704,1.042857,0.2609,0.3463,0.0854
2.103704,1.069388,0.2825,0.36695,0.08445
2.103704,1.095918,0.3067,0.3838,0.0771
2.103704,1.122449,0.32755,0.3993,0.07175
2.103704,1.14898,0.3469,0.41295,0.06605
2.103704,1.17551,0.36455,0.4222,0.05765
2.103704,1.202041,0.3801,0.42975,0.04965
2.103704,1.228571,0.3943,0.4366,0.0423
2.103704,1.255102,0.40745,0.44185,0.0344
2.103704,1.281633,0.41565,0.4466,0.03095
2.103704,1.308163,0.42295,0.44985,0.0269
2.103704,1.334694,0.42925,0.4515,0.02225
2.103704,1.361224,0.43425,0.4527,0.01845
2.103704,1.387755,0.4387,0.4537,0.015
2.103704,1.414286,0.44195,0.4542,0.01225
2.103704,1.440816,0.4441,0.4546,0.0105
2.103704,1.467347,0.44645,0.45495,0.0085
2.103704,1.493878,0.44755,0.4551,0.00755
2.103704,1.520408,0.44845,0.45525,0.0068
2.103704,1.546939,0.4492,0.4553,0.0061
2.103704,1.573469,0.4498,0.4553,0.0055
2.103704,1.6,0.4501,0.45535,0.00525
2.144444,0.3,0.00015,0.0002,5e-05
2.144444,0.326531,0.0002,0.00025,5e-05
2.144444,0.353061,0.00025,0.0004,0.00015
2.144444,0.379592,0.00035,0.00075,0.0004
2.144444,0.406122,0.00065,0.00135,0.0007
2.144444,0.432653,0.0011,0.002,0.0009
2.144444,0.459184,0.0016,0.0033,0.0017
2.144444,0.485714,0.0025,0.00465,0.00215
2.144444,0.512245,0.0033,0.0068,0.0035
2.144444,0.538776,0.00465,0.00935,0.0047
2.144444,0.565306,0.00665,0.01365,0.007
2.144444,0.591837,0.01005,0.01835,0.0083
2.144444,0.618367,0.0137,0.0251,0.0114
2.144444,0.644898,0.019,0.0335,0.0145
2.144444,0.671429,0.02495,0.04525,0.0203
2.144444,0.697959,0.03235,0.0557,0.02335
2.144444,0.72449,0.04215,0.0705,0.02835
2.144444,0.75102,0.05285,0.08695,0.0341
2.144444,0.777551,0.06485,0.10645,0.0416
2.144444,0.804082,0.08,0.12875,0.04875
2.144444,0.830612,0.0966,0.1539,0.0573
2.144444,0.857143,0.1167,0.18045,0.06375
2.144444,0.883673,0.13735,0.20695,0.0696
2.144444,0.910204,0.1605,0.2355,0.075
2.144444,0.936735,0.18375,0.26255,0.0788
2.144444,0.963265,0.20735,0.29105,0.0837
2.144444,0.989796,0.2336,0.31885,0.08525
2.144444,1.016327,0.25745,0.34555,0.0881
2.144444,1.042857,0.2838,0.37045,0.08665
2.144444,1.069388,0.30755,0.3934,0.08585
2.144444,1.095918,0.33355,0.4128,0.07925
2.144444,1.122449,0.35635,0.43035,0.074
2.144444,1.14898,0.3775,0.44575,0.06825
2.144444,1.17551,0.397,0.4565,0.0595
