country,year,quarter,date,cyber_incidents,mobile_money_fraud_search_trends,mobile_money_fraud_cases,data_breach_severity,digital_payment_volume_millions_usd,cyber_risk_score
Seychelles,2024,3,2025-04-11,48,69.98702795414107,26,2.237738612269641,1743.1605195719383,0.4552754450187144
Seychelles,2024,4,2025-07-11,18,38.5905603752992,44,0.8925248833939424,4577.569317737931,0.4552754450187144
Eswatini,2020,1,2020-10-12,46,32.796065811736796,93,3.558626331359546,5609.5115695851055,0.7969115215940719
Eswatini,2020,2,2021-01-11,82,100.00976444066283,116,7.952420213928041,1284.6877866330376,0.7969115215940719
Eswatini,2020,3,2021-04-12,90,123.35883394160348,315,5.4323780154644785,2626.349871559112,0.7969115215940719
Eswatini,2020,4,2021-07-12,60,63.4347144892442,310,1.1921109556244118,2356.6500656255294,0.7969115215940719
Eswatini,2021,1,2021-10-12,88,79.39351993805155,40,5.692024673768404,4255.6230833166765,0.7969115215940719
Eswatini,2021,2,2022-01-11,27,92.13823396310764,33,7.1861411465997405,2455.423035106673,0.7969115215940719
Eswatini,2021,3,2022-04-12,17,51.918864152345925,176,2.541047874436298,2389.3025468022456,0.7969115215940719
Eswatini,2021,4,2022-07-12,21,110.56333256605984,161,1.4521155865465047,4439.426635735159,0.7969115215940719
Eswatini,2022,1,2022-10-12,19,33.549187423523826,235,1.1483828172971857,3940.142164079432,0.7969115215940719
Eswatini,2022,2,2023-01-11,33,54.81233682957307,31,4.962211843535048,4631.162372299343,0.7969115215940719
Eswatini,2022,3,2023-04-12,23,40.681065410530074,255,1.554657319531892,4748.5149857221495,0.7969115215940719
Eswatini,2022,4,2023-07-12,66,109.65582177552737,33,3.0501458364691705,3484.028399929895,0.7969115215940719
Eswatini,2023,1,2023-10-12,47,45.18734982399431,98,2.315370123660029,1054.6027692621421,0.7969115215940719
Eswatini,2023,2,2024-01-11,61,91.20022602996997,86,5.0549385457802725,3599.4913204440422,0.7969115215940719
Eswatini,2023,3,2024-04-11,41,62.676514174105264,200,2.7024625114624623,3514.2887565113024,0.7969115215940719
Eswatini,2023,4,2024-07-11,75,122.76048431395263,201,2.9599539838675994,964.377242514884,0.7969115215940719
Eswatini,2024,1,2024-10-11,11,69.37186368255134,269,5.411715010371854,829.594821665829,0.7969115215940719
Eswatini,2024,2,2025-01-10,20,80.56405348434305,258,2.7054447400880552,309.8958817444422,0.7969115215940719
Eswatini,2024,3,2025-04-11,83,125.04110946319007,79,7.825351601432237,6158.565305719605,0.7969115215940719
Eswatini,2024,4,2025-07-11,34,104.39325597177431,322,3.881982813835289,2128.9723647394817,0.7969115215940719
Lesotho,2020,1,2020-10-12,101,111.9896704798414,251,2.5838131314365187,5513.684492322089,0.7572777722701949
Lesotho,2020,2,2021-01-11,60,30.286635869102604,147,6.366458593118434,1529.3012343242726,0.7572777722701949
Lesotho,2020,3,2021-04-12,43,29.20494277787648,309,7.568349695602433,1036.1991771311039,0.7572777722701949
Lesotho,2020,4,2021-07-12,61,40.672893542759375,395,2.797996064523889,541.9474410856172,0.7572777722701949
Lesotho,2021,1,2021-10-12,70,60.59915686287511,352,1.8923210027558166,6691.503143697859,0.7572777722701949
Lesotho,2021,2,2022-01-11,21,39.18983757915388,238,6.502372666167077,2894.593644454483,0.7572777722701949
Lesotho,2021,3,2022-04-12,58,89.0754451881773,38,7.54704575523483,3280.940235765975,0.7572777722701949
Lesotho,2021,4,2022-07-12,49,113.13342435747444,158,3.6019511914223803,625.4019193344632,0.7572777722701949
Lesotho,2022,1,2022-10-12,14,47.98417776949299,255,1.8648719297496197,6633.876628777031,0.7572777722701949
Lesotho,2022,2,2023-01-11,75,41.45750610525961,20,0.808142805413819,2767.050348988171,0.7572777722701949
Lesotho,2022,3,2023-04-12,48,106.0448208356862,201,5.0376193724135065,4302.131160473676,0.7572777722701949
Lesotho,2022,4,2023-07-12,36,70.81514311838896,168,3.202287335093015,5397.5998486989765,0.7572777722701949
Lesotho,2023,1,2023-10-12,48,104.85550584582492,177,4.113005368287786,1116.5092649604383,0.7572777722701949
Lesotho,2023,2,2024-01-11,37,119.47075174389965,201,1.6390713607935747,1513.062424261661,0.7572777722701949
Lesotho,2023,3,2024-04-11,57,48.84922020724677,70,5.599157617272923,2397.744133463313,0.7572777722701949
Lesotho,2023,4,2024-07-11,13,38.13834302731745,320,2.430172649537528,4778.45594810732,0.7572777722701949
Lesotho,2024,1,2024-10-11,65,35.160626610858984,124,5.4240220927605565,1015.2512001564044,0.7572777722701949
Lesotho,2024,2,2025-01-10,29,29.46923860265316,361,3.0643713922153126,167.65587812592435,0.7572777722701949
Lesotho,2024,3,2025-04-11,64,103.81954214132539,215,6.003382215518346,4156.216292044769,0.7572777722701949
Lesotho,2024,4,2025-07-11,81,74.2692186358497,346,7.139948025394706,5525.647258883414,0.7572777722701949
