country,date,year,quarter,year_quarter,cyber_incidents_reported,google_trend_mobile_fraud,data_breach_severity_index,phishing_attempts_per_1000_users,social_media_sentiment_score,consumer_trust_index,net_promoter_score,customer_complaint_rate,herfindahl_hirschman_index,new_fintech_licenses_issued,market_entry_rate,innovation_index,system_interconnectedness_score,regulatory_compliance_score,operational_risk_index,liquidity_risk_indicator,tech_maturity_score,market_size_score,regulatory_strength_score,composite_cyber_risk,market_health_score,risk_adjusted_growth_potential,cyber_incidents_reported_yoy_change,consumer_trust_index_yoy_change,herfindahl_hirschman_index_yoy_change,new_fintech_licenses_issued_yoy_change
Senegal,2019-09-30,2019,3,2019-Q3,2,69.6,8.74,1.12,22.1,74.6,48.5,3.6,2118.0,1,2.98,52.1,39.8,44.4,1.47,0.071,55.0,50.0,65.0,30.19,62.48,21.7920175,0.0,-7.444168734491319,-5.488621151271755,inf
Senegal,2019-12-31,2019,4,2019-Q4,7,59.4,5.31,1.25,30.7,68.3,10.2,3.27,1564.0,3,2.25,57.0,27.7,46.9,2.85,0.118,55.0,50.0,65.0,24.509999999999998,64.14,17.342325,133.33333333333334,-2.5677603423680417,-22.227747389358534,-40.0
Senegal,2020-03-31,2020,1,2020-Q1,1,99.0,5.24,1.34,9.6,68.2,23.2,3.28,1695.0,2,3.94,31.9,43.0,47.5,1.0,0.197,55.0,50.0,65.0,22.775000000000002,57.6625,19.87425,-66.66666666666667,-12.78772378516624,-12.76376737004632,inf
Senegal,2020-06-30,2020,2,2020-Q2,5,75.4,6.26,1.15,19.0,73.2,31.4,3.97,1645.0,0,6.3,43.1,32.5,38.8,3.89,0.148,55.0,50.0,65.0,25.784999999999997,59.662499999999994,14.315729999999999,0.0,-7.8085642317380355,-9.166206515737162,
Senegal,2020-09-30,2020,3,2020-Q3,3,71.0,4.83,0.92,31.3,56.7,20.3,4.13,1886.0,6,2.83,49.7,31.3,36.9,1.0,0.258,55.0,50.0,65.0,19.95,56.11000000000001,18.3645,50.0,-23.994638069705086,-10.953729933899902,500.0
Senegal,2020-12-31,2020,4,2020-Q4,1,75.4,6.36,1.14,24.3,65.7,28.4,3.41,2089.0,7,5.06,56.0,38.2,44.7,5.66,0.194,55.0,50.0,65.0,23.985,61.3775,9.61961,-85.71428571428572,-3.8067349926793503,33.567774936061376,133.33333333333334
Senegal,2021-03-31,2021,1,2021-Q1,1,79.4,8.95,1.0,29.0,72.6,36.0,3.19,2152.0,2,1.8,41.6,27.8,41.1,1.44,0.091,55.0,50.0,65.0,29.86,58.44499999999999,21.39786,0.0,6.451612903225801,26.96165191740414,0.0
Senegal,2021-06-30,2021,2,2021-Q2,3,27.4,5.54,1.81,28.0,68.4,53.1,4.99,2200.0,5,4.7,31.6,28.9,46.6,1.57,0.083,55.0,50.0,65.0,25.085,56.15,21.258352499999997,-40.0,-6.5573770491803245,33.7386018237082,inf
Senegal,2021-09-30,2021,3,2021-Q3,1,38.6,6.23,1.12,37.8,61.2,34.1,3.37,2084.0,2,4.69,51.3,23.8,54.6,1.0,0.048,55.0,50.0,65.0,22.640000000000004,61.565000000000005,23.561999999999998,-66.66666666666667,7.9365079365079305,10.498409331919412,-66.66666666666667
Senegal,2021-12-31,2021,4,2021-Q4,1,70.8,5.25,1.47,14.3,99.5,60.8,4.33,1531.0,2,4.67,48.0,28.0,34.5,2.73,0.099,55.0,50.0,65.0,22.744999999999997,66.6725,18.0132425,0.0,51.44596651445965,-26.711345141215894,-71.42857142857143
Senegal,2022-03-31,2022,1,2022-Q1,1,54.5,7.67,1.56,45.7,64.6,28.4,4.77,1875.0,0,3.1,53.0,45.8,27.8,3.0,0.0,55.0,50.0,65.0,28.837500000000002,56.6625,19.25,0.0,-11.019283746556475,-12.871747211895912,-100.0
Senegal,2022-06-30,2022,2,2022-Q2,3,49.1,8.49,0.97,42.5,69.5,-10.1,3.16,1662.0,6,9.95,36.4,19.0,48.2,4.06,0.043,55.0,50.0,65.0,28.802500000000002,59.370000000000005,15.632595,0.0,1.6081871345029253,-24.45454545454545,19.999999999999996
Senegal,2022-09-30,2022,3,2022-Q3,3,73.0,8.72,1.7,36.0,90.9,44.6,2.97,1746.0,3,1.23,52.4,33.0,43.7,3.74,0.014,55.0,50.0,65.0,33.625,67.385,16.97399,200.0,48.529411764705884,-16.218809980806135,50.0
Senegal,2022-12-31,2022,4,2022-Q4,1,73.5,6.23,1.0,20.5,78.9,56.2,3.15,2163.0,6,6.91,54.3,45.5,48.6,4.59,0.061,55.0,50.0,65.0,22.9125,65.0425,13.969972500000003,0.0,-20.70351758793969,41.280209013716515,200.0
Senegal,2023-03-31,2023,1,2023-Q1,8,51.6,5.09,1.04,34.9,65.0,-0.8,3.54,2099.0,0,2.17,54.7,25.8,33.0,4.26,0.223,55.0,50.0,65.0,23.215,57.927499999999995,12.264945000000003,700.0,0.6191950464396356,11.946666666666662,
Senegal,2023-06-30,2023,2,2023-Q2,7,98.8,3.83,1.44,34.7,81.5,57.1,2.59,1640.0,0,4.71,59.5,28.3,42.6,2.25,0.22,55.0,50.0,65.0,22.744999999999997,66.8,16.62375,133.33333333333334,17.266187050359715,-1.3237063778580027,-100.0
Senegal,2023-09-30,2023,3,2023-Q3,3,76.2,7.23,1.09,16.7,76.9,40.9,5.22,1721.0,0,6.77,63.6,23.1,43.2,4.04,0.194,55.0,50.0,65.0,26.930000000000003,66.6225,13.21034,0.0,-15.401540154015404,-1.431844215349365,-100.0
Senegal,2023-12-31,2023,4,2023-Q4,4,34.8,6.12,1.18,43.4,86.6,47.4,2.76,1402.0,0,5.72,58.2,46.4,40.0,1.0,0.0,55.0,50.0,65.0,24.07,67.695,24.75,300.0,9.759188846641308,-35.18261673601479,-100.0
Senegal,2024-03-31,2024,1,2024-Q1,1,49.8,6.0,1.04,40.7,76.1,33.4,4.36,1815.0,9,6.28,60.1,21.7,55.3,5.58,0.106,55.0,50.0,65.0,21.945,68.33749999999999,10.86657,-87.5,17.07692307692308,-13.530252501191043,inf
Senegal,2024-06-30,2024,2,2024-Q2,3,79.6,5.13,1.89,43.0,71.0,42.4,5.28,1776.0,0,7.79,68.7,21.6,52.1,2.15,0.112,55.0,50.0,65.0,25.764999999999997,68.51,19.169700000000002,-57.14285714285714,-12.88343558282209,8.292682926829276,
Senegal,2024-09-30,2024,3,2024-Q3,1,61.9,8.76,1.85,20.1,78.2,44.9,2.53,1890.0,8,8.39,59.7,38.3,52.2,4.08,0.211,55.0,50.0,65.0,33.1975,67.8,12.844919999999998,-66.66666666666667,1.6905071521456483,9.819872167344567,inf
Ivory Coast,2018-03-31,2018,1,2018-Q1,6,60.8,4.81,2.09,32.9,83.9,37.1,6.8,1920.0,0,1.55,39.7,34.2,42.3,1.0,0.0,50.0,55.0,60.0,26.994999999999997,61.675,24.75,,,,
Ivory Coast,2018-06-30,2018,2,2018-Q2,2,79.5,5.96,1.35,11.1,72.7,37.3,4.81,1963.0,1,1.46,33.3,35.0,50.6,1.0,0.0,50.0,55.0,60.0,24.6375,59.2425,24.75,,,,
Ivory Coast,2018-09-30,2018,3,2018-Q3,1,65.8,8.68,1.19,30.7,71.8,25.8,4.08,2031.0,1,3.77,35.5,31.5,39.7,2.32,0.194,50.0,55.0,60.0,29.794999999999998,56.6725,17.022720000000003,,,,
Ivory Coast,2018-12-31,2018,4,2018-Q4,1,32.0,6.47,1.23,37.6,79.5,42.6,5.42,1959.0,1,3.12,50.4,32.8,41.8,2.98,0.119,50.0,55.0,60.0,23.625,63.0275,17.007705,,,,
Ivory Coast,2019-03-31,2019,1,2019-Q1,3,68.2,6.23,1.97,26.1,68.7,6.8,5.46,1934.0,1,1.45,23.6,12.3,45.8,1.0,0.0,50.0,55.0,60.0,28.630000000000003,54.69,24.75,-50.0,-18.11680572109654,0.7291666666666696,inf
Ivory Coast,2019-06-30,2019,2,2019-Q2,8,62.7,5.71,1.18,14.3,69.6,23.6,4.71,2083.0,0,4.09,27.8,22.0,42.7,2.2,0.142,50.0,55.0,60.0,25.7425,54.817499999999995,18.4041,300.0,-4.264099037138935,6.113092205807447,-100.0
Ivory Coast,2019-09-30,2019,3,2019-Q3,2,88.7,6.3,2.37,22.1,75.4,23.3,4.12,1810.0,1,4.2,25.0,24.9,34.8,4.67,0.122,50.0,55.0,60.0,30.817500000000003,54.275000000000006,12.869285000000001,100.0,5.013927576601684,-10.88133924175283,0.0
Ivory Coast,2019-12-31,2019,4,2019-Q4,7,52.5,6.35,1.24,19.0,73.2,32.8,3.64,2083.0,0,4.45,33.6,34.0,37.6,4.47,0.063,50.0,55.0,60.0,26.8875,55.8925,14.249427500000001,600.0,-7.924528301886791,6.329760081674318,-100.0
Ivory Coast,2020-03-31,2020,1,2020-Q1,3,59.8,5.7,2.39,36.1,78.1,39.1,3.93,1882.0,2,4.03,25.4,25.6,51.5,2.08,0.086,50.0,55.0,60.0,29.195,59.045,19.906920000000003,0.0,13.682678311499252,-2.6887280248190315,100.0
Ivory Coast,2020-06-30,2020,2,2020-Q2,1,80.3,4.14,1.46,14.6,85.7,46.3,4.13,2082.0,2,6.13,26.4,26.3,40.8,1.0,0.179,50.0,55.0,60.0,20.1575,58.019999999999996,20.31975,-87.5,23.132183908045988,-0.0480076812290009,inf
Ivory Coast,2020-09-30,2020,3,2020-Q3,3,59.1,5.02,1.05,14.1,74.4,43.7,3.63,1920.0,2,4.28,55.3,31.4,50.0,1.0,0.136,50.0,55.0,60.0,20.7775,65.125,21.384,50.0,-1.326259946949604,6.077348066298338,100.0
Ivory Coast,2020-12-31,2020,4,2020-Q4,1,62.3,7.09,1.23,17.6,84.5,66.0,3.45,1999.0,0,0.68,38.0,33.0,43.4,1.0,0.031,50.0,55.0,60.0,25.932500000000005,61.4775,23.98275,-85.71428571428572,15.437158469945356,-4.03264522323572,
Ivory Coast,2021-03-31,2021,1,2021-Q1,7,76.6,5.82,1.42,32.2,79.9,32.9,5.24,1556.0,2,4.17,46.9,37.8,47.0,2.0,0.229,50.0,55.0,60.0,27.064999999999998,64.56,16.962,133.33333333333334,2.3047375160051287,-17.321997874601493,0.0
Ivory Coast,2021-06-30,2021,2,2021-Q2,1,91.4,4.79,1.3,18.1,85.8,36.7,4.69,2023.0,2,5.97,34.0,15.0,41.3,2.37,0.175,50.0,55.0,60.0,21.259999999999998,60.2175,17.3105625,0.0,0.1166861143523823,-2.833813640730065,0.0
Ivory Coast,2021-09-30,2021,3,2021-Q3,6,51.3,7.47,1.3,23.1,73.1,49.0,4.05,2005.0,0,5.4,59.0,38.9,48.1,2.59,0.159,50.0,55.0,60.0,29.4575,65.03750000000001,17.1374775,100.0,-1.74731182795701,4.427083333333326,-100.0
Ivory Coast,2021-12-31,2021,4,2021-Q4,4,61.4,5.04,1.85,9.5,88.0,74.5,3.62,1883.0,2,5.24,49.3,27.2,31.8,3.27,0.037,50.0,55.0,60.0,25.384999999999998,62.56750000000001,17.8227225,300.0,4.142011834319526,-5.802901450725361,inf
Ivory Coast,2022-03-31,2022,1,2022-Q1,8,76.3,3.38,1.98,18.9,91.4,62.8,3.45,2042.0,0,3.05,49.8,33.1,26.9,5.52,0.249,50.0,55.0,60.0,24.2575,61.92000000000001,9.252320000000001,14.28571428571428,14.392991239048802,31.23393316195373,-100.0
Ivory Coast,2022-06-30,2022,2,2022-Q2,1,88.9,3.96,2.75,30.0,78.0,49.6,3.31,2165.0,5,10.68,36.2,32.4,25.3,3.33,0.065,50.0,55.0,60.0,26.372500000000002,54.462500000000006,17.150237500000003,0.0,-9.090909090909083,7.0192782995551095,150.0
Ivory Coast,2022-09-30,2022,3,2022-Q3,1,65.3,4.96,1.54,9.9,73.0,4.8,5.75,2013.0,5,0.32,45.5,46.4,44.9,1.2,0.117,50.0,55.0,60.0,22.2325,60.8175,21.3686,-83.33333333333334,-0.1367989056087482,0.39900249376558783,inf
Ivory Coast,2022-12-31,2022,4,2022-Q4,12,26.8,5.26,1.04,19.8,72.1,56.8,3.06,1856.0,3,4.42,44.2,25.2,47.6,1.72,0.111,50.0,55.0,60.0,25.02,61.335,20.242530000000002,200.0,-18.068181818181827,-1.4338821030270843,50.0
Ivory Coast,2023-03-31,2023,1,2023-Q1,4,39.7,7.38,1.19,24.5,70.7,34.3,6.34,1773.0,15,3.23,72.7,46.2,41.1,1.05,0.005,50.0,55.0,60.0,27.3925,66.69250000000001,24.4894375,-50.0,-22.64770240700219,-13.173359451518118,inf
Ivory Coast,2023-06-30,2023,2,2023-Q2,3,80.8,6.15,1.47,11.3,79.9,58.8,3.72,1742.0,3,7.53,36.1,32.4,37.7,2.69,0.191,50.0,55.0,60.0,26.244999999999997,59.07000000000001,16.2629225,200.0,2.4358974358974494,-19.53810623556582,-40.0
Ivory Coast,2023-09-30,2023,3,2023-Q3,1,89.8,6.87,1.26,31.0,84.5,55.5,2.99,1975.0,0,6.42,65.0,20.9,37.4,2.26,0.282,50.0,55.0,60.0,26.220000000000002,66.7875,15.28263,0.0,15.753424657534243,-1.8877297565822126,-100.0
Ivory Coast,2023-12-31,2023,4,2023-Q4,1,61.3,6.37,1.2,16.3,77.2,36.4,4.27,1728.0,3,7.62,52.7,38.6,42.6,4.21,0.081,50.0,55.0,60.0,23.9575,63.805,14.6327775,-91.66666666666666,7.073509015256607,-6.896551724137934,0.0
Ivory Coast,2024-03-31,2024,1,2024-Q1,1,70.7,6.83,1.23,27.1,80.0,63.5,4.2,1581.0,4,6.4,64.3,28.4,37.0,1.03,0.011,50.0,55.0,60.0,25.4925,66.3725,24.3961575,-75.0,13.154172560113153,-10.829103214890011,-73.33333333333334
Ivory Coast,2024-06-30,2024,2,2024-Q2,15,63.9,8.23,2.02,21.7,69.7,20.8,3.64,2059.0,3,4.72,38.6,25.5,33.7,1.59,0.106,50.0,55.0,60.0,39.7725,55.352500000000006,20.675984999999997,400.0,-12.765957446808518,18.19747416762343,0.0
Ivory Coast,2024-09-30,2024,3,2024-Q3,7,93.8,7.7,1.27,21.4,92.0,59.3,3.83,1763.0,3,5.62,58.3,30.7,20.3,2.88,0.168,50.0,55.0,60.0,31.445,63.24250000000001,16.29056,600.0,8.875739644970416,-10.734177215189877,inf
Ethiopia,2018-03-31,2018,1,2018-Q1,11,34.8,5.73,2.8,14.1,71.2,30.8,5.01,2405.0,1,1.84,26.9,29.2,45.1,1.0,0.161,45.0,75.0,50.0,34.695,54.7875,25.484624999999998,,,,
Ethiopia,2018-06-30,2018,2,2018-Q2,6,66.0,6.13,1.28,17.9,81.5,38.3,5.28,2072.0,1,2.42,28.0,45.1,32.3,3.17,0.099,45.0,75.0,50.0,26.375,55.269999999999996,20.769176250000005,,,,
Ethiopia,2018-09-30,2018,3,2018-Q3,1,69.2,4.84,1.57,15.5,69.1,34.6,5.38,2212.0,1,4.32,23.7,23.9,40.9,3.77,0.168,45.0,75.0,50.0,22.18,52.894999999999996,17.49384,,,,
Ethiopia,2018-12-31,2018,4,2018-Q4,8,74.5,4.86,1.27,13.1,57.3,-1.0,4.92,2178.0,1,0.91,16.2,24.4,30.7,3.95,0.0,45.0,75.0,50.0,24.362499999999997,45.60499999999999,20.41875,,,,
Ethiopia,2019-03-31,2019,1,2019-Q1,4,71.7,7.34,1.11,16.6,56.9,26.7,10.08,2319.0,0,6.69,51.5,15.2,32.3,6.52,0.146,45.0,75.0,50.0,27.692500000000003,54.3775,10.030230000000001,-63.63636363636363,-20.08426966292135,-3.575883575883576,-100.0
Ethiopia,2019-06-30,2019,2,2019-Q2,1,99.3,7.13,1.46,33.1,65.4,17.1,5.05,1902.0,3,3.52,43.6,37.7,30.6,1.61,0.078,45.0,75.0,50.0,28.107499999999998,55.144999999999996,26.107582500000003,-83.33333333333334,-19.754601226993863,-8.204633204633204,200.0
Ethiopia,2019-09-30,2019,3,2019-Q3,3,27.9,7.39,2.81,31.2,72.1,36.4,6.59,1899.0,3,2.72,22.3,37.0,32.7,3.89,0.121,45.0,75.0,50.0,34.7225,52.0275,18.12607875,200.0,4.341534008683068,-14.150090415913198,200.0
Ethiopia,2019-12-31,2019,4,2019-Q4,8,100.0,6.91,1.26,19.3,66.5,4.3,5.18,1891.0,0,1.8,22.8,26.3,37.9,5.89,0.0,45.0,75.0,50.0,30.075,52.072500000000005,13.871250000000002,0.0,16.055846422338572,-13.177226813590448,-100.0
Ethiopia,2020-03-31,2020,1,2020-Q1,4,89.3,7.96,1.57,23.5,66.0,26.2,5.78,1965.0,0,2.81,45.8,22.6,32.3,1.9,0.038,45.0,75.0,50.0,31.9825,56.1125,26.298675,0.0,15.992970123022854,-15.265200517464429,
Ethiopia,2020-06-30,2020,2,2020-Q2,7,57.3,5.31,1.22,37.6,65.3,14.2,4.87,1838.0,6,2.79,30.3,27.4,21.0,3.49,0.188,45.0,75.0,50.0,24.307499999999997,49.55500000000001,17.840655,600.0,-0.152905198776776,-3.3648790746582558,100.0
Ethiopia,2020-09-30,2020,3,2020-Q3,7,66.3,6.25,1.7,21.1,70.4,48.9,5.77,1860.0,0,2.09,45.2,44.0,31.8,3.77,0.035,45.0,75.0,50.0,29.2825,57.2,20.29033125,133.33333333333334,-2.3578363384188505,-2.0537124802527673,-100.0
Ethiopia,2020-12-31,2020,4,2020-Q4,9,78.8,8.84,1.26,0.9,69.0,42.6,5.09,2103.0,2,0.0,36.7,27.2,24.2,1.02,0.065,45.0,75.0,50.0,34.87,52.2175,28.337512500000003,12.5,3.759398496240607,11.210999471179273,inf
Ethiopia,2021-03-31,2021,1,2021-Q1,4,63.7,6.98,1.85,27.6,77.1,45.3,5.99,1890.0,5,2.42,39.0,20.3,36.8,1.0,0.095,45.0,75.0,50.0,30.292500000000004,58.5,27.489375000000003,0.0,16.8181818181818,-3.8167938931297662,inf
Ethiopia,2021-06-30,2021,2,2021-Q2,3,87.8,7.47,1.19,22.7,80.3,31.0,5.18,2028.0,7,2.35,35.9,20.1,23.5,2.97,0.209,45.0,75.0,50.0,28.32,54.855,18.76746375,-57.14285714285714,22.970903522205212,10.33732317736671,16.666666666666675
Ethiopia,2021-09-30,2021,3,2021-Q3,7,59.6,7.92,1.61,13.1,64.4,37.8,5.87,2223.0,5,4.63,51.9,18.2,37.8,2.56,0.235,45.0,75.0,50.0,32.84,57.9675,19.20915,0.0,-8.52272727272727,19.516129032258057,inf
Ethiopia,2021-12-31,2021,4,2021-Q4,1,89.6,5.82,1.7,15.6,71.8,16.9,6.64,1524.0,2,2.25,42.9,26.3,36.8,1.0,0.116,45.0,75.0,50.0,25.79,59.065,26.8515,-88.88888888888889,4.057971014492745,-27.5320970042796,0.0
Ethiopia,2022-03-31,2022,1,2022-Q1,15,62.1,5.94,1.63,23.6,68.7,1.3,4.02,1567.0,6,6.19,41.0,23.6,39.0,1.0,0.172,45.0,75.0,50.0,32.0525,58.2575,25.1505,275.0,-10.89494163424124,-17.08994708994709,19.999999999999996
Ethiopia,2022-06-30,2022,2,2022-Q2,1,70.6,8.27,1.31,14.0,73.5,42.5,4.08,2302.0,0,6.23,47.9,39.7,37.3,1.01,0.017,45.0,75.0,50.0,29.49,58.92,29.825448750000003,-66.66666666666667,-8.468244084682441,13.510848126232734,-100.0
Ethiopia,2022-09-30,2022,3,2022-Q3,4,91.8,9.27,1.78,12.4,78.0,29.0,3.95,1924.0,11,7.76,58.7,34.1,42.8,3.71,0.195,45.0,75.0,50.0,36.37,65.065,17.08914375,-42.85714285714286,21.118012422360245,-13.450292397660824,120.00000000000001
Ethiopia,2022-12-31,2022,4,2022-Q4,1,53.2,8.08,2.68,24.0,69.5,37.0,3.94,1818.0,0,5.85,47.4,22.4,32.0,2.76,0.312,45.0,75.0,50.0,35.43,57.68,16.811279999999996,0.0,-3.203342618384397,19.291338582677177,-100.0
Ethiopia,2023-03-31,2023,1,2023-Q1,5,55.8,7.51,1.19,31.9,86.8,43.1,4.28,2187.0,7,2.3,35.2,11.2,38.3,2.43,0.188,45.0,75.0,50.0,28.619999999999997,59.6075,20.745585000000002,-66.66666666666667,26.346433770014556,39.56604977664326,16.666666666666675
Ethiopia,2023-06-30,2023,2,2023-Q2,4,84.9,6.9,1.19,23.1,77.5,43.5,3.99,2037.0,0,3.16,47.2,40.6,32.2,1.03,0.204,45.0,75.0,50.0,27.3225,59.13249999999999,24.097905,300.0,5.442176870748305,-11.51172893136403,
Ethiopia,2023-09-30,2023,3,2023-Q3,1,67.5,8.11,1.63,43.5,77.1,56.2,3.87,2244.0,0,6.35,50.1,39.2,37.0,4.39,0.27,45.0,75.0,50.0,30.612499999999997,60.44,13.821637500000001,-75.0,-1.1538461538461608,16.632016632016633,-100.0
Ethiopia,2023-12-31,2023,4,2023-Q4,16,72.3,6.71,1.86,21.8,80.1,29.6,4.08,2329.0,0,5.24,58.3,26.0,34.5,3.37,0.127,45.0,75.0,50.0,35.88249999999999,62.4025,19.53446625,1500.0,15.251798561151064,28.107810781078115,
Ethiopia,2024-03-31,2024,1,2024-Q1,11,97.0,4.36,1.18,18.8,79.4,28.1,4.35,2274.0,0,6.18,48.0,35.5,25.2,4.93,0.151,45.0,75.0,50.0,24.724999999999998,57.465,14.52745125,120.00000000000001,-8.525345622119806,3.978052126200282,-100.0
Ethiopia,2024-06-30,2024,2,2024-Q2,1,67.8,5.23,1.15,32.5,69.7,18.4,3.8,1875.0,7,3.55,63.3,29.1,27.1,2.74,0.228,45.0,75.0,50.0,21.020000000000003,60.3375,18.91593,-75.0,-10.064516129032253,-7.952871870397649,inf
Ethiopia,2024-09-30,2024,3,2024-Q3,9,64.1,7.32,1.32,18.5,76.2,47.5,8.89,1475.0,7,5.62,69.3,24.8,42.5,5.2,0.281,45.0,75.0,50.0,31.0025,68.3125,11.647799999999998,800.0,-1.167315175097261,-34.26916221033868,inf
Zambia,2018-03-31,2018,1,2018-Q1,2,62.0,7.08,1.12,12.5,80.4,26.8,7.66,2093.0,2,1.47,30.4,18.3,56.7,2.14,0.136,50.0,45.0,55.0,25.85,61.6425,15.279840000000002,,,,
Zambia,2018-06-30,2018,2,2018-Q2,4,54.1,7.51,1.84,7.9,74.8,46.8,6.16,1814.0,0,3.48,35.8,23.2,15.2,3.28,0.013,50.0,45.0,55.0,31.3275,51.91499999999999,14.923440000000001,,,,
Zambia,2018-09-30,2018,3,2018-Q3,4,100.0,5.46,2.24,19.4,82.8,58.8,5.01,2389.0,0,0.0,26.4,27.5,43.5,2.57,0.197,50.0,45.0,55.0,29.35,57.2025,13.4241525,,,,
Zambia,2018-12-31,2018,4,2018-Q4,5,55.8,5.98,1.49,36.7,69.6,21.0,4.8,1960.0,2,1.2,30.3,36.5,25.4,3.22,0.029,50.0,45.0,55.0,26.295,51.425000000000004,14.812604999999998,,,,
Zambia,2019-03-31,2019,1,2019-Q1,1,81.9,7.45,1.56,30.8,74.1,32.8,4.51,1928.0,3,0.94,37.9,22.0,30.9,1.0,0.087,50.0,45.0,55.0,28.9725,55.905,18.48825,-50.0,-7.835820895522405,-7.883420926899188,50.0
Zambia,2019-06-30,2019,2,2019-Q2,1,49.0,4.48,1.0,31.9,76.6,37.0,5.73,1992.0,1,0.13,42.1,42.9,33.5,1.9,0.259,50.0,45.0,55.0,17.925,58.07,13.504725,-75.0,2.4064171122994527,9.812568908489517,inf
Zambia,2019-09-30,2019,3,2019-Q3,4,82.6,6.29,2.19,27.5,77.0,49.0,6.01,1909.0,0,3.48,21.9,48.7,46.3,2.56,0.108,50.0,45.0,55.0,30.74,56.5275,14.93208,0.0,-7.0048309178743935,-20.0920887400586,
Zambia,2019-12-31,2019,4,2019-Q4,8,38.0,9.52,1.35,24.9,68.9,52.3,4.72,2012.0,0,1.24,39.7,32.9,46.2,1.31,0.138,50.0,45.0,55.0,35.5,58.67,16.854255,60.00000000000001,-1.0057471264367623,2.6530612244898055,-100.0
Zambia,2020-03-31,2020,1,2020-Q1,2,76.5,7.09,2.93,-7.9,74.1,27.8,4.79,2074.0,2,5.64,33.7,27.6,35.2,1.7,0.164,50.0,45.0,55.0,35.2875,55.565,15.6123,100.0,0.0,7.572614107883813,-33.333333333333336
Zambia,2020-06-30,2020,2,2020-Q2,2,58.9,7.43,1.51,31.1,65.6,27.3,4.07,2190.0,1,5.6,45.4,30.2,30.7,3.47,0.137,50.0,45.0,55.0,28.5975,54.949999999999996,12.6796275,100.0,-14.360313315926899,9.939759036144569,0.0
Zambia,2020-09-30,2020,3,2020-Q3,2,68.7,8.15,1.32,35.6,73.2,29.8,4.29,2207.0,1,5.11,32.2,9.1,37.1,2.1,0.095,50.0,45.0,55.0,29.692500000000003,55.107499999999995,16.086375000000004,-50.0,-4.935064935064936,15.610267155578828,inf
Zambia,2020-12-31,2020,4,2020-Q4,3,67.0,4.45,1.18,23.2,72.7,66.2,4.27,2329.0,3,2.03,31.9,45.8,36.4,3.49,0.042,50.0,45.0,55.0,20.2,54.42750000000001,14.032305000000001,-62.5,5.515239477503631,15.755467196819083,inf
Zambia,2021-03-31,2021,1,2021-Q1,1,90.8,5.72,1.21,10.1,76.4,34.2,5.84,2034.0,2,5.11,38.4,28.4,37.0,1.23,0.134,50.0,45.0,55.0,23.12,57.865,17.088345,-50.0,3.103913630229438,-1.9286403085824522,0.0
Zambia,2021-06-30,2021,2,2021-Q2,1,79.8,6.05,1.39,33.4,65.8,36.7,3.77,1703.0,0,5.13,48.7,10.9,39.2,1.8,0.059,50.0,45.0,55.0,24.57,59.16749999999999,17.361450000000005,-50.0,0.3048780487804992,-22.237442922374427,-100.0
Zambia,2021-09-30,2021,3,2021-Q3,2,57.7,6.46,1.01,22.4,67.4,28.9,5.28,2046.0,2,2.94,48.5,3.8,58.9,3.3,0.15,50.0,45.0,55.0,23.6425,63.585,12.81375,0.0,-7.9234972677595605,-7.294970548255552,100.0
Zambia,2021-12-31,2021,4,2021-Q4,6,59.8,6.97,1.9,19.9,68.1,16.8,3.89,1647.0,2,3.1,46.5,30.4,48.6,6.39,0.249,50.0,45.0,55.0,31.42,61.6825,6.099997500000001,100.0,-6.327372764786809,-29.282954057535427,-33.333333333333336
Zambia,2022-03-31,2022,1,2022-Q1,1,61.1,4.83,1.45,21.7,73.0,43.2,3.9,2028.0,0,5.16,38.2,42.1,43.4,2.76,0.174,50.0,45.0,55.0,21.3525,58.580000000000005,13.455540000000001,0.0,-4.450261780104714,-0.2949852507374673,-100.0
Zambia,2022-06-30,2022,2,2022-Q2,1,79.9,5.64,1.12,27.1,71.7,43.8,4.54,1859.0,0,2.35,30.6,29.9,33.2,2.12,0.038,50.0,45.0,55.0,22.1975,54.227500000000006,17.056259999999998,0.0,8.966565349544076,9.160305343511443,
Zambia,2022-09-30,2022,3,2022-Q3,2,64.1,6.92,1.23,15.1,72.4,43.2,3.64,2068.0,2,2.68,51.8,43.3,23.6,2.67,0.221,50.0,45.0,55.0,26.052500000000002,56.779999999999994,12.8476575,0.0,7.41839762611276,1.0752688172043001,0.0
Zambia,2022-12-31,2022,4,2022-Q4,1,86.7,5.79,1.52,34.5,78.5,44.2,4.72,1691.0,5,5.89,58.8,29.3,31.6,1.75,0.034,50.0,45.0,55.0,24.7425,62.997499999999995,17.931375,-83.33333333333334,15.27165932452277,2.671523982999391,150.0
Zambia,2023-03-31,2023,1,2023-Q1,1,87.4,3.06,1.48,35.5,79.6,38.9,5.23,1805.0,0,5.46,51.2,27.1,33.7,1.0,0.263,50.0,45.0,55.0,17.735,61.6125,14.924249999999999,0.0,9.041095890410954,-10.996055226824453,
Zambia,2023-06-30,2023,2,2023-Q2,2,100.0,8.15,1.53,18.6,65.4,17.3,5.02,1935.0,6,5.44,38.6,28.0,47.0,2.42,0.185,50.0,45.0,55.0,31.525,57.9125,13.899824999999998,100.0,-8.786610878661083,4.088219472834864,inf
