date,country,total_cyber_incidents,mobile_money_fraud_incidents,sim_swap_incidents,phishing_incidents,data_breach_incidents,api_vulnerability_incidents,social_engineering_incidents,malware_incidents,ddos_incidents,account_takeover_incidents,transaction_fraud_incidents,identity_theft_incidents,card_skimming_incidents,search_mobile_money_fraud,search_sim_swap_fraud,search_fintech_scam,search_digital_payment_security,search_mobile_banking_safety,avg_incident_severity_score,cyber_risk_index
2020-10-31,Nigeria,16,5,2,5,1,1,0,0,1,1,0,0,0,22.444079435418647,17.714366740518354,20.524029143750205,50.82341511463368,20.702197681949734,5.9,9.45
2020-10-31,Kenya,17,6,3,1,1,1,3,0,1,0,0,1,0,30.270511799071183,7.064831192370042,20.060116969557278,51.62583608621706,35.526267501587846,5.41,9.2
2020-10-31,South Africa,19,6,4,1,3,3,2,0,0,0,0,0,0,17.39052503689635,13.290890898769323,12.951508473383992,35.573903837416196,34.35803820139513,4.26,8.09
2020-10-31,Ghana,10,2,1,2,1,2,2,0,0,0,0,0,0,21.98746702807191,18.145875455253513,17.795872675558442,33.05261063399103,39.74652725249576,5.61,5.61
2020-10-31,Uganda,27,7,4,2,4,4,1,3,1,1,0,0,0,28.60396579022428,13.691208548894528,23.891590161520895,12.140666551872336,35.661265370208106,9.08,24.52
2020-10-31,Tanzania,8,3,0,0,1,1,1,0,2,0,0,0,0,25.344326966803102,20.11420735775382,18.666876698495482,28.111009074952765,37.188745151119136,7.37,5.9
2020-10-31,Rwanda,4,1,0,1,0,0,2,0,0,0,0,0,0,28.921452139925933,18.774495832749416,11.286631880815722,34.68219646053406,17.305021355025904,6.19,2.47
2020-10-31,Zambia,12,5,3,1,1,0,2,0,0,0,0,0,0,27.060265225031877,12.06735503453682,18.698801947489724,26.24156496244889,59.74396744480029,4.16,5.0
2020-10-31,Botswana,5,2,0,1,0,1,1,0,0,0,0,0,0,7.524058119585529,16.36764385570882,25.94399824152534,19.70577071231157,46.78742601718744,6.58,3.29
2020-10-31,Ethiopia,19,6,6,1,0,2,1,0,1,2,0,0,0,30.563017891213832,24.563634251532612,4.783617669102055,34.18739363176754,51.91737835821428,6.31,12.0
2020-10-31,Senegal,11,3,1,0,2,1,1,0,1,0,2,0,0,39.67361628685019,17.991990038102095,15.454827372407273,31.64341652815553,58.612573739805285,5.08,5.59
2020-10-31,Ivory Coast,7,0,1,3,1,0,0,1,0,0,0,0,1,15.427536571066508,7.532451108734283,5.132366921095347,43.65196343486763,34.54813755273678,10.0,7.0
2020-10-31,Mali,5,2,0,1,0,0,1,0,0,0,1,0,0,15.090830983087395,19.802889518544923,10.373424174264558,32.85219870329971,38.41348816530988,6.83,3.41
2020-10-31,Burkina Faso,9,1,1,2,1,1,1,0,1,0,1,0,0,21.42240485544013,19.907664376495607,21.92438897551255,18.30927042489475,35.17658424787263,6.29,5.66
2020-10-31,Cameroon,19,4,6,0,4,1,1,1,1,0,1,0,0,9.081475849606823,11.625607517849412,18.713867076632365,21.824137190962432,14.360460320201113,6.35,12.07
2020-11-30,Nigeria,33,7,7,7,1,1,5,1,2,1,1,0,0,35.918274714836855,8.733360334013021,19.564854198725683,60.29614087187122,58.33318144303781,8.27,27.3
2020-11-30,Kenya,12,2,3,2,2,0,1,1,0,1,0,0,0,31.081660469684962,19.581682626769762,25.137662044255876,42.21690983139235,73.35911530204027,6.5,7.8
2020-11-30,South Africa,16,1,4,7,0,0,2,0,1,1,0,0,0,41.748899001357415,17.880447878790036,48.127423162848636,35.34923106195063,85.47416401241637,6.55,10.48
2020-11-30,Ghana,34,11,3,5,4,1,4,0,1,2,2,1,0,46.35059251069815,29.486576825313318,28.923937077419936,31.58906994658079,44.37129787237497,9.14,31.09
2020-11-30,Uganda,12,4,3,3,0,2,0,0,0,0,0,0,0,40.810481795459275,27.044697697650644,29.68039931238583,68.36448813479643,38.95634689104267,7.2,8.64
2020-11-30,Tanzania,12,5,1,1,1,1,1,2,0,0,0,0,0,47.31425468373051,19.67901880182116,16.460317564114916,52.80122371835597,57.93054086224869,9.43,11.32
2020-11-30,Rwanda,29,6,7,2,1,3,2,2,1,1,3,1,0,23.53421443803169,15.998527360878315,29.502778722500725,58.88907572457738,66.1968329829736,7.74,22.45
2020-11-30,Zambia,14,5,2,1,1,2,1,1,0,1,0,0,0,46.154006254599544,22.11725773180582,45.307292979712415,95.80563895526386,77.53662614673573,7.22,10.11
2020-11-30,Botswana,5,3,0,1,0,0,1,0,0,0,0,0,0,47.28886614599211,27.07031188979417,23.125927160141885,58.6843825980567,34.880216445020004,6.78,3.39
2020-11-30,Ethiopia,31,4,3,7,5,3,4,0,1,1,1,0,2,33.482105787436645,26.40620209108494,28.330486408629476,54.088439048884275,61.578272637168006,6.87,21.29
2020-11-30,Senegal,6,3,1,0,0,0,1,0,0,1,0,0,0,22.668429438103182,22.260738272257903,20.833018851903635,57.56761220963754,45.83096968831993,5.98,3.59
2020-11-30,Ivory Coast,17,5,1,3,1,3,1,2,1,0,0,0,0,40.177339601887084,12.371967617691624,26.00882878111537,36.02506024225638,69.3036007141596,8.41,14.29
2020-11-30,Mali,16,4,4,1,1,1,0,1,2,2,0,0,0,47.98747844100557,6.0262011289840425,26.56981312608964,71.30393958696912,86.92857553364149,5.96,9.53
2020-11-30,Burkina Faso,8,4,0,0,0,0,0,3,0,0,0,1,0,30.076700913702904,25.488953135874027,13.472341417623047,42.68427990545187,32.53682573261258,6.66,5.33
2020-11-30,Cameroon,38,10,4,5,4,3,6,1,1,2,1,0,1,46.7936003057459,15.910303218768245,27.003968692255285,71.1026152847625,53.9722277256988,8.18,31.1
2020-12-31,Nigeria,11,2,3,2,0,1,1,0,0,0,0,0,2,18.475392307746944,28.15758955587211,15.615063043238685,25.974608093274238,57.23530055440328,7.96,8.76
2020-12-31,Kenya,16,1,4,3,4,0,2,0,0,0,1,0,1,35.188440742423474,17.758552390361874,0.0,56.84148744128812,67.0602157256945,3.95,6.32
2020-12-31,South Africa,16,8,1,3,1,1,1,0,0,0,0,0,1,26.53335208505049,23.52309173404941,25.878072664145495,33.22074211654228,74.65572054731179,7.89,12.63
2020-12-31,Ghana,11,4,3,2,0,1,1,0,0,0,0,0,0,46.27399325956543,17.01210725951988,24.493286252275585,93.31641343797136,60.22622733009416,5.92,6.51
2020-12-31,Uganda,21,6,5,5,1,3,0,0,0,1,0,0,0,57.79210202454963,23.50744643709262,25.26865254264746,53.43974562743831,45.15753698505965,5.92,12.43
2020-12-31,Tanzania,12,1,3,4,3,0,0,1,0,0,0,0,0,35.63550685292437,21.794192280395865,29.82120876324698,64.45384146803443,70.26492536125858,5.61,6.73
2020-12-31,Rwanda,26,5,5,2,2,2,3,4,0,2,1,0,0,13.189764289622879,27.84920463966585,20.056819427748064,63.3971890213108,55.04174910267018,6.54,17.01
2020-12-31,Zambia,28,10,5,5,3,1,1,1,1,0,1,0,0,47.57804013347241,12.021593976511419,35.0273745625624,51.98667272822776,52.6966231956755,6.08,17.02
2020-12-31,Botswana,13,4,2,0,2,0,3,0,0,0,2,0,0,45.90169866783888,25.367271601536036,11.789070885768945,31.620881202105362,54.38411578316622,4.12,5.36
2020-12-31,Ethiopia,26,6,4,4,3,2,2,2,1,2,0,0,0,19.038009037592097,8.34275454228888,39.58942471888491,15.747788508981255,53.92529042064478,5.95,15.47
2020-12-31,Senegal,15,6,4,1,1,2,0,1,0,0,0,0,0,58.047485183494935,10.931121832438086,22.951325188898224,46.87448253117363,62.15233766641186,8.4,12.6
2020-12-31,Ivory Coast,25,6,4,5,1,1,3,1,1,0,2,0,1,27.09415504252559,23.51754410517481,28.81262148123388,73.90263136736891,41.54529444947179,6.27,15.68
2020-12-31,Mali,24,10,1,3,4,1,1,1,2,0,1,0,0,28.833424849592085,24.56782461857259,20.018897763026025,74.21416290871035,74.93920748855415,5.8,13.92
2020-12-31,Burkina Faso,21,2,6,3,1,4,2,1,0,1,0,0,1,28.331260127788322,21.238064784027543,35.2100688479851,64.16469286162575,51.42483719940992,4.05,8.5
2020-12-31,Cameroon,15,4,1,1,2,4,1,1,0,0,0,0,1,31.341200061819343,18.598562196300357,7.702437150711429,65.6880196270105,96.05591194687157,6.95,10.42
2021-01-31,Nigeria,22,8,3,3,1,1,2,1,0,1,2,0,0,37.14242851352603,33.74610267086431,32.22673816802442,58.06195340191805,73.11918090358778,7.21,15.86
2021-01-31,Kenya,9,3,1,2,2,1,0,0,0,0,0,0,0,46.93221424930755,19.193681390721867,40.4321157093452,57.255734306772844,38.87491677913298,8.64,7.77
2021-01-31,South Africa,10,3,2,2,1,0,0,0,0,2,0,0,0,44.0389198659949,28.83781444987367,30.773920990134805,43.29957205607893,55.421279132671614,6.53,6.53
2021-01-31,Ghana,15,4,3,0,3,2,0,1,0,0,0,0,2,24.87618375017802,8.411102550495297,0.0,69.08360555745006,34.2454979377344,8.85,13.27
2021-01-31,Uganda,24,6,2,6,1,4,3,1,1,0,0,0,0,40.37596633655242,30.928817822256075,24.68332930881477,60.69508886508874,55.17024768359522,2.02,4.84
2021-01-31,Tanzania,26,6,6,5,0,4,2,0,0,1,1,0,1,39.1942384690224,18.137406775311096,24.421210360321403,40.54550659093176,70.66519091922679,2.22,5.77
2021-01-31,Rwanda,11,2,2,3,1,0,0,0,1,1,1,0,0,23.855048359656163,17.8668196663851,34.38846268978228,56.51383621226981,55.88826313907614,7.95,8.75
2021-01-31,Zambia,5,3,1,1,0,0,0,0,0,0,0,0,0,43.10150005127685,32.51767282894994,39.038205817862774,46.355321592606685,55.982250051175036,7.4,3.7
2021-01-31,Botswana,10,1,2,1,1,4,0,0,0,0,1,0,0,39.599555356701764,22.63002428375203,16.875975692086023,35.14864686502101,45.543012292789264,5.44,5.44
2021-01-31,Ethiopia,14,1,5,5,0,1,0,1,0,0,0,1,0,21.087594419040872,18.725814646057827,34.104736244157245,79.41350352414128,65.22509496795156,8.13,11.38
2021-01-31,Senegal,10,3,1,4,0,2,0,0,0,0,0,0,0,40.428536731726176,18.15736209775905,12.430856322299618,17.517302728534915,58.581831971977685,5.83,5.83
2021-01-31,Ivory Coast,11,3,4,0,0,2,2,0,0,0,0,0,0,45.483829080883375,26.43855692052061,28.29866885642216,33.926149496490886,46.85869781835086,5.68,6.24
2021-01-31,Mali,22,4,4,3,2,2,5,0,1,0,1,0,0,40.22403041901795,24.644826474958677,17.420578048772818,65.75059718842117,71.78290125097679,4.81,10.57
2021-01-31,Burkina Faso,24,6,1,4,4,3,2,3,0,0,1,0,0,13.011161544203487,24.225774057827056,38.2743189005727,47.63807262868499,80.42417418105347,7.79,18.7
2021-01-31,Cameroon,21,8,1,4,2,1,2,0,1,1,1,0,0,38.71748661432834,41.54784344471928,17.926347102894756,20.261863645466562,50.49673719017954,4.15,8.71
2021-02-28,Nigeria,9,3,1,1,0,0,2,1,0,0,0,1,0,25.637141519151175,23.002475329055287,26.357554886171652,40.35739038580077,39.976942126291746,6.48,5.83
2021-02-28,Kenya,21,3,4,3,3,1,3,2,0,2,0,0,0,25.070307541056575,15.289320237133783,18.14085156716312,43.21340573163714,35.78801183387087,7.96,16.73
2021-02-28,South Africa,3,0,0,1,1,0,0,0,1,0,0,0,0,11.87811306669224,12.260923816367026,21.837696086263275,14.54759950044481,19.260939950283536,3.86,1.16
2021-02-28,Ghana,6,1,1,1,0,1,1,0,0,1,0,0,0,13.150834203026275,14.98815541933596,16.19475172734863,58.90443963151171,58.338965460243756,5.2,3.12
2021-02-28,Uganda,12,1,2,1,3,1,0,0,2,0,1,0,1,11.226539400584352,18.99193236050717,19.433525327027375,33.55216468712253,36.99735282081169,4.55,5.46
2021-02-28,Tanzania,4,1,1,2,0,0,0,0,0,0,0,0,0,44.687969806740654,18.703781892515536,20.889480013516888,28.836664373432725,49.527596891941904,5.32,2.13
2021-02-28,Rwanda,10,3,2,3,1,0,1,0,0,0,0,0,0,24.907879295386838,20.153299041207795,27.663589515591276,25.328099227287012,34.73444866863298,4.52,4.52
2021-02-28,Zambia,10,1,3,1,1,1,3,0,0,0,0,0,0,23.487885618540208,15.901474402517222,14.295922957634591,17.284849471978646,58.05574432686815,5.55,5.55
2021-02-28,Botswana,4,0,0,1,0,0,0,2,1,0,0,0,0,19.23830383194568,9.371725160997075,19.71096046750737,17.30596775542117,49.468075665118704,6.58,2.63
2021-02-28,Ethiopia,10,1,1,1,2,1,3,0,1,0,0,0,0,19.208734486765813,10.49315142578877,17.153318966730893,29.832208966954088,48.0634841107493,7.7,7.7
2021-02-28,Senegal,10,1,3,1,1,0,1,0,1,1,0,0,1,22.70406251367201,20.75243525016676,18.24834684040048,31.18651743305227,51.05714575843293,6.03,6.03
2021-02-28,Ivory Coast,12,1,7,0,0,2,0,1,0,0,0,0,1,19.82098183481627,18.45462646065004,20.12578655053209,35.04753537109505,34.085561804605604,7.66,9.19
2021-02-28,Mali,7,3,0,2,1,0,0,0,1,0,0,0,0,21.162346083537415,14.848736691372897,18.690764597876953,58.45653436713546,37.091853872924126,5.93,4.15
2021-02-28,Burkina Faso,14,0,5,2,2,2,1,2,0,0,0,0,0,18.31873916109994,9.369430121106301,9.5884805829198,39.92808767929758,26.21625527679312,5.75,8.05
2021-02-28,Cameroon,13,2,4,4,1,0,0,0,1,0,1,0,0,30.71796519911156,13.831379710741373,24.95220397605067,44.323180308257946,56.07915061119158,8.53,11.09
2021-03-31,Nigeria,26,6,5,6,2,2,2,0,1,2,0,0,0,15.981889659566823,9.215293013852644,22.257532622029334,18.6307280741797,34.68122249710672,7.25,18.85
2021-03-31,Kenya,11,3,2,3,2,0,1,0,0,0,0,0,0,28.68637794892774,7.3883284085912795,25.585826782073337,28.338689264859802,40.12169682282905,6.36,7.0
2021-03-31,South Africa,13,3,0,3,2,1,2,1,0,0,1,0,0,23.353864050582622,23.02809916282559,5.434816322263153,49.46982104859252,30.63204765040617,4.44,5.77
2021-03-31,Ghana,8,3,1,3,1,0,0,0,0,0,0,0,0,12.905702832248513,17.674853361818847,15.822195683190008,21.70576616532187,21.25271719438592,6.18,4.94
2021-03-31,Uganda,14,4,2,3,1,1,1,1,0,0,0,0,1,32.033106592316315,14.78037433522439,27.61217485485916,37.10294232839073,20.68376022823125,8.14,11.4
2021-03-31,Tanzania,11,4,2,2,0,2,1,0,0,0,0,0,0,21.280590604673296,13.11072555607553,17.913085945139095,15.171051316438351,39.16098136731703,5.92,6.52
2021-03-31,Rwanda,8,1,2,3,1,0,0,0,1,0,0,0,0,29.2182923175356,15.506138639174473,2.6495331661045363,15.176981801698556,37.61068178542879,5.75,4.6
2021-03-31,Zambia,12,4,3,2,0,0,1,0,1,0,0,0,1,15.491716368311195,24.944100268918973,19.84539579505896,25.62194644071268,41.240418077720214,9.35,11.21
2021-03-31,Botswana,7,3,1,1,0,0,0,1,0,1,0,0,0,30.49486328809805,4.673486124796948,34.851419151311426,31.602177381441493,19.74960086323827,6.74,4.72
2021-03-31,Ethiopia,31,9,6,3,4,2,3,1,1,1,0,0,1,25.112039738971045,17.818939375034574,15.860236891133667,53.6623824097681,28.854676849919382,3.89,12.06
2021-03-31,Senegal,9,1,1,4,1,1,0,1,0,0,0,0,0,30.17334997266665,17.019577906578597,19.1921346326015,38.820475274176,42.88251577869327,5.69,5.12
2021-03-31,Ivory Coast,6,0,1,0,0,2,1,0,0,1,0,1,0,33.453799290243346,19.834035521252723,25.034180664488062,56.837261447751175,39.169106722568166,7.47,4.48
2021-03-31,Mali,14,4,5,3,0,0,0,0,1,1,0,0,0,18.325829255456277,6.411639258183019,21.652996869153707,45.8595444979304,37.74193250923958,8.65,12.12
2021-03-31,Burkina Faso,12,0,1,3,3,1,2,1,1,0,0,0,0,31.90749824151903,14.92218455564853,0.0,27.299274276174447,33.740839823153976,5.03,6.04
2021-03-31,Cameroon,4,0,2,0,0,0,1,0,0,0,1,0,0,28.945358673910693,14.790599725174655,19.344363725775054,26.297075880346576,35.49536849116274,4.99,2.0
2021-04-30,Nigeria,19,1,2,4,5,3,0,2,1,1,0,0,0,22.088849683928615,21.07740296817316,20.461563153995908,16.672172150986622,57.83270810395837,9.91,18.83
2021-04-30,Kenya,18,6,3,3,0,1,2,0,1,0,1,1,0,8.495905507993477,22.25043521087876,11.108377126807175,24.483275078302896,46.803425779863254,6.91,12.43
2021-04-30,South Africa,9,3,2,2,0,1,0,0,0,1,0,0,0,21.852496829803595,5.454012705113785,23.293380972903744,58.6681337489864,44.642512381230034,7.41,6.67
2021-04-30,Ghana,13,3,4,1,0,2,2,0,1,0,0,0,0,40.74032596956688,13.524863239429212,28.446111938629464,27.564362913002427,31.18685337677256,10.0,13.0
2021-04-30,Uganda,12,5,0,1,2,1,2,0,0,0,1,0,0,30.041436738920908,3.7905182261258563,18.068591706946762,14.533380909204734,46.33036726250526,6.6,7.92
2021-04-30,Tanzania,9,0,2,2,0,2,0,1,0,0,1,0,1,26.299065481064375,8.856273721239056,20.211024791474102,48.94409245125453,47.82372770292163,6.38,5.74
2021-04-30,Rwanda,5,1,2,1,0,0,1,0,0,0,0,0,0,19.163165090386673,19.712046475170673,18.393711460762017,49.0203755953796,44.00823163735286,7.11,3.56
2021-04-30,Zambia,8,3,1,0,1,0,0,0,1,1,0,1,0,34.45250509505673,12.303009492330137,6.696572057875819,22.904069133578112,43.598539647549956,7.01,5.61
2021-04-30,Botswana,9,3,1,2,2,1,0,0,0,0,0,0,0,25.21257570723445,19.467960203157304,16.21332267564187,9.034363983811659,47.04861548195761,7.02,6.32
2021-04-30,Ethiopia,15,2,3,3,3,2,1,0,0,0,0,1,0,22.018062047770485,17.4595450871362,12.488613392632514,29.942161569781774,7.839428007428637,7.34,11.0
2021-04-30,Senegal,12,3,2,1,2,1,0,1,1,0,0,1,0,5.968031673974206,18.350248359077618,26.897797980150347,15.969852315369831,41.76484183662953,7.18,8.61
2021-04-30,Ivory Coast,6,4,2,0,0,0,0,0,0,0,0,0,0,21.77296203225054,7.574069186500339,5.653678600312233,50.13019423999172,46.166639764711185,6.63,3.98
2021-04-30,Mali,9,1,1,0,2,3,0,2,0,0,0,0,0,31.359384911004472,21.745675525567147,27.407190656768712,40.646118168542685,40.11862679180784,5.03,4.53
2021-04-30,Burkina Faso,14,3,3,4,1,2,0,0,0,0,0,0,1,31.98229931575688,16.815021424030384,7.9524573532767135,30.699157093845336,27.75000111339949,8.26,11.57
2021-04-30,Cameroon,8,2,2,1,0,1,0,1,0,0,1,0,0,30.150203047503457,17.809703082550666,9.823410144776092,34.61566917009626,48.90260531467201,8.09,6.47
2021-05-31,Nigeria,26,6,3,4,4,2,2,2,2,0,0,0,1,27.53934618803033,8.782074610963992,26.709723729090307,34.47193346069809,36.59487955288823,6.48,16.84
2021-05-31,Kenya,9,3,2,1,0,0,0,0,0,1,1,1,0,29.259714462309564,9.279267614862386,21.726821392352395,50.59011897043563,31.39492748899784,5.17,4.65
2021-05-31,South Africa,5,0,2,1,0,1,0,0,0,1,0,0,0,25.715162231452908,12.78705353612922,20.054095252229793,46.343741254830384,34.474306538811476,3.69,1.85
2021-05-31,Ghana,13,5,2,2,0,2,1,1,0,0,0,0,0,19.61675734392479,18.314205465108163,26.25231843045076,42.70272947430366,29.703037603669394,5.77,7.51
2021-05-31,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,19.541511422342957,8.345953690690003,21.639708294274897,29.940696976266565,46.25970474988718,6.34,0.0
2021-05-31,Tanzania,7,2,2,1,1,1,0,0,0,0,0,0,0,21.001020556713186,17.715161396448263,18.362715396824843,32.646881471876746,44.0968534374655,5.6,3.92
2021-05-31,Rwanda,8,1,2,0,0,2,1,0,1,1,0,0,0,29.37065364801401,14.898801393511768,13.153381366260852,26.244396255978106,47.03722818899282,5.14,4.11
2021-05-31,Zambia,16,5,4,5,0,1,0,0,0,1,0,0,0,42.61112569830348,4.689109476259265,9.176054567130112,50.89022284574669,55.75604559155734,5.2,8.33
2021-05-31,Botswana,7,0,1,2,0,0,1,1,2,0,0,0,0,39.39251387218923,13.267077091905904,18.028468324215485,42.70051094229592,58.84001137569858,7.52,5.27
2021-05-31,Ethiopia,15,7,3,2,1,0,0,1,1,0,0,0,0,16.792281460153777,18.036445075508464,30.274953114981166,34.63684330883617,65.98822900074582,3.91,5.87
2021-05-31,Senegal,10,0,4,1,2,1,1,1,0,0,0,0,0,16.84904034346612,13.861145104381826,13.419888475133721,30.3666466869663,50.15220891814305,6.66,6.66
2021-05-31,Ivory Coast,12,3,2,1,3,1,2,0,0,0,0,0,0,29.854638978260596,19.811582894400722,16.15540302353221,24.9750766112981,22.774399252475305,6.68,8.02
2021-05-31,Mali,7,1,2,1,1,1,0,1,0,0,0,0,0,21.813735731659612,15.587943149436011,21.059851772504132,28.052578911812923,31.036324521748192,5.83,4.08
2021-05-31,Burkina Faso,17,1,4,2,3,4,1,1,0,0,0,0,1,17.0008376620152,25.968013078050355,8.233734420774564,29.00192483118003,42.79748000699984,7.98,13.56
2021-05-31,Cameroon,17,3,0,3,1,2,3,3,1,1,0,0,0,32.744200606964675,10.942592315077476,11.720291483869977,36.04794444705979,22.421565506006896,7.38,12.55
2021-06-30,Nigeria,15,5,4,2,0,1,1,1,0,0,1,0,0,24.31233162834706,19.96243424926707,19.110684793618695,47.74623562530997,32.159073747152384,6.14,9.21
2021-06-30,Kenya,28,6,2,7,3,2,2,3,0,2,1,0,0,35.52103508150179,14.61367140776566,13.387413434616905,27.605056065875175,41.81079186564555,5.71,16.0
2021-06-30,South Africa,14,6,2,2,0,0,1,0,0,0,0,3,0,32.887190564935636,22.605540461699757,26.513586280114904,52.691197036516165,57.12129636977628,6.05,8.47
2021-06-30,Ghana,10,1,3,2,1,0,0,2,1,0,0,0,0,43.057614055948925,16.861839039285552,31.136510060791583,10.052592490304164,77.02533335176157,8.74,8.74
2021-06-30,Uganda,8,2,1,0,2,1,1,0,1,0,0,0,0,16.410968957628416,23.867233633266824,21.728880247259355,21.987165938025566,64.22447239169192,9.65,7.72
2021-06-30,Tanzania,8,3,1,2,0,0,0,0,1,1,0,0,0,13.101479994431914,12.335234661225478,30.766875986058103,44.64201290944657,48.53762947665527,8.4,6.72
2021-06-30,Rwanda,8,1,0,2,1,0,0,0,1,0,2,0,1,34.40812960641468,16.23253415700003,20.955271826020827,44.67107040458626,47.65380335838878,8.5,6.8
2021-06-30,Zambia,17,1,2,4,3,2,0,2,2,0,1,0,0,36.41484724258692,24.912232189882378,24.521231330113153,54.83790554504395,45.01032904512526,5.3,9.01
2021-06-30,Botswana,5,0,3,1,0,0,0,0,1,0,0,0,0,27.89181989543449,11.951220259338902,23.783977494948342,10.873015681365068,63.069194103222706,2.28,1.14
2021-06-30,Ethiopia,9,0,3,1,1,2,1,0,0,0,1,0,0,29.828480818549576,17.63341602259391,24.583729546844925,46.93303437405297,36.53234178366908,6.11,5.5
2021-06-30,Senegal,13,2,2,1,1,3,0,0,1,3,0,0,0,22.521096918655772,15.931109215996228,31.26473347571088,44.15721081995162,54.58593433681266,8.41,10.93
2021-06-30,Ivory Coast,14,1,4,3,2,0,1,1,0,2,0,0,0,28.80546447221942,26.635760903012812,27.569144459208847,56.02737651786139,42.09816611420603,7.03,9.84
2021-06-30,Mali,14,5,5,0,1,0,0,1,2,0,0,0,0,30.30169928979692,16.95247365463345,33.07805219065069,42.05820419265351,50.986044945016545,5.64,7.9
2021-06-30,Burkina Faso,17,3,3,2,2,4,0,2,0,1,0,0,0,40.20258815547647,6.438382270526672,11.553155330332304,51.55931560207871,45.65490956436755,6.24,10.61
2021-06-30,Cameroon,7,0,1,2,1,2,1,0,0,0,0,0,0,25.92061641851977,17.209450870849324,22.298806821259706,44.51325228016058,53.617823756211045,6.89,4.82
2021-07-31,Nigeria,23,7,4,3,1,3,1,1,0,3,0,0,0,15.77291000519236,17.692890926157432,10.71661610050752,47.59328967810526,56.18665297095395,5.26,12.1
2021-07-31,Kenya,14,5,1,2,0,2,3,0,0,1,0,0,0,13.025942086015503,35.956863420363845,38.66521535029434,52.40651747839149,38.961554620908345,6.33,8.86
2021-07-31,South Africa,18,4,5,2,2,2,1,2,0,0,0,0,0,32.852736228558925,17.989027446935395,25.17584960909937,42.776121797278165,32.08485405661012,7.34,13.21
2021-07-31,Ghana,15,7,4,2,1,0,0,0,0,1,0,0,0,51.18210220689285,18.47789749568355,0.0,59.81038751223264,41.51548393215534,5.3,7.95
2021-07-31,Uganda,8,1,2,2,0,1,1,0,0,1,0,0,0,38.55427719274072,17.075759819838165,17.386462333420138,22.975934397691024,51.00758009209756,9.75,7.8
2021-07-31,Tanzania,14,5,1,1,2,1,3,0,0,0,0,0,1,40.138572016031894,22.72974993981602,31.67824817948188,27.78653502331706,67.39046988146777,5.05,7.07
2021-07-31,Rwanda,20,5,4,3,5,2,0,0,0,0,1,0,0,38.33483153650133,20.04935684068778,27.31068272549372,47.817265416798705,39.66519665563476,3.87,7.75
2021-07-31,Zambia,7,2,2,0,0,2,0,1,0,0,0,0,0,15.824090654226687,24.346806045251512,19.529991322545943,36.40461762492667,34.51345913849287,7.07,4.95
2021-07-31,Botswana,5,0,0,2,0,1,0,1,0,1,0,0,0,26.506448987256203,6.52000649910642,29.207147179636344,70.80155076314881,38.60691589344747,10.0,5.0
2021-07-31,Ethiopia,31,11,2,6,4,4,0,2,0,1,0,1,0,20.741315804184328,17.693296419140168,36.16665802902808,51.85995918559321,51.43046142444139,6.78,21.03
2021-07-31,Senegal,13,3,3,3,1,0,2,0,1,0,0,0,0,27.663261095348084,18.339063890793337,22.95065859928205,38.901172940733396,61.720777285794625,6.73,8.74
2021-07-31,Ivory Coast,19,6,3,6,1,1,1,0,0,1,0,0,0,26.386343475953325,19.896407218379704,28.904617387185606,60.49110761057612,29.91329015539274,5.66,10.76
2021-07-31,Mali,16,3,4,4,1,0,2,1,1,0,0,0,0,40.45765736944024,14.463316088161847,27.464869487448706,25.221115866433408,28.792489881799447,7.67,12.27
2021-07-31,Burkina Faso,11,3,4,3,0,1,0,0,0,0,0,0,0,16.005202675057443,18.755768489271833,46.29128895307734,59.12762329627405,38.06367384974809,7.58,8.33
2021-07-31,Cameroon,18,7,3,4,0,0,2,1,1,0,0,0,0,31.748217907750334,19.97535520146188,26.625166990128648,13.705479125133445,61.858693711624724,6.33,11.4
2021-08-31,Nigeria,15,6,2,2,0,0,1,2,0,2,0,0,0,23.861702055604596,14.299004394136995,27.762617656386876,46.6747697821834,33.5809101399186,7.16,10.74
2021-08-31,Kenya,16,4,1,4,1,2,0,3,0,1,0,0,0,28.355680085143806,11.132464347961346,20.061680125880674,24.305623453685268,45.488823460027085,9.15,14.65
2021-08-31,South Africa,9,4,2,2,0,0,0,0,0,1,0,0,0,30.505751561376783,8.559017255913416,26.835945777463557,51.730827093732536,28.541878900934005,4.49,4.04
2021-08-31,Ghana,18,3,5,3,1,1,1,2,0,1,0,1,0,29.688182055915888,29.476128806140775,12.871295440164984,70.56533955089401,57.08612185322427,7.13,12.83
2021-08-31,Uganda,11,2,3,1,2,1,1,0,0,1,0,0,0,48.193426676246105,16.42103236764104,12.471758204485022,37.59889282934214,60.57844761210331,5.24,5.77
2021-08-31,Tanzania,19,3,1,5,2,3,1,2,0,0,1,0,1,23.25840439331382,16.381561652549443,17.86197904717135,38.30417467148691,41.92916471529163,8.42,16.0
2021-08-31,Rwanda,18,4,4,1,5,0,2,1,0,1,0,0,0,30.780260808874257,25.07306066415386,20.345351170758946,37.51186724498063,32.05190835331862,5.39,9.7
2021-08-31,Zambia,24,8,5,5,3,0,1,0,1,1,0,0,0,13.466333434007817,13.677269575949646,27.45540410167209,47.90951918573125,62.57600136159483,6.28,15.08
2021-08-31,Botswana,3,2,0,1,0,0,0,0,0,0,0,0,0,8.344403221490424,20.58605815278046,25.461156550667614,33.098279393757565,28.56992332180962,7.44,2.23
