firm_code,firm_size,survey_date,industrial_zone,response_time_minutes,years_operation,employees_category,revenue_category,ownership_type,has_fdi,fdi_equity,fdi_joint_venture,fdi_tech_transfer,fdi_mgmt_contract,years_fdi_partnership,ka_technical_manuals,ka_staff_training,ka_tech_adaptation,ka_knowledge_commercialization,ka_average,tp_production_efficiency,tp_quality_control,tp_order_fulfillment,tp_employee_productivity,tp_average,rd_spending_percent,new_products_3years,process_inn_iot,process_inn_automation,process_inn_quality,process_inn_other,innovation_score,hr_skilled_workforce_percent,hr_training_hours,tech_modern_equipment,tech_machinery_age,fin_access_credit,fin_reinvestment_rate,firm_resources_score,gp_tax_incentives,gp_regulatory_stability,gp_infrastructure_support,gp_ease_permits,gp_average,perf_roi,perf_roa,perf_export_intensity,perf_capacity_utilization,perf_market_share,performance_composite
SME127,SME,2025-08-20,Lagos Island,17.634836184728343,6.0,,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,3.25,4.0,3.0,3.0,3.0,3.25,0.3,1.0,1.0,0.0,0.0,0.0,0.55,66.4,16.0,1.0,4.0,3.0,14.8,1.704696111509327,2.0,1.0,4.0,1.0,2.0,19.7,11.1,0.0,73.5,7.2,33.4
SME128,SME,2025-09-28,Oshodi,24.133577360264727,2.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.75,4.0,5.0,4.0,3.0,4.0,3.5,6.0,0.0,0.0,1.0,0.0,,27.5,18.0,1.0,3.0,3.0,22.8,1.5640899334354341,6.0,3.0,7.0,2.0,4.5,19.9,15.1,10.2,95.0,19.0,44.9
SME129,SME,2025-07-08,Ikeja,21.903169317692146,2.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,2.0,3.5,5.0,3.0,5.0,3.0,4.0,2.2,7.0,1.0,0.0,1.0,0.0,1.7833333333333334,92.8,50.0,1.0,4.0,,23.4,2.3270407458946254,3.0,4.0,5.0,5.0,4.25,25.3,17.0,19.1,95.0,38.3,54.4
SME130,SME,2025-07-06,Agege,18.372403866281182,6.0,2.0,3.0,2.0,1,0.0,0.0,1.0,0.0,6.0,4.0,5.0,4.0,4.0,4.25,5.0,4.0,4.0,4.0,4.25,2.9,4.0,1.0,0.0,1.0,0.0,1.6500000000000001,85.0,76.0,1.0,4.0,2.0,9.8,2.196562172998217,4.0,5.0,2.0,3.0,3.5,27.1,18.3,47.4,95.0,35.3,61.2
SME131,SME,2025-06-19,Agege,22.25228316475059,5.0,2.0,2.0,1.0,0,0.0,0.0,0.0,,0.0,3.0,2.0,2.0,2.0,2.25,3.0,3.0,3.0,3.0,3.0,0.3,3.0,0.0,1.0,0.0,1.0,1.1333333333333333,84.5,21.0,1.0,13.0,3.0,7.8,1.0642405720304022,6.0,1.0,3.0,,3.25,12.5,9.4,0.0,82.0,18.1,32.5
SME132,SME,2025-06-27,Victoria Island,28.296197062151276,2.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.5,4.0,4.0,3.0,2.0,3.25,0.8,5.0,0.0,1.0,0.0,0.0,0.9666666666666668,24.7,14.0,0.0,19.0,3.0,32.4,-0.05441998225151412,5.0,2.0,3.0,3.0,3.25,14.8,11.4,0.0,80.7,16.7,34.5
SME133,SME,2025-09-04,Mushin,26.427637451511895,5.0,1.0,2.0,1.0,1,1.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,2.75,4.0,4.0,3.0,5.0,4.0,4.6,5.0,0.0,0.0,0.0,0.0,1.1833333333333333,59.1,24.0,,5.0,1.0,31.3,2.0407432986908427,3.0,3.0,4.0,4.0,3.5,12.9,8.7,41.9,95.0,19.0,43.5
SME134,SME,2025-07-30,Mushin,22.112724578007597,5.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.75,2.0,4.0,4.0,3.0,3.25,0.5,3.0,0.0,0.0,1.0,1.0,1.1666666666666665,33.4,23.0,1.0,5.0,3.0,33.1,1.526275974977686,5.0,4.0,2.0,5.0,4.0,23.7,18.4,0.0,88.1,10.1,43.7
SME135,SME,2025-09-29,Ikeja,29.6211732930443,1.0,1.0,1.0,3.0,1,1.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,3.75,4.0,4.0,4.0,5.0,4.25,3.1,4.0,0.0,0.0,1.0,0.0,1.2666666666666668,87.2,28.0,1.0,9.0,3.0,21.0,1.567192890797112,3.0,3.0,4.0,4.0,3.5,20.7,17.8,25.4,95.0,34.6,53.2
SME136,SME,2025-07-25,Ikeja,23.747130837858254,8.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,6.0,0.0,0.0,1.0,1.0,1.9999999999999998,20.8,16.0,1.0,14.0,3.0,44.8,0.7428094808383191,3.0,4.0,3.0,4.0,3.5,23.1,18.1,4.5,95.0,47.0,52.9
SME137,SME,2025-10-01,Victoria Island,27.64241055637995,1.0,2.0,2.0,1.0,0,,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.25,3.0,3.0,3.0,3.0,3.0,2.2,2.0,1.0,0.0,1.0,1.0,1.7833333333333334,50.6,23.0,0.0,17.0,2.0,5.0,0.27625349358972034,4.0,,5.0,4.0,4.25,14.2,11.2,0.0,95.0,23.9,38.4
SME138,SME,2025-06-07,Oshodi,22.69377324155225,6.0,1.0,2.0,3.0,1,0.0,0.0,1.0,0.0,1.0,,4.0,4.0,4.0,3.5,4.0,4.0,4.0,5.0,4.25,5.3,4.0,1.0,1.0,0.0,1.0,2.466666666666667,58.3,16.0,1.0,4.0,2.0,22.4,1.8609687822036556,5.0,5.0,3.0,3.0,4.0,27.1,18.7,5.4,95.0,21.9,50.5
SME139,SME,2025-09-29,Apapa,25.209740306232916,12.0,1.0,1.0,3.0,1,1.0,,1.0,1.0,,3.0,5.0,5.0,4.0,4.25,3.0,3.0,4.0,4.0,3.5,1.4,4.0,1.0,1.0,1.0,0.0,1.8166666666666664,62.4,,1.0,9.0,2.0,27.2,1.599712966010238,4.0,4.0,4.0,4.0,4.0,12.8,11.1,12.7,95.0,25.9,40.5
SME140,SME,2025-08-27,Apapa,27.134205267352403,19.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.75,2.0,4.0,4.0,3.0,3.25,0.4,3.0,1.0,1.0,0.0,0.0,1.15,66.8,13.0,0.0,18.0,3.0,5.3,0.16252484771914935,6.0,2.0,5.0,4.0,4.25,7.9,4.4,0.0,95.0,3.9,26.6
SME141,SME,2025-05-14,Apapa,21.62040226075882,4.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.75,2.0,3.0,3.0,5.0,3.25,0.7,1.0,1.0,1.0,0.0,0.0,1.0333333333333332,69.6,19.0,1.0,5.0,2.0,27.5,1.9647849002053308,3.0,3.0,2.0,2.0,2.5,18.9,13.3,0.0,85.5,18.8,39.2
SME142,SME,2025-04-24,Mushin,24.222269135509322,6.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.75,1.2,7.0,0.0,1.0,1.0,0.0,1.6166666666666665,57.9,16.0,1.0,10.0,2.0,27.9,1.4690801521277912,4.0,3.0,2.0,4.0,3.25,17.8,10.8,0.0,93.8,10.2,36.9
SME143,SME,2025-07-02,Apapa,18.623035096598244,5.0,,2.0,1.0,1,1.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0,4.0,3.5,5.0,3.0,3.0,4.0,3.75,2.8,4.0,1.0,1.0,0.0,0.0,1.6333333333333333,97.8,18.0,1.0,13.0,2.0,21.0,1.4336461658076773,5.0,4.0,4.0,5.0,4.5,20.4,16.9,22.0,95.0,20.0,48.9
SME144,SME,2025-05-21,Mushin,25.029866490121243,3.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,3.0,3.75,4.0,4.0,4.0,3.0,3.75,0.1,4.0,1.0,0.0,0.0,0.0,0.7666666666666667,37.4,54.0,1.0,11.0,3.0,57.3,1.3778431653677288,3.0,3.0,2.0,,2.75,9.3,10.7,0.0,95.0,10.5,32.9
SME145,SME,2025-05-18,Ikeja,24.817476739432546,4.0,2.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.25,0.8,7.0,1.0,0.0,0.0,0.0,1.1333333333333333,53.4,41.0,0.0,20.0,3.0,22.9,0.0925360562849884,4.0,4.0,2.0,5.0,3.75,20.7,11.3,0.0,78.0,6.5,34.8
SME146,SME,2025-05-08,Apapa,20.75831517317543,,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,3.25,4.0,4.0,2.0,3.0,3.25,0.5,4.0,0.0,0.0,0.0,0.0,0.41666666666666663,74.0,31.0,1.0,9.0,3.0,41.9,1.6435691892306756,5.0,4.0,5.0,3.0,4.25,14.2,9.4,0.0,84.0,27.4,35.6
SME147,SME,2025-06-28,Ikorodu,22.159177938797857,9.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,2.75,3.0,3.0,2.0,4.0,3.0,1.1,3.0,1.0,0.0,1.0,0.0,1.2666666666666668,73.7,51.0,1.0,5.0,2.0,17.3,1.9921082931559602,3.0,3.0,5.0,1.0,3.0,15.7,12.3,0.0,95.0,24.8,40.0
SME148,SME,2025-08-08,Mushin,16.68037777663286,5.0,1.0,2.0,3.0,1,1.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0,5.0,3.75,2.0,4.0,5.0,5.0,4.0,5.4,5.0,1.0,1.0,1.0,1.0,,72.2,22.0,1.0,5.0,2.0,30.7,2.021804117715965,,,3.0,4.0,4.0,19.8,15.3,5.5,95.0,23.1,44.8
SME149,SME,2025-04-25,Ikorodu,24.97357333878,5.0,1.0,1.0,2.0,1,1.0,0.0,1.0,0.0,4.0,4.0,5.0,3.0,5.0,4.25,5.0,4.0,3.0,4.0,4.0,3.5,6.0,0.0,1.0,1.0,0.0,1.9166666666666665,47.4,49.0,1.0,5.0,3.0,50.0,1.931422586537834,3.0,5.0,3.0,3.0,3.5,17.7,13.8,17.4,95.0,,47.7
SME150,SME,2025-08-13,Agege,24.157505999066313,14.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.75,4.0,4.0,3.0,3.0,3.5,4.0,6.0,1.0,1.0,1.0,0.0,2.4166666666666665,83.1,49.0,1.0,11.0,2.0,28.5,1.715798891528389,3.0,3.0,3.0,5.0,3.5,17.0,10.9,17.4,95.0,43.3,46.9
SME151,SME,2025-07-04,Oshodi,21.719013025332167,4.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.75,3.0,3.0,3.0,3.0,3.0,0.1,5.0,0.0,0.0,1.0,0.0,0.8500000000000001,55.2,19.0,1.0,5.0,3.0,32.9,1.7469991003736782,3.0,2.0,5.0,2.0,3.0,15.1,9.6,0.0,95.0,24.1,37.7
SME152,SME,2025-04-25,Agege,18.42437588742625,15.0,2.0,3.0,1.0,0,0.0,0.0,,0.0,0.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.5,2.0,6.0,1.0,1.0,1.0,0.0,2.0833333333333335,63.0,30.0,1.0,8.0,3.0,10.2,1.3781135827669404,7.0,4.0,4.0,4.0,4.75,26.0,19.0,0.0,95.0,7.0,46.1
SME153,SME,2025-06-18,Ikorodu,24.098392740687107,8.0,1.0,2.0,3.0,1,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,2.75,3.0,3.0,3.0,3.0,3.0,2.7,3.0,1.0,0.0,1.0,0.0,1.5333333333333334,30.5,32.0,1.0,9.0,2.0,43.0,1.439138061168907,,5.0,3.0,5.0,4.0,,7.1,10.3,95.0,16.1,35.6
SME154,SME,2025-09-25,Ikeja,25.544689410646274,16.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.25,0.3,5.0,1.0,1.0,0.0,0.0,1.3,50.7,13.0,1.0,6.0,1.0,8.6,1.744157963047664,2.0,1.0,3.0,6.0,3.0,16.6,13.1,0.0,95.0,18.2,39.7
SME155,SME,2025-06-18,Apapa,19.598993781504088,4.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,4.0,2.5,2.0,3.0,4.0,3.0,3.0,0.7,1.0,1.0,0.0,1.0,1.0,1.45,65.2,41.0,1.0,9.0,2.0,27.0,1.687618320456525,4.0,3.0,4.0,5.0,4.0,21.1,15.7,0.0,95.0,4.8,41.0
SME156,SME,2025-09-25,Mushin,22.92655794636146,7.0,1.0,1.0,3.0,1,1.0,1.0,1.0,0.0,8.0,4.0,3.0,5.0,3.0,3.75,4.0,3.0,3.0,,3.5,2.6,5.0,0.0,0.0,1.0,0.0,1.2666666666666668,70.1,30.0,0.0,20.0,,29.7,0.3913471725028312,5.0,4.0,4.0,3.0,4.0,22.0,13.9,31.4,95.0,35.6,52.7
SME157,SME,2025-06-06,Agege,23.45607972265957,4.0,2.0,2.0,1.0,1,0.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,,4.0,5.0,3.0,4.0,4.0,4.0,2.6,5.0,1.0,1.0,1.0,0.0,2.1,82.8,21.0,1.0,13.0,3.0,35.6,1.2949106537946806,4.0,6.0,2.0,4.0,4.0,16.3,8.4,21.1,95.0,40.9,45.2
SME158,SME,2025-09-10,Ikorodu,24.679565041621753,8.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,2.25,3.0,2.0,2.0,3.0,2.5,0.3,3.0,1.0,1.0,0.0,1.0,1.55,38.2,28.0,1.0,5.0,3.0,43.5,1.723381157075637,4.0,5.0,5.0,2.0,4.0,11.9,10.3,0.0,83.7,14.7,32.5
SME159,SME,2025-09-26,Mushin,24.111168456697847,7.0,1.0,2.0,3.0,1,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.25,5.0,4.0,4.0,5.0,4.5,1.6,5.0,0.0,1.0,0.0,,1.1,54.9,43.0,1.0,7.0,2.0,26.4,1.7555536361334185,5.0,5.0,3.0,4.0,4.25,19.6,15.1,24.2,95.0,15.8,46.9
SME160,SME,2025-07-11,Agege,23.82186704530508,5.0,2.0,3.0,1.0,1,0.0,1.0,0.0,0.0,6.0,4.0,3.0,4.0,4.0,3.75,4.0,4.0,5.0,4.0,4.25,6.6,6.0,1.0,0.0,0.0,1.0,2.433333333333333,52.5,26.0,1.0,2.0,2.0,31.4,2.0827394295512356,3.0,1.0,6.0,2.0,3.0,25.9,19.6,37.5,95.0,30.4,58.5
SME161,SME,2025-09-03,Victoria Island,24.806372094546326,8.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.5,,3.0,4.0,3.0,3.25,0.2,1.0,0.0,0.0,1.0,0.0,0.5333333333333333,34.8,21.0,1.0,5.0,2.0,24.9,1.6215045257470093,2.0,5.0,3.0,2.0,3.0,15.4,7.3,0.0,95.0,5.2,32.6
SME162,SME,2025-05-27,Agege,24.58054791518547,9.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,,4.0,3.0,,4.0,3.0,3.0,3.0,3.25,0.2,6.0,1.0,1.0,1.0,0.0,1.7833333333333334,34.2,21.0,1.0,7.0,2.0,18.2,1.4355380458751676,3.0,,5.0,4.0,4.5,21.1,15.3,0.0,95.0,17.9,43.3
SME163,SME,2025-05-10,Ikeja,22.006694866487205,5.0,1.0,1.0,3.0,1,0.0,1.0,0.0,1.0,2.0,5.0,5.0,3.0,5.0,4.5,4.0,5.0,4.0,4.0,4.25,4.2,2.0,1.0,1.0,1.0,0.0,2.1166666666666667,30.3,14.0,1.0,2.0,1.0,37.2,2.097083728527869,3.0,5.0,5.0,5.0,4.5,24.2,14.1,51.8,95.0,26.9,56.2
SME164,SME,2025-04-26,Agege,22.27394418583405,5.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.25,4.0,2.0,3.0,4.0,3.25,0.2,5.0,0.0,0.0,0.0,0.0,0.45000000000000007,31.0,26.0,1.0,4.0,2.0,18.4,1.6622490256471447,5.0,3.0,5.0,5.0,4.5,13.3,13.7,0.0,95.0,8.9,36.6
SME165,SME,2025-04-27,Apapa,22.16576829486003,5.0,2.0,3.0,1.0,1,0.0,1.0,0.0,0.0,4.0,3.0,5.0,3.0,3.0,3.5,5.0,5.0,2.0,4.0,4.0,1.4,3.0,0.0,0.0,0.0,1.0,0.9000000000000001,30.7,43.0,1.0,13.0,3.0,14.5,0.7874257885992196,4.0,4.0,4.0,4.0,4.0,20.9,13.2,52.3,95.0,18.3,52.4
SME166,SME,2025-09-09,Agege,22.67517365577382,6.0,1.0,1.0,3.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,3.0,4.0,3.5,4.0,4.0,3.0,3.0,3.5,3.8,7.0,0.0,1.0,1.0,0.0,2.05,70.7,49.0,1.0,6.0,2.0,33.1,2.0002523901833844,1.0,3.0,4.0,4.0,3.0,31.4,21.2,13.5,,30.2,
SME167,SME,2025-09-14,Apapa,21.52075450602524,6.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0,1.4,3.0,1.0,0.0,1.0,0.0,1.3166666666666669,88.8,17.0,1.0,7.0,2.0,38.2,2.01024822204429,3.0,4.0,3.0,5.0,3.75,16.4,11.2,39.3,95.0,40.3,50.6
SME168,SME,2025-05-25,Oshodi,19.740388655227086,5.0,1.0,1.0,1.0,1,1.0,1.0,1.0,,5.0,3.0,5.0,5.0,4.0,4.25,4.0,2.0,4.0,4.0,3.5,3.8,9.0,1.0,1.0,1.0,1.0,3.05,76.8,31.0,1.0,14.0,1.0,22.7,1.4360819917849958,3.0,3.0,6.0,6.0,4.5,25.5,16.9,12.6,95.0,26.0,50.8
SME169,SME,2025-08-05,Agege,15.85768844268775,17.0,2.0,3.0,1.0,1,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,3.25,2.0,4.0,5.0,3.0,3.5,4.8,12.0,1.0,0.0,1.0,0.0,2.6333333333333337,,,1.0,20.0,3.0,44.5,0.686054337243997,6.0,4.0,3.0,2.0,3.75,15.9,13.2,56.9,95.0,38.1,54.8
SME170,SME,2025-05-12,Mushin,17.05116121169916,9.0,1.0,1.0,2.0,1,0.0,1.0,1.0,0.0,8.0,4.0,4.0,3.0,3.0,3.5,3.0,4.0,5.0,5.0,4.25,10.0,10.0,1.0,1.0,1.0,0.0,3.75,21.5,21.0,1.0,21.0,2.0,20.7,0.1805104987379713,3.0,3.0,2.0,2.0,2.5,29.8,24.1,15.9,95.0,18.5,56.8
SME171,SME,2025-07-18,Mushin,23.384090563240278,6.0,2.0,2.0,1.0,1,,1.0,1.0,0.0,,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.75,4.8,6.0,0.0,,1.0,1.0,2.1333333333333333,68.4,19.0,1.0,14.0,2.0,25.7,1.2133359701170123,4.0,4.0,4.0,2.0,3.5,15.6,12.6,21.7,95.0,40.1,47.5
SME172,SME,2025-04-21,Agege,20.2322388076148,3.0,2.0,2.0,2.0,1,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.1,5.0,1.0,0.0,0.0,0.0,1.6833333333333333,47.8,24.0,1.0,5.0,2.0,27.9,1.8072602460392169,5.0,3.0,2.0,3.0,3.25,16.6,,13.1,95.0,18.0,41.1
SME173,SME,2025-06-06,Victoria Island,21.48615002660744,5.0,2.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.5,0.2,4.0,0.0,,1.0,0.0,0.7833333333333332,30.2,44.0,1.0,3.0,2.0,16.2,1.8062799325811925,2.0,5.0,4.0,3.0,3.5,21.5,14.9,0.0,93.5,16.9,42.8
SME174,SME,2025-08-10,Ikeja,18.74082436636736,8.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.5,,3.0,0.0,0.0,1.0,1.0,1.15,59.1,39.0,,5.0,2.0,15.2,1.8709114721166749,3.0,3.0,3.0,3.0,3.0,22.6,14.6,0.0,95.0,23.5,44.7
SME175,SME,2025-09-20,Lagos Island,27.092871339128024,3.0,1.0,1.0,3.0,1,0.0,1.0,1.0,0.0,,4.0,5.0,3.0,3.0,3.75,,4.0,4.0,4.0,3.75,5.8,10.0,1.0,0.0,1.0,1.0,3.05,41.4,38.0,1.0,6.0,2.0,32.3,1.7503129656825163,6.0,4.0,3.0,2.0,3.75,24.3,16.5,45.9,95.0,19.1,55.1
SME176,SME,2025-08-04,Ikeja,27.807583077041812,6.0,1.0,2.0,1.0,1,0.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,3.75,2.3,1.0,1.0,0.0,1.0,1.0,1.7166666666666666,88.1,16.0,1.0,10.0,3.0,68.0,1.8627293119039268,3.0,3.0,4.0,6.0,4.0,20.7,14.1,6.4,95.0,24.3,44.9
SME177,SME,2025-10-13,Ikorodu,20.151786353991028,5.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.5,3.0,3.0,4.0,4.0,3.5,0.2,6.0,1.0,0.0,1.0,0.0,1.366666666666667,36.5,41.0,1.0,5.0,3.0,21.0,1.5091041351751189,6.0,1.0,4.0,5.0,4.0,17.8,10.2,0.0,95.0,,37.5
SME178,SME,2025-09-10,Agege,22.605215964388133,6.0,,2.0,1.0,0,0.0,,0.0,0.0,0.0,3.0,2.0,1.0,4.0,2.5,3.0,2.0,4.0,5.0,3.5,1.4,3.0,0.0,0.0,0.0,0.0,0.48333333333333334,45.5,30.0,1.0,10.0,3.0,28.9,1.2094427366396217,3.0,1.0,4.0,3.0,2.75,18.5,12.8,0.0,87.7,0.7,35.5
SME179,SME,2025-09-02,Victoria Island,18.79066287067255,2.0,2.0,2.0,3.0,1,1.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,3.5,4.0,4.0,5.0,4.0,4.25,4.1,5.0,1.0,1.0,1.0,1.0,2.7666666666666666,77.2,24.0,0.0,10.0,3.0,33.0,1.1643214991414872,3.0,3.0,5.0,6.0,4.25,20.8,12.8,25.2,95.0,49.0,52.7
SME180,SME,2025-05-25,Lagos Island,21.17248012031063,11.0,2.0,2.0,,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,0.0,2.0833333333333335,65.0,36.0,0.0,17.0,2.0,6.7,0.48710145455659953,1.0,3.0,2.0,5.0,2.75,17.8,11.0,0.0,95.0,15.2,38.3
SME181,SME,2025-05-23,Ikeja,20.96873044146967,6.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.5,3.0,4.0,4.0,3.0,3.5,,4.0,1.0,0.0,1.0,0.0,1.4166666666666665,37.7,23.0,0.0,15.0,2.0,10.0,0.4132289362960844,4.0,4.0,3.0,4.0,3.75,19.7,13.3,0.0,83.8,9.9,37.4
SME182,SME,2025-09-15,Apapa,28.136963643031464,7.0,2.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.5,3.0,4.0,2.0,4.0,3.25,0.3,2.0,1.0,0.0,1.0,0.0,1.05,49.9,49.0,1.0,4.0,2.0,15.4,1.9133834810132306,2.0,3.0,4.0,4.0,3.25,10.7,8.7,0.0,93.0,3.6,30.5
SME183,SME,2025-04-20,Oshodi,26.24561358010547,14.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,2.25,3.0,3.0,2.0,2.0,2.5,0.2,5.0,0.0,1.0,0.0,0.0,0.8666666666666667,75.2,30.0,1.0,13.0,2.0,35.4,1.450099773155255,4.0,3.0,3.0,5.0,3.75,14.0,11.4,0.0,84.6,36.0,38.7
SME184,SME,2025-05-27,Ikeja,17.970320056155046,13.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.75,6.0,6.0,1.0,0.0,0.0,0.0,1.9166666666666665,61.0,41.0,1.0,12.0,1.0,30.1,1.5906478925738892,4.0,4.0,4.0,6.0,4.5,,11.6,26.9,95.0,11.6,
SME185,SME,2025-07-11,Oshodi,21.849803925308507,7.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.5,0.1,2.0,1.0,0.0,0.0,1.0,1.0166666666666666,46.0,30.0,1.0,8.0,3.0,35.1,1.4746250362814914,2.0,5.0,3.0,4.0,3.5,15.2,9.3,0.0,75.2,11.7,31.2
SME186,SME,2025-06-25,Oshodi,17.440633589944024,8.0,1.0,1.0,2.0,1,1.0,0.0,1.0,0.0,1.0,,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.4,4.0,1.0,1.0,1.0,1.0,2.733333333333334,57.3,26.0,1.0,10.0,3.0,59.5,1.5985203363150013,2.0,4.0,5.0,5.0,4.0,24.3,19.0,47.5,95.0,16.7,56.6
SME187,SME,2025-10-03,Agege,25.972263350836286,5.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.25,7.2,7.0,1.0,1.0,1.0,0.0,3.0333333333333328,84.5,53.0,1.0,5.0,2.0,23.5,2.179789553599873,4.0,4.0,2.0,4.0,3.5,21.5,18.3,29.3,95.0,20.8,51.9
SME188,SME,2025-07-12,Ikeja,17.428424087657785,4.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.75,3.0,4.0,2.0,3.0,3.0,1.1,,0.0,0.0,0.0,0.0,0.7666666666666666,54.4,18.0,1.0,5.0,3.0,10.9,1.526441216057765,2.0,5.0,5.0,4.0,4.0,14.0,10.3,0.0,83.5,20.0,34.5
SME189,SME,2025-07-14,Mushin,23.150365044562648,3.0,2.0,2.0,1.0,1,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,5.0,3.5,4.0,3.0,5.0,4.0,4.0,2.3,3.0,1.0,0.0,1.0,1.0,1.8833333333333333,65.2,24.0,1.0,5.0,3.0,28.5,1.7791794071791653,2.0,5.0,4.0,4.0,3.75,24.8,16.0,36.0,95.0,21.5,53.6
SME190,SME,2025-04-22,Mushin,22.389994677404786,3.0,2.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.25,1.1,2.0,0.0,0.0,0.0,0.0,0.35000000000000003,,19.0,1.0,5.0,3.0,25.4,1.7375181856951853,4.0,4.0,2.0,2.0,3.0,15.0,9.3,0.0,95.0,27.8,38.3
