firm_id,survey_date,subsector,ownership_type,firm_age,num_employees,firm_size,total_assets_mn,export_intensity,knowledge_acquisition,knowledge_assimilation,knowledge_transformation,knowledge_exploitation,knowledge_absorption_avg,task_quality,task_efficiency,task_innovation,task_performance_avg,product_innovation,process_innovation,marketing_innovation,organizational_innovation,innovation_avg,fdi_ownership_pct,roi_pct,roa_pct,revenue_growth_pct,market_share_pct,operational_efficiency,productivity_index,skilled_labor_ratio,training_hours_per_emp,management_quality,iot_adoption,rd_spend_pct,tech_sophistication,erp_adoption,liquidity_ratio,access_to_credit,investment_capacity_mn,tax_incentives_eff,regulatory_stability,infrastructure_support,trade_facilitation,investment_protection,bureaucratic_burden,corruption_experience,policy_consistency,govt_support_utilized,policy_effectiveness_index,fdi_composite,performance_composite,fdi_x_policy,performance_adjusted,fdi_x_policy_x_size
FIRM_0111,2024-10-01,Beverages,Fully Nigerian,23.0,135,Medium,466.15,43.5,3.0,3.0,2.0,3.0,2.75,4.0,3.0,3.0,3.33,4.0,3.0,4.0,4.0,3.75,0.0,45.32,28.4,36.02,9.94,4.0,150.0,33.0,45.7,3.0,1,3.88,4.0,0,1.69,3.0,131.34,7.0,5.0,7.0,,4.0,1.0,,7.0,0,6.12,0.45499999999999996,0.8843000000000001,2.7845999999999997,0.9322054847335285,1.8656819999999998
FIRM_0112,2024-05-16,Grain Milling,Joint Venture,18.0,25,Small,83.86,24.8,4.0,3.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.25,56.7,32.19,17.49,31.12,0.95,5.0,150.0,27.2,64.5,5.0,0,3.56,4.0,0,0.82,3.0,19.58,5.0,4.0,5.0,3.0,6.0,2.0,3.0,5.0,1,4.88,0.7125999999999999,0.8742,3.4774879999999992,0.9560918973385544,1.1475710399999999
FIRM_0113,2024-06-23,Oil & Fats,Joint Venture,29.0,750,Large,4448.52,59.2,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.67,4.0,5.0,5.0,3.0,4.25,47.5,50.0,34.97,45.03,29.42,5.0,150.0,42.9,46.2,5.0,1,3.79,4.0,1,0.63,4.0,417.05,6.0,6.0,6.0,7.0,7.0,4.0,2.0,7.0,1,6.12,0.72,0.962425,4.4064,1.1980681915301108,4.4064
FIRM_0114,2024-02-27,Bakery Products,Fully Nigerian,31.0,63,Medium,421.75,49.4,4.0,3.0,3.0,3.0,3.25,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.75,0.0,45.02,34.44,38.68,3.91,4.0,150.0,35.6,31.6,3.0,0,4.78,4.0,0,1.0,3.0,81.03,6.0,5.0,7.0,5.0,,1.0,3.0,5.0,0,5.75,0.48999999999999994,0.89865,2.8174999999999994,0.9805971690020888,1.8877249999999997
FIRM_0115,2024-05-30,Fruits & Vegetables,Foreign Subsidiary,37.0,95,Medium,474.06,28.9,3.0,4.0,4.0,5.0,4.0,4.0,,5.0,4.33,5.0,4.0,5.0,4.0,4.5,98.7,34.87,26.16,45.27,11.31,4.0,150.0,58.0,75.1,5.0,0,3.79,4.0,1,1.82,4.0,117.94,4.0,6.0,4.0,7.0,7.0,3.0,3.0,5.0,0,5.38,0.8911,0.8525750000000001,4.794118,1.1047799059825585,3.21205906
FIRM_0116,2024-08-10,Confectionery,Nigerian Majority JV,20.0,66,Medium,272.6,21.6,3.0,3.0,4.0,4.0,3.5,5.0,4.0,4.0,4.33,3.0,5.0,3.0,5.0,4.0,18.3,35.95,25.34,36.47,12.02,5.0,150.0,29.2,60.1,4.0,0,3.29,3.0,1,0.95,2.0,0.0,7.0,5.0,1.0,7.0,6.0,4.0,3.0,4.0,0,4.88,0.5798999999999999,0.9032250000000001,2.8299119999999993,0.9641279101698536,1.8960410399999996
FIRM_0117,2024-03-21,Bakery Products,Fully Nigerian,11.0,12,Small,115.63,45.5,4.0,3.0,3.0,3.0,3.25,3.0,4.0,3.0,3.33,4.0,4.0,4.0,3.0,3.75,0.0,40.24,29.6,47.06,1.68,3.0,150.0,25.9,58.6,4.0,1,3.36,4.0,0,0.94,4.0,26.98,6.0,6.0,4.0,5.0,7.0,1.0,3.0,6.0,0,5.75,0.48999999999999994,0.8246,2.8174999999999994,0.8373277344929753,0.9297749999999999
FIRM_0118,2024-08-20,Grain Milling,Fully Nigerian,14.0,18,Small,115.95,43.2,3.0,3.0,3.0,2.0,2.75,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,37.86,26.42,40.13,4.15,5.0,150.0,24.6,36.7,4.0,0,3.45,5.0,1,1.18,1.0,52.99,4.0,5.0,7.0,5.0,5.0,4.0,4.0,5.0,1,4.88,0.4725,0.9107000000000001,2.3057999999999996,0.9393251696494719,0.7609139999999999
FIRM_0119,2024-01-02,Confectionery,Foreign Subsidiary,32.0,626,Large,3855.96,70.9,3.0,4.0,3.0,4.0,3.5,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.25,93.3,40.79,24.26,36.18,36.32,3.0,150.0,51.6,62.4,4.0,1,3.49,5.0,1,1.39,4.0,801.6,5.0,3.0,5.0,6.0,6.0,2.0,2.0,6.0,1,5.38,0.8223999999999999,0.812625,4.424511999999999,1.057554468365696,4.424511999999999
FIRM_0120,2024-05-14,Fish Processing,Joint Venture,6.0,26,Small,214.25,25.4,3.0,4.0,4.0,3.0,3.5,4.0,4.0,3.0,3.67,4.0,4.0,5.0,4.0,4.25,43.0,41.47,24.77,41.95,4.07,4.0,150.0,44.6,57.8,4.0,1,4.5,3.0,0,0.68,3.0,74.82,6.0,4.0,4.0,6.0,5.0,4.0,2.0,5.0,1,5.0,0.6715,0.8655999999999999,3.3575,1.0108998021908915,1.107975
FIRM_0121,2024-09-13,Bakery Products,Fully Nigerian,16.0,17,Small,114.78,28.6,3.0,3.0,3.0,5.0,3.5,4.0,4.0,5.0,4.33,4.0,5.0,4.0,4.0,4.25,0.0,44.49,30.53,41.51,2.02,5.0,150.0,53.1,39.2,5.0,0,5.74,5.0,1,0.75,2.0,1.04,4.0,6.0,7.0,6.0,7.0,3.0,2.0,5.0,1,5.75,0.5425,0.93755,3.119375,0.9893153283323184,1.0293937499999999
FIRM_0122,2024-04-01,Confectionery,Fully Nigerian,9.0,98,Medium,410.03,23.2,,3.0,3.0,3.0,3.25,3.0,4.0,4.0,3.67,5.0,4.0,4.0,3.0,4.0,0.0,44.45,30.63,45.94,10.58,3.0,150.0,22.6,66.7,4.0,0,3.62,4.0,0,0.64,4.0,62.39,4.0,4.0,6.0,7.0,5.0,2.0,2.0,,1,5.25,0.5075,0.8377,2.6643749999999997,0.8740182558474823,1.7851312499999998
FIRM_0123,2024-09-16,Beverages,Foreign Majority,12.0,923,Large,7372.34,35.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.67,3.0,3.0,2.0,3.0,2.75,74.6,35.49,27.4,33.65,34.8,4.0,150.0,49.2,51.6,4.0,1,2.95,4.0,1,1.18,4.0,1225.82,6.0,6.0,5.0,5.0,7.0,1.0,3.0,5.0,0,5.75,0.6263,0.8572250000000001,3.601225,0.9772965604768705,3.601225
FIRM_0124,2024-02-24,Dairy Processing,Foreign Majority,34.0,527,Large,2549.51,25.5,2.0,4.0,4.0,3.0,3.25,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.25,67.0,38.87,29.48,35.92,17.83,4.0,150.0,49.6,48.5,4.0,1,3.58,3.0,1,0.82,4.0,425.71,7.0,4.0,5.0,6.0,5.0,1.0,3.0,4.0,1,5.38,0.6559999999999999,0.8708750000000001,3.5292799999999995,0.9845489095008304,3.5292799999999995
FIRM_0125,2024-06-01,Grain Milling,Joint Venture,14.0,163,Medium,1062.45,49.2,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.25,52.3,50.0,36.82,46.49,14.69,4.0,150.0,38.8,56.2,4.0,1,4.0,3.0,0,0.85,3.0,124.08,7.0,7.0,4.0,7.0,5.0,3.0,2.0,6.0,0,5.88,0.7343999999999999,0.9170499999999999,4.3182719999999994,1.1261234802332936,2.8932422399999997
FIRM_0126,2024-09-16,Beverages,Foreign Majority,13.0,89,Medium,311.49,49.8,3.0,4.0,3.0,3.0,3.25,3.0,3.0,4.0,3.33,4.0,3.0,5.0,5.0,4.25,79.9,43.8,29.82,35.96,3.34,4.0,150.0,65.0,32.3,4.0,0,3.42,4.0,1,0.88,3.0,16.71,6.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,1,5.62,0.7646999999999999,0.88405,4.297613999999999,1.1419036527612632,2.8794013799999996
FIRM_0127,2024-04-11,Bakery Products,Foreign Majority,4.0,26,Small,194.53,51.4,2.0,3.0,4.0,4.0,3.25,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.25,71.7,33.31,19.18,29.6,0.74,4.0,150.0,27.8,58.4,4.0,0,2.69,3.0,1,0.5,2.0,1.3,5.0,6.0,4.0,,6.0,1.0,4.0,4.0,1,5.12,0.6700999999999999,0.8312250000000001,3.4309119999999997,0.9445213945944865,1.13220096
FIRM_0128,2024-03-19,Confectionery,Joint Venture,22.0,284,Large,652.58,47.3,1.0,3.0,3.0,4.0,2.75,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.5,52.6,47.53,34.51,57.45,32.38,3.0,150.0,40.5,50.1,3.0,0,2.84,3.0,1,1.31,4.0,80.79,6.0,6.0,6.0,7.0,4.0,2.0,2.0,5.0,1,5.75,0.5952999999999999,0.8551,3.4229749999999997,0.9538291363064247,3.4229749999999997
FIRM_0129,2024-07-10,Dairy Processing,Fully Nigerian,20.0,57,Medium,325.7,5.8,4.0,3.0,4.0,3.0,3.5,3.0,2.0,3.0,2.67,4.0,5.0,4.0,3.0,4.0,0.0,40.83,30.16,34.87,13.1,3.0,150.0,38.2,53.1,3.0,0,3.2,3.0,0,0.66,4.0,0.0,7.0,5.0,4.0,6.0,5.0,2.0,2.0,5.0,1,5.5,0.5249999999999999,0.827475,2.8874999999999993,0.8928082539807525,1.9346249999999996
FIRM_0130,2024-03-23,Meat Processing,Fully Nigerian,60.0,41,Small,347.15,33.4,3.0,4.0,3.0,3.0,3.25,5.0,4.0,4.0,4.33,3.0,3.0,4.0,4.0,3.5,0.0,41.59,21.95,37.54,3.91,5.0,150.0,27.1,65.3,4.0,0,2.98,4.0,0,0.83,2.0,45.27,4.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,1,4.62,0.4724999999999999,0.90885,2.1829499999999995,0.8664669505229226,0.7203734999999999
FIRM_0131,2024-09-28,Beverages,Joint Venture,10.0,353,Large,1578.54,50.6,3.0,4.0,1.0,3.0,2.75,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.5,58.7,42.24,27.06,36.6,37.25,4.0,150.0,39.4,33.7,4.0,1,3.05,4.0,1,0.58,4.0,143.04,5.0,7.0,7.0,7.0,5.0,2.0,2.0,5.0,1,6.0,0.6136,0.8732500000000001,3.6816000000000004,0.991070893557559,3.6816000000000004
FIRM_0132,2024-01-01,Grain Milling,Foreign Subsidiary,15.0,289,Large,711.2,16.4,5.0,4.0,5.0,4.0,4.5,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.25,93.0,46.2,30.27,38.84,11.75,5.0,150.0,62.3,59.0,4.0,1,3.54,5.0,1,0.5,5.0,64.53,5.0,5.0,7.0,6.0,6.0,2.0,2.0,7.0,1,6.0,0.8915000000000001,0.941175,5.349,1.28885025311832,5.349
FIRM_0133,2024-06-14,Dairy Processing,Foreign Majority,15.0,384,Large,898.48,71.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,5.0,4.0,4.0,4.0,4.25,64.6,38.02,26.97,39.03,15.53,5.0,150.0,58.4,51.5,4.0,1,3.43,5.0,1,0.94,4.0,124.99,5.0,3.0,3.0,6.0,6.0,3.0,3.0,7.0,0,5.0,0.7712999999999999,0.912475,3.8564999999999996,1.0841557775795923,3.8564999999999996
FIRM_0134,2024-09-07,Beverages,Foreign Majority,43.0,2991,Large,13028.3,50.3,5.0,4.0,2.0,4.0,3.75,5.0,4.0,4.0,4.33,4.0,3.0,3.0,4.0,3.5,78.3,45.93,29.74,48.47,38.93,4.0,150.0,55.6,54.7,4.0,1,3.18,4.0,1,1.13,4.0,2204.14,6.0,7.0,5.0,7.0,7.0,1.0,3.0,4.0,1,6.0,0.7424,0.889175,4.4544,1.1598971987208173,4.4544
FIRM_0135,2024-01-10,Oil & Fats,Fully Nigerian,11.0,40,Small,168.29,31.1,2.0,3.0,3.0,3.0,2.75,4.0,4.0,2.0,3.33,4.0,2.0,3.0,4.0,3.25,0.0,33.31,23.2,23.35,1.45,5.0,150.0,22.0,48.2,4.0,1,2.76,4.0,0,3.59,3.0,30.47,5.0,5.0,2.0,5.0,6.0,3.0,4.0,5.0,1,4.62,0.42,0.891275,1.9404,0.866913257580963,0.640332
FIRM_0136,2024-02-27,Beverages,Foreign Majority,15.0,677,Large,1512.23,47.3,4.0,4.0,5.0,4.0,4.25,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.25,74.2,40.08,27.42,45.64,28.69,4.0,150.0,56.8,66.8,4.0,0,4.19,4.0,1,0.54,4.0,98.12,6.0,7.0,5.0,6.0,7.0,3.0,3.0,4.0,1,5.62,0.8176,0.8687499999999999,4.594912,1.0620041078950115,4.594912
FIRM_0137,2024-07-04,Meat Processing,Foreign Majority,20.0,158,Medium,1061.06,20.1,3.0,4.0,5.0,3.0,3.75,5.0,5.0,4.0,4.67,4.0,4.0,4.0,4.0,4.0,57.8,36.84,25.31,47.83,10.17,4.0,150.0,43.3,54.0,5.0,0,3.2,4.0,0,1.45,4.0,238.84,4.0,4.0,4.0,5.0,6.0,2.0,3.0,4.0,1,4.75,0.7159,0.855375,3.400525,0.928182597686906,2.27835175
FIRM_0138,2024-06-06,Fruits & Vegetables,Fully Nigerian,14.0,73,Medium,389.09,4.3,3.0,3.0,4.0,3.0,3.25,4.0,3.0,3.0,3.33,3.0,3.0,4.0,4.0,3.5,0.0,35.51,22.71,28.87,4.17,4.0,150.0,37.5,43.7,4.0,0,3.72,3.0,1,0.65,4.0,11.0,4.0,4.0,6.0,3.0,6.0,2.0,3.0,3.0,0,4.62,0.4724999999999999,0.84555,2.1829499999999995,0.8648411070628144,1.4625764999999997
FIRM_0139,2024-05-02,Beverages,Fully Nigerian,9.0,440,Large,1707.52,44.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.33,5.0,4.0,5.0,5.0,4.75,0.0,42.67,27.95,29.14,18.25,3.0,150.0,44.8,76.9,4.0,1,5.35,5.0,1,1.54,5.0,409.05,5.0,6.0,3.0,6.0,6.0,2.0,2.0,7.0,1,5.62,0.6124999999999999,0.82655,3.4422499999999996,0.9093935596505478,3.4422499999999996
FIRM_0140,2024-01-30,Other Food,Foreign Majority,14.0,272,Large,2079.92,17.9,4.0,3.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,65.3,48.03,30.38,33.53,24.74,5.0,150.0,23.5,79.1,4.0,1,3.83,5.0,1,1.25,5.0,383.22,7.0,6.0,3.0,7.0,6.0,3.0,3.0,7.0,0,5.75,0.7208999999999999,0.946025,4.145174999999999,1.1115091418040148,4.145174999999999
FIRM_0141,2024-05-03,Other Food,Fully Nigerian,29.0,98,Medium,308.41,20.0,3.0,4.0,3.0,3.0,3.25,3.0,3.0,4.0,3.33,3.0,4.0,5.0,4.0,4.0,0.0,37.4,27.32,36.44,13.72,5.0,150.0,31.1,53.9,4.0,1,3.86,4.0,0,0.54,2.0,17.84,5.0,6.0,6.0,5.0,5.0,3.0,3.0,5.0,1,5.25,0.5075,0.9117999999999999,2.6643749999999997,0.9393766745705185,1.7851312499999998
FIRM_0142,2024-02-10,Grain Milling,Fully Nigerian,5.0,177,Medium,1417.75,70.1,4.0,3.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,0.0,34.34,25.75,60.0,12.7,4.0,150.0,12.6,47.4,5.0,0,4.56,5.0,1,0.5,3.0,116.69,5.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,1,4.88,0.5249999999999999,0.850225,2.5619999999999994,0.9057415582152503,1.7165399999999997
FIRM_0143,2024-02-13,Meat Processing,Fully Nigerian,14.0,36,Small,159.46,28.2,4.0,3.0,2.0,4.0,3.25,3.0,3.0,4.0,3.33,4.0,4.0,4.0,4.0,4.0,0.0,35.0,22.19,44.35,3.25,4.0,150.0,54.4,67.3,3.0,0,3.32,4.0,1,0.5,2.0,36.22,6.0,4.0,5.0,6.0,5.0,3.0,3.0,5.0,0,5.12,0.5075,0.842975,2.5984,0.8662495364359081,0.857472
FIRM_0144,2024-09-05,Beverages,Fully Nigerian,7.0,32,Small,277.43,34.9,5.0,3.0,3.0,4.0,3.75,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,40.43,32.86,25.04,2.74,4.0,150.0,25.3,43.0,4.0,0,5.81,4.0,0,1.65,2.0,104.06,,4.0,5.0,5.0,6.0,1.0,3.0,6.0,0,5.5,0.5425,0.883225,2.9837499999999997,0.9322722593610969,0.9846374999999999
FIRM_0145,2024-02-05,Beverages,Fully Nigerian,32.0,25,Small,208.25,18.3,3.0,3.0,4.0,3.0,3.25,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,40.05,27.09,38.8,2.06,4.0,150.0,37.5,49.2,4.0,1,3.94,3.0,0,0.5,2.0,114.77,7.0,3.0,4.0,7.0,6.0,3.0,4.0,5.0,0,5.12,0.5075,0.86785,2.5984,0.9329560426788276,0.857472
FIRM_0146,2024-09-29,Dairy Processing,Foreign Subsidiary,4.0,21,Small,207.67,75.3,3.0,5.0,4.0,3.0,3.75,5.0,3.0,3.0,3.67,3.0,5.0,5.0,3.0,4.0,94.7,37.13,30.58,41.31,1.29,3.0,150.0,58.1,50.5,4.0,1,3.85,3.0,0,1.62,3.0,93.65,6.0,7.0,3.0,6.0,6.0,4.0,3.0,5.0,1,5.25,0.8266,0.819275,4.33965,1.0372177136158023,1.4320845
FIRM_0147,2024-03-05,Fish Processing,Joint Venture,8.0,524,Large,4201.75,6.2,3.0,3.0,4.0,3.0,3.25,4.0,3.0,4.0,3.67,4.0,4.0,5.0,5.0,4.5,48.4,44.51,29.23,42.89,21.06,4.0,150.0,36.5,40.9,4.0,0,3.82,4.0,0,0.86,4.0,468.0,7.0,4.0,6.0,4.0,5.0,2.0,2.0,5.0,1,5.38,0.6877,0.88435,3.699826,1.0715090674994263,3.699826
FIRM_0148,2024-03-06,Meat Processing,Joint Venture,16.0,16,Small,110.68,43.5,3.0,3.0,3.0,2.0,2.75,4.0,3.0,3.0,3.33,3.0,4.0,4.0,3.0,3.5,43.6,39.78,21.77,28.16,0.89,4.0,150.0,33.9,44.7,3.0,1,3.19,4.0,0,0.69,3.0,0.0,5.0,5.0,5.0,6.0,5.0,2.0,3.0,6.0,1,5.38,0.5683,0.8538749999999999,3.057454,0.964896734424132,1.00895982
FIRM_0149,2024-08-31,Dairy Processing,Joint Venture,43.0,64,Medium,547.22,9.2,4.0,3.0,3.0,3.0,3.25,4.0,4.0,5.0,4.33,4.0,5.0,3.0,4.0,4.0,58.5,30.51,22.56,37.15,5.73,4.0,150.0,63.4,43.9,4.0,0,3.73,3.0,1,1.38,3.0,99.54,7.0,6.0,4.0,5.0,5.0,3.0,3.0,7.0,0,5.5,0.6829999999999999,0.832675,3.7564999999999995,0.9983401362521017,2.5168549999999996
FIRM_0150,2024-03-25,Beverages,Foreign Majority,12.0,159,Medium,726.36,93.9,4.0,3.0,3.0,4.0,3.5,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,80.0,41.68,29.92,33.98,8.62,4.0,150.0,63.6,55.1,4.0,1,3.68,5.0,1,0.66,3.0,33.76,6.0,5.0,4.0,7.0,5.0,1.0,2.0,5.0,0,5.62,0.7649999999999999,0.879,4.2993,1.0586422645376412,2.880531
FIRM_0151,2024-05-15,Oil & Fats,Fully Nigerian,8.0,114,Medium,555.67,37.7,3.0,3.0,3.0,2.0,2.75,4.0,4.0,3.0,3.67,4.0,4.0,4.0,3.0,3.75,0.0,34.39,24.18,30.24,8.39,5.0,150.0,49.4,47.8,4.0,1,3.61,5.0,0,1.3,3.0,127.88,3.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,0,4.75,0.45499999999999996,0.896425,2.16125,0.9050285684790369,1.4480375
FIRM_0152,2024-09-27,Grain Milling,Foreign Majority,55.0,394,Large,1651.09,19.1,3.0,4.0,3.0,3.0,3.25,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.5,69.3,43.3,28.38,41.14,9.23,3.0,150.0,51.3,46.3,4.0,0,3.64,4.0,1,0.54,5.0,158.57,7.0,5.0,5.0,7.0,6.0,3.0,3.0,5.0,1,5.62,0.7504,0.8291999999999999,4.217248,1.0399916009930357,4.217248
FIRM_0153,2024-08-04,Dairy Processing,Joint Venture,4.0,211,Medium,1167.26,27.4,4.0,4.0,3.0,4.0,3.75,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.75,53.6,43.38,30.26,51.46,11.22,4.0,150.0,49.0,53.8,4.0,1,3.22,4.0,0,2.04,2.0,333.01,6.0,5.0,6.0,5.0,7.0,3.0,2.0,6.0,1,5.75,0.6858,0.8841000000000001,3.9433499999999997,1.0981911465378076,2.6420445
FIRM_0154,2024-04-18,Meat Processing,Joint Venture,2.0,28,Small,121.38,38.3,3.0,4.0,,3.0,3.0,3.0,3.0,4.0,3.33,5.0,4.0,4.0,4.0,4.25,57.9,36.65,24.12,46.87,2.97,4.0,150.0,44.7,47.7,3.0,0,3.68,5.0,0,0.5,4.0,68.59,6.0,5.0,4.0,7.0,4.0,3.0,3.0,5.0,1,5.12,0.6812,0.851925,3.487744,0.9751648223770644,1.1509555200000001
FIRM_0155,2024-04-12,Other Food,Foreign Majority,17.0,121,Medium,650.93,,3.0,3.0,4.0,5.0,3.75,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,56.2,37.64,25.44,48.91,4.34,5.0,150.0,44.0,65.6,5.0,0,3.35,3.0,1,1.31,5.0,200.62,4.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,1,4.5,0.7110999999999998,0.9077,3.1999499999999994,0.9958741057199102,2.1439665
FIRM_0156,2024-06-08,Grain Milling,Fully Nigerian,8.0,74,Medium,460.46,21.6,4.0,3.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.75,0.0,38.6,29.54,37.05,15.28,4.0,150.0,19.6,53.5,5.0,1,3.09,4.0,1,1.79,4.0,33.04,7.0,4.0,5.0,6.0,5.0,4.0,3.0,5.0,1,5.12,0.5075,0.87035,2.5984,0.8808966962660705,1.740928
FIRM_0157,2024-07-23,Fruits & Vegetables,Fully Nigerian,5.0,41,Small,309.85,52.1,3.0,3.0,2.0,3.0,2.75,4.0,4.0,3.0,3.67,3.0,4.0,4.0,3.0,3.5,0.0,48.9,34.78,47.64,1.21,4.0,150.0,30.8,55.7,3.0,0,2.87,3.0,0,0.5,2.0,0.0,5.0,7.0,6.0,7.0,6.0,3.0,2.0,4.0,0,5.75,0.4375,0.9092,2.515625,0.961547076219265,0.83015625
FIRM_0158,2024-07-10,Bakery Products,Foreign Majority,21.0,1021,Large,7181.68,41.9,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.33,4.0,5.0,4.0,4.0,4.25,60.5,40.93,30.48,46.76,36.57,5.0,150.0,40.3,65.9,4.0,1,3.63,5.0,1,1.22,4.0,1369.11,5.0,5.0,7.0,6.0,7.0,3.0,3.0,5.0,1,5.62,0.7589999999999999,0.928525,4.26558,1.1171564380045758,4.26558
FIRM_0159,2024-08-12,Grain Milling,Joint Venture,15.0,93,Medium,495.64,48.5,4.0,3.0,5.0,3.0,3.75,4.0,4.0,5.0,4.33,4.0,5.0,3.0,4.0,4.0,50.9,49.62,34.04,43.46,3.25,,150.0,49.7,63.2,5.0,1,3.54,5.0,1,0.5,4.0,80.66,,5.0,5.0,6.0,6.0,2.0,2.0,4.0,1,5.25,0.6951999999999999,0.90915,3.6497999999999995,1.0547260986058278,2.445366
FIRM_0160,2024-09-21,Bakery Products,Joint Venture,8.0,122,Medium,507.47,34.8,2.0,2.0,3.0,3.0,2.5,3.0,3.0,2.0,2.67,4.0,4.0,3.0,4.0,3.75,56.0,35.17,23.59,31.87,13.85,4.0,150.0,48.5,58.9,3.0,0,3.03,3.0,0,1.38,3.0,130.18,6.0,5.0,4.0,6.0,4.0,3.0,4.0,5.0,1,4.88,0.6054999999999999,0.8469,2.9548399999999995,0.892646321680664,1.9797427999999997
FIRM_0161,2024-08-19,Beverages,Foreign Majority,4.0,493,Large,1824.31,56.7,4.0,4.0,3.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,,43.42,26.93,34.91,8.44,5.0,150.0,48.6,46.3,3.0,0,4.66,4.0,1,1.01,4.0,276.93,5.0,7.0,4.0,7.0,7.0,2.0,2.0,4.0,1,5.75,0.6997,0.925875,4.023275,1.1023253081502171,4.023275
FIRM_0162,2024-03-02,Fruits & Vegetables,Nigerian Majority JV,24.0,198,Medium,689.55,45.5,,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.67,3.0,4.0,3.0,2.0,3.0,48.4,33.84,22.58,40.72,12.78,4.0,150.0,61.3,45.3,5.0,0,3.12,4.0,0,1.19,3.0,117.93,4.0,6.0,5.0,5.0,6.0,4.0,3.0,6.0,1,5.12,0.5651999999999999,0.8410500000000001,2.8938239999999995,0.9128112854228371,1.9388620799999998
FIRM_0163,2024-05-06,Fruits & Vegetables,Joint Venture,20.0,66,Medium,218.5,56.5,4.0,4.0,2.0,3.0,3.25,4.0,4.0,3.0,3.67,3.0,4.0,5.0,4.0,4.0,49.1,35.42,14.83,59.65,7.76,4.0,150.0,44.4,70.1,4.0,0,3.86,4.0,1,0.81,3.0,53.38,5.0,5.0,4.0,5.0,6.0,2.0,3.0,4.0,0,5.0,0.6547999999999999,0.825625,3.2739999999999996,0.9281434012090337,2.19358
FIRM_0164,2024-04-25,Fish Processing,Fully Nigerian,11.0,13,Small,75.39,13.5,3.0,4.0,3.0,3.0,3.25,4.0,4.0,3.0,3.67,5.0,4.0,3.0,5.0,4.25,0.0,35.86,23.33,41.46,3.68,4.0,150.0,37.6,49.9,4.0,1,3.49,5.0,0,1.87,3.0,29.97,6.0,4.0,7.0,7.0,6.0,2.0,3.0,5.0,1,5.75,0.5249999999999999,0.8479749999999999,3.0187499999999994,0.9379550531354528,0.9961874999999999
FIRM_0165,2024-02-02,Dairy Processing,Fully Nigerian,53.0,127,Medium,534.17,41.9,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.67,5.0,4.0,5.0,3.0,4.25,0.0,36.79,25.51,38.54,8.55,4.0,150.0,50.5,21.8,5.0,0,3.86,4.0,0,0.5,3.0,105.45,5.0,6.0,4.0,5.0,4.0,4.0,3.0,3.0,1,4.5,0.5075,0.85575,2.28375,0.8247600009934162,1.5301125
FIRM_0166,2024-06-22,Confectionery,Fully Nigerian,5.0,26,Small,257.99,62.8,4.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.33,5.0,4.0,3.0,5.0,4.25,0.0,33.07,24.84,27.28,1.0,3.0,150.0,43.1,48.0,3.0,0,3.78,4.0,1,1.74,3.0,33.27,4.0,5.0,3.0,6.0,5.0,2.0,3.0,6.0,0,5.0,0.5075,0.794775,2.5374999999999996,0.8175340502751374,0.8373749999999999
