sample_id,temperature,cooling_rate,porosity,material,tec_mismatch,stress,strain,stress_hotspot_density,crack_risk,delamination_probability,material_E,material_nu,material_alpha,material_density,stress_strain_ratio,thermal_gradient,porosity_stress_factor
6490,1381.1378271858355,1.277813192882149,0.08339496238786237,alumina,2.3e-06,490975.14603433345,1.3269598541468472e-06,0.1,1.5482833884004066e-05,0.008401155320257996,370000000000.0,0.22,8.1e-06,3950,369972118815.97925,0.1277813192882149,1.1667899247757247
6491,1289.6778450295,2.4909685072877146,0.06350043536442757,silica,2.3e-06,10504.084066875905,1.5005834381251292e-07,0.1,1.6911588413683195e-06,0.00041709267389211847,70000000000.0,0.17,5e-07,2200,69953382543.90485,0.24909685072877147,1.127000870728855
6492,1323.2449186702283,4.556123962971106,0.020729302521641027,alumina,2.3e-06,1750603.015003129,4.731359500008456e-06,0.1,4.9275150648370885e-05,0.041625623351665274,370000000000.0,0.22,8.1e-06,3950,369992180002.8089,0.4556123962971106,1.0414586050432821
6493,1265.3099396571697,3.84700518269697,0.09350238253110092,zirconia,2.3e-06,1170827.6642990778,5.854138321495389e-06,0.06,6.948890082948266e-05,0.06607331711577558,200000000000.0,0.31,1.05e-05,6100,199996583671.70898,0.384700518269697,1.1870047650622018
6494,1489.8064377390626,1.873487178850399,0.13146120431116484,titanium,2.3e-06,268533.1623018906,2.441210566380824e-06,0.1,3.0830595284479514e-05,0.004450416268703507,110000000000.0,0.34,8.6e-06,4500,109995494223.40956,0.18734871788503993,1.2629224086223296
6495,1239.1903144672078,4.893940969216452,0.10600674184640785,alumina,2.3e-06,1880402.7031720139,5.08216946803247e-06,0.08,6.1596579216673e-05,0.14366118904040528,370000000000.0,0.22,8.1e-06,3950,369992719787.83636,0.4893940969216452,1.2120134836928158
6496,1311.5510353699258,4.043041944936064,0.0634093014065733,zirconia,2.3e-06,1230491.026719672,6.15245513359836e-06,0.07,6.932700897511875e-05,0.03924718699435733,200000000000.0,0.31,1.05e-05,6100,199996749318.03683,0.40430419449360644,1.1268186028131466
6497,1207.7516916660034,2.103572984116946,0.027881649047238118,alumina,2.3e-06,808257.4658203188,2.184479637352213e-06,0.11,2.3062934265511976e-05,0.06297278163163897,370000000000.0,0.22,8.1e-06,3950,369983063103.14014,0.2103572984116946,1.0557632980944762
6498,1266.5338475800638,3.6650541755071804,0.12428734616659412,silica,2.3e-06,15455.04772804233,2.2078639611489042e-07,0.09,2.756683066005027e-06,0.0009519332416908309,70000000000.0,0.17,5e-07,2200,69968309501.5215,0.3665054175507181,1.2485746923331882
6499,1434.1413415140464,8.977924498198515,0.14184477071236865,zirconia,2.3e-06,2732411.803799548,1.3662059018997742e-05,0.1,0.00017537842277014906,0.04670303432808131,200000000000.0,0.31,1.05e-05,6100,199998536102.53165,0.8977924498198515,1.2836895414247373
6500,1260.3525696866639,3.7184397894040617,0.06435821871147705,alumina,2.3e-06,1428738.9806210224,3.861456704381142e-06,0.08,4.358489654632064e-05,0.0763126964032355,370000000000.0,0.22,8.1e-06,3950,369990418371.9591,0.3718439789404062,1.1287164374229541
6501,1224.0190207586897,7.425598809178465,0.1120099064857686,zirconia,2.3e-06,2259964.854967359,1.1299824274836794e-05,0.09,0.0001383120879549697,0.2048876376782741,200000000000.0,0.31,1.05e-05,6100,199998230076.6347,0.7425598809178465,1.2240198129715372
6502,1342.335953953357,6.5084237169198005,0.06750688158470579,alumina,2.3e-06,2500736.6512318775,6.758747706032101e-06,0.1,7.671271668136122e-05,0.0595394326962531,370000000000.0,0.22,8.1e-06,3950,369994525694.0814,0.6508423716919801,1.1350137631694115
6503,1202.9907704203556,4.8446304616753455,0.08031737143930791,alumina,2.3e-06,1861456.0889283346,5.030962402509012e-06,0.12,5.839109754468031e-05,0.18709967157226362,370000000000.0,0.22,8.1e-06,3950,369992645688.5167,0.48446304616753455,1.160634742878616
6504,1225.4298463279,3.1512307312330226,0.12710669328629734,zirconia,2.3e-06,959070.222549181,4.795351112745905e-06,0.09,6.014393558921701e-05,0.08987903205852182,200000000000.0,0.31,1.05e-05,6100,199995829380.9008,0.3151230731233023,1.2542133865725946
6505,1442.2877608688925,4.321132294113509,0.0216794079095615,zirconia,2.3e-06,1315127.21994759,6.57563609973795e-06,0.09,6.860747894280064e-05,0.01457683117218647,200000000000.0,0.31,1.05e-05,6100,199996958515.41232,0.43211322941135094,1.043358815819123
6506,1431.442003457882,6.328964921239385,0.0842469488301387,zirconia,2.3e-06,1926206.7151598134,9.631033575799067e-06,0.05,0.00011253803961482451,0.027375919080015056,200000000000.0,0.31,1.05e-05,6100,199997923401.24423,0.6328964921239386,1.1684938976602774
6507,1474.5416461214688,4.156778932744194,0.04004683845397114,silica,2.3e-06,17528.58586096949,2.504083694424213e-07,0.06,2.7046449647958725e-06,0.0002103840809247353,70000000000.0,0.17,5e-07,2200,69972056821.83162,0.4156778932744194,1.0800936769079423
6508,1456.354630773225,2.9340679021680867,0.05757283236940673,titanium,2.3e-06,420549.7326440925,3.823179387673568e-06,0.08,4.263401919682971e-05,0.0054161092894667836,110000000000.0,0.34,8.6e-06,4500,109997122888.78613,0.29340679021680866,1.1151456647388134
6509,1404.9526689719455,2.048164740024689,0.10022003544991838,alumina,2.3e-06,786967.9135710247,2.1269403069487152e-06,0.12,2.5532643728732363e-05,0.011813176745512067,370000000000.0,0.22,8.1e-06,3950,369982604937.06726,0.2048164740024689,1.2004400708998368
6510,1215.6998571901988,8.917902441186087,0.01381197772715877,alumina,2.3e-06,3426532.514901885,9.260898688924013e-06,0.09,9.516721341773798e-05,0.23134613197675663,370000000000.0,0.22,8.1e-06,3950,369996004750.5412,0.8917902441186087,1.0276239554543176
6511,1434.8545853959972,4.962816781767151,0.09313551385624276,zirconia,2.3e-06,1510422.4987986982,7.552112493993491e-06,0.08,8.95885224964996e-05,0.02213792376626933,200000000000.0,0.31,1.05e-05,6100,199997351769.4297,0.4962816781767151,1.1862710277124855
6512,1453.653243252168,6.62687489568637,0.049681913523524954,alumina,2.3e-06,2546249.238765648,6.881754699366616e-06,0.08,7.565552183094703e-05,0.031787619112141285,370000000000.0,0.22,8.1e-06,3950,369994623542.4001,0.6626874895686371,1.0993638270470498
6513,1439.7246437315864,5.413693250231248,0.10372781051313008,titanium,2.3e-06,775962.6991998123,7.0542063563619295e-06,0.08,8.517641116868384e-05,0.011784072583390877,110000000000.0,0.34,8.6e-06,4500,109998440668.79941,0.5413693250231247,1.2074556210262601
6514,1352.543710592408,8.85309866522167,0.02982138926782759,titanium,2.3e-06,1268944.1420151065,1.1535855836500968e-05,0.08,0.0001222388633137664,0.023437052958963138,110000000000.0,0.34,8.6e-06,4500,109999046459.59503,0.8853098665221671,1.0596427785356552
6515,1269.8705515948445,5.922413672033898,0.11301362453426499,alumina,2.3e-06,2275573.5609084093,6.150198813265971e-06,0.1,7.540311332253016e-05,0.13084861761500363,370000000000.0,0.22,8.1e-06,3950,369993984032.13837,0.5922413672033898,1.22602724906853
6516,1453.598992706618,5.32703276154202,0.10038956076681693,alumina,2.3e-06,2046809.8956847992,5.5319186369859436e-06,0.1,6.642612401315518e-05,0.030742016276896555,370000000000.0,0.22,8.1e-06,3950,369993311663.89197,0.532703276154202,1.2007791215336339
6517,1418.1488429220415,9.321408913795414,0.14597385660324916,zirconia,2.3e-06,2836950.5389812132,1.4184752694906066e-05,0.1,0.00018325958806583606,0.04907553594819984,200000000000.0,0.31,1.05e-05,6100,199998590045.28067,0.9321408913795415,1.2919477132064983
6518,1494.2283523166554,7.4772063644081905,0.1375729508561407,titanium,2.3e-06,1071732.912231841,9.743026474834918e-06,0.11,0.00012423780279660003,0.01808940208558739,110000000000.0,0.34,8.6e-06,4500,109998870998.95209,0.7477206364408191,1.2751459017122815
6519,1246.70777932678,2.003949166121716,0.049662400847958324,alumina,2.3e-06,769978.9295983054,2.081024134049474e-06,0.09,2.2877214434883547e-05,0.044518614859698616,370000000000.0,0.22,8.1e-06,3950,369982221147.026,0.2003949166121716,1.0993248016959167
6520,1267.6993749156165,2.5993401507713263,0.013824320181561177,titanium,2.3e-06,372572.0882772236,3.387018984338396e-06,0.12,3.4806654541394363e-05,0.014955871827710516,110000000000.0,0.34,8.6e-06,4500,109996752402.2478,0.25993401507713265,1.0276486403631224
6521,1263.539444964451,8.084105766454977,0.10175159855564607,alumina,2.3e-06,3106162.177187893,8.39503291131863e-06,0.06,0.0001010344894862649,0.18343591545250756,370000000000.0,0.22,8.1e-06,3950,369995592684.429,0.8084105766454978,1.2035031971112922
6522,1437.761930286401,8.522661890619588,0.09440423446065414,silica,2.3e-06,35938.935683335614,5.134133669047945e-07,0.11,6.103501586338227e-06,0.0005290287423591554,70000000000.0,0.17,5e-07,2200,69986368417.1608,0.8522661890619588,1.1888084689213083
6523,1256.0721889350355,5.9067174618126685,0.013840027627302449,titanium,2.3e-06,846629.502859816,7.696631844180145e-06,0.09,7.909675038901402e-05,0.03817885908272279,110000000000.0,0.34,8.6e-06,4500,109998570821.97708,0.5906717461812668,1.0276800552546048
6524,1219.9979489469918,5.990097050799753,0.027174854088362975,silica,2.3e-06,25259.44539493872,3.6084921992769603e-07,0.05,3.8046126972656547e-06,0.0017357734769696217,70000000000.0,0.17,5e-07,2200,69980606690.32225,0.5990097050799753,1.054349708176726
6525,1499.5682419756886,6.687396665663001,0.09185823863503796,zirconia,2.3e-06,2035294.6373756963,1.0176473186878481e-05,0.08,0.0001204605899180518,0.02970087539839045,200000000000.0,0.31,1.05e-05,6100,199998034701.89496,0.6687396665663001,1.183716477270076
6526,1207.4451634335448,4.952041968543755,0.13765581696608886,titanium,2.3e-06,709792.6821579384,6.452660746890349e-06,0.02,8.229153320326757e-05,0.08219223453599094,110000000000.0,0.34,8.6e-06,4500,109998295303.29242,0.4952041968543755,1.2753116339321777
6527,1450.5732180476598,7.121792111355136,0.13691003871187696,alumina,2.3e-06,2736411.6612476083,7.3957071925611034e-06,0.07,9.420800308631597e-05,0.04609622793612816,370000000000.0,0.22,8.1e-06,3950,369994997165.4159,0.7121792111355136,1.2738200774237538
6528,1309.6100524651958,1.976331318097741,0.031207907645690473,alumina,2.3e-06,759367.3026075552,2.0523440611015007e-06,0.11,2.1804427889335743e-05,0.021676199288646867,370000000000.0,0.22,8.1e-06,3950,369981972712.09424,0.19763313180977413,1.062415815291381
6529,1452.4846379273445,9.651513181306477,0.06384035249673493,silica,2.3e-06,40699.15196936467,5.814164567052096e-07,0.1,6.55652119792136e-06,0.0005369039300957679,70000000000.0,0.17,5e-07,2200,69987962507.47629,0.9651513181306477,1.1276807049934698
6530,1366.3861473633435,7.751393414154295,0.016048401009304363,titanium,2.3e-06,1111033.0560287826,1.0100300509352569e-05,0.09,0.00010424487855129713,0.01679697780652277,110000000000.0,0.34,8.6e-06,4500,109998910934.27534,0.7751393414154295,1.0320968020186088
6531,1470.489368845908,6.680567836081062,0.07569805849081006,titanium,2.3e-06,957548.0565049526,8.704982331863205e-06,0.1,0.00010022882855300904,0.013199707004503194,110000000000.0,0.34,8.6e-06,4500,109998736370.3661,0.6680567836081063,1.15139611698162
6532,1477.857895924388,3.846898513085326,0.11543168435424878,titanium,2.3e-06,551388.7868755636,5.012625335232396e-06,0.08,6.16985690619771e-05,0.008696274688910247,110000000000.0,0.34,8.6e-06,4500,109997805584.93346,0.3846898513085326,1.2308633687084976
6533,1202.729454384233,2.4485993871105625,0.12059617959118558,zirconia,2.3e-06,745225.9004249539,3.7261295021247695e-06,0.08,4.6248434673612766e-05,0.08589173619608319,200000000000.0,0.31,1.05e-05,6100,199994632644.07397,0.24485993871105627,1.2411923591823713
6534,1222.6236527978365,4.684086674460502,0.0798585253235202,titanium,2.3e-06,671385.7566726722,6.103506878842475e-06,0.1,7.078340996135118e-05,0.05536258464741319,110000000000.0,0.34,8.6e-06,4500,109998197786.94493,0.46840866744605025,1.1597170506470404
6535,1275.1076188712566,6.954190665166526,0.023421754459150575,zirconia,2.3e-06,2116492.811137639,1.0582464055688195e-05,0.1,0.00011078183805058426,0.08243525381485235,200000000000.0,0.31,1.05e-05,6100,199998110098.848,0.6954190665166526,1.0468435089183012
6536,1400.7946249090505,6.703387690807999,0.06339095652541929,alumina,2.3e-06,2575647.8088912275,6.961210294300615e-06,0.09,7.843765852561237e-05,0.03392011700282304,370000000000.0,0.22,8.1e-06,3950,369994684908.66864,0.6703387690807999,1.1267819130508385
6537,1466.4816589534519,4.4437703955901435,0.14049427439641102,silica,2.3e-06,18738.790824777716,2.676970117825388e-07,0.08,3.4291680663948937e-06,0.00031902254924744063,70000000000.0,0.17,5e-07,2200,69973860798.69447,0.44437703955901436,1.280988548792822
6538,1337.982585388189,6.519577544498168,0.042145757912760054,silica,2.3e-06,27492.194464751316,3.927456352107331e-07,0.08,4.258507601365025e-06,0.0006188629542651179,70000000000.0,0.17,5e-07,2200,69982181296.23294,0.6519577544498169,1.0842915158255202
6539,1382.0919348822797,8.323734660107927,0.05476562298778171,titanium,2.3e-06,1193068.63461547,1.0846078496504272e-05,0.06,0.00012034062988175151,0.018178163156717466,110000000000.0,0.34,8.6e-06,4500,109998985817.90779,0.8323734660107928,1.1095312459755635
6540,1256.5499558386684,1.2365629510384637,0.1145558045648299,silica,2.3e-06,5214.422082692317,7.449174403846168e-08,0.08,9.155866738198838e-07,0.000344246486562752,70000000000.0,0.17,5e-07,2200,69906155834.13106,0.12365629510384638,1.2291116091296599
6541,1441.4900501645056,5.055589431372481,0.11270131044403132,titanium,2.3e-06,724634.4851633892,6.587586228758084e-06,0.11,8.072445430046265e-05,0.01132970765517639,110000000000.0,0.34,8.6e-06,4500,109998330217.98276,0.5055589431372481,1.2254026208880626
6542,1490.198433406041,7.826997056201119,0.13770832032349054,alumina,2.3e-06,3007373.099671122,8.128035404516547e-06,0.1,0.0001036663161068822,0.05078074590379919,370000000000.0,0.22,8.1e-06,3950,369995447910.479,0.7826997056201119,1.2754166406469811
6543,1280.5796798743793,5.915300234170395,0.06433661670085256,alumina,2.3e-06,2272840.35920624,6.142811781638487e-06,0.11,6.93322723576e-05,0.09915899686505206,370000000000.0,0.22,8.1e-06,3950,369993976797.7605,0.5915300234170395,1.1286732334017051
6544,1348.447785480164,6.86328479136163,0.08204382134240075,alumina,2.3e-06,2637085.1948347185,7.127257283337077e-06,0.1,8.29675212976794e-05,0.062272912485193385,370000000000.0,0.22,8.1e-06,3950,369994808735.0571,0.686328479136163,1.1640876426848015
6545,1225.834833151912,5.650087533448079,0.07543494457086686,silica,2.3e-06,23825.670321769012,3.4036671888241444e-07,0.07,3.9171780802773995e-06,0.0018725088546165034,70000000000.0,0.17,5e-07,2200,69979439987.48842,0.5650087533448079,1.1508698891417337
6546,1367.7409969388905,9.926870902140799,0.13988530394314344,titanium,2.3e-06,1422851.4959735149,1.2935013599759227e-05,0.06,0.00016553850217581253,0.0333857422549998,110000000000.0,0.34,8.6e-06,4500,109999149601.59296,0.9926870902140799,1.279770607886287
6547,1350.835032554004,1.491593828401344,0.11770628243544885,zirconia,2.3e-06,453963.33907866996,2.2698166953933498e-06,0.1,2.8041600654426833e-05,0.011790638646804533,200000000000.0,0.31,1.05e-05,6100,199991189103.96997,0.14915938284013439,1.2354125648708978
6548,1243.3309452465232,5.419403395951395,0.12640184917673875,alumina,2.3e-06,2082301.5355982478,5.627841988103373e-06,0.06,7.050581256444892e-05,0.16280633277297132,370000000000.0,0.22,8.1e-06,3950,369993425660.7338,0.5419403395951395,1.2528036983534774
6549,1332.6198639354225,1.822748942030659,0.028633757636117523,alumina,2.3e-06,700356.2281110109,1.8928546705702997e-06,0.07,2.0012537543253058e-05,0.015705709719914345,370000000000.0,0.22,8.1e-06,3950,369980453837.2866,0.18227489420306592,1.057267515272235
6550,1300.231395625969,2.4380700590221336,0.12085853700154237,zirconia,2.3e-06,742021.3223110843,3.7101066115554213e-06,0.08,4.606902725940097e-05,0.03228416303658706,200000000000.0,0.31,1.05e-05,6100,199994609464.62183,0.24380700590221338,1.2417170740030847
6551,1356.5492625915567,4.447345153764356,0.07061702724804957,zirconia,2.3e-06,1353539.8294065434,6.767699147032717e-06,0.08,7.723528737177938e-05,0.028281361825667872,200000000000.0,0.31,1.05e-05,6100,199997044829.55753,0.44473451537643566,1.141234054496099
6552,1375.6963006286398,2.399860823504386,0.013267415596290594,silica,2.3e-06,10119.895038873918,1.4456992912677024e-07,0.11,1.4840606779167254e-06,0.00013760054178170458,70000000000.0,0.17,5e-07,2200,69951613994.40608,0.2399860823504386,1.0265348311925813
6553,1202.5486735821628,9.67318449360986,0.018412369384059844,alumina,2.3e-06,3716735.1188908652,1.0045230051056392e-05,0.1,0.00010415143023552211,0.29236747760031445,370000000000.0,0.22,8.1e-06,3950,369996316696.4339,0.967318449360986,1.0368247387681198
6554,1428.3017948848667,9.521107990526431,0.10490711156287821,silica,2.3e-06,40149.25056246086,5.735607223208695e-07,0.1,6.939019196900704e-06,0.0006120896010207103,70000000000.0,0.17,5e-07,2200,69987797665.54056,0.9521107990526432,1.2098142231257565
6555,1413.9042875585224,4.024986815985434,0.06208174176043578,alumina,2.3e-06,1546523.7804497879,4.179794001215643e-06,0.1,4.698771784806219e-05,0.02026578230271071,370000000000.0,0.22,8.1e-06,3950,369991148100.88745,0.4024986815985434,1.1241634835208716
6556,1309.8859158619566,6.757729408339116,0.13153618025128724,silica,2.3e-06,28496.449312273384,4.070921330324769e-07,0.09,5.141868214113587e-06,0.0011631940673765236,70000000000.0,0.17,5e-07,2200,69982809098.13293,0.6757729408339116,1.2630723605025744
6557,1215.8807806706454,5.803779885344075,0.11279823874262129,silica,2.3e-06,24473.770600848507,3.496252942978358e-07,0.08,4.284995291311688e-06,0.002412985976875413,70000000000.0,0.17,5e-07,2200,69979984290.2011,0.5803779885344075,1.2255964774852426
6558,1426.4797619355152,8.340282824641918,0.013035201633374648,zirconia,2.3e-06,2538346.946630149,1.2691734733150745e-05,0.07,0.00013022613375798594,0.02703786267954074,200000000000.0,0.31,1.05e-05,6100,199998424183.7039,0.8340282824641918,1.0260704032667494
6559,1486.5525481434397,6.64701048835248,0.10616436365704025,titanium,2.3e-06,952738.1699971891,8.661256090883538e-06,0.1,0.00010500289573602167,0.014584723777448122,110000000000.0,0.34,8.6e-06,4500,109998729991.02165,0.664701048835248,1.2123287273140806
6560,1272.0454788066043,1.002272090415059,0.03692934618252987,titanium,2.3e-06,143658.9996261585,1.3059909056923501e-06,0.11,1.402449686227447e-05,0.006118164124436775,110000000000.0,0.34,8.6e-06,4500,109991577921.60402,0.10022720904150591,1.0738586923650597
6561,1297.0573841211115,7.86856947048765,0.06916155961854768,titanium,2.3e-06,1127828.2907698967,1.0252984461544515e-05,0.11,0.00011671209253754822,0.0424913104456832,110000000000.0,0.34,8.6e-06,4500,109998927152.11298,0.786856947048765,1.1383231192370953
6562,1255.1438668445444,7.721633091665063,0.09746292829721477,alumina,2.3e-06,2966889.02252823,8.018618979806028e-06,0.1,9.581655153149069e-05,0.18784790156028183,370000000000.0,0.22,8.1e-06,3950,369995385796.6474,0.7721633091665063,1.1949258565944296
6563,1373.080837003452,5.587504350098329,0.13218049778139698,zirconia,2.3e-06,1700544.8022038394,8.502724011019197e-06,0.09,0.00010750512595567904,0.036969251153187596,200000000000.0,0.31,1.05e-05,6100,199997647840.29706,0.5587504350098329,1.264360995562794
6564,1246.4524183942365,9.126270759097483,0.07385370437487147,zirconia,2.3e-06,2777560.6658122777,1.3887803329061388e-05,0.1,0.000159391347720231,0.17660412836700537,200000000000.0,0.31,1.05e-05,6100,199998559897.8099,0.9126270759097483,1.147707408749743
6565,1306.858183038414,9.176015851213615,0.1231886635867588,zirconia,2.3e-06,2792700.4764563176,1.3963502382281588e-05,0.08,0.00017403792777209172,0.11454081094699751,200000000000.0,0.31,1.05e-05,6100,199998567704.84775,0.9176015851213615,1.2463773271735177
6566,1409.103904180279,5.715205090339575,0.11961519279208858,alumina,2.3e-06,2195957.648172783,5.935020670737252e-06,0.09,7.354857954247786e-05,0.03509307135420028,370000000000.0,0.22,8.1e-06,3950,369993765922.8762,0.5715205090339576,1.239230385584177
6567,1368.0347949028046,6.471894080768839,0.06803539179917616,silica,2.3e-06,27291.119617699926,3.8987313739571323e-07,0.09,4.42923480705096e-06,0.0005035082859398228,70000000000.0,0.17,5e-07,2200,69982050045.68584,0.647189408076884,1.1360707835983523
6568,1315.9387692983805,9.968698647322052,0.08013722288060639,silica,2.3e-06,42036.68104292432,6.005240148989189e-07,0.09,6.9677266855314144e-06,0.0013647167727381373,70000000000.0,0.17,5e-07,2200,69988345454.3502,0.9968698647322052,1.1602744457612129
6569,1326.0748805422625,3.6893821133027576,0.10806790140697382,titanium,2.3e-06,528811.436240062,4.807376693091473e-06,0.07,5.84642291408186e-05,0.017059645716076693,110000000000.0,0.34,8.6e-06,4500,109997711897.38354,0.36893821133027577,1.2161358028139477
6570,1368.6332647869688,3.9215551808032965,0.014360780850571561,titanium,2.3e-06,562089.5759151394,5.1099052355921764e-06,0.07,5.2566696941032315e-05,0.008244130658828553,110000000000.0,0.34,8.6e-06,4500,109997847360.32687,0.39215551808032967,1.0287215617011432
6571,1201.7594183661483,2.6449651239714673,0.13471359793189444,alumina,2.3e-06,1016276.9841721138,2.746694551816524e-06,0.09,3.486728762806796e-05,0.12348191543475188,370000000000.0,0.22,8.1e-06,3950,369986529753.39,0.2644965123971467,1.2694271958637888
6572,1223.552960536083,9.062802452420812,0.11777426232127707,alumina,2.3e-06,3482207.55768015,9.41137177751392e-06,0.07,0.00011628206514569896,0.3230302051347113,370000000000.0,0.22,8.1e-06,3950,369996068627.64136,0.9062802452420812,1.2355485246425542
6573,1464.3774203289036,7.700395509543396,0.04491822339632626,titanium,2.3e-06,1103723.3563678872,1.003384869425352e-05,0.11,0.00010935254008600353,0.013516098178132662,110000000000.0,0.34,8.6e-06,4500,109998903721.72162,0.7700395509543396,1.0898364467926525
6574,1223.3636967273872,1.950785639832177,0.14736519344645657,silica,2.3e-06,8226.204505316411,1.1751720721880587e-07,0.07,1.521530991689792e-06,0.0008357521908614671,70000000000.0,0.17,5e-07,2200,69940484898.71913,0.1950785639832177,1.2947303868929132
6575,1412.0410788631516,9.835906160781692,0.03511464936254662,silica,2.3e-06,41476.71272618786,5.925244675169695e-07,0.09,6.3413704534814555e-06,0.00048758913846643675,70000000000.0,0.17,5e-07,2200,69988188135.34761,0.9835906160781692,1.0702292987250932
6576,1476.0114492327157,7.578655373450045,0.13797213431861624,zirconia,2.3e-06,2306547.287571753,1.1532736437858765e-05,0.11,0.00014715128959589662,0.03897743548437202,200000000000.0,0.31,1.05e-05,6100,199998265821.23938,0.7578655373450045,1.2759442686372324
6577,1281.2050812905193,8.654698986444771,0.055426284165235554,titanium,2.3e-06,1240506.8547237508,1.127733504294319e-05,0.07,0.00012527456596376666,0.051970217570650935,110000000000.0,0.34,8.6e-06,4500,109999024600.89922,0.8654698986444771,1.110852568330471
6578,1311.1474311178542,1.4333571025588083,0.11684053942297899,titanium,2.3e-06,205447.8513667626,1.8677077396978418e-06,0.1,2.304155699279379e-05,0.007913965554546529,110000000000.0,0.34,8.6e-06,4500,109994110742.89595,0.14333571025588085,1.233681078845958
6579,1370.6764217534148,5.544648270479509,0.0738927230547123,silica,2.3e-06,23381.04692370877,3.3401495605298243e-07,0.08,3.833775053404923e-06,0.00042930419657817586,70000000000.0,0.17,5e-07,2200,69979049127.03491,0.5544648270479509,1.1477854461094246
6580,1464.5126908915754,7.287384580543353,0.11310543424300029,zirconia,2.3e-06,2217899.6549479775,1.1089498274739887e-05,0.1,0.000135980633105428,0.03472182172849435,200000000000.0,0.31,1.05e-05,6100,199998196508.15976,0.7287384580543353,1.2262108684860005
6581,1482.571676178126,5.886519261146572,0.031809626711511274,titanium,2.3e-06,843734.4274310089,7.670312976645535e-06,0.08,8.158292561740647e-05,0.009779288133321644,110000000000.0,0.34,8.6e-06,4500,109998565918.15414,0.5886519261146572,1.0636192534230227
6582,1421.8689744333803,6.999827191293497,0.04773090417410759,silica,2.3e-06,29517.343577743664,4.216763368249095e-07,0.11,4.619303224758664e-06,0.0003656179106666113,70000000000.0,0.17,5e-07,2200,69983403526.0188,0.6999827191293497,1.0954618083482153
6583,1225.9859282564082,8.360866572314253,0.023980095426083585,silica,2.3e-06,35256.666268795045,5.036666609827864e-07,0.1,5.2782261016939456e-06,0.002249853219900093,70000000000.0,0.17,5e-07,2200,69986104677.93492,0.8360866572314253,1.0479601908521672
6584,1400.7462466604552,4.369033566641766,0.13112015740129243,silica,2.3e-06,18423.635521983353,2.6319479317119074e-07,0.1,3.3221507858680506e-06,0.0003050218546971585,70000000000.0,0.17,5e-07,2200,69973413830.49893,0.4369033566641767,1.262240314802585
6585,1323.0911165617986,8.638018080568386,0.0514810182877299,zirconia,2.3e-06,2628962.0245208135,1.3144810122604067e-05,0.06,0.000144982265432251,0.07132972737939364,200000000000.0,0.31,1.05e-05,6100,199998478498.53568,0.8638018080568387,1.1029620365754598
6586,1341.2102998473185,2.4662449428876165,0.10722667211833287,zirconia,2.3e-06,750596.2869657964,3.752981434828982e-06,0.07,4.557820854386177e-05,0.020756578025816274,200000000000.0,0.31,1.05e-05,6100,199994671045.55356,0.24662449428876165,1.2144533442366656
6587,1214.744517103553,3.4379744952373725,0.12483096768381392,silica,2.3e-06,14497.482811241933,2.0710689730345617e-07,0.06,2.5881360611222164e-06,0.0015013238103874348,70000000000.0,0.17,5e-07,2200,69966217340.77824,0.34379744952373725,1.249661935367628
6588,1257.3186418039074,1.390110579345932,0.13619855309310844,zirconia,2.3e-06,423077.13284441415,2.1153856642220706e-06,0.09,2.6916105976239714e-05,0.029623929277018683,200000000000.0,0.31,1.05e-05,6100,199990545906.15375,0.1390110579345932,1.272397106186217
6589,1437.1540822600944,4.27984130201726,0.024881596143640494,zirconia,2.3e-06,1302560.3962661228,6.512801981330614e-06,0.11,6.836899798656555e-05,0.014646093049290928,200000000000.0,0.31,1.05e-05,6100,199996929172.2711,0.42798413020172604,1.049763192287281
6590,1336.187649914358,4.419185903417083,0.13502209069176574,zirconia,2.3e-06,1344969.6227791125,6.724848113895563e-06,0.1,8.540854217741076e-05,0.04264709362451705,200000000000.0,0.31,1.05e-05,6100,199997025999.3592,0.44191859034170833,1.2700441813835315
6591,1290.4986724893447,8.247435374865258,0.037615388882300725,zirconia,2.3e-06,2510089.027132905,1.2550445135664526e-05,0.1,0.00013494624884512527,0.08914395870084493,200000000000.0,0.31,1.05e-05,6100,199998406443.72144,0.8247435374865258,1.0752307777646015
6592,1315.2057221894875,6.878176032606904,0.11316628162273461,alumina,2.3e-06,2642806.867913191,7.142721264630246e-06,0.07,8.759351677001929e-05,0.09662005855059554,370000000000.0,0.22,8.1e-06,3950,369994819973.98096,0.6878176032606904,1.2263325632454691
6593,1456.319853997704,4.930503023401,0.11203886271104556,titanium,2.3e-06,706705.4333541435,6.424594848674032e-06,0.08,7.864203449123394e-05,0.011025977984777178,110000000000.0,0.34,8.6e-06,4500,109998287856.42601,0.49305030234010006,1.2240777254220911
6594,1424.699705221487,6.869025807613734,0.011190439843733593,titanium,2.3e-06,984560.365757969,8.9505487796179e-06,0.09,9.150869934991334e-05,0.010396486834856635,110000000000.0,0.34,8.6e-06,4500,109998771038.80725,0.6869025807613734,1.0223808796874672
6595,1281.6946191543248,1.4750501546412205,0.04088734716343559,zirconia,2.3e-06,448928.3079342846,2.244641539671423e-06,0.11,2.428196415451451e-05,0.01765040705006938,200000000000.0,0.31,1.05e-05,6100,199991090288.28195,0.14750501546412206,1.0817746943268711
