firm_id,firm_size,firm_age,employees,total_assets_million_naira,subsector,ownership_type,ka_acquire_external_knowledge,ka_assimilate_new_info,ka_transform_knowledge,ka_exploit_knowledge_commercially,tp_work_quality_standards,tp_efficient_task_completion,tp_productivity_levels,tp_goal_achievement,inn_product_innovation,inn_process_innovation,inn_marketing_innovation,inn_organizational_innovation,fr_skilled_labor_ratio,fr_rd_spend_ratio,fr_iot_adoption,fr_liquidity_ratio,roi_percent,roa_percent,export_intensity_percent,market_share_percent,operational_efficiency_score,gp_tax_incentives_effectiveness,gp_regulatory_stability,gp_infrastructure_support,gp_ease_of_doing_business,gp_corruption_experience,gp_policy_consistency,gp_government_support_programs,policy_effectiveness_index,fdi_presence,fdi_type,fdi_amount_million_usd,fdi_origin_country,survey_date,respondent_position,response_completeness,response_time_minutes
FIRM_104,SME,6,59,999.0,Beverages,Foreign,2.8200770747019805,3.928003930869502,3.980972245703616,2.9341586759305676,2.521660112115679,4.098625511706113,3.3292345765196494,3.452551709070112,4.3205042872710635,3.8379327273717108,2.9674009004267687,3.614900713309927,61.92572330069099,0.8110337332449147,1,1.7568958183193466,27.14,17.69,2.0,0.97,5.9,3.5,2.0,2.5,2.4,5.8,2.7,3.1,2.63,0,None,0.0,None,2024-02-09 20:04:00.802675585,CEO,0.9600821459910613,31
FIRM_105,SME,12,48,999.0,Fruits & Vegetables,Joint Venture,3.8970378379657955,4.23223936003225,3.1767863283085216,3.26574129495074,4.2609243299790425,5.0,3.896959349890653,3.8543193822135566,2.786519354117859,3.3919061890133815,3.746436868729432,2.896677976116843,50.99634514236708,1.1924889532829366,0,0.7320693504247693,21.05,17.78,2.4,1.42,9.2,2.6,3.2,1.4,3.8,4.8,1.0,2.8,2.57,0,None,0.0,None,2024-02-10 02:05:13.043478261,Operations Manager,0.8926983090240388,21
FIRM_106,SME,17,39,999.0,Fish Processing,Foreign,2.1232162558026015,3.8958126930407446,2.3725608505231666,3.346418187846716,3.9292379032737728,3.1676508261464127,3.071746629945873,3.5556008952818723,3.1215584736242104,2.620547051604787,3.279587716032373,3.5100945535657617,46.48443626696115,1.691033596750769,0,5.0,23.92,16.26,5.7,8.82,8.8,6.9,2.7,2.8,3.5,5.6,2.3,3.5,3.44,0,None,0.0,None,2024-02-10 08:06:25.284280936,General Manager,0.8976678112880295,18
FIRM_107,SME,13,17,999.0,Dairy Products,Joint Venture,3.3011036636371296,3.6460137452791077,2.3526000340990914,3.9787447057642273,4.104961183804754,2.5254718267273484,3.909199660289489,3.7047281108168373,4.134751914044795,3.85569747798807,2.4900405584915024,2.4083647014047482,24.127537279663,1.1439456988604064,0,4.858825264898245,13.83,8.85,3.1,7.98,7.4,4.0,2.5,3.4,2.4,4.8,5.3,4.6,3.63,1,Greenfield,0.66,China,2024-02-10 14:07:37.525083612,CEO,0.8965002779173458,28
FIRM_108,SME,34,48,869.73,Dairy Products,Local Private,4.751143199246628,4.149105166821499,3.570262694739182,1.5024885328123156,5.0,2.2839929762645657,5.0,3.504633368710898,1.868044757905565,1.8782342141422586,2.4819847559823085,2.9559314722273946,41.69666918907203,1.071763343312391,0,0.5,27.3,16.63,1.5,2.0,8.3,4.8,2.5,1.4,4.4,4.1,3.6,1.6,3.17,0,None,0.0,None,2024-02-10 20:08:49.765886287,Production Manager,0.9621838381039125,49
FIRM_109,SME,20,149,999.0,Beverages,Foreign,2.3997349403155406,3.381435118525658,3.476558398799815,2.8146397641877625,2.5495322363008466,4.098898420202932,4.15240081795541,3.6013988764687657,3.4954908976392574,2.289395755738768,3.261173215806702,3.640269521518946,21.29578772214544,2.6389425188496762,0,4.6736787877719355,25.97,18.24,2.4,1.85,7.6,4.4,4.5,3.3,2.7,4.3,4.0,2.5,3.59,1,Greenfield,16.28,South Africa,2024-02-11 02:10:02.006688963,Production Manager,0.9335222676954089,30
FIRM_110,SME,6,97,999.0,Grain Milling,Local Private,2.657804023580119,2.7826877441405973,4.361438733651786,3.469026953823578,4.834817989856665,2.281794854358991,3.461529194135382,3.827256011844505,2.3101052435371088,2.2322199357190797,4.0998271792214265,5.0,39.93777930480052,2.3159366845912546,1,1.853280219387801,20.93,11.89,0.3,1.9,8.0,4.0,3.7,3.6,2.8,4.1,3.3,2.2,3.36,1,M&A,27.53,Netherlands,2024-02-11 08:11:14.247491639,Business Development Manager,0.9824428683771246,8
FIRM_111,SME,5,118,999.0,Fish Processing,Foreign,3.611126279727132,3.285853125239365,3.685405083282525,4.260063165141489,3.6275314883597867,3.339376662943454,3.353479623157364,3.10398478025083,2.767830644355628,4.072050453225379,2.8389456194315206,3.7272325704618643,14.915202146520597,3.5827744614649766,0,4.122147645848073,19.44,13.17,9.8,5.78,6.4,3.5,1.0,3.6,3.9,2.4,2.9,2.2,3.24,1,Greenfield,6.49,China,2024-02-11 14:12:26.488294314,CEO,0.8961059078806067,18
FIRM_112,SME,18,21,479.23,Oil & Fats,Foreign,3.3436654255516784,2.8785681486354857,1.747227728416164,2.906478041995036,3.9723973426418056,3.9061192309272728,3.214661492656103,3.090472703806013,2.9722789653842887,3.9485096627260683,2.1839560603685504,2.2367409617725422,73.8036717608156,0.5752547645332876,0,0.6008654339796395,22.53,16.19,5.4,5.35,6.4,1.0,4.3,3.4,3.4,2.8,3.1,3.8,3.46,1,M&A,5.72,Netherlands,2024-02-11 20:13:38.729096990,CEO,0.9537988783085116,18
FIRM_113,Large,11,250,23222.17,Grain Milling,Foreign,3.4805040794188473,2.9273752075179327,4.0467528559506265,1.7987578351665006,3.7726926528192544,3.7296228757809398,4.4445127299617155,2.8668744677012734,1.3997781385530639,3.5385747133404957,1.6078473988059,2.618616286179567,39.456902110666206,1.8808006414014076,0,1.4161051722460356,32.44,24.06,0.8,3.28,8.9,2.5,3.9,1.5,3.7,5.2,3.4,4.0,3.11,0,None,0.0,None,2024-02-12 02:14:50.969899665,Finance Manager,0.9629422899494666,25
FIRM_114,SME,22,29,999.0,Dairy Products,Foreign,3.591349704118131,3.2988369304991374,2.2017454354170285,3.795769156772909,3.545458199961174,3.8978114049289205,2.9981492432389576,2.7398373372977742,2.121162957179565,4.064736878690618,1.110274209146552,2.5919273024545313,31.8429020112389,1.759892462657729,0,2.6875559258675956,14.04,11.76,1.5,2.67,8.6,4.2,3.8,2.8,3.3,2.4,1.8,4.6,3.73,1,M&A,33.14,Germany,2024-02-12 08:16:03.210702341,Production Manager,0.8727223169544938,16
FIRM_115,SME,18,34,999.0,Fruits & Vegetables,Local Private,3.707777174849416,2.845306055300027,2.7544258552428835,2.7917100889394963,3.4581002430567445,3.755602899060598,3.536178167199986,2.9696303846677123,4.25107289241314,2.308645495829211,3.4328966392478755,1.3839211446329864,49.99773923636061,0.9232387459093168,0,5.0,24.2,15.09,0.9,1.98,7.1,1.0,4.4,3.3,4.9,3.6,4.0,4.1,3.73,0,None,0.0,None,2024-02-12 14:17:15.451505017,Finance Manager,0.9100884035979717,20
FIRM_116,Large,12,697,34454.67,Grain Milling,Local Private,4.087759873564979,3.184426929252672,3.3251801856265253,2.3482666727277106,3.9977052413438052,4.495206069319376,3.5409583215048683,3.7956775040824775,3.7861911885847954,3.4137356078748824,3.335776376003513,2.7029188274687064,75.0582785802364,1.3312879380415201,0,2.692900460899218,21.14,17.04,7.6,13.55,7.6,3.9,3.2,4.5,2.6,2.7,4.4,4.2,4.01,1,Greenfield,47.94,France,2024-02-12 20:18:27.692307692,CEO,0.9224226241525617,21
FIRM_117,Large,6,250,23291.42,Fish Processing,Government,3.52785492554281,2.07446973313235,4.896100740805569,2.8005236882294207,2.889695781996992,2.933378533482842,3.0985726457507745,3.1643274907048697,2.837360422672765,2.9873430144551523,3.3350998776173277,3.6595461736395705,23.91216981955668,0.7531202526331019,0,5.0,22.43,14.86,0.8,0.48,9.1,4.6,4.0,2.9,3.0,3.6,2.9,1.8,3.37,1,M&A,23.31,South Africa,2024-02-13 02:19:39.933110368,General Manager,0.9033531084841562,24
FIRM_118,SME,3,112,999.0,Grain Milling,Joint Venture,3.0069938763051662,3.549305595161057,5.0,3.15237971387532,4.250347500513059,3.126103403079028,2.4020275616927194,4.008168678538658,3.143123458512893,3.8621938934964226,2.558474609012739,1.8531910928308843,52.01085792807927,0.3059396823564051,0,2.976921314224493,18.71,10.76,11.2,1.61,6.6,4.8,2.6,3.4,4.0,4.0,2.5,5.0,3.76,1,M&A,56.66,UK,2024-02-13 08:20:52.173913043,General Manager,0.8983168893953707,8
FIRM_119,Large,15,372,11402.51,Beverages,Local Private,3.738058960962185,3.400843832753557,3.6460507532225646,2.8162042683694297,3.5502833570688477,3.0591383883104233,3.7583796028941343,3.720828249251537,2.605757494363542,2.996298190703022,4.247628220480927,3.943634385945533,42.708125604743415,0.4810912117742159,0,2.897111808303527,23.05,15.49,0.2,3.08,8.4,4.5,4.3,1.9,2.5,3.6,2.2,3.2,3.29,1,M&A,54.73,China,2024-02-13 14:22:04.414715719,CEO,0.9529629840996463,9
FIRM_120,Large,4,325,6253.87,Meat Processing,Local Private,4.719905547916173,2.8280379582522666,2.935123043151651,1.5355471543207444,3.1219583965757853,4.181134268303827,3.4511968225156933,2.518897471937168,4.256583385827982,2.753551400430927,2.1674696559567006,3.4389973389759043,37.03087543958901,0.2230112640964552,1,3.6919464138626843,22.22,18.21,2.3,0.36,7.8,5.0,3.5,1.6,2.5,2.2,5.2,4.5,4.01,1,M&A,18.69,South Africa,2024-02-13 20:23:16.655518394,General Manager,0.8823799596489232,58
FIRM_121,SME,6,14,999.0,Beverages,Local Private,3.0938930028939415,3.861471967902683,3.5810550836324953,4.017652957509705,3.5299922852025114,4.2302790118765445,3.900192375549256,4.092985350533014,2.699647422205836,3.586817666704891,3.7507961609279263,2.3391900102260657,5.0,2.2981460185783322,0,2.388549016037019,16.58,12.28,17.7,1.33,6.2,5.7,1.4,1.5,3.6,3.9,2.6,1.9,2.97,0,None,0.0,None,2024-02-14 02:24:28.896321070,General Manager,0.9564086117876693,4
FIRM_122,SME,14,10,999.0,Bakery Products,Foreign,2.420376556263487,4.0562990963385905,3.8988898832864525,4.319900033022978,4.5542895301175434,3.9158577235229557,3.0731197548486664,4.186479187355026,3.131842092134848,3.8885522504721095,2.657382815511503,2.8726233263959373,49.90841373834952,2.1619026892733317,0,4.466081666226691,26.41,17.87,10.1,11.0,8.1,5.1,4.5,2.4,4.4,2.9,3.9,3.1,4.07,0,None,0.0,None,2024-02-14 08:25:41.137123746,CEO,0.9902566294586096,21
FIRM_123,SME,13,63,875.26,Bakery Products,Foreign,4.085664535429578,2.274708094941718,2.8113991369985274,3.8212175930716046,3.478798947790266,4.428445566822949,4.476657039050439,3.103682395099088,4.046030144142065,2.4984893246378785,2.0308141588527286,4.43848962687693,57.27530901869511,6.015867684912928,1,0.9517167113477834,14.58,14.02,0.6,5.07,7.8,4.0,3.0,5.2,4.5,3.3,2.9,4.4,4.1,1,Joint Venture,10.88,UK,2024-02-14 14:26:53.377926421,Operations Manager,0.9347796281766627,30
FIRM_124,SME,4,35,999.0,Dairy Products,Local Private,3.1036950688371214,2.86609265500365,4.71569022032109,2.3898514636601464,4.015072170925772,2.775371392836534,2.798580975030524,3.952114925736995,2.1226285151540933,3.0450318957828615,3.351783338049538,3.6601930321552794,65.8541719047886,2.6162859363358093,0,2.401511349452362,21.69,12.15,13.8,1.31,7.7,3.6,2.9,2.5,3.6,5.2,2.8,3.4,3.09,1,M&A,30.17,South Africa,2024-02-14 20:28:05.618729097,General Manager,0.9417151355109211,10
FIRM_125,Large,27,250,44136.42,Fruits & Vegetables,Local Private,1.461864363188771,2.8616003551488913,3.307063683272262,3.1388067728419853,3.361426234570716,4.767056878085796,4.869632227214314,3.186101057554481,4.458789184496894,2.1474034297225124,3.1505997305523934,3.007905289408333,56.18452046416127,0.10689826202889414,0,5.0,24.22,13.96,5.4,1.27,8.7,3.9,2.6,3.3,2.8,5.5,2.2,2.6,2.84,1,M&A,23.03,China,2024-02-15 02:29:17.859531772,General Manager,0.8603399053186134,40
FIRM_126,SME,27,11,999.0,Fish Processing,Foreign,3.8779373417203375,2.7420678292237946,3.547968780182255,3.2947829478164334,4.254753109954171,4.66626703519858,2.1018907921373904,3.7586022260490015,1.369538590256623,1.0,3.0926700351936187,2.786085014735114,32.24845965721692,4.312561785933277,0,5.0,17.09,9.02,15.0,0.48,9.9,3.5,2.7,3.5,3.8,2.4,1.9,4.8,3.69,0,None,0.0,None,2024-02-15 08:30:30.100334448,Finance Manager,0.9796715355426742,21
FIRM_127,SME,19,25,641.39,Dairy Products,Foreign,2.771737451236862,3.9806323893522237,3.6993318268490154,3.779035511649528,4.211304643274122,4.1149353980720225,3.847816051645513,2.9413009558270207,4.529642131112799,3.2804136682723564,2.7894062642618187,3.0689481634064935,20.245201779434115,3.9708121726483214,0,3.1745521660430516,23.49,16.84,7.3,1.51,9.1,5.1,3.5,1.7,4.1,6.4,4.0,2.1,3.16,1,Greenfield,3.88,USA,2024-02-15 14:31:42.341137124,Operations Manager,0.8928171680799798,50
FIRM_128,SME,19,125,999.0,Meat Processing,Local Private,3.1275733741566714,3.2643217028590374,3.4794279495530103,3.8346723909744647,4.909165299977847,4.847259236139742,3.880344546021299,2.624136128479254,2.5273244160480255,3.648014820629169,2.658317610111486,2.5394127978519268,5.0,1.171530573310459,0,4.986383140433881,16.29,12.11,9.2,3.79,7.9,4.5,1.9,2.4,3.8,3.5,1.9,3.4,3.2,1,Joint Venture,8.73,South Africa,2024-02-15 20:32:54.581939799,Operations Manager,0.9422576748292847,11
FIRM_129,SME,19,26,999.0,Meat Processing,Local Private,3.4655842644552117,3.2148396110825725,3.855046450422651,2.712660960977203,3.6946616327004707,2.4403637546255585,2.863554345647294,3.470309686232219,2.6573012521747184,3.335860128178053,5.0,1.1057254448528868,56.519934439966526,1.7631171280628453,1,5.0,21.28,17.86,40.3,3.26,7.8,3.3,1.2,3.6,4.7,3.4,3.7,4.1,3.6,1,Greenfield,9.51,South Africa,2024-02-16 02:34:06.822742475,Business Development Manager,0.9968668254617203,18
FIRM_130,SME,25,10,999.0,Beverages,Local Private,3.3523997438232533,1.9972963449152725,2.544472132107769,3.365596445130848,4.201192882854744,3.2328863046161436,3.8395151502888103,3.6257626322350984,1.009989828817057,1.3453944540210696,4.002682309715791,4.837960119481258,43.400983980228744,7.465941279284367,1,0.5,16.07,12.13,2.1,1.59,9.5,5.4,1.8,3.4,2.5,3.0,3.2,5.7,3.86,1,M&A,44.48,Netherlands,2024-02-16 08:35:19.063545150,Business Development Manager,0.9393253900859212,15
FIRM_131,Large,21,356,50000.0,Beverages,Local Private,3.767561453711232,3.8447926211464583,2.5975284214485725,3.665824323692193,3.8588405237233667,3.0852875775226334,4.523614935808127,3.461392183831238,2.445205282622307,2.784235512931173,3.4951095844840636,3.1397924992794612,38.4419702530642,1.5198750894735444,1,2.0012263977687916,27.16,17.49,7.8,0.86,9.3,3.4,3.7,1.0,2.8,4.3,4.0,2.9,3.07,1,Greenfield,9.46,India,2024-02-16 14:36:31.304347826,CEO,0.9587064231196566,13
FIRM_132,SME,6,26,825.42,Bakery Products,Local Private,2.8516109035441257,2.5325191236025693,2.109861190325475,4.464657857717413,4.577523069117809,4.10503552663014,1.7265449285167485,2.9895816650664644,1.8601934689731157,1.1034870159540269,2.8229790740237273,3.3583325386102834,21.575317276027608,4.71454361126975,1,1.4117799347326803,15.24,11.15,4.9,1.96,6.0,2.7,3.0,3.6,4.6,7.0,2.4,3.1,2.91,0,None,0.0,None,2024-02-16 20:37:43.545150502,Production Manager,0.9167979427335627,14
FIRM_133,Large,11,250,10716.93,Dairy Products,Foreign,3.6104846385408664,3.4419528411864295,3.495551107558204,3.863605231859778,3.3687005674347614,2.864901482278498,3.902195845992652,3.460060562721318,2.2923536546265275,4.332730996888767,3.8078729206563366,2.947883025110782,9.02940538322886,0.173380146993931,0,0.6489598780924225,22.41,15.68,0.3,1.92,9.2,3.8,4.6,2.3,2.0,2.0,4.4,2.9,3.71,1,Greenfield,7.12,UK,2024-02-17 02:38:55.785953177,CEO,0.8590548765272585,17
FIRM_134,SME,50,31,999.0,Grain Milling,Joint Venture,2.9923626579328664,3.594163856570734,3.8010428531609026,3.931245349900415,4.247003187726368,4.13024660453624,1.5053833437359379,3.8615768515484405,2.76268903421112,2.1225508760937224,3.2697942540305975,2.338394879347871,79.35375808055974,0.42404095715143064,0,5.0,22.51,12.16,0.1,4.56,8.9,2.8,3.1,2.3,3.0,1.3,2.9,3.7,3.5,0,None,0.0,None,2024-02-17 08:40:08.026755853,CEO,0.9696399024234683,16
FIRM_135,Large,1,359,35014.98,Bakery Products,Local Private,3.7910483847100025,4.352461017087055,3.5119955795366975,3.3670613023434885,3.683181622329991,4.559375300797699,2.7274681571814337,3.673064181926478,3.8577916144729056,4.229863248513907,2.7288252280514396,2.832667967146106,69.81774999881164,1.1623350361264926,1,3.820474625676952,20.08,19.47,1.0,2.87,9.7,4.9,4.3,3.3,2.8,4.6,6.2,4.0,4.13,0,None,0.0,None,2024-02-17 14:41:20.267558528,Operations Manager,0.8552498261895979,32
FIRM_136,Large,9,571,44120.14,Bakery Products,Foreign,3.692293987210443,2.4838257206166214,4.607043190012783,4.428367316162803,3.761487093734901,4.086642030058799,4.803333091920756,3.8095006183595284,3.1076033514006256,3.951282679315731,2.3660792422074937,1.5605447140251199,74.36474653908412,1.7577818527564866,1,4.864980200668358,24.5,17.74,8.4,2.54,7.9,2.8,2.3,4.6,1.9,5.0,1.2,4.6,2.91,1,M&A,29.22,Other,2024-02-17 20:42:32.508361204,Operations Manager,0.9550986743331781,31
FIRM_137,Large,28,1016,29941.81,Sugar & Confectionery,Local Private,2.451649038364324,1.2863414909254223,3.094963583053858,3.6278102367675977,3.8550514906690236,3.798625716563051,3.0345743732863566,3.2979308797274607,3.207676653401114,2.2894686827175446,2.6109909285710433,5.0,74.49671945890172,3.3881172281456817,0,1.466552204890575,18.67,13.62,6.7,6.18,7.9,3.7,2.6,2.7,3.3,4.3,6.0,4.2,3.74,1,Greenfield,7.88,Germany,2024-02-18 02:43:44.749163879,Finance Manager,0.8534382359724455,6
FIRM_138,SME,7,81,999.0,Meat Processing,Local Private,4.068785692940026,3.528694681327586,3.7018674900332615,2.6111296718611436,3.951344237856006,2.908488661369476,2.560896028472822,4.403030748829696,1.8044806111544376,2.0804935438590295,1.0,1.8889392014198436,40.609494782463095,8.889867292664828,1,1.9664084439142078,21.79,16.31,6.4,7.92,6.3,4.9,3.2,4.2,4.2,5.0,2.9,2.9,3.61,1,M&A,29.12,South Africa,2024-02-18 08:44:56.989966555,Production Manager,0.9793457854865006,14
FIRM_139,SME,21,26,663.91,Beverages,Local Private,2.7712292439087616,4.660357827057597,2.117469211474617,4.422695976100153,3.730262574126825,3.0072043237122448,3.3416498168122546,2.9942959980671318,2.0192459103972697,3.4153331947477046,2.931660923227406,2.0712303445375384,26.24215169296253,0.9848305987637376,0,2.4901240827163162,28.42,20.47,0.3,3.23,8.0,2.9,3.0,1.3,3.7,2.6,3.4,4.3,3.43,1,Greenfield,8.96,South Africa,2024-02-18 14:46:09.230769231,Business Development Manager,0.8736454053749471,26
FIRM_140,SME,13,13,999.0,Grain Milling,Local Private,3.8464462386249165,4.267262447057606,2.751610267773039,3.858322618031222,3.928827909902316,4.474733233707667,5.0,3.992536178252031,4.698725018351312,2.3401083665352362,2.1626763118786045,2.6037667160522395,31.007572916632657,0.09715320984384136,0,3.3544376440103187,33.83,22.02,5.1,3.3,8.7,4.3,2.9,3.0,4.3,2.9,2.4,3.5,3.64,1,M&A,9.26,Other,2024-02-18 20:47:21.471571906,Production Manager,0.9271407243163826,24
FIRM_141,Large,7,1460,34005.55,Grain Milling,Foreign,3.4938298507210725,3.546761590692238,3.7259839818092,2.945564783097214,4.746870834537311,4.145544302733732,2.034654202235179,4.409134655775977,2.1647989652367534,3.192236177942387,4.451936998111172,4.15926815236714,23.862826693243242,3.2306253028949765,0,4.349593617964649,24.59,15.49,20.7,2.09,7.7,2.6,2.1,2.3,4.7,4.4,1.2,4.2,2.96,0,None,0.0,None,2024-02-19 02:48:33.712374582,Operations Manager,0.9395726056724721,18
FIRM_142,SME,1,34,999.0,Fruits & Vegetables,Government,4.670546941436099,3.055854670057567,3.8641918996688296,2.9164056260806053,4.391269811369131,3.5726863364357193,2.6589520706885246,3.9885448556493373,4.556208252057296,2.6654551682737737,2.72127847789293,3.013058099336389,25.997540757168974,1.8546058840114144,0,4.155242619750398,23.05,17.03,4.1,0.95,7.2,4.1,1.1,3.2,3.1,6.7,2.5,4.3,2.8,1,Greenfield,125.59,UAE,2024-02-19 08:49:45.953177257,Production Manager,0.9186318111060118,20
FIRM_143,SME,15,33,999.0,Beverages,Local Private,3.0212272141025185,3.964985817646117,2.835429747102236,3.5372604361126094,4.321492755498138,3.307463317963877,4.697945346543701,3.578485463761102,2.6569388011191335,1.49695742698093,1.392140238511542,1.8874777835725838,48.378598825733725,0.44264756337010075,0,2.0741593445047855,13.99,11.17,7.8,4.85,5.6,4.5,4.0,2.6,6.1,5.0,2.7,5.2,4.01,0,None,0.0,None,2024-02-19 14:50:58.193979933,Business Development Manager,0.9011145234023331,16
FIRM_144,SME,6,32,999.0,Sugar & Confectionery,Local Private,2.920546563105442,2.7185176602068717,3.03556067332774,3.6705478362140678,3.5266762843856774,2.1819344888220362,4.986161874830186,3.3830217720022127,2.902287936143504,1.092578782787987,2.6451318304590705,4.128904524681605,17.911160936895474,1.3657144350594823,0,5.0,25.62,15.75,12.1,4.12,8.8,3.7,3.9,1.4,3.2,5.1,3.3,3.0,3.06,1,M&A,56.64,Netherlands,2024-02-19 20:52:10.434782609,Production Manager,0.9201721444271458,34
FIRM_145,SME,12,38,999.0,Meat Processing,Foreign,3.184464315289814,3.733450438549353,1.7339136279872716,3.457833812504965,3.266455503063005,2.850403306920893,3.4172550205677727,4.321652590627754,3.97036516022993,3.3040158236451376,1.5492668064312454,3.6579005641069333,42.55896313317765,2.7119978394299302,0,5.0,23.79,19.11,12.3,2.25,6.0,3.8,2.4,1.9,3.3,2.7,4.4,2.8,3.41,0,None,0.0,None,2024-02-20 02:53:22.675585284,Production Manager,0.8967123630821738,32
FIRM_146,SME,19,29,999.0,Meat Processing,Local Private,2.95745617373258,3.7538291114166387,2.778673719274052,3.5490469387543078,4.373180334942651,4.937993360997806,2.508757837978686,2.8462150448429964,4.171892421938656,2.5945980283024372,3.2207481572837136,3.4845914614948073,13.15289844230055,2.942935906523041,0,3.107768412971113,20.24,14.73,5.9,2.88,8.2,4.3,3.7,1.1,2.8,4.8,3.3,3.9,3.19,1,Greenfield,6.75,Netherlands,2024-02-20 08:54:34.916387960,Business Development Manager,0.9157183520621295,17
FIRM_147,Large,24,302,50000.0,Fruits & Vegetables,Local Private,3.8399535215536402,4.142146935249215,3.901344847167808,4.659965899661104,4.325628075517876,2.7036811002982732,5.0,3.117925443772214,2.789187439720912,2.602219164777281,3.020042100773434,3.6441608170537565,39.16391252357279,1.3847685912563839,0,2.5628455276788467,31.25,22.21,15.6,5.86,8.9,3.5,3.0,1.5,4.0,2.5,3.3,4.7,3.64,1,Greenfield,10.8,Netherlands,2024-02-20 14:55:47.157190635,CEO,0.9038369486497045,20
FIRM_148,SME,9,21,999.0,Bakery Products,Foreign,1.9069515132507298,5.0,3.6176845144959096,4.157234521787909,4.683602405450589,3.7326358748547563,4.775553913399357,3.4614653407049674,2.511756946478461,3.726277455184407,3.7536235942190945,5.0,40.0895350751078,0.7283043150242523,1,1.9479863247776446,21.45,17.66,4.0,6.64,7.9,4.9,4.6,3.4,3.2,6.7,3.6,3.5,3.5,0,None,0.0,None,2024-02-20 20:56:59.397993311,Production Manager,0.9349307235260718,17
FIRM_149,Large,7,396,42498.2,Grain Milling,Local Private,2.357054064682917,3.674691177025137,3.550599149243089,3.4525084730120192,3.4376116244184622,4.305210781236639,4.043157590209787,4.442592254507199,2.844079551477787,4.1560980489692,1.8300300291359781,4.966585405532501,71.53064004546289,7.279613481710974,0,3.368733116031403,22.52,15.56,17.6,1.22,8.3,5.4,1.5,2.6,3.4,2.8,1.0,4.8,3.41,0,None,0.0,None,2024-02-21 02:58:11.638795986,Finance Manager,0.8856886243367476,19
FIRM_150,SME,4,21,999.0,Meat Processing,Local Private,2.345757662736646,3.0437254620047507,3.144796318462864,4.053048464613987,3.6622708067837917,2.7215541323983956,2.850078120850064,3.9278605816245378,3.2379575282321182,2.8547097507743717,2.7374089058509616,2.381956191297034,15.693387004789749,2.1774978496671413,0,5.0,20.98,15.22,2.2,2.25,6.2,2.7,3.0,3.2,3.3,3.1,1.1,4.2,3.2,0,None,0.0,None,2024-02-21 08:59:23.879598662,Business Development Manager,0.9982984832371019,37
FIRM_151,Large,25,282,33799.84,Meat Processing,Local Private,3.960246073578861,3.382097981465604,3.1063568427653587,2.473980877177968,2.8163095024847395,3.7292973323467584,3.4607765273295708,3.119172544893853,3.7913036868697554,2.793461163781125,1.1984760250307012,4.461496493530037,25.35432388195616,1.0492998794368806,0,2.6084235894407097,20.47,15.9,2.6,0.71,8.0,5.9,2.9,4.9,3.3,2.1,1.3,3.2,3.91,0,None,0.0,None,2024-02-21 15:00:36.120401338,CEO,0.9251304930073249,16
FIRM_152,SME,49,36,999.0,Fish Processing,Foreign,4.56849069806554,2.161646866577617,2.5057109744738977,3.618341639957447,3.564517336363476,4.256540876257459,3.3717119351641354,3.513815376769058,2.9042298589941513,3.5501287298024957,3.471644260117186,3.3448513707830103,27.75612166260825,0.658295281944539,0,1.569376198747171,26.07,16.19,0.4,2.94,8.8,3.4,3.4,2.6,3.7,4.3,2.7,4.0,3.36,0,None,0.0,None,2024-02-21 21:01:48.361204013,General Manager,0.8791243116121764,14
FIRM_153,Large,27,355,21139.24,Dairy Products,Local Private,3.116440625170023,2.9137008082376594,3.7289455781822816,4.7474450797864876,4.397942306347668,3.6087495253350754,3.764681043692462,3.3314061135422235,3.5188862980231534,1.8787579872703823,3.2707582984841346,3.4491862345239745,56.51735900177476,2.6268536182506943,1,2.563738978562166,21.7,15.13,12.7,1.29,9.9,6.2,5.2,3.6,3.0,4.3,1.0,2.9,3.66,1,Greenfield,7.07,Netherlands,2024-02-22 03:03:00.602006689,Production Manager,0.9215600124350909,20
FIRM_154,SME,31,110,999.0,Grain Milling,Local Private,3.0649426214479916,3.113502293320827,3.478875649950451,3.125563283686101,3.520102772463081,5.0,4.660801150505069,3.2741266046598794,4.538359732270941,3.3008377492729273,3.245385523130328,1.4769562515210042,49.64410000921959,0.5546278705724795,0,3.150712443414947,19.0,13.65,4.3,3.03,7.6,3.5,3.0,2.9,3.1,6.3,2.3,3.7,2.89,1,Greenfield,4.15,UK,2024-02-22 09:04:12.842809364,CEO,0.9799622694287237,60
FIRM_155,Large,7,250,35167.36,Dairy Products,Foreign,3.256041730490545,3.033138121445785,3.5428169631935194,2.621892857104732,4.184287877120494,2.4319805187852634,4.203533632909923,4.287333735134068,3.2813096122647845,3.596697374639939,2.7017809344926356,2.8466528111506237,51.15517558160241,0.37678386211819437,1,0.890782445255203,19.88,12.01,2.1,1.34,6.5,4.6,4.2,5.9,4.6,5.3,1.5,2.2,3.67,1,Greenfield,23.65,UAE,2024-02-22 15:05:25.083612040,General Manager,0.8532710189686593,17
