node_id,x,y,sigma_baseline,sigma_optimized,delta_sigma
1927,76.852974,30.875871,41.045350,48.930985,-7.885635
1928,78.901716,30.669735,50.509823,47.139583,3.370239
1929,80.791586,31.709368,49.649220,44.936809,4.712411
1930,81.467870,30.466378,47.086530,46.814155,0.272375
1931,83.618398,30.868101,47.770206,47.580180,0.190026
1932,84.962448,30.915956,52.326572,50.576678,1.749894
1933,86.702909,31.265613,56.404945,54.332456,2.072488
1934,89.160650,30.969991,58.972328,54.370716,4.601612
1935,89.549109,30.712479,63.336767,50.525295,12.811472
1936,90.790408,30.576714,60.833002,59.217879,1.615123
1937,91.568879,30.759522,65.370034,62.154760,3.215273
1938,92.468593,30.559991,70.567023,66.083633,4.483390
1939,92.886538,30.876417,77.809651,67.169906,10.639745
1940,93.663844,30.692810,83.760693,73.699101,10.061591
1941,94.168220,30.413858,87.603291,76.435628,11.167663
1942,95.080738,31.238613,98.714258,81.964317,16.749940
1943,95.611328,30.712767,105.035706,86.577264,18.458442
1944,96.615043,30.481628,107.634305,90.787703,16.846602
1945,97.031974,30.811591,113.542185,93.021798,20.520387
1946,97.970273,30.882580,124.039174,102.316467,21.722707
1947,98.562650,30.338129,124.142368,102.487808,21.654560
1948,99.623529,30.961563,126.611224,105.366173,21.245051
1949,99.984582,30.547922,131.446023,106.570667,24.875356
1950,-0.531910,33.099516,130.249869,107.873589,22.376280
1951,1.092862,32.743395,130.585063,107.383245,23.201818
1952,1.156852,32.466237,131.871017,100.921037,30.949980
1953,1.946727,32.362657,124.845711,102.191605,22.654107
1954,2.678444,32.554717,122.157810,97.168326,24.989484
1955,3.983760,32.770044,105.368738,92.887645,12.481093
1956,3.645012,32.578559,114.005295,93.475345,20.529951
1957,5.941325,32.521059,85.245682,72.991789,12.253893
1958,6.031103,32.603718,86.323764,74.886915,11.436848
1959,6.495543,32.405049,82.031023,71.397033,10.633990
1960,7.126389,32.483245,73.000231,68.374739,4.625492
1961,7.942809,31.960469,63.297282,60.617769,2.679513
1962,8.727765,32.878325,64.293459,60.627853,3.665606
1963,9.479279,32.675846,59.874619,56.676579,3.198040
1964,10.166681,32.354170,58.455187,56.193235,2.261953
1965,11.659527,33.155827,52.341021,50.755009,1.586012
1966,13.206105,32.612312,49.596926,49.558959,0.037967
1967,14.852577,32.275364,54.272683,52.929391,1.343291
1968,16.472140,32.843228,44.298533,46.336327,-2.037794
1969,18.503396,32.705621,48.584167,45.569831,3.014336
1970,19.973985,32.704581,44.370537,47.153709,-2.783173
1971,20.546455,32.458480,44.678307,45.157079,-0.478772
1972,23.257995,32.721356,42.747119,43.341716,-0.594597
1973,24.752298,32.507679,40.520254,45.092999,-4.572745
1974,26.320918,32.752989,42.671570,40.085137,2.586433
1975,27.842628,32.014724,43.867487,40.830837,3.036650
1976,29.929071,32.456045,39.737940,47.103713,-7.365773
1977,31.508748,33.102853,37.313023,41.927831,-4.614808
1978,32.625280,32.356087,34.050700,38.686514,-4.635813
1979,34.611912,32.405055,36.296133,40.544699,-4.248567
1980,35.830952,32.451818,39.496296,40.293438,-0.797142
1981,37.341217,32.221765,32.232054,40.791052,-8.558998
1982,39.199740,31.923723,31.228579,37.380591,-6.152012
1983,41.279126,32.517031,29.324062,39.033298,-9.709236
1984,42.938999,32.626965,28.682417,30.925316,-2.242899
1985,44.439640,32.570455,22.496418,33.036685,-10.540266
1986,46.135896,32.542743,29.891783,35.780318,-5.888536
1987,47.705874,32.599119,26.436207,35.964695,-9.528488
1988,48.991229,32.893059,24.260755,32.608657,-8.347903
1989,50.945903,32.529073,30.327406,35.739616,-5.412210
1990,52.689102,32.413982,25.994079,33.728816,-7.734737
1991,54.307920,32.501869,28.164428,34.775464,-6.611036
1992,56.070960,32.760011,33.121114,38.251470,-5.130355
1993,57.559430,33.009815,26.433640,38.227370,-11.793730
1994,59.085026,32.397764,27.138732,34.291150,-7.152418
1995,60.933290,32.615887,32.579841,34.709464,-2.129623
1996,62.236942,32.687714,35.562001,36.832410,-1.270409
1997,63.612989,32.288433,29.859790,38.635520,-8.775730
1998,65.461284,32.592332,35.990742,37.791025,-1.800283
1999,66.919386,32.146505,37.722731,43.027429,-5.304698
2000,68.572957,32.055492,32.434768,42.224309,-9.789541
2001,70.364808,32.696231,40.684514,43.028505,-2.343990
2002,71.803090,32.471044,42.101937,39.761115,2.340822
2003,73.581081,32.646891,40.432262,46.759433,-6.327171
2004,74.738038,32.580838,45.248633,37.465645,7.782988
2005,77.002764,32.293287,46.736191,47.962061,-1.225870
2006,78.571790,32.572631,45.141530,48.924791,-3.783261
2007,79.958955,32.216277,44.816756,46.359755,-1.542999
2008,82.034508,33.003499,44.591695,51.379505,-6.787810
2009,83.750659,32.179416,48.335417,49.202005,-0.866588
2010,84.619773,32.527471,50.395778,49.897644,0.498134
2011,86.505876,32.273525,50.102997,52.041526,-1.938530
2012,88.136604,32.757333,48.024936,60.954779,-12.929843
2013,89.718029,32.486777,61.284777,59.521000,1.763777
2014,90.963128,32.430607,64.133667,61.664465,2.469201
2015,91.370424,32.842167,64.904659,59.080203,5.824456
2016,92.063503,32.595036,72.449003,64.723574,7.725429
2017,92.255984,32.741200,75.444799,63.212365,12.232433
2018,93.762054,32.291809,76.981516,75.576246,1.405270
2019,93.913937,32.164762,86.474869,74.813376,11.661493
2020,95.017980,32.618369,92.366063,78.659014,13.707049
2021,95.797499,32.490553,104.856242,86.790877,18.065365
2022,96.836769,32.774137,113.571501,90.883281,22.688220
2023,96.750211,32.562234,114.095157,92.892301,21.202856
2024,96.951289,32.647729,112.995950,91.523548,21.472402
2025,98.626583,32.099192,120.880292,101.309108,19.571184
2026,99.825868,33.152738,127.715075,105.339335,22.375740
2027,100.371684,32.536934,129.778778,103.304161,26.474617
2028,0.062898,34.519621,136.471650,105.858162,30.613488
2029,0.566795,34.059517,130.243114,106.808081,23.435033
2030,1.670708,34.402748,130.710630,104.649241,26.061389
2031,1.850793,33.919491,125.310464,99.330114,25.980350
2032,3.000050,34.445965,117.957154,96.143505,21.813649
2033,3.723070,34.203553,108.269009,93.784119,14.484891
2034,4.603777,34.319102,100.249990,85.422540,14.827451
2035,5.827898,34.519737,88.740383,75.264862,13.475521
2036,5.832011,33.940583,83.456052,76.750859,6.705193
2037,6.275882,34.104997,80.361811,73.297541,7.064270
2038,7.135185,34.447542,74.703964,68.805882,5.898082
2039,7.326420,34.939811,78.621639,60.750597,17.871042
2040,8.363015,34.268920,63.165875,57.062323,6.103552
2041,9.162930,34.487686,65.959044,60.431265,5.527779
2042,9.842773,34.278253,62.914997,52.162199,10.752798
2043,11.678360,34.893019,52.281658,53.172803,-0.891145
2044,13.018580,33.786178,49.871235,50.006955,-0.135720
2045,15.234268,34.338731,46.691126,46.700565,-0.009439
2046,16.530674,33.822682,47.493398,49.509897,-2.016498
2047,18.160475,33.558373,43.182409,48.398018,-5.215608
2048,19.697550,34.399583,45.268987,52.113664,-6.844677
2049,21.475129,34.352194,48.003268,44.343656,3.659612
2050,23.308754,34.224894,41.458869,48.541162,-7.082293
2051,24.433738,34.278487,41.534816,45.169927,-3.635111
2052,26.129096,35.239835,36.323762,41.324617,-5.000855
2053,27.868066,34.232892,40.444056,44.338575,-3.894519
2054,29.188075,34.463382,39.062685,42.907223,-3.844538
2055,30.978712,34.115535,37.262423,40.709212,-3.446789
2056,32.714277,34.398915,35.130687,40.213034,-5.082347
2057,34.752113,34.238875,33.464071,37.050700,-3.586629
2058,36.201217,34.187189,34.434315,35.784993,-1.350677
2059,37.813179,34.856014,31.852747,38.731011,-6.878264
2060,39.643024,34.663500,31.645331,35.587163,-3.941833
2061,40.979197,34.351369,30.746487,35.583213,-4.836726
2062,42.770201,33.619081,32.391329,36.248733,-3.857404
2063,44.254748,34.202042,30.518393,35.557269,-5.038876
2064,45.997976,35.121253,28.590052,30.601216,-2.011164
2065,47.376193,34.241146,31.807698,37.558479,-5.750781
2066,48.452028,34.641310,28.827054,34.382948,-5.555893
2067,50.776043,34.742928,30.961591,33.494961,-2.533370
2068,52.875804,34.376034,29.538135,35.390053,-5.851918
2069,54.359497,34.057798,23.833273,35.265554,-11.432281
2070,56.003905,33.579751,32.371553,37.162845,-4.791293
2071,57.717778,34.515594,29.874649,36.634338,-6.759689
2072,59.006189,34.065918,30.152104,37.698240,-7.546136
2073,60.671440,34.363190,31.820860,39.773458,-7.952598
2074,62.059602,33.935399,31.233753,39.373008,-8.139254
2075,63.782729,34.230774,33.723792,37.422458,-3.698666
2076,65.694935,34.320461,33.021173,35.931587,-2.910414
2077,67.504022,34.390923,39.029537,43.839696,-4.810159
2078,68.733676,33.975898,36.640824,39.924499,-3.283675
2079,70.273106,34.669418,36.964812,39.925343,-2.960531
2080,72.040975,34.131276,37.158524,37.987481,-0.828957
2081,73.853831,33.808004,41.658657,44.342705,-2.684048
2082,74.872966,34.277638,42.082712,44.268381,-2.185669
2083,76.249921,34.320657,43.605111,40.872364,2.732747
2084,78.406268,34.358522,41.610490,46.974030,-5.363539
2085,79.837868,34.718985,41.065222,45.251091,-4.185869
2086,81.684293,34.239410,47.995941,54.344776,-6.348835
2087,83.425054,34.274459,51.312811,47.114840,4.197971
2088,84.966066,33.979390,46.304385,48.454959,-2.150574
2089,87.170434,34.556511,55.297289,49.113489,6.183800
2090,88.465370,34.365638,54.654529,56.355521,-1.700993
2091,90.090142,34.184337,59.232618,55.882880,3.349738
2092,90.900948,33.738942,62.113927,57.644404,4.469523
2093,91.086921,34.743668,60.488853,61.732469,-1.243616
2094,92.454591,33.942041,75.384499,62.588687,12.795812
2095,92.834414,34.132961,73.886789,69.543260,4.343529
2096,93.772573,34.417848,81.891501,77.784697,4.106804
2097,93.964157,33.951377,88.130796,75.976481,12.154315
2098,94.533872,33.862292,86.369266,79.781296,6.587970
2099,95.959653,33.673161,101.285082,89.719929,11.565153
2100,96.541494,34.526644,110.482750,95.426138,15.056612
2101,96.872242,34.146789,114.225297,96.164213,18.061084
2102,97.596244,35.188526,120.493842,98.096401,22.397441
2103,98.909059,34.012038,125.973281,104.272690,21.700591
2104,98.928891,34.033910,133.128169,99.848462,33.279707
2105,100.492802,34.140727,128.087389,105.326783,22.760607
2106,-0.270186,36.107423,133.349989,104.351632,28.998357
2107,0.905803,35.893422,130.127082,104.663279,25.463803
2108,1.329986,36.218182,130.473882,96.549639,33.924244
2109,2.323813,35.740906,124.767171,100.606216,24.160954
2110,2.693909,35.620005,122.958864,95.800198,27.158666
2111,3.522591,35.495018,107.912115,94.635708,13.276407
2112,4.297990,35.367411,102.526775,87.167610,15.359165
2113,4.699344,35.879062,99.744168,85.975647,13.768521
2114,5.936533,35.944189,86.742502,71.533396,15.209105
2115,6.274607,35.845052,81.924902,74.590200,7.334701
2116,7.074277,36.407504,75.907587,72.307037,3.600550
2117,7.558838,36.402892,68.617694,66.325526,2.292169
2118,7.802728,35.934042,72.770641,65.225987,7.544653
2119,9.228406,35.496306,62.878022,57.970191,4.907831
2120,10.723785,35.864471,51.316864,52.296555,-0.979692
2121,11.868034,35.854536,49.301353,53.625533,-4.324180
2122,13.259528,35.837342,47.295585,46.452090,0.843496
2123,14.819092,35.825167,50.114334,48.034562,2.079772
2124,16.537352,35.838444,43.969695,43.663661,0.306034
2125,18.327401,35.918520,45.163665,45.362761,-0.199096
2126,19.441675,35.843820,46.408038,48.154079,-1.746041
2127,21.762868,36.096980,43.452897,46.472188,-3.019291
2128,23.275839,36.142593,43.164268,44.467938,-1.303670
2129,24.909333,35.761289,38.718515,43.940977,-5.222462
2130,26.458073,36.415802,41.552828,37.704718,3.848110
2131,27.965069,35.740464,37.500188,40.814244,-3.314056
2132,29.793695,35.549143,36.833457,39.049027,-2.215570
2133,31.402034,36.148716,36.874427,38.000778,-1.126351
2134,32.750931,35.789260,35.571617,40.516512,-4.944895
2135,34.317715,36.130870,34.155329,35.925907,-1.770577
2136,36.153006,35.313382,31.056116,35.917258,-4.861142
2137,38.219808,36.452220,30.675447,30.903285,-0.227838
2138,39.016023,36.236171,30.969710,35.114099,-4.144389
2139,40.580151,35.584340,26.729411,32.733639,-6.004229
2140,42.702489,35.590850,27.996567,34.957667,-6.961100
2141,44.300981,36.536163,29.442850,31.682444,-2.239594
2142,45.970370,35.813269,24.833952,34.202225,-9.368272
2143,47.624206,35.784227,30.597982,33.370220,-2.772238
2144,49.116713,35.354667,30.777077,37.955275,-7.178197
2145,51.263286,35.929249,24.458294,34.846020,-10.387726
2146,51.968708,35.966167,31.033182,29.040105,1.993077
2147,53.833084,36.249131,27.596805,30.618324,-3.021518
2148,55.683309,35.614759,29.579921,34.472039,-4.892118
2149,56.853982,35.578397,27.731913,32.316661,-4.584748
2150,58.926836,36.169772,32.170709,27.683728,4.486981
2151,61.110686,36.336502,32.076232,39.270060,-7.193829
2152,62.251164,35.563137,29.801004,38.410898,-8.609894
2153,63.946761,36.358937,29.980163,38.481365,-8.501202
2154,65.132155,36.045745,30.094411,36.329408,-6.234997
2155,66.957949,36.362024,35.543362,39.806495,-4.263133
2156,68.662951,36.013417,37.825732,37.997810,-0.172077
2157,70.312849,35.277799,39.428785,41.426665,-1.997881
2158,72.425309,35.988893,39.027690,39.622504,-0.594814
2159,73.840777,36.352526,37.479308,46.453233,-8.973925
2160,74.972685,35.766359,39.607758,39.535479,0.072279
2161,77.012727,35.918093,45.678493,47.666857,-1.988364
2162,78.720895,35.981643,42.791865,45.622157,-2.830292
2163,80.546126,35.164629,45.793095,45.518432,0.274663
2164,82.310897,36.535887,43.654176,47.767239,-4.113063
2165,83.164859,35.764070,47.915767,49.833264,-1.917496
2166,84.858784,36.186203,47.160053,52.353596,-5.193543
2167,86.357421,36.008472,52.512307,50.936200,1.576107
2168,88.297141,36.411768,55.128596,50.266412,4.862184
2169,90.139908,36.156300,57.923525,56.771023,1.152503
2170,91.010486,35.964005,63.054539,64.046416,-0.991877
2171,91.405786,35.766428,64.263147,64.419723,-0.156576
2172,92.046903,36.273838,66.161244,66.041715,0.119529
2173,92.902670,35.472450,74.081355,70.175192,3.906164
2174,93.320886,36.228250,80.152868,72.205219,7.947650
2175,94.912576,35.704769,95.455441,83.403904,12.051537
2176,94.517702,36.410168,91.089440,76.718495,14.370945
2177,95.769708,36.082873,102.352815,82.769532,19.583282
2178,97.035653,36.227720,117.153386,94.166299,22.987087
2179,97.144897,36.059079,115.895908,92.566207,23.329701
2180,97.800131,35.508770,122.484018,95.324733,27.159285
2181,98.464195,35.776264,120.299432,98.856704,21.442728
2182,99.231597,36.236200,118.004055,108.960870,9.043185
2183,100.411855,36.084480,129.537306,103.851050,25.686256
2184,-0.663559,38.112918,129.853210,107.490282,22.362928
2185,1.174316,37.879603,130.460222,101.759324,28.700898
2186,1.001384,37.468610,131.007045,100.728887,30.278158
2187,2.062861,37.519801,129.299431,98.949833,30.349599
2188,2.728370,37.789496,120.600374,100.747157,19.853217
2189,3.747995,37.064407,109.565350,91.004209,18.561141
2190,3.806277,38.260653,110.599782,91.218420,19.381363
2191,5.138652,37.891145,94.579150,81.638938,12.940212
2192,6.321579,38.126731,80.162535,70.035920,10.126615
2193,6.019619,37.284440,87.015306,77.039149,9.976157
2194,7.199769,38.131990,70.604879,64.607801,5.997079
2195,7.658548,38.428070,70.562290,67.255843,3.306447
2196,8.699195,37.362357,59.086551,60.289922,-1.203370
2197,9.291459,37.990041,60.330134,52.549799,7.780335
2198,9.807554,37.758954,58.063327,53.629996,4.433331
2199,11.779015,37.295291,56.140427,47.137824,9.002603
2200,13.806611,37.906486,45.090010,52.298523,-7.208513
2201,14.840688,38.008702,46.555412,48.581749,-2.026337
2202,16.746540,37.578283,48.788932,42.024800,6.764132
2203,17.775283,38.108396,46.828260,47.882594,-1.054334
2204,19.508987,37.258592,45.403706,44.818898,0.584808
2205,21.570293,37.310194,41.137639,41.297086,-0.159448
2206,23.506459,37.799600,40.596829,47.989933,-7.393104
2207,24.800562,37.766236,44.235315,43.318834,0.916481
2208,26.232613,37.543649,39.939810,41.527823,-1.588013
2209,27.958971,38.001499,39.658636,40.162352,-0.503716
2210,29.216714,37.917889,37.476166,36.663723,0.812443
2211,31.405844,38.016062,33.149432,35.926492,-2.777061
2212,33.121843,37.721680,37.171539,41.514560,-4.343021
2213,34.354169,37.939395,35.213795,36.432432,-1.218637
2214,35.981436,37.624926,38.590655,36.917387,1.673268
2215,37.834866,38.374766,29.177080,30.801113,-1.624033
2216,39.256739,37.514857,32.846353,32.140778,0.705575
2217,41.000568,38.390210,26.713626,36.205010,-9.491384
2218,43.282978,37.769087,29.286983,34.993118,-5.706135
2219,44.211607,37.345967,30.962832,38.276033,-7.313201
2220,45.810865,38.169044,22.996101,36.813443,-13.817341
2221,47.356758,37.796391,27.285233,32.705868,-5.420636
2222,49.406931,38.013958,26.239540,34.309259,-8.069719
2223,50.761959,38.125777,25.934501,32.338470,-6.403968
2224,52.254168,37.860007,28.737028,38.389883,-9.652855
2225,54.478024,37.580948,30.990137,36.480898,-5.490761
2226,56.140167,38.051335,28.521073,34.390099,-5.869026
2227,57.166812,37.758847,29.696330,34.763047,-5.066717
2228,58.419630,37.964378,30.137496,38.302965,-8.165470
2229,60.914499,37.112502,30.992316,37.122955,-6.130640
2230,62.039509,37.892715,29.277157,40.138791,-10.861634
2231,64.114739,37.567045,36.027913,31.721487,4.306426
2232,64.919173,38.254614,35.285312,39.196050,-3.910738
2233,67.410636,37.945547,37.079528,37.934049,-0.854521
2234,68.412159,37.830578,34.723687,44.109166,-9.385479
2235,70.627393,37.904514,37.372557,44.907660,-7.535103
2236,72.045098,37.459088,38.758467,41.696575,-2.938108
2237,73.387288,38.245598,37.141977,46.715043,-9.573066
2238,75.184012,38.356032,38.072315,48.347085,-10.274770
2239,77.144671,37.876495,41.515776,44.714677,-3.198901
2240,78.603197,38.235742,45.464154,51.583275,-6.119122
2241,80.379406,37.587876,43.371927,46.088706,-2.716779
2242,82.429667,37.519487,43.781152,46.720177,-2.939025
2243,83.000115,37.770898,44.675557,49.714560,-5.039003
2244,85.587205,37.889103,47.647950,48.303930,-0.655981
2245,86.766001,37.640425,49.332775,50.491594,-1.158818
2246,88.097712,37.919951,57.982699,55.481020,2.501679
2247,89.600906,37.850538,59.501998,55.008515,4.493483
2248,90.657550,37.459129,63.945703,53.837891,10.107812
2249,91.705066,37.914259,70.209850,62.980263,7.229588
2250,92.104592,38.017679,67.472252,62.129076,5.343175
2251,93.310489,37.810061,76.399639,72.426757,3.972882
2252,93.136076,38.104415,75.188640,70.987374,4.201267
2253,94.282088,37.393400,91.717521,79.943579,11.773942
2254,94.624282,37.899006,90.318577,80.736328,9.582249
2255,95.823375,37.407536,100.452994,89.171798,11.281196
2256,96.694638,37.424396,110.743185,90.293520,20.449665
2257,97.016629,37.569341,114.041344,95.864115,18.177229
2258,97.075879,37.476003,115.809895,99.112444,16.697451
2259,98.631113,37.594222,126.198821,99.497840,26.700981
2260,99.416736,37.694376,126.245782,107.601754,18.644028
2261,100.121288,38.009767,130.806673,102.308418,28.498255
2262,0.370735,39.386411,132.399565,104.799544,27.600021
2263,0.392970,39.007071,133.408429,107.508680,25.899748
2264,1.632636,39.824779,130.751595,105.376472,25.375124
2265,2.500609,39.231632,120.282368,100.986865,19.295503
2266,2.323567,39.465142,122.122859,97.436253,24.686606
2267,3.667324,39.616720,111.898634,92.139105,19.759529
2268,4.134460,39.542642,103.065778,85.841543,17.224235
2269,4.975543,39.811012,95.063971,77.718343,17.345628
2270,5.818589,39.626460,88.137398,72.874247,15.263151
2271,6.282403,39.224366,86.967405,69.989644,16.977762
2272,6.940145,40.136327,78.123124,69.786527,8.336597
2273,7.867389,39.541059,69.706589,65.809153,3.897436
2274,8.245255,39.438557,67.214979,57.453165,9.761814
2275,8.959967,39.771936,59.280751,59.381383,-0.100631
2276,10.203812,39.557594,56.651944,51.691315,4.960629
2277,11.288015,39.602527,53.176086,54.028413,-0.852327
2278,13.465200,40.230414,51.397284,49.018941,2.378343
2279,15.036737,39.400222,48.364988,45.950764,2.414224
2280,16.012870,39.387430,48.298254,49.983746,-1.685492
2281,17.959996,39.517732,45.364694,45.498712,-0.134018
2282,20.154151,39.804213,45.153770,45.201896,-0.048126
2283,21.134222,39.030798,40.723502,39.502965,1.220537
2284,22.921903,38.893092,41.708013,46.388467,-4.680454
2285,24.832496,39.306624,44.770182,45.060696,-0.290514
2286,26.561548,38.992582,40.673766,41.937273,-1.263507
2287,27.883722,39.355309,39.031867,37.447527,1.584340
2288,29.412584,39.633509,42.971402,43.605721,-0.634319
2289,31.651201,39.215534,32.814465,37.421529,-4.607064
2290,33.378813,39.054711,32.113632,36.979398,-4.865767
2291,34.783453,39.503560,38.569936,43.395449,-4.825514
2292,36.148044,39.741522,33.861313,35.440709,-1.579396
2293,37.512622,38.974267,31.513475,37.949480,-6.436004
2294,39.138622,39.728828,28.995060,37.325118,-8.330058
2295,41.177162,39.727950,32.113805,36.175612,-4.061807
2296,42.778581,39.768984,31.777659,35.491221,-3.713561
2297,44.706194,39.848303,27.228521,35.407671,-8.179150
2298,46.113502,40.143363,30.143691,35.554143,-5.410452
2299,47.100096,39.375931,27.801923,33.424534,-5.622611
2300,49.499258,39.515630,29.301047,37.339181,-8.038134
2301,50.516908,39.357827,25.667088,30.157629,-4.490541
2302,52.333788,39.483352,32.016409,36.284877,-4.268468
2303,54.156693,39.942621,32.844504,36.991593,-4.147088
2304,56.312986,39.079254,28.797291,36.127719,-7.330428
2305,58.279914,39.224444,30.592602,38.203598,-7.610996
2306,59.161609,39.895913,33.859739,37.437858,-3.578118
2307,60.557286,39.788770,33.316676,33.797616,-0.480940
2308,62.405250,39.373819,34.265818,38.381711,-4.115893
2309,64.143848,39.739079,39.041866,39.369531,-0.327665
2310,65.414004,39.585123,44.246767,40.390632,3.856135
2311,67.681421,39.932841,48.771433,43.861358,4.910075
2312,68.844531,39.505111,45.650167,43.382721,2.267446
2313,70.557486,39.790448,48.272014,46.186575,2.085439
2314,72.240594,40.275362,51.652449,47.259693,4.392756
2315,73.799945,39.662188,47.164809,49.377795,-2.212986
2316,75.557805,39.497557,48.779081,52.494703,-3.715622
2317,76.753600,39.699493,44.522759,49.496348,-4.973588
2318,78.403938,39.373174,47.817348,46.405587,1.411761
2319,79.874035,40.199149,56.127243,50.006053,6.121190
2320,81.968585,39.536780,50.186981,46.989441,3.197540
2321,83.703069,39.400879,51.525538,48.687194,2.838344
2322,85.239373,39.232052,49.374495,49.056872,0.317623
2323,87.237042,39.811925,54.158911,49.247927,4.910984
2324,88.365668,39.742915,52.007696,57.027213,-5.019517
2325,90.200622,39.333552,61.422836,52.979751,8.443084
2326,90.386775,39.655694,62.130519,59.244539,2.885981
2327,91.312442,39.030192,65.673070,60.199005,5.474065
2328,92.351518,39.538250,75.351500,70.042614,5.308885
2329,93.111873,39.618586,76.785588,70.243683,6.541905
2330,93.483238,39.994958,81.300793,71.000145,10.300648
2331,94.264235,39.251513,88.592177,75.614001,12.978176
2332,94.544638,39.099253,88.443576,78.114816,10.328760
2333,95.607177,39.214130,102.173185,82.265556,19.907629
2334,96.695686,39.081788,107.665474,90.148928,17.516545
2335,97.315419,39.883756,120.408574,91.605281,28.803293
2336,98.007343,39.947350,122.997890,97.206384,25.791506
2337,98.586361,39.578824,124.484377,101.661424,22.822954
2338,99.287833,39.849147,126.607400,104.211486,22.395914
2339,99.801904,39.522946,128.762052,98.945197,29.816855
2340,0.209649,41.178363,140.378025,110.466929,29.911096
2341,0.840578,41.106985,138.127812,110.831380,27.296433
2342,1.576177,41.113779,131.403759,106.580365,24.823394
2343,1.985047,40.742556,126.494406,102.044572,24.449834
2344,2.211140,41.286173,131.317394,103.781037,27.536357
2345,3.900574,41.194796,110.655492,91.823574,18.831918
2346,4.142063,41.430505,111.651839,91.227319,20.424520
2347,4.741167,41.234954,103.688072,87.576435,16.111637
2348,5.922329,41.158085,90.941496,83.975983,6.965513
2349,6.310968,40.945539,87.216541,72.732716,14.483825
2350,7.460838,41.228543,73.544082,68.447455,5.096627
2351,8.042245,41.428368,69.267369,67.572280,1.695089
2352,8.776499,40.863895,64.386754,59.814053,4.572702
2353,8.875928,41.233139,71.984030,65.755950,6.228079
2354,10.363583,41.276809,66.580875,53.048051,13.532824
2355,11.711028,40.991477,60.732196,53.617953,7.114242
2356,13.154523,41.030540,53.707416,55.570158,-1.862742
2357,14.940976,41.276080,49.917822,53.013658,-3.095836
2358,15.997742,40.866870,45.018447,48.795042,-3.776594
2359,18.285861,41.311874,51.201747,53.458776,-2.257030
2360,19.487107,40.938290,48.718683,51.688409,-2.969726
2361,21.022770,41.525753,56.730485,53.466273,3.264212
2362,22.604517,41.908245,60.099377,54.629004,5.470374
2363,25.027684,40.948670,46.425665,47.782498,-1.356834
2364,26.137752,41.367159,46.602553,48.097357,-1.494804
2365,28.419302,40.988874,41.552391,46.996058,-5.443668
2366,29.431096,41.519183,49.344305,52.781996,-3.437691
2367,30.712282,40.827319,43.063564,36.527515,6.536049
2368,32.522186,41.351073,45.871824,46.303620,-0.431796
2369,34.860539,40.945000,37.021696,37.450149,-0.428454
2370,36.075680,41.144801,42.351259,48.852756,-6.501497
2371,37.590616,40.897589,38.812867,39.217043,-0.404177
2372,39.435761,41.453602,40.203320,46.521415,-6.318095
2373,41.170943,40.955802,34.683818,39.542501,-4.858683
2374,42.988281,41.372486,42.403591,40.978388,1.425202
2375,44.720264,41.103667,36.497023,37.793295,-1.296272
2376,45.810437,41.172555,41.664734,44.583492,-2.918757
2377,47.153206,41.251223,39.825471,43.751282,-3.925811
2378,49.059634,40.978349,34.384143,43.820528,-9.436385
2379,50.894411,41.270007,39.274111,42.098288,-2.824177
2380,52.159852,41.665997,46.298013,48.250830,-1.952817
2381,53.794487,40.973468,35.131926,39.313560,-4.181634
2382,55.817422,41.558440,45.325106,47.807156,-2.482050
2383,57.332343,41.656326,54.261925,49.775510,4.486415
2384,58.989431,40.962050,45.744083,45.285228,0.458855
2385,60.384696,40.770380,45.417792,43.241515,2.176276
2386,62.175778,41.297485,62.682582,58.123213,4.559369
2387,63.600281,41.042674,56.120113,56.204011,-0.083898
2388,65.777264,41.767478,93.055972,81.326118,11.729854
2389,67.453432,41.217339,71.203143,72.421531,-1.218388
2390,68.221654,40.966237,64.713893,63.202151,1.511742
2391,70.129310,40.862749,62.077523,64.550285,-2.472762
2392,71.591858,41.533868,87.840254,85.589607,2.250647
2393,73.478462,41.035541,68.786607,68.770554,0.016053
2394,75.281091,41.220045,73.259553,69.964495,3.295059
2395,76.503882,41.493637,77.051156,69.983357,7.067799
2396,78.294871,41.061619,59.080912,59.971308,-0.890396
2397,79.902894,41.193118,60.390445,55.667986,4.722459
2398,81.898915,41.201926,57.610707,58.085192,-0.474484
2399,83.490191,41.411894,55.214257,58.549358,-3.335101
2400,84.885520,41.384120,56.068871,57.061546,-0.992675
2401,86.787740,41.140862,54.792612,58.040087,-3.247474
2402,88.203343,41.225991,62.895900,54.367768,8.528132
2403,89.918503,41.095363,63.575137,63.951444,-0.376307
2404,91.216321,40.763613,68.990585,64.734829,4.255756
2405,91.830710,41.284177,70.401869,67.396804,3.005065
2406,91.752983,41.774554,81.362270,70.808931,10.553339
2407,93.106063,40.941781,84.683354,73.332103,11.351250
2408,93.814848,40.974988,82.818257,80.250876,2.567381
2409,93.941235,40.945678,87.061796,77.356643,9.705153
2410,95.245633,41.424274,105.831918,88.553627,17.278291
2411,96.175665,41.341442,114.625367,93.774186,20.851181
2412,96.091808,41.159335,109.279622,96.611825,12.667797
2413,96.867606,40.931491,116.100177,94.979806,21.120370
2414,98.162441,41.234610,126.732224,103.757185,22.975039
2415,98.652877,40.737510,128.615060,107.171445,21.443615
2416,99.451157,41.249925,136.590082,107.884438,28.705644
