FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Survey_Year,Survey_Quarter,FDI_Inflow_Lagos_Million_USD,National_Corruption_Index,Regulatory_Quality_Index,Power_Supply_Hours,Logistics_Quality_Index,GDP_Growth_Rate,Inflation_Rate,Exchange_Rate,Interest_Rate,Ease_Doing_Business_Rank,Food_Sector_GDP_Billion_NGN,Manufacturing_Capacity_Utilization,Infrastructure_Index,Institutional_Quality_Index,Policy_Support_Received,Tax_Incentive_Beneficiary,Export_Grant_Recipient
FIRM_102,SME,189,39,Beverages,Private Nigerian,1,17.38206219072437,USA,Greenfield,5,3.31,2.48,2.69,2.91,0.452,1,1.48,2.39,18.62,12.59,0.71,12.86,73.7,236.81,288.58,30.45,4.6,3.5,3.5,4.5,4.03,0,4,68.8,55.2,89.3,None,15.6,0.327,0.265,1,1,31.9,51.9,3.39,8.09,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_103,SME,156,3,Fruit and Vegetable Processing,Private Nigerian,1,28.502960851208666,UK,Greenfield,3,4.24,4.95,2.79,3.21,0.701,0,4.2,2.33,20.15,12.7,5.29,30.64,50.2,471.62,1169.26,144.5,2.2,4.8,4.5,2.4,3.48,1,5,77.6,87.7,90.0,ISO 9001,36.7,0.372,0.231,1,0,23.3,56.9,4.92,7.32,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_104,SME,221,28,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.37,2.83,2.68,2.29,0.118,1,1.54,1.15,16.75,4.69,5.31,11.72,89.1,341.36,784.06,40.01,3.3,5.6,1.9,7.0,4.45,0,5,49.9,81.0,83.2,ISO 22000,30.6,0.318,0.431,0,0,13.1,52.9,3.84,8.39,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_105,SME,86,23,Meat Processing,Private Nigerian,0,0.0,None,None,0,1.79,3.93,2.5,2.3,0.192,0,1.83,1.99,16.78,17.08,5.57,3.66,51.7,191.75,286.09,7.02,5.2,3.8,1.2,3.9,3.52,0,4,71.2,80.8,83.9,None,26.4,0.345,0.253,1,0,30.2,45.9,5.0,4.05,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_106,SME,143,11,Oils and Fats,Private Nigerian,1,22.42889455563042,USA,Joint Venture,3,2.88,4.13,2.91,3.07,0.535,1,2.73,1.01,21.79,10.06,9.59,42.04,56.6,165.08,268.36,69.4,5.5,3.5,2.9,3.0,3.72,0,12,72.3,64.2,97.7,None,15.7,0.185,0.269,0,1,29.2,74.7,2.25,4.11,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_107,SME,200,40,Oils and Fats,Private Nigerian,1,20.37391003061366,Germany,Greenfield,5,5.0,2.41,4.21,4.09,0.709,0,3.74,1.29,29.37,4.86,3.85,46.66,65.1,112.16,259.86,52.33,3.6,6.7,3.5,5.0,4.7,0,1,77.4,86.9,77.1,None,66.3,0.183,0.354,0,0,37.4,48.1,3.36,4.44,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_108,SME,246,2,Oils and Fats,Joint Venture,1,18.065897832202452,Netherlands,Greenfield,2,4.83,2.73,2.53,3.86,0.393,1,1.39,2.13,30.14,11.12,11.39,46.64,70.9,480.33,811.6,224.03,4.9,3.4,3.2,2.3,3.45,1,11,73.0,66.9,84.6,None,74.8,0.499,0.514,1,0,34.1,66.8,3.38,5.85,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_109,SME,136,34,Bakery Products,Private Nigerian,1,27.370971323125683,India,M&A,7,4.01,3.65,3.09,3.6,0.665,1,3.67,2.06,24.12,8.82,13.16,8.78,75.9,263.96,608.12,23.18,4.3,2.5,2.9,4.1,3.45,1,3,71.8,58.9,97.3,None,65.5,0.542,0.573,0,0,67.8,80.7,3.28,5.14,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_110,SME,133,24,Sugar and Confectionery,Private Nigerian,0,0.0,None,None,0,3.05,2.91,1.59,3.38,0.15,0,0.75,2.12,12.86,5.09,0.66,8.16,64.3,210.74,347.16,17.2,4.8,1.0,4.8,3.8,3.6,0,5,43.5,62.9,95.5,None,20.8,0.498,0.412,0,0,31.5,37.6,4.2,6.21,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_111,SME,139,4,Beverages,Joint Venture,1,22.151297843706928,China,M&A,4,4.28,2.13,4.1,3.36,0.213,1,2.81,1.28,27.88,18.58,11.13,45.56,63.9,367.5,588.01,167.43,5.4,3.9,3.4,5.1,4.45,1,6,42.0,89.7,95.0,HACCP,13.8,0.226,0.216,0,0,29.6,67.2,1.92,8.07,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_112,SME,88,18,Fish Processing,Joint Venture,1,30.86370026296832,South Africa,Joint Venture,18,3.67,2.32,3.43,3.06,0.357,1,2.32,1.2,27.79,10.48,12.5,0.03,62.2,155.11,199.88,0.05,3.6,4.3,1.6,2.8,3.08,0,5,93.8,81.4,68.4,None,47.6,0.486,0.336,0,0,56.9,76.4,2.54,11.33,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_113,SME,204,19,Oils and Fats,Private Nigerian,0,0.0,None,None,0,3.34,2.52,2.06,2.95,0.432,1,2.15,1.09,22.08,3.2,7.92,11.54,57.3,180.04,304.3,20.78,3.4,5.2,1.0,4.5,3.52,1,12,64.6,82.3,76.3,None,19.4,0.415,0.247,0,0,15.7,82.3,3.06,5.68,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_114,SME,88,44,Other Food Products,Joint Venture,1,43.26412897032867,UK,Joint Venture,2,3.22,3.46,3.16,3.51,0.615,1,3.32,1.13,10.3,22.19,13.81,46.15,89.2,81.07,132.57,37.41,5.1,5.3,1.5,2.3,3.55,0,3,70.4,55.9,81.0,None,77.7,0.413,0.426,0,0,64.1,69.2,3.63,5.55,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_115,SME,196,2,Sugar and Confectionery,Private Foreign,1,27.94109405240648,South Africa,Greenfield,1,3.82,3.72,2.64,3.26,0.271,1,1.43,1.72,12.52,20.45,6.26,12.77,68.5,100.17,194.48,12.79,5.8,6.1,4.4,3.3,4.9,1,9,69.4,53.8,69.5,HACCP,74.2,0.281,0.349,0,1,54.3,32.7,3.69,6.06,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_116,SME,24,28,Beverages,Government-owned,1,29.00799322520967,USA,Greenfield,17,3.1,1.56,3.76,3.25,0.491,0,4.15,1.38,17.78,20.45,5.77,41.28,76.9,383.73,862.1,158.4,5.2,3.6,5.0,3.6,4.35,0,9,72.1,65.9,79.3,None,43.6,0.415,0.288,1,0,33.0,50.9,3.49,4.85,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_117,SME,77,26,Grain Mill Products,Private Foreign,1,90.81596945665173,South Africa,M&A,14,3.26,2.33,2.99,3.2,0.151,1,4.9,1.21,23.75,20.26,8.48,7.96,83.1,379.06,834.19,30.17,6.3,4.1,4.0,5.7,5.02,1,3,46.6,59.8,71.7,None,51.8,0.307,0.389,0,1,48.1,40.0,3.84,7.44,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_118,SME,131,5,Fish Processing,Joint Venture,1,15.481337991826173,Netherlands,Greenfield,5,3.94,2.17,3.53,3.93,0.411,0,3.74,2.38,20.22,8.95,1.27,37.76,70.6,289.61,560.03,109.36,3.7,2.5,4.0,6.0,4.05,0,4,46.8,50.5,70.0,None,22.9,0.281,0.395,1,1,16.2,37.5,2.97,9.82,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_119,SME,222,20,Fruit and Vegetable Processing,Joint Venture,1,29.760745843306108,Netherlands,Joint Venture,12,3.89,3.18,3.2,3.89,0.347,0,0.67,1.61,15.24,21.85,0.67,28.75,73.7,88.43,217.91,25.42,6.5,7.0,4.0,3.7,5.3,0,7,81.3,65.6,69.0,None,18.0,0.252,0.531,0,0,61.7,52.1,3.37,7.4,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_120,SME,96,29,Fish Processing,Private Foreign,1,33.61675388403717,China,Greenfield,3,3.23,3.84,2.17,4.19,0.52,0,1.54,1.49,32.32,20.84,8.69,26.86,76.8,431.68,902.52,115.95,2.3,2.8,2.6,2.7,2.6,1,1,43.1,66.9,79.7,None,52.7,0.369,0.3,0,0,50.5,35.5,5.0,4.13,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_121,SME,165,18,Beverages,Joint Venture,1,36.64145714319882,USA,Joint Venture,12,3.65,2.69,2.8,4.26,0.678,0,4.55,1.86,9.91,9.94,3.43,47.26,84.2,185.43,266.88,87.63,5.9,3.8,5.8,4.6,5.03,1,12,64.8,56.4,71.8,None,69.3,0.232,0.581,0,0,46.0,47.5,3.85,4.07,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_122,SME,99,37,Dairy Products,Private Nigerian,0,0.0,None,None,0,2.86,3.26,2.56,3.0,0.424,0,2.35,1.95,12.27,17.07,4.5,4.98,77.2,468.23,686.54,23.32,5.4,4.8,4.6,3.6,4.6,1,11,92.5,86.3,78.8,ISO 9001,16.9,0.312,0.296,0,0,31.8,59.8,4.03,9.23,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_123,SME,235,41,Sugar and Confectionery,Private Foreign,1,31.828984892467364,South Africa,Greenfield,12,2.97,2.72,4.37,2.7,0.221,0,4.4,1.78,24.02,4.22,5.41,41.37,72.5,313.38,480.52,129.65,4.0,4.1,5.5,2.6,4.05,0,6,90.0,77.3,95.9,None,65.8,0.496,0.383,0,1,28.5,60.2,3.47,7.34,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_124,SME,104,44,Other Food Products,Joint Venture,1,12.129801825325293,South Africa,Greenfield,15,4.37,3.31,4.16,4.34,0.255,1,3.72,2.45,11.74,4.09,1.59,19.54,51.2,73.62,131.43,14.39,3.9,3.0,1.7,4.1,3.18,1,0,55.5,53.3,100.0,ISO 9001,11.5,0.46,0.254,0,0,33.8,73.1,3.45,4.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_125,SME,87,33,Dairy Products,Mixed Ownership,1,29.876601581346666,China,Joint Venture,16,3.51,3.64,1.81,3.18,0.725,1,3.11,1.28,13.75,11.8,14.98,2.86,65.5,119.53,211.74,3.42,4.7,1.8,3.6,2.9,3.25,0,6,79.2,62.7,82.4,HACCP,34.3,0.468,0.45,0,0,69.3,81.8,4.5,10.31,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_126,SME,36,2,Sugar and Confectionery,Joint Venture,1,43.81991682360274,Netherlands,M&A,2,3.45,3.21,2.95,3.04,0.204,0,1.1,2.25,27.75,4.17,13.49,1.51,77.1,408.49,669.67,6.17,2.0,2.8,4.3,2.6,2.92,1,13,50.0,68.1,92.8,None,15.6,0.433,0.462,0,1,51.7,66.3,3.43,7.11,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_127,SME,47,9,Oils and Fats,Private Nigerian,0,0.0,None,None,0,3.53,2.62,2.65,3.2,0.178,0,1.72,1.26,19.73,3.77,1.21,5.79,48.7,270.96,438.13,15.69,3.2,3.2,2.1,3.7,3.05,0,13,75.3,80.4,88.6,None,5.1,0.49,0.352,0,1,30.0,45.3,3.5,7.16,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_128,SME,24,14,Meat Processing,Joint Venture,1,18.485929657334136,Netherlands,M&A,14,4.34,2.38,2.36,3.48,0.324,1,1.46,1.5,24.8,8.14,5.82,20.33,67.4,80.62,129.96,16.39,5.4,4.1,1.1,4.5,3.78,0,10,75.4,53.2,88.8,HACCP,54.5,0.547,0.511,1,1,37.5,37.5,4.37,10.9,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_129,SME,197,12,Fruit and Vegetable Processing,Mixed Ownership,0,0.0,None,None,0,3.8,4.3,1.0,2.35,0.222,0,0.01,1.24,15.37,13.83,3.03,8.2,59.6,62.19,110.95,5.1,6.6,4.5,3.2,4.3,4.65,1,8,70.5,58.4,76.5,None,10.7,0.272,0.448,0,0,10.5,32.1,5.0,8.0,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_130,SME,58,33,Meat Processing,Joint Venture,1,42.12610913008122,Netherlands,Greenfield,19,3.78,2.21,3.52,2.94,0.627,1,0.97,1.05,29.31,14.2,7.28,5.55,85.7,422.68,851.22,23.46,4.9,3.5,2.6,4.7,3.92,0,14,65.0,67.8,83.5,None,75.3,0.493,0.268,0,0,47.0,66.0,4.55,11.99,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_131,SME,212,27,Dairy Products,Joint Venture,0,0.0,None,None,0,3.34,3.44,2.0,3.11,0.31,0,2.28,1.55,5.8,8.43,12.48,10.52,57.0,242.1,438.14,25.47,4.4,4.3,4.4,4.2,4.32,1,5,90.3,89.1,65.5,None,33.6,0.45,0.48,0,1,44.3,35.6,2.53,4.1,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_132,SME,12,31,Fruit and Vegetable Processing,Mixed Ownership,0,0.0,None,None,0,3.27,3.17,4.92,2.92,0.105,0,0.88,1.56,18.43,8.01,4.19,9.47,94.6,334.35,630.3,31.66,4.9,6.3,4.6,5.0,5.2,0,12,50.1,47.6,94.2,None,34.4,0.157,0.22,0,0,7.6,62.8,2.43,6.19,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_133,SME,99,29,Bakery Products,Private Nigerian,0,0.0,None,None,0,3.69,3.48,2.96,3.3,0.164,0,0.76,2.09,17.39,4.16,7.94,5.15,76.8,195.05,431.05,10.05,2.5,4.3,2.7,4.7,3.55,0,7,55.7,73.8,95.2,ISO 22000,38.5,0.163,0.432,1,0,17.0,57.2,2.98,11.32,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_134,SME,202,24,Other Food Products,Joint Venture,1,45.55961938288908,UK,M&A,15,3.83,2.77,4.37,3.72,0.336,1,2.32,2.47,14.1,9.65,5.64,29.36,78.8,169.56,400.93,49.78,4.3,4.4,2.5,3.7,3.72,0,11,68.6,66.1,89.9,ISO 9001,67.3,0.284,0.43,0,0,37.3,54.9,2.76,9.87,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_135,SME,110,36,Sugar and Confectionery,Private Nigerian,1,16.43242704725651,China,Greenfield,2,4.33,3.99,2.09,3.86,0.173,1,4.51,1.77,28.14,23.24,2.87,35.97,83.9,98.16,217.42,35.31,3.7,3.7,4.6,2.2,3.55,0,2,71.5,49.4,100.0,None,75.8,0.531,0.296,0,0,34.4,30.2,3.99,5.3,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_136,SME,162,15,Meat Processing,Joint Venture,1,24.63753248514754,USA,M&A,15,3.12,3.69,2.34,4.43,0.508,1,0.58,2.35,13.51,19.88,14.99,10.99,85.2,484.45,1158.11,53.24,3.0,5.9,3.5,2.9,3.82,1,2,51.2,56.7,82.0,ISO 9001,38.0,0.318,0.406,0,0,58.9,73.3,4.2,5.95,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_137,SME,86,5,Other Food Products,Private Nigerian,0,0.0,None,None,0,3.0,3.79,2.88,2.29,0.17,1,1.59,2.26,11.9,8.85,13.42,12.2,53.3,459.6,643.78,56.07,5.5,3.6,3.6,1.8,3.62,0,10,80.5,59.4,93.6,None,10.7,0.534,0.541,0,0,16.5,30.5,3.83,4.16,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_138,SME,35,27,Bakery Products,Private Foreign,1,48.04179576916832,China,Greenfield,5,2.88,3.76,3.49,4.16,0.276,1,3.33,2.21,17.31,8.94,13.07,34.8,66.8,141.92,285.95,49.39,1.0,1.4,1.0,5.0,2.1,0,5,40.0,71.7,86.3,None,53.3,0.183,0.287,1,0,23.9,81.4,1.1,9.1,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_139,SME,60,23,Fish Processing,Private Nigerian,0,0.0,None,None,0,2.08,2.7,2.5,2.83,0.237,0,2.33,2.39,7.5,8.73,0.91,12.83,80.9,371.7,653.75,47.69,2.8,4.6,3.5,3.8,3.68,1,7,61.4,78.0,75.5,None,12.4,0.246,0.313,0,1,23.8,48.6,3.69,4.06,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_140,SME,175,31,Bakery Products,Private Foreign,0,0.0,None,None,0,3.89,3.27,3.33,3.06,0.299,1,0.29,2.24,7.79,10.8,1.04,1.21,79.5,203.66,301.48,2.46,5.8,3.3,4.4,4.5,4.5,1,4,92.4,47.2,85.4,ISO 9001,23.8,0.38,0.458,1,0,25.6,81.3,3.28,9.33,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_141,SME,30,5,Sugar and Confectionery,Private Foreign,1,54.90711497987137,Netherlands,M&A,2,2.99,3.7,3.99,3.07,0.472,0,1.46,1.83,8.68,16.44,11.56,30.42,78.5,470.49,690.91,143.12,3.4,4.8,4.1,6.9,4.8,0,3,63.0,83.4,87.5,None,16.9,0.186,0.305,0,1,32.0,64.3,3.74,6.85,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_142,SME,24,36,Dairy Products,Joint Venture,1,37.832751041373996,USA,Greenfield,7,3.12,3.24,2.87,2.33,0.22,1,4.34,1.79,8.55,7.64,7.38,18.8,80.4,312.98,699.8,58.84,1.9,5.4,2.7,3.1,3.28,0,8,58.3,67.1,83.4,None,26.7,0.468,0.395,0,1,26.7,55.3,3.08,6.46,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_143,SME,89,7,Bakery Products,Private Foreign,1,42.090302905919984,China,M&A,7,2.52,2.88,2.99,2.44,0.606,1,3.69,0.84,17.39,19.03,5.41,29.31,82.9,73.53,169.73,21.55,3.5,4.4,3.2,5.8,4.23,0,14,55.5,57.0,76.3,None,26.4,0.199,0.249,0,0,38.4,37.0,3.47,11.32,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_144,SME,146,35,Fruit and Vegetable Processing,Private Nigerian,0,0.0,None,None,0,3.41,3.17,1.17,2.96,0.111,1,0.94,2.09,15.79,4.16,0.76,1.53,73.2,336.83,755.3,5.15,4.3,1.2,2.8,3.0,2.82,0,5,62.2,89.7,89.8,HACCP,28.5,0.219,0.49,0,0,34.7,84.8,2.87,9.33,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_145,SME,158,44,Grain Mill Products,Joint Venture,1,12.405308761217341,China,Greenfield,3,3.6,2.99,5.0,4.22,0.487,1,1.39,1.34,21.93,8.0,2.19,50.45,66.8,111.03,154.26,56.01,5.7,5.3,5.4,2.5,4.72,1,11,45.1,88.0,89.8,None,10.1,0.508,0.409,1,0,39.5,47.4,4.14,10.31,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_146,SME,145,42,Meat Processing,Private Nigerian,0,0.0,None,None,0,3.85,2.4,2.35,3.13,0.197,0,0.38,2.16,19.14,5.86,5.82,1.59,54.2,493.67,1093.42,7.85,4.9,5.7,1.0,4.0,3.9,1,9,93.5,52.2,93.6,ISO 22000,19.7,0.306,0.466,1,1,25.0,52.8,4.91,5.35,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_147,SME,182,42,Oils and Fats,Joint Venture,1,28.088583162300672,Germany,Greenfield,8,3.32,2.76,3.14,4.02,0.462,1,2.58,2.34,7.82,20.74,5.44,46.77,77.0,348.99,624.2,163.22,5.0,4.8,5.3,5.4,5.12,0,12,70.9,79.3,88.3,None,24.5,0.378,0.547,0,0,23.0,51.4,3.38,11.61,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_148,SME,190,20,Grain Mill Products,Government-owned,0,0.0,None,None,0,3.16,2.55,3.53,2.49,0.227,0,1.94,1.45,13.86,8.64,5.83,7.89,58.9,285.91,592.39,22.56,5.9,2.8,2.2,4.0,3.72,0,4,44.6,75.8,87.8,None,17.6,0.181,0.371,0,0,42.1,77.9,2.58,5.9,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_149,SME,226,11,Meat Processing,Private Nigerian,0,0.0,None,None,0,4.03,2.51,2.93,3.32,0.092,0,1.59,2.17,21.5,16.02,6.5,10.47,70.0,251.05,447.31,26.28,3.9,2.7,2.6,7.0,4.05,1,11,59.6,52.4,92.0,None,34.1,0.416,0.335,0,0,36.0,83.2,3.93,11.12,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_150,SME,142,13,Oils and Fats,Joint Venture,1,38.58222066247204,UK,Joint Venture,7,3.85,2.28,3.06,2.91,0.6,0,4.96,1.27,19.45,10.33,6.89,44.56,83.7,141.58,330.64,63.09,4.9,2.4,1.9,4.9,3.53,1,11,51.3,53.5,85.2,ISO 9001,31.8,0.504,0.51,0,0,48.3,37.6,3.24,6.69,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_151,SME,191,5,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,2.06,2.78,1.98,3.41,0.246,1,1.54,1.93,12.57,17.32,13.18,10.62,53.2,345.57,503.73,36.7,5.5,2.6,6.2,4.9,4.8,1,9,63.7,59.4,69.4,None,11.7,0.396,0.362,1,1,38.3,82.2,2.6,6.14,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_152,SME,93,18,Dairy Products,Joint Venture,1,42.131958883361904,Netherlands,Joint Venture,9,3.78,3.42,2.38,3.43,0.467,1,3.17,1.62,22.69,4.1,3.33,25.55,73.4,240.97,513.05,61.57,5.1,1.9,4.6,1.7,3.32,0,4,89.0,63.5,80.6,ISO 9001,46.7,0.535,0.443,0,0,41.4,45.8,3.29,8.48,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_153,SME,150,23,Bakery Products,Joint Venture,1,40.53109610147965,South Africa,Greenfield,11,2.39,3.33,3.58,3.84,0.738,1,1.52,1.16,27.11,7.54,1.47,51.93,87.4,299.58,710.64,155.57,4.0,3.8,3.2,4.9,3.98,0,2,74.3,88.7,88.3,None,33.5,0.358,0.592,0,0,52.0,71.3,2.82,6.54,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
