firm_id,firm_size,survey_date,years_operation,employees_cat,revenue_cat,ownership_type,has_fdi,fdi_type,years_fdi,ka1_technical_manuals,ka2_staff_training,ka3_adapt_technology,ka4_commercialize_knowledge,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3yr,innovation_iot,innovation_automation,innovation_quality_mgmt,innovation_other,skilled_workforce_pct,training_hours_annual,modern_equipment,machinery_age_years,credit_access,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permit_ease,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,knowledge_absorption,task_performance,innovation_score,government_policy,firm_resources,overall_performance
SME173,SME,2024-04-16,9,1-50,<50M,Local,1,Joint venture,8.0,4,5,5,4,3,4,3,4,1.0,3,0,0,0,0,36.5,20,1,8,Moderate,11.3,3,4,4,5,8.2,8.9,12.8,98.0,3.3,4.5,3.5,-0.6941968213439272,4.0,-0.5375354066143063,-0.0502006180168223
SME174,SME,2024-04-02,5,51-250,<50M,Local,0,,,1,1,1,1,3,4,3,3,1.2,0,0,0,1,0,59.3,13,0,17,Moderate,7.7,3,2,3,2,13.4,9.1,6.2,60.1,0.5,1.0,3.25,-0.9725866814764882,2.5,-1.0383401233765672,-0.5902046958528917
SME175,SME,2024-03-16,11,1-50,50M-500M,Joint venture,1,Technology transfer,8.0,4,5,4,4,3,3,3,3,2.0,2,1,1,0,0,80.3,39,1,3,Moderate,11.2,4,4,5,5,18.4,17.4,37.0,70.9,0.8,4.25,3.0,-0.16978947313115667,4.5,0.5527798242626697,0.5862246956073907
SME176,SME,2024-01-29,4,51-250,<50M,Local,1,Technology transfer,2.0,4,4,4,4,5,4,5,5,2.6,5,0,0,0,0,80.0,21,1,8,Easy,8.0,5,5,3,5,15.0,5.9,32.1,79.5,4.0,4.0,4.75,0.13900833904612642,4.5,0.3986895281046221,0.1432931708982257
SME177,SME,2024-03-16,12,1-50,<50M,Local,0,,,2,2,2,2,2,2,2,3,0.0,0,0,0,0,0,63.4,5,0,13,Moderate,11.7,4,5,5,6,12.1,3.1,0.0,69.6,1.7,2.0,2.25,-1.5314880426654376,5.0,-0.9404306418982558,-0.824914422276057
SME178,SME,2024-06-08,7,1-50,50M-500M,Foreign-owned,1,Equity,3.0,4,4,4,3,4,5,5,5,2.7,0,0,1,1,0,52.0,10,1,4,Easy,5.2,3,3,3,2,11.8,6.8,42.6,71.2,3.5,3.75,4.75,-0.32528892330248793,2.75,-0.051515469931058405,0.09212230321952296
SME179,SME,2024-02-04,21,51-250,50M-500M,Local,0,,,2,2,2,2,3,3,3,2,0.0,1,0,0,0,0,39.5,29,0,16,Easy,19.6,4,3,2,6,9.8,10.9,14.2,77.1,0.1,2.0,2.75,-1.3506091877638795,3.75,-0.8972156983144933,-0.3317248055212277
SME180,SME,2024-02-05,4,1-50,50M-500M,Joint venture,1,Equity,3.0,4,4,4,3,4,4,5,4,1.2,5,0,0,1,0,29.9,28,1,4,Easy,17.4,5,4,4,4,21.0,8.1,35.9,94.2,6.2,3.75,4.25,-0.06819240696869713,4.25,-0.18578611990994834,0.8353165817871704
SME181,SME,2024-05-18,6,51-250,50M-500M,Foreign-owned,1,Equity,5.0,3,4,4,4,3,3,3,3,1.4,3,0,0,1,0,85.5,70,1,12,Easy,20.4,5,5,4,4,17.0,2.2,39.0,86.4,3.1,3.75,3.0,-0.3710191854484465,4.5,0.950545772802092,0.1646019256995308
SME182,SME,2024-02-01,4,51-250,50M-500M,Local,0,,,2,3,3,2,3,3,3,3,2.0,1,1,0,0,0,52.0,8,1,1,Easy,8.3,3,1,2,3,7.4,7.6,0.0,50.8,0.4,2.5,3.0,-0.5559841012814614,2.25,0.021351799296899898,-1.0864420758837892
SME183,SME,2024-05-30,20,1-50,<50M,Local,1,Joint venture,8.0,5,4,4,5,4,4,3,4,2.0,4,0,1,0,0,47.6,24,1,2,Easy,14.1,5,4,3,4,21.7,16.5,11.1,95.9,5.0,4.5,3.75,-0.013347536576786695,4.0,0.11267623749680619,0.8525890729246801
SME184,SME,2024-02-16,18,51-250,<50M,Joint venture,1,Equity,9.0,5,5,4,5,5,5,4,4,0.3,0,1,0,0,0,74.9,28,1,3,Difficult,19.3,4,3,5,4,-2.2,13.7,9.1,98.0,6.9,4.75,4.5,-1.2377758724316403,4.0,0.10283283398391235,-0.018562695014383263
SME185,SME,2024-02-16,5,1-50,<50M,Joint venture,1,Management contract,4.0,2,2,3,3,4,4,5,4,0.8,4,1,1,1,0,40.4,38,1,6,Easy,7.7,5,5,5,7,25.9,11.3,20.6,94.0,0.1,2.5,4.25,0.04369842198050333,5.5,0.038033248482299664,0.5608946230055573
SME186,SME,2024-05-15,12,51-250,500M-5B,Local,0,,,3,3,2,3,3,3,3,3,1.4,3,0,0,0,0,51.1,14,1,11,Easy,9.1,6,5,4,5,-1.0,6.6,16.8,76.5,2.1,2.75,3.0,-0.576334958697193,5.0,-0.24396441523105247,-0.769189151144163
SME187,SME,2024-06-03,16,1-50,50M-500M,Foreign-owned,1,Joint venture,7.0,4,5,4,4,3,3,4,2,1.9,3,0,0,1,1,52.4,42,1,4,Easy,10.1,1,1,2,3,9.4,13.7,36.7,82.6,0.1,4.25,3.0,-0.018376083891282036,1.75,0.34254026254286607,0.18289999530785409
SME188,SME,2024-02-26,9,1-50,50M-500M,Local,0,,,4,3,3,4,4,3,3,4,0.5,4,0,1,0,0,54.6,8,0,6,Moderate,4.9,3,3,3,3,9.4,2.5,18.8,88.4,2.6,3.5,3.5,-0.4553295215020404,3.0,-0.81782390915372,-0.39083107314342136
SME189,SME,2024-03-22,9,51-250,50M-500M,Joint venture,0,,,2,3,3,3,1,2,2,2,0.6,0,1,0,1,0,44.0,5,1,9,Easy,2.0,4,3,2,3,7.1,2.1,19.1,87.1,0.5,2.75,1.75,-0.9440637021978431,3.0,-0.40146270163451325,-0.6341406146771204
SME190,SME,2024-05-29,5,51-250,500M-5B,Local,0,,,4,5,4,3,3,3,2,2,2.0,4,1,0,0,0,23.2,5,0,15,Difficult,22.7,3,4,5,5,15.6,2.2,0.0,60.6,2.1,4.0,2.5,-0.013347536576786695,4.25,-1.8766602445251834,-0.8293548866455405
SME191,SME,2024-06-18,3,1-50,<50M,Joint venture,1,Equity,2.0,4,5,4,4,4,3,3,3,1.4,4,0,0,0,0,56.1,8,1,1,Difficult,11.5,6,4,4,2,7.3,3.8,0.0,96.9,1.9,4.25,3.25,-0.39545610379563473,4.0,-0.37446280168551827,-0.6145569511826914
SME192,SME,2024-05-02,19,51-250,50M-500M,Foreign-owned,1,Joint venture,1.0,2,2,3,3,4,3,4,4,1.9,3,1,1,1,0,70.7,29,1,4,Easy,26.3,4,4,4,5,14.8,8.2,34.8,83.0,0.1,2.5,3.75,0.18693968935746447,4.25,0.4768023654889473,0.08693404844754907
SME193,SME,2024-03-09,19,1-50,50M-500M,Foreign-owned,1,Joint venture,1.0,4,4,4,4,3,3,4,4,4.6,3,0,0,1,0,54.6,31,1,1,Easy,25.6,3,4,4,4,9.7,13.4,30.4,78.4,2.2,4.0,3.5,0.571875715725428,3.75,0.3414474952581448,0.16674056479668986
SME194,SME,2024-06-01,11,1-50,50M-500M,Local,0,,,1,1,1,1,3,3,3,3,0.0,2,1,1,0,0,56.6,12,1,3,Easy,2.0,4,4,4,2,10.6,7.3,0.0,53.6,2.0,1.0,3.0,-0.7590987863648282,3.5,0.07841786691809777,-0.8532117475150399
SME195,SME,2024-03-06,6,1-50,<50M,Local,0,,,4,3,3,3,3,3,2,3,0.0,4,1,0,0,0,29.3,35,1,2,Moderate,3.3,2,4,4,4,9.2,7.1,0.0,68.6,3.0,3.25,2.75,-0.6026568498104583,3.5,-0.2764061810892345,-0.666489646419432
SME196,SME,2024-04-03,6,1-50,500M-5B,Local,1,Equity,1.0,4,4,4,4,4,3,5,4,2.9,1,0,1,0,0,54.6,50,1,7,Easy,37.5,5,5,5,5,13.0,10.6,4.2,72.0,1.2,4.0,4.0,-0.29079491032630916,5.0,0.37743727289297924,-0.37147888167591364
SME197,SME,2024-04-26,13,1-50,500M-5B,Local,0,,,2,2,2,2,2,2,2,2,0.4,0,0,0,0,0,35.6,16,1,6,Easy,26.0,5,4,2,3,4.7,5.1,2.7,62.4,2.5,2.0,2.0,-1.4136261800187033,3.5,-0.3050220462146661,-0.9912693228285321
SME198,SME,2024-06-29,19,1-50,50M-500M,Local,0,,,3,2,3,3,3,3,3,2,0.8,4,0,0,1,0,56.2,5,0,7,Easy,11.7,3,3,3,3,6.5,1.3,13.0,58.8,0.1,2.75,2.75,-0.3669331245169897,3.0,-0.6304353256360756,-1.1546921267196752
SME199,SME,2024-04-19,19,51-250,50M-500M,Foreign-owned,1,Management contract,4.0,4,4,4,4,4,4,4,4,1.1,2,0,0,1,0,55.5,28,0,14,Moderate,19.1,4,5,4,4,14.5,8.8,35.3,78.6,4.2,4.0,4.0,-0.6402944373350553,4.25,-0.8201019483088166,0.3132943144447278
SME200,SME,2024-05-06,15,51-250,500M-5B,Local,1,Management contract,3.0,5,4,4,4,5,5,5,5,1.7,5,1,1,0,0,65.4,28,1,1,Easy,12.0,5,4,5,5,19.7,12.8,32.3,83.1,3.3,4.25,5.0,0.2844506945884672,4.75,0.477286802008689,0.6473427035971645
LRG001,Large,2024-05-26,23,251-500,500M-5B,Local,0,,,4,4,4,3,3,3,4,3,4.4,7,0,0,0,0,81.3,27,1,7,Easy,21.5,5,4,4,5,11.2,9.6,0.0,73.2,4.1,3.75,3.25,1.0311444307595474,4.5,0.5244708528653218,-0.3497680385328902
LRG002,Large,2024-05-09,9,251-500,50M-500M,Joint venture,1,Equity,4.0,5,5,5,5,3,4,4,5,4.3,5,0,1,0,1,85.4,42,1,1,Easy,17.3,4,5,4,5,12.8,14.3,33.6,60.6,7.6,5.0,4.0,1.0505528017922403,4.5,0.9657557377094907,0.4841246577914849
LRG003,Large,2024-02-14,10,251-500,500M-5B,Joint venture,1,Joint venture,1.0,4,4,4,5,4,4,3,3,4.3,7,0,1,1,1,79.1,42,1,3,Easy,6.7,5,5,4,4,22.5,11.4,23.6,66.7,2.9,4.25,3.5,1.6176262848441032,4.5,0.8005835198677131,0.32719265099537154
LRG004,Large,2024-03-18,36,500+,500M-5B,Joint venture,1,Joint venture,2.0,5,4,4,4,4,4,4,4,1.6,3,1,1,1,0,60.0,45,1,6,Moderate,12.4,4,4,4,5,17.0,11.5,31.3,88.3,4.4,4.25,4.0,0.09854329237241377,4.25,0.2047299050325695,0.6061337288801053
LRG005,Large,2024-03-12,22,251-500,500M-5B,Joint venture,1,Joint venture,5.0,3,3,3,3,4,4,3,4,1.9,7,1,1,1,0,75.0,42,1,6,Easy,23.2,4,5,5,5,23.8,25.0,17.8,74.4,6.0,3.0,3.75,0.9104551089636973,4.75,0.6381201291543541,1.233213032938967
LRG006,Large,2024-01-31,8,251-500,500M-5B,Local,0,,,3,3,2,2,4,4,4,4,0.0,4,0,1,1,1,57.0,37,1,11,Moderate,9.0,4,2,3,4,8.2,13.6,17.9,88.9,9.1,2.5,4.0,-0.1920253033129653,3.25,-0.10184729638501036,0.49947101475217887
LRG007,Large,2024-04-10,9,500+,>5B,Local,1,Equity,1.0,5,5,5,5,4,5,4,3,2.3,6,0,0,1,0,69.8,54,1,4,Easy,22.5,5,6,6,5,7.7,14.7,16.5,86.7,4.1,5.0,4.0,0.43680657021138036,5.5,0.7653275448094744,0.176743662615829
LRG008,Large,2024-01-20,24,500+,>5B,Foreign-owned,1,Technology transfer,3.0,3,4,4,3,4,3,3,3,4.4,4,1,1,1,0,69.4,39,1,5,Easy,14.4,3,2,2,3,14.4,10.6,24.8,91.3,9.3,3.5,3.25,1.1044551858011122,2.5,0.5448603112250487,0.7172390946911011
LRG009,Large,2024-06-13,8,500+,500M-5B,Foreign-owned,1,Equity,7.0,4,3,3,4,3,3,4,3,3.9,2,1,0,0,1,60.3,65,1,2,Easy,16.7,4,6,6,5,12.2,9.7,32.9,96.9,9.2,3.5,3.25,0.39005437444083124,5.25,0.8118651976450832,0.7753922761805534
LRG010,Large,2024-06-04,10,500+,50M-500M,Local,1,Equity,6.0,3,4,3,3,4,4,4,4,3.0,7,0,1,1,1,45.6,38,1,5,Easy,29.8,7,7,6,7,18.3,12.5,10.1,80.3,5.6,3.25,4.0,1.2345752312422167,6.75,0.15330246373983872,0.36977687935952247
LRG011,Large,2024-03-13,20,251-500,>5B,Joint venture,1,Management contract,2.0,4,4,4,4,4,4,4,4,3.3,1,0,1,1,1,65.0,31,1,6,Moderate,25.0,5,7,6,6,12.6,14.2,28.9,77.1,5.2,4.0,4.0,0.2376984988179181,6.0,0.1148354368518936,0.457356978536975
LRG012,Large,2024-06-13,25,251-500,500M-5B,Local,0,,,3,3,3,3,4,4,3,3,1.7,3,0,1,0,0,67.9,40,1,6,Easy,17.9,3,3,4,2,17.6,1.5,0.0,86.5,2.5,3.0,3.5,-0.28262278846339567,3.0,0.5006950715665384,-0.44927246654523034
LRG013,Large,2024-03-11,24,500+,50M-500M,Local,0,,,2,2,2,3,3,3,2,3,2.7,6,0,1,0,0,44.8,25,1,1,Moderate,25.0,5,2,1,2,12.7,1.2,4.6,78.1,3.2,2.25,2.75,0.5546684328581147,2.5,-0.11807382927390445,-0.6310810844482445
LRG014,Large,2024-01-16,12,500+,>5B,Local,0,,,4,3,4,4,4,4,3,4,3.4,4,0,1,1,0,65.2,39,1,7,Easy,21.8,1,1,2,1,14.5,7.0,9.7,73.8,1.3,3.75,3.75,0.6044847559355297,1.25,0.4131683486549619,-0.3838698373206093
LRG015,Large,2024-02-02,26,251-500,>5B,Foreign-owned,1,Equity,1.0,4,4,4,4,5,5,4,5,1.4,9,1,1,0,0,95.0,21,1,5,Moderate,34.6,5,5,6,4,20.5,15.3,33.4,98.0,6.2,4.0,4.75,0.9195697172096493,5.0,0.5043409798288967,1.1755547486573512
LRG016,Large,2024-06-24,12,251-500,500M-5B,Foreign-owned,1,Equity,1.0,5,4,4,4,5,5,4,5,3.7,8,0,0,1,0,90.3,67,1,1,Easy,19.3,3,3,3,3,20.4,13.5,49.2,85.5,9.4,4.25,4.75,1.2110807992780672,3.0,1.346750193494687,1.3596201364001193
LRG017,Large,2024-01-30,14,251-500,500M-5B,Local,0,,,2,3,3,3,3,4,3,3,3.6,3,1,0,1,0,89.7,43,1,1,Difficult,14.6,2,3,2,4,13.1,14.4,14.3,72.4,2.5,2.75,3.25,0.4825368323573388,2.75,0.5852446868732837,0.047682387089843625
LRG018,Large,2024-03-13,28,500+,500M-5B,Joint venture,1,Technology transfer,1.0,5,4,4,4,4,4,4,4,2.8,6,0,1,1,0,80.9,32,1,10,Moderate,12.6,4,5,5,3,21.5,7.1,22.9,84.3,5.3,4.25,4.0,0.7894496717685447,4.25,0.2509808485473325,0.4389546673272978
LRG019,Large,2024-02-01,24,500+,50M-500M,Local,0,,,1,2,2,2,3,3,3,3,3.3,4,1,0,0,1,82.5,17,0,14,Easy,14.6,6,6,5,7,8.8,5.0,7.6,60.8,0.1,1.75,3.0,0.5750192902738462,6.0,-0.2923156150257722,-0.9479014316902068
LRG020,Large,2024-01-23,33,251-500,500M-5B,Local,1,Joint venture,15.0,4,3,2,2,5,5,4,5,6.7,2,1,0,1,0,64.1,70,1,3,Moderate,30.7,5,7,6,5,25.2,20.6,16.5,88.9,7.1,2.75,4.75,1.2150874129679714,5.75,0.6700671558971805,1.2980507237986532
LRG021,Large,2024-04-08,24,251-500,500M-5B,Joint venture,1,Technology transfer,5.0,4,4,4,4,4,4,3,4,3.2,4,0,0,1,0,65.3,41,1,1,Difficult,33.4,4,4,3,5,16.2,13.0,27.8,98.0,6.1,4.0,3.75,0.34023805136341634,4.0,0.17200609776154058,0.8240280451561353
LRG022,Large,2024-02-02,21,251-500,<50M,Joint venture,1,Equity,5.0,4,4,3,4,3,3,2,3,3.8,4,0,0,1,0,33.9,40,1,1,Easy,30.7,5,4,4,5,9.7,14.0,1.1,85.3,4.9,3.75,2.75,0.5170308453335175,4.5,0.1204624258059312,0.023433188735152072
LRG023,Large,2024-05-25,9,500+,500M-5B,Joint venture,1,Joint venture,3.0,3,4,4,4,5,4,4,5,2.4,1,1,1,0,0,92.8,23,1,9,Easy,8.6,4,4,4,4,17.5,22.2,19.4,88.4,5.8,3.75,4.5,-0.2328064653859806,4.0,0.5946238382736738,1.056304067650846
LRG024,Large,2024-03-15,15,500+,500M-5B,Joint venture,1,Equity,10.0,4,4,3,3,4,5,3,4,3.5,6,0,1,0,0,95.0,46,1,5,Easy,31.7,5,5,5,5,13.3,10.2,5.2,82.1,5.2,3.5,4.0,0.7903921581515834,5.0,1.0378052468080081,0.006921794243887766
LRG025,Large,2024-03-26,13,500+,500M-5B,Foreign-owned,0,,,3,3,3,2,3,5,4,4,3.1,4,0,0,0,1,56.7,32,0,10,Easy,3.3,6,4,4,5,17.6,9.6,40.3,76.0,5.3,2.75,4.0,0.3107725857017327,4.75,-0.39245724536237947,0.5712220438499773
LRG026,Large,2024-05-18,12,251-500,>5B,Foreign-owned,0,,,2,2,2,2,4,5,4,5,2.7,1,0,0,1,1,61.2,44,1,8,Easy,25.2,6,5,6,4,25.7,9.9,24.3,85.0,4.6,2.0,4.5,-0.14441006840092974,5.25,0.37760547986863924,0.7090475724210265
LRG027,Large,2024-03-09,43,251-500,500M-5B,Local,0,,,4,4,4,4,3,4,3,4,1.3,5,1,0,1,0,53.7,18,1,3,Easy,15.1,5,6,4,5,9.3,1.2,2.7,79.3,4.5,4.0,3.5,0.16658883194173296,5.0,0.10487295512206364,-0.6841412355823022
LRG028,Large,2024-06-01,16,251-500,500M-5B,Local,1,Joint venture,2.0,4,4,4,4,4,4,3,4,3.5,7,0,0,0,0,80.7,32,1,10,Easy,28.6,5,3,4,3,20.8,11.3,23.8,80.0,6.0,4.0,3.75,0.7659552398043952,3.75,0.4783826596350308,0.6206163703367364
LRG029,Large,2024-02-17,36,251-500,500M-5B,Local,0,,,2,2,2,2,3,3,4,3,4.3,4,1,0,1,1,81.9,40,1,11,Easy,7.3,4,3,6,3,3.1,12.0,10.1,75.9,5.9,2.0,3.25,1.0749897201394285,4.0,0.5620681433110447,-0.23081818316956315
LRG030,Large,2024-06-09,23,500+,500M-5B,Local,1,Joint venture,3.0,5,5,5,5,3,3,3,4,3.8,5,0,1,1,0,48.9,62,1,2,Easy,32.4,2,3,4,2,20.7,13.7,0.0,85.8,6.6,5.0,3.25,0.9032254734838223,2.75,0.5937703772377556,0.4963804168866097
LRG031,Large,2024-06-10,30,500+,50M-500M,Foreign-owned,1,Technology transfer,6.0,4,4,4,4,5,5,5,5,4.5,7,1,1,0,0,81.1,31,1,1,Moderate,11.3,6,6,5,5,13.5,17.5,32.1,75.9,7.0,4.0,5.0,1.471241442918724,5.5,0.5333460240016187,0.7922688084231737
LRG032,Large,2024-05-15,19,500+,500M-5B,Local,0,,,2,2,2,3,3,3,4,3,2.2,5,0,0,1,0,60.8,48,1,1,Moderate,12.7,4,3,2,3,10.3,7.0,1.0,74.0,6.7,2.25,3.25,0.22646224964813869,3.0,0.4156577812781278,-0.32144392856932413
LRG033,Large,2024-03-17,21,500+,50M-500M,Local,0,,,2,3,3,2,3,3,3,3,3.4,5,1,0,1,1,66.7,35,1,1,Easy,10.0,6,6,5,4,7.4,5.4,0.0,46.1,4.3,2.5,3.0,0.9906793840858346,5.25,0.582817355162086,-1.0079585899815453
LRG034,Large,2024-05-15,18,251-500,50M-500M,Local,1,Technology transfer,1.0,4,5,5,5,4,5,4,3,3.6,4,0,0,1,0,81.9,63,1,1,Easy,9.0,5,2,4,2,22.0,18.1,4.7,89.8,8.4,4.75,4.0,0.4580999140101505,3.25,1.1643693547837248,0.9842001138985066
LRG035,Large,2024-04-28,11,500+,500M-5B,Foreign-owned,1,Joint venture,4.0,5,5,5,4,3,4,4,4,2.2,6,1,1,1,0,72.2,49,1,5,Easy,23.8,4,4,5,5,24.4,10.5,30.8,87.9,6.8,4.75,3.75,0.8179726510471899,4.5,0.7106501956478035,0.9582842334295482
LRG036,Large,2024-03-03,27,500+,500M-5B,Local,0,,,4,3,3,3,3,3,4,3,2.9,6,0,1,0,1,63.4,5,1,5,Difficult,32.4,5,5,5,4,14.5,9.7,3.6,81.0,0.1,3.25,3.25,0.8189151374302284,4.75,-0.42388682444120307,-0.32815862493444675
LRG037,Large,2024-02-08,13,500+,>5B,Joint venture,1,Equity,2.0,4,4,3,4,4,4,4,3,2.1,4,0,1,1,0,71.8,48,1,1,Easy,40.0,3,3,4,4,12.4,13.2,5.2,79.3,8.2,3.75,3.75,0.22143370233364337,3.5,0.8216209538148427,0.2718264378083423
LRG038,Large,2024-02-08,8,251-500,500M-5B,Local,1,Technology transfer,1.0,4,5,5,5,5,5,4,4,2.5,10,0,1,1,0,89.6,63,1,3,Easy,23.8,3,3,3,2,29.5,19.8,26.8,91.7,6.5,4.75,4.5,1.4245686943897269,2.75,1.2223988387532179,1.5588842848407256
LRG039,Large,2024-05-04,23,251-500,500M-5B,Local,0,,,3,3,3,4,2,1,3,3,2.7,3,0,0,1,0,71.3,24,1,8,Difficult,26.9,4,4,5,3,8.7,10.4,3.8,85.1,2.8,3.25,2.25,0.012031868153440178,4.0,-0.1648503370299504,-0.27981789594222556
LRG040,Large,2024-04-14,11,251-500,500M-5B,Foreign-owned,1,Joint venture,2.0,4,4,4,4,4,4,4,4,3.7,6,0,0,1,1,78.3,45,1,6,Moderate,24.9,3,5,5,5,5.4,7.8,33.5,98.0,6.4,4.0,4.0,1.0546388627236971,4.5,0.49648641525730164,0.28975548821142105
LRG041,Large,2024-05-02,40,500+,<50M,Joint venture,0,,,2,2,2,1,3,3,3,3,1.1,3,1,1,1,0,45.9,33,1,1,Moderate,22.0,5,4,4,3,16.0,3.2,19.8,71.6,2.8,1.75,3.0,-0.04878403593600411,4.0,-0.003616917454618243,-0.30130788743085446
LRG042,Large,2024-04-29,41,251-500,500M-5B,Local,0,,,3,3,4,4,2,2,2,3,3.8,4,0,0,0,1,59.3,5,1,5,Moderate,15.3,4,3,4,4,7.0,8.8,0.0,69.7,3.4,3.5,2.25,0.5170308453335175,3.75,-0.25866263028664427,-0.6243654092787523
LRG043,Large,2024-05-13,38,251-500,50M-500M,Foreign-owned,1,Equity,2.0,4,4,5,5,5,4,5,5,4.0,2,0,1,0,0,88.5,70,1,1,Easy,24.6,4,2,3,4,22.7,14.2,38.5,98.0,5.2,4.5,4.75,0.2142040668537684,3.25,1.3543976950513883,1.212542935288417
LRG044,Large,2024-01-28,15,251-500,>5B,Foreign-owned,1,Management contract,8.0,4,4,4,4,5,4,4,5,2.5,4,1,1,1,0,75.6,39,1,8,Easy,27.3,7,6,5,4,15.3,12.2,28.6,70.0,8.7,4.0,4.5,0.5446113382291242,5.5,0.5466096011299811,0.5829548487620474
LRG045,Large,2024-06-30,8,251-500,50M-500M,Local,1,Management contract,4.0,3,3,2,2,3,4,3,3,1.5,3,0,1,1,1,84.9,56,1,7,Easy,18.4,4,3,3,1,20.8,15.6,2.2,76.1,5.0,2.5,3.25,0.06907782671073018,2.75,0.9331992539636724,0.40510361469370304
LRG046,Large,2024-06-28,39,251-500,500M-5B,Joint venture,1,Equity,4.0,3,3,3,4,5,5,5,5,3.1,6,0,0,1,0,95.0,49,1,1,Easy,22.4,6,4,4,5,26.8,15.7,29.9,98.0,5.8,3.25,5.0,0.6725302955048491,4.75,1.2036130140795696,1.3435437389688525
LRG047,Large,2024-02-09,17,251-500,50M-500M,Foreign-owned,1,Joint venture,9.0,5,5,5,5,4,4,4,4,2.8,7,0,1,0,0,90.6,65,1,1,Moderate,22.5,5,4,5,3,11.5,13.2,50.9,95.7,4.0,5.0,4.0,0.7650127534213564,4.25,1.096712771464969,0.8425055807510086
LRG048,Large,2024-01-30,42,251-500,>5B,Foreign-owned,1,Equity,4.0,4,3,3,3,4,5,4,5,3.4,7,1,1,0,0,76.4,55,1,2,Easy,29.6,5,5,5,4,15.4,17.1,41.7,88.4,6.7,3.25,4.5,1.1471213206402044,4.75,0.9473976106675437,1.1145063993812576
LRG049,Large,2024-04-27,42,251-500,500M-5B,Joint venture,0,,,2,2,2,1,4,5,5,4,2.1,0,1,0,0,0,57.3,32,1,1,Easy,9.5,5,5,5,3,11.5,9.5,26.1,57.9,5.1,1.75,4.5,-0.7073974905213359,4.5,0.3966084921563684,-0.0911519666549453
LRG050,Large,2024-04-10,33,500+,500M-5B,Joint venture,1,Equity,2.0,5,5,5,5,3,3,3,3,0.9,10,1,1,1,0,36.7,39,1,5,Moderate,22.6,2,3,3,1,29.2,17.3,16.8,79.4,5.8,5.0,3.0,1.1584370170515363,2.25,-0.20706549911913533,1.0880855733674804
LRG051,Large,2024-02-11,13,251-500,50M-500M,Foreign-owned,1,Technology transfer,4.0,4,3,3,4,5,5,5,5,2.8,6,0,1,0,0,72.5,60,1,3,Easy,38.3,4,7,7,5,14.4,11.8,13.8,80.9,4.5,3.5,5.0,0.5841338985197982,5.75,0.9134290397513015,0.18977745771779989
LRG052,Large,2024-03-18,15,500+,500M-5B,Joint venture,1,Joint venture,3.0,4,4,4,4,4,4,4,4,2.9,4,1,1,1,0,70.1,28,1,8,Moderate,32.3,5,6,7,5,14.0,15.6,40.9,88.0,2.6,4.0,4.0,0.6624732008758585,5.75,0.09506831298114327,0.7209210392237296
LRG053,Large,2024-03-04,33,251-500,50M-500M,Foreign-owned,1,Joint venture,7.0,5,4,5,4,4,4,4,4,4.1,6,0,0,1,1,80.9,58,1,1,Difficult,33.8,6,4,4,4,21.3,18.7,57.7,74.3,7.1,4.5,4.0,1.1725007253704312,4.5,0.6266707903969506,1.485579281180623
LRG054,Large,2024-03-03,14,251-500,>5B,Foreign-owned,1,Technology transfer,12.0,3,3,3,2,5,5,4,4,2.5,6,0,0,1,0,72.7,37,1,2,Easy,23.2,5,6,5,3,14.9,8.5,51.5,75.7,9.2,2.75,4.5,0.4957375015347476,4.75,0.6703394101656636,0.8230577335041127
LRG055,Large,2024-05-31,11,500+,50M-500M,Foreign-owned,1,Technology transfer,2.0,5,5,5,5,5,5,4,5,5.3,4,0,1,1,1,70.2,65,1,1,Easy,25.6,6,5,5,3,18.5,13.1,29.0,63.2,4.3,5.0,4.75,1.3696443767562643,4.75,1.002066412796406,0.3892232936530143
LRG056,Large,2024-05-08,20,251-500,50M-500M,Foreign-owned,1,Technology transfer,3.0,4,5,5,5,3,4,3,4,1.0,6,1,0,1,0,48.3,52,1,1,Easy,31.0,7,5,6,6,9.1,16.6,19.1,94.7,8.6,4.75,3.5,0.2590712898582404,6.0,0.4954207719701247,0.7338578711104917
LRG057,Large,2024-02-19,39,251-500,<50M,Local,1,Equity,9.0,4,4,4,4,4,4,4,4,4.9,4,0,1,1,0,60.9,58,1,1,Easy,35.5,4,5,6,5,30.9,17.6,0.2,79.2,6.4,4.0,4.0,1.0464667408607835,5.0,0.7689920300365685,0.9572793923288128
LRG058,Large,2024-05-02,25,251-500,500M-5B,Joint venture,1,Equity,10.0,4,4,4,4,4,5,3,4,3.0,5,0,1,1,0,82.1,51,1,8,Easy,7.4,4,6,6,6,9.9,12.3,2.8,85.9,5.8,4.0,4.0,0.6675017481903538,5.5,0.7956184155578149,0.03641113410938818
LRG059,Large,2024-03-01,21,500+,500M-5B,Joint venture,1,Joint venture,5.0,5,4,4,4,4,4,4,4,4.3,4,0,1,0,0,95.0,29,1,1,Easy,12.5,5,5,5,5,15.7,10.1,21.7,84.0,5.0,4.25,4.0,0.6643581736419355,5.0,0.961313925958568,0.3376119625343408
