longitude,latitude,factor_of_safety,landslide_hazard_level
-121.68500000000101,47.07500000000004,3.0,Low
-121.68000000000102,47.07500000000004,3.0,Low
-121.67500000000102,47.07500000000004,3.0,Low
-121.67000000000102,47.07500000000004,3.0,Low
-121.66500000000103,47.07500000000004,3.0,Low
-121.66000000000103,47.07500000000004,3.0,Low
-121.65500000000104,47.07500000000004,5.0,Low
-121.65000000000104,47.07500000000004,3.0,Low
-121.64500000000105,47.07500000000004,3.0,Low
-121.64000000000105,47.07500000000004,3.0,Low
-121.63500000000106,47.07500000000004,3.0,Low
-121.63000000000106,47.07500000000004,0.8443659795827638,Very High
-121.62500000000107,47.07500000000004,5.0,Low
-121.62000000000107,47.07500000000004,5.0,Low
-121.61500000000107,47.07500000000004,3.0,Low
-121.61000000000108,47.07500000000004,3.0,Low
-121.60500000000108,47.07500000000004,3.0,Low
-121.60000000000109,47.07500000000004,3.0,Low
-121.5950000000011,47.07500000000004,3.0,Low
-121.5900000000011,47.07500000000004,1.4510873652722374,High
-121.5850000000011,47.07500000000004,4.916024403334727,Low
-121.5800000000011,47.07500000000004,1.6689313721207466,Moderate
-121.57500000000111,47.07500000000004,1.8927005217917918,Moderate
-121.57000000000112,47.07500000000004,1.7691058911879205,Moderate
-121.56500000000112,47.07500000000004,1.5874290219279992,Moderate
-121.56000000000112,47.07500000000004,1.7773802493647233,Moderate
-121.55500000000113,47.07500000000004,3.0,Low
-121.55000000000113,47.07500000000004,3.0,Low
-121.54500000000114,47.07500000000004,3.7073523793248637,Low
-121.54000000000114,47.07500000000004,1.7959967852831495,Moderate
-121.53500000000115,47.07500000000004,3.0,Low
-121.53000000000115,47.07500000000004,3.0,Low
-121.52500000000116,47.07500000000004,3.0,Low
-121.52000000000116,47.07500000000004,2.2536933142495212,Low
-121.51500000000117,47.07500000000004,1.1653984124061536,Very High
-121.51000000000117,47.07500000000004,3.0,Low
-121.50500000000117,47.07500000000004,5.0,Low
-122.8,47.08000000000004,3.0,Low
-122.795,47.08000000000004,3.0,Low
-122.79,47.08000000000004,3.0,Low
-122.78500000000001,47.08000000000004,1.06885679486331,Very High
-122.78000000000002,47.08000000000004,3.0,Low
-122.77500000000002,47.08000000000004,3.0,Low
-122.77000000000002,47.08000000000004,3.0,Low
-122.76500000000003,47.08000000000004,3.0,Low
-122.76000000000003,47.08000000000004,3.0,Low
-122.75500000000004,47.08000000000004,0.5,Very High
-122.75000000000004,47.08000000000004,3.0,Low
-122.74500000000005,47.08000000000004,3.0,Low
-122.74000000000005,47.08000000000004,3.0,Low
-122.73500000000006,47.08000000000004,3.0,Low
-122.73000000000006,47.08000000000004,3.0,Low
-122.72500000000007,47.08000000000004,3.0,Low
-122.72000000000007,47.08000000000004,3.0,Low
-122.71500000000007,47.08000000000004,3.0,Low
-122.71000000000008,47.08000000000004,3.0,Low
-122.70500000000008,47.08000000000004,0.8123216439653551,Very High
-122.70000000000009,47.08000000000004,3.0,Low
-122.69500000000009,47.08000000000004,3.0,Low
-122.6900000000001,47.08000000000004,3.0,Low
-122.6850000000001,47.08000000000004,3.0,Low
-122.6800000000001,47.08000000000004,3.0,Low
-122.67500000000011,47.08000000000004,3.0,Low
-122.67000000000012,47.08000000000004,3.0,Low
-122.66500000000012,47.08000000000004,3.0,Low
-122.66000000000012,47.08000000000004,3.0,Low
-122.65500000000013,47.08000000000004,0.7344485811467018,Very High
-122.65000000000013,47.08000000000004,3.0,Low
-122.64500000000014,47.08000000000004,3.0,Low
-122.64000000000014,47.08000000000004,3.0,Low
-122.63500000000015,47.08000000000004,3.0,Low
-122.63000000000015,47.08000000000004,3.0,Low
-122.62500000000016,47.08000000000004,3.0,Low
-122.62000000000016,47.08000000000004,3.0,Low
-122.61500000000017,47.08000000000004,3.0,Low
-122.61000000000017,47.08000000000004,3.0,Low
-122.60500000000017,47.08000000000004,3.0,Low
-122.60000000000018,47.08000000000004,3.0,Low
-122.59500000000018,47.08000000000004,3.0,Low
-122.59000000000019,47.08000000000004,0.6916778415280476,Very High
-122.58500000000019,47.08000000000004,0.5,Very High
-122.5800000000002,47.08000000000004,3.0,Low
-122.5750000000002,47.08000000000004,3.0,Low
-122.5700000000002,47.08000000000004,0.5929164638646942,Very High
-122.56500000000021,47.08000000000004,3.0,Low
-122.56000000000022,47.08000000000004,3.0,Low
-122.55500000000022,47.08000000000004,3.0,Low
-122.55000000000022,47.08000000000004,3.0,Low
-122.54500000000023,47.08000000000004,3.0,Low
-122.54000000000023,47.08000000000004,3.0,Low
-122.53500000000024,47.08000000000004,3.0,Low
-122.53000000000024,47.08000000000004,1.107774677482478,Very High
-122.52500000000025,47.08000000000004,3.0,Low
-122.52000000000025,47.08000000000004,3.0,Low
-122.51500000000026,47.08000000000004,3.0,Low
-122.51000000000026,47.08000000000004,0.965134546726381,Very High
-122.50500000000027,47.08000000000004,3.0,Low
-122.50000000000027,47.08000000000004,3.0,Low
-122.49500000000027,47.08000000000004,3.0,Low
-122.49000000000028,47.08000000000004,3.0,Low
-122.48500000000028,47.08000000000004,3.0,Low
-122.48000000000029,47.08000000000004,5.0,Low
-122.47500000000029,47.08000000000004,0.6818171668058801,Very High
-122.4700000000003,47.08000000000004,1.8727148182435842,Moderate
-122.4650000000003,47.08000000000004,3.0,Low
-122.4600000000003,47.08000000000004,1.6579252205012256,Moderate
-122.45500000000031,47.08000000000004,1.1665309516909053,Very High
-122.45000000000032,47.08000000000004,3.0,Low
-122.44500000000032,47.08000000000004,3.0,Low
-122.44000000000032,47.08000000000004,5.0,Low
-122.43500000000033,47.08000000000004,3.0,Low
-122.43000000000033,47.08000000000004,3.0,Low
-122.42500000000034,47.08000000000004,0.9533029078372413,Very High
-122.42000000000034,47.08000000000004,2.6011775086123365,Low
-122.41500000000035,47.08000000000004,2.5073489872341153,Low
-122.41000000000035,47.08000000000004,3.0,Low
-122.40500000000036,47.08000000000004,1.142998697154266,Very High
-122.40000000000036,47.08000000000004,3.0,Low
-122.39500000000037,47.08000000000004,1.1407234897496572,Very High
-122.39000000000037,47.08000000000004,2.0953393448963022,Low
-122.38500000000037,47.08000000000004,1.1255855222224513,Very High
-122.38000000000038,47.08000000000004,1.2067471809588672,High
-122.37500000000038,47.08000000000004,0.7634995533100968,Very High
-122.37000000000039,47.08000000000004,3.8867751654701217,Low
-122.36500000000039,47.08000000000004,1.036029197669718,Very High
-122.3600000000004,47.08000000000004,5.0,Low
-122.3550000000004,47.08000000000004,3.827610945210805,Low
-122.3500000000004,47.08000000000004,1.628863827060085,Moderate
-122.34500000000041,47.08000000000004,4.32356356720552,Low
-122.34000000000042,47.08000000000004,3.0,Low
-122.33500000000042,47.08000000000004,3.0,Low
-122.33000000000042,47.08000000000004,5.0,Low
-122.32500000000043,47.08000000000004,3.0,Low
-122.32000000000043,47.08000000000004,3.0,Low
-122.31500000000044,47.08000000000004,3.0,Low
-122.31000000000044,47.08000000000004,5.0,Low
-122.30500000000045,47.08000000000004,3.0,Low
-122.30000000000045,47.08000000000004,5.0,Low
-122.29500000000046,47.08000000000004,3.0,Low
-122.29000000000046,47.08000000000004,3.0,Low
-122.28500000000047,47.08000000000004,3.0,Low
-122.28000000000047,47.08000000000004,3.0,Low
-122.27500000000047,47.08000000000004,5.0,Low
-122.27000000000048,47.08000000000004,3.0,Low
-122.26500000000048,47.08000000000004,5.0,Low
-122.26000000000049,47.08000000000004,3.0,Low
-122.25500000000049,47.08000000000004,5.0,Low
-122.2500000000005,47.08000000000004,3.0,Low
-122.2450000000005,47.08000000000004,5.0,Low
-122.2400000000005,47.08000000000004,3.0,Low
-122.23500000000051,47.08000000000004,5.0,Low
-122.23000000000052,47.08000000000004,5.0,Low
-122.22500000000052,47.08000000000004,3.0,Low
-122.22000000000052,47.08000000000004,5.0,Low
-122.21500000000053,47.08000000000004,3.0,Low
-122.21000000000053,47.08000000000004,3.0,Low
-122.20500000000054,47.08000000000004,3.0,Low
-122.20000000000054,47.08000000000004,3.0,Low
-122.19500000000055,47.08000000000004,5.0,Low
-122.19000000000055,47.08000000000004,5.0,Low
-122.18500000000056,47.08000000000004,5.0,Low
-122.18000000000056,47.08000000000004,5.0,Low
-122.17500000000057,47.08000000000004,5.0,Low
-122.17000000000057,47.08000000000004,5.0,Low
-122.16500000000057,47.08000000000004,5.0,Low
-122.16000000000058,47.08000000000004,5.0,Low
-122.15500000000058,47.08000000000004,5.0,Low
-122.15000000000059,47.08000000000004,5.0,Low
-122.14500000000059,47.08000000000004,5.0,Low
-122.1400000000006,47.08000000000004,5.0,Low
-122.1350000000006,47.08000000000004,5.0,Low
-122.1300000000006,47.08000000000004,5.0,Low
-122.12500000000061,47.08000000000004,3.0,Low
-122.12000000000062,47.08000000000004,5.0,Low
-122.11500000000062,47.08000000000004,5.0,Low
-122.11000000000062,47.08000000000004,3.0,Low
-122.10500000000063,47.08000000000004,5.0,Low
-122.10000000000063,47.08000000000004,5.0,Low
-122.09500000000064,47.08000000000004,5.0,Low
-122.09000000000064,47.08000000000004,3.0,Low
-122.08500000000065,47.08000000000004,5.0,Low
-122.08000000000065,47.08000000000004,3.0,Low
-122.07500000000066,47.08000000000004,5.0,Low
-122.07000000000066,47.08000000000004,5.0,Low
-122.06500000000067,47.08000000000004,5.0,Low
-122.06000000000067,47.08000000000004,5.0,Low
-122.05500000000067,47.08000000000004,5.0,Low
-122.05000000000068,47.08000000000004,5.0,Low
-122.04500000000068,47.08000000000004,5.0,Low
-122.04000000000069,47.08000000000004,5.0,Low
-122.0350000000007,47.08000000000004,5.0,Low
-122.0300000000007,47.08000000000004,5.0,Low
-122.0250000000007,47.08000000000004,3.0,Low
-122.0200000000007,47.08000000000004,5.0,Low
-122.01500000000071,47.08000000000004,5.0,Low
-122.01000000000072,47.08000000000004,5.0,Low
-122.00500000000072,47.08000000000004,5.0,Low
-122.00000000000072,47.08000000000004,5.0,Low
-121.99500000000073,47.08000000000004,5.0,Low
-121.99000000000073,47.08000000000004,3.0,Low
-121.98500000000074,47.08000000000004,3.0,Low
-121.98000000000074,47.08000000000004,5.0,Low
-121.97500000000075,47.08000000000004,5.0,Low
-121.97000000000075,47.08000000000004,3.0,Low
-121.96500000000076,47.08000000000004,5.0,Low
-121.96000000000076,47.08000000000004,3.0,Low
-121.95500000000077,47.08000000000004,3.0,Low
-121.95000000000077,47.08000000000004,3.0,Low
-121.94500000000077,47.08000000000004,3.0,Low
-121.94000000000078,47.08000000000004,3.0,Low
-121.93500000000078,47.08000000000004,3.0,Low
-121.93000000000079,47.08000000000004,3.0,Low
-121.9250000000008,47.08000000000004,3.0,Low
-121.9200000000008,47.08000000000004,3.0,Low
-121.9150000000008,47.08000000000004,3.0,Low
-121.9100000000008,47.08000000000004,5.0,Low
-121.90500000000081,47.08000000000004,3.0,Low
-121.90000000000082,47.08000000000004,3.0,Low
-121.89500000000082,47.08000000000004,3.0,Low
-121.89000000000082,47.08000000000004,3.0,Low
-121.88500000000083,47.08000000000004,3.0,Low
-121.88000000000083,47.08000000000004,3.0,Low
-121.87500000000084,47.08000000000004,3.0,Low
-121.87000000000084,47.08000000000004,3.0,Low
-121.86500000000085,47.08000000000004,3.0,Low
-121.86000000000085,47.08000000000004,3.0,Low
-121.85500000000086,47.08000000000004,3.0,Low
-121.85000000000086,47.08000000000004,3.0,Low
-121.84500000000087,47.08000000000004,3.0,Low
-121.84000000000087,47.08000000000004,3.0,Low
-121.83500000000087,47.08000000000004,3.0,Low
-121.83000000000088,47.08000000000004,3.0,Low
-121.82500000000088,47.08000000000004,3.0,Low
-121.82000000000089,47.08000000000004,3.0,Low
-121.8150000000009,47.08000000000004,3.0,Low
-121.8100000000009,47.08000000000004,3.0,Low
-121.8050000000009,47.08000000000004,3.0,Low
-121.8000000000009,47.08000000000004,3.0,Low
-121.79500000000091,47.08000000000004,3.0,Low
-121.79000000000092,47.08000000000004,3.0,Low
-121.78500000000092,47.08000000000004,3.0,Low
-121.78000000000092,47.08000000000004,3.0,Low
-121.77500000000093,47.08000000000004,3.0,Low
-121.77000000000093,47.08000000000004,3.0,Low
-121.76500000000094,47.08000000000004,5.0,Low
-121.76000000000094,47.08000000000004,3.0,Low
-121.75500000000095,47.08000000000004,3.0,Low
-121.75000000000095,47.08000000000004,3.0,Low
-121.74500000000096,47.08000000000004,3.0,Low
-121.74000000000096,47.08000000000004,3.0,Low
-121.73500000000097,47.08000000000004,3.0,Low
-121.73000000000097,47.08000000000004,3.0,Low
-121.72500000000097,47.08000000000004,3.0,Low
-121.72000000000098,47.08000000000004,3.0,Low
-121.71500000000098,47.08000000000004,3.0,Low
-121.71000000000099,47.08000000000004,3.0,Low
-121.705000000001,47.08000000000004,3.0,Low
-121.700000000001,47.08000000000004,3.0,Low
-121.695000000001,47.08000000000004,3.0,Low
-121.690000000001,47.08000000000004,3.0,Low
-121.68500000000101,47.08000000000004,3.0,Low
-121.68000000000102,47.08000000000004,2.053945040564338,Low
-121.67500000000102,47.08000000000004,3.0,Low
-121.67000000000102,47.08000000000004,3.0,Low
-121.66500000000103,47.08000000000004,3.0,Low
-121.66000000000103,47.08000000000004,3.0,Low
-121.65500000000104,47.08000000000004,5.0,Low
-121.65000000000104,47.08000000000004,3.0,Low
-121.64500000000105,47.08000000000004,3.0,Low
-121.64000000000105,47.08000000000004,3.0,Low
-121.63500000000106,47.08000000000004,3.0,Low
-121.63000000000106,47.08000000000004,3.0,Low
-121.62500000000107,47.08000000000004,3.0,Low
-121.62000000000107,47.08000000000004,3.0,Low
-121.61500000000107,47.08000000000004,2.149868531759124,Low
-121.61000000000108,47.08000000000004,3.0,Low
-121.60500000000108,47.08000000000004,3.0,Low
-121.60000000000109,47.08000000000004,5.0,Low
-121.5950000000011,47.08000000000004,3.0,Low
-121.5900000000011,47.08000000000004,1.5852982778167592,Moderate
-121.5850000000011,47.08000000000004,3.0,Low
-121.5800000000011,47.08000000000004,1.817373791817856,Moderate
-121.57500000000111,47.08000000000004,3.0,Low
-121.57000000000112,47.08000000000004,0.8382781487524037,Very High
-121.56500000000112,47.08000000000004,3.0,Low
-121.56000000000112,47.08000000000004,1.0170833415677378,Very High
-121.55500000000113,47.08000000000004,1.5438069041656555,Moderate
-121.55000000000113,47.08000000000004,3.0,Low
-121.54500000000114,47.08000000000004,3.0,Low
-121.54000000000114,47.08000000000004,4.059380678847866,Low
-121.53500000000115,47.08000000000004,1.9862017459910863,Moderate
-121.53000000000115,47.08000000000004,3.9095335694962876,Low
-121.52500000000116,47.08000000000004,3.0,Low
-121.52000000000116,47.08000000000004,1.2369109182476132,High
-121.51500000000117,47.08000000000004,3.0,Low
-121.51000000000117,47.08000000000004,0.8836248244270464,Very High
-121.50500000000117,47.08000000000004,5.0,Low
-122.8,47.08500000000004,0.7266068767966958,Very High
-122.795,47.08500000000004,3.0,Low
-122.79,47.08500000000004,3.0,Low
-122.78500000000001,47.08500000000004,1.3043116340091165,High
-122.78000000000002,47.08500000000004,2.9213736127053433,Low
-122.77500000000002,47.08500000000004,1.0565799137922638,Very High
-122.77000000000002,47.08500000000004,0.9801463415768996,Very High
-122.76500000000003,47.08500000000004,3.0,Low
-122.76000000000003,47.08500000000004,3.0,Low
-122.75500000000004,47.08500000000004,0.9240158620963641,Very High
-122.75000000000004,47.08500000000004,3.0,Low
-122.74500000000005,47.08500000000004,0.8883240049539651,Very High
-122.74000000000005,47.08500000000004,3.0,Low
-122.73500000000006,47.08500000000004,3.0,Low
-122.73000000000006,47.08500000000004,0.9610905121853436,Very High
-122.72500000000007,47.08500000000004,3.0,Low
-122.72000000000007,47.08500000000004,0.7452070023344362,Very High
-122.71500000000007,47.08500000000004,0.7873474289019327,Very High
-122.71000000000008,47.08500000000004,3.0,Low
-122.70500000000008,47.08500000000004,3.0,Low
-122.70000000000009,47.08500000000004,3.0,Low
-122.69500000000009,47.08500000000004,3.0,Low
-122.6900000000001,47.08500000000004,3.0,Low
-122.6850000000001,47.08500000000004,3.0,Low
-122.6800000000001,47.08500000000004,3.0,Low
-122.67500000000011,47.08500000000004,3.0,Low
-122.67000000000012,47.08500000000004,3.0,Low
-122.66500000000012,47.08500000000004,3.0,Low
-122.66000000000012,47.08500000000004,3.0,Low
-122.65500000000013,47.08500000000004,3.0,Low
-122.65000000000013,47.08500000000004,0.7317383318856301,Very High
-122.64500000000014,47.08500000000004,0.7557219897706412,Very High
-122.64000000000014,47.08500000000004,3.0,Low
-122.63500000000015,47.08500000000004,3.0,Low
-122.63000000000015,47.08500000000004,3.0,Low
-122.62500000000016,47.08500000000004,3.0,Low
-122.62000000000016,47.08500000000004,3.0,Low
-122.61500000000017,47.08500000000004,3.0,Low
-122.61000000000017,47.08500000000004,3.0,Low
-122.60500000000017,47.08500000000004,3.0,Low
-122.60000000000018,47.08500000000004,3.0,Low
-122.59500000000018,47.08500000000004,0.9037799815251771,Very High
-122.59000000000019,47.08500000000004,3.0,Low
-122.58500000000019,47.08500000000004,3.0,Low
-122.5800000000002,47.08500000000004,3.0,Low
-122.5750000000002,47.08500000000004,0.7989068391139721,Very High
-122.5700000000002,47.08500000000004,3.0,Low
-122.56500000000021,47.08500000000004,3.0,Low
-122.56000000000022,47.08500000000004,3.0,Low
-122.55500000000022,47.08500000000004,3.0,Low
-122.55000000000022,47.08500000000004,3.0,Low
-122.54500000000023,47.08500000000004,3.0,Low
-122.54000000000023,47.08500000000004,3.0,Low
-122.53500000000024,47.08500000000004,3.0,Low
-122.53000000000024,47.08500000000004,0.8180126992492321,Very High
-122.52500000000025,47.08500000000004,0.5378898566796416,Very High
-122.52000000000025,47.08500000000004,0.5541460203019146,Very High
-122.51500000000026,47.08500000000004,1.215346920800053,High
-122.51000000000026,47.08500000000004,3.0,Low
-122.50500000000027,47.08500000000004,3.0,Low
-122.50000000000027,47.08500000000004,3.0,Low
-122.49500000000027,47.08500000000004,3.0,Low
-122.49000000000028,47.08500000000004,1.430396331786096,High
-122.48500000000028,47.08500000000004,0.8858607511735274,Very High
-122.48000000000029,47.08500000000004,0.9245398471532705,Very High
-122.47500000000029,47.08500000000004,3.0,Low
-122.4700000000003,47.08500000000004,1.1106702781728943,Very High
-122.4650000000003,47.08500000000004,3.0,Low
-122.4600000000003,47.08500000000004,0.5550120175396565,Very High
-122.45500000000031,47.08500000000004,3.0,Low
-122.45000000000032,47.08500000000004,0.7389828356412996,Very High
-122.44500000000032,47.08500000000004,1.4851481296877023,High
-122.44000000000032,47.08500000000004,3.0,Low
-122.43500000000033,47.08500000000004,1.5954289036275742,Moderate
-122.43000000000033,47.08500000000004,3.0,Low
-122.42500000000034,47.08500000000004,2.5185766812004795,Low
-122.42000000000034,47.08500000000004,3.0,Low
-122.41500000000035,47.08500000000004,0.873847571395589,Very High
-122.41000000000035,47.08500000000004,3.0,Low
-122.40500000000036,47.08500000000004,3.0,Low
-122.40000000000036,47.08500000000004,3.0,Low
-122.39500000000037,47.08500000000004,3.0,Low
-122.39000000000037,47.08500000000004,4.412344212021028,Low
-122.38500000000037,47.08500000000004,4.645025341972544,Low
-122.38000000000038,47.08500000000004,2.5830292646810133,Low
-122.37500000000038,47.08500000000004,3.0,Low
-122.37000000000039,47.08500000000004,1.3379279545840383,High
-122.36500000000039,47.08500000000004,4.452655762365827,Low
-122.3600000000004,47.08500000000004,1.3254452881202827,High
-122.3550000000004,47.08500000000004,2.443846249399221,Low
-122.3500000000004,47.08500000000004,3.0,Low
-122.34500000000041,47.08500000000004,4.590429856209878,Low
-122.34000000000042,47.08500000000004,3.0,Low
-122.33500000000042,47.08500000000004,3.0,Low
-122.33000000000042,47.08500000000004,3.0,Low
-122.32500000000043,47.08500000000004,2.0301475724888256,Low
-122.32000000000043,47.08500000000004,5.0,Low
-122.31500000000044,47.08500000000004,5.0,Low
-122.31000000000044,47.08500000000004,3.0,Low
-122.30500000000045,47.08500000000004,5.0,Low
-122.30000000000045,47.08500000000004,5.0,Low
-122.29500000000046,47.08500000000004,5.0,Low
-122.29000000000046,47.08500000000004,5.0,Low
-122.28500000000047,47.08500000000004,3.0,Low
-122.28000000000047,47.08500000000004,3.0,Low
-122.27500000000047,47.08500000000004,5.0,Low
-122.27000000000048,47.08500000000004,5.0,Low
-122.26500000000048,47.08500000000004,3.0,Low
-122.26000000000049,47.08500000000004,3.0,Low
-122.25500000000049,47.08500000000004,3.0,Low
-122.2500000000005,47.08500000000004,5.0,Low
-122.2450000000005,47.08500000000004,5.0,Low
-122.2400000000005,47.08500000000004,3.0,Low
-122.23500000000051,47.08500000000004,5.0,Low
-122.23000000000052,47.08500000000004,5.0,Low
-122.22500000000052,47.08500000000004,5.0,Low
-122.22000000000052,47.08500000000004,5.0,Low
-122.21500000000053,47.08500000000004,3.0,Low
-122.21000000000053,47.08500000000004,5.0,Low
-122.20500000000054,47.08500000000004,5.0,Low
-122.20000000000054,47.08500000000004,3.0,Low
-122.19500000000055,47.08500000000004,5.0,Low
-122.19000000000055,47.08500000000004,3.0,Low
-122.18500000000056,47.08500000000004,5.0,Low
-122.18000000000056,47.08500000000004,5.0,Low
-122.17500000000057,47.08500000000004,3.0,Low
-122.17000000000057,47.08500000000004,5.0,Low
-122.16500000000057,47.08500000000004,5.0,Low
-122.16000000000058,47.08500000000004,5.0,Low
-122.15500000000058,47.08500000000004,5.0,Low
-122.15000000000059,47.08500000000004,5.0,Low
-122.14500000000059,47.08500000000004,3.0,Low
-122.1400000000006,47.08500000000004,5.0,Low
-122.1350000000006,47.08500000000004,5.0,Low
-122.1300000000006,47.08500000000004,5.0,Low
-122.12500000000061,47.08500000000004,5.0,Low
-122.12000000000062,47.08500000000004,5.0,Low
-122.11500000000062,47.08500000000004,5.0,Low
-122.11000000000062,47.08500000000004,5.0,Low
-122.10500000000063,47.08500000000004,5.0,Low
-122.10000000000063,47.08500000000004,5.0,Low
-122.09500000000064,47.08500000000004,5.0,Low
-122.09000000000064,47.08500000000004,5.0,Low
-122.08500000000065,47.08500000000004,5.0,Low
-122.08000000000065,47.08500000000004,3.0,Low
-122.07500000000066,47.08500000000004,5.0,Low
-122.07000000000066,47.08500000000004,5.0,Low
-122.06500000000067,47.08500000000004,5.0,Low
-122.06000000000067,47.08500000000004,3.0,Low
-122.05500000000067,47.08500000000004,5.0,Low
-122.05000000000068,47.08500000000004,5.0,Low
-122.04500000000068,47.08500000000004,5.0,Low
-122.04000000000069,47.08500000000004,5.0,Low
-122.0350000000007,47.08500000000004,5.0,Low
-122.0300000000007,47.08500000000004,3.0,Low
-122.0250000000007,47.08500000000004,5.0,Low
-122.0200000000007,47.08500000000004,5.0,Low
-122.01500000000071,47.08500000000004,5.0,Low
-122.01000000000072,47.08500000000004,3.0,Low
-122.00500000000072,47.08500000000004,3.0,Low
-122.00000000000072,47.08500000000004,3.0,Low
-121.99500000000073,47.08500000000004,5.0,Low
-121.99000000000073,47.08500000000004,5.0,Low
-121.98500000000074,47.08500000000004,3.0,Low
-121.98000000000074,47.08500000000004,3.0,Low
-121.97500000000075,47.08500000000004,3.0,Low
-121.97000000000075,47.08500000000004,3.0,Low
-121.96500000000076,47.08500000000004,5.0,Low
-121.96000000000076,47.08500000000004,3.0,Low
-121.95500000000077,47.08500000000004,5.0,Low
-121.95000000000077,47.08500000000004,3.0,Low
-121.94500000000077,47.08500000000004,5.0,Low
-121.94000000000078,47.08500000000004,5.0,Low
-121.93500000000078,47.08500000000004,3.0,Low
-121.93000000000079,47.08500000000004,5.0,Low
-121.9250000000008,47.08500000000004,3.0,Low
-121.9200000000008,47.08500000000004,3.0,Low
-121.9150000000008,47.08500000000004,3.0,Low
-121.9100000000008,47.08500000000004,3.0,Low
-121.90500000000081,47.08500000000004,3.0,Low
-121.90000000000082,47.08500000000004,3.0,Low
-121.89500000000082,47.08500000000004,3.0,Low
-121.89000000000082,47.08500000000004,3.0,Low
-121.88500000000083,47.08500000000004,3.0,Low
-121.88000000000083,47.08500000000004,3.0,Low
-121.87500000000084,47.08500000000004,3.0,Low
-121.87000000000084,47.08500000000004,3.0,Low
-121.86500000000085,47.08500000000004,3.0,Low
-121.86000000000085,47.08500000000004,3.0,Low
-121.85500000000086,47.08500000000004,3.0,Low
-121.85000000000086,47.08500000000004,3.0,Low
-121.84500000000087,47.08500000000004,3.0,Low
-121.84000000000087,47.08500000000004,5.0,Low
-121.83500000000087,47.08500000000004,3.0,Low
-121.83000000000088,47.08500000000004,3.0,Low
-121.82500000000088,47.08500000000004,5.0,Low
-121.82000000000089,47.08500000000004,3.0,Low
-121.8150000000009,47.08500000000004,3.0,Low
-121.8100000000009,47.08500000000004,3.0,Low
-121.8050000000009,47.08500000000004,3.0,Low
-121.8000000000009,47.08500000000004,3.0,Low
-121.79500000000091,47.08500000000004,3.0,Low
-121.79000000000092,47.08500000000004,3.0,Low
-121.78500000000092,47.08500000000004,3.0,Low
-121.78000000000092,47.08500000000004,3.0,Low
-121.77500000000093,47.08500000000004,3.0,Low
-121.77000000000093,47.08500000000004,3.0,Low
-121.76500000000094,47.08500000000004,3.0,Low
-121.76000000000094,47.08500000000004,3.0,Low
-121.75500000000095,47.08500000000004,3.0,Low
-121.75000000000095,47.08500000000004,3.0,Low
-121.74500000000096,47.08500000000004,3.0,Low
-121.74000000000096,47.08500000000004,3.0,Low
-121.73500000000097,47.08500000000004,3.0,Low
-121.73000000000097,47.08500000000004,3.0,Low
-121.72500000000097,47.08500000000004,3.0,Low
-121.72000000000098,47.08500000000004,3.0,Low
-121.71500000000098,47.08500000000004,3.0,Low
-121.71000000000099,47.08500000000004,3.0,Low
-121.705000000001,47.08500000000004,3.0,Low
-121.700000000001,47.08500000000004,3.0,Low
-121.695000000001,47.08500000000004,5.0,Low
-121.690000000001,47.08500000000004,3.0,Low
-121.68500000000101,47.08500000000004,3.0,Low
-121.68000000000102,47.08500000000004,3.0,Low
-121.67500000000102,47.08500000000004,3.0,Low
-121.67000000000102,47.08500000000004,3.0,Low
-121.66500000000103,47.08500000000004,3.0,Low
-121.66000000000103,47.08500000000004,3.0,Low
-121.65500000000104,47.08500000000004,1.6775990907230554,Moderate
-121.65000000000104,47.08500000000004,3.0,Low
-121.64500000000105,47.08500000000004,5.0,Low
-121.64000000000105,47.08500000000004,5.0,Low
-121.63500000000106,47.08500000000004,3.0,Low
-121.63000000000106,47.08500000000004,2.0901307422282103,Low
-121.62500000000107,47.08500000000004,3.0,Low
-121.62000000000107,47.08500000000004,3.0,Low
-121.61500000000107,47.08500000000004,3.0,Low
-121.61000000000108,47.08500000000004,3.0,Low
-121.60500000000108,47.08500000000004,4.451429811921156,Low
-121.60000000000109,47.08500000000004,3.0,Low
-121.5950000000011,47.08500000000004,5.0,Low
-121.5900000000011,47.08500000000004,1.8565783628309178,Moderate
-121.5850000000011,47.08500000000004,2.4193378553218077,Low
-121.5800000000011,47.08500000000004,0.9164013708194295,Very High
-121.57500000000111,47.08500000000004,3.0,Low
-121.57000000000112,47.08500000000004,3.0,Low
-121.56500000000112,47.08500000000004,0.7011191584347961,Very High
-121.56000000000112,47.08500000000004,3.0,Low
-121.55500000000113,47.08500000000004,5.0,Low
-121.55000000000113,47.08500000000004,5.0,Low
-121.54500000000114,47.08500000000004,1.3861694182862596,High
-121.54000000000114,47.08500000000004,3.0,Low
-121.53500000000115,47.08500000000004,3.0,Low
-121.53000000000115,47.08500000000004,1.2034946486012161,High
-121.52500000000116,47.08500000000004,3.0,Low
-121.52000000000116,47.08500000000004,2.547441612626085,Low
-121.51500000000117,47.08500000000004,0.7878553565016942,Very High
-121.51000000000117,47.08500000000004,3.0,Low
-121.50500000000117,47.08500000000004,4.261787022776143,Low
-122.8,47.090000000000046,0.9497023414326471,Very High
-122.795,47.090000000000046,1.2535517340206772,High
-122.79,47.090000000000046,3.0,Low
-122.78500000000001,47.090000000000046,1.6970847375337206,Moderate
