Dataset,Parameter,Mix_ID,Temperature_C,Data_Type,Mean_Value,Std_Value,CoV,Rubber_Content
porosity,Effective_Porosity,C,550,Calibration,0.1416,0.0255,0.18008474576271186,0.0
porosity,Effective_Porosity,C,560,Calibration,0.1428,0.0257,0.1799719887955182,0.0
porosity,Effective_Porosity,C,570,Validation,0.1437,0.0259,0.1802366040361865,0.0
porosity,Effective_Porosity,C,580,Validation,0.1442,0.0259,0.1796116504854369,0.0
porosity,Effective_Porosity,C,590,Validation,0.1446,0.026,0.17980636237897646,0.0
porosity,Effective_Porosity,C,600,Validation,0.1451,0.0261,0.17987594762232942,0.0
porosity,Effective_Porosity,C,610,Calibration,0.1456,0.0262,0.17994505494505494,0.0
porosity,Effective_Porosity,C,620,Validation,0.146,0.0263,0.18013698630136987,0.0
porosity,Effective_Porosity,C,630,Validation,0.1465,0.0264,0.1802047781569966,0.0
porosity,Effective_Porosity,C,640,Validation,0.1469,0.0264,0.179714091218516,0.0
porosity,Effective_Porosity,C,650,Calibration,0.1473,0.0265,0.17990495587236932,0.0
porosity,Effective_Porosity,C,660,Calibration,0.1478,0.0266,0.17997293640054127,0.0
porosity,Effective_Porosity,C,670,Calibration,0.1482,0.0267,0.18016194331983806,0.0
porosity,Effective_Porosity,C,680,Validation,0.1486,0.0267,0.17967698519515476,0.0
porosity,Effective_Porosity,C,690,Calibration,0.149,0.0268,0.17986577181208055,0.0
porosity,Effective_Porosity,C,700,Calibration,0.1494,0.0269,0.18005354752342703,0.0
porosity,Effective_Porosity,C,710,Calibration,0.1497,0.027,0.18036072144288576,0.0
porosity,Effective_Porosity,C,720,Calibration,0.1501,0.027,0.1798800799467022,0.0
porosity,Effective_Porosity,C,730,Calibration,0.1505,0.0271,0.18006644518272424,0.0
porosity,Effective_Porosity,C,740,Calibration,0.1509,0.0272,0.18025182239893967,0.0
porosity,Effective_Porosity,C,750,Calibration,0.1512,0.0272,0.17989417989417988,0.0
porosity,Effective_Porosity,C,760,Calibration,0.1516,0.0273,0.1800791556728232,0.0
porosity,Effective_Porosity,C,770,Validation,0.152,0.0274,0.18026315789473685,0.0
porosity,Effective_Porosity,C,780,Calibration,0.1523,0.0274,0.17990807616546292,0.0
porosity,Effective_Porosity,C,790,Validation,0.1527,0.0275,0.18009168303863785,0.0
porosity,Effective_Porosity,C,800,Calibration,0.153,0.0275,0.17973856209150327,0.0
porosity,Effective_Porosity,R5S,20,Calibration,0.0852,0.0153,0.1795774647887324,10.0
porosity,Effective_Porosity,R5S,30,Validation,0.0858,0.0154,0.1794871794871795,10.0
porosity,Effective_Porosity,R5S,40,Calibration,0.0863,0.0155,0.17960602549246812,10.0
porosity,Effective_Porosity,R5S,50,Calibration,0.0869,0.0156,0.17951668584579974,10.0
porosity,Effective_Porosity,R5S,60,Calibration,0.0874,0.0157,0.17963386727688785,10.0
porosity,Effective_Porosity,R5S,70,Validation,0.088,0.0158,0.17954545454545456,10.0
porosity,Effective_Porosity,R5S,80,Calibration,0.0886,0.0159,0.1794582392776524,10.0
porosity,Effective_Porosity,R5S,90,Validation,0.0892,0.0161,0.1804932735426009,10.0
porosity,Effective_Porosity,R5S,100,Calibration,0.0898,0.0162,0.18040089086859687,10.0
porosity,Effective_Porosity,R5S,110,Calibration,0.0955,0.0172,0.1801047120418848,10.0
porosity,Effective_Porosity,R5S,120,Calibration,0.0981,0.0177,0.18042813455657492,10.0
porosity,Effective_Porosity,R5S,130,Calibration,0.0999,0.018,0.18018018018018017,10.0
porosity,Effective_Porosity,R5S,140,Calibration,0.1015,0.0183,0.18029556650246303,10.0
porosity,Effective_Porosity,R5S,150,Calibration,0.1028,0.0185,0.17996108949416342,10.0
porosity,Effective_Porosity,R5S,160,Calibration,0.1041,0.0187,0.17963496637848225,10.0
porosity,Effective_Porosity,R5S,170,Validation,0.1054,0.019,0.18026565464895636,10.0
porosity,Effective_Porosity,R5S,180,Calibration,0.1065,0.0192,0.18028169014084505,10.0
porosity,Effective_Porosity,R5S,190,Calibration,0.1077,0.0194,0.18012999071494892,10.0
porosity,Effective_Porosity,R5S,200,Validation,0.1088,0.0196,0.1801470588235294,10.0
porosity,Effective_Porosity,R5S,210,Calibration,0.1098,0.0198,0.18032786885245905,10.0
porosity,Effective_Porosity,R5S,220,Calibration,0.1109,0.02,0.18034265103697025,10.0
porosity,Effective_Porosity,R5S,230,Validation,0.112,0.0202,0.18035714285714285,10.0
porosity,Effective_Porosity,R5S,240,Validation,0.113,0.0203,0.17964601769911503,10.0
porosity,Effective_Porosity,R5S,250,Calibration,0.114,0.0205,0.17982456140350878,10.0
porosity,Effective_Porosity,R5S,260,Validation,0.115,0.0207,0.18,10.0
porosity,Effective_Porosity,R5S,270,Calibration,0.116,0.0209,0.18017241379310342,10.0
porosity,Effective_Porosity,R5S,280,Calibration,0.117,0.0211,0.18034188034188034,10.0
porosity,Effective_Porosity,R5S,290,Calibration,0.118,0.0212,0.17966101694915254,10.0
porosity,Effective_Porosity,R5S,300,Validation,0.119,0.0214,0.17983193277310924,10.0
porosity,Effective_Porosity,R5S,310,Calibration,0.12,0.0216,0.18000000000000002,10.0
porosity,Effective_Porosity,R5S,320,Calibration,0.121,0.0218,0.18016528925619835,10.0
porosity,Effective_Porosity,R5S,330,Calibration,0.1219,0.0219,0.17965545529122232,10.0
porosity,Effective_Porosity,R5S,340,Calibration,0.1229,0.0221,0.17982099267697316,10.0
porosity,Effective_Porosity,R5S,350,Calibration,0.1239,0.0223,0.17998385794995966,10.0
porosity,Effective_Porosity,R5S,360,Calibration,0.1248,0.0225,0.18028846153846154,10.0
porosity,Effective_Porosity,R5S,370,Calibration,0.1258,0.0226,0.17965023847376788,10.0
porosity,Effective_Porosity,R5S,380,Calibration,0.1268,0.0228,0.1798107255520505,10.0
porosity,Effective_Porosity,R5S,390,Calibration,0.1277,0.023,0.18010963194988253,10.0
porosity,Effective_Porosity,R5S,400,Calibration,0.1287,0.0232,0.18026418026418023,10.0
porosity,Effective_Porosity,R5S,410,Calibration,0.1325,0.0238,0.17962264150943397,10.0
porosity,Effective_Porosity,R5S,420,Calibration,0.1346,0.0242,0.17979197622585438,10.0
porosity,Effective_Porosity,R5S,430,Validation,0.1365,0.0246,0.18021978021978022,10.0
porosity,Effective_Porosity,R5S,440,Calibration,0.1382,0.0249,0.18017366136034732,10.0
porosity,Effective_Porosity,R5S,450,Calibration,0.1399,0.0252,0.18012866333095068,10.0
porosity,Effective_Porosity,R5S,460,Calibration,0.1415,0.0255,0.18021201413427562,10.0
porosity,Effective_Porosity,R5S,470,Calibration,0.1431,0.0258,0.18029350104821804,10.0
porosity,Effective_Porosity,R5S,480,Calibration,0.1446,0.026,0.17980636237897646,10.0
porosity,Effective_Porosity,R5S,490,Calibration,0.1461,0.0263,0.18001368925393565,10.0
porosity,Effective_Porosity,R5S,500,Calibration,0.1476,0.0266,0.18021680216802166,10.0
porosity,Effective_Porosity,R5S,510,Calibration,0.149,0.0268,0.17986577181208055,10.0
porosity,Effective_Porosity,R5S,520,Calibration,0.1505,0.0271,0.18006644518272424,10.0
porosity,Effective_Porosity,R5S,530,Calibration,0.1517,0.0273,0.17996044825313118,10.0
porosity,Effective_Porosity,R5S,540,Calibration,0.1523,0.0274,0.17990807616546292,10.0
porosity,Effective_Porosity,R5S,550,Calibration,0.153,0.0275,0.17973856209150327,10.0
porosity,Effective_Porosity,R5S,560,Calibration,0.1537,0.0277,0.18022121014964215,10.0
porosity,Effective_Porosity,R5S,570,Calibration,0.1543,0.0278,0.18016850291639663,10.0
porosity,Effective_Porosity,R5S,580,Calibration,0.1549,0.0279,0.1801162040025823,10.0
porosity,Effective_Porosity,R5S,590,Calibration,0.1556,0.028,0.17994858611825196,10.0
porosity,Effective_Porosity,R5S,600,Validation,0.1562,0.0281,0.17989756722151087,10.0
porosity,Effective_Porosity,R5S,610,Calibration,0.1568,0.0282,0.1798469387755102,10.0
porosity,Effective_Porosity,R5S,620,Calibration,0.1574,0.0283,0.17979669631512069,10.0
porosity,Effective_Porosity,R5S,630,Validation,0.1579,0.0284,0.1798606713109563,10.0
porosity,Effective_Porosity,R5S,640,Validation,0.1585,0.0285,0.17981072555205047,10.0
porosity,Effective_Porosity,R5S,650,Calibration,0.1591,0.0286,0.17976115650534255,10.0
porosity,Effective_Porosity,R5S,660,Calibration,0.1596,0.0287,0.17982456140350878,10.0
porosity,Effective_Porosity,R5S,670,Validation,0.1602,0.0288,0.1797752808988764,10.0
porosity,Effective_Porosity,R5S,680,Validation,0.1607,0.0289,0.17983820784069693,10.0
porosity,Effective_Porosity,R5S,690,Calibration,0.1613,0.029,0.17978921264724118,10.0
porosity,Effective_Porosity,R5S,700,Calibration,0.1618,0.0291,0.17985166872682323,10.0
porosity,Effective_Porosity,R5S,710,Calibration,0.1624,0.0292,0.17980295566502463,10.0
porosity,Effective_Porosity,R5S,720,Calibration,0.1629,0.0293,0.17986494782074894,10.0
porosity,Effective_Porosity,R5S,730,Calibration,0.1634,0.0294,0.1799265605875153,10.0
porosity,Effective_Porosity,R5S,740,Calibration,0.1639,0.0295,0.17998779743746188,10.0
porosity,Effective_Porosity,R5S,750,Calibration,0.1644,0.0296,0.18004866180048665,10.0
porosity,Effective_Porosity,R5S,760,Validation,0.1649,0.0297,0.18010915706488784,10.0
porosity,Effective_Porosity,R5S,770,Calibration,0.1654,0.0298,0.18016928657799275,10.0
porosity,Effective_Porosity,R5S,780,Calibration,0.1659,0.0299,0.18022905364677516,10.0
porosity,Effective_Porosity,R5S,790,Validation,0.1664,0.03,0.18028846153846154,10.0
porosity,Effective_Porosity,R5S,800,Validation,0.1669,0.03,0.17974835230677053,10.0
porosity,Effective_Porosity,R10S,20,Calibration,0.0852,0.0153,0.1795774647887324,10.0
porosity,Effective_Porosity,R10S,30,Calibration,0.0858,0.0154,0.1794871794871795,10.0
porosity,Effective_Porosity,R10S,40,Calibration,0.0863,0.0155,0.17960602549246812,10.0
porosity,Effective_Porosity,R10S,50,Calibration,0.0869,0.0156,0.17951668584579974,10.0
porosity,Effective_Porosity,R10S,60,Calibration,0.0875,0.0158,0.1805714285714286,10.0
porosity,Effective_Porosity,R10S,70,Calibration,0.0881,0.0159,0.1804767309875142,10.0
porosity,Effective_Porosity,R10S,80,Calibration,0.0887,0.016,0.18038331454340473,10.0
porosity,Effective_Porosity,R10S,90,Calibration,0.0893,0.0161,0.18029115341545351,10.0
porosity,Effective_Porosity,R10S,100,Calibration,0.0899,0.0162,0.18020022246941045,10.0
porosity,Effective_Porosity,R10S,110,Calibration,0.0957,0.0172,0.17972831765935215,10.0
porosity,Effective_Porosity,R10S,120,Calibration,0.0984,0.0177,0.1798780487804878,10.0
porosity,Effective_Porosity,R10S,130,Calibration,0.1002,0.018,0.17964071856287425,10.0
porosity,Effective_Porosity,R10S,140,Calibration,0.1018,0.0183,0.17976424361493124,10.0
porosity,Effective_Porosity,R10S,150,Validation,0.1032,0.0186,0.18023255813953487,10.0
porosity,Effective_Porosity,R10S,160,Calibration,0.1046,0.0188,0.17973231357552583,10.0
porosity,Effective_Porosity,R10S,170,Calibration,0.1058,0.0191,0.18052930056710773,10.0
porosity,Effective_Porosity,R10S,180,Validation,0.1071,0.0193,0.18020541549953314,10.0
porosity,Effective_Porosity,R10S,190,Calibration,0.1083,0.0195,0.18005540166204986,10.0
porosity,Effective_Porosity,R10S,200,Calibration,0.1094,0.0197,0.18007312614259596,10.0
porosity,Effective_Porosity,R10S,210,Calibration,0.1106,0.0199,0.17992766726943943,10.0
porosity,Effective_Porosity,R10S,220,Calibration,0.1117,0.0201,0.179946284691137,10.0
porosity,Effective_Porosity,R10S,230,Validation,0.1128,0.0203,0.1799645390070922,10.0
porosity,Effective_Porosity,R10S,240,Calibration,0.1139,0.0205,0.17998244073748904,10.0
porosity,Effective_Porosity,R10S,250,Calibration,0.115,0.0207,0.18,10.0
porosity,Effective_Porosity,R10S,260,Calibration,0.1161,0.0209,0.18001722652885443,10.0
porosity,Effective_Porosity,R10S,270,Calibration,0.1172,0.0211,0.18003412969283278,10.0
porosity,Effective_Porosity,R10S,280,Calibration,0.1182,0.0213,0.18020304568527917,10.0
porosity,Effective_Porosity,R10S,290,Calibration,0.1193,0.0215,0.1802179379715004,10.0
porosity,Effective_Porosity,R10S,300,Calibration,0.1204,0.0217,0.1802325581395349,10.0
porosity,Effective_Porosity,R10S,310,Validation,0.1214,0.0219,0.18039538714991762,10.0
porosity,Effective_Porosity,R10S,320,Calibration,0.1225,0.022,0.17959183673469387,10.0
porosity,Effective_Porosity,R10S,330,Calibration,0.1235,0.0222,0.17975708502024293,10.0
porosity,Effective_Porosity,R10S,340,Calibration,0.1246,0.0224,0.1797752808988764,10.0
porosity,Effective_Porosity,R10S,350,Calibration,0.1256,0.0226,0.1799363057324841,10.0
porosity,Effective_Porosity,R10S,360,Calibration,0.1267,0.0228,0.17995264404104183,10.0
porosity,Effective_Porosity,R10S,370,Calibration,0.1278,0.023,0.17996870109546165,10.0
porosity,Effective_Porosity,R10S,380,Calibration,0.1288,0.0232,0.18012422360248445,10.0
porosity,Effective_Porosity,R10S,390,Calibration,0.1299,0.0234,0.18013856812933027,10.0
porosity,Effective_Porosity,R10S,400,Calibration,0.1309,0.0236,0.18029029793735676,10.0
porosity,Effective_Porosity,R10S,410,Validation,0.1348,0.0243,0.18026706231454004,10.0
porosity,Effective_Porosity,R10S,420,Calibration,0.1371,0.0247,0.18016046681254558,10.0
porosity,Effective_Porosity,R10S,430,Calibration,0.139,0.025,0.17985611510791366,10.0
porosity,Effective_Porosity,R10S,440,Calibration,0.1409,0.0254,0.18026969481902058,10.0
porosity,Effective_Porosity,R10S,450,Validation,0.1427,0.0257,0.1800981079187106,10.0
porosity,Effective_Porosity,R10S,460,Calibration,0.1444,0.026,0.18005540166204986,10.0
porosity,Effective_Porosity,R10S,470,Calibration,0.1461,0.0263,0.18001368925393565,10.0
porosity,Effective_Porosity,R10S,480,Validation,0.1477,0.0266,0.18009478672985782,10.0
porosity,Effective_Porosity,R10S,490,Validation,0.1493,0.0269,0.18017414601473544,10.0
porosity,Effective_Porosity,R10S,500,Validation,0.1509,0.0272,0.18025182239893967,10.0
porosity,Effective_Porosity,R10S,510,Calibration,0.1525,0.0275,0.18032786885245902,10.0
porosity,Effective_Porosity,R10S,520,Calibration,0.1541,0.0277,0.17975340687865024,10.0
porosity,Effective_Porosity,R10S,530,Calibration,0.1554,0.028,0.18018018018018017,10.0
porosity,Effective_Porosity,R10S,540,Validation,0.1562,0.0281,0.17989756722151087,10.0
porosity,Effective_Porosity,R10S,550,Calibration,0.157,0.0283,0.18025477707006368,10.0
porosity,Effective_Porosity,R10S,560,Calibration,0.1577,0.0284,0.18008877615726063,10.0
porosity,Effective_Porosity,R10S,570,Calibration,0.1585,0.0285,0.17981072555205047,10.0
porosity,Effective_Porosity,R10S,580,Validation,0.1592,0.0287,0.18027638190954773,10.0
porosity,Effective_Porosity,R10S,590,Calibration,0.16,0.0288,0.18,10.0
porosity,Effective_Porosity,R10S,600,Calibration,0.1607,0.0289,0.17983820784069693,10.0
porosity,Effective_Porosity,R10S,610,Calibration,0.1614,0.0291,0.18029739776951675,10.0
porosity,Effective_Porosity,R10S,620,Calibration,0.1621,0.0292,0.18013571869216533,10.0
porosity,Effective_Porosity,R10S,630,Calibration,0.1628,0.0293,0.17997542997542998,10.0
porosity,Effective_Porosity,R10S,640,Calibration,0.1635,0.0294,0.17981651376146787,10.0
porosity,Effective_Porosity,R10S,650,Calibration,0.1642,0.0296,0.18026796589524968,10.0
porosity,Effective_Porosity,R10S,660,Calibration,0.1649,0.0297,0.18010915706488784,10.0
porosity,Effective_Porosity,R10S,670,Calibration,0.1656,0.0298,0.17995169082125603,10.0
porosity,Effective_Porosity,R10S,680,Calibration,0.1662,0.0299,0.1799037304452467,10.0
porosity,Effective_Porosity,R10S,690,Calibration,0.1669,0.03,0.17974835230677053,10.0
porosity,Effective_Porosity,R10S,700,Calibration,0.1676,0.0302,0.18019093078758952,10.0
porosity,Effective_Porosity,R10S,710,Calibration,0.1682,0.0303,0.18014268727705116,10.0
porosity,Effective_Porosity,R10S,720,Calibration,0.1689,0.0304,0.17998815867377146,10.0
porosity,Effective_Porosity,R10S,730,Calibration,0.1695,0.0305,0.1799410029498525,10.0
porosity,Effective_Porosity,R10S,740,Calibration,0.1702,0.0306,0.17978848413631024,10.0
porosity,Effective_Porosity,R10S,750,Validation,0.1708,0.0307,0.1797423887587822,10.0
porosity,Effective_Porosity,R10S,760,Calibration,0.1715,0.0309,0.18017492711370262,10.0
porosity,Effective_Porosity,R10S,770,Validation,0.1721,0.031,0.1801278326554329,10.0
porosity,Effective_Porosity,R10S,780,Calibration,0.1727,0.0311,0.1800810654313839,10.0
porosity,Effective_Porosity,R10S,790,Calibration,0.1734,0.0312,0.17993079584775085,10.0
porosity,Effective_Porosity,R10S,800,Validation,0.174,0.0313,0.17988505747126438,10.0
porosity,Effective_Porosity,R15S,20,Calibration,0.0878,0.0158,0.17995444191343965,15.0
porosity,Effective_Porosity,R15S,30,Calibration,0.0884,0.0159,0.17986425339366516,15.0
porosity,Effective_Porosity,R15S,40,Calibration,0.089,0.016,0.17977528089887643,15.0
porosity,Effective_Porosity,R15S,50,Calibration,0.0896,0.0161,0.1796875,15.0
porosity,Effective_Porosity,R15S,60,Validation,0.0902,0.0162,0.17960088691796008,15.0
porosity,Effective_Porosity,R15S,70,Validation,0.0909,0.0164,0.18041804180418045,15.0
porosity,Effective_Porosity,R15S,80,Validation,0.0915,0.0165,0.18032786885245902,15.0
porosity,Effective_Porosity,R15S,90,Calibration,0.0922,0.0166,0.18004338394793926,15.0
porosity,Effective_Porosity,R15S,100,Validation,0.0929,0.0167,0.1797631862217438,15.0
porosity,Effective_Porosity,R15S,110,Validation,0.0988,0.0178,0.18016194331983806,15.0
porosity,Effective_Porosity,R15S,120,Calibration,0.1016,0.0183,0.18011811023622049,15.0
porosity,Effective_Porosity,R15S,130,Calibration,0.1036,0.0186,0.17953667953667954,15.0
porosity,Effective_Porosity,R15S,140,Validation,0.1053,0.0189,0.1794871794871795,15.0
porosity,Effective_Porosity,R15S,150,Calibration,0.1068,0.0192,0.17977528089887637,15.0
porosity,Effective_Porosity,R15S,160,Validation,0.1082,0.0195,0.18022181146025879,15.0
porosity,Effective_Porosity,R15S,170,Calibration,0.1096,0.0197,0.17974452554744524,15.0
porosity,Effective_Porosity,R15S,180,Validation,0.1109,0.02,0.18034265103697025,15.0
porosity,Effective_Porosity,R15S,190,Calibration,0.1122,0.0202,0.1800356506238859,15.0
porosity,Effective_Porosity,R15S,200,Calibration,0.1134,0.0204,0.1798941798941799,15.0
porosity,Effective_Porosity,R15S,210,Calibration,0.1147,0.0206,0.17959895379250218,15.0
porosity,Effective_Porosity,R15S,220,Validation,0.1159,0.0209,0.180327868852459,15.0
porosity,Effective_Porosity,R15S,230,Calibration,0.1171,0.0211,0.18018787361229718,15.0
porosity,Effective_Porosity,R15S,240,Calibration,0.1183,0.0213,0.18005071851225696,15.0
porosity,Effective_Porosity,R15S,250,Calibration,0.1195,0.0215,0.1799163179916318,15.0
porosity,Effective_Porosity,R15S,260,Validation,0.1207,0.0217,0.17978458989229495,15.0
porosity,Effective_Porosity,R15S,270,Calibration,0.1219,0.0219,0.17965545529122232,15.0
porosity,Effective_Porosity,R15S,280,Validation,0.1231,0.0222,0.18034118602761984,15.0
porosity,Effective_Porosity,R15S,290,Calibration,0.1242,0.0224,0.18035426731078905,15.0
porosity,Effective_Porosity,R15S,300,Calibration,0.1254,0.0226,0.18022328548644334,15.0
porosity,Effective_Porosity,R15S,310,Calibration,0.1266,0.0228,0.18009478672985785,15.0
porosity,Effective_Porosity,R15S,320,Calibration,0.1278,0.023,0.17996870109546165,15.0
porosity,Effective_Porosity,R15S,330,Validation,0.129,0.0232,0.17984496124031005,15.0
porosity,Effective_Porosity,R15S,340,Calibration,0.1301,0.0234,0.17986164488854728,15.0
porosity,Effective_Porosity,R15S,350,Calibration,0.1313,0.0236,0.17974105102817975,15.0
porosity,Effective_Porosity,R15S,360,Validation,0.1325,0.0238,0.17962264150943397,15.0
porosity,Effective_Porosity,R15S,370,Calibration,0.1337,0.0241,0.18025430067314882,15.0
porosity,Effective_Porosity,R15S,380,Calibration,0.1349,0.0243,0.18013343217197925,15.0
porosity,Effective_Porosity,R15S,390,Validation,0.1361,0.0245,0.18001469507714915,15.0
porosity,Effective_Porosity,R15S,400,Calibration,0.1373,0.0247,0.1798980335032775,15.0
porosity,Effective_Porosity,R15S,410,Calibration,0.1413,0.0254,0.17975937721160648,15.0
porosity,Effective_Porosity,R15S,420,Validation,0.1438,0.0259,0.18011126564673155,15.0
porosity,Effective_Porosity,R15S,430,Calibration,0.1459,0.0263,0.1802604523646333,15.0
porosity,Effective_Porosity,R15S,440,Calibration,0.1479,0.0266,0.17985125084516565,15.0
porosity,Effective_Porosity,R15S,450,Calibration,0.1499,0.027,0.1801200800533689,15.0
porosity,Effective_Porosity,R15S,460,Validation,0.1518,0.0273,0.1798418972332016,15.0
porosity,Effective_Porosity,R15S,470,Calibration,0.1536,0.0277,0.18033854166666669,15.0
porosity,Effective_Porosity,R15S,480,Calibration,0.1554,0.028,0.18018018018018017,15.0
porosity,Effective_Porosity,R15S,490,Validation,0.1572,0.0283,0.18002544529262085,15.0
porosity,Effective_Porosity,R15S,500,Validation,0.159,0.0286,0.17987421383647798,15.0
porosity,Effective_Porosity,R15S,510,Calibration,0.1606,0.0289,0.17995018679950187,15.0
porosity,Effective_Porosity,R15S,520,Calibration,0.1616,0.0291,0.1800742574257426,15.0
porosity,Effective_Porosity,R15S,530,Calibration,0.1625,0.0293,0.1803076923076923,15.0
porosity,Effective_Porosity,R15S,540,Validation,0.1635,0.0294,0.17981651376146787,15.0
porosity,Effective_Porosity,R15S,550,Calibration,0.1644,0.0296,0.18004866180048665,15.0
porosity,Effective_Porosity,R15S,560,Calibration,0.1653,0.0297,0.17967332123411978,15.0
porosity,Effective_Porosity,R15S,570,Validation,0.1662,0.0299,0.1799037304452467,15.0
porosity,Effective_Porosity,R15S,580,Validation,0.167,0.0301,0.18023952095808382,15.0
porosity,Effective_Porosity,R15S,590,Calibration,0.1679,0.0302,0.17986896962477666,15.0
porosity,Effective_Porosity,R15S,600,Validation,0.1688,0.0304,0.18009478672985782,15.0
porosity,Effective_Porosity,R15S,610,Calibration,0.1696,0.0305,0.17983490566037735,15.0
porosity,Effective_Porosity,R15S,620,Validation,0.1705,0.0307,0.18005865102639296,15.0
porosity,Effective_Porosity,R15S,630,Calibration,0.1713,0.0308,0.17980151780502043,15.0
porosity,Effective_Porosity,R15S,640,Calibration,0.1721,0.031,0.1801278326554329,15.0
porosity,Effective_Porosity,R15S,650,Validation,0.173,0.0311,0.17976878612716765,15.0
porosity,Effective_Porosity,R15S,660,Calibration,0.1738,0.0313,0.18009205983889529,15.0
porosity,Effective_Porosity,R15S,670,Calibration,0.1746,0.0314,0.17983963344788084,15.0
porosity,Effective_Porosity,R15S,680,Validation,0.1754,0.0316,0.18015963511972635,15.0
porosity,Effective_Porosity,R15S,690,Validation,0.1762,0.0317,0.17990919409761635,15.0
porosity,Effective_Porosity,R15S,700,Calibration,0.177,0.0319,0.18022598870056497,15.0
porosity,Effective_Porosity,R15S,710,Calibration,0.1778,0.032,0.17997750281214847,15.0
porosity,Effective_Porosity,R15S,720,Calibration,0.1786,0.0322,0.18029115341545351,15.0
porosity,Effective_Porosity,R15S,730,Calibration,0.1794,0.0323,0.18004459308807136,15.0
porosity,Effective_Porosity,R15S,740,Calibration,0.1802,0.0324,0.17980022197558268,15.0
porosity,Effective_Porosity,R15S,750,Calibration,0.181,0.0326,0.18011049723756906,15.0
porosity,Effective_Porosity,R15S,760,Validation,0.1818,0.0327,0.17986798679867988,15.0
porosity,Effective_Porosity,R15S,770,Calibration,0.1826,0.0329,0.18017524644030666,15.0
porosity,Effective_Porosity,R15S,780,Calibration,0.1834,0.033,0.17993456924754636,15.0
porosity,Effective_Porosity,R15S,790,Calibration,0.1842,0.0331,0.17969598262757872,15.0
porosity,Effective_Porosity,R15S,800,Validation,0.1849,0.0333,0.18009734991887508,15.0
porosity,Effective_Porosity,R20S,20,Calibration,0.0904,0.0163,0.18030973451327434,20.0
porosity,Effective_Porosity,R20S,30,Calibration,0.091,0.0164,0.18021978021978025,20.0
porosity,Effective_Porosity,R20S,40,Calibration,0.0917,0.0165,0.17993456924754636,20.0
porosity,Effective_Porosity,R20S,50,Calibration,0.0923,0.0166,0.17984832069339113,20.0
porosity,Effective_Porosity,R20S,60,Calibration,0.093,0.0167,0.17956989247311828,20.0
porosity,Effective_Porosity,R20S,70,Validation,0.0937,0.0169,0.18036286019210243,20.0
porosity,Effective_Porosity,R20S,80,Validation,0.0944,0.017,0.18008474576271188,20.0
porosity,Effective_Porosity,R20S,90,Calibration,0.0951,0.0171,0.17981072555205047,20.0
porosity,Effective_Porosity,R20S,100,Calibration,0.0958,0.0172,0.17954070981210857,20.0
porosity,Effective_Porosity,R20S,110,Validation,0.102,0.0184,0.1803921568627451,20.0
porosity,Effective_Porosity,R20S,120,Validation,0.1049,0.0189,0.1801715919923737,20.0
porosity,Effective_Porosity,R20S,130,Calibration,0.107,0.0193,0.18037383177570096,20.0
porosity,Effective_Porosity,R20S,140,Calibration,0.1088,0.0196,0.1801470588235294,20.0
porosity,Effective_Porosity,R20S,150,Calibration,0.1104,0.0199,0.18025362318840582,20.0
porosity,Effective_Porosity,R20S,160,Calibration,0.1119,0.0201,0.17962466487935658,20.0
porosity,Effective_Porosity,R20S,170,Validation,0.1134,0.0204,0.1798941798941799,20.0
porosity,Effective_Porosity,R20S,180,Validation,0.1148,0.0207,0.1803135888501742,20.0
porosity,Effective_Porosity,R20S,190,Validation,0.1161,0.0209,0.18001722652885443,20.0
porosity,Effective_Porosity,R20S,200,Calibration,0.1175,0.0212,0.18042553191489363,20.0
porosity,Effective_Porosity,R20S,210,Calibration,0.1188,0.0214,0.18013468013468012,20.0
porosity,Effective_Porosity,R20S,220,Validation,0.1202,0.0216,0.17970049916805325,20.0
porosity,Effective_Porosity,R20S,230,Validation,0.1215,0.0219,0.18024691358024691,20.0
porosity,Effective_Porosity,R20S,240,Calibration,0.1228,0.0221,0.17996742671009772,20.0
porosity,Effective_Porosity,R20S,250,Validation,0.1241,0.0223,0.17969379532634971,20.0
porosity,Effective_Porosity,R20S,260,Validation,0.1254,0.0226,0.18022328548644334,20.0
porosity,Effective_Porosity,R20S,270,Calibration,0.1267,0.0228,0.17995264404104183,20.0
porosity,Effective_Porosity,R20S,280,Calibration,0.128,0.023,0.1796875,20.0
porosity,Effective_Porosity,R20S,290,Calibration,0.1293,0.0233,0.18020108275328695,20.0
porosity,Effective_Porosity,R20S,300,Calibration,0.1306,0.0235,0.17993874425727413,20.0
porosity,Effective_Porosity,R20S,310,Calibration,0.1319,0.0237,0.17968157695223655,20.0
porosity,Effective_Porosity,R20S,320,Validation,0.1332,0.024,0.18018018018018017,20.0
porosity,Effective_Porosity,R20S,330,Calibration,0.1345,0.0242,0.1799256505576208,20.0
porosity,Effective_Porosity,R20S,340,Calibration,0.1358,0.0244,0.1796759941089838,20.0
porosity,Effective_Porosity,R20S,350,Calibration,0.1371,0.0247,0.18016046681254558,20.0
porosity,Effective_Porosity,R20S,360,Calibration,0.1384,0.0249,0.17991329479768786,20.0
porosity,Effective_Porosity,R20S,370,Validation,0.1397,0.0251,0.17967072297780962,20.0
porosity,Effective_Porosity,R20S,380,Calibration,0.141,0.0254,0.18014184397163122,20.0
porosity,Effective_Porosity,R20S,390,Calibration,0.1424,0.0256,0.17977528089887643,20.0
