cell,temperature_C,mode,current_density_A_cm2,voltage_V
7,600,SOFC,0.75,-0.8964
7,600,SOFC,0.8,-0.974
7,600,SOFC,0.85,-1.0422
7,600,SOFC,0.9,-1.1119
7,600,SOFC,0.95,-1.1866
7,600,SOFC,1.0,-1.2572
7,600,SOEC,0.0,1.0448
7,600,SOEC,0.05,1.4593
7,600,SOEC,0.1,1.6825
7,600,SOEC,0.15,1.8494
7,600,SOEC,0.2,1.972
7,600,SOEC,0.25,2.0885
7,600,SOEC,0.3,2.1971
7,600,SOEC,0.35,2.2985
7,600,SOEC,0.4,2.3896
7,600,SOEC,0.45,2.4691
7,600,SOEC,0.5,2.5627
7,600,SOEC,0.55,2.6514
7,600,SOEC,0.6,2.7259
7,600,SOEC,0.65,2.799
7,600,SOEC,0.7,2.88
7,600,SOEC,0.75,2.9506
7,600,SOEC,0.8,3.0322
7,600,SOEC,0.85,3.0985
7,600,SOEC,0.9,3.1735
7,600,SOEC,0.95,3.2417
7,600,SOEC,1.0,3.3128
7,650,SOFC,0.0,1.0056
7,650,SOFC,0.05,0.5804
7,650,SOFC,0.1,0.3752
7,650,SOFC,0.15,0.2298
7,650,SOFC,0.2,0.1125
7,650,SOFC,0.25,0.0159
7,650,SOFC,0.3,-0.0674
7,650,SOFC,0.35,-0.1444
7,650,SOFC,0.4,-0.2228
7,650,SOFC,0.45,-0.2857
7,650,SOFC,0.5,-0.3582
7,650,SOFC,0.55,-0.4194
7,650,SOFC,0.6,-0.4822
7,650,SOFC,0.65,-0.5342
7,650,SOFC,0.7,-0.5873
7,650,SOFC,0.75,-0.6537
7,650,SOFC,0.8,-0.703
7,650,SOFC,0.85,-0.7505
7,650,SOFC,0.9,-0.81
7,650,SOFC,0.95,-0.8543
7,650,SOFC,1.0,-0.9019
7,650,SOEC,0.0,1.0325
7,650,SOEC,0.05,1.455
7,650,SOEC,0.1,1.6618
7,650,SOEC,0.15,1.806
7,650,SOEC,0.2,1.9151
7,650,SOEC,0.25,2.0122
7,650,SOEC,0.3,2.0984
7,650,SOEC,0.35,2.1837
7,650,SOEC,0.4,2.2504
7,650,SOEC,0.45,2.323
7,650,SOEC,0.5,2.3897
7,650,SOEC,0.55,2.4506
7,650,SOEC,0.6,2.5132
7,650,SOEC,0.65,2.5783
7,650,SOEC,0.7,2.6266
7,650,SOEC,0.75,2.6806
7,650,SOEC,0.8,2.7384
7,650,SOEC,0.85,2.7885
7,650,SOEC,0.9,2.8434
7,650,SOEC,0.95,2.8899
7,650,SOEC,1.0,2.9382
7,700,SOFC,0.0,0.9827
7,700,SOFC,0.05,0.5532
7,700,SOFC,0.1,0.3522
7,700,SOFC,0.15,0.2213
7,700,SOFC,0.2,0.1086
7,700,SOFC,0.25,0.0265
7,700,SOFC,0.3,-0.0554
7,700,SOFC,0.35,-0.1263
7,700,SOFC,0.4,-0.192
7,700,SOFC,0.45,-0.2467
7,700,SOFC,0.5,-0.3063
7,700,SOFC,0.55,-0.3591
7,700,SOFC,0.6,-0.4022
7,700,SOFC,0.65,-0.4522
7,700,SOFC,0.7,-0.4996
7,700,SOFC,0.75,-0.5409
7,700,SOFC,0.8,-0.5854
7,700,SOFC,0.85,-0.6256
7,700,SOFC,0.9,-0.6694
7,700,SOFC,0.95,-0.6999
7,700,SOFC,1.0,-0.7462
7,700,SOEC,0.0,1.0255
7,700,SOEC,0.05,1.4503
7,700,SOEC,0.1,1.6536
7,700,SOEC,0.15,1.7909
7,700,SOEC,0.2,1.8997
7,700,SOEC,0.25,1.9836
7,700,SOEC,0.3,2.0677
7,700,SOEC,0.35,2.14
7,700,SOEC,0.4,2.1976
7,700,SOEC,0.45,2.2576
7,700,SOEC,0.5,2.3113
7,700,SOEC,0.55,2.364
7,700,SOEC,0.6,2.4198
7,700,SOEC,0.65,2.4592
7,700,SOEC,0.7,2.5049
7,700,SOEC,0.75,2.5566
7,700,SOEC,0.8,2.5962
7,700,SOEC,0.85,2.642
7,700,SOEC,0.9,2.6745
7,700,SOEC,0.95,2.7155
7,700,SOEC,1.0,2.7514
7,750,SOFC,0.0,0.9754
7,750,SOFC,0.05,0.5257
7,750,SOFC,0.1,0.3307
7,750,SOFC,0.15,0.1933
7,750,SOFC,0.2,0.0873
7,750,SOFC,0.25,-0.0
7,750,SOFC,0.3,-0.0756
7,750,SOFC,0.35,-0.1362
7,750,SOFC,0.4,-0.2008
7,750,SOFC,0.45,-0.2498
7,750,SOFC,0.5,-0.295
7,750,SOFC,0.55,-0.3435
7,750,SOFC,0.6,-0.3964
7,750,SOFC,0.65,-0.4352
7,750,SOFC,0.7,-0.4721
7,750,SOFC,0.75,-0.5116
7,750,SOFC,0.8,-0.5521
7,750,SOFC,0.85,-0.582
7,750,SOFC,0.9,-0.6172
7,750,SOFC,0.95,-0.6445
7,750,SOFC,1.0,-0.6831
7,750,SOEC,0.0,1.0129
7,750,SOEC,0.05,1.4496
7,750,SOEC,0.1,1.6527
7,750,SOEC,0.15,1.7943
7,750,SOEC,0.2,1.9002
7,750,SOEC,0.25,1.9804
7,750,SOEC,0.3,2.0574
7,750,SOEC,0.35,2.1186
7,750,SOEC,0.4,2.1812
7,750,SOEC,0.45,2.2382
7,750,SOEC,0.5,2.2844
7,750,SOEC,0.55,2.3316
7,750,SOEC,0.6,2.373
7,750,SOEC,0.65,2.4161
7,750,SOEC,0.7,2.463
7,750,SOEC,0.75,2.496
7,750,SOEC,0.8,2.5293
7,750,SOEC,0.85,2.5666
7,750,SOEC,0.9,2.5968
7,750,SOEC,0.95,2.6316
7,750,SOEC,1.0,2.6708
7,800,SOFC,0.0,0.9615
7,800,SOFC,0.05,0.507
7,800,SOFC,0.1,0.2939
7,800,SOFC,0.15,0.1561
7,800,SOFC,0.2,0.0533
7,800,SOFC,0.25,-0.0421
7,800,SOFC,0.3,-0.1061
7,800,SOFC,0.35,-0.1704
7,800,SOFC,0.4,-0.2225
7,800,SOFC,0.45,-0.2756
7,800,SOFC,0.5,-0.3292
7,800,SOFC,0.55,-0.3659
7,800,SOFC,0.6,-0.4115
7,800,SOFC,0.65,-0.452
7,800,SOFC,0.7,-0.4853
7,800,SOFC,0.75,-0.5213
7,800,SOFC,0.8,-0.5493
7,800,SOFC,0.85,-0.5848
7,800,SOFC,0.9,-0.6158
7,800,SOFC,0.95,-0.6433
7,800,SOFC,1.0,-0.6712
7,800,SOEC,0.0,1.0004
7,800,SOEC,0.05,1.4628
7,800,SOEC,0.1,1.6676
7,800,SOEC,0.15,1.8042
7,800,SOEC,0.2,1.9123
7,800,SOEC,0.25,1.9937
7,800,SOEC,0.3,2.0667
7,800,SOEC,0.35,2.1353
7,800,SOEC,0.4,2.1918
7,800,SOEC,0.45,2.2384
7,800,SOEC,0.5,2.2843
7,800,SOEC,0.55,2.334
7,800,SOEC,0.6,2.373
7,800,SOEC,0.65,2.4102
7,800,SOEC,0.7,2.4449
7,800,SOEC,0.75,2.4816
7,800,SOEC,0.8,2.5138
7,800,SOEC,0.85,2.5437
7,800,SOEC,0.9,2.5767
7,800,SOEC,0.95,2.6067
7,800,SOEC,1.0,2.6333
7,850,SOFC,0.0,0.9515
7,850,SOFC,0.05,0.4739
7,850,SOFC,0.1,0.2594
7,850,SOFC,0.15,0.1146
7,850,SOFC,0.2,0.0113
7,850,SOFC,0.25,-0.0769
7,850,SOFC,0.3,-0.1535
7,850,SOFC,0.35,-0.211
7,850,SOFC,0.4,-0.2687
7,850,SOFC,0.45,-0.312
7,850,SOFC,0.5,-0.3616
7,850,SOFC,0.55,-0.4065
7,850,SOFC,0.6,-0.4476
7,850,SOFC,0.65,-0.485
7,850,SOFC,0.7,-0.5235
7,850,SOFC,0.75,-0.5588
7,850,SOFC,0.8,-0.5877
7,850,SOFC,0.85,-0.6153
7,850,SOFC,0.9,-0.6502
7,850,SOFC,0.95,-0.6732
7,850,SOFC,1.0,-0.6989
7,850,SOEC,0.0,0.986
7,850,SOEC,0.05,1.4634
7,850,SOEC,0.1,1.6779
7,850,SOEC,0.15,1.8251
7,850,SOEC,0.2,1.9284
7,850,SOEC,0.25,2.0109
7,850,SOEC,0.3,2.0851
7,850,SOEC,0.35,2.1484
7,850,SOEC,0.4,2.2023
7,850,SOEC,0.45,2.2529
7,850,SOEC,0.5,2.3045
7,850,SOEC,0.55,2.3428
7,850,SOEC,0.6,2.3804
7,850,SOEC,0.65,2.4207
7,850,SOEC,0.7,2.4562
7,850,SOEC,0.75,2.4831
7,850,SOEC,0.8,2.5204
7,850,SOEC,0.85,2.5531
7,850,SOEC,0.9,2.5807
7,850,SOEC,0.95,2.6136
7,850,SOEC,1.0,2.6373
8,600,SOFC,0.0,1.0186
8,600,SOFC,0.05,0.601
8,600,SOFC,0.1,0.3793
8,600,SOFC,0.15,0.2183
8,600,SOFC,0.2,0.0885
8,600,SOFC,0.25,-0.0326
8,600,SOFC,0.3,-0.1367
8,600,SOFC,0.35,-0.2376
8,600,SOFC,0.4,-0.3276
8,600,SOFC,0.45,-0.4196
8,600,SOFC,0.5,-0.5052
8,600,SOFC,0.55,-0.5845
8,600,SOFC,0.6,-0.6666
8,600,SOFC,0.65,-0.7503
8,600,SOFC,0.7,-0.8256
8,600,SOFC,0.75,-0.9
8,600,SOFC,0.8,-0.9732
8,600,SOFC,0.85,-1.0422
8,600,SOFC,0.9,-1.1147
8,600,SOFC,0.95,-1.1831
8,600,SOFC,1.0,-1.2543
8,600,SOEC,0.0,1.0469
8,600,SOEC,0.05,1.4672
8,600,SOEC,0.1,1.6815
8,600,SOEC,0.15,1.8434
8,600,SOEC,0.2,1.9751
8,600,SOEC,0.25,2.09
8,600,SOEC,0.3,2.1987
8,600,SOEC,0.35,2.2865
8,600,SOEC,0.4,2.3858
8,600,SOEC,0.45,2.4747
8,600,SOEC,0.5,2.5645
8,600,SOEC,0.55,2.6484
8,600,SOEC,0.6,2.7197
8,600,SOEC,0.65,2.8067
8,600,SOEC,0.7,2.8757
8,600,SOEC,0.75,2.9511
8,600,SOEC,0.8,3.0278
8,600,SOEC,0.85,3.1004
8,600,SOEC,0.9,3.1686
8,600,SOEC,0.95,3.2462
8,600,SOEC,1.0,3.3165
8,650,SOFC,0.0,1.0044
8,650,SOFC,0.05,0.5787
8,650,SOFC,0.1,0.3768
8,650,SOFC,0.15,0.2332
8,650,SOFC,0.2,0.1232
8,650,SOFC,0.25,0.0112
8,650,SOFC,0.3,-0.0706
8,650,SOFC,0.35,-0.1473
8,650,SOFC,0.4,-0.2244
8,650,SOFC,0.45,-0.2911
8,650,SOFC,0.5,-0.3564
8,650,SOFC,0.55,-0.4207
8,650,SOFC,0.6,-0.4788
8,650,SOFC,0.65,-0.5353
8,650,SOFC,0.7,-0.5943
8,650,SOFC,0.75,-0.6498
8,650,SOFC,0.8,-0.7025
8,650,SOFC,0.85,-0.7544
8,650,SOFC,0.9,-0.8109
8,650,SOFC,0.95,-0.8546
8,650,SOFC,1.0,-0.9069
8,650,SOEC,0.0,1.036
8,650,SOEC,0.05,1.4552
8,650,SOEC,0.1,1.6601
8,650,SOEC,0.15,1.7971
8,650,SOEC,0.2,1.9142
8,650,SOEC,0.25,2.01
8,650,SOEC,0.3,2.0991
8,650,SOEC,0.35,2.1845
8,650,SOEC,0.4,2.259
8,650,SOEC,0.45,2.3204
8,650,SOEC,0.5,2.3881
8,650,SOEC,0.55,2.4519
8,650,SOEC,0.6,2.5142
8,650,SOEC,0.65,2.5653
8,650,SOEC,0.7,2.6222
8,650,SOEC,0.75,2.6833
8,650,SOEC,0.8,2.7296
8,650,SOEC,0.85,2.7864
8,650,SOEC,0.9,2.8395
8,650,SOEC,0.95,2.8907
8,650,SOEC,1.0,2.9385
8,700,SOFC,0.0,0.987
8,700,SOFC,0.05,0.5605
8,700,SOFC,0.1,0.3586
8,700,SOFC,0.15,0.2183
8,700,SOFC,0.2,0.1128
8,700,SOFC,0.25,0.0239
8,700,SOFC,0.3,-0.0504
8,700,SOFC,0.35,-0.1232
8,700,SOFC,0.4,-0.1858
8,700,SOFC,0.45,-0.2504
8,700,SOFC,0.5,-0.3055
8,700,SOFC,0.55,-0.3568
8,700,SOFC,0.6,-0.4062
8,700,SOFC,0.65,-0.4563
8,700,SOFC,0.7,-0.495
8,700,SOFC,0.75,-0.5402
8,700,SOFC,0.8,-0.5863
8,700,SOFC,0.85,-0.6248
8,700,SOFC,0.9,-0.6663
8,700,SOFC,0.95,-0.704
8,700,SOFC,1.0,-0.7485
8,700,SOEC,0.0,1.0204
8,700,SOEC,0.05,1.4507
8,700,SOEC,0.1,1.6531
8,700,SOEC,0.15,1.7868
8,700,SOEC,0.2,1.8887
8,700,SOEC,0.25,1.9829
8,700,SOEC,0.3,2.0642
8,700,SOEC,0.35,2.1347
8,700,SOEC,0.4,2.2034
8,700,SOEC,0.45,2.2593
8,700,SOEC,0.5,2.3131
8,700,SOEC,0.55,2.365
8,700,SOEC,0.6,2.418
8,700,SOEC,0.65,2.4604
8,700,SOEC,0.7,2.5074
8,700,SOEC,0.75,2.5485
8,700,SOEC,0.8,2.5986
8,700,SOEC,0.85,2.6368
8,700,SOEC,0.9,2.6737
8,700,SOEC,0.95,2.7147
8,700,SOEC,1.0,2.7549
8,750,SOFC,0.0,0.9743
8,750,SOFC,0.05,0.5294
8,750,SOFC,0.1,0.3267
8,750,SOFC,0.15,0.1933
8,750,SOFC,0.2,0.0864
8,750,SOFC,0.25,-0.0002
8,750,SOFC,0.3,-0.0769
8,750,SOFC,0.35,-0.1381
8,750,SOFC,0.4,-0.1979
8,750,SOFC,0.45,-0.2523
8,750,SOFC,0.5,-0.3007
8,750,SOFC,0.55,-0.3457
8,750,SOFC,0.6,-0.3898
8,750,SOFC,0.65,-0.432
8,750,SOFC,0.7,-0.4741
8,750,SOFC,0.75,-0.5131
8,750,SOFC,0.8,-0.551
8,750,SOFC,0.85,-0.5849
8,750,SOFC,0.9,-0.6171
8,750,SOFC,0.95,-0.6526
8,750,SOFC,1.0,-0.682
8,750,SOEC,0.0,1.0065
8,750,SOEC,0.05,1.4484
8,750,SOEC,0.1,1.6582
8,750,SOEC,0.15,1.7907
8,750,SOEC,0.2,1.8945
8,750,SOEC,0.25,1.98
8,750,SOEC,0.3,2.0586
8,750,SOEC,0.35,2.1269
8,750,SOEC,0.4,2.1805
8,750,SOEC,0.45,2.2351
8,750,SOEC,0.5,2.2889
8,750,SOEC,0.55,2.3269
8,750,SOEC,0.6,2.3823
8,750,SOEC,0.65,2.4254
8,750,SOEC,0.7,2.4496
8,750,SOEC,0.75,2.4955
8,750,SOEC,0.8,2.5302
8,750,SOEC,0.85,2.5668
8,750,SOEC,0.9,2.6004
8,750,SOEC,0.95,2.6371
8,750,SOEC,1.0,2.6664
8,800,SOFC,0.0,0.9592
8,800,SOFC,0.05,0.5008
8,800,SOFC,0.1,0.2957
8,800,SOFC,0.15,0.1527
8,800,SOFC,0.2,0.0464
8,800,SOFC,0.25,-0.0281
8,800,SOFC,0.3,-0.1086
8,800,SOFC,0.35,-0.1706
8,800,SOFC,0.4,-0.2282
8,800,SOFC,0.45,-0.2768
8,800,SOFC,0.5,-0.3205
8,800,SOFC,0.55,-0.3679
8,800,SOFC,0.6,-0.4153
8,800,SOFC,0.65,-0.4535
8,800,SOFC,0.7,-0.4871
8,800,SOFC,0.75,-0.5215
8,800,SOFC,0.8,-0.5591
8,800,SOFC,0.85,-0.5833
8,800,SOFC,0.9,-0.6197
8,800,SOFC,0.95,-0.6415
8,800,SOFC,1.0,-0.6691
8,800,SOEC,0.0,0.9973
8,800,SOEC,0.05,1.4599
8,800,SOEC,0.1,1.6621
8,800,SOEC,0.15,1.8056
8,800,SOEC,0.2,1.9071
8,800,SOEC,0.25,1.9907
8,800,SOEC,0.3,2.0657
8,800,SOEC,0.35,2.1287
8,800,SOEC,0.4,2.1859
8,800,SOEC,0.45,2.2412
8,800,SOEC,0.5,2.2833
8,800,SOEC,0.55,2.3348
8,800,SOEC,0.6,2.3667
8,800,SOEC,0.65,2.4141
8,800,SOEC,0.7,2.4428
8,800,SOEC,0.75,2.4806
8,800,SOEC,0.8,2.5124
8,800,SOEC,0.85,2.5447
8,800,SOEC,0.9,2.5788
8,800,SOEC,0.95,2.6104
8,800,SOEC,1.0,2.638
8,850,SOFC,0.0,0.9476
8,850,SOFC,0.05,0.4706
8,850,SOFC,0.1,0.2542
8,850,SOFC,0.15,0.1125
8,850,SOFC,0.2,0.0056
8,850,SOFC,0.25,-0.0784
8,850,SOFC,0.3,-0.1491
8,850,SOFC,0.35,-0.2188
8,850,SOFC,0.4,-0.2693
8,850,SOFC,0.45,-0.3152
8,850,SOFC,0.5,-0.3626
8,850,SOFC,0.55,-0.4104
8,850,SOFC,0.6,-0.4525
8,850,SOFC,0.65,-0.4841
8,850,SOFC,0.7,-0.5274
8,850,SOFC,0.75,-0.5502
8,850,SOFC,0.8,-0.5857
8,850,SOFC,0.85,-0.6096
8,850,SOFC,0.9,-0.6491
8,850,SOFC,0.95,-0.6688
8,850,SOFC,1.0,-0.6984
8,850,SOEC,0.0,0.9856
8,850,SOEC,0.05,1.4612
8,850,SOEC,0.1,1.6807
8,850,SOEC,0.15,1.822
8,850,SOEC,0.2,1.9318
8,850,SOEC,0.25,2.0156
8,850,SOEC,0.3,2.0835
8,850,SOEC,0.35,2.1455
8,850,SOEC,0.4,2.2005
8,850,SOEC,0.45,2.2596
8,850,SOEC,0.5,2.2991
8,850,SOEC,0.55,2.3485
8,850,SOEC,0.6,2.3853
8,850,SOEC,0.65,2.4219
8,850,SOEC,0.7,2.4549
8,850,SOEC,0.75,2.491
8,850,SOEC,0.8,2.5204
8,850,SOEC,0.85,2.5494
8,850,SOEC,0.9,2.5814
8,850,SOEC,0.95,2.6065
8,850,SOEC,1.0,2.6312
9,600,SOFC,0.0,1.0161
9,600,SOFC,0.05,0.5924
9,600,SOFC,0.1,0.3785
9,600,SOFC,0.15,0.2165
9,600,SOFC,0.2,0.0819
9,600,SOFC,0.25,-0.0257
9,600,SOFC,0.3,-0.1323
9,600,SOFC,0.35,-0.233
9,600,SOFC,0.4,-0.3299
9,600,SOFC,0.45,-0.4186
9,600,SOFC,0.5,-0.499
9,600,SOFC,0.55,-0.5868
9,600,SOFC,0.6,-0.668
9,600,SOFC,0.65,-0.7389
9,600,SOFC,0.7,-0.8214
9,600,SOFC,0.75,-0.8912
9,600,SOFC,0.8,-0.9748
9,600,SOFC,0.85,-1.0419
9,600,SOFC,0.9,-1.1091
9,600,SOFC,0.95,-1.1863
9,600,SOFC,1.0,-1.2573
9,600,SOEC,0.0,1.0401
9,600,SOEC,0.05,1.4686
9,600,SOEC,0.1,1.6786
9,600,SOEC,0.15,1.8398
9,600,SOEC,0.2,1.9687
9,600,SOEC,0.25,2.0935
9,600,SOEC,0.3,2.1984
9,600,SOEC,0.35,2.2935
9,600,SOEC,0.4,2.3832
9,600,SOEC,0.45,2.4802
9,600,SOEC,0.5,2.5599
9,600,SOEC,0.55,2.6404
9,600,SOEC,0.6,2.7188
9,600,SOEC,0.65,2.8005
9,600,SOEC,0.7,2.8748
9,600,SOEC,0.75,2.9526
9,600,SOEC,0.8,3.0307
9,600,SOEC,0.85,3.1002
9,600,SOEC,0.9,3.1743
9,600,SOEC,0.95,3.2421
9,600,SOEC,1.0,3.3147
9,650,SOFC,0.0,1.007
9,650,SOFC,0.05,0.579
9,650,SOFC,0.1,0.378
9,650,SOFC,0.15,0.2286
9,650,SOFC,0.2,0.1227
9,650,SOFC,0.25,0.0182
9,650,SOFC,0.3,-0.0646
9,650,SOFC,0.35,-0.1477
9,650,SOFC,0.4,-0.2193
9,650,SOFC,0.45,-0.2884
9,650,SOFC,0.5,-0.3574
9,650,SOFC,0.55,-0.4154
9,650,SOFC,0.6,-0.4812
9,650,SOFC,0.65,-0.5348
9,650,SOFC,0.7,-0.5947
9,650,SOFC,0.75,-0.6474
9,650,SOFC,0.8,-0.7034
9,650,SOFC,0.85,-0.7542
9,650,SOFC,0.9,-0.8089
9,650,SOFC,0.95,-0.8553
9,650,SOFC,1.0,-0.9054
9,650,SOEC,0.0,1.0306
9,650,SOEC,0.05,1.4532
9,650,SOEC,0.1,1.657
9,650,SOEC,0.15,1.7983
9,650,SOEC,0.2,1.9149
9,650,SOEC,0.25,2.0107
9,650,SOEC,0.3,2.1082
9,650,SOEC,0.35,2.1839
9,650,SOEC,0.4,2.2554
9,650,SOEC,0.45,2.3273
9,650,SOEC,0.5,2.3835
9,650,SOEC,0.55,2.4445
9,650,SOEC,0.6,2.5112
9,650,SOEC,0.65,2.5664
9,650,SOEC,0.7,2.6263
9,650,SOEC,0.75,2.6825
9,650,SOEC,0.8,2.7382
9,650,SOEC,0.85,2.7843
9,650,SOEC,0.9,2.8403
9,650,SOEC,0.95,2.8895
9,650,SOEC,1.0,2.94
9,700,SOFC,0.0,0.9865
9,700,SOFC,0.05,0.5622
9,700,SOFC,0.1,0.3574
9,700,SOFC,0.15,0.2255
9,700,SOFC,0.2,0.1103
9,700,SOFC,0.25,0.025
9,700,SOFC,0.3,-0.0557
9,700,SOFC,0.35,-0.1265
9,700,SOFC,0.4,-0.1876
9,700,SOFC,0.45,-0.2495
9,700,SOFC,0.5,-0.3119
9,700,SOFC,0.55,-0.3653
9,700,SOFC,0.6,-0.402
9,700,SOFC,0.65,-0.4496
9,700,SOFC,0.7,-0.4932
9,700,SOFC,0.75,-0.5429
9,700,SOFC,0.8,-0.5893
9,700,SOFC,0.85,-0.628
9,700,SOFC,0.9,-0.6669
9,700,SOFC,0.95,-0.7092
9,700,SOFC,1.0,-0.7395
9,700,SOEC,0.0,1.0275
9,700,SOEC,0.05,1.4523
9,700,SOEC,0.1,1.6512
9,700,SOEC,0.15,1.7848
9,700,SOEC,0.2,1.9009
9,700,SOEC,0.25,1.9864
9,700,SOEC,0.3,2.0636
9,700,SOEC,0.35,2.1359
9,700,SOEC,0.4,2.1966
9,700,SOEC,0.45,2.2579
9,700,SOEC,0.5,2.3085
9,700,SOEC,0.55,2.3683
9,700,SOEC,0.6,2.4144
9,700,SOEC,0.65,2.4657
9,700,SOEC,0.7,2.5072
9,700,SOEC,0.75,2.5513
9,700,SOEC,0.8,2.5907
9,700,SOEC,0.85,2.6379
9,700,SOEC,0.9,2.6732
9,700,SOEC,0.95,2.7136
9,700,SOEC,1.0,2.7534
9,750,SOFC,0.0,0.9754
9,750,SOFC,0.05,0.5259
9,750,SOFC,0.1,0.328
9,750,SOFC,0.15,0.1947
9,750,SOFC,0.2,0.0863
9,750,SOFC,0.25,0.0005
9,750,SOFC,0.3,-0.0724
9,750,SOFC,0.35,-0.1387
9,750,SOFC,0.4,-0.2004
9,750,SOFC,0.45,-0.2514
9,750,SOFC,0.5,-0.2983
9,750,SOFC,0.55,-0.3511
9,750,SOFC,0.6,-0.3931
9,750,SOFC,0.65,-0.4378
9,750,SOFC,0.7,-0.4705
9,750,SOFC,0.75,-0.5116
9,750,SOFC,0.8,-0.5505
9,750,SOFC,0.85,-0.5829
9,750,SOFC,0.9,-0.6208
9,750,SOFC,0.95,-0.6533
9,750,SOFC,1.0,-0.6867
9,750,SOEC,0.0,1.0062
9,750,SOEC,0.05,1.4575
9,750,SOEC,0.1,1.6536
9,750,SOEC,0.15,1.7935
9,750,SOEC,0.2,1.8945
9,750,SOEC,0.25,1.9855
9,750,SOEC,0.3,2.0543
9,750,SOEC,0.35,2.1229
9,750,SOEC,0.4,2.1819
9,750,SOEC,0.45,2.2427
9,750,SOEC,0.5,2.2876
9,750,SOEC,0.55,2.3306
9,750,SOEC,0.6,2.3784
9,750,SOEC,0.65,2.4245
9,750,SOEC,0.7,2.4529
9,750,SOEC,0.75,2.4933
9,750,SOEC,0.8,2.5316
9,750,SOEC,0.85,2.5663
9,750,SOEC,0.9,2.6006
9,750,SOEC,0.95,2.6307
9,750,SOEC,1.0,2.6709
9,800,SOFC,0.0,0.9576
9,800,SOFC,0.05,0.5007
9,800,SOFC,0.1,0.2973
9,800,SOFC,0.15,0.1561
9,800,SOFC,0.2,0.0484
9,800,SOFC,0.25,-0.0381
9,800,SOFC,0.3,-0.1074
9,800,SOFC,0.35,-0.1725
9,800,SOFC,0.4,-0.2264
9,800,SOFC,0.45,-0.2827
9,800,SOFC,0.5,-0.3233
9,800,SOFC,0.55,-0.3693
9,800,SOFC,0.6,-0.4101
9,800,SOFC,0.65,-0.445
9,800,SOFC,0.7,-0.4872
9,800,SOFC,0.75,-0.5229
9,800,SOFC,0.8,-0.5556
9,800,SOFC,0.85,-0.5864
9,800,SOFC,0.9,-0.6167
9,800,SOFC,0.95,-0.6485
9,800,SOFC,1.0,-0.6806
9,800,SOEC,0.0,0.9963
9,800,SOEC,0.05,1.4597
9,800,SOEC,0.1,1.6662
9,800,SOEC,0.15,1.8073
9,800,SOEC,0.2,1.9144
9,800,SOEC,0.25,1.9963
9,800,SOEC,0.3,2.0708
9,800,SOEC,0.35,2.1324
9,800,SOEC,0.4,2.192
9,800,SOEC,0.45,2.2439
9,800,SOEC,0.5,2.2886
9,800,SOEC,0.55,2.3317
9,800,SOEC,0.6,2.37
9,800,SOEC,0.65,2.4091
9,800,SOEC,0.7,2.4448
9,800,SOEC,0.75,2.4825
9,800,SOEC,0.8,2.5117
9,800,SOEC,0.85,2.5451
9,800,SOEC,0.9,2.5693
9,800,SOEC,0.95,2.6111
9,800,SOEC,1.0,2.6338
9,850,SOFC,0.0,0.9502
9,850,SOFC,0.05,0.4745
9,850,SOFC,0.1,0.2574
9,850,SOFC,0.15,0.1198
9,850,SOFC,0.2,0.0053
9,850,SOFC,0.25,-0.0699
9,850,SOFC,0.3,-0.1466
9,850,SOFC,0.35,-0.2124
9,850,SOFC,0.4,-0.2649
9,850,SOFC,0.45,-0.3233
9,850,SOFC,0.5,-0.3669
9,850,SOFC,0.55,-0.4043
9,850,SOFC,0.6,-0.4539
9,850,SOFC,0.65,-0.4838
9,850,SOFC,0.7,-0.5188
9,850,SOFC,0.75,-0.5477
9,850,SOFC,0.8,-0.5898
9,850,SOFC,0.85,-0.6103
9,850,SOFC,0.9,-0.6456
9,850,SOFC,0.95,-0.6729
9,850,SOFC,1.0,-0.7018
9,850,SOEC,0.0,0.9833
9,850,SOEC,0.05,1.4666
9,850,SOEC,0.1,1.6756
9,850,SOEC,0.15,1.8222
9,850,SOEC,0.2,1.9244
9,850,SOEC,0.25,2.0089
9,850,SOEC,0.3,2.0837
9,850,SOEC,0.35,2.1495
9,850,SOEC,0.4,2.2038
9,850,SOEC,0.45,2.2553
9,850,SOEC,0.5,2.3035
9,850,SOEC,0.55,2.3473
9,850,SOEC,0.6,2.3828
9,850,SOEC,0.65,2.4177
9,850,SOEC,0.7,2.4561
9,850,SOEC,0.75,2.4904
9,850,SOEC,0.8,2.5161
9,850,SOEC,0.85,2.5479
9,850,SOEC,0.9,2.5772
9,850,SOEC,0.95,2.6063
9,850,SOEC,1.0,2.6313
10,600,SOFC,0.0,1.0164
10,600,SOFC,0.05,0.5878
10,600,SOFC,0.1,0.3723
10,600,SOFC,0.15,0.2168
10,600,SOFC,0.2,0.085
10,600,SOFC,0.25,-0.0353
10,600,SOFC,0.3,-0.1388
10,600,SOFC,0.35,-0.2368
10,600,SOFC,0.4,-0.33
10,600,SOFC,0.45,-0.4172
10,600,SOFC,0.5,-0.5051
10,600,SOFC,0.55,-0.5814
10,600,SOFC,0.6,-0.6647
10,600,SOFC,0.65,-0.747
10,600,SOFC,0.7,-0.821
10,600,SOFC,0.75,-0.8962
10,600,SOFC,0.8,-0.9669
10,600,SOFC,0.85,-1.0452
10,600,SOFC,0.9,-1.113
10,600,SOFC,0.95,-1.1862
10,600,SOFC,1.0,-1.2521
10,600,SOEC,0.0,1.0475
