time_s,phase,current_density_A_cm2,voltage_V,temperature_C,degradation_factor
318390,SOEC,-0.5,2.2097,769.13,0.96816
318420,SOEC,-0.5,2.2085,769.01,0.96816
318450,SOEC,-0.5,2.2132,768.89,0.96815
318480,SOEC,-0.5,2.2075,768.77,0.96815
318510,SOEC,-0.5,2.2074,768.65,0.96815
318540,SOEC,-0.5,2.2102,768.53,0.96815
318570,SOEC,-0.5,2.2108,768.41,0.96814
318600,SOEC,-0.5,2.2084,768.28,0.96814
318630,SOEC,-0.5,2.211,768.16,0.96814
318660,SOEC,-0.5,2.2111,768.04,0.96813
318690,SOEC,-0.5,2.2096,767.91,0.96813
318720,SOEC,-0.5,2.2146,767.79,0.96813
318750,SOEC,-0.5,2.2114,767.66,0.96813
318780,SOEC,-0.5,2.2128,767.53,0.96812
318810,SOEC,-0.5,2.2076,767.41,0.96812
318840,SOEC,-0.5,2.2076,767.28,0.96812
318870,SOEC,-0.5,2.2115,767.15,0.96811
318900,SOEC,-0.5,2.2143,767.02,0.96811
318930,SOEC,-0.5,2.2085,766.89,0.96811
318960,SOEC,-0.5,2.2108,766.77,0.9681
318990,SOEC,-0.5,2.2081,766.64,0.9681
319020,SOEC,-0.5,2.2091,766.5,0.9681
319050,SOEC,-0.5,2.2109,766.37,0.9681
319080,SOEC,-0.5,2.2096,766.24,0.96809
319110,SOEC,-0.5,2.2079,766.11,0.96809
319140,SOEC,-0.5,2.2079,765.98,0.96809
319170,SOEC,-0.5,2.2068,765.84,0.96808
319200,SOEC,-0.5,2.2115,765.71,0.96808
319230,SOEC,-0.5,2.2118,765.58,0.96808
319260,SOEC,-0.5,2.2117,765.44,0.96807
319290,SOEC,-0.5,2.2087,765.31,0.96807
319320,SOEC,-0.5,2.2126,765.17,0.96807
319350,SOEC,-0.5,2.212,765.04,0.96806
319380,SOEC,-0.5,2.2106,764.9,0.96806
319410,SOEC,-0.5,2.2103,764.76,0.96806
319440,SOEC,-0.5,2.2093,764.63,0.96806
319470,SOEC,-0.5,2.211,764.49,0.96805
319500,SOFC,0.5,-0.2931,764.35,0.96805
319530,SOFC,0.5,-0.294,764.21,0.96805
319560,SOFC,0.5,-0.2968,764.07,0.96804
319590,SOFC,0.5,-0.2951,763.93,0.96804
319620,SOFC,0.5,-0.2983,763.79,0.96804
319650,SOFC,0.5,-0.2946,763.65,0.96803
319680,SOFC,0.5,-0.2977,763.51,0.96803
319710,SOFC,0.5,-0.2946,763.37,0.96803
319740,SOFC,0.5,-0.29,763.23,0.96803
319770,SOFC,0.5,-0.297,763.09,0.96802
319800,SOFC,0.5,-0.29,762.94,0.96802
319830,SOFC,0.5,-0.2948,762.8,0.96802
319860,SOFC,0.5,-0.2972,762.66,0.96801
319890,SOFC,0.5,-0.2972,762.51,0.96801
319920,SOFC,0.5,-0.2909,762.37,0.96801
319950,SOFC,0.5,-0.2945,762.22,0.96801
319980,SOFC,0.5,-0.2966,762.08,0.968
320010,SOFC,0.5,-0.2958,761.93,0.968
320040,SOFC,0.5,-0.2945,761.79,0.968
320070,SOFC,0.5,-0.2953,761.64,0.96799
320100,SOFC,0.5,-0.2946,761.49,0.96799
320130,SOFC,0.5,-0.2916,761.34,0.96799
320160,SOFC,0.5,-0.2974,761.2,0.96798
320190,SOFC,0.5,-0.2938,761.05,0.96798
320220,SOFC,0.5,-0.2952,760.9,0.96798
320250,SOFC,0.5,-0.296,760.75,0.96798
320280,SOFC,0.5,-0.2928,760.6,0.96797
320310,SOFC,0.5,-0.2978,760.45,0.96797
320340,SOFC,0.5,-0.2995,760.3,0.96797
320370,SOFC,0.5,-0.2943,760.15,0.96796
320400,SOFC,0.5,-0.295,760.0,0.96796
320430,SOFC,0.5,-0.2973,759.85,0.96796
320460,SOFC,0.5,-0.298,759.7,0.96795
320490,SOFC,0.5,-0.2907,759.54,0.96795
320520,SOFC,0.5,-0.2936,759.39,0.96795
320550,SOFC,0.5,-0.2944,759.24,0.96795
320580,SOFC,0.5,-0.29,759.09,0.96794
320610,SOFC,0.5,-0.2923,758.93,0.96794
320640,SOFC,0.5,-0.2907,758.78,0.96794
320670,SOFC,0.5,-0.2966,758.62,0.96793
320700,SOFC,0.5,-0.2966,758.47,0.96793
320730,SOFC,0.5,-0.2929,758.31,0.96793
320760,SOFC,0.5,-0.2932,758.16,0.96792
320790,SOFC,0.5,-0.2915,758.0,0.96792
320820,SOFC,0.5,-0.2972,757.85,0.96792
320850,SOFC,0.5,-0.2925,757.69,0.96791
320880,SOFC,0.5,-0.2919,757.53,0.96791
320910,SOFC,0.5,-0.2919,757.38,0.96791
320940,SOFC,0.5,-0.2945,757.22,0.96791
320970,SOFC,0.5,-0.2926,757.06,0.9679
321000,SOFC,0.5,-0.2952,756.9,0.9679
321030,SOFC,0.5,-0.2942,756.75,0.9679
321060,SOFC,0.5,-0.2956,756.59,0.96789
321090,SOFC,0.5,-0.295,756.43,0.96789
321120,SOFC,0.5,-0.2939,756.27,0.96789
321150,SOFC,0.5,-0.2943,756.11,0.96788
321180,SOFC,0.5,-0.2948,755.95,0.96788
321210,SOFC,0.5,-0.2958,755.79,0.96788
321240,SOFC,0.5,-0.2893,755.63,0.96788
321270,SOFC,0.5,-0.2941,755.47,0.96787
321300,OCV,0.0,0.943,755.31,0.96787
321330,OCV,0.0,0.9389,755.15,0.96787
321360,OCV,0.0,0.9451,754.98,0.96786
321390,OCV,0.0,0.9428,754.82,0.96786
321420,OCV,0.0,0.9416,754.66,0.96786
321450,OCV,0.0,0.9417,754.5,0.96786
321480,OCV,0.0,0.9443,754.33,0.96785
321510,OCV,0.0,0.9367,754.17,0.96785
321540,OCV,0.0,0.941,754.01,0.96785
321570,OCV,0.0,0.9424,753.84,0.96784
321600,OCV,0.0,0.9425,753.68,0.96784
321630,OCV,0.0,0.9478,753.52,0.96784
321660,OCV,0.0,0.9421,753.35,0.96783
321690,OCV,0.0,0.9448,753.19,0.96783
321720,OCV,0.0,0.9465,753.02,0.96783
321750,OCV,0.0,0.9443,752.86,0.96783
321780,OCV,0.0,0.9416,752.69,0.96782
321810,OCV,0.0,0.9404,752.53,0.96782
321840,OCV,0.0,0.9445,752.36,0.96782
321870,OCV,0.0,0.9464,752.19,0.96781
321900,OCV,0.0,0.9442,752.03,0.96781
321930,OCV,0.0,0.9456,751.86,0.96781
321960,OCV,0.0,0.9484,751.69,0.9678
321990,OCV,0.0,0.9449,751.53,0.9678
322020,OCV,0.0,0.9411,751.36,0.9678
322050,OCV,0.0,0.9434,751.19,0.96779
322080,OCV,0.0,0.9461,751.03,0.96779
322110,OCV,0.0,0.9429,750.86,0.96779
322140,OCV,0.0,0.9464,750.69,0.96779
322170,OCV,0.0,0.9433,750.52,0.96778
322200,SOEC,-0.5,2.2126,750.35,0.96778
322230,SOEC,-0.5,2.2113,750.18,0.96778
322260,SOEC,-0.5,2.2123,750.02,0.96777
322290,SOEC,-0.5,2.2125,749.85,0.96777
322320,SOEC,-0.5,2.2089,749.68,0.96777
322350,SOEC,-0.5,2.2112,749.51,0.96776
322380,SOEC,-0.5,2.2097,749.34,0.96776
322410,SOEC,-0.5,2.2113,749.17,0.96776
322440,SOEC,-0.5,2.2106,749.0,0.96776
322470,SOEC,-0.5,2.2142,748.83,0.96775
322500,SOEC,-0.5,2.2143,748.66,0.96775
322530,SOEC,-0.5,2.2134,748.49,0.96775
322560,SOEC,-0.5,2.2098,748.32,0.96774
322590,SOEC,-0.5,2.2122,748.15,0.96774
322620,SOEC,-0.5,2.2097,747.97,0.96774
322650,SOEC,-0.5,2.2121,747.8,0.96774
322680,SOEC,-0.5,2.2137,747.63,0.96773
322710,SOEC,-0.5,2.2145,747.46,0.96773
322740,SOEC,-0.5,2.2135,747.29,0.96773
322770,SOEC,-0.5,2.2151,747.12,0.96772
322800,SOEC,-0.5,2.2131,746.95,0.96772
322830,SOEC,-0.5,2.2122,746.77,0.96772
322860,SOEC,-0.5,2.2144,746.6,0.96771
322890,SOEC,-0.5,2.2145,746.43,0.96771
322920,SOEC,-0.5,2.2117,746.26,0.96771
322950,SOEC,-0.5,2.2135,746.08,0.96771
322980,SOEC,-0.5,2.2122,745.91,0.9677
323010,SOEC,-0.5,2.2088,745.74,0.9677
323040,SOEC,-0.5,2.2138,745.57,0.9677
323070,SOEC,-0.5,2.2103,745.39,0.96769
323100,SOEC,-0.5,2.2136,745.22,0.96769
323130,SOEC,-0.5,2.2099,745.05,0.96769
323160,SOEC,-0.5,2.2116,744.87,0.96768
323190,SOEC,-0.5,2.2122,744.7,0.96768
323220,SOEC,-0.5,2.2155,744.53,0.96768
323250,SOEC,-0.5,2.2121,744.35,0.96767
323280,SOEC,-0.5,2.2111,744.18,0.96767
323310,SOEC,-0.5,2.214,744.01,0.96767
323340,SOEC,-0.5,2.2128,743.83,0.96767
323370,SOEC,-0.5,2.2149,743.66,0.96766
323400,SOEC,-0.5,2.2113,743.49,0.96766
323430,SOEC,-0.5,2.2138,743.31,0.96766
323460,SOEC,-0.5,2.2184,743.14,0.96765
323490,SOEC,-0.5,2.213,742.96,0.96765
323520,SOEC,-0.5,2.2139,742.79,0.96765
323550,SOEC,-0.5,2.2103,742.62,0.96764
323580,SOEC,-0.5,2.2119,742.44,0.96764
323610,SOEC,-0.5,2.2146,742.27,0.96764
323640,SOEC,-0.5,2.2131,742.09,0.96764
323670,SOEC,-0.5,2.215,741.92,0.96763
323700,SOEC,-0.5,2.2147,741.74,0.96763
323730,SOEC,-0.5,2.2112,741.57,0.96763
323760,SOEC,-0.5,2.2159,741.4,0.96762
323790,SOEC,-0.5,2.2115,741.22,0.96762
323820,SOEC,-0.5,2.2125,741.05,0.96762
323850,SOEC,-0.5,2.2145,740.87,0.96762
323880,SOEC,-0.5,2.2172,740.7,0.96761
323910,SOEC,-0.5,2.2121,740.52,0.96761
323940,SOEC,-0.5,2.2145,740.35,0.96761
323970,SOEC,-0.5,2.2145,740.17,0.9676
324000,SOFC,0.5,-0.2881,740.0,0.9676
324030,SOFC,0.5,-0.287,739.83,0.9676
324060,SOFC,0.5,-0.2902,739.65,0.96759
324090,SOFC,0.5,-0.2873,739.48,0.96759
324120,SOFC,0.5,-0.2866,739.3,0.96759
324150,SOFC,0.5,-0.2857,739.13,0.96759
324180,SOFC,0.5,-0.2882,738.95,0.96758
324210,SOFC,0.5,-0.2889,738.78,0.96758
324240,SOFC,0.5,-0.2901,738.6,0.96758
324270,SOFC,0.5,-0.2921,738.43,0.96757
324300,SOFC,0.5,-0.2897,738.26,0.96757
324330,SOFC,0.5,-0.2889,738.08,0.96757
324360,SOFC,0.5,-0.2893,737.91,0.96756
324390,SOFC,0.5,-0.2879,737.73,0.96756
324420,SOFC,0.5,-0.292,737.56,0.96756
324450,SOFC,0.5,-0.2894,737.38,0.96755
324480,SOFC,0.5,-0.285,737.21,0.96755
324510,SOFC,0.5,-0.287,737.04,0.96755
324540,SOFC,0.5,-0.2877,736.86,0.96755
324570,SOFC,0.5,-0.2882,736.69,0.96754
324600,SOFC,0.5,-0.2897,736.51,0.96754
324630,SOFC,0.5,-0.2924,736.34,0.96754
324660,SOFC,0.5,-0.288,736.17,0.96753
324690,SOFC,0.5,-0.2938,735.99,0.96753
324720,SOFC,0.5,-0.2895,735.82,0.96753
324750,SOFC,0.5,-0.2888,735.65,0.96752
324780,SOFC,0.5,-0.2897,735.47,0.96752
324810,SOFC,0.5,-0.2845,735.3,0.96752
324840,SOFC,0.5,-0.2851,735.13,0.96752
324870,SOFC,0.5,-0.2867,734.95,0.96751
324900,SOFC,0.5,-0.2906,734.78,0.96751
324930,SOFC,0.5,-0.2849,734.61,0.96751
324960,SOFC,0.5,-0.2875,734.43,0.9675
324990,SOFC,0.5,-0.2906,734.26,0.9675
325020,SOFC,0.5,-0.2886,734.09,0.9675
325050,SOFC,0.5,-0.2867,733.92,0.96749
325080,SOFC,0.5,-0.2898,733.74,0.96749
325110,SOFC,0.5,-0.2884,733.57,0.96749
325140,SOFC,0.5,-0.288,733.4,0.96749
325170,SOFC,0.5,-0.2908,733.23,0.96748
325200,SOFC,0.5,-0.2891,733.05,0.96748
325230,SOFC,0.5,-0.2906,732.88,0.96748
325260,SOFC,0.5,-0.2868,732.71,0.96747
325290,SOFC,0.5,-0.2904,732.54,0.96747
325320,SOFC,0.5,-0.288,732.37,0.96747
325350,SOFC,0.5,-0.2913,732.2,0.96747
325380,SOFC,0.5,-0.2908,732.03,0.96746
325410,SOFC,0.5,-0.2909,731.85,0.96746
325440,SOFC,0.5,-0.2891,731.68,0.96746
325470,SOFC,0.5,-0.2881,731.51,0.96745
325500,SOFC,0.5,-0.2878,731.34,0.96745
325530,SOFC,0.5,-0.292,731.17,0.96745
325560,SOFC,0.5,-0.2888,731.0,0.96744
325590,SOFC,0.5,-0.29,730.83,0.96744
325620,SOFC,0.5,-0.2874,730.66,0.96744
325650,SOFC,0.5,-0.289,730.49,0.96744
325680,SOFC,0.5,-0.2886,730.32,0.96743
325710,SOFC,0.5,-0.2899,730.15,0.96743
325740,SOFC,0.5,-0.285,729.98,0.96743
325770,SOFC,0.5,-0.291,729.82,0.96742
325800,OCV,0.0,0.9476,729.65,0.96742
325830,OCV,0.0,0.9487,729.48,0.96742
325860,OCV,0.0,0.948,729.31,0.96741
325890,OCV,0.0,0.947,729.14,0.96741
325920,OCV,0.0,0.9449,728.97,0.96741
325950,OCV,0.0,0.9472,728.81,0.9674
325980,OCV,0.0,0.9467,728.64,0.9674
326010,OCV,0.0,0.952,728.47,0.9674
326040,OCV,0.0,0.9532,728.31,0.9674
326070,OCV,0.0,0.9487,728.14,0.96739
326100,OCV,0.0,0.946,727.97,0.96739
326130,OCV,0.0,0.9503,727.81,0.96739
326160,OCV,0.0,0.9469,727.64,0.96738
326190,OCV,0.0,0.9478,727.47,0.96738
326220,OCV,0.0,0.9477,727.31,0.96738
326250,OCV,0.0,0.948,727.14,0.96737
326280,OCV,0.0,0.9483,726.98,0.96737
326310,OCV,0.0,0.9464,726.81,0.96737
326340,OCV,0.0,0.9477,726.65,0.96737
326370,OCV,0.0,0.9512,726.48,0.96736
326400,OCV,0.0,0.9491,726.32,0.96736
326430,OCV,0.0,0.9495,726.16,0.96736
326460,OCV,0.0,0.9448,725.99,0.96735
326490,OCV,0.0,0.9512,725.83,0.96735
326520,OCV,0.0,0.948,725.67,0.96735
326550,OCV,0.0,0.9516,725.5,0.96735
326580,OCV,0.0,0.9497,725.34,0.96734
326610,OCV,0.0,0.9483,725.18,0.96734
326640,OCV,0.0,0.9461,725.02,0.96734
326670,OCV,0.0,0.9539,724.85,0.96733
326700,SOEC,-0.5,2.2216,724.69,0.96733
326730,SOEC,-0.5,2.2218,724.53,0.96733
326760,SOEC,-0.5,2.2238,724.37,0.96732
326790,SOEC,-0.5,2.2207,724.21,0.96732
326820,SOEC,-0.5,2.223,724.05,0.96732
326850,SOEC,-0.5,2.2194,723.89,0.96732
326880,SOEC,-0.5,2.2219,723.73,0.96731
326910,SOEC,-0.5,2.2193,723.57,0.96731
326940,SOEC,-0.5,2.2196,723.41,0.96731
326970,SOEC,-0.5,2.2209,723.25,0.9673
327000,SOEC,-0.5,2.2182,723.1,0.9673
327030,SOEC,-0.5,2.2215,722.94,0.9673
327060,SOEC,-0.5,2.2203,722.78,0.96729
327090,SOEC,-0.5,2.217,722.62,0.96729
327120,SOEC,-0.5,2.2202,722.47,0.96729
327150,SOEC,-0.5,2.2205,722.31,0.96728
327180,SOEC,-0.5,2.2229,722.15,0.96728
327210,SOEC,-0.5,2.2219,722.0,0.96728
327240,SOEC,-0.5,2.2243,721.84,0.96728
327270,SOEC,-0.5,2.2225,721.69,0.96727
327300,SOEC,-0.5,2.2204,721.53,0.96727
327330,SOEC,-0.5,2.2215,721.38,0.96727
327360,SOEC,-0.5,2.221,721.22,0.96726
327390,SOEC,-0.5,2.2228,721.07,0.96726
327420,SOEC,-0.5,2.222,720.91,0.96726
327450,SOEC,-0.5,2.2207,720.76,0.96725
327480,SOEC,-0.5,2.2221,720.61,0.96725
327510,SOEC,-0.5,2.223,720.46,0.96725
327540,SOEC,-0.5,2.2202,720.3,0.96725
327570,SOEC,-0.5,2.2229,720.15,0.96724
327600,SOEC,-0.5,2.2192,720.0,0.96724
327630,SOEC,-0.5,2.2246,719.85,0.96724
327660,SOEC,-0.5,2.2236,719.7,0.96723
327690,SOEC,-0.5,2.2259,719.55,0.96723
327720,SOEC,-0.5,2.2204,719.4,0.96723
327750,SOEC,-0.5,2.225,719.25,0.96723
327780,SOEC,-0.5,2.2247,719.1,0.96722
327810,SOEC,-0.5,2.2226,718.95,0.96722
327840,SOEC,-0.5,2.2222,718.8,0.96722
327870,SOEC,-0.5,2.2209,718.66,0.96721
327900,SOEC,-0.5,2.2205,718.51,0.96721
327930,SOEC,-0.5,2.2217,718.36,0.96721
327960,SOEC,-0.5,2.2208,718.21,0.9672
327990,SOEC,-0.5,2.2266,718.07,0.9672
328020,SOEC,-0.5,2.2205,717.92,0.9672
328050,SOEC,-0.5,2.2239,717.78,0.9672
328080,SOEC,-0.5,2.2245,717.63,0.96719
328110,SOEC,-0.5,2.2245,717.49,0.96719
328140,SOEC,-0.5,2.2247,717.34,0.96719
328170,SOEC,-0.5,2.2258,717.2,0.96718
328200,SOEC,-0.5,2.2231,717.06,0.96718
328230,SOEC,-0.5,2.2242,716.91,0.96718
328260,SOEC,-0.5,2.2236,716.77,0.96717
328290,SOEC,-0.5,2.2268,716.63,0.96717
328320,SOEC,-0.5,2.2285,716.49,0.96717
328350,SOEC,-0.5,2.222,716.35,0.96717
328380,SOEC,-0.5,2.2204,716.21,0.96716
328410,SOEC,-0.5,2.2257,716.07,0.96716
328440,SOEC,-0.5,2.2268,715.93,0.96716
328470,SOEC,-0.5,2.2286,715.79,0.96715
328500,SOFC,0.5,-0.2878,715.65,0.96715
328530,SOFC,0.5,-0.2865,715.51,0.96715
328560,SOFC,0.5,-0.286,715.37,0.96714
328590,SOFC,0.5,-0.2864,715.24,0.96714
328620,SOFC,0.5,-0.2876,715.1,0.96714
328650,SOFC,0.5,-0.292,714.96,0.96713
328680,SOFC,0.5,-0.2894,714.83,0.96713
328710,SOFC,0.5,-0.2889,714.69,0.96713
328740,SOFC,0.5,-0.2897,714.56,0.96713
328770,SOFC,0.5,-0.2896,714.42,0.96712
328800,SOFC,0.5,-0.2864,714.29,0.96712
328830,SOFC,0.5,-0.2911,714.16,0.96712
328860,SOFC,0.5,-0.288,714.02,0.96711
328890,SOFC,0.5,-0.289,713.89,0.96711
328920,SOFC,0.5,-0.2913,713.76,0.96711
328950,SOFC,0.5,-0.2918,713.63,0.9671
328980,SOFC,0.5,-0.2931,713.5,0.9671
329010,SOFC,0.5,-0.2887,713.36,0.9671
329040,SOFC,0.5,-0.2899,713.23,0.9671
329070,SOFC,0.5,-0.2914,713.11,0.96709
329100,SOFC,0.5,-0.2935,712.98,0.96709
329130,SOFC,0.5,-0.2889,712.85,0.96709
329160,SOFC,0.5,-0.2902,712.72,0.96708
329190,SOFC,0.5,-0.2913,712.59,0.96708
329220,SOFC,0.5,-0.2918,712.47,0.96708
329250,SOFC,0.5,-0.2904,712.34,0.96708
329280,SOFC,0.5,-0.289,712.21,0.96707
329310,SOFC,0.5,-0.2906,712.09,0.96707
329340,SOFC,0.5,-0.2924,711.96,0.96707
329370,SOFC,0.5,-0.2901,711.84,0.96706
329400,SOFC,0.5,-0.288,711.72,0.96706
329430,SOFC,0.5,-0.29,711.59,0.96706
329460,SOFC,0.5,-0.29,711.47,0.96705
329490,SOFC,0.5,-0.2908,711.35,0.96705
329520,SOFC,0.5,-0.2919,711.23,0.96705
329550,SOFC,0.5,-0.292,711.11,0.96705
329580,SOFC,0.5,-0.2935,710.99,0.96704
329610,SOFC,0.5,-0.2879,710.87,0.96704
329640,SOFC,0.5,-0.2893,710.75,0.96704
329670,SOFC,0.5,-0.2901,710.63,0.96703
329700,SOFC,0.5,-0.2897,710.51,0.96703
329730,SOFC,0.5,-0.2897,710.39,0.96703
329760,SOFC,0.5,-0.2919,710.27,0.96702
329790,SOFC,0.5,-0.2911,710.16,0.96702
329820,SOFC,0.5,-0.2914,710.04,0.96702
329850,SOFC,0.5,-0.2854,709.93,0.96701
329880,SOFC,0.5,-0.2885,709.81,0.96701
329910,SOFC,0.5,-0.2902,709.7,0.96701
329940,SOFC,0.5,-0.2878,709.58,0.96701
329970,SOFC,0.5,-0.2881,709.47,0.967
330000,SOFC,0.5,-0.2934,709.36,0.967
330030,SOFC,0.5,-0.2911,709.25,0.967
330060,SOFC,0.5,-0.2907,709.14,0.96699
330090,SOFC,0.5,-0.2895,709.02,0.96699
330120,SOFC,0.5,-0.2912,708.91,0.96699
330150,SOFC,0.5,-0.291,708.8,0.96698
330180,SOFC,0.5,-0.2917,708.7,0.96698
330210,SOFC,0.5,-0.2887,708.59,0.96698
330240,SOFC,0.5,-0.2937,708.48,0.96698
330270,SOFC,0.5,-0.2917,708.37,0.96697
330300,OCV,0.0,0.9497,708.27,0.96697
330330,OCV,0.0,0.9513,708.16,0.96697
330360,OCV,0.0,0.9541,708.05,0.96696
330390,OCV,0.0,0.9541,707.95,0.96696
330420,OCV,0.0,0.9528,707.85,0.96696
330450,OCV,0.0,0.9557,707.74,0.96696
330480,OCV,0.0,0.9562,707.64,0.96695
330510,OCV,0.0,0.9534,707.54,0.96695
330540,OCV,0.0,0.9541,707.44,0.96695
330570,OCV,0.0,0.9527,707.33,0.96694
330600,OCV,0.0,0.9549,707.23,0.96694
330630,OCV,0.0,0.9512,707.13,0.96694
330660,OCV,0.0,0.9572,707.03,0.96693
330690,OCV,0.0,0.9559,706.94,0.96693
330720,OCV,0.0,0.9513,706.84,0.96693
330750,OCV,0.0,0.9521,706.74,0.96693
330780,OCV,0.0,0.9546,706.64,0.96692
330810,OCV,0.0,0.9531,706.55,0.96692
330840,OCV,0.0,0.9549,706.45,0.96692
330870,OCV,0.0,0.9531,706.36,0.96691
330900,OCV,0.0,0.9569,706.26,0.96691
330930,OCV,0.0,0.9539,706.17,0.96691
330960,OCV,0.0,0.9587,706.08,0.9669
330990,OCV,0.0,0.9551,705.99,0.9669
331020,OCV,0.0,0.9512,705.89,0.9669
331050,OCV,0.0,0.9581,705.8,0.9669
331080,OCV,0.0,0.9561,705.71,0.96689
331110,OCV,0.0,0.9547,705.62,0.96689
331140,OCV,0.0,0.9553,705.53,0.96689
331170,OCV,0.0,0.9516,705.45,0.96688
331200,SOEC,-0.5,2.228,705.36,0.96688
331230,SOEC,-0.5,2.2316,705.27,0.96688
331260,SOEC,-0.5,2.2345,705.19,0.96687
331290,SOEC,-0.5,2.2326,705.1,0.96687
331320,SOEC,-0.5,2.2353,705.02,0.96687
331350,SOEC,-0.5,2.2346,704.93,0.96686
331380,SOEC,-0.5,2.2321,704.85,0.96686
331410,SOEC,-0.5,2.2344,704.76,0.96686
331440,SOEC,-0.5,2.2352,704.68,0.96686
331470,SOEC,-0.5,2.232,704.6,0.96685
331500,SOEC,-0.5,2.2318,704.52,0.96685
331530,SOEC,-0.5,2.2326,704.44,0.96685
331560,SOEC,-0.5,2.2276,704.36,0.96684
331590,SOEC,-0.5,2.233,704.28,0.96684
331620,SOEC,-0.5,2.2339,704.2,0.96684
331650,SOEC,-0.5,2.2328,704.13,0.96683
331680,SOEC,-0.5,2.2333,704.05,0.96683
331710,SOEC,-0.5,2.2326,703.97,0.96683
331740,SOEC,-0.5,2.2287,703.9,0.96683
331770,SOEC,-0.5,2.2361,703.82,0.96682
331800,SOEC,-0.5,2.2321,703.75,0.96682
331830,SOEC,-0.5,2.2317,703.67,0.96682
331860,SOEC,-0.5,2.2357,703.6,0.96681
331890,SOEC,-0.5,2.235,703.53,0.96681
331920,SOEC,-0.5,2.2336,703.46,0.96681
331950,SOEC,-0.5,2.2346,703.39,0.96681
331980,SOEC,-0.5,2.2308,703.32,0.9668
332010,SOEC,-0.5,2.233,703.25,0.9668
332040,SOEC,-0.5,2.2358,703.18,0.9668
332070,SOEC,-0.5,2.232,703.11,0.96679
332100,SOEC,-0.5,2.2314,703.04,0.96679
332130,SOEC,-0.5,2.2336,702.98,0.96679
332160,SOEC,-0.5,2.2337,702.91,0.96678
332190,SOEC,-0.5,2.2348,702.85,0.96678
332220,SOEC,-0.5,2.2308,702.78,0.96678
332250,SOEC,-0.5,2.2285,702.72,0.96678
332280,SOEC,-0.5,2.2355,702.66,0.96677
332310,SOEC,-0.5,2.2315,702.59,0.96677
332340,SOEC,-0.5,2.2325,702.53,0.96677
332370,SOEC,-0.5,2.2294,702.47,0.96676
332400,SOEC,-0.5,2.2359,702.41,0.96676
332430,SOEC,-0.5,2.2346,702.35,0.96676
332460,SOEC,-0.5,2.2345,702.29,0.96675
332490,SOEC,-0.5,2.2346,702.24,0.96675
332520,SOEC,-0.5,2.2299,702.18,0.96675
332550,SOEC,-0.5,2.2321,702.12,0.96674
332580,SOEC,-0.5,2.2332,702.07,0.96674
332610,SOEC,-0.5,2.2326,702.01,0.96674
332640,SOEC,-0.5,2.2336,701.96,0.96674
332670,SOEC,-0.5,2.2347,701.9,0.96673
332700,SOEC,-0.5,2.2363,701.85,0.96673
332730,SOEC,-0.5,2.2313,701.8,0.96673
332760,SOEC,-0.5,2.2343,701.75,0.96672
332790,SOEC,-0.5,2.2358,701.7,0.96672
332820,SOEC,-0.5,2.2325,701.65,0.96672
332850,SOEC,-0.5,2.234,701.6,0.96671
332880,SOEC,-0.5,2.2354,701.55,0.96671
332910,SOEC,-0.5,2.2345,701.5,0.96671
332940,SOEC,-0.5,2.2359,701.45,0.96671
332970,SOEC,-0.5,2.2348,701.41,0.9667
333000,SOFC,0.5,-0.2938,701.36,0.9667
333030,SOFC,0.5,-0.2956,701.32,0.9667
333060,SOFC,0.5,-0.2928,701.27,0.96669
333090,SOFC,0.5,-0.2931,701.23,0.96669
333120,SOFC,0.5,-0.2953,701.19,0.96669
333150,SOFC,0.5,-0.2921,701.15,0.96669
333180,SOFC,0.5,-0.2908,701.11,0.96668
333210,SOFC,0.5,-0.2947,701.06,0.96668
333240,SOFC,0.5,-0.2948,701.03,0.96668
333270,SOFC,0.5,-0.2949,700.99,0.96667
333300,SOFC,0.5,-0.2967,700.95,0.96667
333330,SOFC,0.5,-0.2894,700.91,0.96667
333360,SOFC,0.5,-0.2943,700.87,0.96666
333390,SOFC,0.5,-0.2951,700.84,0.96666
333420,SOFC,0.5,-0.2957,700.8,0.96666
333450,SOFC,0.5,-0.2942,700.77,0.96666
333480,SOFC,0.5,-0.2949,700.73,0.96665
333510,SOFC,0.5,-0.2906,700.7,0.96665
333540,SOFC,0.5,-0.296,700.67,0.96665
333570,SOFC,0.5,-0.2966,700.64,0.96664
333600,SOFC,0.5,-0.2924,700.61,0.96664
333630,SOFC,0.5,-0.2937,700.58,0.96664
333660,SOFC,0.5,-0.294,700.55,0.96663
333690,SOFC,0.5,-0.2924,700.52,0.96663
333720,SOFC,0.5,-0.2933,700.49,0.96663
333750,SOFC,0.5,-0.2937,700.47,0.96662
333780,SOFC,0.5,-0.2964,700.44,0.96662
333810,SOFC,0.5,-0.2969,700.41,0.96662
333840,SOFC,0.5,-0.295,700.39,0.96662
333870,SOFC,0.5,-0.2958,700.37,0.96661
333900,SOFC,0.5,-0.2931,700.34,0.96661
333930,SOFC,0.5,-0.2972,700.32,0.96661
333960,SOFC,0.5,-0.2945,700.3,0.9666
333990,SOFC,0.5,-0.294,700.28,0.9666
334020,SOFC,0.5,-0.2937,700.26,0.9666
334050,SOFC,0.5,-0.2929,700.24,0.96659
334080,SOFC,0.5,-0.2943,700.22,0.96659
334110,SOFC,0.5,-0.295,700.2,0.96659
334140,SOFC,0.5,-0.2912,700.18,0.96659
