simulation_id,material,parameters_temperature,parameters_pressure,parameters_crystal_structure,parameters_lattice_parameter,parameters_supercell_size,parameters_k_point_density,parameters_cutoff_energy,parameters_exchange_correlation,results_formation_energy,results_activation_barrier,results_surface_energy,results_bulk_modulus,results_elastic_constants,results_band_gap,results_magnetic_moment,metadata_convergence_criteria,metadata_total_energy,metadata_forces_converged,metadata_stress_converged
DFT_Fe_0031,Fe,807.7722256157733,9.19764633813448,FCC,2.87,"[4, 4, 4]",0.06261752570266393,440.7069435840855,PBE0,0.0354236061239631,1.5525114471565709,2.622762439490344,182.90416586338125,"[460.23536447261023, 170.2407935439605, 123.8996904750916]",0.10614119043753943,0.5491782576803282,1e-06,-613.5316334508394,True,True
DFT_Fe_0032,Fe,589.1186468147057,9.687585546959276,FCC,2.87,"[4, 4, 4]",0.04525205748531792,498.22834473038415,PBE0,-0.26223856768832077,1.8475322976860657,2.5376904105276066,184.80087902145476,"[467.9948784946429, 191.15319036933627, 113.22178215084423]",0.04719896775603169,0.2094388360511974,1e-06,-888.8092099104535,True,True
DFT_Fe_0033,Fe,699.034031705485,3.5313307514341243,FCC,2.87,"[4, 4, 4]",0.036459694563687,467.8715487343692,PBE0,-0.1607374566682837,1.8884715202958926,2.4947110782233968,174.8564619923023,"[604.8393041363448, 182.4540591479179, 67.34974902976721]",0.11691871304635396,0.19444641536700263,1e-06,-963.0162334256612,True,True
DFT_Fe_0034,Fe,1485.1076513945063,5.8041220814517755,FCC,2.87,"[4, 4, 4]",0.06105667653200303,447.5684512176665,PBE0,0.12433705434358217,1.9174288279363696,2.330601607412531,188.27930208814945,"[483.1170622607511, 158.0323811538687, 56.57057539467389]",0.0001904655930920399,0.8435154563761872,1e-06,-861.154266320325,True,True
DFT_Fe_0035,Fe,1187.6055131395615,2.4543568472387967,FCC,2.87,"[4, 4, 4]",0.08701359532089775,498.724182468506,PBE,0.05500033362533356,2.0237907810253324,2.516705234749512,175.01366559984172,"[510.9469543483914, 176.7573972841924, 73.08824714163276]",0.2128418462688353,0.6530154389803533,1e-06,-599.2288639971778,True,True
DFT_Fe_0036,Fe,536.2697370494866,0.7151631509363277,FCC,2.87,"[4, 4, 4]",0.032501696705941066,465.75525822038145,PBE,-0.2469051815339308,1.8029358278889427,2.5416715386486612,188.7629022355291,"[574.2205252070511, 177.6518105230832, 120.84270628179337]",0.12368498923232725,0.602616250581089,1e-06,-579.2759872084699,True,True
DFT_Fe_0037,Fe,1104.23353044661,6.415363642455536,FCC,2.87,"[4, 4, 4]",0.05660793046430952,574.5758626656666,LDA,-0.2564856475391609,1.7818377259132188,2.470719240789967,191.76582473635005,"[551.7140855973519, 165.59968586527202, 102.51830763755706]",0.021874281234797815,0.5869646466155495,1e-06,-649.2624691485296,True,True
DFT_Fe_0038,Fe,1407.931500135164,7.5792770334378865,FCC,2.87,"[4, 4, 4]",0.0339565393379444,413.5602887423024,PBE,-0.05736612872759302,1.627711465974311,2.14654435572639,174.98223894508521,"[523.4278954817531, 170.757031950223, 52.926561247567264]",0.026991455785096593,0.47700033662693364,1e-06,-650.8036075003938,True,True
DFT_Fe_0039,Fe,1213.0102228853643,4.5745465488803525,FCC,2.87,"[4, 4, 4]",0.04355699712093776,553.5268964312331,PBE0,-0.1862346581795712,1.8018405419523782,2.2266012794799708,187.9015179605727,"[483.0049958580082, 155.20307875216932, 128.91982006712962]",0.016464525327542726,0.9228229032188559,1e-06,-841.7925034939037,True,True
DFT_Fe_0040,Fe,1261.9755289162692,4.215253997800246,FCC,2.87,"[4, 4, 4]",0.07410243661596343,555.1827351376578,PBE,-0.21803045466928414,2.3387449932388376,2.3057936407987394,180.55393386879103,"[518.9173211109126, 206.20023624627953, 104.07616700130653]",0.40079307918278256,0.5512765452106201,1e-06,-943.3164668827583,True,True
DFT_Fe_0041,Fe,1401.331502847498,2.257722626974669,FCC,2.87,"[4, 4, 4]",0.041923431354127697,447.7933067177193,PBE0,0.11876068013264282,1.8658475945225732,2.360356905099389,179.85625254740867,"[519.518281956848, 212.27555264363804, 80.64814702867531]",0.018268889551118793,0.8878404528638857,1e-06,-798.6001920271474,True,True
DFT_Fe_0042,Fe,825.0495628958449,0.3987028948436244,FCC,2.87,"[4, 4, 4]",0.028283853819038623,479.06968499412926,PBE0,-0.1549807278605963,2.0060967410484043,2.5706032251781785,177.56464286063874,"[530.9708314858348, 168.07002742722185, 61.02796374380131]",0.005314058810082926,0.42996665380629495,1e-06,-864.2693080504132,True,True
DFT_Fe_0043,Fe,1435.4402543720814,3.1759666963437194,FCC,2.87,"[4, 4, 4]",0.065918753630009,473.30287073713527,LDA,-0.07499541071523676,1.955911099419501,2.5437164102086403,184.2439891833911,"[612.2863385598562, 187.97409775228272, 68.326558802274]",0.016044197284995013,0.714949385825101,1e-06,-972.7986026612004,True,True
DFT_Fe_0044,Fe,1154.3329382139273,0.6296788179957702,FCC,2.87,"[4, 4, 4]",0.05737248324536445,563.4642343728061,PBE0,0.1481840529689104,2.2295410869584256,2.516700593184978,177.96286248046388,"[587.3685110222134, 208.2848664554328, 75.80431535388627]",0.0021762903445679805,0.4866147161595999,1e-06,-688.6642079356732,True,True
DFT_Fe_0045,Fe,881.3655892528294,1.7652910405266908,FCC,2.87,"[4, 4, 4]",0.0854379475116574,514.9706625868196,LDA,0.024363917684974604,1.7177497938610906,2.512591993100385,182.72990305255732,"[524.9339353251165, 149.1518377509166, 71.80692007362136]",0.21988642502589248,0.8351628446831268,1e-06,-676.4286603349454,True,True
DFT_Fe_0046,Fe,859.4977534119618,6.443048407191403,FCC,2.87,"[4, 4, 4]",0.0845953590875635,531.1302060444303,PBE0,0.051374765599858985,1.767093609255128,2.2627209519658056,188.15150673390175,"[626.6698479315811, 187.19889797733686, 69.5888782340311]",0.008089824070806653,0.7504028092123488,1e-06,-620.4271797312645,True,True
DFT_Fe_0047,Fe,551.3349861952331,0.933303077139771,FCC,2.87,"[4, 4, 4]",0.07035771959862806,472.7411228958672,LDA,-0.0020366835133692196,1.6270337656266345,2.3507431868588187,167.22795002278895,"[495.40014915823184, 170.0951386014363, 115.85901187942147]",0.15732779671222014,0.9317937068906545,1e-06,-941.7361946406241,True,True
DFT_Fe_0048,Fe,1177.0407006472606,3.6920392824192283,FCC,2.87,"[4, 4, 4]",0.0808688540603661,541.2288734379707,PBE0,0.037955185101600994,1.8151206242461435,2.5259601846961117,179.75583395294694,"[608.7680297345133, 149.56988914618725, 121.90055441650888]",0.008007716550872136,0.5891916365439581,1e-06,-783.3717181553884,True,True
DFT_Fe_0049,Fe,759.3259866528349,1.0671355521195747,FCC,2.87,"[4, 4, 4]",0.08710913848249996,474.55655198837195,LDA,0.01167235925881796,1.9331976538897206,2.385674699355072,175.6208447847107,"[584.5516252782207, 146.17036607127054, 96.57558267894034]",0.20262879792928304,0.8788678104109376,1e-06,-786.2659272400613,True,True
DFT_Fe_0050,Fe,1308.1657972679393,5.3076195015502305,FCC,2.87,"[4, 4, 4]",0.02976637420920765,524.4397171350139,PBE,-0.0632790380547514,1.9024762431958577,2.563389474861155,194.6261676786963,"[605.2828509212695, 209.85695823354004, 129.8630624432809]",0.15402947671936268,0.7178566865915192,1e-06,-736.9409199762267,True,True
DFT_Fe_0051,Fe,740.9006939800915,4.255948647753948,FCC,2.87,"[4, 4, 4]",0.021794309475014435,470.5056925156698,PBE0,-0.10914401386362305,1.5070594474678636,2.3917520479922096,187.50113899919265,"[502.9527026708186, 204.74023724181637, 105.11963358251676]",0.005900482064079851,0.5037075416113023,1e-06,-507.1169647186327,True,True
DFT_Fe_0052,Fe,900.980451712608,5.165393253077428,FCC,2.87,"[4, 4, 4]",0.03326435766612641,462.64338863133815,PBE0,-0.03229215035255241,1.5034220025436509,2.2076268398467915,168.11269690240874,"[528.4286680861194, 179.01236275975276, 60.80895912877531]",0.06923208283268027,0.544494997772018,1e-06,-716.0935620746857,True,True
DFT_Fe_0053,Fe,1123.490795888732,0.6005166128975326,FCC,2.87,"[4, 4, 4]",0.06433498505098834,587.9631686294497,LDA,0.11583445373279225,1.3165770899581482,2.619125881093572,177.87529837046495,"[601.9104596072967, 204.32720578873904, 55.734041091289356]",0.11692541694260568,0.5200440774769182,1e-06,-710.2190435738189,True,True
DFT_Fe_0054,Fe,466.7459055822044,4.598150236693002,FCC,2.87,"[4, 4, 4]",0.08407564788135131,453.36298453366476,PBE,0.09280065596808754,1.7521918578434799,2.329233671060158,181.5383127619787,"[555.1399578661626, 158.55620381664653, 104.09764790523205]",0.09418261197852901,0.7480296267165805,1e-06,-819.0155087321272,True,True
DFT_Fe_0055,Fe,723.8486969045562,7.569263876274804,FCC,2.87,"[4, 4, 4]",0.04942530008648288,501.1555750092124,PBE0,0.07518599856345984,1.810219325158624,2.3380115899258636,171.11045236366954,"[542.1668988030741, 193.5693996806626, 64.48037188674546]",0.0827776457014307,0.4102336256753314,1e-06,-918.8246954470881,True,True
DFT_Fe_0056,Fe,785.6537836100995,9.868363148496046,FCC,2.87,"[4, 4, 4]",0.027248841669711404,469.43009420348113,PBE,0.1343177527815611,1.817795953644242,2.3795035227796704,176.25189278788127,"[542.9127657044396, 193.96143716222576, 90.12701572449039]",0.07242159465728272,0.4474370818619278,1e-06,-758.7119081394962,True,True
DFT_Fe_0057,Fe,844.2691556588846,7.9608569626957495,FCC,2.87,"[4, 4, 4]",0.023709453505092012,582.8718259704107,PBE0,0.07578928787802514,1.9779155842448863,2.3828107055991747,175.81787786364637,"[471.2978440501458, 160.31320420985216, 76.13872297192674]",0.08140346598345921,0.8190386199171057,1e-06,-776.5223566096745,True,True
DFT_Fe_0058,Fe,1045.1857858002736,6.156122523372904,FCC,2.87,"[4, 4, 4]",0.05418135318601826,450.01601262314966,PBE,0.05388602715896547,2.200374745631661,2.3133509966886705,184.7796988439296,"[530.4113253803465, 176.0605447228408, 126.08181552760281]",0.05264670778096502,0.7196270374329157,1e-06,-703.0091055038374,True,True
DFT_Fe_0059,Fe,1403.528234064764,3.5691736959316356,FCC,2.87,"[4, 4, 4]",0.05741891896226163,485.0160634283724,PBE,-0.19665252801966093,2.1478302401952956,2.5789951696216864,187.74769253903685,"[510.9843851075261, 160.981697960137, 129.81838654613918]",0.004635302169987176,0.873121353250137,1e-06,-695.7227595821624,True,True
DFT_Fe_0060,Fe,491.7007572533216,2.6145084876734703,FCC,2.87,"[4, 4, 4]",0.04437241175163856,489.82745009101694,PBE,-0.2176794358456504,1.934029155434312,2.6276113477105767,167.90705054388874,"[583.2504776211063, 139.69105367592516, 81.29481643157375]",0.05046297922033338,0.5529587223092898,1e-06,-774.6758769495377,True,True
DFT_Fe_0061,Fe,758.9221019766126,9.136400867900555,FCC,2.87,"[4, 4, 4]",0.08130783710648447,473.75736797896866,PBE,0.039449649617140065,2.0410791160943664,2.2032428335746457,189.339872331287,"[580.243993901711, 221.4502243557439, 64.49765443155214]",0.02492832864198189,0.361132167076145,1e-06,-936.5714881445421,True,True
DFT_Fe_0062,Fe,1344.0179287088697,8.42716284430226,FCC,2.87,"[4, 4, 4]",0.04417252435390556,415.8245454153463,LDA,-0.1120390688934974,2.3563644256936316,2.353595218703563,185.33858971387815,"[596.4172763135243, 152.87079870743474, 108.20028846927684]",0.0070753550053134565,0.9453295909416765,1e-06,-713.3524062649258,True,True
DFT_Fe_0063,Fe,702.2974811174702,3.4366456132397714,FCC,2.87,"[4, 4, 4]",0.02685573305256475,453.6409371045001,PBE,0.13003507008399237,1.4668394937657163,2.297726678174186,186.31707457092057,"[547.917089185983, 178.70450737495628, 83.10123620147672]",0.033333281970070176,0.8632382340632854,1e-06,-873.940517948255,True,True
DFT_Fe_0064,Fe,1479.4465789835617,6.409632146038274,FCC,2.87,"[4, 4, 4]",0.03344561320143155,577.3729658783195,LDA,-0.08250883454975996,2.2170296834619156,2.4985936790153582,166.45636135786089,"[488.59576913179905, 180.76814981346874, 67.63575323925865]",0.05970936972421349,0.6533001199200623,1e-06,-660.3564083637584,True,True
DFT_Fe_0065,Fe,653.1078790191193,4.415442636356575,FCC,2.87,"[4, 4, 4]",0.09048648044431137,508.0995315913542,PBE,-0.0020305180263906555,1.7265519099056301,2.5391919515651336,177.3502496841154,"[455.6515721581452, 192.80500860715534, 63.686184429598825]",0.03356488455858527,0.38121472808924406,1e-06,-792.0390309852851,True,True
DFT_Fe_0066,Fe,1114.348628088334,5.489495100466395,FCC,2.87,"[4, 4, 4]",0.0972249812970772,566.6128979776195,PBE0,0.05075682290087212,1.5181487292662303,2.486051289567584,173.44034622744962,"[434.1404172606705, 176.82399489673938, 79.85662714181845]",0.03611187656792411,1.04103746003182,1e-06,-528.5126400032382,True,True
DFT_Fe_0067,Fe,1107.3020374072562,7.899097504655246,FCC,2.87,"[4, 4, 4]",0.0870767870824855,438.967151640124,PBE,-0.022189302768530837,1.7524347378735847,2.132834882695755,182.61361120454998,"[467.1807791313294, 158.81903834973323, 79.19372758982176]",0.03052524315781668,0.697181566049085,1e-06,-714.3094510903438,True,True
DFT_Fe_0068,Fe,810.0142165950447,2.4068793173045924,FCC,2.87,"[4, 4, 4]",0.047337603395882125,437.0765799109457,PBE0,-0.061028844408999666,2.0324278273317264,2.291669528993282,183.8968705709828,"[611.0545753921228, 162.9982287266003, 104.84377107166931]",0.0706224317755451,0.7957643413555329,1e-06,-759.9384911904937,True,True
DFT_Fe_0069,Fe,985.8251590751524,5.592580130393432,FCC,2.87,"[4, 4, 4]",0.02430408976777522,578.0194070787383,PBE0,0.10328691185669073,1.748796411124445,2.3611857896540167,181.45777081727928,"[580.2562236575012, 178.84457745343647, 109.34504312882761]",0.0878266079819427,0.7736794459375065,1e-06,-778.1276623238222,True,True
DFT_Fe_0070,Fe,1329.1744180444568,0.2490377217859263,FCC,2.87,"[4, 4, 4]",0.040952998259068396,523.3497718466608,PBE0,-0.04774063200378632,1.876921537785826,2.5301727702034498,193.68436224278486,"[603.1289993369194, 227.01284116881794, 108.89221741707955]",0.10426369048685291,0.7069265815090455,1e-06,-591.5519813640062,True,True
DFT_Fe_0071,Fe,334.4226883678166,0.7813104293905582,FCC,2.87,"[4, 4, 4]",0.08213716201027241,563.1198873761549,PBE0,-0.00585575314638738,1.943449031421242,2.3069977905818506,185.43544590138603,"[550.2988809732482, 153.3958394643142, 71.1723049781445]",0.0008105858704265429,0.6413319396988982,1e-06,-823.4845309995321,True,True
DFT_Fe_0072,Fe,835.3416951235984,1.0049284424431526,FCC,2.87,"[4, 4, 4]",0.09773592622693851,402.77461362905285,PBE,0.09048386116250684,1.930672189516183,2.687106379901647,186.9391950023302,"[473.0614795256836, 213.82217139200134, 84.87066019410604]",0.36830039728766584,0.5004665618459103,1e-06,-754.5392107608544,True,True
DFT_Fe_0073,Fe,1092.7287981731731,3.6492051439998443,FCC,2.87,"[4, 4, 4]",0.0458069156919707,448.8081067684487,PBE0,-0.03258255668235676,2.5162645743258674,2.2952655750944513,182.18405972227936,"[552.682421019563, 160.92428679625488, 64.94572488420583]",0.1422801883120894,0.3400541259769078,1e-06,-972.9988845584218,True,True
DFT_Fe_0074,Fe,894.3076486265808,3.2888549471325024,FCC,2.87,"[4, 4, 4]",0.07479796421481814,572.1488437208612,PBE0,-0.16650681186634075,1.1914688812310976,2.477546419360759,190.17976120609416,"[658.2503964433406, 177.4578457733618, 98.24717520130548]",0.16784050571110806,0.4781764099284825,1e-06,-734.0072522612272,True,True
DFT_Fe_0075,Fe,1236.0752908151353,6.539042371695426,FCC,2.87,"[4, 4, 4]",0.03419494274187328,458.6694475317209,PBE,-0.31002508217504277,1.9266529125868301,2.391770505242477,178.84715611332396,"[508.160679933089, 159.42951126514058, 98.39755581103468]",0.004035411371881601,0.5537355344616355,1e-06,-815.2275537108449,True,True
DFT_Fe_0076,Fe,990.0309455259898,2.7032826976538393,FCC,2.87,"[4, 4, 4]",0.048365236729120076,533.039723242773,PBE,-0.11299222424162954,1.6063350005390427,2.35668964531507,169.38926694045188,"[549.9520956311185, 173.05684323191903, 92.09208688930907]",0.0635026578636723,0.4278277488974497,1e-06,-718.7348512218091,True,True
DFT_Fe_0077,Fe,1311.471208736276,7.607285470555802,FCC,2.87,"[4, 4, 4]",0.06341786389639814,570.248876672717,PBE,-0.09937757252462485,1.8578655692475101,2.683666570280342,174.38999418973793,"[513.5133570022599, 190.8212511914815, 119.39979226888416]",0.046857247962440514,0.5365777438497898,1e-06,-928.8713775145923,True,True
DFT_Fe_0078,Fe,638.2581974792269,8.991228298083879,FCC,2.87,"[4, 4, 4]",0.05903922964604495,556.6422310758103,PBE,-0.1045184473028924,1.5890445325501077,2.559130975368395,179.18948321498453,"[616.002066739064, 173.87187830430582, 120.55539068632703]",0.017609191519707797,0.3275279932229033,1e-06,-655.3448976219785,True,True
DFT_Fe_0079,Fe,956.7618089939298,3.471122571083173,FCC,2.87,"[4, 4, 4]",0.048590065415549596,563.213090646433,LDA,-0.045101502059873455,1.9412173785612896,2.422847757976166,179.17424487977132,"[452.70658881957263, 203.50448721939495, 66.44449295148901]",0.11204492842274504,0.4899212727706945,1e-06,-837.7990377742216,True,True
DFT_Fe_0080,Fe,688.6448007008885,3.269272424215779,FCC,2.87,"[4, 4, 4]",0.033017499385137726,413.9070719180033,PBE,0.02977632689673282,2.189342724523694,2.385463961112391,166.58121611396245,"[429.13876385757663, 188.40337330634716, 67.69559506958727]",0.22002554423189502,0.8756524410183751,1e-06,-522.745596364181,True,True
DFT_Fe_0081,Fe,1322.4337677927288,8.468879076509753,FCC,2.87,"[4, 4, 4]",0.057915961267943794,543.4607475410089,PBE,0.17949875434984713,2.257203874341326,2.46657661523033,176.72035547720134,"[555.0497062467432, 203.21224472238126, 99.70346591181939]",0.18264873104682305,0.3439854185306283,1e-06,-842.3639716450551,True,True
DFT_Fe_0082,Fe,794.3451576851667,3.5882581414553485,FCC,2.87,"[4, 4, 4]",0.05712264863212135,567.2416194490614,PBE0,0.0562982487213492,1.5893330118799556,2.176585921179101,185.12493416243015,"[487.2881577144745, 171.6016049459918, 83.76764883918088]",0.04790902972467068,0.5106821483715196,1e-06,-927.1713282862736,True,True
DFT_Fe_0083,Fe,866.2212662937734,3.7060301215001146,FCC,2.87,"[4, 4, 4]",0.09013940084090973,489.10298974984346,LDA,-0.06648004899500172,2.070441008061692,2.411598286831957,185.17181481019384,"[539.9493358654687, 169.42182881069417, 95.56821823669824]",0.2166687369376622,0.8163907881533656,1e-06,-800.6173065850718,True,True
DFT_Fe_0084,Fe,456.0978862701811,0.757605049212593,FCC,2.87,"[4, 4, 4]",0.0706791161470167,480.9731248435199,PBE0,-0.19355554012067927,1.9662134079012135,2.2523433272532385,180.69336948765712,"[461.3871707063176, 153.21786235743934, 88.27501649371528]",0.1104022663894953,0.40771111120512415,1e-06,-584.6018575078606,True,True
DFT_Fe_0085,Fe,631.6361755058113,3.6248634120076186,FCC,2.87,"[4, 4, 4]",0.05795143365880512,457.6962084467456,PBE,-0.005432492697177667,2.005944601566314,2.126594053351378,185.81968808628392,"[631.9197566141, 172.88592851381475, 62.58612954468437]",0.02359226497946515,0.5282394308472063,1e-06,-783.7198497403283,True,True
DFT_Fe_0086,Fe,1449.8209871706822,8.90851387359183,FCC,2.87,"[4, 4, 4]",0.0480980323499324,507.50354738909846,LDA,-0.060736837252090024,1.8172636616005795,2.2897005254943914,182.65700513644634,"[511.43453263767236, 150.22926147146296, 89.49952424928898]",0.023435703519941842,0.564134006623466,1e-06,-749.8141150453362,True,True
DFT_Fe_0087,Fe,356.39565996341923,2.8064639140881575,FCC,2.87,"[4, 4, 4]",0.0349964095336777,500.6250791263983,PBE0,-0.14632164270183062,2.271558141594033,2.2057623061667857,195.40404122983765,"[627.8971469583149, 159.66219310315702, 78.80861857864883]",0.018741917465211977,0.4466339779010057,1e-06,-924.9801178545616,True,True
DFT_Fe_0088,Fe,1192.8516968290437,5.939062602255979,FCC,2.87,"[4, 4, 4]",0.0894986237326387,420.1662957724551,LDA,-0.22982505975133916,2.1236943687759386,2.417487027383663,176.9955523145025,"[508.58614610007726, 205.854188957046, 55.56795420026201]",0.0039887468140927035,0.7435061032801358,1e-06,-509.7488014993159,True,True
DFT_Fe_0089,Fe,1425.9836379632043,2.7414399407519285,FCC,2.87,"[4, 4, 4]",0.055578692033733765,506.25724459387095,LDA,-0.16576479986493275,2.256424911065245,2.5088370266910087,187.7109955724615,"[483.88603116840386, 217.48151152801273, 85.7478102194961]",0.06552543131706827,0.6526205838799964,1e-06,-871.1311380924902,True,True
DFT_Fe_0090,Fe,1109.0248929703862,6.462235278246794,FCC,2.87,"[4, 4, 4]",0.0645725135696189,412.9080208964071,PBE,-0.21841333104138133,2.051289150383203,2.486265325984973,177.23286261141504,"[445.35203675304473, 154.65500047145508, 96.4267941497937]",0.16985219143904481,0.8746231683732973,1e-06,-592.2058976668735,True,True
DFT_Fe_0091,Fe,1331.6701053897887,7.080029996457701,FCC,2.87,"[4, 4, 4]",0.04316615968507265,508.9392592895173,PBE0,-0.1978890221319633,1.6372076292667015,2.284614365102833,177.31847875326824,"[449.7669553803974, 202.66190540673907, 90.68083227571101]",0.039713870484518576,0.5151928689375039,1e-06,-723.6340647052305,True,True
DFT_Fe_0092,Fe,586.3796282794245,6.353617674283816,FCC,2.87,"[4, 4, 4]",0.021649052706869176,501.52976593686,PBE,-0.09724051391540828,2.0265670399102063,2.6930852692639307,180.776346518049,"[554.0119154445044, 171.0613856100306, 100.67071073470952]",0.00286528051772363,0.7115726059775228,1e-06,-871.0861103266191,True,True
DFT_Fe_0093,Fe,620.5868582133121,6.208608000767594,FCC,2.87,"[4, 4, 4]",0.04763600062770629,488.54903186768377,PBE0,-0.3096274283056667,1.855445839592466,2.4596214762619546,177.33796740959116,"[519.3915806334608, 157.85231105356823, 89.15581476715396]",0.05837052240298085,0.9203097855611612,1e-06,-573.0863960836218,True,True
DFT_Fe_0094,Fe,1185.9024522923082,3.346408444635639,FCC,2.87,"[4, 4, 4]",0.07921382721893695,456.63920116151013,PBE0,0.07156082094813945,2.4215880907916834,2.5801774062810203,187.0594402393019,"[609.2301034257521, 165.14931222588405, 102.68093080965161]",0.08676164299792907,0.6342249250126254,1e-06,-783.4563588368294,True,True
DFT_Fe_0095,Fe,840.0633748773769,3.5972862027529606,FCC,2.87,"[4, 4, 4]",0.05947166624208597,432.9949161210127,PBE0,-0.10739528613873164,1.9597561091756985,2.360166555442422,184.10714079417622,"[463.9291753147364, 151.72297992620122, 99.2104210020122]",0.21138514916461723,0.13050520951211186,1e-06,-885.6904517798206,True,True
DFT_Fe_0096,Fe,1073.6681875544389,1.302279463585363,FCC,2.87,"[4, 4, 4]",0.09463000637920997,447.7251897425211,LDA,-0.003317128366792238,2.161692127426111,2.4437417160981307,181.058692875357,"[623.2715325038346, 184.79953376923118, 90.19473674046021]",0.04085422499972244,0.6634404474311691,1e-06,-672.7811421599595,True,True
DFT_Fe_0097,Fe,1134.254003816829,3.4211246743083246,FCC,2.87,"[4, 4, 4]",0.0924694004744869,598.7476576648774,PBE,0.15879024794130053,2.266885270494281,2.3102874795846313,180.62312194604263,"[615.95159529185, 178.6787094972248, 67.05356457118884]",0.04484748826790666,0.8716389645774324,1e-06,-501.4422641439492,True,True
DFT_Fe_0098,Fe,629.0750052302712,4.529013004399563,FCC,2.87,"[4, 4, 4]",0.03876927655401864,508.2200103454836,PBE,-0.036364353509500597,1.827461895099188,2.662846753200172,191.1105956225036,"[532.5318315571207, 215.18260265832862, 57.58322208206786]",0.04058669575851394,0.7355533132361607,1e-06,-926.2625467994275,True,True
DFT_Fe_0099,Fe,1126.6547088371237,1.4234897065516972,FCC,2.87,"[4, 4, 4]",0.0613431111899739,524.7642861503639,PBE0,-0.019082591442031213,1.4096451559958847,2.285728855801956,186.86070217914917,"[498.60351014054925, 210.18067433900737, 56.59742008122586]",0.07551471608512719,0.7385030616820609,1e-06,-709.0424224367111,True,True
DFT_Fe_0100,Fe,682.2168450483343,3.831531559780702,FCC,2.87,"[4, 4, 4]",0.06725162007901268,455.5809494904123,PBE,-0.2857360287963168,1.3450635933469326,2.554869594335894,184.73519026117384,"[522.6486786972373, 216.0931731419704, 124.767658307944]",0.004154145863828003,0.5916986811859813,1e-06,-858.6549137594782,True,True
DFT_Fe_0101,Fe,838.9277780208374,0.14335842185816627,FCC,2.87,"[4, 4, 4]",0.07788540562291518,464.16190140058916,LDA,-0.08134803268716306,2.0622564357791036,2.524025708849925,176.27934855319953,"[563.2683113587883, 166.27818356084398, 64.33595289825003]",0.07308605304223607,0.3268709308771625,1e-06,-873.5990667764385,True,True
DFT_Fe_0102,Fe,915.3779449279278,6.91343149489243,FCC,2.87,"[4, 4, 4]",0.032127616276842755,589.7498173408169,PBE0,0.07760475724348706,1.519460948533713,2.7121340769210702,171.07280435630005,"[528.7135211223174, 193.25415117288858, 96.23367177461115]",0.030694194843490365,0.5941838637517383,1e-06,-749.1764522015005,True,True
DFT_Fe_0103,Fe,498.7442300795001,3.327610845030623,FCC,2.87,"[4, 4, 4]",0.07764599073301356,473.21834734906173,PBE,-0.15636768754963545,1.7983727644009264,2.1692292272237412,168.06016307905037,"[437.9442173860394, 167.01731763450877, 107.5724881923481]",0.1310160834818872,0.43018123978136724,1e-06,-759.5031802895238,True,True
DFT_Fe_0104,Fe,1195.165605696524,4.850207076895963,FCC,2.87,"[4, 4, 4]",0.04289629923644718,570.4495943966026,PBE0,-0.0966438192756274,1.2071257603780052,2.561836303817443,183.61631897814198,"[461.70115666475306, 211.5527640770206, 125.15653770942035]",0.08560646406547738,0.6165032345500522,1e-06,-764.4571714871263,True,True
DFT_Fe_0105,Fe,477.73954563557083,8.511996109485862,FCC,2.87,"[4, 4, 4]",0.032344945877412073,548.6503814225186,PBE,0.14171439465612656,1.8736417113997397,2.331977235296889,180.57321690421662,"[610.5863620714483, 147.2970366244389, 101.07820702240662]",0.06490642124025205,1.011026393126391,1e-06,-678.289467351206,True,True
DFT_Fe_0106,Fe,819.073489015693,7.987536228167271,FCC,2.87,"[4, 4, 4]",0.03716947489669534,508.92699747926576,PBE0,-0.140824015930474,2.1815361030448153,2.3931927449653254,192.6612354722458,"[543.938944241857, 185.95404996611637, 126.79820940947236]",0.04455337803883522,0.4145714028928913,1e-06,-746.1865215843775,True,True
DFT_Fe_0107,Fe,1239.936171998801,2.669862031791733,FCC,2.87,"[4, 4, 4]",0.04407894830614161,459.8108221081305,PBE,-0.20517837799331923,1.8255006177728694,2.369985090038842,167.34640549659196,"[482.52024665470486, 142.78385119736828, 68.76530909261665]",0.027456231135457976,0.6145563842553915,1e-06,-521.5656200760557,True,True
DFT_Fe_0108,Fe,1381.787435811235,1.149522224736661,FCC,2.87,"[4, 4, 4]",0.09942010186015611,477.48054411885266,PBE0,-0.21625779043350465,1.4240813400419805,2.6618665647984576,187.4123557919775,"[556.8056530291145, 199.5814562817014, 127.93982443728613]",0.0888427428349412,0.5975608866812211,1e-06,-946.6816182855915,True,True
DFT_Fe_0109,Fe,469.4165984838803,8.746814531539625,FCC,2.87,"[4, 4, 4]",0.0993404519603634,469.7334820423496,PBE0,-0.13704920241452218,1.5388272867769517,2.254018201017753,182.6238134076973,"[471.97124772086477, 205.90937980186013, 79.73778478217064]",0.18935797654341657,0.5809681297028769,1e-06,-927.8122510085359,True,True
DFT_Fe_0110,Fe,1210.4890691390233,1.4492155233813653,FCC,2.87,"[4, 4, 4]",0.06165520700352409,502.0672090883372,LDA,-0.14473623536461316,1.6591408117236104,2.317539414616078,178.60198595802964,"[599.5208737076226, 204.33112456727653, 83.08085008197443]",0.0946975658190915,0.8591015164234918,1e-06,-664.5948078369781,True,True
