sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset,liquid_limit,plastic_limit,plasticity_index,preconsolidation_stress_kpa,vertical_effective_stress_kpa,ocr,natural_water_content_percent,su_kpa,sensitivity,pore_pressure_ratio,clay_mineral,log10_k_m_per_s,case_id,case_type,magnitude_mw,peak_ground_acc_g,groundwater_depth_m,pore_pressure_ratio_peak,uplift_displacement_m,structural_damage_index,notes,groundwater_level_m,rainfall_event_mm,slope_angle_deg,depth_to_slip_surface_m,factor_of_safety,slip_surface_formed
CLAY_00106,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,57.4,25.4,32.0,497.5,175.1,2.84,45.4,9.5,4.96,0.43,illite-mixed,-9.731,,,,,,,,,,,,,,,
CLAY_00107,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,59.8,37.3,22.5,138.0,78.1,1.77,37.4,14.8,5.48,0.4,illite-mixed,-9.917,,,,,,,,,,,,,,,
CLAY_00108,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,70.0,26.7,43.3,234.1,80.7,2.9,49.5,8.0,9.02,0.495,smectite-rich,-10.871,,,,,,,,,,,,,,,
CLAY_00109,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.4,28.8,39.7,366.8,172.9,2.12,60.5,17.3,11.36,0.524,illite-mixed,-10.657,,,,,,,,,,,,,,,
CLAY_00110,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,63.3,33.1,30.2,87.4,25.0,3.5,36.3,8.0,3.99,0.384,illite-mixed,-9.958,,,,,,,,,,,,,,,
CLAY_00111,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,25.0,22.1,7.0,189.5,112.3,1.69,43.7,17.5,4.31,0.278,kaolinite-dominant,-9.378,,,,,,,,,,,,,,,
CLAY_00112,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.1,26.2,34.9,111.8,93.5,1.2,60.8,8.0,4.9,0.378,illite-mixed,-10.304,,,,,,,,,,,,,,,
CLAY_00113,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,62.3,17.8,44.5,121.1,84.2,1.44,53.6,8.0,11.5,0.593,smectite-rich,-9.993,,,,,,,,,,,,,,,
CLAY_00114,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,99.7,27.5,72.2,273.1,184.9,1.48,61.4,27.8,11.41,0.636,smectite-rich,-10.988,,,,,,,,,,,,,,,
CLAY_00115,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,38.9,21.0,17.9,239.0,177.5,1.35,38.1,9.0,7.25,0.408,kaolinite-dominant,-9.422,,,,,,,,,,,,,,,
CLAY_00116,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.5,27.2,21.3,322.4,157.0,2.05,48.4,11.9,2.88,0.343,illite-mixed,-9.659,,,,,,,,,,,,,,,
CLAY_00117,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,76.4,39.6,36.8,783.9,269.3,2.91,48.4,13.4,9.39,0.471,illite-mixed,-9.833,,,,,,,,,,,,,,,
CLAY_00118,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.3,29.7,18.6,481.1,235.1,2.05,33.9,8.0,7.34,0.392,kaolinite-dominant,-9.718,,,,,,,,,,,,,,,
CLAY_00119,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.6,26.0,22.6,403.0,140.7,2.86,26.5,8.0,7.37,0.428,illite-mixed,-10.46,,,,,,,,,,,,,,,
CLAY_00120,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,69.5,28.3,41.2,297.9,245.1,1.22,56.7,8.0,6.64,0.405,smectite-rich,-10.22,,,,,,,,,,,,,,,
CLAY_00121,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,63.9,37.8,26.1,216.3,186.2,1.16,44.8,8.0,7.66,0.46,illite-mixed,-10.561,,,,,,,,,,,,,,,
CLAY_00122,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,66.6,27.4,39.3,226.8,67.8,3.35,37.1,8.0,4.2,0.452,illite-mixed,-10.678,,,,,,,,,,,,,,,
CLAY_00123,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.6,33.4,35.2,364.0,223.1,1.63,49.5,8.0,8.49,0.471,illite-mixed,-9.797,,,,,,,,,,,,,,,
CLAY_00124,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,62.7,29.3,33.4,360.8,232.6,1.55,43.8,15.7,6.27,0.416,illite-mixed,-10.827,,,,,,,,,,,,,,,
CLAY_00125,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,66.1,27.4,38.7,80.5,25.0,3.22,40.3,8.0,5.38,0.48,illite-mixed,-10.992,,,,,,,,,,,,,,,
CLAY_00126,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.1,26.2,24.9,314.4,166.5,1.89,36.5,8.0,6.8,0.36,illite-mixed,-9.463,,,,,,,,,,,,,,,
CLAY_00127,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,71.5,18.4,53.1,502.9,202.5,2.48,50.1,12.1,7.43,0.569,smectite-rich,-10.337,,,,,,,,,,,,,,,
CLAY_00128,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,77.7,36.5,41.2,418.8,231.4,1.81,45.3,8.0,4.0,0.466,smectite-rich,-10.539,,,,,,,,,,,,,,,
CLAY_00129,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,36.2,29.0,7.2,414.6,148.7,2.79,35.0,8.0,4.84,0.319,kaolinite-dominant,-10.148,,,,,,,,,,,,,,,
CLAY_00130,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.8,25.4,26.4,721.1,218.6,3.3,50.7,8.0,2.91,0.359,illite-mixed,-9.197,,,,,,,,,,,,,,,
CLAY_00131,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,72.7,24.3,48.4,618.0,229.8,2.69,64.0,9.2,4.72,0.501,smectite-rich,-10.206,,,,,,,,,,,,,,,
CLAY_00132,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.5,22.2,29.3,94.5,50.6,1.87,48.0,8.0,6.96,0.427,illite-mixed,-9.618,,,,,,,,,,,,,,,
CLAY_00133,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,50.3,36.5,13.7,275.7,111.8,2.47,41.9,8.0,13.95,0.354,kaolinite-dominant,-9.059,,,,,,,,,,,,,,,
CLAY_00134,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,59.1,26.2,32.9,241.1,157.8,1.53,57.9,8.0,9.26,0.499,illite-mixed,-10.457,,,,,,,,,,,,,,,
CLAY_00135,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,70.7,24.3,46.3,123.3,95.2,1.3,54.0,10.7,8.32,0.632,smectite-rich,-10.735,,,,,,,,,,,,,,,
CLAY_00136,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.3,26.0,35.3,84.6,25.0,3.38,46.5,8.0,4.33,0.473,illite-mixed,-9.965,,,,,,,,,,,,,,,
CLAY_00137,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.7,27.4,34.4,643.8,190.3,3.38,51.4,14.1,3.91,0.439,illite-mixed,-9.712,,,,,,,,,,,,,,,
CLAY_00138,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,53.6,21.4,32.2,207.8,201.3,1.03,48.3,8.0,1.2,0.355,illite-mixed,-10.305,,,,,,,,,,,,,,,
CLAY_00139,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,44.8,18.4,26.3,698.1,209.3,3.33,49.5,20.2,8.34,0.36,illite-mixed,-10.002,,,,,,,,,,,,,,,
CLAY_00140,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,70.7,19.7,50.9,395.7,168.4,2.35,42.9,23.6,6.52,0.539,smectite-rich,-11.451,,,,,,,,,,,,,,,
CLAY_00141,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,76.0,19.9,56.2,214.8,126.6,1.7,43.6,9.7,7.74,0.578,smectite-rich,-11.173,,,,,,,,,,,,,,,
CLAY_00142,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,87.6,20.4,67.1,148.1,87.7,1.69,45.4,8.0,12.75,0.775,smectite-rich,-10.907,,,,,,,,,,,,,,,
CLAY_00143,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,42.3,29.3,13.0,400.9,239.2,1.68,49.1,10.6,8.56,0.318,kaolinite-dominant,-9.813,,,,,,,,,,,,,,,
CLAY_00144,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.0,19.1,31.9,686.5,214.6,3.2,44.2,21.3,5.62,0.439,illite-mixed,-9.888,,,,,,,,,,,,,,,
CLAY_00145,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,46.7,28.3,18.4,417.9,191.5,2.18,35.4,8.0,2.95,0.328,kaolinite-dominant,-10.133,,,,,,,,,,,,,,,
CLAY_00146,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.1,28.7,39.3,359.7,301.4,1.19,44.8,8.0,5.57,0.486,illite-mixed,-10.013,,,,,,,,,,,,,,,
CLAY_00147,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,62.6,36.6,26.0,264.9,96.7,2.74,43.4,8.0,6.92,0.398,illite-mixed,-9.832,,,,,,,,,,,,,,,
CLAY_00148,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,89.4,25.9,63.5,46.1,25.0,1.85,58.3,8.0,7.75,0.55,smectite-rich,-10.616,,,,,,,,,,,,,,,
CLAY_00149,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,55.9,19.1,36.7,91.1,55.3,1.65,50.7,8.0,2.66,0.4,illite-mixed,-9.909,,,,,,,,,,,,,,,
CLAY_00150,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,75.0,31.2,43.8,563.3,208.1,2.71,56.6,13.5,9.13,0.418,smectite-rich,-10.556,,,,,,,,,,,,,,,
CLAY_00151,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,43.5,25.9,17.6,519.0,160.4,3.23,43.9,8.0,8.93,0.316,kaolinite-dominant,-9.688,,,,,,,,,,,,,,,
CLAY_00152,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,76.7,21.9,54.9,65.8,25.0,2.63,47.4,12.2,5.6,0.583,smectite-rich,-11.121,,,,,,,,,,,,,,,
CLAY_00153,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,42.1,28.3,13.8,479.9,238.9,2.01,38.0,13.5,2.58,0.253,kaolinite-dominant,-10.366,,,,,,,,,,,,,,,
CLAY_00154,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,72.0,17.5,54.6,376.5,164.9,2.28,53.6,8.0,8.41,0.563,smectite-rich,-10.534,,,,,,,,,,,,,,,
CLAY_00155,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.8,29.8,27.1,355.7,116.4,3.06,45.8,8.7,7.95,0.403,illite-mixed,-9.403,,,,,,,,,,,,,,,
CLAY_00156,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.0,20.7,35.3,472.0,200.5,2.35,34.2,8.0,9.52,0.39,illite-mixed,-10.367,,,,,,,,,,,,,,,
CLAY_00157,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.1,26.7,29.4,380.2,280.8,1.35,28.6,8.0,3.24,0.49,illite-mixed,-10.039,,,,,,,,,,,,,,,
CLAY_00158,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,35.7,30.3,7.0,645.9,213.0,3.03,34.8,11.2,5.49,0.293,kaolinite-dominant,-9.058,,,,,,,,,,,,,,,
CLAY_00159,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.5,18.2,38.3,283.3,124.8,2.27,42.0,8.0,9.07,0.471,illite-mixed,-10.012,,,,,,,,,,,,,,,
CLAY_00160,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,90.3,19.3,71.0,497.6,183.7,2.71,64.8,8.0,5.92,0.632,smectite-rich,-11.155,,,,,,,,,,,,,,,
CLAY_00161,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,31.3,23.1,8.2,197.7,145.8,1.36,37.5,11.5,7.13,0.314,kaolinite-dominant,-9.517,,,,,,,,,,,,,,,
CLAY_00162,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,39.9,28.5,11.4,378.1,132.4,2.86,30.5,8.0,6.47,0.262,kaolinite-dominant,-9.239,,,,,,,,,,,,,,,
CLAY_00163,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,41.0,29.1,11.9,131.8,83.6,1.58,30.3,23.5,3.59,0.343,kaolinite-dominant,-9.308,,,,,,,,,,,,,,,
CLAY_00164,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,81.1,28.1,53.1,198.1,88.9,2.23,57.3,8.0,6.98,0.533,smectite-rich,-10.771,,,,,,,,,,,,,,,
CLAY_00165,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.8,24.5,44.3,214.9,66.2,3.25,64.9,10.8,10.66,0.521,smectite-rich,-10.378,,,,,,,,,,,,,,,
CLAY_00166,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,52.5,23.0,29.5,88.2,84.6,1.04,54.3,9.2,5.79,0.498,illite-mixed,-9.721,,,,,,,,,,,,,,,
CLAY_00167,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.9,40.6,16.3,151.6,74.7,2.03,37.1,8.0,4.84,0.341,kaolinite-dominant,-10.023,,,,,,,,,,,,,,,
CLAY_00168,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,32.1,29.7,7.0,127.9,87.1,1.47,30.2,8.0,6.39,0.278,kaolinite-dominant,-9.404,,,,,,,,,,,,,,,
CLAY_00169,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,45.6,38.6,7.1,343.2,244.4,1.4,35.1,22.2,7.89,0.291,kaolinite-dominant,-10.237,,,,,,,,,,,,,,,
CLAY_00170,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.9,28.3,33.7,313.8,106.8,2.94,32.8,8.0,6.15,0.413,illite-mixed,-10.24,,,,,,,,,,,,,,,
CLAY_00171,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.6,26.4,22.2,226.1,90.9,2.49,45.5,8.0,6.88,0.334,illite-mixed,-9.875,,,,,,,,,,,,,,,
CLAY_00172,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.6,25.9,38.7,113.3,107.0,1.06,41.7,15.1,6.95,0.539,illite-mixed,-10.45,,,,,,,,,,,,,,,
CLAY_00173,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,52.6,22.8,29.8,638.8,234.4,2.72,40.7,8.7,10.2,0.487,illite-mixed,-9.827,,,,,,,,,,,,,,,
CLAY_00174,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.8,29.2,39.6,370.9,144.6,2.57,49.2,8.0,8.72,0.526,illite-mixed,-9.801,,,,,,,,,,,,,,,
CLAY_00175,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,57.6,24.9,32.7,269.1,116.0,2.32,41.7,14.2,10.29,0.431,illite-mixed,-10.166,,,,,,,,,,,,,,,
CLAY_00176,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,60.4,21.2,39.2,213.2,120.0,1.78,48.2,8.0,11.09,0.468,illite-mixed,-10.016,,,,,,,,,,,,,,,
CLAY_00177,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,62.1,34.7,27.4,580.8,199.4,2.91,47.7,9.6,8.26,0.291,illite-mixed,-9.538,,,,,,,,,,,,,,,
CLAY_00178,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.5,22.8,45.6,259.6,77.2,3.36,51.3,8.0,6.94,0.585,smectite-rich,-10.033,,,,,,,,,,,,,,,
CLAY_00179,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.9,32.8,29.1,236.9,132.7,1.78,45.3,8.0,6.63,0.295,illite-mixed,-10.375,,,,,,,,,,,,,,,
CLAY_00180,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.3,22.0,29.3,266.9,208.1,1.28,43.5,20.2,8.46,0.412,illite-mixed,-9.664,,,,,,,,,,,,,,,
CLAY_00181,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,41.0,33.5,7.5,354.9,160.9,2.21,35.6,8.1,1.37,0.329,kaolinite-dominant,-9.919,,,,,,,,,,,,,,,
CLAY_00182,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,49.4,31.4,18.0,200.9,90.9,2.21,53.9,23.9,11.09,0.37,kaolinite-dominant,-9.549,,,,,,,,,,,,,,,
CLAY_00183,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,51.8,30.3,21.5,204.8,61.6,3.32,46.1,8.0,5.79,0.352,illite-mixed,-9.412,,,,,,,,,,,,,,,
CLAY_00184,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,67.4,12.0,55.4,484.4,146.9,3.3,59.5,8.0,7.29,0.576,smectite-rich,-10.476,,,,,,,,,,,,,,,
CLAY_00185,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,35.3,29.4,7.0,536.3,193.5,2.77,47.5,8.0,5.2,0.215,kaolinite-dominant,-8.88,,,,,,,,,,,,,,,
CLAY_00186,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,71.6,27.0,44.5,359.7,133.6,2.69,63.2,8.5,6.96,0.489,smectite-rich,-10.408,,,,,,,,,,,,,,,
CLAY_00187,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,63.0,18.8,44.2,444.4,179.6,2.47,45.5,18.9,9.21,0.506,smectite-rich,-10.52,,,,,,,,,,,,,,,
CLAY_00188,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,39.0,22.2,16.8,203.1,122.2,1.66,38.2,8.0,6.59,0.327,kaolinite-dominant,-9.483,,,,,,,,,,,,,,,
CLAY_00189,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.8,26.2,38.6,581.7,265.4,2.19,49.7,8.0,7.12,0.423,illite-mixed,-9.906,,,,,,,,,,,,,,,
CLAY_00190,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,53.5,21.4,32.1,85.6,85.6,1.0,47.9,18.6,8.69,0.427,illite-mixed,-9.991,,,,,,,,,,,,,,,
CLAY_00191,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,67.4,22.3,45.1,401.1,125.7,3.19,49.9,8.0,8.22,0.51,smectite-rich,-11.494,,,,,,,,,,,,,,,
CLAY_00192,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,69.3,42.4,26.9,257.3,124.4,2.07,61.0,8.0,7.46,0.422,illite-mixed,-9.979,,,,,,,,,,,,,,,
CLAY_00193,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,46.5,31.2,15.2,284.1,214.1,1.33,42.2,12.1,6.86,0.326,kaolinite-dominant,-10.026,,,,,,,,,,,,,,,
CLAY_00194,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,67.6,18.6,49.0,500.4,154.0,3.25,55.4,13.0,8.76,0.56,smectite-rich,-10.834,,,,,,,,,,,,,,,
CLAY_00195,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.6,32.5,16.1,177.3,142.9,1.24,41.7,8.0,8.57,0.398,kaolinite-dominant,-10.124,,,,,,,,,,,,,,,
CLAY_00196,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,82.1,21.6,60.5,369.5,122.1,3.03,44.8,8.0,5.22,0.547,smectite-rich,-10.23,,,,,,,,,,,,,,,
CLAY_00197,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,58.3,29.2,29.2,264.1,79.7,3.31,51.5,11.4,6.69,0.398,illite-mixed,-10.143,,,,,,,,,,,,,,,
CLAY_00198,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,82.9,21.1,61.8,431.1,267.4,1.61,51.0,8.0,6.91,0.575,smectite-rich,-10.572,,,,,,,,,,,,,,,
CLAY_00199,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,39.3,14.0,25.3,301.7,191.2,1.58,54.6,10.1,7.28,0.365,illite-mixed,-9.793,,,,,,,,,,,,,,,
CLAY_00200,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,78.0,36.2,41.8,372.2,210.9,1.76,54.2,8.0,7.86,0.514,smectite-rich,-10.681,,,,,,,,,,,,,,,
CLAY_00201,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,46.4,16.1,30.3,269.8,157.4,1.71,35.6,28.6,10.6,0.476,illite-mixed,-9.836,,,,,,,,,,,,,,,
CLAY_00202,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,49.8,35.4,14.4,281.4,83.6,3.37,50.7,11.4,5.1,0.357,kaolinite-dominant,-9.986,,,,,,,,,,,,,,,
CLAY_00203,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,55.1,36.4,18.7,886.6,262.5,3.38,43.6,8.0,9.2,0.313,kaolinite-dominant,-10.03,,,,,,,,,,,,,,,
CLAY_00204,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.8,41.1,23.8,114.8,100.6,1.14,41.6,8.0,7.15,0.344,illite-mixed,-10.46,,,,,,,,,,,,,,,
CLAY_00205,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,57.8,25.2,32.6,455.0,136.9,3.32,40.5,8.0,3.92,0.414,illite-mixed,-9.411,,,,,,,,,,,,,,,
CLAY_00206,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,65.6,29.0,36.6,330.0,96.9,3.4,39.5,8.0,11.27,0.532,illite-mixed,-10.432,,,,,,,,,,,,,,,
CLAY_00207,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,50.7,23.6,27.1,353.1,160.8,2.2,36.6,8.0,3.68,0.332,illite-mixed,-9.861,,,,,,,,,,,,,,,
CLAY_00208,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,55.9,19.0,36.9,607.1,197.8,3.07,50.7,9.1,8.28,0.448,illite-mixed,-10.202,,,,,,,,,,,,,,,
CLAY_00209,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,52.3,21.1,31.2,241.0,209.6,1.15,48.1,8.0,7.28,0.443,illite-mixed,-10.563,,,,,,,,,,,,,,,
CLAY_00210,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,79.9,34.8,45.0,142.6,140.0,1.02,55.0,8.0,4.15,0.461,smectite-rich,-10.021,,,,,,,,,,,,,,,
CLAY_00211,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,78.0,20.3,57.7,290.2,121.8,2.38,63.4,8.0,12.76,0.555,smectite-rich,-10.044,,,,,,,,,,,,,,,
CLAY_00212,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,47.7,34.8,12.9,406.6,204.7,1.99,42.2,8.0,3.8,0.38,kaolinite-dominant,-9.471,,,,,,,,,,,,,,,
CLAY_00213,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,55.6,39.9,15.7,307.8,99.8,3.08,36.6,8.0,11.55,0.355,kaolinite-dominant,-10.012,,,,,,,,,,,,,,,
CLAY_00214,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,52.4,29.7,22.6,411.3,197.7,2.08,41.7,8.0,9.13,0.375,illite-mixed,-9.536,,,,,,,,,,,,,,,
CLAY_00215,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,42.2,26.4,15.7,217.0,122.9,1.77,32.0,9.3,9.5,0.285,kaolinite-dominant,-9.951,,,,,,,,,,,,,,,
CLAY_00216,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,61.2,33.1,28.1,63.9,58.7,1.09,40.0,20.3,5.2,0.36,illite-mixed,-10.399,,,,,,,,,,,,,,,
CLAY_00217,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.6,17.0,47.6,135.4,108.1,1.25,39.6,8.0,7.47,0.547,smectite-rich,-10.108,,,,,,,,,,,,,,,
CLAY_00218,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,37.9,26.2,11.7,516.6,156.5,3.3,32.7,8.0,6.82,0.318,kaolinite-dominant,-9.46,,,,,,,,,,,,,,,
CLAY_00219,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,48.1,26.7,21.4,405.1,156.7,2.59,34.3,10.3,3.1,0.365,illite-mixed,-9.407,,,,,,,,,,,,,,,
CLAY_00220,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,46.0,26.6,19.4,338.5,221.9,1.53,62.3,16.4,6.78,0.258,kaolinite-dominant,-9.724,,,,,,,,,,,,,,,
CLAY_00221,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,68.7,38.3,30.4,195.7,170.3,1.15,53.5,8.0,7.39,0.455,illite-mixed,-9.877,,,,,,,,,,,,,,,
CLAY_00222,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,59.5,34.7,24.8,252.6,95.8,2.64,40.9,8.0,8.83,0.441,illite-mixed,-10.056,,,,,,,,,,,,,,,
CLAY_00223,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,77.0,32.6,44.4,156.5,114.1,1.37,51.2,8.0,4.65,0.494,smectite-rich,-10.655,,,,,,,,,,,,,,,
CLAY_00224,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,25.0,18.4,7.0,415.2,176.3,2.36,39.5,8.0,4.62,0.288,kaolinite-dominant,-10.129,,,,,,,,,,,,,,,
CLAY_00225,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,69.3,28.1,41.2,444.3,163.0,2.73,35.7,8.0,2.5,0.494,smectite-rich,-10.557,,,,,,,,,,,,,,,
CLAY_00226,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,44.0,31.6,12.4,448.7,267.6,1.68,39.2,15.2,9.27,0.328,kaolinite-dominant,-9.882,,,,,,,,,,,,,,,
CLAY_00227,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,57.0,35.2,21.9,504.4,149.0,3.39,38.0,8.0,7.54,0.305,illite-mixed,-9.759,,,,,,,,,,,,,,,
CLAY_00228,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,56.9,19.4,37.6,621.6,199.3,3.12,46.6,8.2,8.51,0.46,illite-mixed,-10.179,,,,,,,,,,,,,,,
CLAY_00229,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,64.6,15.8,48.8,368.6,189.7,1.94,43.2,18.7,7.61,0.5,smectite-rich,-9.857,,,,,,,,,,,,,,,
CLAY_00230,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,50.6,20.6,30.0,547.9,248.8,2.2,27.1,8.0,9.79,0.42,illite-mixed,-10.46,,,,,,,,,,,,,,,
CLAY_00231,,,,,,,,,,,,,,,,,,,,,,,,clay,clay_soils,47.6,16.5,31.1,440.9,162.7,2.71,54.7,16.5,5.07,0.313,illite-mixed,-10.094,,,,,,,,,,,,,,,
