sample_id,sand_content_percent,fines_content_percent,d10_mm,d30_mm,d50_mm,d60_mm,d90_mm,cu,cc,relative_density_percent,void_ratio,porosity,friction_angle_deg,dilation_angle_deg,critical_state_phi_deg,mean_effective_stress_kpa,cyclic_stress_ratio,n1_60,qc1n,b_pt,ru_peak,liquefaction_triggered,k0,material,dataset
SAND_00247,93.44,4.75,0.1393,0.2897,0.3016,0.4353,0.4877,3.125,1.384,69.5,0.759,0.431,36.96,3.2,33.76,184.5,0.108,29.3,134.6,0.496,0.37,0,0.399,sand,sandy_soils
SAND_00248,89.11,9.71,0.2704,0.5677,0.5519,0.6078,1.1567,2.248,1.961,82.4,0.689,0.408,38.19,5.06,33.13,62.6,0.22,36.6,160.1,0.615,0.468,0,0.382,sand,sandy_soils
SAND_00249,85.08,17.18,0.2277,0.3381,0.3163,0.4519,0.4956,1.984,1.111,37.7,0.887,0.47,33.09,0.0,34.05,183.9,0.216,16.0,72.7,0.631,0.657,0,0.454,sand,sandy_soils
SAND_00250,89.05,11.02,0.26,0.3717,0.4486,0.6231,0.98,2.396,0.853,75.6,0.63,0.386,38.13,5.61,32.52,124.9,0.242,28.8,158.3,0.488,0.521,0,0.382,sand,sandy_soils
SAND_00251,94.9,2.68,0.1183,0.1446,0.1584,0.1962,0.2219,1.658,0.901,56.6,0.777,0.437,35.26,4.15,31.11,136.0,0.334,22.0,106.8,0.599,0.856,0,0.423,sand,sandy_soils
SAND_00252,84.58,18.13,0.087,0.1946,0.2294,0.3068,0.3059,3.528,1.418,52.5,0.789,0.441,31.39,0.0,32.48,293.5,0.22,16.3,50.0,0.248,0.604,0,0.479,sand,sandy_soils
SAND_00253,86.36,10.91,0.2742,0.504,0.4712,0.7469,0.6496,2.724,1.24,68.5,0.719,0.418,33.61,0.92,32.69,207.2,0.232,24.8,112.7,0.821,0.549,0,0.446,sand,sandy_soils
SAND_00254,91.92,6.26,0.147,0.3772,0.3708,0.4878,0.5914,3.318,1.983,59.3,0.692,0.409,36.46,3.14,33.32,61.7,0.145,20.8,104.8,0.447,0.338,0,0.406,sand,sandy_soils
SAND_00255,86.55,10.56,0.4753,0.7167,0.7437,1.1593,1.2919,2.439,0.932,54.9,0.766,0.434,34.65,3.61,31.03,119.2,0.239,18.2,89.3,0.508,0.546,0,0.431,sand,sandy_soils
SAND_00256,84.11,16.58,0.066,0.1713,0.1576,0.1858,0.2968,2.815,2.394,20.0,0.906,0.475,28.85,0.0,32.33,78.9,0.404,12.1,72.3,0.387,0.98,1,0.517,sand,sandy_soils
SAND_00257,85.83,13.27,0.3426,0.478,0.5174,0.6467,0.7623,1.887,1.031,65.6,0.726,0.421,35.06,2.35,32.71,179.3,0.211,29.1,124.3,0.654,0.536,0,0.426,sand,sandy_soils
SAND_00258,93.7,5.67,0.2584,0.5633,0.5283,0.713,1.1071,2.759,1.723,80.7,0.744,0.427,38.78,5.61,33.17,139.7,0.172,30.6,96.6,0.744,0.424,0,0.374,sand,sandy_soils
SAND_00259,93.48,7.96,0.1473,0.2438,0.2261,0.2793,0.4847,1.896,1.445,43.8,0.707,0.414,33.21,0.0,34.84,207.2,0.205,18.0,106.0,0.51,0.627,0,0.452,sand,sandy_soils
SAND_00260,86.25,12.72,0.2184,0.3857,0.4466,0.6564,0.7452,3.006,1.038,74.2,0.702,0.413,36.67,5.66,31.01,269.2,0.174,27.8,131.9,0.703,0.444,0,0.403,sand,sandy_soils
SAND_00261,93.07,7.73,0.2869,0.4796,0.5835,0.6537,1.1826,2.278,1.227,53.7,0.745,0.427,34.8,1.68,33.11,170.8,0.352,17.2,90.6,0.777,0.903,1,0.429,sand,sandy_soils
SAND_00262,93.55,4.38,0.2206,0.3959,0.3923,0.4335,0.4789,1.965,1.639,77.6,0.613,0.38,36.78,4.0,32.78,174.5,0.107,26.3,118.9,0.487,0.259,0,0.401,sand,sandy_soils
SAND_00263,93.4,4.86,0.1885,0.2272,0.2567,0.3319,0.4706,1.76,0.825,67.9,0.79,0.441,36.79,3.73,33.07,67.1,0.177,28.9,141.5,0.367,0.377,0,0.401,sand,sandy_soils
SAND_00264,94.16,6.15,0.395,0.655,0.61,0.7057,1.1507,1.786,1.539,61.9,0.816,0.449,35.93,4.32,31.6,113.8,0.363,16.4,98.1,0.588,0.928,1,0.413,sand,sandy_soils
SAND_00265,90.78,9.46,0.1279,0.2191,0.2352,0.3303,0.2915,2.582,1.136,20.9,0.986,0.497,29.91,0.0,33.66,109.6,0.188,5.2,50.0,0.734,0.669,0,0.501,sand,sandy_soils
SAND_00266,92.46,5.94,0.184,0.3788,0.3545,0.504,0.7179,2.739,1.547,52.1,0.797,0.443,32.1,0.0,33.05,145.7,0.246,12.4,64.5,0.425,0.622,0,0.469,sand,sandy_soils
SAND_00267,79.85,21.62,0.2138,0.392,0.4559,0.5199,0.8212,2.432,1.382,43.4,0.753,0.429,30.47,0.0,33.42,56.7,0.274,17.3,70.4,0.747,0.698,0,0.493,sand,sandy_soils
SAND_00268,85.48,15.25,0.2346,0.435,0.4232,0.6556,0.781,2.794,1.23,43.5,0.705,0.413,32.46,0.0,34.16,59.9,0.145,16.1,62.4,0.596,0.451,0,0.463,sand,sandy_soils
SAND_00269,96.07,2.19,0.3407,0.4472,0.461,0.5852,0.6919,1.718,1.003,93.4,0.679,0.404,38.77,4.75,34.02,249.5,0.286,31.9,149.8,0.714,0.558,0,0.374,sand,sandy_soils
SAND_00270,97.8,2.61,0.1559,0.3448,0.4307,0.5074,0.8719,3.254,1.503,39.0,0.838,0.456,32.37,0.0,33.3,130.1,0.266,10.8,50.0,0.576,0.782,0,0.465,sand,sandy_soils
SAND_00271,88.69,10.09,0.1262,0.3279,0.3121,0.4551,0.6022,3.605,1.872,56.5,0.818,0.45,33.55,0.0,33.8,117.4,0.206,18.8,98.6,0.237,0.494,0,0.447,sand,sandy_soils
SAND_00272,89.87,10.22,0.2952,0.3454,0.4202,0.4666,0.5779,1.581,0.866,44.4,0.771,0.435,33.2,0.06,33.14,151.8,0.185,10.4,50.0,0.33,0.514,0,0.452,sand,sandy_soils
SAND_00273,90.97,10.06,0.2042,0.3506,0.4137,0.5405,0.6962,2.647,1.113,53.3,0.781,0.439,35.8,3.97,31.83,99.9,0.31,22.9,110.2,0.508,0.783,0,0.415,sand,sandy_soils
SAND_00274,100.0,1.07,0.2708,0.4697,0.4666,0.6236,0.8562,2.303,1.307,62.0,0.757,0.431,34.94,0.78,34.16,188.5,0.224,19.5,72.0,0.386,0.54,0,0.427,sand,sandy_soils
SAND_00275,89.36,15.29,0.173,0.2645,0.2906,0.3381,0.5188,1.954,1.196,50.8,0.762,0.433,35.17,2.91,32.26,214.1,0.22,16.7,74.0,0.695,0.594,0,0.424,sand,sandy_soils
SAND_00276,82.75,15.98,0.2477,0.348,0.4048,0.486,0.5563,1.962,1.006,58.5,0.733,0.423,33.38,0.0,33.88,237.5,0.155,25.4,100.4,0.404,0.433,0,0.45,sand,sandy_soils
SAND_00277,94.38,7.88,0.2721,0.4116,0.4121,0.6542,0.5155,2.405,0.952,65.1,0.734,0.423,36.88,4.57,32.31,116.6,0.149,23.3,91.7,0.559,0.46,0,0.4,sand,sandy_soils
SAND_00278,87.44,13.92,0.1998,0.3904,0.3862,0.4318,0.6285,2.162,1.768,58.2,0.673,0.402,33.08,0.0,33.68,292.9,0.176,25.0,97.9,0.7,0.457,0,0.454,sand,sandy_soils
SAND_00279,83.13,16.33,0.213,0.4088,0.3941,0.5967,0.7317,2.801,1.315,52.4,0.814,0.449,33.56,0.0,34.59,127.7,0.262,18.6,98.4,0.586,0.743,0,0.447,sand,sandy_soils
SAND_00280,97.49,0.28,0.1817,0.2275,0.279,0.3339,0.519,1.838,0.853,57.0,0.691,0.409,35.14,1.79,33.36,268.1,0.154,24.2,102.9,0.436,0.455,0,0.424,sand,sandy_soils
SAND_00281,96.57,4.83,0.3794,0.5515,0.5075,0.6836,0.9705,1.802,1.173,77.4,0.667,0.4,37.78,3.88,33.9,198.3,0.098,27.4,115.1,0.721,0.374,0,0.387,sand,sandy_soils
SAND_00282,85.65,14.69,0.0748,0.1804,0.1827,0.2325,0.2552,3.109,1.872,74.2,0.701,0.412,35.59,3.71,31.87,172.1,0.3,31.5,141.8,0.918,0.643,0,0.418,sand,sandy_soils
SAND_00283,88.04,14.01,0.1572,0.4155,0.446,0.6118,0.7741,3.893,1.795,72.9,0.613,0.38,36.14,4.77,31.37,150.9,0.125,23.1,109.0,0.477,0.337,0,0.41,sand,sandy_soils
SAND_00284,96.49,2.99,0.2762,0.5155,0.5237,0.7448,0.9428,2.696,1.291,78.7,0.655,0.396,38.64,4.64,34.0,255.2,0.204,29.0,159.0,0.538,0.446,0,0.376,sand,sandy_soils
SAND_00285,80.68,18.43,0.1452,0.3888,0.3879,0.493,0.4714,3.394,2.111,58.9,0.767,0.434,33.42,2.32,31.11,148.5,0.233,26.7,109.0,0.2,0.59,0,0.449,sand,sandy_soils
SAND_00286,87.46,9.8,0.2466,0.3348,0.3291,0.4936,0.4788,2.002,0.921,49.5,0.782,0.439,33.94,1.32,32.62,143.4,0.256,15.0,72.5,0.484,0.608,0,0.442,sand,sandy_soils
SAND_00287,96.77,1.47,0.1772,0.2633,0.3258,0.3783,0.6605,2.134,1.034,50.3,0.725,0.42,34.09,1.48,32.62,38.2,0.3,18.4,79.0,0.617,0.809,0,0.439,sand,sandy_soils
SAND_00288,87.59,13.11,0.1467,0.2361,0.2311,0.3131,0.373,2.134,1.213,25.4,0.9,0.474,31.12,0.0,31.88,168.5,0.271,16.1,50.0,0.439,0.793,0,0.483,sand,sandy_soils
SAND_00289,100.0,0.0,0.216,0.254,0.3044,0.4006,0.6165,1.854,0.745,61.0,0.791,0.442,35.84,2.11,33.73,139.5,0.234,25.5,114.6,0.799,0.516,0,0.414,sand,sandy_soils
SAND_00290,81.12,20.41,0.3822,0.643,0.7352,0.8954,1.2532,2.343,1.208,36.4,0.802,0.445,31.62,0.0,32.74,147.2,0.14,15.1,71.6,0.604,0.523,0,0.476,sand,sandy_soils
SAND_00291,89.04,13.33,0.1744,0.4203,0.4794,0.5485,1.0138,3.145,1.847,52.4,0.778,0.438,34.02,0.14,33.88,257.2,0.164,24.9,95.5,0.606,0.473,0,0.441,sand,sandy_soils
SAND_00292,82.47,17.73,0.2045,0.5441,0.5508,0.777,1.1804,3.8,1.864,75.2,0.612,0.38,36.36,4.03,32.33,119.2,0.231,29.5,141.7,0.439,0.534,0,0.407,sand,sandy_soils
SAND_00293,96.4,4.8,0.1259,0.2695,0.2522,0.3193,0.4005,2.537,1.808,50.7,0.803,0.445,32.65,0.0,33.68,155.2,0.13,23.7,129.2,0.46,0.402,0,0.461,sand,sandy_soils
SAND_00294,89.34,9.75,0.1373,0.1967,0.2179,0.3305,0.2647,2.407,0.853,62.7,0.748,0.428,37.44,3.92,33.51,87.4,0.157,24.7,118.9,0.749,0.432,0,0.392,sand,sandy_soils
SAND_00295,82.24,20.91,0.1401,0.3238,0.3356,0.37,0.7193,2.642,2.022,56.3,0.723,0.42,32.55,0.0,33.28,154.9,0.217,23.7,100.4,0.459,0.539,0,0.462,sand,sandy_soils
SAND_00296,76.89,22.27,0.1001,0.2355,0.259,0.3011,0.385,3.008,1.84,53.9,0.704,0.413,33.5,0.76,32.74,88.1,0.349,24.0,98.3,0.836,0.697,0,0.448,sand,sandy_soils
SAND_00297,100.0,0.0,0.1485,0.2855,0.3219,0.4666,0.4907,3.143,1.177,56.4,0.712,0.416,35.0,1.29,33.71,198.3,0.06,28.8,106.6,0.295,0.204,0,0.426,sand,sandy_soils
SAND_00298,85.21,12.04,0.3423,0.4566,0.549,0.7074,1.203,2.067,0.861,63.2,0.691,0.409,35.51,2.66,32.85,125.7,0.139,24.0,92.0,0.369,0.491,0,0.419,sand,sandy_soils
SAND_00299,83.5,17.76,0.1589,0.3352,0.3111,0.4904,0.3742,3.086,1.442,20.0,0.887,0.47,29.87,0.0,34.08,49.1,0.385,8.0,54.2,0.546,0.98,1,0.502,sand,sandy_soils
SAND_00300,97.43,3.87,0.1975,0.364,0.4403,0.4844,0.5521,2.453,1.385,82.1,0.671,0.402,38.06,4.17,33.9,148.9,0.194,31.9,124.7,0.476,0.45,0,0.383,sand,sandy_soils
SAND_00301,85.71,15.7,0.091,0.1996,0.2281,0.3006,0.3191,3.305,1.457,60.4,0.634,0.388,36.12,5.48,30.64,166.4,0.224,24.1,90.4,0.632,0.576,0,0.411,sand,sandy_soils
SAND_00302,100.0,0.98,0.2094,0.5458,0.5389,0.5947,1.0454,2.84,2.392,72.0,0.677,0.404,36.96,1.05,35.91,132.7,0.242,26.0,134.8,0.555,0.646,0,0.399,sand,sandy_soils
SAND_00303,100.0,2.48,0.3101,0.5206,0.4913,0.6118,0.8528,1.973,1.428,57.4,0.809,0.447,34.68,1.89,32.79,167.1,0.242,24.7,107.0,0.345,0.676,0,0.431,sand,sandy_soils
SAND_00304,92.35,6.83,0.2144,0.5101,0.4999,0.7922,0.7035,3.695,1.532,49.4,0.839,0.456,33.46,2.03,31.43,150.5,0.371,18.6,74.7,0.495,0.949,0,0.449,sand,sandy_soils
SAND_00305,95.95,4.04,0.2396,0.358,0.3338,0.42,0.5523,1.753,1.274,62.6,0.74,0.425,33.37,0.3,33.07,80.7,0.238,26.2,130.7,0.614,0.482,0,0.45,sand,sandy_soils
SAND_00306,89.92,9.02,0.2022,0.4286,0.4342,0.6525,0.5549,3.228,1.393,31.9,0.861,0.463,29.93,0.0,32.79,247.4,0.147,8.2,50.0,0.259,0.55,0,0.501,sand,sandy_soils
SAND_00307,92.77,4.74,0.2164,0.5356,0.5405,0.7358,1.0984,3.401,1.802,47.9,0.689,0.408,32.41,0.0,33.15,158.3,0.317,14.4,78.8,0.321,0.777,0,0.464,sand,sandy_soils
SAND_00308,98.26,1.33,0.1567,0.3952,0.4076,0.449,0.5029,2.865,2.22,43.5,0.641,0.391,33.8,1.04,32.76,267.4,0.201,19.3,74.3,0.635,0.627,0,0.444,sand,sandy_soils
SAND_00309,90.99,9.21,0.0846,0.2326,0.2329,0.341,0.4788,4.03,1.875,74.8,0.669,0.401,36.01,4.01,31.99,222.1,0.282,26.5,129.7,0.489,0.612,0,0.412,sand,sandy_soils
SAND_00310,88.52,12.17,0.1983,0.4455,0.4391,0.6663,0.7523,3.359,1.502,82.2,0.662,0.398,35.14,0.69,34.45,52.2,0.168,32.3,117.7,0.595,0.4,0,0.424,sand,sandy_soils
SAND_00311,94.88,1.25,0.2516,0.3221,0.3432,0.5452,0.5691,2.167,0.756,57.9,0.739,0.425,35.28,1.7,33.57,87.5,0.219,19.2,104.4,0.601,0.612,0,0.422,sand,sandy_soils
SAND_00312,81.16,20.43,0.1919,0.2213,0.2684,0.4246,0.4776,2.213,0.601,81.6,0.77,0.435,36.4,3.85,32.55,198.8,0.173,29.2,146.9,0.628,0.398,0,0.407,sand,sandy_soils
SAND_00313,89.71,5.94,0.2493,0.4685,0.4395,0.5864,0.7033,2.352,1.502,77.6,0.644,0.392,37.75,5.0,32.75,136.0,0.25,26.9,114.8,0.722,0.491,0,0.388,sand,sandy_soils
SAND_00314,92.33,10.97,0.1952,0.3909,0.3592,0.4964,0.7772,2.543,1.576,49.8,0.785,0.44,33.39,0.0,33.61,91.4,0.237,18.8,76.8,0.608,0.583,0,0.45,sand,sandy_soils
SAND_00315,83.46,15.31,0.1194,0.2382,0.2607,0.3893,0.3717,3.262,1.22,54.8,0.742,0.426,34.95,2.23,32.72,160.2,0.17,22.6,108.9,0.68,0.446,0,0.427,sand,sandy_soils
SAND_00316,91.55,8.13,0.2208,0.3342,0.4174,0.5778,0.9138,2.617,0.876,52.0,0.817,0.45,33.1,1.27,31.83,53.5,0.135,21.3,82.0,0.683,0.436,0,0.454,sand,sandy_soils
SAND_00317,89.32,11.03,0.0937,0.1989,0.2085,0.2501,0.307,2.67,1.689,80.2,0.66,0.398,37.19,3.22,33.96,185.9,0.12,24.2,87.3,0.567,0.343,0,0.396,sand,sandy_soils
SAND_00318,83.72,13.54,0.2582,0.345,0.3606,0.4058,0.7541,1.572,1.136,35.6,0.836,0.455,31.11,0.0,32.76,164.7,0.281,11.8,73.5,0.442,0.886,1,0.483,sand,sandy_soils
SAND_00319,89.3,10.71,0.0714,0.1662,0.1761,0.2571,0.329,3.603,1.505,64.0,0.748,0.428,34.97,1.83,33.14,84.8,0.333,20.4,81.9,0.568,0.737,0,0.427,sand,sandy_soils
SAND_00320,96.02,0.88,0.1449,0.3963,0.3633,0.4544,0.4649,3.136,2.384,48.5,0.75,0.429,32.18,0.0,34.05,143.4,0.237,18.7,87.1,0.653,0.659,0,0.467,sand,sandy_soils
SAND_00321,89.31,10.54,0.1338,0.3864,0.3577,0.5209,0.7066,3.893,2.142,54.8,0.827,0.453,35.19,0.37,34.82,129.2,0.237,22.1,96.9,0.688,0.654,0,0.424,sand,sandy_soils
SAND_00322,93.77,2.89,0.0845,0.1179,0.1452,0.2178,0.1756,2.579,0.756,20.0,0.813,0.448,30.93,0.0,31.19,152.5,0.204,9.6,50.0,0.518,0.673,0,0.486,sand,sandy_soils
SAND_00323,79.41,20.09,0.2419,0.3444,0.3585,0.4539,0.514,1.876,1.08,83.0,0.614,0.38,37.03,5.08,31.96,220.3,0.123,32.8,144.5,0.27,0.232,0,0.398,sand,sandy_soils
SAND_00324,84.96,17.41,0.1917,0.3059,0.3414,0.4421,0.6117,2.306,1.104,30.2,0.854,0.46,30.84,0.0,33.61,94.6,0.162,10.5,54.3,0.537,0.546,0,0.487,sand,sandy_soils
SAND_00325,88.77,12.36,0.2627,0.4446,0.4595,0.6976,0.641,2.655,1.079,40.5,0.774,0.436,33.34,2.17,31.17,113.6,0.245,12.8,56.3,0.659,0.723,0,0.45,sand,sandy_soils
SAND_00326,80.77,19.31,0.1289,0.2261,0.226,0.3195,0.3759,2.478,1.241,57.0,0.803,0.445,31.38,0.0,32.36,199.1,0.209,19.4,65.2,0.552,0.547,0,0.479,sand,sandy_soils
SAND_00327,95.08,5.9,0.1611,0.2471,0.2977,0.4659,0.3686,2.892,0.814,93.3,0.618,0.382,39.23,4.63,34.61,126.6,0.052,36.2,173.7,0.568,0.191,0,0.368,sand,sandy_soils
SAND_00328,94.98,4.74,0.1936,0.2885,0.2788,0.3262,0.4083,1.685,1.318,82.7,0.655,0.396,37.72,4.85,32.86,136.1,0.159,29.8,110.9,0.603,0.374,0,0.388,sand,sandy_soils
SAND_00329,91.99,6.3,0.2074,0.5184,0.4795,0.5522,0.9246,2.662,2.347,72.7,0.695,0.41,34.97,2.12,32.84,155.3,0.225,24.3,95.2,0.862,0.549,0,0.427,sand,sandy_soils
SAND_00330,85.87,13.14,0.2181,0.236,0.2922,0.4008,0.4614,1.838,0.637,35.4,0.89,0.471,30.65,0.0,31.45,121.0,0.239,16.0,73.3,0.509,0.645,0,0.49,sand,sandy_soils
SAND_00331,90.15,11.19,0.1689,0.3873,0.4371,0.6778,0.8908,4.013,1.31,58.5,0.744,0.426,35.2,1.32,33.88,213.8,0.362,25.7,83.8,0.738,0.809,0,0.424,sand,sandy_soils
SAND_00332,89.87,12.57,0.2336,0.3271,0.3548,0.5199,0.4427,2.225,0.881,74.1,0.674,0.403,36.06,2.74,33.32,185.0,0.294,31.2,152.4,0.573,0.629,0,0.411,sand,sandy_soils
SAND_00333,100.0,0.0,0.3059,0.4427,0.4206,0.6566,0.8946,2.146,0.976,68.0,0.78,0.438,37.48,5.72,31.76,97.2,0.235,32.3,156.2,0.49,0.58,0,0.392,sand,sandy_soils
SAND_00334,90.85,12.5,0.1771,0.2965,0.3574,0.4894,0.7182,2.763,1.014,60.5,0.703,0.413,36.05,2.78,33.27,161.6,0.205,23.5,95.1,0.707,0.674,0,0.412,sand,sandy_soils
SAND_00335,96.69,5.12,0.1399,0.3648,0.3505,0.4702,0.4706,3.36,2.022,52.4,0.752,0.429,34.05,0.77,33.28,236.1,0.243,20.0,83.0,0.534,0.583,0,0.44,sand,sandy_soils
SAND_00336,94.3,4.17,0.2283,0.3259,0.3168,0.3706,0.6283,1.623,1.255,47.3,0.856,0.461,33.78,0.0,34.63,140.8,0.099,16.7,65.0,0.582,0.357,0,0.444,sand,sandy_soils
SAND_00337,81.99,20.29,0.2309,0.4852,0.4813,0.7318,0.7507,3.17,1.394,85.5,0.605,0.377,39.03,6.04,32.99,141.0,0.247,34.9,172.3,0.789,0.524,0,0.37,sand,sandy_soils
SAND_00338,86.32,13.12,0.2099,0.4656,0.4847,0.6227,0.9062,2.966,1.658,55.6,0.728,0.421,34.85,1.09,33.76,136.7,0.226,20.8,82.5,0.322,0.627,0,0.429,sand,sandy_soils
SAND_00339,88.64,10.63,0.1238,0.2882,0.3361,0.4397,0.5551,3.552,1.526,46.3,0.758,0.431,33.51,1.2,32.31,155.5,0.14,17.4,75.1,0.643,0.504,0,0.448,sand,sandy_soils
SAND_00340,89.34,9.07,0.278,0.4524,0.4648,0.7107,0.6432,2.556,1.036,78.3,0.777,0.437,39.01,5.98,33.02,78.1,0.207,28.9,106.3,0.587,0.427,0,0.371,sand,sandy_soils
SAND_00341,95.66,2.58,0.1938,0.3472,0.3779,0.4254,0.5313,2.195,1.462,79.5,0.668,0.4,35.11,2.53,32.58,126.7,0.095,32.5,144.2,0.584,0.324,0,0.425,sand,sandy_soils
SAND_00342,79.34,20.87,0.308,0.6493,0.7273,1.1285,0.9227,3.664,1.213,89.1,0.641,0.391,37.59,4.92,32.67,106.6,0.343,35.7,160.4,0.497,0.732,0,0.39,sand,sandy_soils
SAND_00343,84.27,19.52,0.1138,0.1739,0.1779,0.2058,0.3012,1.809,1.291,74.4,0.72,0.419,36.52,7.3,29.21,152.5,0.05,25.9,110.1,0.771,0.225,0,0.405,sand,sandy_soils
SAND_00344,82.08,18.13,0.2534,0.4963,0.5552,0.6765,0.9309,2.669,1.437,70.3,0.681,0.405,36.18,3.75,32.44,124.1,0.174,26.0,141.3,0.616,0.482,0,0.41,sand,sandy_soils
SAND_00345,88.19,9.87,0.1116,0.3431,0.3122,0.3979,0.6126,3.567,2.651,47.1,0.726,0.421,33.01,0.41,32.6,164.8,0.321,18.1,81.4,0.542,0.771,0,0.455,sand,sandy_soils
SAND_00346,87.99,10.48,0.1317,0.3306,0.3213,0.4729,0.4476,3.59,1.755,48.3,0.868,0.465,32.09,0.0,33.5,149.1,0.111,20.0,82.8,0.578,0.425,0,0.469,sand,sandy_soils
SAND_00347,92.94,5.28,0.2439,0.4054,0.3887,0.438,0.7992,1.796,1.539,35.7,0.782,0.439,32.27,0.0,33.41,74.3,0.228,11.0,50.0,0.642,0.677,0,0.466,sand,sandy_soils
SAND_00348,97.17,4.93,0.1239,0.3186,0.3068,0.4057,0.3728,3.274,2.019,69.1,0.674,0.403,36.04,2.67,33.37,119.0,0.334,27.5,95.1,0.563,0.775,0,0.412,sand,sandy_soils
SAND_00349,81.65,17.56,0.0712,0.1797,0.173,0.2059,0.3079,2.892,2.203,47.6,0.724,0.42,30.33,0.0,31.42,76.5,0.345,17.4,91.7,0.722,0.962,1,0.495,sand,sandy_soils
SAND_00350,84.62,15.83,0.269,0.6319,0.7131,0.9236,1.0171,3.434,1.607,80.9,0.683,0.406,37.81,3.02,34.78,194.6,0.296,32.1,152.0,0.553,0.578,0,0.387,sand,sandy_soils
SAND_00351,90.17,7.39,0.3392,0.8293,0.7862,1.2122,1.2665,3.573,1.672,57.3,0.778,0.438,36.16,4.23,31.93,154.3,0.164,22.6,100.3,0.405,0.441,0,0.41,sand,sandy_soils
SAND_00352,85.76,13.49,0.2385,0.3282,0.3694,0.4279,0.766,1.794,1.056,59.6,0.783,0.439,34.52,2.61,31.9,134.7,0.284,17.8,80.3,0.619,0.697,0,0.433,sand,sandy_soils
SAND_00353,82.47,16.44,0.3057,0.4094,0.4658,0.6578,0.7893,2.152,0.833,37.6,0.76,0.432,30.67,0.0,32.99,243.8,0.143,14.6,53.3,0.613,0.517,0,0.49,sand,sandy_soils
SAND_00354,85.33,13.94,0.1895,0.3395,0.3508,0.5581,0.748,2.946,1.09,85.3,0.601,0.375,39.9,5.84,34.07,66.9,0.259,27.9,109.7,0.744,0.625,0,0.359,sand,sandy_soils
SAND_00355,82.69,19.54,0.1551,0.1749,0.217,0.2611,0.3602,1.684,0.755,48.2,0.767,0.434,33.43,0.88,32.55,190.4,0.235,19.9,79.7,0.221,0.674,0,0.449,sand,sandy_soils
SAND_00356,76.99,24.66,0.2736,0.5106,0.5158,0.8123,0.9177,2.969,1.173,84.0,0.705,0.414,37.05,6.45,30.6,133.4,0.231,31.6,133.8,0.524,0.52,0,0.398,sand,sandy_soils
SAND_00357,92.33,11.99,0.138,0.2569,0.248,0.3837,0.3224,2.78,1.247,50.9,0.724,0.42,34.38,0.61,33.77,65.6,0.204,15.6,87.7,0.554,0.595,0,0.435,sand,sandy_soils
SAND_00358,91.83,10.89,0.1954,0.3744,0.3522,0.5333,0.7335,2.729,1.346,62.5,0.774,0.436,34.64,0.18,34.47,166.1,0.377,28.7,87.8,0.539,0.803,0,0.432,sand,sandy_soils
SAND_00359,89.25,15.3,0.2104,0.3448,0.3814,0.4238,0.778,2.014,1.333,93.5,0.521,0.343,37.65,5.28,32.38,183.3,0.354,36.1,187.3,0.269,0.722,0,0.389,sand,sandy_soils
SAND_00360,92.95,6.41,0.1286,0.3022,0.3385,0.3928,0.6527,3.055,1.809,40.6,0.731,0.422,31.5,0.0,32.98,190.3,0.268,9.9,69.5,0.765,0.706,0,0.477,sand,sandy_soils
SAND_00361,92.26,4.81,0.1447,0.2189,0.2005,0.2725,0.3651,1.883,1.215,68.4,0.72,0.419,36.84,2.3,34.55,88.6,0.3,29.3,137.7,0.572,0.657,0,0.4,sand,sandy_soils
SAND_00362,98.21,2.07,0.1621,0.3783,0.4072,0.4973,0.7664,3.068,1.775,61.9,0.719,0.418,34.76,2.64,32.11,231.2,0.248,23.3,117.6,0.506,0.645,0,0.43,sand,sandy_soils
SAND_00363,85.51,13.31,0.2164,0.3072,0.3491,0.4364,0.6578,2.017,1.0,88.1,0.706,0.414,35.99,4.28,31.71,252.6,0.24,40.6,194.3,0.664,0.529,0,0.412,sand,sandy_soils
SAND_00364,83.04,19.25,0.1941,0.2591,0.301,0.4724,0.5737,2.434,0.732,64.0,0.777,0.437,34.07,4.34,29.73,178.5,0.3,19.0,78.8,0.367,0.715,0,0.44,sand,sandy_soils
SAND_00365,100.0,1.33,0.2138,0.3192,0.3353,0.3815,0.4623,1.785,1.249,53.2,0.74,0.425,35.91,1.92,33.99,44.4,0.159,21.3,76.5,0.502,0.427,0,0.413,sand,sandy_soils
SAND_00366,80.63,20.06,0.2334,0.3353,0.3221,0.3685,0.6468,1.579,1.307,68.6,0.688,0.408,34.31,2.66,31.65,95.3,0.157,29.0,143.7,0.494,0.468,0,0.436,sand,sandy_soils
SAND_00367,98.2,1.94,0.2137,0.4804,0.4717,0.7382,0.8354,3.455,1.463,47.7,0.821,0.451,33.11,1.53,31.58,165.2,0.166,18.9,70.0,0.368,0.588,0,0.454,sand,sandy_soils
SAND_00368,92.21,5.1,0.0884,0.1726,0.183,0.2615,0.2842,2.957,1.289,74.1,0.755,0.43,36.43,2.37,34.06,197.6,0.164,32.5,144.2,0.305,0.426,0,0.406,sand,sandy_soils
SAND_00369,82.45,15.74,0.2574,0.3978,0.3744,0.5439,0.604,2.113,1.13,51.7,0.757,0.431,34.21,1.13,33.08,85.6,0.269,18.7,64.2,0.61,0.705,0,0.438,sand,sandy_soils
SAND_00370,100.0,0.0,0.1581,0.219,0.2208,0.3122,0.4085,1.975,0.972,91.3,0.675,0.403,36.06,3.3,32.76,179.0,0.124,36.0,170.4,0.37,0.244,0,0.411,sand,sandy_soils
