as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2024-05-01,Uganda,Chipper Cash,Crypto/FX,31550656.09,1.16,10359442.72,-0.0,Series B,574002738.44,1240070,1539853768.59,1311756,375,2.66,0.297,0,0
2024-06-01,Uganda,Chipper Cash,Crypto/FX,27572379.69,-12.61,7071108.5,-0.0,Series B,574002738.44,1336129,1669101194.69,1389936,382,1.92,1.024,0,0
2024-07-01,Uganda,Chipper Cash,Crypto/FX,30302887.62,9.9,5985084.9,-0.0,Series B,574002738.44,1390668,1637525133.6,1425485,387,1.92,1.195,0,0
2024-08-01,Uganda,Chipper Cash,Crypto/FX,26472730.88,-12.64,3705624.03,-0.0,Series B,574002738.44,1431553,1598036335.85,1466951,385,2.56,1.037,0,0
2024-09-01,Uganda,Chipper Cash,Crypto/FX,20742979.54,-21.64,5532133.11,-0.0,Series B,574002738.44,1457193,1459709516.48,1447185,393,1.42,0.283,0,0
2024-10-01,Uganda,Chipper Cash,Crypto/FX,23739113.79,14.44,7147328.88,-0.0,Series B,574002738.44,1521459,1383976945.48,1482527,401,2.82,1.602,0,0
2024-11-01,Uganda,Chipper Cash,Crypto/FX,27087821.82,14.11,2532090.39,-0.0,Series B,574002738.44,1554385,1395378373.04,1518152,404,3.09,1.158,0,0
2024-12-01,Uganda,Chipper Cash,Crypto/FX,30414574.15,12.28,7091379.64,-0.0,Series B,574002738.44,1695621,1455812112.63,1627025,405,1.22,1.639,0,0
2019-01-01,Uganda,SafeBoda,Insurtech,614302.12,-28.26,-810401.75,810401.75,Series B,9853564.74,103459,16113621.22,57414,1669,0.5,0.2,0,1
2019-02-01,Uganda,SafeBoda,Insurtech,554037.03,-9.81,-1512703.83,1512703.83,Series B,9853564.74,108636,17939639.78,58568,1646,0.5,0.297,0,0
2019-03-01,Uganda,SafeBoda,Insurtech,508093.33,-8.29,-550064.86,550064.86,Series B,9853564.74,110022,18589912.18,58377,1669,0.5,0.2,0,0
2019-04-01,Uganda,SafeBoda,Insurtech,529436.13,4.2,-1103201.27,1103201.27,Series B,9853564.74,112479,20596425.65,58477,1705,0.5,0.424,0,0
2019-05-01,Uganda,SafeBoda,Insurtech,496179.66,-6.28,-285835.16,285835.16,Series B,9853564.74,110933,21611361.18,57804,1726,0.5,0.2,0,0
2019-06-01,Uganda,SafeBoda,Insurtech,453999.97,-8.5,-1351976.78,1351976.78,Series B,9853564.74,114989,22350060.73,57788,1745,0.5,0.325,0,0
2019-07-01,Uganda,SafeBoda,Insurtech,366747.71,-19.22,-978494.21,978494.21,Series B,9853564.74,113129,20639725.55,56248,1746,0.5,0.613,0,0
2019-08-01,Uganda,SafeBoda,Insurtech,287641.0,-21.57,-1659433.76,1659433.76,Series B,9853564.74,112094,19489376.14,55808,1773,0.5,0.398,0,0
2019-09-01,Uganda,SafeBoda,Insurtech,300985.54,4.64,-1396044.15,1396044.15,Series B,9853564.74,111055,18174940.65,56697,1788,0.5,0.2,0,1
2019-10-01,Uganda,SafeBoda,Insurtech,402696.4,33.79,-1103786.02,1103786.02,Series B,9853564.74,117642,17894415.34,58550,1763,0.5,0.29,0,1
2019-11-01,Uganda,SafeBoda,Insurtech,393453.24,-2.3,-1640835.1,1640835.1,Series B,9853564.74,115317,16510852.82,54798,1780,0.5,0.473,0,1
2019-12-01,Uganda,SafeBoda,Insurtech,430166.42,9.33,-109340.38,109340.38,Series C,14114910.07,121402,17276924.44,57240,1776,0.5,0.27,0,0
2020-01-01,Uganda,SafeBoda,Insurtech,359638.71,-16.4,-799019.05,799019.05,Series C,14114910.07,121230,17819566.93,58279,1806,0.5,0.288,0,0
2020-02-01,Uganda,SafeBoda,Insurtech,356840.24,-0.78,-1480925.84,1480925.84,Series C,14114910.07,124096,19168208.48,58739,1818,0.5,0.291,0,1
2020-03-01,Uganda,SafeBoda,Insurtech,395485.66,10.83,-195113.75,195113.75,Series C,14114910.07,123125,20699391.75,58551,1824,0.5,0.39,0,0
2020-04-01,Uganda,SafeBoda,Insurtech,416102.45,5.21,-444390.91,444390.91,Series C,14114910.07,119986,21802310.63,58190,1800,0.5,0.2,0,0
2020-05-01,Uganda,SafeBoda,Insurtech,437797.67,5.21,-93347.98,93347.98,Series C,14114910.07,117437,22223112.81,55796,1821,0.5,0.2,0,0
2020-06-01,Uganda,SafeBoda,Insurtech,418703.34,-4.36,-747111.68,747111.68,Series C,14114910.07,114571,21977428.3,56199,1836,0.5,0.2,0,1
2020-07-01,Uganda,SafeBoda,Insurtech,412130.81,-1.57,-378276.63,378276.63,Series C,14114910.07,118918,21264963.04,56615,1860,0.5,0.28,0,0
2020-08-01,Uganda,SafeBoda,Insurtech,402490.19,-2.34,-734019.08,734019.08,Series C,14114910.07,113538,18915839.94,54330,1850,0.5,0.305,0,1
2020-09-01,Uganda,SafeBoda,Insurtech,413851.35,2.82,-534335.93,534335.93,Series C,14114910.07,116173,18184897.72,54328,1876,0.5,0.342,0,1
2020-10-01,Uganda,SafeBoda,Insurtech,392412.05,-5.18,-873310.26,873310.26,Series C,14114910.07,114248,17015680.67,52642,1882,0.5,0.2,0,1
2020-11-01,Uganda,SafeBoda,Insurtech,329273.46,-16.09,-845497.97,845497.97,Series C,14114910.07,110236,16474439.26,50965,1898,0.5,0.337,0,1
2020-12-01,Uganda,SafeBoda,Insurtech,374144.03,13.63,-74603.35,74603.35,Series C,14114910.07,113036,16632251.09,51039,1898,0.5,0.2,0,0
2021-01-01,Uganda,SafeBoda,Insurtech,406680.38,8.7,-409477.42,409477.42,Series C,14114910.07,120858,18477499.54,54411,1917,0.5,0.707,0,0
2021-02-01,Uganda,SafeBoda,Insurtech,495613.33,21.87,-1178105.92,1178105.92,Series C,14114910.07,120620,19871560.84,51899,1879,0.5,0.656,0,1
2021-03-01,Uganda,SafeBoda,Insurtech,553077.42,11.59,-677187.25,677187.25,Series C,14114910.07,138621,24977477.23,58605,1901,0.5,0.397,0,1
2021-04-01,Uganda,SafeBoda,Insurtech,573968.74,3.78,-687768.12,687768.12,Series C,14114910.07,135384,25969438.23,58757,1878,0.5,0.5,0,1
2021-05-01,Uganda,SafeBoda,Insurtech,500932.14,-12.72,-614328.01,614328.01,Series C,14114910.07,136515,27619388.28,58120,1890,0.5,0.2,0,1
2021-06-01,Uganda,SafeBoda,Insurtech,507345.38,1.28,-1107110.62,1107110.62,Series C,14114910.07,129775,27343800.57,55146,1926,0.5,0.287,1,1
2021-07-01,Uganda,SafeBoda,Insurtech,472130.61,-6.94,-1598016.19,1598016.19,Series C,14114910.07,129829,27207508.05,55532,1913,0.5,0.311,0,1
2021-08-01,Uganda,SafeBoda,Insurtech,473550.29,0.3,-594094.7,594094.7,Series C,14114910.07,134361,27213594.47,56808,1915,0.5,0.282,0,1
2021-09-01,Uganda,SafeBoda,Insurtech,529835.22,11.89,-1241176.77,1241176.77,Series C,14114910.07,135477,26657635.57,58991,1933,0.5,0.303,0,1
2021-10-01,Uganda,SafeBoda,Insurtech,513912.41,-3.01,-1522149.38,1522149.38,Growth,27196521.0,138812,25274693.26,61020,1926,0.5,0.484,0,0
2021-11-01,Uganda,SafeBoda,Insurtech,582912.67,13.43,-547428.52,547428.52,Growth,27196521.0,142634,24360258.24,62232,1981,0.5,0.355,0,0
2021-12-01,Uganda,SafeBoda,Insurtech,513709.51,-11.87,-1593266.1,1593266.1,Growth,27196521.0,144801,24369217.9,63282,1992,0.55,0.2,0,0
2022-01-01,Uganda,SafeBoda,Insurtech,585602.42,13.99,-797264.54,797264.54,Growth,27196521.0,147333,26351265.12,65950,2000,0.5,0.273,0,0
2022-02-01,Uganda,SafeBoda,Insurtech,706557.42,20.65,-1398902.97,1398902.97,Growth,27196521.0,142318,27432635.8,64173,2007,0.5,0.45,0,0
2022-03-01,Uganda,SafeBoda,Insurtech,742081.99,5.03,-596196.48,596196.48,Growth,27196521.0,139426,29098444.32,60226,2025,0.5,0.35,0,0
2022-04-01,Uganda,SafeBoda,Insurtech,728801.23,-1.79,-307469.11,307469.11,Growth,27196521.0,146702,32288971.07,63191,2051,0.5,0.448,0,0
2022-05-01,Uganda,SafeBoda,Insurtech,751975.67,3.18,-545138.84,545138.84,Growth,27196521.0,146705,34103967.39,62366,2018,0.5,0.2,0,0
2022-06-01,Uganda,SafeBoda,Insurtech,870889.78,15.81,-246309.24,246309.24,Growth,27196521.0,147570,33248312.42,61599,2057,0.5,0.408,0,0
2022-07-01,Uganda,SafeBoda,Insurtech,671163.7,-22.93,-39168.7,39168.7,Growth,27196521.0,142284,31913365.37,59700,2044,0.5,0.379,0,0
2022-08-01,Uganda,SafeBoda,Insurtech,712742.69,6.2,95079.16,-0.0,Growth,27196521.0,136909,29685928.61,57707,2077,0.5,0.342,0,0
2022-09-01,Uganda,SafeBoda,Insurtech,583298.21,-18.16,-1338584.17,1338584.17,Growth,27196521.0,142210,27911548.29,59785,2118,0.5,0.2,0,0
2022-10-01,Uganda,SafeBoda,Insurtech,470062.33,-19.41,-265862.96,265862.96,Growth,27196521.0,148557,26883801.63,60510,2130,0.5,0.654,0,0
2022-11-01,Uganda,SafeBoda,Insurtech,535489.66,13.92,-525292.16,525292.16,Growth,27196521.0,151643,27487903.42,62462,2131,0.5,0.381,0,0
2022-12-01,Uganda,SafeBoda,Insurtech,501680.51,-6.31,-386178.58,386178.58,Growth,27196521.0,154359,28264807.96,61633,2124,0.5,0.544,0,0
2023-01-01,Uganda,SafeBoda,Insurtech,517814.7,3.22,-564225.67,564225.67,Growth,27196521.0,156847,29887594.24,62842,2156,0.5,0.26,0,0
2023-02-01,Uganda,SafeBoda,Insurtech,623267.21,20.36,-1317731.66,1317731.66,Growth,27196521.0,154227,32102366.88,60783,2184,0.5,0.325,0,0
2023-03-01,Uganda,SafeBoda,Insurtech,735348.26,17.98,-491275.74,491275.74,Growth,27196521.0,163354,37512043.48,63427,2184,0.5,0.252,0,0
2023-04-01,Uganda,SafeBoda,Insurtech,997034.22,35.59,-920672.45,920672.45,Growth,27196521.0,171196,43692874.6,66360,2158,0.5,0.2,0,0
2023-05-01,Uganda,SafeBoda,Insurtech,963251.72,-3.39,-1076081.62,1076081.62,Growth,27196521.0,156553,42241207.81,59425,2158,0.5,0.2,1,1
2023-06-01,Uganda,SafeBoda,Insurtech,1030763.82,7.01,-1288358.8,1288358.8,Growth,27196521.0,160345,43421546.11,60441,2170,0.5,0.435,0,1
2023-07-01,Uganda,SafeBoda,Insurtech,956434.82,-7.21,-480283.6,480283.6,Growth,27196521.0,171285,44126864.07,64000,2190,0.5,0.2,0,0
2023-08-01,Uganda,SafeBoda,Insurtech,695650.26,-27.27,-1401810.53,1401810.53,Growth,27196521.0,168142,39301754.27,61408,2183,0.5,0.226,0,1
2023-09-01,Uganda,SafeBoda,Insurtech,615103.67,-11.58,-1545365.51,1545365.51,Growth,27196521.0,173632,37588299.25,62601,2203,0.5,0.439,0,1
2023-10-01,Uganda,SafeBoda,Insurtech,686872.31,11.67,14423.59,-0.0,Growth,27196521.0,172746,34769773.94,60939,2209,0.5,0.23,0,0
2023-11-01,Uganda,SafeBoda,Insurtech,567687.47,-17.35,-687367.28,687367.28,Growth,27196521.0,175154,34722773.34,61280,2237,0.5,0.666,0,1
2023-12-01,Uganda,SafeBoda,Insurtech,749397.7,32.01,-588081.05,588081.05,Growth,27196521.0,185425,35913943.74,62460,2274,0.5,0.286,0,1
2024-01-01,Uganda,SafeBoda,Insurtech,671831.93,-10.35,-208474.68,208474.68,Growth,27196521.0,185465,38600308.53,62334,2300,0.5,0.2,0,0
2024-02-01,Uganda,SafeBoda,Insurtech,821410.75,22.26,-905463.06,905463.06,Growth,27196521.0,196632,42850905.02,63583,2348,0.5,0.346,0,1
2024-03-01,Uganda,SafeBoda,Insurtech,762876.51,-7.13,-715894.86,715894.86,Growth,27196521.0,200691,45901963.5,63442,2388,0.5,0.503,0,1
2024-04-01,Uganda,SafeBoda,Insurtech,861753.93,12.96,-400877.77,400877.77,Growth,27196521.0,200379,49340713.67,65355,2390,0.5,0.304,0,0
2024-05-01,Uganda,SafeBoda,Insurtech,923063.53,7.11,-325056.47,325056.47,Growth,27196521.0,193879,50105455.16,62131,2424,0.5,0.2,0,0
2024-06-01,Uganda,SafeBoda,Insurtech,1165580.52,26.27,-503600.39,503600.39,Growth,27196521.0,187003,46959549.26,58942,2450,0.5,0.465,0,1
2024-07-01,Uganda,SafeBoda,Insurtech,1391152.75,19.35,-887046.54,887046.54,Growth,27196521.0,194691,47628318.46,59896,2441,0.5,0.2,0,1
2024-08-01,Uganda,SafeBoda,Insurtech,1004110.9,-27.82,98576.69,-0.0,Growth,27196521.0,190622,43283708.9,56926,2474,0.5,0.27,0,1
2024-09-01,Uganda,SafeBoda,Insurtech,944926.27,-5.89,80158.5,-0.0,Growth,27196521.0,187049,39597003.47,56191,2490,0.5,0.2,0,0
2024-10-01,Uganda,SafeBoda,Insurtech,983798.86,4.11,-33334.72,33334.72,Growth,27196521.0,185562,37660464.73,56834,2488,0.5,0.554,0,0
2024-11-01,Uganda,SafeBoda,Insurtech,805727.49,-18.1,-386333.05,386333.05,Growth,27196521.0,194734,38206073.34,58591,2537,0.5,0.573,0,0
2024-12-01,Uganda,SafeBoda,Insurtech,806790.48,0.13,-407664.84,407664.84,Growth,27196521.0,201278,39575590.82,58894,2576,0.5,0.2,0,0
2019-01-01,Tanzania,Tigo Pesa,Savings/Wealth,966558.98,0.21,63794.46,-0.0,Series B,610778404.07,135589,48398114.72,140352,2621,0.5,0.534,0,0
2019-02-01,Tanzania,Tigo Pesa,Savings/Wealth,1041100.92,7.71,-52510.06,52510.06,Series B,610778404.07,137633,53134770.36,142812,2659,0.5,0.404,0,0
2019-03-01,Tanzania,Tigo Pesa,Savings/Wealth,1209757.65,16.2,-59394.0,59394.0,Series B,610778404.07,138618,56906829.73,139968,2689,0.5,0.2,0,0
2019-04-01,Tanzania,Tigo Pesa,Savings/Wealth,1348862.35,11.5,-831520.75,831520.75,Series B,610778404.07,135454,60213902.34,138986,2726,0.5,0.252,0,0
2019-05-01,Tanzania,Tigo Pesa,Savings/Wealth,1445907.79,7.19,500163.29,-0.0,Series B,610778404.07,140253,66640310.57,140179,2714,0.5,0.332,0,0
2019-06-01,Tanzania,Tigo Pesa,Savings/Wealth,1013352.56,-29.92,-102607.71,102607.71,Series B,610778404.07,143113,68970092.52,142615,2704,0.5,0.22,0,1
2019-07-01,Tanzania,Tigo Pesa,Savings/Wealth,1067849.86,5.38,-365146.35,365146.35,Series B,610778404.07,140104,64097595.21,141371,2719,0.5,0.219,0,0
2019-08-01,Tanzania,Tigo Pesa,Savings/Wealth,1064770.71,-0.29,-279883.27,279883.27,Series B,610778404.07,137878,59301918.3,137531,2705,0.5,0.2,0,0
2019-09-01,Tanzania,Tigo Pesa,Savings/Wealth,985983.29,-7.4,-11146.58,11146.58,Series B,610778404.07,147891,59331550.24,147255,2751,0.5,0.236,0,0
2019-10-01,Tanzania,Tigo Pesa,Savings/Wealth,1130499.33,14.66,-1215365.0,1215365.0,Series B,610778404.07,152176,54950500.56,146578,2790,0.5,0.252,0,0
2019-11-01,Tanzania,Tigo Pesa,Savings/Wealth,847297.29,-25.05,-229341.59,229341.59,Series B,610778404.07,155517,55527499.89,146456,2809,0.5,0.338,0,1
2019-12-01,Tanzania,Tigo Pesa,Savings/Wealth,987549.51,16.55,-1245777.33,1245777.33,Series B,610778404.07,166899,57056684.21,154291,2819,0.5,0.277,0,0
2020-01-01,Tanzania,Tigo Pesa,Savings/Wealth,1204263.08,21.94,-984758.64,984758.64,Series B,610778404.07,167835,61598954.08,153862,2785,0.5,0.574,0,0
2020-02-01,Tanzania,Tigo Pesa,Savings/Wealth,1192136.73,-1.01,254961.37,-0.0,Series B,610778404.07,179520,67621984.86,163117,2823,0.5,0.282,0,0
2020-03-01,Tanzania,Tigo Pesa,Savings/Wealth,1552545.45,30.23,-316724.35,316724.35,Series B,610778404.07,187580,76794443.96,162851,2828,0.5,0.2,0,0
2020-04-01,Tanzania,Tigo Pesa,Savings/Wealth,2095962.46,35.0,-188195.05,188195.05,Series B,610778404.07,181512,83066542.17,158105,2835,0.5,0.2,0,0
2020-05-01,Tanzania,Tigo Pesa,Savings/Wealth,1801571.86,-14.05,86533.6,-0.0,Series B,610778404.07,178183,85151364.02,149006,2844,0.5,0.251,0,0
2020-06-01,Tanzania,Tigo Pesa,Savings/Wealth,1831294.05,1.65,-937541.07,937541.07,Series B,610778404.07,181981,90587012.06,154094,2810,0.5,0.324,0,0
2020-07-01,Tanzania,Tigo Pesa,Savings/Wealth,1935650.44,5.7,140485.21,-0.0,Series B,610778404.07,189842,91268954.28,164570,2884,0.5,0.2,0,0
2020-08-01,Tanzania,Tigo Pesa,Savings/Wealth,1853918.69,-4.22,-896848.92,896848.92,Series B,610778404.07,193800,87042730.18,168028,2930,0.5,0.249,0,0
2020-09-01,Tanzania,Tigo Pesa,Savings/Wealth,1799203.42,-2.95,436519.7,-0.0,Series B,610778404.07,201121,82785849.29,167536,2945,0.5,0.217,0,0
2020-10-01,Tanzania,Tigo Pesa,Savings/Wealth,1761112.62,-2.12,-298481.62,298481.62,Series B,610778404.07,197716,79859422.46,167858,2943,0.5,0.2,0,0
2020-11-01,Tanzania,Tigo Pesa,Savings/Wealth,1631313.0,-7.37,969838.05,-0.0,Series B,610778404.07,198920,74409553.09,168059,2975,0.5,0.2,0,0
2020-12-01,Tanzania,Tigo Pesa,Savings/Wealth,1723730.63,5.67,-190770.08,190770.08,Series B,610778404.07,199547,78815391.76,169729,3027,0.5,0.383,0,0
2021-01-01,Tanzania,Tigo Pesa,Savings/Wealth,1667073.85,-3.29,-206356.08,206356.08,Series B,610778404.07,196812,81650119.66,159059,3091,0.5,0.2,0,0
2021-02-01,Tanzania,Tigo Pesa,Savings/Wealth,1982342.54,18.91,-594047.65,594047.65,Series B,610778404.07,215030,90597503.15,169788,3056,0.5,0.2,0,1
2021-03-01,Tanzania,Tigo Pesa,Savings/Wealth,1882446.61,-5.04,-411616.89,411616.89,Series B,610778404.07,212910,96536304.08,160283,3059,0.5,0.2,0,0
2021-04-01,Tanzania,Tigo Pesa,Savings/Wealth,2712065.56,44.07,490606.66,-0.0,Series B,610778404.07,217669,110738660.84,166803,3054,0.5,0.296,0,0
2021-05-01,Tanzania,Tigo Pesa,Savings/Wealth,2669136.02,-1.58,-300997.32,300997.32,Series B,610778404.07,235764,121143460.3,176841,3059,0.5,0.306,0,0
2021-06-01,Tanzania,Tigo Pesa,Savings/Wealth,2431675.67,-8.9,588341.26,-0.0,Series B,610778404.07,242211,120730755.78,177337,3103,0.5,0.312,0,0
2021-07-01,Tanzania,Tigo Pesa,Savings/Wealth,2094956.1,-13.85,-14963.12,14963.12,Series B,610778404.07,238748,117342356.44,178168,3109,0.5,0.226,0,0
2021-08-01,Tanzania,Tigo Pesa,Savings/Wealth,2002327.65,-4.42,-107631.06,107631.06,Series B,610778404.07,251256,116543855.61,186043,3115,0.5,0.321,0,0
2021-09-01,Tanzania,Tigo Pesa,Savings/Wealth,2012268.52,0.5,1142490.16,-0.0,Series B,610778404.07,265425,115112659.4,193576,3082,0.5,0.239,0,0
2021-10-01,Tanzania,Tigo Pesa,Savings/Wealth,2109963.64,4.85,720490.76,-0.0,Series B,610778404.07,264730,103954806.96,185973,3123,0.5,0.2,0,0
2021-11-01,Tanzania,Tigo Pesa,Savings/Wealth,2016487.23,-4.43,-652393.39,652393.39,Series B,610778404.07,251752,96057357.02,179032,3103,0.5,0.2,0,1
2021-12-01,Tanzania,Tigo Pesa,Savings/Wealth,2281495.2,13.14,764205.59,-0.0,Series B,610778404.07,248083,97108045.61,177315,3144,0.5,0.265,0,0
2022-01-01,Tanzania,Tigo Pesa,Savings/Wealth,1980913.39,-13.17,-199648.27,199648.27,Series B,610778404.07,267182,109017097.36,182040,3164,0.5,0.456,0,0
2022-02-01,Tanzania,Tigo Pesa,Savings/Wealth,1760641.87,-11.12,317959.81,-0.0,Series B,610778404.07,263803,113721176.83,176200,3224,0.5,0.407,0,0
2022-03-01,Tanzania,Tigo Pesa,Savings/Wealth,2359864.73,34.03,-205798.59,205798.59,Series B,610778404.07,277274,132352334.59,184696,3222,0.5,0.282,0,0
2022-04-01,Tanzania,Tigo Pesa,Savings/Wealth,2254767.71,-4.45,805260.68,-0.0,Series B,610778404.07,293635,144317043.96,192321,3298,0.5,0.321,0,0
2022-05-01,Tanzania,Tigo Pesa,Savings/Wealth,3367025.38,49.33,240618.4,-0.0,Series B,632585454.32,295526,154182911.6,197813,3359,0.5,0.2,0,0
2022-06-01,Tanzania,Tigo Pesa,Savings/Wealth,3347395.12,-0.58,171468.24,-0.0,Series B,632585454.32,294608,149521742.52,188688,3372,0.5,0.353,0,0
2022-07-01,Tanzania,Tigo Pesa,Savings/Wealth,3504791.86,4.7,830606.61,-0.0,Series B,632585454.32,300425,151604893.8,188633,3461,0.5,0.2,0,0
2022-08-01,Tanzania,Tigo Pesa,Savings/Wealth,2934633.32,-16.27,1681222.2,-0.0,Series B,632585454.32,307961,146155462.95,195723,3482,0.5,0.2,0,0
2022-09-01,Tanzania,Tigo Pesa,Savings/Wealth,2585994.77,-11.88,-141443.22,141443.22,Series B,632585454.32,287004,125388331.87,183965,3485,0.5,0.223,0,0
2022-10-01,Tanzania,Tigo Pesa,Savings/Wealth,2278091.7,-11.91,-118613.52,118613.52,Series B,632585454.32,285065,114442355.83,182198,3488,0.5,0.372,0,0
2022-11-01,Tanzania,Tigo Pesa,Savings/Wealth,2125783.4,-6.69,-588406.75,588406.75,Series B,632585454.32,294764,113965599.68,187517,3460,0.5,0.2,0,0
2022-12-01,Tanzania,Tigo Pesa,Savings/Wealth,2056584.11,-3.26,764199.82,-0.0,Series B,632585454.32,294688,113153227.31,188815,3473,0.5,0.301,0,0
2023-01-01,Tanzania,Tigo Pesa,Savings/Wealth,1998383.89,-2.83,22453.89,-0.0,Series B,632585454.32,294918,117894151.59,186528,3437,0.5,0.2,0,0
2023-02-01,Tanzania,Tigo Pesa,Savings/Wealth,2763491.4,38.29,1028098.7,-0.0,Series B,632585454.32,310166,127599494.82,189575,3481,0.5,0.466,0,0
2023-03-01,Tanzania,Tigo Pesa,Savings/Wealth,2547752.44,-7.81,-445179.28,445179.28,Series B,632585454.32,303155,135147498.27,177259,3509,0.5,0.307,0,0
2023-04-01,Tanzania,Tigo Pesa,Savings/Wealth,2945485.93,15.61,987020.28,-0.0,Series B,632585454.32,285850,137885706.69,167935,3533,0.5,0.2,1,1
2023-05-01,Tanzania,Tigo Pesa,Savings/Wealth,3182268.63,8.04,1634220.43,-0.0,Series B,632585454.32,289885,147241640.33,165645,3595,0.5,0.282,0,0
2023-06-01,Tanzania,Tigo Pesa,Savings/Wealth,2670319.52,-16.09,589072.85,-0.0,Series B,632585454.32,287044,149572368.45,167409,3638,0.5,0.2,0,0
2023-07-01,Tanzania,Tigo Pesa,Savings/Wealth,2730531.53,2.25,1019656.92,-0.0,Series B,632585454.32,277780,133295419.26,159946,3639,0.5,0.2,0,0
2023-08-01,Tanzania,Tigo Pesa,Savings/Wealth,2932920.89,7.41,680020.83,-0.0,Series B,632585454.32,273258,127418625.83,157525,3678,0.5,0.2,0,0
2023-09-01,Tanzania,Tigo Pesa,Savings/Wealth,2348154.04,-19.94,-94713.19,94713.19,Series B,632585454.32,285842,126643316.92,164339,3686,0.5,0.2,0,0
2023-10-01,Tanzania,Tigo Pesa,Savings/Wealth,2127063.75,-9.42,-692931.16,692931.16,Series B,632585454.32,289087,124679247.61,169363,3677,0.5,0.201,0,0
2023-11-01,Tanzania,Tigo Pesa,Savings/Wealth,2284684.49,7.41,-284187.0,284187.0,Series B,632585454.32,298422,118985402.43,169121,3626,0.5,0.385,0,0
2023-12-01,Tanzania,Tigo Pesa,Savings/Wealth,2719492.86,19.03,872722.34,-0.0,Series B,632585454.32,299129,118405335.44,168475,3635,0.5,0.2,0,0
2024-01-01,Tanzania,Tigo Pesa,Savings/Wealth,2694646.8,-0.91,1399953.55,-0.0,Series B,632585454.32,292286,122354166.32,166706,3698,0.5,0.21,0,0
2024-02-01,Tanzania,Tigo Pesa,Savings/Wealth,2222938.43,-17.51,643535.79,-0.0,Series B,632585454.32,291088,131540824.16,163038,3704,0.5,0.365,0,0
2024-03-01,Tanzania,Tigo Pesa,Savings/Wealth,2368084.8,6.53,462799.94,-0.0,Series B,632585454.32,258989,132121643.97,146827,3771,0.5,0.2,1,1
2024-04-01,Tanzania,Tigo Pesa,Savings/Wealth,2584702.35,9.15,-867968.38,867968.38,Series B,632585454.32,272572,148456062.3,152050,3829,0.5,0.239,0,0
2024-05-01,Tanzania,Tigo Pesa,Savings/Wealth,3188210.95,23.35,703487.01,-0.0,Series B,632585454.32,288980,159399857.58,156616,3907,0.5,0.242,0,0
2024-06-01,Tanzania,Tigo Pesa,Savings/Wealth,3168514.03,-0.62,1249917.16,-0.0,Series B,632585454.32,299902,161079489.76,155890,3899,0.5,0.413,0,0
2024-07-01,Tanzania,Tigo Pesa,Savings/Wealth,2800944.05,-11.6,31944.32,-0.0,Series B,632585454.32,307033,159838315.24,157622,3905,0.5,0.21,0,0
2024-08-01,Tanzania,Tigo Pesa,Savings/Wealth,2793443.32,-0.27,787899.23,-0.0,Series B,632585454.32,332707,159907559.77,172483,3906,0.5,0.2,0,0
2024-09-01,Tanzania,Tigo Pesa,Savings/Wealth,2589603.88,-7.3,118677.05,-0.0,Series B,632585454.32,336049,155569450.8,172705,3998,0.5,0.311,0,0
2024-10-01,Tanzania,Tigo Pesa,Savings/Wealth,3122487.65,20.58,1211578.07,-0.0,Series B,632585454.32,359807,147184521.48,179621,3976,0.5,0.493,0,0
2024-11-01,Tanzania,Tigo Pesa,Savings/Wealth,2816333.9,-9.8,1821030.82,-0.0,Series B,632585454.32,381794,146214094.98,192111,4051,0.5,0.2,0,0
2024-12-01,Tanzania,Tigo Pesa,Savings/Wealth,2963181.1,5.21,773803.39,-0.0,Series B,632585454.32,380529,142865460.03,186467,4068,0.5,0.328,0,0
2019-01-01,Tanzania,Vodacom M-Pesa,Remittances,2631313.17,49.59,729639.27,-0.0,Growth,29166433.67,317364,258922522.43,630631,2,0.5,0.2,0,0
2019-02-01,Tanzania,Vodacom M-Pesa,Remittances,3970838.25,50.91,1795690.21,-0.0,Growth,29166433.67,318504,281540219.91,637580,2,0.5,0.2,0,0
2019-03-01,Tanzania,Vodacom M-Pesa,Remittances,3284334.69,-17.29,1632576.56,-0.0,Growth,29166433.67,313964,293206702.45,634379,2,0.5,0.2,0,0
2019-04-01,Tanzania,Vodacom M-Pesa,Remittances,5108615.82,55.54,1682423.83,-0.0,Growth,29166433.67,313955,312285106.96,613908,2,0.5,0.2,0,0
2019-05-01,Tanzania,Vodacom M-Pesa,Remittances,7113625.54,39.25,4557648.53,-0.0,Growth,29166433.67,334545,343227877.53,653146,2,0.5,0.2,0,0
2019-06-01,Tanzania,Vodacom M-Pesa,Remittances,7022659.67,-1.28,3116373.92,-0.0,Growth,29166433.67,357712,361766058.35,665768,2,0.5,0.2,0,0
2019-07-01,Tanzania,Vodacom M-Pesa,Remittances,7232212.82,2.98,3836791.13,-0.0,Growth,29166433.67,372385,363248413.53,693006,2,0.5,0.2,0,0
2019-08-01,Tanzania,Vodacom M-Pesa,Remittances,7700659.57,6.48,3974747.58,-0.0,Growth,29166433.67,384127,361001678.93,731719,1,0.5,0.2,0,0
2019-09-01,Tanzania,Vodacom M-Pesa,Remittances,6380288.95,-17.15,2697396.91,-0.0,Growth,29166433.67,400637,356697541.32,751764,0,0.5,0.2,0,0
