Temperature_C,Temperature_K,Oxygen_Pressure_atm,Environment,Electronic_Conductivity_S_per_cm,Ionic_Conductivity_S_per_cm,Mixed_Conductivity_S_per_cm,Ionic_Transference_Number,Electronic_Transference_Number,Oxide_Thickness_um_1000h,Activation_Energy_Electronic_kJ_per_mol,Activation_Energy_Ionic_kJ_per_mol,Oxygen_Vacancy_Concentration_per_cm3,Interstitial_Concentration_per_cm3,Measurement_Method,Sample_Type,Material
275,548.15,0.21,Air,177.088089,1.65e-10,0.000170832,0.0,1.0,0.012,12.79,-164.81,2538884660232400.0,10899990510.88,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
300,573.15,0.21,Air,164.184264,7.26e-10,0.000345328,0.0,1.0,0.015,7.91,-155.05,4097103811657678.5,23440156897.76,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
325,598.15,0.21,Air,169.957868,3.191e-09,0.000736409,0.0,1.0,0.025,-3.94,-168.82,6352400891689407.0,47282235539.08,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
350,623.15,0.21,Air,155.579576,1.3434e-08,0.001445698,0.0,1.0,0.021,10.96,-178.27,9508603070484340.0,90153816147.42,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
375,648.15,0.21,Air,148.146967,4.2007e-08,0.002494647,0.0,1.0,0.027,6.58,-153.19,1.379690845910197e+16,163549122287.15,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
400,673.15,0.21,Air,152.546467,1.36278e-07,0.004559468,0.0,1.0,0.034,-4.25,-170.82,1.947326375139311e+16,283856836918.87,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
425,698.15,0.21,Air,123.53554,3.90464e-07,0.006945223,0.0,1.0,0.04,32.98,-164.57,2.681498756251563e+16,473588911146.08,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
450,723.15,0.21,Air,117.647916,1.226036e-06,0.012010021,0.0,1.0,0.041,8.2,-192.17,3.611685707665646e+16,762664068978.35,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
475,748.15,0.21,Air,112.172741,2.738936e-06,0.01752809,0.0,1.0,0.047,8.58,-144.66,4.768687067923102e+16,1189694581619.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
500,773.15,0.21,Air,113.281853,5.081852e-06,0.023993366,0.0,1.0,0.044,-1.89,-118.93,6.184188048919094e+16,1803223940686.48,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
525,798.15,0.21,Air,103.448474,1.3276547e-05,0.037059931,0.0,1.0,0.055,18.64,-197.13,7.890326158652931e+16,2662865889662.63,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
550,823.15,0.21,Air,100.897967,2.4500819e-05,0.049720044,0.0,1.0,0.059,5.46,-133.9,9.919275372070493e+16,3840301133463.07,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
575,848.15,0.21,Air,98.539542,6.0397484e-05,0.077146227,1e-06,0.999999,0.069,5.49,-209.53,1.230285797417839e+17,5420096040715.51,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
600,873.15,0.21,Air,95.360157,0.000116218815,0.105274139,1e-06,0.999999,0.067,8.08,-161.23,1.50721915219715e+17,7500316871543.38,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
625,898.15,0.21,Air,80.460452,0.000216973352,0.13212787,3e-06,0.999997,7.077,44.32,-162.85,1.8257375712089526e+17,10192922679885.69,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
650,923.15,0.21,Air,85.350952,0.000328415722,0.167423399,4e-06,0.999996,7.687,-16.27,-114.32,2.1887221671312915e+17,13623929372339.02,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
675,948.15,0.21,Air,85.159044,0.000657729164,0.236667671,8e-06,0.999992,11.314,0.66,-202.2,2.5989024328263968e+17,17933345943039.74,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
700,973.15,0.21,Air,77.911939,0.001128609684,0.296533588,1.4e-05,0.999986,14.088,27.3,-165.71,3.058837706402414e+17,23274891303008.84,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
725,998.15,0.21,Air,72.964668,0.001884938854,0.370855684,2.6e-05,0.999974,14.791,21.2,-165.71,3.5709026742731616e+17,29815506191636.04,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
750,1023.15,0.21,Air,70.601069,0.002928513543,0.454704505,4.1e-05,0.999959,18.916,11.19,-149.66,4.137276644526528e+17,37734679333025.67,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
775,1048.15,0.21,Air,67.93627,0.00538056473,0.60459532,7.9e-05,0.999921,19.936,13.72,-216.98,4.759936272033216e+17,47223610313735.22,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
800,1073.15,0.21,Air,66.556674,0.007076370793,0.686279613,0.000106,0.999894,29.423,7.68,-102.5,5.440651387862601e+17,58484233713303.54,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
825,1098.15,0.21,Air,65.541141,0.012394531338,0.901305568,0.000189,0.999811,25.506,6.03,-219.7,6.180983574159209e+17,71728129961390.53,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
850,1123.15,0.21,Air,63.586235,0.018229224408,1.076627949,0.000287,0.999713,34.96,12.42,-158.25,6.982287127608751e+17,87175348395242.6,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
875,1148.15,0.21,Air,63.944416,0.023244448127,1.219160641,0.000363,0.999637,45.503,-2.41,-104.24,7.845712066490363e+17,105053167225588.56,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
900,1173.15,0.21,Air,65.536356,0.03403362638,1.493465722,0.000519,0.999481,43.567,-11.02,-170.81,8.772208855147464e+17,125594813760313.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
925,1198.15,0.21,Air,61.088327,0.058023859642,1.88270564,0.000949,0.999051,49.133,32.86,-249.41,9.762534543130324e+17,149038166442907.78,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
950,1223.15,0.21,Air,54.052797,0.06811519491,1.918806084,0.001259,0.998741,50.752,59.64,-78.16,1.0817260042372698e+18,175624458178695.28,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
975,1248.15,0.21,Air,51.102022,0.087017207186,2.108733095,0.0017,0.9983,60.924,28.5,-124.35,1.193677829309265e+18,205596998168042.28,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1000,1273.15,0.21,Air,51.902229,0.134904854413,2.646103306,0.002592,0.997408,85.387,-8.21,-231.74,1.3121313096543165e+18,239199927143427.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1025,1298.15,0.21,Air,47.977003,0.194975428115,3.058486,0.004047,0.995953,80.688,43.23,-202.45,1.4370928419471585e+18,276677018597650.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1050,1323.15,0.21,Air,48.951968,0.252299943587,3.514339031,0.005128,0.994872,81.302,-11.49,-147.24,1.568553800060864e+18,318270536356543.4,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1075,1348.15,0.21,Air,48.626992,0.316565923215,3.923474067,0.006468,0.993532,106.322,3.95,-134.62,1.706491511332583e+18,364220156737782.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1100,1373.15,0.21,Air,47.088677,0.505856207795,4.880583922,0.010628,0.989372,104.581,19.79,-288.59,1.8508702360547223e+18,414761961580313.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1125,1398.15,0.21,Air,43.978688,0.492019528339,4.651706491,0.011064,0.988936,115.895,43.63,17.71,2.0016421397973432e+18,470127506646812.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1150,1423.15,0.21,Air,42.590933,0.751727156437,5.658335519,0.017344,0.982656,153.443,21.22,-280.5,2.158748249964738e+18,530542968305595.4,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1175,1448.15,0.21,Air,41.635617,0.781921673222,5.70576823,0.018434,0.981566,153.563,15.55,-26.99,2.3221193895904476e+18,596228369991290.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1200,1473.15,0.21,Air,40.618952,1.142031675661,6.8108832,0.027347,0.972653,162.83,17.54,-268.77,2.4916770827887995e+18,667396888722760.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
200,473.15,1.0,Pure_O2,46.199175,3.2e-11,3.8321e-05,0.0,1.0,0.013,,,301938847431510.4,1471873169.39,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
225,498.15,1.0,Pure_O2,44.854462,1.79e-10,8.9689e-05,0.0,1.0,0.014,2.32,-135.71,571410281920684.4,4084292917.24,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
250,523.15,1.0,Pure_O2,43.714322,1.123e-09,0.000221519,0.0,1.0,0.021,2.23,-159.05,1017419574402880.4,10280166347.52,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
275,548.15,1.0,Pure_O2,39.733052,4.672e-09,0.000430831,0.0,1.0,0.018,9.11,-136.06,1718690970458519.2,23785729328.78,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
300,573.15,1.0,Pure_O2,36.123417,2.1264e-08,0.000876439,0.0,1.0,0.029,9.96,-158.42,2773523128649202.5,51150615850.29,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
325,598.15,1.0,Pure_O2,34.257649,8.13e-08,0.001668875,0.0,1.0,0.029,6.05,-152.97,4300240268606710.0,103178296849.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
350,623.15,1.0,Pure_O2,35.038027,3.34087e-07,0.003421366,0.0,1.0,0.032,-2.79,-175.26,6436822631170519.0,196731755564.13,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
375,648.15,1.0,Pure_O2,30.414941,8.99793e-07,0.005231362,0.0,1.0,0.042,19.01,-133.13,9339779140156274.0,356893444154.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
400,673.15,1.0,Pure_O2,32.177235,2.42453e-06,0.008832592,0.0,1.0,0.043,-8.18,-143.88,1.3182372204262696e+16,619426400814.98,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
425,698.15,1.0,Pure_O2,28.712933,6.644475e-06,0.013812399,0.0,1.0,0.054,17.81,-157.62,1.8152331895390044e+16,1033455730294.58,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
450,723.15,1.0,Pure_O2,27.126631,1.6173778e-05,0.020946124,1e-06,0.999999,0.063,9.54,-149.41,2.4449206815605536e+16,1664269440912.53,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
475,748.15,1.0,Pure_O2,26.87813,3.5822669e-05,0.031029765,1e-06,0.999999,0.062,1.66,-143.11,3.2281495622694124e+16,2596126416261.24,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
500,773.15,1.0,Pure_O2,24.106773,8.2221023e-05,0.044520597,3e-06,0.999997,0.064,20.94,-159.86,4.1863690484946344e+16,3934957239596.36,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
525,798.15,1.0,Pure_O2,23.236273,0.000146393506,0.058323576,6e-06,0.999994,0.077,7.55,-118.42,5.34133453766589e+16,5810849764235.69,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
550,823.15,1.0,Pure_O2,23.176725,0.000308549847,0.08456462,1.3e-05,0.999987,0.084,0.56,-162.94,6.714826113411784e+16,8380224112152.02,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
575,848.15,1.0,Pure_O2,19.412022,0.000620782673,0.109775438,3.2e-05,0.999968,0.098,41.16,-162.35,8.328385783826222e+16,11827619228813.94,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
600,873.15,1.0,Pure_O2,22.09687,0.001029477895,0.150825195,4.7e-05,0.999953,0.102,-31.91,-124.6,1.0203078493318666e+17,16367033238096.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
625,898.15,1.0,Pure_O2,19.351695,0.002185710138,0.205662821,0.000113,0.999887,10.145,34.6,-196.39,1.2359280148537606e+17,22242780825432.53,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
650,923.15,1.0,Pure_O2,18.598122,0.003450369884,0.253318773,0.000185,0.999815,12.97,10.95,-125.91,1.4816494362318208e+17,29729851243559.88,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
675,948.15,1.0,Pure_O2,17.22824,0.005551148702,0.309251554,0.000322,0.999678,17.326,22.28,-138.44,1.7593198361332966e+17,39133769165623.26,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
700,973.15,1.0,Pure_O2,16.077108,0.008996436508,0.380311297,0.000559,0.999441,17.693,21.22,-148.18,2.0706717514338173e+17,50789976756146.36,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
725,998.15,1.0,Pure_O2,17.289052,0.011973775723,0.454989261,0.000692,0.999308,21.628,-23.48,-92.37,2.4173127195536634e+17,65062768574569.85,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
750,1023.15,1.0,Pure_O2,16.016452,0.02540817494,0.637925395,0.001584,0.998416,27.156,25.97,-255.56,2.8007180170940806e+17,82343821127845.66,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
775,1048.15,1.0,Pure_O2,14.740046,0.039749038065,0.765442786,0.002689,0.997311,27.66,29.62,-159.63,3.2222257351197e+17,103050366119899.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
800,1073.15,1.0,Pure_O2,13.025338,0.052157680345,0.824239902,0.003988,0.996012,36.064,46.27,-101.64,3.683033955893107e+17,127623060929857.95,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
825,1098.15,1.0,Pure_O2,13.415474,0.07844405915,1.025848045,0.005813,0.994187,45.331,-11.57,-159.97,4.1841997881414e+17,156523611907477.16,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
850,1123.15,1.0,Pure_O2,13.282475,0.092078642387,1.105907888,0.006885,0.993115,55.692,4.09,-65.74,4.726640019271864e+17,190232206073974.44,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
875,1148.15,1.0,Pure_O2,13.653904,0.148331338119,1.423131018,0.010747,0.989253,69.794,-11.83,-204.5,5.311133150987697e+17,229244805145768.38,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
900,1173.15,1.0,Pure_O2,12.1185,0.177461502628,1.466481233,0.014433,0.985567,62.699,53.44,-80.33,5.938322597505531e+17,274070352833579.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
925,1198.15,1.0,Pure_O2,12.376638,0.29566082649,1.912926328,0.023331,0.976669,74.737,-9.85,-238.64,6.608720841431059e+17,325227942458120.1,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
950,1223.15,1.0,Pure_O2,12.238247,0.343516751663,2.05037626,0.027303,0.972697,99.123,5.48,-73.12,7.322714360023703e+17,383243987375941.6,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
975,1248.15,1.0,Pure_O2,11.619108,0.58657698137,2.610651461,0.048058,0.951942,100.824,26.36,-271.69,8.080569153080655e+17,448649431790833.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1000,1273.15,1.0,Pure_O2,11.583715,0.74073316905,2.929239114,0.060103,0.939897,114.093,1.61,-123.32,8.882436722243055e+17,521977034458417.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1025,1298.15,1.0,Pure_O2,11.352988,1.043077010487,3.441226628,0.084146,0.915854,124.194,11.06,-188.15,9.728360369624141e+17,603758752751637.9,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1050,1323.15,1.0,Pure_O2,11.068177,1.186445971182,3.623781737,0.096816,0.903184,154.773,14.51,-73.57,1.0618281700895526e+18,694523249680026.0,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1075,1348.15,1.0,Pure_O2,10.041796,1.819254618493,4.274176413,0.153381,0.846619,149.088,57.74,-253.6,1.155204723409118e+18,794793541847414.4,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1100,1373.15,1.0,Pure_O2,9.387443,1.9921432112,4.324480432,0.175063,0.824937,153.774,41.49,-55.9,1.252941503024598e+18,905084802061977.5,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1125,1398.15,1.0,Pure_O2,10.254417,2.325484724392,4.883286888,0.184857,0.815143,173.183,-56.4,-98.79,1.355006127550536e+18,1025902326423748.4,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1150,1423.15,1.0,Pure_O2,8.677287,2.979675318804,5.084830168,0.255613,0.744387,150.368,110.52,-164.04,1.4613586756508687e+18,1157739672231880.0,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1175,1448.15,1.0,Pure_O2,8.596225,4.179719264145,5.994147841,0.327155,0.672845,233.657,6.43,-231.97,1.571952318168888e+18,1301076969983440.2,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
1200,1473.15,1.0,Pure_O2,9.292485,4.334838297843,6.346764394,0.318099,0.681901,234.627,-55.26,-25.85,1.686733931070164e+18,1456379410071461.8,Four_Point_Probe,Sintered_Pellet,Superalloy_A_Oxidized
