material,character,temperature_K,tau_GPa,solute_at_pct,mean_velocity_nm_ps,mobility_nm_ps_per_GPa,run_id
Cu,edge,900,0.2,0.5,0.51917,2.59369,dl_Cu_edge_900K_0.5at_0.20GPa_2c59f335_463
Cu,edge,900,0.4,0.5,0.982819,2.456582,dl_Cu_edge_900K_0.5at_0.40GPa_2c59f335_464
Cu,edge,900,0.05,1.0,0.087082,1.733897,dl_Cu_edge_900K_1.0at_0.05GPa_2c59f335_465
Cu,edge,900,0.1,1.0,0.166701,1.676291,dl_Cu_edge_900K_1.0at_0.10GPa_2c59f335_466
Cu,edge,900,0.2,1.0,0.383324,1.913766,dl_Cu_edge_900K_1.0at_0.20GPa_2c59f335_467
Cu,edge,900,0.4,1.0,0.708092,1.769008,dl_Cu_edge_900K_1.0at_0.40GPa_2c59f335_468
Cu,screw,500,0.05,0.0,0.089621,1.788138,dl_Cu_screw_500K_0.0at_0.05GPa_2c59f335_469
Cu,screw,500,0.1,0.0,0.178316,1.810174,dl_Cu_screw_500K_0.0at_0.10GPa_2c59f335_470
Cu,screw,500,0.2,0.0,0.383533,1.913962,dl_Cu_screw_500K_0.0at_0.20GPa_2c59f335_471
Cu,screw,500,0.4,0.0,0.788174,1.968869,dl_Cu_screw_500K_0.0at_0.40GPa_2c59f335_472
Cu,screw,500,0.05,0.5,0.052072,1.04278,dl_Cu_screw_500K_0.5at_0.05GPa_2c59f335_473
Cu,screw,500,0.1,0.5,0.103539,1.012874,dl_Cu_screw_500K_0.5at_0.10GPa_2c59f335_474
Cu,screw,500,0.2,0.5,0.208438,1.049979,dl_Cu_screw_500K_0.5at_0.20GPa_2c59f335_475
Cu,screw,500,0.4,0.5,0.429053,1.072246,dl_Cu_screw_500K_0.5at_0.40GPa_2c59f335_476
Cu,screw,500,0.05,1.0,0.043557,0.840734,dl_Cu_screw_500K_1.0at_0.05GPa_2c59f335_477
Cu,screw,500,0.1,1.0,0.069108,0.70967,dl_Cu_screw_500K_1.0at_0.10GPa_2c59f335_478
Cu,screw,500,0.2,1.0,0.147707,0.743744,dl_Cu_screw_500K_1.0at_0.20GPa_2c59f335_479
Cu,screw,500,0.4,1.0,0.27665,0.695956,dl_Cu_screw_500K_1.0at_0.40GPa_2c59f335_480
Cu,screw,700,0.05,0.0,0.120049,2.372869,dl_Cu_screw_700K_0.0at_0.05GPa_2c59f335_481
Cu,screw,700,0.1,0.0,0.206868,2.093239,dl_Cu_screw_700K_0.0at_0.10GPa_2c59f335_482
Cu,screw,700,0.2,0.0,0.45195,2.260095,dl_Cu_screw_700K_0.0at_0.20GPa_2c59f335_483
Cu,screw,700,0.4,0.0,0.871447,2.178376,dl_Cu_screw_700K_0.0at_0.40GPa_2c59f335_484
Cu,screw,700,0.05,0.5,0.064637,1.253989,dl_Cu_screw_700K_0.5at_0.05GPa_2c59f335_485
Cu,screw,700,0.1,0.5,0.128114,1.292537,dl_Cu_screw_700K_0.5at_0.10GPa_2c59f335_486
Cu,screw,700,0.2,0.5,0.243138,1.219564,dl_Cu_screw_700K_0.5at_0.20GPa_2c59f335_487
Cu,screw,700,0.4,0.5,0.496025,1.241618,dl_Cu_screw_700K_0.5at_0.40GPa_2c59f335_488
Cu,screw,700,0.05,1.0,0.045817,0.867893,dl_Cu_screw_700K_1.0at_0.05GPa_2c59f335_489
Cu,screw,700,0.1,1.0,0.089492,0.893945,dl_Cu_screw_700K_1.0at_0.10GPa_2c59f335_490
Cu,screw,700,0.2,1.0,0.19201,0.949944,dl_Cu_screw_700K_1.0at_0.20GPa_2c59f335_491
Cu,screw,700,0.4,1.0,0.390803,0.973309,dl_Cu_screw_700K_1.0at_0.40GPa_2c59f335_492
Cu,screw,900,0.05,0.0,0.138732,2.780439,dl_Cu_screw_900K_0.0at_0.05GPa_2c59f335_493
Cu,screw,900,0.1,0.0,0.263968,2.644953,dl_Cu_screw_900K_0.0at_0.10GPa_2c59f335_494
Cu,screw,900,0.2,0.0,0.575012,2.878141,dl_Cu_screw_900K_0.0at_0.20GPa_2c59f335_495
Cu,screw,900,0.4,0.0,1.036462,2.589438,dl_Cu_screw_900K_0.0at_0.40GPa_2c59f335_496
Cu,screw,900,0.05,0.5,0.071824,1.417868,dl_Cu_screw_900K_0.5at_0.05GPa_2c59f335_497
Cu,screw,900,0.1,0.5,0.151581,1.515942,dl_Cu_screw_900K_0.5at_0.10GPa_2c59f335_498
Cu,screw,900,0.2,0.5,0.318248,1.592683,dl_Cu_screw_900K_0.5at_0.20GPa_2c59f335_499
Cu,screw,900,0.4,0.5,0.620909,1.554191,dl_Cu_screw_900K_0.5at_0.40GPa_2c59f335_500
Cu,screw,900,0.05,1.0,0.055878,1.137115,dl_Cu_screw_900K_1.0at_0.05GPa_2c59f335_501
Cu,screw,900,0.1,1.0,0.10287,1.038833,dl_Cu_screw_900K_1.0at_0.10GPa_2c59f335_502
Cu,screw,900,0.2,1.0,0.20854,1.045524,dl_Cu_screw_900K_1.0at_0.20GPa_2c59f335_503
Cu,screw,900,0.4,1.0,0.416718,1.043201,dl_Cu_screw_900K_1.0at_0.40GPa_2c59f335_504
Cu,mixed,500,0.05,0.0,0.11577,2.307477,dl_Cu_mixed_500K_0.0at_0.05GPa_2c59f335_505
Cu,mixed,500,0.1,0.0,0.220136,2.204108,dl_Cu_mixed_500K_0.0at_0.10GPa_2c59f335_506
Cu,mixed,500,0.2,0.0,0.495998,2.480286,dl_Cu_mixed_500K_0.0at_0.20GPa_2c59f335_507
Cu,mixed,500,0.4,0.0,0.901608,2.254296,dl_Cu_mixed_500K_0.0at_0.40GPa_2c59f335_508
Cu,mixed,500,0.05,0.5,0.0695,1.346305,dl_Cu_mixed_500K_0.5at_0.05GPa_2c59f335_509
Cu,mixed,500,0.1,0.5,0.140126,1.395659,dl_Cu_mixed_500K_0.5at_0.10GPa_2c59f335_510
Cu,mixed,500,0.2,0.5,0.266184,1.317178,dl_Cu_mixed_500K_0.5at_0.20GPa_2c59f335_511
Cu,mixed,500,0.4,0.5,0.559453,1.403691,dl_Cu_mixed_500K_0.5at_0.40GPa_2c59f335_512
Cu,mixed,500,0.05,1.0,0.048575,1.001162,dl_Cu_mixed_500K_1.0at_0.05GPa_2c59f335_513
Cu,mixed,500,0.1,1.0,0.093485,0.943551,dl_Cu_mixed_500K_1.0at_0.10GPa_2c59f335_514
Cu,mixed,500,0.2,1.0,0.192412,0.964521,dl_Cu_mixed_500K_1.0at_0.20GPa_2c59f335_515
Cu,mixed,500,0.4,1.0,0.391434,0.981861,dl_Cu_mixed_500K_1.0at_0.40GPa_2c59f335_516
Cu,mixed,700,0.05,0.0,0.146194,2.921008,dl_Cu_mixed_700K_0.0at_0.05GPa_2c59f335_517
Cu,mixed,700,0.1,0.0,0.288596,2.900935,dl_Cu_mixed_700K_0.0at_0.10GPa_2c59f335_518
Cu,mixed,700,0.2,0.0,0.562426,2.807883,dl_Cu_mixed_700K_0.0at_0.20GPa_2c59f335_519
Cu,mixed,700,0.4,0.0,1.182039,2.954749,dl_Cu_mixed_700K_0.0at_0.40GPa_2c59f335_520
Cu,mixed,700,0.05,0.5,0.090464,1.828409,dl_Cu_mixed_700K_0.5at_0.05GPa_2c59f335_521
Cu,mixed,700,0.1,0.5,0.173593,1.731914,dl_Cu_mixed_700K_0.5at_0.10GPa_2c59f335_522
Cu,mixed,700,0.2,0.5,0.345589,1.730283,dl_Cu_mixed_700K_0.5at_0.20GPa_2c59f335_523
Cu,mixed,700,0.4,0.5,0.677322,1.695254,dl_Cu_mixed_700K_0.5at_0.40GPa_2c59f335_524
Cu,mixed,700,0.05,1.0,0.0565,1.133671,dl_Cu_mixed_700K_1.0at_0.05GPa_2c59f335_525
Cu,mixed,700,0.1,1.0,0.126059,1.272387,dl_Cu_mixed_700K_1.0at_0.10GPa_2c59f335_526
Cu,mixed,700,0.2,1.0,0.241411,1.204088,dl_Cu_mixed_700K_1.0at_0.20GPa_2c59f335_527
Cu,mixed,700,0.4,1.0,0.469318,1.175109,dl_Cu_mixed_700K_1.0at_0.40GPa_2c59f335_528
Cu,mixed,900,0.05,0.0,0.180532,3.596831,dl_Cu_mixed_900K_0.0at_0.05GPa_2c59f335_529
Cu,mixed,900,0.1,0.0,0.36431,3.649979,dl_Cu_mixed_900K_0.0at_0.10GPa_2c59f335_530
Cu,mixed,900,0.2,0.0,0.65029,3.245408,dl_Cu_mixed_900K_0.0at_0.20GPa_2c59f335_531
Cu,mixed,900,0.4,0.0,1.145065,2.864187,dl_Cu_mixed_900K_0.0at_0.40GPa_2c59f335_532
Cu,mixed,900,0.05,0.5,0.09838,1.933133,dl_Cu_mixed_900K_0.5at_0.05GPa_2c59f335_533
Cu,mixed,900,0.1,0.5,0.204554,2.039865,dl_Cu_mixed_900K_0.5at_0.10GPa_2c59f335_534
Cu,mixed,900,0.2,0.5,0.427217,2.138826,dl_Cu_mixed_900K_0.5at_0.20GPa_2c59f335_535
Cu,mixed,900,0.4,0.5,0.808903,2.020961,dl_Cu_mixed_900K_0.5at_0.40GPa_2c59f335_536
Cu,mixed,900,0.05,1.0,0.064515,1.266792,dl_Cu_mixed_900K_1.0at_0.05GPa_2c59f335_537
Cu,mixed,900,0.1,1.0,0.127772,1.283896,dl_Cu_mixed_900K_1.0at_0.10GPa_2c59f335_538
Cu,mixed,900,0.2,1.0,0.265111,1.326646,dl_Cu_mixed_900K_1.0at_0.20GPa_2c59f335_539
Cu,mixed,900,0.4,1.0,0.568622,1.419968,dl_Cu_mixed_900K_1.0at_0.40GPa_2c59f335_540
