Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Conductivity_W_mK,Thermal_Conductivity_Std,Specific_Heat_J_kgK,Specific_Heat_Std,Density_kg_m3,Density_Std,Compressive_Strength_MPa,Compressive_Strength_Std,Tensile_Strength_MPa,Tensile_Strength_Std,Elastic_Modulus_MPa,Elastic_Modulus_Std,Poisson_Ratio,Poisson_Ratio_Std,Fracture_Energy_N_m,Fracture_Energy_Std,Gas_Permeability_m2,Gas_Permeability_Std,Moisture_Diffusivity_m2_s,Moisture_Diffusivity_Std,Porosity,Porosity_Std,Thermal_Strain,Thermal_Strain_Std,Creep_Coefficient,Creep_Coefficient_Std,Shrinkage_Strain,Shrinkage_Strain_Std
C,320,Calibration,Transport,,,,,,,,,,,,,,,,,2.9057e-17,7.2642e-18,2.2255e-11,6.6766e-12,0.1856,0.0278,,,,,,
C,340,Calibration,Transport,,,,,,,,,,,,,,,,,3.1060e-17,7.7650e-18,2.3396e-11,7.0189e-12,0.1878,0.0282,,,,,,
C,360,Calibration,Transport,,,,,,,,,,,,,,,,,3.3201e-17,8.3003e-18,2.4596e-11,7.3788e-12,0.1899,0.0285,,,,,,
C,380,Calibration,Transport,,,,,,,,,,,,,,,,,3.5490e-17,8.8725e-18,2.5857e-11,7.7571e-12,0.1918,0.0288,,,,,,
C,400,Calibration,Transport,,,,,,,,,,,,,,,,,3.7937e-17,9.4842e-18,2.7183e-11,8.1548e-12,0.1936,0.029,,,,,,
C,420,Calibration,Transport,,,,,,,,,,,,,,,,,4.0552e-17,1.0138e-17,2.8577e-11,8.5730e-12,0.1953,0.0293,,,,,,
C,440,Calibration,Transport,,,,,,,,,,,,,,,,,4.3348e-17,1.0837e-17,3.0042e-11,9.0125e-12,0.1969,0.0295,,,,,,
C,460,Calibration,Transport,,,,,,,,,,,,,,,,,4.6336e-17,1.1584e-17,3.1582e-11,9.4746e-12,0.1984,0.0298,,,,,,
C,480,Calibration,Transport,,,,,,,,,,,,,,,,,4.9530e-17,1.2383e-17,3.3201e-11,9.9604e-12,0.1998,0.03,,,,,,
C,500,Calibration,Transport,,,,,,,,,,,,,,,,,5.2945e-17,1.3236e-17,3.4903e-11,1.0471e-11,0.2011,0.0302,,,,,,
C,520,Calibration,Transport,,,,,,,,,,,,,,,,,5.6595e-17,1.4149e-17,3.6693e-11,1.1008e-11,0.2023,0.0303,,,,,,
C,540,Calibration,Transport,,,,,,,,,,,,,,,,,6.0496e-17,1.5124e-17,3.8574e-11,1.1572e-11,0.2035,0.0305,,,,,,
C,560,Calibration,Transport,,,,,,,,,,,,,,,,,6.4667e-17,1.6167e-17,4.0552e-11,1.2166e-11,0.2045,0.0307,,,,,,
C,580,Calibration,Transport,,,,,,,,,,,,,,,,,6.9125e-17,1.7281e-17,4.2631e-11,1.2789e-11,0.2055,0.0308,,,,,,
C,600,Calibration,Transport,,,,,,,,,,,,,,,,,7.3891e-17,1.8473e-17,4.4817e-11,1.3445e-11,0.2065,0.031,,,,,,
C,620,Calibration,Transport,,,,,,,,,,,,,,,,,7.8985e-17,1.9746e-17,4.7115e-11,1.4134e-11,0.2073,0.0311,,,,,,
C,640,Calibration,Transport,,,,,,,,,,,,,,,,,8.4430e-17,2.1107e-17,4.9530e-11,1.4859e-11,0.2082,0.0312,,,,,,
C,660,Calibration,Transport,,,,,,,,,,,,,,,,,9.0250e-17,2.2563e-17,5.2070e-11,1.5621e-11,0.2089,0.0313,,,,,,
C,680,Calibration,Transport,,,,,,,,,,,,,,,,,9.6472e-17,2.4118e-17,5.4739e-11,1.6422e-11,0.2096,0.0314,,,,,,
C,700,Calibration,Transport,,,,,,,,,,,,,,,,,1.0312e-16,2.5781e-17,5.7546e-11,1.7264e-11,0.2103,0.0315,,,,,,
C,720,Calibration,Transport,,,,,,,,,,,,,,,,,1.1023e-16,2.7558e-17,6.0496e-11,1.8149e-11,0.2109,0.0316,,,,,,
C,740,Calibration,Transport,,,,,,,,,,,,,,,,,1.1783e-16,2.9458e-17,6.3598e-11,1.9079e-11,0.2115,0.0317,,,,,,
C,760,Calibration,Transport,,,,,,,,,,,,,,,,,1.2595e-16,3.1489e-17,6.6859e-11,2.0058e-11,0.2121,0.0318,,,,,,
C,780,Calibration,Transport,,,,,,,,,,,,,,,,,1.3464e-16,3.3659e-17,7.0287e-11,2.1086e-11,0.2126,0.0319,,,,,,
C,800,Calibration,Transport,,,,,,,,,,,,,,,,,1.4392e-16,3.5980e-17,7.3891e-11,2.2167e-11,0.2131,0.032,,,,,,
C,20,Validation,Transport,,,,,,,,,,,,,,,,,1.0980e-17,2.7449e-18,1.0798e-11,3.2394e-12,0.1264,0.019,,,,,,
C,40,Validation,Transport,,,,,,,,,,,,,,,,,1.1737e-17,2.9341e-18,1.1352e-11,3.4055e-12,0.1325,0.0199,,,,,,
C,60,Validation,Transport,,,,,,,,,,,,,,,,,1.2546e-17,3.1364e-18,1.1934e-11,3.5801e-12,0.1381,0.0207,,,,,,
C,80,Validation,Transport,,,,,,,,,,,,,,,,,1.3410e-17,3.3526e-18,1.2546e-11,3.7637e-12,0.1434,0.0215,,,,,,
C,100,Validation,Transport,,,,,,,,,,,,,,,,,1.4335e-17,3.5837e-18,1.3189e-11,3.9566e-12,0.1483,0.0223,,,,,,
C,120,Validation,Transport,,,,,,,,,,,,,,,,,1.5323e-17,3.8308e-18,1.3865e-11,4.1595e-12,0.153,0.0229,,,,,,
C,140,Validation,Transport,,,,,,,,,,,,,,,,,1.6380e-17,4.0949e-18,1.4576e-11,4.3728e-12,0.1573,0.0236,,,,,,
C,160,Validation,Transport,,,,,,,,,,,,,,,,,1.7509e-17,4.3772e-18,1.5323e-11,4.5970e-12,0.1613,0.0242,,,,,,
C,180,Validation,Transport,,,,,,,,,,,,,,,,,1.8716e-17,4.6790e-18,1.6109e-11,4.8327e-12,0.1651,0.0248,,,,,,
C,200,Validation,Transport,,,,,,,,,,,,,,,,,2.0006e-17,5.0015e-18,1.6935e-11,5.0804e-12,0.1687,0.0253,,,,,,
C,220,Validation,Transport,,,,,,,,,,,,,,,,,2.1385e-17,5.3463e-18,1.7803e-11,5.3409e-12,0.172,0.0258,,,,,,
C,240,Validation,Transport,,,,,,,,,,,,,,,,,2.2860e-17,5.7149e-18,1.8716e-11,5.6148e-12,0.1751,0.0263,,,,,,
C,260,Validation,Transport,,,,,,,,,,,,,,,,,2.4436e-17,6.1089e-18,1.9675e-11,5.9026e-12,0.178,0.0267,,,,,,
C,280,Validation,Transport,,,,,,,,,,,,,,,,,2.6120e-17,6.5300e-18,2.0684e-11,6.2053e-12,0.1807,0.0271,,,,,,
C,300,Validation,Transport,,,,,,,,,,,,,,,,,2.7921e-17,6.9802e-18,2.1745e-11,6.5234e-12,0.1832,0.0275,,,,,,
C,320,Validation,Transport,,,,,,,,,,,,,,,,,2.9846e-17,7.4614e-18,2.2860e-11,6.8579e-12,0.1856,0.0278,,,,,,
C,340,Validation,Transport,,,,,,,,,,,,,,,,,3.1903e-17,7.9758e-18,2.4032e-11,7.2095e-12,0.1878,0.0282,,,,,,
C,360,Validation,Transport,,,,,,,,,,,,,,,,,3.4102e-17,8.5256e-18,2.5264e-11,7.5791e-12,0.1899,0.0285,,,,,,
C,380,Validation,Transport,,,,,,,,,,,,,,,,,3.6453e-17,9.1134e-18,2.6559e-11,7.9677e-12,0.1918,0.0288,,,,,,
C,400,Validation,Transport,,,,,,,,,,,,,,,,,3.8967e-17,9.7416e-18,2.7921e-11,8.3762e-12,0.1936,0.029,,,,,,
C,420,Validation,Transport,,,,,,,,,,,,,,,,,4.1653e-17,1.0413e-17,2.9352e-11,8.8057e-12,0.1953,0.0293,,,,,,
C,440,Validation,Transport,,,,,,,,,,,,,,,,,4.4524e-17,1.1131e-17,3.0857e-11,9.2572e-12,0.1969,0.0295,,,,,,
C,460,Validation,Transport,,,,,,,,,,,,,,,,,4.7594e-17,1.1898e-17,3.2439e-11,9.7318e-12,0.1984,0.0298,,,,,,
C,480,Validation,Transport,,,,,,,,,,,,,,,,,5.0875e-17,1.2719e-17,3.4102e-11,1.0231e-11,0.1998,0.03,,,,,,
C,500,Validation,Transport,,,,,,,,,,,,,,,,,5.4382e-17,1.3596e-17,3.5851e-11,1.0755e-11,0.2011,0.0302,,,,,,
C,520,Validation,Transport,,,,,,,,,,,,,,,,,5.8131e-17,1.4533e-17,3.7689e-11,1.1307e-11,0.2023,0.0303,,,,,,
C,540,Validation,Transport,,,,,,,,,,,,,,,,,6.2139e-17,1.5535e-17,3.9621e-11,1.1886e-11,0.2035,0.0305,,,,,,
C,560,Validation,Transport,,,,,,,,,,,,,,,,,6.6423e-17,1.6606e-17,4.1653e-11,1.2496e-11,0.2045,0.0307,,,,,,
C,580,Validation,Transport,,,,,,,,,,,,,,,,,7.1002e-17,1.7750e-17,4.3788e-11,1.3137e-11,0.2055,0.0308,,,,,,
C,600,Validation,Transport,,,,,,,,,,,,,,,,,7.5896e-17,1.8974e-17,4.6034e-11,1.3810e-11,0.2065,0.031,,,,,,
C,620,Validation,Transport,,,,,,,,,,,,,,,,,8.1129e-17,2.0282e-17,4.8394e-11,1.4518e-11,0.2073,0.0311,,,,,,
C,640,Validation,Transport,,,,,,,,,,,,,,,,,8.6722e-17,2.1680e-17,5.0875e-11,1.5262e-11,0.2082,0.0312,,,,,,
C,660,Validation,Transport,,,,,,,,,,,,,,,,,9.2700e-17,2.3175e-17,5.3483e-11,1.6045e-11,0.2089,0.0313,,,,,,
C,680,Validation,Transport,,,,,,,,,,,,,,,,,9.9091e-17,2.4773e-17,5.6225e-11,1.6868e-11,0.2096,0.0314,,,,,,
C,700,Validation,Transport,,,,,,,,,,,,,,,,,1.0592e-16,2.6481e-17,5.9108e-11,1.7732e-11,0.2103,0.0315,,,,,,
C,720,Validation,Transport,,,,,,,,,,,,,,,,,1.1322e-16,2.8306e-17,6.2139e-11,1.8642e-11,0.2109,0.0316,,,,,,
C,740,Validation,Transport,,,,,,,,,,,,,,,,,1.2103e-16,3.0257e-17,6.5325e-11,1.9597e-11,0.2115,0.0317,,,,,,
C,760,Validation,Transport,,,,,,,,,,,,,,,,,1.2937e-16,3.2343e-17,6.8674e-11,2.0602e-11,0.2121,0.0318,,,,,,
C,780,Validation,Transport,,,,,,,,,,,,,,,,,1.3829e-16,3.4573e-17,7.2195e-11,2.1658e-11,0.2126,0.0319,,,,,,
C,800,Validation,Transport,,,,,,,,,,,,,,,,,1.4783e-16,3.6957e-17,7.5896e-11,2.2769e-11,0.2131,0.032,,,,,,
R5S,20,Calibration,Transport,,,,,,,,,,,,,,,,,1.1790e-17,2.9475e-18,1.0776e-11,3.2327e-12,0.1279,0.0192,,,,,,
R5S,40,Calibration,Transport,,,,,,,,,,,,,,,,,1.2616e-17,3.1539e-18,1.1328e-11,3.3984e-12,0.134,0.0201,,,,,,
R5S,60,Calibration,Transport,,,,,,,,,,,,,,,,,1.3499e-17,3.3747e-18,1.1909e-11,3.5726e-12,0.1396,0.0209,,,,,,
R5S,80,Calibration,Transport,,,,,,,,,,,,,,,,,1.4444e-17,3.6109e-18,1.2519e-11,3.7558e-12,0.1449,0.0217,,,,,,
R5S,100,Calibration,Transport,,,,,,,,,,,,,,,,,1.5455e-17,3.8637e-18,1.3161e-11,3.9484e-12,0.1498,0.0225,,,,,,
R5S,120,Calibration,Transport,,,,,,,,,,,,,,,,,1.6537e-17,4.1342e-18,1.3836e-11,4.1508e-12,0.1545,0.0232,,,,,,
R5S,140,Calibration,Transport,,,,,,,,,,,,,,,,,1.7695e-17,4.4237e-18,1.4545e-11,4.3636e-12,0.1588,0.0238,,,,,,
R5S,160,Calibration,Transport,,,,,,,,,,,,,,,,,1.8933e-17,4.7334e-18,1.5291e-11,4.5874e-12,0.1628,0.0244,,,,,,
R5S,180,Calibration,Transport,,,,,,,,,,,,,,,,,2.0259e-17,5.0647e-18,1.6075e-11,4.8226e-12,0.1666,0.025,,,,,,
R5S,200,Calibration,Transport,,,,,,,,,,,,,,,,,2.1677e-17,5.4193e-18,1.6899e-11,5.0698e-12,0.1702,0.0255,,,,,,
R5S,220,Calibration,Transport,,,,,,,,,,,,,,,,,2.3195e-17,5.7987e-18,1.7766e-11,5.3298e-12,0.1735,0.026,,,,,,
R5S,240,Calibration,Transport,,,,,,,,,,,,,,,,,2.4819e-17,6.2047e-18,1.8677e-11,5.6030e-12,0.1766,0.0265,,,,,,
R5S,260,Calibration,Transport,,,,,,,,,,,,,,,,,2.6556e-17,6.6391e-18,1.9634e-11,5.8903e-12,0.1795,0.0269,,,,,,
R5S,280,Calibration,Transport,,,,,,,,,,,,,,,,,2.8415e-17,7.1039e-18,2.0641e-11,6.1923e-12,0.1822,0.0273,,,,,,
R5S,300,Calibration,Transport,,,,,,,,,,,,,,,,,3.0405e-17,7.6012e-18,2.1699e-11,6.5098e-12,0.1847,0.0277,,,,,,
R5S,320,Calibration,Transport,,,,,,,,,,,,,,,,,3.2533e-17,8.1333e-18,2.2812e-11,6.8435e-12,0.1871,0.0281,,,,,,
R5S,340,Calibration,Transport,,,,,,,,,,,,,,,,,3.4811e-17,8.7027e-18,2.3981e-11,7.1944e-12,0.1893,0.0284,,,,,,
R5S,360,Calibration,Transport,,,,,,,,,,,,,,,,,3.7248e-17,9.3120e-18,2.5211e-11,7.5633e-12,0.1914,0.0287,,,,,,
R5S,380,Calibration,Transport,,,,,,,,,,,,,,,,,3.9856e-17,9.9639e-18,2.6504e-11,7.9511e-12,0.1933,0.029,,,,,,
R5S,400,Calibration,Transport,,,,,,,,,,,,,,,,,4.2646e-17,1.0661e-17,2.7862e-11,8.3587e-12,0.1951,0.0293,,,,,,
R5S,420,Calibration,Transport,,,,,,,,,,,,,,,,,4.5632e-17,1.1408e-17,2.9291e-11,8.7873e-12,0.1968,0.0295,,,,,,
R5S,440,Calibration,Transport,,,,,,,,,,,,,,,,,4.8826e-17,1.2207e-17,3.0793e-11,9.2378e-12,0.1984,0.0298,,,,,,
R5S,460,Calibration,Transport,,,,,,,,,,,,,,,,,5.2244e-17,1.3061e-17,3.2371e-11,9.7114e-12,0.1999,0.03,,,,,,
R5S,480,Calibration,Transport,,,,,,,,,,,,,,,,,5.5902e-17,1.3975e-17,3.4031e-11,1.0209e-11,0.2013,0.0302,,,,,,
R5S,500,Calibration,Transport,,,,,,,,,,,,,,,,,5.9816e-17,1.4954e-17,3.5776e-11,1.0733e-11,0.2026,0.0304,,,,,,
R5S,520,Calibration,Transport,,,,,,,,,,,,,,,,,6.4003e-17,1.6001e-17,3.7610e-11,1.1283e-11,0.2038,0.0306,,,,,,
R5S,540,Calibration,Transport,,,,,,,,,,,,,,,,,6.8484e-17,1.7121e-17,3.9539e-11,1.1862e-11,0.205,0.0307,,,,,,
R5S,560,Calibration,Transport,,,,,,,,,,,,,,,,,7.3278e-17,1.8320e-17,4.1566e-11,1.2470e-11,0.206,0.0309,,,,,,
R5S,580,Calibration,Transport,,,,,,,,,,,,,,,,,7.8408e-17,1.9602e-17,4.3697e-11,1.3109e-11,0.207,0.0311,,,,,,
R5S,600,Calibration,Transport,,,,,,,,,,,,,,,,,8.3898e-17,2.0974e-17,4.5937e-11,1.3781e-11,0.208,0.0312,,,,,,
R5S,620,Calibration,Transport,,,,,,,,,,,,,,,,,8.9771e-17,2.2443e-17,4.8293e-11,1.4488e-11,0.2088,0.0313,,,,,,
R5S,640,Calibration,Transport,,,,,,,,,,,,,,,,,9.6056e-17,2.4014e-17,5.0769e-11,1.5231e-11,0.2097,0.0314,,,,,,
R5S,660,Calibration,Transport,,,,,,,,,,,,,,,,,1.0278e-16,2.5695e-17,5.3372e-11,1.6011e-11,0.2104,0.0316,,,,,,
R5S,680,Calibration,Transport,,,,,,,,,,,,,,,,,1.0998e-16,2.7494e-17,5.6108e-11,1.6832e-11,0.2111,0.0317,,,,,,
R5S,700,Calibration,Transport,,,,,,,,,,,,,,,,,1.1768e-16,2.9419e-17,5.8985e-11,1.7695e-11,0.2118,0.0318,,,,,,
R5S,720,Calibration,Transport,,,,,,,,,,,,,,,,,1.2591e-16,3.1478e-17,6.2009e-11,1.8603e-11,0.2124,0.0319,,,,,,
R5S,740,Calibration,Transport,,,,,,,,,,,,,,,,,1.3473e-16,3.3682e-17,6.5188e-11,1.9556e-11,0.213,0.032,,,,,,
R5S,760,Calibration,Transport,,,,,,,,,,,,,,,,,1.4416e-16,3.6040e-17,6.8530e-11,2.0559e-11,0.2136,0.032,,,,,,
R5S,780,Calibration,Transport,,,,,,,,,,,,,,,,,1.5425e-16,3.8563e-17,7.2044e-11,2.1613e-11,0.2141,0.0321,,,,,,
R5S,800,Calibration,Transport,,,,,,,,,,,,,,,,,1.6505e-16,4.1263e-17,7.5738e-11,2.2721e-11,0.2146,0.0322,,,,,,
R5S,20,Validation,Transport,,,,,,,,,,,,,,,,,1.1506e-17,2.8766e-18,1.0516e-11,3.1548e-12,0.1279,0.0192,,,,,,
R5S,40,Validation,Transport,,,,,,,,,,,,,,,,,1.2312e-17,3.0780e-18,1.1055e-11,3.3166e-12,0.134,0.0201,,,,,,
R5S,60,Validation,Transport,,,,,,,,,,,,,,,,,1.3174e-17,3.2935e-18,1.1622e-11,3.4866e-12,0.1396,0.0209,,,,,,
R5S,80,Validation,Transport,,,,,,,,,,,,,,,,,1.4096e-17,3.5240e-18,1.2218e-11,3.6654e-12,0.1449,0.0217,,,,,,
R5S,100,Validation,Transport,,,,,,,,,,,,,,,,,1.5083e-17,3.7707e-18,1.2844e-11,3.8533e-12,0.1498,0.0225,,,,,,
R5S,120,Validation,Transport,,,,,,,,,,,,,,,,,1.6139e-17,4.0347e-18,1.3503e-11,4.0509e-12,0.1545,0.0232,,,,,,
R5S,140,Validation,Transport,,,,,,,,,,,,,,,,,1.7269e-17,4.3172e-18,1.4195e-11,4.2586e-12,0.1588,0.0238,,,,,,
R5S,160,Validation,Transport,,,,,,,,,,,,,,,,,1.8478e-17,4.6194e-18,1.4923e-11,4.4769e-12,0.1628,0.0244,,,,,,
R5S,180,Validation,Transport,,,,,,,,,,,,,,,,,1.9771e-17,4.9428e-18,1.5688e-11,4.7065e-12,0.1666,0.025,,,,,,
R5S,200,Validation,Transport,,,,,,,,,,,,,,,,,2.1156e-17,5.2889e-18,1.6493e-11,4.9478e-12,0.1702,0.0255,,,,,,
R5S,220,Validation,Transport,,,,,,,,,,,,,,,,,2.2637e-17,5.6591e-18,1.7338e-11,5.2015e-12,0.1735,0.026,,,,,,
R5S,240,Validation,Transport,,,,,,,,,,,,,,,,,2.4221e-17,6.0553e-18,1.8227e-11,5.4681e-12,0.1766,0.0265,,,,,,
R5S,260,Validation,Transport,,,,,,,,,,,,,,,,,2.5917e-17,6.4793e-18,1.9162e-11,5.7485e-12,0.1795,0.0269,,,,,,
R5S,280,Validation,Transport,,,,,,,,,,,,,,,,,2.7731e-17,6.9329e-18,2.0144e-11,6.0432e-12,0.1822,0.0273,,,,,,
R5S,300,Validation,Transport,,,,,,,,,,,,,,,,,2.9673e-17,7.4182e-18,2.1177e-11,6.3531e-12,0.1847,0.0277,,,,,,
R5S,320,Validation,Transport,,,,,,,,,,,,,,,,,3.1750e-17,7.9376e-18,2.2263e-11,6.6788e-12,0.1871,0.0281,,,,,,
R5S,340,Validation,Transport,,,,,,,,,,,,,,,,,3.3973e-17,8.4933e-18,2.3404e-11,7.0212e-12,0.1893,0.0284,,,,,,
R5S,360,Validation,Transport,,,,,,,,,,,,,,,,,3.6351e-17,9.0879e-18,2.4604e-11,7.3812e-12,0.1914,0.0287,,,,,,
R5S,380,Validation,Transport,,,,,,,,,,,,,,,,,3.8896e-17,9.7241e-18,2.5866e-11,7.7597e-12,0.1933,0.029,,,,,,
R5S,400,Validation,Transport,,,,,,,,,,,,,,,,,4.1619e-17,1.0405e-17,2.7192e-11,8.1575e-12,0.1951,0.0293,,,,,,
R5S,420,Validation,Transport,,,,,,,,,,,,,,,,,4.4533e-17,1.1133e-17,2.8586e-11,8.5758e-12,0.1968,0.0295,,,,,,
R5S,440,Validation,Transport,,,,,,,,,,,,,,,,,4.7651e-17,1.1913e-17,3.0052e-11,9.0155e-12,0.1984,0.0298,,,,,,
R5S,460,Validation,Transport,,,,,,,,,,,,,,,,,5.0987e-17,1.2747e-17,3.1592e-11,9.4777e-12,0.1999,0.03,,,,,,
R5S,480,Validation,Transport,,,,,,,,,,,,,,,,,5.4556e-17,1.3639e-17,3.3212e-11,9.9636e-12,0.2013,0.0302,,,,,,
R5S,500,Validation,Transport,,,,,,,,,,,,,,,,,5.8376e-17,1.4594e-17,3.4915e-11,1.0474e-11,0.2026,0.0304,,,,,,
R5S,520,Validation,Transport,,,,,,,,,,,,,,,,,6.2463e-17,1.5616e-17,3.6705e-11,1.1011e-11,0.2038,0.0306,,,,,,
R5S,540,Validation,Transport,,,,,,,,,,,,,,,,,6.6835e-17,1.6709e-17,3.8587e-11,1.1576e-11,0.205,0.0307,,,,,,
R5S,560,Validation,Transport,,,,,,,,,,,,,,,,,7.1515e-17,1.7879e-17,4.0565e-11,1.2170e-11,0.206,0.0309,,,,,,
R5S,580,Validation,Transport,,,,,,,,,,,,,,,,,7.6521e-17,1.9130e-17,4.2645e-11,1.2794e-11,0.207,0.0311,,,,,,
R5S,600,Validation,Transport,,,,,,,,,,,,,,,,,8.1878e-17,2.0470e-17,4.4832e-11,1.3449e-11,0.208,0.0312,,,,,,
R5S,620,Validation,Transport,,,,,,,,,,,,,,,,,8.7610e-17,2.1903e-17,4.7130e-11,1.4139e-11,0.2088,0.0313,,,,,,
R5S,640,Validation,Transport,,,,,,,,,,,,,,,,,9.3744e-17,2.3436e-17,4.9547e-11,1.4864e-11,0.2097,0.0314,,,,,,
R5S,660,Validation,Transport,,,,,,,,,,,,,,,,,1.0031e-16,2.5077e-17,5.2087e-11,1.5626e-11,0.2104,0.0316,,,,,,
R5S,680,Validation,Transport,,,,,,,,,,,,,,,,,1.0733e-16,2.6832e-17,5.4757e-11,1.6427e-11,0.2111,0.0317,,,,,,
R5S,700,Validation,Transport,,,,,,,,,,,,,,,,,1.1484e-16,2.8711e-17,5.7565e-11,1.7269e-11,0.2118,0.0318,,,,,,
R5S,720,Validation,Transport,,,,,,,,,,,,,,,,,1.2288e-16,3.0721e-17,6.0516e-11,1.8155e-11,0.2124,0.0319,,,,,,
R5S,740,Validation,Transport,,,,,,,,,,,,,,,,,1.3149e-16,3.2871e-17,6.3619e-11,1.9086e-11,0.213,0.032,,,,,,
R5S,760,Validation,Transport,,,,,,,,,,,,,,,,,1.4069e-16,3.5173e-17,6.6881e-11,2.0064e-11,0.2136,0.032,,,,,,
R5S,780,Validation,Transport,,,,,,,,,,,,,,,,,1.5054e-16,3.7635e-17,7.0310e-11,2.1093e-11,0.2141,0.0321,,,,,,
R5S,800,Validation,Transport,,,,,,,,,,,,,,,,,1.6108e-16,4.0270e-17,7.3915e-11,2.2174e-11,0.2146,0.0322,,,,,,
R10S,20,Calibration,Transport,,,,,,,,,,,,,,,,,1.2933e-17,3.2333e-18,1.1038e-11,3.3115e-12,0.1294,0.0194,,,,,,
R10S,40,Calibration,Transport,,,,,,,,,,,,,,,,,1.3853e-17,3.4631e-18,1.1604e-11,3.4813e-12,0.1355,0.0203,,,,,,
R10S,60,Calibration,Transport,,,,,,,,,,,,,,,,,1.4837e-17,3.7093e-18,1.2199e-11,3.6598e-12,0.1411,0.0212,,,,,,
R10S,80,Calibration,Transport,,,,,,,,,,,,,,,,,1.5892e-17,3.9730e-18,1.2825e-11,3.8474e-12,0.1464,0.022,,,,,,
R10S,100,Calibration,Transport,,,,,,,,,,,,,,,,,1.7021e-17,4.2553e-18,1.3482e-11,4.0447e-12,0.1513,0.0227,,,,,,
R10S,120,Calibration,Transport,,,,,,,,,,,,,,,,,1.8231e-17,4.5578e-18,1.4174e-11,4.2521e-12,0.156,0.0234,,,,,,
R10S,140,Calibration,Transport,,,,,,,,,,,,,,,,,1.9527e-17,4.8818e-18,1.4900e-11,4.4701e-12,0.1603,0.024,,,,,,
R10S,160,Calibration,Transport,,,,,,,,,,,,,,,,,2.0915e-17,5.2288e-18,1.5664e-11,4.6992e-12,0.1643,0.0247,,,,,,
R10S,180,Calibration,Transport,,,,,,,,,,,,,,,,,2.2402e-17,5.6004e-18,1.6467e-11,4.9402e-12,0.1681,0.0252,,,,,,
R10S,200,Calibration,Transport,,,,,,,,,,,,,,,,,2.3994e-17,5.9985e-18,1.7312e-11,5.1935e-12,0.1717,0.0257,,,,,,
R10S,220,Calibration,Transport,,,,,,,,,,,,,,,,,2.5699e-17,6.4249e-18,1.8199e-11,5.4597e-12,0.175,0.0262,,,,,,
R10S,240,Calibration,Transport,,,,,,,,,,,,,,,,,2.7526e-17,6.8815e-18,1.9132e-11,5.7397e-12,0.1781,0.0267,,,,,,
R10S,260,Calibration,Transport,,,,,,,,,,,,,,,,,2.9483e-17,7.3707e-18,2.0113e-11,6.0340e-12,0.181,0.0271,,,,,,
R10S,280,Calibration,Transport,,,,,,,,,,,,,,,,,3.1578e-17,7.8946e-18,2.1144e-11,6.3433e-12,0.1837,0.0276,,,,,,
R10S,300,Calibration,Transport,,,,,,,,,,,,,,,,,3.3823e-17,8.4557e-18,2.2229e-11,6.6686e-12,0.1862,0.0279,,,,,,
R10S,320,Calibration,Transport,,,,,,,,,,,,,,,,,3.6227e-17,9.0567e-18,2.3368e-11,7.0105e-12,0.1886,0.0283,,,,,,
R10S,340,Calibration,Transport,,,,,,,,,,,,,,,,,3.8802e-17,9.7005e-18,2.4566e-11,7.3699e-12,0.1908,0.0286,,,,,,
R10S,360,Calibration,Transport,,,,,,,,,,,,,,,,,4.1560e-17,1.0390e-17,2.5826e-11,7.7477e-12,0.1929,0.0289,,,,,,
R10S,380,Calibration,Transport,,,,,,,,,,,,,,,,,4.4514e-17,1.1129e-17,2.7150e-11,8.1450e-12,0.1948,0.0292,,,,,,
R10S,400,Calibration,Transport,,,,,,,,,,,,,,,,,4.7678e-17,1.1920e-17,2.8542e-11,8.5626e-12,0.1966,0.0295,,,,,,
R10S,420,Calibration,Transport,,,,,,,,,,,,,,,,,5.1067e-17,1.2767e-17,3.0005e-11,9.0016e-12,0.1983,0.0298,,,,,,
R10S,440,Calibration,Transport,,,,,,,,,,,,,,,,,5.4697e-17,1.3674e-17,3.1544e-11,9.4631e-12,0.1999,0.03,,,,,,
R10S,460,Calibration,Transport,,,,,,,,,,,,,,,,,5.8585e-17,1.4646e-17,3.3161e-11,9.9483e-12,0.2014,0.0302,,,,,,
R10S,480,Calibration,Transport,,,,,,,,,,,,,,,,,6.2749e-17,1.5687e-17,3.4861e-11,1.0458e-11,0.2028,0.0304,,,,,,
R10S,500,Calibration,Transport,,,,,,,,,,,,,,,,,6.7209e-17,1.6802e-17,3.6649e-11,1.0995e-11,0.2041,0.0306,,,,,,
R10S,520,Calibration,Transport,,,,,,,,,,,,,,,,,7.1986e-17,1.7996e-17,3.8528e-11,1.1558e-11,0.2053,0.0308,,,,,,
R10S,540,Calibration,Transport,,,,,,,,,,,,,,,,,7.7103e-17,1.9276e-17,4.0503e-11,1.2151e-11,0.2065,0.031,,,,,,
R10S,560,Calibration,Transport,,,,,,,,,,,,,,,,,8.2583e-17,2.0646e-17,4.2580e-11,1.2774e-11,0.2075,0.0311,,,,,,
R10S,580,Calibration,Transport,,,,,,,,,,,,,,,,,8.8453e-17,2.2113e-17,4.4763e-11,1.3429e-11,0.2085,0.0313,,,,,,
R10S,600,Calibration,Transport,,,,,,,,,,,,,,,,,9.4740e-17,2.3685e-17,4.7058e-11,1.4117e-11,0.2095,0.0314,,,,,,
