layer,x_index,y_index,thickness_um
electrolyte,0,60,0.0
electrolyte,0,62,0.0
electrolyte,0,63,0.0
electrolyte,0,65,0.0
electrolyte,0,67,0.0
electrolyte,0,69,0.0
electrolyte,0,71,0.0
electrolyte,0,73,0.0
electrolyte,0,75,0.0
electrolyte,0,77,0.0
electrolyte,0,79,0.0
electrolyte,0,81,0.0
electrolyte,0,83,0.0
electrolyte,0,85,0.0
electrolyte,0,87,0.0
electrolyte,0,89,0.0
electrolyte,0,91,0.0
electrolyte,0,93,0.0
electrolyte,0,95,0.0
electrolyte,1,0,0.0
electrolyte,1,1,32.5
electrolyte,1,3,35.0
electrolyte,1,5,35.0
electrolyte,1,7,35.0
electrolyte,1,9,35.0
electrolyte,1,11,25.0
electrolyte,1,13,22.5
electrolyte,1,15,17.5
electrolyte,1,17,15.0
electrolyte,1,19,15.0
electrolyte,1,21,15.0
electrolyte,1,23,17.5
electrolyte,1,25,20.0
electrolyte,1,27,27.5
electrolyte,1,29,27.5
electrolyte,1,31,27.5
electrolyte,1,32,35.0
electrolyte,1,34,35.0
electrolyte,1,36,35.0
electrolyte,1,38,25.0
electrolyte,1,40,10.0
electrolyte,1,42,12.5
electrolyte,1,44,15.0
electrolyte,1,46,17.5
electrolyte,1,48,17.5
electrolyte,1,50,12.5
electrolyte,1,52,12.5
electrolyte,1,54,15.0
electrolyte,1,56,15.0
electrolyte,1,58,15.0
electrolyte,1,60,15.0
electrolyte,1,62,15.0
electrolyte,1,63,35.0
electrolyte,1,65,35.0
electrolyte,1,67,35.0
electrolyte,1,69,35.0
electrolyte,1,71,35.0
electrolyte,1,73,35.0
electrolyte,1,75,22.5
electrolyte,1,77,22.5
electrolyte,1,79,22.5
electrolyte,1,81,22.5
electrolyte,1,83,22.5
electrolyte,1,85,35.0
electrolyte,1,87,32.5
electrolyte,1,89,32.5
electrolyte,1,91,30.0
electrolyte,1,93,22.5
electrolyte,1,95,0.0
electrolyte,3,0,0.0
electrolyte,3,1,35.0
electrolyte,3,3,35.0
electrolyte,3,5,35.0
electrolyte,3,7,35.0
electrolyte,3,9,35.0
electrolyte,3,11,22.5
electrolyte,3,13,17.5
electrolyte,3,15,17.5
electrolyte,3,17,15.0
electrolyte,3,19,15.0
electrolyte,3,21,17.5
electrolyte,3,23,20.0
electrolyte,3,25,20.0
electrolyte,3,27,20.0
electrolyte,3,29,27.5
electrolyte,3,31,35.0
electrolyte,3,32,35.0
electrolyte,3,34,35.0
electrolyte,3,36,35.0
electrolyte,3,38,27.5
electrolyte,3,40,10.0
electrolyte,3,42,10.0
electrolyte,3,44,15.0
electrolyte,3,46,20.0
electrolyte,3,48,20.0
electrolyte,3,50,27.5
electrolyte,3,52,17.5
electrolyte,3,54,17.5
electrolyte,3,56,17.5
electrolyte,3,58,15.0
electrolyte,3,60,15.0
electrolyte,3,62,15.0
electrolyte,3,63,17.5
electrolyte,3,65,35.0
electrolyte,3,67,35.0
electrolyte,3,69,35.0
electrolyte,3,71,35.0
electrolyte,3,73,35.0
electrolyte,3,75,22.5
electrolyte,3,77,22.5
electrolyte,3,79,25.0
electrolyte,3,81,25.0
electrolyte,3,83,25.0
electrolyte,3,85,35.0
electrolyte,3,87,32.5
electrolyte,3,89,32.5
electrolyte,3,91,30.0
electrolyte,3,93,25.0
electrolyte,3,95,0.0
electrolyte,5,0,0.0
electrolyte,5,1,35.0
electrolyte,5,3,35.0
electrolyte,5,5,35.0
electrolyte,5,7,35.0
electrolyte,5,9,35.0
electrolyte,5,11,22.5
electrolyte,5,13,15.0
electrolyte,5,15,12.5
electrolyte,5,17,15.0
electrolyte,5,19,20.0
electrolyte,5,21,20.0
electrolyte,5,23,20.0
electrolyte,5,25,20.0
electrolyte,5,27,20.0
electrolyte,5,29,20.0
electrolyte,5,31,35.0
electrolyte,5,32,35.0
electrolyte,5,34,35.0
electrolyte,5,36,27.5
electrolyte,5,38,17.5
electrolyte,5,40,7.5
electrolyte,5,42,7.5
electrolyte,5,44,25.0
electrolyte,5,46,27.5
electrolyte,5,48,35.0
electrolyte,5,50,35.0
electrolyte,5,52,27.5
electrolyte,5,54,22.5
electrolyte,5,56,20.0
electrolyte,5,58,15.0
electrolyte,5,60,12.5
electrolyte,5,62,12.5
electrolyte,5,63,15.0
electrolyte,5,65,35.0
electrolyte,5,67,35.0
electrolyte,5,69,35.0
electrolyte,5,71,35.0
electrolyte,5,73,25.0
electrolyte,5,75,17.5
electrolyte,5,77,22.5
electrolyte,5,79,25.0
electrolyte,5,81,25.0
electrolyte,5,83,25.0
electrolyte,5,85,25.0
electrolyte,5,87,27.5
electrolyte,5,89,30.0
electrolyte,5,91,32.5
electrolyte,5,93,32.5
electrolyte,5,95,0.0
electrolyte,7,0,0.0
electrolyte,7,1,25.0
electrolyte,7,3,35.0
electrolyte,7,5,35.0
electrolyte,7,7,35.0
electrolyte,7,9,27.5
electrolyte,7,11,27.5
electrolyte,7,13,15.0
electrolyte,7,15,12.5
electrolyte,7,17,22.5
electrolyte,7,19,25.0
electrolyte,7,21,27.5
electrolyte,7,23,27.5
electrolyte,7,25,22.5
electrolyte,7,27,22.5
electrolyte,7,29,22.5
electrolyte,7,31,30.0
electrolyte,7,32,35.0
electrolyte,7,34,35.0
electrolyte,7,36,27.5
electrolyte,7,38,12.5
electrolyte,7,40,12.5
electrolyte,7,42,12.5
electrolyte,7,44,35.0
electrolyte,7,46,35.0
electrolyte,7,48,35.0
electrolyte,7,50,35.0
electrolyte,7,52,27.5
electrolyte,7,54,22.5
electrolyte,7,56,22.5
electrolyte,7,58,17.5
electrolyte,7,60,12.5
electrolyte,7,62,12.5
electrolyte,7,63,12.5
electrolyte,7,65,35.0
electrolyte,7,67,35.0
electrolyte,7,69,35.0
electrolyte,7,71,27.5
electrolyte,7,73,20.0
electrolyte,7,75,7.5
electrolyte,7,77,7.5
electrolyte,7,79,17.5
electrolyte,7,81,25.0
electrolyte,7,83,25.0
electrolyte,7,85,25.0
electrolyte,7,87,27.5
electrolyte,7,89,32.5
electrolyte,7,91,32.5
electrolyte,7,93,32.5
electrolyte,7,95,0.0
electrolyte,9,0,0.0
electrolyte,9,1,27.5
electrolyte,9,3,35.0
electrolyte,9,5,35.0
electrolyte,9,7,35.0
electrolyte,9,9,27.5
electrolyte,9,11,27.5
electrolyte,9,13,27.5
electrolyte,9,15,27.5
electrolyte,9,17,27.5
electrolyte,9,19,27.5
electrolyte,9,21,27.5
electrolyte,9,23,30.0
electrolyte,9,25,30.0
electrolyte,9,27,30.0
electrolyte,9,29,30.0
electrolyte,9,31,30.0
electrolyte,9,32,30.0
electrolyte,9,34,30.0
electrolyte,9,36,17.5
electrolyte,9,38,15.0
electrolyte,9,40,15.0
electrolyte,9,42,17.5
electrolyte,9,44,32.5
electrolyte,9,46,32.5
electrolyte,9,48,32.5
electrolyte,9,50,35.0
electrolyte,9,52,35.0
electrolyte,9,54,25.0
electrolyte,9,56,20.0
electrolyte,9,58,15.0
electrolyte,9,60,12.5
electrolyte,9,62,27.5
electrolyte,9,63,27.5
electrolyte,9,65,30.0
electrolyte,9,67,32.5
electrolyte,9,69,35.0
electrolyte,9,71,35.0
electrolyte,9,73,10.0
electrolyte,9,75,2.5
electrolyte,9,77,5.0
electrolyte,9,79,7.5
electrolyte,9,81,17.5
electrolyte,9,83,25.0
electrolyte,9,85,25.0
electrolyte,9,87,27.5
electrolyte,9,89,35.0
electrolyte,9,91,32.5
electrolyte,9,93,32.5
electrolyte,9,95,0.0
electrolyte,11,0,0.0
electrolyte,11,1,35.0
electrolyte,11,3,35.0
electrolyte,11,5,27.5
electrolyte,11,7,27.5
electrolyte,11,9,27.5
electrolyte,11,11,27.5
electrolyte,11,13,27.5
electrolyte,11,15,32.5
electrolyte,11,17,30.0
electrolyte,11,19,30.0
electrolyte,11,21,30.0
electrolyte,11,23,30.0
electrolyte,11,25,30.0
electrolyte,11,27,30.0
electrolyte,11,29,27.5
electrolyte,11,31,25.0
electrolyte,11,32,25.0
electrolyte,11,34,25.0
electrolyte,11,36,17.5
electrolyte,11,38,15.0
electrolyte,11,40,22.5
electrolyte,11,42,32.5
electrolyte,11,44,32.5
electrolyte,11,46,32.5
electrolyte,11,48,30.0
electrolyte,11,50,30.0
electrolyte,11,52,27.5
electrolyte,11,54,10.0
electrolyte,11,56,7.5
electrolyte,11,58,7.5
electrolyte,11,60,12.5
electrolyte,11,62,27.5
electrolyte,11,63,27.5
electrolyte,11,65,30.0
electrolyte,11,67,27.5
electrolyte,11,69,27.5
electrolyte,11,71,12.5
electrolyte,11,73,10.0
electrolyte,11,75,0.0
electrolyte,11,77,0.0
electrolyte,11,79,5.0
electrolyte,11,81,17.5
electrolyte,11,83,27.5
electrolyte,11,85,30.0
electrolyte,11,87,35.0
electrolyte,11,89,35.0
electrolyte,11,91,35.0
electrolyte,11,93,32.5
electrolyte,11,95,0.0
electrolyte,13,0,0.0
electrolyte,13,1,35.0
electrolyte,13,3,35.0
electrolyte,13,5,27.5
electrolyte,13,7,27.5
electrolyte,13,9,27.5
electrolyte,13,11,25.0
electrolyte,13,13,27.5
electrolyte,13,15,35.0
electrolyte,13,17,32.5
electrolyte,13,19,30.0
electrolyte,13,21,30.0
electrolyte,13,23,30.0
electrolyte,13,25,32.5
electrolyte,13,27,35.0
electrolyte,13,29,30.0
electrolyte,13,31,30.0
electrolyte,13,32,30.0
electrolyte,13,34,30.0
electrolyte,13,36,30.0
electrolyte,13,38,30.0
electrolyte,13,40,30.0
electrolyte,13,42,32.5
electrolyte,13,44,32.5
electrolyte,13,46,32.5
electrolyte,13,48,30.0
electrolyte,13,50,30.0
electrolyte,13,52,25.0
electrolyte,13,54,20.0
electrolyte,13,56,12.5
electrolyte,13,58,15.0
electrolyte,13,60,35.0
electrolyte,13,62,30.0
electrolyte,13,63,30.0
electrolyte,13,65,30.0
electrolyte,13,67,27.5
electrolyte,13,69,27.5
electrolyte,13,71,12.5
electrolyte,13,73,10.0
electrolyte,13,75,7.5
electrolyte,13,77,0.0
electrolyte,13,79,2.5
electrolyte,13,81,20.0
electrolyte,13,83,30.0
electrolyte,13,85,32.5
electrolyte,13,87,35.0
electrolyte,13,89,35.0
electrolyte,13,91,35.0
electrolyte,13,93,32.5
electrolyte,13,95,0.0
electrolyte,15,0,0.0
electrolyte,15,1,35.0
electrolyte,15,3,35.0
electrolyte,15,5,35.0
electrolyte,15,7,35.0
electrolyte,15,9,27.5
electrolyte,15,11,35.0
electrolyte,15,13,35.0
electrolyte,15,15,35.0
electrolyte,15,17,35.0
electrolyte,15,19,32.5
electrolyte,15,21,32.5
electrolyte,15,23,32.5
electrolyte,15,25,35.0
electrolyte,15,27,35.0
electrolyte,15,29,35.0
electrolyte,15,31,30.0
electrolyte,15,32,30.0
electrolyte,15,34,30.0
electrolyte,15,36,30.0
electrolyte,15,38,32.5
electrolyte,15,40,32.5
electrolyte,15,42,32.5
electrolyte,15,44,32.5
electrolyte,15,46,32.5
electrolyte,15,48,32.5
electrolyte,15,50,32.5
electrolyte,15,52,30.0
electrolyte,15,54,22.5
electrolyte,15,56,22.5
electrolyte,15,58,25.0
electrolyte,15,60,35.0
electrolyte,15,62,35.0
electrolyte,15,63,35.0
electrolyte,15,65,32.5
electrolyte,15,67,32.5
electrolyte,15,69,32.5
electrolyte,15,71,32.5
electrolyte,15,73,10.0
electrolyte,15,75,7.5
electrolyte,15,77,7.5
electrolyte,15,79,32.5
electrolyte,15,81,30.0
electrolyte,15,83,35.0
electrolyte,15,85,35.0
electrolyte,15,87,35.0
electrolyte,15,89,35.0
electrolyte,15,91,35.0
electrolyte,15,93,32.5
electrolyte,15,95,0.0
electrolyte,17,0,0.0
electrolyte,17,1,35.0
electrolyte,17,3,35.0
electrolyte,17,5,35.0
electrolyte,17,7,35.0
electrolyte,17,9,35.0
electrolyte,17,11,35.0
electrolyte,17,13,35.0
electrolyte,17,15,35.0
electrolyte,17,17,35.0
electrolyte,17,19,35.0
electrolyte,17,21,32.5
electrolyte,17,23,32.5
electrolyte,17,25,35.0
electrolyte,17,27,35.0
electrolyte,17,29,30.0
electrolyte,17,31,30.0
electrolyte,17,32,30.0
electrolyte,17,34,30.0
electrolyte,17,36,32.5
electrolyte,17,38,32.5
electrolyte,17,40,32.5
electrolyte,17,42,35.0
electrolyte,17,44,35.0
electrolyte,17,46,35.0
electrolyte,17,48,35.0
electrolyte,17,50,35.0
electrolyte,17,52,35.0
electrolyte,17,54,35.0
electrolyte,17,56,35.0
electrolyte,17,58,35.0
electrolyte,17,60,35.0
electrolyte,17,62,35.0
electrolyte,17,63,35.0
electrolyte,17,65,35.0
electrolyte,17,67,35.0
electrolyte,17,69,35.0
electrolyte,17,71,35.0
electrolyte,17,73,35.0
electrolyte,17,75,32.5
electrolyte,17,77,32.5
electrolyte,17,79,32.5
electrolyte,17,81,32.5
electrolyte,17,83,35.0
electrolyte,17,85,32.5
electrolyte,17,87,30.0
electrolyte,17,89,30.0
electrolyte,17,91,30.0
electrolyte,17,93,27.5
electrolyte,17,95,0.0
electrolyte,19,0,0.0
electrolyte,19,1,35.0
electrolyte,19,3,35.0
electrolyte,19,5,35.0
electrolyte,19,7,35.0
electrolyte,19,9,35.0
electrolyte,19,11,35.0
electrolyte,19,13,35.0
electrolyte,19,15,35.0
electrolyte,19,17,35.0
electrolyte,19,19,35.0
electrolyte,19,21,35.0
electrolyte,19,23,35.0
electrolyte,19,25,35.0
electrolyte,19,27,20.0
electrolyte,19,29,20.0
electrolyte,19,31,20.0
electrolyte,19,32,20.0
electrolyte,19,34,22.5
electrolyte,19,36,32.5
electrolyte,19,38,35.0
electrolyte,19,40,35.0
electrolyte,19,42,35.0
electrolyte,19,44,35.0
electrolyte,19,46,35.0
electrolyte,19,48,35.0
electrolyte,19,50,35.0
electrolyte,19,52,35.0
electrolyte,19,54,35.0
electrolyte,19,56,35.0
electrolyte,19,58,35.0
electrolyte,19,60,35.0
electrolyte,19,62,35.0
electrolyte,19,63,35.0
electrolyte,19,65,35.0
electrolyte,19,67,35.0
electrolyte,19,69,32.5
electrolyte,19,71,32.5
electrolyte,19,73,32.5
electrolyte,19,75,32.5
electrolyte,19,77,32.5
electrolyte,19,79,32.5
electrolyte,19,81,32.5
electrolyte,19,83,35.0
electrolyte,19,85,32.5
electrolyte,19,87,30.0
electrolyte,19,89,30.0
electrolyte,19,91,27.5
electrolyte,19,93,15.0
electrolyte,19,95,0.0
electrolyte,21,0,0.0
electrolyte,21,1,35.0
electrolyte,21,3,35.0
electrolyte,21,5,35.0
electrolyte,21,7,35.0
electrolyte,21,9,35.0
electrolyte,21,11,35.0
electrolyte,21,13,35.0
electrolyte,21,15,35.0
electrolyte,21,17,35.0
electrolyte,21,19,35.0
electrolyte,21,21,35.0
electrolyte,21,23,35.0
electrolyte,21,25,35.0
electrolyte,21,27,20.0
electrolyte,21,29,20.0
electrolyte,21,31,20.0
electrolyte,21,32,20.0
electrolyte,21,34,27.5
electrolyte,21,36,35.0
electrolyte,21,38,35.0
electrolyte,21,40,35.0
electrolyte,21,42,35.0
electrolyte,21,44,35.0
electrolyte,21,46,35.0
electrolyte,21,48,35.0
electrolyte,21,50,35.0
electrolyte,21,52,35.0
electrolyte,21,54,35.0
electrolyte,21,56,35.0
electrolyte,21,58,25.0
electrolyte,21,60,25.0
electrolyte,21,62,25.0
electrolyte,21,63,27.5
electrolyte,21,65,32.5
electrolyte,21,67,32.5
electrolyte,21,69,30.0
electrolyte,21,71,30.0
electrolyte,21,73,32.5
electrolyte,21,75,32.5
electrolyte,21,77,32.5
electrolyte,21,79,35.0
electrolyte,21,81,35.0
electrolyte,21,83,35.0
electrolyte,21,85,35.0
electrolyte,21,87,30.0
electrolyte,21,89,30.0
electrolyte,21,91,17.5
electrolyte,21,93,15.0
electrolyte,21,95,0.0
electrolyte,23,0,0.0
electrolyte,23,1,35.0
electrolyte,23,3,35.0
electrolyte,23,5,35.0
electrolyte,23,7,35.0
electrolyte,23,9,35.0
electrolyte,23,11,30.0
electrolyte,23,13,30.0
electrolyte,23,15,32.5
electrolyte,23,17,35.0
electrolyte,23,19,35.0
electrolyte,23,21,32.5
electrolyte,23,23,32.5
electrolyte,23,25,32.5
electrolyte,23,27,32.5
electrolyte,23,29,22.5
electrolyte,23,31,22.5
electrolyte,23,32,22.5
electrolyte,23,34,25.0
electrolyte,23,36,35.0
electrolyte,23,38,35.0
electrolyte,23,40,35.0
electrolyte,23,42,35.0
electrolyte,23,44,35.0
electrolyte,23,46,35.0
electrolyte,23,48,35.0
electrolyte,23,50,35.0
electrolyte,23,52,35.0
electrolyte,23,54,25.0
electrolyte,23,56,25.0
electrolyte,23,58,22.5
electrolyte,23,60,22.5
electrolyte,23,62,22.5
electrolyte,23,63,17.5
electrolyte,23,65,15.0
electrolyte,23,67,15.0
electrolyte,23,69,12.5
electrolyte,23,71,15.0
electrolyte,23,73,17.5
electrolyte,23,75,22.5
electrolyte,23,77,32.5
electrolyte,23,79,35.0
electrolyte,23,81,35.0
electrolyte,23,83,35.0
electrolyte,23,85,35.0
electrolyte,23,87,35.0
electrolyte,23,89,35.0
electrolyte,23,91,35.0
electrolyte,23,93,17.5
electrolyte,23,95,0.0
electrolyte,25,0,0.0
electrolyte,25,1,35.0
electrolyte,25,3,35.0
electrolyte,25,5,35.0
electrolyte,25,7,35.0
electrolyte,25,9,25.0
electrolyte,25,11,22.5
electrolyte,25,13,22.5
electrolyte,25,15,25.0
electrolyte,25,17,27.5
electrolyte,25,19,30.0
electrolyte,25,21,30.0
electrolyte,25,23,32.5
electrolyte,25,25,32.5
electrolyte,25,27,32.5
electrolyte,25,29,32.5
electrolyte,25,31,32.5
electrolyte,25,32,32.5
electrolyte,25,34,32.5
electrolyte,25,36,35.0
electrolyte,25,38,35.0
electrolyte,25,40,35.0
electrolyte,25,42,35.0
electrolyte,25,44,35.0
electrolyte,25,46,35.0
electrolyte,25,48,35.0
electrolyte,25,50,25.0
electrolyte,25,52,20.0
electrolyte,25,54,22.5
electrolyte,25,56,22.5
electrolyte,25,58,22.5
electrolyte,25,60,22.5
electrolyte,25,62,22.5
electrolyte,25,63,20.0
electrolyte,25,65,15.0
electrolyte,25,67,15.0
electrolyte,25,69,0.0
electrolyte,25,71,5.0
electrolyte,25,73,10.0
electrolyte,25,75,20.0
electrolyte,25,77,22.5
electrolyte,25,79,35.0
electrolyte,25,81,35.0
electrolyte,25,83,35.0
electrolyte,25,85,35.0
electrolyte,25,87,35.0
electrolyte,25,89,35.0
electrolyte,25,91,35.0
electrolyte,25,93,17.5
electrolyte,25,95,0.0
electrolyte,27,0,0.0
electrolyte,27,1,35.0
electrolyte,27,3,35.0
electrolyte,27,5,27.5
electrolyte,27,7,27.5
electrolyte,27,9,25.0
electrolyte,27,11,20.0
electrolyte,27,13,22.5
electrolyte,27,15,22.5
electrolyte,27,17,25.0
electrolyte,27,19,27.5
electrolyte,27,21,30.0
electrolyte,27,23,30.0
electrolyte,27,25,32.5
electrolyte,27,27,35.0
electrolyte,27,29,35.0
electrolyte,27,31,32.5
electrolyte,27,32,32.5
electrolyte,27,34,35.0
electrolyte,27,36,35.0
electrolyte,27,38,35.0
electrolyte,27,40,35.0
electrolyte,27,42,35.0
electrolyte,27,44,35.0
electrolyte,27,46,27.5
electrolyte,27,48,22.5
electrolyte,27,50,20.0
electrolyte,27,52,20.0
electrolyte,27,54,22.5
electrolyte,27,56,25.0
electrolyte,27,58,25.0
electrolyte,27,60,25.0
electrolyte,27,62,25.0
electrolyte,27,63,25.0
electrolyte,27,65,35.0
electrolyte,27,67,35.0
electrolyte,27,69,35.0
electrolyte,27,71,22.5
electrolyte,27,73,20.0
electrolyte,27,75,20.0
electrolyte,27,77,22.5
electrolyte,27,79,35.0
electrolyte,27,81,35.0
electrolyte,27,83,35.0
electrolyte,27,85,35.0
electrolyte,27,87,35.0
electrolyte,27,89,35.0
electrolyte,27,91,35.0
electrolyte,27,93,35.0
electrolyte,27,95,0.0
electrolyte,29,0,0.0
electrolyte,29,1,27.5
electrolyte,29,3,27.5
electrolyte,29,5,25.0
electrolyte,29,7,25.0
electrolyte,29,9,17.5
electrolyte,29,11,15.0
electrolyte,29,13,20.0
electrolyte,29,15,22.5
electrolyte,29,17,22.5
electrolyte,29,19,25.0
electrolyte,29,21,27.5
electrolyte,29,23,30.0
electrolyte,29,25,35.0
electrolyte,29,27,35.0
electrolyte,29,29,35.0
electrolyte,29,31,35.0
electrolyte,29,32,35.0
electrolyte,29,34,35.0
electrolyte,29,36,35.0
electrolyte,29,38,35.0
electrolyte,29,40,35.0
electrolyte,29,42,35.0
electrolyte,29,44,27.5
electrolyte,29,46,22.5
electrolyte,29,48,22.5
electrolyte,29,50,20.0
electrolyte,29,52,17.5
electrolyte,29,54,25.0
electrolyte,29,56,27.5
electrolyte,29,58,27.5
electrolyte,29,60,35.0
electrolyte,29,62,35.0
electrolyte,29,63,35.0
electrolyte,29,65,35.0
electrolyte,29,67,35.0
electrolyte,29,69,35.0
electrolyte,29,71,27.5
electrolyte,29,73,25.0
electrolyte,29,75,22.5
electrolyte,29,77,25.0
electrolyte,29,79,35.0
electrolyte,29,81,35.0
electrolyte,29,83,35.0
electrolyte,29,85,35.0
electrolyte,29,87,35.0
electrolyte,29,89,35.0
electrolyte,29,91,35.0
electrolyte,29,93,35.0
electrolyte,29,95,0.0
electrolyte,31,0,0.0
electrolyte,31,1,22.5
electrolyte,31,3,22.5
electrolyte,31,5,17.5
electrolyte,31,7,17.5
electrolyte,31,9,17.5
electrolyte,31,11,17.5
electrolyte,31,13,15.0
electrolyte,31,15,12.5
electrolyte,31,17,20.0
electrolyte,31,19,22.5
electrolyte,31,21,15.0
electrolyte,31,23,27.5
electrolyte,31,25,35.0
electrolyte,31,27,35.0
electrolyte,31,29,35.0
electrolyte,31,31,35.0
electrolyte,31,32,35.0
electrolyte,31,34,35.0
electrolyte,31,36,35.0
electrolyte,31,38,35.0
electrolyte,31,40,35.0
electrolyte,31,42,35.0
electrolyte,31,44,30.0
electrolyte,31,46,25.0
electrolyte,31,48,27.5
electrolyte,31,50,25.0
electrolyte,31,52,20.0
electrolyte,31,54,27.5
electrolyte,31,56,35.0
electrolyte,31,58,35.0
electrolyte,31,60,35.0
electrolyte,31,62,35.0
electrolyte,31,63,35.0
electrolyte,31,65,35.0
electrolyte,31,67,35.0
electrolyte,31,69,35.0
electrolyte,31,71,35.0
electrolyte,31,73,27.5
electrolyte,31,75,25.0
electrolyte,31,77,25.0
electrolyte,31,79,35.0
electrolyte,31,81,27.5
electrolyte,31,83,27.5
electrolyte,31,85,27.5
electrolyte,31,87,35.0
electrolyte,31,89,35.0
electrolyte,31,91,35.0
electrolyte,31,93,35.0
electrolyte,31,95,0.0
electrolyte,32,0,0.0
electrolyte,32,1,22.5
electrolyte,32,3,22.5
electrolyte,32,5,20.0
electrolyte,32,7,17.5
electrolyte,32,9,17.5
electrolyte,32,11,17.5
electrolyte,32,13,12.5
electrolyte,32,15,10.0
electrolyte,32,17,7.5
electrolyte,32,19,5.0
electrolyte,32,21,5.0
electrolyte,32,23,10.0
electrolyte,32,25,17.5
electrolyte,32,27,35.0
electrolyte,32,29,35.0
electrolyte,32,31,35.0
electrolyte,32,32,35.0
electrolyte,32,34,35.0
electrolyte,32,36,35.0
electrolyte,32,38,35.0
electrolyte,32,40,35.0
electrolyte,32,42,35.0
electrolyte,32,44,35.0
electrolyte,32,46,35.0
electrolyte,32,48,30.0
electrolyte,32,50,25.0
electrolyte,32,52,22.5
electrolyte,32,54,30.0
electrolyte,32,56,35.0
electrolyte,32,58,35.0
electrolyte,32,60,35.0
electrolyte,32,62,35.0
electrolyte,32,63,35.0
electrolyte,32,65,35.0
electrolyte,32,67,35.0
electrolyte,32,69,35.0
electrolyte,32,71,35.0
electrolyte,32,73,25.0
electrolyte,32,75,15.0
electrolyte,32,77,15.0
electrolyte,32,79,17.5
electrolyte,32,81,20.0
electrolyte,32,83,22.5
electrolyte,32,85,27.5
electrolyte,32,87,35.0
electrolyte,32,89,35.0
electrolyte,32,91,27.5
electrolyte,32,93,27.5
electrolyte,32,95,0.0
electrolyte,34,0,0.0
electrolyte,34,1,32.5
electrolyte,34,3,35.0
electrolyte,34,5,35.0
electrolyte,34,7,35.0
electrolyte,34,9,27.5
electrolyte,34,11,27.5
electrolyte,34,13,10.0
electrolyte,34,15,5.0
electrolyte,34,17,2.5
electrolyte,34,19,0.0
electrolyte,34,21,0.0
electrolyte,34,23,7.5
electrolyte,34,25,10.0
electrolyte,34,27,7.5
electrolyte,34,29,30.0
electrolyte,34,31,30.0
electrolyte,34,32,30.0
electrolyte,34,34,32.5
electrolyte,34,36,35.0
electrolyte,34,38,35.0
electrolyte,34,40,35.0
electrolyte,34,42,35.0
electrolyte,34,44,35.0
electrolyte,34,46,35.0
electrolyte,34,48,35.0
electrolyte,34,50,35.0
electrolyte,34,52,30.0
electrolyte,34,54,30.0
electrolyte,34,56,32.5
electrolyte,34,58,35.0
electrolyte,34,60,35.0
electrolyte,34,62,35.0
electrolyte,34,63,35.0
electrolyte,34,65,35.0
electrolyte,34,67,35.0
electrolyte,34,69,35.0
electrolyte,34,71,35.0
electrolyte,34,73,22.5
electrolyte,34,75,17.5
electrolyte,34,77,17.5
electrolyte,34,79,17.5
electrolyte,34,81,17.5
electrolyte,34,83,17.5
electrolyte,34,85,22.5
electrolyte,34,87,27.5
electrolyte,34,89,27.5
electrolyte,34,91,27.5
electrolyte,34,93,27.5
electrolyte,34,95,0.0
electrolyte,36,0,0.0
electrolyte,36,1,32.5
electrolyte,36,3,32.5
electrolyte,36,5,35.0
electrolyte,36,7,35.0
electrolyte,36,9,27.5
electrolyte,36,11,22.5
electrolyte,36,13,15.0
electrolyte,36,15,15.0
electrolyte,36,17,12.5
electrolyte,36,19,15.0
electrolyte,36,21,20.0
electrolyte,36,23,17.5
electrolyte,36,25,15.0
electrolyte,36,27,17.5
electrolyte,36,29,22.5
electrolyte,36,31,30.0
electrolyte,36,32,30.0
electrolyte,36,34,32.5
electrolyte,36,36,35.0
electrolyte,36,38,35.0
electrolyte,36,40,35.0
electrolyte,36,42,35.0
electrolyte,36,44,35.0
electrolyte,36,46,35.0
electrolyte,36,48,35.0
electrolyte,36,50,35.0
electrolyte,36,52,27.5
electrolyte,36,54,27.5
electrolyte,36,56,27.5
electrolyte,36,58,32.5
electrolyte,36,60,35.0
electrolyte,36,62,35.0
electrolyte,36,63,35.0
electrolyte,36,65,35.0
electrolyte,36,67,35.0
electrolyte,36,69,35.0
electrolyte,36,71,35.0
electrolyte,36,73,22.5
electrolyte,36,75,20.0
electrolyte,36,77,20.0
electrolyte,36,79,20.0
electrolyte,36,81,20.0
electrolyte,36,83,22.5
electrolyte,36,85,22.5
electrolyte,36,87,27.5
electrolyte,36,89,27.5
electrolyte,36,91,27.5
electrolyte,36,93,25.0
electrolyte,36,95,0.0
electrolyte,38,0,0.0
electrolyte,38,1,32.5
electrolyte,38,3,32.5
electrolyte,38,5,32.5
electrolyte,38,7,35.0
electrolyte,38,9,27.5
electrolyte,38,11,15.0
electrolyte,38,13,15.0
electrolyte,38,15,15.0
electrolyte,38,17,22.5
electrolyte,38,19,25.0
electrolyte,38,21,27.5
electrolyte,38,23,32.5
electrolyte,38,25,35.0
electrolyte,38,27,25.0
electrolyte,38,29,20.0
electrolyte,38,31,20.0
electrolyte,38,32,22.5
electrolyte,38,34,35.0
electrolyte,38,36,35.0
electrolyte,38,38,35.0
electrolyte,38,40,35.0
electrolyte,38,42,35.0
electrolyte,38,44,35.0
electrolyte,38,46,35.0
electrolyte,38,48,35.0
electrolyte,38,50,35.0
electrolyte,38,52,27.5
electrolyte,38,54,27.5
