sample_id,film_material,substrate,sintering_temperature_c,cooling_rate_c_per_min,delta_alpha_k_inv,porosity_fraction,film_thickness_um,substrate_thickness_mm,film_youngs_modulus_gpa,film_poisson_ratio,film_fracture_toughness_mpa_sqrt_m,substrate_youngs_modulus_gpa,substrate_poisson_ratio,substrate_cte_k_inv,interface_toughness_j_m2,delta_t_c,thermal_strain,film_effective_modulus_gpa,gradient_factor,thermal_stress_mpa,stress_hotspot_score,crack_initiation_risk,delamination_probability,crack_initiation_label,delamination_label
5664,ZrO2,Glass,1263.75449730396,7.526792062052895,2.2786479030424337e-06,0.19628796461555573,894.4899142528575,0.817354381491181,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1238.75449730396,0.002822685337666053,138.9630765133947,1.3916075237231738,945.9518831164411,0.45554064651782783,0.6997925851514488,1.0,1,1
9002,Si3N4,Ni,1433.1703759863858,7.216176155860784,1.979207572327692e-06,0.12294857016542914,319.6651990103661,1.682770042872948,300.0,0.26,4.0,200.0,0.31,1.33e-05,10.0,1408.1703759863858,0.002787061471279788,234.00072975025074,1.372970569351647,1505.3756313432057,0.4818426258741876,0.7652818485832683,1.0,1,1
7171,Si3N4,Inconel,1416.22355367593,1.071646131359372,2.724052831637773e-06,0.06078469352634098,864.7643243436994,1.6065794964365852,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1391.22355367593,0.003789766460832082,266.3503150111003,1.0042987678815622,1531.5816603106323,0.4251826097495142,0.8195102471750642,1.0,1,1
6649,ZrO2,Glass,1256.6956963180946,3.992784898658158,2.6068555764050425e-06,0.22830235633022625,593.4729750870729,1.5368039160236877,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1231.6956963180946,0.0032108527943809167,128.75841138046115,1.1795670939194896,700.0000048389078,0.4194408389284847,0.6267866037764676,1.0,1,1
11585,Al2O3,Ni,1369.632786054386,9.555989076138408,2.592023573480828e-06,0.2848446046383386,528.2792184588526,1.953018836482198,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1344.632786054386,0.003485319879128172,202.090860937837,1.5133593445683045,1482.3049385779839,0.5577415534286484,0.907162512548157,1.0,1,1
2148,TiO2,Si,1394.4960299958982,7.413499151776646,2.2694974484510185e-06,0.2897642671357764,906.0900996535606,1.998191262255934,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1369.4960299958982,0.0031080677457394905,120.75342467697357,1.3848099491065988,1032.1784260562813,0.49705676194406956,0.9078995161155953,1.0,1,1
1985,Si3N4,Inconel,1313.1756021948715,9.326615273630521,2.3395144942062657e-06,0.35318748301856207,215.82499228002294,1.3091615002457926,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1288.1756021948715,0.003013705492417787,132.36331218288615,1.4995969164178313,1018.4003498748808,0.529877658268899,0.7800740201062604,1.0,1,1
10491,ZrO2,Glass,1201.0362674571384,4.847359244952589,2.56414367164017e-06,0.33147633938492166,507.17824399039205,1.9790643205029346,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1176.0362674571384,0.003015525952819548,98.50761110052952,1.2308415546971554,559.2269411014177,0.43903881118184884,0.437781889842097,1.0,0,1
3601,ZrO2,Steel,1264.8202633688688,7.516200570670364,2.173615346370013e-06,0.22337056696928057,759.7684488271187,0.9225625786887017,210.0,0.28,2.5,210.0,0.3,1.2e-05,12.0,1239.8202633688688,0.0026948923511990845,130.30518730482265,1.3909720342402219,786.2011863916663,0.4467702173280982,0.8531048981326829,1.0,1,1
5064,ZrO2,Inconel,1464.2203262712565,4.735562718127829,2.295744785013408e-06,0.07899779366146105,217.45923702194818,1.4940167427009525,210.0,0.28,2.5,210.0,0.29,1.3e-05,14.0,1439.2203262712565,0.0033040825585225328,179.6593634443156,1.2241337630876696,1218.1092634620366,0.4260785602732413,0.841818041302777,1.0,1,1
1943,Al2O3,Si,1262.0954443829921,2.067590754057621,2.1921440197554673e-06,0.2950152232280797,684.8630397142524,1.1830300551268338,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1237.0954443829921,0.0027118913802709086,196.76463065154573,1.0640554452434572,998.6066904800617,0.46253687053745834,0.8295444621796653,1.0,1,1
2691,ZrO2,Glass,1225.492694844709,3.2625466737366806,2.0636909081519678e-06,0.19941482053899764,606.6198835531552,1.5362309271570607,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1200.492694844709,0.0024774458596538806,137.94931175790344,1.1357528004242008,799.1637284159095,0.41731177618924414,0.7641576375903703,1.0,1,1
11686,ZrO2,Ni,1488.3512459173742,2.5176740304235796,2.433394385335528e-06,0.48785904140777603,398.38888500338624,0.8569806501821076,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1463.3512459173742,0.003560910705589088,60.32746044784375,1.0910604418254148,339.13857300466975,0.4419967644509163,0.5403693916146903,1.0,1,1
2924,SiC,Ni,1231.5097130152299,2.036403607067479,2.4702739021979925e-06,0.12744736492200678,990.2707099942469,1.7651077979162275,450.0,0.17,3.0,200.0,0.31,1.33e-05,10.0,1206.5097130152299,0.0029804094568099118,347.6108494760373,1.0621842164240487,1980.7641557826653,0.48849748784142566,0.9869833961491229,1.0,1,1
3583,YSZ,Glass,1232.49858893803,2.1976121003443856,2.221387034189788e-06,0.27385530088084353,882.1792627001316,0.8576103663608986,200.0,0.23,2.0,70.0,0.22,8e-06,5.0,1207.49858893803,0.0026823217092694046,109.4343963129762,1.071856726020663,527.4052179000611,0.403799472599915,0.7763097344108417,1.0,1,1
4023,YSZ,Ni,1393.3741010433318,2.303459935427164,2.5149656454945875e-06,0.23349190166103,804.4460237863436,1.0331903248370016,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1368.3741010433318,0.003441413854308519,121.08640163423973,1.0782075961256299,727.071883471393,0.4149020511121924,0.9259125065822083,1.0,1,1
10421,SiC,Ni,1326.4943611366755,1.6072566782781879,2.755767974262387e-06,0.16830290274399587,422.7163293425499,1.4378008530872306,450.0,0.17,3.0,200.0,0.31,1.33e-05,10.0,1301.4943611366755,0.003586616479103536,317.57299431806575,1.0364354006966914,1647.442890969422,0.4765562704753725,0.9389349237419876,1.0,1,1
11884,Si3N4,Si,1441.484995439605,6.931482967498141,2.464746281708628e-06,0.07421681912445262,529.5644692665413,1.0390768583460863,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1416.484995439605,0.0034912761256058293,259.18360988411894,1.3558889780498884,2276.092995553043,0.5171140127953168,0.895780865809985,1.0,1,1
10243,YSZ,Glass,1266.6358836232823,8.303707327391635,1.751652628237294e-06,0.19097966528963295,122.44292607673933,1.2630879432490518,200.0,0.23,2.0,70.0,0.22,8e-06,5.0,1241.6358836232823,0.0021749147588624573,133.99290904968473,1.4382224396434982,639.978496462357,0.4234736218430341,0.6862077600134819,1.0,1,1
9866,YSZ,Steel,1451.970569017878,2.716525304996629,2.318461278817687e-06,0.16084557822139,945.5018764960987,0.845535607427983,200.0,0.23,2.0,210.0,0.3,1.2e-05,12.0,1426.970569017878,0.003308376010280392,143.535514281879,1.1029915182997978,969.4782858701477,0.41949386660146937,0.8823916240329336,1.0,1,1
6070,Al2O3,Steel,1414.5083544004606,1.0093898536377373,2.453061474721209e-06,0.06921310904853033,121.52259293286701,0.6290067828457946,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1389.5083544004606,0.003408549412983034,331.6664706937051,1.0005633912182643,2141.224613400771,0.4694354206522895,0.9113821276841658,1.0,1,1
4303,Al2O3,Glass,1324.0949817054304,1.372584763890305,2.220634745024031e-06,0.45697771860290515,952.2742446407635,1.426671703830363,380.0,0.22,3.5,70.0,0.22,8e-06,5.0,1299.0949817054304,0.0028848154534614366,121.48148044113697,1.0223550858334183,524.9028468427301,0.4514325672213062,0.49110792156643535,1.0,0,1
10404,TiO2,Inconel,1320.127298808769,8.157549932265288,2.263192375941953e-06,0.24813056643125023,707.453880324552,0.5261455458080146,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1295.127298808769,0.0029311222285383015,134.31167951502474,1.4294529959359172,1026.6298649031212,0.48620633381788925,0.9714612254562158,1.0,1,1
4268,Al2O3,Inconel,1445.2367548813809,3.0720924445099183,2.584947821862647e-06,0.20623534049815467,214.61772122668046,0.9932215587067432,380.0,0.22,3.5,210.0,0.29,1.3e-05,14.0,1420.2367548813809,0.0036712379060598994,245.64437551960563,1.124325546670595,1549.1707000950817,0.49164239222938455,0.929592737022938,1.0,1,1
9182,TiO2,Steel,1432.262927857274,2.3263182356576686,2.3114670002375597e-06,0.22845849797573,650.670045129941,0.6787936223179274,230.0,0.27,1.8,210.0,0.3,1.2e-05,12.0,1407.262927857274,0.0032528418183997783,140.9676464411526,1.07957909413946,944.1692982490591,0.43668892245922813,0.97769851506164,1.0,1,1
9333,Si3N4,Si,1484.5121322012103,7.096234643002067,2.2146821174217898e-06,0.4033442094958936,993.806066456355,0.7994597187877444,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1459.5121322012103,0.0032323554193461677,114.01916944748481,1.365774078580124,969.0200688712424,0.5270872944394285,0.7351909711891088,1.0,1,1
124,TiO2,Si,1499.3285858382474,8.462088758478853,2.704635058647785e-06,0.19884531467636984,213.61985835157085,1.1970107882920444,230.0,0.27,1.8,170.0,0.28,2.6e-06,9.0,1474.3285858382474,0.003987520781224735,151.2892655343565,1.4477253255087312,1373.191813306614,0.5063059684368872,0.9988033374049476,1.0,1,1
3716,SiC,Ni,1229.9933635967902,9.445754815401722,2.6003248119365815e-06,0.27397236010688436,991.7300253400559,1.863805212539209,450.0,0.17,3.0,200.0,0.31,1.33e-05,10.0,1204.9933635967902,0.0031333741415796525,246.1532780201411,1.5067452889241033,1809.9148265782453,0.5840420581843789,0.9933900826095832,1.0,1,1
6608,Al2O3,Glass,1493.1895085221024,3.5929822123142623,2.822046055837954e-06,0.2574063765353844,158.0502993979756,1.4996916535019646,380.0,0.22,3.5,70.0,0.22,8e-06,5.0,1468.1895085221024,0.0041432984117474635,216.81284673838047,1.1555789327388557,1542.135118649605,0.5133658067087783,0.8146519024742819,1.0,1,1
9102,SiC,Steel,1258.754446408746,2.726359752821242,1.7059804957198708e-06,0.12492220658450696,202.3951781892158,1.3829632979425726,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1233.754446408746,0.0021047610220809873,349.51176423791316,1.1035815851692745,990.4405259703054,0.4098323087186399,0.5349894467158808,1.0,1,1
9669,YSZ,Si,1345.205303307778,7.013296128114238,2.797078914784153e-06,0.5147968400229589,777.4887567188986,0.7258282560072608,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1320.205303307778,0.003692718417068403,52.08004236084795,1.3607977676868543,403.26574295338935,0.4852275719462181,0.7067780243184846,1.0,1,1
2557,TiO2,Ni,1451.8579080767602,8.043249706202863,1.9613284834680283e-06,0.08031718148055264,876.9142073741152,0.84151018169662,230.0,0.27,1.8,200.0,0.31,1.33e-05,10.0,1426.8579080767602,0.0027985370569725554,196.23671756868137,1.4225949823721717,1132.0465470176662,0.43634552470567706,0.9713847077725108,1.0,1,1
5551,SiC,Steel,1240.3482585995198,1.1877112042712743,2.509756723561713e-06,0.0957455932212794,283.2779934848385,1.7580280855870178,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1215.3482585995198,0.0030502284634891645,371.8502413374305,1.0112626722562765,2026.0325731149737,0.47375984910260127,0.9828028575830557,1.0,1,1
706,Al2O3,Si,1270.8608668112668,3.4303430185934656,2.277172214343456e-06,0.11331340748757347,124.24762523513763,1.6311693281237258,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1245.8608668112668,0.0028370397488404696,302.5789752781961,1.145820581115608,1566.287591698142,0.4608102686800336,0.8309293145692077,1.0,1,1
2380,YSZ,Si,1366.1611780255596,5.436827643249102,1.7336697882861655e-06,0.11595022599643612,755.7926180270192,1.2656575847528972,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1341.1611780255596,0.0023251306155651964,158.3589160049067,1.266209658594946,612.3321787749829,0.3824731068482299,0.6887609597885174,1.0,1,1
4666,YSZ,Ni,1421.8230281582278,5.091924985631334,2.5191157831362706e-06,0.17412402954547773,565.1218699825088,1.480828973391936,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1396.8230281582278,0.003518758936481591,139.29032075244626,1.24551549913788,1007.1683873120354,0.4408288216746836,0.9577578812178692,1.0,1,1
8576,ZrO2,Si,1290.9729665719929,2.3923914014733954,1.7745212497070612e-06,0.3205075673273042,553.3784884623738,1.8042073949915576,210.0,0.28,2.5,170.0,0.28,2.6e-06,9.0,1265.9729665719929,0.0022464959307366885,101.5325246713642,1.0835434840884037,498.79257299868806,0.4148960381987594,0.6711455212077241,1.0,1,1
11837,TiO2,Inconel,1435.268825219307,3.941935901523974,2.13538399675532e-06,0.249809971261895,828.0426736059724,1.7591545869890646,230.0,0.27,1.8,210.0,0.29,1.3e-05,14.0,1410.268825219307,0.0030114654804962336,133.7508820591187,1.1765161540914384,836.0305250807402,0.44111664595195765,0.8390883683806811,1.0,1,1
2601,YSZ,Glass,1460.837802587113,7.187071964426736,2.4632839008969903e-06,0.2381056514229753,312.4527627326413,1.1456800839423176,200.0,0.23,2.0,70.0,0.22,8e-06,5.0,1435.837802587113,0.0035368761434121463,119.7248266823901,1.3712243178656043,1109.0582853857359,0.4859068370250119,0.9186102508700809,1.0,1,1
293,YSZ,Ni,1388.7096394480177,3.7819139175582683,1.9642694582906983e-06,0.2217298193520322,507.518340066883,0.5518916864629038,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1363.7096394480177,0.002678693194744361,124.59220894840706,1.1669148350534961,559.9014399296317,0.4005229277324872,0.8075815668432749,1.0,1,1
5095,YSZ,Glass,1423.1048598728496,2.4467854535538414,2.1584496509222353e-06,0.24504320128825435,975.8755253079976,1.6561015179180292,200.0,0.23,2.0,70.0,0.22,8e-06,5.0,1398.1048598728496,0.003017738946745233,117.69189420003062,1.0868071272132305,645.9127518119815,0.4101770753263616,0.7147350001754246,1.0,1,1
80,TiO2,Glass,1470.5894910145416,6.321537312315217,2.6445064746229125e-06,0.12880944169369066,144.56235765695462,0.797511011149383,230.0,0.27,1.8,70.0,0.22,8e-06,5.0,1445.5894910145416,0.003822870768634796,177.1447915396313,1.319292238738913,1520.9205039472843,0.480119829357174,0.9327039267668921,1.0,1,1
350,ZrO2,Si,1462.2347123963486,8.181368305309176,2.4862934851117065e-06,0.32516983412083694,119.75044867585066,1.279199888944718,210.0,0.28,2.5,170.0,0.28,2.6e-06,9.0,1437.2347123963486,0.003573387302007439,100.2412307589767,1.4308820983185506,837.3901018934398,0.49079320175753566,0.8859354698563363,1.0,1,1
2548,SiC,Inconel,1226.08559559724,4.079568771278129,2.029413750848752e-06,0.0470123962685001,894.8401669511696,1.194962950919913,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1201.08559559724,0.0024374996236514023,410.69951817860954,1.1847741262766878,1582.2968231735376,0.44100422617807544,0.6448278416289838,1.0,1,1
9958,YSZ,Inconel,1249.343468712274,6.155160326270673,2.4677982694542586e-06,0.23830765806345927,698.2571039756419,1.8412572639883804,200.0,0.23,2.0,210.0,0.29,1.3e-05,14.0,1224.343468712274,0.003021432693305774,119.66538711638981,1.3093096195762404,701.5907723191532,0.4344440828464599,0.8265645935909018,1.0,1,1
10127,Al2O3,Si,1287.7186526032488,5.95281753535101,1.989897041953386e-06,0.0491324020079542,859.5263997848779,0.530380626325515,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1262.7186526032488,0.00251268011163457,345.3519913313154,1.2971690521210606,1768.7109169992132,0.46658484203076833,0.8987353259390617,1.0,1,1
9459,SiC,Inconel,1227.708820109732,9.330040936960975,2.364795612379217e-06,0.37003112439549024,296.90206768268314,1.7219056764780398,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1202.708820109732,0.002844160540765279,189.0772170155191,1.4998024562176584,1059.981957501325,0.5410642293275846,0.873794828430918,1.0,1,1
4833,YSZ,Inconel,1447.211159630642,2.0121852387922505,2.0455338453914503e-06,0.06666863393716088,885.828876128061,1.7178260773498697,200.0,0.23,2.0,210.0,0.29,1.3e-05,14.0,1422.211159630642,0.002909181062317901,175.46596631906735,1.060731114327535,990.8693375052528,0.3871167452633147,0.6109049966792479,1.0,1,1
11710,ZrO2,Glass,1429.8470897132784,8.776507840803625,2.576118917781763e-06,0.0545115363877068,229.1453243921226,1.5690446893987238,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1404.8470897132784,0.00361905316440103,188.8115119175818,1.4665904704482173,1395.3227281530135,0.4547158211964772,0.7442517692760052,1.0,1,1
4824,SiC,Si,1201.6756562931052,9.34253070528613,2.310144487017039e-06,0.16430089281911753,983.8746619256284,1.0990865869619468,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1176.6756562931052,0.0027182907803926736,320.455623909024,1.5005518423171678,2239.312587774799,0.5700525731374656,0.9884405376440992,1.0,1,1
10087,SiC,Si,1232.531640038837,9.190847198562036,2.326464642843672e-06,0.0847344616801258,162.54682350740885,1.9893727503808638,450.0,0.17,3.0,170.0,0.28,2.6e-06,9.0,1207.531640038837,0.002809279665665386,380.45990650696183,1.491450831913722,2105.4310096420504,0.5249821419349185,0.940498414962861,1.0,1,1
502,TiO2,Steel,1272.8140754499027,8.442793161382582,2.4223689590285124e-06,0.08038423018697147,105.93020565269396,1.6824179325461208,230.0,0.27,1.8,210.0,0.3,1.2e-05,12.0,1247.8140754499027,0.0030226660830087065,196.20964767208312,1.4465675896829548,1504.508930116579,0.4723481831234621,0.9777839944481548,1.0,1,1
9662,Al2O3,Glass,1378.7570962365655,6.6108376050993005,2.9564654075580426e-06,0.08906061077716075,511.75316605618286,1.2283490600824416,380.0,0.22,3.5,70.0,0.22,8e-06,5.0,1353.7570962365655,0.00400233602525963,318.4109120169542,1.336650256305958,2492.354998989036,0.534089365092728,0.9556889399367721,1.0,1,1
965,ZrO2,Inconel,1419.5494157022126,7.541758408341364,2.4714653536924236e-06,0.3267094379380455,737.8266371766478,1.97528074549777,210.0,0.28,2.5,210.0,0.29,1.3e-05,14.0,1394.5494157022126,0.0034465805649200316,99.81661600506283,1.3925055045004817,942.605027915809,0.5002353535445837,0.8785893081715002,1.0,1,1
5555,ZrO2,Ni,1217.9500278558126,3.765985856949112,2.3749098762427145e-06,0.016201783118177313,783.4979243092339,1.0060165502573826,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1192.9500278558126,0.0028331488030187905,203.58510061555063,1.1659591514169467,1052.1171722747067,0.3846568234718035,0.7801516252785012,1.0,1,1
5696,Al2O3,Ni,1305.5062196970878,1.8173984978670181,2.267910117064023e-06,0.19635744402377836,622.6429867787629,1.9376474466776423,380.0,0.22,3.5,200.0,0.31,1.33e-05,10.0,1280.5062196970878,0.002904073010614432,251.41616148648657,1.049043909872021,997.035776239895,0.42880341663066457,0.7907092539215939,1.0,1,1
3092,Si3N4,Glass,1263.8221229524793,9.75739009066582,2.2638132371792613e-06,0.20249950914755876,844.84129418962,0.9272057909755254,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1238.8221229524793,0.002804461920450337,195.6469136112421,1.5254434054399493,1585.76088466002,0.5362170930819978,0.8389576160820741,1.0,1,1
10807,Al2O3,Steel,1465.4042262306239,5.662208505107731,2.506147239756213e-06,0.024763235366173014,533.5121863030774,0.9650109698164436,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1440.4042262306239,0.003609865075701062,362.3306645620469,1.2797325103064638,2353.0906410089506,0.49234840215469333,0.9611652687463903,1.0,1,1
1222,TiO2,Glass,1396.5105765302578,3.73288634226279,2.52441732522464e-06,0.1208804862190114,734.2358480289666,1.5893780892477318,230.0,0.27,1.8,70.0,0.22,8e-06,5.0,1371.5105765302578,0.003462265061121817,180.19993055564075,1.1639731805357674,1478.3095173872152,0.4581434898054009,0.9798211156788388,1.0,1,1
883,Al2O3,Inconel,1459.9812312840213,8.490925007692407,2.2709364789902375e-06,0.2719371720576065,636.5979657650689,1.5959371142573961,380.0,0.22,3.5,210.0,0.29,1.3e-05,14.0,1434.9812312840213,0.003258751224789211,208.95220211137553,1.4494555004615444,1620.7089262945387,0.5591084814990069,0.9613191675264121,1.0,1,1
5590,Al2O3,Si,1414.7344245038842,8.278581560422474,2.1985849036440504e-06,0.41981132410537686,782.435209443209,1.613984379502721,380.0,0.22,3.5,170.0,0.28,2.6e-06,9.0,1389.7344245038842,0.003055449125788692,137.17083335962946,1.4367148936253484,853.8645842031568,0.5256295882970008,0.8491917905936178,1.0,1,1
3939,ZrO2,Steel,1245.7998720886155,4.32369159911903,2.328286035508051e-06,0.309901137903712,767.5903728759044,1.0101734833217888,210.0,0.28,2.5,210.0,0.3,1.2e-05,12.0,1220.7998720886155,0.002842371294333938,104.50076316320785,1.1994214959471419,727.6215540523086,0.44992635604098585,0.5148658271338251,1.0,1,1
10765,Si3N4,Glass,1398.6388029422578,6.776098172375427,2.452769731426627e-06,0.1752172625067716,369.6692174554672,1.1117896651537198,300.0,0.26,4.0,70.0,0.22,8e-06,5.0,1373.6388029422578,0.003369219677769875,208.41545442283925,1.3465658903425255,1512.3420180437813,0.49995119973709923,0.6792649687799783,1.0,1,1
2180,Si3N4,Si,1346.1887874696622,5.637172840049285,2.0221096915629976e-06,0.23401849682068826,621.7355038675481,0.7872453334349607,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1321.1887874696622,0.0026715886515267695,181.3959141628456,1.278230370402957,1197.373309583299,0.48437507615255665,0.5150796323519757,1.0,1,1
8984,YSZ,Si,1312.079397108289,1.2729450581750554,1.950970148598796e-06,0.17131685615712225,455.6928844514413,0.791174992457965,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1287.079397108289,0.0025110534826348076,140.18249839693436,1.0163767034905034,545.2026358460631,0.3715251593104945,0.5825060956763156,1.0,1,1
9369,TiO2,Ni,1496.9028036278442,1.432815205470824,2.6066621371828496e-06,0.22722941918393752,205.09034612868822,1.31543429089605,230.0,0.27,1.8,200.0,0.31,1.33e-05,10.0,1471.9028036278442,0.003836753307829984,141.3888180677519,1.0259689123282494,1053.1157452725165,0.4422796157642552,0.9648942325857645,1.0,1,1
2843,SiC,Steel,1384.7375430825325,8.478022009839723,2.541247422288313e-06,0.24803276623848064,917.7576010500688,1.6579859357547322,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1359.7375430825325,0.0034554295263471294,262.84768738290376,1.4486813205903832,1801.6575294556778,0.5658356904068308,0.9828512734445496,1.0,1,1
11786,ZrO2,Glass,1354.8144024014512,7.636123861403912,1.5646794789775647e-06,0.14239165687934452,225.75934979258045,0.5812572194094219,210.0,0.28,2.5,70.0,0.22,8e-06,5.0,1329.8144024014512,0.0020807333062863643,157.01777647147327,1.3981674316842347,886.4030642289291,0.43126054179237777,0.5867357264377665,1.0,1,1
1771,SiC,Inconel,1318.5735309432969,8.201743811243642,2.911835292154849e-06,0.15210045468833844,882.8260630008684,1.1544209905272171,450.0,0.17,3.0,210.0,0.29,1.3e-05,14.0,1293.5735309432969,0.0037666730603980545,329.32360330961234,1.4321046286746184,3111.6484338722503,0.6044211281951981,0.9988355325667336,1.0,1,1
11433,Si3N4,Si,1362.2561769726185,3.9586069225450853,2.5151942391575054e-06,0.2672238031089989,814.3511096170312,0.8582403965669847,300.0,0.26,4.0,170.0,0.28,2.6e-06,9.0,1337.2561769726185,0.0033634590325993196,166.9627436838406,1.1775164153527051,952.3495444957365,0.4597102841288529,0.768447817586615,1.0,1,1
10472,Si3N4,Inconel,1321.101932997005,2.3372703669118438,2.1101502374670276e-06,0.32049764527852753,130.9187761032229,0.9304817228316109,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1296.101932997005,0.0027349698016951034,145.05040216109117,1.0802362220147106,705.2306455275782,0.4391413433785541,0.6080818689806756,0.9999999999999998,1,1
7901,SiC,Steel,1318.5033752802237,5.16918544633612,1.5540440514288993e-06,0.14345961134233268,291.1410467795694,1.3113132578179745,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1293.5033752802237,0.0020101612258574346,335.67719963733526,1.250151126780167,1498.3706305965086,0.4768182294472836,0.7966232086667506,1.0,1,1
3160,Al2O3,Steel,1235.4631829167226,1.74581645242526,2.0151563543762923e-06,0.46996553724979856,645.5965822780254,0.7491978617997848,380.0,0.22,3.5,210.0,0.3,1.2e-05,12.0,1210.4631829167226,0.002439272574793186,116.22160342689766,1.0447489871455156,481.7372831686486,0.4516974092807016,0.44094482791345896,1.0,0,1
6158,Si3N4,Inconel,1491.5773503341234,5.802349316929537,2.490676009636237e-06,0.09875837033923078,336.91369027814744,1.8962975652909395,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1466.5773503341234,0.0036527690227530804,246.34109714889485,1.2881409590157722,2305.676322234333,0.5221479801079978,0.8110874080840713,1.0,1,1
797,SiC,Glass,1214.7084895758073,6.4737666482023535,2.619683092193411e-06,0.2087085890868691,607.9230738299032,1.9095124838440927,450.0,0.17,3.0,70.0,0.22,8e-06,5.0,1189.7084895758073,0.003116659214780703,289.1956627699727,1.3284259988921412,1788.6356014042776,0.5351787535317184,0.9659021094398095,1.0,1,1
6859,Si3N4,Inconel,1441.1279228652525,7.396475861075888,2.509881736075249e-06,0.1274297511815282,355.2454361245045,1.2284953208540934,300.0,0.26,4.0,210.0,0.29,1.3e-05,14.0,1416.1279228652525,0.003554313609545676,231.7493940277992,1.3837885516645532,1683.3405259006727,0.49979524554454313,0.892912621460868,1.0,1,1
9431,YSZ,Si,1458.251659069424,3.6847656506637523,2.241966148728477e-06,0.09431550196453838,192.06386302501704,1.2032131378804496,200.0,0.23,2.0,170.0,0.28,2.6e-06,9.0,1433.251659069424,0.0032133017022425766,165.76128375742354,1.1610859390398252,1198.881064524354,0.4240239024372339,0.9542640343454107,1.0,1,1
2398,YSZ,Ni,1258.219160355643,7.825637727637432,2.5452489676489065e-06,0.14624426121544795,847.220262474361,0.574147760334178,200.0,0.23,2.0,200.0,0.31,1.33e-05,10.0,1233.219160355643,0.0031388497947800516,148.27690984705117,1.4095382636582459,859.9011814492677,0.43074596930583253,0.541405273994578,1.0,1,1
11068,SiC,Steel,1212.257371053029,3.684979891589202,2.4513689979713296e-06,0.24062142007019507,489.0834813420985,1.5795663249527532,450.0,0.17,3.0,210.0,0.3,1.2e-05,12.0,1187.257371053029,0.0029104059120123385,267.71764629760514,1.161098793495352,1571.1583889991357,0.5103345998958392,0.9770024214439963,1.0,1,1
10957,ZrO2,Ni,1259.7022666853672,2.6224042177102453,2.4156003774426257e-06,0.3517011851063393,711.6898246900192,1.1131259905623905,210.0,0.28,2.5,200.0,0.31,1.33e-05,10.0,1234.7022666853672,0.0029825472614344387,93.0493409039541,1.0973442530626147,467.89397693135584,0.4213035944441174,0.6582796056292234,1.0,1,1
4620,ZrO2,Inconel,1408.9617854714174,9.354250359702787,1.876282498693302e-06,0.16359315342527272,191.4504053054248,1.1094957473680749,210.0,0.28,2.5,210.0,0.29,1.3e-05,14.0,1383.9617854714174,0.0025967032769403544,149.78448583451726,1.5012550215821672,1096.0514531985464,0.47022538940241143,0.8265155854641062,1.0,1,1
1153,TiO2,Glass,1397.5348864377095,3.596773563047414,2.116815476345336e-06,0.011206607315599538,795.9578398131396,1.674299445025595,230.0,0.27,1.8,70.0,0.22,8e-06,5.0,1372.5348864377095,0.0029054030894352318,225.1287093289209,1.1558064137828448,1416.766753601609,0.4122804207065098,0.6466689362389951,1.0,1,1
