material,specimen,temperature_C,cte_ppm_K,cte_mean,cte_std
LSCF-GDC,3,800,14.7831,14.7325,0.08
LSCF-GDC,3,825,14.7391,14.74,0.08
LSCF-GDC,3,850,14.6374,14.7475,0.08
LSCF-GDC,3,875,14.7297,14.755,0.08
LSCF-GDC,3,900,14.7917,14.7625,0.08
LSCF-GDC,4,25,14.549,14.5,0.08
LSCF-GDC,4,50,14.4962,14.5075,0.08
LSCF-GDC,4,75,14.6375,14.515,0.08
LSCF-GDC,4,100,14.6031,14.5225,0.08
LSCF-GDC,4,125,14.5095,14.53,0.08
LSCF-GDC,4,150,14.5975,14.5375,0.08
LSCF-GDC,4,175,14.6997,14.545,0.08
LSCF-GDC,4,200,14.7093,14.5525,0.08
LSCF-GDC,4,225,14.4618,14.56,0.08
LSCF-GDC,4,250,14.4934,14.5675,0.08
LSCF-GDC,4,275,14.6938,14.575,0.08
LSCF-GDC,4,300,14.4978,14.5825,0.08
LSCF-GDC,4,325,14.4842,14.59,0.08
LSCF-GDC,4,350,14.5586,14.5975,0.08
LSCF-GDC,4,375,14.6386,14.605,0.08
LSCF-GDC,4,400,14.6043,14.6125,0.08
LSCF-GDC,4,425,14.568,14.62,0.08
LSCF-GDC,4,450,14.5736,14.6275,0.08
LSCF-GDC,4,475,14.578,14.635,0.08
LSCF-GDC,4,500,14.5721,14.6425,0.08
LSCF-GDC,4,525,14.8325,14.65,0.08
LSCF-GDC,4,550,14.6813,14.6575,0.08
LSCF-GDC,4,575,14.7359,14.665,0.08
LSCF-GDC,4,600,14.6334,14.6725,0.08
LSCF-GDC,4,625,14.6651,14.68,0.08
LSCF-GDC,4,650,14.6304,14.6875,0.08
LSCF-GDC,4,675,14.4829,14.695,0.08
LSCF-GDC,4,700,14.5923,14.7025,0.08
LSCF-GDC,4,725,14.5652,14.71,0.08
LSCF-GDC,4,750,14.5375,14.7175,0.08
LSCF-GDC,4,775,14.6294,14.725,0.08
LSCF-GDC,4,800,14.8385,14.7325,0.08
LSCF-GDC,4,825,14.7364,14.74,0.08
LSCF-GDC,4,850,14.8507,14.7475,0.08
LSCF-GDC,4,875,14.7879,14.755,0.08
LSCF-GDC,4,900,14.8251,14.7625,0.08
LSCF-GDC,5,25,14.4279,14.5,0.08
LSCF-GDC,5,50,14.5494,14.5075,0.08
LSCF-GDC,5,75,14.5733,14.515,0.08
LSCF-GDC,5,100,14.4764,14.5225,0.08
LSCF-GDC,5,125,14.5748,14.53,0.08
LSCF-GDC,5,150,14.5828,14.5375,0.08
LSCF-GDC,5,175,14.501,14.545,0.08
LSCF-GDC,5,200,14.4627,14.5525,0.08
LSCF-GDC,5,225,14.4653,14.56,0.08
LSCF-GDC,5,250,14.5744,14.5675,0.08
LSCF-GDC,5,275,14.6012,14.575,0.08
LSCF-GDC,5,300,14.5191,14.5825,0.08
LSCF-GDC,5,325,14.5921,14.59,0.08
LSCF-GDC,5,350,14.6431,14.5975,0.08
LSCF-GDC,5,375,14.6545,14.605,0.08
LSCF-GDC,5,400,14.7367,14.6125,0.08
LSCF-GDC,5,425,14.7222,14.62,0.08
LSCF-GDC,5,450,14.5474,14.6275,0.08
LSCF-GDC,5,475,14.7697,14.635,0.08
LSCF-GDC,5,500,14.6,14.6425,0.08
LSCF-GDC,5,525,14.7336,14.65,0.08
LSCF-GDC,5,550,14.6629,14.6575,0.08
LSCF-GDC,5,575,14.632,14.665,0.08
LSCF-GDC,5,600,14.5279,14.6725,0.08
LSCF-GDC,5,625,14.6663,14.68,0.08
LSCF-GDC,5,650,14.5627,14.6875,0.08
LSCF-GDC,5,675,14.7724,14.695,0.08
LSCF-GDC,5,700,14.8238,14.7025,0.08
LSCF-GDC,5,725,14.6462,14.71,0.08
LSCF-GDC,5,750,14.7417,14.7175,0.08
LSCF-GDC,5,775,14.667,14.725,0.08
LSCF-GDC,5,800,14.6822,14.7325,0.08
LSCF-GDC,5,825,14.802,14.74,0.08
LSCF-GDC,5,850,14.7444,14.7475,0.08
LSCF-GDC,5,875,14.8942,14.755,0.08
LSCF-GDC,5,900,14.7239,14.7625,0.08
LSCF-GDC,6,25,14.5799,14.5,0.08
LSCF-GDC,6,50,14.5153,14.5075,0.08
LSCF-GDC,6,75,14.5787,14.515,0.08
LSCF-GDC,6,100,14.4867,14.5225,0.08
LSCF-GDC,6,125,14.526,14.53,0.08
LSCF-GDC,6,150,14.5283,14.5375,0.08
LSCF-GDC,6,175,14.4781,14.545,0.08
LSCF-GDC,6,200,14.6055,14.5525,0.08
LSCF-GDC,6,225,14.612,14.56,0.08
LSCF-GDC,6,250,14.615,14.5675,0.08
LSCF-GDC,6,275,14.698,14.575,0.08
LSCF-GDC,6,300,14.6984,14.5825,0.08
LSCF-GDC,6,325,14.56,14.59,0.08
LSCF-GDC,6,350,14.6273,14.5975,0.08
LSCF-GDC,6,375,14.5551,14.605,0.08
LSCF-GDC,6,400,14.6144,14.6125,0.08
LSCF-GDC,6,425,14.572,14.62,0.08
LSCF-GDC,6,450,14.7571,14.6275,0.08
LSCF-GDC,6,475,14.6641,14.635,0.08
LSCF-GDC,6,500,14.6251,14.6425,0.08
LSCF-GDC,6,525,14.7455,14.65,0.08
LSCF-GDC,6,550,14.4839,14.6575,0.08
LSCF-GDC,6,575,14.5039,14.665,0.08
LSCF-GDC,6,600,14.7362,14.6725,0.08
LSCF-GDC,6,625,14.6848,14.68,0.08
LSCF-GDC,6,650,14.7075,14.6875,0.08
LSCF-GDC,6,675,14.5889,14.695,0.08
LSCF-GDC,6,700,14.7006,14.7025,0.08
LSCF-GDC,6,725,14.8703,14.71,0.08
LSCF-GDC,6,750,14.7834,14.7175,0.08
LSCF-GDC,6,775,14.7386,14.725,0.08
LSCF-GDC,6,800,14.6974,14.7325,0.08
LSCF-GDC,6,825,14.7084,14.74,0.08
LSCF-GDC,6,850,14.5772,14.7475,0.08
LSCF-GDC,6,875,14.7756,14.755,0.08
LSCF-GDC,6,900,14.8301,14.7625,0.08
LSCF-GDC,7,25,14.374,14.5,0.08
LSCF-GDC,7,50,14.4546,14.5075,0.08
LSCF-GDC,7,75,14.4224,14.515,0.08
LSCF-GDC,7,100,14.4453,14.5225,0.08
LSCF-GDC,7,125,14.5343,14.53,0.08
LSCF-GDC,7,150,14.3707,14.5375,0.08
LSCF-GDC,7,175,14.5941,14.545,0.08
LSCF-GDC,7,200,14.6128,14.5525,0.08
LSCF-GDC,7,225,14.5399,14.56,0.08
LSCF-GDC,7,250,14.369,14.5675,0.08
LSCF-GDC,7,275,14.4953,14.575,0.08
LSCF-GDC,7,300,14.6811,14.5825,0.08
LSCF-GDC,7,325,14.3678,14.59,0.08
LSCF-GDC,7,350,14.5697,14.5975,0.08
LSCF-GDC,7,375,14.5106,14.605,0.08
LSCF-GDC,7,400,14.6769,14.6125,0.08
LSCF-GDC,7,425,14.566,14.62,0.08
LSCF-GDC,7,450,14.6598,14.6275,0.08
LSCF-GDC,7,475,14.6802,14.635,0.08
LSCF-GDC,7,500,14.7894,14.6425,0.08
LSCF-GDC,7,525,14.6338,14.65,0.08
LSCF-GDC,7,550,14.6876,14.6575,0.08
LSCF-GDC,7,575,14.5462,14.665,0.08
LSCF-GDC,7,600,14.7677,14.6725,0.08
LSCF-GDC,7,625,14.6192,14.68,0.08
LSCF-GDC,7,650,14.6426,14.6875,0.08
LSCF-GDC,7,675,14.6932,14.695,0.08
LSCF-GDC,7,700,14.5775,14.7025,0.08
LSCF-GDC,7,725,14.7283,14.71,0.08
LSCF-GDC,7,750,14.7949,14.7175,0.08
LSCF-GDC,7,775,14.7484,14.725,0.08
LSCF-GDC,7,800,14.6054,14.7325,0.08
LSCF-GDC,7,825,14.7301,14.74,0.08
LSCF-GDC,7,850,14.8069,14.7475,0.08
LSCF-GDC,7,875,14.6048,14.755,0.08
LSCF-GDC,7,900,14.6765,14.7625,0.08
LSCF-GDC,8,25,14.5701,14.5,0.08
LSCF-GDC,8,50,14.5291,14.5075,0.08
LSCF-GDC,8,75,14.548,14.515,0.08
LSCF-GDC,8,100,14.6713,14.5225,0.08
LSCF-GDC,8,125,14.5675,14.53,0.08
LSCF-GDC,8,150,14.5901,14.5375,0.08
LSCF-GDC,8,175,14.7619,14.545,0.08
LSCF-GDC,8,200,14.5354,14.5525,0.08
LSCF-GDC,8,225,14.4962,14.56,0.08
LSCF-GDC,8,250,14.6017,14.5675,0.08
LSCF-GDC,8,275,14.6101,14.575,0.08
LSCF-GDC,8,300,14.5404,14.5825,0.08
LSCF-GDC,8,325,14.5074,14.59,0.08
LSCF-GDC,8,350,14.7823,14.5975,0.08
LSCF-GDC,8,375,14.6311,14.605,0.08
LSCF-GDC,8,400,14.5539,14.6125,0.08
LSCF-GDC,8,425,14.6933,14.62,0.08
LSCF-GDC,8,450,14.6188,14.6275,0.08
LSCF-GDC,8,475,14.6148,14.635,0.08
LSCF-GDC,8,500,14.6875,14.6425,0.08
LSCF-GDC,8,525,14.5466,14.65,0.08
LSCF-GDC,8,550,14.6857,14.6575,0.08
LSCF-GDC,8,575,14.818,14.665,0.08
LSCF-GDC,8,600,14.7098,14.6725,0.08
LSCF-GDC,8,625,14.6499,14.68,0.08
LSCF-GDC,8,650,14.6469,14.6875,0.08
LSCF-GDC,8,675,14.6622,14.695,0.08
LSCF-GDC,8,700,14.6822,14.7025,0.08
LSCF-GDC,8,725,14.6798,14.71,0.08
LSCF-GDC,8,750,14.7908,14.7175,0.08
LSCF-GDC,8,775,14.5863,14.725,0.08
LSCF-GDC,8,800,14.8015,14.7325,0.08
LSCF-GDC,8,825,14.7096,14.74,0.08
LSCF-GDC,8,850,14.7777,14.7475,0.08
LSCF-GDC,8,875,14.6648,14.755,0.08
LSCF-GDC,8,900,14.8688,14.7625,0.08
LSCF-GDC,9,25,14.5997,14.5,0.08
LSCF-GDC,9,50,14.5843,14.5075,0.08
LSCF-GDC,9,75,14.3938,14.515,0.08
LSCF-GDC,9,100,14.5888,14.5225,0.08
LSCF-GDC,9,125,14.5624,14.53,0.08
LSCF-GDC,9,150,14.4091,14.5375,0.08
LSCF-GDC,9,175,14.5431,14.545,0.08
LSCF-GDC,9,200,14.5817,14.5525,0.08
LSCF-GDC,9,225,14.6045,14.56,0.08
LSCF-GDC,9,250,14.5817,14.5675,0.08
LSCF-GDC,9,275,14.5983,14.575,0.08
LSCF-GDC,9,300,14.7004,14.5825,0.08
LSCF-GDC,9,325,14.6881,14.59,0.08
LSCF-GDC,9,350,14.3681,14.5975,0.08
LSCF-GDC,9,375,14.5796,14.605,0.08
LSCF-GDC,9,400,14.5993,14.6125,0.08
LSCF-GDC,9,425,14.4798,14.62,0.08
LSCF-GDC,9,450,14.635,14.6275,0.08
LSCF-GDC,9,475,14.7349,14.635,0.08
LSCF-GDC,9,500,14.5556,14.6425,0.08
LSCF-GDC,9,525,14.6769,14.65,0.08
LSCF-GDC,9,550,14.5842,14.6575,0.08
LSCF-GDC,9,575,14.6112,14.665,0.08
LSCF-GDC,9,600,14.7907,14.6725,0.08
LSCF-GDC,9,625,14.6366,14.68,0.08
LSCF-GDC,9,650,14.7245,14.6875,0.08
LSCF-GDC,9,675,14.5453,14.695,0.08
LSCF-GDC,9,700,14.8515,14.7025,0.08
LSCF-GDC,9,725,14.7582,14.71,0.08
LSCF-GDC,9,750,14.7029,14.7175,0.08
LSCF-GDC,9,775,14.771,14.725,0.08
LSCF-GDC,9,800,14.6197,14.7325,0.08
LSCF-GDC,9,825,14.8346,14.74,0.08
LSCF-GDC,9,850,14.7216,14.7475,0.08
LSCF-GDC,9,875,14.7387,14.755,0.08
LSCF-GDC,9,900,14.7232,14.7625,0.08
LSCF-GDC,10,25,14.4535,14.5,0.08
LSCF-GDC,10,50,14.5631,14.5075,0.08
LSCF-GDC,10,75,14.5355,14.515,0.08
LSCF-GDC,10,100,14.5746,14.5225,0.08
LSCF-GDC,10,125,14.5293,14.53,0.08
LSCF-GDC,10,150,14.5786,14.5375,0.08
LSCF-GDC,10,175,14.5115,14.545,0.08
LSCF-GDC,10,200,14.7309,14.5525,0.08
LSCF-GDC,10,225,14.4346,14.56,0.08
LSCF-GDC,10,250,14.6684,14.5675,0.08
LSCF-GDC,10,275,14.6844,14.575,0.08
LSCF-GDC,10,300,14.5143,14.5825,0.08
LSCF-GDC,10,325,14.7683,14.59,0.08
LSCF-GDC,10,350,14.6771,14.5975,0.08
LSCF-GDC,10,375,14.6827,14.605,0.08
LSCF-GDC,10,400,14.6147,14.6125,0.08
LSCF-GDC,10,425,14.6026,14.62,0.08
LSCF-GDC,10,450,14.6107,14.6275,0.08
LSCF-GDC,10,475,14.6662,14.635,0.08
LSCF-GDC,10,500,14.7546,14.6425,0.08
LSCF-GDC,10,525,14.6645,14.65,0.08
LSCF-GDC,10,550,14.5846,14.6575,0.08
LSCF-GDC,10,575,14.731,14.665,0.08
LSCF-GDC,10,600,14.7462,14.6725,0.08
LSCF-GDC,10,625,14.7324,14.68,0.08
LSCF-GDC,10,650,14.7471,14.6875,0.08
LSCF-GDC,10,675,14.6733,14.695,0.08
LSCF-GDC,10,700,14.6282,14.7025,0.08
LSCF-GDC,10,725,14.6405,14.71,0.08
LSCF-GDC,10,750,14.5867,14.7175,0.08
LSCF-GDC,10,775,14.744,14.725,0.08
LSCF-GDC,10,800,14.7258,14.7325,0.08
LSCF-GDC,10,825,14.7048,14.74,0.08
LSCF-GDC,10,850,14.5111,14.7475,0.08
LSCF-GDC,10,875,14.6552,14.755,0.08
LSCF-GDC,10,900,14.8522,14.7625,0.08
Crofer22APU,1,25,11.4468,11.5,0.08
Crofer22APU,1,50,11.5313,11.5025,0.08
Crofer22APU,1,75,11.3937,11.505,0.08
Crofer22APU,1,100,11.6226,11.5075,0.08
Crofer22APU,1,125,11.4985,11.51,0.08
Crofer22APU,1,150,11.5357,11.5125,0.08
Crofer22APU,1,175,11.7011,11.515,0.08
Crofer22APU,1,200,11.6388,11.5175,0.08
Crofer22APU,1,225,11.4955,11.52,0.08
Crofer22APU,1,250,11.475,11.5225,0.08
Crofer22APU,1,275,11.499,11.525,0.08
Crofer22APU,1,300,11.5683,11.5275,0.08
Crofer22APU,1,325,11.5216,11.53,0.08
Crofer22APU,1,350,11.5009,11.5325,0.08
Crofer22APU,1,375,11.6524,11.535,0.08
Crofer22APU,1,400,11.5284,11.5375,0.08
Crofer22APU,1,425,11.724,11.54,0.08
Crofer22APU,1,450,11.5498,11.5425,0.08
Crofer22APU,1,475,11.6878,11.545,0.08
Crofer22APU,1,500,11.5761,11.5475,0.08
Crofer22APU,1,525,11.627,11.55,0.08
Crofer22APU,1,550,11.4945,11.5525,0.08
Crofer22APU,1,575,11.4867,11.555,0.08
Crofer22APU,1,600,11.5943,11.5575,0.08
Crofer22APU,1,625,11.6391,11.56,0.08
Crofer22APU,1,650,11.5657,11.5625,0.08
Crofer22APU,1,675,11.4621,11.565,0.08
Crofer22APU,1,700,11.4587,11.5675,0.08
Crofer22APU,1,725,11.4558,11.57,0.08
Crofer22APU,1,750,11.4311,11.5725,0.08
Crofer22APU,1,775,11.5838,11.575,0.08
Crofer22APU,1,800,11.6675,11.5775,0.08
Crofer22APU,1,825,11.5789,11.58,0.08
Crofer22APU,1,850,11.4017,11.5825,0.08
Crofer22APU,1,875,11.5697,11.585,0.08
Crofer22APU,1,900,11.5745,11.5875,0.08
Crofer22APU,2,25,11.6677,11.5,0.08
Crofer22APU,2,50,11.3859,11.5025,0.08
Crofer22APU,2,75,11.4737,11.505,0.08
Crofer22APU,2,100,11.644,11.5075,0.08
Crofer22APU,2,125,11.546,11.51,0.08
Crofer22APU,2,150,11.5576,11.5125,0.08
Crofer22APU,2,175,11.5242,11.515,0.08
Crofer22APU,2,200,11.5439,11.5175,0.08
Crofer22APU,2,225,11.5822,11.52,0.08
Crofer22APU,2,250,11.4577,11.5225,0.08
Crofer22APU,2,275,11.5952,11.525,0.08
Crofer22APU,2,300,11.4177,11.5275,0.08
Crofer22APU,2,325,11.5563,11.53,0.08
Crofer22APU,2,350,11.5468,11.5325,0.08
Crofer22APU,2,375,11.4857,11.535,0.08
Crofer22APU,2,400,11.5357,11.5375,0.08
Crofer22APU,2,425,11.4902,11.54,0.08
Crofer22APU,2,450,11.4568,11.5425,0.08
Crofer22APU,2,475,11.5167,11.545,0.08
Crofer22APU,2,500,11.4592,11.5475,0.08
Crofer22APU,2,525,11.5758,11.55,0.08
Crofer22APU,2,550,11.4605,11.5525,0.08
Crofer22APU,2,575,11.612,11.555,0.08
Crofer22APU,2,600,11.463,11.5575,0.08
Crofer22APU,2,625,11.5147,11.56,0.08
Crofer22APU,2,650,11.5125,11.5625,0.08
Crofer22APU,2,675,11.671,11.565,0.08
Crofer22APU,2,700,11.5939,11.5675,0.08
Crofer22APU,2,725,11.5531,11.57,0.08
Crofer22APU,2,750,11.6124,11.5725,0.08
Crofer22APU,2,775,11.4064,11.575,0.08
Crofer22APU,2,800,11.574,11.5775,0.08
Crofer22APU,2,825,11.7398,11.58,0.08
Crofer22APU,2,850,11.5931,11.5825,0.08
Crofer22APU,2,875,11.5904,11.585,0.08
Crofer22APU,2,900,11.6314,11.5875,0.08
Crofer22APU,3,25,11.5716,11.5,0.08
Crofer22APU,3,50,11.3427,11.5025,0.08
Crofer22APU,3,75,11.3704,11.505,0.08
Crofer22APU,3,100,11.5243,11.5075,0.08
Crofer22APU,3,125,11.4528,11.51,0.08
Crofer22APU,3,150,11.6175,11.5125,0.08
Crofer22APU,3,175,11.4898,11.515,0.08
Crofer22APU,3,200,11.3627,11.5175,0.08
Crofer22APU,3,225,11.4186,11.52,0.08
Crofer22APU,3,250,11.3025,11.5225,0.08
Crofer22APU,3,275,11.5063,11.525,0.08
Crofer22APU,3,300,11.5124,11.5275,0.08
Crofer22APU,3,325,11.496,11.53,0.08
Crofer22APU,3,350,11.6188,11.5325,0.08
Crofer22APU,3,375,11.6309,11.535,0.08
Crofer22APU,3,400,11.5239,11.5375,0.08
Crofer22APU,3,425,11.3692,11.54,0.08
Crofer22APU,3,450,11.5919,11.5425,0.08
Crofer22APU,3,475,11.5894,11.545,0.08
Crofer22APU,3,500,11.5723,11.5475,0.08
Crofer22APU,3,525,11.6285,11.55,0.08
Crofer22APU,3,550,11.4593,11.5525,0.08
Crofer22APU,3,575,11.7157,11.555,0.08
Crofer22APU,3,600,11.4807,11.5575,0.08
Crofer22APU,3,625,11.6199,11.56,0.08
Crofer22APU,3,650,11.4275,11.5625,0.08
Crofer22APU,3,675,11.4906,11.565,0.08
Crofer22APU,3,700,11.6888,11.5675,0.08
Crofer22APU,3,725,11.5491,11.57,0.08
Crofer22APU,3,750,11.6397,11.5725,0.08
Crofer22APU,3,775,11.594,11.575,0.08
Crofer22APU,3,800,11.5691,11.5775,0.08
Crofer22APU,3,825,11.6891,11.58,0.08
Crofer22APU,3,850,11.5636,11.5825,0.08
Crofer22APU,3,875,11.4425,11.585,0.08
Crofer22APU,3,900,11.5232,11.5875,0.08
Crofer22APU,4,25,11.5441,11.5,0.08
Crofer22APU,4,50,11.5341,11.5025,0.08
Crofer22APU,4,75,11.3796,11.505,0.08
Crofer22APU,4,100,11.4496,11.5075,0.08
Crofer22APU,4,125,11.4635,11.51,0.08
Crofer22APU,4,150,11.4833,11.5125,0.08
Crofer22APU,4,175,11.4049,11.515,0.08
Crofer22APU,4,200,11.4672,11.5175,0.08
Crofer22APU,4,225,11.4617,11.52,0.08
Crofer22APU,4,250,11.5842,11.5225,0.08
Crofer22APU,4,275,11.5897,11.525,0.08
Crofer22APU,4,300,11.5158,11.5275,0.08
Crofer22APU,4,325,11.4986,11.53,0.08
Crofer22APU,4,350,11.5437,11.5325,0.08
Crofer22APU,4,375,11.4697,11.535,0.08
Crofer22APU,4,400,11.4458,11.5375,0.08
Crofer22APU,4,425,11.4648,11.54,0.08
Crofer22APU,4,450,11.4917,11.5425,0.08
Crofer22APU,4,475,11.4519,11.545,0.08
Crofer22APU,4,500,11.5605,11.5475,0.08
Crofer22APU,4,525,11.6084,11.55,0.08
Crofer22APU,4,550,11.4255,11.5525,0.08
Crofer22APU,4,575,11.557,11.555,0.08
Crofer22APU,4,600,11.5399,11.5575,0.08
Crofer22APU,4,625,11.5873,11.56,0.08
Crofer22APU,4,650,11.5615,11.5625,0.08
Crofer22APU,4,675,11.4487,11.565,0.08
Crofer22APU,4,700,11.4665,11.5675,0.08
Crofer22APU,4,725,11.5724,11.57,0.08
Crofer22APU,4,750,11.6548,11.5725,0.08
Crofer22APU,4,775,11.3979,11.575,0.08
Crofer22APU,4,800,11.6052,11.5775,0.08
Crofer22APU,4,825,11.6752,11.58,0.08
Crofer22APU,4,850,11.5703,11.5825,0.08
Crofer22APU,4,875,11.629,11.585,0.08
Crofer22APU,4,900,11.5313,11.5875,0.08
Crofer22APU,5,25,11.4905,11.5,0.08
Crofer22APU,5,50,11.3728,11.5025,0.08
Crofer22APU,5,75,11.3175,11.505,0.08
Crofer22APU,5,100,11.5829,11.5075,0.08
Crofer22APU,5,125,11.4312,11.51,0.08
Crofer22APU,5,150,11.4761,11.5125,0.08
Crofer22APU,5,175,11.4041,11.515,0.08
Crofer22APU,5,200,11.4047,11.5175,0.08
Crofer22APU,5,225,11.5061,11.52,0.08
Crofer22APU,5,250,11.4641,11.5225,0.08
Crofer22APU,5,275,11.5552,11.525,0.08
Crofer22APU,5,300,11.5637,11.5275,0.08
Crofer22APU,5,325,11.5557,11.53,0.08
Crofer22APU,5,350,11.5516,11.5325,0.08
Crofer22APU,5,375,11.6612,11.535,0.08
Crofer22APU,5,400,11.4521,11.5375,0.08
Crofer22APU,5,425,11.5356,11.54,0.08
Crofer22APU,5,450,11.6331,11.5425,0.08
Crofer22APU,5,475,11.6462,11.545,0.08
Crofer22APU,5,500,11.4338,11.5475,0.08
Crofer22APU,5,525,11.525,11.55,0.08
Crofer22APU,5,550,11.6611,11.5525,0.08
Crofer22APU,5,575,11.5956,11.555,0.08
Crofer22APU,5,600,11.5731,11.5575,0.08
Crofer22APU,5,625,11.5426,11.56,0.08
Crofer22APU,5,650,11.5318,11.5625,0.08
Crofer22APU,5,675,11.5881,11.565,0.08
Crofer22APU,5,700,11.5473,11.5675,0.08
Crofer22APU,5,725,11.5666,11.57,0.08
Crofer22APU,5,750,11.5788,11.5725,0.08
Crofer22APU,5,775,11.5208,11.575,0.08
Crofer22APU,5,800,11.6201,11.5775,0.08
Crofer22APU,5,825,11.8131,11.58,0.08
Crofer22APU,5,850,11.4403,11.5825,0.08
Crofer22APU,5,875,11.6109,11.585,0.08
Crofer22APU,5,900,11.5267,11.5875,0.08
Crofer22APU,6,25,11.5462,11.5,0.08
Crofer22APU,6,50,11.5062,11.5025,0.08
Crofer22APU,6,75,11.5659,11.505,0.08
Crofer22APU,6,100,11.6015,11.5075,0.08
Crofer22APU,6,125,11.5254,11.51,0.08
Crofer22APU,6,150,11.6031,11.5125,0.08
Crofer22APU,6,175,11.3275,11.515,0.08
Crofer22APU,6,200,11.6447,11.5175,0.08
Crofer22APU,6,225,11.55,11.52,0.08
Crofer22APU,6,250,11.6087,11.5225,0.08
Crofer22APU,6,275,11.4274,11.525,0.08
Crofer22APU,6,300,11.461,11.5275,0.08
Crofer22APU,6,325,11.5417,11.53,0.08
Crofer22APU,6,350,11.5311,11.5325,0.08
Crofer22APU,6,375,11.5576,11.535,0.08
Crofer22APU,6,400,11.6243,11.5375,0.08
Crofer22APU,6,425,11.3988,11.54,0.08
Crofer22APU,6,450,11.6204,11.5425,0.08
Crofer22APU,6,475,11.5457,11.545,0.08
Crofer22APU,6,500,11.5312,11.5475,0.08
Crofer22APU,6,525,11.4323,11.55,0.08
Crofer22APU,6,550,11.5927,11.5525,0.08
Crofer22APU,6,575,11.3619,11.555,0.08
Crofer22APU,6,600,11.6094,11.5575,0.08
Crofer22APU,6,625,11.4406,11.56,0.08
Crofer22APU,6,650,11.5668,11.5625,0.08
Crofer22APU,6,675,11.5555,11.565,0.08
Crofer22APU,6,700,11.6611,11.5675,0.08
Crofer22APU,6,725,11.5557,11.57,0.08
Crofer22APU,6,750,11.517,11.5725,0.08
Crofer22APU,6,775,11.5345,11.575,0.08
Crofer22APU,6,800,11.6793,11.5775,0.08
Crofer22APU,6,825,11.6229,11.58,0.08
Crofer22APU,6,850,11.5516,11.5825,0.08
Crofer22APU,6,875,11.5661,11.585,0.08
Crofer22APU,6,900,11.4621,11.5875,0.08
Crofer22APU,7,25,11.5311,11.5,0.08
Crofer22APU,7,50,11.3617,11.5025,0.08
Crofer22APU,7,75,11.5651,11.505,0.08
Crofer22APU,7,100,11.5178,11.5075,0.08
Crofer22APU,7,125,11.701,11.51,0.08
Crofer22APU,7,150,11.4245,11.5125,0.08
Crofer22APU,7,175,11.5068,11.515,0.08
Crofer22APU,7,200,11.6614,11.5175,0.08
Crofer22APU,7,225,11.6153,11.52,0.08
Crofer22APU,7,250,11.4668,11.5225,0.08
Crofer22APU,7,275,11.5429,11.525,0.08
Crofer22APU,7,300,11.5277,11.5275,0.08
Crofer22APU,7,325,11.5526,11.53,0.08
Crofer22APU,7,350,11.4766,11.5325,0.08
Crofer22APU,7,375,11.5279,11.535,0.08
Crofer22APU,7,400,11.4097,11.5375,0.08
Crofer22APU,7,425,11.5508,11.54,0.08
Crofer22APU,7,450,11.5785,11.5425,0.08
Crofer22APU,7,475,11.5268,11.545,0.08
Crofer22APU,7,500,11.4183,11.5475,0.08
Crofer22APU,7,525,11.6291,11.55,0.08
Crofer22APU,7,550,11.5817,11.5525,0.08
Crofer22APU,7,575,11.4969,11.555,0.08
Crofer22APU,7,600,11.5351,11.5575,0.08
Crofer22APU,7,625,11.4399,11.56,0.08
Crofer22APU,7,650,11.4805,11.5625,0.08
Crofer22APU,7,675,11.522,11.565,0.08
Crofer22APU,7,700,11.6658,11.5675,0.08
Crofer22APU,7,725,11.5188,11.57,0.08
Crofer22APU,7,750,11.6237,11.5725,0.08
Crofer22APU,7,775,11.5319,11.575,0.08
Crofer22APU,7,800,11.5973,11.5775,0.08
Crofer22APU,7,825,11.5687,11.58,0.08
Crofer22APU,7,850,11.6523,11.5825,0.08
Crofer22APU,7,875,11.5422,11.585,0.08
Crofer22APU,7,900,11.4617,11.5875,0.08
Crofer22APU,8,25,11.3894,11.5,0.08
Crofer22APU,8,50,11.4599,11.5025,0.08
Crofer22APU,8,75,11.4051,11.505,0.08
Crofer22APU,8,100,11.5403,11.5075,0.08
Crofer22APU,8,125,11.4727,11.51,0.08
Crofer22APU,8,150,11.7025,11.5125,0.08
Crofer22APU,8,175,11.376,11.515,0.08
Crofer22APU,8,200,11.5338,11.5175,0.08
Crofer22APU,8,225,11.4298,11.52,0.08
Crofer22APU,8,250,11.483,11.5225,0.08
Crofer22APU,8,275,11.5363,11.525,0.08
Crofer22APU,8,300,11.3415,11.5275,0.08
Crofer22APU,8,325,11.5489,11.53,0.08
Crofer22APU,8,350,11.6847,11.5325,0.08
Crofer22APU,8,375,11.4987,11.535,0.08
Crofer22APU,8,400,11.5583,11.5375,0.08
Crofer22APU,8,425,11.622,11.54,0.08
Crofer22APU,8,450,11.5294,11.5425,0.08
Crofer22APU,8,475,11.4985,11.545,0.08
Crofer22APU,8,500,11.3654,11.5475,0.08
Crofer22APU,8,525,11.6013,11.55,0.08
Crofer22APU,8,550,11.5434,11.5525,0.08
Crofer22APU,8,575,11.474,11.555,0.08
Crofer22APU,8,600,11.5676,11.5575,0.08
Crofer22APU,8,625,11.5133,11.56,0.08
Crofer22APU,8,650,11.5202,11.5625,0.08
Crofer22APU,8,675,11.6135,11.565,0.08
Crofer22APU,8,700,11.4604,11.5675,0.08
Crofer22APU,8,725,11.6538,11.57,0.08
Crofer22APU,8,750,11.4607,11.5725,0.08
