company_id,quarter,quarter_date,revenue_usd,revenue_growth_rate,net_income_usd,profit_margin,operating_expenses_usd,burn_rate_usd
FT0076,Q8,2024-01-20,32479.04,0.2635,2333.54,0.0718,30145.49,31592.1
FT0077,Q1,2025-10-11,380741.12,0.0754,153032.7,0.4019,227708.42,191147.03
FT0077,Q2,2025-07-13,376159.4,0.1046,143802.87,0.3823,232356.53,213346.79
FT0077,Q3,2025-04-14,608968.88,0.2244,215236.12,0.3534,393732.76,342088.57
FT0077,Q4,2025-01-14,392941.08,0.1594,180347.89,0.459,212593.19,244051.69
FT0077,Q5,2024-10-16,307999.23,0.1937,94997.4,0.3084,213001.82,210438.59
FT0077,Q6,2024-07-18,237559.87,0.138,97066.11,0.4086,140493.76,130097.8
FT0077,Q7,2024-04-19,203125.53,0.0554,88926.2,0.4378,114199.33,106118.57
FT0077,Q8,2024-01-20,247118.76,0.0941,81309.3,0.329,165809.46,185818.3
FT0078,Q1,2025-10-11,748687.99,0.1024,224176.57,0.2994,524511.42,491330.25
FT0078,Q2,2025-07-13,2013521.25,0.2911,401396.83,0.1994,1612124.42,1516391.48
FT0078,Q3,2025-04-14,1105728.07,0.2122,292054.83,0.2641,813673.25,895733.4
FT0078,Q4,2025-01-14,789974.94,0.1792,161823.27,0.2048,628151.67,552625.62
FT0078,Q5,2024-10-16,642752.32,0.2283,173636.44,0.2701,469115.89,458867.87
FT0078,Q6,2024-07-18,662680.52,0.2637,184929.44,0.2791,477751.08,461531.42
FT0078,Q7,2024-04-19,497354.08,0.2263,148188.88,0.298,349165.2,318908.51
FT0078,Q8,2024-01-20,426232.91,0.2752,142622.09,0.3346,283610.82,269295.06
FT0079,Q1,2025-10-11,113049.8,0.1616,27442.5,0.2427,85607.3,81672.88
FT0079,Q2,2025-07-13,60488.99,0.0676,14744.29,0.2438,45744.7,40148.53
FT0079,Q3,2025-04-14,77328.09,0.1284,16812.21,0.2174,60515.88,61010.89
FT0079,Q4,2025-01-14,67436.25,0.1385,13411.86,0.1989,54024.39,63047.39
FT0079,Q5,2024-10-16,71402.25,0.1704,15555.47,0.2179,55846.79,54756.51
FT0079,Q6,2024-07-18,64969.92,0.1862,8337.64,0.1283,56632.28,55596.55
FT0079,Q7,2024-04-19,49354.78,0.1757,12548.43,0.2542,36806.35,31890.12
FT0079,Q8,2024-01-20,42987.29,0.2158,8452.87,0.1966,34534.42,37694.82
FT0080,Q1,2025-10-11,1238859.98,0.1619,313295.97,0.2529,925564.01,0.0
FT0080,Q2,2025-07-13,1341670.0,0.2001,375770.17,0.2801,965899.83,0.0
FT0080,Q3,2025-04-14,1057597.98,0.1515,368714.64,0.3486,688883.35,0.0
FT0080,Q4,2025-01-14,1316145.85,0.2865,399907.92,0.3038,916237.93,0.0
FT0080,Q5,2024-10-16,662547.01,0.1737,157639.18,0.2379,504907.83,0.0
FT0080,Q6,2024-07-18,596021.33,0.2004,185704.09,0.3116,410317.24,0.0
FT0080,Q7,2024-04-19,524229.85,0.2308,210490.91,0.4015,313738.94,0.0
FT0080,Q8,2024-01-20,501482.59,0.1455,161596.65,0.3222,339885.94,0.0
FT0081,Q1,2025-10-11,250863.54,0.2867,66065.17,0.2634,184798.36,202515.56
FT0081,Q2,2025-07-13,155253.45,0.2181,23284.61,0.15,131968.84,115856.69
FT0081,Q3,2025-04-14,128526.05,0.1968,14064.16,0.1094,114461.9,115463.86
FT0081,Q4,2025-01-14,137414.44,0.3168,34612.48,0.2519,102801.96,110029.4
FT0081,Q5,2024-10-16,122523.87,0.2839,19148.85,0.1563,103375.02,114494.87
FT0081,Q6,2024-07-18,73118.19,0.1995,16782.75,0.2295,56335.44,54849.36
FT0081,Q7,2024-04-19,52864.01,0.2148,4233.53,0.0801,48630.47,53121.59
FT0081,Q8,2024-01-20,51917.0,0.1968,11988.89,0.2309,39928.1,46934.12
FT0082,Q1,2025-10-11,27637.4,0.1097,764.7,0.0277,26872.7,24884.23
FT0082,Q2,2025-07-13,40778.43,0.2006,4844.7,0.1188,35933.73,35546.04
FT0082,Q3,2025-04-14,31783.21,0.1743,4519.91,0.1422,27263.31,26308.03
FT0082,Q4,2025-01-14,25401.5,0.151,321.33,0.0127,25080.17,21373.37
FT0082,Q5,2024-10-16,16976.92,0.079,621.04,0.0366,16355.88,15172.01
FT0082,Q6,2024-07-18,22461.1,0.2004,1669.81,0.0743,20791.29,18650.44
FT0082,Q7,2024-04-19,15645.44,0.1584,773.23,0.0494,14872.21,12081.77
FT0082,Q8,2024-01-20,13105.67,0.1976,1990.94,0.1519,11114.73,9449.19
FT0083,Q1,2025-10-11,234002.0,0.2025,68519.68,0.2928,165482.32,0.0
FT0083,Q2,2025-07-13,117135.08,0.0756,28822.2,0.2461,88312.87,0.0
FT0083,Q3,2025-04-14,167625.83,0.216,53154.81,0.3171,114471.01,0.0
FT0083,Q4,2025-01-14,159964.79,0.2461,40296.05,0.2519,119668.74,0.0
FT0083,Q5,2024-10-16,98302.52,0.1178,31542.44,0.3209,66760.08,0.0
FT0083,Q6,2024-07-18,84862.27,0.1366,16468.57,0.1941,68393.7,0.0
FT0083,Q7,2024-04-19,107591.74,0.2451,34753.41,0.323,72838.33,0.0
FT0083,Q8,2024-01-20,79511.5,0.1445,27227.55,0.3424,52283.95,0.0
FT0084,Q1,2025-10-11,574996.72,0.1463,173987.34,0.3026,401009.37,382956.14
FT0084,Q2,2025-07-13,329411.55,0.077,92319.65,0.2803,237091.9,217511.41
FT0084,Q3,2025-04-14,334706.55,0.1158,110309.05,0.3296,224397.5,238989.43
FT0084,Q4,2025-01-14,470264.05,0.2036,116666.89,0.2481,353597.15,398303.01
FT0084,Q5,2024-10-16,315206.59,0.1391,53772.61,0.1706,261433.97,215120.12
FT0084,Q6,2024-07-18,311315.7,0.2131,53812.3,0.1729,257503.41,242730.06
FT0084,Q7,2024-04-19,281141.25,0.2596,70253.13,0.2499,210888.12,236511.47
FT0084,Q8,2024-01-20,215736.89,0.2109,44013.38,0.204,171723.51,163065.01
FT0085,Q1,2025-10-11,1085501.98,0.1558,345463.4,0.3183,740038.59,779118.31
FT0085,Q2,2025-07-13,1201764.28,0.2023,470149.68,0.3912,731614.6,628377.07
FT0085,Q3,2025-04-14,768061.63,0.1457,199535.69,0.2598,568525.94,456370.49
FT0085,Q4,2025-01-14,1263173.43,0.2812,409622.92,0.3243,853550.51,960100.11
FT0085,Q5,2024-10-16,792894.53,0.2022,299667.58,0.3779,493226.95,422825.98
FT0085,Q6,2024-07-18,633576.03,0.1408,247693.43,0.3909,385882.59,312652.85
FT0085,Q7,2024-04-19,519322.43,0.1857,188042.26,0.3621,331280.17,275943.92
FT0085,Q8,2024-01-20,417626.95,0.1682,186758.52,0.4472,230868.43,235109.35
FT0086,Q1,2025-10-11,51260.84,0.162,1359.78,0.0265,49901.06,40994.16
FT0086,Q2,2025-07-13,53344.9,0.2412,4476.37,0.0839,48868.53,43856.01
FT0086,Q3,2025-04-14,36613.68,0.1774,234.54,0.0064,36379.14,39037.03
FT0086,Q4,2025-01-14,34091.87,0.2115,2816.19,0.0826,31275.67,34818.78
FT0086,Q5,2024-10-16,26097.15,0.159,2903.79,0.1113,23193.36,24476.89
FT0086,Q6,2024-07-18,28734.57,0.2713,767.41,0.0267,27967.16,33107.21
FT0086,Q7,2024-04-19,19580.94,0.1939,1434.02,0.0732,18146.92,19429.14
FT0086,Q8,2024-01-20,14455.39,0.193,1918.6,0.1327,12536.79,12927.08
FT0087,Q1,2025-10-11,185175.39,0.3025,-14307.39,-0.0773,199482.79,215891.07
FT0087,Q2,2025-07-13,96492.15,0.1941,-5807.74,-0.0602,102299.9,106883.28
FT0087,Q3,2025-04-14,100871.78,0.26,-4962.09,-0.0492,105833.87,121179.63
FT0087,Q4,2025-01-14,112608.51,0.3049,-10236.61,-0.0909,122845.12,129214.81
FT0087,Q5,2024-10-16,85331.72,0.317,-2522.21,-0.0296,87853.92,76313.3
FT0087,Q6,2024-07-18,53867.41,0.2303,-5492.95,-0.102,59360.35,48278.2
FT0087,Q7,2024-04-19,42399.63,0.303,-1973.76,-0.0466,44373.39,43912.02
FT0087,Q8,2024-01-20,39985.76,0.302,-1843.52,-0.0461,41829.28,42332.28
FT0088,Q1,2025-10-11,924920.95,0.1736,186438.81,0.2016,738482.15,631361.4
FT0088,Q2,2025-07-13,1941402.9,0.3389,402073.27,0.2071,1539329.63,1691023.11
FT0088,Q3,2025-04-14,1349764.94,0.3379,318118.96,0.2357,1031645.98,1022858.36
FT0088,Q4,2025-01-14,776851.96,0.2177,251864.43,0.3242,524987.53,479081.15
FT0088,Q5,2024-10-16,817819.29,0.3226,171528.54,0.2097,646290.75,703884.2
FT0088,Q6,2024-07-18,613182.74,0.3134,79907.49,0.1303,533275.25,492256.32
FT0088,Q7,2024-04-19,424189.54,0.2908,94719.97,0.2233,329469.58,294479.84
FT0088,Q8,2024-01-20,339648.97,0.3651,64005.64,0.1884,275643.33,232425.65
FT0089,Q1,2025-10-11,464161.92,0.2461,95800.73,0.2064,368361.19,306648.05
FT0089,Q2,2025-07-13,272504.05,0.1367,40981.1,0.1504,231522.95,248795.85
FT0089,Q3,2025-04-14,295073.5,0.2179,59666.48,0.2022,235407.03,191312.7
FT0089,Q4,2025-01-14,278280.29,0.2841,47049.64,0.1691,231230.65,259724.53
FT0089,Q5,2024-10-16,168254.84,0.2404,35751.22,0.2125,132503.62,152988.81
FT0089,Q6,2024-07-18,164136.85,0.1725,25062.68,0.1527,139074.17,126116.63
FT0089,Q7,2024-04-19,138500.97,0.2649,25286.46,0.1826,113214.52,96091.03
FT0089,Q8,2024-01-20,93796.88,0.222,16413.25,0.175,77383.63,75159.78
FT0090,Q1,2025-10-11,620171.65,0.1801,165707.64,0.2672,454464.01,516270.71
FT0090,Q2,2025-07-13,1383287.3,0.3096,283866.15,0.2052,1099421.15,1316571.77
FT0090,Q3,2025-04-14,739609.61,0.2813,151479.67,0.2048,588129.94,547262.47
FT0090,Q4,2025-01-14,800315.98,0.2945,196528.71,0.2456,603787.27,516600.92
FT0090,Q5,2024-10-16,292821.67,0.1853,69662.08,0.2379,223159.59,253189.81
FT0090,Q6,2024-07-18,345812.72,0.213,87866.42,0.2541,257946.3,289207.47
FT0090,Q7,2024-04-19,306025.44,0.2277,93881.52,0.3068,212143.92,250543.39
FT0090,Q8,2024-01-20,235120.32,0.2455,78294.36,0.333,156825.96,162611.04
FT0091,Q1,2025-10-11,924740.73,0.1393,163416.18,0.1767,761324.55,808443.03
FT0091,Q2,2025-07-13,1086435.3,0.176,72250.23,0.0665,1014185.07,859307.82
FT0091,Q3,2025-04-14,1027058.13,0.2517,85136.55,0.0829,941921.58,1111775.91
FT0091,Q4,2025-01-14,628333.87,0.1783,45734.19,0.0728,582599.68,692038.92
FT0091,Q5,2024-10-16,721627.06,0.2311,83482.34,0.1157,638144.71,722163.01
FT0091,Q6,2024-07-18,709491.93,0.2802,86599.38,0.1221,622892.54,617346.84
FT0091,Q7,2024-04-19,436538.94,0.2645,81077.07,0.1857,355461.86,348392.79
FT0091,Q8,2024-01-20,407855.07,0.2752,50789.11,0.1245,357065.97,403618.93
FT0092,Q1,2025-10-11,745091.54,0.1866,185818.8,0.2494,559272.74,0.0
FT0092,Q2,2025-07-13,792568.91,0.2272,196434.5,0.2478,596134.41,0.0
FT0092,Q3,2025-04-14,619935.95,0.22,162843.8,0.2627,457092.16,0.0
FT0092,Q4,2025-01-14,558994.48,0.2764,90118.01,0.1612,468876.48,0.0
FT0092,Q5,2024-10-16,357126.84,0.1666,97522.93,0.2731,259603.91,0.0
FT0092,Q6,2024-07-18,323288.47,0.1684,117105.05,0.3622,206183.42,0.0
FT0092,Q7,2024-04-19,290808.04,0.2031,67038.07,0.2305,223769.98,0.0
FT0092,Q8,2024-01-20,169595.58,0.1137,35795.86,0.2111,133799.73,0.0
FT0093,Q1,2025-10-11,208097.46,0.006,71764.31,0.3449,136333.15,113008.01
FT0093,Q2,2025-07-13,315418.77,0.0693,118573.5,0.3759,196845.27,214583.95
FT0093,Q3,2025-04-14,298360.2,0.0999,111808.93,0.3747,186551.27,164691.72
FT0093,Q4,2025-01-14,222284.29,0.0846,83715.8,0.3766,138568.5,157908.44
FT0093,Q5,2024-10-16,214907.46,0.0632,72448.8,0.3371,142458.66,120319.88
FT0093,Q6,2024-07-18,318409.9,0.1884,141677.58,0.445,176732.33,191909.79
FT0093,Q7,2024-04-19,179291.85,0.1182,61455.93,0.3428,117835.93,135587.38
FT0093,Q8,2024-01-20,172231.12,0.144,71900.29,0.4175,100330.83,104318.9
FT0094,Q1,2025-10-11,3245609.74,0.2104,1921072.72,0.5919,1324537.02,1366374.02
FT0094,Q2,2025-07-13,2591218.08,0.2032,1141960.65,0.4407,1449257.43,1448793.05
FT0094,Q3,2025-04-14,2272768.95,0.2204,1037895.03,0.4567,1234873.92,1329423.8
FT0094,Q4,2025-01-14,1779804.06,0.1763,690786.69,0.3881,1089017.37,1232499.83
FT0094,Q5,2024-10-16,1240342.83,0.1095,456698.17,0.3682,783644.67,854207.53
FT0094,Q6,2024-07-18,1239592.01,0.1669,595677.07,0.4805,643914.94,769032.32
FT0094,Q7,2024-04-19,1198574.69,0.2228,582508.21,0.486,616066.48,502973.48
FT0094,Q8,2024-01-20,835367.06,0.119,450371.09,0.5391,384995.97,311080.32
FT0095,Q1,2025-10-11,298162.34,0.1401,76178.15,0.2555,221984.19,232568.78
FT0095,Q2,2025-07-13,638675.84,0.268,187891.74,0.2942,450784.1,400138.7
FT0095,Q3,2025-04-14,241506.25,0.1595,68496.52,0.2836,173009.73,164738.61
FT0095,Q4,2025-01-14,237461.48,0.1672,61415.43,0.2586,176046.05,168706.88
FT0095,Q5,2024-10-16,234734.76,0.2094,98638.57,0.4202,136096.18,145931.71
FT0095,Q6,2024-07-18,179828.05,0.1821,73993.33,0.4115,105834.72,102819.03
FT0095,Q7,2024-04-19,120781.96,0.0789,30998.85,0.2567,89783.11,98336.5
FT0095,Q8,2024-01-20,151163.68,0.1524,45858.96,0.3034,105304.72,120281.2
FT0096,Q1,2025-10-11,382947.2,0.1018,60626.82,0.1583,322320.38,321966.33
FT0096,Q2,2025-07-13,733502.49,0.2247,154931.48,0.2112,578571.01,538261.87
FT0096,Q3,2025-04-14,452038.62,0.2001,40395.79,0.0894,411642.84,469504.3
FT0096,Q4,2025-01-14,465014.27,0.2274,57287.18,0.1232,407727.09,437146.13
FT0096,Q5,2024-10-16,366876.2,0.2273,72700.08,0.1982,294176.12,249356.22
FT0096,Q6,2024-07-18,299862.3,0.2222,36173.77,0.1206,263688.53,265595.23
FT0096,Q7,2024-04-19,269284.88,0.2221,47803.85,0.1775,221481.03,242631.89
FT0096,Q8,2024-01-20,187020.43,0.2178,20982.62,0.1122,166037.81,179067.96
FT0097,Q1,2025-10-11,225872.34,0.2137,59507.61,0.2635,166364.72,187098.56
FT0097,Q2,2025-07-13,116853.79,0.1392,29868.84,0.2556,86984.95,75662.64
FT0097,Q3,2025-04-14,157219.12,0.1997,41856.17,0.2662,115362.96,98017.32
FT0097,Q4,2025-01-14,128715.18,0.2125,29051.01,0.2257,99664.17,87058.03
FT0097,Q5,2024-10-16,67652.43,0.1403,12021.49,0.1777,55630.94,47539.31
FT0097,Q6,2024-07-18,77250.21,0.1149,22150.59,0.2867,55099.62,49754.49
FT0097,Q7,2024-04-19,72935.87,0.1202,22993.49,0.3153,49942.39,54935.7
FT0097,Q8,2024-01-20,55439.56,0.1691,15066.89,0.2718,40372.67,33424.04
FT0098,Q1,2025-10-11,1019670.81,0.2127,313492.8,0.3074,706178.01,0.0
FT0098,Q2,2025-07-13,658207.88,0.1774,173849.28,0.2641,484358.6,0.0
FT0098,Q3,2025-04-14,760744.85,0.2675,172774.27,0.2271,587970.58,0.0
FT0098,Q4,2025-01-14,671694.56,0.2534,132344.75,0.197,539349.81,0.0
FT0098,Q5,2024-10-16,373054.24,0.1738,89484.95,0.2399,283569.29,0.0
FT0098,Q6,2024-07-18,361565.13,0.1367,90566.52,0.2505,270998.61,0.0
FT0098,Q7,2024-04-19,342528.06,0.211,100322.93,0.2929,242205.13,0.0
FT0098,Q8,2024-01-20,247365.9,0.2182,63056.82,0.2549,184309.08,0.0
FT0099,Q1,2025-10-11,2610992.77,0.2074,785639.95,0.3009,1825352.82,1739840.99
FT0099,Q2,2025-07-13,938367.62,0.0411,432146.94,0.4605,506220.68,596080.54
FT0099,Q3,2025-04-14,1187008.2,0.1142,536728.18,0.4522,650280.01,744128.15
FT0099,Q4,2025-01-14,1100791.74,0.0826,339574.93,0.3085,761216.81,715604.3
FT0099,Q5,2024-10-16,1196741.77,0.1796,416277.24,0.3478,780464.53,934454.93
FT0099,Q6,2024-07-18,819157.99,0.0644,348985.56,0.426,470172.42,473299.56
FT0099,Q7,2024-04-19,662744.83,0.1423,262364.66,0.3959,400380.17,366755.29
FT0099,Q8,2024-01-20,663782.94,0.198,220232.46,0.3318,443550.48,384959.09
FT0100,Q1,2025-10-11,500839.23,0.1564,113293.9,0.2262,387545.33,0.0
FT0100,Q2,2025-07-13,508672.04,0.1737,135402.35,0.2662,373269.69,0.0
FT0100,Q3,2025-04-14,367126.27,0.1692,110563.8,0.3012,256562.47,0.0
FT0100,Q4,2025-01-14,372796.45,0.1642,114814.77,0.308,257981.69,0.0
FT0100,Q5,2024-10-16,364964.0,0.2216,124575.33,0.3413,240388.67,0.0
FT0100,Q6,2024-07-18,254421.56,0.1489,72116.7,0.2835,182304.85,0.0
FT0100,Q7,2024-04-19,253602.06,0.2037,74750.12,0.2948,178851.94,0.0
FT0100,Q8,2024-01-20,210329.61,0.1236,51515.98,0.2449,158813.62,0.0
FT0101,Q1,2025-10-11,610814.75,0.1852,100687.66,0.1648,510127.09,544765.63
FT0101,Q2,2025-07-13,817042.66,0.2916,106251.58,0.13,710791.08,746466.56
FT0101,Q3,2025-04-14,491368.42,0.2119,99378.17,0.2022,391990.25,461640.46
FT0101,Q4,2025-01-14,436842.91,0.2016,76578.57,0.1753,360264.34,324602.55
FT0101,Q5,2024-10-16,441202.44,0.2895,83352.93,0.1889,357849.51,331784.42
FT0101,Q6,2024-07-18,245155.06,0.2529,43164.95,0.1761,201990.11,212861.75
FT0101,Q7,2024-04-19,255976.64,0.1855,35223.75,0.1376,220752.89,248396.7
FT0101,Q8,2024-01-20,206484.5,0.1064,25677.85,0.1244,180806.65,190100.27
FT0102,Q1,2025-10-11,104268.88,0.188,10619.6,0.1018,93649.28,83994.3
FT0102,Q2,2025-07-13,50608.11,0.0789,3012.93,0.0595,47595.18,42626.52
FT0102,Q3,2025-04-14,114901.37,0.2324,19278.65,0.1678,95622.72,97251.11
FT0102,Q4,2025-01-14,67356.3,0.2132,12709.37,0.1887,54646.93,56681.03
FT0102,Q5,2024-10-16,47907.74,0.1044,5012.49,0.1046,42895.25,50175.6
FT0102,Q6,2024-07-18,40640.2,0.1101,3921.22,0.0965,36718.99,34800.11
FT0102,Q7,2024-04-19,41339.72,0.1204,9707.24,0.2348,31632.49,25516.79
FT0102,Q8,2024-01-20,39626.39,0.2198,4553.76,0.1149,35072.63,29145.12
FT0103,Q1,2025-10-11,209599.94,0.1958,30803.82,0.147,178796.12,152410.0
FT0103,Q2,2025-07-13,175623.17,0.1607,37412.87,0.213,138210.3,152049.61
FT0103,Q3,2025-04-14,126927.89,0.1715,17219.83,0.1357,109708.06,103552.12
FT0103,Q4,2025-01-14,200353.73,0.2415,31225.69,0.1559,169128.05,165310.04
FT0103,Q5,2024-10-16,114257.01,0.1565,25359.4,0.222,88897.61,95622.58
FT0103,Q6,2024-07-18,86581.65,0.1563,11433.73,0.1321,75147.92,61032.61
FT0103,Q7,2024-04-19,88782.36,0.1953,10087.32,0.1136,78695.04,64914.12
FT0103,Q8,2024-01-20,67669.26,0.1616,12692.52,0.1876,54976.74,52814.98
FT0104,Q1,2025-10-11,2641671.89,0.2272,997780.63,0.3777,1643891.26,1430627.34
FT0104,Q2,2025-07-13,2750054.27,0.2433,889926.69,0.3236,1860127.58,2212257.83
FT0104,Q3,2025-04-14,1207993.96,0.1552,264541.59,0.219,943452.37,774567.49
FT0104,Q4,2025-01-14,953587.86,0.1599,287464.78,0.3015,666123.08,626657.91
FT0104,Q5,2024-10-16,1211377.82,0.1748,462662.98,0.3819,748714.84,622695.1
FT0104,Q6,2024-07-18,871240.79,0.1977,221478.29,0.2542,649762.5,763035.89
FT0104,Q7,2024-04-19,651534.39,0.0748,175612.05,0.2695,475922.34,496768.86
FT0104,Q8,2024-01-20,717091.16,0.1927,239733.25,0.3343,477357.91,570287.58
FT0105,Q1,2025-10-11,189572.97,0.1672,36802.52,0.1941,152770.45,152000.87
FT0105,Q2,2025-07-13,215257.39,0.1685,42382.66,0.1969,172874.73,156466.91
FT0105,Q3,2025-04-14,101560.45,0.0636,22891.22,0.2254,78669.23,88757.52
FT0105,Q4,2025-01-14,177284.1,0.266,14809.31,0.0835,162474.8,177422.59
FT0105,Q5,2024-10-16,110953.96,0.1361,20737.56,0.1869,90216.4,97898.59
FT0105,Q6,2024-07-18,97718.06,0.2185,15496.06,0.1586,82222.0,77196.33
FT0105,Q7,2024-04-19,103015.52,0.1902,20596.18,0.1999,82419.34,84733.07
FT0105,Q8,2024-01-20,81615.45,0.2058,16188.08,0.1983,65427.36,72969.85
FT0106,Q1,2025-10-11,222420.87,0.1885,53993.32,0.2428,168427.55,0.0
FT0106,Q2,2025-07-13,248419.91,0.2285,42641.11,0.1716,205778.81,0.0
FT0106,Q3,2025-04-14,158490.64,0.1832,27336.71,0.1725,131153.93,0.0
FT0106,Q4,2025-01-14,136644.29,0.1769,21273.36,0.1557,115370.92,0.0
FT0106,Q5,2024-10-16,93731.99,0.1959,14810.24,0.158,78921.75,0.0
FT0106,Q6,2024-07-18,97366.3,0.2419,21187.4,0.2176,76178.9,0.0
FT0106,Q7,2024-04-19,85681.69,0.1461,14835.32,0.1731,70846.37,0.0
FT0106,Q8,2024-01-20,69752.06,0.1902,8428.05,0.1208,61324.02,0.0
FT0107,Q1,2025-10-11,324193.83,0.2456,51870.5,0.16,272323.33,266888.83
FT0107,Q2,2025-07-13,210976.05,0.2232,43626.47,0.2068,167349.58,159903.76
FT0107,Q3,2025-04-14,130981.73,0.1774,34047.34,0.2599,96934.4,82371.82
FT0107,Q4,2025-01-14,165813.04,0.2475,47636.26,0.2873,118176.78,118836.46
FT0107,Q5,2024-10-16,123680.88,0.241,26474.47,0.2141,97206.41,84010.98
FT0107,Q6,2024-07-18,81256.96,0.1806,11367.46,0.1399,69889.5,59253.18
FT0107,Q7,2024-04-19,70915.55,0.1791,11656.11,0.1644,59259.44,65121.32
FT0107,Q8,2024-01-20,62174.78,0.2292,16025.4,0.2577,46149.37,51306.38
FT0108,Q1,2025-10-11,1408087.5,0.3855,298003.44,0.2116,1110084.05,889269.75
FT0108,Q2,2025-07-13,783463.36,0.3425,224090.42,0.286,559372.94,558487.5
FT0108,Q3,2025-04-14,455495.74,0.2748,143174.78,0.3143,312320.96,351647.63
FT0108,Q4,2025-01-14,280569.47,0.2501,55176.97,0.1967,225392.5,264865.56
FT0108,Q5,2024-10-16,271982.37,0.2372,63245.4,0.2325,208736.96,185365.94
FT0108,Q6,2024-07-18,223626.8,0.2366,48398.3,0.2164,175228.5,146460.61
FT0108,Q7,2024-04-19,185900.87,0.2254,50931.2,0.274,134969.67,108374.81
FT0108,Q8,2024-01-20,122903.66,0.3418,28937.22,0.2354,93966.45,107731.67
FT0109,Q1,2025-10-11,185707.52,0.1758,12441.03,0.067,173266.48,0.0
FT0109,Q2,2025-07-13,121220.65,0.1613,27395.18,0.226,93825.46,0.0
FT0109,Q3,2025-04-14,96576.22,0.1631,16337.91,0.1692,80238.31,0.0
FT0109,Q4,2025-01-14,102193.05,0.1885,12773.97,0.125,89419.08,0.0
FT0109,Q5,2024-10-16,88804.98,0.152,15024.86,0.1692,73780.12,0.0
FT0109,Q6,2024-07-18,66899.61,0.1771,10005.19,0.1496,56894.42,0.0
FT0109,Q7,2024-04-19,67033.64,0.2,11130.55,0.166,55903.09,0.0
FT0109,Q8,2024-01-20,41205.17,0.1609,10218.1,0.248,30987.07,0.0
FT0110,Q1,2025-10-11,356047.94,0.2345,29027.09,0.0815,327020.86,356088.57
FT0110,Q2,2025-07-13,331517.19,0.2146,3650.04,0.011,327867.15,355992.86
FT0110,Q3,2025-04-14,343973.32,0.278,-5307.27,-0.0154,349280.59,409307.9
FT0110,Q4,2025-01-14,297271.94,0.2975,9665.18,0.0325,287606.75,236150.43
FT0110,Q5,2024-10-16,222965.14,0.3971,12177.49,0.0546,210787.65,182420.16
FT0110,Q6,2024-07-18,161759.22,0.2083,17.68,0.0001,161741.53,148918.67
FT0110,Q7,2024-04-19,143710.26,0.3128,6958.06,0.0484,136752.19,136727.49
FT0110,Q8,2024-01-20,93488.64,0.3165,11130.58,0.1191,82358.06,92464.17
FT0111,Q1,2025-10-11,407833.73,0.2578,74706.53,0.1832,333127.2,301828.34
FT0111,Q2,2025-07-13,279871.33,0.2216,75032.57,0.2681,204838.76,211806.16
FT0111,Q3,2025-04-14,365628.26,0.3766,79470.67,0.2174,286157.58,333163.55
FT0111,Q4,2025-01-14,211742.45,0.2855,56936.78,0.2689,154805.67,169809.36
FT0111,Q5,2024-10-16,147044.15,0.153,31405.32,0.2136,115638.83,113087.35
FT0111,Q6,2024-07-18,151184.99,0.2499,38912.11,0.2574,112272.88,133357.31
FT0111,Q7,2024-04-19,75019.6,0.2451,23540.12,0.3138,51479.48,58855.6
FT0111,Q8,2024-01-20,84575.62,0.248,18263.93,0.2159,66311.69,65356.82
FT0112,Q1,2025-10-11,889922.95,0.1994,121946.05,0.137,767976.89,0.0
FT0112,Q2,2025-07-13,475850.5,0.1234,115129.41,0.2419,360721.1,0.0
FT0112,Q3,2025-04-14,992845.45,0.3242,263869.75,0.2658,728975.7,0.0
FT0112,Q4,2025-01-14,416467.81,0.1578,124428.37,0.2988,292039.44,0.0
FT0112,Q5,2024-10-16,346561.48,0.1678,80079.16,0.2311,266482.33,0.0
FT0112,Q6,2024-07-18,295301.35,0.1428,69749.77,0.2362,225551.59,0.0
FT0112,Q7,2024-04-19,270036.83,0.25,69598.33,0.2577,200438.5,0.0
FT0112,Q8,2024-01-20,234287.5,0.188,49551.12,0.2115,184736.38,0.0
FT0113,Q1,2025-10-11,179510.29,0.2617,15916.67,0.0887,163593.62,134611.0
FT0113,Q2,2025-07-13,169532.22,0.2881,13815.54,0.0815,155716.67,130959.54
FT0113,Q3,2025-04-14,97085.14,0.2328,15680.32,0.1615,81404.81,81438.69
FT0113,Q4,2025-01-14,79611.72,0.2834,12163.95,0.1528,67447.77,79255.48
FT0113,Q5,2024-10-16,44919.4,0.1963,3693.91,0.0822,41225.49,37173.18
FT0113,Q6,2024-07-18,53837.47,0.2948,7817.82,0.1452,46019.65,50082.72
FT0113,Q7,2024-04-19,46049.32,0.3562,7598.87,0.165,38450.45,39719.84
FT0113,Q8,2024-01-20,36524.27,0.3652,6656.13,0.1822,29868.14,32585.57
FT0114,Q1,2025-10-11,72125.97,0.157,8274.0,0.1147,63851.97,61210.81
FT0114,Q2,2025-07-13,62871.03,0.1627,2057.97,0.0327,60813.06,51313.84
FT0114,Q3,2025-04-14,38392.13,0.08,170.32,0.0044,38221.81,43395.51
FT0114,Q4,2025-01-14,51790.71,0.1688,7384.42,0.1426,44406.3,51388.99
FT0114,Q5,2024-10-16,38261.3,0.113,1192.98,0.0312,37068.31,40912.13
FT0114,Q6,2024-07-18,35220.8,0.2237,3374.66,0.0958,31846.14,32009.64
FT0114,Q7,2024-04-19,24609.89,0.1044,102.41,0.0042,24507.48,27221.87
