company_id,round_number,round_date,round_type,amount_raised_usd,valuation_usd,num_investors,investors,months_since_last_round
FT0182,3,2012-03-27,Series B,1543841.98,7993832.98,2,"Andreessen Horowitz, Sequoia Capital",6
FT0182,4,2023-04-16,Series C,1781635.04,13866887.81,3,"Government Fund, Partech Partners, Sequoia Capital",21
FT0182,5,2016-04-12,Series D,7453248.66,46163195.03,2,"Y Combinator, 500 Startups",8
FT0182,6,2023-11-11,Bridge,14424334.92,49701113.45,4,"Speedinvest, 500 Startups, Novastar Ventures, TLcom Capital",9
FT0182,7,2014-11-11,Series D+,7831921.98,62881279.36,3,"Government Fund, 4DX Ventures, TLcom Capital",20
FT0182,8,2018-01-03,Series D+,5878811.12,44827427.33,1,Accel Partners,23
FT0183,1,2025-02-25,Seed,71436.37,410625.24,1,Accel Partners,0
FT0183,2,2024-06-28,Series A,217520.53,1915184.39,3,"CRE Venture Capital, Speedinvest, 4DX Ventures",19
FT0183,3,2025-02-27,Series B,496523.04,2838960.26,3,"CRE Venture Capital, Global Founders Capital, TLcom Capital",9
FT0183,4,2024-05-21,Series C,1984312.64,7421620.72,4,"Novastar Ventures, CRE Venture Capital, Partech Partners, Corporate VC",12
FT0184,1,2023-04-14,Seed,152926.87,987149.38,4,"Corporate VC, Local Angel Investors, Government Fund, 500 Startups",0
FT0184,2,2024-05-17,Series A,718431.87,5677591.09,1,500 Startups,14
FT0184,3,2025-02-21,Series B,579609.17,3620098.76,2,"500 Startups, CRE Venture Capital",12
FT0185,1,2024-04-01,Seed,38084.95,230763.13,1,Local Angel Investors,0
FT0185,2,2023-10-25,Series A,249907.18,1600945.19,3,"Partech Partners, Corporate VC, Local Angel Investors",6
FT0186,1,2025-08-30,Seed,106054.58,709224.75,4,"Y Combinator, Global Founders Capital, TLcom Capital, Novastar Ventures",0
FT0186,2,2020-01-26,Series A,271385.4,2521331.76,2,"Government Fund, Partech Partners",10
FT0186,3,2024-12-05,Series B,621057.34,6052111.22,1,Y Combinator,6
FT0186,4,2024-06-19,Series C,1157433.04,8217182.54,4,"Local Angel Investors, Development Bank, TLcom Capital, Andela",19
FT0186,5,2019-03-08,Series D,3866120.88,29156700.01,2,"Accel Partners, Y Combinator",7
FT0186,6,2022-11-30,Bridge,18454446.83,100685018.91,3,"Partech Partners, Development Bank, Sequoia Capital",7
FT0187,1,2024-05-28,Seed,98362.81,311910.36,2,"Local Angel Investors, TLcom Capital",0
FT0187,2,2018-12-17,Series A,300073.38,1993311.12,3,"Local Angel Investors, TLcom Capital, 500 Startups",20
FT0187,3,2020-02-25,Series B,1411456.99,10371185.85,1,Corporate VC,20
FT0188,1,2025-01-12,Seed,132905.86,917147.89,4,"Government Fund, CRE Venture Capital, TLcom Capital, Speedinvest",0
FT0189,1,2022-11-28,Seed,354286.55,1478336.24,4,"4DX Ventures, 500 Startups, Partech Partners, Global Founders Capital",0
FT0189,2,2015-02-12,Series A,1287197.02,9329627.07,2,"Novastar Ventures, TLcom Capital",8
FT0189,3,2024-10-22,Series B,2011135.3,8682018.49,3,"Speedinvest, Local Angel Investors, Government Fund",21
FT0189,4,2020-03-10,Series C,3038109.73,19896431.12,2,"Government Fund, Development Bank",14
FT0189,5,2017-04-11,Series D,10313602.98,32248223.76,1,Novastar Ventures,10
FT0189,6,2022-08-15,Bridge,49441073.24,492939246.88,4,"Accel Partners, Development Bank, Y Combinator, TLcom Capital",23
FT0189,7,2019-06-25,Series D+,8739767.1,45582386.23,4,"Andreessen Horowitz, 500 Startups, TLcom Capital, Sequoia Capital",8
FT0189,8,2015-09-18,Series D+,18954971.5,104824321.05,2,"500 Startups, Partech Partners",10
FT0190,1,2017-02-11,Seed,120912.29,794736.27,1,500 Startups,0
FT0190,2,2020-10-20,Series A,432740.22,2089546.48,2,"4DX Ventures, Sequoia Capital",9
FT0190,3,2024-06-08,Series B,852106.37,4173431.53,3,"Y Combinator, Global Founders Capital, CRE Venture Capital",16
FT0190,4,2022-10-17,Series C,1696926.33,11159330.42,4,"500 Startups, Partech Partners, CRE Venture Capital, Local Angel Investors",12
FT0191,1,2024-05-15,Seed,178855.76,808414.35,4,"Accel Partners, Y Combinator, Sequoia Capital, Partech Partners",0
FT0191,2,2024-11-01,Series A,294580.54,2840427.35,2,"Partech Partners, Y Combinator",11
FT0191,3,2025-05-26,Series B,1088533.94,3681457.32,3,"Development Bank, Sequoia Capital, 500 Startups",12
FT0191,4,2025-06-13,Series C,1819957.96,9655969.73,1,CRE Venture Capital,10
FT0192,1,2025-01-11,Seed,70016.91,312520.41,4,"Government Fund, Partech Partners, Andreessen Horowitz, Global Founders Capital",0
FT0192,2,2024-10-14,Series A,373595.26,3020889.39,3,"Accel Partners, Andela, Development Bank",23
FT0192,3,2023-12-11,Series B,659333.11,5858725.78,4,"Y Combinator, Novastar Ventures, TLcom Capital, Government Fund",15
FT0193,1,2021-01-27,Seed,143214.64,690925.44,3,"Corporate VC, TLcom Capital, Speedinvest",0
FT0193,2,2022-02-24,Series A,203826.3,1134228.9,4,"CRE Venture Capital, Development Bank, Partech Partners, Government Fund",23
FT0193,3,2021-08-11,Series B,594464.66,2212638.26,1,4DX Ventures,7
FT0194,1,2025-01-12,Seed,32364.69,167840.27,1,Government Fund,0
FT0194,2,2024-09-07,Series A,136364.28,454187.3,3,"Development Bank, Government Fund, TLcom Capital",19
FT0195,1,2017-12-09,Seed,64746.72,599133.52,1,500 Startups,0
FT0195,2,2019-04-14,Series A,362320.91,2364051.66,1,CRE Venture Capital,8
FT0195,3,2023-12-22,Series B,1270620.94,4972240.28,3,"Sequoia Capital, CRE Venture Capital, Novastar Ventures",14
FT0195,4,2025-08-07,Series C,1262927.14,7285538.89,2,"Novastar Ventures, Development Bank",21
FT0195,5,2017-08-24,Series D,3153575.94,26784621.06,4,"Local Angel Investors, TLcom Capital, Andreessen Horowitz, Novastar Ventures",8
FT0196,1,2023-09-30,Seed,52212.15,256644.63,4,"Speedinvest, Local Angel Investors, Y Combinator, Sequoia Capital",0
FT0196,2,2023-09-26,Series A,201464.96,1222588.01,1,Local Angel Investors,7
FT0197,1,2022-11-22,Seed,108068.2,879036.51,3,"Speedinvest, Development Bank, Y Combinator",0
FT0197,2,2017-05-30,Series A,442971.49,4283419.33,3,"Corporate VC, TLcom Capital, Accel Partners",21
FT0197,3,2021-03-10,Series B,1730990.06,8454286.12,1,Local Angel Investors,20
FT0197,4,2023-09-16,Series C,1716325.02,8454431.45,2,"Local Angel Investors, Y Combinator",11
FT0197,5,2023-06-23,Series D,6295217.26,23504962.26,1,Sequoia Capital,11
FT0198,1,2021-10-08,Seed,136307.26,729161.47,3,"Government Fund, Development Bank, Andreessen Horowitz",0
FT0198,2,2024-07-07,Series A,461503.78,2607269.68,4,"Novastar Ventures, TLcom Capital, CRE Venture Capital, Andreessen Horowitz",18
FT0198,3,2021-02-17,Series B,1223121.74,4828650.86,4,"Global Founders Capital, TLcom Capital, Corporate VC, Andreessen Horowitz",12
FT0199,1,2025-01-26,Seed,69838.17,696665.22,3,"Accel Partners, 4DX Ventures, Government Fund",0
FT0199,2,2025-03-11,Series A,363161.0,3594546.68,4,"Y Combinator, Partech Partners, Novastar Ventures, CRE Venture Capital",18
FT0199,3,2024-03-23,Series B,310493.17,2894056.25,2,"Local Angel Investors, Government Fund",15
FT0199,4,2025-06-21,Series C,1328293.48,6525125.92,3,"CRE Venture Capital, Andreessen Horowitz, Partech Partners",10
FT0200,1,2021-03-29,Seed,172271.69,1245665.55,3,"Speedinvest, Local Angel Investors, Accel Partners",0
FT0200,2,2016-12-19,Series A,657976.13,6249205.59,3,"Andela, Andreessen Horowitz, TLcom Capital",18
FT0200,3,2020-08-16,Series B,635011.91,2591976.24,4,"Sequoia Capital, Government Fund, Accel Partners, 4DX Ventures",14
FT0200,4,2020-02-23,Series C,3249949.95,17193040.14,3,"Sequoia Capital, Partech Partners, Accel Partners",14
FT0200,5,2021-12-24,Series D,4554902.88,27203169.15,3,"Speedinvest, Andela, 500 Startups",10
FT0200,6,2016-12-12,Bridge,15257708.12,126871886.01,1,4DX Ventures,6
