company_id,quarter,quarter_date,active_users,user_growth_rate,churn_rate,total_transactions,transaction_volume_usd,avg_transaction_value_usd,customer_acquisition_cost_usd,agents_count
FT0073,Q7,2024-04-19,9419,0.021,0.0282,134793,11676183.49,86.62,5.89,0
FT0073,Q8,2024-01-20,8545,-0.0173,0.0271,147052,62311680.76,423.74,19.82,0
FT0074,Q1,2025-10-11,7600,0.0757,0.0416,36790,1187495.38,32.28,11.17,0
FT0074,Q2,2025-07-13,7089,-0.0016,0.0553,115381,51930405.41,450.08,29.59,0
FT0074,Q3,2025-04-14,32535,0.2377,0.0466,462835,60440960.82,130.59,44.3,0
FT0074,Q4,2025-01-14,4599,-0.0731,0.0424,44887,18958197.23,422.35,23.06,0
FT0074,Q5,2024-10-16,12273,0.1065,0.0291,151098,9158623.82,60.61,23.07,0
FT0074,Q6,2024-07-18,13042,0.1562,0.0457,196043,94928357.25,484.22,23.53,0
FT0074,Q7,2024-04-19,10634,0.1397,0.0625,27228,5687520.75,208.88,48.53,0
FT0074,Q8,2024-01-20,8519,0.0991,0.0792,27875,7782383.07,279.19,29.34,0
FT0075,Q1,2025-10-11,11700,0.082,0.0632,45831,2366493.78,51.64,10.73,0
FT0075,Q2,2025-07-13,26988,0.1197,0.0743,438516,117375964.76,267.67,10.19,0
FT0075,Q3,2025-04-14,21186,0.0937,0.0358,143145,15834204.74,110.62,45.95,0
FT0075,Q4,2025-01-14,12052,0.0178,0.0749,177138,30327430.23,171.21,35.41,0
FT0075,Q5,2024-10-16,10490,-0.0113,0.0506,25939,8745599.36,337.16,21.95,0
FT0075,Q6,2024-07-18,18842,0.1423,0.0618,362498,48491935.87,133.77,6.36,0
FT0075,Q7,2024-04-19,12424,0.0431,0.0672,71552,27096497.92,378.7,13.86,0
FT0075,Q8,2024-01-20,11824,0.035,0.0586,192288,45083944.07,234.46,6.09,0
FT0076,Q1,2025-10-11,780,0.1977,0.0796,4815,1649633.59,342.6,9.87,0
FT0076,Q2,2025-07-13,1839,0.1207,0.0585,33455,8911063.87,266.36,37.7,0
FT0076,Q3,2025-04-14,147,-0.2049,0.0443,342,41344.07,120.89,30.87,0
FT0076,Q4,2025-01-14,1172,0.0758,0.0327,4989,559168.07,112.08,13.53,0
FT0076,Q5,2024-10-16,963,0.052,0.0441,12967,3697501.84,285.15,48.76,0
FT0076,Q6,2024-07-18,907,0.0446,0.0241,5829,1251950.67,214.78,26.45,0
FT0076,Q7,2024-04-19,903,0.0707,0.0597,12727,2878980.77,226.21,6.46,0
FT0076,Q8,2024-01-20,877,0.0888,0.0552,7232,2034726.93,281.35,14.07,0
FT0077,Q1,2025-10-11,12300,0.0397,0.0352,165009,61923205.08,375.27,39.76,0
FT0077,Q2,2025-07-13,9694,-0.0243,0.0395,169868,63336010.91,372.85,20.54,0
FT0077,Q3,2025-04-14,26911,0.1217,0.023,111309,20212913.96,181.59,6.3,0
FT0077,Q4,2025-01-14,13593,0.0213,0.0268,195270,43215289.17,221.31,18.02,0
FT0077,Q5,2024-10-16,13142,0.0295,0.0781,209220,99910140.09,477.54,46.96,0
FT0077,Q6,2024-07-18,21453,0.1651,0.0624,134222,60243633.79,448.84,20.54,0
FT0077,Q7,2024-04-19,11588,0.0043,0.0702,85696,37709928.96,440.04,42.06,0
FT0077,Q8,2024-01-20,17373,0.2032,0.0293,196725,34182225.56,173.76,15.19,0
FT0078,Q1,2025-10-11,1900,0.2225,0.0324,25402,10157351.91,399.86,19.3,0
FT0078,Q2,2025-07-13,9292,0.2238,0.0339,158371,69776293.74,440.59,15.34,0
FT0078,Q3,2025-04-14,1419,-0.0327,0.0552,22636,5241807.56,231.57,14.41,0
FT0078,Q4,2025-01-14,2786,0.0739,0.0472,53601,4639681.98,86.56,40.04,0
FT0078,Q5,2024-10-16,3488,0.1385,0.0454,11556,5343591.28,462.41,41.15,0
FT0078,Q6,2024-07-18,3343,0.1601,0.0329,37950,6404961.85,168.77,40.22,0
FT0078,Q7,2024-04-19,2287,0.0788,0.0442,14728,6977922.95,473.79,41.14,0
FT0078,Q8,2024-01-20,2459,0.1665,0.0567,4980,969499.22,194.68,25.1,0
FT0079,Q1,2025-10-11,632,-0.0039,0.0245,8257,1488766.66,180.3,42.69,0
FT0079,Q2,2025-07-13,715,0.0196,0.031,6479,1412911.46,218.08,28.1,0
FT0079,Q3,2025-04-14,968,0.0733,0.0708,12462,3291094.07,264.09,24.68,0
FT0079,Q4,2025-01-14,1641,0.1843,0.0694,22171,10257974.77,462.68,41.94,0
FT0079,Q5,2024-10-16,587,-0.0098,0.0232,10183,4918858.0,483.05,46.09,0
FT0079,Q6,2024-07-18,526,-0.0265,0.0708,9809,2402910.44,244.97,48.63,0
FT0079,Q7,2024-04-19,457,-0.0816,0.0595,8104,3954466.43,487.96,43.78,0
FT0079,Q8,2024-01-20,647,0.051,0.076,10345,4634938.71,448.04,37.32,0
FT0080,Q1,2025-10-11,17800,0.1231,0.0513,193144,83506311.52,432.35,10.75,0
FT0080,Q2,2025-07-13,8057,-0.0918,0.0203,95873,32803697.54,342.16,19.89,0
FT0080,Q3,2025-04-14,22413,0.0372,0.026,197817,34557276.78,174.69,25.95,0
FT0080,Q4,2025-01-14,10432,-0.077,0.048,180528,24539670.25,135.93,21.0,0
FT0080,Q5,2024-10-16,15993,-0.0132,0.0394,41460,1786963.84,43.1,32.23,0
FT0080,Q6,2024-07-18,16599,-0.0027,0.0571,260965,70329602.8,269.5,6.76,0
FT0080,Q7,2024-04-19,14905,-0.0325,0.0728,51889,13504086.86,260.25,32.75,0
FT0080,Q8,2024-01-20,20718,0.0892,0.0205,284056,110853100.4,390.25,14.57,0
FT0081,Q1,2025-10-11,790,-0.0584,0.0543,5838,2795214.19,478.8,49.56,0
FT0081,Q2,2025-07-13,2607,0.1684,0.058,25712,3307166.06,128.62,38.32,0
FT0081,Q3,2025-04-14,645,-0.0242,0.0301,8817,3506837.39,397.74,30.64,0
FT0081,Q4,2025-01-14,975,0.0408,0.0301,18815,7911729.1,420.5,6.84,0
FT0081,Q5,2024-10-16,1151,0.094,0.0767,6777,2214391.41,326.75,37.79,0
FT0081,Q6,2024-07-18,1395,0.1677,0.0587,8161,4023494.63,493.01,31.9,0
FT0081,Q7,2024-04-19,720,-0.0158,0.0428,6681,2973525.37,445.07,33.11,0
FT0081,Q8,2024-01-20,1003,0.1646,0.0734,19750,2228096.76,112.82,36.59,0
FT0082,Q1,2025-10-11,170,-0.2308,0.0773,1293,143271.08,110.81,18.85,0
FT0082,Q2,2025-07-13,214,0.0342,0.0373,4248,1017751.31,239.58,45.0,0
FT0082,Q3,2025-04-14,128,-0.0308,0.0602,2147,39514.08,18.4,44.59,0
FT0082,Q4,2025-01-14,100,-0.1302,0.0714,1031,199783.73,193.78,5.56,0
FT0082,Q5,2024-10-16,127,-0.0406,0.0744,2471,1107141.34,448.05,44.83,0
FT0082,Q6,2024-07-18,100,-0.1803,0.0205,322,104429.69,324.32,17.27,0
FT0082,Q7,2024-04-19,294,0.221,0.0593,1137,38701.89,34.04,10.79,0
FT0082,Q8,2024-01-20,207,0.1167,0.0255,2981,290155.24,97.33,42.39,0
FT0083,Q1,2025-10-11,2550,0.2169,0.032,21164,10304905.55,486.91,43.06,0
FT0083,Q2,2025-07-13,1856,-0.0289,0.0767,5955,2582742.11,433.71,34.26,0
FT0083,Q3,2025-04-14,3095,0.0358,0.0528,33867,16187201.66,477.96,22.71,0
FT0083,Q4,2025-01-14,3675,0.0712,0.049,38927,15462027.19,397.21,40.25,0
FT0083,Q5,2024-10-16,1382,-0.1072,0.0396,15140,728741.15,48.13,11.66,0
FT0083,Q6,2024-07-18,2440,0.0067,0.0687,38484,8315983.75,216.09,47.95,0
FT0083,Q7,2024-04-19,1876,-0.071,0.0761,32955,14354115.47,435.57,36.2,0
FT0083,Q8,2024-01-20,2786,0.0746,0.0575,43099,741936.66,17.21,9.12,0
FT0084,Q1,2025-10-11,8700,0.0853,0.0471,146436,2596229.88,17.73,44.55,23
FT0084,Q2,2025-07-13,3084,-0.1148,0.0525,12828,6167209.05,480.76,38.21,20
FT0084,Q3,2025-04-14,26225,0.1801,0.0642,175469,2074199.6,11.82,29.22,83
FT0084,Q4,2025-01-14,3523,-0.1299,0.0583,41326,6566216.01,158.89,13.54,20
FT0084,Q5,2024-10-16,23624,0.2266,0.0272,287642,20182991.15,70.17,17.15,91
FT0084,Q6,2024-07-18,13290,0.1229,0.044,26895,2622017.78,97.49,43.39,34
FT0084,Q7,2024-04-19,10801,0.0959,0.0621,151028,70754700.7,468.49,16.93,32
FT0084,Q8,2024-01-20,12831,0.238,0.0465,145218,41045195.96,282.65,43.64,35
FT0085,Q1,2025-10-11,44000,0.0223,0.0391,385466,73365944.23,190.33,49.07,198
FT0085,Q2,2025-07-13,60734,0.0457,0.0359,680119,49918460.43,73.4,11.92,175
FT0085,Q3,2025-04-14,68536,0.0756,0.0696,654900,20195197.42,30.84,25.75,164
FT0085,Q4,2025-01-14,27873,-0.0651,0.0481,452718,130424676.42,288.09,30.19,114
FT0085,Q5,2024-10-16,58247,0.0726,0.0723,1087998,528039835.31,485.33,40.88,162
FT0085,Q6,2024-07-18,42642,0.0093,0.0669,541812,120131108.91,221.72,20.69,184
FT0085,Q7,2024-04-19,45396,0.0215,0.0327,792853,86381095.98,108.95,35.5,142
FT0085,Q8,2024-01-20,61951,0.2088,0.0441,187949,41555621.91,221.1,25.47,148
FT0086,Q1,2025-10-11,123,-0.1032,0.0209,302,70770.46,234.34,30.67,0
FT0086,Q2,2025-07-13,100,-0.0974,0.0504,1247,525740.39,421.6,19.55,0
FT0086,Q3,2025-04-14,544,0.2406,0.0256,10080,3168409.14,314.33,18.46,0
FT0086,Q4,2025-01-14,170,0.0655,0.0576,1908,786957.33,412.45,37.31,0
FT0086,Q5,2024-10-16,100,-0.0622,0.0601,1886,670756.56,355.65,15.12,0
FT0086,Q6,2024-07-18,100,-0.0593,0.0481,344,45666.55,132.75,23.15,0
FT0086,Q7,2024-04-19,100,-0.091,0.0378,1979,369284.93,186.6,40.23,0
FT0086,Q8,2024-01-20,113,-0.0274,0.0243,1520,664973.33,437.48,45.08,0
FT0087,Q1,2025-10-11,352,0.0036,0.0738,6504,933719.68,143.56,42.28,0
FT0087,Q2,2025-07-13,100,-0.1571,0.0788,624,105385.0,168.89,19.89,0
FT0087,Q3,2025-04-14,432,0.0377,0.0539,3948,820405.65,207.8,13.7,0
FT0087,Q4,2025-01-14,542,0.0835,0.0522,1567,667868.07,426.21,45.02,0
FT0087,Q5,2024-10-16,701,0.1596,0.0576,6644,1030964.23,155.17,40.97,0
FT0087,Q6,2024-07-18,719,0.2054,0.0384,1693,406844.67,240.31,38.01,0
FT0087,Q7,2024-04-19,493,0.1281,0.0269,3672,1821091.58,495.94,33.57,0
FT0087,Q8,2024-01-20,207,-0.2035,0.0549,1515,597963.2,394.7,39.02,0
FT0088,Q1,2025-10-11,6960,-0.0833,0.0604,97465,38430452.24,394.3,45.49,0
FT0088,Q2,2025-07-13,2261,-0.1264,0.0371,9850,4445326.66,451.3,34.68,0
FT0088,Q3,2025-04-14,7467,0.0157,0.0387,36681,9420746.21,256.83,21.62,0
FT0088,Q4,2025-01-14,42127,0.3543,0.0259,156876,45526173.52,290.2,12.22,0
FT0088,Q5,2024-10-16,7472,0.0288,0.0705,24614,11184090.41,454.38,33.55,0
FT0088,Q6,2024-07-18,5920,-0.024,0.0611,82924,22517785.97,271.55,15.52,0
FT0088,Q7,2024-04-19,3512,-0.1953,0.0254,38335,12133896.0,316.52,17.38,0
FT0088,Q8,2024-01-20,6990,0.0267,0.0484,114859,44783068.0,389.9,34.23,0
FT0089,Q1,2025-10-11,3520,0.2971,0.0431,31472,2266380.8,72.01,28.86,0
FT0089,Q2,2025-07-13,2102,-0.0552,0.0559,33616,15750523.95,468.54,11.84,0
FT0089,Q3,2025-04-14,8143,0.139,0.0792,137428,36527190.78,265.79,30.94,0
FT0089,Q4,2025-01-14,7742,0.1528,0.0724,105081,38175959.8,363.3,30.43,0
FT0089,Q5,2024-10-16,3283,-0.0086,0.0258,34882,1032270.11,29.59,31.97,0
FT0089,Q6,2024-07-18,7454,0.2126,0.0247,58120,8751868.79,150.58,30.33,0
FT0089,Q7,2024-04-19,3415,0.0001,0.0299,58635,5584070.38,95.23,17.79,0
FT0089,Q8,2024-01-20,3454,0.0226,0.0629,67668,19504691.02,288.24,17.28,0
FT0090,Q1,2025-10-11,4450,0.128,0.0251,77410,10055861.22,129.9,31.23,0
FT0090,Q2,2025-07-13,2648,-0.0598,0.0242,8210,273924.52,33.36,47.38,0
FT0090,Q3,2025-04-14,6579,0.0686,0.0755,42454,10935095.05,257.58,23.06,0
FT0090,Q4,2025-01-14,6243,0.0688,0.0631,61382,26962418.36,439.26,29.09,0
FT0090,Q5,2024-10-16,5157,0.04,0.049,66295,7758327.04,117.03,30.14,0
FT0090,Q6,2024-07-18,5404,0.0607,0.0428,75003,32477703.23,433.02,37.45,0
FT0090,Q7,2024-04-19,4347,0.0016,0.0277,78159,17646427.31,225.78,16.36,0
FT0090,Q8,2024-01-20,4190,-0.0082,0.0424,54978,23342149.43,424.57,38.82,0
FT0091,Q1,2025-10-11,2375,0.1196,0.0337,28685,14164189.77,493.78,36.3,16
FT0091,Q2,2025-07-13,1624,-0.0419,0.035,14659,1150334.58,78.47,17.79,4
FT0091,Q3,2025-04-14,3958,0.079,0.0227,64344,7012771.51,108.99,38.42,13
FT0091,Q4,2025-01-14,2391,0.005,0.023,22289,6883911.59,308.85,19.24,6
FT0091,Q5,2024-10-16,1816,-0.0367,0.075,5477,2144035.29,391.46,28.63,13
FT0091,Q6,2024-07-18,2555,0.0365,0.0702,13044,4048555.51,310.38,5.93,22
FT0091,Q7,2024-04-19,4257,0.2239,0.0273,33596,3978747.14,118.43,14.81,16
FT0091,Q8,2024-01-20,2511,0.0555,0.0536,48591,16793973.15,345.62,46.89,7
FT0092,Q1,2025-10-11,8700,0.0561,0.0658,102784,19515261.55,189.87,28.24,63
FT0092,Q2,2025-07-13,8672,0.0046,0.0393,34627,676030.75,19.52,41.53,20
FT0092,Q3,2025-04-14,17358,0.1136,0.0676,244015,82667730.44,338.78,35.03,56
FT0092,Q4,2025-01-14,17886,0.1347,0.0418,131927,48522180.73,367.8,29.43,65
FT0092,Q5,2024-10-16,7002,-0.0365,0.0297,87941,36342542.19,413.26,32.59,16
FT0092,Q6,2024-07-18,6516,-0.0594,0.0406,36305,3807682.14,104.88,37.97,18
FT0092,Q7,2024-04-19,8614,0.0059,0.0272,17248,5478332.83,317.62,5.82,33
FT0092,Q8,2024-01-20,8394,0.0135,0.0615,81780,28669556.9,350.57,36.1,27
FT0093,Q1,2025-10-11,3640,0.0281,0.0317,25331,9562333.74,377.5,22.18,0
FT0093,Q2,2025-07-13,29070,0.302,0.0425,283514,36760479.64,129.66,26.3,0
FT0093,Q3,2025-04-14,8557,0.1342,0.0295,155161,46619429.94,300.46,9.9,0
FT0093,Q4,2025-01-14,7158,0.1275,0.0484,93112,35165891.17,377.67,9.53,0
FT0093,Q5,2024-10-16,4669,0.0675,0.0798,91912,8963062.98,97.52,21.93,0
FT0093,Q6,2024-07-18,1429,-0.2003,0.032,18654,3971687.5,212.91,14.61,0
FT0093,Q7,2024-04-19,4829,0.1262,0.0799,22600,3749444.39,165.9,40.69,0
FT0093,Q8,2024-01-20,3472,0.0052,0.056,66131,3914727.73,59.2,8.51,0
FT0094,Q1,2025-10-11,44000,-0.0649,0.0534,632983,72460700.99,114.47,48.19,0
FT0094,Q2,2025-07-13,235564,0.2394,0.0475,1487969,396171085.6,266.25,45.13,0
FT0094,Q3,2025-04-14,88047,0.1084,0.0292,1028116,251333773.37,244.46,27.14,0
FT0094,Q4,2025-01-14,56903,0.0555,0.0681,243537,82436645.35,338.5,20.59,0
FT0094,Q5,2024-10-16,77558,0.1276,0.0375,1067687,72029546.47,67.46,43.3,0
FT0094,Q6,2024-07-18,21905,-0.1404,0.0759,351803,171174472.48,486.56,11.29,0
FT0094,Q7,2024-04-19,43731,0.0197,0.0638,739711,199959655.74,270.32,24.15,0
FT0094,Q8,2024-01-20,57694,0.157,0.0237,293272,82950113.64,282.84,48.45,0
FT0095,Q1,2025-10-11,3160,0.3102,0.0744,23539,7439424.92,316.05,18.32,0
FT0095,Q2,2025-07-13,11449,0.181,0.0501,186681,81138662.48,434.64,48.32,0
FT0095,Q3,2025-04-14,3908,0.0344,0.0248,17725,6700560.57,378.03,9.49,0
FT0095,Q4,2025-01-14,3395,0.0212,0.0537,50497,10686554.32,211.63,26.92,0
FT0095,Q5,2024-10-16,1476,-0.1262,0.0723,11812,2405638.64,203.66,20.23,0
FT0095,Q6,2024-07-18,1771,-0.1266,0.0318,8219,3548450.81,431.74,45.89,0
FT0095,Q7,2024-04-19,3996,0.1044,0.0674,56156,16575784.7,295.17,19.66,0
FT0095,Q8,2024-01-20,3115,0.0205,0.0545,28788,4412550.41,153.28,39.41,0
FT0096,Q1,2025-10-11,570,0.1145,0.0426,10804,2925326.49,270.76,35.66,0
FT0096,Q2,2025-07-13,542,0.0013,0.0587,10043,3602301.44,358.69,16.18,0
FT0096,Q3,2025-04-14,277,-0.0946,0.0207,2180,155646.42,71.4,30.42,0
FT0096,Q4,2025-01-14,1718,0.2144,0.0729,20554,8173214.2,397.65,8.32,0
FT0096,Q5,2024-10-16,442,-0.0374,0.0573,5113,213787.7,41.81,45.57,0
FT0096,Q6,2024-07-18,363,-0.0905,0.0623,5185,2076943.19,400.57,14.3,0
FT0096,Q7,2024-04-19,771,0.1169,0.0314,1978,604554.01,305.64,10.35,0
FT0096,Q8,2024-01-20,827,0.2242,0.0387,3449,784412.13,227.43,10.4,0
FT0097,Q1,2025-10-11,2340,0.101,0.052,45811,10614083.56,231.69,7.24,0
FT0097,Q2,2025-07-13,10859,0.2154,0.0308,48373,15831457.45,327.28,31.52,0
FT0097,Q3,2025-04-14,4096,0.094,0.073,16571,7843404.59,473.32,44.07,0
FT0097,Q4,2025-01-14,3165,0.0563,0.0277,47363,15162637.72,320.14,12.24,0
FT0097,Q5,2024-10-16,2248,-0.0003,0.0376,11449,5282198.36,461.37,7.94,0
FT0097,Q6,2024-07-18,2877,0.0649,0.0466,9726,4151085.22,426.8,21.0,0
FT0097,Q7,2024-04-19,3432,0.154,0.0526,13758,5748687.28,417.84,46.42,0
FT0097,Q8,2024-01-20,2069,-0.0207,0.0761,5401,465044.35,86.1,49.54,0
FT0098,Q1,2025-10-11,4450,0.3182,0.057,73940,29349562.21,396.94,13.73,0
FT0098,Q2,2025-07-13,3773,-0.016,0.0342,63218,27793678.91,439.65,32.79,0
FT0098,Q3,2025-04-14,8378,0.1011,0.0449,65232,1807892.07,27.71,39.36,0
FT0098,Q4,2025-01-14,4310,0.0081,0.0776,27748,4031974.31,145.31,30.36,0
FT0098,Q5,2024-10-16,7118,0.1095,0.0536,45260,14455181.53,319.38,24.47,0
FT0098,Q6,2024-07-18,6908,0.1252,0.0353,27813,12331305.4,443.36,35.59,0
FT0098,Q7,2024-04-19,4720,0.0327,0.038,31566,5315405.22,168.39,38.88,0
FT0098,Q8,2024-01-20,3281,-0.12,0.0419,33505,12259980.02,365.91,29.63,0
FT0099,Q1,2025-10-11,17800,0.0924,0.042,327738,36629705.33,111.77,12.87,0
FT0099,Q2,2025-07-13,25281,0.0539,0.0701,350327,29289193.51,83.61,11.77,0
FT0099,Q3,2025-04-14,26100,0.062,0.0398,226586,17845496.38,78.76,36.73,0
FT0099,Q4,2025-01-14,35250,0.1279,0.0431,436874,57049683.51,130.59,23.8,0
FT0099,Q5,2024-10-16,18607,0.0217,0.0624,115288,56213187.01,487.59,39.79,0
FT0099,Q6,2024-07-18,18990,0.0227,0.0253,211181,41596786.24,196.97,17.09,0
FT0099,Q7,2024-04-19,25440,0.1526,0.0767,175369,10394630.54,59.27,49.06,0
FT0099,Q8,2024-01-20,19239,0.0579,0.0362,126255,44116855.64,349.43,21.04,0
FT0100,Q1,2025-10-11,2610,0.0867,0.073,43912,6827750.8,155.49,21.12,0
FT0100,Q2,2025-07-13,2939,0.0182,0.0259,37433,14279096.15,381.46,17.35,0
FT0100,Q3,2025-04-14,4310,0.0783,0.0277,25265,9601755.18,380.04,48.98,0
FT0100,Q4,2025-01-14,4123,0.0831,0.0231,40065,7313779.89,182.55,42.09,0
FT0100,Q5,2024-10-16,2323,-0.0119,0.0539,5409,2268759.78,419.44,41.1,0
FT0100,Q6,2024-07-18,4761,0.1819,0.0768,13429,345281.28,25.71,20.5,0
FT0100,Q7,2024-04-19,2801,0.0456,0.0637,15509,4463189.72,287.78,34.47,0
FT0100,Q8,2024-01-20,2264,-0.0375,0.0611,10513,4908504.12,466.9,36.16,0
FT0101,Q1,2025-10-11,475,0.0503,0.0417,8361,783151.9,93.67,22.74,0
FT0101,Q2,2025-07-13,1250,0.1383,0.0755,10976,4669207.59,425.4,30.83,0
FT0101,Q3,2025-04-14,1216,0.1498,0.0412,7596,3085631.44,406.22,25.76,0
FT0101,Q4,2025-01-14,1155,0.1679,0.0484,22166,3923386.8,177.0,36.35,0
FT0101,Q5,2024-10-16,860,0.1321,0.0296,12138,2335006.23,192.37,46.61,0
FT0101,Q6,2024-07-18,1524,0.3561,0.069,14959,2351420.23,157.19,8.73,0
FT0101,Q7,2024-04-19,512,0.0429,0.0518,6948,968365.53,139.37,36.65,0
FT0101,Q8,2024-01-20,416,-0.0448,0.0379,2372,905221.89,381.63,29.49,0
FT0102,Q1,2025-10-11,615,0.0669,0.0745,7742,299349.11,38.67,30.28,0
FT0102,Q2,2025-07-13,2331,0.1889,0.0596,35124,14694805.08,418.37,40.56,0
FT0102,Q3,2025-04-14,464,-0.0307,0.0576,8973,2523172.8,281.2,13.41,0
FT0102,Q4,2025-01-14,308,-0.1015,0.0411,5440,1581136.35,290.65,46.82,0
FT0102,Q5,2024-10-16,581,-0.0019,0.0453,11487,2334487.27,203.23,24.4,0
FT0102,Q6,2024-07-18,667,0.0303,0.0383,6102,1153491.04,189.03,41.97,0
FT0102,Q7,2024-04-19,613,0.0261,0.078,9432,801910.78,85.02,21.04,0
FT0102,Q8,2024-01-20,575,-0.0047,0.0549,4326,254275.96,58.78,27.54,0
FT0103,Q1,2025-10-11,652,0.0741,0.0332,11917,3915321.66,328.55,8.85,0
FT0103,Q2,2025-07-13,259,-0.1044,0.033,3474,1472167.54,423.77,8.54,0
FT0103,Q3,2025-04-14,307,-0.0972,0.0319,4829,2274054.42,470.92,36.33,0
FT0103,Q4,2025-01-14,812,0.0431,0.0343,14353,977453.4,68.1,5.26,0
FT0103,Q5,2024-10-16,363,-0.0992,0.0542,2762,366653.11,132.75,43.25,0
FT0103,Q6,2024-07-18,555,-0.0251,0.0562,8368,681024.98,81.38,14.34,0
FT0103,Q7,2024-04-19,1217,0.2435,0.0363,18519,3670694.31,198.21,47.21,0
FT0103,Q8,2024-01-20,570,-0.0384,0.0518,4615,68697.86,14.89,22.94,0
FT0104,Q1,2025-10-11,2850,-0.0259,0.058,19685,1365208.55,69.35,27.84,0
FT0104,Q2,2025-07-13,802,-0.1416,0.0389,7836,3883770.91,495.63,44.14,0
FT0104,Q3,2025-04-14,1536,-0.0799,0.0311,9946,1502160.4,151.03,35.82,0
FT0104,Q4,2025-01-14,2994,0.0136,0.0312,59164,16336835.19,276.13,24.46,0
FT0104,Q5,2024-10-16,4016,0.0767,0.0283,69497,14950016.35,215.12,46.95,0
FT0104,Q6,2024-07-18,3382,0.0581,0.0561,61655,4949422.65,80.28,12.85,0
FT0104,Q7,2024-04-19,2133,-0.0761,0.0468,35069,13928749.25,397.18,37.38,0
FT0104,Q8,2024-01-20,2258,-0.0991,0.0213,34904,10009563.19,286.77,25.01,0
FT0105,Q1,2025-10-11,696,-0.0059,0.0591,6145,2806261.76,456.67,42.72,0
FT0105,Q2,2025-07-13,1132,0.0676,0.0388,15479,4478858.14,289.35,35.51,0
FT0105,Q3,2025-04-14,769,0.0196,0.0357,3991,1416725.53,354.98,25.89,0
FT0105,Q4,2025-01-14,1169,0.0939,0.0212,16626,1314782.0,79.08,38.64,0
FT0105,Q5,2024-10-16,755,0.0219,0.0259,3228,717817.76,222.37,24.68,0
FT0105,Q6,2024-07-18,679,0.0103,0.0639,4787,1650846.88,344.86,35.32,0
FT0105,Q7,2024-04-19,729,0.0292,0.0397,4681,1357513.12,290.0,34.32,0
FT0105,Q8,2024-01-20,801,0.1085,0.0699,11402,2680223.3,235.07,34.33,0
FT0106,Q1,2025-10-11,1800,-0.0566,0.0431,29839,1107551.45,37.12,49.29,0
FT0106,Q2,2025-07-13,1288,-0.0319,0.0694,9428,2658110.65,281.94,13.9,0
FT0106,Q3,2025-04-14,5925,0.1924,0.0468,102963,48154694.62,467.69,9.61,0
FT0106,Q4,2025-01-14,1159,-0.0659,0.0279,7138,2436607.7,341.36,40.6,0
FT0106,Q5,2024-10-16,1051,-0.092,0.0487,18630,3893248.65,208.98,6.45,0
FT0106,Q6,2024-07-18,2440,0.098,0.0738,37281,12284854.31,329.52,5.12,0
FT0106,Q7,2024-04-19,2773,0.1727,0.0522,33294,13153619.05,395.07,43.57,0
FT0106,Q8,2024-01-20,2638,0.2278,0.034,13791,5584409.88,404.93,41.59,0
FT0107,Q1,2025-10-11,3400,0.0326,0.0518,11663,3878894.78,332.58,27.23,0
FT0107,Q2,2025-07-13,6836,0.0965,0.0416,121547,53177208.66,437.5,36.54,0
FT0107,Q3,2025-04-14,10223,0.1764,0.042,122346,25474202.76,208.21,47.21,0
FT0107,Q4,2025-01-14,6834,0.1342,0.0634,108445,30362944.02,279.98,21.69,0
FT0107,Q5,2024-10-16,3102,-0.0107,0.0368,44566,13760411.33,308.76,25.67,0
FT0107,Q6,2024-07-18,6882,0.2065,0.0539,108878,38117357.79,350.09,45.3,0
FT0107,Q7,2024-04-19,4211,0.0937,0.0582,61467,24339329.1,395.97,14.25,0
FT0107,Q8,2024-01-20,3563,0.0359,0.0243,39903,14599724.3,365.88,36.6,0
FT0108,Q1,2025-10-11,3600,-0.1457,0.0371,25135,9248693.3,367.96,37.16,0
FT0108,Q2,2025-07-13,4230,0.0259,0.043,19336,7497344.86,387.74,14.22,0
FT0108,Q3,2025-04-14,7245,0.1097,0.0322,50478,22835501.93,452.39,23.95,0
FT0108,Q4,2025-01-14,12405,0.2344,0.0321,134592,26936372.47,200.13,18.29,0
FT0108,Q5,2024-10-16,3298,-0.0043,0.0638,28980,3230266.3,111.47,5.36,0
FT0108,Q6,2024-07-18,6767,0.1877,0.0655,113156,35834746.27,316.68,25.5,0
FT0108,Q7,2024-04-19,4782,0.1061,0.0202,52083,6995278.39,134.31,32.84,0
FT0108,Q8,2024-01-20,4776,0.1639,0.0239,56287,20009418.62,355.49,28.66,0
FT0109,Q1,2025-10-11,546,0.1234,0.0216,8304,346303.06,41.7,19.49,0
FT0109,Q2,2025-07-13,203,-0.111,0.0408,2036,228253.41,112.11,7.34,0
FT0109,Q3,2025-04-14,869,0.0757,0.0479,7821,3909233.98,499.84,22.41,0
FT0109,Q4,2025-01-14,209,-0.1389,0.0502,3724,384497.5,103.25,30.75,0
FT0109,Q5,2024-10-16,883,0.1055,0.0221,15525,7629861.51,491.46,31.08,0
FT0109,Q6,2024-07-18,514,-0.0082,0.0267,3613,417242.46,115.48,15.85,0
FT0109,Q7,2024-04-19,732,0.1186,0.0467,10540,3522116.37,334.17,44.22,0
FT0109,Q8,2024-01-20,588,0.0496,0.022,9496,1976323.94,208.12,41.67,0
FT0110,Q1,2025-10-11,1424,0.0702,0.0347,3677,947843.14,257.78,34.11,0
FT0110,Q2,2025-07-13,2750,0.0926,0.0533,51547,17358440.78,336.75,35.93,0
