standard,standard_description,pipe_size,inner_diameter_m,test_flow_fraction,test_velocity_m_s,volumetric_flow_m3_s,volumetric_flow_m3_h,reference_velocity_m_s,reference_flow_m3_s,max_allowable_error_percent,temperature_C,water_density_kg_m3,water_viscosity_Pa_s,water_sound_speed_m_s,reynolds_number,flow_regime,straight_pipe_upstream_diameters,straight_pipe_downstream_diameters,calibration_interval_months,k_factor,meter_factor
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999452704288783,0.011071370582094042,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,295311.320186414,Turbulent,15,5,12,0.45156583525209615,0.9998905408577565
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999452704288783,0.011071370582094042,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,332162.4019699697,Turbulent,15,5,12,0.45156583525209615,0.9998905408577565
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999651743890775,0.04353979479678258,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,461471.86138562456,Turbulent,15,5,12,0.11482947421378822,0.999930348778155
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999651743890775,0.04353979479678258,0.3,20,989.8757806066033,0.001002,1479.9074,520129.339809757,Turbulent,15,5,12,0.11482947421378822,0.999930348778155
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999651743890775,0.04353979479678258,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,585617.363759499,Turbulent,15,5,12,0.11482947421378822,0.999930348778155
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,4.999651743890775,0.04353979479678258,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,658694.9327201094,Turbulent,15,5,12,0.11482947421378822,0.999930348778155
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.001397698780812,0.16750253469797544,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,904975.6825843445,Turbulent,15,5,12,0.029858638902383505,1.0002795397561624
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.001397698780812,0.16750253469797544,0.3,20,989.8757806066033,0.001002,1479.9074,1020006.7300162852,Turbulent,15,5,12,0.029858638902383505,1.0002795397561624
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.001397698780812,0.16750253469797544,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,1148432.9118360544,Turbulent,15,5,12,0.029858638902383505,1.0002795397561624
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.001397698780812,0.16750253469797544,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,1291742.67432766,Turbulent,15,5,12,0.029858638902383505,1.0002795397561624
