Analysis_Type,FOV_ID,Measurement_Scale,Mix_ID,Sample_ID,Temperature_C,crack_density_mm_per_mm2,crack_fraction_est,itz_damage_index,mass_fraction_800C,melt_phase_fraction,percolates_x,percolates_y,percolates_z,phase,pore_components,pore_diam_um_p10,pore_diam_um_p50,pore_diam_um_p90,pore_eq_diam_p50_um,pore_eq_diam_p90_um,porosity,rubber_vol_frac,tga_total_loss_800,wt_percent
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.2964463746197135
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.5764736816841151
TGA,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,0.8279582756414519,,,,,,,,,,,,,,0.17216832413123057,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,0.04569524633721837,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,0.0,,,,1.0,1.0,1.0,,276.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,0.0,,0.8705523614829359,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,0.07135346799337923,,0.7892592683547259,,,,,,,,5.641895835477563,5.641895835477563,13.338124631352374,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,0.0,,0.85086231759602,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,0.07135346799337923,,0.8323482878477195,,,,,,,,5.641895835477563,5.641895835477563,8.875447923043525,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,0.07135346799337923,,0.8451102313914265,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,75.98658699774681
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,7.217808629713185
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,10.761983764303377
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Ettringite,,,,,,,,,,2.426518152028236
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Other crystalline,,,,,,,,,,3.1678119653623593
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.4392904908460404
TGA,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,0.824230877199335,,,,,,,,,,,,,,0.17588827967328802,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-600C-Furnace-Rep3,600,,,,,0.07970112563731982,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,0.031224003544560185,,,,1.0,1.0,1.0,,460.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,0.15134566657201834,,1.0,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,0.0,,0.9861890956998685,,,,,,,,5.641895835477563,5.641895835477563,12.805376255694105,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,0.0,,0.9828100986559543,,,,,,,,5.641895835477563,5.641895835477563,14.151952176278783,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,0.07567283328600917,,1.0,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,0.10089711104801224,,1.0,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,74.95977400310967
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.464914257038899
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.11220128704646
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Ettringite,,,,,,,,,,2.7372254102765785
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Other crystalline,,,,,,,,,,5.725885042528391
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.0
TGA,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,0.7744986884004021,,,,,,,,,,,,,,0.22575666314601522,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-800C-Furnace-Rep1,800,,,,,0.062233440501858195,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,0.0706165455005787,,,,1.0,1.0,1.0,,354.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,0.14819815106681683,,0.9996948474595658,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,13.380552383940765,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,0.07409907553340842,,1.0,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,0.14819815106681683,,0.9766942279320339,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,74.19743065772856
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,2.0914587153433133
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.373494419146759
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Ettringite,,,,,,,,,,2.977905763801902
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Other crystalline,,,,,,,,,,4.3551323096627375
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.225383230296261
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.779194904020453
TGA,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,0.77881512028938,,,,,,,,,,,,,,0.22142179518946026,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-800C-Furnace-Rep2,800,,,,,0.059939979255917944,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,0.0019373010706018518,,,,1.0,1.0,1.0,,297.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,0.17024296500606093,,0.976659248638964,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,0.0,,0.9611386539540302,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,0.07296127071688326,,0.9653935777984065,,,,,,,,5.641895835477563,5.641895835477563,10.074398524637747,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,0.07296127071688326,,0.989143183278665,,,,,,,,5.641895835477563,5.641895835477563,11.683352952698833,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,71.4029094302694
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.4232822797198823
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.873684082226042
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Ettringite,,,,,,,,,,3.423641653047164
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Other crystalline,,,,,,,,,,5.602038910631248
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.123283967004808
XRD,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.151159677101453
TGA,,Bulk,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,0.7683475060452245,,,,,,,,,,,,,,0.23190984978675017,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-800C-Furnace-Rep3,800,,,,,0.04991847647904182,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,0.0,,,,1.0,1.0,1.0,,542.0,,,,8.947002289396496,23.00526227830229,0.10275042498553241,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,4.599856130396729,,0.6152061514410042,,,,,,,,5.641895835477563,11.949727140527962,31.709254849624074,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,6.784787792335175,,0.5715036256714063,,,,,,,,5.641895835477563,9.772050238058398,35.22203627855316,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,6.301802898643518,,0.5369720633756816,,,,,,,,5.641895835477563,10.527920954506762,36.636066965382994,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,4.806849656264579,,0.597605382917997,,,,,,,,5.641895835477563,9.772050238058398,27.63953195770684,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,3.1049028880177927,,0.5834353401857788,,,,,,,,5.641895835477563,9.772050238058398,25.72979682734596,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,58.90370623811145
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Portlandite (CH),,,,,,,,,,16.33288804858404
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.969038796427408
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,9.058449443365957
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Ettringite,,,,,,,,,,1.6866295025564875
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Other crystalline,,,,,,,,,,3.721740910799082
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.7287652668104914
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.5987817933450938
TGA,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,0.7903732508007117,,,,,,,,,,,,,,0.20976544230936622,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-200C-Furnace-Rep1,200,,,,,0.10970916407506412,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,0.0,,,,1.0,1.0,1.0,,10544.0,,,,6.203504908994,7.81592641796772,0.1027492947048611,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,4.314796327329274,,0.4943988294054243,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,4.314796327329274,,0.5537991905537439,,,,,,,,5.641895835477563,5.641895835477563,16.925687506432688,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,0.40451215568711946,,0.5318448459987267,,,,,,,,5.641895835477563,5.641895835477563,16.925687506432688,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,0.6067682335306792,,0.5253314542161642,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,4.382215019943794,,0.5324007078056924,,,,,,,,5.641895835477563,5.641895835477563,10.909495186875375,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,58.990793473446374
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Portlandite (CH),,,,,,,,,,17.642413099849293
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.825330899473506
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,7.976779792168969
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Ettringite,,,,,,,,,,2.2702006062859
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Other crystalline,,,,,,,,,,3.0096649317237643
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.13552191038407
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.1492952866681316
TGA,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,0.7986410527559593,,,,,,,,,,,,,,0.20148443526924148,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-200C-Furnace-Rep2,200,,,,,0.0687108932915425,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,0.002696849681712963,,,,1.0,1.0,1.0,,24074.0,,,,6.203504908994,6.203504908994,0.1027492947048611,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,4.703292621137436,,0.5027891057245416,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,2.598009257390203,,0.5045280215468008,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,3.628254307734594,,0.46128423973469534,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,3.986600412202208,,0.4449237368656536,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,2.217266521393363,,0.48829591474851564,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,60.48357578602819
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Portlandite (CH),,,,,,,,,,15.685681053512516
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.554441909749784
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.015687694022791
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Ettringite,,,,,,,,,,1.817150000445925
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Other crystalline,,,,,,,,,,3.0243016824362825
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,2.0601832454740285
XRD,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,2.3589786283304828
TGA,,Bulk,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,0.7964257910939112,,,,,,,,,,,,,,0.20369302068110284,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-200C-Furnace-Rep3,200,,,,,0.05945174372400703,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,0.02898943865740741,,,,1.0,1.0,1.0,,33863.0,,,,6.203504908994,10.607844179470552,0.42749927662037035,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,1.607694795711429,,0.7436154973567357,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,1.654979936761765,,0.7573491346044179,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,1.8914056420134462,,0.7622994793510257,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,2.411542193567145,,0.7739877542185318,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,3.002606456696346,,0.7457902884292239,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,62.11855233750992
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Portlandite (CH),,,,,,,,,,17.5452850228134
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,5.709594055445073
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,6.30228280058988
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Ettringite,,,,,,,,,,2.0954782644647705
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Other crystalline,,,,,,,,,,3.5816925481120565
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.910995931513272
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.7361190395516217
TGA,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,0.8072383272020884,,,,,,,,,,,,,,0.1928814691893876,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-400C-Furnace-Rep1,400,,,,,0.11595452110772925,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,0.016291865596064815,,,,1.0,1.0,1.0,,31378.0,,,,6.203504908994,10.607844179470552,0.42749927662037035,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,2.474757489800939,,0.810910019165487,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,1.3877144802622083,,0.8009926653742623,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,1.6190002269725774,,0.8016722721772254,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,2.4516289151299024,,0.8040571784796995,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,2.1278288697353878,,0.8614766627576725,,,,,,,,5.641895835477563,5.641895835477563,12.6156626101008,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,61.05858820199964
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Portlandite (CH),,,,,,,,,,17.343216956186026
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.503762207429398
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.1011507422878
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Ettringite,,,,,,,,,,1.2093186125124447
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Other crystalline,,,,,,,,,,3.006262213393525
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.7401064715279206
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.0375945946632472
TGA,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,0.8022233729106516,,,,,,,,,,,,,,0.19790498068689696,
Rubber-Signature,,Micro,HPRC-20,C28-HPRC-20-400C-Furnace-Rep2,400,,,,,0.12729573373913264,,,,,,,,,,,,0.2,,
MicroCT,,Micro/3D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,0.0001842357494212963,,,,1.0,1.0,1.0,,26867.0,,,,6.203504908994,9.847450218426966,0.42749927662037035,,,
SEM,FOV01,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,2.1007864508835445,,0.7593020554611841,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
SEM,FOV02,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,1.447208443941997,,0.7807325426690209,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
SEM,FOV03,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,2.0307602358540926,,0.8266607256128127,,,,,,,,5.641895835477563,5.641895835477563,14.927053303604616,,,,,,
SEM,FOV04,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,1.703971232383319,,0.8177811535137943,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
SEM,FOV05,Micro/2D,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,2.660996171119156,,0.7693356258348979,,,,,,,,5.641895835477563,5.641895835477563,13.81976597885342,,,,,,
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,58.1365145368437
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Portlandite (CH),,,,,,,,,,17.76629593084533
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,5.670694113828445
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.294047995693218
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Ettringite,,,,,,,,,,2.961052780129463
XRD,,Bulk,HPRC-20,C28-HPRC-20-400C-Furnace-Rep3,400,,,,,,,,,Other crystalline,,,,,,,,,,3.2212947759801187
