measure_id,building_type,climate_zone,applicability_score
ME_EN_WINDOW_U18,Residential,1B,0.88
ME_EN_WINDOW_U18,Residential,1C,0.89
ME_EN_WINDOW_U18,Residential,2A,0.91
ME_EN_WINDOW_U18,Residential,2B,0.92
ME_EN_WINDOW_U18,Residential,2C,0.86
ME_EN_WINDOW_U18,Residential,3A,0.88
ME_EN_WINDOW_U18,Residential,3B,0.92
ME_EN_WINDOW_U18,Residential,3C,0.87
ME_EN_WINDOW_U18,Residential,4A,0.86
ME_EN_WINDOW_U18,Residential,4B,0.9
ME_EN_WINDOW_U18,Residential,4C,0.95
ME_EN_WINDOW_U18,Residential,5A,0.9
ME_EN_WINDOW_U18,Residential,5B,0.94
ME_EN_WINDOW_U18,Residential,5C,0.93
ME_EN_WINDOW_U18,Residential,6A,0.88
ME_EN_WINDOW_U18,Residential,6B,0.93
ME_EN_WINDOW_U18,Residential,6C,0.9
ME_EN_WINDOW_U18,Residential,7A,0.93
ME_EN_WINDOW_U18,Residential,7B,0.92
ME_EN_WINDOW_U18,Residential,7C,0.88
ME_EN_WINDOW_U18,Hospital,1A,0.86
ME_EN_WINDOW_U18,Hospital,1B,0.95
ME_EN_WINDOW_U18,Hospital,1C,0.86
ME_EN_WINDOW_U18,Hospital,2A,0.95
ME_EN_WINDOW_U18,Hospital,2B,0.94
ME_EN_WINDOW_U18,Hospital,2C,0.92
ME_EN_WINDOW_U18,Hospital,3A,0.95
ME_EN_WINDOW_U18,Hospital,3B,0.95
ME_EN_WINDOW_U18,Hospital,3C,0.93
ME_EN_WINDOW_U18,Hospital,4A,0.89
ME_EN_WINDOW_U18,Hospital,4B,0.93
ME_EN_WINDOW_U18,Hospital,4C,0.85
ME_EN_WINDOW_U18,Hospital,5A,0.9
ME_EN_WINDOW_U18,Hospital,5B,0.9
ME_EN_WINDOW_U18,Hospital,5C,0.92
ME_EN_WINDOW_U18,Hospital,6A,0.92
ME_EN_WINDOW_U18,Hospital,6B,0.91
ME_EN_WINDOW_U18,Hospital,6C,0.93
ME_EN_WINDOW_U18,Hospital,7A,0.94
ME_EN_WINDOW_U18,Hospital,7B,0.86
ME_EN_WINDOW_U18,Hospital,7C,0.87
ME_EN_WINDOW_U18,Retail,1A,0.85
ME_EN_WINDOW_U18,Retail,1B,0.94
ME_EN_WINDOW_U18,Retail,1C,0.91
ME_EN_WINDOW_U18,Retail,2A,0.94
ME_EN_WINDOW_U18,Retail,2B,0.87
ME_EN_WINDOW_U18,Retail,2C,0.86
ME_EN_WINDOW_U18,Retail,3A,0.93
ME_EN_WINDOW_U18,Retail,3B,0.94
ME_EN_WINDOW_U18,Retail,3C,0.88
ME_EN_WINDOW_U18,Retail,4A,0.89
ME_EN_WINDOW_U18,Retail,4B,0.86
ME_EN_WINDOW_U18,Retail,4C,0.94
ME_EN_WINDOW_U18,Retail,5A,0.88
ME_EN_WINDOW_U18,Retail,5B,0.9
ME_EN_WINDOW_U18,Retail,5C,0.86
ME_EN_WINDOW_U18,Retail,6A,0.94
ME_EN_WINDOW_U18,Retail,6B,0.86
ME_EN_WINDOW_U18,Retail,6C,0.9
ME_EN_WINDOW_U18,Retail,7A,0.92
ME_EN_WINDOW_U18,Retail,7B,0.92
ME_EN_WINDOW_U18,Retail,7C,0.94
ME_EN_WINDOW_U18,Warehouse,1A,0.89
ME_EN_WINDOW_U18,Warehouse,1B,0.92
ME_EN_WINDOW_U18,Warehouse,1C,0.87
ME_EN_WINDOW_U18,Warehouse,2A,0.89
ME_EN_WINDOW_U18,Warehouse,2B,0.86
ME_EN_WINDOW_U18,Warehouse,2C,0.9
ME_EN_WINDOW_U18,Warehouse,3A,0.89
ME_EN_WINDOW_U18,Warehouse,3B,0.95
ME_EN_WINDOW_U18,Warehouse,3C,0.85
ME_EN_WINDOW_U18,Warehouse,4A,0.89
ME_EN_WINDOW_U18,Warehouse,4B,0.89
ME_EN_WINDOW_U18,Warehouse,4C,0.95
ME_EN_WINDOW_U18,Warehouse,5A,0.94
ME_EN_WINDOW_U18,Warehouse,5B,0.86
ME_EN_WINDOW_U18,Warehouse,5C,0.92
ME_EN_WINDOW_U18,Warehouse,6A,0.9
ME_EN_WINDOW_U18,Warehouse,6B,0.95
ME_EN_WINDOW_U18,Warehouse,6C,0.89
ME_EN_WINDOW_U18,Warehouse,7A,0.89
ME_EN_WINDOW_U18,Warehouse,7B,0.87
ME_EN_WINDOW_U18,Warehouse,7C,0.86
ME_EN_WINDOW_U12,Office,1A,0.93
ME_EN_WINDOW_U12,Office,1B,0.9
ME_EN_WINDOW_U12,Office,1C,0.92
ME_EN_WINDOW_U12,Office,2A,0.91
ME_EN_WINDOW_U12,Office,2B,0.91
ME_EN_WINDOW_U12,Office,2C,0.85
ME_EN_WINDOW_U12,Office,3A,0.93
ME_EN_WINDOW_U12,Office,3B,0.87
ME_EN_WINDOW_U12,Office,3C,0.86
ME_EN_WINDOW_U12,Office,4A,0.91
ME_EN_WINDOW_U12,Office,4B,0.86
ME_EN_WINDOW_U12,Office,4C,0.93
ME_EN_WINDOW_U12,Office,5A,0.87
ME_EN_WINDOW_U12,Office,5B,0.87
ME_EN_WINDOW_U12,Office,5C,0.94
ME_EN_WINDOW_U12,Office,6A,0.88
ME_EN_WINDOW_U12,Office,6B,0.86
ME_EN_WINDOW_U12,Office,6C,0.94
ME_EN_WINDOW_U12,Office,7A,0.85
ME_EN_WINDOW_U12,Office,7B,0.94
ME_EN_WINDOW_U12,Office,7C,0.86
ME_EN_WINDOW_U12,School,1A,0.86
ME_EN_WINDOW_U12,School,1B,0.88
ME_EN_WINDOW_U12,School,1C,0.87
ME_EN_WINDOW_U12,School,2A,0.92
ME_EN_WINDOW_U12,School,2B,0.85
ME_EN_WINDOW_U12,School,2C,0.85
ME_EN_WINDOW_U12,School,3A,0.93
ME_EN_WINDOW_U12,School,3B,0.87
ME_EN_WINDOW_U12,School,3C,0.88
ME_EN_WINDOW_U12,School,4A,0.87
ME_EN_WINDOW_U12,School,4B,0.86
ME_EN_WINDOW_U12,School,4C,0.92
ME_EN_WINDOW_U12,School,5A,0.9
ME_EN_WINDOW_U12,School,5B,0.92
ME_EN_WINDOW_U12,School,5C,0.9
ME_EN_WINDOW_U12,School,6A,0.93
ME_EN_WINDOW_U12,School,6B,0.9
ME_EN_WINDOW_U12,School,6C,0.86
ME_EN_WINDOW_U12,School,7A,0.9
ME_EN_WINDOW_U12,School,7B,0.94
ME_EN_WINDOW_U12,School,7C,0.85
ME_EN_WINDOW_U12,Residential,1A,0.93
ME_EN_WINDOW_U12,Residential,1B,0.94
ME_EN_WINDOW_U12,Residential,1C,0.9
ME_EN_WINDOW_U12,Residential,2A,0.9
ME_EN_WINDOW_U12,Residential,2B,0.95
ME_EN_WINDOW_U12,Residential,2C,0.86
ME_EN_WINDOW_U12,Residential,3A,0.9
ME_EN_WINDOW_U12,Residential,3B,0.89
ME_EN_WINDOW_U12,Residential,3C,0.92
ME_EN_WINDOW_U12,Residential,4A,0.9
ME_EN_WINDOW_U12,Residential,4B,0.94
ME_EN_WINDOW_U12,Residential,4C,0.86
ME_EN_WINDOW_U12,Residential,5A,0.86
ME_EN_WINDOW_U12,Residential,5B,0.91
ME_EN_WINDOW_U12,Residential,5C,0.86
ME_EN_WINDOW_U12,Residential,6A,0.88
ME_EN_WINDOW_U12,Residential,6B,0.91
ME_EN_WINDOW_U12,Residential,6C,0.9
ME_EN_WINDOW_U12,Residential,7A,0.88
ME_EN_WINDOW_U12,Residential,7B,0.95
ME_EN_WINDOW_U12,Residential,7C,0.9
ME_EN_WINDOW_U12,Hospital,1A,0.9
ME_EN_WINDOW_U12,Hospital,1B,0.91
ME_EN_WINDOW_U12,Hospital,1C,0.86
ME_EN_WINDOW_U12,Hospital,2A,0.92
ME_EN_WINDOW_U12,Hospital,2B,0.94
ME_EN_WINDOW_U12,Hospital,2C,0.92
ME_EN_WINDOW_U12,Hospital,3A,0.93
ME_EN_WINDOW_U12,Hospital,3B,0.92
ME_EN_WINDOW_U12,Hospital,3C,0.87
ME_EN_WINDOW_U12,Hospital,4A,0.9
ME_EN_WINDOW_U12,Hospital,4B,0.87
ME_EN_WINDOW_U12,Hospital,4C,0.88
ME_EN_WINDOW_U12,Hospital,5A,0.9
ME_EN_WINDOW_U12,Hospital,5B,0.89
ME_EN_WINDOW_U12,Hospital,5C,0.86
ME_EN_WINDOW_U12,Hospital,6A,0.89
ME_EN_WINDOW_U12,Hospital,6B,0.92
ME_EN_WINDOW_U12,Hospital,6C,0.89
ME_EN_WINDOW_U12,Hospital,7A,0.87
ME_EN_WINDOW_U12,Hospital,7B,0.94
ME_EN_WINDOW_U12,Hospital,7C,0.86
ME_EN_WINDOW_U12,Retail,1A,0.93
ME_EN_WINDOW_U12,Retail,1B,0.86
ME_EN_WINDOW_U12,Retail,1C,0.86
ME_EN_WINDOW_U12,Retail,2A,0.92
ME_EN_WINDOW_U12,Retail,2B,0.93
ME_EN_WINDOW_U12,Retail,2C,0.91
ME_EN_WINDOW_U12,Retail,3A,0.91
ME_EN_WINDOW_U12,Retail,3B,0.91
ME_EN_WINDOW_U12,Retail,3C,0.88
ME_EN_WINDOW_U12,Retail,4A,0.86
ME_EN_WINDOW_U12,Retail,4B,0.89
ME_EN_WINDOW_U12,Retail,4C,0.92
ME_EN_WINDOW_U12,Retail,5A,0.93
ME_EN_WINDOW_U12,Retail,5B,0.94
ME_EN_WINDOW_U12,Retail,5C,0.92
ME_EN_WINDOW_U12,Retail,6A,0.95
ME_EN_WINDOW_U12,Retail,6B,0.91
ME_EN_WINDOW_U12,Retail,6C,0.89
ME_EN_WINDOW_U12,Retail,7A,0.91
ME_EN_WINDOW_U12,Retail,7B,0.87
ME_EN_WINDOW_U12,Retail,7C,0.92
ME_EN_WINDOW_U12,Warehouse,1A,0.87
ME_EN_WINDOW_U12,Warehouse,1B,0.86
ME_EN_WINDOW_U12,Warehouse,1C,0.93
ME_EN_WINDOW_U12,Warehouse,2A,0.89
ME_EN_WINDOW_U12,Warehouse,2B,0.93
ME_EN_WINDOW_U12,Warehouse,2C,0.91
ME_EN_WINDOW_U12,Warehouse,3A,0.93
ME_EN_WINDOW_U12,Warehouse,3B,0.93
ME_EN_WINDOW_U12,Warehouse,3C,0.95
ME_EN_WINDOW_U12,Warehouse,4A,0.93
ME_EN_WINDOW_U12,Warehouse,4B,0.91
ME_EN_WINDOW_U12,Warehouse,4C,0.91
ME_EN_WINDOW_U12,Warehouse,5A,0.85
ME_EN_WINDOW_U12,Warehouse,5B,0.94
ME_EN_WINDOW_U12,Warehouse,5C,0.93
ME_EN_WINDOW_U12,Warehouse,6A,0.88
ME_EN_WINDOW_U12,Warehouse,6B,0.87
ME_EN_WINDOW_U12,Warehouse,6C,0.92
ME_EN_WINDOW_U12,Warehouse,7A,0.88
ME_EN_WINDOW_U12,Warehouse,7B,0.88
ME_EN_WINDOW_U12,Warehouse,7C,0.85
ME_EN_SHADING,Office,1A,0.94
ME_EN_SHADING,Office,1B,0.91
ME_EN_SHADING,Office,1C,0.89
ME_EN_SHADING,Office,2A,0.86
ME_EN_SHADING,Office,2B,0.91
ME_EN_SHADING,Office,2C,0.85
ME_EN_SHADING,Office,3A,0.92
ME_EN_SHADING,Office,3B,0.87
ME_EN_SHADING,Office,3C,0.89
ME_EN_SHADING,Office,4A,0.88
ME_EN_SHADING,Office,4B,0.89
ME_EN_SHADING,Office,4C,0.92
ME_EN_SHADING,Office,5A,0.93
ME_EN_SHADING,Office,5B,0.91
ME_EN_SHADING,Office,5C,0.86
ME_EN_SHADING,Office,6A,0.86
ME_EN_SHADING,Office,6B,0.87
ME_EN_SHADING,Office,6C,0.91
ME_EN_SHADING,Office,7A,0.92
ME_EN_SHADING,Office,7B,0.88
ME_EN_SHADING,Office,7C,0.92
ME_EN_SHADING,School,1A,0.9
ME_EN_SHADING,School,1B,0.89
ME_EN_SHADING,School,1C,0.88
ME_EN_SHADING,School,2A,0.93
ME_EN_SHADING,School,2B,0.86
ME_EN_SHADING,School,2C,0.89
ME_EN_SHADING,School,3A,0.88
ME_EN_SHADING,School,3B,0.92
ME_EN_SHADING,School,3C,0.9
ME_EN_SHADING,School,4A,0.92
ME_EN_SHADING,School,4B,0.85
ME_EN_SHADING,School,4C,0.89
ME_EN_SHADING,School,5A,0.91
ME_EN_SHADING,School,5B,0.85
ME_EN_SHADING,School,5C,0.88
ME_EN_SHADING,School,6A,0.87
ME_EN_SHADING,School,6B,0.86
ME_EN_SHADING,School,6C,0.88
ME_EN_SHADING,School,7A,0.88
ME_EN_SHADING,School,7B,0.85
ME_EN_SHADING,School,7C,0.92
ME_EN_SHADING,Residential,1A,0.87
ME_EN_SHADING,Residential,1B,0.89
ME_EN_SHADING,Residential,1C,0.92
ME_EN_SHADING,Residential,2A,0.9
ME_EN_SHADING,Residential,2B,0.93
ME_EN_SHADING,Residential,2C,0.93
ME_EN_SHADING,Residential,3A,0.86
ME_EN_SHADING,Residential,3B,0.94
ME_EN_SHADING,Residential,3C,0.85
ME_EN_SHADING,Residential,4A,0.85
ME_EN_SHADING,Residential,4B,0.94
ME_EN_SHADING,Residential,4C,0.94
ME_EN_SHADING,Residential,5A,0.91
ME_EN_SHADING,Residential,5B,0.91
ME_EN_SHADING,Residential,5C,0.92
ME_EN_SHADING,Residential,6A,0.89
ME_EN_SHADING,Residential,6B,0.86
ME_EN_SHADING,Residential,6C,0.85
ME_EN_SHADING,Residential,7A,0.88
ME_EN_SHADING,Residential,7B,0.93
ME_EN_SHADING,Residential,7C,0.91
ME_EN_SHADING,Hospital,1A,0.93
ME_EN_SHADING,Hospital,1B,0.94
ME_EN_SHADING,Hospital,1C,0.86
ME_EN_SHADING,Hospital,2A,0.93
ME_EN_SHADING,Hospital,2B,0.87
ME_EN_SHADING,Hospital,2C,0.91
ME_EN_SHADING,Hospital,3A,0.9
ME_EN_SHADING,Hospital,3B,0.89
ME_EN_SHADING,Hospital,3C,0.88
ME_EN_SHADING,Hospital,4A,0.88
ME_EN_SHADING,Hospital,4B,0.88
ME_EN_SHADING,Hospital,4C,0.87
ME_EN_SHADING,Hospital,5A,0.9
ME_EN_SHADING,Hospital,5B,0.86
ME_EN_SHADING,Hospital,5C,0.9
ME_EN_SHADING,Hospital,6A,0.94
ME_EN_SHADING,Hospital,6B,0.88
ME_EN_SHADING,Hospital,6C,0.92
ME_EN_SHADING,Hospital,7A,0.93
ME_EN_SHADING,Hospital,7B,0.93
ME_EN_SHADING,Hospital,7C,0.87
ME_EN_SHADING,Retail,1A,0.86
ME_EN_SHADING,Retail,1B,0.87
ME_EN_SHADING,Retail,1C,0.91
ME_EN_SHADING,Retail,2A,0.93
ME_EN_SHADING,Retail,2B,0.92
ME_EN_SHADING,Retail,2C,0.87
ME_EN_SHADING,Retail,3A,0.93
ME_EN_SHADING,Retail,3B,0.9
ME_EN_SHADING,Retail,3C,0.93
ME_EN_SHADING,Retail,4A,0.93
ME_EN_SHADING,Retail,4B,0.89
ME_EN_SHADING,Retail,4C,0.94
ME_EN_SHADING,Retail,5A,0.91
ME_EN_SHADING,Retail,5B,0.91
ME_EN_SHADING,Retail,5C,0.91
ME_EN_SHADING,Retail,6A,0.94
ME_EN_SHADING,Retail,6B,0.91
ME_EN_SHADING,Retail,6C,0.87
ME_EN_SHADING,Retail,7A,0.86
ME_EN_SHADING,Retail,7B,0.89
ME_EN_SHADING,Retail,7C,0.88
ME_EN_SHADING,Warehouse,1A,0.88
ME_EN_SHADING,Warehouse,1B,0.86
ME_EN_SHADING,Warehouse,1C,0.9
ME_EN_SHADING,Warehouse,2A,0.88
ME_EN_SHADING,Warehouse,2B,0.9
ME_EN_SHADING,Warehouse,2C,0.86
ME_EN_SHADING,Warehouse,3A,0.93
ME_EN_SHADING,Warehouse,3B,0.86
ME_EN_SHADING,Warehouse,3C,0.94
ME_EN_SHADING,Warehouse,4A,0.94
ME_EN_SHADING,Warehouse,4B,0.91
ME_EN_SHADING,Warehouse,4C,0.9
ME_EN_SHADING,Warehouse,5A,0.9
ME_EN_SHADING,Warehouse,5B,0.91
ME_EN_SHADING,Warehouse,5C,0.93
ME_EN_SHADING,Warehouse,6A,0.94
ME_EN_SHADING,Warehouse,6B,0.89
ME_EN_SHADING,Warehouse,6C,0.93
ME_EN_SHADING,Warehouse,7A,0.92
ME_EN_SHADING,Warehouse,7B,0.88
ME_EN_SHADING,Warehouse,7C,0.9
ME_HV_BOILER_COND,Office,1A,0.87
ME_HV_BOILER_COND,Office,1B,0.86
ME_HV_BOILER_COND,Office,1C,0.86
ME_HV_BOILER_COND,Office,2A,0.94
ME_HV_BOILER_COND,Office,2B,0.88
ME_HV_BOILER_COND,Office,2C,0.92
ME_HV_BOILER_COND,Office,3A,0.9
ME_HV_BOILER_COND,Office,3B,0.87
ME_HV_BOILER_COND,Office,3C,0.87
ME_HV_BOILER_COND,Office,4A,0.89
ME_HV_BOILER_COND,Office,4B,0.89
ME_HV_BOILER_COND,Office,4C,0.9
ME_HV_BOILER_COND,Office,5A,0.87
ME_HV_BOILER_COND,Office,5B,0.89
ME_HV_BOILER_COND,Office,5C,0.88
ME_HV_BOILER_COND,Office,6A,0.89
ME_HV_BOILER_COND,Office,6B,0.88
ME_HV_BOILER_COND,Office,6C,0.91
ME_HV_BOILER_COND,Office,7A,0.93
ME_HV_BOILER_COND,Office,7B,0.91
ME_HV_BOILER_COND,Office,7C,0.86
ME_HV_BOILER_COND,School,1A,0.86
ME_HV_BOILER_COND,School,1B,0.92
ME_HV_BOILER_COND,School,1C,0.88
ME_HV_BOILER_COND,School,2A,0.92
ME_HV_BOILER_COND,School,2B,0.92
ME_HV_BOILER_COND,School,2C,0.94
ME_HV_BOILER_COND,School,3A,0.94
ME_HV_BOILER_COND,School,3B,0.88
ME_HV_BOILER_COND,School,3C,0.91
ME_HV_BOILER_COND,School,4A,0.86
ME_HV_BOILER_COND,School,4B,0.88
ME_HV_BOILER_COND,School,4C,0.95
ME_HV_BOILER_COND,School,5A,0.92
ME_HV_BOILER_COND,School,5B,0.89
ME_HV_BOILER_COND,School,5C,0.91
ME_HV_BOILER_COND,School,6A,0.94
ME_HV_BOILER_COND,School,6B,0.88
ME_HV_BOILER_COND,School,6C,0.89
ME_HV_BOILER_COND,School,7A,0.93
ME_HV_BOILER_COND,School,7B,0.93
ME_HV_BOILER_COND,School,7C,0.92
ME_HV_BOILER_COND,Residential,1A,0.93
ME_HV_BOILER_COND,Residential,1B,0.92
ME_HV_BOILER_COND,Residential,1C,0.92
ME_HV_BOILER_COND,Residential,2A,0.9
ME_HV_BOILER_COND,Residential,2B,0.91
ME_HV_BOILER_COND,Residential,2C,0.89
ME_HV_BOILER_COND,Residential,3A,0.89
ME_HV_BOILER_COND,Residential,3B,0.89
ME_HV_BOILER_COND,Residential,3C,0.87
ME_HV_BOILER_COND,Residential,4A,0.87
ME_HV_BOILER_COND,Residential,4B,0.94
ME_HV_BOILER_COND,Residential,4C,0.9
ME_HV_BOILER_COND,Residential,5A,0.87
ME_HV_BOILER_COND,Residential,5B,0.86
ME_HV_BOILER_COND,Residential,5C,0.86
ME_HV_BOILER_COND,Residential,6A,0.93
ME_HV_BOILER_COND,Residential,6B,0.86
ME_HV_BOILER_COND,Residential,6C,0.93
ME_HV_BOILER_COND,Residential,7A,0.93
ME_HV_BOILER_COND,Residential,7B,0.94
ME_HV_BOILER_COND,Residential,7C,0.85
ME_HV_BOILER_COND,Hospital,1A,0.88
ME_HV_BOILER_COND,Hospital,1B,0.93
ME_HV_BOILER_COND,Hospital,1C,0.86
ME_HV_BOILER_COND,Hospital,2A,0.89
ME_HV_BOILER_COND,Hospital,2B,0.87
ME_HV_BOILER_COND,Hospital,2C,0.93
ME_HV_BOILER_COND,Hospital,3A,0.93
ME_HV_BOILER_COND,Hospital,3B,0.93
ME_HV_BOILER_COND,Hospital,3C,0.87
ME_HV_BOILER_COND,Hospital,4A,0.89
ME_HV_BOILER_COND,Hospital,4B,0.89
ME_HV_BOILER_COND,Hospital,4C,0.92
ME_HV_BOILER_COND,Hospital,5A,0.87
ME_HV_BOILER_COND,Hospital,5B,0.89
ME_HV_BOILER_COND,Hospital,5C,0.88
ME_HV_BOILER_COND,Hospital,6A,0.92
ME_HV_BOILER_COND,Hospital,6B,0.89
ME_HV_BOILER_COND,Hospital,6C,0.9
ME_HV_BOILER_COND,Hospital,7A,0.88
ME_HV_BOILER_COND,Hospital,7B,0.93
ME_HV_BOILER_COND,Hospital,7C,0.9
ME_HV_BOILER_COND,Retail,1A,0.93
ME_HV_BOILER_COND,Retail,1B,0.89
ME_HV_BOILER_COND,Retail,1C,0.94
ME_HV_BOILER_COND,Retail,2A,0.95
ME_HV_BOILER_COND,Retail,2B,0.9
ME_HV_BOILER_COND,Retail,2C,0.88
ME_HV_BOILER_COND,Retail,3A,0.89
ME_HV_BOILER_COND,Retail,3B,0.9
ME_HV_BOILER_COND,Retail,3C,0.95
ME_HV_BOILER_COND,Retail,4A,0.93
ME_HV_BOILER_COND,Retail,4B,0.93
ME_HV_BOILER_COND,Retail,4C,0.86
ME_HV_BOILER_COND,Retail,5A,0.88
ME_HV_BOILER_COND,Retail,5B,0.91
ME_HV_BOILER_COND,Retail,5C,0.94
ME_HV_BOILER_COND,Retail,6A,0.91
ME_HV_BOILER_COND,Retail,6B,0.86
ME_HV_BOILER_COND,Retail,6C,0.93
ME_HV_BOILER_COND,Retail,7A,0.94
ME_HV_BOILER_COND,Retail,7B,0.88
ME_HV_BOILER_COND,Retail,7C,0.93
ME_HV_BOILER_COND,Warehouse,1A,0.78
ME_HV_BOILER_COND,Warehouse,1B,0.84
ME_HV_BOILER_COND,Warehouse,1C,0.76
ME_HV_BOILER_COND,Warehouse,2A,0.79
ME_HV_BOILER_COND,Warehouse,2B,0.84
ME_HV_BOILER_COND,Warehouse,2C,0.77
ME_HV_BOILER_COND,Warehouse,3A,0.8
ME_HV_BOILER_COND,Warehouse,3B,0.78
ME_HV_BOILER_COND,Warehouse,3C,0.75
ME_HV_BOILER_COND,Warehouse,4A,0.76
ME_HV_BOILER_COND,Warehouse,4B,0.8
ME_HV_BOILER_COND,Warehouse,4C,0.77
ME_HV_BOILER_COND,Warehouse,5A,0.85
ME_HV_BOILER_COND,Warehouse,5B,0.79
ME_HV_BOILER_COND,Warehouse,5C,0.75
ME_HV_BOILER_COND,Warehouse,6A,0.84
ME_HV_BOILER_COND,Warehouse,6B,0.83
ME_HV_BOILER_COND,Warehouse,6C,0.81
ME_HV_BOILER_COND,Warehouse,7A,0.83
ME_HV_BOILER_COND,Warehouse,7B,0.76
ME_HV_BOILER_COND,Warehouse,7C,0.78
ME_HV_ATW_HP,Office,1A,0.93
ME_HV_ATW_HP,Office,1B,0.92
ME_HV_ATW_HP,Office,1C,0.86
ME_HV_ATW_HP,Office,2A,0.92
ME_HV_ATW_HP,Office,2B,0.89
ME_HV_ATW_HP,Office,2C,0.85
ME_HV_ATW_HP,Office,3A,0.86
ME_HV_ATW_HP,Office,3B,0.88
ME_HV_ATW_HP,Office,3C,0.93
ME_HV_ATW_HP,Office,4A,0.9
ME_HV_ATW_HP,Office,4B,0.92
ME_HV_ATW_HP,Office,4C,0.9
ME_HV_ATW_HP,Office,5A,0.86
ME_HV_ATW_HP,Office,5B,0.88
ME_HV_ATW_HP,Office,5C,0.88
ME_HV_ATW_HP,Office,6A,0.85
ME_HV_ATW_HP,Office,6B,0.89
ME_HV_ATW_HP,Office,6C,0.93
ME_HV_ATW_HP,Office,7A,0.9
ME_HV_ATW_HP,Office,7B,0.86
ME_HV_ATW_HP,Office,7C,0.94
ME_HV_ATW_HP,School,1A,0.91
ME_HV_ATW_HP,School,1B,0.85
ME_HV_ATW_HP,School,1C,0.9
ME_HV_ATW_HP,School,2A,0.87
ME_HV_ATW_HP,School,2B,0.86
ME_HV_ATW_HP,School,2C,0.89
ME_HV_ATW_HP,School,3A,0.91
ME_HV_ATW_HP,School,3B,0.87
ME_HV_ATW_HP,School,3C,0.89
ME_HV_ATW_HP,School,4A,0.92
ME_HV_ATW_HP,School,4B,0.86
ME_HV_ATW_HP,School,4C,0.95
ME_HV_ATW_HP,School,5A,0.86
ME_HV_ATW_HP,School,5B,0.9
ME_HV_ATW_HP,School,5C,0.9
ME_HV_ATW_HP,School,6A,0.95
ME_HV_ATW_HP,School,6B,0.91
ME_HV_ATW_HP,School,6C,0.89
ME_HV_ATW_HP,School,7A,0.9
ME_HV_ATW_HP,School,7B,0.91
ME_HV_ATW_HP,School,7C,0.95
ME_HV_ATW_HP,Residential,1A,0.88
ME_HV_ATW_HP,Residential,1B,0.85
ME_HV_ATW_HP,Residential,1C,0.93
ME_HV_ATW_HP,Residential,2A,0.88
ME_HV_ATW_HP,Residential,2B,0.92
ME_HV_ATW_HP,Residential,2C,0.91
ME_HV_ATW_HP,Residential,3A,0.93
ME_HV_ATW_HP,Residential,3B,0.92
ME_HV_ATW_HP,Residential,3C,0.88
ME_HV_ATW_HP,Residential,4A,0.85
ME_HV_ATW_HP,Residential,4B,0.9
ME_HV_ATW_HP,Residential,4C,0.93
ME_HV_ATW_HP,Residential,5A,0.87
ME_HV_ATW_HP,Residential,5B,0.93
ME_HV_ATW_HP,Residential,5C,0.9
ME_HV_ATW_HP,Residential,6A,0.92
ME_HV_ATW_HP,Residential,6B,0.91
ME_HV_ATW_HP,Residential,6C,0.93
ME_HV_ATW_HP,Residential,7A,0.86
ME_HV_ATW_HP,Residential,7B,0.93
ME_HV_ATW_HP,Residential,7C,0.9
ME_HV_ATW_HP,Hospital,1A,0.88
ME_HV_ATW_HP,Hospital,1B,0.85
ME_HV_ATW_HP,Hospital,1C,0.87
ME_HV_ATW_HP,Hospital,2A,0.85
ME_HV_ATW_HP,Hospital,2B,0.94
ME_HV_ATW_HP,Hospital,2C,0.9
ME_HV_ATW_HP,Hospital,3A,0.95
ME_HV_ATW_HP,Hospital,3B,0.9
ME_HV_ATW_HP,Hospital,3C,0.88
ME_HV_ATW_HP,Hospital,4A,0.93
ME_HV_ATW_HP,Hospital,4B,0.87
ME_HV_ATW_HP,Hospital,4C,0.89
ME_HV_ATW_HP,Hospital,5A,0.93
ME_HV_ATW_HP,Hospital,5B,0.94
ME_HV_ATW_HP,Hospital,5C,0.88
ME_HV_ATW_HP,Hospital,6A,0.86
ME_HV_ATW_HP,Hospital,6B,0.89
ME_HV_ATW_HP,Hospital,6C,0.94
ME_HV_ATW_HP,Hospital,7A,0.92
ME_HV_ATW_HP,Hospital,7B,0.94
ME_HV_ATW_HP,Hospital,7C,0.89
ME_HV_ATW_HP,Retail,1A,0.95
ME_HV_ATW_HP,Retail,1B,0.9
ME_HV_ATW_HP,Retail,1C,0.9
ME_HV_ATW_HP,Retail,2A,0.94
ME_HV_ATW_HP,Retail,2B,0.9
ME_HV_ATW_HP,Retail,2C,0.93
ME_HV_ATW_HP,Retail,3A,0.92
ME_HV_ATW_HP,Retail,3B,0.86
ME_HV_ATW_HP,Retail,3C,0.91
ME_HV_ATW_HP,Retail,4A,0.93
ME_HV_ATW_HP,Retail,4B,0.9
ME_HV_ATW_HP,Retail,4C,0.88
ME_HV_ATW_HP,Retail,5A,0.86
ME_HV_ATW_HP,Retail,5B,0.92
ME_HV_ATW_HP,Retail,5C,0.88
ME_HV_ATW_HP,Retail,6A,0.91
ME_HV_ATW_HP,Retail,6B,0.89
ME_HV_ATW_HP,Retail,6C,0.92
ME_HV_ATW_HP,Retail,7A,0.89
ME_HV_ATW_HP,Retail,7B,0.85
ME_HV_ATW_HP,Retail,7C,0.94
ME_HV_ATW_HP,Warehouse,1A,0.79
ME_HV_ATW_HP,Warehouse,1B,0.85
ME_HV_ATW_HP,Warehouse,1C,0.78
