sample_id,liquid_limit,plastic_limit,plasticity_index,preconsolidation_stress_kpa,vertical_effective_stress_kpa,ocr,natural_water_content_percent,su_kpa,sensitivity,pore_pressure_ratio,clay_mineral,log10_k_m_per_s
CLAY_00454,48.6,22.9,25.8,222.2,183.2,1.21,39.3,8.0,8.47,0.448,illite-mixed,-10.292
CLAY_00455,51.2,28.1,23.1,453.2,133.7,3.39,38.9,8.0,4.76,0.402,illite-mixed,-10.221
CLAY_00456,51.1,25.9,25.2,115.8,107.1,1.08,43.2,8.0,1.2,0.434,illite-mixed,-9.502
CLAY_00457,59.1,28.7,30.5,161.5,158.9,1.02,52.1,8.0,8.77,0.568,illite-mixed,-9.202
CLAY_00458,40.2,12.0,28.2,199.8,101.7,1.96,42.5,8.0,1.2,0.416,illite-mixed,-9.689
CLAY_00459,82.5,24.4,58.1,351.4,176.3,1.99,54.7,8.0,9.7,0.54,smectite-rich,-10.107
CLAY_00460,63.2,40.3,22.8,313.4,136.0,2.3,39.8,8.0,10.45,0.415,illite-mixed,-9.832
CLAY_00461,76.1,40.3,35.9,85.2,25.0,3.41,45.3,8.0,6.98,0.503,illite-mixed,-10.343
CLAY_00462,40.6,28.5,12.1,112.7,102.5,1.1,46.9,8.0,10.99,0.377,kaolinite-dominant,-10.134
CLAY_00463,50.9,12.6,38.3,376.2,215.0,1.75,58.8,15.1,10.67,0.458,illite-mixed,-11.591
CLAY_00464,78.0,26.4,51.6,522.9,279.9,1.87,73.4,8.0,9.57,0.557,smectite-rich,-9.805
CLAY_00465,86.9,25.8,61.0,198.0,115.4,1.72,60.6,8.0,4.4,0.551,smectite-rich,-11.303
CLAY_00466,54.8,30.9,23.9,281.4,150.2,1.87,39.7,16.6,8.23,0.476,illite-mixed,-10.085
CLAY_00467,36.5,29.1,7.4,88.4,45.3,1.95,42.1,8.0,6.23,0.368,kaolinite-dominant,-9.748
CLAY_00468,72.0,21.6,50.4,232.0,206.6,1.12,52.0,8.0,10.35,0.549,smectite-rich,-10.625
CLAY_00469,75.7,30.5,45.3,73.5,36.0,2.04,54.7,8.0,7.59,0.525,smectite-rich,-8.873
CLAY_00470,58.0,30.7,27.3,694.4,230.9,3.01,40.4,8.0,6.55,0.387,illite-mixed,-9.893
CLAY_00471,58.9,18.3,40.7,399.6,148.3,2.7,56.4,8.0,9.7,0.527,smectite-rich,-10.443
CLAY_00472,59.8,14.4,45.3,530.9,176.5,3.01,56.1,8.2,8.66,0.527,smectite-rich,-9.817
CLAY_00473,96.7,19.1,77.6,89.9,49.3,1.82,58.2,8.6,12.38,0.707,smectite-rich,-10.183
CLAY_00474,41.0,18.4,22.6,648.4,217.7,2.98,36.0,12.6,9.85,0.336,illite-mixed,-9.492
CLAY_00475,45.5,30.2,15.3,40.0,25.0,1.6,23.8,8.0,4.49,0.338,kaolinite-dominant,-9.596
CLAY_00476,43.9,30.5,13.4,501.4,243.6,2.06,25.0,8.0,6.48,0.314,kaolinite-dominant,-9.922
CLAY_00477,25.6,19.2,7.0,334.3,221.1,1.51,33.7,8.6,6.91,0.239,kaolinite-dominant,-9.597
CLAY_00478,61.3,15.5,45.7,75.5,25.0,3.02,49.7,8.8,11.82,0.507,smectite-rich,-9.727
CLAY_00479,51.6,38.6,12.9,783.8,244.3,3.21,42.2,8.0,8.92,0.276,kaolinite-dominant,-10.174
CLAY_00480,52.9,31.6,21.3,304.1,102.9,2.95,30.6,8.0,1.2,0.423,illite-mixed,-8.986
CLAY_00481,26.6,12.0,14.6,76.6,33.7,2.28,26.8,8.0,7.74,0.248,kaolinite-dominant,-9.263
CLAY_00482,74.5,30.6,43.9,213.1,170.7,1.25,49.8,8.0,10.1,0.56,smectite-rich,-10.188
CLAY_00483,71.7,27.0,44.7,40.0,25.0,1.6,48.8,16.4,4.42,0.496,smectite-rich,-9.857
CLAY_00484,57.7,26.0,31.7,239.4,206.4,1.16,35.7,8.0,6.23,0.478,illite-mixed,-10.41
CLAY_00485,58.5,17.4,41.2,489.0,198.8,2.46,50.1,8.0,6.54,0.503,smectite-rich,-10.127
CLAY_00486,44.3,25.1,19.2,582.9,202.3,2.88,35.3,19.8,8.45,0.341,kaolinite-dominant,-10.448
CLAY_00487,36.3,29.4,7.0,324.6,109.4,2.97,46.6,8.8,5.85,0.163,kaolinite-dominant,-9.926
CLAY_00488,51.3,13.4,37.9,172.9,57.9,2.99,41.1,8.0,5.9,0.364,illite-mixed,-10.871
CLAY_00489,61.3,23.1,38.2,101.7,33.1,3.07,54.3,8.0,8.06,0.522,illite-mixed,-10.668
CLAY_00490,63.8,21.6,42.1,603.3,187.5,3.22,49.3,10.0,8.86,0.502,smectite-rich,-10.427
CLAY_00491,52.8,31.9,20.8,675.0,227.6,2.97,36.1,8.0,11.21,0.393,illite-mixed,-9.48
CLAY_00492,74.6,17.7,56.9,467.2,167.4,2.79,60.4,8.0,11.04,0.546,smectite-rich,-10.737
CLAY_00493,39.3,17.9,21.4,221.0,104.5,2.11,39.1,8.0,6.32,0.31,illite-mixed,-10.159
CLAY_00494,56.3,20.3,36.0,173.6,127.4,1.36,46.1,8.0,4.28,0.504,illite-mixed,-9.717
CLAY_00495,56.4,21.5,34.8,225.1,110.4,2.04,34.2,8.0,7.49,0.48,illite-mixed,-10.487
CLAY_00496,65.2,25.4,39.8,574.3,169.2,3.39,63.2,8.0,6.21,0.45,illite-mixed,-9.714
CLAY_00497,74.9,18.3,56.6,347.2,214.5,1.62,72.6,13.0,9.14,0.665,smectite-rich,-11.151
CLAY_00498,81.7,13.2,68.5,439.9,126.1,3.49,57.4,8.0,14.21,0.605,smectite-rich,-10.58
CLAY_00499,66.0,26.6,39.4,882.8,256.6,3.44,61.3,8.0,10.35,0.497,illite-mixed,-10.419
CLAY_00500,43.0,12.0,31.0,391.4,143.3,2.73,48.2,15.0,10.81,0.418,illite-mixed,-10.229
CLAY_00501,56.9,12.8,44.1,111.9,99.5,1.12,56.7,8.0,3.56,0.479,smectite-rich,-10.843
CLAY_00502,66.9,26.4,40.5,233.1,141.3,1.65,46.1,8.0,8.41,0.44,smectite-rich,-10.277
CLAY_00503,54.0,45.7,8.2,355.4,165.7,2.14,41.6,13.3,7.4,0.229,kaolinite-dominant,-9.52
CLAY_00504,42.1,22.6,19.5,92.4,76.7,1.2,28.8,8.0,8.73,0.389,kaolinite-dominant,-9.154
CLAY_00505,77.7,28.8,48.9,409.0,187.6,2.18,55.8,8.0,7.65,0.618,smectite-rich,-10.865
CLAY_00506,41.3,34.0,7.3,311.9,125.0,2.5,44.6,8.0,5.51,0.233,kaolinite-dominant,-9.431
CLAY_00507,62.6,32.1,30.5,284.2,100.5,2.83,52.0,11.7,9.15,0.323,illite-mixed,-10.089
CLAY_00508,68.2,22.1,46.1,391.0,161.4,2.42,53.1,18.6,1.2,0.447,smectite-rich,-10.738
CLAY_00509,27.7,24.3,7.0,682.9,211.7,3.23,20.8,8.0,5.78,0.274,kaolinite-dominant,-9.347
CLAY_00510,38.6,33.2,7.0,766.4,224.5,3.41,36.6,30.7,2.24,0.293,kaolinite-dominant,-9.12
CLAY_00511,64.4,33.5,30.8,266.9,172.7,1.55,54.9,13.2,6.34,0.485,illite-mixed,-10.412
CLAY_00512,44.0,39.5,7.0,235.3,202.5,1.16,33.0,8.0,2.78,0.262,kaolinite-dominant,-9.188
CLAY_00513,25.0,22.3,7.0,250.6,102.0,2.46,43.6,8.0,10.7,0.258,kaolinite-dominant,-9.898
CLAY_00514,56.6,27.7,28.9,189.5,77.9,2.43,51.8,8.0,6.05,0.451,illite-mixed,-10.106
CLAY_00515,39.5,28.1,11.3,172.7,116.2,1.49,26.8,8.0,6.69,0.288,kaolinite-dominant,-9.552
CLAY_00516,48.7,25.1,23.7,532.0,179.9,2.96,42.4,8.0,4.85,0.468,illite-mixed,-9.523
CLAY_00517,46.4,36.5,9.8,676.2,206.1,3.28,50.2,19.0,4.82,0.327,kaolinite-dominant,-9.602
CLAY_00518,25.0,18.8,7.0,259.6,118.2,2.2,26.0,8.2,8.96,0.214,kaolinite-dominant,-9.717
CLAY_00519,52.0,35.1,16.9,329.0,99.4,3.31,50.8,13.3,5.25,0.304,kaolinite-dominant,-10.267
CLAY_00520,25.0,17.1,7.9,268.2,147.5,1.82,48.4,8.0,2.26,0.36,kaolinite-dominant,-9.787
CLAY_00521,25.0,19.6,7.0,357.3,231.5,1.54,33.6,8.0,3.92,0.226,kaolinite-dominant,-10.136
CLAY_00522,59.2,36.7,22.5,151.6,56.2,2.7,54.1,8.0,3.28,0.297,illite-mixed,-8.84
CLAY_00523,59.6,24.8,34.8,275.5,152.7,1.8,44.7,8.0,8.64,0.396,illite-mixed,-9.717
CLAY_00524,48.1,18.1,30.0,677.2,230.4,2.94,50.1,9.8,8.93,0.397,illite-mixed,-9.218
CLAY_00525,59.6,26.7,32.9,309.0,278.4,1.11,44.9,8.0,8.35,0.389,illite-mixed,-9.558
CLAY_00526,52.9,35.6,17.3,160.5,67.1,2.39,49.8,8.0,8.76,0.42,kaolinite-dominant,-9.199
CLAY_00527,46.6,21.4,25.2,297.8,92.4,3.22,47.2,8.0,2.96,0.377,illite-mixed,-9.913
CLAY_00528,61.0,36.1,24.9,404.9,172.9,2.34,53.9,8.0,6.3,0.421,illite-mixed,-9.999
CLAY_00529,38.6,26.5,12.1,235.7,103.1,2.29,55.7,8.0,4.81,0.365,kaolinite-dominant,-9.034
CLAY_00530,66.1,32.7,33.3,300.3,208.4,1.44,55.0,13.0,6.92,0.476,illite-mixed,-10.662
CLAY_00531,53.8,33.2,20.6,335.0,165.5,2.02,39.2,15.3,8.45,0.365,illite-mixed,-10.459
CLAY_00532,52.5,23.7,28.8,898.6,318.2,2.82,39.3,18.4,8.94,0.451,illite-mixed,-9.978
CLAY_00533,69.4,19.9,49.5,197.9,70.0,2.83,53.4,8.0,7.65,0.594,smectite-rich,-10.42
CLAY_00534,44.6,26.3,18.3,101.0,64.6,1.56,34.9,8.0,3.75,0.332,kaolinite-dominant,-9.564
CLAY_00535,25.0,18.0,7.0,458.8,212.1,2.16,45.2,8.0,1.2,0.228,kaolinite-dominant,-9.924
CLAY_00536,60.3,18.0,42.3,240.8,129.7,1.86,53.2,8.0,7.61,0.509,smectite-rich,-10.109
CLAY_00537,46.6,27.2,19.4,344.4,218.0,1.58,39.3,8.0,2.96,0.242,kaolinite-dominant,-9.968
CLAY_00538,58.9,25.7,33.1,301.4,287.1,1.05,41.0,8.7,9.11,0.404,illite-mixed,-10.098
CLAY_00539,54.9,31.0,23.9,129.3,67.8,1.91,45.7,8.0,1.2,0.398,illite-mixed,-9.992
CLAY_00540,63.8,25.5,38.3,320.8,107.5,2.98,51.6,8.0,7.82,0.494,illite-mixed,-10.224
CLAY_00541,32.0,25.2,7.0,418.7,161.4,2.59,37.0,8.0,2.59,0.262,kaolinite-dominant,-9.069
CLAY_00542,60.6,24.0,36.6,319.2,120.5,2.65,60.2,17.3,6.15,0.51,illite-mixed,-10.185
CLAY_00543,64.5,16.0,48.5,84.2,25.0,3.37,54.0,8.0,11.28,0.503,smectite-rich,-10.101
CLAY_00544,63.5,31.6,31.9,395.0,137.8,2.87,48.9,8.0,4.34,0.491,illite-mixed,-10.558
CLAY_00545,59.0,30.0,29.0,250.2,93.0,2.69,35.7,8.0,9.52,0.447,illite-mixed,-10.324
CLAY_00546,45.5,24.6,20.9,400.6,118.6,3.38,34.3,8.0,4.61,0.375,illite-mixed,-9.51
CLAY_00547,50.4,29.2,21.2,82.2,60.0,1.37,26.4,8.0,8.02,0.322,illite-mixed,-10.717
CLAY_00548,33.3,30.1,7.0,231.2,163.3,1.42,24.0,8.8,3.15,0.309,kaolinite-dominant,-9.31
CLAY_00549,66.5,22.5,44.0,233.5,222.7,1.05,42.3,10.2,6.48,0.546,smectite-rich,-10.487
CLAY_00550,56.1,30.6,25.5,530.6,188.2,2.82,39.7,17.2,3.93,0.314,illite-mixed,-10.179
CLAY_00551,71.2,30.4,40.8,376.2,116.3,3.23,48.0,10.2,12.85,0.501,smectite-rich,-10.125
CLAY_00552,57.6,33.8,23.8,276.0,154.6,1.79,62.3,8.0,4.4,0.348,illite-mixed,-10.137
CLAY_00553,59.0,22.1,36.9,332.5,110.3,3.01,32.4,8.0,9.33,0.474,illite-mixed,-10.123
CLAY_00554,57.5,23.0,34.5,170.1,162.0,1.05,55.1,9.9,10.72,0.459,illite-mixed,-9.881
CLAY_00555,36.1,30.0,7.0,234.5,228.2,1.03,34.3,8.0,7.49,0.265,kaolinite-dominant,-9.891
CLAY_00556,65.0,19.6,45.4,292.8,91.6,3.2,62.5,8.0,1.58,0.473,smectite-rich,-10.198
CLAY_00557,34.5,24.4,10.1,520.3,174.5,2.98,47.4,10.2,1.5,0.263,kaolinite-dominant,-9.578
CLAY_00558,31.9,27.7,7.0,441.0,169.2,2.61,40.1,8.0,1.47,0.298,kaolinite-dominant,-9.891
CLAY_00559,61.0,23.1,37.9,440.6,293.0,1.5,37.3,8.6,7.58,0.483,illite-mixed,-9.93
CLAY_00560,25.0,21.5,7.0,242.2,75.5,3.21,38.4,8.0,5.55,0.213,kaolinite-dominant,-9.484
CLAY_00561,72.9,33.3,39.6,127.0,62.2,2.04,43.8,8.0,7.26,0.463,illite-mixed,-10.392
CLAY_00562,59.7,20.1,39.6,736.1,266.2,2.77,54.6,10.1,5.63,0.334,illite-mixed,-9.971
CLAY_00563,42.0,27.7,14.3,534.1,155.4,3.44,32.0,8.0,3.95,0.285,kaolinite-dominant,-9.581
CLAY_00564,65.0,35.6,29.4,166.9,145.0,1.15,45.8,8.0,6.6,0.422,illite-mixed,-10.304
CLAY_00565,42.0,28.4,13.6,79.5,39.1,2.03,46.3,8.0,7.77,0.381,kaolinite-dominant,-9.484
CLAY_00566,49.7,31.9,17.8,391.1,165.9,2.36,35.9,13.1,5.71,0.322,kaolinite-dominant,-9.539
CLAY_00567,45.8,23.9,21.9,222.9,159.3,1.4,48.3,8.0,1.68,0.369,illite-mixed,-10.026
CLAY_00568,75.5,26.3,49.2,139.6,53.5,2.61,50.7,14.9,4.43,0.513,smectite-rich,-10.398
CLAY_00569,48.2,29.0,19.2,176.4,87.7,2.01,50.2,8.0,6.69,0.336,kaolinite-dominant,-9.516
CLAY_00570,84.8,23.4,61.4,423.1,141.7,2.99,60.3,8.0,9.03,0.663,smectite-rich,-10.722
CLAY_00571,59.2,40.3,18.9,331.5,126.6,2.62,35.8,8.0,4.11,0.364,kaolinite-dominant,-9.483
CLAY_00572,25.0,19.9,7.0,274.4,93.4,2.94,34.9,15.6,10.54,0.191,kaolinite-dominant,-9.918
CLAY_00573,59.8,33.1,26.6,284.9,101.1,2.82,36.1,8.0,3.87,0.348,illite-mixed,-10.031
CLAY_00574,33.5,23.2,10.3,258.6,159.0,1.63,34.4,8.0,6.27,0.344,kaolinite-dominant,-9.541
CLAY_00575,52.9,22.8,30.1,229.3,152.9,1.5,50.1,8.0,7.69,0.396,illite-mixed,-10.888
CLAY_00576,64.0,32.6,31.4,681.0,283.6,2.4,48.1,8.0,6.48,0.392,illite-mixed,-9.713
CLAY_00577,45.6,35.5,10.2,594.4,220.1,2.7,40.4,9.5,11.14,0.296,kaolinite-dominant,-9.595
CLAY_00578,55.5,37.4,18.2,40.0,25.0,1.6,55.4,8.0,8.86,0.397,kaolinite-dominant,-8.898
CLAY_00579,52.4,25.1,27.3,171.2,68.6,2.49,56.8,8.0,7.19,0.382,illite-mixed,-9.756
CLAY_00580,56.7,26.3,30.4,296.2,128.3,2.31,32.8,8.0,7.06,0.437,illite-mixed,-10.373
CLAY_00581,54.8,16.8,38.0,132.1,104.9,1.26,34.0,8.0,4.39,0.465,illite-mixed,-10.422
CLAY_00582,57.1,26.5,30.6,84.4,25.0,3.38,32.6,8.0,3.96,0.324,illite-mixed,-10.097
CLAY_00583,64.5,34.5,30.0,222.8,64.3,3.47,57.3,11.4,8.29,0.46,illite-mixed,-9.653
CLAY_00584,33.1,29.3,7.0,429.3,165.4,2.6,44.0,8.0,5.71,0.19,kaolinite-dominant,-9.282
CLAY_00585,49.7,33.2,16.5,368.5,160.5,2.3,33.0,8.0,3.89,0.402,kaolinite-dominant,-9.503
CLAY_00586,82.2,19.6,62.6,472.8,162.2,2.91,61.2,8.0,9.39,0.583,smectite-rich,-10.439
CLAY_00587,60.7,23.7,37.0,564.6,219.3,2.57,59.6,8.8,6.11,0.52,illite-mixed,-10.26
CLAY_00588,54.7,24.0,30.7,315.2,138.7,2.27,44.6,8.0,9.29,0.453,illite-mixed,-9.367
CLAY_00589,53.0,25.2,27.8,487.3,222.1,2.19,43.3,10.5,6.27,0.38,illite-mixed,-10.15
CLAY_00590,54.9,27.9,26.9,98.6,67.5,1.46,43.5,9.9,4.86,0.461,illite-mixed,-10.321
CLAY_00591,88.4,29.0,59.4,227.5,202.3,1.12,59.9,8.0,5.51,0.688,smectite-rich,-11.174
CLAY_00592,89.1,28.8,60.4,212.2,97.8,2.17,51.9,8.4,13.26,0.585,smectite-rich,-10.278
CLAY_00593,63.2,23.1,40.2,467.4,134.0,3.49,37.6,8.0,11.36,0.509,smectite-rich,-10.452
CLAY_00594,65.1,31.7,33.5,64.7,25.0,2.59,46.1,8.0,6.32,0.506,illite-mixed,-9.578
CLAY_00595,48.4,23.9,24.5,350.4,139.4,2.51,55.0,8.1,9.01,0.322,illite-mixed,-9.133
CLAY_00596,74.0,32.3,41.7,113.0,43.1,2.62,48.1,8.0,6.61,0.483,smectite-rich,-11.282
CLAY_00597,74.1,30.6,43.4,353.9,187.0,1.89,46.0,8.0,8.76,0.458,smectite-rich,-10.069
CLAY_00598,30.9,25.9,7.0,355.9,113.5,3.14,39.2,8.0,10.75,0.206,kaolinite-dominant,-10.143
CLAY_00599,72.1,22.0,50.0,152.7,57.7,2.64,56.3,16.4,5.7,0.538,smectite-rich,-10.181
CLAY_00600,64.1,34.1,30.0,347.2,150.6,2.31,41.1,8.0,6.17,0.409,illite-mixed,-9.595
