element_id,n0,n1,n2,n3,n4,n5,n6,n7
4926,5331,5332,5357,5356,5956,5957,5982,5981
4927,5332,5333,5358,5357,5957,5958,5983,5982
4928,5333,5334,5359,5358,5958,5959,5984,5983
4929,5334,5335,5360,5359,5959,5960,5985,5984
4930,5335,5336,5361,5360,5960,5961,5986,5985
4931,5336,5337,5362,5361,5961,5962,5987,5986
4932,5337,5338,5363,5362,5962,5963,5988,5987
4933,5338,5339,5364,5363,5963,5964,5989,5988
4934,5339,5340,5365,5364,5964,5965,5990,5989
4935,5340,5341,5366,5365,5965,5966,5991,5990
4936,5341,5342,5367,5366,5966,5967,5992,5991
4937,5342,5343,5368,5367,5967,5968,5993,5992
4938,5343,5344,5369,5368,5968,5969,5994,5993
4939,5344,5345,5370,5369,5969,5970,5995,5994
4940,5345,5346,5371,5370,5970,5971,5996,5995
4941,5346,5347,5372,5371,5971,5972,5997,5996
4942,5347,5348,5373,5372,5972,5973,5998,5997
4943,5348,5349,5374,5373,5973,5974,5999,5998
4944,5350,5351,5376,5375,5975,5976,6001,6000
4945,5351,5352,5377,5376,5976,5977,6002,6001
4946,5352,5353,5378,5377,5977,5978,6003,6002
4947,5353,5354,5379,5378,5978,5979,6004,6003
4948,5354,5355,5380,5379,5979,5980,6005,6004
4949,5355,5356,5381,5380,5980,5981,6006,6005
4950,5356,5357,5382,5381,5981,5982,6007,6006
4951,5357,5358,5383,5382,5982,5983,6008,6007
4952,5358,5359,5384,5383,5983,5984,6009,6008
4953,5359,5360,5385,5384,5984,5985,6010,6009
4954,5360,5361,5386,5385,5985,5986,6011,6010
4955,5361,5362,5387,5386,5986,5987,6012,6011
4956,5362,5363,5388,5387,5987,5988,6013,6012
4957,5363,5364,5389,5388,5988,5989,6014,6013
4958,5364,5365,5390,5389,5989,5990,6015,6014
4959,5365,5366,5391,5390,5990,5991,6016,6015
4960,5366,5367,5392,5391,5991,5992,6017,6016
4961,5367,5368,5393,5392,5992,5993,6018,6017
4962,5368,5369,5394,5393,5993,5994,6019,6018
4963,5369,5370,5395,5394,5994,5995,6020,6019
4964,5370,5371,5396,5395,5995,5996,6021,6020
4965,5371,5372,5397,5396,5996,5997,6022,6021
4966,5372,5373,5398,5397,5997,5998,6023,6022
4967,5373,5374,5399,5398,5998,5999,6024,6023
4968,5375,5376,5401,5400,6000,6001,6026,6025
4969,5376,5377,5402,5401,6001,6002,6027,6026
4970,5377,5378,5403,5402,6002,6003,6028,6027
4971,5378,5379,5404,5403,6003,6004,6029,6028
4972,5379,5380,5405,5404,6004,6005,6030,6029
4973,5380,5381,5406,5405,6005,6006,6031,6030
4974,5381,5382,5407,5406,6006,6007,6032,6031
4975,5382,5383,5408,5407,6007,6008,6033,6032
4976,5383,5384,5409,5408,6008,6009,6034,6033
4977,5384,5385,5410,5409,6009,6010,6035,6034
4978,5385,5386,5411,5410,6010,6011,6036,6035
4979,5386,5387,5412,5411,6011,6012,6037,6036
4980,5387,5388,5413,5412,6012,6013,6038,6037
4981,5388,5389,5414,5413,6013,6014,6039,6038
4982,5389,5390,5415,5414,6014,6015,6040,6039
4983,5390,5391,5416,5415,6015,6016,6041,6040
4984,5391,5392,5417,5416,6016,6017,6042,6041
4985,5392,5393,5418,5417,6017,6018,6043,6042
4986,5393,5394,5419,5418,6018,6019,6044,6043
4987,5394,5395,5420,5419,6019,6020,6045,6044
4988,5395,5396,5421,5420,6020,6021,6046,6045
4989,5396,5397,5422,5421,6021,6022,6047,6046
4990,5397,5398,5423,5422,6022,6023,6048,6047
4991,5398,5399,5424,5423,6023,6024,6049,6048
4992,5400,5401,5426,5425,6025,6026,6051,6050
4993,5401,5402,5427,5426,6026,6027,6052,6051
4994,5402,5403,5428,5427,6027,6028,6053,6052
4995,5403,5404,5429,5428,6028,6029,6054,6053
4996,5404,5405,5430,5429,6029,6030,6055,6054
4997,5405,5406,5431,5430,6030,6031,6056,6055
4998,5406,5407,5432,5431,6031,6032,6057,6056
4999,5407,5408,5433,5432,6032,6033,6058,6057
5000,5408,5409,5434,5433,6033,6034,6059,6058
5001,5409,5410,5435,5434,6034,6035,6060,6059
5002,5410,5411,5436,5435,6035,6036,6061,6060
5003,5411,5412,5437,5436,6036,6037,6062,6061
5004,5412,5413,5438,5437,6037,6038,6063,6062
5005,5413,5414,5439,5438,6038,6039,6064,6063
5006,5414,5415,5440,5439,6039,6040,6065,6064
5007,5415,5416,5441,5440,6040,6041,6066,6065
5008,5416,5417,5442,5441,6041,6042,6067,6066
5009,5417,5418,5443,5442,6042,6043,6068,6067
5010,5418,5419,5444,5443,6043,6044,6069,6068
5011,5419,5420,5445,5444,6044,6045,6070,6069
5012,5420,5421,5446,5445,6045,6046,6071,6070
5013,5421,5422,5447,5446,6046,6047,6072,6071
5014,5422,5423,5448,5447,6047,6048,6073,6072
5015,5423,5424,5449,5448,6048,6049,6074,6073
5016,5425,5426,5451,5450,6050,6051,6076,6075
5017,5426,5427,5452,5451,6051,6052,6077,6076
5018,5427,5428,5453,5452,6052,6053,6078,6077
5019,5428,5429,5454,5453,6053,6054,6079,6078
5020,5429,5430,5455,5454,6054,6055,6080,6079
5021,5430,5431,5456,5455,6055,6056,6081,6080
5022,5431,5432,5457,5456,6056,6057,6082,6081
5023,5432,5433,5458,5457,6057,6058,6083,6082
5024,5433,5434,5459,5458,6058,6059,6084,6083
5025,5434,5435,5460,5459,6059,6060,6085,6084
5026,5435,5436,5461,5460,6060,6061,6086,6085
5027,5436,5437,5462,5461,6061,6062,6087,6086
5028,5437,5438,5463,5462,6062,6063,6088,6087
5029,5438,5439,5464,5463,6063,6064,6089,6088
5030,5439,5440,5465,5464,6064,6065,6090,6089
5031,5440,5441,5466,5465,6065,6066,6091,6090
5032,5441,5442,5467,5466,6066,6067,6092,6091
5033,5442,5443,5468,5467,6067,6068,6093,6092
5034,5443,5444,5469,5468,6068,6069,6094,6093
5035,5444,5445,5470,5469,6069,6070,6095,6094
5036,5445,5446,5471,5470,6070,6071,6096,6095
5037,5446,5447,5472,5471,6071,6072,6097,6096
5038,5447,5448,5473,5472,6072,6073,6098,6097
5039,5448,5449,5474,5473,6073,6074,6099,6098
5040,5450,5451,5476,5475,6075,6076,6101,6100
5041,5451,5452,5477,5476,6076,6077,6102,6101
5042,5452,5453,5478,5477,6077,6078,6103,6102
5043,5453,5454,5479,5478,6078,6079,6104,6103
5044,5454,5455,5480,5479,6079,6080,6105,6104
5045,5455,5456,5481,5480,6080,6081,6106,6105
5046,5456,5457,5482,5481,6081,6082,6107,6106
5047,5457,5458,5483,5482,6082,6083,6108,6107
5048,5458,5459,5484,5483,6083,6084,6109,6108
5049,5459,5460,5485,5484,6084,6085,6110,6109
5050,5460,5461,5486,5485,6085,6086,6111,6110
5051,5461,5462,5487,5486,6086,6087,6112,6111
5052,5462,5463,5488,5487,6087,6088,6113,6112
5053,5463,5464,5489,5488,6088,6089,6114,6113
5054,5464,5465,5490,5489,6089,6090,6115,6114
5055,5465,5466,5491,5490,6090,6091,6116,6115
5056,5466,5467,5492,5491,6091,6092,6117,6116
5057,5467,5468,5493,5492,6092,6093,6118,6117
5058,5468,5469,5494,5493,6093,6094,6119,6118
5059,5469,5470,5495,5494,6094,6095,6120,6119
5060,5470,5471,5496,5495,6095,6096,6121,6120
5061,5471,5472,5497,5496,6096,6097,6122,6121
5062,5472,5473,5498,5497,6097,6098,6123,6122
5063,5473,5474,5499,5498,6098,6099,6124,6123
5064,5475,5476,5501,5500,6100,6101,6126,6125
5065,5476,5477,5502,5501,6101,6102,6127,6126
5066,5477,5478,5503,5502,6102,6103,6128,6127
5067,5478,5479,5504,5503,6103,6104,6129,6128
5068,5479,5480,5505,5504,6104,6105,6130,6129
5069,5480,5481,5506,5505,6105,6106,6131,6130
5070,5481,5482,5507,5506,6106,6107,6132,6131
5071,5482,5483,5508,5507,6107,6108,6133,6132
5072,5483,5484,5509,5508,6108,6109,6134,6133
5073,5484,5485,5510,5509,6109,6110,6135,6134
5074,5485,5486,5511,5510,6110,6111,6136,6135
5075,5486,5487,5512,5511,6111,6112,6137,6136
5076,5487,5488,5513,5512,6112,6113,6138,6137
5077,5488,5489,5514,5513,6113,6114,6139,6138
5078,5489,5490,5515,5514,6114,6115,6140,6139
5079,5490,5491,5516,5515,6115,6116,6141,6140
5080,5491,5492,5517,5516,6116,6117,6142,6141
5081,5492,5493,5518,5517,6117,6118,6143,6142
5082,5493,5494,5519,5518,6118,6119,6144,6143
5083,5494,5495,5520,5519,6119,6120,6145,6144
5084,5495,5496,5521,5520,6120,6121,6146,6145
5085,5496,5497,5522,5521,6121,6122,6147,6146
5086,5497,5498,5523,5522,6122,6123,6148,6147
5087,5498,5499,5524,5523,6123,6124,6149,6148
5088,5500,5501,5526,5525,6125,6126,6151,6150
5089,5501,5502,5527,5526,6126,6127,6152,6151
5090,5502,5503,5528,5527,6127,6128,6153,6152
5091,5503,5504,5529,5528,6128,6129,6154,6153
5092,5504,5505,5530,5529,6129,6130,6155,6154
5093,5505,5506,5531,5530,6130,6131,6156,6155
5094,5506,5507,5532,5531,6131,6132,6157,6156
5095,5507,5508,5533,5532,6132,6133,6158,6157
5096,5508,5509,5534,5533,6133,6134,6159,6158
5097,5509,5510,5535,5534,6134,6135,6160,6159
5098,5510,5511,5536,5535,6135,6136,6161,6160
5099,5511,5512,5537,5536,6136,6137,6162,6161
5100,5512,5513,5538,5537,6137,6138,6163,6162
5101,5513,5514,5539,5538,6138,6139,6164,6163
5102,5514,5515,5540,5539,6139,6140,6165,6164
5103,5515,5516,5541,5540,6140,6141,6166,6165
5104,5516,5517,5542,5541,6141,6142,6167,6166
5105,5517,5518,5543,5542,6142,6143,6168,6167
5106,5518,5519,5544,5543,6143,6144,6169,6168
5107,5519,5520,5545,5544,6144,6145,6170,6169
5108,5520,5521,5546,5545,6145,6146,6171,6170
5109,5521,5522,5547,5546,6146,6147,6172,6171
5110,5522,5523,5548,5547,6147,6148,6173,6172
5111,5523,5524,5549,5548,6148,6149,6174,6173
5112,5525,5526,5551,5550,6150,6151,6176,6175
5113,5526,5527,5552,5551,6151,6152,6177,6176
5114,5527,5528,5553,5552,6152,6153,6178,6177
5115,5528,5529,5554,5553,6153,6154,6179,6178
5116,5529,5530,5555,5554,6154,6155,6180,6179
5117,5530,5531,5556,5555,6155,6156,6181,6180
5118,5531,5532,5557,5556,6156,6157,6182,6181
5119,5532,5533,5558,5557,6157,6158,6183,6182
5120,5533,5534,5559,5558,6158,6159,6184,6183
5121,5534,5535,5560,5559,6159,6160,6185,6184
5122,5535,5536,5561,5560,6160,6161,6186,6185
5123,5536,5537,5562,5561,6161,6162,6187,6186
5124,5537,5538,5563,5562,6162,6163,6188,6187
5125,5538,5539,5564,5563,6163,6164,6189,6188
5126,5539,5540,5565,5564,6164,6165,6190,6189
5127,5540,5541,5566,5565,6165,6166,6191,6190
5128,5541,5542,5567,5566,6166,6167,6192,6191
5129,5542,5543,5568,5567,6167,6168,6193,6192
5130,5543,5544,5569,5568,6168,6169,6194,6193
5131,5544,5545,5570,5569,6169,6170,6195,6194
5132,5545,5546,5571,5570,6170,6171,6196,6195
5133,5546,5547,5572,5571,6171,6172,6197,6196
5134,5547,5548,5573,5572,6172,6173,6198,6197
5135,5548,5549,5574,5573,6173,6174,6199,6198
5136,5550,5551,5576,5575,6175,6176,6201,6200
5137,5551,5552,5577,5576,6176,6177,6202,6201
5138,5552,5553,5578,5577,6177,6178,6203,6202
5139,5553,5554,5579,5578,6178,6179,6204,6203
5140,5554,5555,5580,5579,6179,6180,6205,6204
5141,5555,5556,5581,5580,6180,6181,6206,6205
5142,5556,5557,5582,5581,6181,6182,6207,6206
5143,5557,5558,5583,5582,6182,6183,6208,6207
5144,5558,5559,5584,5583,6183,6184,6209,6208
5145,5559,5560,5585,5584,6184,6185,6210,6209
5146,5560,5561,5586,5585,6185,6186,6211,6210
5147,5561,5562,5587,5586,6186,6187,6212,6211
5148,5562,5563,5588,5587,6187,6188,6213,6212
5149,5563,5564,5589,5588,6188,6189,6214,6213
5150,5564,5565,5590,5589,6189,6190,6215,6214
5151,5565,5566,5591,5590,6190,6191,6216,6215
5152,5566,5567,5592,5591,6191,6192,6217,6216
5153,5567,5568,5593,5592,6192,6193,6218,6217
5154,5568,5569,5594,5593,6193,6194,6219,6218
5155,5569,5570,5595,5594,6194,6195,6220,6219
5156,5570,5571,5596,5595,6195,6196,6221,6220
5157,5571,5572,5597,5596,6196,6197,6222,6221
5158,5572,5573,5598,5597,6197,6198,6223,6222
5159,5573,5574,5599,5598,6198,6199,6224,6223
5160,5575,5576,5601,5600,6200,6201,6226,6225
5161,5576,5577,5602,5601,6201,6202,6227,6226
5162,5577,5578,5603,5602,6202,6203,6228,6227
5163,5578,5579,5604,5603,6203,6204,6229,6228
5164,5579,5580,5605,5604,6204,6205,6230,6229
5165,5580,5581,5606,5605,6205,6206,6231,6230
5166,5581,5582,5607,5606,6206,6207,6232,6231
5167,5582,5583,5608,5607,6207,6208,6233,6232
5168,5583,5584,5609,5608,6208,6209,6234,6233
5169,5584,5585,5610,5609,6209,6210,6235,6234
5170,5585,5586,5611,5610,6210,6211,6236,6235
5171,5586,5587,5612,5611,6211,6212,6237,6236
5172,5587,5588,5613,5612,6212,6213,6238,6237
5173,5588,5589,5614,5613,6213,6214,6239,6238
5174,5589,5590,5615,5614,6214,6215,6240,6239
5175,5590,5591,5616,5615,6215,6216,6241,6240
5176,5591,5592,5617,5616,6216,6217,6242,6241
5177,5592,5593,5618,5617,6217,6218,6243,6242
5178,5593,5594,5619,5618,6218,6219,6244,6243
5179,5594,5595,5620,5619,6219,6220,6245,6244
5180,5595,5596,5621,5620,6220,6221,6246,6245
5181,5596,5597,5622,5621,6221,6222,6247,6246
5182,5597,5598,5623,5622,6222,6223,6248,6247
5183,5598,5599,5624,5623,6223,6224,6249,6248
5184,5625,5626,5651,5650,6250,6251,6276,6275
5185,5626,5627,5652,5651,6251,6252,6277,6276
5186,5627,5628,5653,5652,6252,6253,6278,6277
5187,5628,5629,5654,5653,6253,6254,6279,6278
5188,5629,5630,5655,5654,6254,6255,6280,6279
5189,5630,5631,5656,5655,6255,6256,6281,6280
5190,5631,5632,5657,5656,6256,6257,6282,6281
5191,5632,5633,5658,5657,6257,6258,6283,6282
5192,5633,5634,5659,5658,6258,6259,6284,6283
5193,5634,5635,5660,5659,6259,6260,6285,6284
5194,5635,5636,5661,5660,6260,6261,6286,6285
5195,5636,5637,5662,5661,6261,6262,6287,6286
5196,5637,5638,5663,5662,6262,6263,6288,6287
5197,5638,5639,5664,5663,6263,6264,6289,6288
5198,5639,5640,5665,5664,6264,6265,6290,6289
5199,5640,5641,5666,5665,6265,6266,6291,6290
5200,5641,5642,5667,5666,6266,6267,6292,6291
5201,5642,5643,5668,5667,6267,6268,6293,6292
5202,5643,5644,5669,5668,6268,6269,6294,6293
5203,5644,5645,5670,5669,6269,6270,6295,6294
5204,5645,5646,5671,5670,6270,6271,6296,6295
5205,5646,5647,5672,5671,6271,6272,6297,6296
5206,5647,5648,5673,5672,6272,6273,6298,6297
5207,5648,5649,5674,5673,6273,6274,6299,6298
5208,5650,5651,5676,5675,6275,6276,6301,6300
5209,5651,5652,5677,5676,6276,6277,6302,6301
5210,5652,5653,5678,5677,6277,6278,6303,6302
5211,5653,5654,5679,5678,6278,6279,6304,6303
5212,5654,5655,5680,5679,6279,6280,6305,6304
5213,5655,5656,5681,5680,6280,6281,6306,6305
5214,5656,5657,5682,5681,6281,6282,6307,6306
5215,5657,5658,5683,5682,6282,6283,6308,6307
5216,5658,5659,5684,5683,6283,6284,6309,6308
5217,5659,5660,5685,5684,6284,6285,6310,6309
5218,5660,5661,5686,5685,6285,6286,6311,6310
5219,5661,5662,5687,5686,6286,6287,6312,6311
5220,5662,5663,5688,5687,6287,6288,6313,6312
5221,5663,5664,5689,5688,6288,6289,6314,6313
5222,5664,5665,5690,5689,6289,6290,6315,6314
5223,5665,5666,5691,5690,6290,6291,6316,6315
5224,5666,5667,5692,5691,6291,6292,6317,6316
5225,5667,5668,5693,5692,6292,6293,6318,6317
5226,5668,5669,5694,5693,6293,6294,6319,6318
5227,5669,5670,5695,5694,6294,6295,6320,6319
5228,5670,5671,5696,5695,6295,6296,6321,6320
5229,5671,5672,5697,5696,6296,6297,6322,6321
5230,5672,5673,5698,5697,6297,6298,6323,6322
5231,5673,5674,5699,5698,6298,6299,6324,6323
5232,5675,5676,5701,5700,6300,6301,6326,6325
5233,5676,5677,5702,5701,6301,6302,6327,6326
5234,5677,5678,5703,5702,6302,6303,6328,6327
5235,5678,5679,5704,5703,6303,6304,6329,6328
5236,5679,5680,5705,5704,6304,6305,6330,6329
5237,5680,5681,5706,5705,6305,6306,6331,6330
5238,5681,5682,5707,5706,6306,6307,6332,6331
5239,5682,5683,5708,5707,6307,6308,6333,6332
5240,5683,5684,5709,5708,6308,6309,6334,6333
5241,5684,5685,5710,5709,6309,6310,6335,6334
5242,5685,5686,5711,5710,6310,6311,6336,6335
5243,5686,5687,5712,5711,6311,6312,6337,6336
5244,5687,5688,5713,5712,6312,6313,6338,6337
5245,5688,5689,5714,5713,6313,6314,6339,6338
5246,5689,5690,5715,5714,6314,6315,6340,6339
5247,5690,5691,5716,5715,6315,6316,6341,6340
5248,5691,5692,5717,5716,6316,6317,6342,6341
5249,5692,5693,5718,5717,6317,6318,6343,6342
5250,5693,5694,5719,5718,6318,6319,6344,6343
5251,5694,5695,5720,5719,6319,6320,6345,6344
5252,5695,5696,5721,5720,6320,6321,6346,6345
5253,5696,5697,5722,5721,6321,6322,6347,6346
5254,5697,5698,5723,5722,6322,6323,6348,6347
5255,5698,5699,5724,5723,6323,6324,6349,6348
5256,5700,5701,5726,5725,6325,6326,6351,6350
5257,5701,5702,5727,5726,6326,6327,6352,6351
5258,5702,5703,5728,5727,6327,6328,6353,6352
5259,5703,5704,5729,5728,6328,6329,6354,6353
5260,5704,5705,5730,5729,6329,6330,6355,6354
5261,5705,5706,5731,5730,6330,6331,6356,6355
5262,5706,5707,5732,5731,6331,6332,6357,6356
5263,5707,5708,5733,5732,6332,6333,6358,6357
5264,5708,5709,5734,5733,6333,6334,6359,6358
5265,5709,5710,5735,5734,6334,6335,6360,6359
5266,5710,5711,5736,5735,6335,6336,6361,6360
5267,5711,5712,5737,5736,6336,6337,6362,6361
5268,5712,5713,5738,5737,6337,6338,6363,6362
5269,5713,5714,5739,5738,6338,6339,6364,6363
5270,5714,5715,5740,5739,6339,6340,6365,6364
5271,5715,5716,5741,5740,6340,6341,6366,6365
5272,5716,5717,5742,5741,6341,6342,6367,6366
5273,5717,5718,5743,5742,6342,6343,6368,6367
5274,5718,5719,5744,5743,6343,6344,6369,6368
5275,5719,5720,5745,5744,6344,6345,6370,6369
5276,5720,5721,5746,5745,6345,6346,6371,6370
5277,5721,5722,5747,5746,6346,6347,6372,6371
5278,5722,5723,5748,5747,6347,6348,6373,6372
5279,5723,5724,5749,5748,6348,6349,6374,6373
5280,5725,5726,5751,5750,6350,6351,6376,6375
5281,5726,5727,5752,5751,6351,6352,6377,6376
5282,5727,5728,5753,5752,6352,6353,6378,6377
5283,5728,5729,5754,5753,6353,6354,6379,6378
5284,5729,5730,5755,5754,6354,6355,6380,6379
5285,5730,5731,5756,5755,6355,6356,6381,6380
5286,5731,5732,5757,5756,6356,6357,6382,6381
5287,5732,5733,5758,5757,6357,6358,6383,6382
5288,5733,5734,5759,5758,6358,6359,6384,6383
5289,5734,5735,5760,5759,6359,6360,6385,6384
5290,5735,5736,5761,5760,6360,6361,6386,6385
5291,5736,5737,5762,5761,6361,6362,6387,6386
5292,5737,5738,5763,5762,6362,6363,6388,6387
5293,5738,5739,5764,5763,6363,6364,6389,6388
5294,5739,5740,5765,5764,6364,6365,6390,6389
5295,5740,5741,5766,5765,6365,6366,6391,6390
5296,5741,5742,5767,5766,6366,6367,6392,6391
5297,5742,5743,5768,5767,6367,6368,6393,6392
5298,5743,5744,5769,5768,6368,6369,6394,6393
5299,5744,5745,5770,5769,6369,6370,6395,6394
5300,5745,5746,5771,5770,6370,6371,6396,6395
5301,5746,5747,5772,5771,6371,6372,6397,6396
5302,5747,5748,5773,5772,6372,6373,6398,6397
5303,5748,5749,5774,5773,6373,6374,6399,6398
5304,5750,5751,5776,5775,6375,6376,6401,6400
5305,5751,5752,5777,5776,6376,6377,6402,6401
5306,5752,5753,5778,5777,6377,6378,6403,6402
5307,5753,5754,5779,5778,6378,6379,6404,6403
5308,5754,5755,5780,5779,6379,6380,6405,6404
5309,5755,5756,5781,5780,6380,6381,6406,6405
5310,5756,5757,5782,5781,6381,6382,6407,6406
5311,5757,5758,5783,5782,6382,6383,6408,6407
5312,5758,5759,5784,5783,6383,6384,6409,6408
5313,5759,5760,5785,5784,6384,6385,6410,6409
5314,5760,5761,5786,5785,6385,6386,6411,6410
5315,5761,5762,5787,5786,6386,6387,6412,6411
5316,5762,5763,5788,5787,6387,6388,6413,6412
5317,5763,5764,5789,5788,6388,6389,6414,6413
5318,5764,5765,5790,5789,6389,6390,6415,6414
5319,5765,5766,5791,5790,6390,6391,6416,6415
5320,5766,5767,5792,5791,6391,6392,6417,6416
5321,5767,5768,5793,5792,6392,6393,6418,6417
5322,5768,5769,5794,5793,6393,6394,6419,6418
5323,5769,5770,5795,5794,6394,6395,6420,6419
5324,5770,5771,5796,5795,6395,6396,6421,6420
5325,5771,5772,5797,5796,6396,6397,6422,6421
5326,5772,5773,5798,5797,6397,6398,6423,6422
5327,5773,5774,5799,5798,6398,6399,6424,6423
5328,5775,5776,5801,5800,6400,6401,6426,6425
5329,5776,5777,5802,5801,6401,6402,6427,6426
5330,5777,5778,5803,5802,6402,6403,6428,6427
5331,5778,5779,5804,5803,6403,6404,6429,6428
5332,5779,5780,5805,5804,6404,6405,6430,6429
5333,5780,5781,5806,5805,6405,6406,6431,6430
5334,5781,5782,5807,5806,6406,6407,6432,6431
5335,5782,5783,5808,5807,6407,6408,6433,6432
5336,5783,5784,5809,5808,6408,6409,6434,6433
5337,5784,5785,5810,5809,6409,6410,6435,6434
5338,5785,5786,5811,5810,6410,6411,6436,6435
5339,5786,5787,5812,5811,6411,6412,6437,6436
5340,5787,5788,5813,5812,6412,6413,6438,6437
5341,5788,5789,5814,5813,6413,6414,6439,6438
5342,5789,5790,5815,5814,6414,6415,6440,6439
5343,5790,5791,5816,5815,6415,6416,6441,6440
5344,5791,5792,5817,5816,6416,6417,6442,6441
5345,5792,5793,5818,5817,6417,6418,6443,6442
5346,5793,5794,5819,5818,6418,6419,6444,6443
5347,5794,5795,5820,5819,6419,6420,6445,6444
5348,5795,5796,5821,5820,6420,6421,6446,6445
5349,5796,5797,5822,5821,6421,6422,6447,6446
5350,5797,5798,5823,5822,6422,6423,6448,6447
5351,5798,5799,5824,5823,6423,6424,6449,6448
5352,5800,5801,5826,5825,6425,6426,6451,6450
5353,5801,5802,5827,5826,6426,6427,6452,6451
5354,5802,5803,5828,5827,6427,6428,6453,6452
5355,5803,5804,5829,5828,6428,6429,6454,6453
5356,5804,5805,5830,5829,6429,6430,6455,6454
5357,5805,5806,5831,5830,6430,6431,6456,6455
5358,5806,5807,5832,5831,6431,6432,6457,6456
5359,5807,5808,5833,5832,6432,6433,6458,6457
5360,5808,5809,5834,5833,6433,6434,6459,6458
5361,5809,5810,5835,5834,6434,6435,6460,6459
5362,5810,5811,5836,5835,6435,6436,6461,6460
5363,5811,5812,5837,5836,6436,6437,6462,6461
5364,5812,5813,5838,5837,6437,6438,6463,6462
5365,5813,5814,5839,5838,6438,6439,6464,6463
5366,5814,5815,5840,5839,6439,6440,6465,6464
5367,5815,5816,5841,5840,6440,6441,6466,6465
5368,5816,5817,5842,5841,6441,6442,6467,6466
5369,5817,5818,5843,5842,6442,6443,6468,6467
5370,5818,5819,5844,5843,6443,6444,6469,6468
5371,5819,5820,5845,5844,6444,6445,6470,6469
5372,5820,5821,5846,5845,6445,6446,6471,6470
5373,5821,5822,5847,5846,6446,6447,6472,6471
5374,5822,5823,5848,5847,6447,6448,6473,6472
5375,5823,5824,5849,5848,6448,6449,6474,6473
5376,5825,5826,5851,5850,6450,6451,6476,6475
5377,5826,5827,5852,5851,6451,6452,6477,6476
5378,5827,5828,5853,5852,6452,6453,6478,6477
5379,5828,5829,5854,5853,6453,6454,6479,6478
5380,5829,5830,5855,5854,6454,6455,6480,6479
5381,5830,5831,5856,5855,6455,6456,6481,6480
5382,5831,5832,5857,5856,6456,6457,6482,6481
5383,5832,5833,5858,5857,6457,6458,6483,6482
5384,5833,5834,5859,5858,6458,6459,6484,6483
5385,5834,5835,5860,5859,6459,6460,6485,6484
5386,5835,5836,5861,5860,6460,6461,6486,6485
5387,5836,5837,5862,5861,6461,6462,6487,6486
5388,5837,5838,5863,5862,6462,6463,6488,6487
5389,5838,5839,5864,5863,6463,6464,6489,6488
5390,5839,5840,5865,5864,6464,6465,6490,6489
5391,5840,5841,5866,5865,6465,6466,6491,6490
5392,5841,5842,5867,5866,6466,6467,6492,6491
5393,5842,5843,5868,5867,6467,6468,6493,6492
5394,5843,5844,5869,5868,6468,6469,6494,6493
5395,5844,5845,5870,5869,6469,6470,6495,6494
5396,5845,5846,5871,5870,6470,6471,6496,6495
5397,5846,5847,5872,5871,6471,6472,6497,6496
5398,5847,5848,5873,5872,6472,6473,6498,6497
5399,5848,5849,5874,5873,6473,6474,6499,6498
5400,5850,5851,5876,5875,6475,6476,6501,6500
5401,5851,5852,5877,5876,6476,6477,6502,6501
5402,5852,5853,5878,5877,6477,6478,6503,6502
5403,5853,5854,5879,5878,6478,6479,6504,6503
5404,5854,5855,5880,5879,6479,6480,6505,6504
5405,5855,5856,5881,5880,6480,6481,6506,6505
5406,5856,5857,5882,5881,6481,6482,6507,6506
5407,5857,5858,5883,5882,6482,6483,6508,6507
5408,5858,5859,5884,5883,6483,6484,6509,6508
5409,5859,5860,5885,5884,6484,6485,6510,6509
5410,5860,5861,5886,5885,6485,6486,6511,6510
5411,5861,5862,5887,5886,6486,6487,6512,6511
5412,5862,5863,5888,5887,6487,6488,6513,6512
5413,5863,5864,5889,5888,6488,6489,6514,6513
5414,5864,5865,5890,5889,6489,6490,6515,6514
5415,5865,5866,5891,5890,6490,6491,6516,6515
5416,5866,5867,5892,5891,6491,6492,6517,6516
5417,5867,5868,5893,5892,6492,6493,6518,6517
5418,5868,5869,5894,5893,6493,6494,6519,6518
5419,5869,5870,5895,5894,6494,6495,6520,6519
5420,5870,5871,5896,5895,6495,6496,6521,6520
5421,5871,5872,5897,5896,6496,6497,6522,6521
5422,5872,5873,5898,5897,6497,6498,6523,6522
5423,5873,5874,5899,5898,6498,6499,6524,6523
5424,5875,5876,5901,5900,6500,6501,6526,6525
5425,5876,5877,5902,5901,6501,6502,6527,6526
5426,5877,5878,5903,5902,6502,6503,6528,6527
5427,5878,5879,5904,5903,6503,6504,6529,6528
5428,5879,5880,5905,5904,6504,6505,6530,6529
5429,5880,5881,5906,5905,6505,6506,6531,6530
5430,5881,5882,5907,5906,6506,6507,6532,6531
5431,5882,5883,5908,5907,6507,6508,6533,6532
5432,5883,5884,5909,5908,6508,6509,6534,6533
5433,5884,5885,5910,5909,6509,6510,6535,6534
5434,5885,5886,5911,5910,6510,6511,6536,6535
5435,5886,5887,5912,5911,6511,6512,6537,6536
5436,5887,5888,5913,5912,6512,6513,6538,6537
5437,5888,5889,5914,5913,6513,6514,6539,6538
5438,5889,5890,5915,5914,6514,6515,6540,6539
5439,5890,5891,5916,5915,6515,6516,6541,6540
5440,5891,5892,5917,5916,6516,6517,6542,6541
5441,5892,5893,5918,5917,6517,6518,6543,6542
5442,5893,5894,5919,5918,6518,6519,6544,6543
