x,y,t
3.592022330235329353e-01,9.658276912082645049e-01,3.946299982465165668e-01
7.232896943478509533e-01,8.639961151588384514e-01,7.037103852552454297e-01
5.399586326005053616e-01,3.238046957378565294e-01,1.571460017801117326e-01
4.549718007081655635e-01,7.272647332220413263e-01,5.597690913909869614e-02
2.398670786924611553e-01,7.596442315742879536e-02,1.615581302679734987e-01
2.459145959959310179e-01,1.362068573380498249e-01,1.805384393455842229e-01
1.849722867599710163e-01,4.596126171432040053e-01,7.615341899276507620e-01
6.314835064989414715e-01,4.596245441211885829e-01,4.925658745100772729e-01
1.420530966431030606e-01,5.057506528568225246e-01,7.640241930316947760e-01
4.313864698170507550e-01,4.751970085473112837e-01,7.469699852090373460e-01
5.233332392721941062e-01,6.413786791897825301e-01,2.452599093288161392e-01
4.382344771889697954e-01,9.543454472985809511e-01,9.109071662106479339e-01
8.549295134739165469e-01,1.726891305138886779e-01,7.690638793645586668e-01
4.431693597938602958e-01,3.574624609078279613e-01,8.537205161190530855e-02
8.283209296430260604e-02,7.426547659333104789e-02,5.723457345940240470e-01
9.921995411726473035e-01,1.999831944257560723e-01,4.127157424097873673e-01
8.449835910602127020e-01,9.873050996960481829e-01,4.594767944529015713e-01
6.600434854059997747e-01,3.955671619599354649e-02,3.671195487784157940e-01
7.563236208086074885e-01,2.136778231345765056e-01,4.962887149542171139e-01
1.281906997548440952e-01,4.265043187318467988e-01,3.556021419041758280e-01
7.659147941031747564e-01,2.926693472724574141e-01,4.628431400665401485e-01
2.077489417120951254e-01,5.452231973102914520e-01,5.447214167084983849e-01
4.889761295739757374e-01,9.904465806711133524e-01,7.306002135112851237e-01
1.779827893242835746e-01,7.039332777474558434e-01,1.514883988274499105e-01
7.537849643321917759e-01,4.058603447795872121e-01,1.335158222488070923e-01
2.459338805124469118e-01,6.829367389502776220e-01,4.978686528437852310e-01
2.532084184916927327e-01,8.722566186588711634e-01,4.749853893596526211e-01
1.092223493402990631e-01,2.290028053785748696e-01,5.638613000047865143e-01
7.206064569638717110e-01,7.169294553928993174e-01,6.133821567431614330e-01
2.958446307808778597e-01,6.139503318657284492e-01,2.741197457438671048e-01
5.182800132019673711e-01,7.338202928773227551e-01,6.477330699433179184e-01
3.322435573670392550e-01,8.416015248875752253e-02,4.956689725826677329e-01
7.747012588222332852e-01,7.329416078373058863e-01,4.958898671259647228e-01
2.264836564940012620e-01,7.880257777719674728e-01,5.939074434875031283e-01
9.408345000463916863e-01,6.872321824221599984e-01,6.121213205634536969e-01
3.213399748897076691e-01,1.972405269451071863e-01,6.168972093450660887e-01
1.038516212907506509e-01,1.613444245490167628e-01,8.306091246474036627e-01
2.403052328149324346e-01,7.383766557905131478e-01,4.995003045969034217e-01
7.394092906717519842e-02,6.477084027047659287e-01,9.410373053833079871e-01
4.687387309924248013e-01,9.836354807652765153e-01,9.464152153301447212e-01
2.502512207234689479e-01,4.547453181314152770e-01,3.353636372888606498e-01
8.860460444448763351e-01,2.293164652929868819e-01,8.812524855466939977e-01
5.171286202201463844e-01,7.697220760542661244e-01,4.209426892582043278e-01
2.333684487292863041e-01,7.485252906404741280e-01,9.743001464730892680e-01
4.512703299049414252e-01,5.227031162272148812e-01,9.274027629385457328e-01
1.959942721404243082e-01,7.460491552696371098e-01,4.395029016150998613e-01
1.787293759249184433e-01,3.105924201173942967e-01,3.494469679514354832e-01
3.006564701334439871e-01,2.157203279944376328e-01,6.860242958893141285e-01
1.083014647689467536e-01,1.260953401613603697e-01,3.675580265362708987e-01
1.886475369108906452e-01,2.904779148642508968e-01,6.603686838794670111e-01
9.380468729954218876e-01,6.545665365863871932e-01,4.213378718426050717e-01
6.668026346974619267e-01,2.584301602157539346e-01,5.018779027959949790e-01
9.211026634572656580e-01,8.834389173228514025e-01,3.787183217544431990e-01
2.568469414677837515e-01,2.497631191152820396e-01,7.966982513156722900e-01
8.570133358009237590e-01,6.844477655375250658e-01,6.013741419372360397e-01
3.622728068539838864e-01,5.275646858980671539e-01,6.832489307609319606e-01
1.441949811224856326e-01,2.115471083030816546e-01,8.209267202780808903e-01
8.047071000041968736e-01,5.561970269765127428e-01,7.962344362521487362e-01
5.965013186275014423e-02,9.547331142535047110e-01,5.095264412787670061e-01
4.048528389349662637e-01,9.441775325677821407e-01,2.542089174369239757e-01
8.193146685116434735e-01,2.915940519186038804e-01,3.634002330574632733e-01
6.171849254465092693e-01,5.364885475790489577e-01,5.520343369314028026e-01
5.180656953996931602e-01,1.508559134111653321e-01,2.387620687334494063e-01
3.536339215035807504e-01,4.690356530041996930e-01,7.808235719166655153e-01
7.505583038802021711e-02,3.214949121532223453e-01,2.293607880783216091e-01
9.909719860358987553e-01,9.294831423858270769e-01,3.352020564729779606e-01
1.747737267250484283e-01,6.326816304276650094e-01,6.327399630376565609e-01
2.553084749760438088e-01,1.849274316785020078e-01,6.976956701185970111e-01
2.359157624946177645e-01,9.923390466889645545e-01,3.946425054082470796e-01
9.079414066857031118e-01,6.941754651027001177e-01,7.556972621206752283e-01
7.636883927235303959e-01,1.346754374969435508e-01,9.019766126180530641e-01
4.573297994393366039e-01,7.995516928300584469e-01,1.643969114727622527e-01
9.554230339518591242e-01,5.575583893329864038e-01,9.158987240056071233e-01
5.278338078644173592e-02,4.002612629775763597e-01,5.380759581324419116e-01
8.936703812216520992e-01,1.963172186610508962e-01,4.488328690800051923e-01
6.042733568815916723e-02,2.779276988208264632e-01,7.958351850329317134e-01
3.911306959345637324e-01,1.672577001596086133e-01,7.840756503355142959e-01
5.400487837648970668e-02,8.033549956660283042e-01,6.825322346052845601e-01
9.989689917576852762e-01,2.729749886066785702e-01,4.085052045974989499e-01
9.143895025006016919e-01,4.699618719574446546e-01,2.672679979617343937e-01
5.847989552462311558e-01,9.679143087448027760e-01,3.603598079181753455e-01
2.178445739982455276e-01,9.945572104654137879e-01,5.732852390472534809e-01
2.767777251974692376e-01,7.912681199189127712e-01,5.639748327297520181e-01
4.495433660571203083e-01,7.989106305725292012e-01,9.239471657294459073e-01
3.227801824923457463e-01,9.448469058055224412e-01,4.566686876252661342e-01
2.131390543494071643e-02,7.968229118125844668e-01,6.666351895336095623e-01
6.562560081171345816e-01,4.509513179242288228e-01,6.600455496881404427e-01
6.134279040933012794e-01,6.031090632271074448e-02,7.316857811822696789e-01
9.043107032188407723e-01,2.083699032574320986e-01,9.914588934379321428e-01
4.768540401054504052e-01,4.445492679582754292e-01,8.020285573475649521e-01
3.447089617983878362e-01,2.654101649942720575e-01,3.965123576957629847e-02
5.115171829177669327e-01,3.291826441920263635e-01,8.116081601279793167e-01
1.946949908958396369e-01,5.893076777688788237e-02,9.998914873699972228e-01
6.255403518247864003e-01,5.521287893390326440e-01,3.791829273125180144e-02
7.700328827901615769e-01,3.515799745095770090e-01,5.971860428373350071e-01
1.534617133756921437e-01,2.588403071084225404e-01,5.994072565473897996e-01
3.183832176353291743e-01,6.103731116380491928e-01,5.249129934495545546e-01
8.678009793663986615e-01,2.767771965945567958e-01,8.753073230353249912e-01
5.055317486338218869e-01,4.762632220438928199e-01,8.143216321955860648e-01
5.318366466775467094e-01,2.464021713256330237e-01,1.720447153162933951e-01
7.224081970533515751e-01,6.805141613536019873e-01,1.029994522359993780e-01
5.778928152213265168e-01,8.541529294887945101e-01,1.665860503596856557e-01
6.957976807381915929e-02,8.171059311287387494e-02,8.867222187318577475e-01
8.039617118630357773e-01,8.198503055499296588e-01,9.840945297240699663e-02
9.228360372484677443e-01,8.516981643977064032e-01,6.461730187512467749e-01
5.327723299081221775e-02,9.649277915623323265e-01,6.832776906036942544e-01
1.212497564575509834e-01,8.278379179911553587e-01,2.181203226244192717e-01
7.019752022074804421e-01,5.523908269510274804e-01,2.297793752900815223e-01
6.044739325145255249e-01,7.025408308455705075e-02,8.357155155939646196e-01
3.825169989717458474e-01,7.444874772262577434e-02,4.200807859963574531e-01
5.392486489403713890e-01,1.967007693521204414e-01,4.994732707043694209e-01
7.033385680010587615e-01,4.470997170823819422e-01,3.971541998618531855e-01
5.044764618809293166e-01,9.554396381568632801e-01,1.831929236607089395e-01
1.401883246356492307e-01,1.753536508623558809e-01,4.392862330459070819e-01
8.943602913329018467e-02,5.387973248387318836e-01,2.693192308975522753e-01
4.388587351883816989e-01,9.980708849098326452e-01,3.001628446726191113e-01
9.228847578488337255e-01,1.377791418712692728e-02,2.017171300529758682e-01
5.577791747084938079e-01,4.698223771438436724e-02,6.265392341830378076e-01
3.582200690178490854e-01,2.699123982577904535e-01,2.868566681200993562e-01
9.087061695210354451e-01,2.251482366738158936e-01,1.656597252330338499e-01
3.886321561789380929e-01,4.986014229711304147e-01,8.084242741865032000e-01
5.091464809343752007e-01,4.204520024253632915e-01,5.758577799875103098e-01
1.164993306287211983e-01,5.836433859131249235e-01,8.588859413530975928e-01
7.374009455193811791e-01,1.470774180024312372e-01,7.814337820189257711e-01
7.003029571437155987e-01,6.858426790382994298e-01,3.718192168308549483e-01
7.942439928593290066e-01,2.146937086593719846e-01,5.616708437154925848e-01
3.251913134277634176e-01,4.519918832206265558e-01,9.869953525675998485e-01
4.360532190661918772e-01,3.335012844050910807e-02,3.580243279743294815e-01
1.683417115271983455e-01,7.978605737861728109e-01,2.395039568772052707e-01
9.645048760964993750e-01,6.271070109094282197e-01,1.631703923354723695e-01
8.607734740788264283e-02,2.087727080369810029e-01,9.399258115571653693e-01
6.490133036748072515e-01,6.017515486674797076e-01,2.495795717553250803e-01
7.052573945651862131e-01,4.370074058901661784e-01,9.276217898698694286e-01
1.577364736509796472e-01,8.262677528310263808e-01,5.918302089477003314e-01
3.653232058304898278e-01,9.837204560284987798e-01,5.900768998066683313e-01
4.312656676248327603e-02,1.245204490068387848e-01,4.002231559437351427e-01
5.566082575866410087e-01,4.901066112966389055e-01,3.959488302450460129e-01
9.949381428236241387e-01,2.580229900908631580e-01,3.207645665528352508e-01
4.298849568221588813e-01,7.496821695936271013e-01,7.294228619763425403e-01
9.900082203729364538e-01,3.446332745781144347e-02,7.387560679114035800e-01
1.262254238089625114e-01,5.445750693693378608e-01,5.312241324567252843e-01
3.924543432677957133e-01,8.570952379299885404e-01,4.489364195447416161e-01
9.019649700484718702e-01,3.892863359030410697e-01,6.356272100682553994e-01
8.766954816574721310e-01,8.378969362530831466e-01,4.914080816579324829e-01
3.235915778697842082e-01,1.468904164659858846e-01,8.241677185119531401e-01
6.786105837683316100e-01,9.183256673670130432e-01,6.514992143517917000e-02
8.861601715577906990e-01,7.914524361975586730e-01,9.026087371115191216e-01
7.668774661532277159e-01,3.910984832596258176e-01,5.244968343955109802e-01
6.284761969329174525e-01,1.306277706362402036e-01,5.092149464081779930e-01
1.525756145600225544e-01,5.204226865241563527e-01,3.909765324034151224e-01
7.300269257056346550e-02,6.704262815715206214e-01,5.322837452280303472e-01
6.146221798165609762e-01,1.289265407470022717e-01,2.203274805478370180e-01
5.002756656891080844e-01,9.331743326822101725e-01,4.973191606745109850e-01
2.380366597314843569e-01,7.627017365155929207e-01,3.982254924668591212e-01
2.927697949590246651e-01,9.516313425823428318e-01,2.939896176184577659e-01
3.920871772014100642e-01,2.992433688410996995e-01,2.121937476546135182e-01
4.955208521225056284e-01,4.334302583502529504e-01,8.602124612094395051e-01
3.902589690884125107e-01,2.401092542517649919e-01,8.501749239370410827e-01
3.872916720859665984e-01,2.737834895130494273e-01,4.851180962611612024e-01
1.157328113113529344e-01,1.452866957809626491e-01,2.314615847191836551e-01
8.655904182553432191e-01,1.252359829963367588e-01,4.503758687596676191e-01
6.091540817780942696e-01,6.707844392491589813e-01,9.256406128454605087e-01
1.461021846020118531e-01,1.569433279674745663e-01,7.793980118021558434e-01
4.238744028779357631e-01,1.334351208579891424e-01,8.075605829451824036e-01
4.167159120295454988e-01,5.345857250057176602e-01,7.027428287975244769e-01
6.006208784891227115e-01,7.039980772798369868e-01,7.240119491984513544e-01
6.088696178493315792e-01,7.780384635750056121e-01,1.496276750821822210e-01
6.452221369797623840e-01,5.802390384708786542e-01,3.468465115573018398e-01
6.979030573438074203e-01,2.015614151096285500e-01,8.319614841143141426e-01
1.033540461290164414e-01,5.732301088573303893e-01,1.772735476711297942e-01
3.049222005728120521e-01,6.257973370253453460e-01,7.516006178564405005e-02
1.734781917267236295e-02,2.580974280919532404e-01,8.464095348040282518e-01
4.546415120803829479e-01,1.444853048241507842e-01,7.807538091383807721e-01
4.294300778302873045e-01,9.256507025515403608e-01,1.581307696542916252e-01
7.343269301794786985e-01,9.594716421048288257e-02,5.281202307817066677e-01
1.671169466078611388e-01,2.771814077642803520e-01,4.169984846690411029e-02
6.314944571255108885e-01,2.314482970580971077e-01,1.485201172212422538e-01
3.066941979301521792e-01,8.919843158376435932e-01,2.572641633837492448e-01
3.819164748096991469e-01,5.019593392187416958e-01,7.040065346906554389e-01
7.192868623714541165e-01,9.565794660829162188e-01,3.049399500717535627e-01
7.154804857357532910e-02,8.282192330621446219e-01,8.104791910249080633e-01
3.427828889311624883e-01,7.548711402443829543e-01,2.354411629203645440e-02
3.913232301396518675e-01,1.767794901781559735e-01,4.324597887837455801e-03
7.157493118516687902e-01,3.443537643333706155e-01,2.997960491075500888e-01
1.992244150707006556e-01,8.202703836894262857e-01,7.309489149868582114e-01
9.474129936904630567e-01,9.835307820663254930e-01,9.515401471077055140e-01
9.977619527941581357e-01,8.779207917776842285e-01,3.154419532376970814e-01
8.189101408200553101e-01,9.484121657141350026e-01,5.569127727187130894e-01
2.997125014635281248e-01,6.418497770307729500e-01,4.134926829106533308e-02
6.638666540728546117e-01,4.828172643379871065e-01,1.261723539559111984e-03
8.314803169793305582e-02,5.147215314117425944e-01,1.575851875590150719e-02
8.712793157065106264e-01,4.584918037915883815e-01,9.732712484605010594e-02
5.159928712602737111e-01,1.548703680747414158e-01,8.743482924764878206e-01
1.764391663197857341e-01,3.057620845903351592e-01,6.413930202960420601e-01
3.274165595617025692e-01,9.037408938445479212e-02,8.983120910222595068e-01
8.007427444879747780e-01,8.856016207044592470e-02,8.348978077051483204e-01
8.702267674270464104e-01,3.118344947084514818e-01,7.650923774790315823e-01
5.197133869344234824e-01,6.661258500317012166e-01,3.537043338841147078e-01
4.803115003106731562e-01,6.137100670180158923e-01,1.340152610819548284e-01
7.507347465532593356e-01,5.594630625950143266e-01,1.033640414737371227e-01
8.261896225185548781e-01,7.489322759777903293e-01,2.501252129040276717e-02
7.648468123958205300e-01,4.226915986447572493e-01,1.777748787105856154e-01
3.844280502342076744e-01,4.421018827423235376e-01,1.913870176848908589e-02
6.419257616093193564e-01,5.180184061720747302e-01,6.878041326964642321e-01
8.573599082709276731e-01,6.659054029962285792e-02,3.888456929243210292e-01
1.517606340474195736e-01,5.816921236185387256e-01,5.281560090897949866e-01
3.881366851149631314e-01,7.502393678858367831e-01,4.788469212120711749e-01
5.661888387526470279e-02,2.636423790959585567e-01,2.834316958672958853e-01
4.088772856873998940e-01,8.548138785614044499e-01,1.145309210998780580e-01
7.722820839186489428e-01,2.662163645385866584e-01,5.422945605957091297e-01
1.970284434255874517e-01,5.132135003636132398e-01,8.637446584459238519e-01
5.418871511243836814e-01,8.744743313180636246e-01,7.497031628041107565e-01
3.658573342182713795e-02,7.381285668883001971e-01,9.314716714316209067e-01
8.976499907316581872e-01,5.761274285395311390e-01,3.559775929290657226e-01
8.200046949004513586e-01,6.227314176305689397e-01,8.457050167975137533e-01
5.244091917870659092e-01,1.088865447318118074e-01,7.225657642091901645e-01
7.057869959719498265e-01,6.993213380171079407e-01,9.430044525979478509e-01
1.039161648688589068e-01,6.119257774394449845e-01,2.877639589558775857e-01
8.452094963973705299e-01,8.453424885149607437e-02,8.036303022135400376e-01
7.152615310717713726e-01,1.243088436511496919e-01,5.081580926254686270e-01
1.199673967250804996e-01,9.710054903333377174e-01,4.367403407334484733e-01
9.806892851187775095e-01,1.781114963302099508e-01,4.657547427058672529e-01
2.253044420644667589e-02,8.957730273965552881e-01,4.325837914710897181e-01
6.285108625927735559e-01,2.758338815648031517e-01,8.770661247197983901e-01
1.717549967408167344e-01,3.961214586925461134e-01,9.444130829161470064e-01
7.192576492195367210e-01,5.554892906320606505e-01,6.629917566248990646e-01
7.040625396877897568e-02,6.258682751870826566e-01,1.927780981368907298e-01
8.110088284311611773e-02,4.977790925877809691e-01,4.205112110195172725e-01
4.662917405631322731e-01,3.484376750023647773e-01,3.555926048452702215e-01
9.940094654019129283e-01,4.986873837147085542e-01,6.709855322229041352e-01
2.765162397706512065e-01,7.006873575448742120e-01,7.034470521805535892e-02
6.125281607565226105e-01,3.964830770602914001e-01,6.541284844028809609e-01
5.185990743742354692e-01,5.452459338993297377e-01,4.668064844156359916e-01
8.421196096504375284e-01,3.791732506458164176e-01,2.610444499330529800e-01
2.885896077051601782e-01,3.299267712906456262e-01,6.352408427725031448e-02
5.549443807114862182e-01,2.988186046804852669e-01,5.297745304321765936e-02
9.506235151051808385e-01,2.239539872253039077e-01,8.921790246246250611e-01
3.325858083360575534e-01,7.607700556463637964e-01,5.767272450408635898e-01
4.394055813101810370e-01,9.838964788722482924e-01,5.515797604398137155e-01
8.888133145036714033e-01,2.899381681031587554e-02,1.750170752787805206e-02
3.324988572344578230e-01,1.960627896638205137e-01,7.709938708677191999e-01
3.806737646338155256e-01,9.642498057797636024e-01,2.106269095232583544e-01
3.041188088776982656e-01,3.417751999625672221e-01,3.834038262988456180e-01
8.095313753250729105e-01,3.889745284846908291e-01,6.466038134991484165e-01
9.303869704377798477e-01,6.629677810079392941e-01,1.345287821332649125e-01
6.310988806669056705e-01,3.526851887079245351e-01,7.966944071183690301e-01
6.236301312596524982e-01,4.927004552289698802e-01,8.352872531137093270e-01
3.900036197131750981e-01,9.007195386610771237e-01,5.194936665471328041e-01
1.248374957149667175e-02,5.647838105382961826e-01,3.654166646636622939e-01
1.739375988235732917e-01,6.668803841780865937e-01,2.518948647847898403e-01
1.474383545902344661e-01,2.170837696278788975e-01,7.239619146282220141e-01
1.158820028130367330e-01,2.614523488609320490e-01,3.405631631264219861e-01
6.540473160533952779e-01,8.915575770624518670e-01,8.095240887244697925e-01
1.363489523737976272e-01,9.175823704296828254e-01,7.324439666797849524e-01
8.563395253671923779e-02,8.069791548687716976e-01,3.529287596884804756e-01
3.825815065618581867e-01,1.220652976702084613e-01,2.288841404817816283e-01
2.490226629678985448e-01,8.185324877376293218e-01,3.577407587638732345e-01
1.458605456358822439e-01,1.922772687172447093e-02,3.422945424372932921e-01
1.461278755585679878e-01,5.965544541415048752e-01,9.566559801987076783e-01
2.562057067827657741e-01,6.752623472180917519e-01,6.273159576773701396e-01
5.368497633760414001e-01,4.264026318407390104e-01,6.575567649369573608e-01
7.580956000912513204e-01,4.792134614220485700e-01,2.835609417714610725e-01
8.527766432521394213e-01,7.418493093473169653e-01,3.642877357464329169e-01
7.514178497388501743e-01,8.948766531832422766e-01,4.661654233525222013e-01
6.282132597041707456e-01,1.893377952271035891e-01,9.767131069515750941e-01
9.076245775194832222e-01,1.384846970505007047e-01,6.675814387108248704e-01
5.197368027342506025e-01,6.299920745629375984e-01,1.540530806232407457e-01
6.333568408536913719e-01,2.307595981940807617e-01,9.909468981695123135e-01
4.116205503318683956e-01,1.942247113217017151e-01,2.692948374439811943e-01
3.273842008807460457e-01,2.034913349973523911e-01,6.217288758322450093e-01
3.317117794612534087e-01,1.968385703013412202e-01,8.751623532861187993e-01
1.483172817122927478e-01,4.771181153157247889e-01,6.157599991063649192e-01
7.965976506738513541e-01,9.643899443030857777e-01,9.259212653475600296e-01
5.536808433354378778e-02,8.280699868554842746e-01,8.480949826698086502e-01
6.746852437645199929e-01,5.433355928687786385e-01,3.500679180490862130e-02
8.644601928370357902e-01,8.116525298240062636e-02,6.868149355104533615e-01
4.974283469853671980e-01,6.729314570966926645e-01,7.208519919874925019e-01
7.020078184155020828e-02,4.511424565162677203e-01,3.718012204997815928e-01
4.284174616368908728e-01,7.783599333536541653e-01,9.095311968504502520e-01
3.432266028823498516e-01,4.939573477463317097e-01,8.009210720295416586e-01
9.855393192994307272e-01,6.682737383392383101e-01,3.670714607079345049e-01
6.912652016189443360e-01,2.000495323084754418e-01,2.230831067681997570e-01
7.213598048289199260e-01,8.332154331788519386e-01,2.125814790521064479e-01
5.158269189622309847e-01,7.794240611984577516e-01,2.205390340372171964e-01
7.094142544420964924e-01,3.740145435655841677e-01,5.892231140047271554e-01
7.225709767221681901e-01,9.636441543955871492e-01,6.427670793824464823e-01
6.635888074610485354e-02,1.603947757521769768e-01,1.488750068011025496e-01
2.226065244772703622e-01,2.001325845972146134e-02,5.485301687017560823e-01
1.296755542888605728e-02,7.631374511541331174e-01,2.502835849143520974e-01
5.098074059285718773e-01,6.005672030356494773e-01,9.104082205757640933e-01
8.757998548360265145e-01,1.109216412188087642e-01,8.563063659048856247e-01
6.095545346953283872e-01,1.595066450403489489e-01,1.156248844180487456e-01
5.002075278077093845e-01,1.308788230294914978e-01,2.522867003865311153e-01
9.259658476106399361e-01,1.668531535170756364e-01,9.445177303425298376e-01
1.722185110217538950e-01,4.614073114675483200e-01,2.989833556437055950e-01
7.460430815768570589e-02,5.096229887776537737e-02,8.158263291065093181e-01
9.173057364097176869e-01,5.193865039718746912e-01,5.046424326296472529e-02
9.027817549188132951e-01,6.053733849736576689e-01,3.877963657646567031e-01
6.829724862129494811e-01,7.273681719780616950e-01,6.147954939375230854e-01
2.459791620960519731e-01,9.460332004235534331e-01,3.995447065066736192e-01
9.697640247043707307e-01,8.247712655143268901e-02,7.906507680616765565e-01
7.653463518038267077e-01,3.515787448758611600e-02,9.799202229312116152e-01
6.738945835846691379e-01,1.391386201822263358e-01,5.135323720562630090e-01
2.229113240154477760e-01,3.373147041819172243e-01,4.636316144818548590e-01
5.130891716331156260e-01,5.253617142369598758e-01,7.045109048599018653e-01
8.225762412969997994e-01,4.285894667383050027e-03,7.537047702110365455e-01
8.602602247322860274e-01,6.923696719947497469e-01,5.979796678015536493e-02
5.614301158012680038e-01,9.568824234476875912e-01,4.375893715270438022e-01
5.227938437192641841e-01,2.497789240175771752e-01,4.997437403779921850e-01
6.976838283076405300e-01,8.797039222742331077e-03,3.074167289837239636e-01
5.282488443124728761e-01,7.532453388817156315e-01,7.590870183917952652e-01
4.176810380656609256e-01,7.700503197730920180e-01,8.869790377932902370e-01
8.541901142438868000e-02,4.350938875161014519e-02,8.453362700893215509e-01
1.260496757155801228e-01,6.173222920818365322e-01,6.337817915428696214e-01
7.602754682006673814e-01,2.428397261899367665e-01,7.942014846105518444e-01
2.466406462426806723e-02,6.328746605402366665e-01,2.326273100894864498e-01
5.230502579760865078e-02,7.263785416376982162e-01,2.567977043083935484e-02
9.046435780864175991e-01,2.227432145680282582e-01,5.134550467302809729e-01
7.039971134546848530e-01,2.607595793419689167e-01,4.099878779766118475e-01
4.212721914146122515e-03,6.115743373266387950e-01,8.817136791416503305e-01
3.120433743548727268e-01,5.822626167228183158e-01,7.891047622966004260e-01
7.633184605955447566e-01,8.861667298075751598e-01,3.818519227454231224e-01
4.176007999772556323e-01,5.103684404433779243e-01,1.743193763482098202e-02
4.687978228581116680e-01,7.997673767862537586e-01,2.748749724206549505e-01
4.587990610460553897e-01,7.320070814796155734e-01,3.604398111214934808e-01
2.021344032590406403e-01,6.656999994996884995e-01,6.758356899055991684e-01
7.213914378982608788e-01,1.917729778486940706e-01,9.032772571955932639e-01
1.030063305213696490e-01,2.763604356514216542e-01,2.209535511300134702e-01
5.072511055466710772e-01,5.667694830718933430e-01,7.859110403266755807e-01
1.699558274593617746e-01,6.594366485007385759e-02,7.285771088164497700e-01
4.653280957715599797e-02,4.504939082183445631e-02,3.531533865109091064e-01
1.432438844471682904e-01,4.981700984845738311e-02,1.616816978693447204e-02
8.693349363117417461e-01,9.213076922126770540e-01,3.270423800802002567e-02
1.761476647804611773e-01,6.888785564165338382e-01,6.192447174452101466e-01
2.783692090123505158e-01,8.367615053795052216e-01,8.471219402236962459e-01
1.380947882204062171e-01,9.634168337982397246e-01,6.319632371256920234e-01
7.355451016577586598e-01,7.009691354796657725e-01,7.736777449718049704e-01
4.454491672565015215e-01,5.153212932591724194e-01,5.028659134529168684e-01
9.436350386450709227e-01,4.790179087096277932e-01,2.628620342866755388e-01
6.643245822479023621e-01,7.460272007545221129e-01,3.976025461693288854e-02
5.313892204867717295e-01,8.678972492247721826e-01,8.173452926303776955e-01
6.566309316281678798e-01,8.296161250818854249e-01,4.742313779621951664e-01
4.042538320966415633e-02,4.929453197145408083e-01,8.764682127745013762e-01
9.506602601286904264e-01,7.735090367372322584e-01,3.701891659133659251e-01
9.564296104172480550e-01,4.765864478634300738e-01,2.759787480663038473e-01
2.761398685555296328e-01,3.843856037363776457e-01,6.670480483246726822e-01
6.282954827431336264e-01,2.976715626103250134e-01,6.043465262463431076e-01
2.019152441398746056e-01,5.454565243690512322e-02,7.042409236224465019e-01
5.474717946004589164e-01,2.011625388295913419e-01,9.107990664020604310e-02
7.707892391243933439e-01,7.300070548032224771e-01,8.335274061227260223e-02
9.398217248053921669e-01,1.717108187471172442e-01,5.709247227875811070e-01
3.392169232656718769e-01,9.011770555659304183e-01,5.482728439343910187e-01
6.935052630427614995e-01,7.858264460412256458e-02,9.292139067612448233e-02
7.164271143471794279e-01,5.112687656072978371e-02,4.301896684538387694e-01
2.211488011647412266e-01,4.810824805444497976e-01,6.336059439366998891e-01
6.290321314933922103e-01,2.226639458741327404e-01,5.420274827196650547e-01
6.554212891877766456e-01,1.029529401302208269e-01,1.865041496057002757e-01
7.640761063460342895e-01,5.986794664933681176e-02,9.278124575876260938e-01
9.999472574545336112e-01,5.272965310848218845e-01,3.436260852078809602e-02
4.023236942648056313e-02,2.594642060613864265e-01,2.725755384232160239e-01
2.023050436775580829e-01,5.557664158493651474e-01,6.754545092427965969e-02
1.450784319197406802e-01,1.482977862520470369e-01,2.833701039152181078e-01
1.544340524207025167e-01,2.442402867495852004e-02,6.852990269783821864e-01
4.542486606219650058e-01,2.725921712967604993e-02,2.380865681462407402e-02
8.785365566129373915e-01,1.126728478859798654e-01,3.876425944054218142e-02
4.487232690677550595e-01,7.960424195472831643e-01,2.058573627653138560e-01
6.684803978344132647e-01,4.485140085296317469e-01,2.768273534026155502e-02
3.764991425302190997e-01,6.238604403698350120e-01,3.900556700184859560e-01
3.196633153111151371e-01,8.749894388982476512e-01,2.301481416841005823e-01
8.342351848290422422e-01,2.126048682787957667e-01,3.221510576037058815e-01
6.555475101184196074e-01,8.713486030499121293e-01,8.372137292943812037e-01
3.508952880825360054e-01,7.456354673246023967e-01,4.322004733123967490e-01
9.141602612471648737e-01,7.290181107827206075e-01,1.504877666144865955e-02
4.985115651176447171e-01,8.707367401020407183e-01,5.468152842128589652e-01
1.882747472992885029e-01,1.258776872683091685e-01,1.093838011792329645e-01
4.832218624676811736e-01,5.405011329602833481e-01,5.934105927117994117e-02
6.746994379334757541e-01,4.835333217260266991e-01,3.273143512053978688e-01
3.671125892561623028e-01,6.639995383365641102e-01,2.721057206095952585e-01
8.437847362753934100e-01,2.379888656344874009e-01,1.116908095999428197e-01
5.331439806061009090e-01,1.273262599854169119e-01,2.984328412681067633e-01
4.677647799344663015e-01,9.734440339362822048e-01,4.840631394562436851e-01
8.587114232637186317e-01,4.656815244915828433e-01,2.511411649231698462e-01
4.629178064661529923e-01,2.320202867250922285e-01,3.229924737095890563e-02
4.144101418508164825e-01,1.286561284331488864e-01,8.926001499596666333e-01
1.037163953334959698e-01,5.935982756155182560e-01,6.514041317510046447e-01
3.624918788569652106e-01,1.477622672816716332e-01,7.066526203763264791e-01
3.970483005630817130e-01,1.830426353366213510e-01,4.080911010225843905e-01
1.806223192244897913e-01,9.521527379546941283e-01,5.733394926115351620e-01
