temperature_step,temperature_C,x_cm,y_cm,ux_um,uy_um,uz_um
10,459.2,0.919,0.4352,8.399,4.092,0.024
10,459.2,1.5968,0.1317,13.878,1.132,-0.069
10,459.2,0.3307,1.7691,3.071,15.38,0.016
10,459.2,0.2713,1.5707,2.415,13.626,-0.014
10,459.2,1.195,1.2368,11.373,11.543,0.103
10,459.2,1.0524,1.5322,9.354,13.691,0.073
10,459.2,0.845,0.7375,8.379,7.274,0.056
10,459.2,0.7319,1.9034,6.598,16.558,0.014
10,459.2,1.1462,1.196,11.093,11.233,0.317
10,459.2,1.2057,0.1581,10.556,1.508,-0.079
10,459.2,1.028,1.3344,9.842,12.033,0.181
10,459.2,0.3241,1.6463,2.9,14.363,0.094
10,459.2,0.4198,0.127,3.941,1.288,0.042
10,459.2,1.5872,1.4771,14.126,13.047,-0.048
10,459.2,0.574,0.1999,5.015,1.829,0.036
10,459.2,1.5529,1.6441,13.736,14.317,-0.022
10,459.2,1.0991,1.8257,9.626,15.973,0.005
10,459.2,1.9037,0.5803,16.734,5.174,0.025
10,459.2,1.1053,0.885,11.403,9.143,0.255
10,459.2,1.6081,1.2887,14.168,11.404,-0.021
10,459.2,0.3833,1.0544,3.88,9.276,-0.097
10,459.2,0.5688,0.2653,5.248,2.354,0.057
10,459.2,1.7121,1.8944,14.808,16.449,-0.038
10,459.2,1.8686,0.606,16.303,5.422,-0.029
10,459.2,1.9422,1.0056,16.999,8.742,0.021
10,459.2,0.7383,1.0659,7.576,9.987,0.122
10,459.2,1.7976,0.3736,15.668,3.577,0.032
10,459.2,1.7273,0.5288,15.208,4.698,0.094
10,459.2,0.7247,1.1284,7.198,10.624,0.126
10,459.2,1.6048,1.2247,14.356,10.992,-0.027
10,459.2,1.9041,0.0743,16.52,0.793,-0.023
10,459.2,0.0092,1.113,0.083,9.762,0.094
10,459.2,0.8198,0.1015,7.457,0.937,0.106
10,459.2,0.1024,1.2804,1.032,11.37,0.015
10,459.2,0.9784,1.8263,8.734,16.072,0.041
10,459.2,1.9292,1.0626,16.789,9.414,-0.032
10,459.2,1.1511,1.2301,11.018,11.386,0.09
10,459.2,0.056,1.4037,0.683,12.301,0.092
10,459.2,0.3714,1.4655,3.604,13.032,0.034
10,459.2,1.0092,1.3184,9.648,12.101,0.109
10,459.2,1.8766,1.6129,16.498,14.041,-0.087
10,459.2,0.5789,0.3666,5.144,3.397,0.025
10,459.2,0.5869,1.2711,5.623,11.597,-0.015
10,459.2,1.001,1.1223,10.521,11.371,0.413
10,459.2,1.2993,0.6316,11.825,5.911,0.023
10,459.2,1.993,0.5588,17.485,4.816,0.013
10,459.2,0.4115,1.1825,3.933,10.469,0.022
10,459.2,0.4524,1.8371,3.885,16.05,0.003
10,459.2,0.5737,0.1803,5.185,1.614,-0.048
10,459.2,0.4991,1.6369,4.552,14.369,0.005
10,459.2,0.8818,0.4143,8.101,3.825,-0.03
10,459.2,1.2415,0.7816,11.493,7.617,0.184
10,459.2,0.2038,0.6057,1.952,5.472,0.069
10,459.2,0.5573,0.8112,5.333,7.514,-0.105
10,459.2,1.6079,0.9837,14.327,8.653,0.092
10,459.2,1.0155,1.7444,8.829,15.24,0.035
10,459.2,0.142,1.4986,1.364,13.161,0.073
10,459.2,1.2097,1.0432,11.771,10.051,0.247
10,459.2,0.2175,1.4066,2.098,12.156,-0.052
10,459.2,0.1347,0.2123,1.142,1.922,0.015
10,459.2,1.3029,1.7208,11.462,15.006,0.021
10,459.2,0.265,1.3338,2.386,11.776,0.031
10,459.2,1.4748,1.6948,12.906,14.907,-0.037
10,459.2,0.7774,0.0767,6.72,0.66,-0.012
10,459.2,0.1843,0.2206,1.616,1.959,-0.049
10,459.2,0.0862,1.09,0.849,9.595,0.047
10,459.2,0.2292,1.3314,2.158,11.592,0.002
10,459.2,1.6131,1.634,14.171,14.297,0.056
10,459.2,1.4911,0.7948,13.537,7.085,0.071
10,459.2,1.8841,0.1455,16.34,1.268,-0.017
10,459.2,1.0595,0.5762,9.829,5.519,0.01
10,459.2,1.643,1.0536,14.563,9.366,0.081
10,459.2,0.519,1.3285,4.869,11.875,0.108
10,459.2,1.0638,0.5757,9.985,5.534,0.011
10,459.2,0.0345,0.3751,0.351,3.296,-0.034
10,459.2,0.2512,1.3661,2.169,11.926,0.029
10,459.2,1.4026,0.6428,12.687,5.939,0.009
10,459.2,0.3153,0.2468,2.778,2.26,0.033
10,459.2,1.6627,1.6894,14.717,14.79,0.012
10,459.2,1.322,1.8214,11.763,16.07,0.007
10,459.2,0.5352,0.3606,4.856,3.249,0.061
10,459.2,1.1708,1.76,10.402,15.6,0.116
10,459.2,1.4477,1.9335,12.625,17.099,-0.021
10,459.2,1.5848,0.7441,14.156,6.636,-0.054
10,459.2,0.8593,1.1852,8.932,11.407,0.209
10,459.2,0.8679,1.4714,8.109,13.119,0.006
10,459.2,1.7865,0.345,15.639,3.099,0.0
10,459.2,0.48,0.4476,4.292,4.157,-0.022
10,459.2,1.491,0.763,13.486,6.917,0.051
10,459.2,0.3081,0.9355,2.931,8.257,0.034
10,459.2,0.4033,1.6149,3.666,14.216,0.061
10,459.2,1.433,0.2768,12.641,2.551,0.015
10,459.2,1.2492,0.8282,11.921,8.054,0.138
10,459.2,1.7817,0.8961,15.36,7.922,0.025
10,459.2,1.1098,1.63,9.948,14.346,0.096
10,459.2,1.7154,0.3429,14.965,2.948,0.011
10,459.2,0.0029,1.8146,-0.002,15.621,0.014
10,459.2,1.9642,1.1262,17.05,9.817,0.111
10,459.2,0.0409,1.1547,0.589,10.123,-0.025
10,459.2,0.439,0.3833,3.996,3.387,-0.022
10,459.2,0.9958,1.9461,8.791,17.066,0.043
10,459.2,1.3986,1.6699,12.299,14.681,-0.066
10,459.2,0.7537,1.2762,7.446,11.778,-0.014
10,459.2,1.1588,0.3887,10.544,3.645,0.044
10,459.2,1.7738,0.1296,15.44,1.132,-0.102
10,459.2,0.4621,1.2923,4.368,11.658,0.061
10,459.2,1.9804,1.9831,17.303,17.312,0.05
10,459.2,1.7734,1.1549,15.545,10.135,-0.045
10,459.2,1.5128,1.0431,13.689,9.516,-0.052
10,459.2,1.9178,1.0953,16.934,9.741,0.013
10,459.2,1.607,1.8016,14.079,15.622,-0.09
10,459.2,0.2156,0.9117,2.074,8.017,-0.065
10,459.2,0.1319,0.7479,1.347,6.756,0.009
10,459.2,1.8806,1.0009,16.556,8.801,0.035
10,459.2,0.7886,1.617,7.061,14.347,0.05
10,459.2,1.8644,0.2136,16.105,1.918,0.002
10,459.2,1.0436,1.7756,9.254,15.672,-0.027
10,459.2,1.7932,0.865,15.818,7.624,0.02
10,459.2,0.5859,1.1505,5.816,10.482,0.024
10,459.2,1.6504,1.0646,14.705,9.483,0.058
10,459.2,1.1544,1.0512,11.736,10.416,0.136
10,459.2,1.3234,0.9212,12.354,8.704,0.123
10,459.2,0.4806,0.3768,4.394,3.346,-0.05
10,459.2,0.1793,0.579,1.658,5.057,-0.034
10,459.2,1.9644,1.2261,17.2,10.652,-0.02
10,459.2,1.3231,1.5029,11.917,13.399,0.067
10,459.2,0.4451,1.6283,3.874,14.252,-0.065
10,459.2,1.9969,0.8525,17.558,7.552,-0.036
10,459.2,0.6326,0.6751,6.142,6.386,0.065
10,459.2,0.7898,0.5565,7.34,5.388,-0.012
10,459.2,0.9509,1.8886,8.675,16.5,0.001
10,459.2,0.6625,0.3144,6.2,2.868,0.109
10,459.2,0.9013,0.3988,8.207,3.738,-0.129
10,459.2,0.725,1.1244,7.196,10.58,0.159
10,459.2,1.1936,1.4082,11.04,12.717,0.124
10,459.2,1.1288,1.4186,10.467,12.694,0.01
10,459.2,0.2461,0.7527,2.352,6.706,0.014
10,459.2,0.2615,0.8798,2.519,7.861,0.103
10,459.2,0.1202,0.0153,0.924,0.263,0.027
10,459.2,1.0209,0.4854,9.286,4.523,-0.008
10,459.2,1.6044,1.7666,13.973,15.301,0.095
10,459.2,0.1964,0.2856,1.848,2.681,-0.023
10,459.2,1.9153,1.4607,16.787,12.898,0.058
10,459.2,0.7149,0.5529,6.606,5.073,-0.04
10,459.2,1.701,1.0252,15.086,9.097,0.041
10,459.2,1.0685,1.266,10.159,11.733,0.153
10,459.2,0.1997,1.3567,1.821,11.874,-0.031
10,459.2,0.7136,0.6818,6.901,6.241,0.093
10,459.2,0.1129,0.6823,1.137,6.038,0.044
10,459.2,0.0758,0.9638,0.777,8.542,0.052
10,459.2,0.8644,1.0074,9.348,10.213,0.286
10,459.2,1.676,1.6315,14.509,14.342,-0.046
10,459.2,0.7122,0.768,6.933,7.285,0.013
10,459.2,1.6026,0.8137,14.275,7.411,-0.071
10,459.2,1.8887,0.6581,16.541,5.726,0.015
10,459.2,0.5461,0.5833,5.131,5.564,0.094
10,459.2,1.7591,0.8186,15.462,7.451,0.051
10,459.2,0.6601,1.8968,5.863,16.633,-0.062
10,459.2,0.9986,0.0295,8.636,0.359,0.018
10,459.2,1.67,1.1389,14.569,9.982,0.022
10,459.2,0.8901,0.6927,8.786,6.704,0.159
10,459.2,0.5829,0.9497,5.804,8.744,0.076
10,459.2,0.7862,0.4897,7.201,4.557,0.059
10,459.2,1.9067,1.2661,16.706,11.097,0.002
10,459.2,0.6585,1.5651,6.133,13.768,-0.014
10,459.2,1.1653,1.3893,10.732,12.761,0.088
10,459.2,0.4149,0.1419,3.69,1.194,0.007
10,459.2,0.5222,0.5919,4.763,5.357,0.071
10,459.2,1.6897,0.5772,14.818,5.232,0.018
10,459.2,1.6013,0.5923,14.168,5.383,0.008
10,459.2,0.4617,1.4415,4.221,12.782,0.079
10,459.2,0.2534,0.9025,2.448,8.017,0.018
10,459.2,0.1505,1.049,1.512,9.097,-0.021
10,459.2,0.9525,1.9067,8.31,16.672,0.025
10,459.2,0.1009,0.1572,0.905,1.276,-0.065
10,459.2,1.6507,0.5301,14.397,4.688,0.055
10,459.2,1.9226,0.3222,16.777,2.974,-0.027
10,459.2,0.2651,1.3987,2.421,12.326,0.06
10,459.2,0.6393,0.2239,5.767,1.942,-0.004
10,459.2,0.7354,1.6073,6.723,14.184,-0.051
10,459.2,0.5198,0.6706,4.922,5.965,0.122
10,459.2,1.9128,0.0074,16.649,0.172,0.073
10,459.2,0.6706,1.6461,6.191,14.604,0.002
10,459.2,1.6026,0.8284,14.218,7.494,0.117
10,459.2,0.8628,0.6216,8.405,5.869,0.103
10,459.2,0.9215,0.2004,8.368,1.905,0.031
10,459.2,1.3652,0.1241,11.91,1.324,0.027
10,459.2,0.8839,1.5717,8.327,13.957,0.034
10,459.2,0.821,0.7739,8.139,7.644,0.248
10,459.2,0.8088,1.2011,8.069,11.131,0.169
10,459.2,0.0533,1.2552,0.535,11.037,-0.043
10,459.2,1.2479,1.2742,11.641,11.8,0.117
10,459.2,1.4417,1.6981,12.623,14.772,0.026
10,459.2,1.6538,0.8732,14.774,7.912,0.033
10,459.2,0.1424,1.0952,1.525,9.528,0.003
10,459.2,1.1137,1.9817,9.795,17.49,-0.01
10,459.2,0.7261,1.4252,6.926,12.816,0.045
10,459.2,0.2537,0.3272,2.387,2.919,-0.007
10,459.2,0.0874,0.6641,0.916,5.874,0.066
10,459.2,1.713,1.6963,15.024,14.776,0.138
10,459.2,0.6493,1.8553,5.786,16.147,0.021
10,459.2,1.6377,1.516,14.221,13.16,-0.024
10,459.2,1.8419,1.1646,15.982,10.188,-0.012
10,459.2,1.1284,0.8875,11.255,8.759,0.151
10,459.2,1.2906,0.7378,11.904,7.041,0.19
10,459.2,0.8737,0.4614,7.928,4.348,0.104
10,459.2,1.4703,0.5684,13.226,5.23,0.01
10,459.2,0.1316,0.398,1.327,3.613,0.066
10,459.2,0.0828,1.9493,0.873,16.813,-0.004
10,459.2,1.0268,1.1948,10.355,11.518,0.272
10,459.2,1.4629,0.8625,13.244,7.889,0.08
10,459.2,1.5169,1.6592,13.349,14.326,0.076
10,459.2,1.7968,1.5908,15.632,13.94,-0.072
10,459.2,0.4411,1.8792,3.867,16.362,-0.05
10,459.2,1.0093,1.7007,8.957,14.966,-0.006
10,459.2,0.058,1.5669,0.677,13.648,0.043
10,459.2,1.9083,0.1358,16.584,1.014,0.088
10,459.2,0.5855,0.5846,5.473,5.471,0.048
10,459.2,1.6485,0.9555,14.499,8.427,0.069
10,459.2,1.4975,1.1184,13.56,10.223,0.048
10,459.2,1.1252,0.23,10.007,2.242,0.152
10,459.2,1.0951,0.6312,10.512,6.06,0.026
10,459.2,1.9759,0.605,17.246,5.508,-0.072
10,459.2,0.3923,0.9948,3.682,8.986,0.048
10,459.2,1.2989,0.6521,11.804,6.088,-0.011
10,459.2,1.0596,0.0096,9.092,0.183,-0.059
10,459.2,0.2854,0.4762,2.573,4.124,0.087
10,459.2,1.246,1.134,11.736,10.724,0.15
10,459.2,1.1369,0.4053,10.338,3.877,-0.05
10,459.2,0.3555,1.8269,3.046,16.105,-0.039
10,459.2,0.5289,1.8678,4.719,16.393,0.039
10,459.2,0.3625,0.6896,3.518,6.163,-0.106
10,459.2,1.4765,1.6532,12.935,14.417,0.051
10,459.2,0.4961,1.5839,4.428,13.808,-0.004
10,459.2,1.6102,1.982,14.044,17.346,0.004
10,459.2,1.0221,0.1246,9.122,1.065,-0.066
10,459.2,0.3405,0.1333,2.96,1.265,-0.037
10,459.2,1.7642,1.2303,15.459,11.091,-0.017
10,459.2,1.0418,1.2962,10.029,12.098,0.17
10,459.2,0.9754,1.3252,9.291,12.312,0.078
10,459.2,1.7643,0.8643,15.508,7.705,0.053
10,459.2,1.9958,1.3882,17.353,12.171,-0.057
10,459.2,1.0651,0.7213,10.262,7.096,0.175
10,459.2,0.0577,0.4011,0.527,3.607,-0.036
10,459.2,1.6314,0.4009,14.351,3.425,0.017
10,459.2,1.4408,1.9016,12.643,16.72,0.013
10,459.2,1.2846,1.8279,11.327,16.235,-0.033
10,459.2,0.3503,0.5598,3.155,4.813,0.081
10,459.2,1.4073,1.6848,12.265,14.803,-0.009
10,459.2,1.2862,1.0707,12.037,10.226,0.144
10,459.2,1.6961,0.7711,14.968,6.952,0.042
10,459.2,0.1348,1.1038,1.283,9.853,0.022
10,459.2,0.6423,0.3406,5.91,3.015,0.023
10,459.2,0.959,1.6143,8.641,14.208,0.05
10,459.2,0.3429,0.4731,3.253,4.293,-0.038
10,459.2,1.1096,0.3089,10.062,2.829,0.046
10,459.2,1.4839,0.7105,13.254,6.424,0.116
10,459.2,0.7447,1.9144,6.529,16.683,0.08
10,459.2,1.0,1.1766,10.122,11.457,0.217
10,459.2,1.9846,1.4789,17.318,13.009,0.03
10,459.2,1.7448,0.9027,15.153,8.064,0.073
10,459.2,0.2103,0.3833,1.965,3.236,-0.029
10,459.2,0.7215,0.2258,6.447,2.089,0.091
10,459.2,1.5432,0.7475,13.804,6.823,0.021
10,459.2,1.1115,0.3028,10.003,2.668,0.021
10,459.2,0.1427,0.1965,1.359,1.638,0.052
10,459.2,1.3592,0.0526,11.861,0.456,-0.117
10,459.2,0.6485,0.4413,5.859,4.176,-0.035
10,459.2,1.0467,0.9648,11.401,10.089,0.469
10,459.2,0.0946,0.1382,0.949,1.214,-0.017
10,459.2,0.7686,0.2977,6.9,2.632,0.026
10,459.2,0.0717,1.5889,0.677,13.796,0.046
10,459.2,1.7969,1.1981,15.965,10.483,-0.025
10,459.2,0.6375,1.3296,5.999,11.975,0.051
10,459.2,0.6594,1.2273,6.49,11.181,-0.014
10,459.2,1.5753,0.3368,13.858,3.202,-0.071
10,459.2,1.1994,0.4826,10.88,4.73,0.136
10,459.2,1.2341,1.6804,10.952,14.687,0.0
10,459.2,0.7875,0.9315,7.972,9.266,0.161
10,459.2,0.4679,1.4265,4.324,12.608,-0.018
10,459.2,1.4809,1.4694,13.236,12.993,0.033
10,459.2,1.5399,0.6916,13.629,6.161,0.005
10,459.2,1.0942,0.7862,10.74,7.646,0.155
10,459.2,0.3441,0.5945,3.216,5.449,0.027
10,459.2,0.3148,1.4707,2.893,12.739,0.119
10,459.2,1.4006,1.1001,12.844,9.902,0.107
10,459.2,1.9927,1.6361,17.366,14.273,0.115
10,459.2,0.3636,1.124,3.519,10.173,0.033
10,459.2,1.6143,0.6872,14.134,6.221,0.007
10,459.2,1.438,0.2872,12.65,2.565,0.023
10,459.2,1.1804,0.7619,11.341,7.337,0.236
10,459.2,1.5178,0.5395,13.371,4.968,-0.033
10,459.2,1.6194,0.5926,14.34,5.373,-0.03
10,459.2,1.5436,0.5258,13.562,4.788,-0.104
10,459.2,1.0579,0.33,9.593,3.11,0.078
10,459.2,0.8003,1.7382,7.097,15.193,-0.052
10,459.2,1.7043,1.9324,14.854,16.716,0.036
10,459.2,1.5829,1.0504,14.219,9.445,0.019
10,459.2,0.8924,1.8906,7.991,16.651,0.02
10,459.2,0.7986,1.9834,7.024,17.346,0.005
10,459.2,0.6884,0.3231,6.253,2.972,-0.08
10,459.2,1.3214,1.8537,11.736,16.232,-0.049
10,459.2,1.6587,1.3842,14.761,12.051,-0.003
10,459.2,1.7884,0.564,15.7,4.966,0.016
10,459.2,1.1563,1.361,10.669,12.217,0.093
10,459.2,0.7926,1.4197,7.329,12.658,0.067
10,459.2,0.945,0.2366,8.433,2.098,-0.011
10,459.2,1.646,0.5665,14.409,5.196,0.008
10,459.2,0.662,1.7288,5.958,15.173,0.054
10,459.2,1.7459,0.7519,15.201,6.747,0.024
10,459.2,0.6101,0.3873,5.444,3.484,0.098
10,459.2,0.1479,1.6423,1.344,14.25,0.064
10,459.2,1.4368,1.9885,12.528,17.348,-0.049
10,459.2,1.7263,1.694,14.816,15.02,-0.01
10,459.2,1.6301,0.1016,13.972,0.876,-0.018
10,459.2,1.0152,1.9643,9.052,17.186,0.015
10,459.2,0.2584,1.0829,2.499,9.546,0.01
10,459.2,0.7548,0.4256,6.726,3.93,-0.076
10,459.2,1.2523,1.997,10.88,17.517,-0.029
10,459.2,1.996,1.4912,17.463,12.966,-0.005
10,459.2,0.6658,1.0322,6.513,9.591,0.135
10,459.2,0.6682,1.205,6.495,11.126,0.054
10,459.2,0.7751,0.8296,7.84,7.922,0.155
10,459.2,0.2503,1.1789,2.404,10.493,-0.036
10,459.2,0.5159,1.3481,4.874,12.002,0.037
10,459.2,0.3976,1.3163,3.916,11.418,0.048
10,459.2,1.7255,1.7184,15.065,14.998,-0.031
10,459.2,1.0582,1.9723,9.502,17.244,-0.009
10,459.2,0.2122,0.2849,1.963,2.523,-0.082
10,459.2,0.9013,1.9125,7.972,16.648,0.093
10,459.2,0.1394,1.6369,1.445,14.287,0.046
10,459.2,1.6689,1.5041,14.83,13.179,0.033
10,459.2,1.4202,0.2868,12.598,2.538,-0.0
10,459.2,1.2341,0.2415,10.898,2.272,-0.02
10,459.2,1.7981,0.0787,15.671,0.868,0.085
10,459.2,1.3245,1.6212,11.823,14.279,0.047
10,459.2,0.725,0.0463,6.42,0.596,0.073
10,459.2,1.0858,0.4642,9.848,4.291,0.041
10,459.2,1.5998,1.1939,14.261,10.679,0.009
10,459.2,1.6952,0.513,15.029,4.439,0.072
10,459.2,1.5899,0.1831,13.955,1.684,-0.007
10,459.2,1.2149,1.3955,11.292,12.554,0.007
10,459.2,0.9357,1.881,8.247,16.494,0.038
10,459.2,0.0766,0.0065,0.52,-0.076,0.01
10,459.2,0.1167,1.3988,1.199,12.28,-0.045
10,459.2,1.2964,0.1071,11.438,0.882,0.015
10,459.2,1.6505,1.0153,14.689,9.188,0.033
10,459.2,0.7414,0.3247,6.682,3.117,-0.017
10,459.2,0.9602,1.559,8.787,13.866,-0.056
10,459.2,0.3179,1.3968,2.957,12.412,0.055
10,459.2,1.2982,0.0126,11.262,0.11,0.049
10,459.2,1.3759,1.0915,12.655,9.883,0.065
10,459.2,1.3344,0.9168,12.491,8.708,0.21
10,459.2,0.4703,0.2992,4.183,2.696,0.013
10,459.2,1.3867,1.1581,12.721,10.506,0.139
10,459.2,1.1563,1.1362,11.557,11.098,0.176
10,459.2,0.7021,1.821,6.413,15.777,0.03
10,459.2,0.0494,1.6034,0.37,14.045,-0.076
10,459.2,0.6021,0.3244,5.418,2.917,-0.001
10,459.2,0.8674,1.5179,8.009,13.527,0.03
10,459.2,0.8313,0.6525,8.013,6.15,0.046
10,459.2,0.5812,1.6421,5.298,14.559,-0.051
10,459.2,1.6123,0.3934,14.219,3.488,-0.01
10,459.2,0.6206,1.1319,6.005,10.19,0.17
10,459.2,0.0001,1.4927,0.02,12.968,-0.006
10,459.2,0.5961,0.615,5.655,5.58,-0.049
10,459.2,1.2926,0.8031,12.034,7.563,0.086
10,459.2,0.164,1.203,1.419,10.453,-0.056
10,459.2,0.6302,1.806,5.531,15.85,-0.0
10,459.2,1.3614,0.9786,12.606,9.131,0.1
10,459.2,1.0539,0.8953,11.059,9.208,0.335
10,459.2,0.7785,0.3308,7.038,3.155,0.084
10,459.2,0.0125,0.9361,0.204,8.21,0.033
10,459.2,1.5752,1.3273,13.891,11.891,0.062
10,459.2,0.0598,0.7932,0.567,6.704,-0.012
10,459.2,0.0814,1.144,0.819,9.958,0.061
10,459.2,1.8715,1.0999,16.339,9.738,-0.075
10,459.2,1.5587,1.4513,13.709,12.888,0.056
10,459.2,0.5496,1.8628,4.795,16.15,0.007
10,459.2,1.2078,0.0053,10.601,0.009,-0.066
10,459.2,0.6709,1.1312,6.782,10.483,0.118
10,459.2,1.0758,0.9513,11.344,9.741,0.286
10,459.2,0.1335,1.0853,1.48,9.429,0.023
10,459.2,0.0448,1.6965,0.577,14.894,-0.009
10,459.2,1.1614,0.8759,11.493,8.654,0.312
10,459.2,1.4055,1.6454,12.46,14.636,0.036
10,459.2,0.1302,0.2411,1.319,2.042,0.05
10,459.2,0.3155,1.5627,3.062,13.685,0.029
10,459.2,0.4253,0.0999,3.88,0.857,0.002
10,459.2,0.9492,0.2341,8.471,2.061,-0.019
10,459.2,0.4798,1.9955,4.131,17.424,-0.104
10,459.2,0.5818,0.6819,5.62,6.443,-0.012
10,459.2,0.3737,1.1969,3.46,10.543,0.009
10,459.2,0.7476,1.5328,6.971,13.567,0.05
10,459.2,0.7374,0.3997,6.651,3.804,0.017
10,459.2,1.8102,1.0598,15.841,9.16,0.041
10,459.2,1.5131,1.2204,13.474,11.057,-0.037
10,459.2,0.6819,1.5247,6.232,13.509,0.023
10,459.2,0.5801,1.2807,5.618,11.469,0.068
10,459.2,1.4772,0.9965,13.391,9.161,0.047
10,459.2,0.7411,0.4486,6.801,4.224,-0.034
10,459.2,0.0732,1.0317,0.8,9.146,-0.096
10,459.2,1.5544,0.7008,13.889,6.348,0.084
10,459.2,1.1527,0.4115,10.449,4.006,-0.021
10,459.2,0.079,0.4187,0.72,3.877,0.031
10,459.2,0.6224,0.2396,5.644,2.147,-0.015
10,459.2,1.542,0.4024,13.625,3.705,-0.086
10,459.2,0.6314,1.637,5.594,14.537,0.013
10,459.2,1.5776,1.697,13.71,14.949,0.025
10,459.2,0.7095,0.2215,6.047,2.113,-0.038
10,459.2,0.493,0.1072,4.33,0.959,0.006
10,459.2,1.4039,1.3882,12.62,12.443,0.154
10,459.2,1.9587,1.9787,17.202,17.132,0.008
10,459.2,0.5625,0.4212,5.133,3.801,0.056
10,459.2,0.7367,1.5574,6.675,13.763,0.029
10,459.2,0.7398,0.4054,6.911,3.703,-0.02
10,459.2,0.6314,0.373,5.734,3.382,-0.024
10,459.2,0.0741,0.1968,0.734,1.746,-0.048
10,459.2,1.966,0.9126,17.168,8.19,0.006
10,459.2,1.8887,1.4206,16.471,12.214,0.044
10,459.2,0.1211,1.9148,1.166,16.667,-0.007
10,459.2,1.026,0.628,9.594,6.037,0.043
10,459.2,1.8342,0.1314,16.034,1.101,0.014
10,459.2,1.3734,0.7365,12.39,6.89,0.083
10,459.2,0.239,0.9808,2.333,8.751,0.042
10,459.2,1.9926,1.4677,17.364,12.791,0.018
10,459.2,0.6176,0.3055,5.569,2.677,0.024
10,459.2,1.1413,1.1072,11.415,10.896,0.243
10,459.2,1.4784,1.0967,13.418,10.051,-0.001
10,459.2,0.2227,1.4463,2.105,12.697,-0.028
10,459.2,0.1037,1.51,0.946,13.388,-0.021
10,459.2,1.3894,0.9534,12.637,8.827,0.155
10,459.2,1.1322,0.8989,11.293,9.135,0.273
10,459.2,1.4323,0.9648,13.166,9.053,0.057
10,459.2,0.7395,1.5805,6.667,14.037,-0.0
10,459.2,0.544,0.1934,4.758,1.667,0.027
10,459.2,1.7167,0.5069,14.999,4.417,0.004
10,459.2,1.4927,0.8774,13.389,8.183,0.054
10,459.2,0.4658,1.9321,4.093,16.794,-0.04
10,459.2,0.5998,1.123,5.795,10.176,0.077
10,459.2,0.6296,1.1531,6.276,10.49,0.174
10,459.2,1.6378,1.6379,14.174,14.34,0.051
10,459.2,0.1893,1.7469,1.74,15.226,0.03
10,459.2,1.0422,0.9501,11.2,9.914,0.402
10,459.2,0.3499,1.8327,2.995,15.88,0.051
10,459.2,0.7726,1.4255,7.241,12.829,0.143
10,459.2,1.3879,0.2254,12.241,2.053,-0.02
10,459.2,0.8308,1.7388,7.541,15.327,0.084
10,459.2,1.709,1.4003,15.077,12.443,0.002
10,459.2,1.0588,1.0233,11.558,10.631,0.424
10,459.2,1.246,0.8316,11.882,7.89,0.155
10,459.2,0.3072,0.7039,2.927,6.279,0.023
10,459.2,0.0469,0.8449,0.534,7.339,0.034
10,459.2,1.415,0.9692,12.789,8.797,0.031
10,459.2,0.1173,1.7409,1.036,15.007,-0.125
10,459.2,0.1058,0.1582,0.832,1.228,-0.081
10,459.2,0.1633,1.8876,1.46,16.559,0.029
10,459.2,0.0517,1.2809,0.652,11.274,-0.016
10,459.2,0.8099,0.8643,8.396,8.591,0.186
10,459.2,0.7292,1.5912,6.585,14.157,-0.012
10,459.2,1.2259,1.9929,10.766,17.393,-0.021
10,459.2,1.4931,0.2806,13.15,2.509,-0.058
10,459.2,1.7368,1.0572,15.466,9.446,0.009
10,459.2,0.0867,0.703,0.76,6.385,-0.036
10,459.2,0.8534,1.1784,8.696,11.146,0.156
10,459.2,0.2816,0.776,2.773,6.99,-0.015
10,459.2,1.382,0.1058,12.216,0.947,-0.019
10,459.2,0.4195,1.407,3.952,12.28,0.024
10,459.2,1.0593,1.3226,10.056,12.146,0.057
10,459.2,1.9504,1.7203,16.886,14.904,-0.013
10,459.2,1.4588,0.0375,12.844,0.241,-0.007
10,459.2,0.3962,1.677,3.472,14.487,0.005
10,459.2,0.2475,0.0012,2.296,-0.016,-0.071
10,459.2,0.2496,0.2562,2.347,2.326,-0.021
10,459.2,0.3364,0.0166,2.812,0.105,0.052
10,459.2,0.4262,0.7932,3.962,7.154,-0.002
10,459.2,0.5172,1.7526,4.597,15.196,0.03
10,459.2,0.1684,0.9215,1.569,8.085,0.054
10,459.2,1.7752,1.1387,15.703,10.038,0.05
10,459.2,1.715,0.984,15.157,8.723,-0.074
10,459.2,0.2511,0.7989,2.38,6.93,-0.031
10,459.2,1.7913,0.617,15.711,5.494,0.075
10,459.2,1.0965,0.7724,10.609,7.776,0.228
10,459.2,0.2989,0.0681,2.651,0.597,-0.007
10,459.2,0.6216,0.3584,5.775,3.206,0.018
10,459.2,1.9831,1.2955,17.347,11.271,-0.03
10,459.2,0.4263,0.2413,3.729,2.029,0.015
10,459.2,1.4855,1.8643,13.176,16.13,0.036
10,459.2,0.1951,1.6826,1.859,14.608,-0.049
10,459.2,1.4565,0.1169,12.738,1.167,0.013
10,459.2,0.2225,1.0822,2.1,9.658,-0.028
10,459.2,1.0763,1.0165,11.339,10.445,0.441
10,459.2,1.7809,0.8239,15.502,7.292,0.116
10,459.2,0.8834,1.4367,8.16,13.034,0.091
10,459.2,0.9501,0.1631,8.378,1.768,0.024
10,459.2,1.0728,1.2595,10.444,11.798,0.154
