x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
1.9772,3.9674,0.13764,7774.98,0.395,0.377,601.5,617.38,18.199,19.739,-4.062,-2.049,0.073,-0.007,0.01056
0.0801,3.9605,0.22166,4360.59,0.227,0.227,743.1,764.73,28.284,24.951,-3.976,0.022,-0.232,0.013,0.00186
2.9587,1.8026,0.07239,4999.1,0.609,0.125,787.1,800.36,36.429,33.463,-4.525,-0.57,-0.319,-0.007,0.02074
3.4805,1.7009,0.15454,5132.25,0.694,0.487,651.4,680.09,27.666,23.337,-4.365,0.631,-0.21,0.196,0.02465
3.3581,1.7341,0.04243,2897.7,0.205,0.233,783.3,787.88,31.093,23.904,-5.515,0.162,-0.129,0.042,0.00098
2.538,2.4533,0.15172,7039.44,0.746,0.809,658.7,684.49,31.658,28.425,-4.277,-0.486,-0.188,0.1,0.04035
3.5157,1.0501,0.23164,658.19,0.175,0.241,604.8,628.19,15.062,16.393,-5.216,1.202,0.126,0.345,0.0
0.9652,1.526,0.02405,4699.43,0.095,0.206,791.7,798.14,26.052,25.055,-5.271,-0.146,-0.446,-0.215,0.00058
0.578,0.7611,0.07344,3311.88,0.151,0.655,618.4,626.49,20.531,15.159,-5.136,0.785,-0.378,-0.098,0.00051
1.7234,1.6745,0.19637,1377.83,0.075,0.763,835.6,857.25,31.801,28.283,-3.506,1.046,0.06,0.033,0.0
3.8206,3.5067,0.27453,4278.68,0.604,0.326,656.1,689.42,29.512,28.328,-3.887,-0.307,-0.053,-0.012,0.01388
0.3068,3.0673,0.22308,1261.87,0.663,0.411,686.5,715.36,31.074,27.826,-4.118,-0.024,-0.119,-0.082,0.00349
3.5348,1.2993,0.01696,294.3,0.498,0.335,665.8,667.81,26.221,24.852,-3.831,0.147,-0.376,-0.481,2e-05
2.4694,3.4814,0.23392,759.5,0.275,0.325,682.5,707.1,24.755,22.688,-4.793,-1.508,0.73,0.034,0.00161
2.103,2.3395,0.26081,4105.5,0.13,0.158,619.3,647.76,16.604,18.827,-6.02,-0.441,-0.727,0.037,0.00116
3.6751,0.5893,0.08498,6828.52,0.224,0.749,636.4,646.26,18.438,19.652,-4.724,0.195,-0.128,0.002,0.00421
1.2368,0.4488,0.23207,2088.71,0.446,0.765,673.0,697.25,27.361,24.007,-5.134,1.873,-0.052,0.138,0.00375
3.8158,1.77,0.19407,2497.81,0.278,0.815,722.9,744.96,27.424,24.98,-4.441,-0.563,-0.169,-0.219,0.00195
2.4761,3.0563,0.08112,7271.84,0.859,0.156,649.5,668.47,29.528,27.624,-1.751,-1.606,-0.76,-0.236,0.05532
1.341,0.9509,0.202,6525.88,0.795,0.24,757.8,788.99,38.39,30.646,-5.961,1.724,0.308,-0.242,0.04234
3.3097,1.554,0.01008,3494.79,0.338,0.732,721.6,721.67,24.709,24.647,-4.15,1.039,-0.423,-0.1,0.00376
3.5853,1.1898,0.28353,2657.08,0.644,0.885,648.8,683.37,26.992,23.437,-3.056,0.979,0.868,0.385,0.01081
1.1754,0.5541,0.00274,32.05,0.297,0.336,785.0,787.81,29.135,24.914,-4.427,1.539,-0.232,-0.51,0.00116
1.8634,3.0553,0.07719,3787.14,0.254,0.839,765.1,772.14,33.708,20.828,-3.889,-1.65,-0.102,0.058,0.00244
3.3261,0.7848,0.23247,6040.24,0.913,0.718,695.5,733.71,35.699,32.942,-4.755,1.039,0.156,-0.003,0.0482
1.843,0.3394,0.1033,3343.01,0.72,0.678,740.5,763.53,39.116,27.379,-5.524,2.203,-0.718,0.255,0.01677
3.4314,3.8476,0.12492,2216.4,0.453,0.32,811.4,825.91,39.241,29.173,-4.278,-0.147,0.018,-0.218,0.00571
3.2311,0.2186,0.03533,1920.68,0.349,0.572,825.9,828.16,30.809,27.698,-3.607,1.584,-0.589,-0.069,0.00222
3.7081,3.5274,0.0641,5229.32,0.402,0.205,814.8,823.82,32.917,32.496,-4.687,-0.114,-0.167,-0.49,0.00881
1.9865,1.8924,0.26386,7294.9,0.693,0.853,810.4,842.67,40.192,32.848,-2.21,0.25,0.391,0.418,0.03532
3.1931,2.9112,0.07302,2402.31,0.834,0.303,671.9,691.4,30.548,27.61,-2.276,-0.835,-0.813,-0.796,0.01652
3.4376,1.5165,0.17724,2784.29,0.567,0.809,736.5,761.28,32.202,28.169,-2.115,0.778,0.551,-0.111,0.00808
2.3539,1.9908,0.27878,3337.98,0.502,0.42,664.1,695.01,28.683,27.396,-4.984,-0.046,0.064,0.017,0.00903
3.9257,3.5792,0.02882,2299.9,0.381,0.838,724.4,729.26,30.505,23.117,-2.557,0.654,0.29,-0.007,0.00265
3.0284,2.0698,0.07272,3108.0,0.708,0.881,641.9,658.76,25.67,25.765,-4.573,-0.833,-0.182,-0.982,0.01547
3.1466,0.9615,0.19713,1328.39,0.014,0.862,822.9,842.19,32.336,28.095,-4.745,0.238,-0.432,0.428,0.0
0.3552,0.1662,0.07898,5225.73,0.353,0.632,801.4,809.89,32.708,29.702,-4.091,0.003,-0.417,0.262,0.00997
3.8671,3.0448,0.19353,4342.45,0.579,0.559,766.5,790.98,35.363,32.513,-5.311,0.392,0.323,-0.413,0.0161
1.6263,0.5043,0.29444,2062.53,0.361,0.374,788.3,818.99,33.713,27.492,-5.982,1.842,0.121,0.551,0.00269
3.622,2.6278,0.28014,427.62,0.744,0.825,696.4,737.0,35.139,30.551,-3.892,-0.044,0.222,0.495,0.00228
0.7265,1.3408,0.12237,979.65,0.502,0.341,769.6,782.8,31.957,26.597,-4.014,0.932,-0.204,-0.074,0.00189
0.1793,3.8404,0.15383,2460.1,0.919,0.542,771.9,801.15,37.878,34.583,-2.686,0.058,-0.064,-0.387,0.02081
2.6549,2.3386,0.0481,4537.91,0.164,0.736,802.0,806.2,30.984,23.931,-5.461,-0.199,0.343,-0.769,0.00145
0.9178,0.6877,0.08847,1335.8,0.619,0.2,751.3,765.31,35.051,26.711,-3.39,0.392,-0.605,-0.337,0.00686
2.9011,1.7716,0.16976,1624.63,0.942,0.107,649.3,682.07,35.183,27.854,-3.892,-0.642,0.031,-0.153,0.01486
3.3958,2.0618,0.14344,5739.4,0.352,0.297,752.9,768.03,28.557,28.043,-2.999,-0.037,0.024,-0.429,0.00894
2.2532,1.6795,0.10731,3333.78,0.465,0.315,832.5,850.47,36.801,31.51,-5.567,0.63,-0.128,-0.06,0.00998
3.6544,2.0574,0.02829,1885.44,0.019,0.675,630.4,636.2,16.741,16.703,-5.67,-0.366,0.04,-0.511,0.00085
3.7662,3.1221,0.00251,4538.92,0.105,0.556,626.9,626.43,16.688,12.014,-3.276,-0.725,0.069,0.215,0.00021
2.8917,1.7603,0.00534,5706.36,0.032,0.806,614.5,614.66,16.77,13.694,-5.312,0.498,0.055,-0.234,0.00136
3.932,2.7626,0.14997,4247.72,0.112,0.486,831.4,844.73,31.555,25.443,-5.441,0.971,-0.245,-0.276,0.00032
3.748,2.7158,0.00266,2876.98,0.974,0.508,768.4,785.24,39.382,31.897,-1.704,0.175,-0.605,-0.287,0.0288
1.4939,3.7094,0.29421,4279.63,0.137,0.248,621.7,649.33,20.788,19.164,-5.731,-1.887,0.241,-0.026,0.0
0.3795,1.0321,0.09089,3974.23,0.541,0.76,689.4,698.85,29.209,25.108,-3.612,0.307,-0.244,-0.11,0.01139
2.8417,2.091,0.08963,5109.72,0.866,0.723,708.9,727.99,37.574,36.496,-2.323,0.12,0.792,-0.794,0.03823
3.5047,1.6532,0.0758,4750.11,0.197,0.27,809.4,819.96,34.028,25.415,-4.274,-0.02,-0.141,-0.193,0.0021
1.3813,3.3391,0.01555,3635.79,0.306,0.367,840.2,846.93,33.98,29.687,-4.056,-1.937,0.297,-0.022,0.00423
2.0326,1.1252,0.09435,5125.31,0.408,0.554,715.8,728.32,23.435,28.626,-3.723,1.469,0.491,-0.988,0.00899
2.4926,1.2091,0.23289,738.93,0.275,0.569,724.7,748.6,29.223,26.977,-3.862,0.241,0.195,0.313,0.00064
2.7185,1.5205,0.21721,3339.93,0.327,0.482,762.5,784.57,31.813,27.489,-6.219,1.816,0.534,0.26,0.00326
2.1995,3.9559,0.29711,112.04,0.571,0.38,825.2,857.46,42.228,31.571,-4.561,-1.589,0.769,0.206,0.0
1.5582,0.3437,0.25274,1919.85,0.466,0.783,803.0,833.7,34.125,30.009,-2.512,2.083,0.447,0.186,0.00527
3.0853,1.6049,0.06964,1897.87,0.114,0.523,686.6,695.78,22.875,15.28,-4.945,0.442,-0.128,0.163,0.0
1.6111,0.1816,0.10574,5120.04,0.068,0.721,672.9,681.83,17.967,21.267,-5.351,1.399,-0.22,-0.2,0.0
2.3225,0.7113,0.17796,3186.47,0.32,0.528,739.9,761.94,28.046,23.902,-4.307,2.062,0.081,0.003,0.00546
0.7019,2.1238,0.23563,4841.01,0.842,0.601,601.5,636.55,29.785,23.865,-3.897,-0.484,0.033,0.389,0.0332
3.6762,1.0285,0.2249,6401.05,0.504,0.82,656.6,680.93,27.672,24.69,-5.947,0.825,0.038,0.142,0.0192
2.4839,2.603,0.02296,3449.44,0.865,0.739,631.8,646.72,27.305,27.164,-3.804,-0.01,-0.107,-0.31,0.0268
0.6063,3.4252,0.09219,336.58,0.544,0.654,848.3,864.17,40.741,34.793,-4.81,-1.223,-0.202,-0.125,0.0019
1.1347,2.8246,0.04702,3385.65,0.284,0.254,741.7,743.55,26.771,21.985,-4.586,-0.575,-0.372,0.08,0.00254
1.8896,0.446,0.206,6250.56,0.37,0.575,666.3,686.11,24.63,20.688,-3.671,1.747,-0.209,0.091,0.0066
0.1375,1.4544,0.25802,7132.62,0.041,0.469,719.4,741.83,19.16,23.583,-4.21,1.069,-0.326,0.295,0.0
2.6362,0.9539,0.12265,6943.88,0.769,0.38,652.8,673.66,29.567,27.555,-4.244,1.065,0.321,0.142,0.04107
1.6165,3.3989,0.20514,7358.87,0.157,0.745,764.5,787.71,29.164,22.538,-4.436,-2.169,0.633,0.036,0.0029
1.213,2.7744,0.09429,3648.8,0.162,0.131,633.6,646.67,19.608,16.756,-4.61,-0.217,0.442,0.114,0.0
0.1313,1.4132,0.15426,6940.25,0.465,0.52,843.2,864.68,43.089,29.649,-2.689,0.618,0.08,0.257,0.01427
2.6067,3.1536,0.15425,2252.97,0.395,0.18,602.5,617.51,17.289,15.682,-4.501,-1.632,-0.275,-0.443,0.00469
0.9106,2.655,0.14871,5114.41,0.467,0.382,695.5,708.48,29.146,25.452,-3.628,-0.909,-0.207,0.426,0.01168
1.9944,1.5171,0.17812,7057.92,0.653,0.429,703.4,726.28,32.686,25.974,-5.12,1.436,0.456,-0.016,0.03065
0.8896,0.0033,0.16983,4512.26,0.399,0.565,758.4,776.67,31.527,27.102,-2.566,1.515,-0.247,-0.078,0.00707
2.7803,2.4559,0.2136,6686.53,0.123,0.278,684.4,707.8,22.871,18.743,-5.515,0.094,0.411,0.045,0.00143
0.3691,0.1591,0.08786,1210.33,0.723,0.188,831.2,849.28,40.367,36.932,-4.318,0.388,-0.505,-0.079,0.00601
1.4861,2.3924,0.1953,4938.65,0.145,0.507,618.9,640.64,16.098,15.074,-7.331,-0.406,0.092,0.352,0.00025
1.0808,0.6094,0.01044,2149.55,0.835,0.882,698.9,709.53,32.983,30.848,-2.486,1.266,-0.783,-0.472,0.01552
0.9779,3.989,0.0826,3351.65,0.91,0.722,692.7,715.45,35.884,31.412,-3.522,-1.756,-0.517,0.147,0.02917
2.9522,1.9558,0.03812,5977.29,0.389,0.174,793.2,802.03,32.592,29.016,-3.985,-0.454,0.076,-0.276,0.01002
0.0606,1.49,0.10474,2414.39,0.447,0.577,782.6,796.69,36.002,28.602,-5.707,0.179,0.271,0.295,0.0039
1.0259,0.5409,0.1918,4121.32,0.695,0.454,680.2,709.79,29.911,21.102,-1.484,1.424,-0.479,0.441,0.02008
0.4316,1.6183,0.21898,3660.21,0.017,0.762,607.1,628.98,14.176,18.611,-4.511,-0.894,-0.001,0.326,0.00046
0.4676,1.7993,0.05379,4480.56,0.132,0.249,846.3,847.53,32.446,29.81,-4.329,0.642,0.174,-0.321,0.00108
1.1348,1.5424,0.03858,5636.34,0.922,0.628,680.4,695.41,34.588,27.951,-2.496,0.176,0.03,-0.504,0.04649
1.8424,1.6361,0.29804,5865.24,0.145,0.376,751.0,783.96,28.707,22.777,-3.688,0.159,0.006,-0.367,0.00322
0.9351,1.3125,0.19842,3056.27,0.462,0.843,805.0,827.43,33.951,29.389,-3.45,-0.053,0.311,0.069,0.00919
0.8635,3.5319,0.29725,1652.96,0.361,0.251,666.0,699.87,25.041,24.343,-3.017,-0.885,0.489,-0.047,0.00103
1.7232,1.928,0.09776,2120.52,0.185,0.846,652.4,661.31,19.783,16.986,-6.053,-0.558,-0.001,0.24,0.00032
0.1102,1.5777,0.14363,5542.19,0.402,0.376,684.9,700.28,25.92,21.959,-3.328,0.652,0.055,-0.056,0.0092
2.5118,3.7213,0.22041,6205.54,0.496,0.879,669.2,699.51,28.04,28.02,-5.259,-1.917,-0.276,-0.195,0.01572
1.418,1.9281,0.17691,3545.13,0.999,0.405,735.1,766.88,38.935,32.717,-3.521,-0.453,0.113,-0.042,0.03421
2.9828,3.3767,0.04988,3849.26,0.245,0.476,644.6,650.32,24.485,15.856,-5.383,-1.282,0.139,-0.194,0.00117
0.0187,3.5711,0.05003,1337.18,0.891,0.383,739.0,755.41,35.838,36.401,-0.69,1.334,-0.591,0.023,0.0111
0.7122,3.5294,0.05509,3448.74,0.479,0.65,686.2,696.11,25.515,23.597,-4.821,-1.011,-0.211,0.214,0.00744
0.3586,0.6792,0.29706,7083.57,0.633,0.745,643.1,678.91,27.248,27.693,-5.416,0.413,0.716,-0.287,0.02723
0.102,0.0499,0.271,1830.33,0.778,0.216,691.4,725.64,29.351,25.708,-4.906,-0.018,0.482,-0.097,0.01202
0.4008,2.7984,0.05455,1587.19,0.019,0.77,761.9,768.65,27.09,23.107,-5.36,0.09,-0.509,0.192,0.0
1.9629,3.7063,0.29536,1390.67,0.749,0.661,837.4,873.48,43.055,37.831,-5.282,-0.998,0.335,-0.346,0.00955
3.9583,2.4328,0.04266,701.17,0.593,0.36,676.0,686.21,29.752,18.685,-4.597,0.327,-0.214,-0.361,0.00101
0.5665,1.004,0.16006,1266.68,0.436,0.525,721.4,739.43,32.087,24.801,-4.213,0.807,0.327,-0.102,0.00212
1.7609,1.0681,0.27129,3595.97,0.254,0.485,654.4,679.51,25.641,24.026,-5.775,2.067,-0.028,0.14,0.00274
2.5023,0.5159,0.0329,484.1,0.788,0.579,722.5,734.01,34.989,29.356,-4.386,2.014,0.089,-0.241,0.00272
2.336,1.2883,0.12381,1576.11,0.607,0.172,813.5,831.81,39.681,29.421,-3.938,0.929,0.04,0.228,0.00561
2.866,1.1075,0.11173,556.87,0.113,0.75,756.3,767.46,28.159,22.663,-4.545,1.276,0.171,-0.116,0.0
1.5844,0.9986,0.05702,426.99,0.992,0.649,791.0,810.94,41.055,37.861,-2.248,1.701,0.148,-0.427,0.00499
2.9216,2.7139,0.29254,7471.72,0.079,0.229,601.8,629.66,15.778,11.583,-5.978,-1.648,0.372,0.19,9e-05
2.2693,3.6358,0.29831,1463.51,0.513,0.676,838.0,869.07,41.11,31.111,-4.729,-1.413,0.726,-0.038,0.00448
3.8912,1.056,0.03968,1288.18,0.253,0.788,703.9,707.82,21.494,19.706,-4.162,0.335,-0.428,-0.211,0.00042
2.4047,2.4882,0.11878,6137.33,0.505,0.313,730.8,744.49,31.124,24.376,-4.121,-0.453,0.33,-0.1,0.01425
0.7195,1.9277,0.04642,1512.87,0.809,0.784,627.3,641.52,33.868,25.37,-2.967,0.535,-0.603,-0.413,0.01033
0.8897,0.2624,0.15952,4765.44,0.634,0.702,714.6,735.0,34.508,27.996,-3.13,0.738,0.202,0.116,0.01918
2.6483,2.2325,0.1763,3266.34,0.677,0.169,612.8,638.11,28.723,23.926,-4.485,-1.502,-0.306,0.406,0.01407
0.7207,2.94,0.14111,1001.48,0.207,0.428,600.4,614.84,18.001,13.922,-4.93,-1.423,0.189,0.198,0.0
3.2417,2.5735,0.0452,7887.35,0.646,0.206,674.5,688.99,28.849,25.929,-2.393,-0.455,-0.536,-0.504,0.03199
1.9836,0.389,0.06631,1024.03,0.767,0.719,782.2,797.77,37.699,33.097,-4.97,2.378,0.107,0.038,0.00624
2.1073,2.6801,0.16979,5575.29,0.517,0.315,798.7,821.58,36.87,30.0,-3.986,-1.671,0.093,-0.079,0.01682
3.6335,2.2008,0.131,2150.55,0.939,0.176,777.8,805.83,40.829,39.623,-4.381,0.005,-0.485,-0.054,0.01847
3.832,3.1541,0.15587,5181.8,0.757,0.258,606.7,629.32,25.468,24.074,-2.9,0.551,-0.089,0.147,0.02953
2.8773,2.8814,0.17094,2052.33,0.417,0.562,666.6,687.74,26.814,24.692,-3.521,-1.139,-0.029,0.092,0.00228
2.8314,1.2209,0.00069,7984.89,0.81,0.217,717.0,726.29,31.564,27.543,-3.55,1.301,0.004,-0.728,0.05183
1.0321,3.917,0.09106,4843.44,0.138,0.591,836.5,847.89,32.071,27.534,-3.952,-1.784,0.188,-0.481,0.00192
3.0094,1.8391,0.07284,983.26,0.981,0.238,828.3,849.37,41.872,36.3,-3.827,0.973,-0.073,-0.215,0.00969
0.7867,2.9053,0.24364,4951.97,0.424,0.355,794.0,821.39,34.412,31.199,-4.709,-1.571,0.281,-0.27,0.00741
2.6394,2.0316,0.03564,6.58,0.036,0.117,743.0,743.03,21.142,22.732,-5.779,0.853,-0.32,0.023,0.0
3.1016,1.6906,0.20968,7452.91,0.042,0.564,720.1,740.97,23.218,19.678,-5.728,-0.139,0.263,-0.115,0.00162
3.3324,1.5347,0.05741,1021.06,0.75,0.247,647.1,659.84,27.919,23.763,-3.952,1.189,-0.479,-0.073,0.00586
0.0012,1.1181,0.23574,1444.21,0.017,0.363,831.8,854.93,30.631,26.058,-5.553,-0.062,-0.278,-0.146,0.0
2.7288,3.0168,0.27503,6007.95,0.571,0.353,607.4,639.69,19.88,23.162,-4.207,-1.276,-0.077,0.318,0.01977
0.4526,2.8453,0.03926,4248.52,0.459,0.421,717.8,726.54,28.976,23.515,-4.346,-0.928,-0.232,-0.023,0.00972
1.8801,3.0606,0.25194,4901.52,0.862,0.696,727.4,764.72,37.288,30.479,-4.471,-1.363,0.029,-0.486,0.03638
0.2804,2.8493,0.05629,5407.87,0.089,0.367,803.3,808.5,28.297,23.901,-5.216,0.752,0.44,-0.516,0.0
0.9637,2.6879,0.21383,7859.37,0.194,0.173,696.7,716.65,22.527,22.041,-4.855,-1.446,-0.211,-0.115,0.00182
2.7998,0.4026,0.21333,7931.04,0.246,0.618,798.0,820.16,26.833,30.023,-4.305,1.881,-0.259,0.217,0.00406
3.0249,0.8609,0.27886,1441.91,0.86,0.492,645.2,686.82,33.13,27.129,-5.021,1.803,0.421,0.176,0.01179
2.1704,2.133,0.21631,3512.79,0.604,0.608,701.1,725.3,30.516,28.042,-4.631,-1.155,0.219,-0.145,0.01507
0.8266,0.7151,0.22822,2855.82,0.371,0.502,722.0,747.1,28.779,24.501,-3.795,1.136,0.517,0.01,0.00582
0.1198,1.0269,0.21153,921.95,0.243,0.651,700.5,722.33,24.542,24.044,-2.892,-0.599,0.019,0.581,0.00263
2.2658,3.1416,0.25911,2979.45,0.161,0.2,723.6,753.56,26.39,22.436,-4.836,-1.807,0.454,0.064,0.0
0.9912,3.6852,0.11851,7578.44,0.5,0.283,759.6,774.16,29.535,26.806,-3.999,-1.193,0.168,0.333,0.01834
1.4206,1.5631,0.09413,724.63,0.511,0.153,615.8,630.55,25.472,21.0,-5.123,0.509,-0.253,0.253,0.00067
1.8126,0.9638,0.23732,3414.3,0.637,0.511,771.4,801.26,39.732,32.201,-6.32,1.659,0.124,0.047,0.01275
1.6286,1.232,0.12001,1779.43,0.83,0.631,622.9,642.49,27.328,25.842,-2.486,0.608,-0.172,-0.324,0.01013
0.6171,0.1169,0.05503,96.85,0.569,0.729,603.6,614.2,20.457,16.772,-4.079,1.095,-0.064,-0.039,0.00159
1.3483,0.8917,0.28842,2983.02,0.059,0.326,768.4,798.93,26.744,23.224,-3.434,0.975,0.516,0.131,0.0
3.0705,3.8665,0.15059,2414.02,0.805,0.784,746.2,773.99,37.865,32.549,-4.975,-1.969,-0.546,0.181,0.01531
0.2132,3.4997,0.0158,18.86,0.953,0.355,816.4,828.42,44.494,35.215,-2.298,-0.476,-0.976,-0.83,0.00107
0.537,3.2165,0.27944,7448.47,0.97,0.252,705.3,749.5,37.102,30.863,-3.418,-0.602,0.843,0.332,0.0713
1.5734,2.633,0.28494,600.71,0.789,0.422,616.5,652.15,30.438,24.875,-5.017,-0.559,0.109,0.516,0.00475
0.0926,1.3084,0.23906,247.47,0.738,0.562,656.5,688.61,31.625,23.259,-5.4,-0.764,0.276,0.27,0.00269
3.9455,1.2984,0.13132,959.88,0.293,0.545,740.9,755.4,29.585,21.884,-6.535,-0.599,-0.213,-0.153,0.00162
2.9468,0.8954,0.05159,7566.6,0.105,0.571,698.5,702.79,19.042,19.431,-4.512,0.545,0.152,-0.204,0.0013
0.208,0.1403,0.15891,4860.58,0.059,0.809,773.9,789.19,24.441,25.619,-2.824,0.21,0.041,-0.631,0.0
1.0548,0.9969,0.0144,1549.52,0.803,0.758,698.6,707.12,35.042,28.615,-2.9,0.843,-0.785,0.071,0.01122
0.3645,1.3032,0.1436,302.7,0.542,0.541,788.6,809.4,34.815,29.542,-5.783,0.464,-0.079,-0.037,0.0
2.995,0.6877,0.19603,5247.81,0.949,0.864,714.5,746.37,36.717,32.868,-3.728,1.047,0.209,-0.279,0.0468
3.7418,1.4883,0.28729,883.5,0.602,0.538,669.1,703.29,30.155,25.553,-4.386,-0.045,0.542,0.295,0.004
0.7,2.3846,0.22625,3341.18,0.021,0.697,809.1,832.58,29.51,24.921,-4.092,-0.798,0.159,0.595,0.00032
1.1163,3.2357,0.03836,6137.86,0.755,0.419,803.6,817.26,39.758,35.572,-1.384,-1.921,-0.921,-0.274,0.03557
3.4826,3.0714,0.11614,5806.2,0.929,0.266,761.2,783.08,37.472,36.19,-3.263,-0.884,-0.461,0.42,0.04991
3.3894,2.1994,0.02583,3426.93,0.541,0.379,777.4,789.14,34.163,27.794,-5.382,-0.696,-0.39,-0.21,0.00954
1.5332,0.2483,0.02882,5816.94,0.089,0.143,811.1,813.51,28.56,20.675,-3.416,1.869,0.658,0.059,0.0
0.3293,1.4952,0.08395,7959.92,0.086,0.353,700.0,707.38,23.404,19.349,-5.443,0.026,-0.094,-0.145,0.00085
0.9797,0.0308,0.27035,2590.83,0.723,0.804,808.9,844.55,39.92,31.906,-4.691,1.911,0.82,-0.448,0.01426
2.658,0.9722,0.04277,1171.77,0.377,0.517,826.4,833.15,36.052,25.482,-2.303,1.574,0.286,-0.196,0.00048
3.2817,3.3841,0.25068,3313.12,0.416,0.416,641.7,670.95,23.139,23.51,-4.089,-1.02,0.035,0.098,0.00565
0.7249,3.8082,0.03494,4375.78,0.589,0.751,659.9,665.88,27.377,22.766,-5.52,-1.45,-0.205,-0.604,0.0144
3.7481,0.0851,0.17311,4606.03,0.797,0.197,751.6,777.19,33.803,29.441,-3.859,-0.313,-0.175,0.147,0.03084
0.9042,2.1878,0.22805,952.57,0.003,0.759,840.7,861.21,31.201,27.761,-4.614,-0.161,0.09,-0.063,0.0
0.2068,3.3655,0.13093,5577.11,0.116,0.893,835.0,847.96,31.686,28.382,-3.364,0.355,0.272,0.397,0.0
3.0241,1.9846,0.12996,6266.74,0.596,0.761,741.5,756.34,33.7,32.587,-3.604,-0.607,-0.35,0.268,0.02284
3.9256,1.6463,0.25299,4975.66,0.205,0.204,848.4,875.26,35.76,32.035,-4.034,0.023,0.6,0.148,0.00358
0.3491,1.6204,0.01908,1718.64,0.456,0.285,762.9,764.4,34.005,28.015,-1.829,-0.214,-0.181,0.028,0.00288
2.0041,3.6395,0.2986,513.33,0.651,0.311,666.5,705.41,31.659,24.724,-4.521,-2.464,0.113,0.647,0.00331
1.2679,2.1763,0.25562,895.76,0.322,0.698,705.8,731.46,26.902,25.495,-4.582,-0.363,0.711,0.35,0.0014
1.6762,0.764,0.18072,4451.62,0.779,0.482,641.0,664.73,29.735,24.08,-5.304,1.127,0.16,0.254,0.0287
2.0554,2.4352,0.02611,7076.56,0.744,0.657,723.7,735.26,34.44,29.574,-4.225,-0.086,-0.765,-0.194,0.03949
0.1013,2.1717,0.24135,575.96,0.657,0.538,697.3,727.73,31.737,26.255,-4.342,-0.252,0.634,0.307,0.00294
2.0575,3.7891,0.18631,1155.79,0.565,0.546,674.8,700.58,29.581,24.81,-5.432,-1.948,0.026,-0.201,0.00265
2.1191,3.8596,0.19446,1350.18,0.436,0.814,812.1,837.98,37.038,29.468,-5.497,-3.081,0.301,0.027,0.00173
3.1926,1.0733,0.21591,2991.08,0.606,0.396,792.9,823.59,37.251,33.43,-4.198,1.063,-0.259,0.52,0.01262
2.6204,3.3804,0.175,4015.02,0.241,0.753,770.6,791.7,31.795,24.475,-4.341,-1.757,-0.305,-0.147,0.00246
2.9762,2.3333,0.236,7212.69,0.96,0.788,615.4,654.71,30.884,30.162,-4.642,-0.105,0.432,0.503,0.06694
0.7173,3.165,0.15254,220.62,0.055,0.593,662.0,678.28,19.745,17.447,-4.964,-0.261,0.235,-0.185,3e-05
0.4855,1.1907,0.16968,3626.72,0.759,0.307,678.3,706.84,30.48,25.984,-3.178,-0.551,-0.241,0.204,0.02111
3.3739,0.8958,0.19303,3245.41,0.316,0.41,766.3,787.55,28.295,25.4,-5.259,0.532,0.332,-0.407,0.00144
1.1799,3.4469,0.16072,7946.02,0.474,0.746,830.4,852.27,41.504,29.359,-3.971,-0.809,0.043,-0.054,0.01949
0.868,2.8242,0.12162,2050.3,0.476,0.452,640.5,654.03,22.567,20.349,-2.62,-0.504,0.116,-0.173,0.00507
2.1426,0.9099,0.0541,7551.19,0.487,0.164,825.5,830.5,36.437,33.719,-3.51,1.247,-0.782,-0.169,0.01886
1.6971,1.086,0.13529,2972.86,0.977,0.476,679.4,707.57,35.658,29.913,-3.898,1.31,0.219,-0.324,0.02854
3.7095,1.9894,0.1223,318.26,0.189,0.277,659.4,670.2,20.613,18.265,-5.058,-0.279,0.346,0.472,0.00176
0.3282,0.7383,0.05529,3734.99,0.506,0.742,672.2,682.87,27.108,22.032,-3.993,0.422,-0.25,-0.443,0.00818
3.4049,3.667,0.18227,3563.71,0.957,0.883,791.6,827.22,40.989,36.046,-3.102,-0.175,0.065,0.039,0.03134
0.8625,1.9627,0.19449,2146.74,0.654,0.846,632.8,657.41,27.184,18.828,-5.383,0.412,0.399,0.169,0.00783
0.6747,0.8299,0.09404,807.04,0.914,0.525,639.3,663.17,30.154,27.964,-4.02,0.257,-0.109,-1.355,0.00644
1.9645,0.5789,0.02711,2707.07,0.192,0.286,835.3,843.04,31.682,29.563,-3.94,2.02,-0.079,-0.031,0.00193
1.3629,2.2126,0.14697,2270.83,0.799,0.567,847.8,869.68,45.042,36.037,-3.301,-0.85,-0.214,-0.619,0.01494
0.8126,1.1316,0.03515,2220.59,0.009,0.861,662.9,665.16,16.166,15.141,-4.022,-0.245,-0.224,0.183,0.00063
2.8533,3.0981,0.14745,2366.8,0.699,0.859,680.8,701.74,28.787,22.69,-3.069,-0.859,-0.057,0.247,0.01193
0.8636,3.7284,0.04702,5716.44,0.411,0.812,624.1,631.34,23.882,20.593,-3.051,-0.891,-0.372,0.151,0.00903
