x_cm,y_cm,z_cm,damage_index,is_cracked
1.641,2.462,3.98,0.1982,1
1.641,2.462,4.082,0.0381,0
1.641,2.462,4.184,0.0,0
1.641,2.462,4.286,0.0013,0
1.641,2.462,4.388,0.0105,0
1.641,2.462,4.49,0.0078,0
1.641,2.462,4.592,0.0,0
1.641,2.462,4.694,0.0,0
1.641,2.462,4.796,0.0146,0
1.641,2.462,4.898,0.0,0
1.641,2.462,5.0,0.0001,0
1.641,2.564,0.0,0.0001,0
1.641,2.564,0.102,0.01,0
1.641,2.564,0.204,0.0023,0
1.641,2.564,0.306,0.0,0
1.641,2.564,0.408,0.0016,0
1.641,2.564,0.51,0.0127,0
1.641,2.564,0.612,0.0,0
1.641,2.564,0.714,0.0,0
1.641,2.564,0.816,0.0178,0
1.641,2.564,0.918,0.0385,0
1.641,2.564,1.02,0.1791,1
1.641,2.564,1.122,0.0356,0
1.641,2.564,1.224,0.0111,0
1.641,2.564,1.327,0.0,0
1.641,2.564,1.429,0.025,0
1.641,2.564,1.531,0.0004,0
1.641,2.564,1.633,0.0077,0
1.641,2.564,1.735,0.0023,0
1.641,2.564,1.837,0.023,0
1.641,2.564,1.939,0.0843,0
1.641,2.564,2.041,0.1337,0
1.641,2.564,2.143,0.0015,0
1.641,2.564,2.245,0.0,0
1.641,2.564,2.347,0.005,0
1.641,2.564,2.449,0.0,0
1.641,2.564,2.551,0.009,0
1.641,2.564,2.653,0.0,0
1.641,2.564,2.755,0.0,0
1.641,2.564,2.857,0.0174,0
1.641,2.564,2.959,0.126,0
1.641,2.564,3.061,0.0831,0
1.641,2.564,3.163,0.0185,0
1.641,2.564,3.265,0.0037,0
1.641,2.564,3.367,0.0,0
1.641,2.564,3.469,0.0,0
1.641,2.564,3.571,0.0003,0
1.641,2.564,3.673,0.0006,0
1.641,2.564,3.776,0.0,0
1.641,2.564,3.878,0.0205,0
1.641,2.564,3.98,0.1941,1
1.641,2.564,4.082,0.0465,0
1.641,2.564,4.184,0.0,0
1.641,2.564,4.286,0.0169,0
1.641,2.564,4.388,0.0,0
1.641,2.564,4.49,0.0067,0
1.641,2.564,4.592,0.0,0
1.641,2.564,4.694,0.0206,0
1.641,2.564,4.796,0.0,0
1.641,2.564,4.898,0.0,0
1.641,2.564,5.0,0.0,0
1.641,2.667,0.0,0.0,0
1.641,2.667,0.102,0.0019,0
1.641,2.667,0.204,0.0281,0
1.641,2.667,0.306,0.0,0
1.641,2.667,0.408,0.0027,0
1.641,2.667,0.51,0.0115,0
1.641,2.667,0.612,0.0185,0
1.641,2.667,0.714,0.0,0
1.641,2.667,0.816,0.0073,0
1.641,2.667,0.918,0.0718,0
1.641,2.667,1.02,0.2267,1
1.641,2.667,1.122,0.0158,0
1.641,2.667,1.224,0.0205,0
1.641,2.667,1.327,0.0,0
1.641,2.667,1.429,0.0105,0
1.641,2.667,1.531,0.0,0
1.641,2.667,1.633,0.0,0
1.641,2.667,1.735,0.0,0
1.641,2.667,1.837,0.0185,0
1.641,2.667,1.939,0.0792,0
1.641,2.667,2.041,0.1366,0
1.641,2.667,2.143,0.0266,0
1.641,2.667,2.245,0.0036,0
1.641,2.667,2.347,0.0077,0
1.641,2.667,2.449,0.0033,0
1.641,2.667,2.551,0.0,0
1.641,2.667,2.653,0.0,0
1.641,2.667,2.755,0.0133,0
1.641,2.667,2.857,0.0226,0
1.641,2.667,2.959,0.1454,0
1.641,2.667,3.061,0.0796,0
1.641,2.667,3.163,0.0102,0
1.641,2.667,3.265,0.0051,0
1.641,2.667,3.367,0.0,0
1.641,2.667,3.469,0.0,0
1.641,2.667,3.571,0.0004,0
1.641,2.667,3.673,0.0,0
1.641,2.667,3.776,0.009,0
1.641,2.667,3.878,0.0334,0
1.641,2.667,3.98,0.1964,1
1.641,2.667,4.082,0.0581,0
1.641,2.667,4.184,0.0021,0
1.641,2.667,4.286,0.0,0
1.641,2.667,4.388,0.0094,0
1.641,2.667,4.49,0.0,0
1.641,2.667,4.592,0.0,0
1.641,2.667,4.694,0.0048,0
1.641,2.667,4.796,0.0,0
1.641,2.667,4.898,0.0,0
1.641,2.667,5.0,0.0,0
1.641,2.769,0.0,0.0,0
1.641,2.769,0.102,0.0088,0
1.641,2.769,0.204,0.0121,0
1.641,2.769,0.306,0.0,0
1.641,2.769,0.408,0.0153,0
1.641,2.769,0.51,0.0116,0
1.641,2.769,0.612,0.0049,0
1.641,2.769,0.714,0.0049,0
1.641,2.769,0.816,0.0075,0
1.641,2.769,0.918,0.0674,0
1.641,2.769,1.02,0.2077,1
1.641,2.769,1.122,0.0398,0
1.641,2.769,1.224,0.025,0
1.641,2.769,1.327,0.0064,0
1.641,2.769,1.429,0.0082,0
1.641,2.769,1.531,0.0,0
1.641,2.769,1.633,0.0,0
1.641,2.769,1.735,0.0087,0
1.641,2.769,1.837,0.0056,0
1.641,2.769,1.939,0.1102,0
1.641,2.769,2.041,0.1313,0
1.641,2.769,2.143,0.0111,0
1.641,2.769,2.245,0.0036,0
1.641,2.769,2.347,0.0,0
1.641,2.769,2.449,0.0,0
1.641,2.769,2.551,0.0056,0
1.641,2.769,2.653,0.0023,0
1.641,2.769,2.755,0.0129,0
1.641,2.769,2.857,0.0306,0
1.641,2.769,2.959,0.1412,0
1.641,2.769,3.061,0.0874,0
1.641,2.769,3.163,0.0062,0
1.641,2.769,3.265,0.0157,0
1.641,2.769,3.367,0.0162,0
1.641,2.769,3.469,0.0,0
1.641,2.769,3.571,0.0079,0
1.641,2.769,3.673,0.01,0
1.641,2.769,3.776,0.0,0
1.641,2.769,3.878,0.028,0
1.641,2.769,3.98,0.2056,1
1.641,2.769,4.082,0.0537,0
1.641,2.769,4.184,0.0227,0
1.641,2.769,4.286,0.007,0
1.641,2.769,4.388,0.0158,0
1.641,2.769,4.49,0.0159,0
1.641,2.769,4.592,0.0,0
1.641,2.769,4.694,0.0,0
1.641,2.769,4.796,0.0201,0
1.641,2.769,4.898,0.0116,0
1.641,2.769,5.0,0.0,0
1.641,2.872,0.0,0.0016,0
1.641,2.872,0.102,0.0,0
1.641,2.872,0.204,0.0032,0
1.641,2.872,0.306,0.0,0
1.641,2.872,0.408,0.0,0
1.641,2.872,0.51,0.0042,0
1.641,2.872,0.612,0.0,0
1.641,2.872,0.714,0.0,0
1.641,2.872,0.816,0.0225,0
1.641,2.872,0.918,0.0629,0
1.641,2.872,1.02,0.1942,1
1.641,2.872,1.122,0.0348,0
1.641,2.872,1.224,0.0,0
1.641,2.872,1.327,0.004,0
1.641,2.872,1.429,0.0176,0
1.641,2.872,1.531,0.0052,0
1.641,2.872,1.633,0.0,0
1.641,2.872,1.735,0.0059,0
1.641,2.872,1.837,0.0089,0
1.641,2.872,1.939,0.0942,0
1.641,2.872,2.041,0.1401,0
1.641,2.872,2.143,0.0297,0
1.641,2.872,2.245,0.0071,0
1.641,2.872,2.347,0.002,0
1.641,2.872,2.449,0.0087,0
1.641,2.872,2.551,0.0,0
1.641,2.872,2.653,0.0032,0
1.641,2.872,2.755,0.0046,0
1.641,2.872,2.857,0.0205,0
1.641,2.872,2.959,0.1361,0
1.641,2.872,3.061,0.0773,0
1.641,2.872,3.163,0.0163,0
1.641,2.872,3.265,0.0156,0
1.641,2.872,3.367,0.0,0
1.641,2.872,3.469,0.0083,0
1.641,2.872,3.571,0.0,0
1.641,2.872,3.673,0.0095,0
1.641,2.872,3.776,0.0007,0
1.641,2.872,3.878,0.0149,0
1.641,2.872,3.98,0.1756,1
1.641,2.872,4.082,0.0672,0
1.641,2.872,4.184,0.0024,0
1.641,2.872,4.286,0.0,0
1.641,2.872,4.388,0.0124,0
1.641,2.872,4.49,0.0024,0
1.641,2.872,4.592,0.0186,0
1.641,2.872,4.694,0.01,0
1.641,2.872,4.796,0.0,0
1.641,2.872,4.898,0.0204,0
1.641,2.872,5.0,0.0049,0
1.641,2.974,0.0,0.0125,0
1.641,2.974,0.102,0.0,0
1.641,2.974,0.204,0.0081,0
1.641,2.974,0.306,0.0094,0
1.641,2.974,0.408,0.0101,0
1.641,2.974,0.51,0.0158,0
1.641,2.974,0.612,0.0,0
1.641,2.974,0.714,0.0,0
1.641,2.974,0.816,0.0142,0
1.641,2.974,0.918,0.0627,0
1.641,2.974,1.02,0.1919,1
1.641,2.974,1.122,0.0219,0
1.641,2.974,1.224,0.0,0
1.641,2.974,1.327,0.0037,0
1.641,2.974,1.429,0.0,0
1.641,2.974,1.531,0.0103,0
1.641,2.974,1.633,0.0037,0
1.641,2.974,1.735,0.0083,0
1.641,2.974,1.837,0.0267,0
1.641,2.974,1.939,0.0875,0
1.641,2.974,2.041,0.1166,0
1.641,2.974,2.143,0.0136,0
1.641,2.974,2.245,0.0201,0
1.641,2.974,2.347,0.0009,0
1.641,2.974,2.449,0.0,0
1.641,2.974,2.551,0.0029,0
1.641,2.974,2.653,0.0,0
1.641,2.974,2.755,0.0062,0
1.641,2.974,2.857,0.029,0
1.641,2.974,2.959,0.1231,0
1.641,2.974,3.061,0.0854,0
1.641,2.974,3.163,0.0038,0
1.641,2.974,3.265,0.0,0
1.641,2.974,3.367,0.014,0
1.641,2.974,3.469,0.0109,0
1.641,2.974,3.571,0.0,0
1.641,2.974,3.673,0.0237,0
1.641,2.974,3.776,0.0133,0
1.641,2.974,3.878,0.0291,0
1.641,2.974,3.98,0.2083,1
1.641,2.974,4.082,0.0834,0
1.641,2.974,4.184,0.0013,0
1.641,2.974,4.286,0.0011,0
1.641,2.974,4.388,0.0069,0
1.641,2.974,4.49,0.0,0
1.641,2.974,4.592,0.0,0
1.641,2.974,4.694,0.0,0
1.641,2.974,4.796,0.0,0
1.641,2.974,4.898,0.0067,0
1.641,2.974,5.0,0.0121,0
1.641,3.077,0.0,0.0047,0
1.641,3.077,0.102,0.0085,0
1.641,3.077,0.204,0.0028,0
1.641,3.077,0.306,0.0,0
1.641,3.077,0.408,0.0,0
1.641,3.077,0.51,0.0279,0
1.641,3.077,0.612,0.0003,0
1.641,3.077,0.714,0.0226,0
1.641,3.077,0.816,0.0277,0
1.641,3.077,0.918,0.0574,0
1.641,3.077,1.02,0.1959,1
1.641,3.077,1.122,0.0289,0
1.641,3.077,1.224,0.0319,0
1.641,3.077,1.327,0.003,0
1.641,3.077,1.429,0.0121,0
1.641,3.077,1.531,0.0,0
1.641,3.077,1.633,0.008,0
1.641,3.077,1.735,0.016,0
1.641,3.077,1.837,0.0343,0
1.641,3.077,1.939,0.0995,0
1.641,3.077,2.041,0.144,0
1.641,3.077,2.143,0.0169,0
1.641,3.077,2.245,0.0271,0
1.641,3.077,2.347,0.0013,0
1.641,3.077,2.449,0.0,0
1.641,3.077,2.551,0.0,0
1.641,3.077,2.653,0.0,0
1.641,3.077,2.755,0.0156,0
1.641,3.077,2.857,0.0121,0
1.641,3.077,2.959,0.1542,1
1.641,3.077,3.061,0.1166,0
1.641,3.077,3.163,0.0103,0
1.641,3.077,3.265,0.0089,0
1.641,3.077,3.367,0.0169,0
1.641,3.077,3.469,0.0,0
1.641,3.077,3.571,0.0,0
1.641,3.077,3.673,0.0113,0
1.641,3.077,3.776,0.017,0
1.641,3.077,3.878,0.042,0
1.641,3.077,3.98,0.2135,1
1.641,3.077,4.082,0.0527,0
1.641,3.077,4.184,0.0018,0
1.641,3.077,4.286,0.0117,0
1.641,3.077,4.388,0.0039,0
1.641,3.077,4.49,0.0,0
1.641,3.077,4.592,0.0,0
1.641,3.077,4.694,0.0089,0
1.641,3.077,4.796,0.0,0
1.641,3.077,4.898,0.0208,0
1.641,3.077,5.0,0.0012,0
1.641,3.179,0.0,0.0085,0
1.641,3.179,0.102,0.0,0
1.641,3.179,0.204,0.0079,0
1.641,3.179,0.306,0.0165,0
1.641,3.179,0.408,0.0,0
1.641,3.179,0.51,0.0134,0
1.641,3.179,0.612,0.0,0
1.641,3.179,0.714,0.0015,0
1.641,3.179,0.816,0.0231,0
1.641,3.179,0.918,0.072,0
1.641,3.179,1.02,0.2037,1
1.641,3.179,1.122,0.0285,0
1.641,3.179,1.224,0.0,0
1.641,3.179,1.327,0.015,0
1.641,3.179,1.429,0.0,0
1.641,3.179,1.531,0.0015,0
1.641,3.179,1.633,0.0137,0
1.641,3.179,1.735,0.0276,0
1.641,3.179,1.837,0.0174,0
1.641,3.179,1.939,0.0714,0
1.641,3.179,2.041,0.1301,0
1.641,3.179,2.143,0.0041,0
1.641,3.179,2.245,0.0007,0
1.641,3.179,2.347,0.008,0
1.641,3.179,2.449,0.0242,0
1.641,3.179,2.551,0.0059,0
1.641,3.179,2.653,0.0183,0
1.641,3.179,2.755,0.0171,0
1.641,3.179,2.857,0.0188,0
1.641,3.179,2.959,0.1436,0
1.641,3.179,3.061,0.0692,0
1.641,3.179,3.163,0.0307,0
1.641,3.179,3.265,0.0001,0
1.641,3.179,3.367,0.0114,0
1.641,3.179,3.469,0.006,0
1.641,3.179,3.571,0.0,0
1.641,3.179,3.673,0.0076,0
1.641,3.179,3.776,0.0134,0
1.641,3.179,3.878,0.038,0
1.641,3.179,3.98,0.2162,1
1.641,3.179,4.082,0.0596,0
1.641,3.179,4.184,0.0089,0
1.641,3.179,4.286,0.0084,0
1.641,3.179,4.388,0.0178,0
1.641,3.179,4.49,0.0193,0
1.641,3.179,4.592,0.0,0
1.641,3.179,4.694,0.0092,0
1.641,3.179,4.796,0.0256,0
1.641,3.179,4.898,0.0097,0
1.641,3.179,5.0,0.0,0
1.641,3.282,0.0,0.0275,0
1.641,3.282,0.102,0.0089,0
1.641,3.282,0.204,0.0172,0
1.641,3.282,0.306,0.0145,0
1.641,3.282,0.408,0.0116,0
1.641,3.282,0.51,0.0,0
1.641,3.282,0.612,0.0118,0
1.641,3.282,0.714,0.0019,0
1.641,3.282,0.816,0.0263,0
1.641,3.282,0.918,0.0684,0
1.641,3.282,1.02,0.2049,1
1.641,3.282,1.122,0.0282,0
1.641,3.282,1.224,0.0212,0
1.641,3.282,1.327,0.0092,0
1.641,3.282,1.429,0.007,0
1.641,3.282,1.531,0.0077,0
1.641,3.282,1.633,0.0,0
1.641,3.282,1.735,0.012,0
1.641,3.282,1.837,0.0227,0
1.641,3.282,1.939,0.0945,0
1.641,3.282,2.041,0.1422,0
1.641,3.282,2.143,0.0249,0
1.641,3.282,2.245,0.0,0
1.641,3.282,2.347,0.0082,0
1.641,3.282,2.449,0.0,0
1.641,3.282,2.551,0.0151,0
1.641,3.282,2.653,0.0064,0
1.641,3.282,2.755,0.0,0
1.641,3.282,2.857,0.0353,0
1.641,3.282,2.959,0.1341,0
1.641,3.282,3.061,0.0953,0
1.641,3.282,3.163,0.0179,0
1.641,3.282,3.265,0.0,0
1.641,3.282,3.367,0.0,0
1.641,3.282,3.469,0.0134,0
1.641,3.282,3.571,0.0,0
1.641,3.282,3.673,0.0166,0
1.641,3.282,3.776,0.0067,0
1.641,3.282,3.878,0.0211,0
1.641,3.282,3.98,0.2017,1
1.641,3.282,4.082,0.0612,0
1.641,3.282,4.184,0.0,0
1.641,3.282,4.286,0.0032,0
1.641,3.282,4.388,0.0199,0
1.641,3.282,4.49,0.0275,0
1.641,3.282,4.592,0.0085,0
1.641,3.282,4.694,0.0134,0
1.641,3.282,4.796,0.0,0
1.641,3.282,4.898,0.0015,0
1.641,3.282,5.0,0.0042,0
1.641,3.385,0.0,0.0222,0
1.641,3.385,0.102,0.02,0
1.641,3.385,0.204,0.0,0
1.641,3.385,0.306,0.0052,0
1.641,3.385,0.408,0.0179,0
1.641,3.385,0.51,0.0,0
1.641,3.385,0.612,0.0,0
1.641,3.385,0.714,0.0004,0
1.641,3.385,0.816,0.0147,0
1.641,3.385,0.918,0.0747,0
1.641,3.385,1.02,0.2208,1
1.641,3.385,1.122,0.0343,0
1.641,3.385,1.224,0.0188,0
1.641,3.385,1.327,0.0,0
1.641,3.385,1.429,0.0244,0
1.641,3.385,1.531,0.0208,0
1.641,3.385,1.633,0.0253,0
1.641,3.385,1.735,0.0091,0
1.641,3.385,1.837,0.0201,0
1.641,3.385,1.939,0.0881,0
1.641,3.385,2.041,0.143,0
1.641,3.385,2.143,0.0342,0
1.641,3.385,2.245,0.0312,0
1.641,3.385,2.347,0.0118,0
1.641,3.385,2.449,0.0081,0
1.641,3.385,2.551,0.036,0
1.641,3.385,2.653,0.0029,0
1.641,3.385,2.755,0.0202,0
1.641,3.385,2.857,0.0368,0
1.641,3.385,2.959,0.1346,0
1.641,3.385,3.061,0.0953,0
1.641,3.385,3.163,0.0186,0
1.641,3.385,3.265,0.0252,0
1.641,3.385,3.367,0.0189,0
1.641,3.385,3.469,0.0267,0
1.641,3.385,3.571,0.0121,0
1.641,3.385,3.673,0.0049,0
1.641,3.385,3.776,0.0116,0
1.641,3.385,3.878,0.0406,0
1.641,3.385,3.98,0.2231,1
1.641,3.385,4.082,0.0541,0
1.641,3.385,4.184,0.036,0
1.641,3.385,4.286,0.0166,0
1.641,3.385,4.388,0.0152,0
1.641,3.385,4.49,0.0217,0
1.641,3.385,4.592,0.0079,0
1.641,3.385,4.694,0.0215,0
1.641,3.385,4.796,0.0056,0
1.641,3.385,4.898,0.0186,0
1.641,3.385,5.0,0.0319,0
1.641,3.487,0.0,0.014,0
1.641,3.487,0.102,0.0112,0
1.641,3.487,0.204,0.0073,0
1.641,3.487,0.306,0.0216,0
1.641,3.487,0.408,0.0122,0
1.641,3.487,0.51,0.0228,0
1.641,3.487,0.612,0.0031,0
1.641,3.487,0.714,0.0242,0
1.641,3.487,0.816,0.0183,0
1.641,3.487,0.918,0.0647,0
1.641,3.487,1.02,0.228,1
1.641,3.487,1.122,0.0429,0
1.641,3.487,1.224,0.0248,0
1.641,3.487,1.327,0.0153,0
1.641,3.487,1.429,0.053,0
1.641,3.487,1.531,0.0326,0
1.641,3.487,1.633,0.0022,0
1.641,3.487,1.735,0.006,0
1.641,3.487,1.837,0.0331,0
1.641,3.487,1.939,0.1074,0
1.641,3.487,2.041,0.1511,1
1.641,3.487,2.143,0.0257,0
1.641,3.487,2.245,0.0058,0
1.641,3.487,2.347,0.0161,0
1.641,3.487,2.449,0.0249,0
1.641,3.487,2.551,0.0,0
1.641,3.487,2.653,0.0006,0
1.641,3.487,2.755,0.0132,0
1.641,3.487,2.857,0.0509,0
1.641,3.487,2.959,0.1572,1
1.641,3.487,3.061,0.0989,0
1.641,3.487,3.163,0.0351,0
1.641,3.487,3.265,0.0219,0
1.641,3.487,3.367,0.0288,0
1.641,3.487,3.469,0.0275,0
1.641,3.487,3.571,0.0121,0
1.641,3.487,3.673,0.0264,0
1.641,3.487,3.776,0.0213,0
1.641,3.487,3.878,0.0406,0
1.641,3.487,3.98,0.2164,1
1.641,3.487,4.082,0.0948,0
1.641,3.487,4.184,0.0425,0
1.641,3.487,4.286,0.0228,0
1.641,3.487,4.388,0.0179,0
1.641,3.487,4.49,0.0171,0
1.641,3.487,4.592,0.0155,0
1.641,3.487,4.694,0.0207,0
1.641,3.487,4.796,0.0,0
1.641,3.487,4.898,0.0044,0
1.641,3.487,5.0,0.0218,0
1.641,3.59,0.0,0.0345,0
1.641,3.59,0.102,0.0359,0
1.641,3.59,0.204,0.0198,0
1.641,3.59,0.306,0.0223,0
1.641,3.59,0.408,0.0458,0
1.641,3.59,0.51,0.0302,0
1.641,3.59,0.612,0.033,0
1.641,3.59,0.714,0.0184,0
1.641,3.59,0.816,0.037,0
1.641,3.59,0.918,0.0721,0
1.641,3.59,1.02,0.2272,1
1.641,3.59,1.122,0.0487,0
1.641,3.59,1.224,0.0351,0
1.641,3.59,1.327,0.0275,0
1.641,3.59,1.429,0.0103,0
1.641,3.59,1.531,0.0316,0
1.641,3.59,1.633,0.0227,0
1.641,3.59,1.735,0.0114,0
1.641,3.59,1.837,0.0202,0
1.641,3.59,1.939,0.0952,0
1.641,3.59,2.041,0.1666,1
1.641,3.59,2.143,0.0465,0
1.641,3.59,2.245,0.0085,0
1.641,3.59,2.347,0.0216,0
1.641,3.59,2.449,0.02,0
1.641,3.59,2.551,0.0246,0
1.641,3.59,2.653,0.0323,0
1.641,3.59,2.755,0.0185,0
1.641,3.59,2.857,0.0371,0
1.641,3.59,2.959,0.1492,0
1.641,3.59,3.061,0.1331,0
1.641,3.59,3.163,0.0443,0
1.641,3.59,3.265,0.0227,0
1.641,3.59,3.367,0.0304,0
1.641,3.59,3.469,0.0057,0
1.641,3.59,3.571,0.0263,0
1.641,3.59,3.673,0.0178,0
1.641,3.59,3.776,0.0242,0
1.641,3.59,3.878,0.0367,0
1.641,3.59,3.98,0.2296,1
1.641,3.59,4.082,0.081,0
1.641,3.59,4.184,0.0254,0
1.641,3.59,4.286,0.0158,0
1.641,3.59,4.388,0.0365,0
1.641,3.59,4.49,0.0496,0
1.641,3.59,4.592,0.0377,0
1.641,3.59,4.694,0.0311,0
1.641,3.59,4.796,0.0254,0
1.641,3.59,4.898,0.0458,0
1.641,3.59,5.0,0.0341,0
1.641,3.692,0.0,0.0249,0
1.641,3.692,0.102,0.0302,0
1.641,3.692,0.204,0.0342,0
1.641,3.692,0.306,0.0456,0
1.641,3.692,0.408,0.0321,0
1.641,3.692,0.51,0.0264,0
1.641,3.692,0.612,0.0246,0
1.641,3.692,0.714,0.033,0
1.641,3.692,0.816,0.0385,0
1.641,3.692,0.918,0.0798,0
1.641,3.692,1.02,0.2467,1
1.641,3.692,1.122,0.037,0
1.641,3.692,1.224,0.0368,0
1.641,3.692,1.327,0.0416,0
1.641,3.692,1.429,0.0362,0
1.641,3.692,1.531,0.0452,0
1.641,3.692,1.633,0.0255,0
1.641,3.692,1.735,0.0304,0
1.641,3.692,1.837,0.0564,0
1.641,3.692,1.939,0.1135,0
1.641,3.692,2.041,0.1789,1
1.641,3.692,2.143,0.0444,0
1.641,3.692,2.245,0.0442,0
1.641,3.692,2.347,0.0231,0
1.641,3.692,2.449,0.0404,0
1.641,3.692,2.551,0.0457,0
1.641,3.692,2.653,0.0315,0
1.641,3.692,2.755,0.0479,0
1.641,3.692,2.857,0.065,0
1.641,3.692,2.959,0.1554,1
1.641,3.692,3.061,0.1265,0
1.641,3.692,3.163,0.0455,0
1.641,3.692,3.265,0.0397,0
1.641,3.692,3.367,0.0403,0
1.641,3.692,3.469,0.022,0
1.641,3.692,3.571,0.0358,0
1.641,3.692,3.673,0.0387,0
1.641,3.692,3.776,0.0382,0
1.641,3.692,3.878,0.0568,0
1.641,3.692,3.98,0.2347,1
1.641,3.692,4.082,0.0911,0
1.641,3.692,4.184,0.0473,0
1.641,3.692,4.286,0.0404,0
1.641,3.692,4.388,0.0366,0
1.641,3.692,4.49,0.0562,0
1.641,3.692,4.592,0.0408,0
1.641,3.692,4.694,0.0516,0
1.641,3.692,4.796,0.0321,0
1.641,3.692,4.898,0.0451,0
1.641,3.692,5.0,0.022,0
1.641,3.795,0.0,0.0521,0
1.641,3.795,0.102,0.0377,0
1.641,3.795,0.204,0.0443,0
1.641,3.795,0.306,0.0495,0
1.641,3.795,0.408,0.064,0
1.641,3.795,0.51,0.0585,0
1.641,3.795,0.612,0.0634,0
1.641,3.795,0.714,0.0492,0
1.641,3.795,0.816,0.0622,0
1.641,3.795,0.918,0.1042,0
1.641,3.795,1.02,0.2519,1
1.641,3.795,1.122,0.0959,0
1.641,3.795,1.224,0.0624,0
1.641,3.795,1.327,0.0447,0
1.641,3.795,1.429,0.0463,0
1.641,3.795,1.531,0.0532,0
1.641,3.795,1.633,0.0485,0
1.641,3.795,1.735,0.054,0
1.641,3.795,1.837,0.0613,0
1.641,3.795,1.939,0.1396,0
1.641,3.795,2.041,0.198,1
1.641,3.795,2.143,0.0572,0
1.641,3.795,2.245,0.0481,0
1.641,3.795,2.347,0.0464,0
1.641,3.795,2.449,0.0494,0
1.641,3.795,2.551,0.0635,0
1.641,3.795,2.653,0.0723,0
1.641,3.795,2.755,0.0672,0
1.641,3.795,2.857,0.0579,0
1.641,3.795,2.959,0.1933,1
1.641,3.795,3.061,0.1246,0
1.641,3.795,3.163,0.0635,0
1.641,3.795,3.265,0.0499,0
1.641,3.795,3.367,0.0394,0
1.641,3.795,3.469,0.0432,0
1.641,3.795,3.571,0.0608,0
1.641,3.795,3.673,0.0415,0
1.641,3.795,3.776,0.055,0
1.641,3.795,3.878,0.0568,0
1.641,3.795,3.98,0.2395,1
1.641,3.795,4.082,0.1016,0
1.641,3.795,4.184,0.0586,0
1.641,3.795,4.286,0.0644,0
1.641,3.795,4.388,0.0674,0
1.641,3.795,4.49,0.0504,0
1.641,3.795,4.592,0.0681,0
1.641,3.795,4.694,0.0425,0
1.641,3.795,4.796,0.0486,0
1.641,3.795,4.898,0.0407,0
1.641,3.795,5.0,0.0453,0
1.641,3.897,0.0,0.0434,0
1.641,3.897,0.102,0.0734,0
1.641,3.897,0.204,0.0646,0
1.641,3.897,0.306,0.0607,0
1.641,3.897,0.408,0.0737,0
1.641,3.897,0.51,0.0573,0
1.641,3.897,0.612,0.0912,0
1.641,3.897,0.714,0.0739,0
1.641,3.897,0.816,0.0816,0
1.641,3.897,0.918,0.1341,0
1.641,3.897,1.02,0.2831,1
1.641,3.897,1.122,0.0874,0
1.641,3.897,1.224,0.0753,0
1.641,3.897,1.327,0.0674,0
1.641,3.897,1.429,0.0703,0
1.641,3.897,1.531,0.0536,0
1.641,3.897,1.633,0.0759,0
1.641,3.897,1.735,0.0669,0
1.641,3.897,1.837,0.0823,0
1.641,3.897,1.939,0.1631,1
1.641,3.897,2.041,0.2143,1
1.641,3.897,2.143,0.071,0
1.641,3.897,2.245,0.0587,0
1.641,3.897,2.347,0.0708,0
1.641,3.897,2.449,0.0702,0
1.641,3.897,2.551,0.0893,0
1.641,3.897,2.653,0.0651,0
1.641,3.897,2.755,0.0742,0
1.641,3.897,2.857,0.0942,0
1.641,3.897,2.959,0.199,1
1.641,3.897,3.061,0.1568,1
1.641,3.897,3.163,0.078,0
1.641,3.897,3.265,0.078,0
1.641,3.897,3.367,0.0768,0
1.641,3.897,3.469,0.0617,0
1.641,3.897,3.571,0.0785,0
1.641,3.897,3.673,0.0573,0
1.641,3.897,3.776,0.0878,0
1.641,3.897,3.878,0.1065,0
1.641,3.897,3.98,0.2725,1
1.641,3.897,4.082,0.1347,0
1.641,3.897,4.184,0.0655,0
1.641,3.897,4.286,0.0555,0
1.641,3.897,4.388,0.0619,0
1.641,3.897,4.49,0.0622,0
1.641,3.897,4.592,0.0659,0
1.641,3.897,4.694,0.0693,0
1.641,3.897,4.796,0.0712,0
1.641,3.897,4.898,0.0605,0
1.641,3.897,5.0,0.0606,0
1.641,4.0,0.0,0.0917,0
1.641,4.0,0.102,0.1024,0
1.641,4.0,0.204,0.1078,0
1.641,4.0,0.306,0.1139,0
1.641,4.0,0.408,0.1248,0
1.641,4.0,0.51,0.0977,0
1.641,4.0,0.612,0.0839,0
1.641,4.0,0.714,0.1113,0
1.641,4.0,0.816,0.1089,0
1.641,4.0,0.918,0.1549,1
1.641,4.0,1.02,0.2942,1
1.641,4.0,1.122,0.1278,0
1.641,4.0,1.224,0.0961,0
1.641,4.0,1.327,0.0981,0
1.641,4.0,1.429,0.1041,0
1.641,4.0,1.531,0.1142,0
1.641,4.0,1.633,0.1051,0
1.641,4.0,1.735,0.105,0
1.641,4.0,1.837,0.1114,0
1.641,4.0,1.939,0.1789,1
1.641,4.0,2.041,0.2392,1
1.641,4.0,2.143,0.1278,0
1.641,4.0,2.245,0.116,0
1.641,4.0,2.347,0.0805,0
1.641,4.0,2.449,0.1054,0
1.641,4.0,2.551,0.1001,0
1.641,4.0,2.653,0.0984,0
1.641,4.0,2.755,0.1143,0
1.641,4.0,2.857,0.108,0
1.641,4.0,2.959,0.2321,1
1.641,4.0,3.061,0.175,1
1.641,4.0,3.163,0.1145,0
1.641,4.0,3.265,0.094,0
