Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-1.50282,51.18491,Swelling_Clay,0.636,0.263,0.076,0.366,Moderate,1.5,55.6,Steel,6
-1.60045,51.43749,Running_Sand,0.085,0.13,0.558,0.219,Low,4.9,72.6,Cast_Iron,94
-0.4222,53.22423,Running_Sand,0.047,0.19,0.532,0.218,Low,14.1,39.8,Steel,36
-0.24924,52.52172,Dense_Sand,0.036,0.127,0.122,0.09,Low,9.8,8.4,Cast_Iron,74
1.27979,53.37571,Compressible_Ground,0.389,0.874,0.506,0.588,High,10.2,8.1,Steel,47
-1.71772,53.49688,Compressible_Ground,0.213,0.852,0.586,0.53,High,4.3,4.6,Steel,70
0.0667,51.92965,Swelling_Clay,0.857,0.366,0.057,0.485,Moderate,14.6,88.2,Concrete,21
0.76904,51.74701,Swelling_Clay,0.766,0.24,0.101,0.416,Moderate,7.9,117.0,PVC,11
-0.25903,53.14589,Firm_Clay,0.501,0.103,0.102,0.262,Low,8.5,83.5,Concrete,119
-1.47999,53.49653,Swelling_Clay,0.706,0.273,0.063,0.393,Moderate,8.3,109.6,Cast_Iron,90
-1.4498,52.5741,Firm_Clay,0.522,0.16,0.078,0.284,Low,5.2,5.8,Concrete,112
-2.34299,52.98785,Firm_Clay,0.539,0.111,0.15,0.292,Low,10.6,8.7,PVC,103
-1.27822,52.95436,Running_Sand,0.072,0.334,0.596,0.295,Low,4.2,18.3,PVC,100
0.47841,51.88835,Dense_Sand,0.017,0.066,0.27,0.097,Low,11.8,34.8,Cast_Iron,42
-2.30993,52.43568,Compressible_Ground,0.33,0.736,0.588,0.536,High,11.6,11.7,Steel,70
-1.62282,53.08264,Compressible_Ground,0.363,0.815,0.44,0.54,High,12.2,73.0,Steel,60
0.32493,52.72028,Dense_Sand,0.044,0.163,0.295,0.148,Low,14.4,15.5,Steel,44
0.63061,51.05291,Dense_Sand,0.046,0.166,0.332,0.159,Low,1.4,49.4,Steel,17
-0.67873,51.84176,Swelling_Clay,0.751,0.247,0.069,0.404,Moderate,0.7,49.7,Concrete,21
0.2923,51.36119,Swelling_Clay,0.632,0.297,0.075,0.375,Moderate,14.2,19.3,PVC,82
-0.94819,51.58243,Swelling_Clay,0.852,0.394,0.157,0.518,High,9.7,146.1,Cast_Iron,7
-1.86035,53.26372,Compressible_Ground,0.497,0.891,0.477,0.63,High,10.1,52.3,Concrete,42
-0.9074,51.09223,Dense_Sand,0.048,0.13,0.195,0.114,Low,11.5,37.2,Cast_Iron,55
-0.18013,51.5495,Running_Sand,0.076,0.32,0.566,0.284,Low,14.4,12.7,Concrete,52
1.29221,51.77392,Compressible_Ground,0.234,0.811,0.413,0.481,Moderate,5.6,87.7,PVC,108
-2.225,52.54221,Dense_Sand,0.042,0.136,0.347,0.151,Low,9.0,2.8,Concrete,36
-0.47042,52.33525,Running_Sand,0.089,0.352,0.638,0.319,Moderate,9.5,33.6,Concrete,95
-1.18432,51.54567,Compressible_Ground,0.485,0.944,0.56,0.664,High,13.7,12.2,PVC,16
-0.46675,51.4106,Dense_Sand,0.038,0.194,0.243,0.144,Low,1.7,45.5,Concrete,16
-2.4041,51.592,Firm_Clay,0.366,0.179,0.098,0.233,Low,5.9,23.5,Cast_Iron,25
-1.2479,52.25632,Firm_Clay,0.582,0.25,0.02,0.325,Moderate,11.6,67.3,Steel,84
0.77947,51.67794,Running_Sand,0.043,0.282,0.681,0.286,Low,11.8,27.7,Steel,93
-0.28423,53.36901,Firm_Clay,0.593,0.148,0.113,0.317,Moderate,2.6,20.0,Cast_Iron,49
-0.69767,52.15966,Swelling_Clay,0.658,0.335,0.074,0.399,Moderate,8.6,54.5,PVC,44
-1.3579,51.14699,Running_Sand,0.088,0.156,0.59,0.237,Low,10.1,31.6,PVC,62
-1.30783,52.82317,Dense_Sand,0.015,0.171,0.254,0.129,Low,2.5,23.4,Steel,89
-0.96759,51.82211,Compressible_Ground,0.371,0.638,0.412,0.474,Moderate,4.0,36.4,Steel,17
0.84228,52.63372,Firm_Clay,0.431,0.187,0.138,0.272,Low,8.9,41.8,Concrete,95
1.36885,51.69899,Running_Sand,0.065,0.273,0.659,0.286,Low,14.9,106.8,Cast_Iron,32
-0.74538,52.42686,Swelling_Clay,0.761,0.339,0.078,0.442,Moderate,4.9,74.4,PVC,16
-0.92659,52.93038,Firm_Clay,0.565,0.13,0.086,0.293,Low,9.9,36.4,Steel,73
0.8862,53.32002,Swelling_Clay,0.897,0.235,0.069,0.458,Moderate,2.4,57.2,Steel,33
-0.79238,51.65282,Firm_Clay,0.52,0.181,0.102,0.297,Low,11.7,39.7,PVC,50
-0.29193,51.83714,Swelling_Clay,0.626,0.323,0.132,0.397,Moderate,7.2,115.5,Steel,72
-1.57623,52.16067,Dense_Sand,0.043,0.106,0.279,0.124,Low,6.2,13.2,Cast_Iron,98
0.47401,53.31794,Compressible_Ground,0.221,0.716,0.438,0.449,Moderate,14.4,18.8,Steel,23
-0.37205,53.25347,Swelling_Clay,0.669,0.257,0.128,0.389,Moderate,10.3,2.3,PVC,69
0.73614,51.2247,Swelling_Clay,0.737,0.299,0.157,0.439,Moderate,7.9,8.7,Concrete,63
0.62293,51.32982,Dense_Sand,0.022,0.16,0.295,0.138,Low,14.5,34.5,Concrete,53
-1.63998,52.23877,Firm_Clay,0.4,0.236,0.08,0.263,Low,6.8,96.7,Steel,30
0.36254,51.26655,Firm_Clay,0.565,0.27,0.086,0.342,Moderate,7.6,22.5,Cast_Iron,23
0.70022,51.86395,Running_Sand,0.02,0.277,0.773,0.298,Low,14.0,75.8,Concrete,119
-1.11557,51.37096,Running_Sand,0.021,0.212,0.556,0.221,Low,13.3,69.2,Concrete,113
-1.80956,52.5901,Swelling_Clay,0.796,0.352,0.072,0.46,Moderate,5.3,7.4,Cast_Iron,51
-2.48947,53.37374,Running_Sand,0.024,0.311,0.777,0.313,Moderate,7.2,7.3,Cast_Iron,22
-0.69639,53.49183,Swelling_Clay,0.696,0.41,0.067,0.439,Moderate,12.5,71.6,PVC,56
-1.09027,51.9381,Dense_Sand,0.025,0.103,0.115,0.075,Low,7.3,261.3,Steel,20
-0.28036,52.49753,Firm_Clay,0.521,0.21,0.062,0.297,Low,1.8,12.2,PVC,39
-1.74784,53.14067,Compressible_Ground,0.284,0.651,0.399,0.441,Moderate,9.0,60.8,Cast_Iron,115
0.93866,51.29366,Swelling_Clay,0.749,0.336,0.051,0.43,Moderate,6.2,44.3,Steel,119
-1.46898,52.72391,Firm_Clay,0.525,0.234,0.056,0.306,Moderate,4.2,31.2,Cast_Iron,52
-1.59428,52.02211,Swelling_Clay,0.628,0.484,0.131,0.454,Moderate,4.9,59.1,Concrete,98
-0.57714,51.51537,Swelling_Clay,0.745,0.346,0.074,0.438,Moderate,12.6,79.7,Steel,106
-0.5046,52.00688,Swelling_Clay,0.709,0.23,0.177,0.409,Moderate,5.2,28.9,Concrete,30
-1.63966,51.1899,Running_Sand,0.038,0.324,0.799,0.328,Moderate,8.0,53.6,PVC,44
-1.41256,52.73852,Firm_Clay,0.309,0.113,0.07,0.181,Low,11.4,122.2,PVC,65
-1.82118,51.63186,Compressible_Ground,0.31,0.678,0.545,0.498,Moderate,12.8,11.6,Cast_Iron,97
0.37384,51.77851,Swelling_Clay,0.82,0.253,0.115,0.445,Moderate,9.5,1.3,Cast_Iron,83
0.58036,51.3027,Running_Sand,0.024,0.263,0.837,0.311,Moderate,8.1,1.8,Cast_Iron,15
-0.65069,53.16165,Firm_Clay,0.482,0.166,0.094,0.274,Low,2.9,75.0,PVC,57
0.35635,52.23361,Swelling_Clay,0.867,0.291,0.149,0.486,Moderate,4.5,71.9,Steel,17
0.44374,52.43037,Swelling_Clay,0.829,0.332,0.178,0.492,Moderate,11.2,23.6,Steel,119
-1.9469,52.42358,Dense_Sand,0.021,0.195,0.292,0.15,Low,14.9,2.8,Steel,69
1.36471,52.02623,Dense_Sand,0.04,0.188,0.107,0.109,Low,0.5,14.8,PVC,114
0.78413,51.48132,Dense_Sand,0.041,0.101,0.101,0.077,Low,8.5,13.6,Cast_Iron,69
-1.68207,52.86283,Firm_Clay,0.434,0.236,0.131,0.289,Low,8.3,20.5,Steel,75
-1.75534,51.31764,Swelling_Clay,0.68,0.467,0.061,0.451,Moderate,12.6,4.8,PVC,63
-1.99736,51.25968,Swelling_Clay,0.709,0.487,0.198,0.503,High,3.4,8.0,PVC,78
-1.94649,52.77536,Compressible_Ground,0.301,0.866,0.433,0.532,High,11.8,69.1,Steel,79
0.49265,51.52209,Compressible_Ground,0.45,0.668,0.349,0.501,High,11.4,14.0,Cast_Iron,107
-0.62138,51.76693,Dense_Sand,0.046,0.143,0.211,0.122,Low,11.0,20.3,PVC,84
0.63174,52.18807,Firm_Clay,0.492,0.255,0.081,0.307,Moderate,11.4,130.8,Cast_Iron,88
0.48502,52.12338,Firm_Clay,0.393,0.212,0.139,0.266,Low,7.0,57.2,Steel,53
-0.08155,52.77145,Swelling_Clay,0.636,0.218,0.193,0.379,Moderate,9.4,5.5,Cast_Iron,42
0.24547,52.55858,Dense_Sand,0.031,0.166,0.132,0.103,Low,13.7,44.6,Cast_Iron,52
-2.42658,52.61099,Firm_Clay,0.309,0.163,0.055,0.195,Low,14.3,10.2,PVC,57
-1.25289,52.78514,Swelling_Clay,0.613,0.259,0.101,0.361,Moderate,12.0,78.0,Concrete,72
0.05129,51.73153,Dense_Sand,0.047,0.062,0.307,0.117,Low,7.0,100.5,Concrete,51
-2.46262,51.80583,Compressible_Ground,0.447,0.656,0.4,0.508,High,0.9,6.6,PVC,52
-2.36809,52.09499,Swelling_Clay,0.846,0.432,0.085,0.511,High,2.7,24.7,Concrete,95
0.90755,51.76866,Firm_Clay,0.327,0.209,0.032,0.212,Low,7.3,6.8,PVC,22
0.2361,53.46234,Firm_Clay,0.357,0.151,0.056,0.21,Low,9.9,2.8,PVC,51
-1.43852,53.03513,Swelling_Clay,0.657,0.462,0.144,0.46,Moderate,11.1,23.1,Steel,41
0.25185,51.41164,Compressible_Ground,0.211,0.771,0.472,0.472,Moderate,13.5,106.9,PVC,109
0.66983,51.01399,Dense_Sand,0.027,0.074,0.164,0.078,Low,13.9,7.6,Cast_Iron,76
-1.27282,51.10696,Firm_Clay,0.451,0.191,0.043,0.258,Low,10.1,30.8,Cast_Iron,30
-2.35585,51.61016,Firm_Clay,0.379,0.113,0.088,0.213,Low,5.0,61.5,Cast_Iron,29
1.23112,51.28573,Swelling_Clay,0.7,0.401,0.089,0.442,Moderate,11.0,0.8,PVC,19
-1.11928,52.33335,Swelling_Clay,0.674,0.432,0.06,0.436,Moderate,3.2,22.2,Cast_Iron,54
-2.07407,53.14499,Compressible_Ground,0.429,0.796,0.57,0.593,High,0.9,15.8,Concrete,79
-0.53257,52.84188,Swelling_Clay,0.803,0.273,0.139,0.451,Moderate,12.0,1.7,Steel,55
0.57387,51.53902,Swelling_Clay,0.676,0.484,0.131,0.472,Moderate,1.0,25.8,PVC,90
-1.61341,51.99825,Swelling_Clay,0.819,0.29,0.136,0.463,Moderate,9.2,1.2,Concrete,87
-1.42204,52.26974,Running_Sand,0.06,0.221,0.576,0.245,Low,11.7,33.6,Cast_Iron,115
-1.52914,53.02551,Compressible_Ground,0.249,0.814,0.5,0.509,High,10.2,12.4,Steel,91
1.46669,53.0978,Firm_Clay,0.572,0.171,0.047,0.3,Moderate,11.7,9.7,Cast_Iron,114
-1.71039,53.2743,Swelling_Clay,0.63,0.28,0.112,0.378,Moderate,1.4,102.7,PVC,53
-0.19792,52.27311,Running_Sand,0.037,0.3,0.758,0.309,Moderate,8.9,6.0,Steel,50
1.20106,52.73569,Swelling_Clay,0.707,0.347,0.188,0.451,Moderate,7.5,0.7,Steel,61
-1.91241,51.2795,Running_Sand,0.084,0.334,0.705,0.327,Moderate,4.1,31.3,PVC,69
1.38342,52.41322,Swelling_Clay,0.9,0.393,0.154,0.536,High,7.6,21.9,Cast_Iron,11
1.28991,51.62173,Dense_Sand,0.03,0.199,0.214,0.135,Low,1.5,57.4,PVC,42
1.03829,52.07929,Firm_Clay,0.375,0.171,0.116,0.239,Low,7.7,1.5,Cast_Iron,33
-1.64177,52.58513,Running_Sand,0.047,0.377,0.7,0.326,Moderate,10.8,12.4,Steel,83
0.03622,51.64246,Swelling_Clay,0.816,0.471,0.055,0.505,High,7.0,56.8,Cast_Iron,104
0.54357,51.13046,Running_Sand,0.047,0.383,0.674,0.321,Moderate,14.8,2.9,Concrete,111
1.44411,51.02558,Firm_Clay,0.474,0.2,0.146,0.296,Low,2.4,113.2,Steel,96
-1.7783,51.0554,Swelling_Clay,0.678,0.471,0.114,0.464,Moderate,12.3,24.6,Steel,41
0.5641,51.02087,Running_Sand,0.067,0.142,0.76,0.267,Low,3.3,26.5,Steel,41
-1.1448,51.27589,Firm_Clay,0.307,0.142,0.09,0.195,Low,7.5,34.8,Steel,48
-1.79749,51.59872,Firm_Clay,0.506,0.241,0.067,0.303,Moderate,13.3,51.6,Steel,66
-0.81449,51.55305,Firm_Clay,0.501,0.156,0.088,0.277,Low,5.6,19.4,Cast_Iron,8
0.67534,53.46699,Dense_Sand,0.036,0.179,0.135,0.111,Low,6.7,5.1,Cast_Iron,76
-0.6406,51.76502,Dense_Sand,0.011,0.185,0.232,0.127,Low,12.8,3.1,Cast_Iron,48
-0.34991,51.31855,Compressible_Ground,0.394,0.897,0.417,0.576,High,8.5,74.9,Cast_Iron,53
1.48064,52.36391,Running_Sand,0.087,0.147,0.846,0.298,Low,5.0,19.8,Steel,52
-0.90356,53.14489,Firm_Clay,0.566,0.135,0.102,0.299,Low,9.8,16.5,PVC,114
-0.0384,52.69515,Firm_Clay,0.319,0.222,0.082,0.226,Low,4.1,8.9,Concrete,8
-1.03902,51.74021,Dense_Sand,0.033,0.19,0.186,0.127,Low,10.3,11.5,Concrete,89
-0.92886,52.40404,Swelling_Clay,0.639,0.201,0.19,0.373,Moderate,8.5,130.8,PVC,99
0.28256,52.78714,Compressible_Ground,0.298,0.74,0.512,0.506,High,8.7,129.8,Cast_Iron,46
1.25155,52.82026,Compressible_Ground,0.432,0.937,0.377,0.595,High,12.6,46.8,Cast_Iron,50
-0.33056,52.66635,Compressible_Ground,0.484,0.941,0.586,0.669,High,0.6,67.6,Cast_Iron,63
0.5736,53.17703,Swelling_Clay,0.812,0.494,0.056,0.512,High,8.7,66.4,Steel,46
-2.14317,53.17526,Firm_Clay,0.368,0.112,0.032,0.194,Low,10.0,35.2,Concrete,74
-1.65537,52.44734,Swelling_Clay,0.891,0.397,0.127,0.527,High,4.5,53.7,Steel,43
-0.49147,52.07464,Firm_Clay,0.511,0.237,0.032,0.295,Low,13.7,33.4,Steel,116
-2.41995,52.60393,Firm_Clay,0.587,0.188,0.114,0.329,Moderate,10.0,9.0,Steel,94
-1.48858,53.04553,Compressible_Ground,0.339,0.738,0.576,0.538,High,8.2,61.1,PVC,72
-0.43039,51.01413,Compressible_Ground,0.271,0.659,0.321,0.419,Moderate,13.5,11.2,Concrete,89
-2.44016,53.47999,Firm_Clay,0.386,0.161,0.107,0.237,Low,14.3,20.0,Concrete,24
-1.44181,51.45723,Firm_Clay,0.531,0.186,0.14,0.313,Moderate,7.8,21.4,PVC,38
-0.44388,52.17562,Dense_Sand,0.027,0.085,0.144,0.077,Low,14.9,69.9,Steel,108
-0.2074,53.18007,Dense_Sand,0.043,0.132,0.179,0.108,Low,11.3,68.5,Cast_Iron,106
1.20301,51.5626,Dense_Sand,0.012,0.062,0.297,0.101,Low,12.4,56.7,PVC,54
0.08138,52.19199,Running_Sand,0.075,0.369,0.56,0.299,Low,6.1,31.2,Steel,108
-0.84106,51.33146,Dense_Sand,0.039,0.187,0.203,0.132,Low,14.2,36.4,Concrete,31
1.2214,51.98769,Firm_Clay,0.48,0.154,0.07,0.263,Low,8.5,142.4,Steel,37
0.63953,51.44284,Dense_Sand,0.023,0.052,0.345,0.114,Low,7.6,139.4,Cast_Iron,15
-1.69996,51.90907,Swelling_Clay,0.782,0.414,0.098,0.482,Moderate,10.6,37.4,Steel,47
-1.97663,51.93366,Dense_Sand,0.043,0.078,0.253,0.108,Low,1.3,5.4,Concrete,35
0.20325,53.48293,Running_Sand,0.016,0.279,0.588,0.251,Low,4.9,6.9,Cast_Iron,8
-0.26047,53.48703,Firm_Clay,0.546,0.228,0.143,0.334,Moderate,1.2,78.6,Steel,82
0.65869,51.28697,Swelling_Clay,0.678,0.419,0.157,0.457,Moderate,7.2,58.3,Cast_Iron,100
0.45522,52.81492,Compressible_Ground,0.301,0.763,0.569,0.53,High,6.1,25.8,Concrete,76
0.00085,51.12936,Compressible_Ground,0.433,0.884,0.472,0.601,High,3.3,56.5,Cast_Iron,27
1.44553,51.07548,Compressible_Ground,0.496,0.789,0.381,0.57,High,10.4,194.1,Steel,47
-0.36564,51.26333,Swelling_Clay,0.698,0.363,0.076,0.425,Moderate,0.8,20.5,Concrete,51
-2.04758,53.41371,Firm_Clay,0.539,0.255,0.023,0.311,Moderate,8.1,2.8,Concrete,19
0.81309,53.35216,Swelling_Clay,0.816,0.237,0.154,0.448,Moderate,7.0,83.4,Steel,32
-1.49259,51.48482,Compressible_Ground,0.301,0.716,0.569,0.513,High,7.1,26.0,Cast_Iron,78
0.60921,51.40418,Swelling_Clay,0.709,0.455,0.164,0.484,Moderate,3.7,26.6,Cast_Iron,8
1.32843,51.60134,Running_Sand,0.096,0.279,0.802,0.337,Moderate,10.9,103.5,Concrete,74
0.28718,52.28887,Compressible_Ground,0.21,0.941,0.561,0.554,High,6.1,90.7,Concrete,111
-0.11588,52.42426,Compressible_Ground,0.438,0.677,0.495,0.536,High,0.9,94.3,PVC,112
-0.65846,51.55398,Running_Sand,0.056,0.318,0.631,0.291,Low,9.6,63.5,PVC,69
-1.04236,52.89156,Firm_Clay,0.342,0.243,0.076,0.241,Low,13.4,18.7,Cast_Iron,13
-1.08798,51.77388,Swelling_Clay,0.795,0.405,0.133,0.493,Moderate,10.4,37.1,Steel,40
0.04549,53.30533,Swelling_Clay,0.613,0.311,0.082,0.374,Moderate,1.9,13.3,Steel,111
0.50509,52.64181,Swelling_Clay,0.892,0.286,0.085,0.478,Moderate,12.6,27.2,PVC,105
0.21407,52.09088,Dense_Sand,0.028,0.112,0.182,0.096,Low,4.7,106.8,Steel,11
-1.70636,52.97478,Compressible_Ground,0.254,0.8,0.403,0.483,Moderate,6.6,82.1,Steel,31
-0.52405,53.04479,Running_Sand,0.081,0.17,0.892,0.315,Moderate,5.8,9.3,Steel,75
0.66656,51.7262,Swelling_Clay,0.818,0.225,0.145,0.442,Moderate,12.9,15.2,PVC,41
-0.59718,51.84929,Running_Sand,0.046,0.224,0.612,0.25,Low,9.6,22.4,Steel,11
-0.35351,53.33989,Swelling_Clay,0.889,0.481,0.074,0.542,High,0.7,28.9,Cast_Iron,61
0.58454,51.41185,Swelling_Clay,0.701,0.314,0.196,0.44,Moderate,0.6,212.3,Steel,36
0.14506,51.10538,Running_Sand,0.053,0.389,0.658,0.322,Moderate,0.9,12.7,Cast_Iron,81
-0.86262,52.13514,Compressible_Ground,0.204,0.791,0.323,0.439,Moderate,4.7,4.6,Cast_Iron,44
1.08165,53.00302,Swelling_Clay,0.777,0.471,0.153,0.514,High,14.6,35.7,Concrete,5
-1.84973,52.92917,Firm_Clay,0.43,0.22,0.021,0.254,Low,5.6,46.8,Steel,107
1.48207,53.29883,Dense_Sand,0.026,0.074,0.234,0.095,Low,4.6,12.1,Cast_Iron,95
-2.02459,52.333,Compressible_Ground,0.475,0.892,0.355,0.591,High,11.6,13.1,Steel,82
-2.4402,51.25016,Firm_Clay,0.576,0.282,0.042,0.34,Moderate,1.4,17.3,Steel,13
1.06008,52.47172,Dense_Sand,0.038,0.101,0.195,0.099,Low,14.4,3.3,Cast_Iron,114
-1.52019,52.94599,Firm_Clay,0.393,0.108,0.117,0.224,Low,5.3,64.0,Steel,12
0.4188,51.23332,Running_Sand,0.058,0.333,0.732,0.323,Moderate,4.7,66.2,Concrete,90
0.74406,51.43164,Firm_Clay,0.304,0.28,0.091,0.242,Low,13.1,107.2,Cast_Iron,46
0.93595,51.03073,Swelling_Clay,0.752,0.325,0.117,0.444,Moderate,13.5,77.6,Cast_Iron,11
1.46638,52.48413,Running_Sand,0.065,0.399,0.738,0.35,Moderate,11.9,73.3,PVC,16
-1.32384,53.21684,Compressible_Ground,0.312,0.853,0.45,0.536,High,8.8,62.4,Cast_Iron,39
0.34097,52.67666,Swelling_Clay,0.681,0.244,0.094,0.381,Moderate,7.9,20.9,Concrete,33
-2.0384,53.4551,Compressible_Ground,0.205,0.633,0.344,0.39,Moderate,1.6,113.6,PVC,9
-0.87276,51.15758,Swelling_Clay,0.881,0.488,0.124,0.554,High,8.2,7.0,Concrete,57
0.89189,53.2575,Firm_Clay,0.532,0.271,0.122,0.338,Moderate,12.6,16.2,Concrete,110
-1.02937,53.03517,Running_Sand,0.051,0.399,0.88,0.38,Moderate,9.2,7.4,Concrete,14
-0.13562,51.7856,Running_Sand,0.043,0.362,0.568,0.286,Low,3.7,21.5,Concrete,61
-0.48491,53.43382,Swelling_Clay,0.751,0.394,0.108,0.465,Moderate,3.2,12.6,Concrete,44
0.08381,51.71984,Swelling_Clay,0.868,0.348,0.104,0.495,Moderate,12.2,55.9,Steel,78
1.39158,53.22326,Running_Sand,0.061,0.173,0.532,0.218,Low,0.9,14.5,Steel,30
-2.27706,53.20187,Dense_Sand,0.023,0.166,0.279,0.137,Low,9.4,95.7,Cast_Iron,69
-0.20415,52.89414,Swelling_Clay,0.866,0.32,0.11,0.486,Moderate,6.4,5.2,PVC,67
0.95212,52.40868,Compressible_Ground,0.242,0.719,0.396,0.447,Moderate,1.6,8.3,Steel,53
-0.57447,51.30001,Dense_Sand,0.022,0.18,0.185,0.118,Low,2.3,51.9,Concrete,103
-2.18589,52.32993,Swelling_Clay,0.657,0.247,0.138,0.384,Moderate,2.5,53.4,Concrete,67
-0.25784,51.89199,Dense_Sand,0.027,0.134,0.328,0.14,Low,8.8,11.7,Cast_Iron,94
-1.1717,52.98054,Running_Sand,0.058,0.146,0.745,0.261,Low,15.0,52.9,Steel,16
-1.88023,52.89532,Compressible_Ground,0.316,0.725,0.3,0.455,Moderate,12.2,110.1,Steel,110
0.89614,53.27653,Compressible_Ground,0.416,0.792,0.381,0.539,High,15.0,44.5,Steel,93
-0.4136,51.03708,Compressible_Ground,0.405,0.896,0.303,0.551,High,3.7,54.8,Steel,109
1.23311,53.02276,Compressible_Ground,0.406,0.745,0.408,0.525,High,11.2,67.6,Cast_Iron,81
0.72407,53.34616,Dense_Sand,0.022,0.189,0.238,0.134,Low,12.0,12.1,PVC,22
0.27189,52.97325,Firm_Clay,0.562,0.11,0.087,0.285,Low,7.5,69.6,Steel,105
-2.4799,51.32549,Firm_Clay,0.366,0.285,0.094,0.27,Low,2.0,10.7,Concrete,94
-0.78871,51.2032,Firm_Clay,0.359,0.222,0.075,0.24,Low,13.3,70.4,PVC,7
-1.71005,51.05211,Compressible_Ground,0.203,0.908,0.433,0.507,High,14.0,34.2,Steel,106
1.14319,52.57186,Firm_Clay,0.321,0.249,0.064,0.231,Low,5.6,6.3,PVC,116
-1.80166,52.57418,Running_Sand,0.027,0.198,0.857,0.294,Low,5.8,64.4,PVC,60
-1.35576,53.46728,Firm_Clay,0.559,0.141,0.114,0.301,Moderate,4.7,57.5,Concrete,50
-0.43265,51.99511,Compressible_Ground,0.282,0.682,0.331,0.434,Moderate,1.2,97.8,Concrete,55
-1.44655,51.82977,Firm_Clay,0.525,0.203,0.031,0.289,Low,11.2,89.6,Concrete,42
-1.66054,52.56106,Dense_Sand,0.033,0.163,0.288,0.142,Low,2.8,9.0,Concrete,95
-0.1036,53.06402,Compressible_Ground,0.296,0.766,0.599,0.536,High,6.7,64.8,Concrete,15
-2.14428,53.34193,Swelling_Clay,0.661,0.218,0.132,0.374,Moderate,10.7,317.5,Steel,5
-2.26733,53.00781,Running_Sand,0.091,0.215,0.776,0.305,Moderate,9.2,2.7,Cast_Iron,89
-1.01102,52.06668,Compressible_Ground,0.206,0.73,0.524,0.469,Moderate,3.0,46.6,Concrete,9
0.38266,52.58729,Firm_Clay,0.539,0.26,0.121,0.337,Moderate,8.1,16.7,Steel,7
-0.28077,53.14075,Dense_Sand,0.017,0.093,0.146,0.076,Low,10.3,58.0,Steel,32
-0.80849,52.22652,Running_Sand,0.047,0.13,0.864,0.281,Low,7.9,26.1,Steel,97
-0.23699,51.54172,Running_Sand,0.027,0.14,0.662,0.225,Low,3.8,14.0,Cast_Iron,28
-1.03819,51.42431,Firm_Clay,0.459,0.197,0.11,0.28,Low,14.3,6.0,PVC,108
1.24459,51.00039,Swelling_Clay,0.729,0.41,0.115,0.464,Moderate,6.2,233.9,Cast_Iron,112
-2.28038,52.79559,Compressible_Ground,0.31,0.69,0.312,0.444,Moderate,10.7,23.3,Concrete,80
0.19357,51.27774,Dense_Sand,0.025,0.106,0.295,0.121,Low,7.6,108.1,PVC,12
1.06513,51.6096,Firm_Clay,0.372,0.214,0.021,0.229,Low,5.0,11.7,Concrete,41
0.71554,51.74469,Swelling_Clay,0.779,0.261,0.114,0.432,Moderate,10.6,38.5,Concrete,56
-1.76384,52.40095,Swelling_Clay,0.886,0.453,0.089,0.535,High,9.4,128.4,Concrete,106
-1.31629,51.99489,Firm_Clay,0.451,0.191,0.073,0.266,Low,12.6,24.0,Cast_Iron,8
0.36819,52.68668,Firm_Clay,0.351,0.294,0.143,0.279,Low,5.9,203.4,Steel,49
-2.16292,51.1391,Firm_Clay,0.498,0.153,0.037,0.262,Low,8.9,18.3,Steel,96
0.74745,51.30985,Compressible_Ground,0.362,0.737,0.355,0.492,Moderate,9.2,88.4,PVC,100
0.37563,52.24803,Dense_Sand,0.034,0.127,0.197,0.107,Low,7.1,228.0,Concrete,113
0.41843,51.84241,Running_Sand,0.049,0.237,0.7,0.277,Low,10.1,31.4,Concrete,25
-2.09903,51.73953,Firm_Clay,0.399,0.182,0.132,0.256,Low,5.3,166.8,Steel,36
0.37104,51.16757,Running_Sand,0.032,0.239,0.819,0.301,Moderate,11.1,9.6,Cast_Iron,90
0.21927,53.2393,Swelling_Clay,0.773,0.289,0.113,0.438,Moderate,7.6,45.1,Cast_Iron,59
0.82369,52.72955,Dense_Sand,0.017,0.11,0.121,0.075,Low,8.1,91.5,Concrete,102
-2.33362,51.30405,Swelling_Clay,0.87,0.413,0.196,0.541,High,9.7,165.6,Cast_Iron,70
-2.40756,51.16261,Compressible_Ground,0.216,0.803,0.595,0.516,High,6.6,11.9,Concrete,66
-1.00797,53.43718,Firm_Clay,0.495,0.163,0.113,0.283,Low,14.6,113.6,Steel,78
-1.90485,52.70293,Firm_Clay,0.398,0.174,0.071,0.238,Low,2.0,71.8,Steel,11
-0.26646,52.04364,Firm_Clay,0.564,0.285,0.023,0.331,Moderate,14.8,61.9,PVC,6
1.1694,52.75433,Running_Sand,0.045,0.256,0.63,0.265,Low,9.5,4.9,Concrete,34
-0.93408,52.89083,Compressible_Ground,0.283,0.606,0.466,0.442,Moderate,8.9,27.8,Concrete,12
0.8798,52.94991,Dense_Sand,0.046,0.142,0.129,0.1,Low,7.9,34.4,Concrete,86
-2.49904,52.19469,Swelling_Clay,0.782,0.442,0.162,0.508,High,3.4,99.1,PVC,89
-1.82594,52.07471,Dense_Sand,0.048,0.061,0.222,0.096,Low,9.2,14.2,Concrete,70
-2.37831,51.02757,Swelling_Clay,0.788,0.205,0.141,0.422,Moderate,7.6,10.9,Concrete,97
