Test_ID,G_Level,Soil_Type,Moisture_Content_pct,Loading_Rate_mm_min,Time_s,Scale_Factor_N,Settlement_mm_model,Settlement_mm_prototype,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,PIV_Displacement_X_mm,PIV_Displacement_Y_mm,Shear_Strain,Shear_Band_Detected
CEN-040,80,Sand,10,0.1,300,80,0.077,6.1,0.021,3.29,0.025,0.077,0.00081,0
CEN-040,80,Sand,10,0.1,360,80,0.0,0.0,0.0,1.06,-0.022,0.0,0.00098,0
CEN-040,80,Sand,10,0.1,420,80,0.227,18.2,0.047,1.9,0.045,0.227,0.00232,0
CEN-040,80,Sand,10,0.1,480,80,0.041,3.3,0.014,4.97,0.012,0.041,0.00043,0
CEN-040,80,Sand,10,0.1,540,80,0.226,18.1,0.067,2.51,0.076,0.226,0.00238,0
CEN-040,80,Sand,10,0.1,600,80,0.134,10.7,0.033,1.84,0.037,0.134,0.00139,0
CEN-040,80,Sand,10,0.1,660,80,0.071,5.7,0.021,5.78,0.024,0.071,0.00075,0
CEN-040,80,Sand,10,0.1,720,80,0.369,29.5,0.067,3.56,0.066,0.369,0.00375,0
CEN-040,80,Sand,10,0.1,780,80,0.361,28.9,0.083,3.9,0.073,0.361,0.00368,0
CEN-040,80,Sand,10,0.1,840,80,0.482,38.5,0.073,1.85,0.084,0.482,0.00489,0
CEN-040,80,Sand,10,0.1,900,80,0.346,27.7,0.113,2.79,0.135,0.346,0.00371,0
CEN-040,80,Sand,10,0.1,960,80,0.424,33.9,0.136,5.13,0.148,0.424,0.00449,0
CEN-040,80,Sand,10,0.1,1020,80,0.395,31.6,0.109,2.77,0.09,0.395,0.00405,0
CEN-040,80,Sand,10,0.1,1080,80,0.48,38.4,0.131,3.52,0.141,0.48,0.005,0
CEN-040,80,Sand,10,0.1,1140,80,0.393,31.4,0.106,2.48,0.099,0.393,0.00405,0
CEN-040,80,Sand,10,0.1,1200,80,0.415,33.2,0.133,2.61,0.14,0.415,0.00438,0
CEN-040,80,Sand,10,0.1,1260,80,0.666,53.3,0.126,1.53,0.105,0.666,0.00674,0
CEN-040,80,Sand,10,0.1,1320,80,0.572,45.8,0.195,1.77,0.199,0.572,0.00606,0
CEN-040,80,Sand,10,0.1,1380,80,0.809,64.7,0.194,3.52,0.208,0.809,0.00835,0
CEN-040,80,Sand,10,0.1,1440,80,0.538,43.1,0.102,7.07,0.091,0.538,0.00546,0
CEN-040,80,Sand,10,0.1,1500,80,0.915,73.2,0.232,7.44,0.234,0.915,0.00945,0
CEN-040,80,Sand,10,0.1,1560,80,1.028,82.2,0.357,5.61,0.286,1.028,0.01067,0
CEN-040,80,Sand,10,0.1,1620,80,0.88,70.4,0.154,6.51,0.126,0.88,0.00889,0
CEN-040,80,Sand,10,0.1,1680,80,1.177,94.2,0.255,0.39,0.288,1.177,0.01212,0
CEN-040,80,Sand,10,0.1,1740,80,0.841,67.2,0.243,6.92,0.247,0.841,0.00876,0
CEN-040,80,Sand,10,0.1,1800,80,0.952,76.2,0.256,3.7,0.297,0.952,0.00997,0
CEN-040,80,Sand,10,0.1,1860,80,1.247,99.8,0.222,1.51,0.227,1.247,0.01268,0
CEN-040,80,Sand,10,0.1,1920,80,1.176,94.1,0.403,8.45,0.345,1.176,0.01225,0
CEN-040,80,Sand,10,0.1,1980,80,1.087,86.9,0.264,8.09,0.211,1.087,0.01107,0
CEN-040,80,Sand,10,0.1,2040,80,1.434,114.8,0.368,3.32,0.427,1.434,0.01497,0
CEN-040,80,Sand,10,0.1,2100,80,1.652,132.2,0.506,6.28,0.518,1.652,0.01732,0
CEN-040,80,Sand,10,0.1,2160,80,1.352,108.1,0.359,5.09,0.4,1.352,0.0141,0
CEN-040,80,Sand,10,0.1,2220,80,1.506,120.4,0.426,8.7,0.485,1.506,0.01582,0
CEN-040,80,Sand,10,0.1,2280,80,1.732,138.6,0.554,1.47,0.525,1.732,0.0181,0
CEN-040,80,Sand,10,0.1,2340,80,1.594,127.5,0.405,5.62,0.398,1.594,0.01642,0
CEN-040,80,Sand,10,0.1,2400,80,1.578,126.2,0.476,4.76,0.551,1.578,0.01671,0
CEN-040,80,Sand,10,0.1,2460,80,1.76,140.8,0.288,5.31,0.237,1.76,0.01776,0
CEN-040,80,Sand,10,0.1,2520,80,1.995,159.6,0.349,4.65,0.408,1.995,0.02036,0
CEN-040,80,Sand,10,0.1,2580,80,1.904,152.3,0.589,6.95,0.532,1.904,0.01977,0
CEN-040,80,Sand,10,0.1,2640,80,1.958,156.6,0.628,6.07,0.582,1.958,0.02043,0
CEN-040,80,Sand,10,0.1,2700,80,2.275,182.0,0.595,6.5,0.638,2.275,0.02363,0
CEN-040,80,Sand,10,0.1,2760,80,1.835,146.8,0.336,3.46,0.274,1.835,0.01855,0
CEN-040,80,Sand,10,0.1,2820,80,1.897,151.8,0.473,2.14,0.382,1.897,0.01935,0
CEN-040,80,Sand,10,0.1,2880,80,2.298,183.9,0.799,7.38,0.851,2.298,0.02451,0
CEN-040,80,Sand,10,0.1,2940,80,2.43,194.4,0.434,4.42,0.521,2.43,0.02485,0
CEN-041,80,Sand,10,0.5,0,80,0.0,0.0,0.0,0.0,-0.042,0.0,0.00134,0
CEN-041,80,Sand,10,0.5,60,80,0.0,0.0,0.0,0.0,-0.06,0.0,0.00278,0
CEN-041,80,Sand,10,0.5,120,80,0.0,0.0,0.0,0.0,-0.028,0.0,0.00106,0
CEN-041,80,Sand,10,0.5,180,80,0.192,15.3,0.041,0.0,0.048,0.192,0.00197,0
CEN-041,80,Sand,10,0.5,240,80,0.094,7.5,0.022,0.88,0.023,0.094,0.00097,0
CEN-041,80,Sand,10,0.5,300,80,0.241,19.3,0.082,0.0,0.078,0.241,0.00253,0
CEN-041,80,Sand,10,0.5,360,80,0.337,26.9,0.054,0.62,0.054,0.337,0.00341,0
CEN-041,80,Sand,10,0.5,420,80,0.415,33.2,0.128,2.74,0.126,0.415,0.00434,0
CEN-041,80,Sand,10,0.5,480,80,0.644,51.5,0.215,3.95,0.254,0.644,0.00692,0
CEN-041,80,Sand,10,0.5,540,80,0.411,32.9,0.117,2.82,0.104,0.411,0.00424,0
CEN-041,80,Sand,10,0.5,600,80,0.822,65.8,0.174,3.38,0.159,0.822,0.00837,0
CEN-041,80,Sand,10,0.5,660,80,1.306,104.5,0.197,0.0,0.16,1.306,0.01316,0
CEN-041,80,Sand,10,0.5,720,80,1.388,111.0,0.226,1.05,0.204,1.388,0.01403,0
CEN-041,80,Sand,10,0.5,780,80,1.864,149.1,0.607,2.68,0.553,1.864,0.01944,0
CEN-041,80,Sand,10,0.5,840,80,2.006,160.5,0.504,6.15,0.568,2.006,0.02085,0
CEN-041,80,Sand,10,0.5,900,80,2.14,171.2,0.414,2.04,0.485,2.14,0.02195,0
CEN-041,80,Sand,10,0.5,960,80,2.068,165.5,0.369,3.18,0.419,2.068,0.0211,0
CEN-041,80,Sand,10,0.5,1020,80,2.566,205.3,0.729,4.51,0.741,2.566,0.02671,0
CEN-041,80,Sand,10,0.5,1080,80,3.01,240.8,0.89,3.02,0.891,3.01,0.03139,0
CEN-041,80,Sand,10,0.5,1140,80,2.869,229.5,0.604,2.59,0.564,2.869,0.02924,0
CEN-041,80,Sand,10,0.5,1200,80,2.979,238.3,0.743,3.59,0.777,2.979,0.03078,0
CEN-041,80,Sand,10,0.5,1260,80,3.468,277.4,0.776,4.95,0.867,3.468,0.03575,0
CEN-041,80,Sand,10,0.5,1320,80,4.035,322.8,1.295,7.21,1.109,4.035,0.04185,0
CEN-041,80,Sand,10,0.5,1380,80,4.319,345.5,0.739,8.16,0.664,4.319,0.0437,0
CEN-041,80,Sand,10,0.5,1440,80,4.154,332.4,0.895,2.42,0.903,4.154,0.04251,0
CEN-041,80,Sand,10,0.5,1500,80,4.678,374.3,1.206,4.1,1.066,4.678,0.04798,0
CEN-041,80,Sand,10,0.5,1560,80,4.986,398.9,0.921,2.48,1.014,4.986,0.05088,1
CEN-041,80,Sand,10,0.5,1620,80,4.661,372.9,1.253,6.71,1.243,4.661,0.04824,0
CEN-041,80,Sand,10,0.5,1680,80,5.804,464.3,1.948,3.66,1.889,5.804,0.06104,1
CEN-041,80,Sand,10,0.5,1740,80,5.767,461.4,1.197,3.2,1.264,5.767,0.05904,1
CEN-041,80,Sand,10,0.5,1800,80,6.313,505.1,1.316,5.62,1.177,6.313,0.06422,1
CEN-041,80,Sand,10,0.5,1860,80,6.267,501.4,1.461,5.91,1.385,6.267,0.06418,1
CEN-041,80,Sand,10,0.5,1920,80,6.756,540.5,2.296,2.69,1.972,6.756,0.07038,1
CEN-041,80,Sand,10,0.5,1980,80,6.396,511.6,1.856,3.1,2.081,6.396,0.06726,1
CEN-041,80,Sand,10,0.5,2040,80,6.3,504.0,1.971,7.38,2.112,6.3,0.06645,1
CEN-041,80,Sand,10,0.5,2100,80,6.24,499.2,1.795,7.53,2.041,6.24,0.06565,1
CEN-041,80,Sand,10,0.5,2160,80,7.569,605.5,2.42,3.33,2.072,7.569,0.07848,1
CEN-041,80,Sand,10,0.5,2220,80,7.369,589.5,2.323,6.63,2.21,7.369,0.07693,1
CEN-041,80,Sand,10,0.5,2280,80,7.899,632.0,1.775,3.71,1.937,7.899,0.08133,1
CEN-041,80,Sand,10,0.5,2340,80,8.739,699.1,1.492,1.92,1.701,8.739,0.08903,1
CEN-041,80,Sand,10,0.5,2400,80,8.733,698.6,2.203,5.6,2.206,8.733,0.09007,1
CEN-041,80,Sand,10,0.5,2460,80,9.347,747.8,2.699,8.38,2.6,9.347,0.09702,1
CEN-041,80,Sand,10,0.5,2520,80,9.284,742.7,1.476,4.32,1.352,9.284,0.09382,1
CEN-041,80,Sand,10,0.5,2580,80,9.227,738.2,1.573,6.78,1.798,9.227,0.09401,1
CEN-041,80,Sand,10,0.5,2640,80,8.779,702.3,3.033,5.95,2.94,8.779,0.09258,1
CEN-041,80,Sand,10,0.5,2700,80,10.137,810.9,3.121,7.65,2.891,10.137,0.10541,1
CEN-041,80,Sand,10,0.5,2760,80,9.816,785.3,1.506,4.49,1.398,9.816,0.09915,1
CEN-041,80,Sand,10,0.5,2820,80,10.893,871.4,3.618,5.85,3.505,10.893,0.11443,1
CEN-041,80,Sand,10,0.5,2880,80,10.805,864.4,3.605,4.96,4.213,10.805,0.11598,1
CEN-041,80,Sand,10,0.5,2940,80,11.847,947.7,3.276,10.41,2.704,11.847,0.12151,1
CEN-042,80,Sand,10,1.0,0,80,0.0,0.0,0.0,0.0,-0.067,0.0,0.0021,0
CEN-042,80,Sand,10,1.0,60,80,0.0,0.0,0.0,0.0,-0.016,0.0,0.00071,0
CEN-042,80,Sand,10,1.0,120,80,0.146,11.6,0.028,1.08,0.025,0.146,0.00148,0
CEN-042,80,Sand,10,1.0,180,80,0.309,24.7,0.052,0.0,0.061,0.309,0.00315,0
CEN-042,80,Sand,10,1.0,240,80,0.632,50.6,0.124,1.7,0.123,0.632,0.00644,0
CEN-042,80,Sand,10,1.0,300,80,0.609,48.7,0.198,2.18,0.166,0.609,0.00631,0
CEN-042,80,Sand,10,1.0,360,80,0.877,70.2,0.16,0.0,0.163,0.877,0.00892,0
CEN-042,80,Sand,10,1.0,420,80,1.114,89.1,0.292,4.86,0.278,1.114,0.01148,0
CEN-042,80,Sand,10,1.0,480,80,1.636,130.9,0.314,0.18,0.286,1.636,0.01661,0
CEN-042,80,Sand,10,1.0,540,80,2.265,181.2,0.363,2.7,0.368,2.265,0.02295,0
CEN-042,80,Sand,10,1.0,600,80,1.687,134.9,0.298,0.0,0.316,1.687,0.01716,0
CEN-042,80,Sand,10,1.0,660,80,2.731,218.5,0.895,0.49,0.958,2.731,0.02894,0
CEN-042,80,Sand,10,1.0,720,80,2.396,191.7,0.814,0.21,0.956,2.396,0.0258,0
CEN-042,80,Sand,10,1.0,780,80,3.093,247.4,0.755,7.16,0.68,3.093,0.03167,0
CEN-042,80,Sand,10,1.0,840,80,2.95,236.0,0.905,3.96,0.798,2.95,0.03056,0
CEN-042,80,Sand,10,1.0,900,80,3.996,319.7,1.094,5.21,0.889,3.996,0.04094,0
CEN-042,80,Sand,10,1.0,960,80,4.418,353.5,1.335,6.2,1.536,4.418,0.04678,0
CEN-042,80,Sand,10,1.0,1020,80,5.414,433.1,1.451,5.37,1.201,5.414,0.05545,0
CEN-042,80,Sand,10,1.0,1080,80,5.832,466.6,1.006,6.23,0.816,5.832,0.05889,0
CEN-042,80,Sand,10,1.0,1140,80,5.37,429.6,1.635,4.38,1.44,5.37,0.0556,0
CEN-042,80,Sand,10,1.0,1200,80,5.744,459.5,1.064,5.12,0.952,5.744,0.05822,0
CEN-042,80,Sand,10,1.0,1260,80,6.724,537.9,1.074,3.74,1.126,6.724,0.06818,1
CEN-042,80,Sand,10,1.0,1320,80,7.805,624.4,2.553,5.67,2.533,7.805,0.08206,1
CEN-042,80,Sand,10,1.0,1380,80,8.177,654.2,2.351,2.77,2.802,8.177,0.08644,1
CEN-042,80,Sand,10,1.0,1440,80,8.492,679.3,1.657,2.47,1.436,8.492,0.08612,1
CEN-042,80,Sand,10,1.0,1500,80,8.718,697.4,2.695,4.01,2.341,8.718,0.09027,1
CEN-042,80,Sand,10,1.0,1560,80,9.301,744.1,2.084,6.57,2.271,9.301,0.09574,1
CEN-042,80,Sand,10,1.0,1620,80,10.822,865.8,3.197,3.8,3.103,10.822,0.11258,1
CEN-042,80,Sand,10,1.0,1680,80,10.658,852.6,1.766,4.62,1.422,10.658,0.10752,1
CEN-042,80,Sand,10,1.0,1740,80,10.192,815.3,1.722,5.04,1.501,10.192,0.10301,1
CEN-042,80,Sand,10,1.0,1800,80,11.291,903.3,3.641,5.54,3.008,11.291,0.11684,1
CEN-042,80,Sand,10,1.0,1860,80,12.706,1016.5,4.172,2.4,4.637,12.706,0.13526,1
CEN-042,80,Sand,10,1.0,1920,80,12.534,1002.7,2.749,8.36,2.31,12.534,0.12745,1
CEN-042,80,Sand,10,1.0,1980,80,13.364,1069.1,2.458,5.83,2.151,13.364,0.13536,1
CEN-042,80,Sand,10,1.0,2040,80,12.723,1017.8,4.111,7.79,4.887,12.723,0.13629,1
CEN-042,80,Sand,10,1.0,2100,80,14.272,1141.7,4.941,3.47,4.077,14.272,0.14843,1
CEN-042,80,Sand,10,1.0,2160,80,13.882,1110.5,3.875,7.59,4.566,13.882,0.14613,1
CEN-042,80,Sand,10,1.0,2220,80,16.148,1291.8,3.805,8.68,4.06,16.148,0.16651,1
CEN-042,80,Sand,10,1.0,2280,80,15.105,1208.4,3.611,3.72,3.604,15.105,0.15529,1
CEN-042,80,Sand,10,1.0,2340,80,17.346,1387.7,5.556,6.64,5.446,17.346,0.18181,1
CEN-042,80,Sand,10,1.0,2400,80,17.01,1360.8,4.942,3.38,5.734,17.01,0.1795,1
CEN-042,80,Sand,10,1.0,2460,80,18.743,1499.5,3.279,6.73,2.664,18.743,0.18932,1
CEN-042,80,Sand,10,1.0,2520,80,18.581,1486.5,4.761,3.87,4.254,18.581,0.19061,1
CEN-042,80,Sand,10,1.0,2580,80,18.36,1468.8,6.069,2.37,7.106,18.36,0.19687,1
CEN-042,80,Sand,10,1.0,2640,80,19.109,1528.7,4.096,5.96,4.389,19.109,0.19607,1
CEN-042,80,Sand,10,1.0,2700,80,22.071,1765.7,4.117,6.65,3.46,22.071,0.2234,1
CEN-042,80,Sand,10,1.0,2760,80,21.011,1680.9,4.524,5.31,4.105,21.011,0.21408,1
CEN-042,80,Sand,10,1.0,2820,80,19.18,1534.4,3.954,6.41,3.655,19.18,0.19525,1
CEN-042,80,Sand,10,1.0,2880,80,22.568,1805.4,4.942,2.48,5.87,22.568,0.23319,1
CEN-042,80,Sand,10,1.0,2940,80,23.578,1886.2,7.04,7.24,7.317,23.578,0.24687,1
CEN-043,80,Sand,15,0.1,0,80,0.065,5.2,0.017,0.0,0.017,0.065,0.00067,0
CEN-043,80,Sand,15,0.1,60,80,0.0,0.0,0.0,0.0,-0.01,0.0,0.00037,0
CEN-043,80,Sand,15,0.1,120,80,0.111,8.9,0.024,0.0,0.022,0.111,0.00113,0
CEN-043,80,Sand,15,0.1,180,80,0.06,4.8,0.01,0.0,0.012,0.06,0.00061,0
CEN-043,80,Sand,15,0.1,240,80,0.219,17.5,0.064,5.75,0.053,0.219,0.00225,0
CEN-043,80,Sand,15,0.1,300,80,0.0,0.0,0.0,0.54,-0.004,0.0,0.00014,0
CEN-043,80,Sand,15,0.1,360,80,0.149,11.9,0.037,5.91,0.036,0.149,0.00153,0
CEN-043,80,Sand,15,0.1,420,80,0.138,11.0,0.027,4.78,0.022,0.138,0.00139,0
CEN-043,80,Sand,15,0.1,480,80,0.1,8.0,0.032,6.22,0.03,0.1,0.00105,0
CEN-043,80,Sand,15,0.1,540,80,0.31,24.8,0.06,2.28,0.057,0.31,0.00315,0
CEN-043,80,Sand,15,0.1,600,80,0.203,16.2,0.039,2.85,0.044,0.203,0.00207,0
CEN-043,80,Sand,15,0.1,660,80,0.502,40.1,0.155,4.6,0.148,0.502,0.00523,0
CEN-043,80,Sand,15,0.1,720,80,0.31,24.8,0.097,3.5,0.097,0.31,0.00325,0
CEN-043,80,Sand,15,0.1,780,80,0.513,41.0,0.138,1.17,0.125,0.513,0.00528,0
CEN-043,80,Sand,15,0.1,840,80,0.565,45.2,0.182,3.48,0.195,0.565,0.00598,0
CEN-043,80,Sand,15,0.1,900,80,0.429,34.3,0.11,8.33,0.124,0.429,0.00446,0
CEN-043,80,Sand,15,0.1,960,80,0.701,56.1,0.128,4.48,0.144,0.701,0.00716,0
CEN-043,80,Sand,15,0.1,1020,80,0.643,51.4,0.166,4.96,0.192,0.643,0.00671,0
CEN-043,80,Sand,15,0.1,1080,80,0.773,61.8,0.173,7.25,0.198,0.773,0.00798,0
CEN-043,80,Sand,15,0.1,1140,80,0.719,57.5,0.172,5.07,0.185,0.719,0.00743,0
CEN-043,80,Sand,15,0.1,1200,80,1.153,92.3,0.306,5.3,0.339,1.153,0.01202,0
CEN-043,80,Sand,15,0.1,1260,80,1.13,90.4,0.324,6.8,0.319,1.13,0.01174,0
CEN-043,80,Sand,15,0.1,1320,80,1.273,101.9,0.204,3.28,0.216,1.273,0.01292,0
CEN-043,80,Sand,15,0.1,1380,80,1.136,90.9,0.198,8.38,0.171,1.136,0.01149,0
CEN-043,80,Sand,15,0.1,1440,80,1.35,108.0,0.458,8.12,0.394,1.35,0.01406,0
CEN-043,80,Sand,15,0.1,1500,80,1.354,108.3,0.327,2.84,0.383,1.354,0.01407,0
CEN-043,80,Sand,15,0.1,1560,80,1.161,92.9,0.371,5.5,0.347,1.161,0.01212,0
CEN-043,80,Sand,15,0.1,1620,80,1.66,132.8,0.335,6.01,0.399,1.66,0.01707,0
CEN-043,80,Sand,15,0.1,1680,80,1.813,145.0,0.404,7.88,0.462,1.813,0.01871,0
CEN-043,80,Sand,15,0.1,1740,80,1.92,153.6,0.653,7.34,0.73,1.92,0.02054,0
CEN-043,80,Sand,15,0.1,1800,80,1.417,113.4,0.362,8.55,0.332,1.417,0.01456,0
CEN-043,80,Sand,15,0.1,1860,80,1.873,149.8,0.483,3.41,0.457,1.873,0.01928,0
CEN-043,80,Sand,15,0.1,1920,80,2.09,167.2,0.635,7.84,0.632,2.09,0.02184,0
CEN-043,80,Sand,15,0.1,1980,80,2.124,169.9,0.637,9.0,0.665,2.124,0.02226,0
CEN-043,80,Sand,15,0.1,2040,80,2.491,199.3,0.385,5.39,0.421,2.491,0.02526,0
CEN-043,80,Sand,15,0.1,2100,80,1.949,155.9,0.554,10.0,0.649,1.949,0.02054,0
CEN-043,80,Sand,15,0.1,2160,80,2.034,162.7,0.433,3.18,0.447,2.034,0.02082,0
CEN-043,80,Sand,15,0.1,2220,80,2.438,195.0,0.672,2.97,0.774,2.438,0.02558,0
CEN-043,80,Sand,15,0.1,2280,80,2.512,200.9,0.78,8.06,0.868,2.512,0.02657,0
CEN-043,80,Sand,15,0.1,2340,80,2.435,194.8,0.822,3.24,0.73,2.435,0.02542,0
CEN-043,80,Sand,15,0.1,2400,80,2.665,213.2,0.834,10.45,0.838,2.665,0.02794,0
CEN-043,80,Sand,15,0.1,2460,80,2.295,183.6,0.465,6.61,0.519,2.295,0.02353,0
CEN-043,80,Sand,15,0.1,2520,80,2.996,239.7,0.695,6.56,0.786,2.996,0.03097,0
CEN-043,80,Sand,15,0.1,2580,80,2.884,230.7,1.003,4.06,1.141,2.884,0.03102,0
CEN-043,80,Sand,15,0.1,2640,80,2.921,233.7,0.742,5.03,0.777,2.921,0.03023,0
CEN-043,80,Sand,15,0.1,2700,80,2.948,235.9,0.8,6.41,0.78,2.948,0.0305,0
CEN-043,80,Sand,15,0.1,2760,80,2.929,234.3,0.703,7.31,0.608,2.929,0.02992,0
CEN-043,80,Sand,15,0.1,2820,80,3.021,241.7,0.998,12.23,1.167,3.021,0.03239,0
CEN-043,80,Sand,15,0.1,2880,80,3.365,269.2,0.751,10.17,0.897,3.365,0.03483,0
CEN-043,80,Sand,15,0.1,2940,80,3.683,294.6,0.586,8.64,0.546,3.683,0.03723,0
CEN-044,80,Sand,15,0.5,0,80,0.0,0.0,0.0,0.0,-0.001,0.0,2e-05,0
CEN-044,80,Sand,15,0.5,60,80,0.124,9.9,0.025,0.05,0.03,0.124,0.00127,0
CEN-044,80,Sand,15,0.5,120,80,0.0,0.0,0.0,0.0,-0.009,0.0,0.00035,0
CEN-044,80,Sand,15,0.5,180,80,0.128,10.2,0.031,1.43,0.036,0.128,0.00133,0
CEN-044,80,Sand,15,0.5,240,80,0.448,35.9,0.137,1.51,0.113,0.448,0.00462,0
CEN-044,80,Sand,15,0.5,300,80,0.388,31.0,0.093,1.98,0.08,0.388,0.00396,0
CEN-044,80,Sand,15,0.5,360,80,0.373,29.9,0.097,2.54,0.1,0.373,0.00386,0
CEN-044,80,Sand,15,0.5,420,80,0.82,65.6,0.252,2.15,0.246,0.82,0.00856,0
CEN-044,80,Sand,15,0.5,480,80,0.895,71.6,0.302,1.5,0.303,0.895,0.00945,0
CEN-044,80,Sand,15,0.5,540,80,1.248,99.8,0.259,1.76,0.255,1.248,0.01274,0
CEN-044,80,Sand,15,0.5,600,80,1.419,113.5,0.403,5.19,0.429,1.419,0.01482,0
CEN-044,80,Sand,15,0.5,660,80,1.942,155.3,0.629,1.68,0.526,1.942,0.02011,0
CEN-044,80,Sand,15,0.5,720,80,1.899,151.9,0.348,1.84,0.296,1.899,0.01922,0
CEN-044,80,Sand,15,0.5,780,80,2.254,180.3,0.501,5.52,0.45,2.254,0.02298,0
CEN-044,80,Sand,15,0.5,840,80,2.528,202.3,0.602,4.81,0.659,2.528,0.02613,0
CEN-044,80,Sand,15,0.5,900,80,2.945,235.6,0.517,5.14,0.579,2.945,0.03001,0
CEN-044,80,Sand,15,0.5,960,80,3.46,276.8,1.048,8.47,0.938,3.46,0.03585,0
CEN-044,80,Sand,15,0.5,1020,80,3.687,294.9,0.569,3.45,0.678,3.687,0.03748,0
CEN-044,80,Sand,15,0.5,1080,80,3.877,310.1,1.298,4.74,1.302,3.877,0.04089,0
CEN-044,80,Sand,15,0.5,1140,80,4.077,326.1,0.937,5.8,0.961,4.077,0.04188,0
CEN-044,80,Sand,15,0.5,1200,80,5.386,430.9,1.538,7.04,1.378,5.386,0.0556,0
CEN-044,80,Sand,15,0.5,1260,80,4.824,385.9,1.611,6.38,1.306,4.824,0.04997,0
CEN-044,80,Sand,15,0.5,1320,80,5.215,417.2,1.796,7.09,2.122,5.215,0.0563,1
CEN-044,80,Sand,15,0.5,1380,80,5.354,428.3,0.836,12.48,0.786,5.354,0.05411,1
CEN-044,80,Sand,15,0.5,1440,80,6.889,551.1,1.935,3.31,2.094,6.889,0.072,1
CEN-044,80,Sand,15,0.5,1500,80,6.808,544.7,1.656,7.95,1.679,6.808,0.07012,1
CEN-044,80,Sand,15,0.5,1560,80,7.074,565.9,2.171,7.28,2.42,7.074,0.07477,1
CEN-044,80,Sand,15,0.5,1620,80,7.995,639.6,1.694,8.08,1.983,7.995,0.08237,1
CEN-044,80,Sand,15,0.5,1680,80,7.454,596.4,1.182,10.98,1.137,7.454,0.07541,1
CEN-044,80,Sand,15,0.5,1740,80,8.088,647.0,1.7,5.1,1.393,8.088,0.08207,1
CEN-044,80,Sand,15,0.5,1800,80,8.845,707.6,1.757,10.51,2.095,8.845,0.0909,1
CEN-044,80,Sand,15,0.5,1860,80,9.296,743.7,2.945,10.53,2.971,9.296,0.0976,1
CEN-044,80,Sand,15,0.5,1920,80,10.195,815.6,2.415,6.29,2.255,10.195,0.10441,1
CEN-044,80,Sand,15,0.5,1980,80,10.306,824.5,3.563,7.41,4.063,10.306,0.11078,1
CEN-044,80,Sand,15,0.5,2040,80,12.151,972.1,3.675,9.76,3.212,12.151,0.12568,1
CEN-044,80,Sand,15,0.5,2100,80,9.888,791.0,1.588,9.84,1.77,9.888,0.10045,1
CEN-044,80,Sand,15,0.5,2160,80,11.125,890.0,2.243,4.76,2.005,11.125,0.11305,1
CEN-044,80,Sand,15,0.5,2220,80,12.336,986.9,2.052,3.3,1.714,12.336,0.12455,1
CEN-044,80,Sand,15,0.5,2280,80,12.754,1020.3,3.746,5.99,4.429,12.754,0.13501,1
CEN-044,80,Sand,15,0.5,2340,80,13.113,1049.0,4.007,8.59,4.187,13.113,0.13765,1
CEN-044,80,Sand,15,0.5,2400,80,12.974,1037.9,2.294,8.42,2.149,12.974,0.13151,1
CEN-044,80,Sand,15,0.5,2460,80,14.409,1152.7,2.842,11.86,3.27,14.409,0.14775,1
CEN-044,80,Sand,15,0.5,2520,80,13.973,1117.8,3.769,11.63,3.764,13.973,0.14471,1
CEN-044,80,Sand,15,0.5,2580,80,13.303,1064.2,3.73,8.56,3.913,13.303,0.13866,1
CEN-044,80,Sand,15,0.5,2640,80,14.722,1177.7,4.243,7.77,4.994,14.722,0.15546,1
CEN-044,80,Sand,15,0.5,2700,80,14.133,1130.6,4.833,7.59,4.405,14.133,0.14804,1
CEN-044,80,Sand,15,0.5,2760,80,14.349,1147.9,4.422,7.89,4.732,14.349,0.15109,1
CEN-044,80,Sand,15,0.5,2820,80,16.997,1359.7,5.507,6.51,5.974,16.997,0.18016,1
CEN-044,80,Sand,15,0.5,2880,80,16.813,1345.0,3.056,5.5,2.514,16.813,0.17,1
CEN-044,80,Sand,15,0.5,2940,80,17.923,1433.9,3.5,8.52,3.158,17.923,0.182,1
CEN-045,80,Sand,15,1.0,0,80,0.0,0.0,0.0,0.78,-0.001,0.0,1e-05,0
CEN-045,80,Sand,15,1.0,60,80,0.025,2.0,0.004,0.57,0.005,0.025,0.00025,0
CEN-045,80,Sand,15,1.0,120,80,0.281,22.5,0.086,1.35,0.079,0.281,0.00292,0
CEN-045,80,Sand,15,1.0,180,80,0.277,22.1,0.082,4.82,0.086,0.277,0.0029,0
CEN-045,80,Sand,15,1.0,240,80,0.634,50.7,0.198,1.39,0.189,0.634,0.00662,0
CEN-045,80,Sand,15,1.0,300,80,0.964,77.1,0.191,1.62,0.212,0.964,0.00987,0
CEN-045,80,Sand,15,1.0,360,80,0.948,75.8,0.263,0.0,0.308,0.948,0.00996,0
CEN-045,80,Sand,15,1.0,420,80,1.477,118.1,0.303,4.4,0.307,1.477,0.01508,0
CEN-045,80,Sand,15,1.0,480,80,1.923,153.8,0.634,1.8,0.617,1.923,0.02019,0
CEN-045,80,Sand,15,1.0,540,80,2.497,199.8,0.463,2.97,0.538,2.497,0.02555,0
CEN-045,80,Sand,15,1.0,600,80,2.801,224.1,0.486,8.68,0.569,2.801,0.02859,0
CEN-045,80,Sand,15,1.0,660,80,3.847,307.8,1.116,4.93,1.166,3.847,0.0402,0
