Simulation_ID,Soil_Type,Structure_Type,H_D_Ratio,Groundwater_Condition,Elastic_Modulus_kPa,Poissons_Ratio,Cohesion_kPa,Friction_Angle_deg,Unit_Weight_kN_m3,Max_Displacement_mm,Surface_Settlement_mm,Lateral_Displacement_mm,Heave_mm,Pore_Water_Pressure_kPa,Max_Plastic_Strain,Primary_Failure_Mode,All_Failure_Modes,Failure_Detected
FEM-0304,Clay,Tunnel,1.5,Dry,26054.0,0.332,15.2,19.9,20.21,14.38,11.36,9.26,0.83,1.1,0.02272,No_Failure,No_Failure,0
FEM-0305,Clay,Tunnel,1.5,Dry,24697.0,0.396,79.3,20.0,19.29,12.48,9.96,9.35,2.54,11.6,0.0218,No_Failure,No_Failure,0
FEM-0306,Clay,Tunnel,1.5,Partially_Saturated,5282.0,0.429,17.5,25.0,18.51,92.16,69.97,25.55,7.47,80.7,0.14108,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0307,Clay,Tunnel,1.5,Partially_Saturated,29758.0,0.402,21.4,24.5,20.17,16.37,19.13,10.42,2.09,94.8,0.02686,No_Failure,No_Failure,0
FEM-0308,Clay,Tunnel,1.5,Partially_Saturated,17160.0,0.313,72.1,25.1,16.06,20.37,19.34,5.69,5.22,70.4,0.02643,No_Failure,No_Failure,0
FEM-0309,Clay,Tunnel,1.5,Partially_Saturated,25135.0,0.424,22.3,18.9,19.87,18.77,12.44,10.44,3.8,82.1,0.01051,No_Failure,No_Failure,0
FEM-0310,Clay,Tunnel,1.5,Partially_Saturated,18437.0,0.377,51.8,21.4,20.22,28.66,21.76,7.91,6.87,83.9,0.02083,No_Failure,No_Failure,0
FEM-0311,Clay,Tunnel,1.5,Fully_Saturated,15992.0,0.31,33.9,29.6,16.75,37.37,25.88,10.59,10.39,158.2,0.04461,Heave,Heave,1
FEM-0312,Clay,Tunnel,1.5,Fully_Saturated,8398.0,0.419,73.4,29.3,17.76,56.5,45.27,23.16,3.71,159.3,0.11122,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0313,Clay,Tunnel,1.5,Fully_Saturated,5441.0,0.378,59.0,30.0,20.17,98.11,53.64,28.87,5.74,178.6,0.06228,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0314,Clay,Tunnel,1.5,Fully_Saturated,18181.0,0.446,83.3,20.4,19.91,33.31,39.56,23.36,5.57,183.8,0.05595,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0315,Clay,Tunnel,1.5,Fully_Saturated,12421.0,0.334,72.1,28.7,16.1,38.43,45.77,12.11,5.28,147.3,0.07116,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0316,Clay,Tunnel,2.0,Dry,6746.0,0.382,50.4,29.9,16.94,50.22,38.1,11.05,13.99,6.4,0.02878,Excessive_Settlement,Excessive_Settlement;Heave,1
FEM-0317,Clay,Tunnel,2.0,Dry,7475.0,0.419,61.7,20.4,18.75,70.91,83.51,18.59,20.75,0.0,0.12211,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0318,Clay,Tunnel,2.0,Dry,23601.0,0.386,80.8,19.7,19.61,20.73,19.67,7.69,4.62,0.0,0.01496,No_Failure,No_Failure,0
FEM-0319,Clay,Tunnel,2.0,Dry,14057.0,0.36,85.1,23.2,19.68,36.18,29.81,8.69,7.71,0.2,0.05619,Structural_Buckling,Structural_Buckling,1
FEM-0320,Clay,Tunnel,2.0,Dry,24471.0,0.37,36.2,28.3,20.14,21.66,23.87,15.07,1.8,0.0,0.01587,No_Failure,No_Failure,0
FEM-0321,Clay,Tunnel,2.0,Partially_Saturated,24537.0,0.372,22.7,22.9,20.97,25.71,16.68,11.27,5.11,119.5,0.03008,No_Failure,No_Failure,0
FEM-0322,Clay,Tunnel,2.0,Partially_Saturated,14022.0,0.318,39.2,24.6,16.44,38.9,20.76,20.41,6.17,101.6,0.02457,Lateral_Instability,Lateral_Instability,1
FEM-0323,Clay,Tunnel,2.0,Partially_Saturated,11760.0,0.315,76.8,25.6,16.94,41.01,36.51,25.34,2.4,95.3,0.02883,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0324,Clay,Tunnel,2.0,Partially_Saturated,25529.0,0.391,61.5,28.0,17.33,23.49,11.98,18.07,2.72,104.9,0.01997,No_Failure,No_Failure,0
FEM-0325,Clay,Tunnel,2.0,Partially_Saturated,29818.0,0.381,96.5,19.0,18.66,19.62,22.78,5.76,2.33,109.1,0.03326,No_Failure,No_Failure,0
FEM-0326,Clay,Tunnel,2.0,Fully_Saturated,17838.0,0.388,66.6,25.4,18.27,42.68,50.48,12.99,12.35,214.8,0.0614,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0327,Clay,Tunnel,2.0,Fully_Saturated,27296.0,0.354,21.4,24.4,20.93,31.12,24.05,6.6,5.45,247.9,0.05641,Structural_Buckling,Structural_Buckling,1
FEM-0328,Clay,Tunnel,2.0,Fully_Saturated,20469.0,0.323,93.7,24.9,19.45,40.34,36.64,31.75,11.0,223.4,0.05278,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0329,Clay,Tunnel,2.0,Fully_Saturated,13459.0,0.432,29.4,18.7,17.71,56.14,33.54,31.15,9.44,210.5,0.0916,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0330,Clay,Tunnel,2.0,Fully_Saturated,11914.0,0.401,39.7,28.0,20.17,74.58,53.28,55.62,9.72,245.2,0.04633,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0331,Clay,Tunnel,2.5,Dry,22545.0,0.402,97.6,29.7,18.4,23.63,22.71,6.94,2.52,0.0,0.0195,No_Failure,No_Failure,0
FEM-0332,Clay,Tunnel,2.5,Dry,5571.0,0.311,75.5,18.2,20.48,114.06,63.31,33.53,15.41,4.7,0.09921,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0333,Clay,Tunnel,2.5,Dry,13175.0,0.423,57.2,23.5,19.17,48.27,39.57,22.23,12.05,0.4,0.04509,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave,1
FEM-0334,Clay,Tunnel,2.5,Dry,28743.0,0.405,70.6,25.3,19.7,22.1,23.05,14.91,6.5,0.0,0.02411,No_Failure,No_Failure,0
FEM-0335,Clay,Tunnel,2.5,Dry,24170.0,0.381,88.5,20.8,19.69,23.19,15.64,15.76,3.7,0.0,0.02284,No_Failure,No_Failure,0
FEM-0336,Clay,Tunnel,2.5,Partially_Saturated,24880.0,0.334,30.5,22.3,19.15,35.08,23.86,18.77,5.13,137.2,0.03449,No_Failure,No_Failure,0
FEM-0337,Clay,Tunnel,2.5,Partially_Saturated,11846.0,0.337,21.9,23.2,17.22,54.16,63.52,30.39,8.96,126.7,0.05483,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0338,Clay,Tunnel,2.5,Partially_Saturated,26421.0,0.338,38.8,26.5,20.5,24.1,23.52,6.05,6.62,150.0,0.01431,No_Failure,No_Failure,0
FEM-0339,Clay,Tunnel,2.5,Partially_Saturated,22937.0,0.335,59.5,19.1,18.84,34.51,17.77,17.96,8.92,146.1,0.04567,No_Failure,No_Failure,0
FEM-0340,Clay,Tunnel,2.5,Partially_Saturated,22186.0,0.355,40.2,22.0,16.51,29.61,20.08,12.8,4.01,105.9,0.04748,No_Failure,No_Failure,0
FEM-0341,Clay,Tunnel,2.5,Fully_Saturated,14894.0,0.402,90.7,23.5,18.77,58.85,57.32,29.22,5.34,275.8,0.10213,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0342,Clay,Tunnel,2.5,Fully_Saturated,21398.0,0.41,90.0,23.1,16.94,46.84,54.09,37.35,4.89,253.0,0.02535,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0343,Clay,Tunnel,2.5,Fully_Saturated,21878.0,0.338,88.8,24.2,19.91,49.79,28.5,36.09,4.85,308.5,0.02982,Lateral_Instability,Lateral_Instability,1
FEM-0344,Clay,Tunnel,2.5,Fully_Saturated,29439.0,0.345,75.7,25.6,16.17,33.3,36.75,12.74,3.74,236.3,0.03995,Excessive_Settlement,Excessive_Settlement,1
FEM-0345,Clay,Tunnel,2.5,Fully_Saturated,24993.0,0.443,74.5,20.3,17.92,40.62,36.06,29.36,7.59,260.2,0.05075,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0346,Clay,Tunnel,3.0,Dry,12968.0,0.385,83.7,29.3,20.05,55.31,59.72,22.94,12.38,0.0,0.10104,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0347,Clay,Tunnel,3.0,Dry,6307.0,0.317,16.6,18.8,16.3,92.36,89.97,65.77,23.01,6.3,0.10944,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0348,Clay,Tunnel,3.0,Dry,27660.0,0.369,17.4,26.4,20.15,27.68,18.19,10.82,6.19,4.7,0.03368,No_Failure,No_Failure,0
FEM-0349,Clay,Tunnel,3.0,Dry,21811.0,0.341,94.0,22.4,18.7,31.41,29.26,11.07,4.06,0.0,0.02184,No_Failure,No_Failure,0
FEM-0350,Clay,Tunnel,3.0,Dry,25915.0,0.349,50.4,24.6,20.21,28.13,16.83,16.19,3.88,1.9,0.02019,No_Failure,No_Failure,0
FEM-0351,Clay,Tunnel,3.0,Partially_Saturated,12423.0,0.305,80.5,23.0,16.24,66.39,33.82,51.34,17.47,147.2,0.09055,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0352,Clay,Tunnel,3.0,Partially_Saturated,17882.0,0.346,48.2,20.2,16.17,33.48,20.36,6.96,5.3,140.3,0.04355,No_Failure,No_Failure,0
FEM-0353,Clay,Tunnel,3.0,Partially_Saturated,13124.0,0.318,25.8,25.4,16.59,62.24,55.23,19.57,16.59,148.6,0.10222,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0354,Clay,Tunnel,3.0,Partially_Saturated,23729.0,0.322,31.7,24.6,19.42,36.27,37.24,20.76,8.91,184.2,0.04171,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0355,Clay,Tunnel,3.0,Partially_Saturated,24024.0,0.326,36.5,28.0,19.57,30.99,31.44,8.04,5.3,183.4,0.03512,Excessive_Settlement,Excessive_Settlement,1
FEM-0356,Clay,Tunnel,3.0,Fully_Saturated,18518.0,0.336,85.7,29.0,18.32,66.25,53.4,26.3,7.73,323.5,0.09169,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0357,Clay,Tunnel,3.0,Fully_Saturated,19033.0,0.404,34.2,26.4,16.08,55.86,48.83,39.46,12.96,288.9,0.08817,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0358,Clay,Tunnel,3.0,Fully_Saturated,16727.0,0.348,45.2,19.2,19.48,76.35,71.94,22.26,14.2,348.8,0.04323,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave,1
FEM-0359,Clay,Tunnel,3.0,Fully_Saturated,20527.0,0.302,37.2,21.2,19.74,57.51,46.89,31.28,6.46,349.5,0.11436,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0360,Clay,Tunnel,3.0,Fully_Saturated,17924.0,0.432,24.0,25.1,19.36,71.08,74.79,34.94,4.2,343.9,0.06949,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0361,Clay,Basement,0.5,Dry,7305.0,0.3,59.2,26.8,17.15,8.48,8.36,5.42,1.3,0.0,0.00901,No_Failure,No_Failure,0
FEM-0362,Clay,Basement,0.5,Dry,19728.0,0.354,57.6,26.9,20.82,4.33,4.87,3.24,1.2,2.4,0.00594,No_Failure,No_Failure,0
FEM-0363,Clay,Basement,0.5,Dry,25967.0,0.447,89.4,27.8,17.03,2.53,2.79,0.76,0.45,18.0,0.00401,No_Failure,No_Failure,0
FEM-0364,Clay,Basement,0.5,Dry,14901.0,0.368,71.0,26.2,18.19,5.1,2.74,1.81,1.46,1.0,0.00397,No_Failure,No_Failure,0
FEM-0365,Clay,Basement,0.5,Dry,7393.0,0.442,89.2,22.8,19.15,10.98,12.51,3.11,2.29,0.2,0.00883,No_Failure,No_Failure,0
FEM-0366,Clay,Basement,0.5,Partially_Saturated,10214.0,0.314,25.0,27.1,17.38,8.83,9.78,6.31,0.7,34.5,0.01345,No_Failure,No_Failure,0
FEM-0367,Clay,Basement,0.5,Partially_Saturated,7592.0,0.348,67.0,25.0,20.07,14.06,7.58,6.86,3.69,26.4,0.01433,No_Failure,No_Failure,0
FEM-0368,Clay,Basement,0.5,Partially_Saturated,20613.0,0.302,92.2,21.8,16.75,3.38,2.71,1.72,0.21,28.4,0.00428,No_Failure,No_Failure,0
FEM-0369,Clay,Basement,0.5,Partially_Saturated,9649.0,0.439,82.5,20.8,19.68,11.47,6.55,3.11,1.85,32.0,0.02244,No_Failure,No_Failure,0
FEM-0370,Clay,Basement,0.5,Partially_Saturated,22298.0,0.417,58.4,18.7,16.63,3.97,4.68,1.73,0.96,25.8,0.00289,No_Failure,No_Failure,0
FEM-0371,Clay,Basement,0.5,Fully_Saturated,25218.0,0.325,75.0,19.8,20.09,4.87,4.15,2.18,0.65,57.4,0.00869,No_Failure,No_Failure,0
FEM-0372,Clay,Basement,0.5,Fully_Saturated,24031.0,0.356,98.1,28.0,17.35,5.34,5.98,1.38,1.19,64.4,0.00677,No_Failure,No_Failure,0
FEM-0373,Clay,Basement,0.5,Fully_Saturated,23502.0,0.3,62.9,25.4,17.05,5.68,5.47,3.37,1.04,48.4,0.00517,No_Failure,No_Failure,0
FEM-0374,Clay,Basement,0.5,Fully_Saturated,24243.0,0.393,27.9,24.8,20.52,5.15,5.57,3.78,1.44,64.5,0.00755,No_Failure,No_Failure,0
FEM-0375,Clay,Basement,0.5,Fully_Saturated,5835.0,0.417,32.6,29.0,20.18,22.78,23.65,14.08,3.82,63.2,0.01475,No_Failure,No_Failure,0
FEM-0376,Clay,Basement,1.0,Dry,13276.0,0.347,25.6,29.7,18.92,11.97,10.93,5.14,2.9,8.4,0.02175,No_Failure,No_Failure,0
FEM-0377,Clay,Basement,1.0,Dry,21423.0,0.393,81.9,24.0,20.06,7.36,4.16,2.54,2.07,0.0,0.00899,No_Failure,No_Failure,0
FEM-0378,Clay,Basement,1.0,Dry,15438.0,0.43,78.7,27.7,20.96,9.48,11.21,6.97,1.82,5.4,0.01825,No_Failure,No_Failure,0
FEM-0379,Clay,Basement,1.0,Dry,29756.0,0.392,74.6,21.3,17.01,4.14,3.92,1.39,0.62,3.8,0.00814,No_Failure,No_Failure,0
FEM-0380,Clay,Basement,1.0,Dry,11178.0,0.32,34.1,24.2,19.91,14.23,12.32,10.82,2.98,7.8,0.02748,No_Failure,No_Failure,0
FEM-0381,Clay,Basement,1.0,Partially_Saturated,13329.0,0.341,33.1,24.4,18.34,14.18,9.54,8.97,1.76,58.2,0.02551,No_Failure,No_Failure,0
FEM-0382,Clay,Basement,1.0,Partially_Saturated,8662.0,0.346,59.6,28.1,18.01,22.67,21.81,10.72,1.3,59.5,0.03617,No_Failure,No_Failure,0
FEM-0383,Clay,Basement,1.0,Partially_Saturated,27092.0,0.389,80.1,23.0,17.75,6.28,4.63,1.85,1.0,47.1,0.01014,No_Failure,No_Failure,0
FEM-0384,Clay,Basement,1.0,Partially_Saturated,8505.0,0.325,18.6,23.3,19.24,24.19,16.98,5.44,6.85,57.1,0.04196,No_Failure,No_Failure,0
FEM-0385,Clay,Basement,1.0,Partially_Saturated,25029.0,0.384,59.8,25.8,19.61,9.07,9.74,4.94,2.15,61.8,0.00532,No_Failure,No_Failure,0
FEM-0386,Clay,Basement,1.0,Fully_Saturated,21461.0,0.407,97.2,23.1,16.57,10.29,7.55,4.65,2.49,97.2,0.00854,No_Failure,No_Failure,0
FEM-0387,Clay,Basement,1.0,Fully_Saturated,10773.0,0.439,28.6,23.0,18.02,23.07,13.59,6.12,6.4,109.5,0.02038,No_Failure,No_Failure,0
FEM-0388,Clay,Basement,1.0,Fully_Saturated,14798.0,0.419,55.5,19.3,16.02,12.51,8.32,3.88,3.11,100.9,0.01411,No_Failure,No_Failure,0
FEM-0389,Clay,Basement,1.0,Fully_Saturated,19591.0,0.363,33.8,25.6,17.94,13.81,9.31,10.54,1.06,109.0,0.02271,No_Failure,No_Failure,0
FEM-0390,Clay,Basement,1.0,Fully_Saturated,7247.0,0.359,82.7,27.8,19.94,45.55,46.51,19.4,10.43,130.9,0.05501,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0391,Clay,Basement,1.5,Dry,23375.0,0.385,20.6,28.6,19.14,11.59,13.06,5.31,0.59,1.9,0.00614,No_Failure,No_Failure,0
FEM-0392,Clay,Basement,1.5,Dry,19315.0,0.44,32.7,21.4,19.25,13.77,14.8,8.06,3.0,0.0,0.01416,No_Failure,No_Failure,0
FEM-0393,Clay,Basement,1.5,Dry,28997.0,0.448,67.0,24.2,18.58,8.46,5.43,5.39,0.79,3.2,0.01527,No_Failure,No_Failure,0
FEM-0394,Clay,Basement,1.5,Dry,21648.0,0.371,74.1,23.5,19.27,9.54,9.98,1.99,1.0,0.0,0.01224,No_Failure,No_Failure,0
FEM-0395,Clay,Basement,1.5,Dry,22125.0,0.379,86.1,22.5,19.46,12.25,9.77,6.34,0.96,0.0,0.01166,No_Failure,No_Failure,0
FEM-0396,Clay,Basement,1.5,Partially_Saturated,7219.0,0.376,50.5,19.2,19.76,46.68,25.51,13.4,7.71,82.2,0.06282,Structural_Buckling,Structural_Buckling,1
FEM-0397,Clay,Basement,1.5,Partially_Saturated,18107.0,0.365,81.0,24.0,20.89,16.47,17.48,4.35,1.95,84.0,0.0094,No_Failure,No_Failure,0
FEM-0398,Clay,Basement,1.5,Partially_Saturated,18204.0,0.391,54.4,28.4,18.78,19.83,20.83,10.95,5.5,87.3,0.02324,No_Failure,No_Failure,0
FEM-0399,Clay,Basement,1.5,Partially_Saturated,22439.0,0.385,24.3,23.2,19.37,12.83,14.48,4.25,1.78,89.1,0.02301,No_Failure,No_Failure,0
FEM-0400,Clay,Basement,1.5,Partially_Saturated,14888.0,0.322,58.1,18.5,17.72,14.46,12.43,7.38,3.69,76.6,0.01376,No_Failure,No_Failure,0
FEM-0401,Clay,Basement,1.5,Fully_Saturated,29542.0,0.359,27.1,25.9,17.22,13.7,12.64,9.49,1.28,144.1,0.02739,No_Failure,No_Failure,0
FEM-0402,Clay,Basement,1.5,Fully_Saturated,22791.0,0.312,34.4,19.9,16.08,13.87,10.0,5.48,1.51,137.4,0.02652,No_Failure,No_Failure,0
FEM-0403,Clay,Basement,1.5,Fully_Saturated,23312.0,0.318,37.9,29.8,17.0,16.19,9.42,5.49,3.7,149.2,0.01688,No_Failure,No_Failure,0
FEM-0404,Clay,Basement,1.5,Fully_Saturated,7166.0,0.344,29.5,20.6,19.89,60.15,63.06,38.46,13.36,177.2,0.07158,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0405,Clay,Basement,1.5,Fully_Saturated,18371.0,0.428,90.5,20.6,18.16,18.0,10.87,10.6,3.48,163.8,0.0301,No_Failure,No_Failure,0
FEM-0406,Clay,Basement,2.0,Dry,12952.0,0.404,18.4,19.8,18.23,25.2,28.24,18.42,5.03,1.9,0.01928,No_Failure,No_Failure,0
FEM-0407,Clay,Basement,2.0,Dry,13762.0,0.347,90.2,26.3,16.36,17.51,19.09,8.02,4.18,4.5,0.01629,No_Failure,No_Failure,0
FEM-0408,Clay,Basement,2.0,Dry,29889.0,0.362,71.1,29.9,17.0,8.76,8.21,7.0,2.51,0.0,0.00998,No_Failure,No_Failure,0
FEM-0409,Clay,Basement,2.0,Dry,24084.0,0.418,66.6,25.4,16.6,10.84,8.77,5.92,2.39,1.4,0.02073,No_Failure,No_Failure,0
FEM-0410,Clay,Basement,2.0,Dry,24656.0,0.394,23.3,27.5,19.31,11.8,10.43,8.04,2.58,0.0,0.01483,No_Failure,No_Failure,0
FEM-0411,Clay,Basement,2.0,Partially_Saturated,8852.0,0.309,34.9,22.4,19.23,44.38,37.71,28.45,10.4,117.5,0.06634,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0412,Clay,Basement,2.0,Partially_Saturated,29436.0,0.406,78.1,21.5,18.39,15.34,12.35,6.32,2.53,118.8,0.027,No_Failure,No_Failure,0
FEM-0413,Clay,Basement,2.0,Partially_Saturated,21408.0,0.43,70.8,22.2,19.15,21.08,21.3,12.89,5.53,113.6,0.01304,No_Failure,No_Failure,0
FEM-0414,Clay,Basement,2.0,Partially_Saturated,21410.0,0.317,90.1,27.9,19.57,20.29,23.3,14.86,5.7,113.6,0.0116,No_Failure,No_Failure,0
FEM-0415,Clay,Basement,2.0,Partially_Saturated,6539.0,0.419,31.3,21.8,18.93,68.48,40.52,54.18,17.41,117.8,0.08494,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0416,Clay,Basement,2.0,Fully_Saturated,27424.0,0.424,16.2,27.6,19.92,21.28,15.37,10.55,1.8,245.2,0.04197,No_Failure,No_Failure,0
FEM-0417,Clay,Basement,2.0,Fully_Saturated,23069.0,0.367,30.3,27.5,17.77,24.8,28.78,9.08,2.46,216.9,0.01765,No_Failure,No_Failure,0
FEM-0418,Clay,Basement,2.0,Fully_Saturated,6034.0,0.445,26.6,25.3,17.0,82.84,51.14,24.32,18.85,201.6,0.05839,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0419,Clay,Basement,2.0,Fully_Saturated,28358.0,0.388,81.4,19.0,16.26,17.05,13.25,9.09,2.44,200.0,0.01995,No_Failure,No_Failure,0
FEM-0420,Clay,Basement,2.0,Fully_Saturated,6985.0,0.389,35.6,22.6,16.07,74.35,64.29,46.05,14.45,186.6,0.101,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0421,Clay,Basement,2.5,Dry,11127.0,0.35,44.9,24.2,18.62,35.46,34.29,16.41,3.44,7.2,0.05511,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0422,Clay,Basement,2.5,Dry,7882.0,0.442,41.0,25.0,16.16,40.83,46.4,24.91,4.86,0.0,0.03632,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0423,Clay,Basement,2.5,Dry,16175.0,0.39,32.8,26.9,18.89,25.74,13.0,13.63,4.0,3.5,0.02301,No_Failure,No_Failure,0
FEM-0424,Clay,Basement,2.5,Dry,21842.0,0.323,22.3,29.2,20.31,19.15,16.3,5.42,2.22,9.6,0.02942,No_Failure,No_Failure,0
FEM-0425,Clay,Basement,2.5,Dry,23695.0,0.331,40.2,18.2,16.37,14.99,10.74,4.67,2.6,2.3,0.02447,No_Failure,No_Failure,0
FEM-0426,Clay,Basement,2.5,Partially_Saturated,20006.0,0.405,30.3,24.6,18.85,26.3,24.72,17.55,7.52,143.5,0.03484,No_Failure,No_Failure,0
FEM-0427,Clay,Basement,2.5,Partially_Saturated,12234.0,0.399,98.4,26.5,20.85,45.24,23.33,16.06,5.36,154.1,0.08467,Structural_Buckling,Structural_Buckling,1
FEM-0428,Clay,Basement,2.5,Partially_Saturated,22677.0,0.313,29.8,25.2,20.54,23.39,13.13,10.76,2.34,156.9,0.04069,No_Failure,No_Failure,0
FEM-0429,Clay,Basement,2.5,Partially_Saturated,28029.0,0.403,20.6,22.3,18.21,15.55,10.78,8.15,1.68,131.5,0.01613,No_Failure,No_Failure,0
FEM-0430,Clay,Basement,2.5,Partially_Saturated,17120.0,0.383,43.2,27.7,18.58,27.65,33.03,7.58,2.65,140.6,0.02876,Excessive_Settlement,Excessive_Settlement,1
FEM-0431,Clay,Basement,2.5,Fully_Saturated,15261.0,0.385,22.3,27.2,18.25,48.96,38.62,32.51,9.42,274.2,0.09395,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0432,Clay,Basement,2.5,Fully_Saturated,15732.0,0.31,16.1,26.5,16.41,37.77,29.2,22.56,11.32,242.9,0.03043,Lateral_Instability,Lateral_Instability;Heave,1
FEM-0433,Clay,Basement,2.5,Fully_Saturated,7148.0,0.334,24.8,18.2,19.99,105.24,66.65,28.54,12.42,295.9,0.13816,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0434,Clay,Basement,2.5,Fully_Saturated,10426.0,0.358,59.3,27.1,17.41,64.49,52.4,37.78,7.66,262.9,0.12438,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0435,Clay,Basement,2.5,Fully_Saturated,27752.0,0.39,50.9,24.8,20.01,22.22,12.55,14.86,4.77,303.2,0.01377,No_Failure,No_Failure,0
FEM-0436,Clay,Basement,3.0,Dry,27967.0,0.358,83.9,19.9,18.84,15.57,8.15,5.72,4.01,10.1,0.02663,No_Failure,No_Failure,0
FEM-0437,Clay,Basement,3.0,Dry,18258.0,0.388,80.1,19.4,16.36,20.26,18.95,15.9,4.28,5.0,0.02854,No_Failure,No_Failure,0
FEM-0438,Clay,Basement,3.0,Dry,9941.0,0.426,64.0,29.7,16.35,44.52,31.57,11.56,11.79,2.7,0.06758,Excessive_Settlement,Excessive_Settlement;Heave;Structural_Buckling,1
FEM-0439,Clay,Basement,3.0,Dry,7665.0,0.361,74.9,22.3,19.59,65.25,45.66,34.33,9.05,0.0,0.06068,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Structural_Buckling,1
FEM-0440,Clay,Basement,3.0,Dry,6425.0,0.322,63.0,26.4,20.77,83.77,76.88,50.97,17.17,0.0,0.11768,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0441,Clay,Basement,3.0,Partially_Saturated,28995.0,0.301,38.0,27.1,18.35,20.92,12.92,11.36,3.74,155.0,0.01211,No_Failure,No_Failure,0
FEM-0442,Clay,Basement,3.0,Partially_Saturated,20103.0,0.378,64.8,18.0,16.41,23.98,14.8,11.25,6.04,151.4,0.02045,No_Failure,No_Failure,0
FEM-0443,Clay,Basement,3.0,Partially_Saturated,23726.0,0.431,84.4,26.9,16.19,20.01,14.63,6.36,3.37,152.0,0.02699,No_Failure,No_Failure,0
FEM-0444,Clay,Basement,3.0,Partially_Saturated,15771.0,0.415,16.3,28.4,16.01,26.8,21.88,19.53,4.14,141.4,0.04761,No_Failure,No_Failure,0
FEM-0445,Clay,Basement,3.0,Partially_Saturated,29981.0,0.435,19.7,19.8,18.71,22.3,26.16,9.9,2.66,166.5,0.01993,No_Failure,No_Failure,0
FEM-0446,Clay,Basement,3.0,Fully_Saturated,17591.0,0.41,44.5,20.5,18.19,45.84,36.53,33.18,12.99,324.7,0.07697,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave;Structural_Buckling,1
FEM-0447,Clay,Basement,3.0,Fully_Saturated,11126.0,0.34,72.5,24.1,19.52,69.75,38.42,35.05,15.22,345.9,0.04888,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Heave,1
FEM-0448,Clay,Basement,3.0,Fully_Saturated,19700.0,0.322,40.8,23.3,18.97,41.28,28.31,18.29,5.86,345.5,0.02976,No_Failure,No_Failure,0
