Date,Temperature_C,Precipitation_mm,Relative_Humidity_pct,Wind_Speed_m_s,Cumulative_Precip_30d_mm,Evapotranspiration_mm,Water_Balance_mm,Soil_Suction_kPa,Shrinkage_Strain,Embankment_Deterioration_Index,Soil_Type
2019-05-31,11.8,2.06,49.8,3.4,82.9,2.29,-0.23,57.5,0.03377,0.4979,Clay
2019-06-01,21.0,2.65,59.6,5.4,81.0,3.73,-1.08,46.4,0.03079,0.5591,Clay
2019-06-02,18.9,0.77,61.3,3.3,77.6,3.63,-2.86,52.9,0.0303,0.5042,Clay
2019-06-03,19.1,0.99,63.7,5.0,77.4,3.05,-2.06,50.0,0.02968,0.5272,Clay
2019-06-04,22.5,5.56,49.0,2.8,80.9,3.54,2.02,45.1,0.02954,0.5172,Clay
2019-06-05,21.3,0.05,62.2,2.9,75.6,3.2,-3.15,64.2,0.03706,0.5531,Clay
2019-06-06,20.2,0.64,47.1,1.6,70.8,3.46,-2.83,66.7,0.03704,0.5159,Clay
2019-06-07,16.9,1.02,61.1,3.8,68.4,2.77,-1.75,58.3,0.03313,0.5029,Clay
2019-06-08,16.7,0.0,55.0,4.9,67.9,2.91,-2.91,55.3,0.03481,0.5304,Clay
2019-06-09,20.4,3.44,53.1,6.1,68.4,3.56,-0.13,55.9,0.0339,0.5656,Clay
2019-06-10,19.2,0.5,66.5,6.3,68.7,2.85,-2.35,62.1,0.0361,0.5774,Clay
2019-06-11,18.8,0.44,57.7,10.3,64.4,3.15,-2.72,61.3,0.03846,0.6478,Clay
2019-06-12,17.7,2.47,63.2,1.7,66.5,3.27,-0.8,50.9,0.03109,0.4563,Clay
2019-06-13,16.7,0.46,63.3,4.2,64.7,3.03,-2.56,54.6,0.03031,0.4827,Clay
2019-06-14,13.8,1.51,69.2,4.4,64.3,2.46,-0.95,48.6,0.02727,0.4475,Clay
2019-06-15,19.9,2.39,49.2,6.2,63.6,3.47,-1.08,50.9,0.02849,0.5202,Clay
2019-06-16,17.4,2.16,66.1,2.9,64.2,3.03,-0.88,47.8,0.02833,0.4521,Clay
2019-06-17,17.2,2.06,58.7,1.5,66.1,2.79,-0.73,51.1,0.03125,0.4509,Clay
2019-06-18,12.6,0.12,55.4,3.2,63.8,2.03,-1.91,53.7,0.02531,0.4079,Clay
2019-06-19,18.3,0.11,49.0,9.5,63.0,4.05,-3.94,53.6,0.02963,0.571,Clay
2019-06-20,13.9,0.48,62.9,7.3,62.8,2.78,-2.3,68.0,0.0421,0.5928,Clay
2019-06-21,16.7,0.05,50.5,3.7,53.8,3.33,-3.28,58.0,0.0332,0.4737,Clay
2019-06-22,20.4,0.88,61.9,7.0,53.0,3.74,-2.85,62.2,0.04073,0.5981,Clay
2019-06-23,18.2,0.63,73.0,1.1,51.4,3.65,-3.01,62.0,0.0341,0.4417,Clay
2019-06-24,17.7,1.01,65.3,3.2,51.0,3.32,-2.31,64.3,0.03678,0.491,Clay
2019-06-25,15.8,0.44,68.5,5.6,48.8,2.24,-1.8,49.1,0.02884,0.4626,Clay
2019-06-26,16.3,0.81,51.4,2.7,47.2,2.7,-1.89,51.0,0.02905,0.4157,Clay
2019-06-27,22.7,0.49,63.2,2.5,45.8,3.98,-3.48,47.9,0.03192,0.4666,Clay
2019-06-28,20.3,0.26,47.8,6.8,35.5,3.6,-3.34,48.6,0.02899,0.4847,Clay
2019-06-29,16.5,1.24,54.9,4.9,35.7,3.02,-1.78,48.5,0.02969,0.4371,Clay
2019-06-30,17.6,1.31,70.6,9.9,34.9,2.8,-1.49,52.2,0.02852,0.5156,Clay
2019-07-01,18.6,2.04,51.7,2.1,34.3,3.12,-1.08,51.7,0.03118,0.4106,Clay
2019-07-02,19.2,2.38,65.3,3.4,35.9,3.45,-1.07,68.0,0.03989,0.4972,Clay
2019-07-03,17.7,1.38,64.5,3.2,36.3,3.17,-1.79,56.1,0.03102,0.4263,Clay
2019-07-04,12.5,1.31,64.8,7.0,32.1,2.6,-1.3,57.4,0.03323,0.466,Clay
2019-07-05,17.6,0.06,46.0,2.9,32.1,2.82,-2.76,56.2,0.0358,0.445,Clay
2019-07-06,17.4,0.13,60.2,3.4,31.6,3.26,-3.13,49.7,0.02799,0.3996,Clay
2019-07-07,23.8,1.83,54.7,2.1,32.4,3.9,-2.07,55.6,0.03529,0.4655,Clay
2019-07-08,25.7,0.29,64.6,6.0,32.7,4.25,-3.96,49.9,0.0309,0.5102,Clay
2019-07-09,19.5,0.47,42.5,2.8,29.7,3.41,-2.94,55.0,0.03306,0.4313,Clay
2019-07-10,15.5,0.17,58.6,1.5,29.4,2.31,-2.14,57.5,0.0349,0.3996,Clay
2019-07-11,19.5,0.23,57.4,3.9,29.2,3.47,-3.24,53.5,0.03488,0.4608,Clay
2019-07-12,12.4,1.58,39.6,3.6,28.3,2.73,-1.15,53.3,0.03241,0.3977,Clay
2019-07-13,15.8,0.32,48.4,2.4,28.1,2.5,-2.19,51.4,0.02824,0.3687,Clay
2019-07-14,12.5,0.62,40.8,2.1,27.3,2.93,-2.31,49.1,0.02491,0.3206,Clay
2019-07-15,18.9,0.17,49.5,7.3,25.0,3.15,-2.98,58.4,0.0307,0.4769,Clay
2019-07-16,13.6,1.17,59.7,1.5,24.0,2.72,-1.55,58.3,0.03439,0.3756,Clay
2019-07-17,16.3,1.34,56.8,1.8,23.3,2.55,-1.21,57.6,0.03246,0.3817,Clay
2019-07-18,17.0,0.46,56.6,2.8,23.7,3.69,-3.24,55.3,0.03445,0.4159,Clay
2019-07-19,17.0,1.56,46.9,8.3,25.1,2.72,-1.16,41.4,0.02217,0.4256,Clay
2019-07-20,15.6,0.28,64.1,1.7,24.9,2.9,-2.62,55.7,0.03306,0.3822,Clay
2019-07-21,17.9,1.19,55.0,6.4,26.0,3.03,-1.84,60.0,0.03185,0.4659,Clay
2019-07-22,13.1,1.32,55.3,7.2,26.5,2.45,-1.13,45.7,0.02683,0.4191,Clay
2019-07-23,22.0,3.48,62.6,3.6,29.3,3.83,-0.35,59.6,0.03714,0.485,Clay
2019-07-24,13.6,0.27,47.1,3.1,28.6,2.44,-2.17,44.1,0.02282,0.3321,Clay
2019-07-25,16.7,0.1,56.8,5.3,28.2,2.81,-2.71,57.4,0.03389,0.4594,Clay
2019-07-26,18.4,0.31,58.4,5.5,27.7,3.25,-2.94,60.0,0.03968,0.5097,Clay
2019-07-27,18.5,0.13,50.6,6.0,27.4,3.25,-3.12,63.6,0.03905,0.5148,Clay
2019-07-28,18.7,0.19,60.2,6.5,27.3,3.4,-3.22,58.7,0.04076,0.5346,Clay
2019-07-29,11.5,0.41,58.8,2.9,26.5,2.37,-1.96,52.3,0.02947,0.3586,Clay
2019-07-30,13.4,0.54,54.2,5.4,25.7,2.76,-2.23,55.3,0.03252,0.4279,Clay
2019-07-31,16.5,2.35,54.0,2.1,26.0,3.15,-0.8,48.2,0.02712,0.3565,Clay
2019-08-01,17.5,0.22,59.2,4.3,23.8,3.16,-2.94,45.9,0.02747,0.3965,Clay
2019-08-02,19.7,3.59,61.4,4.9,26.0,3.38,0.21,48.4,0.027,0.4196,Clay
2019-08-03,14.3,1.68,55.6,2.3,26.4,2.18,-0.51,53.5,0.03237,0.3829,Clay
2019-08-04,13.0,2.16,64.1,1.6,28.5,2.5,-0.34,55.8,0.02993,0.3518,Clay
2019-08-05,14.0,2.69,60.4,2.5,31.1,2.93,-0.24,48.0,0.03072,0.3822,Clay
2019-08-06,22.3,1.43,40.9,3.8,30.7,3.62,-2.19,61.8,0.03509,0.4795,Clay
2019-08-07,19.9,1.59,44.0,7.1,32.0,3.29,-1.7,52.6,0.03091,0.4946,Clay
2019-08-08,14.8,0.59,64.7,4.4,32.1,3.12,-2.52,57.4,0.03248,0.4318,Clay
2019-08-09,19.1,0.74,53.4,5.8,32.7,3.85,-3.12,60.0,0.03347,0.4862,Clay
2019-08-10,13.4,2.8,56.7,2.4,35.2,2.26,0.54,49.2,0.02837,0.3682,Clay
2019-08-11,17.9,0.5,64.6,1.8,34.2,3.95,-3.45,56.5,0.03221,0.4094,Clay
2019-08-12,10.8,0.05,55.5,2.8,33.9,2.24,-2.2,62.2,0.03725,0.4171,Clay
2019-08-13,15.9,1.52,55.9,3.2,34.8,3.16,-1.64,44.8,0.02432,0.3682,Clay
2019-08-14,17.8,0.91,48.7,4.5,35.5,3.06,-2.15,54.5,0.03294,0.4592,Clay
2019-08-15,13.6,1.81,58.7,7.1,36.2,2.62,-0.81,42.4,0.02394,0.4178,Clay
2019-08-16,16.3,0.08,60.5,3.8,34.9,3.08,-2.99,47.0,0.0269,0.3983,Clay
2019-08-17,12.7,1.06,51.3,4.3,35.5,2.13,-1.07,51.9,0.02941,0.4037,Clay
2019-08-18,15.2,0.31,48.6,0.4,34.3,3.27,-2.96,53.3,0.0321,0.3701,Clay
2019-08-19,12.7,2.59,77.1,1.1,36.6,2.39,0.2,60.0,0.03003,0.3567,Clay
2019-08-20,16.5,0.13,55.4,1.7,35.5,2.82,-2.69,54.1,0.03161,0.3964,Clay
2019-08-21,10.1,2.09,50.8,5.4,36.3,1.67,0.42,54.8,0.02853,0.4023,Clay
2019-08-22,10.7,0.11,62.0,4.2,32.9,2.28,-2.17,54.6,0.02873,0.3804,Clay
2019-08-23,17.6,0.03,56.1,2.5,32.7,3.21,-3.18,50.4,0.03009,0.4009,Clay
2019-08-24,6.1,0.31,47.9,4.8,32.9,1.13,-0.82,42.8,0.02493,0.3386,Clay
2019-08-25,11.5,0.48,60.6,4.5,33.1,2.26,-1.79,46.8,0.02916,0.3932,Clay
2019-08-26,12.8,1.17,50.0,1.7,34.1,2.57,-1.41,54.5,0.02956,0.3602,Clay
2019-08-27,14.2,0.17,69.6,5.1,34.1,2.51,-2.34,62.7,0.03009,0.4261,Clay
2019-08-28,11.6,0.7,61.1,5.9,34.4,2.35,-1.65,48.7,0.02733,0.4075,Clay
2019-08-29,9.5,0.28,55.0,3.1,34.1,1.93,-1.65,57.5,0.02784,0.3517,Clay
2019-08-30,16.4,2.4,58.3,5.4,34.2,2.9,-0.51,50.1,0.03005,0.4437,Clay
2019-08-31,15.8,0.06,64.8,2.5,34.0,2.58,-2.52,49.7,0.02699,0.3731,Clay
2019-09-01,11.4,0.56,59.2,5.9,31.0,2.26,-1.71,55.2,0.03141,0.4262,Clay
2019-09-02,7.0,1.28,74.8,7.5,30.6,0.93,0.35,57.3,0.02892,0.4104,Clay
2019-09-03,13.2,3.17,67.1,3.9,31.6,2.91,0.27,49.1,0.02545,0.366,Clay
2019-09-04,12.7,2.66,62.0,2.8,31.6,2.75,-0.09,54.3,0.02833,0.3643,Clay
2019-09-05,10.0,3.0,50.8,3.7,33.1,1.69,1.31,48.9,0.0277,0.3618,Clay
2019-09-06,6.0,0.09,57.3,2.8,31.6,0.96,-0.88,53.3,0.0256,0.3086,Clay
2019-09-07,10.9,2.5,62.5,0.2,33.5,2.48,0.02,45.9,0.02657,0.3042,Clay
2019-09-08,13.9,2.09,52.2,5.1,34.9,2.53,-0.44,53.3,0.03392,0.4524,Clay
2019-09-09,14.2,3.25,69.3,1.2,35.3,2.65,0.6,41.5,0.02703,0.345,Clay
2019-09-10,11.2,0.53,51.4,2.6,35.4,2.18,-1.65,55.1,0.02744,0.3533,Clay
2019-09-11,9.3,3.48,54.2,5.6,38.8,1.5,1.98,52.9,0.02622,0.3894,Clay
2019-09-12,13.2,0.75,55.0,5.2,38.0,2.72,-1.97,63.0,0.03661,0.4739,Clay
2019-09-13,7.5,1.48,65.6,1.6,38.6,1.76,-0.28,45.3,0.02223,0.2861,Clay
2019-09-14,6.7,0.82,53.4,5.2,37.6,1.51,-0.69,53.6,0.02982,0.3897,Clay
2019-09-15,10.4,0.84,45.7,7.8,38.4,1.37,-0.53,47.5,0.02281,0.4079,Clay
2019-09-16,15.1,1.21,69.0,1.6,38.5,2.92,-1.71,54.1,0.03101,0.3886,Clay
2019-09-17,15.1,0.68,56.9,3.8,38.9,2.88,-2.2,64.0,0.03872,0.4768,Clay
2019-09-18,6.3,2.47,52.1,5.6,38.8,1.41,1.06,52.3,0.02467,0.3624,Clay
2019-09-19,8.8,1.59,54.8,5.2,40.2,2.1,-0.51,47.8,0.02574,0.3796,Clay
2019-09-20,17.2,1.88,74.8,2.7,40.0,3.42,-1.54,49.5,0.02878,0.4068,Clay
2019-09-21,7.7,0.43,56.0,2.3,40.3,1.76,-1.33,52.7,0.02963,0.3521,Clay
2019-09-22,14.5,5.76,60.5,6.1,46.1,2.22,3.54,43.3,0.02348,0.4217,Clay
2019-09-23,12.4,1.8,58.1,8.4,47.6,1.99,-0.18,51.0,0.02584,0.4662,Clay
2019-09-24,13.0,0.37,52.1,5.9,47.5,2.23,-1.86,46.3,0.02109,0.397,Clay
2019-09-25,7.9,2.38,56.2,8.6,48.7,1.61,0.77,58.5,0.03419,0.5016,Clay
2019-09-26,7.9,0.33,52.0,4.8,48.8,1.93,-1.6,63.7,0.03602,0.4524,Clay
2019-09-27,6.2,0.12,70.2,7.8,48.2,1.53,-1.42,55.2,0.02929,0.445,Clay
2019-09-28,11.2,1.34,63.6,5.4,49.3,2.13,-0.8,47.2,0.02617,0.4154,Clay
2019-09-29,3.8,1.46,82.9,7.4,48.4,1.26,0.2,46.5,0.02496,0.3966,Clay
2019-09-30,8.1,0.38,57.6,2.3,48.7,1.48,-1.1,47.5,0.02759,0.3552,Clay
2019-10-01,13.3,0.79,56.6,6.3,48.9,2.69,-1.89,48.6,0.02352,0.4247,Clay
2019-10-02,10.1,5.46,76.0,2.5,53.1,2.08,3.38,40.1,0.01849,0.3174,Clay
2019-10-03,11.2,0.64,72.4,1.0,50.6,2.33,-1.7,55.5,0.027,0.3512,Clay
2019-10-04,3.1,0.32,67.3,4.3,48.2,1.22,-0.89,52.4,0.02633,0.351,Clay
2019-10-05,4.9,9.53,55.5,3.2,54.8,1.22,8.31,41.0,0.02187,0.3253,Clay
2019-10-06,11.3,0.71,78.7,1.2,55.4,1.6,-0.89,44.2,0.0266,0.3619,Clay
2019-10-07,8.0,2.27,64.4,9.3,55.2,1.5,0.77,44.1,0.01797,0.4165,Clay
2019-10-08,4.4,0.53,61.7,5.2,53.6,1.39,-0.86,41.7,0.0191,0.3339,Clay
2019-10-09,9.2,1.63,74.6,7.3,52.0,1.72,-0.09,50.9,0.02806,0.4533,Clay
2019-10-10,5.6,1.01,65.5,12.1,52.5,1.15,-0.14,58.3,0.03129,0.5329,Clay
2019-10-11,14.7,6.82,56.6,3.6,55.8,2.73,4.09,39.5,0.02223,0.3923,Clay
2019-10-12,8.8,1.2,66.5,2.9,56.3,2.14,-0.94,58.7,0.02968,0.3965,Clay
2019-10-13,4.1,1.88,60.2,2.4,56.7,1.25,0.63,52.2,0.02577,0.3369,Clay
2019-10-14,9.4,6.28,42.6,4.3,62.1,2.43,3.85,46.6,0.02523,0.4041,Clay
2019-10-15,11.4,9.93,59.9,4.8,71.2,2.34,7.6,37.7,0.01759,0.3896,Clay
2019-10-16,6.5,0.24,63.0,4.1,70.2,1.58,-1.34,61.7,0.03113,0.4377,Clay
2019-10-17,4.0,4.03,58.2,3.6,73.6,1.04,3.0,43.0,0.01961,0.3452,Clay
2019-10-18,6.4,1.09,72.3,2.3,72.2,0.99,0.1,53.2,0.02931,0.3998,Clay
2019-10-19,4.3,2.07,61.7,3.9,72.7,1.18,0.89,57.5,0.02812,0.4067,Clay
2019-10-20,5.2,1.09,72.0,1.7,71.9,1.29,-0.2,45.3,0.02121,0.3278,Clay
2019-10-21,1.7,1.2,58.6,6.9,72.7,0.95,0.25,48.4,0.02359,0.4096,Clay
2019-10-22,8.4,0.41,76.0,1.3,67.3,1.85,-1.44,55.8,0.03172,0.4014,Clay
2019-10-23,2.2,2.04,58.8,3.6,67.6,0.91,1.13,43.4,0.02215,0.3402,Clay
2019-10-24,7.3,1.92,50.5,1.8,69.1,1.94,-0.03,45.5,0.02665,0.3736,Clay
2019-10-25,4.5,0.51,79.4,6.0,67.2,1.1,-0.58,61.3,0.03393,0.4711,Clay
2019-10-26,6.0,1.93,62.9,3.2,68.8,1.65,0.28,45.4,0.02254,0.3605,Clay
2019-10-27,3.8,9.04,84.1,1.9,77.8,1.45,7.59,33.0,0.01739,0.3083,Clay
2019-10-28,5.7,3.17,74.8,4.4,79.6,1.18,1.98,47.1,0.02709,0.4282,Clay
2019-10-29,6.3,1.67,76.8,7.6,79.8,1.32,0.36,51.4,0.02636,0.4784,Clay
2019-10-30,3.8,6.39,79.1,7.4,85.8,0.84,5.55,36.2,0.01926,0.4255,Clay
2019-10-31,-0.4,2.23,71.9,2.8,87.3,0.03,2.2,44.6,0.02038,0.3389,Clay
2019-11-01,5.7,0.38,72.3,5.6,82.2,1.9,-1.52,48.0,0.02493,0.4373,Clay
2019-11-02,5.7,2.11,81.8,1.0,83.6,2.31,-0.21,47.6,0.02467,0.3645,Clay
2019-11-03,0.2,0.54,72.7,2.1,83.9,0.59,-0.05,53.6,0.02809,0.3727,Clay
2019-11-04,1.4,3.95,66.2,4.2,78.3,0.61,3.34,47.9,0.0235,0.3745,Clay
2019-11-05,3.2,9.33,77.0,2.7,86.9,1.5,7.83,39.4,0.02078,0.3573,Clay
2019-11-06,-2.7,1.23,55.7,6.2,85.8,0.27,0.96,48.1,0.02413,0.4162,Clay
2019-11-07,6.2,1.59,83.4,7.8,86.9,1.2,0.39,48.2,0.02404,0.4794,Clay
2019-11-08,2.5,1.54,83.8,0.4,86.8,0.61,0.92,41.6,0.02053,0.3141,Clay
2019-11-09,4.8,0.95,82.9,2.7,86.8,1.46,-0.51,49.2,0.02671,0.406,Clay
2019-11-10,0.6,4.52,82.9,3.9,84.5,0.71,3.81,43.2,0.02543,0.3886,Clay
2019-11-11,9.8,2.77,73.2,4.6,86.0,2.3,0.47,54.5,0.0274,0.4681,Clay
2019-11-12,-0.6,0.19,73.2,7.5,84.3,0.62,-0.42,41.2,0.02151,0.4181,Clay
2019-11-13,2.1,5.35,64.5,7.2,83.4,0.44,4.91,38.5,0.02207,0.426,Clay
2019-11-14,7.1,0.61,88.6,5.0,74.1,1.33,-0.72,40.1,0.02166,0.4001,Clay
2019-11-15,-0.1,11.54,70.9,2.9,85.4,0.23,11.31,19.4,0.00787,0.2525,Clay
2019-11-16,3.6,1.42,77.8,6.1,82.8,1.1,0.32,56.0,0.02887,0.4609,Clay
2019-11-17,5.1,2.9,77.3,2.5,84.6,1.23,1.67,40.1,0.01917,0.3505,Clay
2019-11-18,-1.4,0.25,64.8,8.7,82.8,0.16,0.09,50.4,0.02384,0.4491,Clay
2019-11-19,1.1,1.3,61.8,0.5,83.0,0.57,0.73,53.7,0.0279,0.3496,Clay
2019-11-20,3.6,5.03,76.1,4.6,86.8,1.24,3.79,40.1,0.02064,0.3896,Clay
2019-11-21,4.3,2.03,72.6,1.7,88.4,1.09,0.93,42.0,0.02231,0.36,Clay
2019-11-22,0.4,7.4,75.8,3.7,93.8,0.36,7.04,36.5,0.016,0.3382,Clay
2019-11-23,8.4,2.72,85.2,5.0,94.6,1.36,1.35,55.1,0.02863,0.4906,Clay
2019-11-24,4.2,8.43,78.8,5.4,102.5,0.86,7.57,39.8,0.02198,0.4423,Clay
2019-11-25,5.0,13.04,83.2,6.1,113.6,1.58,11.46,25.8,0.01022,0.3997,Clay
2019-11-26,4.8,1.96,81.0,4.8,106.5,1.02,0.94,45.3,0.02111,0.4372,Clay
2019-11-27,-2.1,2.72,75.1,2.8,106.1,0.73,1.99,51.8,0.02475,0.4021,Clay
2019-11-28,2.2,5.92,69.8,7.2,110.3,1.02,4.9,32.9,0.01578,0.4324,Clay
2019-11-29,2.5,0.83,80.2,6.3,104.8,0.62,0.2,54.3,0.02934,0.5009,Clay
2019-11-30,1.7,6.58,79.0,2.3,109.1,0.57,6.01,35.3,0.01317,0.3301,Clay
2019-12-01,3.0,3.0,85.8,6.5,111.7,0.32,2.68,37.2,0.019,0.4497,Clay
2019-12-02,-4.0,4.36,77.5,8.9,114.0,0.0,4.36,32.5,0.01833,0.4726,Clay
2019-12-03,2.7,0.28,76.5,5.0,113.7,1.49,-1.21,60.6,0.03177,0.514,Clay
2019-12-04,1.4,4.96,77.3,3.0,114.8,1.2,3.76,41.5,0.01795,0.3829,Clay
2019-12-05,-4.1,1.28,72.0,4.8,106.7,0.37,0.91,43.7,0.02582,0.4429,Clay
2019-12-06,3.5,5.65,91.1,3.4,111.1,1.21,4.44,40.9,0.02007,0.4082,Clay
2019-12-07,-1.4,2.47,88.8,5.3,112.0,0.24,2.23,42.7,0.01618,0.3949,Clay
2019-12-08,1.0,1.12,70.2,4.5,111.6,0.68,0.44,46.4,0.02508,0.4466,Clay
2019-12-09,1.4,10.72,86.5,7.8,121.4,0.87,9.85,27.8,0.01248,0.4356,Clay
2019-12-10,-3.4,5.11,65.5,4.9,122.0,0.0,5.11,39.8,0.02297,0.4522,Clay
2019-12-11,-3.1,15.07,88.4,2.6,134.3,0.0,15.07,23.6,0.0129,0.3693,Clay
2019-12-12,3.7,1.62,75.1,5.6,135.7,1.03,0.58,41.2,0.02562,0.5272,Clay
2019-12-13,0.2,3.76,83.7,3.1,134.1,0.13,3.63,49.5,0.0227,0.4445,Clay
2019-12-14,0.9,3.41,65.6,3.0,136.9,0.81,2.6,40.1,0.02277,0.4508,Clay
2019-12-15,2.2,4.21,71.6,3.6,129.5,0.56,3.65,44.0,0.02086,0.4437,Clay
2019-12-16,-3.3,0.14,85.1,0.7,128.3,0.18,-0.04,49.8,0.02477,0.4065,Clay
2019-12-17,0.8,1.26,75.9,8.8,126.6,0.29,0.97,44.0,0.02253,0.5256,Clay
2019-12-18,1.7,8.81,75.0,4.4,135.2,0.7,8.11,39.5,0.02283,0.4764,Clay
2019-12-19,7.3,2.03,93.0,6.0,135.9,1.68,0.36,45.3,0.02593,0.5562,Clay
2019-12-20,-0.8,11.98,99.7,2.9,142.9,0.34,11.64,33.8,0.01585,0.4089,Clay
2019-12-21,4.4,0.89,89.7,5.8,141.7,1.35,-0.45,54.2,0.03049,0.577,Clay
2019-12-22,2.0,22.25,73.6,4.6,156.6,0.93,21.32,3.6,0.00166,0.3779,Clay
2019-12-23,-1.4,4.48,96.6,3.8,158.3,0.16,4.32,35.4,0.01883,0.4717,Clay
2019-12-24,0.1,5.63,70.1,8.9,155.5,0.34,5.29,44.7,0.02299,0.5776,Clay
2019-12-25,4.6,1.91,80.3,4.2,144.4,1.0,0.91,42.5,0.02179,0.4993,Clay
2019-12-26,4.4,9.0,83.3,5.2,151.5,0.92,8.08,33.2,0.01466,0.4783,Clay
2019-12-27,0.5,3.0,98.4,0.8,151.7,1.2,1.79,49.9,0.02548,0.4574,Clay
2019-12-28,3.1,4.36,90.4,3.1,150.2,0.78,3.58,45.2,0.02193,0.4846,Clay
2019-12-29,-1.0,0.38,79.6,7.1,149.7,0.68,-0.3,49.6,0.02208,0.5323,Clay
2019-12-30,1.6,3.83,75.8,5.9,147.0,0.79,3.05,40.3,0.02211,0.5159,Clay
2019-12-31,0.9,8.13,91.5,4.4,152.1,0.52,7.61,38.4,0.0181,0.4707,Clay
2020-01-01,5.0,0.76,79.3,7.3,148.5,1.3,-0.55,41.7,0.01827,0.5356,Clay
2020-01-02,3.6,5.18,85.4,4.2,153.4,1.12,4.07,43.2,0.02236,0.5127,Clay
2020-01-03,0.2,0.1,72.9,4.6,148.5,0.0,0.1,43.3,0.0214,0.4856,Clay
2020-01-04,0.5,10.14,88.5,3.6,157.4,0.56,9.58,26.4,0.01317,0.4315,Clay
2020-01-05,2.2,15.87,87.9,4.9,167.6,0.84,15.04,21.8,0.011,0.4666,Clay
2020-01-06,1.9,1.71,74.2,3.2,166.9,0.68,1.03,44.2,0.0205,0.4994,Clay
2020-01-07,1.6,0.44,92.4,3.6,166.2,0.1,0.35,55.1,0.02717,0.5471,Clay
2020-01-08,1.4,4.22,88.7,8.7,159.7,0.61,3.61,46.3,0.02555,0.6068,Clay
2020-01-09,6.6,0.12,90.3,1.9,154.7,1.98,-1.86,50.2,0.02849,0.5364,Clay
2020-01-10,1.2,2.6,81.4,1.8,142.2,0.84,1.76,45.4,0.02224,0.4403,Clay
2020-01-11,3.5,1.25,85.9,1.2,141.9,0.71,0.55,43.4,0.02362,0.4518,Clay
2020-01-12,9.9,2.54,85.1,3.2,140.6,2.25,0.28,51.8,0.02865,0.5531,Clay
2020-01-13,0.1,0.07,83.4,3.7,137.3,0.19,-0.12,58.1,0.02842,0.4969,Clay
2020-01-14,3.3,0.21,86.0,1.7,133.3,1.08,-0.87,45.8,0.02613,0.4612,Clay
2020-01-15,3.5,0.06,94.8,4.5,133.2,1.11,-1.05,53.0,0.02567,0.5041,Clay
2020-01-16,2.8,3.84,93.4,4.7,135.8,0.81,3.02,45.6,0.02404,0.497,Clay
2020-01-17,3.1,3.27,75.4,5.8,130.3,1.27,2.0,39.8,0.01716,0.4601,Clay
2020-01-18,0.4,1.06,92.7,9.1,129.3,0.78,0.28,44.4,0.023,0.5357,Clay
2020-01-19,4.1,4.15,94.4,4.9,121.5,0.89,3.26,34.4,0.01661,0.4325,Clay
2020-01-20,-2.4,8.61,83.7,1.9,129.2,0.06,8.55,35.7,0.01666,0.3737,Clay
2020-01-21,8.6,1.3,89.0,1.7,108.2,1.53,-0.24,48.7,0.02585,0.4436,Clay
2020-01-22,8.4,7.13,88.9,6.0,110.9,1.59,5.54,35.3,0.0147,0.443,Clay
2020-01-23,2.4,4.34,78.2,5.1,109.6,1.05,3.29,53.7,0.02427,0.4556,Clay
2020-01-24,6.6,0.14,81.9,2.3,107.8,1.48,-1.35,43.7,0.02494,0.4347,Clay
2020-01-25,2.6,1.88,91.0,2.9,100.7,1.2,0.68,55.1,0.02847,0.4325,Clay
2020-01-26,3.6,2.84,81.0,5.8,100.5,0.57,2.27,34.7,0.02089,0.4351,Clay
2020-01-27,1.6,5.26,92.8,4.6,101.4,0.83,4.44,38.5,0.01684,0.3787,Clay
2020-01-28,6.2,1.35,95.4,4.7,102.4,1.68,-0.33,42.2,0.02409,0.4571,Clay
2020-01-29,2.1,16.23,94.1,2.6,114.8,0.85,15.38,15.1,0.00865,0.3176,Clay
2020-01-30,6.3,4.61,100.0,5.0,111.3,1.03,3.58,40.1,0.02366,0.4748,Clay
2020-01-31,3.9,1.86,84.2,6.0,112.4,0.77,1.09,44.3,0.02278,0.4732,Clay
2020-02-01,4.1,0.41,86.3,7.1,107.6,1.38,-0.97,53.2,0.02791,0.5185,Clay
2020-02-02,-0.3,0.8,87.5,5.7,108.3,0.3,0.5,53.4,0.02487,0.4534,Clay
2020-02-03,4.5,2.67,84.4,4.7,100.8,0.94,1.73,46.0,0.02348,0.4394,Clay
2020-02-04,1.0,2.72,89.2,5.3,87.7,0.54,2.18,47.3,0.02288,0.4015,Clay
2020-02-05,4.7,5.81,71.1,4.2,91.8,1.13,4.68,48.4,0.02271,0.4108,Clay
2020-02-06,10.4,5.15,86.4,2.7,96.5,2.42,2.73,41.1,0.02294,0.4299,Clay
2020-02-07,0.5,0.89,73.7,7.1,93.2,0.06,0.83,52.8,0.02845,0.4755,Clay
2020-02-08,4.4,3.58,76.9,4.4,96.6,1.33,2.25,58.1,0.03269,0.4889,Clay
2020-02-09,3.0,0.08,90.4,4.8,94.1,1.39,-1.31,61.7,0.03015,0.4654,Clay
2020-02-10,1.9,2.01,82.9,10.0,94.9,1.07,0.94,56.3,0.0286,0.5355,Clay
2020-02-11,2.8,5.7,90.0,9.6,98.0,1.61,4.09,45.5,0.02309,0.5023,Clay
2020-02-12,9.7,2.01,82.6,4.7,100.0,1.81,0.2,55.4,0.0333,0.5342,Clay
2020-02-13,10.6,7.1,93.2,1.1,106.8,2.35,4.74,38.1,0.02463,0.4343,Clay
