firm_id,city,subsector,ownership_type,age_years,employees,total_assets_million_ngn,foreign_equity_share,fdi_years,iot_use,skilled_labor_ratio,rd_spend_percent_revenue,liquidity_ratio,tax_incentives_support,regulatory_stability,infrastructure_support,corruption_experience,policy_effectiveness_index,knowledge_absorption,task_performance,innovation_capability,firm_resources,operational_efficiency_index,roi_percent,roa_percent,export_intensity_percent,export_intensity_ctrl_percent,market_share_percent
F296,Lagos,Confectionery,Domestic,65,100,2536.29,0.001,0,0,0.4,3.72,1.47,5,5,5,2,70.83,3,3,2,3,89.4,15.31,6.73,32.47,17.82,21.4
F297,Lagos,Oils & Fats,Domestic,14,95,4077.35,0.0,0,1,0.468,3.23,1.7,3,4,2,5,33.33,3,3,3,3,82.24,14.56,3.74,37.34,16.82,12.39
F298,Lagos,Fruits & Vegetables,Domestic,40,140,2740.58,0.002,0,0,0.414,2.67,1.51,4,4,4,3,54.17,3,4,3,3,86.37,13.58,12.7,42.53,16.34,23.11
F299,Lagos,Fruits & Vegetables,Foreign,18,184,4892.73,0.785,9,1,0.595,8.44,1.65,5,5,4,4,58.33,4,4,5,4,94.09,8.03,8.44,73.79,40.78,21.97
F300,Lagos,Grains & Cereals,Foreign,72,18,882.22,0.949,10,1,0.655,9.69,1.57,5,4,5,5,54.17,4,4,5,4,85.15,12.41,7.97,76.75,48.4,18.6
F301,Lagos,Fruits & Vegetables,Foreign,22,23,606.5,0.919,4,0,0.757,7.03,1.77,5,4,3,4,50.0,4,4,4,4,74.97,17.77,9.54,65.62,25.88,18.7
F302,Lagos,Bakery,Domestic,12,107,1165.39,0.013,0,1,0.267,4.07,1.3,5,3,5,4,54.17,3,3,3,3,81.58,16.33,10.08,40.0,26.2,23.43
F303,Lagos,Meat,Joint Venture,46,51,373.7,0.703,7,1,0.639,7.65,1.5,5,5,4,2,66.67,5,4,4,4,97.37,19.1,5.43,70.66,47.42,22.31
F304,Lagos,Meat,Domestic,71,257,12218.74,0.001,0,0,0.369,1.82,1.6,3,3,4,5,37.5,3,3,2,3,91.78,9.51,9.12,45.77,13.99,18.65
F305,Lagos,Confectionery,Domestic,74,70,1187.3,0.002,0,1,0.323,3.86,0.56,3,3,3,5,33.33,3,3,3,3,69.27,5.38,4.11,35.49,7.9,17.88
F306,Lagos,Meat,Domestic,8,19,525.97,0.008,0,1,0.606,3.96,1.55,5,5,3,4,54.17,3,4,3,3,76.07,11.67,9.09,44.86,20.6,14.55
F307,Lagos,Beverages,Foreign,27,33,299.69,0.971,11,1,0.701,10.12,1.39,6,5,5,3,70.83,5,4,5,4,94.82,15.1,9.95,76.75,41.72,12.84
F308,Lagos,Grains & Cereals,Domestic,13,10,240.64,0.004,0,0,0.367,2.59,1.83,3,3,3,5,33.33,3,3,3,3,83.65,15.1,11.5,18.13,15.24,10.77
F309,Lagos,Beverages,Domestic,25,75,3514.11,0.006,0,1,0.32,4.27,1.47,5,4,6,3,66.67,3,3,4,3,98.83,13.69,8.32,44.76,9.92,27.02
F310,Lagos,Bakery,Joint Venture,43,77,2125.86,0.644,12,0,0.597,5.66,1.17,3,2,3,6,25.0,4,3,4,4,72.81,11.08,6.55,63.23,45.64,12.74
F311,Lagos,Meat,Domestic,23,64,3116.87,0.005,0,0,0.474,2.6,1.72,4,5,4,4,54.17,3,3,3,3,88.4,11.89,6.81,32.9,8.79,18.54
F312,Lagos,Beverages,Domestic,6,213,3545.94,0.015,0,1,0.35,3.35,1.42,3,4,4,4,45.83,3,3,3,3,85.43,12.39,7.13,24.16,14.21,22.63
F313,Lagos,Dairy,Joint Venture,41,235,6510.57,0.436,8,0,0.566,6.06,1.61,6,5,5,2,75.0,4,4,4,3,97.96,16.48,10.42,56.49,15.87,25.65
F314,Lagos,Beverages,Domestic,5,79,3450.63,0.001,0,0,0.258,2.32,1.36,2,2,1,6,12.5,3,3,2,3,79.08,6.32,6.09,29.39,11.37,13.36
F315,Lagos,Beverages,Domestic,19,16,402.74,0.001,0,1,0.269,3.41,1.47,4,4,5,2,62.5,3,3,3,3,66.72,7.9,7.24,49.3,12.84,7.16
F316,Lagos,Beverages,Joint Venture,1,147,2583.81,0.409,3,0,0.588,2.42,1.34,1,3,1,6,12.5,4,3,3,4,83.39,14.25,3.95,55.2,28.89,13.13
F317,Lagos,Beverages,Joint Venture,7,140,6089.49,0.391,7,1,0.504,5.94,1.43,5,5,4,2,66.67,4,4,4,4,98.84,9.65,9.12,60.63,23.41,25.82
F318,Lagos,Grains & Cereals,Domestic,35,115,2592.68,0.002,0,1,0.2,4.26,1.25,4,4,5,3,58.33,3,3,3,3,83.85,16.02,8.41,52.04,20.37,15.36
F319,Lagos,Beverages,Foreign,69,197,5689.86,0.712,13,1,0.781,8.4,1.62,4,4,5,4,54.17,4,4,4,4,88.68,8.13,8.69,72.21,28.74,19.5
F320,Lagos,Oils & Fats,Domestic,62,35,1713.03,0.007,0,0,0.308,3.01,1.69,6,4,4,4,58.33,3,3,3,3,63.76,10.5,8.9,46.83,13.3,25.58
F321,Lagos,Confectionery,Domestic,8,449,6012.89,0.011,0,0,0.361,1.42,1.04,3,3,2,4,33.33,3,3,3,3,88.91,13.01,6.58,27.27,11.94,21.48
F322,Lagos,Meat,Domestic,3,42,779.65,0.011,0,0,0.507,2.16,1.83,4,4,3,4,45.83,3,4,3,3,78.46,11.84,7.3,16.66,16.14,15.95
F323,Lagos,Beverages,Domestic,28,164,1049.29,0.005,0,0,0.304,1.89,1.43,2,1,3,6,16.67,3,3,2,4,70.05,5.97,8.73,29.66,13.39,23.23
F324,Lagos,Meat,Foreign,53,23,520.55,0.797,2,0,0.606,5.94,1.76,3,3,4,4,41.67,4,3,4,4,73.86,14.19,4.59,66.04,42.46,19.65
F325,Lagos,Confectionery,Foreign,60,43,602.35,0.874,11,1,0.58,8.24,1.69,3,4,2,5,33.33,4,4,4,4,83.37,12.77,7.34,72.48,41.14,12.11
F326,Lagos,Grains & Cereals,Domestic,66,303,10787.28,0.006,0,1,0.293,4.0,1.92,5,5,6,2,75.0,3,3,3,3,85.4,12.31,10.83,35.47,19.2,20.15
F327,Lagos,Fruits & Vegetables,Domestic,28,73,960.64,0.005,0,1,0.367,4.29,2.26,4,4,2,5,37.5,4,4,3,3,82.24,10.76,12.18,51.81,9.73,17.62
F328,Lagos,Meat,Domestic,14,176,6224.52,0.005,0,0,0.395,2.15,1.38,3,3,3,5,33.33,3,3,3,4,66.95,11.3,12.79,23.98,14.59,27.18
F329,Lagos,Grains & Cereals,Joint Venture,3,109,1837.35,0.652,6,1,0.611,7.81,1.15,4,3,3,6,33.33,4,4,4,4,96.6,10.37,9.25,73.78,42.71,15.38
F330,Lagos,Beverages,Domestic,12,83,1741.74,0.006,0,0,0.394,3.33,1.41,6,6,6,1,87.5,3,4,3,3,84.6,20.65,10.11,34.5,9.63,18.24
F331,Lagos,Fruits & Vegetables,Foreign,6,268,5547.26,0.885,8,1,0.681,8.94,1.99,4,3,3,5,37.5,4,4,4,4,81.08,13.14,11.52,71.84,43.41,24.43
F332,Lagos,Dairy,Domestic,69,74,2756.78,0.007,0,1,0.234,4.0,2.13,4,4,5,4,54.17,3,3,3,4,63.34,11.79,10.51,53.66,17.61,21.57
F333,Lagos,Grains & Cereals,Domestic,22,22,571.84,0.0,0,0,0.426,2.4,1.46,5,5,6,3,70.83,3,3,3,3,84.27,10.48,8.79,33.23,23.37,18.54
F334,Lagos,Confectionery,Foreign,66,47,999.15,0.944,1,1,0.792,10.24,1.78,7,7,6,2,91.67,5,4,4,4,95.2,21.64,14.49,76.92,51.56,19.62
F335,Lagos,Bakery,Foreign,45,140,6071.52,0.858,2,1,0.87,9.76,1.64,6,5,5,3,70.83,4,4,5,4,94.23,10.24,12.83,72.84,43.25,18.98
F336,Lagos,Grains & Cereals,Domestic,44,124,3811.48,0.003,0,0,0.462,4.35,2.37,7,7,6,1,95.83,3,4,3,3,93.97,16.33,10.76,38.18,19.56,24.55
F337,Lagos,Bakery,Foreign,37,26,380.18,0.707,5,1,0.538,8.53,1.21,5,4,5,2,66.67,4,4,4,4,91.07,13.18,7.78,74.18,31.87,18.79
F338,Lagos,Fruits & Vegetables,Joint Venture,66,50,2275.21,0.43,6,0,0.57,5.6,1.28,7,6,6,2,87.5,4,4,3,4,86.53,10.2,9.61,52.39,26.91,20.87
F339,Lagos,Bakery,Domestic,4,57,1163.9,0.001,0,1,0.325,2.86,2.12,3,3,3,5,33.33,3,3,3,3,76.21,8.5,5.08,34.22,8.11,14.24
F340,Lagos,Oils & Fats,Domestic,8,67,452.52,0.001,0,0,0.438,3.03,1.83,6,5,4,2,70.83,3,3,2,4,77.04,13.47,5.07,29.3,23.57,17.94
F341,Lagos,Bakery,Domestic,34,30,817.71,0.004,0,0,0.372,2.09,1.74,3,4,3,4,41.67,3,3,3,4,78.35,9.31,3.16,29.28,15.45,22.05
F342,Lagos,Oils & Fats,Foreign,32,54,571.17,0.788,4,1,0.575,9.12,1.67,6,5,6,3,75.0,4,4,4,4,99.21,15.85,9.42,77.03,34.29,22.97
F343,Lagos,Fruits & Vegetables,Domestic,44,50,786.55,0.011,0,0,0.272,2.01,1.87,4,5,6,4,62.5,3,3,2,3,76.15,17.16,6.13,29.91,16.28,23.55
F344,Lagos,Grains & Cereals,Domestic,60,167,6449.54,0.0,0,1,0.36,2.72,0.88,3,2,3,5,29.17,3,3,3,3,93.81,10.15,6.61,31.4,18.01,20.19
F345,Lagos,Fruits & Vegetables,Domestic,48,172,1872.02,0.001,0,0,0.45,1.41,1.08,3,2,2,7,16.67,3,3,2,3,79.35,4.37,7.11,44.62,16.2,19.81
F346,Lagos,Fruits & Vegetables,Joint Venture,21,80,3305.0,0.389,2,1,0.522,3.12,1.63,2,4,3,4,37.5,4,4,4,3,86.87,9.56,9.01,58.07,17.9,11.82
F347,Lagos,Oils & Fats,Domestic,27,66,3112.61,0.002,0,1,0.493,4.75,1.19,6,6,5,2,79.17,3,4,3,3,100.0,11.48,8.33,48.48,5.43,12.18
F348,Lagos,Dairy,Foreign,61,101,3261.69,0.891,0,1,0.751,9.71,1.38,4,3,5,4,50.0,4,4,4,4,100.0,12.63,7.84,74.15,44.23,24.64
F349,Lagos,Grains & Cereals,Domestic,17,47,1737.41,0.015,0,0,0.35,2.36,1.22,2,2,3,7,16.67,3,3,3,3,85.91,9.61,8.08,22.78,8.92,14.62
F350,Lagos,Bakery,Joint Venture,41,36,1336.01,0.663,12,1,0.562,7.55,1.64,5,5,5,4,62.5,5,4,4,4,79.81,15.8,10.21,72.05,39.35,20.03
F351,Lagos,Grains & Cereals,Domestic,44,42,2086.41,0.001,0,0,0.438,3.3,1.7,6,6,6,2,83.33,3,4,3,4,100.0,18.86,8.33,45.7,21.43,11.58
F352,Lagos,Dairy,Domestic,61,54,1099.94,0.007,0,0,0.424,1.33,1.03,2,2,3,4,29.17,3,3,3,3,73.87,9.33,6.08,29.59,17.94,12.09
F353,Lagos,Grains & Cereals,Joint Venture,58,35,431.5,0.294,10,1,0.54,5.18,1.19,5,5,6,3,70.83,4,4,4,4,84.01,10.81,8.39,66.98,35.19,22.4
F354,Lagos,Grains & Cereals,Joint Venture,38,102,2892.98,0.486,4,0,0.563,3.07,1.38,2,2,2,5,20.83,4,3,4,4,62.51,15.26,6.75,59.73,33.11,24.28
F355,Lagos,Meat,Domestic,25,161,4668.39,0.005,0,0,0.353,2.31,1.51,4,4,4,4,50.0,3,3,2,3,82.71,14.42,5.18,31.52,23.37,17.91
F356,Lagos,Meat,Domestic,30,25,325.15,0.009,0,0,0.353,2.74,1.19,5,4,4,4,54.17,3,3,3,3,65.87,11.86,6.49,36.43,21.61,20.7
F357,Lagos,Fruits & Vegetables,Foreign,33,92,2998.27,0.632,4,1,0.593,6.93,1.62,3,4,3,4,41.67,4,3,4,4,88.15,12.09,10.53,72.92,41.91,21.06
F358,Lagos,Fruits & Vegetables,Joint Venture,18,75,422.67,0.254,2,0,0.414,3.32,1.24,3,2,3,6,25.0,3,3,3,3,66.03,11.56,7.38,30.49,18.03,16.9
F359,Lagos,Meat,Domestic,51,118,5515.92,0.0,0,0,0.503,2.64,1.6,5,5,6,3,70.83,3,3,3,3,97.0,12.09,12.11,53.66,10.01,26.06
F360,Lagos,Grains & Cereals,Domestic,17,89,1504.62,0.004,0,1,0.22,4.29,1.09,5,5,4,2,66.67,3,4,3,3,89.66,5.94,10.74,43.6,29.8,19.66
F361,Lagos,Oils & Fats,Foreign,52,28,189.85,0.906,5,1,0.687,9.21,1.8,6,4,5,3,66.67,4,4,4,4,100.0,16.44,15.41,75.23,44.18,21.22
F362,Lagos,Bakery,Foreign,61,33,325.75,0.85,0,1,0.635,7.83,1.1,4,3,4,4,45.83,4,3,5,4,74.42,15.56,11.03,71.1,47.78,19.98
F363,Lagos,Bakery,Foreign,77,92,1454.63,0.749,1,1,0.559,7.74,1.75,5,5,5,4,62.5,4,4,4,4,100.0,18.86,11.35,69.89,34.17,21.81
F364,Lagos,Bakery,Domestic,10,205,3551.78,0.004,0,0,0.447,2.65,1.36,4,4,4,3,54.17,3,4,2,3,68.39,9.33,6.27,38.28,19.08,23.19
F365,Lagos,Grains & Cereals,Domestic,61,15,97.15,0.004,0,0,0.328,3.09,1.62,6,5,5,3,70.83,3,4,3,3,77.5,13.52,10.25,53.4,6.71,18.2
F366,Lagos,Beverages,Joint Venture,7,119,2090.95,0.366,7,0,0.509,3.13,2.08,4,5,5,3,62.5,4,3,3,4,79.1,14.62,7.26,48.35,22.35,23.0
F367,Lagos,Fruits & Vegetables,Joint Venture,27,233,3187.99,0.37,4,0,0.695,5.18,1.89,6,5,5,2,75.0,4,4,4,4,87.24,15.76,7.16,59.67,25.61,25.82
F368,Lagos,Grains & Cereals,Foreign,15,80,1763.04,0.83,9,0,0.776,7.21,2.07,6,5,5,3,70.83,4,4,4,4,81.95,15.74,14.75,72.59,44.72,23.52
F369,Lagos,Beverages,Domestic,13,140,3126.56,0.003,0,0,0.409,2.65,1.57,3,3,4,5,37.5,3,3,2,3,70.73,10.65,3.2,34.98,18.27,24.6
F370,Lagos,Confectionery,Domestic,15,51,1033.02,0.0,0,0,0.43,2.54,1.85,5,5,5,4,62.5,3,3,3,3,68.23,11.83,8.82,50.23,10.25,1.64
F371,Lagos,Fruits & Vegetables,Foreign,4,82,1620.04,0.685,2,1,0.607,8.55,1.07,5,4,5,3,62.5,4,4,4,4,84.64,16.11,7.93,75.64,40.35,24.74
F372,Lagos,Beverages,Domestic,66,25,225.95,0.017,0,1,0.532,3.85,1.5,3,4,6,4,54.17,3,3,3,3,78.46,14.92,10.56,42.75,20.95,15.87
F373,Lagos,Beverages,Joint Venture,5,14,85.88,0.167,0,1,0.481,4.09,1.53,4,4,4,5,45.83,3,4,4,4,87.39,10.35,11.86,56.6,32.32,16.13
F374,Lagos,Beverages,Domestic,32,191,2692.17,0.0,0,0,0.306,2.04,1.83,3,3,4,6,33.33,3,3,3,3,82.39,10.56,7.66,31.45,16.0,21.94
F375,Lagos,Bakery,Foreign,56,41,1601.02,0.97,4,1,0.624,9.72,1.58,5,5,5,4,62.5,5,4,5,4,97.28,14.09,14.24,76.38,42.44,20.16
F376,Lagos,Bakery,Joint Venture,80,63,3123.95,0.585,4,1,0.652,7.73,1.81,5,5,3,4,54.17,4,4,4,4,74.31,12.69,10.0,64.93,23.01,24.34
F377,Lagos,Oils & Fats,Domestic,69,30,1403.51,0.014,0,0,0.368,2.57,1.67,4,4,4,4,50.0,3,3,3,3,71.27,6.29,12.69,25.44,24.16,13.83
F378,Lagos,Beverages,Domestic,11,29,803.01,0.005,0,0,0.28,1.92,2.08,4,5,5,3,62.5,3,3,3,3,81.79,12.79,9.14,41.74,18.54,22.39
F379,Lagos,Beverages,Foreign,80,78,2256.7,0.937,3,1,0.742,9.6,1.56,5,4,4,4,54.17,4,4,4,4,89.72,15.57,7.99,77.28,43.4,25.19
F380,Lagos,Fruits & Vegetables,Domestic,53,50,957.81,0.008,0,0,0.38,2.22,1.98,4,5,5,3,62.5,3,3,3,3,71.34,11.95,7.75,31.92,8.66,19.37
F381,Lagos,Grains & Cereals,Domestic,15,122,4858.93,0.0,0,0,0.428,2.51,1.09,4,4,4,4,50.0,3,3,3,3,87.72,10.81,6.9,32.12,10.17,20.27
F382,Lagos,Oils & Fats,Foreign,36,129,5084.41,0.849,4,1,0.668,8.49,0.85,3,2,2,6,20.83,4,4,4,4,80.72,12.88,8.23,75.15,41.5,22.57
F383,Lagos,Fruits & Vegetables,Joint Venture,74,116,4987.1,0.523,0,0,0.519,5.34,0.91,4,4,4,6,41.67,4,4,4,4,77.83,17.04,5.0,47.3,30.45,25.31
F384,Lagos,Meat,Domestic,32,109,4937.45,0.001,0,1,0.435,3.4,1.84,3,4,5,4,50.0,3,3,3,3,86.7,10.49,8.27,38.79,7.13,20.58
F385,Lagos,Beverages,Domestic,15,318,7805.54,0.002,0,1,0.408,5.2,2.07,6,6,6,2,83.33,3,4,3,4,93.61,11.6,5.86,62.69,19.62,28.32
F386,Lagos,Oils & Fats,Domestic,71,38,1501.36,0.002,0,0,0.287,1.92,1.6,2,2,2,4,25.0,3,3,3,3,68.47,9.79,-0.33,29.41,7.15,15.9
F387,Lagos,Grains & Cereals,Domestic,77,86,3550.76,0.005,0,1,0.29,4.01,1.13,3,2,2,5,25.0,3,3,3,4,75.66,16.12,5.6,26.97,18.85,22.73
F388,Lagos,Oils & Fats,Domestic,79,223,4210.39,0.003,0,0,0.484,2.37,1.43,4,4,4,5,45.83,3,4,3,3,74.84,8.24,5.89,32.16,14.58,21.97
F389,Lagos,Bakery,Domestic,77,248,11610.34,0.005,0,0,0.423,3.83,1.83,7,6,6,2,87.5,3,4,3,3,85.65,16.26,6.9,45.79,14.41,25.91
F390,Lagos,Confectionery,Foreign,70,29,268.12,0.891,12,1,0.814,9.93,2.17,6,5,5,4,66.67,4,4,5,4,94.66,19.55,3.61,69.28,49.46,26.65
F391,Lagos,Grains & Cereals,Domestic,37,70,3481.95,0.007,0,0,0.498,1.88,1.97,3,3,4,4,41.67,3,3,2,3,77.76,3.19,4.61,29.67,15.06,9.12
F392,Lagos,Bakery,Joint Venture,16,267,10587.64,0.337,4,0,0.454,3.24,1.84,4,4,4,3,54.17,4,3,3,4,94.03,14.58,8.01,46.61,32.0,25.39
F393,Lagos,Grains & Cereals,Domestic,50,135,1241.62,0.003,0,0,0.2,2.58,1.57,4,3,3,5,37.5,3,3,3,3,83.28,12.37,4.58,18.84,13.43,15.54
F394,Lagos,Grains & Cereals,Domestic,18,105,3625.69,0.001,0,1,0.492,3.62,2.13,4,5,5,3,62.5,4,4,4,4,84.26,14.4,10.76,47.67,15.37,25.27
F395,Lagos,Bakery,Foreign,38,76,496.89,0.827,3,1,0.666,8.8,1.66,6,5,5,1,79.17,5,4,4,4,77.93,13.99,14.85,75.23,40.46,25.18
F396,Lagos,Meat,Joint Venture,53,66,2617.46,0.612,6,0,0.522,5.77,1.48,4,4,5,3,58.33,4,3,4,4,75.15,11.43,10.56,64.56,34.64,17.57
F397,Lagos,Confectionery,Domestic,76,113,4629.05,0.005,0,1,0.389,5.69,1.83,6,6,6,1,87.5,3,3,3,4,83.32,12.97,11.51,48.28,26.66,20.04
F398,Lagos,Beverages,Domestic,24,74,2376.03,0.002,0,0,0.346,1.82,1.31,4,4,3,4,45.83,3,3,3,3,71.78,9.62,9.67,24.09,11.54,13.97
F399,Lagos,Meat,Domestic,21,87,3789.61,0.004,0,0,0.511,3.75,1.68,6,5,6,2,79.17,3,4,2,3,90.26,11.25,6.01,23.79,19.4,18.06
F400,Lagos,Meat,Domestic,59,96,902.86,0.004,0,1,0.396,2.57,1.26,4,4,5,3,58.33,3,4,3,3,92.31,10.84,9.05,38.63,10.87,18.54
F401,Lagos,Beverages,Domestic,1,52,905.66,0.011,0,0,0.481,2.26,1.91,4,4,4,3,54.17,3,3,2,4,95.08,15.39,10.08,37.61,7.11,17.18
F402,Lagos,Confectionery,Domestic,46,138,3262.04,0.001,0,1,0.426,4.17,1.76,3,4,4,5,41.67,3,4,3,3,77.88,8.24,6.37,39.93,14.24,21.11
F403,Lagos,Fruits & Vegetables,Domestic,60,926,6399.22,0.001,0,0,0.336,1.61,1.76,2,2,3,6,20.83,3,3,2,3,96.36,4.74,3.54,24.02,13.57,23.95
F404,Lagos,Bakery,Domestic,45,22,553.73,0.006,0,0,0.285,2.06,0.84,3,2,2,4,29.17,3,3,3,3,83.77,12.58,7.45,21.65,12.18,9.58
F405,Lagos,Oils & Fats,Joint Venture,31,117,1981.35,0.367,6,0,0.583,5.07,2.3,5,5,5,2,70.83,4,3,3,4,83.22,13.47,5.71,52.55,16.97,15.09
F406,Lagos,Confectionery,Foreign,67,49,1110.98,0.86,5,1,0.765,8.72,1.26,6,5,5,3,70.83,4,4,5,4,92.19,13.57,8.65,76.68,44.65,19.41
F407,Lagos,Beverages,Domestic,30,143,3450.54,0.002,0,1,0.467,2.82,1.24,2,4,4,5,37.5,3,3,3,3,92.31,10.31,5.3,45.01,14.24,23.51
F408,Lagos,Confectionery,Domestic,57,93,4145.34,0.017,0,0,0.367,2.1,1.41,3,4,3,4,41.67,3,4,3,3,78.95,12.25,8.4,26.17,10.18,23.78
F409,Lagos,Bakery,Domestic,38,166,2849.45,0.002,0,1,0.404,4.75,1.99,4,4,4,3,54.17,3,4,3,4,86.38,11.88,8.84,24.0,9.0,24.01
F410,Lagos,Oils & Fats,Domestic,3,231,10445.46,0.003,0,0,0.391,1.38,1.4,2,2,1,6,12.5,3,3,2,3,72.02,10.71,7.97,17.86,10.62,24.24
F411,Lagos,Grains & Cereals,Foreign,43,105,2537.71,0.877,18,1,0.609,7.96,1.26,3,2,2,5,25.0,5,3,4,4,65.77,9.45,6.52,71.91,42.98,23.18
F412,Lagos,Grains & Cereals,Joint Venture,4,223,4404.55,0.652,3,1,0.53,6.95,1.36,4,4,5,4,54.17,4,3,4,4,90.46,12.47,6.7,68.07,36.68,26.0
F413,Lagos,Bakery,Joint Venture,75,14,386.58,0.335,6,0,0.411,3.38,1.19,4,4,3,4,45.83,4,4,3,3,68.15,5.52,9.34,45.81,17.37,24.87
F414,Lagos,Confectionery,Joint Venture,49,321,7639.3,0.605,0,1,0.615,8.37,2.07,5,5,5,2,70.83,4,4,4,4,86.0,18.67,8.45,73.76,34.81,19.5
F415,Lagos,Bakery,Joint Venture,30,122,2022.97,0.289,6,1,0.514,5.95,1.71,5,3,5,4,54.17,4,4,4,4,92.13,12.92,8.06,58.99,27.4,10.85
F416,Lagos,Dairy,Joint Venture,39,213,5883.18,0.522,2,0,0.7,4.07,2.14,3,5,5,4,54.17,4,4,4,4,76.35,16.9,5.48,66.56,21.7,26.27
F417,Lagos,Bakery,Domestic,50,34,402.26,0.001,0,0,0.261,2.57,1.72,5,4,3,4,50.0,3,4,3,3,82.92,13.52,7.98,19.82,14.16,19.25
F418,Lagos,Fruits & Vegetables,Domestic,21,46,958.49,0.007,0,0,0.353,2.19,0.94,4,5,6,4,62.5,3,4,3,3,83.02,13.11,11.82,32.65,22.07,14.98
F419,Lagos,Dairy,Domestic,24,101,3076.52,0.001,0,0,0.379,2.2,1.36,4,5,5,4,58.33,3,3,3,3,77.3,11.5,4.86,18.86,9.44,20.04
F420,Lagos,Confectionery,Domestic,34,89,2100.7,0.004,0,0,0.446,1.37,1.74,2,4,4,4,41.67,3,3,3,3,77.49,12.19,9.6,27.39,19.1,16.72
F421,Lagos,Grains & Cereals,Domestic,21,113,4754.59,0.011,0,0,0.321,1.66,1.36,2,3,3,5,29.17,3,3,2,3,66.67,6.65,5.62,18.91,20.88,18.28
F422,Lagos,Bakery,Foreign,61,214,3542.23,0.883,13,1,0.642,8.52,1.3,4,3,2,5,33.33,4,3,4,4,93.23,8.65,4.33,76.3,38.1,22.56
F423,Lagos,Bakery,Foreign,9,22,1070.07,0.817,1,1,0.587,8.96,1.54,6,6,6,3,79.17,5,4,4,4,87.79,15.12,8.89,76.01,39.73,19.17
F424,Lagos,Bakery,Domestic,67,196,7901.25,0.01,0,0,0.408,2.47,1.75,4,3,3,4,41.67,3,3,3,3,83.23,9.46,4.54,37.43,18.59,24.33
F425,Lagos,Grains & Cereals,Domestic,28,91,4417.29,0.013,0,0,0.373,2.94,1.74,5,4,5,4,58.33,4,4,3,3,86.6,17.24,7.56,31.1,13.86,17.8
F426,Lagos,Fruits & Vegetables,Domestic,45,76,3246.43,0.002,0,1,0.328,3.45,1.75,4,4,4,4,50.0,3,3,3,3,76.24,12.51,8.03,34.72,6.17,16.23
F427,Lagos,Dairy,Domestic,13,28,319.05,0.001,0,0,0.347,2.32,1.41,4,4,4,4,50.0,3,3,3,3,62.32,8.97,11.66,24.23,13.44,18.6
F428,Lagos,Confectionery,Joint Venture,31,135,3873.25,0.529,6,0,0.712,6.86,1.92,5,6,5,4,66.67,5,4,4,4,96.56,14.64,7.48,63.75,34.07,21.28
F429,Lagos,Bakery,Domestic,61,13,164.44,0.005,0,0,0.254,3.31,1.07,4,3,4,4,45.83,3,3,3,3,76.57,10.81,5.4,43.58,17.23,16.85
F430,Lagos,Fruits & Vegetables,Foreign,22,151,6314.85,0.928,6,0,0.67,6.73,1.69,4,5,3,5,45.83,5,3,4,4,81.31,13.48,7.5,73.08,36.38,21.26
F431,Lagos,Oils & Fats,Domestic,11,27,844.76,0.003,0,0,0.518,2.83,1.11,6,6,6,3,79.17,3,4,3,3,82.35,13.0,5.87,33.47,14.69,11.22
F432,Lagos,Fruits & Vegetables,Domestic,42,94,1584.39,0.003,0,1,0.389,2.76,1.13,3,4,5,5,45.83,3,3,3,3,91.78,11.06,7.26,39.48,18.44,22.85
F433,Lagos,Grains & Cereals,Domestic,13,82,3840.22,0.007,0,1,0.461,5.48,1.64,6,5,6,2,79.17,3,3,3,3,94.29,8.6,8.41,47.91,15.77,19.72
F434,Lagos,Confectionery,Foreign,26,229,2331.99,0.852,5,1,0.748,8.34,2.45,4,5,5,4,58.33,5,4,5,4,89.74,10.06,6.81,77.69,30.51,25.27
F435,Lagos,Bakery,Foreign,37,78,2369.16,0.92,4,1,0.674,8.98,0.93,4,3,3,5,37.5,4,3,4,4,71.82,10.87,9.04,76.67,49.19,24.13
F436,Lagos,Dairy,Domestic,46,52,1947.23,0.002,0,0,0.322,3.73,1.09,5,3,5,4,54.17,3,4,3,3,68.09,13.61,4.57,35.67,13.22,25.96
F437,Lagos,Bakery,Joint Venture,52,60,458.89,0.311,7,1,0.602,6.06,1.93,5,6,5,3,70.83,4,4,4,4,85.45,13.85,10.44,63.06,31.23,18.64
F438,Lagos,Meat,Domestic,55,249,7943.98,0.0,0,1,0.462,3.57,2.0,3,3,2,6,25.0,3,3,3,3,94.78,14.82,9.68,40.5,7.58,25.47
F439,Lagos,Fruits & Vegetables,Joint Venture,68,138,5756.75,0.394,0,1,0.561,4.51,1.39,1,2,3,6,16.67,4,3,4,4,77.66,10.73,9.08,60.87,20.82,11.6
F440,Lagos,Grains & Cereals,Domestic,6,66,530.56,0.003,0,0,0.284,2.17,1.81,4,4,5,5,50.0,3,3,2,3,71.8,15.41,6.83,26.53,16.32,23.6
F441,Lagos,Confectionery,Domestic,29,75,2103.82,0.005,0,0,0.46,3.28,1.37,5,3,4,4,50.0,3,3,3,3,73.39,14.25,6.06,25.36,13.58,14.12
F442,Lagos,Bakery,Foreign,1,26,432.51,0.922,5,0,0.685,7.4,1.58,5,5,4,3,62.5,4,4,5,4,77.68,17.97,11.0,75.52,35.82,20.51
F443,Lagos,Fruits & Vegetables,Domestic,1,123,4284.29,0.002,0,0,0.3,2.51,1.49,3,3,3,4,37.5,3,3,3,3,78.69,6.88,7.87,28.68,5.68,15.94
