building_id,timestamp,co2_ppm,tvoc_ppb,pm25_ugm3,temperature_c,humidity_percent,air_quality_index
B_0073,2021-11-04,794.4,2.5,3.5,21.5,41.6,206.8
B_0074,2021-11-04,1088.0,5.6,22.0,22.8,61.7,318.7
B_0075,2021-11-04,400.0,1.3,18.4,22.6,39.2,137.4
B_0076,2021-11-04,654.0,69.8,22.8,22.9,37.3,244.1
B_0077,2021-11-04,653.8,19.7,4.3,23.7,65.3,182.0
B_0078,2021-11-04,978.1,15.2,30.8,23.1,47.9,313.6
B_0079,2021-11-04,905.9,6.9,9.5,20.4,59.4,248.8
B_0080,2021-11-04,735.2,40.2,26.0,24.3,51.2,256.0
B_0081,2021-11-04,697.8,132.9,21.3,22.3,70.0,283.5
B_0082,2021-11-04,750.9,19.3,30.4,25.8,37.5,258.2
B_0083,2021-11-04,829.3,44.6,12.1,21.5,30.0,253.8
B_0084,2021-11-04,469.4,225.3,0.1,20.0,39.5,230.3
B_0085,2021-11-04,811.2,17.4,33.6,20.9,45.2,278.7
B_0086,2021-11-04,706.7,11.3,4.3,22.3,54.7,191.0
B_0087,2021-11-04,529.5,1.5,7.7,21.2,60.7,148.6
B_0088,2021-11-04,400.0,34.3,5.8,23.2,43.2,128.7
B_0089,2021-11-04,680.3,7.3,16.7,20.1,47.3,207.2
B_0090,2021-11-04,687.7,6.4,0.2,21.2,58.9,175.6
B_0091,2021-11-04,557.1,22.7,5.1,24.1,30.0,160.8
B_0092,2021-11-04,1020.2,30.8,2.9,22.9,62.3,276.2
B_0093,2021-11-04,913.2,40.4,8.8,23.9,59.8,266.0
B_0094,2021-11-04,1002.3,8.4,1.8,21.3,60.9,258.4
B_0095,2021-11-04,622.9,72.9,8.0,18.0,38.0,208.3
B_0096,2021-11-04,1153.8,24.6,2.7,21.8,59.0,306.1
B_0097,2021-11-04,789.0,42.7,42.8,23.2,54.4,304.2
B_0098,2021-11-04,1071.3,15.5,3.6,23.6,48.5,282.8
B_0099,2021-11-04,993.2,110.8,7.0,21.5,36.3,317.8
B_0100,2021-11-04,886.4,19.0,6.1,25.2,70.0,243.3
B_0001,2021-11-05,681.0,1.8,5.7,22.7,54.4,182.7
B_0002,2021-11-05,893.9,7.4,1.1,20.0,52.6,229.3
B_0003,2021-11-05,508.7,52.2,5.7,22.9,40.8,164.8
B_0004,2021-11-05,692.2,32.1,8.1,23.3,43.1,205.3
B_0005,2021-11-05,832.5,12.0,9.6,23.7,46.3,233.3
B_0006,2021-11-05,679.6,104.1,3.4,22.7,43.0,228.7
B_0007,2021-11-05,839.3,76.1,19.6,19.2,36.5,287.1
B_0008,2021-11-05,871.4,15.2,2.4,22.8,36.2,230.2
B_0009,2021-11-05,926.9,87.7,7.0,23.2,54.2,289.6
B_0010,2021-11-05,629.1,72.6,4.3,21.5,30.0,202.2
B_0011,2021-11-05,776.3,25.4,1.7,19.7,45.4,210.3
B_0012,2021-11-05,1004.0,21.9,23.0,22.2,49.4,308.0
B_0013,2021-11-05,813.8,148.5,40.9,23.2,46.0,359.5
B_0014,2021-11-05,1070.9,20.1,1.3,18.0,63.7,280.3
B_0015,2021-11-05,791.1,0.8,24.9,22.4,66.0,247.9
B_0016,2021-11-05,907.5,61.8,0.6,22.1,60.8,258.9
B_0017,2021-11-05,1059.0,87.3,3.1,24.2,43.3,314.6
B_0018,2021-11-05,681.2,20.1,5.3,19.8,41.5,190.9
B_0019,2021-11-05,890.8,9.5,6.7,20.7,33.7,240.9
B_0020,2021-11-05,965.6,8.9,10.5,23.7,48.4,266.9
B_0021,2021-11-05,645.1,34.1,2.0,19.6,35.2,182.3
B_0022,2021-11-05,709.4,7.8,5.4,20.8,43.8,192.1
B_0023,2021-11-05,705.8,6.9,21.2,21.0,63.4,222.2
B_0024,2021-11-05,782.7,41.1,14.9,21.4,57.6,246.1
B_0025,2021-11-05,548.7,23.6,3.7,23.0,35.0,156.3
B_0026,2021-11-05,794.9,69.0,2.1,23.7,65.1,237.3
B_0027,2021-11-05,1301.2,12.7,16.3,20.2,32.7,364.3
B_0028,2021-11-05,400.0,56.5,16.2,21.4,48.9,160.7
B_0029,2021-11-05,815.8,1.9,3.1,23.5,40.8,211.1
B_0030,2021-11-05,942.7,5.4,16.5,23.8,58.1,271.4
B_0031,2021-11-05,871.2,4.7,2.3,20.0,58.3,224.7
B_0032,2021-11-05,1097.5,15.8,23.5,20.6,59.3,329.2
B_0033,2021-11-05,412.5,10.8,5.6,22.8,52.5,119.8
B_0034,2021-11-05,938.3,4.8,15.8,20.6,68.0,268.7
B_0035,2021-11-05,1096.1,107.8,4.5,21.3,70.0,336.9
B_0036,2021-11-05,891.1,31.7,10.1,21.6,43.4,258.8
B_0037,2021-11-05,1070.4,34.5,6.6,21.4,58.8,298.0
B_0038,2021-11-05,950.4,140.4,22.8,19.1,49.5,353.4
B_0039,2021-11-05,682.5,87.9,14.0,21.5,48.3,242.7
B_0040,2021-11-05,639.9,40.8,38.4,24.8,41.5,257.2
B_0041,2021-11-05,625.0,190.9,10.5,21.7,38.3,272.8
B_0042,2021-11-05,784.1,73.6,1.8,23.9,61.8,236.5
B_0043,2021-11-05,1178.9,18.6,10.7,22.5,30.0,325.4
B_0044,2021-11-05,947.2,32.1,3.6,22.9,42.9,260.1
B_0045,2021-11-05,699.1,35.4,18.3,22.5,38.4,229.1
B_0046,2021-11-05,699.7,47.2,1.2,22.6,44.9,200.9
B_0047,2021-11-05,1052.9,81.0,23.5,23.0,42.5,350.6
B_0048,2021-11-05,882.9,51.7,13.4,24.2,61.1,273.3
B_0049,2021-11-05,900.0,49.6,9.9,22.6,46.7,269.6
B_0050,2021-11-05,753.0,32.0,8.4,19.9,44.5,221.0
B_0051,2021-11-05,480.7,70.7,10.9,23.9,34.5,177.3
B_0052,2021-11-05,885.8,3.0,4.0,21.1,48.0,231.0
B_0053,2021-11-05,961.9,64.2,15.6,20.2,30.8,303.8
B_0054,2021-11-05,931.5,5.3,0.6,18.0,60.2,236.8
B_0055,2021-11-05,830.5,31.5,14.0,21.5,47.2,251.4
B_0056,2021-11-05,878.6,67.1,7.0,20.3,44.1,267.2
B_0057,2021-11-05,955.6,37.9,12.2,22.0,49.3,282.2
B_0058,2021-11-05,853.0,13.6,0.1,22.3,51.8,220.3
B_0059,2021-11-05,1097.0,46.9,4.5,22.4,47.8,306.8
B_0060,2021-11-05,1004.5,17.9,1.3,18.0,49.0,262.7
B_0061,2021-11-05,707.6,80.3,3.5,23.2,47.6,224.0
B_0062,2021-11-05,589.8,27.5,2.5,21.2,40.7,166.1
B_0063,2021-11-05,640.0,97.5,1.8,21.7,59.0,212.3
B_0064,2021-11-05,829.6,12.3,2.4,22.3,36.2,218.3
B_0065,2021-11-05,930.3,14.9,7.3,22.7,39.9,254.7
B_0066,2021-11-05,1210.3,1.7,4.0,22.9,57.3,311.4
B_0067,2021-11-05,889.9,152.8,4.8,22.1,60.1,308.5
B_0068,2021-11-05,736.8,6.9,0.0,19.3,38.8,187.7
B_0069,2021-11-05,666.4,2.5,16.0,23.4,63.3,199.8
B_0070,2021-11-05,860.0,65.2,17.5,22.6,50.1,282.6
B_0071,2021-11-05,625.5,57.2,6.5,23.7,46.5,198.0
B_0072,2021-11-05,747.5,44.4,9.5,22.6,61.2,228.1
B_0073,2021-11-05,940.3,7.9,11.8,22.1,60.5,262.8
B_0074,2021-11-05,734.7,10.4,5.2,18.3,51.5,199.2
B_0075,2021-11-05,676.4,71.0,30.3,22.9,32.8,265.2
B_0076,2021-11-05,950.5,1.7,6.7,20.2,55.2,251.8
B_0077,2021-11-05,675.1,11.6,16.4,23.8,49.8,207.4
B_0078,2021-11-05,403.0,180.6,4.8,21.4,41.6,200.7
B_0079,2021-11-05,911.8,13.6,1.3,18.5,55.2,237.4
B_0080,2021-11-05,1184.8,42.1,0.2,25.4,61.7,317.6
B_0081,2021-11-05,1258.7,5.0,4.4,23.6,56.6,325.9
B_0082,2021-11-05,1174.6,25.5,8.4,22.9,54.9,323.2
B_0083,2021-11-05,1235.1,31.9,0.5,19.3,56.3,325.8
B_0084,2021-11-05,663.7,19.3,7.5,22.3,63.6,190.5
B_0085,2021-11-05,852.3,5.7,20.1,24.1,57.4,256.2
B_0086,2021-11-05,625.7,65.3,2.9,21.5,47.2,194.9
B_0087,2021-11-05,407.1,52.4,6.7,21.9,48.4,141.4
B_0088,2021-11-05,766.1,56.6,2.3,22.4,38.2,224.4
B_0089,2021-11-05,892.7,10.5,11.7,25.1,42.6,251.7
B_0090,2021-11-05,776.0,125.1,11.0,24.6,49.6,278.5
B_0091,2021-11-05,843.5,29.7,5.3,21.7,63.9,236.2
B_0092,2021-11-05,970.9,17.7,2.9,23.4,49.2,257.4
B_0093,2021-11-05,837.5,41.5,13.1,20.8,47.9,256.3
B_0094,2021-11-05,682.4,104.8,0.5,26.0,40.1,224.0
B_0095,2021-11-05,454.3,6.5,1.4,26.0,49.8,119.7
B_0096,2021-11-05,755.9,24.1,3.3,19.1,39.4,207.7
B_0097,2021-11-05,746.2,6.9,0.1,21.1,54.5,190.1
B_0098,2021-11-05,654.7,61.5,14.1,21.3,47.9,222.6
B_0099,2021-11-05,809.2,23.2,2.0,23.7,51.0,218.0
B_0100,2021-11-05,912.3,115.6,8.9,23.4,33.1,303.7
B_0001,2021-11-06,970.7,100.8,7.1,22.3,59.7,307.3
B_0002,2021-11-06,1040.3,48.2,5.7,21.3,55.9,295.7
B_0003,2021-11-06,935.8,106.6,7.6,23.9,61.3,302.4
B_0004,2021-11-06,982.7,42.5,7.2,24.7,47.0,281.4
B_0005,2021-11-06,647.2,6.7,21.8,22.7,48.6,208.7
B_0006,2021-11-06,907.1,19.1,5.7,18.0,44.0,247.7
B_0007,2021-11-06,927.3,36.3,3.2,25.6,56.4,256.4
B_0008,2021-11-06,798.0,104.3,19.5,22.1,55.7,290.7
B_0009,2021-11-06,973.9,181.7,0.2,24.1,60.1,334.7
B_0010,2021-11-06,850.6,8.4,13.3,21.7,49.1,243.4
B_0011,2021-11-06,683.8,4.7,39.5,22.2,62.9,252.4
B_0012,2021-11-06,914.1,5.3,3.5,23.5,53.5,238.1
B_0013,2021-11-06,721.1,15.3,3.3,23.4,70.0,194.4
B_0014,2021-11-06,1135.3,174.0,5.2,24.5,57.1,381.3
B_0015,2021-11-06,850.6,40.4,0.2,25.7,37.0,233.3
B_0016,2021-11-06,939.0,44.0,14.0,22.8,57.8,284.8
B_0017,2021-11-06,862.0,2.8,8.4,19.2,56.0,233.7
B_0018,2021-11-06,896.2,68.6,5.2,21.6,43.8,268.8
B_0019,2021-11-06,932.3,28.4,0.6,20.4,42.9,248.5
B_0020,2021-11-06,1012.2,106.2,10.0,21.3,50.3,326.2
B_0021,2021-11-06,872.0,129.5,8.6,25.1,51.1,300.0
B_0022,2021-11-06,873.5,67.9,20.2,22.3,48.5,292.6
B_0023,2021-11-06,634.5,6.6,2.3,19.8,68.4,166.6
B_0024,2021-11-06,588.3,0.8,3.1,21.8,58.9,153.6
B_0025,2021-11-06,873.4,33.5,0.4,23.6,48.0,235.8
B_0026,2021-11-06,811.8,96.2,6.1,21.4,40.4,263.1
B_0027,2021-11-06,998.3,44.2,4.2,19.2,43.3,280.0
B_0028,2021-11-06,828.8,54.9,2.4,18.0,57.4,239.4
B_0029,2021-11-06,933.5,11.6,4.8,26.0,32.9,248.8
B_0030,2021-11-06,795.3,22.6,7.7,24.8,67.7,225.6
B_0031,2021-11-06,526.9,99.0,4.7,23.3,50.6,190.5
B_0032,2021-11-06,400.0,25.4,17.3,24.4,46.8,147.3
B_0033,2021-11-06,885.9,54.1,6.2,18.9,36.2,261.0
B_0034,2021-11-06,892.7,19.3,12.0,21.8,55.6,256.9
B_0035,2021-11-06,777.3,34.3,2.7,22.7,47.8,216.8
B_0036,2021-11-06,1079.1,13.7,0.8,21.2,52.2,278.2
B_0037,2021-11-06,1126.5,70.5,0.5,22.2,47.6,317.9
B_0038,2021-11-06,1043.9,96.2,5.2,20.6,48.3,319.4
B_0039,2021-11-06,852.1,9.4,16.7,19.8,68.8,251.0
B_0040,2021-11-06,681.0,59.5,14.3,22.7,50.5,228.6
B_0041,2021-11-06,738.2,9.6,3.7,22.7,43.3,196.7
B_0042,2021-11-06,917.3,46.8,6.5,24.4,54.0,265.6
B_0043,2021-11-06,837.3,15.6,1.6,22.7,52.8,220.4
B_0044,2021-11-06,824.8,89.6,39.9,21.6,57.3,330.9
B_0045,2021-11-06,903.2,30.8,3.7,23.3,48.2,248.5
B_0046,2021-11-06,522.8,33.2,8.3,23.0,70.0,163.9
B_0047,2021-11-06,563.5,2.5,9.1,25.3,33.2,160.4
B_0048,2021-11-06,855.9,134.2,25.5,21.3,47.3,332.0
B_0049,2021-11-06,641.2,3.0,4.3,22.4,50.8,170.3
B_0050,2021-11-06,522.3,6.1,3.6,20.5,30.0,140.7
B_0051,2021-11-06,990.5,34.7,12.5,23.0,44.6,289.9
B_0052,2021-11-06,499.9,58.0,10.1,20.3,45.2,174.1
B_0053,2021-11-06,853.4,93.1,21.0,20.1,52.1,302.0
B_0054,2021-11-06,600.4,129.6,3.8,22.2,46.8,222.4
B_0055,2021-11-06,518.2,19.0,13.6,22.3,47.5,166.2
B_0056,2021-11-06,607.7,20.1,3.3,23.1,62.8,168.5
B_0057,2021-11-06,839.9,36.1,2.4,20.7,38.1,232.9
B_0058,2021-11-06,1059.5,26.4,11.9,21.4,47.7,301.8
B_0059,2021-11-06,780.4,118.4,30.2,24.0,57.4,314.7
B_0060,2021-11-06,544.5,105.4,17.3,21.3,54.1,223.5
B_0061,2021-11-06,543.6,31.3,2.0,23.5,30.0,155.5
B_0062,2021-11-06,400.0,19.4,34.7,21.8,47.2,179.0
B_0063,2021-11-06,880.3,95.2,14.5,22.8,64.7,296.6
B_0064,2021-11-06,587.3,70.6,3.1,21.2,44.9,188.3
B_0065,2021-11-06,710.2,126.2,21.2,20.6,39.7,283.0
B_0066,2021-11-06,1302.0,40.3,14.7,20.3,51.9,375.0
B_0067,2021-11-06,876.5,6.3,1.7,19.6,47.0,225.6
B_0068,2021-11-06,922.9,22.2,1.4,24.4,69.2,244.6
B_0069,2021-11-06,713.9,57.5,1.8,21.1,54.8,210.8
B_0070,2021-11-06,582.6,101.0,6.5,22.1,68.2,209.2
B_0071,2021-11-06,1158.6,36.8,22.1,20.0,54.4,352.1
B_0072,2021-11-06,844.6,119.2,3.4,19.5,58.8,277.6
B_0073,2021-11-06,954.6,23.7,5.3,23.3,52.3,261.1
B_0074,2021-11-06,738.5,40.7,13.3,22.2,47.1,231.5
B_0075,2021-11-06,614.2,99.3,0.2,21.4,53.4,203.7
B_0076,2021-11-06,854.9,13.0,13.6,19.8,56.8,247.5
B_0077,2021-11-06,980.6,11.2,7.0,23.1,36.6,264.8
B_0078,2021-11-06,942.6,42.7,20.6,23.7,44.6,298.2
B_0079,2021-11-06,696.1,176.0,1.2,23.8,32.7,264.4
B_0080,2021-11-06,1031.4,146.3,2.8,20.8,53.1,336.6
B_0081,2021-11-06,1311.1,514.1,18.3,22.3,31.0,500.0
B_0082,2021-11-06,773.9,76.8,12.4,22.5,38.1,256.6
B_0083,2021-11-06,1182.4,82.5,1.5,24.8,31.3,339.8
B_0084,2021-11-06,992.9,172.0,0.9,20.0,50.9,336.0
B_0085,2021-11-06,849.7,67.5,23.4,20.8,43.6,293.0
B_0086,2021-11-06,656.1,10.6,0.8,20.8,58.1,171.0
B_0087,2021-11-06,1206.2,56.7,4.7,22.9,46.0,339.3
B_0088,2021-11-06,708.2,45.1,1.1,21.3,48.8,201.9
B_0089,2021-11-06,698.6,43.0,2.5,21.8,43.6,201.3
B_0090,2021-11-06,1076.2,29.9,1.1,18.3,45.3,286.2
B_0091,2021-11-06,858.6,27.5,12.3,18.3,47.2,253.0
B_0092,2021-11-06,616.6,28.5,25.5,23.2,46.2,219.3
B_0093,2021-11-06,1233.5,15.6,12.9,22.6,65.8,342.0
B_0094,2021-11-06,829.0,21.9,13.5,24.8,54.3,245.1
B_0095,2021-11-06,657.2,66.0,0.4,19.4,55.9,198.0
B_0096,2021-11-06,1026.3,21.8,3.8,19.5,41.7,275.1
B_0097,2021-11-06,653.9,15.6,7.9,22.3,39.0,187.2
B_0098,2021-11-06,774.5,55.4,8.8,24.3,57.9,238.9
B_0099,2021-11-06,1279.0,84.5,3.7,20.6,58.2,369.3
B_0100,2021-11-06,839.9,79.7,18.7,18.3,47.0,287.2
B_0001,2021-11-07,515.4,44.4,9.1,24.1,53.6,169.3
B_0002,2021-11-07,428.9,13.0,4.8,22.1,66.7,123.3
B_0003,2021-11-07,680.4,23.1,1.3,22.7,37.8,184.3
B_0004,2021-11-07,989.5,12.5,5.4,22.3,48.8,264.4
B_0005,2021-11-07,1022.8,8.7,4.5,20.9,58.0,269.0
B_0006,2021-11-07,1029.1,19.1,6.0,18.8,53.5,278.9
B_0007,2021-11-07,400.0,36.8,2.8,22.3,49.9,123.9
B_0008,2021-11-07,890.5,16.1,10.7,21.4,48.3,252.0
B_0009,2021-11-07,910.2,86.7,8.6,23.8,49.5,288.1
B_0010,2021-11-07,868.3,89.5,7.8,21.9,42.2,277.5
B_0011,2021-11-07,892.1,66.2,12.7,22.9,47.7,281.6
B_0012,2021-11-07,1045.6,47.9,24.5,22.4,64.1,334.4
B_0013,2021-11-07,673.6,249.4,15.0,21.8,54.4,323.2
B_0014,2021-11-07,829.0,26.4,32.4,24.6,39.9,285.2
B_0015,2021-11-07,593.9,21.5,2.7,21.0,47.9,164.6
B_0016,2021-11-07,695.8,231.8,0.4,21.5,59.4,290.6
B_0017,2021-11-07,1352.5,217.8,4.8,24.1,59.0,456.5
B_0018,2021-11-07,813.0,13.0,13.4,25.1,48.5,236.5
B_0019,2021-11-07,775.0,6.3,0.8,24.1,44.3,198.5
B_0020,2021-11-07,964.7,87.0,0.9,23.0,47.1,286.5
B_0021,2021-11-07,1016.8,2.3,17.7,22.4,46.5,290.8
B_0022,2021-11-07,1028.4,20.6,3.8,20.6,48.2,274.9
B_0023,2021-11-07,648.8,45.1,6.8,22.5,60.6,198.3
B_0024,2021-11-07,1101.4,123.1,3.6,23.5,48.0,344.0
B_0025,2021-11-07,735.6,28.5,9.1,23.7,30.0,216.4
B_0026,2021-11-07,895.4,66.8,19.0,22.7,47.3,295.3
B_0027,2021-11-07,899.6,25.0,0.1,23.9,41.1,237.5
B_0028,2021-11-07,753.5,46.3,10.4,18.0,51.8,232.3
B_0029,2021-11-07,740.2,10.9,9.0,20.6,51.7,208.6
B_0030,2021-11-07,716.0,39.6,28.9,22.5,54.8,256.6
B_0031,2021-11-07,919.7,17.1,0.8,21.9,44.8,240.2
B_0032,2021-11-07,440.8,57.0,30.6,20.9,47.6,199.9
B_0033,2021-11-07,1003.1,35.0,18.3,18.0,53.0,304.8
B_0034,2021-11-07,776.6,16.8,21.2,20.1,53.9,245.0
B_0035,2021-11-07,677.1,7.6,0.1,23.5,42.3,173.3
B_0036,2021-11-07,510.9,23.8,18.7,19.7,52.2,177.1
B_0037,2021-11-07,446.6,26.3,10.6,20.1,40.4,146.1
B_0038,2021-11-07,1119.1,16.4,21.0,19.0,70.0,329.9
B_0039,2021-11-07,1098.2,4.4,6.6,20.9,38.3,290.0
B_0040,2021-11-07,656.0,9.3,25.2,20.1,54.1,219.0
B_0041,2021-11-07,820.7,64.8,14.4,25.4,59.3,266.3
B_0042,2021-11-07,446.3,15.7,3.4,25.1,57.1,126.2
B_0043,2021-11-07,876.4,15.4,5.1,21.3,56.7,237.1
B_0044,2021-11-07,1072.3,89.6,2.0,22.2,47.8,316.9
B_0045,2021-11-07,615.8,40.1,1.6,24.4,50.2,177.3
B_0046,2021-11-07,990.4,60.6,5.4,24.0,50.9,288.6
B_0047,2021-11-07,814.8,14.8,5.4,18.6,45.7,221.9
B_0048,2021-11-07,1033.4,12.7,8.9,22.8,52.1,282.5
B_0049,2021-11-07,794.0,12.7,2.8,18.0,43.5,210.4
B_0050,2021-11-07,751.9,84.9,9.8,21.6,49.9,250.0
B_0051,2021-11-07,658.6,49.0,10.2,23.3,55.5,209.6
B_0052,2021-11-07,799.4,168.9,5.8,22.8,70.0,295.9
B_0053,2021-11-07,760.2,50.5,6.4,20.5,49.6,228.1
B_0054,2021-11-07,814.9,5.4,9.6,19.1,30.0,225.7
B_0055,2021-11-07,858.9,6.3,7.7,20.6,44.9,233.2
B_0056,2021-11-07,873.8,211.0,7.8,25.4,50.6,339.6
B_0057,2021-11-07,761.4,1.8,19.4,26.0,42.2,230.0
B_0058,2021-11-07,874.2,55.6,25.7,23.2,51.2,297.7
B_0059,2021-11-07,659.3,30.6,45.8,23.4,38.4,271.7
B_0060,2021-11-07,997.6,81.4,18.5,19.1,44.3,327.1
B_0061,2021-11-07,825.3,49.2,8.7,19.8,56.1,248.3
B_0062,2021-11-07,736.2,114.6,2.4,21.6,45.3,246.2
B_0063,2021-11-07,931.0,14.3,5.4,22.0,62.7,250.7
B_0064,2021-11-07,1103.3,24.0,9.5,21.3,42.0,306.7
B_0065,2021-11-07,610.6,101.7,18.8,23.2,70.0,241.0
B_0066,2021-11-07,541.6,145.1,6.6,21.3,41.5,221.2
B_0067,2021-11-07,778.4,50.9,47.3,22.9,37.7,314.7
B_0068,2021-11-07,645.3,4.6,8.7,23.7,64.4,181.1
B_0069,2021-11-07,845.3,35.6,13.3,21.8,50.9,255.7
B_0070,2021-11-07,768.6,92.7,7.2,23.5,52.3,252.9
B_0071,2021-11-07,672.6,6.6,4.5,20.7,38.7,180.3
B_0072,2021-11-07,1080.2,20.2,12.4,20.0,39.0,305.0
B_0073,2021-11-07,686.1,37.0,5.2,20.6,56.6,200.3
B_0074,2021-11-07,795.2,1.6,9.1,18.3,57.0,217.8
B_0075,2021-11-07,831.3,25.0,11.3,23.3,61.5,242.9
B_0076,2021-11-07,784.2,38.7,3.7,21.3,58.8,222.8
B_0077,2021-11-07,699.6,50.5,1.3,23.5,51.5,202.8
B_0078,2021-11-07,987.9,20.4,5.3,20.6,45.1,267.8
B_0079,2021-11-07,659.4,16.3,38.8,22.9,67.2,250.7
B_0080,2021-11-07,654.2,47.0,4.3,21.5,44.7,195.6
B_0081,2021-11-07,641.9,85.5,0.2,23.0,44.5,203.7
B_0082,2021-11-07,638.3,3.9,22.3,23.5,46.5,206.2
B_0083,2021-11-07,1066.6,27.3,8.6,20.2,58.4,297.4
B_0084,2021-11-07,793.5,74.1,26.3,18.0,48.1,288.0
B_0085,2021-11-07,433.5,26.3,16.6,23.1,43.3,154.7
B_0086,2021-11-07,844.9,140.4,3.1,18.4,52.3,287.6
B_0087,2021-11-07,1007.4,125.8,39.4,22.3,43.4,393.5
B_0088,2021-11-07,1171.1,188.8,5.8,21.0,66.0,398.8
B_0089,2021-11-07,885.7,10.8,13.0,22.0,47.2,252.8
B_0090,2021-11-07,739.1,72.0,19.9,22.4,53.1,260.7
B_0091,2021-11-07,953.3,68.6,9.4,21.2,61.5,291.5
B_0092,2021-11-07,747.8,24.6,13.4,19.5,49.5,226.1
B_0093,2021-11-07,711.7,155.5,1.3,20.8,42.4,258.2
B_0094,2021-11-07,644.4,32.0,6.5,22.1,41.4,190.2
B_0095,2021-11-07,1146.8,67.0,4.3,23.3,44.1,328.7
B_0096,2021-11-07,592.6,125.4,20.5,22.9,44.9,251.8
B_0097,2021-11-07,768.5,235.3,29.4,25.0,66.8,368.5
B_0098,2021-11-07,1034.0,27.6,27.5,20.7,46.9,327.3
B_0099,2021-11-07,834.0,9.2,7.0,20.6,47.6,227.1
B_0100,2021-11-07,844.2,50.6,4.1,18.0,48.7,244.6
B_0001,2021-11-08,717.3,22.9,0.4,26.0,45.2,191.5
B_0002,2021-11-08,700.0,0.7,3.5,20.2,43.2,182.3
B_0003,2021-11-08,1180.7,38.2,2.7,22.1,50.7,319.8
B_0004,2021-11-08,670.6,58.2,0.8,23.0,38.1,198.3
B_0005,2021-11-08,1173.0,4.5,0.5,24.3,52.1,296.5
B_0006,2021-11-08,796.4,109.0,2.1,21.5,63.3,257.9
B_0007,2021-11-08,829.9,26.1,4.6,22.0,56.2,229.7
B_0008,2021-11-08,984.1,18.5,0.0,23.3,55.8,255.3
B_0009,2021-11-08,673.3,90.4,8.0,19.4,36.4,229.5
B_0010,2021-11-08,928.9,149.5,2.1,24.9,48.1,311.1
B_0011,2021-11-08,827.8,17.9,9.3,21.4,58.2,234.5
B_0012,2021-11-08,873.1,18.6,17.9,24.1,39.9,263.4
B_0013,2021-11-08,770.6,266.8,2.3,24.3,43.4,330.7
B_0014,2021-11-08,715.3,41.8,3.0,22.2,48.5,205.7
B_0015,2021-11-08,727.5,80.3,26.7,23.9,30.0,275.4
B_0016,2021-11-08,868.1,3.6,3.9,21.4,53.7,226.5
B_0017,2021-11-08,1113.1,103.1,20.7,22.1,47.8,371.3
B_0018,2021-11-08,938.2,30.5,11.2,20.9,45.5,272.2
B_0019,2021-11-08,975.6,17.6,14.7,21.3,47.5,282.2
B_0020,2021-11-08,675.0,6.2,3.1,23.1,59.8,178.0
B_0021,2021-11-08,966.8,15.9,0.7,19.6,33.4,251.1
B_0022,2021-11-08,711.4,44.6,5.7,23.9,47.6,211.5
B_0023,2021-11-08,754.5,2.2,15.6,22.9,44.0,220.9
B_0024,2021-11-08,1302.5,21.3,0.7,22.4,44.4,337.7
B_0025,2021-11-08,908.8,34.5,7.7,23.2,56.6,259.9
B_0026,2021-11-08,953.6,4.1,0.8,22.9,41.5,242.1
B_0027,2021-11-08,753.3,48.4,11.8,22.3,60.0,236.1
B_0028,2021-11-08,1077.5,182.5,4.8,20.7,35.1,370.3
B_0029,2021-11-08,926.1,55.3,3.0,20.1,47.2,265.1
B_0030,2021-11-08,985.6,4.0,7.4,20.4,47.2,263.2
B_0031,2021-11-08,536.8,15.1,13.8,20.8,51.5,169.4
B_0032,2021-11-08,698.1,41.7,13.2,23.3,53.6,221.9
B_0033,2021-11-08,627.6,20.7,3.4,21.6,56.8,174.0
B_0034,2021-11-08,575.9,13.7,2.6,20.5,59.4,156.0
B_0035,2021-11-08,919.7,10.8,7.5,19.8,55.9,250.3
B_0036,2021-11-08,853.7,33.8,9.7,21.7,44.7,249.8
B_0037,2021-11-08,735.4,141.6,8.7,22.8,65.9,271.9
B_0038,2021-11-08,772.1,24.9,5.9,23.0,34.4,217.3
B_0039,2021-11-08,686.3,32.8,0.5,18.9,52.8,188.9
B_0040,2021-11-08,875.4,40.3,1.8,22.1,59.8,242.6
B_0041,2021-11-08,1048.6,24.9,0.8,22.5,66.7,276.1
B_0042,2021-11-08,1071.8,266.9,5.2,21.0,38.8,411.7
B_0043,2021-11-08,1085.4,117.8,30.1,25.9,54.1,390.5
B_0044,2021-11-08,880.5,3.7,9.2,18.0,50.6,240.4
B_0045,2021-11-08,848.8,59.5,0.6,21.6,45.1,243.1
B_0046,2021-11-08,539.1,3.8,21.6,23.1,59.0,179.8
B_0047,2021-11-08,983.1,19.7,6.0,23.5,44.7,267.7
B_0048,2021-11-08,818.0,42.5,16.6,20.8,51.2,259.0
B_0049,2021-11-08,845.0,32.7,29.7,24.4,46.9,287.0
B_0050,2021-11-08,947.1,2.2,16.7,26.0,43.9,271.3
B_0051,2021-11-08,885.8,87.9,15.6,23.9,30.0,296.6
B_0052,2021-11-08,621.3,19.9,14.6,18.7,65.4,194.4
B_0053,2021-11-08,730.3,33.2,10.6,20.4,48.9,220.3
B_0054,2021-11-08,676.1,131.4,9.0,20.7,39.4,252.8
B_0055,2021-11-08,966.2,40.7,1.2,20.8,57.9,264.4
B_0056,2021-11-08,681.1,104.9,3.0,24.7,51.8,228.6
B_0057,2021-11-08,735.4,46.4,8.7,24.3,64.1,224.4
