building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0051,2020,2,8293.9,3128.7,1542.6,1451.5,2371.4,7.38
B_0051,2020,3,2883.1,1057.5,400.9,503.0,649.7,2.04
B_0051,2020,4,4977.0,2248.4,1310.6,572.2,1475.1,6.47
B_0051,2020,5,5566.1,1942.9,1037.4,849.4,1630.2,8.27
B_0051,2020,6,8358.6,2878.0,1984.8,1337.6,2675.7,7.8
B_0051,2020,7,9617.6,3308.6,2388.4,1016.1,2399.8,12.16
B_0051,2020,8,6077.5,2109.5,1297.8,748.3,2248.6,3.36
B_0051,2020,9,4367.9,1607.7,863.5,458.8,1260.2,5.74
B_0051,2020,10,4426.8,1445.2,1173.9,623.1,1486.2,2.38
B_0051,2020,11,3228.1,1415.4,505.7,592.7,660.4,3.39
B_0051,2020,12,10581.0,3279.6,1216.2,1640.4,3942.3,18.55
B_0051,2021,1,6794.5,3109.5,1405.3,1229.1,1772.4,6.37
B_0051,2021,2,8784.2,2825.6,1719.0,1225.9,2015.1,5.8
B_0051,2021,3,4242.0,2385.8,468.1,681.4,995.3,2.66
B_0051,2021,4,5169.2,2712.1,616.7,934.0,1652.1,4.16
B_0051,2021,5,6151.9,2001.9,1523.6,1065.0,1698.1,4.44
B_0051,2021,6,3152.9,1560.0,349.1,616.5,1045.2,5.41
B_0051,2021,7,2996.1,1659.6,811.1,324.7,892.3,1.68
B_0051,2021,8,9148.3,3176.4,2489.9,1146.1,2960.2,14.28
B_0051,2021,9,5536.1,3317.2,1460.9,772.7,1618.5,4.28
B_0051,2021,10,4740.5,2005.0,1291.4,865.0,1639.1,3.07
B_0051,2021,11,2634.5,1534.4,377.5,518.8,875.0,1.59
B_0051,2021,12,9035.6,4947.3,2502.6,945.3,3133.5,6.28
B_0051,2022,1,6019.6,2226.2,1042.5,901.9,2113.2,4.81
B_0051,2022,2,7252.9,4293.1,1486.4,1184.0,1553.5,6.38
B_0051,2022,3,8236.6,4843.3,1650.6,1589.2,2318.4,7.6
B_0051,2022,4,4621.5,1614.3,1090.7,626.1,1797.5,2.67
B_0051,2022,5,7105.2,2968.3,1780.3,1233.1,1689.4,5.12
B_0051,2022,6,8252.5,4931.4,1786.0,841.2,3058.8,4.17
B_0051,2022,7,4280.1,1704.2,953.9,822.6,937.8,2.96
B_0051,2022,8,5314.9,1929.9,1227.2,749.0,1109.4,5.5
B_0051,2022,9,5972.0,3167.8,1784.4,908.3,2108.0,7.47
B_0051,2022,10,3926.0,2091.6,577.9,590.0,1539.8,3.62
B_0051,2022,11,6743.5,3593.6,1209.4,730.5,1858.4,3.46
B_0051,2022,12,9268.2,4341.5,2318.1,1684.4,2019.1,17.45
B_0052,2018,1,5301.7,2840.9,1107.5,917.8,1625.3,8.05
B_0052,2018,2,2718.1,1291.4,272.1,413.2,993.0,1.47
B_0052,2018,3,7700.4,2523.6,1829.7,1185.9,1639.1,5.56
B_0052,2018,4,3090.9,1541.6,821.0,340.5,1124.7,2.17
B_0052,2018,5,7918.7,2795.7,1213.7,1319.3,1689.5,5.69
B_0052,2018,6,4350.7,1569.5,1239.3,581.6,1671.2,2.32
B_0052,2018,7,6167.5,2190.2,1351.8,704.0,1908.0,5.31
B_0052,2018,8,4555.7,1603.6,740.1,835.5,1754.5,4.02
B_0052,2018,9,5543.5,2112.5,1157.5,912.1,1136.5,4.65
B_0052,2018,10,7213.3,3494.0,1607.6,920.7,2141.8,6.67
B_0052,2018,11,5219.6,1714.9,798.8,744.9,1730.0,4.16
B_0052,2018,12,7446.8,4270.3,1389.6,1137.1,2251.4,11.48
B_0052,2019,1,3830.5,1494.8,400.6,749.5,978.8,2.93
B_0052,2019,2,6255.9,3329.0,923.3,748.6,1374.3,12.1
B_0052,2019,3,3977.5,1991.9,817.1,665.4,1027.2,3.42
B_0052,2019,4,2404.7,843.1,370.9,428.6,493.9,1.26
B_0052,2019,5,5948.0,3022.2,696.9,612.4,1417.1,4.45
B_0052,2019,6,5005.5,2553.9,554.4,939.0,1467.7,6.56
B_0052,2019,7,2444.9,757.6,562.9,427.4,667.9,1.48
B_0052,2019,8,2357.4,863.0,688.1,348.1,544.5,4.33
B_0052,2019,9,3113.5,1584.4,360.2,588.2,1095.4,2.51
B_0052,2019,10,3475.9,2017.3,836.0,416.8,1073.3,1.84
B_0052,2019,11,5501.8,2570.3,643.2,737.0,1451.0,5.51
B_0052,2019,12,7069.8,3263.1,1331.6,738.1,2089.6,4.08
B_0052,2020,1,6776.8,3739.8,1919.0,819.8,2582.4,5.39
B_0052,2020,2,3326.2,1045.1,799.7,560.8,744.0,4.41
B_0052,2020,3,7123.7,4221.4,1499.2,1126.2,1828.2,13.71
B_0052,2020,4,5724.5,1978.2,1375.2,985.7,1152.9,5.95
B_0052,2020,5,8366.3,3990.6,1738.8,1172.2,1828.7,11.39
B_0052,2020,6,3207.4,1199.4,870.0,564.8,716.9,2.26
B_0052,2020,7,4703.3,2758.0,704.1,600.7,1067.2,3.27
B_0052,2020,8,9473.5,4164.4,1655.1,1704.5,2187.7,7.08
B_0052,2020,9,6741.7,3440.0,1276.5,1261.6,1926.4,5.14
B_0052,2020,10,6603.3,3540.5,664.3,875.8,1508.4,3.57
B_0052,2020,11,3281.1,1415.9,584.4,450.5,838.3,2.33
B_0052,2020,12,7860.7,3629.3,1743.7,1171.7,2545.7,15.01
B_0052,2021,1,3725.5,1253.1,643.6,728.7,1488.6,2.01
B_0052,2021,2,6595.4,2490.4,1338.6,809.8,2549.5,5.18
B_0052,2021,3,3608.7,1731.6,904.1,491.2,1376.1,4.02
B_0052,2021,4,6068.0,1936.4,1115.9,1027.3,1898.9,3.67
B_0052,2021,5,6057.1,1844.1,1212.2,839.0,1313.9,11.51
B_0052,2021,6,5957.6,1998.1,1041.0,1080.3,1321.4,5.55
B_0052,2021,7,7203.6,3312.9,810.3,1203.1,2159.2,11.89
B_0052,2021,8,5908.5,2482.4,891.8,683.7,2363.2,6.16
B_0052,2021,9,4067.2,1690.8,486.4,582.6,1122.6,2.58
B_0052,2021,10,5997.5,3287.1,808.1,907.7,2050.4,3.7
B_0052,2021,11,7396.5,2945.5,1886.4,1282.3,2648.4,12.63
B_0052,2021,12,9290.3,5146.0,2643.1,1521.5,2602.3,11.47
B_0052,2022,1,6011.1,2087.0,1044.7,940.8,2244.5,4.29
B_0052,2022,2,10376.8,4551.0,2452.7,1069.8,3327.4,7.67
B_0052,2022,3,3938.6,1615.7,1059.8,706.0,1239.7,2.32
B_0052,2022,4,7435.2,4236.1,1895.1,1055.0,2599.4,9.83
B_0052,2022,5,4427.6,1717.2,1047.3,542.0,1331.1,2.45
B_0052,2022,6,4929.6,2878.4,1106.0,731.9,1083.3,6.16
B_0052,2022,7,4870.9,2031.1,928.2,504.5,1172.1,7.32
B_0052,2022,8,10314.8,5211.6,1669.7,1239.1,2299.1,11.38
B_0052,2022,9,6119.1,2324.9,845.8,755.3,2291.7,3.35
B_0052,2022,10,6503.6,2551.9,1603.7,865.6,2277.9,6.05
B_0052,2022,11,3785.9,1580.7,531.7,472.1,1216.4,2.09
B_0052,2022,12,9992.8,5803.4,2768.7,1534.4,2176.9,11.8
B_0053,2018,1,6895.5,2445.0,1628.5,978.8,1725.4,4.44
B_0053,2018,2,10968.0,6133.1,1899.2,1267.4,3662.5,20.7
B_0053,2018,3,7696.3,4424.4,881.3,1518.7,1943.4,4.25
B_0053,2018,4,6558.7,3069.7,1424.5,658.0,2323.7,3.3
B_0053,2018,5,7577.6,3863.7,945.3,1042.1,1614.3,4.27
B_0053,2018,6,4970.2,2107.2,1296.9,739.6,1334.2,9.21
B_0053,2018,7,8196.9,4663.1,1830.2,1099.4,2731.0,9.57
B_0053,2018,8,3556.4,1219.6,723.9,446.4,908.5,4.58
B_0053,2018,9,6247.5,3503.6,768.3,904.5,1925.8,9.1
B_0053,2018,10,5772.9,3367.3,1466.9,613.8,2024.7,3.93
B_0053,2018,11,5709.6,1714.6,1546.3,808.1,1218.1,7.7
B_0053,2018,12,3937.6,1352.5,403.6,676.3,1450.0,4.65
B_0053,2019,1,2785.1,995.2,598.1,486.3,850.8,1.42
B_0053,2019,2,3941.7,1616.3,417.8,630.4,828.5,2.31
B_0053,2019,3,3549.4,1630.3,594.3,704.6,1160.7,2.05
B_0053,2019,4,6254.4,2990.4,1088.9,781.0,1863.7,7.43
B_0053,2019,5,6132.7,1973.3,1199.3,678.6,1520.5,4.43
B_0053,2019,6,10978.7,4568.4,2680.5,2189.8,4319.1,6.09
B_0053,2019,7,4620.1,2054.3,1130.3,556.0,1767.0,2.48
B_0053,2019,8,6451.8,1998.0,1920.9,1100.1,2498.0,3.29
B_0053,2019,9,6829.1,2163.0,1831.8,1204.6,2036.4,3.66
B_0053,2019,10,3599.8,1732.7,455.8,514.3,842.2,1.8
B_0053,2019,11,2721.5,1425.3,541.5,501.9,627.8,2.42
B_0053,2019,12,5836.9,2821.2,1145.7,806.2,1346.0,5.88
B_0053,2020,1,2722.0,1517.9,802.0,383.0,684.2,2.14
B_0053,2020,2,5327.7,2342.5,1252.3,623.0,1441.0,10.06
B_0053,2020,3,3091.4,1780.9,809.6,333.9,842.2,4.04
B_0053,2020,4,7350.0,3669.7,1654.4,1138.5,2623.4,12.7
B_0053,2020,5,4736.1,2586.9,719.7,897.3,1168.3,3.5
B_0053,2020,6,3474.9,1906.2,806.7,628.5,1163.2,2.37
B_0053,2020,7,7312.2,3821.2,1603.2,892.8,2033.0,9.17
B_0053,2020,8,4142.8,1816.4,987.7,488.3,999.8,6.62
B_0053,2020,9,8225.6,3246.7,2261.6,1544.3,2441.9,9.76
B_0053,2020,10,4122.3,2387.9,1034.5,499.8,1335.1,4.53
B_0053,2020,11,2205.3,1046.1,260.5,229.8,624.5,3.74
B_0053,2020,12,6502.8,3033.5,799.8,1273.9,2062.5,3.66
B_0053,2021,1,7254.9,4343.7,1505.8,1314.2,2012.3,5.6
B_0053,2021,2,2777.6,866.7,782.1,282.1,1102.6,2.79
B_0053,2021,3,5188.7,1840.1,1106.9,740.4,1678.1,5.17
B_0053,2021,4,7280.0,2389.8,2153.1,1368.4,1865.5,3.95
B_0053,2021,5,2687.2,1271.4,425.1,274.8,712.2,1.51
B_0053,2021,6,5853.9,2356.0,986.5,950.3,1696.0,3.82
B_0053,2021,7,5784.3,3015.3,623.7,1082.7,1983.9,3.41
B_0053,2021,8,9864.7,5823.9,2010.5,1534.5,3133.7,5.3
B_0053,2021,9,1736.6,762.2,403.2,217.7,402.6,1.18
B_0053,2021,10,3794.6,1503.4,600.3,482.1,902.1,2.95
B_0053,2021,11,4543.6,2451.0,1209.1,698.2,1766.1,4.72
B_0053,2021,12,6827.0,3520.4,940.3,970.4,2487.9,4.04
B_0053,2022,1,3430.2,1258.1,784.4,457.9,1110.0,4.72
B_0053,2022,2,6023.5,1880.1,695.4,787.9,1243.1,3.87
B_0053,2022,3,3669.5,1742.0,1056.1,538.5,867.4,1.93
B_0053,2022,4,2645.3,813.7,419.2,411.7,548.5,1.92
B_0053,2022,5,2749.0,850.7,523.9,548.9,1051.8,1.76
B_0053,2022,6,5170.4,2584.7,1300.9,743.7,1086.1,3.21
B_0053,2022,7,7037.7,2685.2,1629.9,708.3,2056.8,4.82
B_0053,2022,8,6107.8,3290.7,949.1,784.8,2225.6,8.05
B_0053,2022,9,2467.0,1004.2,494.3,256.4,888.7,1.41
B_0053,2022,10,6729.7,3763.9,1240.5,1116.5,2345.6,3.72
B_0053,2022,11,1873.7,798.4,371.5,216.0,629.0,3.01
B_0053,2022,12,6810.6,3118.9,1120.7,716.6,1873.7,3.71
B_0054,2018,1,7361.6,2261.7,2085.0,1108.4,2277.9,7.59
B_0054,2018,2,9804.2,5344.9,2466.6,1111.9,2903.6,7.92
B_0054,2018,3,3884.9,1525.5,405.0,529.9,909.6,4.26
B_0054,2018,4,2511.2,1009.4,580.1,372.8,1003.4,1.78
B_0054,2018,5,5991.2,2728.9,919.1,1181.5,2307.6,4.29
B_0054,2018,6,9474.7,3630.2,2741.2,1788.1,3264.4,5.65
B_0054,2018,7,7372.4,3233.3,1140.3,1163.8,2800.5,4.43
B_0054,2018,8,8129.7,4240.4,1220.4,1042.0,2971.3,4.26
B_0054,2018,9,7124.3,2166.6,1615.7,1010.4,1557.4,3.93
B_0054,2018,10,5017.4,2468.9,515.0,611.7,1916.4,9.78
B_0054,2018,11,6554.7,2320.9,1558.6,926.5,2470.1,6.76
B_0054,2018,12,11055.2,4874.3,2196.4,1296.9,2482.1,16.82
B_0054,2019,1,4930.4,2276.7,1430.5,728.1,1108.4,3.13
B_0054,2019,2,11893.7,6142.8,2166.8,1272.0,3946.0,10.87
B_0054,2019,3,4269.2,2524.9,976.5,821.0,1439.6,7.79
B_0054,2019,4,5614.0,2642.1,1505.4,849.7,2043.3,3.4
B_0054,2019,5,4046.5,2211.6,862.2,445.3,997.8,4.12
B_0054,2019,6,7156.2,3515.3,906.8,944.4,2722.0,4.97
B_0054,2019,7,3208.5,1394.0,589.1,514.9,894.9,2.78
B_0054,2019,8,9890.9,3036.9,2962.1,1482.7,2810.2,11.47
B_0054,2019,9,5301.4,2755.6,1516.9,885.0,1443.1,9.36
B_0054,2019,10,2162.5,815.2,290.7,336.8,448.5,3.24
B_0054,2019,11,8430.7,2547.3,1627.6,1575.7,2222.1,9.09
B_0054,2019,12,7491.1,3707.7,1458.2,1202.3,2572.1,7.13
B_0054,2020,1,6324.1,2209.8,711.6,768.3,1428.5,5.84
B_0054,2020,2,8454.1,4544.0,1866.0,945.7,3118.2,7.42
B_0054,2020,3,5801.5,3399.6,690.2,1055.4,1639.7,5.38
B_0054,2020,4,2875.2,1259.4,711.8,426.8,1001.6,3.41
B_0054,2020,5,5019.9,2715.9,1181.3,926.8,1017.4,7.62
B_0054,2020,6,9658.9,3066.0,2640.6,1466.6,3775.4,6.15
B_0054,2020,7,10634.8,6225.2,2868.6,1830.2,2653.4,9.75
B_0054,2020,8,5243.5,3109.4,1214.6,843.3,1842.5,3.0
B_0054,2020,9,5338.9,2733.5,844.0,659.4,1210.1,3.59
B_0054,2020,10,4216.2,1917.3,1119.7,428.9,1339.7,2.93
B_0054,2020,11,5423.0,2391.1,954.9,858.1,1603.1,10.02
B_0054,2020,12,9623.0,3552.4,1939.4,1249.3,3531.3,9.3
B_0054,2021,1,8825.5,3635.5,1575.0,1005.6,2544.3,17.44
B_0054,2021,2,9373.5,5479.3,2744.5,1044.4,2070.6,5.78
B_0054,2021,3,5442.5,2232.4,1525.8,660.8,1511.4,6.42
B_0054,2021,4,2193.2,1293.3,391.0,427.1,855.0,2.84
B_0054,2021,5,8469.7,3809.3,983.8,1632.4,3166.9,4.48
B_0054,2021,6,3725.4,2185.2,886.9,617.2,1065.2,2.71
B_0054,2021,7,9343.1,5118.6,2017.8,1053.9,2693.4,6.91
B_0054,2021,8,8735.6,3753.0,1410.1,1265.8,2456.9,4.58
B_0054,2021,9,4946.3,1769.4,1395.9,812.2,1587.1,2.76
B_0054,2021,10,5832.4,1957.6,1125.1,1070.1,1599.4,7.59
B_0054,2021,11,8175.5,4811.7,1502.5,1305.7,2787.2,7.89
B_0054,2021,12,8802.7,5178.3,1545.8,1458.6,1789.9,7.19
B_0054,2022,1,7293.2,2358.7,909.2,773.7,1739.8,8.22
B_0054,2022,2,11556.5,5915.2,2526.0,1797.1,3337.0,11.21
B_0054,2022,3,2410.8,1127.6,586.2,372.2,818.2,1.24
B_0054,2022,4,5977.1,2723.1,1226.0,930.0,1949.9,4.31
B_0054,2022,5,4657.0,1845.3,1069.0,818.6,1225.7,2.62
B_0054,2022,6,3293.9,1738.8,763.6,627.3,752.3,2.37
B_0054,2022,7,7531.3,3825.5,875.7,1214.2,2263.5,11.18
B_0054,2022,8,4364.4,1500.7,916.3,633.3,1211.6,2.26
B_0054,2022,9,5388.5,1925.9,724.1,966.6,1121.5,5.41
B_0054,2022,10,4297.5,2466.0,672.2,560.7,1409.9,3.25
B_0054,2022,11,6220.4,2648.2,1286.6,1001.2,1325.9,4.13
B_0054,2022,12,6338.3,3324.5,849.0,1193.6,1919.3,3.5
B_0055,2018,1,5530.3,3053.0,628.2,685.3,1560.0,9.69
B_0055,2018,2,10019.6,5351.9,1916.1,1497.8,2521.4,11.9
B_0055,2018,3,4909.3,2666.0,810.7,843.3,1945.5,4.48
B_0055,2018,4,5698.7,2426.7,804.2,647.7,1746.2,3.67
B_0055,2018,5,7231.9,4270.2,2143.9,1228.6,2665.6,5.54
B_0055,2018,6,8157.2,4385.6,2010.5,1612.5,3174.9,4.4
B_0055,2018,7,4582.9,2632.7,710.5,608.1,1206.0,2.86
B_0055,2018,8,7197.1,3993.5,1345.5,1087.4,1597.9,13.35
B_0055,2018,9,6601.7,2383.3,1280.8,1302.4,1359.0,5.0
B_0055,2018,10,3271.9,1617.3,560.4,561.6,872.2,3.39
B_0055,2018,11,6877.3,3062.9,1595.9,1035.0,2002.2,10.24
B_0055,2018,12,5479.7,3265.6,1163.9,871.3,1514.5,3.15
B_0055,2019,1,4346.0,1330.2,1080.5,438.1,1061.9,4.16
B_0055,2019,2,8438.3,2730.6,2150.3,1431.9,1992.6,7.12
B_0055,2019,3,3202.1,1098.1,883.6,465.5,1252.6,1.91
B_0055,2019,4,5680.8,3076.0,670.5,728.8,2171.9,5.93
B_0055,2019,5,3544.4,1629.5,1002.2,529.5,1005.9,1.78
B_0055,2019,6,3641.9,2030.0,974.1,701.2,1418.6,4.83
B_0055,2019,7,5390.5,2948.0,928.8,830.9,2003.6,4.04
B_0055,2019,8,2171.7,946.8,281.4,228.2,817.9,2.85
B_0055,2019,9,6299.9,3094.3,1245.7,971.4,1592.1,8.66
B_0055,2019,10,6656.1,3796.9,1317.6,693.3,1621.7,3.63
B_0055,2019,11,7731.8,3387.2,1296.3,1191.2,1921.5,14.08
B_0055,2019,12,9511.6,4937.8,2710.3,1112.9,2587.2,8.4
B_0055,2020,1,8818.0,5253.7,1960.8,1528.8,3108.1,5.72
B_0055,2020,2,2847.6,1482.7,301.2,353.3,1030.9,1.66
B_0055,2020,3,7736.5,4226.8,1767.9,1130.7,2283.9,5.34
B_0055,2020,4,6517.5,3642.1,1155.7,825.4,1573.8,3.57
B_0055,2020,5,7961.3,3242.0,2238.4,1212.1,2002.3,5.04
B_0055,2020,6,5247.6,1703.5,731.1,746.4,1412.0,3.29
B_0055,2020,7,3657.4,1315.6,436.8,666.8,1391.2,4.64
B_0055,2020,8,5513.0,2344.0,671.3,1013.5,1372.4,8.41
B_0055,2020,9,6869.9,3305.3,688.6,1000.1,2541.0,7.31
B_0055,2020,10,4020.2,2068.9,1003.8,542.1,811.4,3.74
B_0055,2020,11,5133.5,3011.2,995.4,753.5,1552.7,3.61
B_0055,2020,12,5064.9,2041.1,872.5,625.1,1228.4,3.33
B_0055,2021,1,5613.4,2151.9,1157.8,861.2,1464.8,2.92
B_0055,2021,2,6388.8,2749.4,1063.1,1161.1,2486.6,3.49
B_0055,2021,3,3320.1,1424.5,582.5,495.2,1047.5,1.93
B_0055,2021,4,6007.9,2795.2,1135.8,1097.0,1968.8,3.46
B_0055,2021,5,6346.9,2856.0,1223.1,859.5,1963.4,5.33
B_0055,2021,6,6686.1,2720.3,1782.8,695.9,2068.3,4.92
B_0055,2021,7,3867.7,1204.5,643.5,602.9,1156.8,3.3
B_0055,2021,8,3549.6,1251.6,701.5,629.5,1287.1,4.13
B_0055,2021,9,4655.6,2698.7,1164.7,719.3,1448.3,4.85
B_0055,2021,10,5325.6,2738.1,1402.6,668.7,1215.4,3.67
B_0055,2021,11,6274.1,3275.7,1092.0,977.1,1485.8,4.15
B_0055,2021,12,2992.3,1092.1,793.5,372.6,1117.3,2.4
B_0055,2022,1,10979.2,4746.2,1199.6,1160.6,3413.3,19.89
B_0055,2022,2,5971.7,2807.9,1240.1,632.8,2146.8,3.52
B_0055,2022,3,2876.2,1585.8,600.4,405.3,1057.6,5.7
B_0055,2022,4,6120.3,1994.7,1076.2,908.3,1885.7,4.5
B_0055,2022,5,2948.8,1449.3,789.2,364.6,764.0,1.64
B_0055,2022,6,4308.6,1582.4,560.2,755.2,894.3,2.65
B_0055,2022,7,5461.6,2384.0,855.4,721.9,1756.6,3.39
B_0055,2022,8,5097.7,1794.6,1127.2,798.7,1398.6,8.53
B_0055,2022,9,6477.4,3761.2,1233.6,668.2,1864.3,5.56
B_0055,2022,10,2732.1,1295.5,427.6,405.3,717.0,1.95
B_0055,2022,11,6283.8,2765.6,1468.4,725.3,2334.8,4.2
B_0055,2022,12,7421.3,4007.0,1411.2,1197.9,1746.0,7.4
B_0056,2018,1,8269.4,3426.4,2176.6,1336.3,2170.5,8.56
B_0056,2018,2,9683.1,4551.2,1125.4,1215.7,3748.7,13.73
B_0056,2018,3,4781.1,2117.0,1228.1,663.4,1500.0,3.9
B_0056,2018,4,4905.1,1789.7,1419.5,887.0,1430.2,5.05
B_0056,2018,5,7053.4,2522.0,1066.1,715.0,2682.5,4.58
B_0056,2018,6,11243.0,6354.5,3071.5,2038.3,3669.0,15.0
B_0056,2018,7,4805.1,2518.6,567.0,676.7,1089.8,7.36
B_0056,2018,8,4672.4,2459.1,1006.3,867.4,1007.3,3.38
B_0056,2018,9,8342.2,4485.8,1406.7,1619.6,3324.2,5.78
B_0056,2018,10,7648.8,3457.8,1687.2,1287.3,2827.7,6.73
B_0056,2018,11,6303.3,3703.7,1361.0,1089.4,2148.7,3.85
B_0056,2018,12,8174.8,4349.7,2400.8,1345.0,2268.2,4.31
B_0056,2019,1,7796.9,2565.2,856.9,1284.4,2119.1,6.94
B_0056,2019,2,7960.0,4497.3,1740.2,1302.3,2512.8,5.74
B_0056,2019,3,4155.2,2378.3,702.3,524.9,925.3,2.09
B_0056,2019,4,3637.5,1275.7,843.6,523.0,1288.4,2.14
B_0056,2019,5,7216.1,2880.7,916.3,1037.9,2330.8,12.28
B_0056,2019,6,3209.0,1381.0,577.6,485.6,795.9,4.14
B_0056,2019,7,6590.4,2652.5,1303.8,835.6,2314.5,10.09
B_0056,2019,8,6119.7,3398.2,1150.8,766.1,1554.9,4.73
B_0056,2019,9,6079.9,2419.1,1758.1,1092.2,1325.7,9.26
B_0056,2019,10,2661.5,1269.1,564.8,400.8,1050.1,1.56
B_0056,2019,11,3741.8,1311.9,649.2,387.3,1249.9,2.17
B_0056,2019,12,7070.3,2784.2,2051.0,811.5,1550.2,10.12
B_0056,2020,1,10923.0,4075.8,1289.5,1366.8,2234.7,11.04
B_0056,2020,2,2882.1,1109.1,338.8,420.0,1067.1,3.61
B_0056,2020,3,7677.0,2879.7,1088.1,1037.1,1776.0,5.44
B_0056,2020,4,7021.6,3047.4,1342.7,935.8,1446.6,4.77
B_0056,2020,5,2117.0,1215.2,395.3,379.2,674.9,1.09
B_0056,2020,6,7105.1,3761.4,917.1,1216.5,2487.2,4.05
B_0056,2020,7,4191.4,1841.0,431.8,596.1,1278.9,4.08
B_0056,2020,8,8149.0,3120.3,1791.5,1094.8,2237.2,5.53
B_0056,2020,9,2655.8,901.0,709.1,454.4,816.3,3.5
B_0056,2020,10,5791.4,2750.2,1379.3,888.4,1741.8,4.12
B_0056,2020,11,4283.8,2496.5,1035.0,485.4,1063.9,2.72
B_0056,2020,12,6018.9,2473.4,1543.2,605.7,1293.6,6.38
B_0056,2021,1,8990.3,4038.6,1379.4,975.0,3488.7,4.74
B_0056,2021,2,5169.9,2210.2,1493.5,877.8,1861.9,3.26
B_0056,2021,3,3540.3,1494.3,533.0,627.1,798.6,4.71
B_0056,2021,4,3911.9,1694.5,1136.7,663.4,1057.0,4.33
B_0056,2021,5,6372.3,2106.9,1337.6,985.6,1756.6,8.48
B_0056,2021,6,8446.4,4741.0,1292.8,1630.4,2217.9,5.13
B_0056,2021,7,5457.6,3268.1,679.9,586.5,1961.4,3.18
B_0056,2021,8,7828.9,2407.5,2331.4,1438.7,2866.1,4.0
B_0056,2021,9,8536.4,3948.2,1328.4,1257.2,2140.4,9.94
B_0056,2021,10,2769.3,1589.8,318.5,319.3,609.5,2.12
B_0056,2021,11,2254.7,1006.7,452.8,369.6,477.8,1.15
B_0056,2021,12,3681.9,1388.5,739.2,734.9,997.9,5.22
B_0056,2022,1,4909.6,1512.2,674.3,959.6,1580.8,3.42
B_0056,2022,2,2880.4,1180.2,622.8,297.2,963.0,2.3
B_0056,2022,3,5873.3,2961.8,813.9,1088.0,1558.5,3.25
B_0056,2022,4,5354.3,1750.0,594.6,1041.0,2103.4,2.89
B_0056,2022,5,8918.0,2851.7,913.8,1062.9,1831.7,14.74
B_0056,2022,6,5465.6,2663.9,1397.6,904.1,1120.9,6.16
B_0056,2022,7,4056.7,1759.5,968.6,741.9,899.4,2.27
B_0056,2022,8,6272.5,3390.2,1799.2,672.1,2436.6,10.43
B_0056,2022,9,2599.6,1073.4,710.2,511.0,757.6,2.22
B_0056,2022,10,5252.0,2429.5,719.3,843.1,1522.5,5.75
B_0056,2022,11,3217.5,1436.0,357.1,352.7,881.4,3.69
B_0056,2022,12,10701.1,4285.3,1788.2,1823.9,2492.1,5.95
B_0057,2018,1,3849.7,1496.7,1122.0,712.8,1364.9,5.77
B_0057,2018,2,5784.6,3290.6,1426.1,1076.3,1415.1,3.27
B_0057,2018,3,4121.5,2425.6,857.1,612.7,827.1,3.07
B_0057,2018,4,6943.6,4094.0,1393.9,943.9,2240.6,10.67
B_0057,2018,5,5612.7,2058.9,1256.0,1107.1,1127.1,3.74
B_0057,2018,6,5596.3,2018.2,1433.8,1009.4,2174.0,4.93
B_0057,2018,7,6360.4,3666.3,1340.9,1260.4,2285.3,4.24
B_0057,2018,8,5302.3,1659.3,848.9,651.2,1068.6,3.34
B_0057,2018,9,6712.8,2132.2,1444.2,1291.0,2418.6,8.37
B_0057,2018,10,3261.3,1149.8,700.8,570.3,1203.7,3.92
B_0057,2018,11,3248.6,1239.5,540.8,609.6,723.7,4.46
B_0057,2018,12,9036.9,4774.0,1022.3,1454.0,3349.2,6.72
B_0057,2019,1,8994.5,4990.1,1408.3,1276.9,3085.5,8.48
B_0057,2019,2,4186.0,2069.8,617.7,722.1,1578.8,2.37
B_0057,2019,3,5169.4,3074.0,899.7,743.2,1436.2,6.59
B_0057,2019,4,2199.6,1242.7,240.8,305.8,684.4,1.25
B_0057,2019,5,5874.2,2788.7,595.9,1159.7,2317.8,7.7
B_0057,2019,6,2849.5,1514.0,609.1,431.2,906.0,2.59
B_0057,2019,7,6564.5,2525.9,891.5,909.9,1881.9,10.94
B_0057,2019,8,7304.9,2729.0,1886.9,1076.4,2798.4,3.92
B_0057,2019,9,2918.5,1167.6,851.4,455.1,723.1,2.09
B_0057,2019,10,2091.7,654.1,444.6,226.9,788.6,1.08
B_0057,2019,11,3747.3,1445.8,610.4,664.0,1393.4,4.02
B_0057,2019,12,3498.2,1511.3,356.0,488.7,815.8,1.81
B_0057,2020,1,4224.1,1998.0,1124.5,603.3,1197.6,6.65
B_0057,2020,2,8431.3,3999.3,1327.8,1349.4,3274.0,6.78
B_0057,2020,3,2907.2,1056.5,447.5,326.4,902.9,1.52
B_0057,2020,4,9102.9,3315.9,2702.3,1267.2,3171.8,4.96
B_0057,2020,5,4830.5,1864.5,1436.4,774.9,1396.0,5.84
B_0057,2020,6,4170.2,2490.0,505.6,567.6,973.5,3.58
B_0057,2020,7,4977.8,2247.5,746.7,585.9,1584.5,6.91
B_0057,2020,8,4550.0,2167.7,610.9,720.2,1040.0,6.37
B_0057,2020,9,2277.0,838.8,601.8,323.5,676.8,1.82
B_0057,2020,10,3649.2,1818.5,907.5,465.0,1239.4,3.12
