building_id,timestamp,occupancy_count,occupancy_density_per_m2,activity_level,occupancy_type
B_0089,2021-08-18,24,0.0129,low,residential
B_0090,2021-08-18,13,0.015,low,mixed
B_0091,2021-08-18,3,0.0018,low,commercial
B_0092,2021-08-18,34,0.0287,low,mixed
B_0093,2021-08-18,0,0.0,low,commercial
B_0094,2021-08-18,32,0.0204,low,mixed
B_0095,2021-08-18,44,0.024,medium,mixed
B_0096,2021-08-18,11,0.0175,low,mixed
B_0097,2021-08-18,20,0.0199,low,mixed
B_0098,2021-08-18,0,0.0,low,mixed
B_0099,2021-08-18,18,0.0153,low,mixed
B_0100,2021-08-18,3,0.003,low,mixed
B_0001,2021-08-19,17,0.0102,low,mixed
B_0002,2021-08-19,7,0.004,low,commercial
B_0003,2021-08-19,0,0.0,low,residential
B_0004,2021-08-19,5,0.0034,low,mixed
B_0005,2021-08-19,11,0.0065,low,residential
B_0006,2021-08-19,4,0.0026,low,mixed
B_0007,2021-08-19,30,0.0425,low,residential
B_0008,2021-08-19,26,0.0425,low,residential
B_0009,2021-08-19,1,0.0016,low,mixed
B_0010,2021-08-19,0,0.0,low,mixed
B_0011,2021-08-19,14,0.0092,low,mixed
B_0012,2021-08-19,0,0.0,low,commercial
B_0013,2021-08-19,1,0.0008,low,mixed
B_0014,2021-08-19,43,0.0261,low,residential
B_0015,2021-08-19,47,0.0303,medium,residential
B_0016,2021-08-19,9,0.0172,low,residential
B_0017,2021-08-19,10,0.0166,low,mixed
B_0018,2021-08-19,0,0.0,low,mixed
B_0019,2021-08-19,3,0.0019,low,residential
B_0020,2021-08-19,4,0.003,low,commercial
B_0021,2021-08-19,3,0.0024,low,residential
B_0022,2021-08-19,0,0.0,low,mixed
B_0023,2021-08-19,17,0.0104,low,mixed
B_0024,2021-08-19,12,0.0099,low,commercial
B_0025,2021-08-19,1,0.0013,low,residential
B_0026,2021-08-19,14,0.0239,low,commercial
B_0027,2021-08-19,13,0.0199,low,mixed
B_0028,2021-08-19,8,0.0048,low,residential
B_0029,2021-08-19,27,0.0274,low,residential
B_0030,2021-08-19,0,0.0,low,mixed
B_0031,2021-08-19,7,0.0038,low,mixed
B_0032,2021-08-19,10,0.0152,low,residential
B_0033,2021-08-19,7,0.0077,low,mixed
B_0034,2021-08-19,21,0.0127,low,residential
B_0035,2021-08-19,11,0.0063,low,mixed
B_0036,2021-08-19,9,0.0079,low,commercial
B_0037,2021-08-19,0,0.0,low,mixed
B_0038,2021-08-19,4,0.0021,low,commercial
B_0039,2021-08-19,0,0.0,low,residential
B_0040,2021-08-19,41,0.038,medium,commercial
B_0041,2021-08-19,13,0.0085,low,residential
B_0042,2021-08-19,9,0.0106,low,mixed
B_0043,2021-08-19,22,0.0119,low,mixed
B_0044,2021-08-19,28,0.0192,low,mixed
B_0045,2021-08-19,37,0.0207,low,residential
B_0046,2021-08-19,0,0.0,low,commercial
B_0047,2021-08-19,10,0.0076,low,mixed
B_0048,2021-08-19,10,0.0063,low,commercial
B_0049,2021-08-19,7,0.009,low,commercial
B_0050,2021-08-19,0,0.0,low,commercial
B_0051,2021-08-19,12,0.0061,low,mixed
B_0052,2021-08-19,14,0.0264,low,commercial
B_0053,2021-08-19,5,0.0027,low,residential
B_0054,2021-08-19,20,0.0191,low,residential
B_0055,2021-08-19,10,0.0188,low,residential
B_0056,2021-08-19,4,0.0027,low,mixed
B_0057,2021-08-19,16,0.0113,low,commercial
B_0058,2021-08-19,16,0.0172,low,commercial
B_0059,2021-08-19,26,0.0215,low,commercial
B_0060,2021-08-19,0,0.0,low,mixed
B_0061,2021-08-19,10,0.0116,low,mixed
B_0062,2021-08-19,0,0.0,low,mixed
B_0063,2021-08-19,7,0.0039,low,residential
B_0064,2021-08-19,0,0.0,low,commercial
B_0065,2021-08-19,21,0.013,low,mixed
B_0066,2021-08-19,11,0.0219,low,mixed
B_0067,2021-08-19,12,0.0192,low,residential
B_0068,2021-08-19,0,0.0,low,commercial
B_0069,2021-08-19,0,0.0,low,commercial
B_0070,2021-08-19,0,0.0,low,commercial
B_0071,2021-08-19,12,0.0061,low,mixed
B_0072,2021-08-19,0,0.0,low,mixed
B_0073,2021-08-19,7,0.0074,low,residential
B_0074,2021-08-19,15,0.0083,low,commercial
B_0075,2021-08-19,46,0.0586,medium,commercial
B_0076,2021-08-19,14,0.0096,low,mixed
B_0077,2021-08-19,26,0.0182,low,mixed
B_0078,2021-08-19,30,0.0428,low,residential
B_0079,2021-08-19,18,0.0195,low,commercial
B_0080,2021-08-19,15,0.0201,low,mixed
B_0081,2021-08-19,11,0.0093,low,commercial
B_0082,2021-08-19,14,0.0072,low,mixed
B_0083,2021-08-19,18,0.0218,low,commercial
B_0084,2021-08-19,11,0.0097,low,commercial
B_0085,2021-08-19,16,0.0118,low,commercial
B_0086,2021-08-19,10,0.0117,low,commercial
B_0087,2021-08-19,2,0.0021,low,commercial
B_0088,2021-08-19,13,0.013,low,residential
B_0089,2021-08-19,22,0.0342,low,commercial
B_0090,2021-08-19,20,0.033,low,commercial
B_0091,2021-08-19,58,0.0296,low,commercial
B_0092,2021-08-19,5,0.0034,low,commercial
B_0093,2021-08-19,7,0.0082,low,mixed
B_0094,2021-08-19,17,0.0088,low,commercial
B_0095,2021-08-19,0,0.0,low,commercial
B_0096,2021-08-19,8,0.0072,low,residential
B_0097,2021-08-19,5,0.0036,low,commercial
B_0098,2021-08-19,29,0.0165,low,commercial
B_0099,2021-08-19,30,0.018,low,mixed
B_0100,2021-08-19,8,0.0058,low,mixed
B_0001,2021-08-20,0,0.0,low,mixed
B_0002,2021-08-20,0,0.0,low,mixed
B_0003,2021-08-20,9,0.0103,low,residential
B_0004,2021-08-20,30,0.0377,low,residential
B_0005,2021-08-20,10,0.0054,low,mixed
B_0006,2021-08-20,19,0.0365,low,residential
B_0007,2021-08-20,0,0.0,low,commercial
B_0008,2021-08-20,3,0.0016,low,residential
B_0009,2021-08-20,7,0.0069,low,residential
B_0010,2021-08-20,7,0.0139,low,commercial
B_0011,2021-08-20,0,0.0,low,residential
B_0012,2021-08-20,24,0.0127,low,commercial
B_0013,2021-08-20,0,0.0,low,commercial
B_0014,2021-08-20,4,0.0029,low,commercial
B_0015,2021-08-20,45,0.0335,low,residential
B_0016,2021-08-20,24,0.0131,low,commercial
B_0017,2021-08-20,2,0.0022,low,residential
B_0018,2021-08-20,22,0.0124,low,mixed
B_0019,2021-08-20,6,0.0042,low,residential
B_0020,2021-08-20,5,0.0032,low,commercial
B_0021,2021-08-20,25,0.0237,low,commercial
B_0022,2021-08-20,29,0.0167,low,residential
B_0023,2021-08-20,13,0.0072,low,mixed
B_0024,2021-08-20,3,0.0016,low,commercial
B_0025,2021-08-20,0,0.0,low,commercial
B_0026,2021-08-20,9,0.0177,low,residential
B_0027,2021-08-20,0,0.0,low,commercial
B_0028,2021-08-20,17,0.0137,low,mixed
B_0029,2021-08-20,38,0.0463,low,residential
B_0030,2021-08-20,5,0.0025,low,residential
B_0031,2021-08-20,13,0.0148,low,residential
B_0032,2021-08-20,23,0.0261,low,commercial
B_0033,2021-08-20,18,0.0112,low,mixed
B_0034,2021-08-20,0,0.0,low,commercial
B_0035,2021-08-20,19,0.0109,low,mixed
B_0036,2021-08-20,9,0.0062,low,commercial
B_0037,2021-08-20,4,0.0028,low,residential
B_0038,2021-08-20,1,0.0009,low,residential
B_0039,2021-08-20,6,0.0072,low,commercial
B_0040,2021-08-20,2,0.0013,low,commercial
B_0041,2021-08-20,15,0.0126,low,mixed
B_0042,2021-08-20,4,0.0028,low,mixed
B_0043,2021-08-20,8,0.0051,low,residential
B_0044,2021-08-20,2,0.0011,low,mixed
B_0045,2021-08-20,18,0.015,low,residential
B_0046,2021-08-20,20,0.0154,low,residential
B_0047,2021-08-20,10,0.0055,low,commercial
B_0048,2021-08-20,1,0.0013,low,commercial
B_0049,2021-08-20,4,0.0029,low,residential
B_0050,2021-08-20,14,0.0094,low,commercial
B_0051,2021-08-20,13,0.0096,low,residential
B_0052,2021-08-20,22,0.0137,low,mixed
B_0053,2021-08-20,18,0.0193,low,residential
B_0054,2021-08-20,26,0.0199,low,residential
B_0055,2021-08-20,1,0.0006,low,residential
B_0056,2021-08-20,7,0.0073,low,commercial
B_0057,2021-08-20,11,0.0181,low,residential
B_0058,2021-08-20,4,0.0022,low,residential
B_0059,2021-08-20,18,0.01,low,residential
B_0060,2021-08-20,10,0.0058,low,mixed
B_0061,2021-08-20,9,0.0135,low,commercial
B_0062,2021-08-20,41,0.0527,low,mixed
B_0063,2021-08-20,14,0.0125,low,residential
B_0064,2021-08-20,23,0.0135,low,commercial
B_0065,2021-08-20,9,0.0137,low,residential
B_0066,2021-08-20,11,0.0071,low,residential
B_0067,2021-08-20,10,0.0094,low,residential
B_0068,2021-08-20,1,0.0006,low,mixed
B_0069,2021-08-20,19,0.0367,low,mixed
B_0070,2021-08-20,5,0.0028,low,mixed
B_0071,2021-08-20,12,0.0072,low,residential
B_0072,2021-08-20,0,0.0,low,residential
B_0073,2021-08-20,17,0.0102,low,residential
B_0074,2021-08-20,20,0.0266,low,commercial
B_0075,2021-08-20,13,0.0097,low,commercial
B_0076,2021-08-20,19,0.0148,low,residential
B_0077,2021-08-20,0,0.0,low,mixed
B_0078,2021-08-20,26,0.0143,low,commercial
B_0079,2021-08-20,14,0.0087,low,residential
B_0080,2021-08-20,13,0.0115,low,residential
B_0081,2021-08-20,9,0.0065,low,residential
B_0082,2021-08-20,0,0.0,low,commercial
B_0083,2021-08-20,2,0.0013,low,commercial
B_0084,2021-08-20,16,0.0088,low,residential
B_0085,2021-08-20,0,0.0,low,commercial
B_0086,2021-08-20,17,0.009,low,mixed
B_0087,2021-08-20,15,0.0081,low,commercial
B_0088,2021-08-20,40,0.0217,low,residential
B_0089,2021-08-20,5,0.004,low,commercial
B_0090,2021-08-20,7,0.0046,low,residential
B_0091,2021-08-20,16,0.0148,low,residential
B_0092,2021-08-20,3,0.0017,low,residential
B_0093,2021-08-20,7,0.0091,low,residential
B_0094,2021-08-20,8,0.0052,low,mixed
B_0095,2021-08-20,13,0.0117,low,mixed
B_0096,2021-08-20,6,0.0116,low,residential
B_0097,2021-08-20,0,0.0,low,mixed
B_0098,2021-08-20,11,0.0059,low,mixed
B_0099,2021-08-20,46,0.0387,low,residential
B_0100,2021-08-20,4,0.0022,low,mixed
B_0001,2021-08-21,0,0.0,low,mixed
B_0002,2021-08-21,14,0.0122,low,commercial
B_0003,2021-08-21,25,0.0391,low,commercial
B_0004,2021-08-21,1,0.001,low,residential
B_0005,2021-08-21,2,0.0018,low,residential
B_0006,2021-08-21,53,0.0277,medium,commercial
B_0007,2021-08-21,0,0.0,low,residential
B_0008,2021-08-21,14,0.0077,low,mixed
B_0009,2021-08-21,2,0.0015,low,residential
B_0010,2021-08-21,6,0.0047,low,commercial
B_0011,2021-08-21,0,0.0,low,commercial
B_0012,2021-08-21,0,0.0,low,mixed
B_0013,2021-08-21,0,0.0,low,commercial
B_0014,2021-08-21,11,0.0056,low,mixed
B_0015,2021-08-21,6,0.0057,low,commercial
B_0016,2021-08-21,13,0.0066,low,commercial
B_0017,2021-08-21,0,0.0,low,residential
B_0018,2021-08-21,0,0.0,low,commercial
B_0019,2021-08-21,0,0.0,low,commercial
B_0020,2021-08-21,3,0.0022,low,mixed
B_0021,2021-08-21,8,0.0083,low,mixed
B_0022,2021-08-21,0,0.0,low,mixed
B_0023,2021-08-21,0,0.0,low,residential
B_0024,2021-08-21,0,0.0,low,mixed
B_0025,2021-08-21,0,0.0,low,commercial
B_0026,2021-08-21,0,0.0,low,residential
B_0027,2021-08-21,0,0.0,low,mixed
B_0028,2021-08-21,19,0.0128,low,residential
B_0029,2021-08-21,4,0.0035,low,mixed
B_0030,2021-08-21,10,0.012,low,commercial
B_0031,2021-08-21,0,0.0,low,commercial
B_0032,2021-08-21,0,0.0,low,commercial
B_0033,2021-08-21,8,0.0075,low,residential
B_0034,2021-08-21,19,0.0136,low,commercial
B_0035,2021-08-21,28,0.0144,low,commercial
B_0036,2021-08-21,0,0.0,low,commercial
B_0037,2021-08-21,4,0.0057,low,mixed
B_0038,2021-08-21,0,0.0,low,mixed
B_0039,2021-08-21,11,0.0194,low,mixed
B_0040,2021-08-21,6,0.0097,low,residential
B_0041,2021-08-21,0,0.0,low,commercial
B_0042,2021-08-21,22,0.0177,low,mixed
B_0043,2021-08-21,49,0.0901,low,residential
B_0044,2021-08-21,12,0.0143,low,residential
B_0045,2021-08-21,21,0.0366,low,commercial
B_0046,2021-08-21,11,0.0181,low,mixed
B_0047,2021-08-21,0,0.0,low,commercial
B_0048,2021-08-21,6,0.004,low,residential
B_0049,2021-08-21,0,0.0,low,residential
B_0050,2021-08-21,3,0.0039,low,commercial
B_0051,2021-08-21,29,0.0385,low,commercial
B_0052,2021-08-21,27,0.0324,low,residential
B_0053,2021-08-21,13,0.0117,low,commercial
B_0054,2021-08-21,0,0.0,low,commercial
B_0055,2021-08-21,4,0.0041,low,residential
B_0056,2021-08-21,8,0.0136,low,commercial
B_0057,2021-08-21,40,0.0208,low,mixed
B_0058,2021-08-21,0,0.0,low,residential
B_0059,2021-08-21,0,0.0,low,commercial
B_0060,2021-08-21,0,0.0,low,residential
B_0061,2021-08-21,48,0.0409,low,commercial
B_0062,2021-08-21,0,0.0,low,commercial
B_0063,2021-08-21,24,0.0359,low,mixed
B_0064,2021-08-21,1,0.0017,low,mixed
B_0065,2021-08-21,1,0.0015,low,commercial
B_0066,2021-08-21,6,0.0042,low,residential
B_0067,2021-08-21,16,0.0115,low,commercial
B_0068,2021-08-21,5,0.0086,low,commercial
B_0069,2021-08-21,9,0.0117,low,commercial
B_0070,2021-08-21,37,0.0557,low,mixed
B_0071,2021-08-21,13,0.0112,low,mixed
B_0072,2021-08-21,10,0.0057,low,mixed
B_0073,2021-08-21,17,0.0157,low,residential
B_0074,2021-08-21,0,0.0,low,residential
B_0075,2021-08-21,13,0.008,low,residential
B_0076,2021-08-21,7,0.0036,low,commercial
B_0077,2021-08-21,17,0.0164,low,mixed
B_0078,2021-08-21,12,0.006,low,residential
B_0079,2021-08-21,0,0.0,low,mixed
B_0080,2021-08-21,0,0.0,low,residential
B_0081,2021-08-21,22,0.0131,low,mixed
B_0082,2021-08-21,21,0.0134,low,mixed
B_0083,2021-08-21,8,0.0087,low,mixed
B_0084,2021-08-21,14,0.0093,low,mixed
B_0085,2021-08-21,7,0.0035,low,residential
B_0086,2021-08-21,2,0.0023,low,residential
B_0087,2021-08-21,11,0.0151,low,mixed
B_0088,2021-08-21,7,0.01,low,residential
B_0089,2021-08-21,9,0.0073,low,residential
B_0090,2021-08-21,0,0.0,low,mixed
B_0091,2021-08-21,20,0.0117,low,residential
B_0092,2021-08-21,14,0.019,low,mixed
B_0093,2021-08-21,0,0.0,low,residential
B_0094,2021-08-21,13,0.0127,low,commercial
B_0095,2021-08-21,0,0.0,low,commercial
B_0096,2021-08-21,10,0.0098,low,commercial
B_0097,2021-08-21,4,0.0046,low,residential
B_0098,2021-08-21,10,0.0104,low,mixed
B_0099,2021-08-21,10,0.0098,low,commercial
B_0100,2021-08-21,0,0.0,low,residential
B_0001,2021-08-22,11,0.0123,low,mixed
B_0002,2021-08-22,0,0.0,low,mixed
B_0003,2021-08-22,10,0.0077,low,commercial
B_0004,2021-08-22,0,0.0,low,residential
B_0005,2021-08-22,22,0.0367,low,commercial
B_0006,2021-08-22,3,0.0034,low,residential
B_0007,2021-08-22,0,0.0,low,commercial
B_0008,2021-08-22,26,0.0137,low,commercial
B_0009,2021-08-22,11,0.0059,low,mixed
B_0010,2021-08-22,4,0.0031,low,mixed
B_0011,2021-08-22,0,0.0,low,mixed
B_0012,2021-08-22,12,0.0061,low,mixed
B_0013,2021-08-22,19,0.017,low,mixed
B_0014,2021-08-22,12,0.02,low,mixed
B_0015,2021-08-22,28,0.0233,low,residential
B_0016,2021-08-22,0,0.0,low,commercial
B_0017,2021-08-22,8,0.0047,low,mixed
B_0018,2021-08-22,0,0.0,low,mixed
B_0019,2021-08-22,0,0.0,low,residential
B_0020,2021-08-22,8,0.0079,low,commercial
B_0021,2021-08-22,12,0.0091,low,residential
B_0022,2021-08-22,0,0.0,low,commercial
B_0023,2021-08-22,2,0.0023,low,mixed
B_0024,2021-08-22,19,0.0135,low,residential
B_0025,2021-08-22,6,0.0084,low,commercial
B_0026,2021-08-22,25,0.0245,low,residential
B_0027,2021-08-22,12,0.0126,low,commercial
B_0028,2021-08-22,2,0.0038,low,residential
B_0029,2021-08-22,1,0.0015,low,mixed
B_0030,2021-08-22,0,0.0,low,residential
B_0031,2021-08-22,0,0.0,low,mixed
B_0032,2021-08-22,13,0.0068,low,mixed
B_0033,2021-08-22,9,0.008,low,commercial
B_0034,2021-08-22,12,0.0209,low,mixed
B_0035,2021-08-22,0,0.0,low,commercial
B_0036,2021-08-22,0,0.0,low,residential
B_0037,2021-08-22,19,0.0151,low,commercial
B_0038,2021-08-22,7,0.0111,low,mixed
B_0039,2021-08-22,6,0.003,low,mixed
B_0040,2021-08-22,18,0.0091,low,commercial
B_0041,2021-08-22,0,0.0,low,commercial
B_0042,2021-08-22,0,0.0,low,mixed
B_0043,2021-08-22,37,0.0188,medium,mixed
B_0044,2021-08-22,0,0.0,low,commercial
B_0045,2021-08-22,15,0.0151,low,mixed
B_0046,2021-08-22,13,0.0083,low,commercial
B_0047,2021-08-22,5,0.005,low,commercial
B_0048,2021-08-22,0,0.0,low,residential
B_0049,2021-08-22,4,0.0021,low,mixed
B_0050,2021-08-22,0,0.0,low,mixed
B_0051,2021-08-22,0,0.0,low,commercial
B_0052,2021-08-22,3,0.0029,low,residential
B_0053,2021-08-22,20,0.014,low,commercial
B_0054,2021-08-22,0,0.0,low,mixed
B_0055,2021-08-22,32,0.0187,medium,commercial
B_0056,2021-08-22,0,0.0,low,mixed
B_0057,2021-08-22,17,0.0101,low,residential
B_0058,2021-08-22,0,0.0,low,mixed
B_0059,2021-08-22,0,0.0,low,residential
B_0060,2021-08-22,0,0.0,low,residential
B_0061,2021-08-22,0,0.0,low,mixed
B_0062,2021-08-22,0,0.0,low,commercial
B_0063,2021-08-22,8,0.0065,low,residential
B_0064,2021-08-22,12,0.0072,low,residential
B_0065,2021-08-22,0,0.0,low,commercial
B_0066,2021-08-22,26,0.0302,low,commercial
B_0067,2021-08-22,19,0.0164,low,commercial
B_0068,2021-08-22,0,0.0,low,commercial
B_0069,2021-08-22,14,0.0132,low,mixed
B_0070,2021-08-22,5,0.0049,low,commercial
B_0071,2021-08-22,0,0.0,low,commercial
B_0072,2021-08-22,0,0.0,low,residential
B_0073,2021-08-22,10,0.0178,low,commercial
B_0074,2021-08-22,8,0.0048,low,mixed
B_0075,2021-08-22,27,0.0501,low,residential
B_0076,2021-08-22,4,0.0028,low,residential
B_0077,2021-08-22,5,0.0064,low,commercial
B_0078,2021-08-22,0,0.0,low,commercial
B_0079,2021-08-22,14,0.007,low,residential
B_0080,2021-08-22,14,0.0155,low,commercial
B_0081,2021-08-22,10,0.0113,low,commercial
B_0082,2021-08-22,13,0.0073,low,residential
B_0083,2021-08-22,0,0.0,low,mixed
B_0084,2021-08-22,17,0.0113,low,mixed
B_0085,2021-08-22,6,0.0031,low,commercial
B_0086,2021-08-22,9,0.0147,low,commercial
B_0087,2021-08-22,16,0.0167,low,residential
B_0088,2021-08-22,0,0.0,low,residential
B_0089,2021-08-22,10,0.0053,low,commercial
B_0090,2021-08-22,1,0.0005,low,residential
B_0091,2021-08-22,0,0.0,low,mixed
B_0092,2021-08-22,0,0.0,low,commercial
B_0093,2021-08-22,0,0.0,low,residential
B_0094,2021-08-22,0,0.0,low,mixed
B_0095,2021-08-22,9,0.0119,low,mixed
B_0096,2021-08-22,39,0.0283,low,commercial
B_0097,2021-08-22,0,0.0,low,mixed
B_0098,2021-08-22,0,0.0,low,residential
B_0099,2021-08-22,24,0.0393,low,commercial
B_0100,2021-08-22,12,0.0098,low,residential
B_0001,2021-08-23,0,0.0,low,mixed
B_0002,2021-08-23,0,0.0,low,commercial
B_0003,2021-08-23,14,0.0073,low,commercial
B_0004,2021-08-23,10,0.0069,low,commercial
B_0005,2021-08-23,5,0.0087,low,mixed
B_0006,2021-08-23,0,0.0,low,residential
B_0007,2021-08-23,0,0.0,low,residential
B_0008,2021-08-23,29,0.0283,low,residential
B_0009,2021-08-23,4,0.0058,low,residential
B_0010,2021-08-23,0,0.0,low,mixed
B_0011,2021-08-23,33,0.0227,low,commercial
B_0012,2021-08-23,28,0.018,low,commercial
B_0013,2021-08-23,28,0.0264,low,mixed
B_0014,2021-08-23,3,0.0032,low,commercial
B_0015,2021-08-23,22,0.0133,low,mixed
B_0016,2021-08-23,0,0.0,low,residential
B_0017,2021-08-23,16,0.0199,low,residential
B_0018,2021-08-23,0,0.0,low,residential
B_0019,2021-08-23,4,0.0037,low,commercial
B_0020,2021-08-23,14,0.0266,low,commercial
B_0021,2021-08-23,1,0.001,low,commercial
B_0022,2021-08-23,58,0.0856,low,commercial
B_0023,2021-08-23,6,0.0057,low,residential
B_0024,2021-08-23,15,0.0199,low,commercial
B_0025,2021-08-23,1,0.0009,low,commercial
B_0026,2021-08-23,3,0.0023,low,residential
B_0027,2021-08-23,10,0.0067,low,commercial
B_0028,2021-08-23,15,0.0263,low,residential
B_0029,2021-08-23,11,0.0081,low,mixed
B_0030,2021-08-23,8,0.0042,low,residential
B_0031,2021-08-23,9,0.005,low,residential
B_0032,2021-08-23,38,0.0228,low,mixed
B_0033,2021-08-23,0,0.0,low,mixed
B_0034,2021-08-23,5,0.004,low,residential
B_0035,2021-08-23,42,0.0478,low,residential
B_0036,2021-08-23,0,0.0,low,residential
B_0037,2021-08-23,32,0.0178,low,residential
B_0038,2021-08-23,10,0.006,low,mixed
B_0039,2021-08-23,0,0.0,low,commercial
B_0040,2021-08-23,0,0.0,low,residential
B_0041,2021-08-23,18,0.0106,low,mixed
B_0042,2021-08-23,3,0.0021,low,commercial
B_0043,2021-08-23,11,0.0082,low,commercial
B_0044,2021-08-23,5,0.0087,low,mixed
B_0045,2021-08-23,0,0.0,low,residential
B_0046,2021-08-23,17,0.0137,low,commercial
B_0047,2021-08-23,7,0.0105,low,mixed
B_0048,2021-08-23,2,0.0011,low,residential
B_0049,2021-08-23,12,0.0218,low,commercial
B_0050,2021-08-23,33,0.0312,low,mixed
B_0051,2021-08-23,3,0.0015,low,mixed
B_0052,2021-08-23,0,0.0,low,mixed
B_0053,2021-08-23,33,0.0538,low,mixed
B_0054,2021-08-23,11,0.0068,low,commercial
B_0055,2021-08-23,11,0.0078,low,residential
B_0056,2021-08-23,20,0.0286,low,mixed
B_0057,2021-08-23,11,0.0176,low,residential
B_0058,2021-08-23,19,0.0119,low,mixed
B_0059,2021-08-23,0,0.0,low,residential
B_0060,2021-08-23,4,0.0024,low,mixed
B_0061,2021-08-23,0,0.0,low,commercial
B_0062,2021-08-23,21,0.0247,low,mixed
B_0063,2021-08-23,32,0.0319,low,mixed
B_0064,2021-08-23,18,0.0133,low,commercial
B_0065,2021-08-23,13,0.0094,low,commercial
B_0066,2021-08-23,35,0.0377,low,residential
B_0067,2021-08-23,19,0.0115,low,residential
B_0068,2021-08-23,5,0.0077,low,commercial
B_0069,2021-08-23,0,0.0,low,mixed
B_0070,2021-08-23,44,0.0516,low,residential
B_0071,2021-08-23,12,0.0163,low,mixed
B_0072,2021-08-23,4,0.0048,low,residential
B_0073,2021-08-23,1,0.001,low,mixed
B_0074,2021-08-23,0,0.0,low,mixed
B_0075,2021-08-23,2,0.0015,low,commercial
B_0076,2021-08-23,15,0.0244,low,mixed
B_0077,2021-08-23,16,0.0122,low,commercial
B_0078,2021-08-23,7,0.0097,low,mixed
B_0079,2021-08-23,8,0.0054,low,mixed
B_0080,2021-08-23,35,0.0399,low,residential
B_0081,2021-08-23,11,0.0061,low,residential
B_0082,2021-08-23,14,0.0083,low,residential
B_0083,2021-08-23,8,0.0057,low,commercial
B_0084,2021-08-23,28,0.0238,low,mixed
B_0085,2021-08-23,16,0.0086,low,commercial
B_0086,2021-08-23,37,0.0282,low,mixed
B_0087,2021-08-23,0,0.0,low,mixed
B_0088,2021-08-23,10,0.0126,low,residential
B_0089,2021-08-23,6,0.004,low,mixed
B_0090,2021-08-23,9,0.0144,low,mixed
B_0091,2021-08-23,3,0.0028,low,commercial
B_0092,2021-08-23,27,0.022,low,residential
B_0093,2021-08-23,39,0.0198,low,commercial
B_0094,2021-08-23,24,0.0199,low,commercial
B_0095,2021-08-23,13,0.009,low,commercial
B_0096,2021-08-23,28,0.0157,low,mixed
B_0097,2021-08-23,6,0.0031,low,residential
B_0098,2021-08-23,7,0.0071,low,mixed
B_0099,2021-08-23,9,0.0156,low,mixed
B_0100,2021-08-23,10,0.0088,low,residential
B_0001,2021-08-24,0,0.0,low,residential
B_0002,2021-08-24,0,0.0,low,commercial
B_0003,2021-08-24,12,0.0063,low,mixed
B_0004,2021-08-24,32,0.0293,low,commercial
B_0005,2021-08-24,39,0.025,low,residential
B_0006,2021-08-24,0,0.0,low,residential
B_0007,2021-08-24,6,0.005,low,mixed
B_0008,2021-08-24,0,0.0,low,residential
B_0009,2021-08-24,7,0.0037,low,residential
B_0010,2021-08-24,32,0.0432,low,mixed
B_0011,2021-08-24,6,0.0063,low,residential
B_0012,2021-08-24,7,0.006,low,residential
B_0013,2021-08-24,20,0.011,low,commercial
B_0014,2021-08-24,0,0.0,low,commercial
B_0015,2021-08-24,36,0.0372,low,mixed
B_0016,2021-08-24,20,0.013,low,commercial
B_0017,2021-08-24,0,0.0,low,mixed
B_0018,2021-08-24,20,0.0144,low,mixed
B_0019,2021-08-24,38,0.0253,low,mixed
B_0020,2021-08-24,11,0.011,low,mixed
B_0021,2021-08-24,12,0.0067,low,commercial
B_0022,2021-08-24,0,0.0,low,residential
B_0023,2021-08-24,11,0.0198,low,residential
B_0024,2021-08-24,13,0.0097,low,commercial
B_0025,2021-08-24,0,0.0,low,residential
B_0026,2021-08-24,20,0.017,low,mixed
B_0027,2021-08-24,15,0.0207,low,mixed
B_0028,2021-08-24,3,0.0033,low,mixed
B_0029,2021-08-24,9,0.0051,low,residential
B_0030,2021-08-24,14,0.0074,low,commercial
B_0031,2021-08-24,0,0.0,low,commercial
B_0032,2021-08-24,16,0.0265,low,mixed
B_0033,2021-08-24,34,0.0478,low,commercial
B_0034,2021-08-24,0,0.0,low,mixed
B_0035,2021-08-24,10,0.0058,low,mixed
B_0036,2021-08-24,0,0.0,low,residential
B_0037,2021-08-24,14,0.0161,low,mixed
B_0038,2021-08-24,11,0.0216,low,mixed
B_0039,2021-08-24,21,0.0133,low,commercial
B_0040,2021-08-24,21,0.0208,low,residential
B_0041,2021-08-24,16,0.0083,low,mixed
B_0042,2021-08-24,0,0.0,low,mixed
B_0043,2021-08-24,1,0.0013,low,residential
B_0044,2021-08-24,3,0.005,low,commercial
B_0045,2021-08-24,20,0.0103,low,commercial
B_0046,2021-08-24,6,0.0048,low,commercial
B_0047,2021-08-24,10,0.0134,low,commercial
B_0048,2021-08-24,13,0.0079,low,commercial
B_0049,2021-08-24,9,0.0083,low,commercial
B_0050,2021-08-24,0,0.0,low,commercial
B_0051,2021-08-24,6,0.0046,low,commercial
B_0052,2021-08-24,29,0.0345,low,residential
B_0053,2021-08-24,0,0.0,low,mixed
B_0054,2021-08-24,33,0.028,low,commercial
B_0055,2021-08-24,23,0.0128,low,residential
B_0056,2021-08-24,3,0.0021,low,commercial
B_0057,2021-08-24,0,0.0,low,mixed
B_0058,2021-08-24,0,0.0,low,residential
B_0059,2021-08-24,32,0.0183,low,residential
B_0060,2021-08-24,15,0.008,low,mixed
