building_id,timestamp,outdoor_temp_c,outdoor_humidity_percent,wind_speed_ms,wind_direction_deg,solar_irradiance_wm2,precipitation_mm,atmospheric_pressure_hpa
B_0075,2022-06-27,19.5,45.2,0.4,294.2,613.7,1.6,970.1
B_0076,2022-06-27,21.0,60.6,1.5,305.0,421.1,1.2,979.1
B_0077,2022-06-27,23.5,83.2,0.4,242.0,679.7,1.2,1035.8
B_0078,2022-06-27,20.4,50.6,1.7,73.9,712.7,0.1,1046.9
B_0079,2022-06-27,29.2,63.2,3.5,100.8,408.6,0.2,1017.9
B_0080,2022-06-27,27.1,59.6,0.9,142.3,889.3,0.1,1005.6
B_0081,2022-06-27,17.4,55.3,3.6,182.1,695.1,0.6,993.8
B_0082,2022-06-27,29.7,35.0,0.9,81.5,326.1,0.7,979.3
B_0083,2022-06-27,29.8,74.4,1.5,215.8,667.5,1.8,1011.9
B_0084,2022-06-27,27.7,53.2,4.0,256.1,376.7,0.2,987.3
B_0085,2022-06-27,26.3,62.0,4.2,358.2,480.9,0.1,1036.3
B_0086,2022-06-27,24.9,63.1,0.2,180.1,723.9,0.7,1010.4
B_0087,2022-06-27,27.8,58.3,0.1,112.0,317.3,2.0,1018.2
B_0088,2022-06-27,29.5,72.7,1.5,117.2,654.1,1.5,994.7
B_0089,2022-06-27,23.7,70.2,7.0,72.5,545.5,0.1,975.5
B_0090,2022-06-27,40.6,71.2,0.4,1.4,594.2,9.4,1017.1
B_0091,2022-06-27,24.9,70.3,1.6,176.3,888.1,0.1,1016.1
B_0092,2022-06-27,28.8,57.4,1.5,187.6,426.1,5.4,1020.6
B_0093,2022-06-27,31.4,43.9,2.4,341.9,695.6,1.3,1008.5
B_0094,2022-06-27,17.3,42.3,8.1,41.8,497.8,4.4,1017.1
B_0095,2022-06-27,25.0,57.9,2.7,35.0,832.1,5.8,1015.5
B_0096,2022-06-27,17.6,73.6,4.4,69.0,620.4,0.9,992.8
B_0097,2022-06-27,30.3,83.9,2.7,5.3,740.8,9.9,1040.1
B_0098,2022-06-27,26.1,56.4,1.4,293.9,557.7,13.1,1046.4
B_0099,2022-06-27,22.6,49.9,3.7,110.8,125.2,2.8,1001.3
B_0100,2022-06-27,34.0,30.0,1.3,161.3,434.9,0.6,993.7
B_0001,2022-06-28,16.4,30.0,1.9,96.0,341.3,0.5,1006.5
B_0002,2022-06-28,31.5,30.0,4.6,218.8,656.7,1.9,987.3
B_0003,2022-06-28,29.6,75.3,0.1,18.3,712.3,5.0,1017.5
B_0004,2022-06-28,27.3,58.9,2.1,69.9,613.3,2.4,989.7
B_0005,2022-06-28,21.4,59.0,1.8,269.1,157.7,0.5,1023.1
B_0006,2022-06-28,19.4,76.4,15.6,63.9,884.3,0.2,1032.4
B_0007,2022-06-28,23.4,73.9,13.5,347.8,674.0,1.1,999.9
B_0008,2022-06-28,22.2,30.0,2.9,314.3,615.9,1.7,1023.8
B_0009,2022-06-28,34.3,72.2,2.0,17.8,500.0,2.3,1015.8
B_0010,2022-06-28,25.5,55.0,0.4,162.1,801.8,0.6,1025.7
B_0011,2022-06-28,31.4,59.2,3.9,111.5,575.8,1.4,999.3
B_0012,2022-06-28,15.6,56.9,2.5,143.3,497.6,0.3,1003.7
B_0013,2022-06-28,23.2,75.9,0.2,319.5,898.8,0.4,1047.2
B_0014,2022-06-28,22.2,47.5,6.1,95.9,919.1,1.3,986.9
B_0015,2022-06-28,25.3,70.4,0.9,185.1,459.3,0.3,1025.6
B_0016,2022-06-28,26.6,50.8,9.1,27.2,778.2,0.8,1011.5
B_0017,2022-06-28,16.2,83.3,10.3,354.0,558.4,0.0,1016.7
B_0018,2022-06-28,20.1,53.2,4.6,55.1,524.8,4.4,1004.0
B_0019,2022-06-28,25.6,68.3,0.7,169.0,664.1,0.5,1034.1
B_0020,2022-06-28,34.1,59.8,10.0,230.1,780.9,5.6,1009.3
B_0021,2022-06-28,22.9,52.1,0.8,134.6,638.5,0.2,1045.9
B_0022,2022-06-28,23.4,67.1,0.8,227.1,818.3,1.1,987.3
B_0023,2022-06-28,20.9,52.1,6.9,147.0,275.1,1.3,1041.8
B_0024,2022-06-28,22.2,51.7,7.1,327.5,298.8,1.8,1003.2
B_0025,2022-06-28,20.0,56.6,4.9,109.0,626.4,1.8,1003.1
B_0026,2022-06-28,24.7,41.2,2.9,251.7,412.2,0.5,1029.3
B_0027,2022-06-28,30.8,52.6,1.6,204.0,613.1,2.8,974.3
B_0028,2022-06-28,31.7,57.4,13.8,319.4,742.4,2.4,1021.1
B_0029,2022-06-28,26.6,62.3,5.4,44.0,343.2,3.6,1010.9
B_0030,2022-06-28,31.3,40.7,11.2,204.9,588.9,0.4,1008.5
B_0031,2022-06-28,33.2,31.7,3.0,32.0,405.5,2.1,995.4
B_0032,2022-06-28,31.5,81.9,1.9,274.8,735.6,0.4,1033.9
B_0033,2022-06-28,27.6,74.3,0.8,353.8,763.6,4.9,1015.3
B_0034,2022-06-28,23.1,58.4,4.1,146.5,490.9,1.0,1017.8
B_0035,2022-06-28,23.6,32.6,2.1,34.6,732.7,0.2,1015.2
B_0036,2022-06-28,31.3,30.0,0.3,162.7,1000.0,1.6,1027.9
B_0037,2022-06-28,27.9,70.3,3.4,20.0,445.3,0.2,994.0
B_0038,2022-06-28,24.1,86.7,1.1,49.7,944.0,0.9,1009.3
B_0039,2022-06-28,22.2,42.4,0.8,99.9,669.7,2.6,1010.4
B_0040,2022-06-28,25.1,64.4,0.9,165.5,712.4,2.4,1017.8
B_0041,2022-06-28,21.8,37.8,1.5,4.5,739.3,0.8,993.4
B_0042,2022-06-28,30.0,49.7,3.3,287.4,959.5,1.9,990.5
B_0043,2022-06-28,32.0,48.8,1.4,181.2,648.1,3.1,1038.6
B_0044,2022-06-28,24.5,52.3,0.6,205.7,1000.0,1.7,1008.4
B_0045,2022-06-28,25.7,33.6,3.2,157.5,575.8,0.4,1011.1
B_0046,2022-06-28,23.2,47.4,4.7,316.9,598.7,4.0,1048.4
B_0047,2022-06-28,25.6,75.5,0.2,48.1,554.8,3.9,991.9
B_0048,2022-06-28,25.3,66.3,2.4,230.1,615.7,1.6,1007.5
B_0049,2022-06-28,21.4,53.5,6.1,103.6,710.3,3.2,1002.6
B_0050,2022-06-28,21.1,62.6,3.7,331.4,590.4,10.6,1001.9
B_0051,2022-06-28,24.9,50.5,3.4,302.8,1000.0,0.5,989.3
B_0052,2022-06-28,23.4,59.6,1.9,252.3,646.8,0.1,973.9
B_0053,2022-06-28,34.4,50.6,0.3,130.4,575.4,4.9,1047.5
B_0054,2022-06-28,29.4,44.2,0.4,232.0,568.2,2.4,972.9
B_0055,2022-06-28,34.7,65.0,1.2,282.9,1000.0,1.7,999.0
B_0056,2022-06-28,23.7,48.6,0.5,136.6,802.3,0.2,1026.1
B_0057,2022-06-28,21.4,45.0,2.4,183.4,409.7,4.5,994.0
B_0058,2022-06-28,30.2,59.7,4.8,296.0,742.6,7.0,998.7
B_0059,2022-06-28,18.9,66.2,0.4,194.1,784.5,1.0,1021.8
B_0060,2022-06-28,29.2,50.7,8.5,260.3,633.5,0.0,998.6
B_0061,2022-06-28,34.1,66.7,0.9,354.2,864.4,2.6,999.1
B_0062,2022-06-28,31.4,41.4,9.7,103.4,452.5,3.7,1028.4
B_0063,2022-06-28,19.8,30.0,5.2,63.9,674.2,3.0,1003.3
B_0064,2022-06-28,24.3,50.0,3.3,304.8,629.5,1.0,1003.6
B_0065,2022-06-28,21.2,54.0,10.8,126.9,766.8,2.3,1012.8
B_0066,2022-06-28,24.8,60.1,0.2,252.8,551.6,2.7,1050.0
B_0067,2022-06-28,30.0,78.4,1.2,284.4,823.8,10.9,1024.5
B_0068,2022-06-28,15.1,67.1,0.7,52.2,361.5,5.0,1033.5
B_0069,2022-06-28,24.9,48.7,0.2,22.3,901.1,1.3,1010.2
B_0070,2022-06-28,24.1,51.2,6.1,250.5,1000.0,0.1,1025.7
B_0071,2022-06-28,28.7,41.4,0.4,108.9,479.2,0.8,1016.6
B_0072,2022-06-28,33.2,59.4,6.3,204.6,916.3,1.8,992.8
B_0073,2022-06-28,21.1,73.7,2.2,201.2,754.6,0.5,1007.4
B_0074,2022-06-28,27.4,57.1,0.2,47.8,536.0,0.5,1017.5
B_0075,2022-06-28,23.3,52.5,3.0,102.9,834.4,2.1,1000.5
B_0076,2022-06-28,20.2,44.5,6.9,64.6,510.7,0.6,982.3
B_0077,2022-06-28,19.5,74.1,3.2,239.4,426.2,0.4,980.4
B_0078,2022-06-28,26.5,59.9,0.5,138.4,390.6,2.3,1035.1
B_0079,2022-06-28,26.0,64.7,2.3,123.0,511.7,1.1,1009.1
B_0080,2022-06-28,25.9,30.0,3.9,274.4,454.9,0.2,1005.4
B_0081,2022-06-28,14.9,74.7,4.3,53.1,593.7,0.1,1015.3
B_0082,2022-06-28,31.6,58.3,0.7,164.2,482.0,4.8,994.9
B_0083,2022-06-28,25.8,51.9,7.0,233.8,517.2,2.6,1016.0
B_0084,2022-06-28,25.2,57.2,11.5,130.1,640.8,7.7,1025.7
B_0085,2022-06-28,30.6,62.8,0.8,342.0,580.9,1.3,1029.6
B_0086,2022-06-28,26.4,76.2,0.0,312.7,607.2,1.2,1014.2
B_0087,2022-06-28,23.9,80.1,5.0,199.5,571.9,0.2,1016.8
B_0088,2022-06-28,32.9,74.6,7.6,151.1,938.5,0.0,1009.0
B_0089,2022-06-28,19.2,62.4,4.0,2.6,939.2,3.2,995.3
B_0090,2022-06-28,17.5,53.7,3.1,246.8,338.5,3.2,971.5
B_0091,2022-06-28,17.5,50.6,1.3,39.2,519.4,0.1,1024.8
B_0092,2022-06-28,26.3,61.7,2.8,285.4,273.3,1.9,1017.4
B_0093,2022-06-28,29.0,50.4,3.4,224.1,660.1,1.0,1008.8
B_0094,2022-06-28,30.2,69.1,2.2,70.8,702.1,3.4,1013.5
B_0095,2022-06-28,25.6,76.8,9.5,92.9,498.8,2.3,1023.2
B_0096,2022-06-28,17.1,62.5,1.4,54.4,350.5,1.2,1000.2
B_0097,2022-06-28,26.7,55.5,0.5,36.9,825.6,2.7,991.9
B_0098,2022-06-28,25.6,73.2,2.1,256.7,513.1,2.5,995.2
B_0099,2022-06-28,25.9,79.2,0.6,236.2,865.5,1.5,1026.0
B_0100,2022-06-28,21.4,64.1,0.1,198.4,738.2,1.0,972.1
B_0001,2022-06-29,18.4,50.2,7.0,89.8,446.5,0.4,1038.0
B_0002,2022-06-29,30.0,56.3,2.7,199.0,613.0,1.6,1014.0
B_0003,2022-06-29,17.3,58.4,1.0,350.0,885.8,1.6,995.2
B_0004,2022-06-29,29.6,90.0,5.8,190.5,588.2,4.5,989.1
B_0005,2022-06-29,18.1,40.3,3.6,63.4,489.4,1.8,966.9
B_0006,2022-06-29,30.4,30.0,3.2,37.7,475.4,2.5,1050.0
B_0007,2022-06-29,31.5,50.7,1.4,142.5,621.3,0.1,1022.7
B_0008,2022-06-29,17.8,54.2,4.1,69.8,928.0,0.5,993.4
B_0009,2022-06-29,22.5,55.8,1.4,140.3,607.2,1.1,1050.0
B_0010,2022-06-29,25.8,63.9,5.0,307.9,755.9,5.7,1004.3
B_0011,2022-06-29,27.8,66.6,0.4,270.7,544.4,1.3,1018.1
B_0012,2022-06-29,18.4,63.6,3.8,273.2,575.6,2.7,1017.5
B_0013,2022-06-29,24.8,51.3,6.8,299.4,710.0,2.7,1031.7
B_0014,2022-06-29,28.6,40.0,6.4,352.1,794.1,3.6,1039.0
B_0015,2022-06-29,27.7,88.4,6.1,210.8,584.0,3.0,988.7
B_0016,2022-06-29,30.8,43.6,3.2,310.9,643.7,2.7,998.4
B_0017,2022-06-29,25.1,74.4,3.9,45.3,688.3,1.3,978.5
B_0018,2022-06-29,26.9,66.1,3.3,39.4,476.1,0.0,1010.0
B_0019,2022-06-29,19.9,46.6,0.4,123.0,420.5,2.4,1035.8
B_0020,2022-06-29,26.4,53.5,9.3,86.2,772.3,1.1,1032.1
B_0021,2022-06-29,32.2,54.5,6.5,277.1,556.8,3.6,1005.1
B_0022,2022-06-29,28.9,54.9,0.7,335.4,700.9,1.2,1014.8
B_0023,2022-06-29,29.9,69.8,0.7,174.9,366.3,3.6,1010.2
B_0024,2022-06-29,18.4,53.2,0.6,284.9,629.9,7.4,1015.9
B_0025,2022-06-29,24.9,71.9,0.7,117.5,409.1,2.5,975.1
B_0026,2022-06-29,30.1,59.9,2.7,312.5,875.6,0.5,985.4
B_0027,2022-06-29,23.8,62.4,7.2,31.0,447.3,0.1,980.2
B_0028,2022-06-29,29.9,61.5,2.7,170.9,266.5,1.7,1032.6
B_0029,2022-06-29,24.4,66.3,0.4,239.9,412.0,0.3,1017.9
B_0030,2022-06-29,27.7,41.2,2.0,194.4,418.5,0.2,1050.0
B_0031,2022-06-29,16.4,49.5,2.2,340.2,526.2,4.9,1000.6
B_0032,2022-06-29,20.2,52.2,7.6,290.1,378.8,0.1,1035.0
B_0033,2022-06-29,20.6,63.1,1.5,326.6,343.6,0.5,1050.0
B_0034,2022-06-29,24.3,51.6,4.0,319.2,1000.0,7.5,1006.4
B_0035,2022-06-29,22.9,42.9,2.5,105.9,560.9,8.1,1035.1
B_0036,2022-06-29,18.0,43.1,0.0,171.5,579.5,3.7,1008.3
B_0037,2022-06-29,23.7,44.6,2.6,8.6,741.3,0.6,1024.3
B_0038,2022-06-29,15.9,66.1,3.8,320.5,856.5,4.3,1008.5
B_0039,2022-06-29,23.8,56.8,0.9,132.4,604.8,1.0,1010.7
B_0040,2022-06-29,21.2,63.2,6.6,138.0,490.2,1.0,989.9
B_0041,2022-06-29,29.3,63.5,5.6,226.0,630.8,1.2,1037.3
B_0042,2022-06-29,26.1,63.1,0.7,226.4,636.8,3.4,996.5
B_0043,2022-06-29,20.1,68.6,0.1,211.5,375.3,12.9,1019.2
B_0044,2022-06-29,29.3,52.9,3.7,239.6,511.5,6.5,1022.7
B_0045,2022-06-29,8.2,80.4,4.6,12.1,723.0,0.0,977.6
B_0046,2022-06-29,31.8,86.2,5.4,359.7,107.3,1.4,1002.2
B_0047,2022-06-29,23.4,69.4,5.1,24.7,865.3,2.3,998.9
B_0048,2022-06-29,22.0,66.4,3.2,329.4,558.3,0.0,1005.8
B_0049,2022-06-29,19.7,46.8,0.3,112.9,172.3,5.0,1005.8
B_0050,2022-06-29,22.7,41.9,1.1,133.4,383.9,5.8,1010.7
B_0051,2022-06-29,26.6,57.2,0.3,185.4,402.6,2.2,984.7
B_0052,2022-06-29,23.8,36.5,1.6,63.3,291.4,0.7,1031.4
B_0053,2022-06-29,26.5,62.5,1.2,187.2,1000.0,0.6,1017.8
B_0054,2022-06-29,25.9,58.8,1.0,351.3,713.2,0.1,1036.3
B_0055,2022-06-29,36.1,41.7,8.8,276.4,718.4,0.5,1029.3
B_0056,2022-06-29,23.3,73.4,2.7,84.2,464.8,1.3,995.2
B_0057,2022-06-29,24.4,56.9,3.5,155.5,455.3,1.2,973.7
B_0058,2022-06-29,24.2,53.7,1.2,243.7,589.8,1.4,1009.5
B_0059,2022-06-29,28.7,79.1,4.7,208.3,641.8,6.5,1020.5
B_0060,2022-06-29,34.0,52.0,7.1,227.3,761.4,0.4,1011.6
B_0061,2022-06-29,28.1,68.1,0.1,155.9,910.1,2.6,1036.7
B_0062,2022-06-29,28.0,60.1,0.1,97.8,30.5,1.0,1021.6
B_0063,2022-06-29,30.0,68.4,3.6,150.4,665.7,2.2,1011.7
B_0064,2022-06-29,35.1,40.4,6.1,282.3,431.8,1.4,1010.1
B_0065,2022-06-29,24.5,71.0,3.4,42.5,808.9,1.2,1029.8
B_0066,2022-06-29,16.9,73.3,0.2,18.9,777.4,0.6,1023.9
B_0067,2022-06-29,17.9,53.3,1.0,242.4,558.3,0.7,1029.5
B_0068,2022-06-29,19.9,68.1,0.7,296.9,587.1,0.6,1031.0
B_0069,2022-06-29,30.0,90.0,0.5,119.2,245.5,18.4,997.0
B_0070,2022-06-29,22.4,59.8,0.4,268.5,417.9,4.0,984.4
B_0071,2022-06-29,20.2,70.7,1.5,159.7,436.0,0.5,1024.6
B_0072,2022-06-29,21.4,70.9,1.0,21.5,896.5,0.4,1030.0
B_0073,2022-06-29,28.4,60.9,7.2,292.1,656.4,1.3,1023.6
B_0074,2022-06-29,18.5,67.6,3.9,31.7,751.7,0.7,1016.9
B_0075,2022-06-29,24.8,81.6,1.7,235.6,563.3,1.8,1027.7
B_0076,2022-06-29,19.8,61.3,1.1,127.4,626.9,1.6,1017.7
B_0077,2022-06-29,23.1,30.0,1.4,171.3,752.3,0.6,1022.2
B_0078,2022-06-29,23.8,82.1,3.7,199.1,463.9,1.3,1031.0
B_0079,2022-06-29,16.5,34.3,0.3,210.6,880.7,0.0,1019.4
B_0080,2022-06-29,22.5,90.0,3.0,59.9,1000.0,4.9,1018.2
B_0081,2022-06-29,22.6,47.3,5.6,162.8,419.8,3.5,1030.9
B_0082,2022-06-29,22.1,45.6,1.1,157.9,573.3,0.4,1029.8
B_0083,2022-06-29,24.7,54.1,3.2,133.0,770.0,2.6,1016.7
B_0084,2022-06-29,30.5,90.0,3.3,79.0,734.1,5.3,1041.5
B_0085,2022-06-29,32.9,56.9,3.3,139.7,703.9,2.4,1018.3
B_0086,2022-06-29,28.3,69.5,1.5,289.7,657.6,1.8,1019.1
B_0087,2022-06-29,18.8,81.0,2.5,265.6,761.8,0.6,960.3
B_0088,2022-06-29,19.6,67.8,2.2,139.6,561.2,0.8,1036.8
B_0089,2022-06-29,19.9,42.6,3.0,120.3,368.8,0.9,978.3
B_0090,2022-06-29,22.2,45.8,4.5,15.7,508.8,0.7,984.8
B_0091,2022-06-29,18.9,62.2,2.4,155.8,842.0,4.7,1024.2
B_0092,2022-06-29,22.2,45.0,1.3,112.1,405.1,0.1,991.9
B_0093,2022-06-29,24.6,72.5,0.5,74.9,559.0,5.3,1010.3
B_0094,2022-06-29,17.8,77.5,4.7,26.9,722.7,1.0,1023.2
B_0095,2022-06-29,20.1,55.3,1.8,5.4,220.9,0.4,1021.9
B_0096,2022-06-29,22.3,82.3,0.2,212.7,514.0,0.3,1031.7
B_0097,2022-06-29,17.6,74.5,1.1,53.9,352.1,1.1,997.9
B_0098,2022-06-29,27.2,76.5,1.7,280.2,688.8,0.4,998.7
B_0099,2022-06-29,26.9,60.1,9.3,242.3,386.7,4.2,1016.8
B_0100,2022-06-29,20.9,63.0,4.3,206.6,636.0,0.0,1008.0
B_0001,2022-06-30,30.4,31.2,0.9,258.1,619.7,5.9,1029.0
B_0002,2022-06-30,30.0,54.6,2.8,107.1,797.9,2.0,1050.0
B_0003,2022-06-30,19.1,70.9,1.6,130.1,910.9,0.6,968.7
B_0004,2022-06-30,20.8,58.8,0.1,296.6,240.6,2.1,1014.4
B_0005,2022-06-30,27.9,50.0,2.2,52.1,897.2,9.7,1023.5
B_0006,2022-06-30,20.7,51.6,2.6,248.1,548.6,1.0,1028.9
B_0007,2022-06-30,21.6,35.2,1.8,105.2,519.9,2.4,1030.8
B_0008,2022-06-30,33.3,68.1,2.9,196.8,698.5,2.1,1032.4
B_0009,2022-06-30,23.9,65.2,0.7,2.6,754.2,5.6,1008.9
B_0010,2022-06-30,17.2,82.7,1.8,62.2,576.7,1.1,1014.6
B_0011,2022-06-30,32.5,63.3,2.0,13.2,627.7,0.4,1022.2
B_0012,2022-06-30,19.5,73.3,0.8,263.8,911.5,0.4,994.4
B_0013,2022-06-30,24.0,60.6,0.1,166.8,467.6,2.3,1050.0
B_0014,2022-06-30,16.5,56.6,0.6,307.8,416.1,2.1,1028.2
B_0015,2022-06-30,21.6,69.6,0.4,238.3,826.7,0.7,1010.7
B_0016,2022-06-30,30.7,49.8,0.2,292.1,620.8,2.7,980.1
B_0017,2022-06-30,31.7,84.5,7.2,345.2,679.1,0.6,985.0
B_0018,2022-06-30,34.6,77.2,0.6,318.3,883.0,0.7,1003.8
B_0019,2022-06-30,21.1,60.8,1.0,98.9,390.4,0.5,1024.4
B_0020,2022-06-30,29.4,63.1,2.5,219.3,901.0,2.5,1001.4
B_0021,2022-06-30,20.8,30.0,4.8,129.8,825.7,0.5,997.2
B_0022,2022-06-30,30.1,30.2,4.9,26.3,738.8,3.0,1008.5
B_0023,2022-06-30,23.6,77.0,3.4,331.4,64.5,0.4,1024.7
B_0024,2022-06-30,29.8,56.9,3.0,60.5,646.9,1.2,992.0
B_0025,2022-06-30,31.9,81.3,6.3,52.8,820.8,0.5,1021.3
B_0026,2022-06-30,23.1,45.0,2.3,126.5,626.3,0.6,1014.3
B_0027,2022-06-30,15.3,54.1,0.2,287.9,799.2,0.7,985.3
B_0028,2022-06-30,20.3,79.8,8.2,191.0,559.8,0.4,1015.8
B_0029,2022-06-30,16.6,42.8,1.0,244.8,622.6,1.5,1008.3
B_0030,2022-06-30,29.7,58.2,1.9,116.7,543.1,2.6,994.4
B_0031,2022-06-30,23.6,77.2,0.6,212.4,698.4,1.4,977.5
B_0032,2022-06-30,18.2,65.0,0.0,9.4,770.7,0.9,1026.4
B_0033,2022-06-30,22.3,65.6,2.4,94.3,627.6,0.9,1050.0
B_0034,2022-06-30,23.9,79.2,0.5,260.8,459.5,1.1,1021.3
B_0035,2022-06-30,21.1,66.3,7.7,135.3,888.0,7.0,1029.6
B_0036,2022-06-30,26.6,57.9,4.7,135.0,383.6,9.7,983.9
B_0037,2022-06-30,26.8,56.9,1.5,235.4,633.5,0.2,1045.0
B_0038,2022-06-30,17.7,51.5,2.5,138.1,591.8,0.4,1008.5
B_0039,2022-06-30,20.5,69.6,2.1,32.4,290.7,2.6,998.2
B_0040,2022-06-30,30.3,50.7,9.3,41.2,748.8,3.7,985.4
B_0041,2022-06-30,24.9,54.3,2.9,322.8,642.8,0.8,992.4
B_0042,2022-06-30,24.1,73.6,3.2,155.9,515.2,3.9,1031.6
B_0043,2022-06-30,23.5,61.9,4.2,293.9,995.5,2.1,1023.5
B_0044,2022-06-30,27.2,43.5,5.6,331.5,878.0,3.4,1010.5
B_0045,2022-06-30,20.5,53.5,0.2,119.8,353.7,0.0,1010.1
B_0046,2022-06-30,20.8,71.4,2.5,175.8,496.9,2.5,1017.5
B_0047,2022-06-30,22.3,65.1,2.3,180.9,577.4,1.4,1011.0
B_0048,2022-06-30,25.9,77.8,0.0,164.6,754.6,0.2,1013.6
B_0049,2022-06-30,22.2,62.1,3.2,100.5,680.5,6.0,1050.0
B_0050,2022-06-30,23.4,51.6,0.9,53.3,438.7,3.9,1035.7
B_0051,2022-06-30,15.7,52.4,0.0,181.4,748.8,0.9,990.6
B_0052,2022-06-30,25.1,46.2,2.2,68.6,827.9,1.4,1024.0
B_0053,2022-06-30,32.0,89.1,3.9,271.9,639.4,0.2,995.2
B_0054,2022-06-30,34.7,49.2,4.4,259.5,725.5,2.2,1024.2
B_0055,2022-06-30,27.1,65.5,3.8,239.5,678.3,1.3,1013.0
B_0056,2022-06-30,21.7,43.2,5.2,228.6,910.7,5.0,991.3
B_0057,2022-06-30,27.3,75.0,1.5,100.6,705.4,3.7,995.5
B_0058,2022-06-30,23.7,40.3,4.2,246.8,699.0,3.9,1002.2
B_0059,2022-06-30,21.0,76.2,1.2,342.4,823.3,0.2,1030.1
B_0060,2022-06-30,31.3,58.0,1.2,297.1,919.8,0.4,1021.2
B_0061,2022-06-30,24.1,50.8,0.0,153.9,831.4,1.7,1007.3
B_0062,2022-06-30,25.1,33.9,1.0,237.8,384.6,0.6,1006.8
B_0063,2022-06-30,26.0,74.8,9.8,69.5,331.8,0.6,996.0
B_0064,2022-06-30,17.8,50.2,7.3,111.9,445.7,5.8,1027.1
B_0065,2022-06-30,27.4,55.6,0.7,58.7,448.6,0.9,1024.4
B_0066,2022-06-30,23.4,45.2,0.5,241.7,512.0,3.5,1035.8
B_0067,2022-06-30,32.5,37.0,0.4,229.8,942.5,1.1,1026.8
B_0068,2022-06-30,29.7,57.0,3.2,122.5,433.0,0.3,1032.4
B_0069,2022-06-30,21.7,54.3,0.5,338.7,486.5,1.4,1012.9
B_0070,2022-06-30,17.5,66.3,3.7,214.8,350.6,0.6,1014.8
B_0071,2022-06-30,24.5,33.9,2.7,256.2,443.6,4.5,1008.9
B_0072,2022-06-30,23.7,44.8,2.8,9.3,663.6,0.2,1021.4
B_0073,2022-06-30,22.0,52.9,5.7,114.9,709.0,1.7,978.2
B_0074,2022-06-30,26.0,76.7,0.4,59.3,300.7,1.2,1007.9
B_0075,2022-06-30,27.7,69.8,5.5,231.8,474.7,0.6,1042.0
B_0076,2022-06-30,23.0,67.9,3.9,350.5,346.6,1.0,1048.2
B_0077,2022-06-30,24.0,76.0,4.5,103.2,727.4,7.2,1037.2
B_0078,2022-06-30,19.1,62.7,1.9,38.0,722.6,3.0,1033.1
B_0079,2022-06-30,20.7,66.8,8.7,103.9,551.0,0.9,1008.3
B_0080,2022-06-30,14.6,37.1,2.0,50.5,756.9,0.5,1030.6
B_0081,2022-06-30,19.1,76.5,3.2,32.9,500.7,4.2,1012.6
B_0082,2022-06-30,35.2,60.2,7.5,294.0,856.5,0.4,1045.9
B_0083,2022-06-30,31.4,81.1,0.6,7.0,366.6,5.8,1010.4
B_0084,2022-06-30,29.2,66.6,4.5,204.3,364.4,1.6,982.9
B_0085,2022-06-30,20.6,90.0,9.1,306.0,182.8,3.4,992.9
B_0086,2022-06-30,31.7,68.4,6.4,115.9,1000.0,0.7,1037.7
B_0087,2022-06-30,25.1,69.3,3.5,13.3,477.5,0.1,974.6
B_0088,2022-06-30,28.3,30.0,0.2,247.4,519.3,0.8,1030.4
B_0089,2022-06-30,24.3,39.7,1.7,118.1,571.2,0.8,1050.0
B_0090,2022-06-30,25.5,79.8,4.7,311.4,514.3,0.9,1015.0
B_0091,2022-06-30,19.4,39.8,0.7,22.6,249.3,2.5,982.2
B_0092,2022-06-30,18.0,73.1,4.3,154.6,821.7,1.2,1050.0
B_0093,2022-06-30,18.2,79.1,1.3,123.6,419.1,0.0,1020.9
B_0094,2022-06-30,25.7,82.4,2.4,222.5,445.8,1.4,1041.6
B_0095,2022-06-30,23.8,32.9,0.5,199.3,581.6,5.1,1008.6
B_0096,2022-06-30,29.5,44.9,1.3,304.4,832.9,0.1,1014.6
B_0097,2022-06-30,25.2,49.2,4.2,249.0,577.1,4.0,1046.6
B_0098,2022-06-30,23.2,79.5,5.9,177.4,560.0,1.0,1029.6
B_0099,2022-06-30,23.1,45.9,2.1,111.4,422.5,4.9,1044.6
B_0100,2022-06-30,28.1,65.8,3.4,355.6,532.4,2.0,1037.1
B_0001,2022-07-01,32.0,67.3,4.2,54.7,794.0,3.3,1019.8
B_0002,2022-07-01,33.5,86.9,4.4,324.3,748.7,1.0,1025.1
B_0003,2022-07-01,25.3,35.6,1.4,274.5,897.2,0.3,1031.8
B_0004,2022-07-01,26.5,68.4,0.1,68.9,892.2,0.1,998.9
B_0005,2022-07-01,18.1,90.0,4.7,168.0,419.2,0.7,1032.4
B_0006,2022-07-01,27.4,70.6,0.1,296.9,583.3,4.7,1006.5
B_0007,2022-07-01,12.8,66.0,4.5,217.9,636.1,1.7,1007.9
B_0008,2022-07-01,33.6,72.8,1.4,36.3,493.8,0.3,1012.8
B_0009,2022-07-01,25.1,69.8,0.2,118.7,605.0,4.5,1028.5
B_0010,2022-07-01,21.0,90.0,0.8,222.4,850.2,0.8,1031.0
B_0011,2022-07-01,20.2,69.2,1.1,146.4,732.1,3.6,1006.8
B_0012,2022-07-01,29.1,30.0,0.0,272.5,517.5,0.8,1007.2
B_0013,2022-07-01,24.9,76.1,2.5,165.1,603.1,0.0,1008.0
B_0014,2022-07-01,24.3,64.3,1.6,53.8,401.6,1.5,1036.6
B_0015,2022-07-01,32.8,45.5,5.6,334.3,700.8,0.2,982.5
