building_id,timestamp,building_type,total_floor_area_m2,num_floors,building_age_years,epc_rating,envelope_avg_u_value,window_wall_ratio,outdoor_temperature,outdoor_humidity,solar_radiation,indoor_temperature,indoor_humidity,co2_level,occupancy_ratio,total_energy_consumption_kwh,day_of_week,month,day_of_year
BLD_018,2023-10-07 12:00:00,residential,4974.06,2,13,A,0.346,0.249,17.99,59.57,841.26,20.82,40.95,463.48,0.98,22.89,5,10,280
BLD_018,2023-10-08 12:00:00,residential,4974.06,2,13,A,0.346,0.249,19.39,62.75,718.24,20.32,47.84,486.87,0.91,18.623,6,10,281
BLD_018,2023-10-09 12:00:00,residential,4974.06,2,13,A,0.346,0.249,17.07,66.49,662.46,20.71,51.02,397.87,0.22,24.804,0,10,282
BLD_018,2023-10-10 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.34,71.26,849.77,21.3,45.46,438.05,0.172,32.163,1,10,283
BLD_018,2023-10-11 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.17,74.41,869.58,20.59,40.89,414.88,0.265,32.858,2,10,284
BLD_018,2023-10-12 12:00:00,residential,4974.06,2,13,A,0.346,0.249,18.16,67.93,767.41,20.19,42.9,436.45,0.187,22.632,3,10,285
BLD_018,2023-10-13 12:00:00,residential,4974.06,2,13,A,0.346,0.249,17.15,70.31,803.11,20.43,46.31,457.33,0.24,26.599,4,10,286
BLD_018,2023-10-14 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.9,70.76,764.45,20.14,46.53,483.21,0.952,38.981,5,10,287
BLD_018,2023-10-15 12:00:00,residential,4974.06,2,13,A,0.346,0.249,19.19,61.59,724.9,20.51,50.6,432.18,0.957,20.371,6,10,288
BLD_018,2023-10-16 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.1,73.75,651.98,20.45,56.37,404.84,0.228,39.459,0,10,289
BLD_018,2023-10-17 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.57,69.82,906.71,19.9,37.06,452.17,0.298,37.732,1,10,290
BLD_018,2023-10-18 12:00:00,residential,4974.06,2,13,A,0.346,0.249,17.27,60.99,795.58,21.26,47.58,419.67,0.284,26.326,2,10,291
BLD_018,2023-10-19 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.14,72.34,795.04,20.57,38.01,394.32,0.259,31.649,3,10,292
BLD_018,2023-10-20 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.89,63.7,703.76,19.92,39.71,399.37,0.168,36.428,4,10,293
BLD_018,2023-10-21 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.88,71.59,783.8,19.38,49.67,444.07,0.81,42.967,5,10,294
BLD_018,2023-10-22 12:00:00,residential,4974.06,2,13,A,0.346,0.249,18.45,75.61,937.09,20.94,50.71,428.03,0.781,20.085,6,10,295
BLD_018,2023-10-23 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.7,81.59,863.35,20.57,47.32,421.34,0.238,28.731,0,10,296
BLD_018,2023-10-24 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.18,70.02,958.18,19.88,42.07,401.01,0.111,44.411,1,10,297
BLD_018,2023-10-25 12:00:00,residential,4974.06,2,13,A,0.346,0.249,17.44,60.04,884.41,20.68,49.22,402.4,0.198,23.585,2,10,298
BLD_018,2023-10-26 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.64,74.68,652.2,20.29,53.22,410.16,0.209,36.927,3,10,299
BLD_018,2023-10-27 12:00:00,residential,4974.06,2,13,A,0.346,0.249,16.01,69.42,775.74,20.31,44.56,446.62,0.112,29.938,4,10,300
BLD_018,2023-10-28 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.67,77.87,765.6,20.07,40.45,473.53,0.976,46.67,5,10,301
BLD_018,2023-10-29 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.7,67.84,856.18,21.3,44.05,379.91,0.887,34.897,6,10,302
BLD_018,2023-10-30 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.45,81.24,830.22,20.35,42.3,393.59,0.208,50.171,0,10,303
BLD_018,2023-10-31 12:00:00,residential,4974.06,2,13,A,0.346,0.249,15.29,77.86,642.52,19.29,44.27,423.16,0.117,34.151,1,10,304
BLD_018,2023-11-01 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.58,59.68,751.16,20.27,40.4,418.46,0.286,39.176,2,11,305
BLD_018,2023-11-02 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.5,73.97,853.89,19.86,38.06,416.14,0.29,49.413,3,11,306
BLD_018,2023-11-03 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.77,69.32,906.16,19.4,48.69,435.18,0.17,38.741,4,11,307
BLD_018,2023-11-04 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.08,61.84,700.83,19.62,39.05,455.33,0.824,41.803,5,11,308
BLD_018,2023-11-05 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.3,71.95,784.96,20.43,51.53,423.98,0.788,55.086,6,11,309
BLD_018,2023-11-06 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.85,71.75,943.03,20.2,49.98,367.2,0.247,41.565,0,11,310
BLD_018,2023-11-07 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.35,76.23,850.23,19.63,45.38,394.86,0.22,51.44,1,11,311
BLD_018,2023-11-08 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.68,74.36,830.38,19.89,53.02,443.18,0.176,43.477,2,11,312
BLD_018,2023-11-09 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.01,75.6,944.64,20.46,43.41,349.68,0.174,41.368,3,11,313
BLD_018,2023-11-10 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.56,72.11,730.02,19.99,48.91,370.71,0.134,52.138,4,11,314
BLD_018,2023-11-11 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.85,80.1,860.66,19.27,48.04,390.22,0.76,53.941,5,11,315
BLD_018,2023-11-12 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.47,92.62,693.54,19.6,43.29,440.26,0.782,64.039,6,11,316
BLD_018,2023-11-13 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.69,80.56,821.94,20.78,45.08,365.67,0.147,53.905,0,11,317
BLD_018,2023-11-14 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.92,76.12,652.61,20.13,49.43,401.19,0.299,43.659,1,11,318
BLD_018,2023-11-15 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.3,76.16,754.21,19.38,45.83,432.19,0.297,41.324,2,11,319
BLD_018,2023-11-16 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.74,82.79,899.46,19.93,51.21,395.52,0.151,50.191,3,11,320
BLD_018,2023-11-17 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.21,74.75,642.33,19.3,40.63,398.72,0.114,56.845,4,11,321
BLD_018,2023-11-18 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.41,69.0,946.82,20.53,49.77,434.59,0.958,40.476,5,11,322
BLD_018,2023-11-19 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.69,75.81,784.5,19.36,42.49,420.71,0.722,48.444,6,11,323
BLD_018,2023-11-20 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.02,64.72,872.23,19.85,46.93,424.64,0.146,56.563,0,11,324
BLD_018,2023-11-21 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.96,71.77,952.69,20.4,48.14,395.64,0.209,34.776,1,11,325
BLD_018,2023-11-22 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.45,70.41,738.41,20.12,45.95,419.9,0.266,40.904,2,11,326
BLD_018,2023-11-23 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.59,78.67,682.05,19.99,46.19,421.34,0.257,64.194,3,11,327
BLD_018,2023-11-24 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.67,80.98,815.57,19.88,47.51,398.02,0.23,58.177,4,11,328
BLD_018,2023-11-25 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.46,77.15,936.92,19.79,35.48,440.74,0.737,56.294,5,11,329
BLD_018,2023-11-26 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.3,68.72,727.7,19.75,46.18,406.85,0.948,50.819,6,11,330
BLD_018,2023-11-27 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.25,74.96,861.26,19.37,47.91,394.01,0.25,53.641,0,11,331
BLD_018,2023-11-28 12:00:00,residential,4974.06,2,13,A,0.346,0.249,12.28,79.27,921.18,20.0,45.63,390.25,0.239,42.079,1,11,332
BLD_018,2023-11-29 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.83,75.29,823.04,19.59,54.08,412.9,0.264,57.855,2,11,333
BLD_018,2023-11-30 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.66,76.66,869.64,20.34,38.23,428.15,0.26,55.262,3,11,334
BLD_018,2023-12-01 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.2,79.54,787.21,19.13,49.85,413.4,0.284,60.869,4,12,335
BLD_018,2023-12-02 12:00:00,residential,4974.06,2,13,A,0.346,0.249,7.57,84.49,845.01,19.09,46.65,413.0,0.857,73.668,5,12,336
BLD_018,2023-12-03 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.96,77.05,800.02,19.75,41.43,437.56,0.922,60.866,6,12,337
BLD_018,2023-12-04 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.51,75.25,681.5,20.82,49.53,420.52,0.263,56.425,0,12,338
BLD_018,2023-12-05 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.27,82.42,819.57,20.07,43.01,415.31,0.209,52.239,1,12,339
BLD_018,2023-12-06 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.68,78.36,726.88,19.72,45.67,442.31,0.27,40.331,2,12,340
BLD_018,2023-12-07 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.73,71.75,689.79,20.85,38.16,430.84,0.141,46.652,3,12,341
BLD_018,2023-12-08 12:00:00,residential,4974.06,2,13,A,0.346,0.249,6.58,85.59,748.94,19.55,41.24,420.29,0.119,67.249,4,12,342
BLD_018,2023-12-09 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.47,74.72,823.54,19.8,44.23,469.07,0.943,42.514,5,12,343
BLD_018,2023-12-10 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.31,80.96,716.87,19.85,47.83,433.97,0.766,52.217,6,12,344
BLD_018,2023-12-11 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.61,76.61,909.72,18.8,45.84,376.11,0.143,57.67,0,12,345
BLD_018,2023-12-12 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.88,69.46,796.86,20.16,45.39,414.9,0.254,53.408,1,12,346
BLD_018,2023-12-13 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.4,72.97,852.01,20.24,51.45,410.96,0.165,42.896,2,12,347
BLD_018,2023-12-14 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.03,72.79,891.32,20.04,44.3,388.66,0.217,59.323,3,12,348
BLD_018,2023-12-15 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.18,79.66,864.11,19.84,49.39,398.32,0.145,54.016,4,12,349
BLD_018,2023-12-16 12:00:00,residential,4974.06,2,13,A,0.346,0.249,6.74,87.67,898.54,20.2,41.61,442.6,0.78,66.421,5,12,350
BLD_018,2023-12-17 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.13,66.02,810.43,20.37,48.96,411.51,0.716,52.751,6,12,351
BLD_018,2023-12-18 12:00:00,residential,4974.06,2,13,A,0.346,0.249,7.44,77.74,642.01,19.79,45.94,415.69,0.183,61.697,0,12,352
BLD_018,2023-12-19 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.16,73.8,683.91,20.18,39.95,395.01,0.135,53.62,1,12,353
BLD_018,2023-12-20 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.19,81.83,697.52,19.64,49.08,406.03,0.16,61.985,2,12,354
BLD_018,2023-12-21 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.14,78.58,645.65,20.2,46.96,354.01,0.273,51.357,3,12,355
BLD_018,2023-12-22 12:00:00,residential,4974.06,2,13,A,0.346,0.249,11.98,78.71,659.64,20.5,37.32,441.97,0.231,44.957,4,12,356
BLD_018,2023-12-23 12:00:00,residential,4974.06,2,13,A,0.346,0.249,7.97,71.49,722.61,19.65,48.29,439.94,0.958,70.327,5,12,357
BLD_018,2023-12-24 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.25,82.52,643.41,19.78,50.18,447.03,0.864,58.461,6,12,358
BLD_018,2023-12-25 12:00:00,residential,4974.06,2,13,A,0.346,0.249,13.14,79.08,698.84,20.76,49.06,385.43,0.159,42.067,0,12,359
BLD_018,2023-12-26 12:00:00,residential,4974.06,2,13,A,0.346,0.249,7.45,85.8,762.6,19.76,45.5,414.04,0.17,65.928,1,12,360
BLD_018,2023-12-27 12:00:00,residential,4974.06,2,13,A,0.346,0.249,10.12,64.49,796.14,19.71,47.71,400.02,0.218,55.715,2,12,361
BLD_018,2023-12-28 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.92,79.49,712.4,19.52,45.41,409.93,0.134,54.255,3,12,362
BLD_018,2023-12-29 12:00:00,residential,4974.06,2,13,A,0.346,0.249,8.31,73.62,741.16,20.5,48.36,432.6,0.164,62.09,4,12,363
BLD_018,2023-12-30 12:00:00,residential,4974.06,2,13,A,0.346,0.249,9.1,81.31,762.17,19.16,39.89,403.86,0.908,65.9,5,12,364
BLD_018,2023-12-31 12:00:00,residential,4974.06,2,13,A,0.346,0.249,14.27,69.56,757.49,20.88,46.57,454.46,0.849,38.482,6,12,365
BLD_019,2023-01-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.55,72.6,648.19,17.51,53.07,406.16,0.006,156.672,6,1,1
BLD_019,2023-01-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.16,76.27,876.52,17.64,46.69,427.46,0.654,189.678,0,1,2
BLD_019,2023-01-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.42,77.51,905.48,18.41,44.1,414.02,0.655,188.246,1,1,3
BLD_019,2023-01-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.11,75.05,952.89,18.69,45.1,419.75,0.849,192.48,2,1,4
BLD_019,2023-01-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.07,68.9,870.3,18.31,46.77,437.49,0.668,177.338,3,1,5
BLD_019,2023-01-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,7.28,81.8,798.04,17.42,41.66,416.95,0.687,237.98,4,1,6
BLD_019,2023-01-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.11,74.46,662.04,16.8,39.05,422.65,0.0,185.839,5,1,7
BLD_019,2023-01-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.38,72.15,799.77,17.4,52.17,430.69,0.031,171.244,6,1,8
BLD_019,2023-01-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,14.29,74.53,647.3,18.28,42.56,432.81,0.685,142.166,0,1,9
BLD_019,2023-01-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.58,89.79,858.98,17.74,39.32,409.83,0.937,188.568,1,1,10
BLD_019,2023-01-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,8.9,72.42,791.06,17.48,40.34,425.76,0.772,209.986,2,1,11
BLD_019,2023-01-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.65,73.65,649.49,17.82,44.65,431.73,0.766,186.043,3,1,12
BLD_019,2023-01-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.8,82.8,719.66,17.32,44.73,408.81,0.658,197.674,4,1,13
BLD_019,2023-01-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.86,72.8,884.41,18.44,45.76,410.96,0.077,178.165,5,1,14
BLD_019,2023-01-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.99,72.6,831.49,18.37,39.31,419.7,0.078,185.746,6,1,15
BLD_019,2023-01-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.4,74.1,918.2,17.67,46.48,446.14,0.819,171.566,0,1,16
BLD_019,2023-01-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,9.71,83.71,772.55,18.22,49.11,457.87,0.651,201.077,1,1,17
BLD_019,2023-01-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.35,71.38,830.83,19.64,53.56,409.14,0.83,180.687,2,1,18
BLD_019,2023-01-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,8.68,83.63,708.6,17.34,44.57,457.89,0.947,220.461,3,1,19
BLD_019,2023-01-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,6.41,78.43,769.32,16.92,41.75,439.87,0.938,223.836,4,1,20
BLD_019,2023-01-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.59,85.14,715.02,18.45,47.94,390.43,0.072,180.712,5,1,21
BLD_019,2023-01-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.46,68.5,641.92,19.43,51.97,430.18,0.03,124.007,6,1,22
BLD_019,2023-01-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.59,76.64,709.14,17.8,48.97,481.48,0.872,199.763,0,1,23
BLD_019,2023-01-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.93,77.26,855.89,18.79,41.91,417.63,0.992,183.029,1,1,24
BLD_019,2023-01-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,9.51,67.16,746.92,17.58,46.05,409.63,0.672,223.706,2,1,25
BLD_019,2023-01-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.6,69.68,818.5,16.73,45.01,439.68,0.726,200.108,3,1,26
BLD_019,2023-01-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,9.41,81.75,687.29,17.49,39.54,438.0,0.881,184.383,4,1,27
BLD_019,2023-01-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.74,65.81,742.16,18.1,46.47,387.78,0.024,134.911,5,1,28
BLD_019,2023-01-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.07,77.79,786.61,18.08,37.3,394.11,0.013,175.37,6,1,29
BLD_019,2023-01-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,7.52,78.44,792.03,16.39,41.31,430.27,0.852,225.724,0,1,30
BLD_019,2023-01-31 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.98,77.51,881.98,18.11,42.88,439.26,0.88,195.156,1,1,31
BLD_019,2023-02-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.64,75.95,848.44,19.08,54.9,445.68,0.863,175.922,2,2,32
BLD_019,2023-02-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.67,80.31,699.09,18.44,49.8,431.98,0.687,182.677,3,2,33
BLD_019,2023-02-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.91,66.94,944.65,19.0,43.6,423.61,0.767,175.117,4,2,34
BLD_019,2023-02-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,14.09,75.69,728.05,18.18,41.03,401.93,0.084,142.034,5,2,35
BLD_019,2023-02-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,6.64,81.26,651.11,16.76,34.14,433.92,0.008,220.407,6,2,36
BLD_019,2023-02-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,10.11,82.41,906.93,17.58,38.7,469.97,0.745,206.724,0,2,37
BLD_019,2023-02-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.98,72.31,762.25,18.9,37.05,429.63,0.602,124.386,1,2,38
BLD_019,2023-02-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.12,80.93,819.25,18.75,46.16,446.81,0.651,176.38,2,2,39
BLD_019,2023-02-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.33,63.41,940.71,19.26,45.94,426.6,0.752,137.135,3,2,40
BLD_019,2023-02-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.32,73.61,866.56,18.52,42.45,416.26,0.722,174.206,4,2,41
BLD_019,2023-02-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.08,66.93,787.36,19.08,49.21,405.1,0.073,136.085,5,2,42
BLD_019,2023-02-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.28,75.58,680.54,17.68,42.51,415.04,0.098,184.087,6,2,43
BLD_019,2023-02-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.25,77.01,796.9,17.78,37.24,417.71,0.918,188.063,0,2,44
BLD_019,2023-02-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,14.65,71.24,846.34,19.54,37.93,464.6,0.881,157.185,1,2,45
BLD_019,2023-02-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,14.79,65.55,691.47,20.0,38.24,438.23,0.896,140.803,2,2,46
BLD_019,2023-02-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,17.45,72.99,943.82,20.19,38.1,412.8,0.696,112.439,3,2,47
BLD_019,2023-02-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.01,64.88,678.13,20.44,40.76,434.17,0.997,127.115,4,2,48
BLD_019,2023-02-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,11.04,74.87,695.28,17.79,45.07,362.69,0.097,192.641,5,2,49
BLD_019,2023-02-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.44,70.29,680.34,18.63,34.04,405.68,0.043,144.439,6,2,50
BLD_019,2023-02-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.88,75.43,795.87,18.99,52.69,402.41,0.79,165.054,0,2,51
BLD_019,2023-02-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.94,66.43,800.3,19.23,52.11,429.3,0.973,106.888,1,2,52
BLD_019,2023-02-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.38,78.39,866.23,18.03,46.5,420.94,0.79,168.754,2,2,53
BLD_019,2023-02-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,16.17,66.11,946.83,19.32,49.49,418.58,0.975,135.751,3,2,54
BLD_019,2023-02-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,12.31,74.03,778.7,18.12,49.42,441.86,0.642,170.975,4,2,55
BLD_019,2023-02-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.95,71.41,735.73,19.88,45.82,406.91,0.048,124.447,5,2,56
BLD_019,2023-02-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.05,67.07,959.02,20.06,44.8,396.33,0.009,98.705,6,2,57
BLD_019,2023-02-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,16.64,58.94,942.56,19.21,56.74,429.68,0.826,125.432,0,2,58
BLD_019,2023-02-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.14,70.58,897.98,20.41,47.5,453.28,0.97,112.887,1,2,59
BLD_019,2023-03-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.2,60.67,652.64,20.74,48.92,431.7,0.834,97.431,2,3,60
BLD_019,2023-03-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,14.93,76.95,759.25,19.47,44.69,450.77,0.657,152.573,3,3,61
BLD_019,2023-03-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.76,71.23,803.2,19.46,47.16,418.77,0.669,159.799,4,3,62
BLD_019,2023-03-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,16.96,58.11,881.11,19.1,49.45,413.86,0.068,108.807,5,3,63
BLD_019,2023-03-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,17.66,69.34,681.07,20.41,44.19,405.18,0.066,101.568,6,3,64
BLD_019,2023-03-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,13.38,71.39,746.56,18.16,47.62,439.91,0.708,156.848,0,3,65
BLD_019,2023-03-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,16.12,75.47,690.86,20.09,40.97,448.82,0.984,135.645,1,3,66
BLD_019,2023-03-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,17.85,57.69,648.95,18.78,42.72,449.02,0.836,125.894,2,3,67
BLD_019,2023-03-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,15.93,69.25,757.52,19.81,48.2,447.04,0.988,133.964,3,3,68
BLD_019,2023-03-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,16.24,68.37,645.72,19.74,48.45,396.95,0.987,124.378,4,3,69
BLD_019,2023-03-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.45,68.21,689.9,20.15,56.94,434.15,0.097,98.261,5,3,70
BLD_019,2023-03-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.62,58.58,864.09,22.18,44.45,384.98,0.002,78.242,6,3,71
BLD_019,2023-03-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.47,67.57,797.17,20.06,45.94,442.38,0.937,115.493,0,3,72
BLD_019,2023-03-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.11,57.84,734.86,21.2,47.92,448.07,0.983,101.191,1,3,73
BLD_019,2023-03-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.47,59.7,725.33,20.92,41.41,435.12,0.615,106.224,2,3,74
BLD_019,2023-03-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.66,58.61,659.47,19.66,41.65,443.7,0.8,116.897,3,3,75
BLD_019,2023-03-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.34,56.62,902.18,20.71,46.04,432.3,0.798,102.146,4,3,76
BLD_019,2023-03-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.13,51.84,727.08,21.31,45.72,391.12,0.086,70.623,5,3,77
BLD_019,2023-03-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.52,63.4,904.61,20.44,47.28,429.01,0.001,83.746,6,3,78
BLD_019,2023-03-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.32,63.26,922.95,20.19,43.0,434.73,0.705,109.948,0,3,79
BLD_019,2023-03-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.67,54.12,752.31,22.36,53.67,425.22,0.873,95.949,1,3,80
BLD_019,2023-03-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.34,52.91,757.29,20.52,42.77,417.86,0.868,113.35,2,3,81
BLD_019,2023-03-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,17.83,59.16,933.15,19.64,51.95,444.28,0.718,117.03,3,3,82
BLD_019,2023-03-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.1,60.03,929.5,21.21,44.04,446.45,0.922,92.44,4,3,83
BLD_019,2023-03-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.74,63.7,771.95,19.79,52.03,396.12,0.05,93.441,5,3,84
BLD_019,2023-03-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.4,61.99,837.51,22.48,38.81,405.04,0.098,91.111,6,3,85
BLD_019,2023-03-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.13,58.03,681.0,20.11,57.72,417.28,0.637,90.331,0,3,86
BLD_019,2023-03-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.17,56.35,649.49,18.9,43.36,454.72,0.627,102.047,1,3,87
BLD_019,2023-03-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.32,62.64,833.89,20.57,49.96,447.56,0.817,82.344,2,3,88
