node_id,feature_tag,x_mm,y_mm,z_mm,T_C,Ux_um,Uy_um,Uz_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_yz_MPa,sigma_xz_MPa,epsilon_xx,epsilon_yy,epsilon_zz,epsilon_xy,epsilon_yz,epsilon_xz
198,free_edge,0.296,8.409,0.178,264.03,0.738,20.965,0.444,-49.899,-48.413,-14.469,0.0,-3.309,-1.336,0.00230247,0.00231226,0.00253568,0.0,-4.356e-05,-1.758e-05
30,free_edge,0.296,1.274,0.178,227.07,0.624,2.685,0.376,-39.915,-30.262,-11.469,0.0,-2.18,-1.976,0.0019446,0.00200813,0.00213183,0.0,-2.869e-05,-2.601e-05
1524,free_surface,3.849,3.313,0.373,643.16,24.816,21.358,2.404,-125.01,-94.747,-36.001,-2.453,0.201,0.159,0.00593714,0.00613633,0.00652299,-3.229e-05,2.65e-06,2.09e-06
3408,free_surface,8.586,1.784,0.373,416.8,35.087,7.289,1.523,-63.454,-62.939,-24.993,-2.538,0.343,-0.851,0.0038538,0.00385719,0.00410695,-3.34e-05,4.51e-06,-1.121e-05
116,free_edge,0.296,4.842,0.243,412.96,1.198,19.592,0.984,-78.043,-59.833,-24.668,-0.077,3.004,3.017,0.0037314,0.00385126,0.00408271,-1.01e-06,3.955e-05,3.972e-05
129,free_edge,0.296,5.351,0.276,397.54,1.15,20.793,1.071,-78.258,-63.055,-25.48,-0.13,0.401,0.009,0.0035743,0.00367436,0.00392168,-1.71e-06,5.27e-06,1.2e-07
948,free_surface,2.073,9.429,0.373,234.92,4.538,20.644,0.816,-49.794,-40.168,-13.912,0.026,-0.967,-0.803,0.0019887,0.00205206,0.00222488,3.5e-07,-1.274e-05,-1.056e-05
1500,free_surface,3.849,2.293,0.373,523.07,19.995,11.914,1.937,-90.205,-85.945,-27.728,-0.483,-0.678,0.238,0.00485032,0.00487836,0.00526154,-6.36e-06,-8.92e-06,3.13e-06
4725,free_edge,11.547,6.88,0.276,347.57,38.849,23.148,0.927,-50.194,-58.937,-20.217,-0.082,2.848,0.313,0.00319215,0.00313461,0.00338946,-1.08e-06,3.749e-05,4.12e-06
2391,free_edge,5.625,9.938,0.081,374.4,20.5,36.217,0.295,-65.361,-80.287,-21.888,0.067,-0.625,1.745,0.00341877,0.00332052,0.00370491,8.8e-07,-8.23e-06,2.298e-05
4404,free_surface,10.955,3.313,0.373,325.89,34.379,10.396,1.17,-49.744,-51.959,-18.281,-0.615,-0.906,1.035,0.0029575,0.00294292,0.00316459,-8.09e-06,-1.193e-05,1.362e-05
1201,"free_edge,free_surface",3.257,0.255,0.016,245.25,7.481,0.585,0.037,-42.367,-27.613,-16.618,-0.117,-0.282,0.569,0.00212413,0.00222125,0.00229362,-1.54e-06,-3.71e-06,7.49e-06
1849,free_surface,4.441,7.39,0.016,628.5,27.955,46.516,0.102,-116.377,-116.623,-45.181,-0.595,-0.4,-0.29,0.00586847,0.00586685,0.00633707,-7.84e-06,-5.27e-06,-3.82e-06
4701,free_edge,11.547,5.861,0.276,388.7,43.802,22.233,1.045,-58.406,-67.051,-21.694,-0.176,-0.983,0.185,0.00358881,0.00353191,0.00383045,-2.31e-06,-1.295e-05,2.43e-06
2737,free_surface,6.81,4.332,0.016,810.83,55.814,35.506,0.133,-137.524,-128.91,-54.362,-1.15,-1.392,0.223,0.0076831,0.0077398,0.00823047,-1.513e-05,-1.833e-05,2.94e-06
4767,free_edge,11.547,8.919,0.081,203.43,21.49,16.599,0.151,-28.464,-32.358,-12.488,-0.0,-0.292,-3.539,0.0017633,0.00173767,0.00186845,-0.0,-3.84e-06,-4.659e-05
33,free_edge,0.296,1.274,0.276,215.25,0.588,2.528,0.547,-39.469,-27.616,-7.899,-0.0,0.292,1.085,0.00181615,0.00189416,0.00202395,-0.0,3.85e-06,1.428e-05
4600,free_edge,11.547,1.784,0.113,250.05,27.104,4.187,0.266,-34.599,-35.246,-11.853,0.0,-0.008,-0.166,0.00221941,0.00221515,0.00236912,0.0,-1.1e-07,-2.18e-06
105,free_edge,0.296,4.332,0.276,388.7,1.123,16.433,1.045,-77.817,-63.879,-23.072,0.526,-0.663,-0.755,0.00348258,0.00357432,0.00384291,6.93e-06,-8.73e-06,-9.94e-06
3362,free_edge,8.586,0.255,0.049,275.58,22.44,0.666,0.127,-49.152,-42.415,-15.643,0.074,-2.027,1.25,0.00242105,0.0024654,0.0026416,9.8e-07,-2.669e-05,1.646e-05
2650,free_edge,6.81,0.255,0.308,366.11,24.228,0.907,1.096,-67.818,-43.467,-17.229,0.272,-0.081,1.317,0.00326849,0.00342877,0.00360147,3.58e-06,-1.07e-06,1.733e-05
471,free_edge,0.888,9.938,0.081,172.26,1.364,15.264,0.124,-34.17,-32.118,-13.019,-0.0,0.389,0.691,0.00140796,0.00142146,0.00154718,-0.0,5.12e-06,9.09e-06
2556,free_surface,6.218,6.371,0.373,792.2,49.752,50.977,2.983,-133.484,-147.767,-44.57,-1.675,-0.113,-0.334,0.00752147,0.00742745,0.0081067,-2.205e-05,-1.49e-06,-4.4e-06
396,free_surface,0.888,6.371,0.373,348.35,2.996,21.485,1.257,-75.306,-54.478,-18.184,-0.327,0.282,0.342,0.00305774,0.00319483,0.00343371,-4.31e-06,3.72e-06,4.5e-06
108,"free_edge,free_surface",0.296,4.332,0.373,298.35,0.844,12.351,1.063,-57.242,-46.296,-19.755,0.197,1.061,-0.029,0.00262492,0.00269697,0.00287166,2.6e-06,1.397e-05,-3.9e-07
163,free_edge,0.296,6.88,0.211,367.61,1.058,24.586,0.753,-70.904,-59.632,-20.07,-0.031,-0.618,-2.413,0.00329077,0.00336497,0.00362536,-4e-07,-8.14e-06,-3.177e-05
2845,free_surface,6.81,8.919,0.016,436.06,29.196,38.239,0.069,-69.675,-84.157,-29.027,0.382,0.322,3.032,0.00405225,0.00395693,0.00431979,5.03e-06,4.23e-06,3.991e-05
265,free_surface,0.888,1.274,0.016,202.46,1.644,2.358,0.03,-39.537,-24.219,-10.766,0.0,0.126,0.3,0.00168175,0.00178257,0.00187112,0.0,1.66e-06,3.94e-06
3847,free_edge,9.77,0.255,0.211,264.03,24.359,0.635,0.525,-39.612,-38.668,-11.387,0.0,1.0,2.822,0.00234194,0.00234815,0.00252772,0.0,1.316e-05,3.715e-05
408,free_surface,0.888,6.88,0.373,325.89,2.788,21.592,1.17,-63.401,-58.372,-15.094,0.114,-1.118,0.025,0.00288824,0.00292134,0.0032062,1.5e-06,-1.472e-05,3.3e-07
2641,"free_edge,free_surface",6.81,0.255,0.016,298.35,19.415,0.727,0.046,-43.947,-39.287,-20.27,0.073,0.923,0.457,0.00268825,0.00271892,0.00284409,9.6e-07,1.215e-05,6.01e-06
3600,"free_edge,free_surface",8.586,9.938,0.373,245.25,19.724,22.83,0.856,-42.809,-44.903,-12.193,-0.007,-0.294,0.388,0.00213749,0.0021237,0.00233901,-9e-08,-3.88e-06,5.11e-06
1677,free_edge,3.849,9.938,0.276,347.57,12.95,33.437,0.927,-70.389,-69.266,-17.464,-0.304,-2.028,0.965,0.00309317,0.00310056,0.00344152,-4.01e-06,-2.67e-05,1.27e-05
4080,"free_edge,free_surface",9.77,9.938,0.373,194.14,17.237,17.533,0.658,-21.071,-29.223,-8.912,0.0,-1.136,0.734,0.00169783,0.00164417,0.00177786,0.0,-1.496e-05,9.67e-06
2165,free_edge,5.625,0.255,0.146,412.96,22.763,1.031,0.59,-67.169,-58.507,-27.477,0.156,1.405,1.315,0.0037915,0.00384851,0.00405275,2.05e-06,1.849e-05,1.731e-05
76,free_edge,0.296,3.313,0.113,347.57,0.996,11.146,0.382,-68.161,-59.879,-23.01,0.033,0.127,0.244,0.00310042,0.00315493,0.00339759,4.4e-07,1.67e-06,3.21e-06
4737,free_edge,11.547,7.39,0.276,318.05,35.293,22.587,0.842,-53.435,-58.187,-19.69,-0.002,-0.178,-0.952,0.00286525,0.00283397,0.00308736,-3e-08,-2.34e-06,-1.253e-05
1196,free_edge,2.665,9.938,0.243,295.67,7.523,28.056,0.686,-60.047,-58.69,-16.409,-0.017,-0.311,-3.913,0.00259303,0.00260197,0.00288026,-2.3e-07,-4.09e-06,-5.151e-05
4692,"free_edge,free_surface",11.547,5.351,0.373,304.99,33.72,15.627,1.089,-45.263,-48.377,-16.677,0.499,-0.48,-0.608,0.00275717,0.00273667,0.00294532,6.56e-06,-6.32e-06,-8e-06
4741,"free_edge,free_surface",11.547,7.9,0.016,220.34,23.526,16.095,0.033,-24.831,-41.867,-14.349,0.014,-1.005,0.173,0.00197301,0.00186088,0.002042,1.8e-07,-1.324e-05,2.27e-06
3846,free_edge,9.77,0.255,0.178,264.03,24.359,0.635,0.444,-33.288,-33.4,-14.787,0.0,-2.851,1.515,0.00237355,0.00237282,0.00249532,0.0,-3.753e-05,1.995e-05
4625,free_edge,11.547,2.803,0.146,330.18,36.754,8.922,0.464,-43.947,-48.703,-20.97,-0.103,-2.739,-1.411,0.00303263,0.00300133,0.00318387,-1.36e-06,-3.606e-05,-1.857e-05
87,free_edge,0.296,3.822,0.081,350.13,1.004,12.962,0.275,-70.48,-54.499,-21.639,0.44,-0.551,2.982,0.00310635,0.00321154,0.00342782,5.79e-06,-7.25e-06,3.925e-05
718,free_edge,1.48,9.938,0.308,203.43,2.755,18.496,0.573,-43.212,-37.516,-10.035,0.0,-0.904,3.79,0.00168756,0.00172505,0.00190593,0.0,-1.19e-05,4.989e-05
205,"free_edge,free_surface",0.296,8.919,0.016,167.99,0.442,13.301,0.024,-30.113,-30.38,-9.416,-0.0,-0.098,-0.421,0.00137857,0.00137682,0.0015148,-0.0,-1.29e-06,-5.54e-06
727,free_edge,2.073,0.255,0.211,264.03,5.167,0.635,0.525,-49.13,-29.77,-13.404,0.0,-0.907,1.69,0.00228251,0.00240994,0.00251766,0.0,-1.195e-05,2.225e-05
3831,free_edge,9.178,9.938,0.081,268.77,23.336,25.268,0.206,-30.947,-55.998,-18.64,0.02,0.115,1.052,0.00246784,0.00230295,0.00254884,2.6e-07,1.51e-06,1.385e-05
3744,free_surface,9.178,5.861,0.373,586.58,53.76,34.329,2.184,-91.791,-103.741,-35.298,-0.961,-0.028,0.44,0.00553515,0.0054565,0.00590699,-1.266e-05,-3.7e-07,5.79e-06
4695,free_edge,11.547,5.861,0.081,366.11,41.082,20.852,0.288,-46.78,-62.965,-21.356,-0.236,1.782,0.653,0.00341013,0.00330359,0.00357746,-3.1e-06,2.345e-05,8.59e-06
4789,"free_edge,free_surface",11.547,9.938,0.016,120.08,11.451,9.856,0.016,-12.842,-18.154,-2.185,0.0,0.162,0.978,0.00094773,0.00091277,0.00101788,0.0,2.13e-06,1.287e-05
4780,free_edge,11.547,9.429,0.113,182.01,18.91,15.441,0.186,-27.761,-35.418,-8.828,-0.0,-0.695,-0.522,0.00154293,0.00149253,0.00166755,-0.0,-9.15e-06,-6.87e-06
4105,free_surface,10.363,1.274,0.016,240.02,23.24,2.857,0.036,-34.327,-37.664,-14.91,0.125,-0.631,-0.202,0.00212295,0.00210099,0.00225075,1.65e-06,-8.31e-06,-2.66e-06
3817,free_surface,9.178,9.429,0.016,267.44,23.209,23.841,0.041,-42.187,-43.344,-17.402,-0.097,1.58,0.545,0.00237675,0.00236913,0.00253988,-1.28e-06,2.079e-05,7.17e-06
4652,free_edge,11.547,3.822,0.243,386.01,43.478,14.393,0.915,-56.581,-66.136,-20.494,-0.391,-1.295,1.867,0.00356793,0.00350504,0.00380546,-5.15e-06,-1.704e-05,2.458e-05
2916,free_surface,7.402,1.274,0.373,416.8,30.247,5.207,1.523,-58.878,-64.481,-23.699,0.012,0.467,-0.113,0.00387863,0.00384175,0.00411018,1.6e-07,6.15e-06,-1.49e-06
3709,free_surface,9.178,4.842,0.016,600.22,55.065,29.048,0.097,-90.439,-107.291,-41.343,1.369,-1.791,-1.1,0.0056964,0.00558548,0.00601954,1.802e-05,-2.358e-05,-1.449e-05
1945,free_surface,5.033,1.274,0.016,436.06,21.58,5.463,0.069,-72.49,-63.537,-29.001,0.641,-0.607,0.401,0.00401193,0.00407086,0.00429817,8.44e-06,-8e-06,5.28e-06
4578,free_edge,11.547,0.764,0.178,191.77,20.084,1.33,0.31,-23.965,-23.995,-11.259,-0.0,0.408,-1.495,0.001654,0.0016538,0.00173763,-0.0,5.37e-06,-1.969e-05
2185,free_surface,5.625,1.274,0.016,446.05,24.704,5.595,0.071,-70.66,-67.732,-27.861,0.92,-2.021,-2.052,0.00412962,0.00414888,0.00441131,1.21e-05,-2.661e-05,-2.701e-05
4082,free_edge,10.363,0.255,0.049,187.68,17.583,0.432,0.083,-28.361,-26.534,-10.309,-0.0,0.205,-0.977,0.00158975,0.00160178,0.00170857,-0.0,2.7e-06,-1.286e-05
3193,free_surface,7.994,3.313,0.016,643.16,51.541,21.358,0.105,-111.572,-98.621,-39.757,-3.349,1.143,0.331,0.00601849,0.00610373,0.00649117,-4.409e-05,1.505e-05,4.35e-06
179,free_edge,0.296,7.39,0.34,275.58,0.774,19.314,0.89,-52.977,-48.102,-15.459,-0.024,-0.652,-0.51,0.00240727,0.00243936,0.00265421,-3.2e-07,-8.58e-06,-6.72e-06
2617,free_surface,6.218,9.429,0.016,372.49,22.535,34.172,0.059,-60.006,-73.258,-25.672,0.62,0.503,-0.862,0.00342363,0.0033364,0.00364961,8.17e-06,6.62e-06,-1.135e-05
138,free_edge,0.296,5.861,0.178,411.29,1.193,23.614,0.718,-80.574,-69.833,-22.585,-0.19,0.113,0.772,0.00371008,0.00378078,0.00409176,-2.5e-06,1.49e-06,1.016e-05
1093,free_surface,2.665,5.861,0.016,586.58,15.608,34.329,0.095,-111.742,-103.834,-36.864,1.26,-1.649,0.556,0.00543024,0.00548229,0.00592309,1.659e-05,-2.171e-05,7.32e-06
236,free_edge,0.296,9.938,0.243,156.75,0.407,13.657,0.334,-27.301,-34.114,-9.673,0.0,-1.566,2.906,0.00128133,0.00123649,0.00139736,0.0,-2.062e-05,3.825e-05
2877,free_edge,6.81,9.938,0.276,388.7,25.832,37.7,1.045,-68.176,-80.25,-23.65,0.016,1.762,-0.162,0.00355497,0.0034755,0.00384804,2e-07,2.32e-05,-2.13e-06
203,free_edge,0.296,8.409,0.34,217.44,0.594,16.878,0.683,-48.131,-39.293,-13.491,-0.0,0.855,-1.176,0.00181367,0.00187183,0.00204166,-0.0,1.126e-05,-1.548e-05
3241,free_surface,7.994,5.351,0.016,738.9,59.523,39.846,0.121,-110.826,-125.46,-49.878,-0.307,1.05,2.181,0.00706625,0.00696993,0.00746741,-4.04e-06,1.382e-05,2.871e-05
3351,free_edge,7.994,9.938,0.081,327.54,25.225,31.36,0.256,-54.846,-58.382,-22.668,-0.216,-0.632,0.509,0.00296058,0.0029373,0.00317237,-2.85e-06,-8.32e-06,6.7e-06
3660,free_surface,9.178,2.293,0.373,426.31,38.418,9.6,1.56,-59.265,-61.694,-19.311,-0.656,-1.758,0.321,0.00396705,0.00395106,0.00423003,-8.64e-06,-2.314e-05,4.23e-06
1332,free_surface,3.257,5.351,0.373,673.55,22.031,36.199,2.522,-126.741,-116.618,-40.017,-0.277,-0.878,-0.026,0.00627652,0.00634314,0.00684733,-3.65e-06,-1.156e-05,-3.4e-07
3127,free_edge,7.994,0.255,0.211,367.61,28.566,0.911,0.753,-59.165,-48.703,-17.397,-0.019,1.069,-0.997,0.00333707,0.00340593,0.00361198,-2.5e-07,1.408e-05,-1.313e-05
3325,free_surface,7.994,8.919,0.016,389.58,30.398,33.915,0.062,-66.011,-71.281,-27.374,0.076,-0.599,-0.619,0.00356932,0.00353463,0.00382362,1e-06,-7.88e-06,-8.14e-06
4776,"free_edge,free_surface",11.547,8.919,0.373,167.99,17.22,13.301,0.556,-16.44,-27.898,-9.837,-0.0,0.767,0.031,0.00144934,0.00137392,0.0014928,-0.0,1.009e-05,4e-07
2436,free_surface,6.218,1.274,0.373,446.05,27.305,5.595,1.637,-72.763,-65.505,-24.28,1.889,1.833,-0.107,0.00411124,0.00415902,0.00443036,2.486e-05,2.413e-05,-1.4e-06
98,free_edge,0.296,4.332,0.049,336.0,0.96,14.052,0.158,-60.502,-51.452,-22.321,0.18,1.391,-0.537,0.00300955,0.00306912,0.00326086,2.37e-06,1.831e-05,-7.07e-06
230,free_edge,0.296,9.938,0.049,133.18,0.334,11.213,0.055,-21.894,-12.298,-9.204,-0.0,1.028,1.5,0.00103723,0.00110038,0.00112075,-0.0,1.353e-05,1.975e-05
3024,free_surface,7.402,5.861,0.373,774.01,57.824,45.787,2.912,-124.239,-143.834,-43.652,-0.758,0.574,1.563,0.00737533,0.00724636,0.00790575,-9.98e-06,7.56e-06,2.058e-05
234,free_edge,0.296,9.938,0.178,159.37,0.415,13.928,0.25,-25.928,-25.898,-7.136,0.0,1.221,-2.072,0.00130287,0.00130306,0.00142656,0.0,1.607e-05,-2.728e-05
4129,free_surface,10.363,2.293,0.016,318.75,31.75,7.027,0.05,-46.142,-48.052,-18.163,0.006,0.492,-0.396,0.00289747,0.00288489,0.00308162,8e-08,6.47e-06,-5.22e-06
144,"free_edge,free_surface",0.296,5.861,0.373,298.35,0.844,16.71,1.063,-58.328,-47.982,-13.994,-0.676,0.352,1.926,0.00261412,0.00268222,0.00290593,-8.89e-06,4.63e-06,2.535e-05
301,free_surface,0.888,2.803,0.016,298.35,2.532,7.992,0.046,-61.863,-44.955,-17.111,-0.128,-1.16,0.232,0.00259529,0.00270657,0.00288984,-1.69e-06,-1.527e-05,3.05e-06
757,free_surface,2.073,1.784,0.016,325.89,6.504,5.598,0.051,-64.338,-42.082,-16.369,0.007,-1.269,-1.178,0.00286487,0.00301136,0.0031806,9e-08,-1.671e-05,-1.551e-05
3606,free_edge,9.178,0.255,0.178,301.05,26.426,0.734,0.513,-41.355,-32.921,-15.898,0.005,-0.271,-1.244,0.00271722,0.00277274,0.00288478,7e-08,-3.56e-06,-1.637e-05
200,free_edge,0.296,8.409,0.243,259.37,0.724,20.556,0.594,-45.149,-41.001,-17.865,-0.0,0.414,0.245,0.00227443,0.00230173,0.00245402,-0.0,5.45e-06,3.22e-06
3469,free_surface,8.586,4.842,0.016,673.55,58.081,32.751,0.11,-108.795,-118.677,-42.787,1.493,1.763,-0.442,0.00637861,0.00631357,0.00681307,1.965e-05,2.321e-05,-5.82e-06
