node_id,x_mm,y_mm,z_mm,T_C,Ux_um,Uy_um,Uz_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_yz_MPa,sigma_xz_MPa,epsilon_xx,epsilon_yy,epsilon_zz,epsilon_xy,epsilon_yz,epsilon_xz
2307,5.625,6.371,0.081,982.39,56.173,63.615,0.809,-172.372,-185.876,-65.299,-0.279,0.76,1.368,0.00936867,0.00927979,0.01007343,-3.67e-06,1.001e-05,1.801e-05
2308,5.625,6.371,0.113,1045.79,59.893,67.827,1.208,-181.198,-190.127,-66.202,-0.125,-1.071,0.035,0.00998891,0.00993014,0.01074582,-1.64e-06,-1.409e-05,4.5e-07
2309,5.625,6.371,0.146,1088.06,62.373,70.636,1.617,-189.248,-193.331,-64.777,-3.7,-0.587,-1.684,0.01038877,0.0103619,0.01120804,-4.87e-05,-7.72e-06,-2.217e-05
2310,5.625,6.371,0.178,1109.19,63.613,72.04,2.016,-205.139,-203.035,-67.677,-0.945,2.61,2.802,0.01053942,0.01055327,0.01144419,-1.244e-05,3.435e-05,3.688e-05
2311,5.625,6.371,0.211,1109.19,63.613,72.04,2.383,-199.055,-201.995,-69.824,4.566,0.433,-3.08,0.01057338,0.01055403,0.01142397,6.01e-05,5.7e-06,-4.054e-05
2312,5.625,6.371,0.243,1088.06,62.373,70.636,2.696,-190.089,-207.166,-63.57,-1.441,0.087,1.419,0.01039969,0.0102873,0.01123244,-1.897e-05,1.15e-06,1.868e-05
2313,5.625,6.371,0.276,1045.79,59.893,67.827,2.934,-193.508,-186.975,-58.923,2.37,2.161,0.121,0.00991019,0.00995319,0.01079602,3.12e-05,2.845e-05,1.59e-06
2314,5.625,6.371,0.308,982.39,56.173,63.615,3.075,-177.835,-177.931,-57.631,1.895,0.667,1.325,0.00932032,0.00931968,0.01011149,2.494e-05,8.78e-06,1.744e-05
2315,5.625,6.371,0.34,897.86,51.214,57.998,3.099,-157.441,-165.004,-51.062,0.594,0.513,-1.843,0.00852414,0.00847435,0.00922432,7.81e-06,6.75e-06,-2.426e-05
2316,5.625,6.371,0.373,792.2,45.014,50.977,2.983,-144.321,-142.0,-47.313,-0.914,0.277,0.213,0.00745968,0.00747496,0.00809819,-1.203e-05,3.64e-06,2.81e-06
2317,5.625,6.88,0.016,738.9,41.887,51.231,0.121,-132.797,-137.503,-47.007,0.805,-0.344,-0.544,0.0069597,0.00692872,0.00752437,1.059e-05,-4.53e-06,-7.16e-06
2318,5.625,6.88,0.049,837.23,47.656,58.286,0.412,-152.37,-151.366,-57.893,-1.346,-1.764,-1.505,0.00791055,0.00791716,0.0085324,-1.772e-05,-2.323e-05,-1.981e-05
2319,5.625,6.88,0.081,915.89,52.271,63.931,0.753,-166.748,-174.058,-60.516,-1.365,2.957,0.0,0.00868484,0.00863672,0.00938405,-1.796e-05,3.893e-05,0.0
2320,5.625,6.88,0.113,974.88,55.732,68.165,1.124,-178.034,-180.319,-63.684,-0.948,1.921,0.768,0.00925118,0.00923614,0.01000383,-1.247e-05,2.529e-05,1.012e-05
2321,5.625,6.88,0.146,1014.21,58.04,70.987,1.505,-184.702,-193.331,-64.636,-0.611,-0.626,3.248,0.00964272,0.00958592,0.01043298,-8.04e-06,-8.24e-06,4.275e-05
2322,5.625,6.88,0.178,1033.87,59.194,72.398,1.876,-175.851,-194.641,-65.088,-0.198,0.748,-0.749,0.00989741,0.00977374,0.01062645,-2.61e-06,9.84e-06,-9.86e-06
2323,5.625,6.88,0.211,1033.87,59.194,72.398,2.217,-180.181,-199.416,-60.397,-3.415,-3.969,-3.352,0.0098743,0.0097477,0.01066272,-4.496e-05,-5.224e-05,-4.412e-05
2324,5.625,6.88,0.243,1014.21,58.04,70.987,2.508,-172.011,-192.476,-62.181,-1.222,0.454,-2.146,0.00970669,0.00957199,0.01042959,-1.609e-05,5.97e-06,-2.825e-05
2325,5.625,6.88,0.276,974.88,55.732,68.165,2.73,-173.683,-184.5,-56.734,1.378,0.229,1.344,0.00927112,0.00919992,0.01004087,1.815e-05,3.01e-06,1.769e-05
2326,5.625,6.88,0.308,915.89,52.271,63.931,2.862,-162.522,-181.12,-52.595,-1.386,-0.508,-0.542,0.00870644,0.00858403,0.00942998,-1.825e-05,-6.69e-06,-7.13e-06
2327,5.625,6.88,0.34,837.23,47.656,58.286,2.883,-159.039,-156.551,-46.0,-0.241,-1.818,0.493,0.00786661,0.00788299,0.00861063,-3.18e-06,-2.393e-05,6.49e-06
2328,5.625,6.88,0.373,738.9,41.887,51.231,2.776,-127.406,-129.425,-39.398,1.019,0.003,-1.049,0.00696943,0.00695613,0.00754869,1.341e-05,4e-08,-1.381e-05
2329,5.625,7.39,0.016,673.55,38.053,49.989,0.11,-114.059,-128.984,-45.448,3.101,-1.335,0.524,0.00636624,0.006268,0.00681784,4.082e-05,-1.758e-05,6.9e-06
2330,5.625,7.39,0.049,762.88,43.294,56.873,0.374,-139.937,-141.084,-47.959,1.458,-0.743,-1.186,0.00717704,0.00716949,0.00778243,1.92e-05,-9.78e-06,-1.561e-05
2331,5.625,7.39,0.081,834.34,47.486,62.381,0.684,-137.742,-164.362,-55.821,2.034,-0.619,0.296,0.00797217,0.00779696,0.00851138,2.677e-05,-8.15e-06,3.9e-06
2332,5.625,7.39,0.113,887.93,50.631,66.512,1.021,-154.285,-166.227,-61.145,-0.455,-1.786,0.989,0.00845128,0.00837268,0.00906432,-5.99e-06,-2.351e-05,1.302e-05
2333,5.625,7.39,0.146,923.66,52.727,69.266,1.367,-171.685,-174.73,-57.065,-0.834,-2.831,0.128,0.00873608,0.00871604,0.00949051,-1.097e-05,-3.726e-05,1.68e-06
2334,5.625,7.39,0.178,941.53,53.775,70.643,1.704,-162.041,-179.124,-58.766,-2.274,-2.677,1.415,0.00898155,0.00886911,0.00966131,-2.993e-05,-3.524e-05,1.863e-05
2335,5.625,7.39,0.211,941.53,53.775,70.643,2.014,-164.62,-178.575,-61.547,2.001,-1.909,-0.303,0.00897045,0.00887861,0.00964888,2.634e-05,-2.513e-05,-3.98e-06
2336,5.625,7.39,0.243,923.66,52.727,69.266,2.279,-160.361,-175.105,-56.337,0.499,2.433,0.826,0.00879635,0.0086993,0.00948103,6.57e-06,3.203e-05,1.087e-05
2337,5.625,7.39,0.276,887.93,50.631,66.512,2.48,-160.498,-172.213,-52.109,-2.161,-0.01,-2.636,0.00841425,0.00833715,0.00912767,-2.845e-05,-1.4e-07,-3.471e-05
2338,5.625,7.39,0.308,834.34,47.486,62.381,2.6,-146.987,-158.775,-50.12,-0.825,-0.295,-0.754,0.00790883,0.00783124,0.00854641,-1.087e-05,-3.89e-06,-9.92e-06
2339,5.625,7.39,0.34,762.88,43.294,56.873,2.62,-135.518,-152.988,-43.973,1.912,1.112,0.154,0.0072104,0.00709541,0.00781295,2.517e-05,1.464e-05,2.02e-06
2340,5.625,7.39,0.373,673.55,38.053,49.989,2.522,-119.725,-127.496,-38.071,3.012,0.177,0.689,0.00632504,0.00627389,0.00686248,3.966e-05,2.33e-06,9.07e-06
2341,5.625,7.9,0.016,600.22,33.75,47.394,0.097,-93.682,-121.242,-36.23,2.235,-1.358,-0.69,0.00568982,0.00550841,0.00606797,2.942e-05,-1.787e-05,-9.08e-06
2342,5.625,7.9,0.049,679.44,38.398,53.921,0.332,-117.628,-129.217,-44.113,-1.058,-0.225,-0.232,0.00640714,0.00633087,0.00689102,-1.392e-05,-2.96e-06,-3.06e-06
2343,5.625,7.9,0.081,742.82,42.117,59.143,0.607,-119.851,-135.305,-46.097,1.38,0.584,0.802,0.00706613,0.00696441,0.00755158,1.817e-05,7.69e-06,1.056e-05
2344,5.625,7.9,0.113,790.35,44.906,63.059,0.906,-137.92,-149.37,-49.469,0.211,-0.299,-0.172,0.00748637,0.007411,0.00806855,2.77e-06,-3.94e-06,-2.27e-06
2345,5.625,7.9,0.146,822.04,46.765,65.67,1.213,-150.014,-160.12,-51.356,-1.913,1.263,0.561,0.00776751,0.00770099,0.00841687,-2.519e-05,1.662e-05,7.39e-06
2346,5.625,7.9,0.178,837.89,47.695,66.976,1.512,-151.552,-167.505,-51.172,0.809,1.562,1.666,0.00793332,0.00782832,0.00859402,1.065e-05,2.056e-05,2.193e-05
2347,5.625,7.9,0.211,837.89,47.695,66.976,1.786,-145.904,-161.296,-48.457,-1.596,-0.868,-3.692,0.00795269,0.00785138,0.00859408,-2.101e-05,-1.143e-05,-4.86e-05
2348,5.625,7.9,0.243,822.04,46.765,65.67,2.021,-145.629,-165.372,-49.594,0.371,1.414,0.055,0.00779527,0.00766533,0.00842738,4.89e-06,1.862e-05,7.3e-07
2349,5.625,7.9,0.276,790.35,44.906,63.059,2.2,-135.075,-157.008,-45.917,-1.091,-1.106,-0.306,0.00750661,0.00736225,0.00809345,-1.436e-05,-1.456e-05,-4.03e-06
2350,5.625,7.9,0.308,742.82,42.117,59.143,2.306,-133.537,-136.766,-41.95,-1.944,-0.988,-1.231,0.00698949,0.00696824,0.00759232,-2.559e-05,-1.301e-05,-1.621e-05
2351,5.625,7.9,0.34,679.44,38.398,53.921,2.323,-119.461,-123.271,-39.182,0.734,0.209,1.758,0.00638403,0.00635895,0.00691242,9.67e-06,2.75e-06,2.314e-05
2352,5.625,7.9,0.373,600.22,33.75,47.394,2.237,-104.109,-112.627,-33.493,-0.258,-1.417,-0.884,0.00562006,0.00556399,0.00608485,-3.39e-06,-1.866e-05,-1.164e-05
2353,5.625,8.409,0.016,523.07,29.223,43.685,0.084,-96.896,-100.343,-33.517,0.942,0.73,0.063,0.00483913,0.00481644,0.00525628,1.24e-05,9.61e-06,8.3e-07
2354,5.625,8.409,0.049,591.67,33.248,49.702,0.287,-108.074,-119.33,-37.65,0.326,1.164,-0.704,0.00552295,0.00544886,0.00598648,4.3e-06,1.532e-05,-9.26e-06
2355,5.625,8.409,0.081,646.55,36.468,54.515,0.525,-121.386,-127.08,-38.733,-1.212,-1.313,1.49,0.00603477,0.0059973,0.0065788,-1.595e-05,-1.728e-05,1.961e-05
2356,5.625,8.409,0.113,687.71,38.883,58.125,0.784,-120.156,-133.836,-44.993,-1.556,1.728,0.949,0.00648656,0.00639652,0.00698128,-2.048e-05,2.274e-05,1.249e-05
2357,5.625,8.409,0.146,715.15,40.493,60.532,1.05,-129.785,-143.002,-43.265,1.026,-3.167,0.478,0.00673023,0.00664324,0.00729971,1.35e-05,-4.17e-05,6.3e-06
2358,5.625,8.409,0.178,728.87,41.298,61.735,1.309,-122.554,-140.155,-44.407,-0.689,0.433,3.904,0.00691,0.00679416,0.00742436,-9.07e-06,5.7e-06,5.14e-05
2359,5.625,8.409,0.211,728.87,41.298,61.735,1.547,-129.779,-150.066,-46.974,-1.003,-0.369,0.333,0.00688653,0.006753,0.00743155,-1.321e-05,-4.86e-06,4.39e-06
2360,5.625,8.409,0.243,715.15,40.493,60.532,1.75,-127.467,-142.161,-42.671,-0.885,-0.224,-0.408,0.0067409,0.00664419,0.00729903,-1.165e-05,-2.95e-06,-5.37e-06
2361,5.625,8.409,0.276,687.71,38.883,58.125,1.905,-116.473,-134.001,-40.571,-0.647,0.676,1.932,0.0065011,0.00638573,0.00700069,-8.51e-06,8.9e-06,2.543e-05
2362,5.625,8.409,0.308,646.55,36.468,54.515,1.996,-116.975,-121.111,-33.039,0.071,1.619,2.076,0.00604416,0.00601694,0.00659663,9.3e-07,2.131e-05,2.733e-05
2363,5.625,8.409,0.34,591.67,33.248,49.702,2.012,-104.7,-112.64,-33.537,-1.142,0.509,1.833,0.00552783,0.00547557,0.00599622,-1.503e-05,6.7e-06,2.413e-05
2364,5.625,8.409,0.373,523.07,29.223,43.685,1.937,-88.798,-98.478,-28.781,-1.631,-0.777,-0.055,0.00487446,0.00481075,0.00526949,-2.147e-05,-1.022e-05,-7.3e-07
2365,5.625,8.919,0.016,446.05,24.704,39.167,0.071,-76.443,-88.217,-28.926,-0.441,0.14,-1.188,0.00412495,0.00404746,0.00443771,-5.81e-06,1.85e-06,-1.565e-05
2366,5.625,8.919,0.049,504.04,28.107,44.562,0.243,-89.653,-100.75,-30.744,-0.934,0.831,-0.968,0.00467652,0.00460348,0.00506426,-1.229e-05,1.093e-05,-1.275e-05
2367,5.625,8.919,0.081,550.43,30.829,48.877,0.444,-99.053,-99.873,-32.664,0.1,0.351,-3.389,0.00511128,0.00510588,0.00554825,1.32e-06,4.62e-06,-4.461e-05
2368,5.625,8.919,0.113,585.22,32.87,52.114,0.663,-96.914,-109.219,-38.834,0.155,-2.294,-0.392,0.0055046,0.00542362,0.00588689,2.04e-06,-3.02e-05,-5.16e-06
2369,5.625,8.919,0.146,608.42,34.231,54.272,0.888,-109.582,-130.498,-35.749,0.511,-0.314,3.221,0.00570087,0.00556321,0.00618684,6.73e-06,-4.13e-06,4.24e-05
2370,5.625,8.919,0.178,620.02,34.912,55.351,1.106,-110.566,-121.126,-36.987,-1.739,0.359,-1.697,0.00580662,0.00573712,0.00629092,-2.289e-05,4.73e-06,-2.234e-05
2371,5.625,8.919,0.211,620.02,34.912,55.351,1.308,-106.096,-116.823,-31.914,1.916,1.995,1.702,0.00581913,0.00574852,0.00630739,2.522e-05,2.626e-05,2.24e-05
2372,5.625,8.919,0.243,608.42,34.231,54.272,1.479,-110.265,-120.12,-36.912,-0.019,-1.138,-1.634,0.00568595,0.00562109,0.00616876,-2.5e-07,-1.498e-05,-2.152e-05
2373,5.625,8.919,0.276,585.22,32.87,52.114,1.61,-96.814,-108.587,-33.866,0.366,1.999,2.362,0.0054983,0.00542081,0.00591262,4.82e-06,2.632e-05,3.109e-05
2374,5.625,8.919,0.308,550.43,30.829,48.877,1.688,-95.368,-114.753,-33.612,1.28,2.236,1.355,0.00515037,0.00502278,0.00555685,1.684e-05,2.943e-05,1.783e-05
2375,5.625,8.919,0.34,504.04,28.107,44.562,1.701,-90.166,-99.824,-27.591,-0.454,1.734,0.566,0.00466878,0.00460522,0.00508066,-5.98e-06,2.282e-05,7.45e-06
2376,5.625,8.919,0.373,446.05,24.704,39.167,1.637,-73.014,-87.612,-20.807,-0.512,-2.125,1.94,0.00413267,0.00403659,0.0044763,-6.75e-06,-2.797e-05,2.553e-05
2377,5.625,9.429,0.016,372.49,20.389,34.172,0.059,-56.582,-71.912,-23.511,-0.347,1.496,0.769,0.00343769,0.00333679,0.00365537,-4.57e-06,1.969e-05,1.012e-05
2378,5.625,9.429,0.049,420.35,23.197,38.879,0.201,-70.501,-81.9,-24.503,-0.333,0.238,1.513,0.00387568,0.00380065,0.00417844,-4.38e-06,3.13e-06,1.991e-05
2379,5.625,9.429,0.081,458.64,25.443,42.644,0.367,-81.304,-97.193,-29.671,-0.52,-0.304,0.544,0.00424212,0.00413754,0.00458197,-6.84e-06,-4e-06,7.17e-06
2380,5.625,9.429,0.113,487.36,27.128,45.468,0.547,-78.597,-96.015,-28.679,0.48,-1.855,1.028,0.00455348,0.00443884,0.00488204,6.32e-06,-2.441e-05,1.354e-05
2381,5.625,9.429,0.146,506.5,28.251,47.35,0.733,-85.669,-104.579,-30.49,-0.172,3.15,0.528,0.00472793,0.00460346,0.00509111,-2.27e-06,4.147e-05,6.95e-06
2382,5.625,9.429,0.178,516.07,28.813,48.292,0.913,-86.302,-98.74,-30.14,0.523,-1.389,0.322,0.00481681,0.00473493,0.00518646,6.89e-06,-1.829e-05,4.23e-06
2383,5.625,9.429,0.211,516.07,28.813,48.292,1.079,-87.226,-109.32,-31.055,-0.079,3.855,1.789,0.0048259,0.00468048,0.00519562,-1.04e-06,5.075e-05,2.355e-05
2384,5.625,9.429,0.243,506.5,28.251,47.35,1.221,-87.497,-98.972,-28.484,-0.236,-0.457,0.606,0.00470883,0.00463329,0.00509724,-3.11e-06,-6.02e-06,7.98e-06
2385,5.625,9.429,0.276,487.36,27.128,45.468,1.329,-94.281,-102.932,-24.662,0.436,-0.9,1.934,0.00447296,0.00441602,0.00493119,5.74e-06,-1.185e-05,2.546e-05
2386,5.625,9.429,0.308,458.64,25.443,42.644,1.393,-84.985,-92.665,-22.324,0.157,-0.003,1.367,0.00420788,0.00415733,0.00462031,2.06e-06,-3e-08,1.8e-05
2387,5.625,9.429,0.34,420.35,23.197,38.879,1.404,-68.561,-74.62,-24.357,-0.832,1.321,0.561,0.003877,0.00383713,0.00416796,-1.095e-05,1.739e-05,7.39e-06
2388,5.625,9.429,0.373,372.49,20.389,34.172,1.351,-62.694,-69.469,-20.227,-1.035,-1.443,0.34,0.00339794,0.00335334,0.00367745,-1.363e-05,-1.9e-05,4.48e-06
2389,5.625,9.938,0.016,304.99,16.428,29.022,0.047,-51.315,-58.693,-19.476,0.589,-1.086,1.087,0.00274075,0.00269219,0.00295032,7.75e-06,-1.43e-05,1.431e-05
2390,5.625,9.938,0.049,343.55,18.69,33.019,0.162,-58.295,-71.218,-19.297,-0.284,-0.046,1.462,0.00312063,0.00303557,0.00337731,-3.74e-06,-6e-07,1.924e-05
2391,5.625,9.938,0.081,374.4,20.5,36.217,0.295,-65.361,-80.287,-21.888,0.067,-0.625,1.745,0.00341877,0.00332052,0.00370491,8.8e-07,-8.23e-06,2.298e-05
2392,5.625,9.938,0.113,397.54,21.858,38.615,0.441,-67.803,-86.142,-27.248,0.119,2.801,-0.026,0.00366071,0.00354,0.00392764,1.57e-06,3.687e-05,-3.4e-07
2393,5.625,9.938,0.146,412.96,22.763,40.214,0.59,-66.986,-84.704,-23.125,-0.29,0.105,-1.303,0.00381917,0.00370255,0.00410786,-3.81e-06,1.38e-06,-1.715e-05
2394,5.625,9.938,0.178,420.67,23.215,41.014,0.736,-71.777,-80.461,-26.732,-0.867,-0.224,3.94,0.00387315,0.003816,0.00416964,-1.141e-05,-2.95e-06,5.187e-05
2395,5.625,9.938,0.211,420.67,23.215,41.014,0.87,-70.445,-90.108,-26.105,-0.681,1.198,0.005,0.00389132,0.00376189,0.00418316,-8.97e-06,1.577e-05,7e-08
2396,5.625,9.938,0.243,412.96,22.763,40.214,0.984,-73.189,-83.927,-21.942,-0.05,-1.806,-1.721,0.00378353,0.00371285,0.00412083,-6.6e-07,-2.378e-05,-2.266e-05
2397,5.625,9.938,0.276,397.54,21.858,38.615,1.071,-69.291,-78.461,-21.281,0.002,2.053,-1.388,0.00363605,0.00357569,0.00395206,3e-08,2.703e-05,-1.827e-05
2398,5.625,9.938,0.308,374.4,20.5,36.217,1.122,-69.518,-77.948,-16.916,-0.196,1.469,0.795,0.00338756,0.00333207,0.00373378,-2.58e-06,1.934e-05,1.046e-05
2399,5.625,9.938,0.34,343.55,18.69,33.019,1.131,-56.292,-63.101,-20.126,-0.126,0.002,0.254,0.00312246,0.00307765,0.0033605,-1.66e-06,3e-08,3.34e-06
2400,5.625,9.938,0.373,304.99,16.428,29.022,1.089,-44.822,-64.302,-13.731,-0.377,-1.182,1.203,0.00277539,0.00264717,0.00298003,-4.96e-06,-1.556e-05,1.584e-05
2401,6.218,0.255,0.016,304.99,18.157,0.744,0.047,-48.75,-36.361,-21.504,0.284,1.265,0.522,0.00272969,0.00281123,0.00290902,3.73e-06,1.665e-05,6.87e-06
2402,6.218,0.255,0.049,343.55,20.658,0.847,0.162,-55.419,-41.616,-23.904,-0.673,-0.322,-0.58,0.0031055,0.00319635,0.00331293,-8.86e-06,-4.24e-06,-7.63e-06
2403,6.218,0.255,0.081,374.4,22.658,0.929,0.295,-62.09,-47.51,-25.823,-0.048,-1.096,1.282,0.00340106,0.00349702,0.00363976,-6.4e-07,-1.443e-05,1.687e-05
2404,6.218,0.255,0.113,397.54,24.159,0.99,0.441,-68.625,-56.875,-22.795,-0.026,0.147,-0.883,0.0036151,0.00369243,0.00391675,-3.5e-07,1.94e-06,-1.162e-05
2405,6.218,0.255,0.146,412.96,25.159,1.031,0.59,-73.112,-54.237,-24.646,-0.192,1.85,1.002,0.00375096,0.0038752,0.00406996,-2.52e-06,2.435e-05,1.319e-05
2406,6.218,0.255,0.178,420.67,25.659,1.052,0.736,-69.122,-56.991,-23.751,0.404,1.389,0.515,0.00385506,0.00393491,0.00415369,5.32e-06,1.828e-05,6.78e-06
2407,6.218,0.255,0.211,420.67,25.659,1.052,0.87,-71.26,-54.48,-24.543,-0.197,0.988,0.126,0.0038415,0.00395195,0.00414899,-2.6e-06,1.301e-05,1.65e-06
2408,6.218,0.255,0.243,412.96,25.159,1.031,0.984,-71.587,-52.97,-25.115,-0.188,-1.157,1.668,0.00375816,0.0038807,0.00406404,-2.48e-06,-1.523e-05,2.196e-05
2409,6.218,0.255,0.276,397.54,24.159,0.99,1.071,-61.811,-48.863,-26.09,-0.142,-0.967,-1.876,0.00364585,0.00373108,0.00388096,-1.87e-06,-1.273e-05,-2.469e-05
2410,6.218,0.255,0.308,374.4,22.658,0.929,1.122,-65.805,-52.78,-22.375,-0.023,1.029,1.744,0.00338337,0.0034691,0.00366922,-3e-07,1.355e-05,2.296e-05
2411,6.218,0.255,0.34,343.55,20.658,0.847,1.131,-60.814,-40.969,-19.328,-0.005,-1.224,1.059,0.0030702,0.00320082,0.00334326,-6e-08,-1.612e-05,1.393e-05
2412,6.218,0.255,0.373,304.99,18.157,0.744,1.089,-49.05,-47.163,-14.474,0.033,-1.866,0.514,0.00273269,0.00274511,0.00296027,4.3e-07,-2.456e-05,6.77e-06
2413,6.218,0.764,0.016,372.49,22.535,2.771,0.059,-64.158,-54.043,-25.564,0.137,0.01,-0.464,0.00337776,0.00344433,0.00363178,1.8e-06,1.3e-07,-6.1e-06
2414,6.218,0.764,0.049,420.35,25.638,3.152,0.201,-72.204,-55.383,-26.669,-0.09,-1.857,-1.989,0.0038368,0.00394751,0.0041365,-1.19e-06,-2.445e-05,-2.619e-05
2415,6.218,0.764,0.081,458.64,28.121,3.458,0.367,-73.67,-63.025,-27.989,0.099,1.333,0.885,0.00423923,0.00430929,0.0045399,1.3e-06,1.755e-05,1.165e-05
2416,6.218,0.764,0.113,487.36,29.983,3.687,0.547,-84.589,-66.6,-31.518,-0.054,3.694,1.036,0.00448889,0.00460729,0.0048382,-7.2e-07,4.862e-05,1.364e-05
2417,6.218,0.764,0.146,506.5,31.225,3.839,0.733,-83.618,-71.18,-29.842,1.142,-2.235,-2.502,0.00469731,0.00477918,0.00505126,1.503e-05,-2.942e-05,-3.294e-05
2418,6.218,0.764,0.178,516.07,31.846,3.916,0.913,-87.796,-71.453,-30.291,-0.135,0.977,-0.376,0.00477564,0.0048832,0.00515413,-1.78e-06,1.286e-05,-4.95e-06
2419,6.218,0.764,0.211,516.07,31.846,3.916,1.079,-87.143,-74.319,-31.291,-0.119,-0.244,-0.833,0.00478386,0.00486827,0.00515148,-1.56e-06,-3.22e-06,-1.097e-05
2420,6.218,0.764,0.243,506.5,31.225,3.839,1.221,-82.0,-74.14,-27.429,-0.247,-2.823,-1.07,0.00470665,0.00475839,0.00506584,-3.25e-06,-3.717e-05,-1.408e-05
2421,6.218,0.764,0.276,487.36,29.983,3.687,1.329,-83.429,-70.875,-27.491,-0.607,-1.968,-3.009,0.00449541,0.00457804,0.00486359,-8e-06,-2.591e-05,-3.962e-05
2422,6.218,0.764,0.308,458.64,28.121,3.458,1.393,-79.669,-63.855,-25.144,0.073,-0.075,2.837,0.00420461,0.0043087,0.00456349,9.6e-07,-9.8e-07,3.734e-05
2423,6.218,0.764,0.34,420.35,25.638,3.152,1.404,-67.918,-60.357,-23.269,-0.685,-0.928,-1.307,0.00386169,0.00391146,0.00415557,-9.02e-06,-1.222e-05,-1.721e-05
2424,6.218,0.764,0.373,372.49,22.535,2.771,1.351,-59.392,-55.831,-19.874,0.333,-1.067,-0.477,0.00339853,0.00342198,0.00365864,4.39e-06,-1.404e-05,-6.29e-06
2425,6.218,1.274,0.016,446.05,27.305,5.595,0.071,-77.044,-69.91,-24.502,0.641,-0.404,-0.692,0.00409395,0.00414091,0.00443979,8.44e-06,-5.32e-06,-9.1e-06
2426,6.218,1.274,0.049,504.04,31.065,6.366,0.243,-81.351,-72.425,-32.792,-1.047,-0.626,0.049,0.00468891,0.00474766,0.00500852,-1.378e-05,-8.24e-06,6.4e-07
2427,6.218,1.274,0.081,550.43,34.074,6.982,0.444,-99.063,-76.48,-34.228,1.01,-2.468,-0.157,0.00508455,0.00523319,0.00551129,1.33e-05,-3.249e-05,-2.07e-06
2428,6.218,1.274,0.113,585.22,36.33,7.445,0.663,-97.951,-89.47,-35.596,0.2,-1.678,-2.002,0.00547096,0.00552677,0.00588138,2.63e-06,-2.21e-05,-2.635e-05
2429,6.218,1.274,0.146,608.42,37.834,7.753,0.888,-109.552,-84.639,-34.513,-0.252,-1.01,0.598,0.00564348,0.00580746,0.00613739,-3.32e-06,-1.329e-05,7.87e-06
2430,6.218,1.274,0.178,620.02,38.586,7.907,1.106,-106.641,-92.901,-36.239,0.21,1.509,-0.279,0.00579226,0.00588269,0.00625564,2.76e-06,1.986e-05,-3.67e-06
2431,6.218,1.274,0.211,620.02,38.586,7.907,1.308,-109.413,-87.188,-38.449,-0.562,-0.366,1.291,0.00577312,0.00591941,0.0062402,-7.4e-06,-4.81e-06,1.7e-05
2432,6.218,1.274,0.243,608.42,37.834,7.753,1.479,-102.087,-88.139,-34.156,0.102,1.986,-1.191,0.00568733,0.00577914,0.00613446,1.34e-06,2.614e-05,-1.568e-05
2433,6.218,1.274,0.276,585.22,36.33,7.445,1.61,-104.883,-89.431,-31.24,-1.193,-0.117,0.591,0.00542843,0.00553013,0.00591314,-1.57e-05,-1.54e-06,7.78e-06
2434,6.218,1.274,0.308,550.43,34.074,6.982,1.688,-97.617,-72.941,-33.337,0.229,0.722,1.095,0.00508688,0.0052493,0.00550997,3.01e-06,9.5e-06,1.441e-05
2435,6.218,1.274,0.34,504.04,31.065,6.366,1.701,-85.89,-64.688,-28.696,-1.04,0.183,1.967,0.00465012,0.00478967,0.00502657,-1.369e-05,2.41e-06,2.589e-05
2436,6.218,1.274,0.373,446.05,27.305,5.595,1.637,-72.763,-65.505,-24.28,1.889,1.833,-0.107,0.00411124,0.00415902,0.00443036,2.486e-05,2.413e-05,-1.4e-06
2437,6.218,1.784,0.016,523.07,32.3,9.267,0.084,-87.333,-80.772,-35.997,-0.919,1.127,-1.125,0.0048695,0.00491268,0.00520739,-1.21e-05,1.484e-05,-1.481e-05
2438,6.218,1.784,0.049,591.67,36.748,10.543,0.287,-109.96,-91.612,-39.663,-1.809,-1.252,-1.239,0.00548143,0.00560219,0.00594412,-2.381e-05,-1.648e-05,-1.631e-05
2439,6.218,1.784,0.081,646.55,40.307,11.564,0.525,-116.185,-91.297,-41.404,-1.817,0.691,-0.72,0.00602218,0.006186,0.00651439,-2.392e-05,9.1e-06,-9.48e-06
2440,6.218,1.784,0.113,687.71,42.976,12.33,0.784,-122.987,-103.793,-41.903,-0.998,-1.663,-1.199,0.0064309,0.00655723,0.00696459,-1.314e-05,-2.189e-05,-1.578e-05
2441,6.218,1.784,0.146,715.15,44.756,12.84,1.05,-122.841,-104.853,-47.867,1.27,-4.624,-0.198,0.00672646,0.00684485,0.00721993,1.672e-05,-6.087e-05,-2.61e-06
2442,6.218,1.784,0.178,728.87,45.645,13.095,1.309,-130.46,-102.32,-44.693,-0.133,1.895,1.039,0.00682174,0.00700696,0.00738626,-1.75e-06,2.495e-05,1.368e-05
2443,6.218,1.784,0.211,728.87,45.645,13.095,1.547,-126.001,-119.78,-46.265,0.969,2.034,1.183,0.0068689,0.00690984,0.00739372,1.276e-05,2.677e-05,1.557e-05
2444,6.218,1.784,0.243,715.15,44.756,12.84,1.75,-125.271,-112.454,-43.395,2.035,0.379,-4.052,0.00671726,0.00680161,0.00725616,2.679e-05,4.99e-06,-5.335e-05
