Mix_ID,Temperature_C,Data_Type,Property_Type,Ultimate_Autogenous_Shrinkage_Mean,Ultimate_Autogenous_Shrinkage_Std,Ultimate_Drying_Shrinkage_Mean,Ultimate_Drying_Shrinkage_Std,Shrinkage_Time_Constant_Mean_days,Shrinkage_Time_Constant_Std_days,Humidity_Factor_Mean,Humidity_Factor_Std,Rubber_Content_Percent,Particle_Size
R10L,260,Calibration,Deformation,1.61e-04,4.03e-05,5.95e-04,1.19e-04,26.2,4.7,0.795,0.079,10.0,large
R10L,270,Calibration,Deformation,1.63e-04,4.07e-05,6.01e-04,1.20e-04,26.1,4.7,0.793,0.079,10.0,large
R10L,280,Calibration,Deformation,1.64e-04,4.11e-05,6.06e-04,1.21e-04,26.0,4.7,0.791,0.079,10.0,large
R10L,290,Calibration,Deformation,1.66e-04,4.15e-05,6.12e-04,1.22e-04,25.9,4.7,0.789,0.079,10.0,large
R10L,300,Validation,Deformation,1.67e-04,4.18e-05,6.17e-04,1.23e-04,25.8,4.6,0.787,0.079,10.0,large
R10L,310,Calibration,Deformation,1.69e-04,4.22e-05,6.23e-04,1.25e-04,25.7,4.6,0.785,0.078,10.0,large
R10L,320,Calibration,Deformation,1.70e-04,4.26e-05,6.28e-04,1.26e-04,25.6,4.6,0.783,0.078,10.0,large
R10L,330,Calibration,Deformation,1.72e-04,4.30e-05,6.33e-04,1.27e-04,25.5,4.6,0.781,0.078,10.0,large
R10L,340,Calibration,Deformation,1.73e-04,4.33e-05,6.39e-04,1.28e-04,25.4,4.6,0.779,0.078,10.0,large
R10L,350,Calibration,Deformation,1.75e-04,4.37e-05,6.44e-04,1.29e-04,25.3,4.6,0.777,0.078,10.0,large
R10L,360,Calibration,Deformation,1.76e-04,4.41e-05,6.49e-04,1.30e-04,25.2,4.5,0.775,0.077,10.0,large
R10L,370,Calibration,Deformation,1.78e-04,4.44e-05,6.54e-04,1.31e-04,25.1,4.5,0.773,0.077,10.0,large
R10L,380,Validation,Deformation,1.79e-04,4.48e-05,6.59e-04,1.32e-04,25.0,4.5,0.771,0.077,10.0,large
R10L,390,Validation,Deformation,1.81e-04,4.51e-05,6.64e-04,1.33e-04,25.0,4.5,0.769,0.077,10.0,large
R10L,400,Calibration,Deformation,1.82e-04,4.55e-05,6.69e-04,1.34e-04,24.9,4.5,0.767,0.077,10.0,large
R10L,410,Calibration,Deformation,1.83e-04,4.58e-05,6.74e-04,1.35e-04,24.8,4.5,0.765,0.076,10.0,large
R10L,420,Calibration,Deformation,1.85e-04,4.62e-05,6.79e-04,1.36e-04,24.7,4.4,0.763,0.076,10.0,large
R10L,430,Calibration,Deformation,1.86e-04,4.65e-05,6.84e-04,1.37e-04,24.6,4.4,0.761,0.076,10.0,large
R10L,440,Calibration,Deformation,1.87e-04,4.69e-05,6.89e-04,1.38e-04,24.5,4.4,0.759,0.076,10.0,large
R10L,450,Calibration,Deformation,1.89e-04,4.72e-05,6.93e-04,1.39e-04,24.4,4.4,0.757,0.076,10.0,large
R10L,460,Calibration,Deformation,1.90e-04,4.75e-05,6.98e-04,1.40e-04,24.3,4.4,0.755,0.076,10.0,large
R10L,470,Calibration,Deformation,1.91e-04,4.79e-05,7.03e-04,1.41e-04,24.2,4.4,0.753,0.075,10.0,large
R10L,480,Calibration,Deformation,1.93e-04,4.82e-05,7.08e-04,1.42e-04,24.1,4.3,0.751,0.075,10.0,large
R10L,490,Calibration,Deformation,1.94e-04,4.85e-05,7.12e-04,1.42e-04,24.0,4.3,0.749,0.075,10.0,large
R10L,500,Validation,Deformation,1.95e-04,4.88e-05,7.17e-04,1.43e-04,23.9,4.3,0.747,0.075,10.0,large
R10L,510,Validation,Deformation,1.97e-04,4.92e-05,7.22e-04,1.44e-04,23.8,4.3,0.746,0.075,10.0,large
R10L,520,Calibration,Deformation,1.98e-04,4.95e-05,7.26e-04,1.45e-04,23.7,4.3,0.744,0.074,10.0,large
R10L,530,Validation,Deformation,1.99e-04,4.98e-05,7.31e-04,1.46e-04,23.6,4.3,0.742,0.074,10.0,large
R10L,540,Calibration,Deformation,2.01e-04,5.01e-05,7.35e-04,1.47e-04,23.6,4.2,0.74,0.074,10.0,large
R10L,550,Validation,Deformation,2.02e-04,5.05e-05,7.40e-04,1.48e-04,23.5,4.2,0.738,0.074,10.0,large
R10L,560,Validation,Deformation,2.03e-04,5.08e-05,7.45e-04,1.49e-04,23.4,4.2,0.736,0.074,10.0,large
R10L,570,Calibration,Deformation,2.04e-04,5.11e-05,7.49e-04,1.50e-04,23.3,4.2,0.734,0.073,10.0,large
R10L,580,Calibration,Deformation,2.06e-04,5.14e-05,7.54e-04,1.51e-04,23.2,4.2,0.732,0.073,10.0,large
R10L,590,Calibration,Deformation,2.07e-04,5.17e-05,7.58e-04,1.52e-04,23.1,4.2,0.73,0.073,10.0,large
R10L,600,Calibration,Deformation,2.08e-04,5.20e-05,7.63e-04,1.53e-04,23.0,4.1,0.729,0.073,10.0,large
R10L,610,Calibration,Deformation,2.09e-04,5.23e-05,7.67e-04,1.53e-04,22.9,4.1,0.727,0.073,10.0,large
R10L,620,Calibration,Deformation,2.11e-04,5.26e-05,7.71e-04,1.54e-04,22.8,4.1,0.725,0.072,10.0,large
R10L,630,Calibration,Deformation,2.12e-04,5.29e-05,7.76e-04,1.55e-04,22.8,4.1,0.723,0.072,10.0,large
R10L,640,Validation,Deformation,2.13e-04,5.33e-05,7.80e-04,1.56e-04,22.7,4.1,0.721,0.072,10.0,large
R10L,650,Validation,Deformation,2.14e-04,5.36e-05,7.85e-04,1.57e-04,22.6,4.1,0.719,0.072,10.0,large
R10L,660,Calibration,Deformation,2.15e-04,5.39e-05,7.89e-04,1.58e-04,22.5,4.0,0.717,0.072,10.0,large
R10L,670,Calibration,Deformation,2.17e-04,5.42e-05,7.93e-04,1.59e-04,22.4,4.0,0.716,0.072,10.0,large
R10L,680,Calibration,Deformation,2.18e-04,5.45e-05,7.98e-04,1.60e-04,22.3,4.0,0.714,0.071,10.0,large
R10L,690,Calibration,Deformation,2.19e-04,5.48e-05,8.02e-04,1.60e-04,22.2,4.0,0.712,0.071,10.0,large
R10L,700,Validation,Deformation,2.20e-04,5.51e-05,8.06e-04,1.61e-04,22.1,4.0,0.71,0.071,10.0,large
R10L,710,Calibration,Deformation,2.21e-04,5.54e-05,8.11e-04,1.62e-04,22.1,4.0,0.708,0.071,10.0,large
R10L,720,Calibration,Deformation,2.23e-04,5.57e-05,8.15e-04,1.63e-04,22.0,4.0,0.706,0.071,10.0,large
R10L,730,Calibration,Deformation,2.24e-04,5.60e-05,8.19e-04,1.64e-04,21.9,3.9,0.705,0.07,10.0,large
R10L,740,Calibration,Deformation,2.25e-04,5.63e-05,8.24e-04,1.65e-04,21.8,3.9,0.703,0.07,10.0,large
R10L,750,Calibration,Deformation,2.26e-04,5.66e-05,8.28e-04,1.66e-04,21.7,3.9,0.701,0.07,10.0,large
R10L,760,Validation,Deformation,2.27e-04,5.68e-05,8.32e-04,1.66e-04,21.6,3.9,0.699,0.07,10.0,large
R10L,770,Calibration,Deformation,2.29e-04,5.71e-05,8.36e-04,1.67e-04,21.6,3.9,0.697,0.07,10.0,large
R10L,780,Calibration,Deformation,2.30e-04,5.74e-05,8.41e-04,1.68e-04,21.5,3.9,0.696,0.07,10.0,large
R10L,790,Calibration,Deformation,2.31e-04,5.77e-05,8.45e-04,1.69e-04,21.4,3.9,0.694,0.069,10.0,large
R10L,800,Validation,Deformation,2.32e-04,5.80e-05,8.49e-04,1.70e-04,21.3,3.8,0.692,0.069,10.0,large
