Mix_ID,Temperature_C,Data_Type,Property_Type,Creep_Coefficient_A_Mean,Creep_Coefficient_A_Std,Stress_Exponent_n_Mean,Stress_Exponent_n_Std,Time_Exponent_m_Mean,Time_Exponent_m_Std,Activation_Energy_Mean_J_mol,Activation_Energy_Std_J_mol,Rubber_Content_Percent,Particle_Size
R10L,410,Calibration,Deformation,8.95e-08,2.69e-08,1.281,0.192,0.1736,0.0208,44406.0,4441.0,10.0,large
R10L,420,Validation,Deformation,1.00e-07,3.01e-08,1.282,0.192,0.1735,0.0208,44406.0,4441.0,10.0,large
R10L,430,Calibration,Deformation,1.12e-07,3.35e-08,1.284,0.193,0.1733,0.0208,44406.0,4441.0,10.0,large
R10L,440,Validation,Deformation,1.24e-07,3.73e-08,1.285,0.193,0.1732,0.0208,44406.0,4441.0,10.0,large
R10L,450,Validation,Deformation,1.38e-07,4.14e-08,1.287,0.193,0.1731,0.0208,44406.0,4441.0,10.0,large
R10L,460,Calibration,Deformation,1.53e-07,4.58e-08,1.289,0.193,0.173,0.0208,44406.0,4441.0,10.0,large
R10L,470,Calibration,Deformation,1.68e-07,5.05e-08,1.29,0.194,0.1729,0.0207,44406.0,4441.0,10.0,large
R10L,480,Validation,Deformation,1.85e-07,5.55e-08,1.292,0.194,0.1728,0.0207,44406.0,4441.0,10.0,large
R10L,490,Calibration,Deformation,2.03e-07,6.09e-08,1.293,0.194,0.1727,0.0207,44406.0,4441.0,10.0,large
R10L,500,Calibration,Deformation,2.22e-07,6.67e-08,1.295,0.194,0.1725,0.0207,44406.0,4441.0,10.0,large
R10L,510,Validation,Deformation,2.43e-07,7.29e-08,1.296,0.194,0.1724,0.0207,44406.0,4441.0,10.0,large
R10L,520,Validation,Deformation,2.65e-07,7.94e-08,1.298,0.195,0.1723,0.0207,44406.0,4441.0,10.0,large
R10L,530,Validation,Deformation,2.88e-07,8.64e-08,1.3,0.195,0.1722,0.0207,44406.0,4441.0,10.0,large
R10L,540,Validation,Deformation,3.12e-07,9.37e-08,1.301,0.195,0.1721,0.0207,44406.0,4441.0,10.0,large
R10L,550,Calibration,Deformation,3.38e-07,1.01e-07,1.303,0.195,0.172,0.0206,44406.0,4441.0,10.0,large
R10L,560,Calibration,Deformation,3.66e-07,1.10e-07,1.304,0.196,0.1719,0.0206,44406.0,4441.0,10.0,large
R10L,570,Validation,Deformation,3.95e-07,1.18e-07,1.306,0.196,0.1717,0.0206,44406.0,4441.0,10.0,large
R10L,580,Calibration,Deformation,4.25e-07,1.28e-07,1.307,0.196,0.1716,0.0206,44406.0,4441.0,10.0,large
R10L,590,Calibration,Deformation,4.57e-07,1.37e-07,1.309,0.196,0.1715,0.0206,44406.0,4441.0,10.0,large
R10L,600,Validation,Deformation,4.91e-07,1.47e-07,1.311,0.197,0.1714,0.0206,44406.0,4441.0,10.0,large
R10L,610,Calibration,Deformation,5.26e-07,1.58e-07,1.312,0.197,0.1713,0.0206,44406.0,4441.0,10.0,large
R10L,620,Calibration,Deformation,5.63e-07,1.69e-07,1.314,0.197,0.1712,0.0205,44406.0,4441.0,10.0,large
R10L,630,Calibration,Deformation,6.01e-07,1.80e-07,1.315,0.197,0.1711,0.0205,44406.0,4441.0,10.0,large
R10L,640,Calibration,Deformation,6.41e-07,1.92e-07,1.317,0.198,0.1709,0.0205,44406.0,4441.0,10.0,large
R10L,650,Calibration,Deformation,6.83e-07,2.05e-07,1.318,0.198,0.1708,0.0205,44406.0,4441.0,10.0,large
R10L,660,Calibration,Deformation,7.27e-07,2.18e-07,1.32,0.198,0.1707,0.0205,44406.0,4441.0,10.0,large
R10L,670,Calibration,Deformation,7.72e-07,2.32e-07,1.321,0.198,0.1706,0.0205,44406.0,4441.0,10.0,large
R10L,680,Calibration,Deformation,8.20e-07,2.46e-07,1.323,0.198,0.1705,0.0205,44406.0,4441.0,10.0,large
R10L,690,Validation,Deformation,8.69e-07,2.61e-07,1.325,0.199,0.1704,0.0204,44406.0,4441.0,10.0,large
R10L,700,Calibration,Deformation,9.20e-07,2.76e-07,1.326,0.199,0.1703,0.0204,44406.0,4441.0,10.0,large
R10L,710,Validation,Deformation,9.73e-07,2.92e-07,1.328,0.199,0.1701,0.0204,44406.0,4441.0,10.0,large
R10L,720,Calibration,Deformation,1.03e-06,3.08e-07,1.329,0.199,0.17,0.0204,44406.0,4441.0,10.0,large
R10L,730,Calibration,Deformation,1.08e-06,3.25e-07,1.331,0.2,0.1699,0.0204,44406.0,4441.0,10.0,large
R10L,740,Validation,Deformation,1.14e-06,3.43e-07,1.332,0.2,0.1698,0.0204,44406.0,4441.0,10.0,large
R10L,750,Calibration,Deformation,1.20e-06,3.61e-07,1.334,0.2,0.1697,0.0204,44406.0,4441.0,10.0,large
R10L,760,Validation,Deformation,1.27e-06,3.80e-07,1.336,0.2,0.1696,0.0203,44406.0,4441.0,10.0,large
R10L,770,Calibration,Deformation,1.33e-06,3.99e-07,1.337,0.201,0.1695,0.0203,44406.0,4441.0,10.0,large
R10L,780,Validation,Deformation,1.40e-06,4.19e-07,1.339,0.201,0.1693,0.0203,44406.0,4441.0,10.0,large
R10L,790,Calibration,Deformation,1.46e-06,4.39e-07,1.34,0.201,0.1692,0.0203,44406.0,4441.0,10.0,large
R10L,800,Validation,Deformation,1.53e-06,4.60e-07,1.342,0.201,0.1691,0.0203,44406.0,4441.0,10.0,large
