Material,Temperature_C,Stress_MPa,Time_hours,Creep_Strain_percent
LSM,900,50,282.8282828282828,1.1005058127749259e-24
LSM,900,50,292.9292929292929,1.0775309184941607e-24
LSM,900,50,303.030303030303,1.1608137691818446e-24
LSM,900,50,313.1313131313131,1.2230747777222304e-24
LSM,900,50,323.2323232323232,1.1573597694321282e-24
LSM,900,50,333.3333333333333,1.1900523931857002e-24
LSM,900,50,343.4343434343434,1.1893820142176831e-24
LSM,900,50,353.5353535353535,1.1745164381357465e-24
LSM,900,50,363.6363636363636,1.1475090966664442e-24
LSM,900,50,373.73737373737373,1.2012034083380775e-24
LSM,900,50,383.83838383838383,1.1885523545922572e-24
LSM,900,50,393.93939393939394,1.3173750202317953e-24
LSM,900,50,404.04040404040404,1.2616871281102684e-24
LSM,900,50,414.1414141414141,1.2653570378194162e-24
LSM,900,50,424.2424242424242,1.3254475800425501e-24
LSM,900,50,434.3434343434343,1.2593623668955546e-24
LSM,900,50,444.4444444444444,1.2849996776606935e-24
LSM,900,50,454.5454545454545,1.3298449852764462e-24
LSM,900,50,464.6464646464646,1.3801749178191334e-24
LSM,900,50,474.7474747474747,1.370745507166573e-24
LSM,900,50,484.8484848484848,1.3719867168952392e-24
LSM,900,50,494.9494949494949,1.3763378101390644e-24
LSM,900,50,505.050505050505,1.400882039146855e-24
LSM,900,50,515.1515151515151,1.403710259430985e-24
LSM,900,50,525.2525252525252,1.362700201838555e-24
LSM,900,50,535.3535353535353,1.4188624923822146e-24
LSM,900,50,545.4545454545454,1.3815555589005679e-24
LSM,900,50,555.5555555555555,1.4415516931519667e-24
LSM,900,50,565.6565656565656,1.427569815772971e-24
LSM,900,50,575.7575757575758,1.5698763977044295e-24
LSM,900,50,585.8585858585858,1.4671723212886383e-24
LSM,900,50,595.959595959596,1.4167025255830329e-24
LSM,900,50,606.060606060606,1.482991892577842e-24
LSM,900,50,616.1616161616162,1.522216468429624e-24
LSM,900,50,626.2626262626262,1.584379031208887e-24
LSM,900,50,636.3636363636364,1.49148071888063e-24
LSM,900,50,646.4646464646464,1.4553899587952725e-24
LSM,900,50,656.5656565656565,1.575104920420004e-24
LSM,900,50,666.6666666666666,1.4827805407831409e-24
LSM,900,50,676.7676767676767,1.5358182909839961e-24
LSM,900,50,686.8686868686868,1.5533311414857168e-24
LSM,900,50,696.9696969696969,1.5713085045847132e-24
LSM,900,50,707.070707070707,1.6164291798509705e-24
LSM,900,50,717.1717171717171,1.5600330285315397e-24
LSM,900,50,727.2727272727273,1.588480610150479e-24
LSM,900,50,737.3737373737373,1.6098047134209973e-24
LSM,900,50,747.4747474747475,1.6265500477383465e-24
LSM,900,50,757.5757575757575,1.6327783351764945e-24
LSM,900,50,767.6767676767677,1.65805628564211e-24
LSM,900,50,777.7777777777777,1.68687808452014e-24
LSM,900,50,787.8787878787879,1.6732218559476966e-24
LSM,900,50,797.9797979797979,1.6848090881738007e-24
LSM,900,50,808.0808080808081,1.59127844812292e-24
LSM,900,50,818.1818181818181,1.6814267015442915e-24
LSM,900,50,828.2828282828282,1.711427369064978e-24
LSM,900,50,838.3838383838383,1.7324318243067587e-24
LSM,900,50,848.4848484848484,1.668115850391733e-24
LSM,900,50,858.5858585858585,1.6777415290192856e-24
LSM,900,50,868.6868686868686,1.6899909234446477e-24
LSM,900,50,878.7878787878788,1.7553791184803372e-24
LSM,900,50,888.8888888888888,1.7893227024036742e-24
LSM,900,50,898.989898989899,1.7220453149211087e-24
LSM,900,50,909.090909090909,1.7988645547553104e-24
LSM,900,50,919.1919191919192,1.765437709927693e-24
LSM,900,50,929.2929292929292,1.7600411517810764e-24
LSM,900,50,939.3939393939394,1.7630325725670732e-24
LSM,900,50,949.4949494949494,1.8218025012025377e-24
LSM,900,50,959.5959595959596,1.8069277013716023e-24
LSM,900,50,969.6969696969696,1.9196474589043403e-24
LSM,900,50,979.7979797979797,1.758291228919635e-24
LSM,900,50,989.8989898989898,1.840004078114059e-24
LSM,900,50,1000.0,1.790333359881652e-24
LSM,900,75,0.0,0.0
LSM,900,75,10.1010101010101,6.343609473383922e-25
LSM,900,75,20.2020202020202,8.591775561202796e-25
LSM,900,75,30.3030303030303,1.014955268592926e-24
LSM,900,75,40.4040404040404,1.2333429330899658e-24
LSM,900,75,50.505050505050505,1.233089726418238e-24
LSM,900,75,60.6060606060606,1.2885245767159746e-24
LSM,900,75,70.7070707070707,1.430191769925895e-24
LSM,900,75,80.8080808080808,1.403267940822456e-24
LSM,900,75,90.9090909090909,1.564263072434495e-24
LSM,900,75,101.01010101010101,1.63689670755827e-24
LSM,900,75,111.1111111111111,1.7402067864554312e-24
LSM,900,75,121.2121212121212,1.8112919958828598e-24
LSM,900,75,131.3131313131313,1.78969443315385e-24
LSM,900,75,141.4141414141414,1.8633608952764923e-24
LSM,900,75,151.5151515151515,1.87996983513945e-24
LSM,900,75,161.6161616161616,1.90769410365956e-24
LSM,900,75,171.7171717171717,2.0417897445411843e-24
LSM,900,75,181.8181818181818,1.9906865985996903e-24
LSM,900,75,191.91919191919192,2.08870925270417e-24
LSM,900,75,202.02020202020202,2.094407018840718e-24
LSM,900,75,212.1212121212121,2.2377088254823003e-24
LSM,900,75,222.2222222222222,2.3639587571682724e-24
LSM,900,75,232.3232323232323,2.193842911038564e-24
LSM,900,75,242.4242424242424,2.1930945381521783e-24
LSM,900,75,252.5252525252525,2.351572386191464e-24
LSM,900,75,262.6262626262626,2.398867991493169e-24
LSM,900,75,272.7272727272727,2.4501778690203787e-24
LSM,900,75,282.8282828282828,2.4368086601535857e-24
LSM,900,75,292.9292929292929,2.4897155883042696e-24
LSM,900,75,303.030303030303,2.566983430195669e-24
LSM,900,75,313.1313131313131,2.6528064243057563e-24
LSM,900,75,323.2323232323232,2.4525788447796636e-24
LSM,900,75,333.3333333333333,2.6084616748459934e-24
LSM,900,75,343.4343434343434,2.6864631314583064e-24
LSM,900,75,353.5353535353535,2.6261033826019367e-24
LSM,900,75,363.6363636363636,2.8729130152647156e-24
LSM,900,75,373.73737373737373,2.7085362458881752e-24
LSM,900,75,383.83838383838383,2.787325218664346e-24
LSM,900,75,393.93939393939394,2.866968628992349e-24
LSM,900,75,404.04040404040404,2.798102592760844e-24
LSM,900,75,414.1414141414141,2.717536023604722e-24
LSM,900,75,424.2424242424242,2.867419017872552e-24
LSM,900,75,434.3434343434343,3.02279980798314e-24
LSM,900,75,444.4444444444444,2.9294218899945713e-24
LSM,900,75,454.5454545454545,2.9102282588702403e-24
LSM,900,75,464.6464646464646,3.0960764377493054e-24
LSM,900,75,474.7474747474747,3.0082958266190564e-24
LSM,900,75,484.8484848484848,3.017246830005211e-24
LSM,900,75,494.9494949494949,3.1033721103205518e-24
LSM,900,75,505.050505050505,3.186604569358487e-24
LSM,900,75,515.1515151515151,3.3636676939161925e-24
LSM,900,75,525.2525252525252,3.242352499249078e-24
LSM,900,75,535.3535353535353,3.2989618063125263e-24
LSM,900,75,545.4545454545454,3.1632050512047197e-24
LSM,900,75,555.5555555555555,3.136041135300188e-24
LSM,900,75,565.6565656565656,3.265119584547205e-24
LSM,900,75,575.7575757575758,3.2927331509052897e-24
LSM,900,75,585.8585858585858,3.1981558036929544e-24
LSM,900,75,595.959595959596,3.310270085725016e-24
LSM,900,75,606.060606060606,3.390351773456216e-24
LSM,900,75,616.1616161616162,3.408904011984881e-24
LSM,900,75,626.2626262626262,3.44580176627213e-24
LSM,900,75,636.3636363636364,3.446063183119337e-24
LSM,900,75,646.4646464646464,3.3855407032274855e-24
LSM,900,75,656.5656565656565,3.405886740668603e-24
LSM,900,75,666.6666666666666,3.355222416911285e-24
LSM,900,75,676.7676767676767,3.688882525467801e-24
LSM,900,75,686.8686868686868,3.5236381784320006e-24
LSM,900,75,696.9696969696969,3.518946564831707e-24
LSM,900,75,707.070707070707,3.464007972438859e-24
LSM,900,75,717.1717171717171,3.89917390475948e-24
LSM,900,75,727.2727272727273,3.487636565498277e-24
LSM,900,75,737.3737373737373,3.576992558277613e-24
LSM,900,75,747.4747474747475,3.6888379400170394e-24
LSM,900,75,757.5757575757575,3.728958444141057e-24
LSM,900,75,767.6767676767677,3.788285813323039e-24
LSM,900,75,777.7777777777777,3.902505075548067e-24
LSM,900,75,787.8787878787879,3.777421537426534e-24
LSM,900,75,797.9797979797979,3.621444707072209e-24
LSM,900,75,808.0808080808081,3.7298199243421054e-24
LSM,900,75,818.1818181818181,3.8124032671678686e-24
LSM,900,75,828.2828282828282,4.031639788185547e-24
LSM,900,75,838.3838383838383,3.6545939014510486e-24
LSM,900,75,848.4848484848484,3.9711510410710006e-24
LSM,900,75,858.5858585858585,3.871844224742306e-24
LSM,900,75,868.6868686868686,3.9663674089828304e-24
LSM,900,75,878.7878787878788,3.875157211588928e-24
LSM,900,75,888.8888888888888,3.806173744088069e-24
LSM,900,75,898.989898989899,4.010910533918332e-24
LSM,900,75,909.090909090909,4.017476931244359e-24
LSM,900,75,919.1919191919192,4.072984065071993e-24
LSM,900,75,929.2929292929292,3.973326804160816e-24
LSM,900,75,939.3939393939394,3.920302351947737e-24
LSM,900,75,949.4949494949494,3.821767732907543e-24
LSM,900,75,959.5959595959596,4.125231816308875e-24
LSM,900,75,969.6969696969696,4.0945765308336665e-24
LSM,900,75,979.7979797979797,3.942324054940713e-24
LSM,900,75,989.8989898989898,4.01077844314284e-24
LSM,900,75,1000.0,4.03591777625123e-24
LSM,900,100,0.0,0.0
LSM,900,100,10.1010101010101,1.106433856721375e-24
LSM,900,100,20.2020202020202,1.4904441728976001e-24
LSM,900,100,30.3030303030303,1.7358369649159875e-24
LSM,900,100,40.4040404040404,1.9911609022006017e-24
LSM,900,100,50.505050505050505,2.1554869482409846e-24
LSM,900,100,60.6060606060606,2.255369569263454e-24
LSM,900,100,70.7070707070707,2.6749314989254514e-24
LSM,900,100,80.8080808080808,2.7602347116315677e-24
LSM,900,100,90.9090909090909,2.7234337381627292e-24
LSM,900,100,101.01010101010101,2.932411512865763e-24
LSM,900,100,111.1111111111111,3.0595135978008643e-24
LSM,900,100,121.2121212121212,3.2404859442604935e-24
LSM,900,100,131.3131313131313,3.151147504219348e-24
LSM,900,100,141.4141414141414,3.436702810476677e-24
LSM,900,100,151.5151515151515,3.364562685546404e-24
LSM,900,100,161.6161616161616,3.369573304023012e-24
LSM,900,100,171.7171717171717,3.674541972216703e-24
LSM,900,100,181.8181818181818,3.822070156872282e-24
LSM,900,100,191.91919191919192,4.0519497503194564e-24
LSM,900,100,202.02020202020202,3.6998383791938936e-24
LSM,900,100,212.1212121212121,3.995670633988389e-24
LSM,900,100,222.2222222222222,3.9381001427341e-24
LSM,900,100,232.3232323232323,4.154026973730926e-24
LSM,900,100,242.4242424242424,3.946210915220776e-24
LSM,900,100,252.5252525252525,4.03732636259604e-24
LSM,900,100,262.6262626262626,4.163428372762582e-24
LSM,900,100,272.7272727272727,4.337735895149809e-24
LSM,900,100,282.8282828282828,4.306449054493761e-24
LSM,900,100,292.9292929292929,4.54100659718721e-24
LSM,900,100,303.030303030303,4.652815169446195e-24
LSM,900,100,313.1313131313131,4.655614975379434e-24
LSM,900,100,323.2323232323232,4.856739262545633e-24
LSM,900,100,333.3333333333333,4.747662144714446e-24
LSM,900,100,343.4343434343434,4.572252255866749e-24
LSM,900,100,353.5353535353535,4.997200497754774e-24
LSM,900,100,363.6363636363636,4.7670979923818594e-24
LSM,900,100,373.73737373737373,5.042817986378542e-24
LSM,900,100,383.83838383838383,5.195628227048178e-24
LSM,900,100,393.93939393939394,5.081893640799401e-24
LSM,900,100,404.04040404040404,4.836929719485791e-24
LSM,900,100,414.1414141414141,4.973618325447379e-24
LSM,900,100,424.2424242424242,5.368962722297686e-24
LSM,900,100,434.3434343434343,5.186427480483217e-24
LSM,900,100,444.4444444444444,5.273592806893477e-24
LSM,900,100,454.5454545454545,5.429386482695498e-24
LSM,900,100,464.6464646464646,5.4672880604374725e-24
LSM,900,100,474.7474747474747,5.44686336272868e-24
LSM,900,100,484.8484848484848,5.413264548837889e-24
LSM,900,100,494.9494949494949,5.440959688636791e-24
LSM,900,100,505.050505050505,5.679551162719544e-24
LSM,900,100,515.1515151515151,5.6737632600002895e-24
LSM,900,100,525.2525252525252,5.581179892309881e-24
LSM,900,100,535.3535353535353,5.851605076126595e-24
LSM,900,100,545.4545454545454,5.6880458079798046e-24
LSM,900,100,555.5555555555555,5.605246337879416e-24
LSM,900,100,565.6565656565656,5.661902679833684e-24
LSM,900,100,575.7575757575758,5.663659545206752e-24
LSM,900,100,585.8585858585858,5.8277033718274335e-24
LSM,900,100,595.959595959596,6.134998779192426e-24
LSM,900,100,606.060606060606,5.812089637525852e-24
LSM,900,100,616.1616161616162,6.0293520805895574e-24
LSM,900,100,626.2626262626262,5.915689690011177e-24
LSM,900,100,636.3636363636364,6.025892672529593e-24
LSM,900,100,646.4646464646464,5.8348320194452135e-24
LSM,900,100,656.5656565656565,6.1090326602654304e-24
LSM,900,100,666.6666666666666,6.151435366173105e-24
LSM,900,100,676.7676767676767,6.3256158094429924e-24
LSM,900,100,686.8686868686868,6.3036626484053316e-24
LSM,900,100,696.9696969696969,6.071953101689522e-24
LSM,900,100,707.070707070707,6.5407898835457676e-24
LSM,900,100,717.1717171717171,6.41098474543155e-24
LSM,900,100,727.2727272727273,6.444662530879177e-24
LSM,900,100,737.3737373737373,6.440202156928169e-24
LSM,900,100,747.4747474747475,6.376523735088664e-24
LSM,900,100,757.5757575757575,6.5545516954936595e-24
LSM,900,100,767.6767676767677,6.639999091495903e-24
LSM,900,100,777.7777777777777,6.23603007435802e-24
LSM,900,100,787.8787878787879,6.508052946412911e-24
LSM,900,100,797.9797979797979,6.597910416457133e-24
LSM,900,100,808.0808080808081,6.733654781943684e-24
LSM,900,100,818.1818181818181,6.956001086910986e-24
LSM,900,100,828.2828282828282,6.5923831496417046e-24
LSM,900,100,838.3838383838383,6.680122606559816e-24
LSM,900,100,848.4848484848484,6.709221489489236e-24
LSM,900,100,858.5858585858585,6.681700472154111e-24
LSM,900,100,868.6868686868686,6.806788100063482e-24
LSM,900,100,878.7878787878788,7.070107372445645e-24
LSM,900,100,888.8888888888888,6.722504495261381e-24
LSM,900,100,898.989898989899,7.062922932742932e-24
LSM,900,100,909.090909090909,6.647021866766202e-24
LSM,900,100,919.1919191919192,6.917205909708164e-24
LSM,900,100,929.2929292929292,6.996662408579485e-24
LSM,900,100,939.3939393939394,7.453738230662074e-24
LSM,900,100,949.4949494949494,7.068804253969147e-24
LSM,900,100,959.5959595959596,6.685116499285244e-24
LSM,900,100,969.6969696969696,6.756810743349259e-24
LSM,900,100,979.7979797979797,7.225066374819573e-24
LSM,900,100,989.8989898989898,7.380816805302001e-24
LSM,900,100,1000.0,7.358825310739468e-24
LSM,900,125,0.0,0.0
LSM,900,125,10.1010101010101,1.818393237554123e-24
LSM,900,125,20.2020202020202,2.470625394678302e-24
LSM,900,125,30.3030303030303,2.762299517211487e-24
LSM,900,125,40.4040404040404,3.2347439026610585e-24
LSM,900,125,50.505050505050505,3.275643388419452e-24
LSM,900,125,60.6060606060606,3.604268330446033e-24
LSM,900,125,70.7070707070707,3.7268627348049465e-24
LSM,900,125,80.8080808080808,4.122401334826963e-24
LSM,900,125,90.9090909090909,4.3511483364352045e-24
LSM,900,125,101.01010101010101,4.5603072555187245e-24
LSM,900,125,111.1111111111111,4.73012511585607e-24
LSM,900,125,121.2121212121212,4.75254531251208e-24
LSM,900,125,131.3131313131313,5.018820441997246e-24
LSM,900,125,141.4141414141414,4.965916957135972e-24
LSM,900,125,151.5151515151515,5.563578750791026e-24
LSM,900,125,161.6161616161616,5.434805499493742e-24
LSM,900,125,171.7171717171717,5.5369782047623974e-24
LSM,900,125,181.8181818181818,6.023415218179719e-24
LSM,900,125,191.91919191919192,5.656100975844891e-24
LSM,900,125,202.02020202020202,5.794335293190017e-24
LSM,900,125,212.1212121212121,5.913915952335351e-24
LSM,900,125,222.2222222222222,6.217186848659561e-24
LSM,900,125,232.3232323232323,6.423751414838705e-24
LSM,900,125,242.4242424242424,6.593655772212702e-24
LSM,900,125,252.5252525252525,7.062625827962839e-24
LSM,900,125,262.6262626262626,6.210922971762522e-24
LSM,900,125,272.7272727272727,6.885176934750578e-24
LSM,900,125,282.8282828282828,6.746105655085131e-24
LSM,900,125,292.9292929292929,6.835352599981227e-24
LSM,900,125,303.030303030303,6.921617798383563e-24
LSM,900,125,313.1313131313131,6.951045103903459e-24
LSM,900,125,323.2323232323232,7.602927676490277e-24
LSM,900,125,333.3333333333333,7.511962341098463e-24
LSM,900,125,343.4343434343434,7.419996699456172e-24
LSM,900,125,353.5353535353535,7.805344119843334e-24
LSM,900,125,363.6363636363636,7.24208207530707e-24
LSM,900,125,373.73737373737373,7.363726066335986e-24
LSM,900,125,383.83838383838383,7.245653795159918e-24
LSM,900,125,393.93939393939394,7.66878142721978e-24
LSM,900,125,404.04040404040404,7.951254974565348e-24
LSM,900,125,414.1414141414141,8.01607257454755e-24
LSM,900,125,424.2424242424242,8.10496521464472e-24
LSM,900,125,434.3434343434343,7.800321908464071e-24
LSM,900,125,444.4444444444444,8.41843181100391e-24
LSM,900,125,454.5454545454545,8.35422058291588e-24
LSM,900,125,464.6464646464646,8.551858469376837e-24
LSM,900,125,474.7474747474747,7.96087598733742e-24
LSM,900,125,484.8484848484848,8.591046046213809e-24
LSM,900,125,494.9494949494949,8.276197115879736e-24
LSM,900,125,505.050505050505,8.548507108937188e-24
LSM,900,125,515.1515151515151,8.860230911807142e-24
LSM,900,125,525.2525252525252,8.812448582043882e-24
LSM,900,125,535.3535353535353,8.629420567014004e-24
LSM,900,125,545.4545454545454,8.923788362755955e-24
LSM,900,125,555.5555555555555,8.574879766725985e-24
LSM,900,125,565.6565656565656,9.365244224532541e-24
LSM,900,125,575.7575757575758,9.061020120619946e-24
LSM,900,125,585.8585858585858,9.488890896358608e-24
LSM,900,125,595.959595959596,9.097791634720986e-24
LSM,900,125,606.060606060606,9.159985941547915e-24
LSM,900,125,616.1616161616162,9.153129373068817e-24
LSM,900,125,626.2626262626262,9.676867248066902e-24
LSM,900,125,636.3636363636364,9.287598110532415e-24
LSM,900,125,646.4646464646464,9.734198085597236e-24
LSM,900,125,656.5656565656565,9.49868883704838e-24
LSM,900,125,666.6666666666666,9.094702424898942e-24
LSM,900,125,676.7676767676767,9.559719001836998e-24
LSM,900,125,686.8686868686868,9.437846328028483e-24
LSM,900,125,696.9696969696969,9.851245873874144e-24
LSM,900,125,707.070707070707,9.544559893483771e-24
LSM,900,125,717.1717171717171,1.0230885399625559e-23
LSM,900,125,727.2727272727273,9.982855758007418e-24
LSM,900,125,737.3737373737373,1.0011960397117327e-23
LSM,900,125,747.4747474747475,1.0319656572255076e-23
LSM,900,125,757.5757575757575,1.0469235515227421e-23
LSM,900,125,767.6767676767677,1.0222886250355504e-23
LSM,900,125,777.7777777777777,1.0044779898172923e-23
LSM,900,125,787.8787878787879,9.785823270180124e-24
LSM,900,125,797.9797979797979,1.0174877203695296e-23
LSM,900,125,808.0808080808081,1.0247763408562611e-23
LSM,900,125,818.1818181818181,1.052680650280723e-23
LSM,900,125,828.2828282828282,1.0435548241169523e-23
LSM,900,125,838.3838383838383,1.0814663228519241e-23
LSM,900,125,848.4848484848484,1.0451074517684216e-23
LSM,900,125,858.5858585858585,1.0679078712385799e-23
LSM,900,125,868.6868686868686,1.1129297392064639e-23
LSM,900,125,878.7878787878788,1.0908088145443427e-23
LSM,900,125,888.8888888888888,1.0827300197940411e-23
LSM,900,125,898.989898989899,1.069921033383423e-23
LSM,900,125,909.090909090909,1.0736862682773877e-23
LSM,900,125,919.1919191919192,1.0712731870688805e-23
LSM,900,125,929.2929292929292,1.0862221347191985e-23
LSM,900,125,939.3939393939394,1.134067014722539e-23
LSM,900,125,949.4949494949494,1.1062685467787577e-23
LSM,900,125,959.5959595959596,1.0731181404618974e-23
LSM,900,125,969.6969696969696,1.1826751997423362e-23
LSM,900,125,979.7979797979797,1.1385906686547686e-23
LSM,900,125,989.8989898989898,1.084604825734869e-23
LSM,900,125,1000.0,1.1219379544835294e-23
LSM,900,150,0.0,0.0
LSM,900,150,10.1010101010101,2.6140557681315045e-24
LSM,900,150,20.2020202020202,3.613633992422959e-24
LSM,900,150,30.3030303030303,3.908752619138486e-24
LSM,900,150,40.4040404040404,4.669072009271156e-24
LSM,900,150,50.505050505050505,5.167991908479249e-24
LSM,900,150,60.6060606060606,5.2343670326611564e-24
LSM,900,150,70.7070707070707,5.627051991408649e-24
LSM,900,150,80.8080808080808,5.799523102893893e-24
LSM,900,150,90.9090909090909,6.23606373048101e-24
LSM,900,150,101.01010101010101,6.5372567076839925e-24
LSM,900,150,111.1111111111111,6.93330229447556e-24
LSM,900,150,121.2121212121212,7.269784147118641e-24
LSM,900,150,131.3131313131313,7.10545689577236e-24
LSM,900,150,141.4141414141414,7.045377166136059e-24
LSM,900,150,151.5151515151515,7.691873736124747e-24
LSM,900,150,161.6161616161616,7.967612967653417e-24
LSM,900,150,171.7171717171717,8.152477687155438e-24
LSM,900,150,181.8181818181818,8.19793297671138e-24
LSM,900,150,191.91919191919192,8.491732536867558e-24
LSM,900,150,202.02020202020202,9.028037087098874e-24
LSM,900,150,212.1212121212121,8.906468414100579e-24
LSM,900,150,222.2222222222222,8.870530502415373e-24
LSM,900,150,232.3232323232323,8.994919360305661e-24
LSM,900,150,242.4242424242424,9.241413161128811e-24
LSM,900,150,252.5252525252525,9.905270194775186e-24
LSM,900,150,262.6262626262626,9.538214393084311e-24
LSM,900,150,272.7272727272727,9.731057924900133e-24
LSM,900,150,282.8282828282828,9.736566819815287e-24
LSM,900,150,292.9292929292929,1.0349496544671882e-23
LSM,900,150,303.030303030303,1.0753082004379656e-23
LSM,900,150,313.1313131313131,1.0429148162349579e-23
LSM,900,150,323.2323232323232,1.0447433487637714e-23
LSM,900,150,333.3333333333333,1.056226538059175e-23
LSM,900,150,343.4343434343434,9.913621667206585e-24
LSM,900,150,353.5353535353535,1.1043360959294091e-23
LSM,900,150,363.6363636363636,1.0968267904885209e-23
LSM,900,150,373.73737373737373,1.1186609037189608e-23
LSM,900,150,383.83838383838383,1.0924865203957806e-23
LSM,900,150,393.93939393939394,1.1149624294249312e-23
LSM,900,150,404.04040404040404,1.1254029674967106e-23
LSM,900,150,414.1414141414141,1.1860328663260586e-23
LSM,900,150,424.2424242424242,1.1487068003468917e-23
LSM,900,150,434.3434343434343,1.2461794751053476e-23
LSM,900,150,444.4444444444444,1.19903334433669e-23
LSM,900,150,454.5454545454545,1.148710202361902e-23
LSM,900,150,464.6464646464646,1.2003215755546304e-23
LSM,900,150,474.7474747474747,1.1916178703591047e-23
LSM,900,150,484.8484848484848,1.144970380011647e-23
LSM,900,150,494.9494949494949,1.2951070372057426e-23
LSM,900,150,505.050505050505,1.2721149877937415e-23
LSM,900,150,515.1515151515151,1.2758296426000287e-23
LSM,900,150,525.2525252525252,1.2718138531105642e-23
LSM,900,150,535.3535353535353,1.2223423974718166e-23
LSM,900,150,545.4545454545454,1.2661434317232706e-23
LSM,900,150,555.5555555555555,1.3269324955380136e-23
LSM,900,150,565.6565656565656,1.2624987270494658e-23
LSM,900,150,575.7575757575758,1.213155557915195e-23
LSM,900,150,585.8585858585858,1.313030066407586e-23
LSM,900,150,595.959595959596,1.3254472745106687e-23
LSM,900,150,606.060606060606,1.3455371019562566e-23
LSM,900,150,616.1616161616162,1.3784593766745152e-23
LSM,900,150,626.2626262626262,1.3837511976835788e-23
LSM,900,150,636.3636363636364,1.3771054450074616e-23
LSM,900,150,646.4646464646464,1.424452820854078e-23
LSM,900,150,656.5656565656565,1.3206336618276648e-23
LSM,900,150,666.6666666666666,1.4132368461161394e-23
LSM,900,150,676.7676767676767,1.426887529819326e-23
LSM,900,150,686.8686868686868,1.356494682980772e-23
LSM,900,150,696.9696969696969,1.3532448064419797e-23
LSM,900,150,707.070707070707,1.3934217684379293e-23
LSM,900,150,717.1717171717171,1.4049797804925133e-23
LSM,900,150,727.2727272727273,1.4740506623444723e-23
LSM,900,150,737.3737373737373,1.422722564047758e-23
LSM,900,150,747.4747474747475,1.419914423507411e-23
LSM,900,150,757.5757575757575,1.4383154291286073e-23
LSM,900,150,767.6767676767677,1.5224155924303498e-23
LSM,900,150,777.7777777777777,1.4812853331183693e-23
LSM,900,150,787.8787878787879,1.4803644015240578e-23
LSM,900,150,797.9797979797979,1.4910346936665693e-23
LSM,900,150,808.0808080808081,1.5617966795753685e-23
LSM,900,150,818.1818181818181,1.4770470827749238e-23
LSM,900,150,828.2828282828282,1.5783671790033403e-23
LSM,900,150,838.3838383838383,1.535457009037757e-23
LSM,900,150,848.4848484848484,1.5257701608453383e-23
LSM,900,150,858.5858585858585,1.655996727476063e-23
LSM,900,150,868.6868686868686,1.498634268245151e-23
LSM,900,150,878.7878787878788,1.5383228536803738e-23
LSM,900,150,888.8888888888888,1.5041948123070546e-23
LSM,900,150,898.989898989899,1.6138531388199554e-23
LSM,900,150,909.090909090909,1.6559156264526602e-23
LSM,900,150,919.1919191919192,1.6623358969312037e-23
LSM,900,150,929.2929292929292,1.6483464217614338e-23
LSM,900,150,939.3939393939394,1.587388677614831e-23
LSM,900,150,949.4949494949494,1.5861298567673827e-23
LSM,900,150,959.5959595959596,1.529761796257955e-23
LSM,900,150,969.6969696969696,1.7160407436163456e-23
LSM,900,150,979.7979797979797,1.6468303903903265e-23
LSM,900,150,989.8989898989898,1.6065918578196984e-23
LSM,900,150,1000.0,1.7025263263360163e-23
Ni-YSZ,700,50,0.0,0.0
Ni-YSZ,700,50,10.1010101010101,1.6421644461873364e-25
Ni-YSZ,700,50,20.2020202020202,2.3388830156776154e-25
Ni-YSZ,700,50,30.3030303030303,2.7588545693579778e-25
Ni-YSZ,700,50,40.4040404040404,3.216982836055884e-25
Ni-YSZ,700,50,50.505050505050505,3.4832662000685964e-25
Ni-YSZ,700,50,60.6060606060606,3.6234280446078726e-25
Ni-YSZ,700,50,70.7070707070707,4.06964867582247e-25
Ni-YSZ,700,50,80.8080808080808,4.447588748558679e-25
Ni-YSZ,700,50,90.9090909090909,4.542631940903322e-25
Ni-YSZ,700,50,101.01010101010101,4.878232135281143e-25
Ni-YSZ,700,50,111.1111111111111,4.820207264011455e-25
Ni-YSZ,700,50,121.2121212121212,5.1709283726276635e-25
Ni-YSZ,700,50,131.3131313131313,5.264291408779437e-25
Ni-YSZ,700,50,141.4141414141414,5.671026858264906e-25
Ni-YSZ,700,50,151.5151515151515,5.727042617186912e-25
Ni-YSZ,700,50,161.6161616161616,6.012184381670319e-25
Ni-YSZ,700,50,171.7171717171717,6.250669671868338e-25
Ni-YSZ,700,50,181.8181818181818,6.33972829793163e-25
Ni-YSZ,700,50,191.91919191919192,6.41596934207534e-25
Ni-YSZ,700,50,202.02020202020202,6.317401626190226e-25
Ni-YSZ,700,50,212.1212121212121,6.65643391949201e-25
Ni-YSZ,700,50,222.2222222222222,6.689101177397725e-25
Ni-YSZ,700,50,232.3232323232323,6.863580343116014e-25
Ni-YSZ,700,50,242.4242424242424,6.98983521523889e-25
Ni-YSZ,700,50,252.5252525252525,6.988653903037341e-25
Ni-YSZ,700,50,262.6262626262626,6.898203602178443e-25
Ni-YSZ,700,50,272.7272727272727,7.30464954567392e-25
Ni-YSZ,700,50,282.8282828282828,7.6210109642804735e-25
Ni-YSZ,700,50,292.9292929292929,7.38631924742995e-25
Ni-YSZ,700,50,303.030303030303,7.819663802851219e-25
Ni-YSZ,700,50,313.1313131313131,8.384367422078154e-25
Ni-YSZ,700,50,323.2323232323232,8.29326439549993e-25
Ni-YSZ,700,50,333.3333333333333,8.56076891924946e-25
Ni-YSZ,700,50,343.4343434343434,8.365868447292867e-25
