Mix_ID,Temperature_C,Data_Type,Property_Type,Compressive_Strength_MPa,Compressive_Strength_Std,Tensile_Strength_MPa,Tensile_Strength_Std,Elastic_Modulus_MPa,Elastic_Modulus_Std,Poisson_Ratio,Poisson_Ratio_Std,Fracture_Energy_N_m,Fracture_Energy_Std
R10L,460,Validation,Mechanical,24.834,2.98,2.145,0.322,11506.4,1150.6,0.2805,0.0224,81.0,12.15
R10L,480,Validation,Mechanical,23.738,2.849,2.023,0.303,10659.0,1065.9,0.2828,0.0226,78.62,11.79
R10L,500,Validation,Mechanical,22.636,2.716,1.902,0.285,9812.5,981.3,0.285,0.0228,76.25,11.44
R10L,520,Validation,Mechanical,21.529,2.584,1.782,0.267,8966.8,896.7,0.2871,0.023,73.88,11.08
R10L,540,Validation,Mechanical,20.417,2.45,1.663,0.249,8122.0,812.2,0.2891,0.0231,71.51,10.73
R10L,560,Validation,Mechanical,19.301,2.316,1.546,0.232,7278.1,727.8,0.291,0.0233,69.14,10.37
R10L,580,Validation,Mechanical,18.18,2.182,1.43,0.215,6435.0,643.5,0.2928,0.0234,66.76,10.01
R10L,600,Validation,Mechanical,17.055,2.047,1.316,0.197,5592.8,559.3,0.2945,0.0236,64.39,9.66
R10L,620,Validation,Mechanical,15.928,1.911,1.204,0.181,5170.7,517.1,0.2962,0.0237,62.02,9.3
R10L,640,Validation,Mechanical,14.797,1.776,1.094,0.164,4749.0,474.9,0.2977,0.0238,59.65,8.95
R10L,660,Validation,Mechanical,13.665,1.64,0.987,0.148,4327.8,432.8,0.2992,0.0239,57.27,8.59
R10L,680,Validation,Mechanical,12.531,1.504,0.882,0.132,3906.9,390.7,0.3006,0.024,54.9,8.24
R10L,700,Validation,Mechanical,11.395,1.367,0.779,0.117,3486.5,348.7,0.3019,0.0242,52.53,7.88
R10L,720,Validation,Mechanical,10.258,1.231,0.68,0.102,3066.6,306.7,0.3032,0.0243,50.16,7.52
R10L,740,Validation,Mechanical,9.12,1.094,0.583,0.088,2647.0,264.7,0.3044,0.0244,47.78,7.17
R10L,760,Validation,Mechanical,7.981,0.958,0.491,0.074,2227.9,222.8,0.3056,0.0244,45.41,6.81
R10L,780,Validation,Mechanical,6.842,0.821,0.402,0.06,1809.3,180.9,0.3067,0.0245,43.04,6.46
R10L,800,Validation,Mechanical,5.703,0.684,0.317,0.048,1391.0,139.1,0.3077,0.0246,40.67,6.1
