timestamp,building_id,total_consumption_kw,hvac_consumption_kw,lighting_consumption_kw,equipment_consumption_kw,other_consumption_kw
2023-07-25 00:00:00,BLD_00081,10.03,4.25,2.67,2.72,0.39
2023-07-25 01:00:00,BLD_00081,9.5,4.25,2.49,2.15,0.61
2023-07-25 02:00:00,BLD_00081,9.79,3.94,2.17,2.4,1.28
2023-07-25 03:00:00,BLD_00081,9.43,4.11,2.34,2.33,0.64
2023-07-25 04:00:00,BLD_00081,9.09,3.87,2.44,2.11,0.68
2023-07-25 05:00:00,BLD_00081,12.84,4.55,3.48,3.37,1.45
2023-07-25 06:00:00,BLD_00081,18.61,7.5,4.88,5.13,1.1
2023-07-25 07:00:00,BLD_00081,24.41,10.13,6.35,5.83,2.1
2023-07-25 08:00:00,BLD_00081,30.01,12.54,6.78,8.17,2.52
2023-07-25 09:00:00,BLD_00081,29.18,11.18,8.14,7.38,2.48
2023-07-25 10:00:00,BLD_00081,32.76,14.72,8.63,7.58,1.84
2023-07-25 11:00:00,BLD_00081,34.02,12.61,8.8,7.79,4.83
2023-07-25 12:00:00,BLD_00081,27.17,9.95,6.28,6.71,4.23
2023-07-25 13:00:00,BLD_00081,32.95,11.58,8.95,9.17,3.24
2023-07-25 14:00:00,BLD_00081,31.41,13.02,6.95,7.62,3.82
2023-07-25 15:00:00,BLD_00081,32.85,11.53,7.42,7.56,6.34
2023-07-25 16:00:00,BLD_00081,34.15,14.67,8.14,7.77,3.56
2023-07-25 17:00:00,BLD_00081,25.82,9.37,5.71,6.29,4.44
2023-07-25 18:00:00,BLD_00081,18.64,7.04,4.17,4.76,2.68
2023-07-25 19:00:00,BLD_00081,11.78,4.79,3.19,3.24,0.56
2023-07-25 20:00:00,BLD_00081,8.94,3.28,2.17,2.37,1.12
2023-07-25 21:00:00,BLD_00081,9.31,3.58,2.18,2.4,1.15
2023-07-25 22:00:00,BLD_00081,9.39,3.58,2.62,2.2,1.0
2023-07-25 23:00:00,BLD_00081,9.73,4.03,2.41,2.62,0.67
2023-07-26 00:00:00,BLD_00081,8.91,3.21,2.34,2.45,0.92
2023-07-26 01:00:00,BLD_00081,9.86,4.02,2.68,2.19,0.96
2023-07-26 02:00:00,BLD_00081,8.74,3.64,2.35,2.01,0.75
2023-07-26 03:00:00,BLD_00081,10.04,3.87,2.4,2.6,1.16
2023-07-26 04:00:00,BLD_00081,9.02,3.39,2.23,2.31,1.1
2023-07-26 05:00:00,BLD_00081,13.41,4.73,3.67,3.09,1.91
2023-07-26 06:00:00,BLD_00081,21.32,8.12,5.62,5.72,1.86
2023-07-26 07:00:00,BLD_00081,23.95,9.85,5.54,5.42,3.15
2023-07-26 08:00:00,BLD_00081,31.24,11.96,7.86,8.45,2.97
2023-07-26 09:00:00,BLD_00081,30.82,11.05,7.44,7.51,4.82
2023-07-26 10:00:00,BLD_00081,32.89,11.84,8.8,7.96,4.3
2023-07-26 11:00:00,BLD_00081,30.35,12.33,7.15,8.1,2.78
2023-07-26 12:00:00,BLD_00081,26.95,9.54,6.84,6.44,4.13
2023-07-26 13:00:00,BLD_00081,26.77,11.58,6.12,6.93,2.14
2023-07-26 14:00:00,BLD_00081,32.32,13.67,8.68,7.53,2.44
2023-07-26 15:00:00,BLD_00081,30.66,13.04,7.35,8.07,2.19
2023-07-26 16:00:00,BLD_00081,32.77,12.6,9.14,8.29,2.73
2023-07-26 17:00:00,BLD_00081,24.45,10.05,6.0,6.73,1.67
2023-07-26 18:00:00,BLD_00081,17.66,7.6,4.47,3.94,1.65
2023-07-26 19:00:00,BLD_00081,12.33,5.37,2.91,2.85,1.19
2023-07-26 20:00:00,BLD_00081,8.98,3.2,1.99,2.3,1.48
2023-07-26 21:00:00,BLD_00081,9.16,3.6,2.43,2.49,0.64
2023-07-26 22:00:00,BLD_00081,10.28,3.68,2.68,2.35,1.57
2023-07-26 23:00:00,BLD_00081,9.29,3.38,2.1,2.59,1.22
2023-07-27 00:00:00,BLD_00081,10.58,4.01,2.57,2.54,1.46
2023-07-27 01:00:00,BLD_00081,9.9,4.11,2.58,2.29,0.92
2023-07-27 02:00:00,BLD_00081,9.59,3.94,2.13,2.16,1.36
2023-07-27 03:00:00,BLD_00081,10.11,3.95,2.75,2.45,0.96
2023-07-27 04:00:00,BLD_00081,9.32,3.79,2.15,2.61,0.78
2023-07-27 05:00:00,BLD_00081,12.59,5.45,3.17,2.86,1.1
2023-07-27 06:00:00,BLD_00081,18.56,6.73,5.03,4.45,2.34
2023-07-27 07:00:00,BLD_00081,23.87,8.73,5.74,6.53,2.88
2023-07-27 08:00:00,BLD_00081,32.35,11.73,7.95,7.49,5.18
2023-07-27 09:00:00,BLD_00081,33.82,12.16,7.86,8.19,5.6
2023-07-27 10:00:00,BLD_00081,32.87,11.6,7.42,7.41,6.44
2023-07-27 11:00:00,BLD_00081,28.89,11.78,6.4,7.94,2.76
2023-07-27 12:00:00,BLD_00081,26.05,10.26,6.71,6.53,2.56
2023-07-27 13:00:00,BLD_00081,30.66,13.4,8.53,8.21,0.52
2023-07-27 14:00:00,BLD_00081,31.52,13.05,7.82,7.29,3.35
2023-07-27 15:00:00,BLD_00081,33.4,12.05,8.99,8.8,3.55
2023-07-27 16:00:00,BLD_00081,31.21,13.57,8.29,7.06,2.29
2023-07-27 17:00:00,BLD_00081,23.94,8.86,5.69,6.21,3.19
2023-07-27 18:00:00,BLD_00081,19.64,7.82,5.23,4.52,2.07
2023-07-27 19:00:00,BLD_00081,12.34,4.95,3.39,2.91,1.1
2023-07-27 20:00:00,BLD_00081,9.27,3.58,2.3,2.47,0.92
2023-07-27 21:00:00,BLD_00081,9.76,3.78,2.44,2.71,0.84
2023-07-27 22:00:00,BLD_00081,9.95,3.92,2.36,2.27,1.41
2023-07-27 23:00:00,BLD_00081,10.07,3.59,2.29,2.62,1.57
2023-07-28 00:00:00,BLD_00081,8.73,3.36,2.3,1.98,1.09
2023-07-28 01:00:00,BLD_00081,8.88,3.13,2.06,2.41,1.29
2023-07-28 02:00:00,BLD_00081,9.41,4.01,2.36,2.33,0.71
2023-07-28 03:00:00,BLD_00081,8.42,3.13,1.92,1.95,1.42
2023-07-28 04:00:00,BLD_00081,8.48,3.74,2.34,2.12,0.29
2023-07-28 05:00:00,BLD_00081,10.66,3.75,2.6,2.94,1.36
2023-07-28 06:00:00,BLD_00081,16.65,6.02,4.36,4.07,2.2
2023-07-28 07:00:00,BLD_00081,23.07,10.17,5.83,5.28,1.79
2023-07-28 08:00:00,BLD_00081,27.73,10.83,6.5,6.92,3.48
2023-07-28 09:00:00,BLD_00081,27.98,10.87,7.72,7.47,1.92
2023-07-28 10:00:00,BLD_00081,28.48,12.38,6.72,7.59,1.78
2023-07-28 11:00:00,BLD_00081,28.66,12.56,7.22,6.58,2.3
2023-07-28 12:00:00,BLD_00081,21.31,8.16,4.73,4.99,3.43
2023-07-28 13:00:00,BLD_00081,26.58,11.22,6.53,6.34,2.5
2023-07-28 14:00:00,BLD_00081,25.92,10.86,5.98,6.76,2.32
2023-07-28 15:00:00,BLD_00081,28.07,10.87,7.84,7.54,1.82
2023-07-28 16:00:00,BLD_00081,29.61,12.59,6.7,7.68,2.64
2023-07-28 17:00:00,BLD_00081,22.79,9.93,5.76,5.91,1.19
2023-07-28 18:00:00,BLD_00081,16.71,7.39,3.89,4.2,1.24
2023-07-28 19:00:00,BLD_00081,12.34,4.5,3.26,3.11,1.47
2023-07-28 20:00:00,BLD_00081,8.13,3.52,2.1,2.03,0.48
2023-07-28 21:00:00,BLD_00081,8.82,3.27,1.97,2.19,1.38
2023-07-28 22:00:00,BLD_00081,9.41,3.93,2.58,2.54,0.36
2023-07-28 23:00:00,BLD_00081,8.84,3.14,2.17,2.37,1.16
2023-07-29 00:00:00,BLD_00081,2.66,0.97,0.7,0.62,0.37
2023-07-29 01:00:00,BLD_00081,2.74,1.03,0.75,0.69,0.26
2023-07-29 02:00:00,BLD_00081,2.77,1.11,0.77,0.66,0.24
2023-07-29 03:00:00,BLD_00081,2.72,1.08,0.74,0.76,0.14
2023-07-29 04:00:00,BLD_00081,2.96,1.17,0.75,0.73,0.31
2023-07-29 05:00:00,BLD_00081,3.47,1.43,0.85,0.78,0.41
2023-07-29 06:00:00,BLD_00081,5.64,2.19,1.5,1.36,0.59
2023-07-29 07:00:00,BLD_00081,8.18,3.66,1.86,2.01,0.66
2023-07-29 08:00:00,BLD_00081,9.19,3.87,2.16,2.33,0.83
2023-07-29 09:00:00,BLD_00081,8.73,3.26,2.05,2.1,1.32
2023-07-29 10:00:00,BLD_00081,9.94,3.71,2.22,2.72,1.29
2023-07-29 11:00:00,BLD_00081,10.34,4.4,2.4,2.63,0.91
2023-07-29 12:00:00,BLD_00081,7.85,3.21,1.9,1.76,0.98
2023-07-29 13:00:00,BLD_00081,9.86,3.73,2.59,2.41,1.13
2023-07-29 14:00:00,BLD_00081,10.14,3.73,2.28,2.49,1.64
2023-07-29 15:00:00,BLD_00081,9.76,3.5,2.7,2.72,0.84
2023-07-29 16:00:00,BLD_00081,9.86,3.97,2.5,2.62,0.76
2023-07-29 17:00:00,BLD_00081,7.59,2.73,1.93,1.75,1.18
2023-07-29 18:00:00,BLD_00081,5.31,2.01,1.29,1.46,0.55
2023-07-29 19:00:00,BLD_00081,3.68,1.4,0.82,0.9,0.56
2023-07-29 20:00:00,BLD_00081,2.82,0.99,0.63,0.78,0.41
2023-07-29 21:00:00,BLD_00081,2.91,1.3,0.79,0.69,0.13
2023-07-29 22:00:00,BLD_00081,2.89,1.29,0.75,0.72,0.12
2023-07-29 23:00:00,BLD_00081,2.86,1.28,0.68,0.76,0.13
2023-07-30 00:00:00,BLD_00081,2.06,0.91,0.55,0.56,0.04
2023-07-30 01:00:00,BLD_00081,1.82,0.66,0.5,0.45,0.21
2023-07-30 02:00:00,BLD_00081,1.8,0.78,0.41,0.47,0.14
2023-07-30 03:00:00,BLD_00081,1.9,0.7,0.42,0.43,0.35
2023-07-30 04:00:00,BLD_00081,1.87,0.66,0.41,0.46,0.35
2023-07-30 05:00:00,BLD_00081,2.45,0.9,0.66,0.65,0.24
2023-07-30 06:00:00,BLD_00081,3.73,1.62,0.94,0.99,0.18
2023-07-30 07:00:00,BLD_00081,5.13,2.04,1.14,1.34,0.61
2023-07-30 08:00:00,BLD_00081,6.49,2.4,1.7,1.6,0.79
2023-07-30 09:00:00,BLD_00081,6.22,2.63,1.43,1.4,0.76
2023-07-30 10:00:00,BLD_00081,6.35,2.61,1.58,1.47,0.68
2023-07-30 11:00:00,BLD_00081,6.37,2.51,1.44,1.65,0.77
2023-07-30 12:00:00,BLD_00081,4.83,1.79,1.24,1.18,0.62
2023-07-30 13:00:00,BLD_00081,6.76,2.48,1.64,1.8,0.83
2023-07-30 14:00:00,BLD_00081,6.56,2.84,1.67,1.71,0.35
2023-07-30 15:00:00,BLD_00081,6.35,2.29,1.71,1.53,0.83
2023-07-30 16:00:00,BLD_00081,6.05,2.43,1.51,1.63,0.48
2023-07-30 17:00:00,BLD_00081,5.14,1.98,1.36,1.21,0.6
2023-07-30 18:00:00,BLD_00081,3.72,1.43,0.94,0.88,0.48
2023-07-30 19:00:00,BLD_00081,2.62,1.09,0.67,0.67,0.19
2023-07-30 20:00:00,BLD_00081,1.77,0.67,0.49,0.44,0.18
2023-07-30 21:00:00,BLD_00081,1.9,0.69,0.44,0.5,0.28
2023-07-30 22:00:00,BLD_00081,1.73,0.62,0.46,0.39,0.27
2023-07-30 23:00:00,BLD_00081,1.85,0.68,0.47,0.51,0.19
2023-07-31 00:00:00,BLD_00081,9.23,4.04,2.27,2.09,0.83
2023-07-31 01:00:00,BLD_00081,8.47,3.15,2.29,2.29,0.75
2023-07-31 02:00:00,BLD_00081,10.13,4.51,2.82,2.51,0.29
2023-07-31 03:00:00,BLD_00081,9.95,3.96,2.49,2.68,0.82
2023-07-31 04:00:00,BLD_00081,9.62,3.61,2.31,2.3,1.39
2023-07-31 05:00:00,BLD_00081,12.49,4.61,3.3,3.03,1.54
2023-07-31 06:00:00,BLD_00081,19.73,8.19,4.5,4.65,2.38
2023-07-31 07:00:00,BLD_00081,23.92,9.52,6.12,6.11,2.16
2023-07-31 08:00:00,BLD_00081,33.42,12.14,7.86,8.36,5.06
2023-07-31 09:00:00,BLD_00081,30.93,12.52,8.44,7.99,1.98
2023-07-31 10:00:00,BLD_00081,31.07,13.53,8.53,7.77,1.24
2023-07-31 11:00:00,BLD_00081,29.39,13.18,7.28,7.25,1.68
2023-07-31 12:00:00,BLD_00081,25.83,9.96,6.78,6.53,2.56
2023-07-31 13:00:00,BLD_00081,31.2,13.43,7.07,6.91,3.79
2023-07-31 14:00:00,BLD_00081,31.71,12.64,8.15,7.33,3.59
2023-07-31 15:00:00,BLD_00081,33.17,13.68,7.3,8.66,3.53
2023-07-31 16:00:00,BLD_00081,32.75,13.54,8.11,7.71,3.4
2023-07-31 17:00:00,BLD_00081,25.5,11.12,7.02,6.57,0.79
2023-07-31 18:00:00,BLD_00081,19.5,7.45,4.51,4.35,3.2
2023-07-31 19:00:00,BLD_00081,13.75,4.95,3.06,3.44,2.3
2023-07-31 20:00:00,BLD_00081,10.33,3.92,2.31,2.62,1.48
2023-07-31 21:00:00,BLD_00081,9.83,4.22,2.34,2.25,1.02
2023-07-31 22:00:00,BLD_00081,9.34,3.79,2.61,2.41,0.53
2023-07-31 23:00:00,BLD_00081,9.21,3.75,2.49,2.46,0.5
2023-08-01 00:00:00,BLD_00081,10.44,4.11,2.54,2.3,1.49
2023-08-01 01:00:00,BLD_00081,10.56,4.63,2.76,2.47,0.71
2023-08-01 02:00:00,BLD_00081,9.66,3.79,2.49,2.39,0.99
2023-08-01 03:00:00,BLD_00081,10.27,4.44,2.26,2.27,1.3
2023-08-01 04:00:00,BLD_00081,10.83,4.03,2.62,2.74,1.43
2023-08-01 05:00:00,BLD_00081,12.72,5.12,3.04,2.98,1.58
2023-08-01 06:00:00,BLD_00081,21.77,8.01,5.46,5.53,2.77
2023-08-01 07:00:00,BLD_00081,28.3,11.22,6.75,7.62,2.72
2023-08-01 08:00:00,BLD_00081,34.9,15.16,7.82,9.17,2.75
2023-08-01 09:00:00,BLD_00081,33.85,12.7,7.86,7.88,5.41
2023-08-01 10:00:00,BLD_00081,33.03,14.41,7.42,8.0,3.2
2023-08-01 11:00:00,BLD_00081,34.22,15.37,7.54,8.34,2.97
2023-08-01 12:00:00,BLD_00081,27.07,10.18,6.78,7.45,2.66
2023-08-01 13:00:00,BLD_00081,35.6,13.07,8.89,9.34,4.3
2023-08-01 14:00:00,BLD_00081,31.74,11.35,8.17,7.62,4.6
2023-08-01 15:00:00,BLD_00081,33.05,13.92,8.98,8.97,1.19
2023-08-01 16:00:00,BLD_00081,32.56,12.8,7.57,8.78,3.42
2023-08-01 17:00:00,BLD_00081,29.46,12.14,7.72,8.07,1.53
2023-08-01 18:00:00,BLD_00081,22.33,8.05,5.65,6.03,2.6
2023-08-01 19:00:00,BLD_00081,13.77,5.39,3.32,3.82,1.24
2023-08-01 20:00:00,BLD_00081,9.64,3.44,2.49,2.55,1.16
2023-08-01 21:00:00,BLD_00081,9.44,4.15,2.6,2.2,0.49
2023-08-01 22:00:00,BLD_00081,9.86,4.0,2.53,2.43,0.89
2023-08-01 23:00:00,BLD_00081,11.17,3.97,2.74,2.68,1.77
2023-08-02 00:00:00,BLD_00081,9.69,4.16,2.46,2.36,0.7
2023-08-02 01:00:00,BLD_00081,10.15,3.64,2.3,2.29,1.92
2023-08-02 02:00:00,BLD_00081,10.56,4.01,2.43,2.64,1.49
2023-08-02 03:00:00,BLD_00081,10.03,4.5,2.79,2.24,0.5
2023-08-02 04:00:00,BLD_00081,9.71,3.59,2.16,2.61,1.35
2023-08-02 05:00:00,BLD_00081,12.62,5.58,3.47,2.8,0.77
2023-08-02 06:00:00,BLD_00081,19.67,7.38,4.43,5.26,2.6
2023-08-02 07:00:00,BLD_00081,25.69,10.03,6.64,6.97,2.06
2023-08-02 08:00:00,BLD_00081,32.75,11.81,7.37,8.34,5.23
2023-08-02 09:00:00,BLD_00081,34.06,14.46,8.23,8.86,2.51
2023-08-02 10:00:00,BLD_00081,30.22,12.34,7.97,8.11,1.8
2023-08-02 11:00:00,BLD_00081,33.57,13.28,8.46,8.96,2.88
2023-08-02 12:00:00,BLD_00081,27.41,10.26,6.75,7.19,3.2
2023-08-02 13:00:00,BLD_00081,34.73,14.42,8.31,8.57,3.43
2023-08-02 14:00:00,BLD_00081,32.84,14.77,8.77,7.61,1.69
2023-08-02 15:00:00,BLD_00081,34.29,13.78,9.52,9.04,1.95
2023-08-02 16:00:00,BLD_00081,34.39,12.15,8.05,8.83,5.37
2023-08-02 17:00:00,BLD_00081,29.38,10.94,7.81,8.06,2.57
2023-08-02 18:00:00,BLD_00081,21.05,8.62,5.59,5.04,1.8
2023-08-02 19:00:00,BLD_00081,13.42,5.74,3.49,3.5,0.68
2023-08-02 20:00:00,BLD_00081,9.99,4.0,2.72,2.67,0.6
2023-08-02 21:00:00,BLD_00081,10.87,4.75,2.65,2.84,0.63
2023-08-02 22:00:00,BLD_00081,10.42,4.42,2.43,2.62,0.95
2023-08-02 23:00:00,BLD_00081,10.14,4.18,2.55,2.45,0.96
2023-08-03 00:00:00,BLD_00081,9.19,3.89,2.45,2.44,0.4
2023-08-03 01:00:00,BLD_00081,9.75,3.71,2.21,2.18,1.66
2023-08-03 02:00:00,BLD_00081,10.06,3.84,2.45,2.76,1.01
2023-08-03 03:00:00,BLD_00081,10.27,3.6,2.63,2.69,1.36
2023-08-03 04:00:00,BLD_00081,9.88,3.77,2.37,2.49,1.25
2023-08-03 05:00:00,BLD_00081,13.62,5.06,3.78,3.19,1.58
2023-08-03 06:00:00,BLD_00081,19.46,8.4,4.86,5.42,0.78
2023-08-03 07:00:00,BLD_00081,26.2,9.6,6.4,6.81,3.38
2023-08-03 08:00:00,BLD_00081,34.15,14.79,8.21,8.34,2.81
2023-08-03 09:00:00,BLD_00081,33.93,13.61,9.02,8.93,2.38
2023-08-03 10:00:00,BLD_00081,33.66,12.7,7.88,8.65,4.42
2023-08-03 11:00:00,BLD_00081,33.73,12.92,7.67,7.66,5.47
2023-08-03 12:00:00,BLD_00081,25.53,10.45,5.95,6.72,2.41
2023-08-03 13:00:00,BLD_00081,34.36,14.61,9.33,9.16,1.26
2023-08-03 14:00:00,BLD_00081,33.42,12.04,7.62,8.02,5.74
2023-08-03 15:00:00,BLD_00081,35.59,12.88,8.58,9.81,4.32
2023-08-03 16:00:00,BLD_00081,31.96,11.94,8.79,8.63,2.59
2023-08-03 17:00:00,BLD_00081,26.88,10.12,6.97,5.95,3.84
2023-08-03 18:00:00,BLD_00081,21.37,9.29,5.32,4.75,2.01
2023-08-03 19:00:00,BLD_00081,14.07,5.09,3.61,3.23,2.14
2023-08-03 20:00:00,BLD_00081,10.78,4.34,2.87,2.87,0.7
2023-08-03 21:00:00,BLD_00081,9.64,4.01,2.13,2.66,0.84
2023-08-03 22:00:00,BLD_00081,10.42,4.4,2.3,2.61,1.11
2023-08-03 23:00:00,BLD_00081,10.3,4.2,2.33,2.7,1.06
2023-08-04 00:00:00,BLD_00081,9.14,4.06,2.07,2.21,0.8
2023-08-04 01:00:00,BLD_00081,8.87,3.28,2.16,2.39,1.03
2023-08-04 02:00:00,BLD_00081,9.11,3.73,2.2,2.09,1.09
2023-08-04 03:00:00,BLD_00081,9.33,3.45,2.43,2.34,1.13
2023-08-04 04:00:00,BLD_00081,9.09,3.6,2.3,2.54,0.66
2023-08-04 05:00:00,BLD_00081,12.75,5.44,3.36,3.5,0.44
2023-08-04 06:00:00,BLD_00081,18.62,7.38,4.3,4.75,2.19
2023-08-04 07:00:00,BLD_00081,23.87,8.64,6.05,6.28,2.91
2023-08-04 08:00:00,BLD_00081,30.0,11.67,7.72,8.36,2.25
2023-08-04 09:00:00,BLD_00081,29.76,12.49,7.69,7.8,1.78
2023-08-04 10:00:00,BLD_00081,30.65,13.5,8.06,8.33,0.77
2023-08-04 11:00:00,BLD_00081,27.85,10.16,7.09,7.43,3.18
2023-08-04 12:00:00,BLD_00081,24.8,10.42,6.26,5.6,2.52
2023-08-04 13:00:00,BLD_00081,30.91,11.65,8.43,7.32,3.51
2023-08-04 14:00:00,BLD_00081,29.87,11.94,7.9,6.9,3.13
2023-08-04 15:00:00,BLD_00081,29.07,12.16,7.47,7.92,1.5
2023-08-04 16:00:00,BLD_00081,30.25,12.15,7.61,8.23,2.25
2023-08-04 17:00:00,BLD_00081,23.13,8.43,6.27,5.8,2.64
2023-08-04 18:00:00,BLD_00081,18.27,6.64,4.73,4.15,2.75
2023-08-04 19:00:00,BLD_00081,12.47,5.19,2.75,2.87,1.65
2023-08-04 20:00:00,BLD_00081,9.59,3.52,2.17,2.27,1.63
2023-08-04 21:00:00,BLD_00081,9.31,3.49,2.45,2.08,1.29
2023-08-04 22:00:00,BLD_00081,8.78,3.8,2.36,2.08,0.55
2023-08-04 23:00:00,BLD_00081,9.13,3.32,2.53,2.35,0.93
2023-08-05 00:00:00,BLD_00081,3.03,1.21,0.78,0.82,0.22
2023-08-05 01:00:00,BLD_00081,2.91,1.11,0.68,0.66,0.46
2023-08-05 02:00:00,BLD_00081,2.81,1.07,0.68,0.65,0.4
2023-08-05 03:00:00,BLD_00081,3.02,1.22,0.73,0.7,0.38
2023-08-05 04:00:00,BLD_00081,3.08,1.32,0.7,0.86,0.2
2023-08-05 05:00:00,BLD_00081,3.98,1.47,0.92,1.07,0.52
2023-08-05 06:00:00,BLD_00081,5.7,2.37,1.53,1.31,0.49
2023-08-05 07:00:00,BLD_00081,7.54,3.04,2.02,2.02,0.46
2023-08-05 08:00:00,BLD_00081,9.15,3.64,2.5,2.56,0.46
2023-08-05 09:00:00,BLD_00081,9.01,3.61,2.07,2.06,1.27
2023-08-05 10:00:00,BLD_00081,10.23,3.88,2.27,2.56,1.52
2023-08-05 11:00:00,BLD_00081,9.83,3.92,2.39,2.59,0.93
2023-08-05 12:00:00,BLD_00081,7.94,3.4,1.89,1.79,0.86
2023-08-05 13:00:00,BLD_00081,9.88,4.31,2.68,2.43,0.46
2023-08-05 14:00:00,BLD_00081,10.2,3.83,2.37,2.76,1.25
2023-08-05 15:00:00,BLD_00081,9.84,4.15,2.18,2.3,1.21
2023-08-05 16:00:00,BLD_00081,10.08,4.36,2.65,2.39,0.68
2023-08-05 17:00:00,BLD_00081,7.92,3.36,1.75,1.87,0.94
2023-08-05 18:00:00,BLD_00081,5.49,2.39,1.48,1.42,0.2
2023-08-05 19:00:00,BLD_00081,4.22,1.78,0.93,1.13,0.37
2023-08-05 20:00:00,BLD_00081,3.29,1.23,0.9,0.87,0.3
2023-08-05 21:00:00,BLD_00081,3.2,1.22,0.83,0.71,0.44
2023-08-05 22:00:00,BLD_00081,2.83,1.21,0.72,0.65,0.25
2023-08-05 23:00:00,BLD_00081,2.76,1.0,0.69,0.66,0.42
2023-08-06 00:00:00,BLD_00081,2.05,0.82,0.5,0.57,0.16
2023-08-06 01:00:00,BLD_00081,2.02,0.75,0.5,0.54,0.23
2023-08-06 02:00:00,BLD_00081,2.16,0.78,0.56,0.57,0.25
2023-08-06 03:00:00,BLD_00081,1.79,0.73,0.49,0.41,0.15
2023-08-06 04:00:00,BLD_00081,1.92,0.78,0.52,0.44,0.18
2023-08-06 05:00:00,BLD_00081,2.39,0.86,0.64,0.64,0.24
2023-08-06 06:00:00,BLD_00081,4.06,1.55,1.1,0.91,0.5
2023-08-06 07:00:00,BLD_00081,5.12,2.28,1.34,1.29,0.22
2023-08-06 08:00:00,BLD_00081,7.16,2.6,1.76,1.84,0.96
2023-08-06 09:00:00,BLD_00081,6.44,2.4,1.8,1.5,0.74
2023-08-06 10:00:00,BLD_00081,6.48,2.8,1.65,1.63,0.4
2023-08-06 11:00:00,BLD_00081,6.36,2.51,1.68,1.77,0.41
2023-08-06 12:00:00,BLD_00081,5.71,2.03,1.36,1.56,0.76
2023-08-06 13:00:00,BLD_00081,6.06,2.52,1.69,1.45,0.39
2023-08-06 14:00:00,BLD_00081,6.63,2.53,1.65,1.62,0.82
2023-08-06 15:00:00,BLD_00081,6.72,2.76,1.67,1.84,0.45
2023-08-06 16:00:00,BLD_00081,7.08,2.79,1.81,1.95,0.53
2023-08-06 17:00:00,BLD_00081,5.31,2.18,1.41,1.19,0.53
2023-08-06 18:00:00,BLD_00081,3.93,1.74,1.0,1.09,0.1
2023-08-06 19:00:00,BLD_00081,2.83,1.05,0.71,0.66,0.41
2023-08-06 20:00:00,BLD_00081,1.91,0.78,0.48,0.51,0.16
2023-08-06 21:00:00,BLD_00081,2.12,0.94,0.56,0.47,0.14
2023-08-06 22:00:00,BLD_00081,2.02,0.74,0.46,0.53,0.28
2023-08-06 23:00:00,BLD_00081,1.97,0.71,0.53,0.49,0.24
2023-08-07 00:00:00,BLD_00081,10.38,4.01,2.82,2.63,0.92
2023-08-07 01:00:00,BLD_00081,10.33,4.0,2.81,2.43,1.1
2023-08-07 02:00:00,BLD_00081,11.07,4.08,2.92,2.91,1.16
2023-08-07 03:00:00,BLD_00081,9.89,3.54,2.64,2.42,1.29
2023-08-07 04:00:00,BLD_00081,9.6,3.45,2.42,2.27,1.46
2023-08-07 05:00:00,BLD_00081,12.73,4.75,3.17,3.0,1.8
2023-08-07 06:00:00,BLD_00081,19.84,7.83,4.97,4.55,2.5
2023-08-07 07:00:00,BLD_00081,26.67,9.63,6.19,6.3,4.54
2023-08-07 08:00:00,BLD_00081,30.23,13.29,7.51,8.13,1.3
2023-08-07 09:00:00,BLD_00081,34.09,14.79,8.7,8.38,2.22
2023-08-07 10:00:00,BLD_00081,32.02,14.34,7.9,7.49,2.28
2023-08-07 11:00:00,BLD_00081,34.34,14.64,8.52,8.28,2.91
2023-08-07 12:00:00,BLD_00081,26.58,9.48,6.45,7.42,3.22
2023-08-07 13:00:00,BLD_00081,32.28,11.52,7.77,8.87,4.12
2023-08-07 14:00:00,BLD_00081,34.22,14.74,8.98,9.34,1.16
2023-08-07 15:00:00,BLD_00081,32.01,13.62,8.12,7.53,2.73
2023-08-07 16:00:00,BLD_00081,36.75,14.73,9.37,9.67,2.98
2023-08-07 17:00:00,BLD_00081,27.71,10.97,6.14,6.89,3.71
2023-08-07 18:00:00,BLD_00081,18.97,7.95,5.14,5.24,0.64
2023-08-07 19:00:00,BLD_00081,13.19,5.22,3.68,3.67,0.62
2023-08-07 20:00:00,BLD_00081,9.41,3.51,2.21,2.16,1.53
2023-08-07 21:00:00,BLD_00081,9.75,3.87,2.41,2.49,0.98
2023-08-07 22:00:00,BLD_00081,9.86,3.86,2.64,2.4,0.96
2023-08-07 23:00:00,BLD_00081,9.38,3.95,2.44,2.46,0.53
2023-08-08 00:00:00,BLD_00081,10.76,4.48,2.42,2.61,1.25
2023-08-08 01:00:00,BLD_00081,10.33,4.26,2.53,2.74,0.8
2023-08-08 02:00:00,BLD_00081,9.66,4.25,2.67,2.31,0.43
2023-08-08 03:00:00,BLD_00081,9.4,4.04,2.22,2.24,0.9
2023-08-08 04:00:00,BLD_00081,10.32,3.77,2.87,2.71,0.96
2023-08-08 05:00:00,BLD_00081,13.13,4.94,3.61,2.91,1.68
2023-08-08 06:00:00,BLD_00081,19.91,7.37,5.4,4.39,2.75
2023-08-08 07:00:00,BLD_00081,25.75,10.79,7.15,7.15,0.66
2023-08-08 08:00:00,BLD_00081,31.69,11.85,8.57,6.99,4.29
2023-08-08 09:00:00,BLD_00081,34.09,14.52,8.87,7.59,3.12
2023-08-08 10:00:00,BLD_00081,36.87,14.67,9.2,10.01,2.98
2023-08-08 11:00:00,BLD_00081,34.11,13.18,8.54,7.85,4.54
